ward,precinct,total,Danny K. Davis,Danny K. Davis Percent,Robert Dallas,Robert Dallas Percent,Anita Rivkin-Carothers,Anita Rivkin-Carothers Percent,precinct_id
3,19,26,21,80.77,3,11.54,2,7.69,03019
3,20,9,5,55.56,0,0.0,4,44.44,03020
3,21,112,94,83.93,8,7.14,10,8.93,03021
3,22,123,115,93.5,2,1.63,6,4.88,03022
3,23,30,25,83.33,1,3.33,4,13.33,03023
3,24,147,133,90.48,7,4.76,7,4.76,03024
3,25,20,18,90.0,1,5.0,1,5.0,03025
3,26,131,121,92.37,3,2.29,7,5.34,03026
3,27,8,5,62.5,1,12.5,2,25.0,03027
3,28,89,69,77.53,10,11.24,10,11.24,03028
3,29,130,115,88.46,5,3.85,10,7.69,03029
3,31,266,246,92.48,3,1.13,17,6.39,03031
3,32,124,116,93.55,1,0.81,7,5.65,03032
3,33,216,192,88.89,7,3.24,17,7.87,03033
3,35,158,141,89.24,7,4.43,10,6.33,03035
3,36,86,74,86.05,5,5.81,7,8.14,03036
3,37,91,80,87.91,3,3.3,8,8.79,03037
3,39,285,262,91.93,1,0.35,22,7.72,03039
3,40,167,154,92.22,0,0.0,13,7.78,03040
3,41,120,108,90.0,3,2.5,9,7.5,03041
3,42,131,124,94.66,3,2.29,4,3.05,03042
3,43,74,68,91.89,1,1.35,5,6.76,03043
3,45,69,55,79.71,6,8.7,8,11.59,03045
3,47,122,103,84.43,4,3.28,15,12.3,03047
3,48,149,133,89.26,3,2.01,13,8.72,03048
3,49,39,38,97.44,0,0.0,1,2.56,03049
3,50,172,152,88.37,4,2.33,16,9.3,03050
3,52,77,62,80.52,0,0.0,15,19.48,03052
3,54,124,93,75.0,9,7.26,22,17.74,03054
3,55,122,106,86.89,7,5.74,9,7.38,03055
3,56,98,87,88.78,4,4.08,7,7.14,03056
3,57,218,193,88.53,8,3.67,17,7.8,03057
3,59,75,60,80.0,8,10.67,7,9.33,03059
3,60,158,141,89.24,1,0.63,16,10.13,03060
3,61,127,110,86.61,3,2.36,14,11.02,03061
3,62,95,81,85.26,5,5.26,9,9.47,03062
3,63,82,70,85.37,2,2.44,10,12.2,03063
4,4,269,238,88.48,7,2.6,24,8.92,04004
4,5,268,242,90.3,10,3.73,16,5.97,04005
4,6,112,108,96.43,0,0.0,4,3.57,04006
4,7,159,152,95.6,2,1.26,5,3.14,04007
4,10,256,234,91.41,4,1.56,18,7.03,04010
4,11,242,223,92.15,5,2.07,14,5.79,04011
4,14,136,121,88.97,7,5.15,8,5.88,04014
4,15,135,117,86.67,2,1.48,16,11.85,04015
4,25,246,220,89.43,3,1.22,23,9.35,04025
4,27,284,259,91.2,5,1.76,20,7.04,04027
4,35,118,95,80.51,3,2.54,20,16.95,04035
4,36,116,104,89.66,5,4.31,7,6.03,04036
4,42,269,238,88.48,6,2.23,25,9.29,04042
4,53,223,196,87.89,6,2.69,21,9.42,04053
11,14,168,152,90.48,8,4.76,8,4.76,11014
11,27,162,149,91.98,6,3.7,7,4.32,11027
11,28,179,153,85.47,13,7.26,13,7.26,11028
11,34,71,63,88.73,0,0.0,8,11.27,11034
11,36,58,51,87.93,3,5.17,4,6.9,11036
11,46,135,128,94.81,6,4.44,1,0.74,11046
12,1,0,0,0.0,0,0.0,0,0.0,12001
12,6,17,10,58.82,0,0.0,7,41.18,12006
12,7,0,0,0.0,0,0.0,0,0.0,12007
12,18,41,33,80.49,3,7.32,5,12.2,12018
16,15,173,140,80.92,9,5.2,24,13.87,16015
16,16,148,128,86.49,5,3.38,15,10.14,16016
16,18,133,114,85.71,1,0.75,18,13.53,16018
16,20,167,142,85.03,5,2.99,20,11.98,16020
16,22,124,93,75.0,5,4.03,26,20.97,16022
16,24,68,55,80.88,0,0.0,13,19.12,16024
16,29,72,65,90.28,1,1.39,6,8.33,16029
16,30,82,64,78.05,5,6.1,13,15.85,16030
16,33,134,113,84.33,3,2.24,18,13.43,16033
20,27,106,92,86.79,6,5.66,8,7.55,20027
20,31,171,159,92.98,2,1.17,10,5.85,20031
20,40,107,97,90.65,0,0.0,10,9.35,20040
20,45,27,25,92.59,0,0.0,2,7.41,20045
20,48,89,82,92.13,1,1.12,6,6.74,20048
20,52,86,83,96.51,0,0.0,3,3.49,20052
22,7,194,189,97.42,1,0.52,4,2.06,22007
22,18,1,1,100.0,0,0.0,0,0.0,22018
22,19,124,115,92.74,3,2.42,6,4.84,22019
22,21,207,194,93.72,5,2.42,8,3.86,22021
24,1,151,147,97.35,0,0.0,4,2.65,24001
24,2,168,153,91.07,5,2.98,10,5.95,24002
24,3,180,166,92.22,4,2.22,10,5.56,24003
24,4,156,142,91.03,0,0.0,14,8.97,24004
24,5,150,136,90.67,1,0.67,13,8.67,24005
24,6,212,204,96.23,1,0.47,7,3.3,24006
24,7,178,161,90.45,6,3.37,11,6.18,24007
24,8,177,169,95.48,2,1.13,6,3.39,24008
24,9,178,165,92.7,2,1.12,11,6.18,24009
24,10,144,129,89.58,2,1.39,13,9.03,24010
24,11,88,85,96.59,0,0.0,3,3.41,24011
24,12,132,125,94.7,1,0.76,6,4.55,24012
24,13,147,137,93.2,4,2.72,6,4.08,24013
24,14,246,229,93.09,4,1.63,13,5.28,24014
24,15,145,127,87.59,4,2.76,14,9.66,24015
24,16,144,131,90.97,6,4.17,7,4.86,24016
24,17,168,154,91.67,0,0.0,14,8.33,24017
24,18,138,128,92.75,0,0.0,10,7.25,24018
24,19,142,128,90.14,2,1.41,12,8.45,24019
24,20,200,186,93.0,1,0.5,13,6.5,24020
24,21,134,128,95.52,2,1.49,4,2.99,24021
24,22,187,175,93.58,5,2.67,7,3.74,24022
24,23,176,164,93.18,2,1.14,10,5.68,24023
24,24,134,127,94.78,1,0.75,6,4.48,24024
24,25,176,167,94.89,2,1.14,7,3.98,24025
24,26,232,210,90.52,3,1.29,19,8.19,24026
24,27,122,113,92.62,3,2.46,6,4.92,24027
24,28,225,218,96.89,0,0.0,7,3.11,24028
24,29,213,203,95.31,0,0.0,10,4.69,24029
24,30,154,147,95.45,0,0.0,7,4.55,24030
24,31,156,146,93.59,2,1.28,8,5.13,24031
24,32,201,188,93.53,3,1.49,10,4.98,24032
24,33,145,127,87.59,3,2.07,15,10.34,24033
24,34,155,150,96.77,3,1.94,2,1.29,24034
24,35,220,199,90.45,6,2.73,15,6.82,24035
24,36,162,153,94.44,2,1.23,7,4.32,24036
24,37,197,173,87.82,4,2.03,20,10.15,24037
24,38,190,172,90.53,1,0.53,17,8.95,24038
24,39,179,172,96.09,2,1.12,5,2.79,24039
24,40,248,231,93.15,4,1.61,13,5.24,24040
24,41,151,145,96.03,2,1.32,4,2.65,24041
24,42,154,139,90.26,5,3.25,10,6.49,24042
24,43,213,205,96.24,1,0.47,7,3.29,24043
24,44,68,66,97.06,0,0.0,2,2.94,24044
24,45,143,135,94.41,4,2.8,4,2.8,24045
24,46,192,180,93.75,1,0.52,11,5.73,24046
24,47,149,134,89.93,1,0.67,14,9.4,24047
24,48,85,78,91.76,3,3.53,4,4.71,24048
24,49,250,229,91.6,4,1.6,17,6.8,24049
24,50,277,254,91.7,5,1.81,18,6.5,24050
24,51,256,243,94.92,3,1.17,10,3.91,24051
24,52,168,145,86.31,4,2.38,19,11.31,24052
24,53,107,104,97.2,0,0.0,3,2.8,24053
24,54,156,138,88.46,4,2.56,14,8.97,24054
24,55,86,78,90.7,2,2.33,6,6.98,24055
24,56,216,211,97.69,1,0.46,4,1.85,24056
24,58,201,184,91.54,1,0.5,16,7.96,24058
24,59,96,90,93.75,1,1.04,5,5.21,24059
25,3,62,49,79.03,4,6.45,9,14.52,25003
25,4,196,124,63.27,13,6.63,59,30.1,25004
25,5,0,0,0.0,0,0.0,0,0.0,25005
25,6,3,3,100.0,0,0.0,0,0.0,25006
25,8,0,0,0.0,0,0.0,0,0.0,25008
25,10,91,63,69.23,6,6.59,22,24.18,25010
25,14,105,91,86.67,6,5.71,8,7.62,25014
25,16,109,102,93.58,4,3.67,3,2.75,25016
25,18,148,132,89.19,4,2.7,12,8.11,25018
25,21,134,101,75.37,11,8.21,22,16.42,25021
25,25,110,92,83.64,7,6.36,11,10.0,25025
25,26,120,82,68.33,7,5.83,31,25.83,25026
25,27,122,99,81.15,7,5.74,16,13.11,25027
25,28,210,149,70.95,17,8.1,44,20.95,25028
25,29,111,98,88.29,5,4.5,8,7.21,25029
26,17,43,36,83.72,4,9.3,3,6.98,26017
26,28,4,3,75.0,0,0.0,1,25.0,26028
26,33,30,17,56.67,7,23.33,6,20.0,26033
26,46,75,56,74.67,7,9.33,12,16.0,26046
27,1,59,35,59.32,6,10.17,18,30.51,27001
27,2,152,138,90.79,5,3.29,9,5.92,27002
27,3,159,145,91.19,3,1.89,11,6.92,27003
27,4,130,109,83.85,7,5.38,14,10.77,27004
27,5,30,26,86.67,2,6.67,2,6.67,27005
27,6,100,79,79.0,9,9.0,12,12.0,27006
27,7,94,74,78.72,3,3.19,17,18.09,27007
27,8,56,51,91.07,2,3.57,3,5.36,27008
27,9,247,236,95.55,4,1.62,7,2.83,27009
27,10,272,249,91.54,4,1.47,19,6.99,27010
27,11,102,86,84.31,2,1.96,14,13.73,27011
27,12,40,27,67.5,4,10.0,9,22.5,27012
27,13,35,35,100.0,0,0.0,0,0.0,27013
27,14,73,69,94.52,1,1.37,3,4.11,27014
27,15,105,95,90.48,2,1.9,8,7.62,27015
27,16,35,25,71.43,3,8.57,7,20.0,27016
27,17,65,50,76.92,5,7.69,10,15.38,27017
27,18,45,28,62.22,5,11.11,12,26.67,27018
27,19,179,150,83.8,5,2.79,24,13.41,27019
27,20,167,139,83.23,9,5.39,19,11.38,27020
27,21,72,62,86.11,4,5.56,6,8.33,27021
27,22,134,127,94.78,4,2.99,3,2.24,27022
27,23,57,47,82.46,3,5.26,7,12.28,27023
27,24,147,132,89.8,0,0.0,15,10.2,27024
27,25,126,106,84.13,7,5.56,13,10.32,27025
27,26,124,104,83.87,2,1.61,18,14.52,27026
27,27,61,53,86.89,1,1.64,7,11.48,27027
27,28,126,99,78.57,4,3.17,23,18.25,27028
27,29,122,110,90.16,2,1.64,10,8.2,27029
27,30,94,74,78.72,6,6.38,14,14.89,27030
27,31,170,152,89.41,5,2.94,13,7.65,27031
27,33,116,100,86.21,5,4.31,11,9.48,27033
27,34,111,106,95.5,0,0.0,5,4.5,27034
27,36,162,144,88.89,2,1.23,16,9.88,27036
27,37,53,45,84.91,5,9.43,3,5.66,27037
27,39,73,66,90.41,4,5.48,3,4.11,27039
27,40,101,94,93.07,1,0.99,6,5.94,27040
27,41,2,1,50.0,1,50.0,0,0.0,27041
27,42,76,60,78.95,4,5.26,12,15.79,27042
27,43,103,84,81.55,6,5.83,13,12.62,27043
27,44,130,123,94.62,1,0.77,6,4.62,27044
27,45,175,169,96.57,0,0.0,6,3.43,27045
27,46,131,107,81.68,4,3.05,20,15.27,27046
27,47,119,106,89.08,5,4.2,8,6.72,27047
27,48,141,128,90.78,2,1.42,11,7.8,27048
27,49,135,123,91.11,2,1.48,10,7.41,27049
27,50,150,99,66.0,15,10.0,36,24.0,27050
27,51,94,71,75.53,9,9.57,14,14.89,27051
27,52,35,32,91.43,2,5.71,1,2.86,27052
27,53,83,72,86.75,2,2.41,9,10.84,27053
27,54,119,77,64.71,8,6.72,34,28.57,27054
27,55,6,2,33.33,3,50.0,1,16.67,27055
27,57,78,61,78.21,3,3.85,14,17.95,27057
27,58,121,102,84.3,8,6.61,11,9.09,27058
27,60,177,165,93.22,2,1.13,10,5.65,27060
27,61,33,32,96.97,0,0.0,1,3.03,27061
27,62,150,139,92.67,1,0.67,10,6.67,27062
27,63,191,172,90.05,4,2.09,15,7.85,27063
27,64,134,118,88.06,2,1.49,14,10.45,27064
27,65,27,25,92.59,1,3.7,1,3.7,27065
27,66,82,25,30.49,1,1.22,56,68.29,27066
28,1,155,139,89.68,3,1.94,13,8.39,28001
28,2,108,95,87.96,3,2.78,10,9.26,28002
28,3,87,80,91.95,2,2.3,5,5.75,28003
28,4,203,176,86.7,6,2.96,21,10.34,28004
28,5,145,130,89.66,1,0.69,14,9.66,28005
28,6,82,69,84.15,1,1.22,12,14.63,28006
28,7,163,144,88.34,2,1.23,17,10.43,28007
28,8,99,89,89.9,1,1.01,9,9.09,28008
28,9,104,92,88.46,1,0.96,11,10.58,28009
28,10,42,37,88.1,0,0.0,5,11.9,28010
28,11,140,126,90.0,2,1.43,12,8.57,28011
28,12,155,139,89.68,2,1.29,14,9.03,28012
28,13,116,100,86.21,1,0.86,15,12.93,28013
28,14,102,91,89.22,0,0.0,11,10.78,28014
28,15,84,81,96.43,0,0.0,3,3.57,28015
28,16,172,159,92.44,0,0.0,13,7.56,28016
28,17,165,141,85.45,3,1.82,21,12.73,28017
28,18,191,164,85.86,6,3.14,21,10.99,28018
28,19,188,166,88.3,3,1.6,19,10.11,28019
28,20,173,154,89.02,7,4.05,12,6.94,28020
28,21,161,139,86.34,6,3.73,16,9.94,28021
28,22,142,132,92.96,3,2.11,7,4.93,28022
28,23,179,154,86.03,3,1.68,22,12.29,28023
28,24,94,84,89.36,2,2.13,8,8.51,28024
28,25,134,123,91.79,1,0.75,10,7.46,28025
28,26,147,130,88.44,3,2.04,14,9.52,28026
28,27,97,85,87.63,0,0.0,12,12.37,28027
28,28,125,113,90.4,1,0.8,11,8.8,28028
28,30,113,96,84.96,1,0.88,16,14.16,28030
28,31,132,116,87.88,3,2.27,13,9.85,28031
28,32,144,133,92.36,1,0.69,10,6.94,28032
28,33,132,125,94.7,1,0.76,6,4.55,28033
28,35,107,93,86.92,1,0.93,13,12.15,28035
28,36,153,126,82.35,2,1.31,25,16.34,28036
28,37,177,162,91.53,0,0.0,15,8.47,28037
28,39,27,24,88.89,0,0.0,3,11.11,28039
28,40,164,147,89.63,1,0.61,16,9.76,28040
28,41,66,62,93.94,0,0.0,4,6.06,28041
28,42,128,113,88.28,1,0.78,14,10.94,28042
28,43,108,93,86.11,2,1.85,13,12.04,28043
28,44,113,96,84.96,3,2.65,14,12.39,28044
28,45,124,109,87.9,2,1.61,13,10.48,28045
28,46,123,105,85.37,2,1.63,16,13.01,28046
28,47,119,105,88.24,0,0.0,14,11.76,28047
28,48,77,69,89.61,0,0.0,8,10.39,28048
28,49,103,81,78.64,0,0.0,22,21.36,28049
28,50,78,71,91.03,0,0.0,7,8.97,28050
28,51,149,129,86.58,3,2.01,17,11.41,28051
28,52,125,119,95.2,1,0.8,5,4.0,28052
28,53,56,39,69.64,6,10.71,11,19.64,28053
28,54,110,96,87.27,2,1.82,12,10.91,28054
28,55,118,101,85.59,0,0.0,17,14.41,28055
28,56,128,104,81.25,2,1.56,22,17.19,28056
28,57,120,100,83.33,4,3.33,16,13.33,28057
28,58,92,79,85.87,1,1.09,12,13.04,28058
28,59,96,87,90.63,2,2.08,7,7.29,28059
28,60,109,98,89.91,0,0.0,11,10.09,28060
28,61,81,72,88.89,0,0.0,9,11.11,28061
28,62,152,139,91.45,0,0.0,13,8.55,28062
28,63,144,128,88.89,2,1.39,14,9.72,28063
28,64,100,78,78.0,3,3.0,19,19.0,28064
28,65,149,132,88.59,2,1.34,15,10.07,28065
28,66,137,123,89.78,2,1.46,12,8.76,28066
28,67,94,87,92.55,1,1.06,6,6.38,28067
28,68,161,144,89.44,1,0.62,16,9.94,28068
28,69,42,34,80.95,1,2.38,7,16.67,28069
28,70,83,68,81.93,2,2.41,13,15.66,28070
28,71,144,121,84.03,3,2.08,20,13.89,28071
28,72,88,75,85.23,3,3.41,10,11.36,28072
28,73,51,40,78.43,2,3.92,9,17.65,28073
29,1,232,156,67.24,0,0.0,76,32.76,29001
29,3,293,169,57.68,1,0.34,123,41.98,29003
29,4,201,138,68.66,0,0.0,63,31.34,29004
29,5,208,135,64.9,2,0.96,71,34.13,29005
29,8,155,96,61.94,1,0.65,58,37.42,29008
29,10,221,91,41.18,2,0.9,128,57.92,29010
29,11,284,165,58.1,6,2.11,113,39.79,29011
29,12,269,173,64.31,6,2.23,90,33.46,29012
29,13,214,128,59.81,0,0.0,86,40.19,29013
29,14,272,183,67.28,4,1.47,85,31.25,29014
29,15,234,155,66.24,3,1.28,76,32.48,29015
29,16,263,119,45.25,1,0.38,143,54.37,29016
29,17,177,98,55.37,2,1.13,77,43.5,29017
29,18,318,116,36.48,4,1.26,198,62.26,29018
29,19,171,105,61.4,1,0.58,65,38.01,29019
29,20,214,107,50.0,4,1.87,103,48.13,29020
29,21,161,120,74.53,1,0.62,40,24.84,29021
29,22,168,114,67.86,5,2.98,49,29.17,29022
29,23,241,107,44.4,0,0.0,134,55.6,29023
29,25,240,101,42.08,3,1.25,136,56.67,29025
29,26,230,137,59.57,0,0.0,93,40.43,29026
29,27,169,105,62.13,3,1.78,61,36.09,29027
29,28,305,173,56.72,1,0.33,131,42.95,29028
29,29,228,150,65.79,5,2.19,73,32.02,29029
29,31,209,156,74.64,3,1.44,50,23.92,29031
29,33,211,155,73.46,2,0.95,54,25.59,29033
29,34,142,87,61.27,5,3.52,50,35.21,29034
29,35,180,134,74.44,2,1.11,44,24.44,29035
29,36,238,95,39.92,1,0.42,142,59.66,29036
29,37,212,135,63.68,4,1.89,73,34.43,29037
29,38,225,167,74.22,2,0.89,56,24.89,29038
29,40,369,159,43.09,2,0.54,208,56.37,29040
29,41,256,158,61.72,3,1.17,95,37.11,29041
29,42,256,195,76.17,2,0.78,59,23.05,29042
29,43,330,120,36.36,5,1.52,205,62.12,29043
29,44,233,133,57.08,1,0.43,99,42.49,29044
29,45,209,140,66.99,0,0.0,69,33.01,29045
29,46,174,125,71.84,3,1.72,46,26.44,29046
29,47,324,236,72.84,3,0.93,85,26.23,29047
29,48,171,86,50.29,1,0.58,84,49.12,29048
29,49,283,61,21.55,0,0.0,222,78.45,29049
29,50,220,136,61.82,1,0.45,83,37.73,29050
29,51,182,147,80.77,1,0.55,34,18.68,29051
32,1,129,97,75.19,5,3.88,27,20.93,32001
32,6,137,100,72.99,17,12.41,20,14.6,32006
32,12,1,0,0.0,1,100.0,0,0.0,32012
32,17,46,27,58.7,5,10.87,14,30.43,32017
32,26,115,73,63.48,14,12.17,28,24.35,32026
32,46,32,17,53.13,8,25.0,7,21.88,32046
32,50,81,53,65.43,9,11.11,19,23.46,32050
32,51,115,93,80.87,3,2.61,19,16.52,32051
36,23,84,63,75.0,10,11.9,11,13.1,36023
36,24,186,163,87.63,4,2.15,19,10.22,36024
36,44,142,110,77.46,5,3.52,27,19.01,36044
36,54,198,164,82.83,10,5.05,24,12.12,36054
37,2,111,83,74.77,14,12.61,14,12.61,37002
37,3,83,72,86.75,3,3.61,8,9.64,37003
37,4,68,58,85.29,2,2.94,8,11.76,37004
37,5,188,157,83.51,4,2.13,27,14.36,37005
37,6,218,195,89.45,1,0.46,22,10.09,37006
37,7,149,134,89.93,3,2.01,12,8.05,37007
37,8,122,108,88.52,4,3.28,10,8.2,37008
37,9,202,170,84.16,3,1.49,29,14.36,37009
37,10,198,170,85.86,6,3.03,22,11.11,37010
37,12,119,110,92.44,3,2.52,6,5.04,37012
37,13,116,102,87.93,3,2.59,11,9.48,37013
37,14,154,145,94.16,4,2.6,5,3.25,37014
37,15,138,120,86.96,2,1.45,16,11.59,37015
37,16,216,181,83.8,8,3.7,27,12.5,37016
37,17,183,166,90.71,0,0.0,17,9.29,37017
37,18,172,153,88.95,2,1.16,17,9.88,37018
37,19,50,39,78.0,4,8.0,7,14.0,37019
37,20,125,117,93.6,1,0.8,7,5.6,37020
37,21,160,130,81.25,1,0.63,29,18.13,37021
37,22,172,145,84.3,7,4.07,20,11.63,37022
37,23,160,143,89.38,3,1.88,14,8.75,37023
37,24,170,137,80.59,1,0.59,32,18.82,37024
37,25,205,176,85.85,4,1.95,25,12.2,37025
37,26,87,78,89.66,0,0.0,9,10.34,37026
37,27,123,107,86.99,1,0.81,15,12.2,37027
37,28,130,114,87.69,3,2.31,13,10.0,37028
37,29,176,153,86.93,3,1.7,20,11.36,37029
37,30,139,124,89.21,4,2.88,11,7.91,37030
37,31,184,154,83.7,6,3.26,24,13.04,37031
37,32,180,154,85.56,4,2.22,22,12.22,37032
37,33,146,135,92.47,1,0.68,10,6.85,37033
37,34,165,146,88.48,3,1.82,16,9.7,37034
37,35,87,76,87.36,3,3.45,8,9.2,37035
37,36,161,149,92.55,2,1.24,10,6.21,37036
37,37,175,151,86.29,1,0.57,23,13.14,37037
37,38,193,162,83.94,6,3.11,25,12.95,37038
37,40,217,181,83.41,2,0.92,34,15.67,37040
37,41,95,74,77.89,1,1.05,20,21.05,37041
37,42,29,19,65.52,5,17.24,5,17.24,37042
37,43,128,105,82.03,3,2.34,20,15.63,37043
37,44,150,137,91.33,3,2.0,10,6.67,37044
37,45,106,95,89.62,2,1.89,9,8.49,37045
37,46,188,152,80.85,4,2.13,32,17.02,37046
37,48,172,148,86.05,6,3.49,18,10.47,37048
37,49,159,134,84.28,6,3.77,19,11.95,37049
37,51,135,116,85.93,1,0.74,18,13.33,37051
37,53,169,141,83.43,1,0.59,27,15.98,37053
37,54,170,134,78.82,4,2.35,32,18.82,37054
37,55,159,143,89.94,2,1.26,14,8.81,37055
37,56,129,119,92.25,1,0.78,9,6.98,37056
37,57,103,90,87.38,0,0.0,13,12.62,37057
37,58,162,142,87.65,4,2.47,16,9.88,37058
42,1,153,110,71.9,6,3.92,37,24.18,42001
42,2,104,75,72.12,5,4.81,24,23.08,42002
42,3,99,68,68.69,6,6.06,25,25.25,42003
42,4,125,85,68.0,10,8.0,30,24.0,42004
42,5,124,93,75.0,3,2.42,28,22.58,42005
42,6,272,208,76.47,22,8.09,42,15.44,42006
42,7,142,90,63.38,15,10.56,37,26.06,42007
42,8,179,123,68.72,8,4.47,48,26.82,42008
42,9,135,99,73.33,14,10.37,22,16.3,42009
42,10,82,57,69.51,6,7.32,19,23.17,42010
42,11,138,113,81.88,7,5.07,18,13.04,42011
42,12,80,62,77.5,4,5.0,14,17.5,42012
42,13,259,196,75.68,17,6.56,46,17.76,42013
42,14,118,90,76.27,4,3.39,24,20.34,42014
42,15,147,106,72.11,14,9.52,27,18.37,42015
42,16,72,50,69.44,4,5.56,18,25.0,42016
42,17,133,85,63.91,11,8.27,37,27.82,42017
42,18,117,92,78.63,5,4.27,20,17.09,42018
42,19,44,29,65.91,2,4.55,13,29.55,42019
42,20,77,51,66.23,7,9.09,19,24.68,42020
42,21,58,44,75.86,1,1.72,13,22.41,42021
42,22,102,76,74.51,7,6.86,19,18.63,42022
42,23,163,119,73.01,10,6.13,34,20.86,42023
42,24,177,109,61.58,15,8.47,53,29.94,42024
42,25,131,95,72.52,5,3.82,31,23.66,42025
42,26,165,133,80.61,8,4.85,24,14.55,42026
42,27,199,137,68.84,30,15.08,32,16.08,42027
42,28,160,113,70.63,12,7.5,35,21.88,42028
42,29,151,109,72.19,8,5.3,34,22.52,42029
42,30,79,50,63.29,6,7.59,23,29.11,42030
42,31,68,54,79.41,3,4.41,11,16.18,42031
42,32,170,131,77.06,8,4.71,31,18.24,42032
42,33,212,151,71.23,17,8.02,44,20.75,42033
42,34,142,100,70.42,8,5.63,34,23.94,42034
42,35,114,84,73.68,7,6.14,23,20.18,42035
42,36,111,85,76.58,6,5.41,20,18.02,42036
42,37,149,96,64.43,10,6.71,43,28.86,42037
42,38,139,105,75.54,9,6.47,25,17.99,42038
42,39,139,109,78.42,9,6.47,21,15.11,42039
42,40,100,68,68.0,7,7.0,25,25.0,42040
42,41,129,86,66.67,11,8.53,32,24.81,42041
42,42,79,58,73.42,2,2.53,19,24.05,42042
