ward,precinct,total,Timothy Patrick Murphy,Timothy Patrick Murphy Percent,John Noonan Farrell,John Noonan Farrell Percent,Lisa R. Curcio,Lisa R. Curcio Percent,Mary Lou Ryan Norwell,Mary Lou Ryan Norwell Percent,Mary Beth Duffy,Mary Beth Duffy Percent,Edwin Jon Belz,Edwin Jon Belz Percent,Susan Patricia Malone,Susan Patricia Malone Percent,Terrence J. McConville,Terrence J. McConville Percent,precinct_id
5,19,68,17,25.0,2,2.94,8,11.76,7,10.29,8,11.76,3,4.41,18,26.47,5,7.35,05019
5,20,58,16,27.59,0,0.0,6,10.34,9,15.52,9,15.52,1,1.72,14,24.14,3,5.17,05020
5,21,211,73,34.6,14,6.64,32,15.17,15,7.11,19,9.0,3,1.42,45,21.33,10,4.74,05021
5,22,179,60,33.52,11,6.15,22,12.29,15,8.38,23,12.85,5,2.79,31,17.32,12,6.7,05022
5,23,136,49,36.03,6,4.41,14,10.29,16,11.76,20,14.71,2,1.47,23,16.91,6,4.41,05023
5,24,141,31,21.99,4,2.84,40,28.37,9,6.38,10,7.09,4,2.84,39,27.66,4,2.84,05024
5,25,167,48,28.74,2,1.2,22,13.17,14,8.38,18,10.78,9,5.39,46,27.54,8,4.79,05025
5,26,174,47,27.01,7,4.02,28,16.09,11,6.32,15,8.62,2,1.15,52,29.89,12,6.9,05026
5,27,210,25,11.9,6,2.86,53,25.24,7,3.33,12,5.71,4,1.9,98,46.67,5,2.38,05027
5,28,182,46,25.27,14,7.69,33,18.13,12,6.59,16,8.79,4,2.2,52,28.57,5,2.75,05028
5,29,194,48,24.74,4,2.06,36,18.56,16,8.25,18,9.28,7,3.61,53,27.32,12,6.19,05029
5,30,130,12,9.23,2,1.54,24,18.46,8,6.15,7,5.38,6,4.62,70,53.85,1,0.77,05030
5,31,148,50,33.78,7,4.73,29,19.59,12,8.11,14,9.46,2,1.35,29,19.59,5,3.38,05031
5,32,227,52,22.91,13,5.73,43,18.94,15,6.61,29,12.78,3,1.32,64,28.19,8,3.52,05032
5,33,118,42,35.59,2,1.69,19,16.1,13,11.02,14,11.86,2,1.69,22,18.64,4,3.39,05033
5,34,174,43,24.71,11,6.32,25,14.37,17,9.77,18,10.34,4,2.3,42,24.14,14,8.05,05034
5,35,124,14,11.29,3,2.42,37,29.84,6,4.84,13,10.48,5,4.03,39,31.45,7,5.65,05035
5,36,120,46,38.33,3,2.5,16,13.33,11,9.17,9,7.5,1,0.83,27,22.5,7,5.83,05036
5,37,144,19,13.19,8,5.56,43,29.86,6,4.17,10,6.94,4,2.78,50,34.72,4,2.78,05037
5,38,167,23,13.77,2,1.2,57,34.13,11,6.59,14,8.38,5,2.99,50,29.94,5,2.99,05038
5,39,178,19,10.67,3,1.69,56,31.46,6,3.37,8,4.49,10,5.62,75,42.13,1,0.56,05039
5,40,200,78,39.0,10,5.0,25,12.5,11,5.5,13,6.5,3,1.5,52,26.0,8,4.0,05040
5,41,125,19,15.2,3,2.4,42,33.6,11,8.8,8,6.4,5,4.0,36,28.8,1,0.8,05041
5,42,194,57,29.38,12,6.19,29,14.95,21,10.82,16,8.25,2,1.03,50,25.77,7,3.61,05042
5,43,192,44,22.92,10,5.21,46,23.96,12,6.25,19,9.9,1,0.52,51,26.56,9,4.69,05043
5,44,197,53,26.9,7,3.55,31,15.74,17,8.63,25,12.69,2,1.02,51,25.89,11,5.58,05044
5,45,105,35,33.33,8,7.62,17,16.19,7,6.67,11,10.48,2,1.9,18,17.14,7,6.67,05045
5,46,188,34,18.09,13,6.91,50,26.6,14,7.45,15,7.98,6,3.19,51,27.13,5,2.66,05046
5,47,141,38,26.95,4,2.84,16,11.35,18,12.77,13,9.22,4,2.84,40,28.37,8,5.67,05047
5,48,127,25,19.69,3,2.36,35,27.56,10,7.87,15,11.81,3,2.36,32,25.2,4,3.15,05048
5,49,38,18,47.37,2,5.26,4,10.53,1,2.63,6,15.79,0,0.0,5,13.16,2,5.26,05049
5,50,159,47,29.56,13,8.18,21,13.21,13,8.18,14,8.81,5,3.14,35,22.01,11,6.92,05050
5,51,143,53,37.06,4,2.8,18,12.59,14,9.79,19,13.29,6,4.2,25,17.48,4,2.8,05051
5,52,44,4,9.09,2,4.55,8,18.18,1,2.27,3,6.82,0,0.0,25,56.82,1,2.27,05052
5,53,208,45,21.63,2,0.96,55,26.44,14,6.73,16,7.69,10,4.81,59,28.37,7,3.37,05053
5,54,224,60,26.79,17,7.59,32,14.29,15,6.7,23,10.27,6,2.68,56,25.0,15,6.7,05054
5,55,130,44,33.85,7,5.38,14,10.77,11,8.46,15,11.54,6,4.62,26,20.0,7,5.38,05055
6,1,212,81,38.21,6,2.83,23,10.85,15,7.08,27,12.74,6,2.83,46,21.7,8,3.77,06001
6,2,233,65,27.9,18,7.73,32,13.73,23,9.87,26,11.16,3,1.29,59,25.32,7,3.0,06002
6,3,200,75,37.5,7,3.5,21,10.5,14,7.0,32,16.0,1,0.5,44,22.0,6,3.0,06003
6,4,108,56,51.85,5,4.63,9,8.33,6,5.56,10,9.26,3,2.78,16,14.81,3,2.78,06004
6,5,80,28,35.0,7,8.75,6,7.5,6,7.5,13,16.25,1,1.25,15,18.75,4,5.0,06005
6,6,173,55,31.79,10,5.78,21,12.14,12,6.94,25,14.45,2,1.16,37,21.39,11,6.36,06006
6,7,216,76,35.19,14,6.48,27,12.5,28,12.96,10,4.63,8,3.7,43,19.91,10,4.63,06007
6,8,185,53,28.65,8,4.32,24,12.97,22,11.89,16,8.65,3,1.62,54,29.19,5,2.7,06008
6,9,123,31,25.2,11,8.94,11,8.94,9,7.32,16,13.01,2,1.63,35,28.46,8,6.5,06009
6,10,228,57,25.0,7,3.07,26,11.4,20,8.77,32,14.04,6,2.63,62,27.19,18,7.89,06010
6,11,199,54,27.14,10,5.03,29,14.57,16,8.04,30,15.08,4,2.01,43,21.61,13,6.53,06011
6,12,136,65,47.79,3,2.21,12,8.82,9,6.62,15,11.03,0,0.0,21,15.44,11,8.09,06012
6,13,152,49,32.24,5,3.29,10,6.58,16,10.53,24,15.79,3,1.97,39,25.66,6,3.95,06013
6,14,170,70,41.18,4,2.35,13,7.65,23,13.53,10,5.88,3,1.76,36,21.18,11,6.47,06014
6,15,143,58,40.56,10,6.99,14,9.79,17,11.89,11,7.69,3,2.1,24,16.78,6,4.2,06015
6,16,204,75,36.76,21,10.29,24,11.76,19,9.31,18,8.82,3,1.47,36,17.65,8,3.92,06016
6,17,217,60,27.65,11,5.07,27,12.44,19,8.76,28,12.9,7,3.23,51,23.5,14,6.45,06017
6,18,44,22,50.0,5,11.36,2,4.55,3,6.82,5,11.36,2,4.55,3,6.82,2,4.55,06018
6,19,223,82,36.77,12,5.38,18,8.07,23,10.31,25,11.21,2,0.9,54,24.22,7,3.14,06019
6,20,178,70,39.33,11,6.18,21,11.8,14,7.87,23,12.92,3,1.69,24,13.48,12,6.74,06020
6,21,163,46,28.22,10,6.13,23,14.11,14,8.59,20,12.27,4,2.45,38,23.31,8,4.91,06021
6,22,180,56,31.11,9,5.0,21,11.67,12,6.67,18,10.0,4,2.22,48,26.67,12,6.67,06022
6,23,146,50,34.25,9,6.16,17,11.64,18,12.33,12,8.22,4,2.74,24,16.44,12,8.22,06023
6,24,197,76,38.58,15,7.61,18,9.14,20,10.15,19,9.64,0,0.0,40,20.3,9,4.57,06024
6,25,134,43,32.09,5,3.73,18,13.43,8,5.97,17,12.69,1,0.75,30,22.39,12,8.96,06025
6,26,175,58,33.14,13,7.43,26,14.86,21,12.0,17,9.71,2,1.14,30,17.14,8,4.57,06026
6,27,249,88,35.34,10,4.02,31,12.45,26,10.44,28,11.24,6,2.41,46,18.47,14,5.62,06027
6,28,296,75,25.34,25,8.45,28,9.46,29,9.8,43,14.53,5,1.69,77,26.01,14,4.73,06028
6,29,207,63,30.43,12,5.8,24,11.59,17,8.21,27,13.04,3,1.45,48,23.19,13,6.28,06029
6,30,162,58,35.8,9,5.56,20,12.35,21,12.96,19,11.73,1,0.62,31,19.14,3,1.85,06030
6,31,216,63,29.17,11,5.09,33,15.28,23,10.65,26,12.04,2,0.93,49,22.69,9,4.17,06031
6,32,233,80,34.33,13,5.58,23,9.87,16,6.87,31,13.3,3,1.29,57,24.46,10,4.29,06032
6,33,217,71,32.72,8,3.69,25,11.52,24,11.06,26,11.98,6,2.76,46,21.2,11,5.07,06033
6,34,169,59,34.91,17,10.06,23,13.61,18,10.65,12,7.1,3,1.78,33,19.53,4,2.37,06034
6,35,233,76,32.62,9,3.86,21,9.01,24,10.3,23,9.87,4,1.72,63,27.04,13,5.58,06035
6,36,39,16,41.03,0,0.0,6,15.38,3,7.69,3,7.69,0,0.0,10,25.64,1,2.56,06036
6,37,223,54,24.22,18,8.07,36,16.14,22,9.87,24,10.76,6,2.69,51,22.87,12,5.38,06037
6,38,233,76,32.62,12,5.15,29,12.45,29,12.45,21,9.01,2,0.86,55,23.61,9,3.86,06038
6,39,148,53,35.81,9,6.08,16,10.81,14,9.46,18,12.16,3,2.03,29,19.59,6,4.05,06039
6,40,107,46,42.99,1,0.93,8,7.48,13,12.15,13,12.15,5,4.67,19,17.76,2,1.87,06040
6,41,159,56,35.22,6,3.77,16,10.06,25,15.72,18,11.32,2,1.26,32,20.13,4,2.52,06041
6,42,82,35,42.68,8,9.76,5,6.1,5,6.1,5,6.1,3,3.66,19,23.17,2,2.44,06042
6,43,186,63,33.87,5,2.69,15,8.06,20,10.75,19,10.22,4,2.15,46,24.73,14,7.53,06043
6,44,176,46,26.14,9,5.11,30,17.05,17,9.66,11,6.25,3,1.7,49,27.84,11,6.25,06044
6,45,118,44,37.29,8,6.78,17,14.41,8,6.78,9,7.63,4,3.39,22,18.64,6,5.08,06045
6,46,145,46,31.72,6,4.14,17,11.72,18,12.41,12,8.28,6,4.14,34,23.45,6,4.14,06046
6,47,202,61,30.2,10,4.95,31,15.35,24,11.88,19,9.41,2,0.99,42,20.79,13,6.44,06047
6,48,210,79,37.62,12,5.71,16,7.62,15,7.14,25,11.9,4,1.9,46,21.9,13,6.19,06048
6,49,187,58,31.02,10,5.35,17,9.09,24,12.83,29,15.51,4,2.14,37,19.79,8,4.28,06049
6,50,198,75,37.88,12,6.06,21,10.61,22,11.11,16,8.08,4,2.02,38,19.19,10,5.05,06050
6,51,135,47,34.81,6,4.44,19,14.07,11,8.15,15,11.11,3,2.22,31,22.96,3,2.22,06051
6,52,147,49,33.33,6,4.08,20,13.61,20,13.61,9,6.12,3,2.04,28,19.05,12,8.16,06052
6,53,175,59,33.71,5,2.86,16,9.14,18,10.29,24,13.71,2,1.14,42,24.0,9,5.14,06053
6,54,164,39,23.78,11,6.71,21,12.8,14,8.54,13,7.93,0,0.0,56,34.15,10,6.1,06054
6,55,143,52,36.36,7,4.9,13,9.09,11,7.69,11,7.69,4,2.8,38,26.57,7,4.9,06055
6,56,131,54,41.22,4,3.05,17,12.98,5,3.82,6,4.58,4,3.05,39,29.77,2,1.53,06056
6,57,93,33,35.48,6,6.45,10,10.75,9,9.68,9,9.68,1,1.08,21,22.58,4,4.3,06057
6,58,207,52,25.12,15,7.25,29,14.01,19,9.18,28,13.53,5,2.42,51,24.64,8,3.86,06058
6,59,188,62,32.98,11,5.85,25,13.3,12,6.38,16,8.51,4,2.13,52,27.66,6,3.19,06059
6,60,111,26,23.42,3,2.7,13,11.71,16,14.41,12,10.81,2,1.8,32,28.83,7,6.31,06060
6,61,113,37,32.74,7,6.19,8,7.08,13,11.5,16,14.16,4,3.54,20,17.7,8,7.08,06061
6,62,56,20,35.71,5,8.93,6,10.71,2,3.57,1,1.79,1,1.79,14,25.0,7,12.5,06062
6,63,153,48,31.37,15,9.8,13,8.5,17,11.11,14,9.15,4,2.61,29,18.95,13,8.5,06063
6,64,229,69,30.13,11,4.8,27,11.79,18,7.86,25,10.92,10,4.37,60,26.2,9,3.93,06064
6,65,51,20,39.22,0,0.0,7,13.73,3,5.88,7,13.73,2,3.92,10,19.61,2,3.92,06065
6,66,159,55,34.59,9,5.66,17,10.69,8,5.03,18,11.32,5,3.14,38,23.9,9,5.66,06066
7,1,230,56,24.35,12,5.22,84,36.52,13,5.65,12,5.22,5,2.17,38,16.52,10,4.35,07001
7,2,231,56,24.24,3,1.3,78,33.77,18,7.79,21,9.09,5,2.16,42,18.18,8,3.46,07002
7,3,132,47,35.61,8,6.06,25,18.94,12,9.09,12,9.09,5,3.79,18,13.64,5,3.79,07003
7,4,143,34,23.78,3,2.1,57,39.86,11,7.69,13,9.09,3,2.1,17,11.89,5,3.5,07004
7,5,133,24,18.05,5,3.76,61,45.86,9,6.77,6,4.51,5,3.76,19,14.29,4,3.01,07005
7,6,141,30,21.28,7,4.96,42,29.79,8,5.67,15,10.64,3,2.13,30,21.28,6,4.26,07006
7,7,104,25,24.04,4,3.85,37,35.58,7,6.73,7,6.73,5,4.81,18,17.31,1,0.96,07007
7,8,56,19,33.93,3,5.36,15,26.79,2,3.57,6,10.71,0,0.0,10,17.86,1,1.79,07008
7,9,177,46,25.99,6,3.39,44,24.86,10,5.65,22,12.43,1,0.56,38,21.47,10,5.65,07009
7,10,121,33,27.27,4,3.31,36,29.75,13,10.74,6,4.96,0,0.0,25,20.66,4,3.31,07010
7,11,169,37,21.89,5,2.96,40,23.67,14,8.28,14,8.28,2,1.18,51,30.18,6,3.55,07011
7,12,115,29,25.22,2,1.74,35,30.43,6,5.22,10,8.7,1,0.87,25,21.74,7,6.09,07012
7,13,126,37,29.37,2,1.59,23,18.25,13,10.32,15,11.9,4,3.17,27,21.43,5,3.97,07013
7,14,197,53,26.9,6,3.05,36,18.27,15,7.61,23,11.68,3,1.52,45,22.84,16,8.12,07014
7,15,109,29,26.61,4,3.67,31,28.44,9,8.26,10,9.17,0,0.0,21,19.27,5,4.59,07015
7,16,123,34,27.64,8,6.5,36,29.27,8,6.5,12,9.76,2,1.63,18,14.63,5,4.07,07016
7,17,102,31,30.39,4,3.92,17,16.67,4,3.92,13,12.75,3,2.94,23,22.55,7,6.86,07017
7,18,110,26,23.64,0,0.0,35,31.82,8,7.27,8,7.27,3,2.73,24,21.82,6,5.45,07018
7,19,273,81,29.67,13,4.76,55,20.15,25,9.16,21,7.69,5,1.83,58,21.25,15,5.49,07019
7,20,76,19,25.0,6,7.89,15,19.74,5,6.58,10,13.16,2,2.63,15,19.74,4,5.26,07020
7,21,175,50,28.57,7,4.0,50,28.57,8,4.57,16,9.14,4,2.29,30,17.14,10,5.71,07021
7,22,136,26,19.12,9,6.62,54,39.71,6,4.41,11,8.09,4,2.94,21,15.44,5,3.68,07022
7,23,107,24,22.43,8,7.48,25,23.36,8,7.48,6,5.61,2,1.87,33,30.84,1,0.93,07023
7,24,150,45,30.0,9,6.0,39,26.0,6,4.0,12,8.0,4,2.67,29,19.33,6,4.0,07024
7,25,186,43,23.12,6,3.23,47,25.27,14,7.53,25,13.44,4,2.15,38,20.43,9,4.84,07025
7,26,231,56,24.24,12,5.19,49,21.21,21,9.09,20,8.66,4,1.73,55,23.81,14,6.06,07026
7,27,252,67,26.59,12,4.76,40,15.87,19,7.54,24,9.52,0,0.0,74,29.37,16,6.35,07027
7,28,162,48,29.63,6,3.7,46,28.4,12,7.41,19,11.73,2,1.23,21,12.96,8,4.94,07028
7,29,112,29,25.89,3,2.68,38,33.93,8,7.14,12,10.71,2,1.79,15,13.39,5,4.46,07029
7,30,198,52,26.26,9,4.55,44,22.22,17,8.59,19,9.6,0,0.0,48,24.24,9,4.55,07030
7,31,183,52,28.42,6,3.28,39,21.31,14,7.65,21,11.48,1,0.55,39,21.31,11,6.01,07031
7,32,137,42,30.66,8,5.84,34,24.82,7,5.11,12,8.76,0,0.0,28,20.44,6,4.38,07032
7,33,121,38,31.4,2,1.65,21,17.36,18,14.88,10,8.26,3,2.48,21,17.36,8,6.61,07033
7,34,156,46,29.49,4,2.56,47,30.13,11,7.05,7,4.49,4,2.56,30,19.23,7,4.49,07034
7,35,96,27,28.13,3,3.13,18,18.75,10,10.42,6,6.25,0,0.0,22,22.92,10,10.42,07035
7,36,207,42,20.29,11,5.31,56,27.05,18,8.7,27,13.04,3,1.45,43,20.77,7,3.38,07036
7,37,87,23,26.44,5,5.75,19,21.84,2,2.3,19,21.84,1,1.15,17,19.54,1,1.15,07037
7,38,116,38,32.76,4,3.45,25,21.55,11,9.48,8,6.9,0,0.0,21,18.1,9,7.76,07038
7,39,150,42,28.0,10,6.67,34,22.67,9,6.0,20,13.33,0,0.0,31,20.67,4,2.67,07039
7,40,139,28,20.14,6,4.32,37,26.62,17,12.23,10,7.19,4,2.88,28,20.14,9,6.47,07040
7,41,135,38,28.15,6,4.44,28,20.74,8,5.93,18,13.33,3,2.22,26,19.26,8,5.93,07041
7,42,229,72,31.44,7,3.06,44,19.21,19,8.3,16,6.99,5,2.18,53,23.14,13,5.68,07042
7,43,178,68,38.2,9,5.06,30,16.85,8,4.49,16,8.99,6,3.37,36,20.22,5,2.81,07043
7,44,225,63,28.0,6,2.67,49,21.78,19,8.44,28,12.44,1,0.44,42,18.67,17,7.56,07044
7,45,261,52,19.92,5,1.92,98,37.55,16,6.13,27,10.34,4,1.53,53,20.31,6,2.3,07045
7,46,48,14,29.17,2,4.17,17,35.42,3,6.25,4,8.33,2,4.17,6,12.5,0,0.0,07046
7,47,134,41,30.6,3,2.24,42,31.34,10,7.46,6,4.48,1,0.75,26,19.4,5,3.73,07047
7,48,66,21,31.82,2,3.03,17,25.76,2,3.03,9,13.64,0,0.0,14,21.21,1,1.52,07048
7,49,109,26,23.85,3,2.75,34,31.19,6,5.5,9,8.26,1,0.92,23,21.1,7,6.42,07049
7,50,130,25,19.23,5,3.85,39,30.0,6,4.62,12,9.23,3,2.31,31,23.85,9,6.92,07050
7,51,136,33,24.26,8,5.88,22,16.18,8,5.88,11,8.09,2,1.47,47,34.56,5,3.68,07051
7,52,153,39,25.49,7,4.58,38,24.84,17,11.11,17,11.11,3,1.96,28,18.3,4,2.61,07052
7,53,140,34,24.29,8,5.71,33,23.57,10,7.14,20,14.29,3,2.14,26,18.57,6,4.29,07053
7,54,63,13,20.63,2,3.17,12,19.05,8,12.7,9,14.29,1,1.59,16,25.4,2,3.17,07054
7,55,144,42,29.17,7,4.86,29,20.14,11,7.64,15,10.42,1,0.69,29,20.14,10,6.94,07055
7,56,134,31,23.13,4,2.99,45,33.58,9,6.72,10,7.46,1,0.75,25,18.66,9,6.72,07056
7,57,126,32,25.4,9,7.14,26,20.63,7,5.56,14,11.11,2,1.59,27,21.43,9,7.14,07057
7,58,220,48,21.82,10,4.55,76,34.55,7,3.18,23,10.45,3,1.36,41,18.64,12,5.45,07058
7,59,81,15,18.52,6,7.41,29,35.8,7,8.64,9,11.11,0,0.0,13,16.05,2,2.47,07059
7,60,117,37,31.62,9,7.69,26,22.22,7,5.98,9,7.69,1,0.85,23,19.66,5,4.27,07060
7,61,152,35,23.03,3,1.97,67,44.08,7,4.61,10,6.58,4,2.63,21,13.82,5,3.29,07061
7,62,156,46,29.49,2,1.28,40,25.64,18,11.54,15,9.62,2,1.28,27,17.31,6,3.85,07062
7,63,128,31,24.22,7,5.47,28,21.88,14,10.94,13,10.16,2,1.56,27,21.09,6,4.69,07063
7,64,150,34,22.67,4,2.67,44,29.33,9,6.0,18,12.0,1,0.67,30,20.0,10,6.67,07064
7,65,127,37,29.13,4,3.15,25,19.69,12,9.45,15,11.81,1,0.79,27,21.26,6,4.72,07065
8,1,216,64,29.63,12,5.56,38,17.59,22,10.19,19,8.8,5,2.31,49,22.69,7,3.24,08001
8,2,131,39,29.77,7,5.34,27,20.61,7,5.34,14,10.69,2,1.53,27,20.61,8,6.11,08002
8,3,264,72,27.27,12,4.55,51,19.32,25,9.47,28,10.61,1,0.38,65,24.62,10,3.79,08003
8,4,194,55,28.35,13,6.7,35,18.04,13,6.7,16,8.25,3,1.55,48,24.74,11,5.67,08004
8,5,242,61,25.21,15,6.2,56,23.14,20,8.26,13,5.37,6,2.48,55,22.73,16,6.61,08005
8,6,244,83,34.02,7,2.87,70,28.69,20,8.2,15,6.15,2,0.82,39,15.98,8,3.28,08006
8,7,154,47,30.52,4,2.6,30,19.48,11,7.14,18,11.69,3,1.95,36,23.38,5,3.25,08007
8,8,234,68,29.06,14,5.98,37,15.81,19,8.12,24,10.26,9,3.85,54,23.08,9,3.85,08008
8,9,248,69,27.82,9,3.63,46,18.55,28,11.29,32,12.9,1,0.4,48,19.35,15,6.05,08009
8,10,256,76,29.69,21,8.2,41,16.02,23,8.98,22,8.59,3,1.17,62,24.22,8,3.13,08010
8,11,180,54,30.0,13,7.22,27,15.0,15,8.33,18,10.0,4,2.22,35,19.44,14,7.78,08011
8,12,174,53,30.46,13,7.47,32,18.39,6,3.45,21,12.07,5,2.87,36,20.69,8,4.6,08012
8,13,158,54,34.18,4,2.53,27,17.09,8,5.06,14,8.86,2,1.27,41,25.95,8,5.06,08013
8,14,139,43,30.94,10,7.19,25,17.99,8,5.76,18,12.95,3,2.16,29,20.86,3,2.16,08014
8,15,172,52,30.23,8,4.65,24,13.95,18,10.47,14,8.14,7,4.07,41,23.84,8,4.65,08015
8,16,204,52,25.49,10,4.9,27,13.24,18,8.82,21,10.29,2,0.98,66,32.35,8,3.92,08016
8,17,152,45,29.61,7,4.61,30,19.74,13,8.55,20,13.16,4,2.63,27,17.76,6,3.95,08017
8,18,92,31,33.7,7,7.61,19,20.65,9,9.78,8,8.7,1,1.09,13,14.13,4,4.35,08018
8,19,256,70,27.34,8,3.13,42,16.41,19,7.42,34,13.28,8,3.13,63,24.61,12,4.69,08019
8,20,158,57,36.08,12,7.59,26,16.46,12,7.59,16,10.13,3,1.9,22,13.92,10,6.33,08020
8,21,145,60,41.38,3,2.07,22,15.17,10,6.9,12,8.28,1,0.69,30,20.69,7,4.83,08021
8,22,176,45,25.57,10,5.68,41,23.3,20,11.36,10,5.68,4,2.27,33,18.75,13,7.39,08022
8,23,189,48,25.4,14,7.41,47,24.87,10,5.29,12,6.35,3,1.59,43,22.75,12,6.35,08023
8,24,219,67,30.59,7,3.2,43,19.63,16,7.31,24,10.96,4,1.83,44,20.09,14,6.39,08024
8,25,187,60,32.09,5,2.67,30,16.04,19,10.16,19,10.16,5,2.67,44,23.53,5,2.67,08025
8,26,150,44,29.33,7,4.67,27,18.0,9,6.0,15,10.0,2,1.33,36,24.0,10,6.67,08026
8,27,220,64,29.09,9,4.09,45,20.45,11,5.0,27,12.27,6,2.73,44,20.0,14,6.36,08027
8,28,181,49,27.07,5,2.76,33,18.23,14,7.73,22,12.15,6,3.31,42,23.2,10,5.52,08028
8,29,217,72,33.18,6,2.76,55,25.35,15,6.91,27,12.44,1,0.46,35,16.13,6,2.76,08029
8,30,148,46,31.08,9,6.08,21,14.19,16,10.81,18,12.16,2,1.35,30,20.27,6,4.05,08030
8,31,124,41,33.06,6,4.84,22,17.74,17,13.71,8,6.45,0,0.0,27,21.77,3,2.42,08031
8,32,296,79,26.69,17,5.74,40,13.51,21,7.09,38,12.84,3,1.01,82,27.7,16,5.41,08032
8,33,203,53,26.11,7,3.45,71,34.98,15,7.39,21,10.34,4,1.97,25,12.32,7,3.45,08033
8,34,213,74,34.74,7,3.29,42,19.72,19,8.92,14,6.57,1,0.47,48,22.54,8,3.76,08034
8,35,223,64,28.7,12,5.38,32,14.35,28,12.56,27,12.11,3,1.35,46,20.63,11,4.93,08035
8,36,175,63,36.0,7,4.0,36,20.57,8,4.57,21,12.0,3,1.71,25,14.29,12,6.86,08036
8,37,227,90,39.65,5,2.2,40,17.62,17,7.49,16,7.05,3,1.32,46,20.26,10,4.41,08037
8,38,191,64,33.51,13,6.81,27,14.14,14,7.33,22,11.52,2,1.05,36,18.85,13,6.81,08038
8,39,218,65,29.82,14,6.42,45,20.64,25,11.47,17,7.8,5,2.29,39,17.89,8,3.67,08039
8,40,189,57,30.16,7,3.7,34,17.99,17,8.99,20,10.58,6,3.17,32,16.93,16,8.47,08040
8,41,180,41,22.78,8,4.44,64,35.56,12,6.67,21,11.67,4,2.22,23,12.78,7,3.89,08041
8,42,196,62,31.63,14,7.14,28,14.29,12,6.12,23,11.73,2,1.02,39,19.9,16,8.16,08042
8,43,175,61,34.86,11,6.29,25,14.29,17,9.71,18,10.29,5,2.86,33,18.86,5,2.86,08043
8,44,152,46,30.26,5,3.29,33,21.71,11,7.24,12,7.89,0,0.0,34,22.37,11,7.24,08044
8,45,157,57,36.31,6,3.82,22,14.01,8,5.1,24,15.29,5,3.18,29,18.47,6,3.82,08045
8,46,145,41,28.28,5,3.45,36,24.83,14,9.66,19,13.1,2,1.38,21,14.48,7,4.83,08046
8,47,197,61,30.96,6,3.05,32,16.24,22,11.17,20,10.15,5,2.54,38,19.29,13,6.6,08047
8,48,152,55,36.18,6,3.95,28,18.42,16,10.53,10,6.58,4,2.63,28,18.42,5,3.29,08048
8,49,226,60,26.55,15,6.64,38,16.81,16,7.08,19,8.41,5,2.21,66,29.2,7,3.1,08049
8,50,182,51,28.02,10,5.49,36,19.78,13,7.14,20,10.99,3,1.65,41,22.53,8,4.4,08050
8,51,236,55,23.31,9,3.81,54,22.88,20,8.47,34,14.41,8,3.39,44,18.64,12,5.08,08051
8,52,224,62,27.68,8,3.57,44,19.64,25,11.16,22,9.82,3,1.34,51,22.77,9,4.02,08052
8,53,223,69,30.94,12,5.38,31,13.9,25,11.21,20,8.97,3,1.35,54,24.22,9,4.04,08053
8,54,194,69,35.57,15,7.73,27,13.92,19,9.79,17,8.76,2,1.03,40,20.62,5,2.58,08054
8,55,189,75,39.68,11,5.82,24,12.7,8,4.23,15,7.94,6,3.17,36,19.05,14,7.41,08055
8,56,201,59,29.35,12,5.97,39,19.4,28,13.93,18,8.96,4,1.99,33,16.42,8,3.98,08056
8,57,185,63,34.05,13,7.03,24,12.97,11,5.95,17,9.19,1,0.54,48,25.95,8,4.32,08057
8,58,226,71,31.42,12,5.31,44,19.47,24,10.62,18,7.96,5,2.21,45,19.91,7,3.1,08058
8,59,104,36,34.62,5,4.81,14,13.46,11,10.58,18,17.31,2,1.92,16,15.38,2,1.92,08059
8,60,168,50,29.76,7,4.17,26,15.48,16,9.52,17,10.12,4,2.38,42,25.0,6,3.57,08060
8,61,150,45,30.0,2,1.33,24,16.0,12,8.0,17,11.33,2,1.33,40,26.67,8,5.33,08061
8,62,170,44,25.88,6,3.53,29,17.06,8,4.71,20,11.76,2,1.18,44,25.88,17,10.0,08062
8,63,244,59,24.18,7,2.87,49,20.08,17,6.97,20,8.2,7,2.87,67,27.46,18,7.38,08063
8,64,168,57,33.93,8,4.76,30,17.86,10,5.95,21,12.5,4,2.38,31,18.45,7,4.17,08064
8,65,139,51,36.69,9,6.47,27,19.42,7,5.04,13,9.35,2,1.44,24,17.27,6,4.32,08065
8,66,254,77,30.31,14,5.51,39,15.35,22,8.66,29,11.42,3,1.18,59,23.23,11,4.33,08066
8,67,83,25,30.12,5,6.02,14,16.87,6,7.23,13,15.66,2,2.41,16,19.28,2,2.41,08067
8,68,114,42,36.84,7,6.14,14,12.28,8,7.02,8,7.02,1,0.88,26,22.81,8,7.02,08068
8,69,120,31,25.83,10,8.33,20,16.67,14,11.67,9,7.5,3,2.5,27,22.5,6,5.0,08069
8,70,215,71,33.02,12,5.58,27,12.56,17,7.91,25,11.63,3,1.4,49,22.79,11,5.12,08070
9,1,218,62,28.44,11,5.05,35,16.06,9,4.13,26,11.93,4,1.83,59,27.06,12,5.5,09001
9,2,219,57,26.03,16,7.31,63,28.77,20,9.13,21,9.59,7,3.2,32,14.61,3,1.37,09002
9,3,130,35,26.92,7,5.38,39,30.0,13,10.0,10,7.69,3,2.31,20,15.38,3,2.31,09003
