ward,precinct,total,James C. Murray,James C. Murray Percent,Patrick T. Murphy,Patrick T. Murphy Percent,Margaret Ann Carey,Margaret Ann Carey Percent,Mary Therese Quinn,Mary Therese Quinn Percent,Richard Frederick Johnson,Richard Frederick Johnson Percent,precinct_id
27,2,128,32,25.0,31,24.22,26,20.31,21,16.41,18,14.06,27002
27,3,107,27,25.23,23,21.5,24,22.43,18,16.82,15,14.02,27003
27,4,97,38,39.18,19,19.59,22,22.68,4,4.12,14,14.43,27004
27,5,26,10,38.46,6,23.08,2,7.69,4,15.38,4,15.38,27005
27,6,83,26,31.33,17,20.48,17,20.48,11,13.25,12,14.46,27006
27,7,76,7,9.21,32,42.11,16,21.05,9,11.84,12,15.79,27007
27,8,48,16,33.33,10,20.83,13,27.08,4,8.33,5,10.42,27008
27,9,209,137,65.55,26,12.44,14,6.7,15,7.18,17,8.13,27009
27,10,198,55,27.78,44,22.22,38,19.19,25,12.63,36,18.18,27010
27,11,90,35,38.89,13,14.44,12,13.33,15,16.67,15,16.67,27011
27,12,34,1,2.94,12,35.29,9,26.47,6,17.65,6,17.65,27012
27,13,21,6,28.57,4,19.05,1,4.76,2,9.52,8,38.1,27013
27,14,61,23,37.7,22,36.07,7,11.48,4,6.56,5,8.2,27014
27,15,78,28,35.9,16,20.51,14,17.95,7,8.97,13,16.67,27015
27,16,31,11,35.48,8,25.81,2,6.45,8,25.81,2,6.45,27016
27,17,57,2,3.51,24,42.11,11,19.3,14,24.56,6,10.53,27017
27,18,46,8,17.39,19,41.3,9,19.57,7,15.22,3,6.52,27018
27,19,145,41,28.28,39,26.9,27,18.62,16,11.03,22,15.17,27019
27,20,177,97,54.8,23,12.99,23,12.99,13,7.34,21,11.86,27020
27,21,70,33,47.14,12,17.14,7,10.0,6,8.57,12,17.14,27021
27,22,102,36,35.29,20,19.61,15,14.71,14,13.73,17,16.67,27022
27,23,46,9,19.57,10,21.74,14,30.43,5,10.87,8,17.39,27023
27,24,107,48,44.86,25,23.36,16,14.95,6,5.61,12,11.21,27024
27,25,92,25,27.17,20,21.74,20,21.74,13,14.13,14,15.22,27025
27,26,91,26,28.57,22,24.18,18,19.78,8,8.79,17,18.68,27026
27,27,43,14,32.56,10,23.26,11,25.58,3,6.98,5,11.63,27027
27,28,98,21,21.43,32,32.65,34,34.69,8,8.16,3,3.06,27028
27,29,102,44,43.14,20,19.61,13,12.75,11,10.78,14,13.73,27029
27,30,81,39,48.15,16,19.75,9,11.11,7,8.64,10,12.35,27030
27,31,121,40,33.06,28,23.14,24,19.83,14,11.57,15,12.4,27031
27,32,95,14,14.74,31,32.63,25,26.32,16,16.84,9,9.47,27032
27,33,105,41,39.05,15,14.29,18,17.14,12,11.43,19,18.1,27033
27,34,72,24,33.33,14,19.44,15,20.83,6,8.33,13,18.06,27034
27,35,177,43,24.29,42,23.73,48,27.12,30,16.95,14,7.91,27035
27,36,121,36,29.75,27,22.31,28,23.14,12,9.92,18,14.88,27036
27,37,41,9,21.95,13,31.71,11,26.83,4,9.76,4,9.76,27037
27,38,100,20,20.0,27,27.0,18,18.0,24,24.0,11,11.0,27038
27,39,83,46,55.42,15,18.07,10,12.05,4,4.82,8,9.64,27039
27,40,83,43,51.81,16,19.28,8,9.64,8,9.64,8,9.64,27040
27,41,105,17,16.19,27,25.71,34,32.38,21,20.0,6,5.71,27041
27,42,67,14,20.9,25,37.31,12,17.91,12,17.91,4,5.97,27042
27,43,97,41,42.27,18,18.56,16,16.49,14,14.43,8,8.25,27043
27,44,100,35,35.0,18,18.0,15,15.0,8,8.0,24,24.0,27044
27,45,133,78,58.65,17,12.78,14,10.53,9,6.77,15,11.28,27045
27,46,122,76,62.3,17,13.93,8,6.56,8,6.56,13,10.66,27046
27,47,87,31,35.63,24,27.59,14,16.09,9,10.34,9,10.34,27047
27,48,109,32,29.36,29,26.61,15,13.76,15,13.76,18,16.51,27048
27,49,107,30,28.04,24,22.43,20,18.69,15,14.02,18,16.82,27049
27,50,132,25,18.94,38,28.79,31,23.48,28,21.21,10,7.58,27050
27,51,93,51,54.84,12,12.9,11,11.83,10,10.75,9,9.68,27051
27,52,35,25,71.43,2,5.71,4,11.43,2,5.71,2,5.71,27052
27,53,56,18,32.14,16,28.57,8,14.29,4,7.14,10,17.86,27053
27,54,106,25,23.58,34,32.08,23,21.7,17,16.04,7,6.6,27054
27,55,34,2,5.88,8,23.53,8,23.53,12,35.29,4,11.76,27055
27,56,67,13,19.4,18,26.87,18,26.87,13,19.4,5,7.46,27056
27,57,63,10,15.87,22,34.92,12,19.05,12,19.05,7,11.11,27057
27,58,96,25,26.04,28,29.17,19,19.79,15,15.63,9,9.38,27058
27,59,129,58,44.96,22,17.05,18,13.95,18,13.95,13,10.08,27059
27,60,148,68,45.95,31,20.95,15,10.14,19,12.84,15,10.14,27060
27,61,20,7,35.0,4,20.0,4,20.0,2,10.0,3,15.0,27061
27,62,100,34,34.0,25,25.0,18,18.0,8,8.0,15,15.0,27062
27,63,158,67,42.41,30,18.99,27,17.09,17,10.76,17,10.76,27063
27,64,104,34,32.69,27,25.96,18,17.31,12,11.54,13,12.5,27064
27,65,24,11,45.83,6,25.0,1,4.17,3,12.5,3,12.5,27065
27,66,65,43,66.15,4,6.15,9,13.85,4,6.15,5,7.69,27066
28,1,122,34,27.87,35,28.69,19,15.57,14,11.48,20,16.39,28001
28,2,85,22,25.88,20,23.53,18,21.18,8,9.41,17,20.0,28002
28,3,74,25,33.78,16,21.62,17,22.97,9,12.16,7,9.46,28003
28,4,155,54,34.84,35,22.58,21,13.55,15,9.68,30,19.35,28004
28,5,109,40,36.7,16,14.68,21,19.27,9,8.26,23,21.1,28005
28,6,55,12,21.82,13,23.64,12,21.82,9,16.36,9,16.36,28006
28,7,122,44,36.07,31,25.41,23,18.85,9,7.38,15,12.3,28007
28,8,85,28,32.94,19,22.35,9,10.59,13,15.29,16,18.82,28008
28,9,68,28,41.18,10,14.71,9,13.24,12,17.65,9,13.24,28009
28,10,31,8,25.81,5,16.13,5,16.13,4,12.9,9,29.03,28010
28,11,115,32,27.83,34,29.57,15,13.04,20,17.39,14,12.17,28011
28,12,124,55,44.35,17,13.71,17,13.71,18,14.52,17,13.71,28012
28,13,106,31,29.25,30,28.3,13,12.26,17,16.04,15,14.15,28013
28,14,84,32,38.1,17,20.24,16,19.05,9,10.71,10,11.9,28014
28,15,63,21,33.33,16,25.4,11,17.46,8,12.7,7,11.11,28015
28,16,125,26,20.8,36,28.8,23,18.4,12,9.6,28,22.4,28016
28,17,125,49,39.2,35,28.0,23,18.4,6,4.8,12,9.6,28017
28,18,150,46,30.67,35,23.33,27,18.0,15,10.0,27,18.0,28018
28,19,154,63,40.91,27,17.53,38,24.68,13,8.44,13,8.44,28019
28,20,145,33,22.76,44,30.34,22,15.17,27,18.62,19,13.1,28020
28,21,127,42,33.07,27,21.26,26,20.47,16,12.6,16,12.6,28021
28,22,107,35,32.71,29,27.1,13,12.15,9,8.41,21,19.63,28022
28,23,144,46,31.94,41,28.47,19,13.19,13,9.03,25,17.36,28023
28,24,73,25,34.25,20,27.4,11,15.07,9,12.33,8,10.96,28024
28,25,104,31,29.81,29,27.88,17,16.35,12,11.54,15,14.42,28025
28,26,114,43,37.72,25,21.93,17,14.91,7,6.14,22,19.3,28026
28,27,78,23,29.49,22,28.21,12,15.38,10,12.82,11,14.1,28027
28,28,101,29,28.71,26,25.74,16,15.84,11,10.89,19,18.81,28028
28,29,84,19,22.62,21,25.0,21,25.0,17,20.24,6,7.14,28029
28,30,98,32,32.65,30,30.61,19,19.39,6,6.12,11,11.22,28030
28,31,101,28,27.72,25,24.75,15,14.85,17,16.83,16,15.84,28031
28,32,116,29,25.0,29,25.0,26,22.41,13,11.21,19,16.38,28032
28,33,99,26,26.26,29,29.29,20,20.2,13,13.13,11,11.11,28033
28,34,11,3,27.27,1,9.09,1,9.09,2,18.18,4,36.36,28034
28,35,75,20,26.67,20,26.67,17,22.67,7,9.33,11,14.67,28035
28,36,103,25,24.27,31,30.1,21,20.39,13,12.62,13,12.62,28036
28,37,137,30,21.9,48,35.04,27,19.71,21,15.33,11,8.03,28037
28,38,42,10,23.81,14,33.33,8,19.05,5,11.9,5,11.9,28038
28,39,24,9,37.5,6,25.0,4,16.67,2,8.33,3,12.5,28039
28,40,115,45,39.13,28,24.35,23,20.0,10,8.7,9,7.83,28040
28,41,48,12,25.0,13,27.08,6,12.5,5,10.42,12,25.0,28041
28,42,112,34,30.36,27,24.11,22,19.64,15,13.39,14,12.5,28042
28,43,88,31,35.23,22,25.0,15,17.05,11,12.5,9,10.23,28043
28,44,80,23,28.75,20,25.0,12,15.0,14,17.5,11,13.75,28044
28,45,93,30,32.26,29,31.18,16,17.2,6,6.45,12,12.9,28045
28,46,103,49,47.57,19,18.45,13,12.62,8,7.77,14,13.59,28046
28,47,95,28,29.47,22,23.16,20,21.05,17,17.89,8,8.42,28047
28,48,59,16,27.12,17,28.81,12,20.34,5,8.47,9,15.25,28048
28,49,70,21,30.0,14,20.0,12,17.14,6,8.57,17,24.29,28049
28,50,69,21,30.43,14,20.29,10,14.49,12,17.39,12,17.39,28050
28,51,100,28,28.0,26,26.0,18,18.0,14,14.0,14,14.0,28051
28,52,103,28,27.18,29,28.16,14,13.59,15,14.56,17,16.5,28052
28,53,51,9,17.65,13,25.49,10,19.61,9,17.65,10,19.61,28053
28,54,85,18,21.18,28,32.94,18,21.18,7,8.24,14,16.47,28054
28,55,93,27,29.03,22,23.66,23,24.73,8,8.6,13,13.98,28055
28,56,97,38,39.18,19,19.59,16,16.49,11,11.34,13,13.4,28056
28,57,89,25,28.09,17,19.1,15,16.85,12,13.48,20,22.47,28057
28,58,67,18,26.87,11,16.42,14,20.9,9,13.43,15,22.39,28058
28,59,78,32,41.03,20,25.64,11,14.1,5,6.41,10,12.82,28059
28,60,86,34,39.53,20,23.26,12,13.95,13,15.12,7,8.14,28060
28,61,69,14,20.29,23,33.33,14,20.29,9,13.04,9,13.04,28061
28,62,118,45,38.14,32,27.12,19,16.1,10,8.47,12,10.17,28062
28,63,122,39,31.97,32,26.23,20,16.39,17,13.93,14,11.48,28063
28,64,78,27,34.62,23,29.49,10,12.82,4,5.13,14,17.95,28064
28,65,110,34,30.91,25,22.73,16,14.55,16,14.55,19,17.27,28065
28,66,119,39,32.77,31,26.05,18,15.13,20,16.81,11,9.24,28066
28,67,72,22,30.56,13,18.06,12,16.67,12,16.67,13,18.06,28067
28,68,122,35,28.69,30,24.59,24,19.67,10,8.2,23,18.85,28068
28,69,37,6,16.22,11,29.73,9,24.32,6,16.22,5,13.51,28069
28,70,73,27,36.99,16,21.92,15,20.55,6,8.22,9,12.33,28070
28,71,87,27,31.03,25,28.74,15,17.24,8,9.2,12,13.79,28071
28,72,66,16,24.24,11,16.67,12,18.18,13,19.7,14,21.21,28072
28,73,44,7,15.91,14,31.82,14,31.82,5,11.36,4,9.09,28073
29,1,191,81,42.41,39,20.42,30,15.71,19,9.95,22,11.52,29001
29,2,88,31,35.23,16,18.18,14,15.91,17,19.32,10,11.36,29002
29,3,252,123,48.81,59,23.41,31,12.3,26,10.32,13,5.16,29003
29,4,180,74,41.11,43,23.89,20,11.11,22,12.22,21,11.67,29004
29,5,161,78,48.45,30,18.63,24,14.91,10,6.21,19,11.8,29005
29,6,41,11,26.83,9,21.95,9,21.95,9,21.95,3,7.32,29006
29,7,71,30,42.25,18,25.35,12,16.9,8,11.27,3,4.23,29007
29,8,126,60,47.62,25,19.84,14,11.11,12,9.52,15,11.9,29008
29,9,51,18,35.29,15,29.41,8,15.69,7,13.73,3,5.88,29009
29,10,195,143,73.33,16,8.21,13,6.67,9,4.62,14,7.18,29010
29,11,227,92,40.53,37,16.3,43,18.94,16,7.05,39,17.18,29011
29,12,226,89,39.38,52,23.01,41,18.14,26,11.5,18,7.96,29012
29,13,146,55,37.67,46,31.51,21,14.38,17,11.64,7,4.79,29013
29,14,227,93,40.97,42,18.5,33,14.54,26,11.45,33,14.54,29014
29,15,200,68,34.0,51,25.5,24,12.0,33,16.5,24,12.0,29015
29,16,237,167,70.46,22,9.28,11,4.64,16,6.75,21,8.86,29016
29,17,147,67,45.58,27,18.37,17,11.56,17,11.56,19,12.93,29017
29,18,185,100,54.05,32,17.3,23,12.43,10,5.41,20,10.81,29018
29,19,144,69,47.92,32,22.22,17,11.81,10,6.94,16,11.11,29019
29,20,156,59,37.82,34,21.79,27,17.31,15,9.62,21,13.46,29020
29,21,122,44,36.07,28,22.95,18,14.75,12,9.84,20,16.39,29021
29,22,123,34,27.64,32,26.02,21,17.07,15,12.2,21,17.07,29022
29,23,187,81,43.32,38,20.32,32,17.11,14,7.49,22,11.76,29023
29,24,49,25,51.02,13,26.53,6,12.24,2,4.08,3,6.12,29024
29,25,213,165,77.46,14,6.57,11,5.16,11,5.16,12,5.63,29025
29,26,188,103,54.79,28,14.89,18,9.57,14,7.45,25,13.3,29026
29,27,141,76,53.9,17,12.06,13,9.22,13,9.22,22,15.6,29027
29,28,250,105,42.0,57,22.8,36,14.4,29,11.6,23,9.2,29028
29,29,145,75,51.72,28,19.31,17,11.72,11,7.59,14,9.66,29029
29,30,34,10,29.41,6,17.65,5,14.71,10,29.41,3,8.82,29030
29,31,175,79,45.14,28,16.0,28,16.0,15,8.57,25,14.29,29031
29,32,98,27,27.55,29,29.59,21,21.43,18,18.37,3,3.06,29032
29,33,163,71,43.56,40,24.54,26,15.95,13,7.98,13,7.98,29033
29,34,106,34,32.08,23,21.7,24,22.64,8,7.55,17,16.04,29034
29,35,139,56,40.29,25,17.99,22,15.83,15,10.79,21,15.11,29035
29,36,203,129,63.55,29,14.29,18,8.87,11,5.42,16,7.88,29036
29,37,184,77,41.85,40,21.74,23,12.5,18,9.78,26,14.13,29037
29,38,177,76,42.94,37,20.9,35,19.77,20,11.3,9,5.08,29038
29,39,113,56,49.56,19,16.81,17,15.04,16,14.16,5,4.42,29039
29,40,272,179,65.81,37,13.6,25,9.19,10,3.68,21,7.72,29040
29,41,213,99,46.48,45,21.13,21,9.86,21,9.86,27,12.68,29041
29,42,206,77,37.38,47,22.82,30,14.56,25,12.14,27,13.11,29042
29,43,259,121,46.72,43,16.6,33,12.74,28,10.81,34,13.13,29043
29,44,164,58,35.37,39,23.78,23,14.02,17,10.37,27,16.46,29044
29,45,154,63,40.91,28,18.18,29,18.83,14,9.09,20,12.99,29045
29,46,142,66,46.48,28,19.72,22,15.49,10,7.04,16,11.27,29046
29,47,280,92,32.86,72,25.71,49,17.5,23,8.21,44,15.71,29047
29,48,117,50,42.74,21,17.95,16,13.68,14,11.97,16,13.68,29048
29,49,184,110,59.78,26,14.13,15,8.15,14,7.61,19,10.33,29049
29,50,174,80,45.98,30,17.24,28,16.09,16,9.2,20,11.49,29050
29,51,150,53,35.33,33,22.0,22,14.67,12,8.0,30,20.0,29051
29,52,103,30,29.13,21,20.39,16,15.53,22,21.36,14,13.59,29052
29,53,109,23,21.1,26,23.85,27,24.77,18,16.51,15,13.76,29053
29,54,93,30,32.26,24,25.81,19,20.43,12,12.9,8,8.6,29054
30,1,104,19,18.27,35,33.65,15,14.42,27,25.96,8,7.69,30001
30,2,64,26,40.63,18,28.13,7,10.94,8,12.5,5,7.81,30002
30,3,131,26,19.85,43,32.82,23,17.56,31,23.66,8,6.11,30003
30,4,87,19,21.84,19,21.84,26,29.89,13,14.94,10,11.49,30004
30,5,47,12,25.53,14,29.79,9,19.15,3,6.38,9,19.15,30005
30,6,53,23,43.4,9,16.98,11,20.75,7,13.21,3,5.66,30006
30,7,98,45,45.92,18,18.37,17,17.35,12,12.24,6,6.12,30007
30,8,119,41,34.45,31,26.05,21,17.65,17,14.29,9,7.56,30008
30,9,142,49,34.51,37,26.06,25,17.61,22,15.49,9,6.34,30009
30,10,112,23,20.54,29,25.89,23,20.54,25,22.32,12,10.71,30010
30,11,71,17,23.94,25,35.21,15,21.13,10,14.08,4,5.63,30011
30,12,67,15,22.39,17,25.37,15,22.39,11,16.42,9,13.43,30012
30,13,56,15,26.79,20,35.71,8,14.29,9,16.07,4,7.14,30013
30,14,34,8,23.53,8,23.53,8,23.53,9,26.47,1,2.94,30014
30,15,110,35,31.82,42,38.18,14,12.73,15,13.64,4,3.64,30015
30,16,60,23,38.33,13,21.67,10,16.67,10,16.67,4,6.67,30016
30,17,146,30,20.55,42,28.77,36,24.66,22,15.07,16,10.96,30017
30,18,23,4,17.39,6,26.09,4,17.39,7,30.43,2,8.7,30018
30,19,54,12,22.22,13,24.07,15,27.78,11,20.37,3,5.56,30019
30,20,72,26,36.11,17,23.61,12,16.67,12,16.67,5,6.94,30020
30,21,66,19,28.79,14,21.21,19,28.79,7,10.61,7,10.61,30021
30,22,103,29,28.16,19,18.45,31,30.1,14,13.59,10,9.71,30022
30,23,77,21,27.27,23,29.87,13,16.88,9,11.69,11,14.29,30023
30,24,64,20,31.25,20,31.25,16,25.0,3,4.69,5,7.81,30024
30,25,71,16,22.54,18,25.35,15,21.13,14,19.72,8,11.27,30025
30,26,57,16,28.07,11,19.3,14,24.56,9,15.79,7,12.28,30026
30,27,99,33,33.33,20,20.2,12,12.12,21,21.21,13,13.13,30027
30,28,75,23,30.67,20,26.67,12,16.0,12,16.0,8,10.67,30028
30,29,39,5,12.82,12,30.77,14,35.9,3,7.69,5,12.82,30029
30,30,107,33,30.84,24,22.43,26,24.3,17,15.89,7,6.54,30030
30,31,62,16,25.81,19,30.65,18,29.03,3,4.84,6,9.68,30031
30,32,42,12,28.57,15,35.71,6,14.29,4,9.52,5,11.9,30032
30,33,77,17,22.08,21,27.27,19,24.68,12,15.58,8,10.39,30033
30,34,105,40,38.1,22,20.95,18,17.14,14,13.33,11,10.48,30034
30,35,79,24,30.38,18,22.78,12,15.19,18,22.78,7,8.86,30035
30,36,91,25,27.47,30,32.97,18,19.78,11,12.09,7,7.69,30036
30,37,52,9,17.31,15,28.85,14,26.92,5,9.62,9,17.31,30037
30,38,137,29,21.17,53,38.69,23,16.79,26,18.98,6,4.38,30038
30,39,83,10,12.05,31,37.35,23,27.71,12,14.46,7,8.43,30039
30,40,84,17,20.24,25,29.76,19,22.62,17,20.24,6,7.14,30040
30,41,81,27,33.33,19,23.46,15,18.52,12,14.81,8,9.88,30041
31,1,45,15,33.33,8,17.78,9,20.0,6,13.33,7,15.56,31001
31,2,71,16,22.54,25,35.21,15,21.13,8,11.27,7,9.86,31002
31,3,80,32,40.0,22,27.5,10,12.5,11,13.75,5,6.25,31003
31,4,97,41,42.27,22,22.68,18,18.56,14,14.43,2,2.06,31004
31,5,79,19,24.05,20,25.32,16,20.25,20,25.32,4,5.06,31005
31,6,116,34,29.31,25,21.55,26,22.41,22,18.97,9,7.76,31006
31,7,66,18,27.27,14,21.21,18,27.27,10,15.15,6,9.09,31007
31,8,57,14,24.56,15,26.32,12,21.05,14,24.56,2,3.51,31008
31,9,96,18,18.75,30,31.25,18,18.75,21,21.88,9,9.38,31009
31,10,30,9,30.0,9,30.0,6,20.0,1,3.33,5,16.67,31010
31,11,55,18,32.73,12,21.82,11,20.0,11,20.0,3,5.45,31011
31,12,55,21,38.18,15,27.27,11,20.0,2,3.64,6,10.91,31012
31,13,62,12,19.35,18,29.03,16,25.81,10,16.13,6,9.68,31013
31,14,61,19,31.15,23,37.7,9,14.75,5,8.2,5,8.2,31014
31,15,44,13,29.55,10,22.73,11,25.0,3,6.82,7,15.91,31015
31,16,41,11,26.83,13,31.71,9,21.95,5,12.2,3,7.32,31016
31,17,69,29,42.03,11,15.94,12,17.39,9,13.04,8,11.59,31017
31,18,87,20,22.99,19,21.84,22,25.29,13,14.94,13,14.94,31018
31,19,69,25,36.23,18,26.09,8,11.59,10,14.49,8,11.59,31019
31,20,54,9,16.67,16,29.63,12,22.22,8,14.81,9,16.67,31020
31,21,91,37,40.66,17,18.68,18,19.78,14,15.38,5,5.49,31021
31,22,62,17,27.42,18,29.03,14,22.58,9,14.52,4,6.45,31022
31,23,59,18,30.51,14,23.73,11,18.64,10,16.95,6,10.17,31023
31,24,68,10,14.71,17,25.0,19,27.94,17,25.0,5,7.35,31024
31,25,55,16,29.09,16,29.09,15,27.27,2,3.64,6,10.91,31025
31,26,34,10,29.41,7,20.59,6,17.65,7,20.59,4,11.76,31026
31,27,44,14,31.82,8,18.18,9,20.45,10,22.73,3,6.82,31027
31,28,80,33,41.25,21,26.25,15,18.75,9,11.25,2,2.5,31028
31,29,68,22,32.35,16,23.53,14,20.59,10,14.71,6,8.82,31029
31,30,75,18,24.0,20,26.67,22,29.33,10,13.33,5,6.67,31030
31,31,114,20,17.54,36,31.58,28,24.56,24,21.05,6,5.26,31031
31,32,89,31,34.83,22,24.72,19,21.35,7,7.87,10,11.24,31032
31,33,86,25,29.07,20,23.26,20,23.26,12,13.95,9,10.47,31033
31,34,55,17,30.91,11,20.0,15,27.27,5,9.09,7,12.73,31034
31,35,52,19,36.54,10,19.23,17,32.69,2,3.85,4,7.69,31035
31,36,97,42,43.3,20,20.62,18,18.56,10,10.31,7,7.22,31036
31,37,85,22,25.88,21,24.71,19,22.35,11,12.94,12,14.12,31037
31,38,55,26,47.27,8,14.55,9,16.36,8,14.55,4,7.27,31038
31,39,69,35,50.72,10,14.49,9,13.04,7,10.14,8,11.59,31039
31,40,78,36,46.15,14,17.95,10,12.82,9,11.54,9,11.54,31040
31,41,61,13,21.31,15,24.59,15,24.59,10,16.39,8,13.11,31041
31,42,88,16,18.18,25,28.41,19,21.59,15,17.05,13,14.77,31042
31,43,70,15,21.43,22,31.43,18,25.71,10,14.29,5,7.14,31043
31,44,59,20,33.9,10,16.95,15,25.42,8,13.56,6,10.17,31044
31,45,55,18,32.73,7,12.73,13,23.64,11,20.0,6,10.91,31045
31,46,84,33,39.29,17,20.24,19,22.62,8,9.52,7,8.33,31046
31,47,105,29,27.62,32,30.48,18,17.14,17,16.19,9,8.57,31047
31,48,61,24,39.34,12,19.67,8,13.11,11,18.03,6,9.84,31048
31,49,55,16,29.09,14,25.45,9,16.36,6,10.91,10,18.18,31049
31,50,86,21,24.42,20,23.26,20,23.26,17,19.77,8,9.3,31050
31,51,55,19,34.55,15,27.27,9,16.36,5,9.09,7,12.73,31051
32,1,136,30,22.06,41,30.15,40,29.41,19,13.97,6,4.41,32001
32,2,136,28,20.59,32,23.53,31,22.79,23,16.91,22,16.18,32002
32,3,105,38,36.19,27,25.71,14,13.33,19,18.1,7,6.67,32003
32,4,150,49,32.67,41,27.33,28,18.67,21,14.0,11,7.33,32004
32,5,83,22,26.51,23,27.71,17,20.48,13,15.66,8,9.64,32005
32,6,110,21,19.09,31,28.18,25,22.73,25,22.73,8,7.27,32006
32,7,58,16,27.59,16,27.59,12,20.69,11,18.97,3,5.17,32007
32,8,121,21,17.36,56,46.28,28,23.14,10,8.26,6,4.96,32008
32,9,161,36,22.36,55,34.16,27,16.77,32,19.88,11,6.83,32009
32,10,76,12,15.79,32,42.11,14,18.42,15,19.74,3,3.95,32010
32,11,63,10,15.87,21,33.33,19,30.16,9,14.29,4,6.35,32011
32,12,81,15,18.52,18,22.22,28,34.57,17,20.99,3,3.7,32012
32,13,43,11,25.58,14,32.56,8,18.6,4,9.3,6,13.95,32013
32,14,105,44,41.9,20,19.05,16,15.24,18,17.14,7,6.67,32014
32,15,111,21,18.92,27,24.32,34,30.63,25,22.52,4,3.6,32015
32,16,126,50,39.68,28,22.22,22,17.46,19,15.08,7,5.56,32016
32,17,118,36,30.51,32,27.12,22,18.64,16,13.56,12,10.17,32017
32,18,80,21,26.25,31,38.75,14,17.5,11,13.75,3,3.75,32018
32,19,119,23,19.33,33,27.73,23,19.33,29,24.37,11,9.24,32019
32,20,119,36,30.25,44,36.97,16,13.45,18,15.13,5,4.2,32020
32,21,94,9,9.57,26,27.66,20,21.28,30,31.91,9,9.57,32021
32,22,147,19,12.93,43,29.25,32,21.77,44,29.93,9,6.12,32022
32,23,126,15,11.9,50,39.68,24,19.05,20,15.87,17,13.49,32023
32,24,83,30,36.14,19,22.89,16,19.28,13,15.66,5,6.02,32024
32,25,88,24,27.27,34,38.64,13,14.77,14,15.91,3,3.41,32025
32,26,98,17,17.35,33,33.67,28,28.57,16,16.33,4,4.08,32026
32,27,98,18,18.37,31,31.63,26,26.53,18,18.37,5,5.1,32027
32,28,87,31,35.63,27,31.03,15,17.24,11,12.64,3,3.45,32028
32,29,120,26,21.67,38,31.67,23,19.17,28,23.33,5,4.17,32029
32,30,52,8,15.38,20,38.46,13,25.0,5,9.62,6,11.54,32030
32,31,135,33,24.44,37,27.41,34,25.19,19,14.07,12,8.89,32031
32,32,95,13,13.68,32,33.68,26,27.37,10,10.53,14,14.74,32032
32,33,92,14,15.22,27,29.35,16,17.39,24,26.09,11,11.96,32033
32,34,138,45,32.61,38,27.54,27,19.57,15,10.87,13,9.42,32034
32,35,153,49,32.03,47,30.72,29,18.95,18,11.76,10,6.54,32035
32,36,135,21,15.56,43,31.85,33,24.44,24,17.78,14,10.37,32036
32,37,113,24,21.24,39,34.51,20,17.7,15,13.27,15,13.27,32037
32,38,95,19,20.0,33,34.74,13,13.68,21,22.11,9,9.47,32038
32,39,118,21,17.8,46,38.98,27,22.88,18,15.25,6,5.08,32039
32,40,108,15,13.89,37,34.26,27,25.0,18,16.67,11,10.19,32040
32,41,152,25,16.45,55,36.18,30,19.74,31,20.39,11,7.24,32041
32,42,142,39,27.46,38,26.76,28,19.72,23,16.2,14,9.86,32042
32,43,102,21,20.59,35,34.31,21,20.59,20,19.61,5,4.9,32043
32,44,71,17,23.94,17,23.94,21,29.58,10,14.08,6,8.45,32044
32,45,93,19,20.43,30,32.26,22,23.66,16,17.2,6,6.45,32045
32,46,59,18,30.51,18,30.51,12,20.34,10,16.95,1,1.69,32046
32,47,113,25,22.12,45,39.82,16,14.16,17,15.04,10,8.85,32047
32,48,108,22,20.37,44,40.74,15,13.89,23,21.3,4,3.7,32048
32,49,73,19,26.03,22,30.14,17,23.29,8,10.96,7,9.59,32049
32,50,123,16,13.01,48,39.02,23,18.7,16,13.01,20,16.26,32050
32,51,102,14,13.73,43,42.16,23,22.55,12,11.76,10,9.8,32051
32,52,69,13,18.84,22,31.88,15,21.74,9,13.04,10,14.49,32052
33,1,143,50,34.97,32,22.38,16,11.19,30,20.98,15,10.49,33001
33,2,224,105,46.88,49,21.88,34,15.18,28,12.5,8,3.57,33002
33,3,127,30,23.62,39,30.71,28,22.05,21,16.54,9,7.09,33003
33,4,156,57,36.54,42,26.92,24,15.38,24,15.38,9,5.77,33004
33,5,57,13,22.81,13,22.81,14,24.56,10,17.54,7,12.28,33005
33,6,186,73,39.25,39,20.97,31,16.67,29,15.59,14,7.53,33006
33,7,158,29,18.35,54,34.18,33,20.89,31,19.62,11,6.96,33007
33,8,152,23,15.13,43,28.29,44,28.95,32,21.05,10,6.58,33008
33,9,76,25,32.89,19,25.0,9,11.84,14,18.42,9,11.84,33009
33,10,223,104,46.64,58,26.01,27,12.11,30,13.45,4,1.79,33010
33,11,145,38,26.21,45,31.03,30,20.69,21,14.48,11,7.59,33011
33,12,187,87,46.52,43,22.99,22,11.76,28,14.97,7,3.74,33012
33,13,232,109,46.98,44,18.97,39,16.81,27,11.64,13,5.6,33013
33,14,124,37,29.84,31,25.0,25,20.16,15,12.1,16,12.9,33014
33,15,93,21,22.58,23,24.73,17,18.28,22,23.66,10,10.75,33015
33,16,57,16,28.07,13,22.81,12,21.05,8,14.04,8,14.04,33016
33,17,151,45,29.8,54,35.76,24,15.89,22,14.57,6,3.97,33017
33,18,62,14,22.58,23,37.1,9,14.52,10,16.13,6,9.68,33018
33,19,157,44,28.03,42,26.75,37,23.57,16,10.19,18,11.46,33019
