ward,precinct,total,"Bernard J. """"Bernie"""" Gray (Kucinich)","Bernard J. """"Bernie"""" Gray (Kucinich) Percent",Heather Poppe (Kucinich),Heather Poppe (Kucinich) Percent,John Schlitt (Kucinich),John Schlitt (Kucinich) Percent,Katherine Felt Armstrong (Kucinich),Katherine Felt Armstrong (Kucinich) Percent,Gary Kuzminski (Kucinich),Gary Kuzminski (Kucinich) Percent,Bernadette Maune (Kucinich),Bernadette Maune (Kucinich) Percent,Marc O'Connor (Kucinich),Marc O'Connor (Kucinich) Percent,Deborah Sims (Dean),Deborah Sims (Dean) Percent,James T. Meeks (Dean),James T. Meeks (Dean) Percent,Michelle Markiewicz Qualkinbush (Dean,Michelle Markiewicz Qualkinbush (Dean Percent,Sandi S. Jackson (Dean),Sandi S. Jackson (Dean) Percent,"William """"Will"""" Davis (Dean)","William """"Will"""" Davis (Dean) Percent",Dorian M. Morley (Dean),Dorian M. Morley (Dean) Percent,Michael Hartt (Dean),Michael Hartt (Dean) Percent,Larry Williams (Edwards),Larry Williams (Edwards) Percent,Bertha M. Scott (Edwards),Bertha M. Scott (Edwards) Percent,James E. Young (Edwards),James E. Young (Edwards) Percent,Henrietta Battle (Edwards),Henrietta Battle (Edwards) Percent,Jeremy Alexander (Edwards),Jeremy Alexander (Edwards) Percent,Archia Lakiska Lucas (Edwards),Archia Lakiska Lucas (Edwards) Percent,Lawrence N. Hill (Edwards),Lawrence N. Hill (Edwards) Percent,Nather L. Jones (Edwards),Nather L. Jones (Edwards) Percent,Al Riley (Clark),Al Riley (Clark) Percent,Johnny Holmes (Clark),Johnny Holmes (Clark) Percent,Kevin McCaffrey (Clark),Kevin McCaffrey (Clark) Percent,Paul Lynch (Clark),Paul Lynch (Clark) Percent,Barbara J. Moore (Clark),Barbara J. Moore (Clark) Percent,Harriet Salk (Clark),Harriet Salk (Clark) Percent,Myrtle Martin (Clark),Myrtle Martin (Clark) Percent,Karen Olson (Clark),Karen Olson (Clark) Percent,Frederick Young (Kerry),Frederick Young (Kerry) Percent,Sharon Latiker (Kerry),Sharon Latiker (Kerry) Percent,Kurt Elling (Kerry),Kurt Elling (Kerry) Percent,Lisa Dunbar (Kerry),Lisa Dunbar (Kerry) Percent,Jonathan D Karmel (Kerry),Jonathan D Karmel (Kerry) Percent,Thu Anh Vo (Kerry),Thu Anh Vo (Kerry) Percent,Gregory Arlen Diephouse (Kerry),Gregory Arlen Diephouse (Kerry) Percent,Edonna Brazzle (Kerry),Edonna Brazzle (Kerry) Percent,Lamar Britt (Lieberman),Lamar Britt (Lieberman) Percent,Jerry Doss (Lieberman),Jerry Doss (Lieberman) Percent,Shirley Doss (Lieberman),Shirley Doss (Lieberman) Percent,Marc Hamilton (Lieberman),Marc Hamilton (Lieberman) Percent,Myra Handy (Lieberman),Myra Handy (Lieberman) Percent,Janet Williams (Lieberman),Janet Williams (Lieberman) Percent,William M. Beavers (Braun),William M. Beavers (Braun) Percent,Dorothy James (Braun),Dorothy James (Braun) Percent,Diane Phillips (Braun),Diane Phillips (Braun) Percent,Donne Trotter (Braun),Donne Trotter (Braun) Percent,Dorothy Brown (Braun),Dorothy Brown (Braun) Percent,William Shaw (Braun),William Shaw (Braun) Percent,Carrie Austin (Braun),Carrie Austin (Braun) Percent,precinct_id
10,48,530,9,1.7,11,2.08,6,1.13,9,1.7,7,1.32,8,1.51,10,1.89,14,2.64,21,3.96,11,2.08,16,3.02,16,3.02,10,1.89,4,0.75,4,0.75,6,1.13,5,0.94,4,0.75,3,0.57,1,0.19,3,0.57,2,0.38,4,0.75,0,0.0,3,0.57,1,0.19,9,1.7,1,0.19,2,0.38,3,0.57,39,7.36,31,5.85,25,4.72,30,5.66,26,4.91,25,4.72,25,4.72,23,4.34,1,0.19,2,0.38,3,0.57,0,0.0,2,0.38,3,0.57,11,2.08,5,0.94,1,0.19,7,1.32,17,3.21,21,3.96,18,3.4,10048
10,49,339,7,2.06,6,1.77,5,1.47,6,1.77,8,2.36,3,0.88,6,1.77,8,2.36,22,6.49,4,1.18,9,2.65,7,2.06,5,1.47,1,0.29,4,1.18,1,0.29,5,1.47,1,0.29,0,0.0,1,0.29,2,0.59,0,0.0,1,0.29,0,0.0,0,0.0,1,0.29,7,2.06,1,0.29,0,0.0,1,0.29,21,6.19,18,5.31,17,5.01,21,6.19,15,4.42,15,4.42,14,4.13,11,3.24,0,0.0,1,0.29,1,0.29,1,0.29,0,0.0,2,0.59,9,2.65,6,1.77,3,0.88,5,1.47,16,4.72,26,7.67,10,2.95,10049
34,1,1399,15,1.07,8,0.57,8,0.57,13,0.93,5,0.36,10,0.71,6,0.43,61,4.36,109,7.79,18,1.29,30,2.14,41,2.93,20,1.43,12,0.86,14,1.0,10,0.71,6,0.43,8,0.57,2,0.14,3,0.21,9,0.64,7,0.5,4,0.29,4,0.29,3,0.21,6,0.43,16,1.14,3,0.21,3,0.21,3,0.21,74,5.29,70,5.0,64,4.57,68,4.86,59,4.22,56,4.0,54,3.86,49,3.5,3,0.21,1,0.07,4,0.29,1,0.07,4,0.29,1,0.07,44,3.15,33,2.36,29,2.07,47,3.36,87,6.22,51,3.65,120,8.58,34001
34,2,740,15,2.03,4,0.54,2,0.27,11,1.49,2,0.27,4,0.54,6,0.81,43,5.81,82,11.08,4,0.54,16,2.16,19,2.57,11,1.49,4,0.54,8,1.08,4,0.54,5,0.68,6,0.81,5,0.68,1,0.14,2,0.27,2,0.27,2,0.27,2,0.27,1,0.14,0,0.0,15,2.03,2,0.27,0,0.0,3,0.41,24,3.24,16,2.16,16,2.16,17,2.3,14,1.89,12,1.62,8,1.08,9,1.22,0,0.0,1,0.14,2,0.27,1,0.14,0,0.0,1,0.14,40,5.41,33,4.46,25,3.38,32,4.32,64,8.65,44,5.95,89,12.03,34002
34,3,544,9,1.65,8,1.47,3,0.55,7,1.29,4,0.74,9,1.65,3,0.55,29,5.33,62,11.4,6,1.1,17,3.13,18,3.31,12,2.21,8,1.47,4,0.74,4,0.74,13,2.39,5,0.92,3,0.55,5,0.92,3,0.55,3,0.55,4,0.74,1,0.18,3,0.55,3,0.55,9,1.65,2,0.37,0,0.0,3,0.55,19,3.49,15,2.76,10,1.84,14,2.57,10,1.84,6,1.1,7,1.29,12,2.21,1,0.18,0,0.0,1,0.18,1,0.18,0,0.0,3,0.55,19,3.49,10,1.84,12,2.21,15,2.76,36,6.62,30,5.51,49,9.01,34003
34,4,715,11,1.54,5,0.7,3,0.42,2,0.28,1,0.14,5,0.7,4,0.56,29,4.06,58,8.11,4,0.56,15,2.1,17,2.38,15,2.1,6,0.84,6,0.84,6,0.84,5,0.7,1,0.14,0,0.0,2,0.28,4,0.56,5,0.7,5,0.7,3,0.42,1,0.14,0,0.0,9,1.26,3,0.42,2,0.28,4,0.56,23,3.22,16,2.24,7,0.98,19,2.66,9,1.26,6,0.84,7,0.98,6,0.84,0,0.0,1,0.14,2,0.28,1,0.14,1,0.14,5,0.7,48,6.71,46,6.43,37,5.17,44,6.15,67,9.37,55,7.69,71,9.93,34004
34,5,515,10,1.94,0,0.0,3,0.58,1,0.19,2,0.39,3,0.58,6,1.17,20,3.88,42,8.16,5,0.97,12,2.33,17,3.3,19,3.69,11,2.14,6,1.17,2,0.39,4,0.78,3,0.58,1,0.19,2,0.39,3,0.58,2,0.39,1,0.19,3,0.58,2,0.39,1,0.19,9,1.75,3,0.58,0,0.0,3,0.58,13,2.52,8,1.55,7,1.36,9,1.75,4,0.78,3,0.58,3,0.58,4,0.78,0,0.0,0,0.0,0,0.0,1,0.19,0,0.0,5,0.97,21,4.08,32,6.21,24,4.66,24,4.66,45,8.74,50,9.71,55,10.68,34005
34,6,585,5,0.85,3,0.51,1,0.17,3,0.51,0,0.0,5,0.85,2,0.34,28,4.79,56,9.57,7,1.2,17,2.91,25,4.27,15,2.56,6,1.03,5,0.85,3,0.51,5,0.85,5,0.85,1,0.17,0,0.0,0,0.0,2,0.34,5,0.85,1,0.17,2,0.34,3,0.51,9,1.54,2,0.34,1,0.17,3,0.51,19,3.25,15,2.56,11,1.88,18,3.08,7,1.2,6,1.03,4,0.68,5,0.85,3,0.51,2,0.34,0,0.0,0,0.0,0,0.0,4,0.68,26,4.44,31,5.3,21,3.59,28,4.79,53,9.06,41,7.01,57,9.74,34006
34,7,1646,14,0.85,11,0.67,6,0.36,14,0.85,5,0.3,7,0.43,9,0.55,63,3.83,118,7.17,13,0.79,34,2.07,46,2.79,24,1.46,20,1.22,13,0.79,15,0.91,13,0.79,12,0.73,6,0.36,4,0.24,10,0.61,10,0.61,5,0.3,6,0.36,1,0.06,2,0.12,20,1.22,2,0.12,4,0.24,3,0.18,68,4.13,54,3.28,44,2.67,54,3.28,38,2.31,35,2.13,30,1.82,38,2.31,1,0.06,1,0.06,3,0.18,3,0.18,0,0.0,6,0.36,96,5.83,91,5.53,66,4.01,86,5.22,129,7.84,103,6.26,163,9.9,34007
34,8,1026,13,1.27,11,1.07,8,0.78,13,1.27,6,0.58,11,1.07,9,0.88,55,5.36,100,9.75,17,1.66,31,3.02,29,2.83,30,2.92,15,1.46,9,0.88,7,0.68,11,1.07,11,1.07,5,0.49,2,0.19,4,0.39,8,0.78,5,0.49,4,0.39,1,0.1,2,0.19,12,1.17,3,0.29,1,0.1,3,0.29,38,3.7,37,3.61,28,2.73,36,3.51,29,2.83,25,2.44,23,2.24,19,1.85,2,0.19,2,0.19,4,0.39,1,0.1,1,0.1,4,0.39,29,2.83,30,2.92,23,2.24,35,3.41,54,5.26,55,5.36,90,8.77,34008
34,9,708,7,0.99,5,0.71,2,0.28,8,1.13,2,0.28,6,0.85,3,0.42,34,4.8,65,9.18,11,1.55,23,3.25,26,3.67,18,2.54,13,1.84,2,0.28,8,1.13,5,0.71,2,0.28,3,0.42,0,0.0,2,0.28,1,0.14,7,0.99,1,0.14,3,0.42,3,0.42,14,1.98,0,0.0,2,0.28,1,0.14,28,3.95,21,2.97,12,1.69,16,2.26,10,1.41,9,1.27,11,1.55,12,1.69,0,0.0,1,0.14,1,0.14,2,0.28,1,0.14,3,0.42,31,4.38,31,4.38,23,3.25,27,3.81,46,6.5,59,8.33,68,9.6,34009
34,10,1188,17,1.43,10,0.84,5,0.42,9,0.76,8,0.67,8,0.67,6,0.51,51,4.29,114,9.6,15,1.26,30,2.53,35,2.95,29,2.44,17,1.43,14,1.18,11,0.93,12,1.01,9,0.76,6,0.51,3,0.25,5,0.42,10,0.84,4,0.34,8,0.67,3,0.25,1,0.08,13,1.09,5,0.42,5,0.42,2,0.17,54,4.55,41,3.45,32,2.69,40,3.37,29,2.44,26,2.19,26,2.19,24,2.02,6,0.51,4,0.34,4,0.34,3,0.25,4,0.34,4,0.34,45,3.79,41,3.45,33,2.78,40,3.37,72,6.06,64,5.39,99,8.33,34010
34,11,475,4,0.84,4,0.84,1,0.21,5,1.05,0,0.0,5,1.05,3,0.63,18,3.79,54,11.37,7,1.47,13,2.74,13,2.74,11,2.32,8,1.68,7,1.47,4,0.84,7,1.47,5,1.05,1,0.21,1,0.21,1,0.21,3,0.63,5,1.05,1,0.21,1,0.21,2,0.42,5,1.05,0,0.0,0,0.0,4,0.84,20,4.21,10,2.11,5,1.05,10,2.11,7,1.47,1,0.21,4,0.84,3,0.63,3,0.63,0,0.0,0,0.0,1,0.21,2,0.42,1,0.21,21,4.42,16,3.37,14,2.95,17,3.58,39,8.21,53,11.16,47,9.89,34011
34,12,1085,13,1.2,6,0.55,4,0.37,10,0.92,2,0.18,5,0.46,8,0.74,47,4.33,94,8.66,5,0.46,34,3.13,37,3.41,24,2.21,11,1.01,16,1.47,14,1.29,12,1.11,5,0.46,8,0.74,3,0.28,3,0.28,3,0.28,3,0.28,4,0.37,4,0.37,5,0.46,18,1.66,1,0.09,7,0.65,5,0.46,43,3.96,36,3.32,22,2.03,39,3.59,27,2.49,17,1.57,22,2.03,18,1.66,4,0.37,2,0.18,5,0.46,2,0.18,0,0.0,4,0.37,35,3.23,33,3.04,32,2.95,52,4.79,86,7.93,56,5.16,123,11.34,34012
34,14,514,7,1.36,4,0.78,4,0.78,5,0.97,2,0.39,2,0.39,2,0.39,15,2.92,57,11.09,3,0.58,10,1.95,13,2.53,13,2.53,5,0.97,6,1.17,3,0.58,3,0.58,2,0.39,3,0.58,1,0.19,1,0.19,2,0.39,0,0.0,1,0.19,1,0.19,3,0.58,8,1.56,1,0.19,3,0.58,0,0.0,22,4.28,20,3.89,14,2.72,14,2.72,10,1.95,11,2.14,9,1.75,9,1.75,0,0.0,0,0.0,0,0.0,1,0.19,1,0.19,3,0.58,18,3.5,15,2.92,17,3.31,19,3.7,39,7.59,49,9.53,52,10.12,34014
34,15,637,10,1.57,4,0.63,3,0.47,5,0.78,1,0.16,1,0.16,4,0.63,16,2.51,38,5.97,8,1.26,12,1.88,14,2.2,14,2.2,5,0.78,6,0.94,5,0.78,4,0.63,3,0.47,1,0.16,3,0.47,4,0.63,5,0.78,2,0.31,1,0.16,0,0.0,2,0.31,5,0.78,0,0.0,2,0.31,1,0.16,17,2.67,13,2.04,10,1.57,13,2.04,10,1.57,7,1.1,9,1.41,9,1.41,0,0.0,0,0.0,1,0.16,0,0.0,1,0.16,2,0.31,50,7.85,50,7.85,39,6.12,41,6.44,55,8.63,53,8.32,72,11.3,34015
34,16,480,12,2.5,4,0.83,5,1.04,6,1.25,5,1.04,5,1.04,3,0.63,18,3.75,40,8.33,2,0.42,10,2.08,10,2.08,11,2.29,3,0.63,6,1.25,2,0.42,7,1.46,4,0.83,3,0.63,2,0.42,1,0.21,1,0.21,4,0.83,2,0.42,1,0.21,3,0.63,7,1.46,1,0.21,0,0.0,0,0.0,18,3.75,19,3.96,14,2.92,22,4.58,9,1.88,8,1.67,8,1.67,7,1.46,1,0.21,1,0.21,4,0.83,0,0.0,0,0.0,1,0.21,21,4.38,20,4.17,15,3.13,22,4.58,25,5.21,36,7.5,37,7.71,34016
34,17,864,10,1.16,3,0.35,3,0.35,6,0.69,1,0.12,5,0.58,5,0.58,45,5.21,91,10.53,7,0.81,24,2.78,26,3.01,16,1.85,12,1.39,10,1.16,8,0.93,10,1.16,5,0.58,4,0.46,2,0.23,2,0.23,5,0.58,5,0.58,4,0.46,2,0.23,4,0.46,17,1.97,1,0.12,4,0.46,2,0.23,41,4.75,24,2.78,20,2.31,32,3.7,20,2.31,12,1.39,16,1.85,17,1.97,1,0.12,3,0.35,2,0.23,1,0.12,0,0.0,0,0.0,37,4.28,31,3.59,23,2.66,36,4.17,53,6.13,55,6.37,78,9.03,34017
34,18,599,7,1.17,4,0.67,2,0.33,5,0.83,1,0.17,4,0.67,0,0.0,37,6.18,46,7.68,10,1.67,21,3.51,21,3.51,11,1.84,8,1.34,4,0.67,6,1.0,5,0.83,6,1.0,2,0.33,5,0.83,3,0.5,7,1.17,1,0.17,3,0.5,1,0.17,0,0.0,8,1.34,2,0.33,1,0.17,1,0.17,21,3.51,11,1.84,8,1.34,16,2.67,12,2.0,7,1.17,6,1.0,9,1.5,0,0.0,0,0.0,2,0.33,1,0.17,0,0.0,1,0.17,29,4.84,28,4.67,22,3.67,31,5.18,51,8.51,44,7.35,50,8.35,34018
34,19,708,6,0.85,1,0.14,3,0.42,3,0.42,2,0.28,2,0.28,1,0.14,32,4.52,54,7.63,10,1.41,20,2.82,21,2.97,15,2.12,11,1.55,5,0.71,4,0.56,1,0.14,1,0.14,0,0.0,0,0.0,1,0.14,0,0.0,1,0.14,1,0.14,0,0.0,2,0.28,5,0.71,0,0.0,0,0.0,0,0.0,37,5.23,28,3.95,20,2.82,27,3.81,17,2.4,18,2.54,19,2.68,20,2.82,0,0.0,0,0.0,0,0.0,0,0.0,1,0.14,0,0.0,40,5.65,35,4.94,33,4.66,36,5.08,48,6.78,47,6.64,61,8.62,34019
34,20,1269,11,0.87,8,0.63,6,0.47,11,0.87,7,0.55,8,0.63,6,0.47,43,3.39,81,6.38,10,0.79,26,2.05,25,1.97,13,1.02,9,0.71,6,0.47,5,0.39,5,0.39,8,0.63,4,0.32,2,0.16,6,0.47,5,0.39,2,0.16,1,0.08,2,0.16,0,0.0,11,0.87,1,0.08,1,0.08,3,0.24,35,2.76,25,1.97,20,1.58,26,2.05,18,1.42,16,1.26,15,1.18,17,1.34,1,0.08,2,0.16,3,0.24,3,0.24,1,0.08,1,0.08,95,7.49,88,6.93,86,6.78,102,8.04,120,9.46,99,7.8,147,11.58,34020
34,21,1054,15,1.42,12,1.14,6,0.57,17,1.61,5,0.47,6,0.57,7,0.66,33,3.13,76,7.21,8,0.76,21,1.99,26,2.47,19,1.8,6,0.57,6,0.57,10,0.95,11,1.04,7,0.66,5,0.47,4,0.38,3,0.28,5,0.47,3,0.28,2,0.19,2,0.19,2,0.19,9,0.85,5,0.47,4,0.38,3,0.28,48,4.55,35,3.32,23,2.18,32,3.04,20,1.9,21,1.99,16,1.52,19,1.8,3,0.28,1,0.09,2,0.19,4,0.38,2,0.19,5,0.47,53,5.03,51,4.84,47,4.46,50,4.74,86,8.16,65,6.17,118,11.2,34021
34,22,1501,16,1.07,7,0.47,6,0.4,11,0.73,5,0.33,8,0.53,9,0.6,59,3.93,110,7.33,8,0.53,29,1.93,40,2.66,27,1.8,12,0.8,14,0.93,17,1.13,13,0.87,15,1.0,4,0.27,5,0.33,7,0.47,7,0.47,3,0.2,4,0.27,1,0.07,3,0.2,20,1.33,3,0.2,5,0.33,8,0.53,60,4.0,57,3.8,48,3.2,60,4.0,47,3.13,40,2.66,37,2.47,40,2.66,0,0.0,0,0.0,1,0.07,1,0.07,2,0.13,6,0.4,75,5.0,74,4.93,59,3.93,79,5.26,114,7.59,83,5.53,121,8.06,34022
34,23,646,8,1.24,5,0.77,5,0.77,4,0.62,2,0.31,5,0.77,7,1.08,30,4.64,62,9.6,6,0.93,20,3.1,19,2.94,13,2.01,4,0.62,6,0.93,9,1.39,6,0.93,5,0.77,3,0.46,1,0.15,1,0.15,4,0.62,2,0.31,2,0.31,0,0.0,5,0.77,9,1.39,1,0.15,0,0.0,1,0.15,31,4.8,28,4.33,23,3.56,32,4.95,22,3.41,17,2.63,17,2.63,15,2.32,2,0.31,1,0.15,0,0.0,0,0.0,0,0.0,4,0.62,18,2.79,20,3.1,14,2.17,19,2.94,37,5.73,25,3.87,67,10.37,34023
34,24,770,6,0.78,5,0.65,2,0.26,4,0.52,1,0.13,7,0.91,5,0.65,22,2.86,66,8.57,10,1.3,15,1.95,13,1.69,14,1.82,6,0.78,9,1.17,9,1.17,6,0.78,5,0.65,3,0.39,5,0.65,2,0.26,8,1.04,1,0.13,2,0.26,4,0.52,3,0.39,10,1.3,1,0.13,1,0.13,2,0.26,25,3.25,15,1.95,12,1.56,16,2.08,9,1.17,6,0.78,9,1.17,11,1.43,1,0.13,2,0.26,0,0.0,2,0.26,1,0.13,3,0.39,53,6.88,48,6.23,37,4.81,44,5.71,65,8.44,57,7.4,94,12.21,34024
34,25,533,6,1.13,5,0.94,2,0.38,4,0.75,1,0.19,4,0.75,3,0.56,19,3.56,40,7.5,5,0.94,12,2.25,14,2.63,10,1.88,8,1.5,2,0.38,5,0.94,7,1.31,1,0.19,4,0.75,1,0.19,1,0.19,3,0.56,4,0.75,0,0.0,1,0.19,1,0.19,3,0.56,1,0.19,1,0.19,1,0.19,21,3.94,16,3.0,17,3.19,22,4.13,14,2.63,12,2.25,14,2.63,10,1.88,0,0.0,1,0.19,2,0.38,2,0.38,0,0.0,1,0.19,25,4.69,23,4.32,19,3.56,24,4.5,44,8.26,38,7.13,53,9.94,34025
34,26,733,7,0.95,8,1.09,2,0.27,10,1.36,4,0.55,6,0.82,7,0.95,28,3.82,49,6.68,6,0.82,16,2.18,12,1.64,15,2.05,4,0.55,3,0.41,4,0.55,7,0.95,4,0.55,0,0.0,0,0.0,1,0.14,2,0.27,2,0.27,0,0.0,3,0.41,1,0.14,7,0.95,2,0.27,2,0.27,1,0.14,18,2.46,13,1.77,10,1.36,17,2.32,9,1.23,11,1.5,7,0.95,8,1.09,0,0.0,0,0.0,2,0.27,1,0.14,0,0.0,2,0.27,52,7.09,50,6.82,46,6.28,45,6.14,73,9.96,63,8.59,80,10.91,34026
34,27,429,6,1.4,3,0.7,2,0.47,2,0.47,2,0.47,1,0.23,1,0.23,14,3.26,54,12.59,4,0.93,11,2.56,8,1.86,10,2.33,4,0.93,3,0.7,6,1.4,4,0.93,2,0.47,0,0.0,1,0.23,5,1.17,0,0.0,4,0.93,2,0.47,1,0.23,2,0.47,9,2.1,1,0.23,1,0.23,0,0.0,14,3.26,13,3.03,9,2.1,14,3.26,10,2.33,5,1.17,5,1.17,5,1.17,1,0.23,0,0.0,2,0.47,1,0.23,0,0.0,1,0.23,20,4.66,17,3.96,11,2.56,20,4.66,36,8.39,34,7.93,43,10.02,34027
34,28,724,6,0.83,3,0.41,3,0.41,3,0.41,1,0.14,2,0.28,2,0.28,19,2.62,42,5.8,4,0.55,10,1.38,12,1.66,8,1.1,3,0.41,5,0.69,2,0.28,2,0.28,1,0.14,1,0.14,1,0.14,2,0.28,4,0.55,1,0.14,3,0.41,0,0.0,2,0.28,5,0.69,1,0.14,1,0.14,2,0.28,16,2.21,12,1.66,7,0.97,8,1.1,6,0.83,2,0.28,5,0.69,5,0.69,1,0.14,0,0.0,1,0.14,1,0.14,0,0.0,1,0.14,69,9.53,66,9.12,62,8.56,65,8.98,75,10.36,63,8.7,96,13.26,34028
34,29,914,10,1.09,2,0.22,6,0.66,7,0.77,3,0.33,4,0.44,6,0.66,40,4.38,85,9.3,6,0.66,15,1.64,16,1.75,16,1.75,4,0.44,7,0.77,5,0.55,6,0.66,5,0.55,4,0.44,3,0.33,6,0.66,7,0.77,6,0.66,3,0.33,2,0.22,2,0.22,9,0.98,0,0.0,2,0.22,1,0.11,24,2.63,15,1.64,13,1.42,23,2.52,11,1.2,12,1.31,8,0.88,10,1.09,0,0.0,1,0.11,3,0.33,1,0.11,1,0.11,2,0.22,63,6.89,53,5.8,41,4.49,58,6.35,91,9.96,64,7.0,121,13.24,34029
34,30,1352,10,0.74,8,0.59,4,0.3,9,0.67,6,0.44,8,0.59,12,0.89,47,3.48,113,8.36,9,0.67,27,2.0,27,2.0,21,1.55,12,0.89,15,1.11,15,1.11,12,0.89,15,1.11,11,0.81,7,0.52,11,0.81,11,0.81,5,0.37,5,0.37,5,0.37,5,0.37,18,1.33,0,0.0,3,0.22,2,0.15,59,4.36,53,3.92,40,2.96,48,3.55,38,2.81,29,2.14,29,2.14,33,2.44,0,0.0,1,0.07,2,0.15,2,0.15,1,0.07,3,0.22,55,4.07,53,3.92,49,3.62,61,4.51,113,8.36,78,5.77,131,9.69,34030
34,31,514,11,2.14,5,0.97,4,0.78,8,1.56,3,0.58,6,1.17,5,0.97,20,3.89,57,11.09,7,1.36,12,2.33,9,1.75,18,3.5,3,0.58,3,0.58,6,1.17,8,1.56,4,0.78,2,0.39,2,0.39,4,0.78,1,0.19,1,0.19,4,0.78,3,0.58,1,0.19,4,0.78,1,0.19,0,0.0,1,0.19,13,2.53,14,2.72,6,1.17,8,1.56,4,0.78,5,0.97,3,0.58,6,1.17,1,0.19,1,0.19,2,0.39,2,0.39,1,0.19,2,0.39,23,4.47,25,4.86,18,3.5,23,4.47,40,7.78,41,7.98,55,10.7,34031
34,32,915,6,0.66,4,0.44,4,0.44,9,0.98,4,0.44,7,0.77,5,0.55,39,4.26,81,8.85,10,1.09,20,2.19,23,2.51,20,2.19,11,1.2,12,1.31,7,0.77,6,0.66,4,0.44,3,0.33,2,0.22,3,0.33,6,0.66,1,0.11,1,0.11,0,0.0,2,0.22,13,1.42,0,0.0,2,0.22,4,0.44,50,5.46,36,3.93,36,3.93,34,3.72,36,3.93,30,3.28,28,3.06,30,3.28,1,0.11,3,0.33,4,0.44,3,0.33,2,0.22,4,0.44,26,2.84,25,2.73,20,2.19,29,3.17,62,6.78,48,5.25,83,9.07,34032
34,34,923,14,1.52,6,0.65,4,0.43,9,0.98,2,0.22,4,0.43,5,0.54,34,3.68,78,8.45,6,0.65,20,2.17,18,1.95,14,1.52,8,0.87,11,1.19,13,1.41,5,0.54,5,0.54,5,0.54,3,0.33,4,0.43,5,0.54,2,0.22,2,0.22,2,0.22,2,0.22,9,0.98,0,0.0,1,0.11,5,0.54,40,4.33,26,2.82,23,2.49,30,3.25,26,2.82,22,2.38,24,2.6,17,1.84,2,0.22,0,0.0,3,0.33,2,0.22,0,0.0,1,0.11,44,4.77,46,4.98,37,4.01,49,5.31,76,8.23,57,6.18,87,9.43,34034
34,35,1241,17,1.37,7,0.56,4,0.32,6,0.48,4,0.32,4,0.32,5,0.4,44,3.55,116,9.35,11,0.89,38,3.06,57,4.59,27,2.18,10,0.81,12,0.97,13,1.05,15,1.21,11,0.89,7,0.56,5,0.4,6,0.48,10,0.81,2,0.16,4,0.32,4,0.32,5,0.4,20,1.61,4,0.32,1,0.08,3,0.24,44,3.55,40,3.22,25,2.01,35,2.82,24,1.93,20,1.61,21,1.69,19,1.53,2,0.16,1,0.08,3,0.24,2,0.16,1,0.08,4,0.32,51,4.11,55,4.43,44,3.55,52,4.19,86,6.93,86,6.93,120,9.67,34035
34,36,1026,9,0.88,9,0.88,7,0.68,5,0.49,3,0.29,4,0.39,7,0.68,42,4.09,90,8.77,16,1.56,30,2.92,25,2.44,16,1.56,16,1.56,13,1.27,2,0.19,5,0.49,3,0.29,4,0.39,1,0.1,4,0.39,5,0.49,2,0.19,2,0.19,1,0.1,3,0.29,6,0.58,1,0.1,2,0.19,1,0.1,45,4.39,34,3.31,34,3.31,37,3.61,30,2.92,22,2.14,26,2.53,26,2.53,2,0.19,1,0.1,1,0.1,0,0.0,1,0.1,0,0.0,44,4.29,45,4.39,39,3.8,47,4.58,72,7.02,65,6.34,100,9.75,34036
34,37,682,5,0.73,3,0.44,1,0.15,3,0.44,1,0.15,2,0.29,5,0.73,31,4.55,57,8.36,4,0.59,15,2.2,10,1.47,21,3.08,10,1.47,8,1.17,5,0.73,5,0.73,5,0.73,4,0.59,1,0.15,2,0.29,4,0.59,5,0.73,4,0.59,3,0.44,2,0.29,9,1.32,1,0.15,2,0.29,2,0.29,19,2.79,18,2.64,14,2.05,18,2.64,15,2.2,10,1.47,7,1.03,8,1.17,2,0.29,1,0.15,0,0.0,2,0.29,1,0.15,3,0.44,43,6.3,39,5.72,28,4.11,30,4.4,59,8.65,44,6.45,80,11.73,34037
34,38,576,3,0.52,3,0.52,2,0.35,4,0.69,0,0.0,1,0.17,2,0.35,18,3.13,42,7.29,5,0.87,8,1.39,10,1.74,9,1.56,3,0.52,2,0.35,4,0.69,5,0.87,3,0.52,1,0.17,0,0.0,1,0.17,3,0.52,0,0.0,0,0.0,1,0.17,2,0.35,7,1.22,1,0.17,2,0.35,2,0.35,15,2.6,12,2.08,6,1.04,12,2.08,12,2.08,4,0.69,8,1.39,6,1.04,0,0.0,2,0.35,3,0.52,0,0.0,0,0.0,1,0.17,45,7.81,42,7.29,39,6.77,42,7.29,49,8.51,54,9.38,72,12.5,34038
34,39,643,12,1.87,9,1.4,2,0.31,7,1.09,3,0.47,5,0.78,3,0.47,35,5.44,63,9.8,12,1.87,20,3.11,22,3.42,17,2.64,8,1.24,7,1.09,5,0.78,10,1.56,2,0.31,1,0.16,2,0.31,3,0.47,2,0.31,5,0.78,4,0.62,1,0.16,4,0.62,10,1.56,0,0.0,2,0.31,3,0.47,28,4.35,24,3.73,20,3.11,25,3.89,17,2.64,12,1.87,13,2.02,8,1.24,1,0.16,4,0.62,2,0.31,2,0.31,2,0.31,2,0.31,17,2.64,14,2.18,11,1.71,22,3.42,35,5.44,38,5.91,51,7.93,34039
