ward,precinct,total,"Elizabeth T. """"Beth"""" Bowman (Kucinich)","Elizabeth T. """"Beth"""" Bowman (Kucinich) Percent",Ralph Intagliata (Kucinich),Ralph Intagliata (Kucinich) Percent,SohYoon Atac (Kucinich),SohYoon Atac (Kucinich) Percent,Cheryl Angelaccio (Kucinich),Cheryl Angelaccio (Kucinich) Percent,Glenn W. Fritz (Kucinich),Glenn W. Fritz (Kucinich) Percent,Joe Moore (Dean),Joe Moore (Dean) Percent,Mary Ann Smith (Dean),Mary Ann Smith (Dean) Percent,James F. Dougherty (Dean),James F. Dougherty (Dean) Percent,Debra Shore (Dean),Debra Shore (Dean) Percent,William A. Marovitz (Dean),William A. Marovitz (Dean) Percent,Ann P. Kalayil (Dean),Ann P. Kalayil (Dean) Percent,"Vern Shipley (LaRouche, Jr.)","Vern Shipley (LaRouche, Jr.) Percent","Susan D. Wakefield (LaRouche, Jr.)","Susan D. Wakefield (LaRouche, Jr.) Percent","Anthony E. DeFranco (LaRouche, Jr.","Anthony E. DeFranco (LaRouche, Jr. Percent","Douglas E. Heitz (LaRouche, Jr.)","Douglas E. Heitz (LaRouche, Jr.) Percent","Pamela Sue Connelly (LaRouche, Jr.","Pamela Sue Connelly (LaRouche, Jr. Percent","Richard J. Connelly (LaRouche, Jr.","Richard J. Connelly (LaRouche, Jr. Percent",Fred Shareef (Gephardt),Fred Shareef (Gephardt) Percent,Laura Tucker (Edwards),Laura Tucker (Edwards) Percent,Randolph G. Jue (Edwards),Randolph G. Jue (Edwards) Percent,Timothy W. Burns (Edwards),Timothy W. Burns (Edwards) Percent,Diane Goldstick Meagher (Edwards),Diane Goldstick Meagher (Edwards) Percent,James E. Malackowski (Edwards),James E. Malackowski (Edwards) Percent,Thomas M. Tunney (Clark),Thomas M. Tunney (Clark) Percent,"Jay """"J.B."""" Pritzker (Clark)","Jay """"J.B."""" Pritzker (Clark) Percent",Ronald D. Jolly (Clark),Ronald D. Jolly (Clark) Percent,Lori Goldstein (Clark),Lori Goldstein (Clark) Percent,Patricia Cherry (Clark),Patricia Cherry (Clark) Percent,Selma D'Souza (Kerry),Selma D'Souza (Kerry) Percent,Howard Learner (Kerry),Howard Learner (Kerry) Percent,Madhuri Kommareddi (Kerry),Madhuri Kommareddi (Kerry) Percent,Myron M. Cherry (Kerry),Myron M. Cherry (Kerry) Percent,Darlene Sowell (Kerry),Darlene Sowell (Kerry) Percent,Arthur Berman (Lieberman),Arthur Berman (Lieberman) Percent,Ann M. Coconate (Lieberman),Ann M. Coconate (Lieberman) Percent,Benita Kapnick (Lieberman),Benita Kapnick (Lieberman) Percent,Ira Silverstein (Lieberman),Ira Silverstein (Lieberman) Percent,Bernard Stone (Lieberman),Bernard Stone (Lieberman) Percent,Debra F. Hartman (Lieberman),Debra F. Hartman (Lieberman) Percent,Deon Lopez (Braun),Deon Lopez (Braun) Percent,Himal P. Agarwal (Braun),Himal P. Agarwal (Braun) Percent,Karen Boehning (Braun),Karen Boehning (Braun) Percent,Michael J. Harrington (Braun),Michael J. Harrington (Braun) Percent,Audrey Avila (Braun),Audrey Avila (Braun) Percent,Moti Agarwal (Braun),Moti Agarwal (Braun) Percent,precinct_id
49,11,477,17,3.56,9,1.89,10,2.1,10,2.1,5,1.05,34,7.13,16,3.35,11,2.31,16,3.35,13,2.73,10,2.1,0,0.0,3,0.63,0,0.0,0,0.0,3,0.63,2,0.42,0,0.0,8,1.68,6,1.26,9,1.89,7,1.47,8,1.68,5,1.05,7,1.47,0,0.0,4,0.84,3,0.63,33,6.92,37,7.76,30,6.29,38,7.97,34,7.13,2,0.42,0,0.0,0,0.0,3,0.63,4,0.84,1,0.21,7,1.47,1,0.21,2,0.42,7,1.47,10,2.1,8,1.68,49011
49,12,790,32,4.05,13,1.65,15,1.9,10,1.27,9,1.14,67,8.48,30,3.8,13,1.65,19,2.41,17,2.15,13,1.65,4,0.51,2,0.25,2,0.25,2,0.25,6,0.76,2,0.25,1,0.13,12,1.52,3,0.38,4,0.51,4,0.51,3,0.38,23,2.91,5,0.63,3,0.38,3,0.38,7,0.89,60,7.59,70,8.86,51,6.46,67,8.48,53,6.71,6,0.76,2,0.25,2,0.25,7,0.89,4,0.51,2,0.25,9,1.14,8,1.01,9,1.14,22,2.78,15,1.9,18,2.28,49012
49,13,968,48,4.96,8,0.83,16,1.65,14,1.45,8,0.83,74,7.64,29,3.0,20,2.07,24,2.48,19,1.96,21,2.17,1,0.1,0,0.0,2,0.21,1,0.1,3,0.31,2,0.21,2,0.21,15,1.55,11,1.14,14,1.45,10,1.03,8,0.83,35,3.62,5,0.52,2,0.21,5,0.52,8,0.83,74,7.64,96,9.92,68,7.02,94,9.71,72,7.44,5,0.52,2,0.21,2,0.21,4,0.41,7,0.72,4,0.41,2,0.21,2,0.21,2,0.21,13,1.34,5,0.52,24,2.48,49013
49,14,653,23,3.52,12,1.84,11,1.68,13,1.99,9,1.38,43,6.58,15,2.3,9,1.38,12,1.84,17,2.6,10,1.53,1,0.15,2,0.31,4,0.61,1,0.15,1,0.15,2,0.31,1,0.15,7,1.07,5,0.77,5,0.77,4,0.61,3,0.46,13,1.99,8,1.23,2,0.31,7,1.07,5,0.77,59,9.04,65,9.95,56,8.58,60,9.19,57,8.73,2,0.31,2,0.31,0,0.0,4,0.61,2,0.31,2,0.31,3,0.46,2,0.31,2,0.31,9,1.38,5,0.77,12,1.84,49014
49,15,340,14,4.12,5,1.47,6,1.76,4,1.18,4,1.18,23,6.76,10,2.94,5,1.47,7,2.06,6,1.76,8,2.35,0,0.0,2,0.59,2,0.59,1,0.29,1,0.29,0,0.0,3,0.88,10,2.94,5,1.47,7,2.06,6,1.76,5,1.47,5,1.47,0,0.0,0,0.0,1,0.29,2,0.59,24,7.06,28,8.24,25,7.35,30,8.82,24,7.06,4,1.18,3,0.88,1,0.29,1,0.29,3,0.88,2,0.59,2,0.59,1,0.29,3,0.88,2,0.59,8,2.35,4,1.18,49015
49,16,580,27,4.66,13,2.24,15,2.59,14,2.41,12,2.07,41,7.07,13,2.24,10,1.72,10,1.72,13,2.24,7,1.21,0,0.0,2,0.34,0,0.0,1,0.17,0,0.0,0,0.0,1,0.17,3,0.52,3,0.52,5,0.86,7,1.21,4,0.69,19,3.28,2,0.34,1,0.17,5,0.86,4,0.69,44,7.59,54,9.31,38,6.55,53,9.14,42,7.24,5,0.86,1,0.17,1,0.17,2,0.34,3,0.52,2,0.34,4,0.69,4,0.69,4,0.69,9,1.55,7,1.21,16,2.76,49016
49,17,94,5,5.32,2,2.13,2,2.13,2,2.13,2,2.13,9,9.57,2,2.13,4,4.26,4,4.26,3,3.19,2,2.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.06,0,0.0,0,0.0,1,1.06,0,0.0,0,0.0,4,4.26,0,0.0,1,1.06,0,0.0,0,0.0,7,7.45,8,8.51,6,6.38,9,9.57,6,6.38,1,1.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.06,1,1.06,3,3.19,49017
49,18,542,14,2.58,4,0.74,9,1.66,4,0.74,4,0.74,29,5.35,12,2.21,7,1.29,12,2.21,9,1.66,4,0.74,3,0.55,0,0.0,0,0.0,1,0.18,1,0.18,3,0.55,2,0.37,11,2.03,4,0.74,4,0.74,5,0.92,4,0.74,14,2.58,8,1.48,2,0.37,5,0.92,5,0.92,46,8.49,57,10.52,43,7.93,55,10.15,50,9.23,6,1.11,2,0.37,1,0.18,6,1.11,5,0.92,4,0.74,3,0.55,0,0.0,2,0.37,5,0.92,6,1.11,11,2.03,49018
49,19,480,23,4.79,10,2.08,9,1.88,13,2.71,7,1.46,43,8.96,15,3.13,12,2.5,11,2.29,12,2.5,11,2.29,0,0.0,0,0.0,0,0.0,1,0.21,1,0.21,1,0.21,1,0.21,3,0.63,2,0.42,3,0.63,2,0.42,0,0.0,11,2.29,2,0.42,1,0.21,2,0.42,2,0.42,33,6.88,42,8.75,31,6.46,41,8.54,32,6.67,4,0.83,3,0.63,3,0.63,5,1.04,2,0.42,1,0.21,4,0.83,3,0.63,4,0.83,5,1.04,14,2.92,14,2.92,49019
49,20,826,45,5.45,13,1.57,17,2.06,14,1.69,11,1.33,70,8.47,28,3.39,14,1.69,21,2.54,21,2.54,18,2.18,4,0.48,3,0.36,4,0.48,1,0.12,1,0.12,4,0.48,2,0.24,14,1.69,8,0.97,11,1.33,9,1.09,6,0.73,23,2.78,7,0.85,6,0.73,10,1.21,11,1.33,47,5.69,60,7.26,38,4.6,58,7.02,40,4.84,8,0.97,6,0.73,7,0.85,7,0.85,10,1.21,5,0.61,10,1.21,7,0.85,9,1.09,12,1.45,21,2.54,19,2.3,49020
49,21,532,23,4.32,19,3.57,20,3.76,17,3.2,12,2.26,14,2.63,10,1.88,2,0.38,5,0.94,2,0.38,3,0.56,0,0.0,0,0.0,1,0.19,0,0.0,0,0.0,0,0.0,3,0.56,14,2.63,13,2.44,11,2.07,7,1.32,12,2.26,11,2.07,6,1.13,7,1.32,5,0.94,6,1.13,43,8.08,46,8.65,41,7.71,41,7.71,41,7.71,4,0.75,2,0.38,2,0.38,2,0.38,2,0.38,3,0.56,0,0.0,1,0.19,0,0.0,1,0.19,2,0.38,4,0.75,49021
49,22,704,18,2.56,8,1.14,11,1.56,12,1.7,6,0.85,56,7.95,23,3.27,12,1.7,25,3.55,17,2.41,12,1.7,1,0.14,0,0.0,1,0.14,0,0.0,3,0.43,2,0.28,0,0.0,9,1.28,6,0.85,9,1.28,3,0.43,3,0.43,15,2.13,5,0.71,3,0.43,8,1.14,7,0.99,56,7.95,61,8.66,52,7.39,61,8.66,55,7.81,8,1.14,2,0.28,2,0.28,7,0.99,7,0.99,2,0.28,3,0.43,3,0.43,3,0.43,10,1.42,12,1.7,8,1.14,49022
49,23,443,20,4.51,12,2.71,14,3.16,8,1.81,10,2.26,31,7.0,11,2.48,6,1.35,13,2.93,13,2.93,9,2.03,1,0.23,1,0.23,1,0.23,0,0.0,1,0.23,0,0.0,3,0.68,5,1.13,3,0.68,4,0.9,2,0.45,3,0.68,10,2.26,3,0.68,0,0.0,0,0.0,4,0.9,34,7.67,39,8.8,33,7.45,37,8.35,32,7.22,0,0.0,1,0.23,0,0.0,2,0.45,2,0.45,0,0.0,2,0.45,2,0.45,0,0.0,8,1.81,8,1.81,5,1.13,49023
49,24,220,10,4.55,4,1.82,5,2.27,8,3.64,3,1.36,16,7.27,8,3.64,5,2.27,7,3.18,3,1.36,3,1.36,0,0.0,1,0.45,0,0.0,1,0.45,2,0.91,1,0.45,0,0.0,4,1.82,2,0.91,3,1.36,2,0.91,3,1.36,2,0.91,3,1.36,2,0.91,2,0.91,2,0.91,15,6.82,17,7.73,15,6.82,19,8.64,17,7.73,3,1.36,0,0.0,0,0.0,1,0.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.36,5,2.27,0,0.0,49024
49,25,912,33,3.62,23,2.52,23,2.52,20,2.19,20,2.19,50,5.48,25,2.74,24,2.63,26,2.85,22,2.41,21,2.3,0,0.0,2,0.22,1,0.11,0,0.0,1,0.11,0,0.0,1,0.11,12,1.32,7,0.77,6,0.66,4,0.44,5,0.55,16,1.75,10,1.1,6,0.66,6,0.66,8,0.88,75,8.22,80,8.77,69,7.57,82,8.99,72,7.89,6,0.66,4,0.44,4,0.44,7,0.77,8,0.88,4,0.44,4,0.44,2,0.22,4,0.44,11,1.21,7,0.77,8,0.88,49025
49,26,592,34,5.74,20,3.38,17,2.87,19,3.21,19,3.21,46,7.77,19,3.21,9,1.52,16,2.7,12,2.03,10,1.69,6,1.01,5,0.84,1,0.17,0,0.0,0,0.0,3,0.51,2,0.34,5,0.84,3,0.51,3,0.51,4,0.68,1,0.17,13,2.2,7,1.18,1,0.17,9,1.52,10,1.69,25,4.22,41,6.93,27,4.56,37,6.25,29,4.9,7,1.18,4,0.68,3,0.51,5,0.84,4,0.68,4,0.68,4,0.68,1,0.17,4,0.68,10,1.69,18,3.04,13,2.2,49026
49,27,812,54,6.65,14,1.72,18,2.22,17,2.09,15,1.85,77,9.48,24,2.96,17,2.09,26,3.2,15,1.85,13,1.6,4,0.49,3,0.37,3,0.37,4,0.49,3,0.37,2,0.25,3,0.37,17,2.09,8,0.99,11,1.35,9,1.11,8,0.99,29,3.57,6,0.74,1,0.12,8,0.99,5,0.62,41,5.05,55,6.77,38,4.68,52,6.4,36,4.43,4,0.49,3,0.37,2,0.25,5,0.62,2,0.25,3,0.37,12,1.48,10,1.23,9,1.11,18,2.22,20,2.46,25,3.08,49027
49,28,444,21,4.73,4,0.9,4,0.9,4,0.9,3,0.68,34,7.66,18,4.05,8,1.8,11,2.48,9,2.03,6,1.35,2,0.45,4,0.9,0,0.0,0,0.0,4,0.9,1,0.23,0,0.0,4,0.9,1,0.23,3,0.68,2,0.45,0,0.0,12,2.7,3,0.68,2,0.45,3,0.68,6,1.35,32,7.21,42,9.46,33,7.43,40,9.01,28,6.31,4,0.9,2,0.45,0,0.0,2,0.45,4,0.9,0,0.0,8,1.8,7,1.58,6,1.35,10,2.25,10,2.25,11,2.48,49028
49,29,786,34,4.33,15,1.91,16,2.04,15,1.91,14,1.78,60,7.63,32,4.07,25,3.18,30,3.82,28,3.56,25,3.18,0,0.0,1,0.13,0,0.0,0,0.0,1,0.13,1,0.13,1,0.13,13,1.65,6,0.76,6,0.76,5,0.64,3,0.38,19,2.42,6,0.76,5,0.64,5,0.64,6,0.76,56,7.12,65,8.27,51,6.49,58,7.38,53,6.74,6,0.76,0,0.0,0,0.0,1,0.13,0,0.0,2,0.25,2,0.25,3,0.38,4,0.51,7,0.89,12,1.53,15,1.91,49029
49,30,629,28,4.45,10,1.59,16,2.54,12,1.91,10,1.59,52,8.27,21,3.34,13,2.07,10,1.59,8,1.27,10,1.59,2,0.32,3,0.48,3,0.48,1,0.16,5,0.79,3,0.48,3,0.48,10,1.59,6,0.95,6,0.95,6,0.95,4,0.64,15,2.38,6,0.95,3,0.48,3,0.48,5,0.79,40,6.36,56,8.9,34,5.41,49,7.79,39,6.2,4,0.64,4,0.64,2,0.32,3,0.48,5,0.79,1,0.16,7,1.11,5,0.79,6,0.95,11,1.75,16,2.54,18,2.86,49030
49,31,274,22,8.03,13,4.74,14,5.11,12,4.38,9,3.28,20,7.3,3,1.09,3,1.09,2,0.73,2,0.73,2,0.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.36,4,1.46,2,0.73,2,0.73,3,1.09,1,0.36,13,4.74,2,0.73,2,0.73,2,0.73,2,0.73,15,5.47,26,9.49,16,5.84,22,8.03,14,5.11,1,0.36,0,0.0,0,0.0,1,0.36,0,0.0,0,0.0,0,0.0,0,0.0,1,0.36,1,0.36,3,1.09,9,3.28,49031
49,32,513,31,6.04,14,2.73,16,3.12,13,2.53,12,2.34,37,7.21,21,4.09,11,2.14,13,2.53,15,2.92,11,2.14,1,0.19,4,0.78,1,0.19,0,0.0,1,0.19,2,0.39,1,0.19,11,2.14,6,1.17,6,1.17,8,1.56,6,1.17,13,2.53,2,0.39,0,0.0,2,0.39,2,0.39,27,5.26,39,7.6,28,5.46,35,6.82,27,5.26,4,0.78,0,0.0,1,0.19,3,0.58,5,0.97,2,0.39,5,0.97,6,1.17,3,0.58,7,1.36,5,0.97,14,2.73,49032
49,33,840,18,2.14,11,1.31,15,1.79,12,1.43,11,1.31,33,3.93,21,2.5,13,1.55,19,2.26,15,1.79,16,1.9,0,0.0,1,0.12,0,0.0,1,0.12,1,0.12,0,0.0,0,0.0,8,0.95,6,0.71,8,0.95,5,0.6,6,0.71,10,1.19,4,0.48,2,0.24,2,0.24,7,0.83,85,10.12,92,10.95,88,10.48,87,10.36,88,10.48,2,0.24,1,0.12,2,0.24,2,0.24,4,0.48,2,0.24,5,0.6,4,0.48,4,0.48,6,0.71,8,0.95,13,1.55,49033
49,34,451,27,5.99,5,1.11,6,1.33,5,1.11,5,1.11,42,9.31,7,1.55,5,1.11,9,2.0,10,2.22,6,1.33,3,0.67,1,0.22,0,0.0,1,0.22,3,0.67,2,0.44,2,0.44,6,1.33,5,1.11,8,1.77,5,1.11,4,0.89,22,4.88,4,0.89,4,0.89,2,0.44,4,0.89,26,5.76,44,9.76,22,4.88,38,8.43,22,4.88,2,0.44,2,0.44,2,0.44,1,0.22,1,0.22,0,0.0,5,1.11,1,0.22,2,0.44,13,2.88,9,2.0,18,3.99,49034
49,35,981,29,2.96,17,1.73,21,2.14,14,1.43,11,1.12,66,6.73,22,2.24,21,2.14,22,2.24,23,2.34,23,2.34,2,0.2,5,0.51,4,0.41,1,0.1,1,0.1,1,0.1,4,0.41,12,1.22,8,0.82,10,1.02,10,1.02,6,0.61,22,2.24,10,1.02,4,0.41,8,0.82,16,1.63,79,8.05,88,8.97,80,8.15,90,9.17,73,7.44,5,0.51,1,0.1,1,0.1,1,0.1,6,0.61,2,0.2,5,0.51,6,0.61,8,0.82,14,1.43,14,1.43,19,1.94,49035
49,36,825,38,4.61,20,2.42,21,2.55,21,2.55,16,1.94,59,7.15,29,3.52,23,2.79,23,2.79,21,2.55,21,2.55,2,0.24,3,0.36,2,0.24,0,0.0,2,0.24,1,0.12,1,0.12,16,1.94,11,1.33,5,0.61,6,0.73,9,1.09,16,1.94,7,0.85,4,0.48,5,0.61,4,0.48,58,7.03,63,7.64,58,7.03,58,7.03,54,6.55,3,0.36,4,0.48,2,0.24,4,0.48,2,0.24,2,0.24,8,0.97,4,0.48,5,0.61,7,0.85,13,1.58,11,1.33,49036
49,37,314,7,2.23,4,1.27,7,2.23,5,1.59,4,1.27,15,4.78,8,2.55,4,1.27,5,1.59,6,1.91,5,1.59,2,0.64,2,0.64,0,0.0,1,0.32,0,0.0,2,0.64,2,0.64,5,1.59,0,0.0,1,0.32,1,0.32,2,0.64,2,0.64,3,0.96,0,0.0,2,0.64,3,0.96,32,10.19,34,10.83,31,9.87,32,10.19,34,10.83,0,0.0,0,0.0,0,0.0,1,0.32,2,0.64,3,0.96,1,0.32,1,0.32,1,0.32,1,0.32,0,0.0,2,0.64,49037
49,38,360,22,6.11,8,2.22,5,1.39,4,1.11,5,1.39,32,8.89,7,1.94,5,1.39,4,1.11,5,1.39,4,1.11,2,0.56,3,0.83,0,0.0,2,0.56,1,0.28,5,1.39,0,0.0,5,1.39,2,0.56,6,1.67,2,0.56,2,0.56,14,3.89,1,0.28,0,0.0,2,0.56,7,1.94,22,6.11,34,9.44,21,5.83,33,9.17,23,6.39,2,0.56,0,0.0,0,0.0,1,0.28,1,0.28,1,0.28,2,0.56,1,0.28,0,0.0,5,1.39,12,3.33,16,4.44,49038
49,39,495,27,5.45,12,2.42,13,2.63,12,2.42,9,1.82,38,7.68,11,2.22,5,1.01,13,2.63,12,2.42,10,2.02,1,0.2,3,0.61,2,0.4,0,0.0,1,0.2,2,0.4,2,0.4,6,1.21,5,1.01,7,1.41,4,0.81,4,0.81,14,2.83,4,0.81,2,0.4,3,0.61,2,0.4,31,6.26,42,8.48,32,6.46,40,8.08,32,6.46,3,0.61,1,0.2,3,0.61,2,0.4,1,0.2,1,0.2,6,1.21,2,0.4,3,0.61,7,1.41,8,1.62,11,2.22,49039
49,40,532,21,3.95,4,0.75,4,0.75,5,0.94,2,0.38,39,7.33,14,2.63,9,1.69,11,2.07,10,1.88,9,1.69,2,0.38,2,0.38,3,0.56,2,0.38,2,0.38,3,0.56,0,0.0,9,1.69,5,0.94,5,0.94,5,0.94,4,0.75,18,3.38,3,0.56,2,0.38,2,0.38,5,0.94,43,8.08,50,9.4,38,7.14,45,8.46,37,6.95,9,1.69,5,0.94,3,0.56,3,0.56,6,1.13,2,0.38,5,0.94,4,0.75,4,0.75,3,0.56,8,1.5,21,3.95,49040
49,41,593,14,2.36,4,0.67,5,0.84,5,0.84,3,0.51,40,6.75,15,2.53,10,1.69,12,2.02,13,2.19,9,1.52,2,0.34,2,0.34,3,0.51,1,0.17,3,0.51,1,0.17,4,0.67,12,2.02,10,1.69,15,2.53,11,1.85,12,2.02,17,2.87,6,1.01,4,0.67,4,0.67,3,0.51,44,7.42,58,9.78,46,7.76,53,8.94,47,7.93,5,0.84,2,0.34,2,0.34,4,0.67,1,0.17,3,0.51,1,0.17,3,0.51,1,0.17,4,0.67,8,1.35,11,1.85,49041
49,42,605,34,5.62,15,2.48,16,2.64,19,3.14,14,2.31,49,8.1,26,4.3,17,2.81,15,2.48,20,3.31,14,2.31,1,0.17,3,0.5,1,0.17,1,0.17,2,0.33,3,0.5,4,0.66,5,0.83,7,1.16,4,0.66,3,0.5,5,0.83,13,2.15,5,0.83,1,0.17,3,0.5,4,0.66,40,6.61,43,7.11,36,5.95,42,6.94,36,5.95,5,0.83,4,0.66,1,0.17,4,0.66,3,0.5,0,0.0,3,0.5,5,0.83,3,0.5,8,1.32,8,1.32,9,1.49,49042
49,43,575,28,4.87,9,1.57,13,2.26,12,2.09,10,1.74,44,7.65,20,3.48,9,1.57,18,3.13,12,2.09,14,2.43,0,0.0,2,0.35,1,0.17,1,0.17,1,0.17,3,0.52,2,0.35,9,1.57,3,0.52,3,0.52,5,0.87,3,0.52,11,1.91,4,0.7,2,0.35,4,0.7,3,0.52,37,6.43,40,6.96,34,5.91,41,7.13,36,6.26,4,0.7,3,0.52,3,0.52,2,0.35,6,1.04,3,0.52,6,1.04,8,1.39,8,1.39,13,2.26,17,2.96,18,3.13,49043
49,44,755,24,3.18,13,1.72,13,1.72,12,1.59,11,1.46,41,5.43,20,2.65,11,1.46,15,1.99,12,1.59,8,1.06,0,0.0,0,0.0,1,0.13,0,0.0,1,0.13,1,0.13,3,0.4,10,1.32,3,0.4,6,0.79,3,0.4,2,0.26,15,1.99,1,0.13,0,0.0,2,0.26,0,0.0,72,9.54,87,11.52,75,9.93,84,11.13,74,9.8,6,0.79,0,0.0,2,0.26,8,1.06,6,0.79,1,0.13,4,0.53,2,0.26,2,0.26,9,1.19,4,0.53,12,1.59,49044
50,1,887,16,1.8,6,0.68,8,0.9,9,1.01,6,0.68,15,1.69,18,2.03,14,1.58,11,1.24,21,2.37,13,1.47,1,0.11,1,0.11,1,0.11,0,0.0,1,0.11,1,0.11,4,0.45,13,1.47,9,1.01,9,1.01,8,0.9,8,0.9,3,0.34,12,1.35,3,0.34,4,0.45,6,0.68,74,8.34,76,8.57,69,7.78,83,9.36,69,7.78,34,3.83,19,2.14,22,2.48,48,5.41,43,4.85,22,2.48,2,0.23,2,0.23,3,0.34,3,0.34,6,0.68,9,1.01,50001
50,2,750,13,1.73,12,1.6,10,1.33,9,1.2,12,1.6,13,1.73,11,1.47,10,1.33,10,1.33,17,2.27,8,1.07,0,0.0,0,0.0,1,0.13,0,0.0,0,0.0,1,0.13,2,0.27,7,0.93,7,0.93,7,0.93,5,0.67,4,0.53,3,0.4,8,1.07,2,0.27,4,0.53,0,0.0,61,8.13,68,9.07,64,8.53,61,8.13,64,8.53,27,3.6,20,2.67,20,2.67,39,5.2,36,4.8,22,2.93,1,0.13,1,0.13,1,0.13,2,0.27,7,0.93,2,0.27,50002
50,3,805,10,1.24,5,0.62,5,0.62,9,1.12,7,0.87,22,2.73,11,1.37,7,0.87,17,2.11,23,2.86,9,1.12,0,0.0,0,0.0,1,0.12,1,0.12,0,0.0,1,0.12,1,0.12,7,0.87,4,0.5,5,0.62,5,0.62,4,0.5,3,0.37,11,1.37,1,0.12,13,1.61,3,0.37,57,7.08,66,8.2,54,6.71,63,7.83,59,7.33,43,5.34,18,2.24,19,2.36,64,7.95,52,6.46,28,3.48,5,0.62,3,0.37,2,0.25,4,0.5,9,1.12,5,0.62,50003
50,4,668,12,1.8,4,0.6,7,1.05,6,0.9,5,0.75,22,3.29,15,2.25,9,1.35,8,1.2,20,2.99,9,1.35,1,0.15,1,0.15,1,0.15,1,0.15,1,0.15,1,0.15,2,0.3,6,0.9,6,0.9,12,1.8,9,1.35,8,1.2,5,0.75,8,1.2,0,0.0,6,0.9,3,0.45,63,9.43,72,10.78,65,9.73,62,9.28,64,9.58,14,2.1,3,0.45,3,0.45,23,3.44,20,2.99,9,1.35,0,0.0,0,0.0,0,0.0,1,0.15,5,0.75,6,0.9,50004
50,5,661,17,2.57,9,1.36,13,1.97,12,1.82,9,1.36,14,2.12,9,1.36,8,1.21,10,1.51,22,3.33,8,1.21,3,0.45,2,0.3,3,0.45,2,0.3,2,0.3,3,0.45,1,0.15,8,1.21,6,0.91,3,0.45,3,0.45,4,0.61,3,0.45,18,2.72,3,0.45,13,1.97,5,0.76,43,6.51,47,7.11,44,6.66,44,6.66,39,5.9,30,4.54,15,2.27,13,1.97,44,6.66,39,5.9,20,3.03,0,0.0,0,0.0,0,0.0,1,0.15,4,0.61,3,0.45,50005
50,6,459,6,1.31,6,1.31,6,1.31,8,1.74,3,0.65,14,3.05,18,3.92,11,2.4,14,3.05,14,3.05,10,2.18,3,0.65,2,0.44,3,0.65,0,0.0,1,0.22,3,0.65,1,0.22,10,2.18,7,1.53,9,1.96,10,2.18,5,1.09,6,1.31,7,1.53,7,1.53,7,1.53,11,2.4,37,8.06,35,7.63,31,6.75,31,6.75,36,7.84,2,0.44,0,0.0,0,0.0,4,0.87,8,1.74,0,0.0,1,0.22,1,0.22,2,0.44,2,0.44,12,2.61,2,0.44,50006
50,7,1115,19,1.7,15,1.35,17,1.52,16,1.43,15,1.35,34,3.05,24,2.15,16,1.43,14,1.26,22,1.97,10,0.9,0,0.0,2,0.18,0,0.0,0,0.0,2,0.18,0,0.0,3,0.27,14,1.26,15,1.35,14,1.26,15,1.35,11,0.99,16,1.43,9,0.81,5,0.45,7,0.63,5,0.45,114,10.22,114,10.22,107,9.6,108,9.69,113,10.13,22,1.97,7,0.63,4,0.36,16,1.43,17,1.52,7,0.63,5,0.45,3,0.27,4,0.36,7,0.63,3,0.27,4,0.36,50007
50,8,427,17,3.98,7,1.64,8,1.87,11,2.58,6,1.41,19,4.45,18,4.22,7,1.64,9,2.11,9,2.11,8,1.87,2,0.47,3,0.7,4,0.94,6,1.41,5,1.17,3,0.7,1,0.23,4,0.94,1,0.23,4,0.94,2,0.47,1,0.23,3,0.7,6,1.41,1,0.23,3,0.7,5,1.17,29,6.79,32,7.49,26,6.09,28,6.56,29,6.79,6,1.41,5,1.17,2,0.47,10,2.34,17,3.98,2,0.47,6,1.41,2,0.47,1,0.23,5,1.17,15,3.51,1,0.23,50008
50,9,594,14,2.36,9,1.52,11,1.85,11,1.85,10,1.68,15,2.53,12,2.02,6,1.01,15,2.53,11,1.85,7,1.18,0,0.0,0,0.0,1,0.17,0,0.0,3,0.51,3,0.51,3,0.51,7,1.18,5,0.84,8,1.35,5,0.84,7,1.18,5,0.84,6,1.01,0,0.0,3,0.51,2,0.34,52,8.75,55,9.26,57,9.6,53,8.92,55,9.26,7,1.18,5,0.84,3,0.51,14,2.36,11,1.85,5,0.84,3,0.51,3,0.51,1,0.17,3,0.51,7,1.18,7,1.18,50009
50,10,619,4,0.65,6,0.97,5,0.81,8,1.29,6,0.97,12,1.94,8,1.29,6,0.97,7,1.13,12,1.94,5,0.81,2,0.32,2,0.32,1,0.16,0,0.0,0,0.0,1,0.16,6,0.97,8,1.29,4,0.65,5,0.81,6,0.97,3,0.48,6,0.97,10,1.62,3,0.48,10,1.62,4,0.65,48,7.75,54,8.72,45,7.27,52,8.4,48,7.75,30,4.85,13,2.1,15,2.42,38,6.14,30,4.85,18,2.91,0,0.0,2,0.32,0,0.0,0,0.0,7,1.13,4,0.65,50010
