ward,precinct,total,Robert Shaw,Robert Shaw Percent,"Larry R. Rogers, Jr.","Larry R. Rogers, Jr. Percent",precinct_id
3,11,91,55,60.44,36,39.56,03011
3,12,188,120,63.83,68,36.17,03012
3,14,76,41,53.95,35,46.05,03014
3,15,168,99,58.93,69,41.07,03015
3,16,319,194,60.82,125,39.18,03016
3,17,127,82,64.57,45,35.43,03017
3,18,120,78,65.0,42,35.0,03018
3,19,22,13,59.09,9,40.91,03019
3,20,9,4,44.44,5,55.56,03020
3,21,104,61,58.65,43,41.35,03021
3,22,114,66,57.89,48,42.11,03022
3,23,25,15,60.0,10,40.0,03023
3,24,130,91,70.0,39,30.0,03024
3,25,21,15,71.43,6,28.57,03025
3,26,123,68,55.28,55,44.72,03026
3,27,6,4,66.67,2,33.33,03027
3,28,75,49,65.33,26,34.67,03028
3,30,137,74,54.01,63,45.99,03030
3,31,249,154,61.85,95,38.15,03031
3,32,115,62,53.91,53,46.09,03032
3,33,210,120,57.14,90,42.86,03033
3,34,120,66,55.0,54,45.0,03034
3,35,137,72,52.55,65,47.45,03035
3,36,85,48,56.47,37,43.53,03036
3,37,84,54,64.29,30,35.71,03037
3,38,40,24,60.0,16,40.0,03038
3,39,290,127,43.79,163,56.21,03039
3,40,151,88,58.28,63,41.72,03040
3,41,176,104,59.09,72,40.91,03041
3,42,123,82,66.67,41,33.33,03042
3,44,73,41,56.16,32,43.84,03044
3,45,58,39,67.24,19,32.76,03045
3,46,175,88,50.29,87,49.71,03046
3,47,114,72,63.16,42,36.84,03047
3,48,131,87,66.41,44,33.59,03048
3,49,36,27,75.0,9,25.0,03049
3,50,158,114,72.15,44,27.85,03050
3,51,27,13,48.15,14,51.85,03051
3,52,66,41,62.12,25,37.88,03052
3,53,133,55,41.35,78,58.65,03053
3,55,111,66,59.46,45,40.54,03055
3,56,135,67,49.63,68,50.37,03056
3,57,198,117,59.09,81,40.91,03057
3,58,52,31,59.62,21,40.38,03058
3,59,71,40,56.34,31,43.66,03059
3,60,146,89,60.96,57,39.04,03060
3,61,116,53,45.69,63,54.31,03061
3,62,90,54,60.0,36,40.0,03062
4,1,185,75,40.54,110,59.46,04001
4,2,278,103,37.05,175,62.95,04002
4,3,269,130,48.33,139,51.67,04003
4,4,256,135,52.73,121,47.27,04004
4,5,248,120,48.39,128,51.61,04005
4,6,108,31,28.7,77,71.3,04006
4,7,153,76,49.67,77,50.33,04007
4,8,218,119,54.59,99,45.41,04008
4,9,450,159,35.33,291,64.67,04009
4,10,244,105,43.03,139,56.97,04010
4,11,230,129,56.09,101,43.91,04011
4,12,123,53,43.09,70,56.91,04012
4,13,204,53,25.98,151,74.02,04013
4,14,124,63,50.81,61,49.19,04014
4,15,126,51,40.48,75,59.52,04015
4,16,296,147,49.66,149,50.34,04016
4,17,233,77,33.05,156,66.95,04017
4,18,222,132,59.46,90,40.54,04018
4,19,249,130,52.21,119,47.79,04019
4,20,63,44,69.84,19,30.16,04020
4,21,274,98,35.77,176,64.23,04021
4,22,290,121,41.72,169,58.28,04022
4,23,159,54,33.96,105,66.04,04023
4,24,285,139,48.77,146,51.23,04024
4,25,233,87,37.34,146,62.66,04025
4,26,224,105,46.88,119,53.13,04026
4,27,270,102,37.78,168,62.22,04027
4,28,140,64,45.71,76,54.29,04028
4,29,174,67,38.51,107,61.49,04029
4,30,60,41,68.33,19,31.67,04030
4,31,50,31,62.0,19,38.0,04031
4,32,236,79,33.47,157,66.53,04032
4,33,87,55,63.22,32,36.78,04033
4,34,155,61,39.35,94,60.65,04034
4,35,118,65,55.08,53,44.92,04035
4,36,103,46,44.66,57,55.34,04036
4,37,97,60,61.86,37,38.14,04037
4,38,323,139,43.03,184,56.97,04038
4,39,97,51,52.58,46,47.42,04039
4,40,190,93,48.95,97,51.05,04040
4,41,98,44,44.9,54,55.1,04041
4,42,250,86,34.4,164,65.6,04042
4,43,133,60,45.11,73,54.89,04043
4,44,140,59,42.14,81,57.86,04044
4,45,398,139,34.92,259,65.08,04045
4,46,211,74,35.07,137,64.93,04046
4,47,300,145,48.33,155,51.67,04047
4,48,310,106,34.19,204,65.81,04048
4,49,94,60,63.83,34,36.17,04049
4,50,183,89,48.63,94,51.37,04050
4,51,261,89,34.1,172,65.9,04051
4,52,39,22,56.41,17,43.59,04052
4,53,209,76,36.36,133,63.64,04053
4,54,98,57,58.16,41,41.84,04054
4,55,129,71,55.04,58,44.96,04055
4,56,253,145,57.31,108,42.69,04056
4,57,122,42,34.43,80,65.57,04057
5,1,197,84,42.64,113,57.36,05001
5,2,200,107,53.5,93,46.5,05002
5,3,113,42,37.17,71,62.83,05003
5,4,176,76,43.18,100,56.82,05004
5,5,169,93,55.03,76,44.97,05005
5,6,240,97,40.42,143,59.58,05006
5,7,261,118,45.21,143,54.79,05007
5,8,207,52,25.12,155,74.88,05008
5,9,208,100,48.08,108,51.92,05009
5,10,220,116,52.73,104,47.27,05010
5,11,210,71,33.81,139,66.19,05011
5,12,143,74,51.75,69,48.25,05012
5,13,182,87,47.8,95,52.2,05013
5,14,280,96,34.29,184,65.71,05014
5,15,184,66,35.87,118,64.13,05015
5,16,162,79,48.77,83,51.23,05016
5,17,235,98,41.7,137,58.3,05017
5,18,252,133,52.78,119,47.22,05018
5,19,97,42,43.3,55,56.7,05019
5,20,85,42,49.41,43,50.59,05020
5,21,252,106,42.06,146,57.94,05021
5,22,217,99,45.62,118,54.38,05022
5,23,161,83,51.55,78,48.45,05023
5,24,185,49,26.49,136,73.51,05024
5,25,197,81,41.12,116,58.88,05025
5,26,217,88,40.55,129,59.45,05026
5,27,171,55,32.16,116,67.84,05027
5,28,236,84,35.59,152,64.41,05028
5,29,243,79,32.51,164,67.49,05029
5,30,100,26,26.0,74,74.0,05030
5,31,193,79,40.93,114,59.07,05031
5,32,318,102,32.08,216,67.92,05032
5,33,148,66,44.59,82,55.41,05033
5,34,208,91,43.75,117,56.25,05034
5,35,156,34,21.79,122,78.21,05035
5,36,132,68,51.52,64,48.48,05036
5,37,151,39,25.83,112,74.17,05037
5,38,195,58,29.74,137,70.26,05038
5,39,156,54,34.62,102,65.38,05039
5,40,226,125,55.31,101,44.69,05040
5,41,131,44,33.59,87,66.41,05041
5,42,230,113,49.13,117,50.87,05042
5,43,278,84,30.22,194,69.78,05043
5,44,258,106,41.09,152,58.91,05044
5,45,127,55,43.31,72,56.69,05045
5,46,213,82,38.5,131,61.5,05046
5,47,154,72,46.75,82,53.25,05047
5,48,154,48,31.17,106,68.83,05048
5,49,50,21,42.0,29,58.0,05049
5,50,202,93,46.04,109,53.96,05050
5,51,153,92,60.13,61,39.87,05051
5,52,46,19,41.3,27,58.7,05052
5,53,241,73,30.29,168,69.71,05053
5,54,321,143,44.55,178,55.45,05054
5,55,174,75,43.1,99,56.9,05055
6,1,310,123,39.68,187,60.32,06001
6,2,285,115,40.35,170,59.65,06002
6,3,264,121,45.83,143,54.17,06003
6,4,139,78,56.12,61,43.88,06004
6,5,102,62,60.78,40,39.22,06005
6,6,220,106,48.18,114,51.82,06006
6,7,265,133,50.19,132,49.81,06007
6,8,229,81,35.37,148,64.63,06008
6,9,169,74,43.79,95,56.21,06009
6,10,300,113,37.67,187,62.33,06010
6,11,252,124,49.21,128,50.79,06011
6,12,162,89,54.94,73,45.06,06012
6,13,207,78,37.68,129,62.32,06013
6,14,233,114,48.93,119,51.07,06014
6,15,182,98,53.85,84,46.15,06015
6,16,268,109,40.67,159,59.33,06016
6,17,298,128,42.95,170,57.05,06017
6,18,57,42,73.68,15,26.32,06018
6,19,273,123,45.05,150,54.95,06019
6,20,212,117,55.19,95,44.81,06020
6,21,246,79,32.11,167,67.89,06021
6,22,220,102,46.36,118,53.64,06022
6,23,195,95,48.72,100,51.28,06023
6,24,248,110,44.35,138,55.65,06024
6,25,170,92,54.12,78,45.88,06025
6,26,252,92,36.51,160,63.49,06026
6,27,338,131,38.76,207,61.24,06027
6,28,414,133,32.13,281,67.87,06028
6,29,291,119,40.89,172,59.11,06029
6,30,195,107,54.87,88,45.13,06030
6,31,303,133,43.89,170,56.11,06031
6,32,286,158,55.24,128,44.76,06032
6,33,285,136,47.72,149,52.28,06033
6,34,215,88,40.93,127,59.07,06034
6,35,302,145,48.01,157,51.99,06035
6,36,46,25,54.35,21,45.65,06036
6,37,296,119,40.2,177,59.8,06037
6,38,280,135,48.21,145,51.79,06038
6,39,215,119,55.35,96,44.65,06039
6,40,141,86,60.99,55,39.01,06040
6,41,230,79,34.35,151,65.65,06041
6,42,114,69,60.53,45,39.47,06042
6,43,251,126,50.2,125,49.8,06043
6,44,246,105,42.68,141,57.32,06044
6,45,162,87,53.7,75,46.3,06045
6,46,215,86,40.0,129,60.0,06046
6,47,255,111,43.53,144,56.47,06047
6,48,276,130,47.1,146,52.9,06048
6,49,252,128,50.79,124,49.21,06049
6,50,260,106,40.77,154,59.23,06050
6,51,192,69,35.94,123,64.06,06051
6,52,179,83,46.37,96,53.63,06052
6,53,223,111,49.78,112,50.22,06053
6,54,213,84,39.44,129,60.56,06054
6,55,188,90,47.87,98,52.13,06055
6,56,163,84,51.53,79,48.47,06056
6,57,134,55,41.04,79,58.96,06057
6,58,273,101,37.0,172,63.0,06058
6,59,238,98,41.18,140,58.82,06059
6,60,154,71,46.1,83,53.9,06060
6,61,143,71,49.65,72,50.35,06061
6,62,80,36,45.0,44,55.0,06062
6,63,212,90,42.45,122,57.55,06063
6,64,293,121,41.3,172,58.7,06064
6,65,72,51,70.83,21,29.17,06065
6,66,201,107,53.23,94,46.77,06066
7,1,255,103,40.39,152,59.61,07001
7,2,260,126,48.46,134,51.54,07002
7,3,146,77,52.74,69,47.26,07003
7,4,162,105,64.81,57,35.19,07004
7,5,151,83,54.97,68,45.03,07005
7,6,164,83,50.61,81,49.39,07006
7,7,119,66,55.46,53,44.54,07007
7,8,62,35,56.45,27,43.55,07008
7,9,204,88,43.14,116,56.86,07009
7,10,136,73,53.68,63,46.32,07010
7,11,207,75,36.23,132,63.77,07011
7,12,140,77,55.0,63,45.0,07012
7,13,153,75,49.02,78,50.98,07013
7,14,214,97,45.33,117,54.67,07014
7,15,118,73,61.86,45,38.14,07015
7,16,143,74,51.75,69,48.25,07016
7,17,127,66,51.97,61,48.03,07017
7,18,127,52,40.94,75,59.06,07018
7,19,314,167,53.18,147,46.82,07019
7,20,88,45,51.14,43,48.86,07020
7,21,199,105,52.76,94,47.24,07021
7,22,151,98,64.9,53,35.1,07022
7,23,131,62,47.33,69,52.67,07023
7,24,177,82,46.33,95,53.67,07024
7,25,223,105,47.09,118,52.91,07025
7,26,265,127,47.92,138,52.08,07026
7,27,303,115,37.95,188,62.05,07027
7,28,187,90,48.13,97,51.87,07028
7,29,129,47,36.43,82,63.57,07029
7,30,245,87,35.51,158,64.49,07030
7,31,206,72,34.95,134,65.05,07031
7,32,145,80,55.17,65,44.83,07032
7,33,145,51,35.17,94,64.83,07033
7,34,191,93,48.69,98,51.31,07034
7,35,103,44,42.72,59,57.28,07035
7,36,243,112,46.09,131,53.91,07036
7,37,97,47,48.45,50,51.55,07037
7,38,146,61,41.78,85,58.22,07038
7,39,163,102,62.58,61,37.42,07039
7,40,170,83,48.82,87,51.18,07040
7,41,153,66,43.14,87,56.86,07041
7,42,261,128,49.04,133,50.96,07042
7,43,219,104,47.49,115,52.51,07043
7,44,256,129,50.39,127,49.61,07044
7,45,313,141,45.05,172,54.95,07045
7,46,78,29,37.18,49,62.82,07046
7,47,157,71,45.22,86,54.78,07047
7,48,79,45,56.96,34,43.04,07048
7,49,124,50,40.32,74,59.68,07049
7,50,155,65,41.94,90,58.06,07050
7,51,164,55,33.54,109,66.46,07051
7,52,176,78,44.32,98,55.68,07052
7,53,175,80,45.71,95,54.29,07053
7,54,71,44,61.97,27,38.03,07054
7,55,173,75,43.35,98,56.65,07055
7,56,150,65,43.33,85,56.67,07056
7,57,162,56,34.57,106,65.43,07057
7,58,256,113,44.14,143,55.86,07058
7,59,93,50,53.76,43,46.24,07059
7,60,145,60,41.38,85,58.62,07060
7,61,180,83,46.11,97,53.89,07061
7,62,189,88,46.56,101,53.44,07062
7,63,162,79,48.77,83,51.23,07063
7,64,165,69,41.82,96,58.18,07064
7,65,149,75,50.34,74,49.66,07065
8,1,272,105,38.6,167,61.4,08001
8,2,142,72,50.7,70,49.3,08002
8,3,330,137,41.52,193,58.48,08003
8,4,245,83,33.88,162,66.12,08004
8,5,305,110,36.07,195,63.93,08005
8,6,283,146,51.59,137,48.41,08006
8,7,183,72,39.34,111,60.66,08007
8,8,295,109,36.95,186,63.05,08008
8,9,306,112,36.6,194,63.4,08009
8,10,340,136,40.0,204,60.0,08010
8,11,220,93,42.27,127,57.73,08011
8,12,201,82,40.8,119,59.2,08012
8,13,189,87,46.03,102,53.97,08013
8,14,174,98,56.32,76,43.68,08014
8,15,211,95,45.02,116,54.98,08015
8,16,266,97,36.47,169,63.53,08016
8,17,210,76,36.19,134,63.81,08017
8,18,129,70,54.26,59,45.74,08018
8,19,287,119,41.46,168,58.54,08019
8,20,188,75,39.89,113,60.11,08020
8,21,190,95,50.0,95,50.0,08021
8,22,208,96,46.15,112,53.85,08022
8,23,197,85,43.15,112,56.85,08023
8,24,251,107,42.63,144,57.37,08024
8,25,236,100,42.37,136,57.63,08025
8,26,171,79,46.2,92,53.8,08026
8,27,265,117,44.15,148,55.85,08027
8,28,214,95,44.39,119,55.61,08028
8,29,249,122,49.0,127,51.0,08029
8,30,194,77,39.69,117,60.31,08030
8,31,157,78,49.68,79,50.32,08031
8,32,390,132,33.85,258,66.15,08032
8,33,235,114,48.51,121,51.49,08033
8,34,253,128,50.59,125,49.41,08034
8,35,285,125,43.86,160,56.14,08035
8,36,219,118,53.88,101,46.12,08036
8,37,265,135,50.94,130,49.06,08037
8,38,224,122,54.46,102,45.54,08038
8,39,279,107,38.35,172,61.65,08039
8,40,236,105,44.49,131,55.51,08040
8,41,226,91,40.27,135,59.73,08041
8,42,256,119,46.48,137,53.52,08042
8,43,215,117,54.42,98,45.58,08043
8,44,187,75,40.11,112,59.89,08044
8,45,171,77,45.03,94,54.97,08045
8,46,184,92,50.0,92,50.0,08046
8,47,247,123,49.8,124,50.2,08047
8,48,193,81,41.97,112,58.03,08048
8,49,273,134,49.08,139,50.92,08049
8,50,243,105,43.21,138,56.79,08050
8,51,296,106,35.81,190,64.19,08051
8,52,263,117,44.49,146,55.51,08052
8,53,295,116,39.32,179,60.68,08053
8,54,233,119,51.07,114,48.93,08054
8,55,242,128,52.89,114,47.11,08055
8,56,260,141,54.23,119,45.77,08056
8,57,220,87,39.55,133,60.45,08057
8,58,278,106,38.13,172,61.87,08058
8,59,135,72,53.33,63,46.67,08059
8,60,201,86,42.79,115,57.21,08060
8,61,178,70,39.33,108,60.67,08061
8,62,222,73,32.88,149,67.12,08062
8,63,280,125,44.64,155,55.36,08063
8,64,202,102,50.5,100,49.5,08064
8,65,160,72,45.0,88,55.0,08065
8,66,310,129,41.61,181,58.39,08066
8,67,113,53,46.9,60,53.1,08067
8,68,135,73,54.07,62,45.93,08068
8,69,138,72,52.17,66,47.83,08069
8,70,266,131,49.25,135,50.75,08070
9,1,275,128,46.55,147,53.45,09001
9,2,243,110,45.27,133,54.73,09002
9,3,155,90,58.06,65,41.94,09003
9,4,288,153,53.13,135,46.88,09004
9,5,213,102,47.89,111,52.11,09005
9,6,241,93,38.59,148,61.41,09006
9,7,225,108,48.0,117,52.0,09007
9,8,176,66,37.5,110,62.5,09008
9,9,270,130,48.15,140,51.85,09009
9,10,214,77,35.98,137,64.02,09010
9,11,122,78,63.93,44,36.07,09011
9,12,233,78,33.48,155,66.52,09012
9,13,322,121,37.58,201,62.42,09013
9,14,344,126,36.63,218,63.37,09014
9,15,104,53,50.96,51,49.04,09015
9,16,227,107,47.14,120,52.86,09016
9,17,198,106,53.54,92,46.46,09017
9,18,256,151,58.98,105,41.02,09018
9,19,285,127,44.56,158,55.44,09019
9,20,270,129,47.78,141,52.22,09020
9,21,178,66,37.08,112,62.92,09021
9,22,261,111,42.53,150,57.47,09022
9,23,178,95,53.37,83,46.63,09023
9,24,126,81,64.29,45,35.71,09024
9,25,95,43,45.26,52,54.74,09025
9,26,153,83,54.25,70,45.75,09026
9,27,130,46,35.38,84,64.62,09027
9,28,136,68,50.0,68,50.0,09028
9,29,183,87,47.54,96,52.46,09029
9,30,188,88,46.81,100,53.19,09030
9,31,196,92,46.94,104,53.06,09031
9,32,244,101,41.39,143,58.61,09032
9,33,158,58,36.71,100,63.29,09033
9,34,189,90,47.62,99,52.38,09034
9,35,251,112,44.62,139,55.38,09035
9,36,102,44,43.14,58,56.86,09036
9,37,142,49,34.51,93,65.49,09037
9,38,225,93,41.33,132,58.67,09038
9,39,218,98,44.95,120,55.05,09039
9,40,276,126,45.65,150,54.35,09040
9,41,312,163,52.24,149,47.76,09041
9,42,149,109,73.15,40,26.85,09042
9,43,151,78,51.66,73,48.34,09043
9,44,165,80,48.48,85,51.52,09044
9,45,233,122,52.36,111,47.64,09045
9,46,193,99,51.3,94,48.7,09046
9,47,143,64,44.76,79,55.24,09047
9,48,259,115,44.4,144,55.6,09048
9,49,83,35,42.17,48,57.83,09049
9,50,93,46,49.46,47,50.54,09050
9,51,161,66,40.99,95,59.01,09051
9,52,270,103,38.15,167,61.85,09052
9,53,183,101,55.19,82,44.81,09053
9,54,193,82,42.49,111,57.51,09054
9,55,124,64,51.61,60,48.39,09055
9,56,138,65,47.1,73,52.9,09056
9,57,125,41,32.8,84,67.2,09057
9,58,183,74,40.44,109,59.56,09058
10,1,131,62,47.33,69,52.67,10001
10,2,105,57,54.29,48,45.71,10002
10,3,172,96,55.81,76,44.19,10003
10,4,120,77,64.17,43,35.83,10004
10,5,131,72,54.96,59,45.04,10005
10,6,168,85,50.6,83,49.4,10006
10,7,27,14,51.85,13,48.15,10007
10,8,125,70,56.0,55,44.0,10008
10,9,165,99,60.0,66,40.0,10009
10,10,137,78,56.93,59,43.07,10010
10,11,124,74,59.68,50,40.32,10011
10,12,94,44,46.81,50,53.19,10012
10,13,120,61,50.83,59,49.17,10013
10,14,151,76,50.33,75,49.67,10014
10,15,58,24,41.38,34,58.62,10015
10,16,136,71,52.21,65,47.79,10016
10,17,100,65,65.0,35,35.0,10017
10,18,109,62,56.88,47,43.12,10018
10,19,143,82,57.34,61,42.66,10019
10,20,108,50,46.3,58,53.7,10020
10,21,97,39,40.21,58,59.79,10021
10,22,33,18,54.55,15,45.45,10022
10,23,95,58,61.05,37,38.95,10023
10,24,113,44,38.94,69,61.06,10024
10,25,166,92,55.42,74,44.58,10025
10,26,96,54,56.25,42,43.75,10026
10,27,157,74,47.13,83,52.87,10027
10,28,154,79,51.3,75,48.7,10028
10,29,144,61,42.36,83,57.64,10029
10,30,141,79,56.03,62,43.97,10030
10,31,132,77,58.33,55,41.67,10031
10,32,138,70,50.72,68,49.28,10032
10,33,105,45,42.86,60,57.14,10033
10,34,126,56,44.44,70,55.56,10034
10,35,128,67,52.34,61,47.66,10035
10,36,158,75,47.47,83,52.53,10036
10,37,103,59,57.28,44,42.72,10037
10,38,168,76,45.24,92,54.76,10038
10,39,127,71,55.91,56,44.09,10039
10,40,129,85,65.89,44,34.11,10040
10,41,138,76,55.07,62,44.93,10041
10,42,126,68,53.97,58,46.03,10042
10,43,53,28,52.83,25,47.17,10043
10,44,98,43,43.88,55,56.12,10044
10,45,79,41,51.9,38,48.1,10045
10,46,117,57,48.72,60,51.28,10046
10,47,123,73,59.35,50,40.65,10047
10,48,107,58,54.21,49,45.79,10048
10,49,102,53,51.96,49,48.04,10049
12,9,29,13,44.83,16,55.17,12009
13,2,171,123,71.93,48,28.07,13002
13,4,277,196,70.76,81,29.24,13004
13,5,151,105,69.54,46,30.46,13005
13,6,170,116,68.24,54,31.76,13006
13,9,185,131,70.81,54,29.19,13009
13,10,183,133,72.68,50,27.32,13010
13,11,203,166,81.77,37,18.23,13011
13,13,244,205,84.02,39,15.98,13013
13,19,204,156,76.47,48,23.53,13019
13,22,246,207,84.15,39,15.85,13022
13,26,129,93,72.09,36,27.91,13026
13,27,228,160,70.18,68,29.82,13027
13,28,164,116,70.73,48,29.27,13028
13,29,195,131,67.18,64,32.82,13029
13,30,151,103,68.21,48,31.79,13030
13,31,10,8,80.0,2,20.0,13031
13,32,224,95,42.41,129,57.59,13032
13,35,245,201,82.04,44,17.96,13035
13,36,116,89,76.72,27,23.28,13036
13,37,138,101,73.19,37,26.81,13037
13,38,238,165,69.33,73,30.67,13038
13,39,177,135,76.27,42,23.73,13039
13,40,119,96,80.67,23,19.33,13040
13,41,196,152,77.55,44,22.45,13041
13,42,258,192,74.42,66,25.58,13042
13,43,181,143,79.01,38,20.99,13043
13,44,331,298,90.03,33,9.97,13044
13,45,328,266,81.1,62,18.9,13045
13,46,191,149,78.01,42,21.99,13046
13,47,175,140,80.0,35,20.0,13047
13,48,228,187,82.02,41,17.98,13048
13,49,159,140,88.05,19,11.95,13049
13,50,268,240,89.55,28,10.45,13050
13,51,163,131,80.37,32,19.63,13051
13,53,235,150,63.83,85,36.17,13053
13,54,203,164,80.79,39,19.21,13054
14,2,104,56,53.85,48,46.15,14002
14,25,104,55,52.88,49,47.12,14025
15,2,135,73,54.07,62,45.93,15002
15,3,139,62,44.6,77,55.4,15003
15,4,96,59,61.46,37,38.54,15004
15,5,126,69,54.76,57,45.24,15005
15,6,128,74,57.81,54,42.19,15006
15,7,131,67,51.15,64,48.85,15007
15,8,175,106,60.57,69,39.43,15008
15,9,148,86,58.11,62,41.89,15009
15,11,163,85,52.15,78,47.85,15011
15,12,112,55,49.11,57,50.89,15012
15,17,127,65,51.18,62,48.82,15017
15,18,105,64,60.95,41,39.05,15018
15,19,143,81,56.64,62,43.36,15019
15,20,138,65,47.1,73,52.9,15020
15,21,138,92,66.67,46,33.33,15021
15,23,113,54,47.79,59,52.21,15023
15,26,120,62,51.67,58,48.33,15026
15,27,101,64,63.37,37,36.63,15027
15,31,106,64,60.38,42,39.62,15031
15,33,98,48,48.98,50,51.02,15033
15,34,97,52,53.61,45,46.39,15034
15,35,127,66,51.97,61,48.03,15035
15,36,106,63,59.43,43,40.57,15036
15,37,121,51,42.15,70,57.85,15037
15,39,144,85,59.03,59,40.97,15039
15,40,138,73,52.9,65,47.1,15040
15,41,190,99,52.11,91,47.89,15041
15,42,86,53,61.63,33,38.37,15042
15,43,116,51,43.97,65,56.03,15043
15,44,136,78,57.35,58,42.65,15044
15,46,131,72,54.96,59,45.04,15046
15,47,160,101,63.13,59,36.88,15047
15,51,101,61,60.4,40,39.6,15051
15,52,80,48,60.0,32,40.0,15052
16,1,67,39,58.21,28,41.79,16001
16,2,104,48,46.15,56,53.85,16002
16,3,130,79,60.77,51,39.23,16003
16,4,109,57,52.29,52,47.71,16004
16,5,163,99,60.74,64,39.26,16005
16,6,43,23,53.49,20,46.51,16006
16,7,90,42,46.67,48,53.33,16007
16,8,103,66,64.08,37,35.92,16008
16,9,194,106,54.64,88,45.36,16009
16,10,106,56,52.83,50,47.17,16010
16,11,127,70,55.12,57,44.88,16011
16,12,95,50,52.63,45,47.37,16012
16,13,94,44,46.81,50,53.19,16013
16,14,140,75,53.57,65,46.43,16014
16,15,159,85,53.46,74,46.54,16015
16,16,133,68,51.13,65,48.87,16016
16,18,118,67,56.78,51,43.22,16018
16,19,98,52,53.06,46,46.94,16019
16,20,155,91,58.71,64,41.29,16020
16,21,91,42,46.15,49,53.85,16021
16,22,122,68,55.74,54,44.26,16022
16,23,99,52,52.53,47,47.47,16023
16,24,65,34,52.31,31,47.69,16024
16,25,113,75,66.37,38,33.63,16025
16,26,151,60,39.74,91,60.26,16026
16,27,153,85,55.56,68,44.44,16027
16,28,177,93,52.54,84,47.46,16028
16,29,70,33,47.14,37,52.86,16029
16,30,81,32,39.51,49,60.49,16030
16,31,159,81,50.94,78,49.06,16031
16,33,126,69,54.76,57,45.24,16033
16,34,129,80,62.02,49,37.98,16034
16,36,133,71,53.38,62,46.62,16036
16,37,102,63,61.76,39,38.24,16037
16,38,153,90,58.82,63,41.18,16038
16,40,169,96,56.8,73,43.2,16040
16,41,68,45,66.18,23,33.82,16041
16,42,28,17,60.71,11,39.29,16042
16,43,149,93,62.42,56,37.58,16043
16,44,0,0,0.0,0,0.0,16044
16,45,91,48,52.75,43,47.25,16045
16,46,33,18,54.55,15,45.45,16046
16,47,51,30,58.82,21,41.18,16047
17,1,137,86,62.77,51,37.23,17001
17,2,155,78,50.32,77,49.68,17002
17,3,125,71,56.8,54,43.2,17003
17,4,263,114,43.35,149,56.65,17004
17,5,155,78,50.32,77,49.68,17005
17,6,134,88,65.67,46,34.33,17006
17,7,222,88,39.64,134,60.36,17007
17,8,140,93,66.43,47,33.57,17008
17,9,118,68,57.63,50,42.37,17009
17,10,187,99,52.94,88,47.06,17010
17,11,199,103,51.76,96,48.24,17011
17,12,220,108,49.09,112,50.91,17012
17,13,139,80,57.55,59,42.45,17013
17,14,148,98,66.22,50,33.78,17014
17,15,133,63,47.37,70,52.63,17015
17,16,157,86,54.78,71,45.22,17016
17,17,119,67,56.3,52,43.7,17017
17,18,180,76,42.22,104,57.78,17018
17,19,63,38,60.32,25,39.68,17019
17,20,180,88,48.89,92,51.11,17020
17,21,286,116,40.56,170,59.44,17021
17,22,168,75,44.64,93,55.36,17022
17,23,127,79,62.2,48,37.8,17023
17,24,161,76,47.2,85,52.8,17024
