ward,precinct,total,Timothy Michael Kelly,Timothy Michael Kelly Percent,Kathleen Marie Burke,Kathleen Marie Burke Percent,William James Haddad,William James Haddad Percent,Michael J. (Yakov) Fox,Michael J. (Yakov) Fox Percent,Barbara Anne Bailey,Barbara Anne Bailey Percent,Thomas G. O'Brien,Thomas G. O'Brien Percent,precinct_id
28,50,61,11,18.03,7,11.48,13,21.31,4,6.56,10,16.39,4,6.56,28050
28,51,98,12,12.24,30,30.61,4,4.08,3,3.06,25,25.51,10,10.2,28051
28,52,100,20,20.0,19,19.0,13,13.0,4,4.0,21,21.0,11,11.0,28052
28,53,49,11,22.45,5,10.2,6,12.24,3,6.12,13,26.53,3,6.12,28053
28,54,87,26,29.89,17,19.54,4,4.6,7,8.05,13,14.94,11,12.64,28054
28,55,90,16,17.78,14,15.56,8,8.89,4,4.44,24,26.67,7,7.78,28055
28,56,93,18,19.35,11,11.83,12,12.9,5,5.38,26,27.96,7,7.53,28056
28,57,82,14,17.07,15,18.29,11,13.41,2,2.44,18,21.95,4,4.88,28057
28,58,67,7,10.45,17,25.37,3,4.48,2,2.99,20,29.85,6,8.96,28058
28,59,69,12,17.39,16,23.19,8,11.59,2,2.9,14,20.29,5,7.25,28059
28,60,85,23,27.06,14,16.47,10,11.76,6,7.06,12,14.12,5,5.88,28060
28,61,60,11,18.33,10,16.67,9,15.0,2,3.33,13,21.67,5,8.33,28061
28,62,111,16,14.41,27,24.32,9,8.11,4,3.6,25,22.52,11,9.91,28062
28,63,118,22,18.64,28,23.73,9,7.63,5,4.24,30,25.42,8,6.78,28063
28,64,75,9,12.0,14,18.67,6,8.0,5,6.67,21,28.0,4,5.33,28064
28,65,110,26,23.64,20,18.18,10,9.09,3,2.73,28,25.45,9,8.18,28065
28,66,113,19,16.81,24,21.24,6,5.31,4,3.54,25,22.12,14,12.39,28066
28,67,72,16,22.22,15,20.83,3,4.17,5,6.94,19,26.39,3,4.17,28067
28,68,121,23,19.01,25,20.66,5,4.13,6,4.96,32,26.45,9,7.44,28068
28,69,39,8,20.51,9,23.08,3,7.69,6,15.38,5,12.82,3,7.69,28069
28,70,72,14,19.44,12,16.67,2,2.78,4,5.56,16,22.22,3,4.17,28070
28,71,91,20,21.98,22,24.18,7,7.69,8,8.79,11,12.09,5,5.49,28071
28,72,70,14,20.0,12,17.14,5,7.14,3,4.29,16,22.86,10,14.29,28072
28,73,45,10,22.22,7,15.56,4,8.89,1,2.22,10,22.22,6,13.33,28073
29,1,176,27,15.34,30,17.05,10,5.68,5,2.84,36,20.45,12,6.82,29001
29,2,89,10,11.24,14,15.73,18,20.22,9,10.11,14,15.73,13,14.61,29002
29,3,239,30,12.55,37,15.48,25,10.46,10,4.18,48,20.08,15,6.28,29003
29,4,164,24,14.63,22,13.41,13,7.93,3,1.83,40,24.39,11,6.71,29004
29,5,162,26,16.05,28,17.28,8,4.94,7,4.32,23,14.2,12,7.41,29005
29,6,38,1,2.63,10,26.32,1,2.63,3,7.89,5,13.16,8,21.05,29006
29,7,74,12,16.22,11,14.86,1,1.35,6,8.11,6,8.11,8,10.81,29007
29,8,118,19,16.1,27,22.88,9,7.63,4,3.39,18,15.25,7,5.93,29008
29,9,50,6,12.0,10,20.0,7,14.0,3,6.0,2,4.0,5,10.0,29009
29,10,192,13,6.77,20,10.42,4,2.08,3,1.56,16,8.33,4,2.08,29010
29,11,217,36,16.59,32,14.75,11,5.07,9,4.15,36,16.59,17,7.83,29011
29,12,220,27,12.27,45,20.45,13,5.91,5,2.27,46,20.91,14,6.36,29012
29,13,137,16,11.68,27,19.71,10,7.3,8,5.84,32,23.36,6,4.38,29013
29,14,221,41,18.55,27,12.22,15,6.79,5,2.26,63,28.51,18,8.14,29014
29,15,197,27,13.71,41,20.81,11,5.58,6,3.05,50,25.38,12,6.09,29015
29,16,231,15,6.49,23,9.96,16,6.93,5,2.16,21,9.09,11,4.76,29016
29,17,147,19,12.93,30,20.41,9,6.12,5,3.4,24,16.33,8,5.44,29017
29,18,153,18,11.76,24,15.69,16,10.46,3,1.96,24,15.69,8,5.23,29018
29,19,134,18,13.43,19,14.18,4,2.99,3,2.24,26,19.4,7,5.22,29019
29,20,153,37,24.18,16,10.46,21,13.73,6,3.92,30,19.61,15,9.8,29020
29,21,121,29,23.97,21,17.36,9,7.44,7,5.79,24,19.83,7,5.79,29021
29,22,117,26,22.22,27,23.08,11,9.4,7,5.98,19,16.24,14,11.97,29022
29,23,181,31,17.13,26,14.36,23,12.71,9,4.97,36,19.89,12,6.63,29023
29,24,51,6,11.76,7,13.73,3,5.88,2,3.92,6,11.76,5,9.8,29024
29,25,211,11,5.21,18,8.53,8,3.79,1,0.47,21,9.95,3,1.42,29025
29,26,185,25,13.51,23,12.43,13,7.03,9,4.86,21,11.35,8,4.32,29026
29,27,137,19,13.87,22,16.06,4,2.92,10,7.3,16,11.68,6,4.38,29027
29,28,242,29,11.98,46,19.01,25,10.33,10,4.13,46,19.01,13,5.37,29028
29,29,134,20,14.93,22,16.42,20,14.93,4,2.99,25,18.66,6,4.48,29029
29,30,34,3,8.82,8,23.53,2,5.88,0,0.0,4,11.76,6,17.65,29030
29,31,159,29,18.24,21,13.21,18,11.32,3,1.89,33,20.75,14,8.81,29031
29,32,92,11,11.96,18,19.57,4,4.35,5,5.43,13,14.13,13,14.13,29032
29,33,150,26,17.33,30,20.0,16,10.67,4,2.67,27,18.0,11,7.33,29033
29,34,102,22,21.57,19,18.63,12,11.76,4,3.92,19,18.63,9,8.82,29034
29,35,130,15,11.54,22,16.92,6,4.62,3,2.31,41,31.54,11,8.46,29035
29,36,191,18,9.42,15,7.85,13,6.81,0,0.0,31,16.23,5,2.62,29036
29,37,179,22,12.29,33,18.44,12,6.7,5,2.79,35,19.55,12,6.7,29037
29,38,171,28,16.37,39,22.81,17,9.94,10,5.85,27,15.79,14,8.19,29038
29,39,111,18,16.22,15,13.51,5,4.5,3,2.7,12,10.81,8,7.21,29039
29,40,215,21,9.77,28,13.02,26,12.09,7,3.26,38,17.67,9,4.19,29040
29,41,204,31,15.2,36,17.65,14,6.86,8,3.92,30,14.71,18,8.82,29041
29,42,192,22,11.46,42,21.88,13,6.77,9,4.69,43,22.4,10,5.21,29042
29,43,246,33,13.41,38,15.45,20,8.13,6,2.44,39,15.85,17,6.91,29043
29,44,149,16,10.74,30,20.13,12,8.05,13,8.72,43,28.86,5,3.36,29044
29,45,148,15,10.14,25,16.89,23,15.54,2,1.35,26,17.57,12,8.11,29045
29,46,136,22,16.18,17,12.5,15,11.03,8,5.88,30,22.06,7,5.15,29046
29,47,263,40,15.21,53,20.15,38,14.45,13,4.94,49,18.63,14,5.32,29047
29,48,114,18,15.79,11,9.65,6,5.26,5,4.39,26,22.81,7,6.14,29048
29,49,174,30,17.24,13,7.47,13,7.47,5,2.87,20,11.49,9,5.17,29049
29,50,167,26,15.57,20,11.98,26,15.57,10,5.99,28,16.77,9,5.39,29050
29,51,153,24,15.69,32,20.92,13,8.5,4,2.61,29,18.95,11,7.19,29051
29,52,112,20,17.86,23,20.54,16,14.29,3,2.68,17,15.18,10,8.93,29052
29,53,109,17,15.6,26,23.85,10,9.17,6,5.5,16,14.68,12,11.01,29053
29,54,91,10,10.99,20,21.98,7,7.69,6,6.59,7,7.69,5,5.49,29054
30,1,96,13,13.54,26,27.08,17,17.71,3,3.13,14,14.58,8,8.33,30001
30,2,68,8,11.76,16,23.53,21,30.88,4,5.88,5,7.35,7,10.29,30002
30,3,129,19,14.73,33,25.58,20,15.5,9,6.98,21,16.28,9,6.98,30003
30,4,90,10,11.11,20,22.22,12,13.33,6,6.67,16,17.78,8,8.89,30004
30,5,50,8,16.0,8,16.0,8,16.0,3,6.0,11,22.0,7,14.0,30005
30,6,51,3,5.88,7,13.73,15,29.41,5,9.8,8,15.69,7,13.73,30006
30,7,99,11,11.11,17,17.17,40,40.4,4,4.04,9,9.09,7,7.07,30007
30,8,120,9,7.5,19,15.83,36,30.0,6,5.0,22,18.33,11,9.17,30008
30,9,145,20,13.79,39,26.9,24,16.55,7,4.83,12,8.28,19,13.1,30009
30,10,115,16,13.91,27,23.48,22,19.13,5,4.35,15,13.04,12,10.43,30010
30,11,68,2,2.94,20,29.41,18,26.47,3,4.41,8,11.76,6,8.82,30011
30,12,65,6,9.23,12,18.46,18,27.69,4,6.15,8,12.31,2,3.08,30012
30,13,56,3,5.36,13,23.21,16,28.57,7,12.5,7,12.5,3,5.36,30013
30,14,34,7,20.59,5,14.71,8,23.53,3,8.82,3,8.82,1,2.94,30014
30,15,103,13,12.62,21,20.39,37,35.92,6,5.83,10,9.71,5,4.85,30015
30,16,61,5,8.2,9,14.75,22,36.07,2,3.28,7,11.48,6,9.84,30016
30,17,142,33,23.24,26,18.31,19,13.38,6,4.23,21,14.79,12,8.45,30017
30,18,17,1,5.88,3,17.65,2,11.76,0,0.0,4,23.53,5,29.41,30018
30,19,54,10,18.52,9,16.67,15,27.78,3,5.56,8,14.81,3,5.56,30019
30,20,72,15,20.83,9,12.5,14,19.44,8,11.11,5,6.94,8,11.11,30020
30,21,66,10,15.15,17,25.76,6,9.09,3,4.55,9,13.64,10,15.15,30021
30,22,104,16,15.38,16,15.38,12,11.54,13,12.5,16,15.38,14,13.46,30022
30,23,77,17,22.08,15,19.48,9,11.69,4,5.19,14,18.18,9,11.69,30023
30,24,59,10,16.95,9,15.25,13,22.03,2,3.39,12,20.34,3,5.08,30024
30,25,73,19,26.03,17,23.29,9,12.33,3,4.11,5,6.85,10,13.7,30025
30,26,60,10,16.67,14,23.33,6,10.0,6,10.0,14,23.33,4,6.67,30026
30,27,99,16,16.16,16,16.16,17,17.17,8,8.08,18,18.18,10,10.1,30027
30,28,77,13,16.88,17,22.08,9,11.69,6,7.79,11,14.29,8,10.39,30028
30,29,40,8,20.0,1,2.5,7,17.5,5,12.5,5,12.5,4,10.0,30029
30,30,111,16,14.41,23,20.72,31,27.93,7,6.31,13,11.71,5,4.5,30030
30,31,62,8,12.9,10,16.13,7,11.29,5,8.06,9,14.52,10,16.13,30031
30,32,42,4,9.52,10,23.81,6,14.29,4,9.52,7,16.67,4,9.52,30032
30,33,74,15,20.27,16,21.62,9,12.16,8,10.81,13,17.57,6,8.11,30033
30,34,111,20,18.02,19,17.12,24,21.62,6,5.41,12,10.81,18,16.22,30034
30,35,74,21,28.38,15,20.27,11,14.86,7,9.46,8,10.81,8,10.81,30035
30,36,99,18,18.18,23,23.23,22,22.22,6,6.06,8,8.08,14,14.14,30036
30,37,54,7,12.96,7,12.96,4,7.41,2,3.7,18,33.33,8,14.81,30037
30,38,136,17,12.5,31,22.79,28,20.59,5,3.68,10,7.35,15,11.03,30038
30,39,82,20,24.39,17,20.73,8,9.76,4,4.88,10,12.2,9,10.98,30039
30,40,90,15,16.67,19,21.11,9,10.0,7,7.78,11,12.22,10,11.11,30040
30,41,88,16,18.18,14,15.91,18,20.45,6,6.82,13,14.77,9,10.23,30041
31,1,41,6,14.63,7,17.07,9,21.95,5,12.2,7,17.07,3,7.32,31001
31,2,64,3,4.69,16,25.0,15,23.44,6,9.38,3,4.69,10,15.63,31002
31,3,66,10,15.15,19,28.79,7,10.61,3,4.55,7,10.61,8,12.12,31003
31,4,85,17,20.0,21,24.71,9,10.59,4,4.71,16,18.82,11,12.94,31004
31,5,78,11,14.1,24,30.77,5,6.41,7,8.97,11,14.1,9,11.54,31005
31,6,123,23,18.7,31,25.2,13,10.57,9,7.32,17,13.82,15,12.2,31006
31,7,60,10,16.67,12,20.0,4,6.67,1,1.67,16,26.67,8,13.33,31007
31,8,58,10,17.24,8,13.79,14,24.14,3,5.17,8,13.79,3,5.17,31008
31,9,99,14,14.14,29,29.29,19,19.19,2,2.02,6,6.06,10,10.1,31009
31,10,35,12,34.29,2,5.71,12,34.29,2,5.71,4,11.43,2,5.71,31010
31,11,57,8,14.04,11,19.3,9,15.79,8,14.04,7,12.28,6,10.53,31011
31,12,56,11,19.64,6,10.71,10,17.86,8,14.29,9,16.07,2,3.57,31012
31,13,68,13,19.12,17,25.0,6,8.82,8,11.76,9,13.24,7,10.29,31013
31,14,61,9,14.75,10,16.39,9,14.75,4,6.56,5,8.2,7,11.48,31014
31,15,43,5,11.63,6,13.95,9,20.93,1,2.33,11,25.58,2,4.65,31015
31,16,41,8,19.51,9,21.95,5,12.2,1,2.44,9,21.95,6,14.63,31016
31,17,57,13,22.81,8,14.04,2,3.51,6,10.53,16,28.07,6,10.53,31017
31,18,83,14,16.87,12,14.46,4,4.82,5,6.02,19,22.89,18,21.69,31018
31,19,68,12,17.65,12,17.65,19,27.94,6,8.82,4,5.88,5,7.35,31019
31,20,54,9,16.67,14,25.93,10,18.52,5,9.26,5,9.26,4,7.41,31020
31,21,86,17,19.77,17,19.77,11,12.79,7,8.14,14,16.28,11,12.79,31021
31,22,62,15,24.19,15,24.19,13,20.97,4,6.45,4,6.45,6,9.68,31022
31,23,61,19,31.15,16,26.23,10,16.39,0,0.0,4,6.56,3,4.92,31023
31,24,68,10,14.71,15,22.06,5,7.35,10,14.71,16,23.53,6,8.82,31024
31,25,55,9,16.36,10,18.18,6,10.91,4,7.27,7,12.73,10,18.18,31025
31,26,33,4,12.12,6,18.18,6,18.18,5,15.15,4,12.12,3,9.09,31026
31,27,46,7,15.22,13,28.26,6,13.04,2,4.35,7,15.22,6,13.04,31027
31,28,78,12,15.38,16,20.51,13,16.67,4,5.13,11,14.1,9,11.54,31028
31,29,66,5,7.58,18,27.27,16,24.24,4,6.06,8,12.12,8,12.12,31029
31,30,76,13,17.11,13,17.11,10,13.16,6,7.89,18,23.68,8,10.53,31030
31,31,113,21,18.58,24,21.24,11,9.73,6,5.31,15,13.27,12,10.62,31031
31,32,84,9,10.71,20,23.81,17,20.24,6,7.14,14,16.67,7,8.33,31032
31,33,82,11,13.41,21,25.61,11,13.41,3,3.66,16,19.51,11,13.41,31033
31,34,52,9,17.31,8,15.38,9,17.31,5,9.62,8,15.38,7,13.46,31034
31,35,51,8,15.69,15,29.41,10,19.61,3,5.88,4,7.84,5,9.8,31035
31,36,85,10,11.76,16,18.82,11,12.94,7,8.24,13,15.29,11,12.94,31036
31,37,90,16,17.78,16,17.78,16,17.78,9,10.0,13,14.44,5,5.56,31037
31,38,53,8,15.09,15,28.3,7,13.21,4,7.55,4,7.55,7,13.21,31038
31,39,55,10,18.18,5,9.09,15,27.27,2,3.64,8,14.55,6,10.91,31039
31,40,64,9,14.06,6,9.38,16,25.0,6,9.38,11,17.19,9,14.06,31040
31,41,63,12,19.05,13,20.63,11,17.46,5,7.94,7,11.11,6,9.52,31041
31,42,86,10,11.63,22,25.58,7,8.14,6,6.98,18,20.93,10,11.63,31042
31,43,68,10,14.71,22,32.35,14,20.59,1,1.47,7,10.29,6,8.82,31043
31,44,61,13,21.31,14,22.95,4,6.56,4,6.56,11,18.03,7,11.48,31044
31,45,49,6,12.24,9,18.37,9,18.37,3,6.12,7,14.29,7,14.29,31045
31,46,75,6,8.0,11,14.67,13,17.33,5,6.67,14,18.67,9,12.0,31046
31,47,100,22,22.0,18,18.0,13,13.0,6,6.0,18,18.0,7,7.0,31047
31,48,61,8,13.11,10,16.39,15,24.59,2,3.28,7,11.48,10,16.39,31048
31,49,47,15,31.91,8,17.02,3,6.38,4,8.51,8,17.02,4,8.51,31049
31,50,86,12,13.95,19,22.09,10,11.63,3,3.49,15,17.44,10,11.63,31050
31,51,63,14,22.22,9,14.29,12,19.05,5,7.94,6,9.52,5,7.94,31051
32,1,142,13,9.15,29,20.42,50,35.21,6,4.23,18,12.68,6,4.23,32001
32,2,127,13,10.24,24,18.9,39,30.71,8,6.3,14,11.02,4,3.15,32002
32,3,104,6,5.77,23,22.12,44,42.31,4,3.85,10,9.62,6,5.77,32003
32,4,143,10,6.99,25,17.48,62,43.36,4,2.8,15,10.49,7,4.9,32004
32,5,80,10,12.5,18,22.5,19,23.75,4,5.0,9,11.25,8,10.0,32005
32,6,112,11,9.82,38,33.93,24,21.43,6,5.36,11,9.82,7,6.25,32006
32,7,62,7,11.29,19,30.65,9,14.52,2,3.23,7,11.29,6,9.68,32007
32,8,110,17,15.45,29,26.36,29,26.36,2,1.82,11,10.0,4,3.64,32008
32,9,166,17,10.24,39,23.49,54,32.53,12,7.23,15,9.04,8,4.82,32009
32,10,72,9,12.5,16,22.22,21,29.17,5,6.94,7,9.72,2,2.78,32010
32,11,62,5,8.06,16,25.81,11,17.74,5,8.06,10,16.13,7,11.29,32011
32,12,82,11,13.41,20,24.39,22,26.83,5,6.1,7,8.54,5,6.1,32012
32,13,44,1,2.27,11,25.0,18,40.91,1,2.27,6,13.64,1,2.27,32013
32,14,106,15,14.15,17,16.04,38,35.85,2,1.89,11,10.38,3,2.83,32014
32,15,107,14,13.08,22,20.56,20,18.69,7,6.54,17,15.89,10,9.35,32015
32,16,121,9,7.44,23,19.01,47,38.84,4,3.31,12,9.92,8,6.61,32016
32,17,115,10,8.7,29,25.22,40,34.78,5,4.35,13,11.3,7,6.09,32017
32,18,83,7,8.43,21,25.3,22,26.51,9,10.84,6,7.23,9,10.84,32018
32,19,116,17,14.66,27,23.28,29,25.0,13,11.21,12,10.34,7,6.03,32019
32,20,111,4,3.6,27,24.32,40,36.04,6,5.41,9,8.11,7,6.31,32020
32,21,86,15,17.44,21,24.42,16,18.6,11,12.79,8,9.3,3,3.49,32021
32,22,133,11,8.27,36,27.07,29,21.8,7,5.26,15,11.28,10,7.52,32022
32,23,122,12,9.84,29,23.77,30,24.59,5,4.1,11,9.02,11,9.02,32023
32,24,79,6,7.59,17,21.52,29,36.71,7,8.86,7,8.86,5,6.33,32024
32,25,92,8,8.7,17,18.48,31,33.7,3,3.26,12,13.04,8,8.7,32025
32,26,101,12,11.88,29,28.71,24,23.76,8,7.92,8,7.92,5,4.95,32026
32,27,94,11,11.7,25,26.6,29,30.85,3,3.19,11,11.7,9,9.57,32027
32,28,87,11,12.64,15,17.24,33,37.93,1,1.15,4,4.6,4,4.6,32028
32,29,119,12,10.08,26,21.85,31,26.05,8,6.72,10,8.4,10,8.4,32029
32,30,47,1,2.13,12,25.53,16,34.04,4,8.51,7,14.89,1,2.13,32030
32,31,139,10,7.19,33,23.74,42,30.22,9,6.47,12,8.63,9,6.47,32031
32,32,93,13,13.98,24,25.81,23,24.73,8,8.6,5,5.38,7,7.53,32032
32,33,100,25,25.0,21,21.0,23,23.0,5,5.0,8,8.0,9,9.0,32033
32,34,142,16,11.27,27,19.01,51,35.92,8,5.63,13,9.15,6,4.23,32034
32,35,151,11,7.28,39,25.83,51,33.77,8,5.3,8,5.3,11,7.28,32035
32,36,128,22,17.19,29,22.66,34,26.56,11,8.59,13,10.16,5,3.91,32036
32,37,107,14,13.08,29,27.1,23,21.5,3,2.8,11,10.28,10,9.35,32037
32,38,93,13,13.98,16,17.2,35,37.63,4,4.3,5,5.38,11,11.83,32038
32,39,112,7,6.25,29,25.89,35,31.25,10,8.93,10,8.93,6,5.36,32039
32,40,108,9,8.33,22,20.37,30,27.78,7,6.48,13,12.04,10,9.26,32040
32,41,144,12,8.33,31,21.53,42,29.17,4,2.78,20,13.89,10,6.94,32041
32,42,135,11,8.15,36,26.67,35,25.93,5,3.7,12,8.89,10,7.41,32042
32,43,102,9,8.82,21,20.59,41,40.2,10,9.8,10,9.8,4,3.92,32043
32,44,75,8,10.67,15,20.0,14,18.67,3,4.0,12,16.0,6,8.0,32044
32,45,90,9,10.0,21,23.33,25,27.78,6,6.67,9,10.0,5,5.56,32045
32,46,59,8,13.56,16,27.12,21,35.59,0,0.0,4,6.78,4,6.78,32046
32,47,109,17,15.6,24,22.02,36,33.03,2,1.83,8,7.34,5,4.59,32047
32,48,109,12,11.01,20,18.35,34,31.19,7,6.42,12,11.01,8,7.34,32048
32,49,69,4,5.8,18,26.09,24,34.78,4,5.8,5,7.25,3,4.35,32049
32,50,126,11,8.73,28,22.22,48,38.1,9,7.14,11,8.73,3,2.38,32050
32,51,95,12,12.63,18,18.95,29,30.53,5,5.26,12,12.63,4,4.21,32051
32,52,67,4,5.97,12,17.91,20,29.85,4,5.97,8,11.94,5,7.46,32052
33,1,147,11,7.48,33,22.45,41,27.89,12,8.16,17,11.56,14,9.52,33001
33,2,221,21,9.5,34,15.38,101,45.7,9,4.07,15,6.79,11,4.98,33002
33,3,120,15,12.5,28,23.33,32,26.67,14,11.67,12,10.0,8,6.67,33003
33,4,147,23,15.65,20,13.61,52,35.37,2,1.36,23,15.65,6,4.08,33004
33,5,56,10,17.86,11,19.64,10,17.86,5,8.93,10,17.86,2,3.57,33005
33,6,189,18,9.52,45,23.81,64,33.86,3,1.59,23,12.17,11,5.82,33006
33,7,158,17,10.76,34,21.52,65,41.14,8,5.06,9,5.7,6,3.8,33007
33,8,148,14,9.46,27,18.24,49,33.11,9,6.08,11,7.43,12,8.11,33008
33,9,77,10,12.99,17,22.08,23,29.87,6,7.79,8,10.39,5,6.49,33009
33,10,226,22,9.73,45,19.91,89,39.38,8,3.54,14,6.19,19,8.41,33010
33,11,144,18,12.5,29,20.14,45,31.25,4,2.78,15,10.42,11,7.64,33011
33,12,185,17,9.19,32,17.3,77,41.62,3,1.62,9,4.86,16,8.65,33012
33,13,231,16,6.93,25,10.82,104,45.02,9,3.9,22,9.52,18,7.79,33013
33,14,127,19,14.96,21,16.54,29,22.83,7,5.51,21,16.54,11,8.66,33014
33,15,91,17,18.68,25,27.47,12,13.19,5,5.49,14,15.38,7,7.69,33015
33,16,52,11,21.15,10,19.23,8,15.38,2,3.85,3,5.77,6,11.54,33016
33,17,148,20,13.51,33,22.3,39,26.35,12,8.11,11,7.43,15,10.14,33017
33,18,58,7,12.07,20,34.48,11,18.97,6,10.34,8,13.79,0,0.0,33018
33,19,155,22,14.19,26,16.77,34,21.94,6,3.87,19,12.26,26,16.77,33019
33,20,109,18,16.51,17,15.6,33,30.28,5,4.59,16,14.68,5,4.59,33020
33,21,172,28,16.28,33,19.19,45,26.16,14,8.14,12,6.98,22,12.79,33021
33,22,229,27,11.79,34,14.85,105,45.85,9,3.93,16,6.99,16,6.99,33022
33,23,203,15,7.39,40,19.7,78,38.42,14,6.9,20,9.85,9,4.43,33023
33,24,139,10,7.19,28,20.14,60,43.17,9,6.47,13,9.35,2,1.44,33024
33,25,194,20,10.31,52,26.8,53,27.32,10,5.15,22,11.34,16,8.25,33025
33,26,117,10,8.55,33,28.21,28,23.93,7,5.98,14,11.97,14,11.97,33026
33,27,83,10,12.05,10,12.05,24,28.92,5,6.02,17,20.48,4,4.82,33027
33,28,177,12,6.78,44,24.86,67,37.85,12,6.78,16,9.04,10,5.65,33028
33,29,130,20,15.38,32,24.62,34,26.15,9,6.92,12,9.23,8,6.15,33029
33,30,97,10,10.31,24,24.74,18,18.56,2,2.06,12,12.37,13,13.4,33030
33,31,155,18,11.61,27,17.42,58,37.42,9,5.81,16,10.32,11,7.1,33031
33,32,139,20,14.39,28,20.14,44,31.65,6,4.32,12,8.63,13,9.35,33032
33,33,103,12,11.65,33,32.04,22,21.36,5,4.85,13,12.62,6,5.83,33033
33,34,106,18,16.98,18,16.98,32,30.19,7,6.6,10,9.43,7,6.6,33034
34,1,255,39,15.29,62,24.31,32,12.55,10,3.92,54,21.18,11,4.31,34001
34,2,170,24,14.12,28,16.47,13,7.65,8,4.71,38,22.35,7,4.12,34002
34,3,151,28,18.54,27,17.88,12,7.95,10,6.62,43,28.48,8,5.3,34003
34,4,157,31,19.75,24,15.29,6,3.82,5,3.18,23,14.65,14,8.92,34004
34,5,133,23,17.29,14,10.53,7,5.26,6,4.51,30,22.56,8,6.02,34005
34,6,112,13,11.61,25,22.32,7,6.25,4,3.57,26,23.21,9,8.04,34006
34,7,256,16,6.25,53,20.7,9,3.52,9,3.52,72,28.13,5,1.95,34007
34,8,235,36,15.32,50,21.28,22,9.36,8,3.4,61,25.96,16,6.81,34008
34,9,160,19,11.88,21,13.13,8,5.0,12,7.5,39,24.38,9,5.63,34009
34,10,266,50,18.8,54,20.3,30,11.28,8,3.01,53,19.92,11,4.14,34010
34,11,144,23,15.97,29,20.14,5,3.47,9,6.25,32,22.22,9,6.25,34011
34,12,186,27,14.52,36,19.35,17,9.14,8,4.3,52,27.96,9,4.84,34012
34,13,173,22,12.72,44,25.43,10,5.78,6,3.47,29,16.76,6,3.47,34013
34,14,136,21,15.44,22,16.18,16,11.76,6,4.41,32,23.53,7,5.15,34014
34,15,159,16,10.06,23,14.47,9,5.66,4,2.52,36,22.64,6,3.77,34015
34,16,120,23,19.17,20,16.67,3,2.5,7,5.83,27,22.5,3,2.5,34016
34,17,163,23,14.11,24,14.72,12,7.36,5,3.07,37,22.7,7,4.29,34017
34,18,148,22,14.86,27,18.24,4,2.7,5,3.38,34,22.97,8,5.41,34018
34,19,143,14,9.79,20,13.99,12,8.39,4,2.8,19,13.29,6,4.2,34019
34,20,284,30,10.56,33,11.62,23,8.1,6,2.11,52,18.31,5,1.76,34020
34,21,231,30,12.99,36,15.58,17,7.36,4,1.73,57,24.68,9,3.9,34021
34,22,240,32,13.33,45,18.75,15,6.25,3,1.25,48,20.0,8,3.33,34022
34,23,159,29,18.24,34,21.38,8,5.03,4,2.52,39,24.53,6,3.77,34023
34,24,204,25,12.25,34,16.67,7,3.43,8,3.92,48,23.53,5,2.45,34024
34,25,115,12,10.43,16,13.91,9,7.83,4,3.48,30,26.09,7,6.09,34025
34,26,160,13,8.13,26,16.25,6,3.75,9,5.63,24,15.0,8,5.0,34026
34,27,110,20,18.18,24,21.82,4,3.64,5,4.55,25,22.73,5,4.55,34027
34,28,99,15,15.15,12,12.12,3,3.03,2,2.02,20,20.2,6,6.06,34028
34,29,246,30,12.2,44,17.89,13,5.28,12,4.88,59,23.98,16,6.5,34029
34,30,270,39,14.44,45,16.67,32,11.85,9,3.33,76,28.15,8,2.96,34030
34,31,121,17,14.05,22,18.18,4,3.31,5,4.13,33,27.27,8,6.61,34031
34,32,236,36,15.25,55,23.31,25,10.59,10,4.24,64,27.12,7,2.97,34032
34,33,113,17,15.04,21,18.58,8,7.08,4,3.54,26,23.01,6,5.31,34033
34,34,193,18,9.33,53,27.46,13,6.74,6,3.11,43,22.28,7,3.63,34034
34,35,250,41,16.4,40,16.0,30,12.0,7,2.8,62,24.8,12,4.8,34035
34,36,225,40,17.78,46,20.44,17,7.56,8,3.56,37,16.44,9,4.0,34036
34,37,85,12,14.12,13,15.29,4,4.71,0,0.0,18,21.18,3,3.53,34037
34,38,116,14,12.07,13,11.21,5,4.31,5,4.31,17,14.66,4,3.45,34038
34,39,134,22,16.42,30,22.39,7,5.22,5,3.73,33,24.63,11,8.21,34039
34,40,206,36,17.48,39,18.93,11,5.34,5,2.43,34,16.5,12,5.83,34040
34,41,181,27,14.92,35,19.34,11,6.08,6,3.31,44,24.31,4,2.21,34041
34,42,235,31,13.19,47,20.0,19,8.09,9,3.83,60,25.53,10,4.26,34042
34,43,196,26,13.27,43,21.94,10,5.1,6,3.06,52,26.53,7,3.57,34043
34,44,273,29,10.62,38,13.92,18,6.59,10,3.66,55,20.15,6,2.2,34044
34,45,242,30,12.4,61,25.21,17,7.02,12,4.96,49,20.25,9,3.72,34045
34,46,101,11,10.89,17,16.83,6,5.94,7,6.93,33,32.67,5,4.95,34046
34,47,101,10,9.9,16,15.84,11,10.89,5,4.95,23,22.77,2,1.98,34047
34,48,202,38,18.81,48,23.76,26,12.87,8,3.96,55,27.23,11,5.45,34048
34,49,232,34,14.66,53,22.84,11,4.74,4,1.72,54,23.28,11,4.74,34049
34,50,166,21,12.65,40,24.1,9,5.42,8,4.82,41,24.7,10,6.02,34050
34,51,277,34,12.27,56,20.22,25,9.03,9,3.25,48,17.33,10,3.61,34051
