ward,precinct,total,"Xochitl """"So-She"""" Flores","Xochitl """"So-She"""" Flores Percent",Stacy M. Stoldt,Stacy M. Stoldt Percent,Brendan George O'Connor,Brendan George O'Connor Percent,Gloria Alitto Majewski,Gloria Alitto Majewski Percent,Patricia Young,Patricia Young Percent,Barbara McGowan,Barbara McGowan Percent,Anthony J. Sutor Jr.,Anthony J. Sutor Jr. Percent,"Lewis W. Powell, III","Lewis W. Powell, III Percent",Minerva V. Orozco,Minerva V. Orozco Percent,Gracie Gipson,Gracie Gipson Percent,Frank Avila,Frank Avila Percent,precinct_id
4,17,557,53,9.52,21,3.77,19,3.41,61,10.95,98,17.59,101,18.13,13,2.33,81,14.54,28,5.03,40,7.18,42,7.54,04017
4,18,532,26,4.89,16,3.01,24,4.51,69,12.97,89,16.73,119,22.37,17,3.2,119,22.37,9,1.69,23,4.32,21,3.95,04018
4,19,547,54,9.87,28,5.12,24,4.39,40,7.31,107,19.56,111,20.29,14,2.56,84,15.36,12,2.19,29,5.3,44,8.04,04019
4,20,141,7,4.96,6,4.26,9,6.38,19,13.48,26,18.44,30,21.28,5,3.55,29,20.57,3,2.13,3,2.13,4,2.84,04020
4,21,716,79,11.03,26,3.63,33,4.61,67,9.36,109,15.22,126,17.6,15,2.09,138,19.27,19,2.65,42,5.87,62,8.66,04021
4,22,696,62,8.91,15,2.16,24,3.45,94,13.51,114,16.38,153,21.98,22,3.16,108,15.52,18,2.59,33,4.74,53,7.61,04022
4,23,395,42,10.63,15,3.8,9,2.28,54,13.67,72,18.23,77,19.49,6,1.52,64,16.2,10,2.53,15,3.8,31,7.85,04023
4,24,675,62,9.19,25,3.7,37,5.48,72,10.67,115,17.04,120,17.78,21,3.11,127,18.81,20,2.96,30,4.44,46,6.81,04024
4,25,541,41,7.58,11,2.03,17,3.14,46,8.5,100,18.48,136,25.14,8,1.48,101,18.67,16,2.96,29,5.36,36,6.65,04025
4,26,472,31,6.57,17,3.6,23,4.87,35,7.42,101,21.4,75,15.89,14,2.97,107,22.67,6,1.27,21,4.45,42,8.9,04026
4,27,622,52,8.36,22,3.54,32,5.14,36,5.79,123,19.77,123,19.77,19,3.05,106,17.04,14,2.25,45,7.23,50,8.04,04027
4,28,375,42,11.2,11,2.93,15,4.0,49,13.07,65,17.33,80,21.33,7,1.87,59,15.73,11,2.93,11,2.93,25,6.67,04028
4,29,422,40,9.48,12,2.84,20,4.74,54,12.8,62,14.69,81,19.19,9,2.13,70,16.59,16,3.79,25,5.92,33,7.82,04029
4,30,123,9,7.32,7,5.69,14,11.38,12,9.76,19,15.45,26,21.14,5,4.07,21,17.07,2,1.63,3,2.44,5,4.07,04030
4,31,120,3,2.5,6,5.0,7,5.83,10,8.33,25,20.83,25,20.83,7,5.83,21,17.5,3,2.5,4,3.33,9,7.5,04031
4,32,605,71,11.74,21,3.47,21,3.47,99,16.36,99,16.36,130,21.49,11,1.82,75,12.4,18,2.98,25,4.13,35,5.79,04032
4,33,207,14,6.76,4,1.93,11,5.31,19,9.18,33,15.94,48,23.19,10,4.83,43,20.77,3,1.45,7,3.38,15,7.25,04033
4,34,403,46,11.41,11,2.73,14,3.47,75,18.61,57,14.14,77,19.11,6,1.49,63,15.63,18,4.47,18,4.47,18,4.47,04034
4,35,250,23,9.2,14,5.6,7,2.8,13,5.2,46,18.4,46,18.4,12,4.8,42,16.8,7,2.8,15,6.0,25,10.0,04035
4,36,200,12,6.0,11,5.5,7,3.5,17,8.5,44,22.0,28,14.0,13,6.5,42,21.0,4,2.0,9,4.5,13,6.5,04036
4,37,183,17,9.29,7,3.83,20,10.93,8,4.37,44,24.04,20,10.93,6,3.28,33,18.03,3,1.64,12,6.56,13,7.1,04037
4,38,802,77,9.6,27,3.37,28,3.49,93,11.6,125,15.59,164,20.45,14,1.75,147,18.33,27,3.37,44,5.49,56,6.98,04038
4,39,211,12,5.69,6,2.84,11,5.21,16,7.58,36,17.06,51,24.17,11,5.21,43,20.38,1,0.47,12,5.69,12,5.69,04039
4,40,417,37,8.87,18,4.32,25,6.0,39,9.35,80,19.18,78,18.71,16,3.84,77,18.47,8,1.92,11,2.64,28,6.71,04040
4,41,255,39,15.29,9,3.53,8,3.14,48,18.82,35,13.73,46,18.04,4,1.57,33,12.94,12,4.71,1,0.39,20,7.84,04041
4,42,539,37,6.86,23,4.27,22,4.08,42,7.79,120,22.26,106,19.67,14,2.6,93,17.25,17,3.15,24,4.45,41,7.61,04042
4,43,372,44,11.83,6,1.61,13,3.49,66,17.74,46,12.37,78,20.97,5,1.34,62,16.67,17,4.57,9,2.42,26,6.99,04043
4,44,378,41,10.85,11,2.91,11,2.91,53,14.02,60,15.87,73,19.31,9,2.38,54,14.29,19,5.03,22,5.82,25,6.61,04044
4,45,971,53,5.46,22,2.27,28,2.88,124,12.77,179,18.43,218,22.45,18,1.85,201,20.7,15,1.54,52,5.36,61,6.28,04045
4,46,483,34,7.04,21,4.35,16,3.31,36,7.45,87,18.01,96,19.88,17,3.52,86,17.81,12,2.48,21,4.35,57,11.8,04046
4,47,750,71,9.47,23,3.07,22,2.93,99,13.2,97,12.93,138,18.4,24,3.2,157,20.93,26,3.47,34,4.53,59,7.87,04047
4,48,774,99,12.79,22,2.84,30,3.88,97,12.53,132,17.05,151,19.51,22,2.84,111,14.34,25,3.23,32,4.13,53,6.85,04048
4,49,213,16,7.51,12,5.63,12,5.63,28,13.15,26,12.21,40,18.78,11,5.16,40,18.78,7,3.29,9,4.23,12,5.63,04049
4,50,409,33,8.07,16,3.91,21,5.13,36,8.8,77,18.83,68,16.63,19,4.65,73,17.85,16,3.91,16,3.91,34,8.31,04050
4,51,576,39,6.77,23,3.99,28,4.86,44,7.64,123,21.35,109,18.92,15,2.6,102,17.71,10,1.74,34,5.9,49,8.51,04051
4,52,76,4,5.26,4,5.26,8,10.53,7,9.21,16,21.05,14,18.42,6,7.89,9,11.84,1,1.32,3,3.95,4,5.26,04052
4,53,509,31,6.09,19,3.73,31,6.09,38,7.47,105,20.63,107,21.02,18,3.54,87,17.09,9,1.77,26,5.11,38,7.47,04053
4,54,236,21,8.9,7,2.97,14,5.93,37,15.68,29,12.29,50,21.19,3,1.27,43,18.22,8,3.39,7,2.97,17,7.2,04054
4,55,365,52,14.25,7,1.92,8,2.19,80,21.92,38,10.41,72,19.73,2,0.55,55,15.07,20,5.48,11,3.01,20,5.48,04055
4,56,567,39,6.88,25,4.41,39,6.88,32,5.64,124,21.87,113,19.93,27,4.76,81,14.29,16,2.82,33,5.82,38,6.7,04056
4,57,325,32,9.85,16,4.92,11,3.38,25,7.69,64,19.69,60,18.46,11,3.38,51,15.69,15,4.62,17,5.23,23,7.08,04057
5,1,452,22,4.87,14,3.1,12,2.65,37,8.19,98,21.68,98,21.68,13,2.88,85,18.81,9,1.99,27,5.97,37,8.19,05001
5,2,431,33,7.66,28,6.5,22,5.1,32,7.42,92,21.35,73,16.94,22,5.1,65,15.08,6,1.39,36,8.35,22,5.1,05002
5,3,264,34,12.88,10,3.79,11,4.17,35,13.26,50,18.94,48,18.18,5,1.89,34,12.88,10,3.79,12,4.55,15,5.68,05003
5,4,429,22,5.13,11,2.56,20,4.66,23,5.36,99,23.08,81,18.88,20,4.66,74,17.25,10,2.33,28,6.53,41,9.56,05004
5,5,405,32,7.9,26,6.42,27,6.67,29,7.16,79,19.51,72,17.78,22,5.43,65,16.05,7,1.73,22,5.43,24,5.93,05005
5,6,541,36,6.65,9,1.66,32,5.91,28,5.18,107,19.78,128,23.66,25,4.62,93,17.19,9,1.66,29,5.36,45,8.32,05006
5,7,608,28,4.61,19,3.13,22,3.62,70,11.51,109,17.93,147,24.18,14,2.3,125,20.56,7,1.15,23,3.78,44,7.24,05007
5,8,585,123,21.03,16,2.74,19,3.25,107,18.29,119,20.34,92,15.73,10,1.71,36,6.15,22,3.76,15,2.56,26,4.44,05008
5,9,486,31,6.38,15,3.09,28,5.76,40,8.23,88,18.11,104,21.4,14,2.88,92,18.93,7,1.44,33,6.79,34,7.0,05009
5,10,481,21,4.37,20,4.16,27,5.61,49,10.19,100,20.79,104,21.62,20,4.16,92,19.13,9,1.87,16,3.33,23,4.78,05010
5,11,568,93,16.37,10,1.76,9,1.58,105,18.49,109,19.19,109,19.19,10,1.76,61,10.74,18,3.17,19,3.35,25,4.4,05011
5,12,317,22,6.94,21,6.62,30,9.46,17,5.36,67,21.14,42,13.25,19,5.99,45,14.2,5,1.58,18,5.68,31,9.78,05012
5,13,385,28,7.27,20,5.19,18,4.68,29,7.53,85,22.08,67,17.4,22,5.71,61,15.84,8,2.08,20,5.19,27,7.01,05013
5,14,689,89,12.92,12,1.74,31,4.5,87,12.63,129,18.72,116,16.84,12,1.74,78,11.32,36,5.22,34,4.93,65,9.43,05014
5,15,482,49,10.17,23,4.77,17,3.53,49,10.17,102,21.16,86,17.84,21,4.36,60,12.45,22,4.56,17,3.53,36,7.47,05015
5,16,337,23,6.82,16,4.75,31,9.2,15,4.45,75,22.26,52,15.43,17,5.04,50,14.84,8,2.37,22,6.53,28,8.31,05016
5,17,496,51,10.28,29,5.85,31,6.25,25,5.04,108,21.77,96,19.35,22,4.44,77,15.52,9,1.81,16,3.23,32,6.45,05017
5,18,584,49,8.39,25,4.28,39,6.68,52,8.9,110,18.84,101,17.29,18,3.08,99,16.95,14,2.4,31,5.31,46,7.88,05018
5,19,222,12,5.41,9,4.05,18,8.11,20,9.01,39,17.57,43,19.37,8,3.6,38,17.12,6,2.7,9,4.05,20,9.01,05019
5,20,180,6,3.33,10,5.56,14,7.78,5,2.78,37,20.56,28,15.56,8,4.44,34,18.89,6,3.33,13,7.22,19,10.56,05020
5,21,535,30,5.61,25,4.67,35,6.54,22,4.11,131,24.49,83,15.51,19,3.55,86,16.07,8,1.5,49,9.16,47,8.79,05021
5,22,499,42,8.42,23,4.61,36,7.21,27,5.41,104,20.84,96,19.24,18,3.61,78,15.63,14,2.81,31,6.21,30,6.01,05022
5,23,344,17,4.94,14,4.07,27,7.85,20,5.81,76,22.09,55,15.99,16,4.65,70,20.35,3,0.87,23,6.69,23,6.69,05023
5,24,441,43,9.75,16,3.63,21,4.76,44,9.98,105,23.81,89,20.18,6,1.36,45,10.2,14,3.17,26,5.9,32,7.26,05024
5,25,457,31,6.78,24,5.25,30,6.56,25,5.47,95,20.79,88,19.26,13,2.84,65,14.22,14,3.06,33,7.22,39,8.53,05025
5,26,458,37,8.08,13,2.84,25,5.46,20,4.37,110,24.02,83,18.12,17,3.71,76,16.59,9,1.97,27,5.9,41,8.95,05026
5,27,541,128,23.66,17,3.14,18,3.33,89,16.45,101,18.67,73,13.49,11,2.03,22,4.07,30,5.55,17,3.14,35,6.47,05027
5,28,510,32,6.27,16,3.14,20,3.92,22,4.31,111,21.76,98,19.22,18,3.53,100,19.61,13,2.55,29,5.69,51,10.0,05028
5,29,533,40,7.5,18,3.38,22,4.13,27,5.07,117,21.95,120,22.51,15,2.81,94,17.64,8,1.5,36,6.75,36,6.75,05029
5,30,355,81,22.82,11,3.1,12,3.38,70,19.72,75,21.13,50,14.08,3,0.85,12,3.38,15,4.23,12,3.38,14,3.94,05030
5,31,447,23,5.15,13,2.91,19,4.25,33,7.38,91,20.36,93,20.81,17,3.8,82,18.34,14,3.13,25,5.59,37,8.28,05031
5,32,744,56,7.53,25,3.36,25,3.36,46,6.18,159,21.37,162,21.77,21,2.82,132,17.74,16,2.15,45,6.05,57,7.66,05032
5,33,302,20,6.62,9,2.98,22,7.28,15,4.97,72,23.84,64,21.19,16,5.3,33,10.93,4,1.32,16,5.3,31,10.26,05033
5,34,475,43,9.05,17,3.58,23,4.84,26,5.47,115,24.21,87,18.32,14,2.95,68,14.32,10,2.11,37,7.79,35,7.37,05034
5,35,363,46,12.67,17,4.68,15,4.13,40,11.02,74,20.39,65,17.91,8,2.2,38,10.47,12,3.31,19,5.23,29,7.99,05035
5,36,303,19,6.27,14,4.62,22,7.26,11,3.63,72,23.76,53,17.49,9,2.97,56,18.48,5,1.65,23,7.59,19,6.27,05036
5,37,405,73,18.02,19,4.69,14,3.46,38,9.38,83,20.49,58,14.32,9,2.22,37,9.14,20,4.94,21,5.19,33,8.15,05037
5,38,537,71,13.22,15,2.79,21,3.91,89,16.57,106,19.74,90,16.76,15,2.79,41,7.64,29,5.4,23,4.28,37,6.89,05038
5,39,494,104,21.05,10,2.02,17,3.44,103,20.85,98,19.84,74,14.98,7,1.42,19,3.85,26,5.26,14,2.83,22,4.45,05039
5,40,517,24,4.64,30,5.8,33,6.38,21,4.06,115,22.24,98,18.96,29,5.61,97,18.76,7,1.35,26,5.03,37,7.16,05040
5,41,379,79,20.84,16,4.22,16,4.22,65,17.15,67,17.68,50,13.19,5,1.32,24,6.33,25,6.6,10,2.64,22,5.8,05041
5,42,499,42,8.42,27,5.41,32,6.41,34,6.81,102,20.44,85,17.03,32,6.41,64,12.83,19,3.81,26,5.21,36,7.21,05042
5,43,587,39,6.64,19,3.24,24,4.09,34,5.79,125,21.29,119,20.27,14,2.39,107,18.23,16,2.73,34,5.79,56,9.54,05043
5,44,529,45,8.51,18,3.4,36,6.81,22,4.16,119,22.5,99,18.71,24,4.54,68,12.85,13,2.46,40,7.56,45,8.51,05044
5,45,275,19,6.91,11,4.0,21,7.64,8,2.91,67,24.36,43,15.64,12,4.36,45,16.36,7,2.55,20,7.27,22,8.0,05045
5,46,522,79,15.13,19,3.64,24,4.6,73,13.98,94,18.01,84,16.09,10,1.92,53,10.15,29,5.56,19,3.64,38,7.28,05046
5,47,361,14,3.88,14,3.88,20,5.54,16,4.43,82,22.71,71,19.67,20,5.54,52,14.4,10,2.77,26,7.2,36,9.97,05047
5,48,400,57,14.25,13,3.25,22,5.5,36,9.0,77,19.25,73,18.25,12,3.0,44,11.0,17,4.25,15,3.75,34,8.5,05048
5,49,89,5,5.62,6,6.74,7,7.87,1,1.12,18,20.22,18,20.22,3,3.37,15,16.85,1,1.12,9,10.11,6,6.74,05049
5,50,418,30,7.18,15,3.59,29,6.94,19,4.55,90,21.53,77,18.42,20,4.78,75,17.94,5,1.2,24,5.74,34,8.13,05050
5,51,368,27,7.34,23,6.25,33,8.97,22,5.98,72,19.57,61,16.58,11,2.99,57,15.49,15,4.08,21,5.71,26,7.07,05051
5,52,107,24,22.43,5,4.67,4,3.74,14,13.08,16,14.95,16,14.95,2,1.87,9,8.41,6,5.61,5,4.67,6,5.61,05052
5,53,613,60,9.79,15,2.45,23,3.75,43,7.01,129,21.04,107,17.46,17,2.77,117,19.09,19,3.1,35,5.71,48,7.83,05053
5,54,765,60,7.84,10,1.31,40,5.23,80,10.46,136,17.78,182,23.79,18,2.35,164,21.44,9,1.18,25,3.27,41,5.36,05054
5,55,341,24,7.04,22,6.45,17,4.99,9,2.64,82,24.05,71,20.82,16,4.69,45,13.2,13,3.81,21,6.16,21,6.16,05055
6,1,711,38,5.34,25,3.52,27,3.8,37,5.2,141,19.83,142,19.97,27,3.8,137,19.27,20,2.81,44,6.19,73,10.27,06001
6,2,676,40,5.92,28,4.14,33,4.88,27,3.99,140,20.71,146,21.6,30,4.44,119,17.6,19,2.81,39,5.77,55,8.14,06002
6,3,550,28,5.09,23,4.18,29,5.27,21,3.82,121,22.0,115,20.91,31,5.64,100,18.18,6,1.09,32,5.82,44,8.0,06003
6,4,309,14,4.53,18,5.83,18,5.83,14,4.53,51,16.5,59,19.09,13,4.21,67,21.68,7,2.27,17,5.5,31,10.03,06004
6,5,215,13,6.05,13,6.05,18,8.37,10,4.65,46,21.4,38,17.67,11,5.12,37,17.21,3,1.4,11,5.12,15,6.98,06005
6,6,494,33,6.68,16,3.24,25,5.06,10,2.02,103,20.85,99,20.04,22,4.45,99,20.04,11,2.23,31,6.28,45,9.11,06006
6,7,571,49,8.58,30,5.25,32,5.6,23,4.03,117,20.49,105,18.39,21,3.68,89,15.59,15,2.63,26,4.55,64,11.21,06007
6,8,538,32,5.95,15,2.79,22,4.09,33,6.13,116,21.56,101,18.77,19,3.53,95,17.66,9,1.67,32,5.95,64,11.9,06008
6,9,420,14,3.33,10,2.38,15,3.57,10,2.38,85,20.24,95,22.62,22,5.24,108,25.71,2,0.48,29,6.9,30,7.14,06009
6,10,713,47,6.59,20,2.81,36,5.05,25,3.51,155,21.74,162,22.72,19,2.66,127,17.81,6,0.84,48,6.73,68,9.54,06010
6,11,569,41,7.21,19,3.34,26,4.57,23,4.04,126,22.14,122,21.44,14,2.46,103,18.1,11,1.93,28,4.92,56,9.84,06011
6,12,332,25,7.53,10,3.01,22,6.63,12,3.61,74,22.29,57,17.17,13,3.92,59,17.77,6,1.81,17,5.12,37,11.14,06012
6,13,444,33,7.43,18,4.05,28,6.31,10,2.25,93,20.95,90,20.27,16,3.6,80,18.02,5,1.13,27,6.08,44,9.91,06013
6,14,486,28,5.76,17,3.5,24,4.94,15,3.09,98,20.16,98,20.16,31,6.38,89,18.31,12,2.47,26,5.35,48,9.88,06014
6,15,377,29,7.69,20,5.31,37,9.81,10,2.65,74,19.63,72,19.1,13,3.45,65,17.24,7,1.86,20,5.31,30,7.96,06015
6,16,605,47,7.77,30,4.96,34,5.62,21,3.47,119,19.67,126,20.83,21,3.47,109,18.02,6,0.99,34,5.62,58,9.59,06016
6,17,668,37,5.54,30,4.49,21,3.14,18,2.69,132,19.76,134,20.06,27,4.04,156,23.35,8,1.2,50,7.49,55,8.23,06017
6,18,107,6,5.61,6,5.61,8,7.48,5,4.67,19,17.76,20,18.69,13,12.15,18,16.82,1,0.93,5,4.67,6,5.61,06018
6,19,619,51,8.24,34,5.49,28,4.52,15,2.42,142,22.94,97,15.67,30,4.85,118,19.06,13,2.1,43,6.95,48,7.75,06019
6,20,466,28,6.01,18,3.86,27,5.79,19,4.08,96,20.6,103,22.1,22,4.72,85,18.24,11,2.36,25,5.36,32,6.87,06020
6,21,549,30,5.46,20,3.64,26,4.74,23,4.19,115,20.95,127,23.13,14,2.55,108,19.67,6,1.09,30,5.46,50,9.11,06021
6,22,525,25,4.76,23,4.38,36,6.86,21,4.0,108,20.57,99,18.86,14,2.67,100,19.05,14,2.67,31,5.9,54,10.29,06022
6,23,432,34,7.87,19,4.4,29,6.71,15,3.47,84,19.44,86,19.91,19,4.4,71,16.44,11,2.55,22,5.09,42,9.72,06023
6,24,559,45,8.05,27,4.83,51,9.12,22,3.94,118,21.11,95,16.99,29,5.19,86,15.38,10,1.79,27,4.83,49,8.77,06024
6,25,375,33,8.8,21,5.6,35,9.33,18,4.8,70,18.67,73,19.47,14,3.73,66,17.6,6,1.6,19,5.07,20,5.33,06025
6,26,509,42,8.25,20,3.93,33,6.48,18,3.54,103,20.24,82,16.11,22,4.32,86,16.9,17,3.34,39,7.66,47,9.23,06026
6,27,768,47,6.12,29,3.78,36,4.69,28,3.65,165,21.48,145,18.88,34,4.43,158,20.57,18,2.34,34,4.43,74,9.64,06027
6,28,903,56,6.2,33,3.65,49,5.43,23,2.55,175,19.38,174,19.27,34,3.77,190,21.04,24,2.66,54,5.98,91,10.08,06028
6,29,674,53,7.86,21,3.12,28,4.15,14,2.08,145,21.51,132,19.58,36,5.34,122,18.1,10,1.48,38,5.64,75,11.13,06029
6,30,454,25,5.51,26,5.73,30,6.61,15,3.3,102,22.47,84,18.5,20,4.41,81,17.84,3,0.66,29,6.39,39,8.59,06030
6,31,666,44,6.61,28,4.2,30,4.5,30,4.5,126,18.92,131,19.67,26,3.9,127,19.07,7,1.05,52,7.81,65,9.76,06031
6,32,637,35,5.49,21,3.3,45,7.06,29,4.55,160,25.12,122,19.15,31,4.87,93,14.6,16,2.51,34,5.34,51,8.01,06032
6,33,611,48,7.86,18,2.95,32,5.24,18,2.95,135,22.09,110,18.0,20,3.27,104,17.02,19,3.11,36,5.89,71,11.62,06033
6,34,496,47,9.48,16,3.23,36,7.26,17,3.43,102,20.56,94,18.95,17,3.43,78,15.73,12,2.42,33,6.65,44,8.87,06034
6,35,701,38,5.42,24,3.42,37,5.28,30,4.28,137,19.54,153,21.83,28,3.99,135,19.26,13,1.85,42,5.99,64,9.13,06035
6,36,88,10,11.36,1,1.14,7,7.95,1,1.14,19,21.59,12,13.64,7,7.95,12,13.64,2,2.27,10,11.36,7,7.95,06036
6,37,666,45,6.76,18,2.7,31,4.65,16,2.4,146,21.92,124,18.62,36,5.41,130,19.52,15,2.25,38,5.71,67,10.06,06037
6,38,623,36,5.78,25,4.01,40,6.42,37,5.94,113,18.14,124,19.9,35,5.62,104,16.69,11,1.77,44,7.06,54,8.67,06038
6,39,430,28,6.51,20,4.65,24,5.58,12,2.79,79,18.37,97,22.56,23,5.35,87,20.23,9,2.09,18,4.19,33,7.67,06039
6,40,285,16,5.61,12,4.21,17,5.96,8,2.81,66,23.16,65,22.81,9,3.16,53,18.6,4,1.4,16,5.61,19,6.67,06040
6,41,528,27,5.11,19,3.6,23,4.36,23,4.36,107,20.27,111,21.02,13,2.46,115,21.78,9,1.7,36,6.82,45,8.52,06041
6,42,243,13,5.35,14,5.76,15,6.17,8,3.29,52,21.4,48,19.75,14,5.76,42,17.28,3,1.23,13,5.35,21,8.64,06042
6,43,530,37,6.98,18,3.4,30,5.66,23,4.34,105,19.81,99,18.68,17,3.21,107,20.19,11,2.08,31,5.85,52,9.81,06043
6,44,516,31,6.01,17,3.29,26,5.04,18,3.49,93,18.02,118,22.87,17,3.29,101,19.57,13,2.52,27,5.23,55,10.66,06044
6,45,383,30,7.83,13,3.39,22,5.74,13,3.39,76,19.84,53,13.84,16,4.18,91,23.76,9,2.35,26,6.79,34,8.88,06045
6,46,480,28,5.83,13,2.71,18,3.75,34,7.08,91,18.96,99,20.63,13,2.71,94,19.58,5,1.04,30,6.25,55,11.46,06046
6,47,575,46,8.0,29,5.04,35,6.09,28,4.87,109,18.96,108,18.78,14,2.43,116,20.17,9,1.57,29,5.04,52,9.04,06047
6,48,604,48,7.95,35,5.79,35,5.79,25,4.14,120,19.87,120,19.87,22,3.64,111,18.38,8,1.32,41,6.79,39,6.46,06048
6,49,497,35,7.04,32,6.44,30,6.04,22,4.43,89,17.91,94,18.91,16,3.22,91,18.31,8,1.61,30,6.04,50,10.06,06049
6,50,595,32,5.38,17,2.86,31,5.21,18,3.03,123,20.67,133,22.35,18,3.03,117,19.66,9,1.51,34,5.71,63,10.59,06050
6,51,406,28,6.9,14,3.45,18,4.43,16,3.94,89,21.92,84,20.69,15,3.69,72,17.73,8,1.97,21,5.17,41,10.1,06051
6,52,395,28,7.09,16,4.05,26,6.58,20,5.06,81,20.51,67,16.96,22,5.57,68,17.22,11,2.78,20,5.06,36,9.11,06052
6,53,496,35,7.06,21,4.23,31,6.25,16,3.23,107,21.57,73,14.72,21,4.23,94,18.95,11,2.22,28,5.65,59,11.9,06053
6,54,481,37,7.69,23,4.78,20,4.16,20,4.16,114,23.7,95,19.75,16,3.33,80,16.63,10,2.08,32,6.65,34,7.07,06054
6,55,419,29,6.92,12,2.86,24,5.73,10,2.39,82,19.57,83,19.81,16,3.82,77,18.38,7,1.67,29,6.92,50,11.93,06055
6,56,353,32,9.07,14,3.97,17,4.82,8,2.27,65,18.41,77,21.81,12,3.4,71,20.11,6,1.7,20,5.67,31,8.78,06056
6,57,277,20,7.22,12,4.33,14,5.05,9,3.25,47,16.97,63,22.74,16,5.78,47,16.97,8,2.89,10,3.61,31,11.19,06057
6,58,627,44,7.02,29,4.63,24,3.83,19,3.03,134,21.37,117,18.66,23,3.67,130,20.73,12,1.91,33,5.26,62,9.89,06058
6,59,541,32,5.91,19,3.51,33,6.1,23,4.25,117,21.63,110,20.33,14,2.59,101,18.67,10,1.85,30,5.55,52,9.61,06059
6,60,325,17,5.23,8,2.46,23,7.08,11,3.38,79,24.31,69,21.23,9,2.77,59,18.15,6,1.85,20,6.15,24,7.38,06060
6,61,305,26,8.52,13,4.26,16,5.25,10,3.28,58,19.02,59,19.34,8,2.62,61,20.0,3,0.98,19,6.23,32,10.49,06061
6,62,173,8,4.62,4,2.31,9,5.2,4,2.31,34,19.65,34,19.65,12,6.94,39,22.54,0,0.0,10,5.78,19,10.98,06062
6,63,449,26,5.79,18,4.01,27,6.01,17,3.79,94,20.94,93,20.71,11,2.45,86,19.15,11,2.45,28,6.24,38,8.46,06063
6,64,638,41,6.43,23,3.61,38,5.96,15,2.35,142,22.26,125,19.59,27,4.23,118,18.5,16,2.51,46,7.21,47,7.37,06064
6,65,142,7,4.93,9,6.34,7,4.93,4,2.82,32,22.54,27,19.01,7,4.93,24,16.9,5,3.52,9,6.34,11,7.75,06065
6,66,456,26,5.7,12,2.63,31,6.8,13,2.85,83,18.2,115,25.22,17,3.73,90,19.74,8,1.75,21,4.61,40,8.77,06066
7,1,646,30,4.64,20,3.1,31,4.8,77,11.92,115,17.8,136,21.05,22,3.41,130,20.12,11,1.7,38,5.88,36,5.57,07001
7,2,601,40,6.66,22,3.66,29,4.83,62,10.32,99,16.47,120,19.97,22,3.66,109,18.14,16,2.66,29,4.83,53,8.82,07002
7,3,339,13,3.83,8,2.36,23,6.78,20,5.9,65,19.17,75,22.12,12,3.54,67,19.76,4,1.18,25,7.37,27,7.96,07003
7,4,387,20,5.17,12,3.1,24,6.2,57,14.73,40,10.34,84,21.71,15,3.88,68,17.57,16,4.13,17,4.39,34,8.79,07004
7,5,371,30,8.09,12,3.23,15,4.04,50,13.48,41,11.05,67,18.06,16,4.31,61,16.44,23,6.2,14,3.77,42,11.32,07005
7,6,361,21,5.82,14,3.88,29,8.03,35,9.7,59,16.34,73,20.22,16,4.43,69,19.11,6,1.66,21,5.82,18,4.99,07006
7,7,267,14,5.24,11,4.12,16,5.99,33,12.36,44,16.48,57,21.35,13,4.87,54,20.22,3,1.12,9,3.37,13,4.87,07007
7,8,145,9,6.21,4,2.76,12,8.28,16,11.03,22,15.17,23,15.86,8,5.52,26,17.93,6,4.14,8,5.52,11,7.59,07008
7,9,479,33,6.89,10,2.09,23,4.8,32,6.68,93,19.42,93,19.42,15,3.13,92,19.21,10,2.09,30,6.26,48,10.02,07009
7,10,301,21,6.98,11,3.65,9,2.99,32,10.63,48,15.95,68,22.59,9,2.99,60,19.93,5,1.66,10,3.32,28,9.3,07010
7,11,508,29,5.71,14,2.76,17,3.35,32,6.3,108,21.26,111,21.85,18,3.54,106,20.87,9,1.77,36,7.09,28,5.51,07011
7,12,322,22,6.83,13,4.04,18,5.59,39,12.11,43,13.35,65,20.19,10,3.11,55,17.08,7,2.17,19,5.9,31,9.63,07012
7,13,341,16,4.69,14,4.11,15,4.4,21,6.16,65,19.06,72,21.11,14,4.11,71,20.82,3,0.88,27,7.92,23,6.74,07013
7,14,515,36,6.99,18,3.5,24,4.66,24,4.66,116,22.52,88,17.09,23,4.47,94,18.25,12,2.33,37,7.18,43,8.35,07014
7,15,289,14,4.84,12,4.15,21,7.27,19,6.57,57,19.72,49,16.96,14,4.84,50,17.3,7,2.42,17,5.88,29,10.03,07015
7,16,326,20,6.13,8,2.45,26,7.98,30,9.2,62,19.02,62,19.02,11,3.37,61,18.71,2,0.61,18,5.52,26,7.98,07016
7,17,260,20,7.69,18,6.92,23,8.85,13,5.0,46,17.69,50,19.23,14,5.38,45,17.31,3,1.15,15,5.77,13,5.0,07017
7,18,306,27,8.82,7,2.29,15,4.9,28,9.15,50,16.34,51,16.67,16,5.23,46,15.03,18,5.88,15,4.9,33,10.78,07018
7,19,739,57,7.71,29,3.92,45,6.09,55,7.44,141,19.08,139,18.81,29,3.92,114,15.43,18,2.44,48,6.5,64,8.66,07019
7,20,172,13,7.56,8,4.65,13,7.56,11,6.4,34,19.77,25,14.53,6,3.49,25,14.53,5,2.91,11,6.4,21,12.21,07020
