ward,precinct,total,Janice D. Schakowsky,Janice D. Schakowsky Percent,precinct_id
46,25,89,89,100.0,46025
46,26,119,119,100.0,46026
46,27,120,120,100.0,46027
46,28,154,154,100.0,46028
46,30,178,178,100.0,46030
46,32,132,132,100.0,46032
46,33,149,149,100.0,46033
46,34,177,177,100.0,46034
46,35,117,117,100.0,46035
46,38,67,67,100.0,46038
46,39,139,139,100.0,46039
46,40,91,91,100.0,46040
46,41,145,145,100.0,46041
46,42,148,148,100.0,46042
48,1,189,189,100.0,48001
48,2,133,133,100.0,48002
48,3,203,203,100.0,48003
48,4,182,182,100.0,48004
48,5,142,142,100.0,48005
48,6,184,184,100.0,48006
48,7,160,160,100.0,48007
48,8,108,108,100.0,48008
48,9,164,164,100.0,48009
48,10,130,130,100.0,48010
48,11,243,243,100.0,48011
48,12,147,147,100.0,48012
48,13,112,112,100.0,48013
48,14,188,188,100.0,48014
48,15,120,120,100.0,48015
48,16,151,151,100.0,48016
48,17,126,126,100.0,48017
48,18,127,127,100.0,48018
48,19,181,181,100.0,48019
48,20,77,77,100.0,48020
48,21,69,69,100.0,48021
48,22,213,213,100.0,48022
48,23,162,162,100.0,48023
48,24,180,180,100.0,48024
48,25,175,175,100.0,48025
48,26,170,170,100.0,48026
48,27,75,75,100.0,48027
48,28,155,155,100.0,48028
48,29,167,167,100.0,48029
48,30,177,177,100.0,48030
48,31,121,121,100.0,48031
48,32,152,152,100.0,48032
48,33,121,121,100.0,48033
48,34,112,112,100.0,48034
48,35,133,133,100.0,48035
48,36,141,141,100.0,48036
48,37,117,117,100.0,48037
48,38,195,195,100.0,48038
48,39,125,125,100.0,48039
48,40,85,85,100.0,48040
48,41,84,84,100.0,48041
48,42,146,146,100.0,48042
48,43,181,181,100.0,48043
48,44,153,153,100.0,48044
48,45,130,130,100.0,48045
48,46,108,108,100.0,48046
48,47,110,110,100.0,48047
48,48,133,133,100.0,48048
48,49,53,53,100.0,48049
48,50,175,175,100.0,48050
48,51,213,213,100.0,48051
48,52,91,91,100.0,48052
48,53,128,128,100.0,48053
48,54,106,106,100.0,48054
48,55,35,35,100.0,48055
48,56,97,97,100.0,48056
49,1,160,160,100.0,49001
49,2,154,154,100.0,49002
49,3,86,86,100.0,49003
49,4,73,73,100.0,49004
49,5,162,162,100.0,49005
49,6,150,150,100.0,49006
49,7,119,119,100.0,49007
49,8,136,136,100.0,49008
49,9,131,131,100.0,49009
49,10,137,137,100.0,49010
49,11,76,76,100.0,49011
49,12,143,143,100.0,49012
49,13,181,181,100.0,49013
49,14,135,135,100.0,49014
49,15,83,83,100.0,49015
49,16,121,121,100.0,49016
49,17,22,22,100.0,49017
49,18,90,90,100.0,49018
49,19,124,124,100.0,49019
49,20,172,172,100.0,49020
49,21,101,101,100.0,49021
49,22,123,123,100.0,49022
49,23,100,100,100.0,49023
49,24,49,49,100.0,49024
49,25,149,149,100.0,49025
49,26,137,137,100.0,49026
49,27,179,179,100.0,49027
49,28,104,104,100.0,49028
49,29,168,168,100.0,49029
49,30,129,129,100.0,49030
49,31,51,51,100.0,49031
49,32,104,104,100.0,49032
49,33,130,130,100.0,49033
49,34,124,124,100.0,49034
49,35,188,188,100.0,49035
49,36,191,191,100.0,49036
49,37,73,73,100.0,49037
49,38,90,90,100.0,49038
49,39,108,108,100.0,49039
49,40,120,120,100.0,49040
49,41,144,144,100.0,49041
49,42,140,140,100.0,49042
49,43,139,139,100.0,49043
49,44,162,162,100.0,49044
50,1,211,211,100.0,50001
50,2,163,163,100.0,50002
50,3,151,151,100.0,50003
50,4,128,128,100.0,50004
50,5,149,149,100.0,50005
50,6,113,113,100.0,50006
50,7,187,187,100.0,50007
50,8,114,114,100.0,50008
50,9,127,127,100.0,50009
50,10,113,113,100.0,50010
50,11,132,132,100.0,50011
50,12,169,169,100.0,50012
50,13,144,144,100.0,50013
50,14,113,113,100.0,50014
50,15,179,179,100.0,50015
50,16,113,113,100.0,50016
50,17,107,107,100.0,50017
50,18,144,144,100.0,50018
50,19,91,91,100.0,50019
50,20,118,118,100.0,50020
50,21,174,174,100.0,50021
50,22,119,119,100.0,50022
50,23,65,65,100.0,50023
50,24,125,125,100.0,50024
50,25,113,113,100.0,50025
50,26,86,86,100.0,50026
50,27,70,70,100.0,50027
50,28,92,92,100.0,50028
50,29,133,133,100.0,50029
50,30,130,130,100.0,50030
50,31,76,76,100.0,50031
50,32,83,83,100.0,50032
50,33,71,71,100.0,50033
50,34,78,78,100.0,50034
50,35,177,177,100.0,50035
50,36,172,172,100.0,50036
50,37,165,165,100.0,50037
50,38,121,121,100.0,50038
50,39,120,120,100.0,50039
50,40,142,142,100.0,50040
50,41,180,180,100.0,50041
50,42,182,182,100.0,50042
50,43,111,111,100.0,50043
