ward,precinct,total,Robert J. Baren (Dean),Robert J. Baren (Dean) Percent,Deborah L. Graham (Dean),Deborah L. Graham (Dean) Percent,Thomas E. Simmons (Dean),Thomas E. Simmons (Dean) Percent,Anna Eleanor Roosevelt (Dean),Anna Eleanor Roosevelt (Dean) Percent,Eric Emmett Davis (Dean),Eric Emmett Davis (Dean) Percent,Barbara Burchjolla (Dean),Barbara Burchjolla (Dean) Percent,Vincent R. Williams (Dean),Vincent R. Williams (Dean) Percent,Camille Y. Lilly (Dean),Camille Y. Lilly (Dean) Percent,Richard Breyer (Kucinich),Richard Breyer (Kucinich) Percent,Mary Jean Cravens (Kucinich),Mary Jean Cravens (Kucinich) Percent,Babak Bakhtiari (Kucinich),Babak Bakhtiari (Kucinich) Percent,Leslie Roberts (Kucinich),Leslie Roberts (Kucinich) Percent,Bruce Samuels (Kucinich),Bruce Samuels (Kucinich) Percent,Margo Dumelle (Kucinich),Margo Dumelle (Kucinich) Percent,Mary O'Kiersey (Kucinich),Mary O'Kiersey (Kucinich) Percent,Barbara A. Mullarkey (Kucinich),Barbara A. Mullarkey (Kucinich) Percent,Susan S. Pritzker (Gephardt),Susan S. Pritzker (Gephardt) Percent,Reanetta Hunt (Gephardt),Reanetta Hunt (Gephardt) Percent,Peter A. Fosco (Gephardt),Peter A. Fosco (Gephardt) Percent,Javier Ramirez (Gephardt),Javier Ramirez (Gephardt) Percent,Darlena Williams-Burnett (Edwards),Darlena Williams-Burnett (Edwards) Percent,Larry R. Rogers (Edwards),Larry R. Rogers (Edwards) Percent,Gabriella S. Pehanich (Edwards),Gabriella S. Pehanich (Edwards) Percent,Ajay Niranjan Shah (Edwards),Ajay Niranjan Shah (Edwards) Percent,Mercedes A. Laing (Edwards),Mercedes A. Laing (Edwards) Percent,Frank M. Bass (Edwards),Frank M. Bass (Edwards) Percent,Tania Irene Lopez (Edwards),Tania Irene Lopez (Edwards) Percent,Keith A. Romero (Edwards),Keith A. Romero (Edwards) Percent,Vi Daley (Clark),Vi Daley (Clark) Percent,Thomas Gary (Clark),Thomas Gary (Clark) Percent,Bettylu K. Saltzman (Clark),Bettylu K. Saltzman (Clark) Percent,Ted Tetzlaff (Clark),Ted Tetzlaff (Clark) Percent,Judy Klutznick (Clark),Judy Klutznick (Clark) Percent,Robert C. Howard (Clark),Robert C. Howard (Clark) Percent,Bette Cerf Hill (Clark),Bette Cerf Hill (Clark) Percent,Robert L. Fogel (Clark),Robert L. Fogel (Clark) Percent,Laura Perna (Kerry),Laura Perna (Kerry) Percent,Victor Johnson (Kerry),Victor Johnson (Kerry) Percent,Lisa Ellman (Kerry),Lisa Ellman (Kerry) Percent,Carl Harper (Kerry),Carl Harper (Kerry) Percent,Audra Wilson (Kerry),Audra Wilson (Kerry) Percent,Kimberly Johnson (Kerry),Kimberly Johnson (Kerry) Percent,Mike Keating (Kerry),Mike Keating (Kerry) Percent,Nathaniel Benson (Lieberman),Nathaniel Benson (Lieberman) Percent,Desiree Grode (Lieberman),Desiree Grode (Lieberman) Percent,Alissa Krinsky (Lieberman),Alissa Krinsky (Lieberman) Percent,Daniel Logan (Lieberman),Daniel Logan (Lieberman) Percent,Andrew May (Lieberman),Andrew May (Lieberman) Percent,Miriam Moore-Hunter (Lieberman),Miriam Moore-Hunter (Lieberman) Percent,Barton Moy (Lieberman),Barton Moy (Lieberman) Percent,Betty Wong (Lieberman),Betty Wong (Lieberman) Percent,Christine K. Cook (Braun),Christine K. Cook (Braun) Percent,Michael J. Fitzgerald (Braun),Michael J. Fitzgerald (Braun) Percent,Bobbie L. Steele (Braun),Bobbie L. Steele (Braun) Percent,Calvin Giles (Braun),Calvin Giles (Braun) Percent,Joyce Washington (Braun),Joyce Washington (Braun) Percent,John Troelstrup (Braun),John Troelstrup (Braun) Percent,Mattie Hunter (Braun),Mattie Hunter (Braun) Percent,precinct_id
24,3,528,19,3.6,22,4.17,14,2.65,17,3.22,18,3.41,10,1.89,12,2.27,11,2.08,3,0.57,4,0.76,1,0.19,2,0.38,6,1.14,1,0.19,1,0.19,6,1.14,6,1.14,5,0.95,2,0.38,2,0.38,14,2.65,10,1.89,0,0.0,3,0.57,1,0.19,3,0.57,0,0.0,2,0.38,1,0.19,2,0.38,2,0.38,0,0.0,1,0.19,4,0.76,3,0.57,0,0.0,27,5.11,31,5.87,33,6.25,26,4.92,28,5.3,33,6.25,29,5.49,1,0.19,2,0.38,1,0.19,1,0.19,2,0.38,1,0.19,0,0.0,3,0.57,11,2.08,10,1.89,21,3.98,5,0.95,16,3.03,3,0.57,8,1.52,24003
24,4,459,13,2.83,18,3.92,11,2.4,12,2.61,14,3.05,5,1.09,10,2.18,9,1.96,3,0.65,4,0.87,4,0.87,6,1.31,5,1.09,3,0.65,4,0.87,4,0.87,2,0.44,5,1.09,2,0.44,2,0.44,13,2.83,16,3.49,2,0.44,0,0.0,3,0.65,3,0.65,2,0.44,2,0.44,0,0.0,3,0.65,1,0.22,3,0.65,0,0.0,11,2.4,1,0.22,2,0.44,23,5.01,24,5.23,23,5.01,22,4.79,18,3.92,30,6.54,18,3.92,0,0.0,2,0.44,2,0.44,0,0.0,1,0.22,1,0.22,1,0.22,5,1.09,7,1.53,7,1.53,16,3.49,9,1.96,20,4.36,6,1.31,7,1.53,24004
24,5,308,15,4.87,14,4.55,5,1.62,6,1.95,5,1.62,4,1.3,8,2.6,2,0.65,3,0.97,3,0.97,1,0.32,3,0.97,5,1.62,1,0.32,3,0.97,7,2.27,3,0.97,0,0.0,0,0.0,2,0.65,13,4.22,8,2.6,3,0.97,0,0.0,1,0.32,2,0.65,4,1.3,2,0.65,1,0.32,3,0.97,2,0.65,1,0.32,3,0.97,6,1.95,4,1.3,3,0.97,10,3.25,11,3.57,12,3.9,10,3.25,8,2.6,13,4.22,7,2.27,1,0.32,1,0.32,0,0.0,1,0.32,2,0.65,1,0.32,0,0.0,3,0.97,6,1.95,11,3.57,29,9.42,4,1.3,12,3.9,3,0.97,6,1.95,24005
24,6,522,23,4.41,18,3.45,11,2.11,19,3.64,14,2.68,12,2.3,16,3.07,13,2.49,4,0.77,4,0.77,3,0.57,3,0.57,4,0.77,2,0.38,5,0.96,7,1.34,5,0.96,3,0.57,2,0.38,4,0.77,11,2.11,21,4.02,2,0.38,3,0.57,2,0.38,2,0.38,3,0.57,1,0.19,2,0.38,2,0.38,0,0.0,0,0.0,4,0.77,12,2.3,5,0.96,2,0.38,17,3.26,21,4.02,18,3.45,18,3.45,20,3.83,22,4.21,14,2.68,0,0.0,2,0.38,0,0.0,1,0.19,0,0.0,3,0.57,0,0.0,11,2.11,16,3.07,11,2.11,41,7.85,9,1.72,22,4.21,5,0.96,11,2.11,24006
24,7,458,15,3.28,20,4.37,10,2.18,13,2.84,14,3.06,5,1.09,9,1.97,4,0.87,6,1.31,4,0.87,1,0.22,8,1.75,2,0.44,1,0.22,1,0.22,8,1.75,4,0.87,4,0.87,2,0.44,3,0.66,15,3.28,14,3.06,6,1.31,2,0.44,4,0.87,4,0.87,4,0.87,4,0.87,2,0.44,4,0.87,1,0.22,0,0.0,3,0.66,10,2.18,7,1.53,1,0.22,20,4.37,20,4.37,24,5.24,19,4.15,21,4.59,25,5.46,12,2.62,1,0.22,2,0.44,1,0.22,0,0.0,1,0.22,0,0.0,4,0.87,5,1.09,8,1.75,6,1.31,17,3.71,17,3.71,14,3.06,4,0.87,6,1.31,24007
24,8,441,15,3.4,13,2.95,12,2.72,9,2.04,9,2.04,8,1.81,5,1.13,9,2.04,2,0.45,2,0.45,2,0.45,1,0.23,2,0.45,3,0.68,4,0.91,8,1.81,10,2.27,4,0.91,2,0.45,2,0.45,11,2.49,7,1.59,2,0.45,4,0.91,2,0.45,3,0.68,6,1.36,3,0.68,1,0.23,4,0.91,3,0.68,0,0.0,2,0.45,11,2.49,4,0.91,1,0.23,22,4.99,32,7.26,19,4.31,23,5.22,22,4.99,24,5.44,16,3.63,2,0.45,4,0.91,1,0.23,1,0.23,0,0.0,3,0.68,0,0.0,7,1.59,8,1.81,11,2.49,18,4.08,2,0.45,12,2.72,2,0.45,7,1.59,24008
24,9,490,17,3.47,27,5.51,14,2.86,17,3.47,19,3.88,8,1.63,16,3.27,11,2.24,5,1.02,5,1.02,5,1.02,6,1.22,5,1.02,2,0.41,4,0.82,10,2.04,5,1.02,5,1.02,3,0.61,3,0.61,10,2.04,14,2.86,1,0.2,2,0.41,3,0.61,5,1.02,2,0.41,2,0.41,1,0.2,1,0.2,0,0.0,0,0.0,1,0.2,8,1.63,5,1.02,2,0.41,17,3.47,19,3.88,21,4.29,18,3.67,20,4.08,26,5.31,12,2.45,2,0.41,0,0.0,0,0.0,1,0.2,0,0.0,5,1.02,1,0.2,6,1.22,5,1.02,13,2.65,27,5.51,6,1.22,14,2.86,5,1.02,8,1.63,24009
24,10,429,26,6.06,19,4.43,13,3.03,15,3.5,16,3.73,11,2.56,15,3.5,11,2.56,2,0.47,0,0.0,1,0.23,5,1.17,0,0.0,0,0.0,4,0.93,6,1.4,2,0.47,6,1.4,0,0.0,0,0.0,6,1.4,10,2.33,0,0.0,1,0.23,3,0.7,5,1.17,1,0.23,0,0.0,2,0.47,1,0.23,3,0.7,0,0.0,1,0.23,6,1.4,7,1.63,4,0.93,18,4.2,19,4.43,17,3.96,20,4.66,20,4.66,23,5.36,15,3.5,0,0.0,3,0.7,1,0.23,0,0.0,0,0.0,3,0.7,1,0.23,5,1.17,10,2.33,9,2.1,12,2.8,8,1.86,17,3.96,3,0.7,7,1.63,24010
24,11,348,17,4.89,12,3.45,8,2.3,12,3.45,9,2.59,5,1.44,7,2.01,4,1.15,4,1.15,1,0.29,1,0.29,4,1.15,0,0.0,1,0.29,0,0.0,6,1.72,4,1.15,3,0.86,5,1.44,4,1.15,11,3.16,5,1.44,1,0.29,1,0.29,1,0.29,4,1.15,1,0.29,3,0.86,1,0.29,2,0.57,1,0.29,0,0.0,1,0.29,8,2.3,2,0.57,4,1.15,14,4.02,16,4.6,19,5.46,15,4.31,12,3.45,20,5.75,12,3.45,2,0.57,0,0.0,2,0.57,3,0.86,1,0.29,1,0.29,0,0.0,5,1.44,9,2.59,5,1.44,19,5.46,5,1.44,12,3.45,2,0.57,10,2.87,24011
24,12,321,10,3.12,15,4.67,11,3.43,11,3.43,10,3.12,7,2.18,8,2.49,6,1.87,0,0.0,1,0.31,0,0.0,2,0.62,1,0.31,1,0.31,3,0.93,6,1.87,5,1.56,0,0.0,0,0.0,2,0.62,7,2.18,7,2.18,0,0.0,0,0.0,3,0.93,2,0.62,3,0.93,1,0.31,1,0.31,2,0.62,0,0.0,0,0.0,2,0.62,6,1.87,3,0.93,1,0.31,16,4.98,17,5.3,17,5.3,15,4.67,17,5.3,19,5.92,15,4.67,0,0.0,2,0.62,0,0.0,0,0.0,0,0.0,1,0.31,1,0.31,3,0.93,6,1.87,6,1.87,16,4.98,3,0.93,10,3.12,2,0.62,3,0.93,24012
24,13,350,13,3.71,12,3.43,7,2.0,6,1.71,11,3.14,8,2.29,6,1.71,7,2.0,1,0.29,0,0.0,1,0.29,1,0.29,0,0.0,0,0.0,3,0.86,6,1.71,5,1.43,5,1.43,1,0.29,1,0.29,10,2.86,10,2.86,4,1.14,1,0.29,1,0.29,3,0.86,3,0.86,3,0.86,1,0.29,2,0.57,3,0.86,1,0.29,2,0.57,7,2.0,1,0.29,3,0.86,17,4.86,16,4.57,18,5.14,15,4.29,14,4.0,20,5.71,14,4.0,1,0.29,1,0.29,0,0.0,0,0.0,0,0.0,4,1.14,1,0.29,9,2.57,6,1.71,7,2.0,17,4.86,5,1.43,8,2.29,3,0.86,8,2.29,24013
24,14,536,19,3.54,23,4.29,12,2.24,15,2.8,12,2.24,10,1.87,12,2.24,13,2.43,3,0.56,3,0.56,1,0.19,1,0.19,2,0.37,0,0.0,0,0.0,6,1.12,6,1.12,4,0.75,3,0.56,2,0.37,13,2.43,16,2.99,2,0.37,1,0.19,2,0.37,1,0.19,3,0.56,1,0.19,3,0.56,11,2.05,3,0.56,1,0.19,3,0.56,15,2.8,6,1.12,4,0.75,25,4.66,26,4.85,28,5.22,28,5.22,27,5.04,34,6.34,24,4.48,0,0.0,2,0.37,0,0.0,0,0.0,0,0.0,2,0.37,1,0.19,2,0.37,7,1.31,16,2.99,20,3.73,4,0.75,21,3.92,3,0.56,10,1.87,24014
24,15,396,13,3.28,18,4.55,14,3.54,15,3.79,11,2.78,9,2.27,7,1.77,9,2.27,3,0.76,0,0.0,3,0.76,2,0.51,3,0.76,2,0.51,2,0.51,7,1.77,4,1.01,3,0.76,1,0.25,1,0.25,14,3.54,6,1.52,2,0.51,1,0.25,2,0.51,2,0.51,3,0.76,1,0.25,2,0.51,2,0.51,3,0.76,2,0.51,3,0.76,12,3.03,5,1.26,2,0.51,16,4.04,18,4.55,17,4.29,22,5.56,16,4.04,16,4.04,15,3.79,1,0.25,0,0.0,1,0.25,0,0.0,1,0.25,1,0.25,0,0.0,5,1.26,6,1.52,4,1.01,24,6.06,9,2.27,11,2.78,2,0.51,6,1.52,24015
24,16,603,17,2.82,14,2.32,17,2.82,14,2.32,21,3.48,18,2.99,14,2.32,20,3.32,1,0.17,1,0.17,5,0.83,1,0.17,2,0.33,1,0.17,2,0.33,8,1.33,2,0.33,4,0.66,0,0.0,4,0.66,15,2.49,15,2.49,3,0.5,4,0.66,4,0.66,6,1.0,6,1.0,7,1.16,3,0.5,2,0.33,3,0.5,2,0.33,2,0.33,17,2.82,7,1.16,3,0.5,20,3.32,29,4.81,22,3.65,21,3.48,21,3.48,37,6.14,19,3.15,6,1.0,4,0.66,2,0.33,4,0.66,2,0.33,5,0.83,1,0.17,15,2.49,11,1.82,18,2.99,20,3.32,23,3.81,13,2.16,9,1.49,15,2.49,24016
24,17,358,16,4.47,20,5.59,7,1.96,9,2.51,8,2.23,5,1.4,10,2.79,10,2.79,0,0.0,0,0.0,3,0.84,3,0.84,1,0.28,0,0.0,3,0.84,5,1.4,4,1.12,4,1.12,1,0.28,4,1.12,11,3.07,3,0.84,1,0.28,2,0.56,3,0.84,4,1.12,1,0.28,2,0.56,0,0.0,5,1.4,1,0.28,2,0.56,0,0.0,8,2.23,3,0.84,2,0.56,14,3.91,15,4.19,13,3.63,18,5.03,15,4.19,24,6.7,13,3.63,1,0.28,2,0.56,0,0.0,1,0.28,0,0.0,1,0.28,0,0.0,3,0.84,8,2.23,5,1.4,19,5.31,6,1.68,15,4.19,4,1.12,7,1.96,24017
24,18,338,15,4.44,18,5.33,12,3.55,15,4.44,16,4.73,10,2.96,14,4.14,10,2.96,0,0.0,1,0.3,0,0.0,2,0.59,1,0.3,0,0.0,0,0.0,3,0.89,7,2.07,3,0.89,1,0.3,4,1.18,6,1.78,5,1.48,0,0.0,0,0.0,2,0.59,1,0.3,1,0.3,1,0.3,1,0.3,1,0.3,1,0.3,0,0.0,0,0.0,5,1.48,2,0.59,4,1.18,11,3.25,15,4.44,13,3.85,13,3.85,12,3.55,19,5.62,9,2.66,1,0.3,1,0.3,0,0.0,1,0.3,0,0.0,1,0.3,0,0.0,8,2.37,5,1.48,9,2.66,18,5.33,6,1.78,9,2.66,3,0.89,7,2.07,24018
24,19,568,11,1.94,14,2.46,11,1.94,16,2.82,12,2.11,11,1.94,11,1.94,6,1.06,6,1.06,5,0.88,2,0.35,8,1.41,1,0.18,6,1.06,6,1.06,7,1.23,5,0.88,6,1.06,2,0.35,6,1.06,15,2.64,9,1.58,4,0.7,2,0.35,7,1.23,1,0.18,5,0.88,4,0.7,2,0.35,10,1.76,0,0.0,1,0.18,3,0.53,11,1.94,7,1.23,5,0.88,26,4.58,26,4.58,28,4.93,29,5.11,31,5.46,37,6.51,22,3.87,2,0.35,0,0.0,1,0.18,1,0.18,2,0.35,3,0.53,0,0.0,6,1.06,14,2.46,11,1.94,24,4.23,13,2.29,19,3.35,6,1.06,5,0.88,24019
24,20,658,16,2.43,28,4.26,16,2.43,17,2.58,19,2.89,10,1.52,11,1.67,12,1.82,2,0.3,7,1.06,3,0.46,7,1.06,3,0.46,5,0.76,4,0.61,7,1.06,5,0.76,4,0.61,1,0.15,4,0.61,18,2.74,16,2.43,5,0.76,3,0.46,9,1.37,10,1.52,5,0.76,3,0.46,2,0.3,8,1.22,1,0.15,1,0.15,3,0.46,8,1.22,1,0.15,5,0.76,21,3.19,32,4.86,30,4.56,30,4.56,34,5.17,40,6.08,27,4.1,2,0.3,1,0.15,1,0.15,4,0.61,0,0.0,1,0.15,0,0.0,4,0.61,14,2.13,15,2.28,31,4.71,17,2.58,30,4.56,8,1.22,12,1.82,24020
24,21,428,17,3.97,14,3.27,11,2.57,12,2.8,9,2.1,11,2.57,8,1.87,4,0.93,2,0.47,3,0.7,2,0.47,2,0.47,3,0.7,4,0.93,4,0.93,4,0.93,5,1.17,2,0.47,1,0.23,2,0.47,5,1.17,7,1.64,2,0.47,1,0.23,1,0.23,5,1.17,3,0.7,3,0.7,1,0.23,1,0.23,1,0.23,0,0.0,0,0.0,4,0.93,5,1.17,1,0.23,23,5.37,22,5.14,22,5.14,25,5.84,21,4.91,27,6.31,19,4.44,0,0.0,2,0.47,2,0.47,1,0.23,1,0.23,2,0.47,1,0.23,9,2.1,8,1.87,7,1.64,15,3.5,8,1.87,20,4.67,5,1.17,7,1.64,24021
24,22,465,20,4.3,12,2.58,12,2.58,13,2.8,14,3.01,9,1.94,11,2.37,11,2.37,0,0.0,4,0.86,2,0.43,4,0.86,1,0.22,0,0.0,1,0.22,6,1.29,3,0.65,5,1.08,3,0.65,3,0.65,9,1.94,15,3.23,4,0.86,6,1.29,4,0.86,2,0.43,5,1.08,1,0.22,3,0.65,3,0.65,2,0.43,0,0.0,3,0.65,5,1.08,2,0.43,3,0.65,18,3.87,20,4.3,20,4.3,28,6.02,18,3.87,24,5.16,16,3.44,5,1.08,1,0.22,2,0.43,4,0.86,1,0.22,1,0.22,2,0.43,2,0.43,7,1.51,13,2.8,20,4.3,7,1.51,21,4.52,5,1.08,12,2.58,24022
24,23,546,20,3.66,28,5.13,15,2.75,19,3.48,15,2.75,13,2.38,15,2.75,13,2.38,6,1.1,6,1.1,3,0.55,1,0.18,4,0.73,2,0.37,2,0.37,13,2.38,3,0.55,9,1.65,4,0.73,1,0.18,21,3.85,13,2.38,2,0.37,3,0.55,7,1.28,5,0.92,4,0.73,6,1.1,2,0.37,3,0.55,3,0.55,0,0.0,0,0.0,11,2.01,3,0.55,5,0.92,19,3.48,24,4.4,23,4.21,18,3.3,18,3.3,29,5.31,18,3.3,0,0.0,2,0.37,1,0.18,2,0.37,2,0.37,3,0.55,1,0.18,9,1.65,12,2.2,14,2.56,24,4.4,5,0.92,18,3.3,2,0.37,5,0.92,24023
24,24,328,7,2.13,16,4.88,5,1.52,9,2.74,10,3.05,4,1.22,7,2.13,4,1.22,3,0.91,1,0.3,1,0.3,2,0.61,3,0.91,1,0.3,3,0.91,3,0.91,5,1.52,3,0.91,2,0.61,1,0.3,15,4.57,9,2.74,0,0.0,0,0.0,2,0.61,1,0.3,2,0.61,1,0.3,1,0.3,2,0.61,3,0.91,0,0.0,1,0.3,4,1.22,4,1.22,3,0.91,22,6.71,16,4.88,15,4.57,14,4.27,16,4.88,24,7.32,12,3.66,2,0.61,0,0.0,0,0.0,2,0.61,0,0.0,0,0.0,0,0.0,3,0.91,6,1.83,7,2.13,18,5.49,4,1.22,8,2.44,4,1.22,3,0.91,24024
24,25,583,23,3.95,23,3.95,8,1.37,17,2.92,9,1.54,12,2.06,9,1.54,8,1.37,2,0.34,3,0.51,4,0.69,6,1.03,2,0.34,1,0.17,4,0.69,5,0.86,6,1.03,5,0.86,6,1.03,5,0.86,13,2.23,22,3.77,6,1.03,5,0.86,2,0.34,2,0.34,4,0.69,2,0.34,4,0.69,5,0.86,2,0.34,0,0.0,1,0.17,10,1.72,3,0.51,5,0.86,30,5.15,34,5.83,29,4.97,24,4.12,29,4.97,25,4.29,27,4.63,3,0.51,0,0.0,1,0.17,1,0.17,1,0.17,0,0.0,0,0.0,8,1.37,7,1.2,20,3.43,35,6.0,8,1.37,20,3.43,6,1.03,10,1.72,24025
24,26,626,21,3.35,29,4.63,13,2.08,20,3.19,21,3.35,15,2.4,15,2.4,16,2.56,3,0.48,5,0.8,3,0.48,4,0.64,2,0.32,2,0.32,3,0.48,8,1.28,7,1.12,4,0.64,2,0.32,2,0.32,16,2.56,24,3.83,5,0.8,6,0.96,7,1.12,5,0.8,7,1.12,6,0.96,2,0.32,3,0.48,0,0.0,0,0.0,2,0.32,8,1.28,4,0.64,4,0.64,26,4.15,30,4.79,27,4.31,29,4.63,29,4.63,33,5.27,21,3.35,4,0.64,1,0.16,3,0.48,2,0.32,1,0.16,2,0.32,0,0.0,5,0.8,10,1.6,8,1.28,38,6.07,7,1.12,20,3.19,5,0.8,7,1.12,24026
24,27,300,4,1.33,11,3.67,7,2.33,7,2.33,6,2.0,2,0.67,4,1.33,2,0.67,1,0.33,1,0.33,1,0.33,0,0.0,2,0.67,0,0.0,5,1.67,7,2.33,3,1.0,2,0.67,3,1.0,2,0.67,12,4.0,6,2.0,0,0.0,3,1.0,2,0.67,8,2.67,1,0.33,1,0.33,4,1.33,3,1.0,4,1.33,3,1.0,1,0.33,10,3.33,2,0.67,2,0.67,9,3.0,12,4.0,12,4.0,14,4.67,8,2.67,21,7.0,10,3.33,1,0.33,1,0.33,2,0.67,2,0.67,1,0.33,2,0.67,3,1.0,6,2.0,10,3.33,11,3.67,10,3.33,5,1.67,10,3.33,2,0.67,7,2.33,24027
24,28,355,13,3.66,17,4.79,9,2.54,13,3.66,11,3.1,7,1.97,6,1.69,10,2.82,4,1.13,4,1.13,4,1.13,3,0.85,2,0.56,3,0.85,4,1.13,6,1.69,3,0.85,4,1.13,3,0.85,3,0.85,10,2.82,16,4.51,3,0.85,2,0.56,2,0.56,2,0.56,4,1.13,0,0.0,0,0.0,0,0.0,0,0.0,1,0.28,0,0.0,6,1.69,4,1.13,2,0.56,14,3.94,15,4.23,13,3.66,14,3.94,14,3.94,22,6.2,11,3.1,0,0.0,1,0.28,0,0.0,1,0.28,0,0.0,0,0.0,0,0.0,8,2.25,3,0.85,6,1.69,16,4.51,6,1.69,8,2.25,3,0.85,6,1.69,24028
24,29,542,20,3.69,22,4.06,14,2.58,22,4.06,13,2.4,13,2.4,16,2.95,12,2.21,3,0.55,6,1.11,1,0.18,8,1.48,3,0.55,4,0.74,3,0.55,10,1.85,7,1.29,3,0.55,5,0.92,6,1.11,12,2.21,21,3.87,2,0.37,1,0.18,6,1.11,3,0.55,2,0.37,1,0.18,2,0.37,0,0.0,0,0.0,0,0.0,4,0.74,9,1.66,5,0.92,5,0.92,17,3.14,21,3.87,19,3.51,17,3.14,19,3.51,22,4.06,17,3.14,0,0.0,5,0.92,0,0.0,0,0.0,3,0.55,3,0.55,0,0.0,10,1.85,11,2.03,17,3.14,25,4.61,19,3.51,19,3.51,6,1.11,11,2.03,24029
24,30,345,17,4.93,12,3.48,6,1.74,10,2.9,5,1.45,7,2.03,8,2.32,8,2.32,3,0.87,1,0.29,1,0.29,3,0.87,2,0.58,2,0.58,2,0.58,6,1.74,3,0.87,1,0.29,1,0.29,1,0.29,6,1.74,9,2.61,0,0.0,0,0.0,2,0.58,4,1.16,1,0.29,0,0.0,0,0.0,6,1.74,0,0.0,0,0.0,4,1.16,6,1.74,1,0.29,0,0.0,15,4.35,20,5.8,19,5.51,18,5.22,21,6.09,17,4.93,15,4.35,1,0.29,0,0.0,1,0.29,1,0.29,0,0.0,1,0.29,0,0.0,3,0.87,4,1.16,11,3.19,18,5.22,5,1.45,9,2.61,5,1.45,9,2.61,24030
24,31,427,17,3.98,20,4.68,11,2.58,15,3.51,14,3.28,8,1.87,12,2.81,9,2.11,2,0.47,4,0.94,2,0.47,5,1.17,6,1.41,2,0.47,6,1.41,5,1.17,3,0.7,2,0.47,1,0.23,1,0.23,14,3.28,14,3.28,6,1.41,2,0.47,5,1.17,4,0.94,4,0.94,0,0.0,2,0.47,5,1.17,1,0.23,1,0.23,2,0.47,9,2.11,3,0.7,3,0.7,14,3.28,16,3.75,17,3.98,16,3.75,14,3.28,21,4.92,13,3.04,1,0.23,2,0.47,1,0.23,1,0.23,1,0.23,7,1.64,1,0.23,1,0.23,9,2.11,10,2.34,28,6.56,2,0.47,10,2.34,3,0.7,8,1.87,24031
24,32,485,21,4.33,14,2.89,8,1.65,10,2.06,11,2.27,7,1.44,8,1.65,7,1.44,4,0.82,1,0.21,4,0.82,3,0.62,4,0.82,2,0.41,4,0.82,10,2.06,1,0.21,4,0.82,4,0.82,1,0.21,11,2.27,12,2.47,3,0.62,1,0.21,4,0.82,2,0.41,5,1.03,5,1.03,2,0.41,3,0.62,0,0.0,0,0.0,0,0.0,14,2.89,0,0.0,1,0.21,25,5.15,30,6.19,28,5.77,27,5.57,25,5.15,29,5.98,21,4.33,2,0.41,1,0.21,1,0.21,1,0.21,0,0.0,0,0.0,1,0.21,9,1.86,7,1.44,13,2.68,16,3.3,5,1.03,20,4.12,2,0.41,7,1.44,24032
24,33,320,13,4.06,20,6.25,6,1.88,12,3.75,8,2.5,7,2.19,10,3.13,7,2.19,0,0.0,2,0.63,1,0.31,3,0.94,0,0.0,1,0.31,2,0.63,2,0.63,7,2.19,4,1.25,1,0.31,2,0.63,7,2.19,7,2.19,4,1.25,4,1.25,4,1.25,6,1.88,3,0.94,4,1.25,3,0.94,0,0.0,0,0.0,0,0.0,2,0.63,2,0.63,2,0.63,1,0.31,13,4.06,13,4.06,18,5.63,16,5.0,15,4.69,16,5.0,10,3.13,1,0.31,0,0.0,2,0.63,0,0.0,0,0.0,1,0.31,0,0.0,5,1.56,5,1.56,9,2.81,12,3.75,4,1.25,11,3.44,1,0.31,3,0.94,24033
24,34,638,14,2.19,15,2.35,9,1.41,10,1.57,8,1.25,7,1.1,11,1.72,6,0.94,1,0.16,1,0.16,4,0.63,1,0.16,0,0.0,1,0.16,0,0.0,9,1.41,8,1.25,2,0.31,2,0.31,1,0.16,15,2.35,12,1.88,2,0.31,2,0.31,4,0.63,5,0.78,4,0.63,1,0.16,5,0.78,4,0.63,2,0.31,1,0.16,1,0.16,10,1.57,4,0.63,5,0.78,41,6.43,52,8.15,47,7.37,44,6.9,41,6.43,47,7.37,33,5.17,1,0.16,2,0.31,1,0.16,1,0.16,1,0.16,5,0.78,0,0.0,4,0.63,12,1.88,10,1.57,32,5.02,10,1.57,17,2.66,5,0.78,9,1.41,24034
24,35,511,26,5.09,27,5.28,20,3.91,21,4.11,16,3.13,12,2.35,19,3.72,15,2.94,3,0.59,3,0.59,3,0.59,3,0.59,3,0.59,1,0.2,3,0.59,16,3.13,6,1.17,6,1.17,4,0.78,1,0.2,13,2.54,15,2.94,1,0.2,1,0.2,2,0.39,4,0.78,3,0.59,3,0.59,2,0.39,1,0.2,1,0.2,0,0.0,2,0.39,14,2.74,3,0.59,4,0.78,14,2.74,17,3.33,19,3.72,17,3.33,21,4.11,20,3.91,14,2.74,1,0.2,2,0.39,2,0.39,1,0.2,2,0.39,5,0.98,2,0.39,7,1.37,9,1.76,12,2.35,22,4.31,5,0.98,18,3.52,2,0.39,6,1.17,24035
