ward,precinct,total,Barack Obama,Barack Obama Percent,Daniel W. Hynes,Daniel W. Hynes Percent,Gery Chico,Gery Chico Percent,Maria Pappas,Maria Pappas Percent,M. Blair Hull,M. Blair Hull Percent,Joyce Washington,Joyce Washington Percent,Nancy Skinner,Nancy Skinner Percent,precinct_id
2,16,123,90,73.17,12,9.76,11,8.94,3,2.44,5,4.07,1,0.81,1,0.81,02016
2,17,159,128,80.5,7,4.4,2,1.26,2,1.26,13,8.18,7,4.4,0,0.0,02017
2,18,354,253,71.47,72,20.34,15,4.24,6,1.69,5,1.41,1,0.28,2,0.56,02018
2,19,109,92,84.4,5,4.59,1,0.92,3,2.75,5,4.59,3,2.75,0,0.0,02019
2,20,218,187,85.78,9,4.13,5,2.29,4,1.83,10,4.59,2,0.92,1,0.46,02020
2,21,251,219,87.25,9,3.59,1,0.4,7,2.79,7,2.79,8,3.19,0,0.0,02021
2,22,338,273,80.77,35,10.36,11,3.25,11,3.25,5,1.48,2,0.59,1,0.3,02022
2,23,137,108,78.83,5,3.65,2,1.46,6,4.38,5,3.65,10,7.3,1,0.73,02023
2,24,116,107,92.24,1,0.86,0,0.0,0,0.0,5,4.31,3,2.59,0,0.0,02024
2,25,108,80,74.07,10,9.26,9,8.33,2,1.85,6,5.56,1,0.93,0,0.0,02025
2,26,227,194,85.46,14,6.17,6,2.64,2,0.88,7,3.08,3,1.32,1,0.44,02026
2,27,124,100,80.65,6,4.84,4,3.23,4,3.23,6,4.84,4,3.23,0,0.0,02027
2,28,59,40,67.8,7,11.86,1,1.69,6,10.17,3,5.08,0,0.0,2,3.39,02028
2,29,83,66,79.52,4,4.82,4,4.82,3,3.61,4,4.82,0,0.0,2,2.41,02029
2,30,125,98,78.4,4,3.2,3,2.4,3,2.4,10,8.0,5,4.0,2,1.6,02030
2,31,215,198,92.09,7,3.26,2,0.93,2,0.93,4,1.86,1,0.47,1,0.47,02031
2,32,106,81,76.42,9,8.49,4,3.77,0,0.0,8,7.55,4,3.77,0,0.0,02032
2,33,122,103,84.43,2,1.64,3,2.46,4,3.28,4,3.28,6,4.92,0,0.0,02033
2,34,243,195,80.25,9,3.7,3,1.23,9,3.7,20,8.23,6,2.47,1,0.41,02034
2,35,52,39,75.0,4,7.69,2,3.85,6,11.54,1,1.92,0,0.0,0,0.0,02035
2,36,93,66,70.97,4,4.3,3,3.23,3,3.23,11,11.83,5,5.38,1,1.08,02036
2,37,202,161,79.7,17,8.42,11,5.45,11,5.45,2,0.99,0,0.0,0,0.0,02037
2,38,210,163,77.62,8,3.81,14,6.67,8,3.81,12,5.71,4,1.9,1,0.48,02038
2,39,159,128,80.5,5,3.14,7,4.4,9,5.66,8,5.03,2,1.26,0,0.0,02039
2,40,231,184,79.65,10,4.33,7,3.03,11,4.76,7,3.03,9,3.9,3,1.3,02040
2,41,109,96,88.07,1,0.92,0,0.0,4,3.67,7,6.42,1,0.92,0,0.0,02041
2,42,69,59,85.51,3,4.35,2,2.9,4,5.8,0,0.0,0,0.0,1,1.45,02042
2,43,256,206,80.47,24,9.38,10,3.91,11,4.3,5,1.95,0,0.0,0,0.0,02043
2,44,130,109,83.85,5,3.85,0,0.0,2,1.54,11,8.46,3,2.31,0,0.0,02044
2,45,150,131,87.33,6,4.0,3,2.0,0,0.0,8,5.33,2,1.33,0,0.0,02045
2,46,307,289,94.14,3,0.98,0,0.0,6,1.95,7,2.28,1,0.33,1,0.33,02046
2,47,188,168,89.36,4,2.13,0,0.0,4,2.13,8,4.26,3,1.6,1,0.53,02047
2,48,124,112,90.32,1,0.81,3,2.42,1,0.81,3,2.42,2,1.61,2,1.61,02048
2,49,155,127,81.94,11,7.1,6,3.87,7,4.52,2,1.29,0,0.0,2,1.29,02049
2,50,114,74,64.91,10,8.77,14,12.28,7,6.14,7,6.14,2,1.75,0,0.0,02050
2,51,157,138,87.9,2,1.27,2,1.27,4,2.55,3,1.91,8,5.1,0,0.0,02051
2,52,160,127,79.38,7,4.38,3,1.88,8,5.0,7,4.38,5,3.13,3,1.88,02052
2,53,77,59,76.62,3,3.9,1,1.3,3,3.9,8,10.39,3,3.9,0,0.0,02053
2,54,213,184,86.38,8,3.76,11,5.16,3,1.41,5,2.35,1,0.47,1,0.47,02054
2,55,41,31,75.61,8,19.51,2,4.88,0,0.0,0,0.0,0,0.0,0,0.0,02055
2,56,178,147,82.58,9,5.06,0,0.0,6,3.37,10,5.62,6,3.37,0,0.0,02056
2,57,101,69,68.32,2,1.98,4,3.96,5,4.95,10,9.9,10,9.9,1,0.99,02057
2,58,78,67,85.9,5,6.41,1,1.28,2,2.56,3,3.85,0,0.0,0,0.0,02058
2,59,210,169,80.48,19,9.05,7,3.33,10,4.76,3,1.43,0,0.0,2,0.95,02059
3,1,158,140,88.61,6,3.8,3,1.9,1,0.63,4,2.53,4,2.53,0,0.0,03001
3,2,306,289,94.44,3,0.98,1,0.33,3,0.98,7,2.29,3,0.98,0,0.0,03002
3,3,134,109,81.34,15,11.19,5,3.73,2,1.49,3,2.24,0,0.0,0,0.0,03003
3,4,67,57,85.07,3,4.48,3,4.48,1,1.49,1,1.49,2,2.99,0,0.0,03004
3,5,109,98,89.91,6,5.5,0,0.0,2,1.83,2,1.83,0,0.0,1,0.92,03005
3,6,114,91,79.82,8,7.02,0,0.0,2,1.75,4,3.51,8,7.02,1,0.88,03006
3,7,198,185,93.43,1,0.51,1,0.51,1,0.51,7,3.54,3,1.52,0,0.0,03007
3,8,34,26,76.47,2,5.88,0,0.0,1,2.94,2,5.88,3,8.82,0,0.0,03008
3,9,149,135,90.6,2,1.34,1,0.67,6,4.03,2,1.34,2,1.34,1,0.67,03009
3,10,105,95,90.48,2,1.9,1,0.95,2,1.9,3,2.86,2,1.9,0,0.0,03010
3,11,95,82,86.32,0,0.0,1,1.05,1,1.05,6,6.32,5,5.26,0,0.0,03011
3,12,204,175,85.78,11,5.39,2,0.98,5,2.45,7,3.43,3,1.47,1,0.49,03012
3,13,133,12,9.02,3,2.26,110,82.71,2,1.5,6,4.51,0,0.0,0,0.0,03013
3,14,96,82,85.42,5,5.21,0,0.0,1,1.04,5,5.21,2,2.08,1,1.04,03014
3,15,188,163,86.7,5,2.66,0,0.0,4,2.13,6,3.19,9,4.79,1,0.53,03015
3,16,335,320,95.52,3,0.9,1,0.3,1,0.3,4,1.19,6,1.79,0,0.0,03016
3,17,142,119,83.8,6,4.23,2,1.41,2,1.41,5,3.52,6,4.23,2,1.41,03017
3,18,130,121,93.08,0,0.0,0,0.0,0,0.0,6,4.62,2,1.54,1,0.77,03018
3,19,28,23,82.14,5,17.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03019
3,20,10,6,60.0,0,0.0,1,10.0,1,10.0,2,20.0,0,0.0,0,0.0,03020
3,21,118,99,83.9,4,3.39,1,0.85,4,3.39,5,4.24,4,3.39,1,0.85,03021
3,22,121,110,90.91,1,0.83,0,0.0,2,1.65,3,2.48,4,3.31,1,0.83,03022
3,23,33,24,72.73,4,12.12,0,0.0,0,0.0,4,12.12,1,3.03,0,0.0,03023
3,24,150,137,91.33,2,1.33,0,0.0,2,1.33,5,3.33,4,2.67,0,0.0,03024
3,25,23,19,82.61,0,0.0,0,0.0,1,4.35,1,4.35,2,8.7,0,0.0,03025
3,26,134,130,97.01,0,0.0,1,0.75,0,0.0,3,2.24,0,0.0,0,0.0,03026
3,27,10,10,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03027
3,28,93,71,76.34,9,9.68,0,0.0,2,2.15,3,3.23,7,7.53,1,1.08,03028
3,29,139,124,89.21,3,2.16,0,0.0,2,1.44,3,2.16,7,5.04,0,0.0,03029
3,30,147,137,93.2,1,0.68,1,0.68,0,0.0,4,2.72,3,2.04,1,0.68,03030
3,31,269,244,90.71,5,1.86,0,0.0,2,0.74,12,4.46,4,1.49,2,0.74,03031
3,32,129,117,90.7,3,2.33,0,0.0,1,0.78,2,1.55,6,4.65,0,0.0,03032
3,33,220,205,93.18,2,0.91,3,1.36,3,1.36,4,1.82,3,1.36,0,0.0,03033
3,34,139,135,97.12,0,0.0,0,0.0,1,0.72,1,0.72,2,1.44,0,0.0,03034
3,35,160,151,94.38,1,0.63,2,1.25,1,0.63,3,1.88,2,1.25,0,0.0,03035
3,36,92,86,93.48,0,0.0,0,0.0,1,1.09,2,2.17,3,3.26,0,0.0,03036
3,37,88,79,89.77,1,1.14,0,0.0,0,0.0,5,5.68,3,3.41,0,0.0,03037
3,38,45,45,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03038
3,39,306,291,95.1,5,1.63,0,0.0,5,1.63,2,0.65,3,0.98,0,0.0,03039
3,40,173,149,86.13,4,2.31,1,0.58,3,1.73,7,4.05,7,4.05,2,1.16,03040
3,41,186,168,90.32,6,3.23,2,1.08,1,0.54,5,2.69,3,1.61,1,0.54,03041
3,42,125,115,92.0,2,1.6,1,0.8,1,0.8,3,2.4,3,2.4,0,0.0,03042
3,43,72,67,93.06,1,1.39,0,0.0,0,0.0,1,1.39,3,4.17,0,0.0,03043
3,44,81,73,90.12,1,1.23,0,0.0,1,1.23,4,4.94,2,2.47,0,0.0,03044
3,45,74,55,74.32,7,9.46,4,5.41,1,1.35,5,6.76,1,1.35,1,1.35,03045
3,46,169,165,97.63,1,0.59,0,0.0,0,0.0,2,1.18,1,0.59,0,0.0,03046
3,47,124,109,87.9,5,4.03,1,0.81,2,1.61,4,3.23,3,2.42,0,0.0,03047
3,48,149,135,90.6,2,1.34,1,0.67,3,2.01,5,3.36,3,2.01,0,0.0,03048
3,49,41,39,95.12,0,0.0,0,0.0,0,0.0,1,2.44,1,2.44,0,0.0,03049
3,50,180,159,88.33,5,2.78,3,1.67,4,2.22,4,2.22,4,2.22,1,0.56,03050
3,51,46,10,21.74,10,21.74,18,39.13,5,10.87,3,6.52,0,0.0,0,0.0,03051
3,52,78,73,93.59,0,0.0,1,1.28,0,0.0,4,5.13,0,0.0,0,0.0,03052
3,53,164,137,83.54,7,4.27,1,0.61,2,1.22,6,3.66,7,4.27,4,2.44,03053
3,54,135,102,75.56,20,14.81,5,3.7,5,3.7,2,1.48,1,0.74,0,0.0,03054
3,55,124,112,90.32,0,0.0,1,0.81,2,1.61,5,4.03,4,3.23,0,0.0,03055
3,56,154,138,89.61,4,2.6,0,0.0,1,0.65,6,3.9,5,3.25,0,0.0,03056
3,57,217,189,87.1,7,3.23,0,0.0,7,3.23,9,4.15,5,2.3,0,0.0,03057
3,58,59,58,98.31,0,0.0,0,0.0,0,0.0,1,1.69,0,0.0,0,0.0,03058
3,59,78,66,84.62,2,2.56,1,1.28,3,3.85,2,2.56,4,5.13,0,0.0,03059
3,60,160,140,87.5,2,1.25,1,0.63,2,1.25,11,6.88,3,1.88,1,0.63,03060
3,61,132,105,79.55,12,9.09,3,2.27,4,3.03,4,3.03,3,2.27,1,0.76,03061
3,62,96,81,84.38,7,7.29,0,0.0,1,1.04,3,3.13,4,4.17,0,0.0,03062
3,63,89,72,80.9,12,13.48,3,3.37,2,2.25,0,0.0,0,0.0,0,0.0,03063
4,1,231,220,95.24,5,2.16,3,1.3,0,0.0,2,0.87,1,0.43,0,0.0,04001
4,2,298,285,95.64,1,0.34,3,1.01,0,0.0,5,1.68,3,1.01,1,0.34,04002
4,3,289,269,93.08,2,0.69,0,0.0,2,0.69,10,3.46,4,1.38,2,0.69,04003
4,4,281,253,90.04,1,0.36,3,1.07,7,2.49,2,0.71,14,4.98,1,0.36,04004
4,5,283,269,95.05,1,0.35,2,0.71,2,0.71,7,2.47,2,0.71,0,0.0,04005
4,6,114,113,99.12,0,0.0,0,0.0,1,0.88,0,0.0,0,0.0,0,0.0,04006
4,7,164,156,95.12,1,0.61,0,0.0,2,1.22,4,2.44,1,0.61,0,0.0,04007
4,8,232,211,90.95,5,2.16,3,1.29,2,0.86,8,3.45,2,0.86,1,0.43,04008
4,9,494,476,96.36,6,1.21,0,0.0,4,0.81,6,1.21,2,0.4,0,0.0,04009
4,10,260,248,95.38,3,1.15,1,0.38,1,0.38,4,1.54,3,1.15,0,0.0,04010
4,11,246,236,95.93,2,0.81,1,0.41,3,1.22,1,0.41,3,1.22,0,0.0,04011
4,12,133,122,91.73,1,0.75,2,1.5,2,1.5,2,1.5,4,3.01,0,0.0,04012
4,13,235,228,97.02,0,0.0,3,1.28,0,0.0,2,0.85,2,0.85,0,0.0,04013
4,14,138,125,90.58,5,3.62,0,0.0,1,0.72,5,3.62,2,1.45,0,0.0,04014
4,15,146,129,88.36,0,0.0,7,4.79,4,2.74,0,0.0,5,3.42,1,0.68,04015
4,16,320,290,90.63,7,2.19,2,0.63,6,1.88,9,2.81,6,1.88,0,0.0,04016
4,17,272,258,94.85,9,3.31,0,0.0,1,0.37,1,0.37,3,1.1,0,0.0,04017
4,18,247,230,93.12,2,0.81,0,0.0,7,2.83,7,2.83,1,0.4,0,0.0,04018
4,19,274,254,92.7,8,2.92,0,0.0,1,0.36,3,1.09,7,2.55,1,0.36,04019
4,20,78,71,91.03,0,0.0,1,1.28,2,2.56,1,1.28,2,2.56,1,1.28,04020
4,21,318,307,96.54,3,0.94,1,0.31,1,0.31,6,1.89,0,0.0,0,0.0,04021
4,22,348,334,95.98,5,1.44,3,0.86,1,0.29,2,0.57,2,0.57,1,0.29,04022
4,23,188,186,98.94,1,0.53,1,0.53,0,0.0,0,0.0,0,0.0,0,0.0,04023
4,24,316,301,95.25,7,2.22,0,0.0,3,0.95,2,0.63,1,0.32,2,0.63,04024
4,25,258,249,96.51,3,1.16,1,0.39,1,0.39,2,0.78,2,0.78,0,0.0,04025
4,26,240,227,94.58,2,0.83,2,0.83,0,0.0,4,1.67,4,1.67,1,0.42,04026
4,27,292,275,94.18,4,1.37,2,0.68,0,0.0,6,2.05,4,1.37,1,0.34,04027
4,28,190,183,96.32,1,0.53,2,1.05,0,0.0,3,1.58,1,0.53,0,0.0,04028
4,29,212,193,91.04,8,3.77,2,0.94,1,0.47,1,0.47,5,2.36,2,0.94,04029
4,30,80,65,81.25,6,7.5,0,0.0,1,1.25,4,5.0,4,5.0,0,0.0,04030
4,31,60,54,90.0,4,6.67,0,0.0,0,0.0,2,3.33,0,0.0,0,0.0,04031
4,32,315,297,94.29,6,1.9,4,1.27,1,0.32,4,1.27,2,0.63,1,0.32,04032
4,33,97,92,94.85,0,0.0,0,0.0,1,1.03,1,1.03,1,1.03,2,2.06,04033
4,34,201,191,95.02,5,2.49,0,0.0,1,0.5,3,1.49,0,0.0,1,0.5,04034
4,35,126,114,90.48,4,3.17,0,0.0,1,0.79,5,3.97,2,1.59,0,0.0,04035
4,36,122,115,94.26,2,1.64,1,0.82,0,0.0,3,2.46,1,0.82,0,0.0,04036
4,37,111,91,81.98,7,6.31,0,0.0,6,5.41,4,3.6,3,2.7,0,0.0,04037
4,38,375,358,95.47,6,1.6,2,0.53,4,1.07,4,1.07,1,0.27,0,0.0,04038
4,39,106,101,95.28,1,0.94,1,0.94,0,0.0,2,1.89,0,0.0,1,0.94,04039
4,40,232,219,94.4,2,0.86,1,0.43,3,1.29,4,1.72,3,1.29,0,0.0,04040
4,41,124,124,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04041
4,42,277,258,93.14,3,1.08,4,1.44,5,1.81,5,1.81,1,0.36,1,0.36,04042
4,43,168,159,94.64,2,1.19,4,2.38,1,0.6,1,0.6,1,0.6,0,0.0,04043
4,44,174,163,93.68,3,1.72,1,0.57,3,1.72,3,1.72,1,0.57,0,0.0,04044
4,45,428,415,96.96,5,1.17,1,0.23,1,0.23,3,0.7,2,0.47,1,0.23,04045
4,46,228,215,94.3,1,0.44,0,0.0,2,0.88,6,2.63,4,1.75,0,0.0,04046
4,47,374,363,97.06,0,0.0,1,0.27,3,0.8,4,1.07,3,0.8,0,0.0,04047
4,48,358,340,94.97,7,1.96,2,0.56,3,0.84,4,1.12,2,0.56,0,0.0,04048
4,49,116,104,89.66,3,2.59,0,0.0,3,2.59,3,2.59,3,2.59,0,0.0,04049
4,50,208,192,92.31,4,1.92,0,0.0,5,2.4,3,1.44,3,1.44,1,0.48,04050
4,51,281,274,97.51,0,0.0,0,0.0,3,1.07,3,1.07,0,0.0,1,0.36,04051
4,52,43,32,74.42,3,6.98,2,4.65,1,2.33,3,6.98,2,4.65,0,0.0,04052
4,53,224,210,93.75,5,2.23,0,0.0,2,0.89,1,0.45,6,2.68,0,0.0,04053
4,54,121,112,92.56,3,2.48,0,0.0,4,3.31,2,1.65,0,0.0,0,0.0,04054
4,55,190,184,96.84,1,0.53,1,0.53,1,0.53,2,1.05,0,0.0,1,0.53,04055
4,56,281,255,90.75,4,1.42,1,0.36,8,2.85,7,2.49,6,2.14,0,0.0,04056
4,57,129,122,94.57,0,0.0,2,1.55,1,0.78,1,0.78,3,2.33,0,0.0,04057
5,1,214,204,95.33,4,1.87,0,0.0,1,0.47,2,0.93,3,1.4,0,0.0,05001
5,2,213,192,90.14,1,0.47,0,0.0,5,2.35,10,4.69,5,2.35,0,0.0,05002
5,3,136,127,93.38,4,2.94,0,0.0,2,1.47,3,2.21,0,0.0,0,0.0,05003
5,4,189,181,95.77,0,0.0,1,0.53,0,0.0,4,2.12,2,1.06,1,0.53,05004
5,5,200,180,90.0,5,2.5,1,0.5,3,1.5,4,2.0,5,2.5,2,1.0,05005
5,6,262,245,93.51,3,1.15,0,0.0,1,0.38,6,2.29,5,1.91,2,0.76,05006
5,7,272,263,96.69,4,1.47,1,0.37,3,1.1,1,0.37,0,0.0,0,0.0,05007
5,8,308,299,97.08,3,0.97,0,0.0,3,0.97,2,0.65,1,0.32,0,0.0,05008
5,9,222,214,96.4,1,0.45,0,0.0,3,1.35,2,0.9,2,0.9,0,0.0,05009
5,10,239,229,95.82,3,1.26,0,0.0,2,0.84,0,0.0,5,2.09,0,0.0,05010
5,11,294,279,94.9,8,2.72,3,1.02,1,0.34,2,0.68,0,0.0,1,0.34,05011
5,12,157,150,95.54,1,0.64,0,0.0,1,0.64,2,1.27,2,1.27,1,0.64,05012
5,13,192,176,91.67,3,1.56,1,0.52,4,2.08,5,2.6,3,1.56,0,0.0,05013
5,14,363,345,95.04,13,3.58,2,0.55,1,0.28,2,0.55,0,0.0,0,0.0,05014
5,15,235,213,90.64,4,1.7,1,0.43,3,1.28,9,3.83,4,1.7,1,0.43,05015
5,16,184,162,88.04,3,1.63,0,0.0,2,1.09,11,5.98,5,2.72,1,0.54,05016
5,17,257,233,90.66,4,1.56,2,0.78,4,1.56,10,3.89,4,1.56,0,0.0,05017
5,18,278,266,95.68,2,0.72,1,0.36,1,0.36,3,1.08,5,1.8,0,0.0,05018
5,19,97,88,90.72,2,2.06,0,0.0,0,0.0,4,4.12,3,3.09,0,0.0,05019
5,20,94,91,96.81,1,1.06,0,0.0,0,0.0,2,2.13,0,0.0,0,0.0,05020
5,21,273,262,95.97,1,0.37,0,0.0,2,0.73,3,1.1,5,1.83,0,0.0,05021
5,22,248,228,91.94,4,1.61,1,0.4,3,1.21,6,2.42,6,2.42,0,0.0,05022
5,23,178,161,90.45,1,0.56,2,1.12,4,2.25,6,3.37,2,1.12,2,1.12,05023
5,24,217,201,92.63,8,3.69,0,0.0,2,0.92,3,1.38,3,1.38,0,0.0,05024
5,25,230,210,91.3,1,0.43,3,1.3,4,1.74,8,3.48,3,1.3,1,0.43,05025
5,26,238,222,93.28,2,0.84,1,0.42,3,1.26,6,2.52,4,1.68,0,0.0,05026
5,27,314,299,95.22,3,0.96,5,1.59,3,0.96,4,1.27,0,0.0,0,0.0,05027
5,28,251,237,94.42,5,1.99,1,0.4,4,1.59,1,0.4,3,1.2,0,0.0,05028
5,29,265,258,97.36,2,0.75,0,0.0,0,0.0,5,1.89,0,0.0,0,0.0,05029
5,30,207,202,97.58,2,0.97,1,0.48,0,0.0,1,0.48,1,0.48,0,0.0,05030
5,31,210,196,93.33,5,2.38,0,0.0,1,0.48,2,0.95,5,2.38,1,0.48,05031
5,32,338,330,97.63,1,0.3,2,0.59,2,0.59,2,0.59,1,0.3,0,0.0,05032
5,33,160,148,92.5,3,1.88,1,0.63,2,1.25,4,2.5,1,0.63,1,0.63,05033
5,34,234,213,91.03,7,2.99,0,0.0,3,1.28,7,2.99,3,1.28,1,0.43,05034
5,35,192,184,95.83,4,2.08,0,0.0,0,0.0,2,1.04,1,0.52,1,0.52,05035
5,36,148,136,91.89,5,3.38,0,0.0,1,0.68,0,0.0,6,4.05,0,0.0,05036
5,37,207,195,94.2,5,2.42,1,0.48,2,0.97,3,1.45,0,0.0,1,0.48,05037
5,38,280,259,92.5,10,3.57,1,0.36,2,0.71,5,1.79,2,0.71,1,0.36,05038
5,39,279,259,92.83,6,2.15,9,3.23,3,1.08,1,0.36,0,0.0,1,0.36,05039
5,40,238,213,89.5,1,0.42,2,0.84,4,1.68,11,4.62,7,2.94,0,0.0,05040
5,41,242,233,96.28,3,1.24,4,1.65,1,0.41,1,0.41,0,0.0,0,0.0,05041
5,42,256,236,92.19,5,1.95,1,0.39,2,0.78,6,2.34,5,1.95,1,0.39,05042
5,43,299,288,96.32,2,0.67,2,0.67,5,1.67,1,0.33,1,0.33,0,0.0,05043
5,44,283,270,95.41,3,1.06,1,0.35,2,0.71,5,1.77,2,0.71,0,0.0,05044
5,45,133,129,96.99,2,1.5,0,0.0,0,0.0,2,1.5,0,0.0,0,0.0,05045
5,46,299,280,93.65,9,3.01,3,1.0,4,1.34,2,0.67,1,0.33,0,0.0,05046
5,47,173,158,91.33,2,1.16,1,0.58,1,0.58,4,2.31,7,4.05,0,0.0,05047
5,48,193,176,91.19,3,1.55,2,1.04,3,1.55,4,2.07,3,1.55,2,1.04,05048
5,49,53,49,92.45,1,1.89,0,0.0,1,1.89,1,1.89,1,1.89,0,0.0,05049
