ward,precinct,total,Annie O'Donnell,Annie O'Donnell Percent,Charles Fitzgerald,Charles Fitzgerald Percent,Amy Marie Corrigan,Amy Marie Corrigan Percent,Denise Y. Staniec,Denise Y. Staniec Percent,Laurence J. Dunford,Laurence J. Dunford Percent,Michael Patrick Casey,Michael Patrick Casey Percent,Patrick D. Flanagan,Patrick D. Flanagan Percent,precinct_id
1,25,92,20,21.74,24,26.09,13,14.13,6,6.52,10,10.87,2,2.17,17,18.48,01025
1,26,104,23,22.12,22,21.15,13,12.5,9,8.65,18,17.31,5,4.81,14,13.46,01026
1,27,98,21,21.43,21,21.43,15,15.31,12,12.24,10,10.2,2,2.04,17,17.35,01027
1,28,137,37,27.01,38,27.74,12,8.76,7,5.11,12,8.76,10,7.3,21,15.33,01028
1,29,90,17,18.89,20,22.22,12,13.33,18,20.0,3,3.33,6,6.67,14,15.56,01029
1,30,164,39,23.78,26,15.85,32,19.51,19,11.59,8,4.88,11,6.71,29,17.68,01030
1,31,50,12,24.0,4,8.0,8,16.0,9,18.0,8,16.0,1,2.0,8,16.0,01031
1,32,75,17,22.67,18,24.0,16,21.33,6,8.0,4,5.33,5,6.67,9,12.0,01032
1,33,115,24,20.87,20,17.39,15,13.04,18,15.65,10,8.7,10,8.7,18,15.65,01033
1,34,67,12,17.91,14,20.9,7,10.45,16,23.88,5,7.46,5,7.46,8,11.94,01034
1,35,50,10,20.0,10,20.0,5,10.0,5,10.0,4,8.0,3,6.0,13,26.0,01035
1,36,111,20,18.02,13,11.71,17,15.32,19,17.12,16,14.41,8,7.21,18,16.22,01036
1,37,116,27,23.28,27,23.28,17,14.66,14,12.07,7,6.03,5,4.31,19,16.38,01037
1,38,65,15,23.08,10,15.38,15,23.08,3,4.62,6,9.23,5,7.69,11,16.92,01038
1,39,153,30,19.61,29,18.95,31,20.26,18,11.76,13,8.5,7,4.58,25,16.34,01039
1,40,46,8,17.39,10,21.74,9,19.57,4,8.7,3,6.52,2,4.35,10,21.74,01040
2,1,153,32,20.92,9,5.88,19,12.42,25,16.34,33,21.57,9,5.88,26,16.99,02001
2,2,8,1,12.5,2,25.0,1,12.5,0,0.0,0,0.0,1,12.5,3,37.5,02002
2,3,88,22,25.0,20,22.73,11,12.5,14,15.91,5,5.68,5,5.68,11,12.5,02003
2,4,98,23,23.47,29,29.59,7,7.14,7,7.14,8,8.16,6,6.12,18,18.37,02004
2,5,74,14,18.92,16,21.62,12,16.22,8,10.81,8,10.81,6,8.11,10,13.51,02005
2,6,76,17,22.37,7,9.21,8,10.53,14,18.42,10,13.16,7,9.21,13,17.11,02006
2,7,204,44,21.57,40,19.61,28,13.73,15,7.35,27,13.24,14,6.86,36,17.65,02007
2,8,165,35,21.21,12,7.27,25,15.15,24,14.55,40,24.24,9,5.45,20,12.12,02008
2,9,108,28,25.93,16,14.81,10,9.26,14,12.96,5,4.63,8,7.41,27,25.0,02009
2,10,39,7,17.95,7,17.95,5,12.82,7,17.95,2,5.13,2,5.13,9,23.08,02010
2,11,74,4,5.41,6,8.11,8,10.81,13,17.57,36,48.65,3,4.05,4,5.41,02011
2,12,69,17,24.64,5,7.25,14,20.29,7,10.14,16,23.19,3,4.35,7,10.14,02012
2,13,114,19,16.67,12,10.53,14,12.28,21,18.42,24,21.05,8,7.02,16,14.04,02013
2,14,244,47,19.26,43,17.62,42,17.21,31,12.7,36,14.75,17,6.97,28,11.48,02014
2,15,32,8,25.0,4,12.5,7,21.88,6,18.75,3,9.38,2,6.25,2,6.25,02015
2,16,80,19,23.75,15,18.75,12,15.0,6,7.5,9,11.25,6,7.5,13,16.25,02016
2,17,123,32,26.02,28,22.76,14,11.38,15,12.2,6,4.88,10,8.13,18,14.63,02017
2,18,245,43,17.55,22,8.98,35,14.29,33,13.47,59,24.08,16,6.53,37,15.1,02018
2,19,80,16,20.0,15,18.75,11,13.75,10,12.5,4,5.0,13,16.25,11,13.75,02019
2,20,151,35,23.18,27,17.88,22,14.57,11,7.28,22,14.57,9,5.96,25,16.56,02020
2,21,164,37,22.56,33,20.12,26,15.85,17,10.37,14,8.54,15,9.15,22,13.41,02021
2,22,240,38,15.83,25,10.42,28,11.67,39,16.25,59,24.58,15,6.25,36,15.0,02022
2,23,98,14,14.29,22,22.45,10,10.2,14,14.29,8,8.16,16,16.33,14,14.29,02023
2,24,78,22,28.21,16,20.51,12,15.38,7,8.97,6,7.69,4,5.13,11,14.1,02024
2,25,71,16,22.54,7,9.86,9,12.68,7,9.86,13,18.31,6,8.45,13,18.31,02025
2,26,149,32,21.48,19,12.75,19,12.75,15,10.07,28,18.79,10,6.71,26,17.45,02026
2,27,82,13,15.85,16,19.51,15,18.29,8,9.76,12,14.63,1,1.22,17,20.73,02027
2,28,40,9,22.5,3,7.5,6,15.0,4,10.0,6,15.0,4,10.0,8,20.0,02028
2,29,60,11,18.33,8,13.33,12,20.0,6,10.0,10,16.67,3,5.0,10,16.67,02029
2,30,91,29,31.87,22,24.18,8,8.79,6,6.59,7,7.69,5,5.49,14,15.38,02030
2,31,157,39,24.84,28,17.83,19,12.1,15,9.55,20,12.74,14,8.92,22,14.01,02031
2,32,77,15,19.48,19,24.68,9,11.69,13,16.88,2,2.6,6,7.79,13,16.88,02032
2,33,83,22,26.51,19,22.89,8,9.64,12,14.46,5,6.02,2,2.41,15,18.07,02033
2,34,128,33,25.78,28,21.88,15,11.72,11,8.59,13,10.16,10,7.81,18,14.06,02034
2,35,39,9,23.08,3,7.69,8,20.51,10,25.64,4,10.26,2,5.13,3,7.69,02035
2,36,65,18,27.69,19,29.23,6,9.23,8,12.31,1,1.54,3,4.62,10,15.38,02036
2,37,151,30,19.87,12,7.95,24,15.89,25,16.56,33,21.85,14,9.27,13,8.61,02037
2,38,157,45,28.66,30,19.11,20,12.74,17,10.83,18,11.46,5,3.18,22,14.01,02038
2,39,123,34,27.64,26,21.14,15,12.2,10,8.13,8,6.5,9,7.32,21,17.07,02039
2,40,176,34,19.32,35,19.89,25,14.2,16,9.09,24,13.64,10,5.68,32,18.18,02040
2,41,84,10,11.9,18,21.43,14,16.67,5,5.95,11,13.1,3,3.57,23,27.38,02041
2,42,39,6,15.38,8,20.51,8,20.51,4,10.26,6,15.38,3,7.69,4,10.26,02042
2,43,170,30,17.65,26,15.29,24,14.12,28,16.47,35,20.59,9,5.29,18,10.59,02043
2,44,90,24,26.67,17,18.89,9,10.0,11,12.22,13,14.44,7,7.78,9,10.0,02044
2,45,120,32,26.67,19,15.83,14,11.67,17,14.17,12,10.0,5,4.17,21,17.5,02045
2,46,213,53,24.88,35,16.43,28,13.15,16,7.51,27,12.68,19,8.92,35,16.43,02046
2,47,139,30,21.58,27,19.42,24,17.27,13,9.35,12,8.63,11,7.91,22,15.83,02047
2,48,89,19,21.35,22,24.72,5,5.62,5,5.62,15,16.85,3,3.37,20,22.47,02048
2,49,109,21,19.27,9,8.26,17,15.6,22,20.18,23,21.1,5,4.59,12,11.01,02049
2,50,85,16,18.82,13,15.29,14,16.47,14,16.47,8,9.41,9,10.59,11,12.94,02050
2,51,111,23,20.72,19,17.12,18,16.22,10,9.01,8,7.21,7,6.31,26,23.42,02051
2,52,132,25,18.94,33,25.0,17,12.88,11,8.33,10,7.58,8,6.06,28,21.21,02052
2,53,66,10,15.15,21,31.82,12,18.18,4,6.06,5,7.58,3,4.55,11,16.67,02053
2,54,148,33,22.3,6,4.05,20,13.51,36,24.32,36,24.32,6,4.05,11,7.43,02054
2,55,28,3,10.71,3,10.71,2,7.14,7,25.0,7,25.0,2,7.14,4,14.29,02055
2,56,131,33,25.19,35,26.72,12,9.16,13,9.92,11,8.4,4,3.05,23,17.56,02056
2,57,80,18,22.5,15,18.75,9,11.25,10,12.5,9,11.25,6,7.5,13,16.25,02057
2,58,51,10,19.61,7,13.73,5,9.8,9,17.65,10,19.61,4,7.84,6,11.76,02058
2,59,155,20,12.9,13,8.39,20,12.9,28,18.06,51,32.9,6,3.87,17,10.97,02059
3,1,126,24,19.05,27,21.43,13,10.32,7,5.56,27,21.43,8,6.35,20,15.87,03001
3,2,218,44,20.18,30,13.76,23,10.55,7,3.21,63,28.9,10,4.59,41,18.81,03002
3,3,90,20,22.22,16,17.78,10,11.11,5,5.56,20,22.22,8,8.89,11,12.22,03003
3,4,54,14,25.93,13,24.07,3,5.56,2,3.7,10,18.52,4,7.41,8,14.81,03004
3,5,78,5,6.41,14,17.95,10,12.82,7,8.97,19,24.36,12,15.38,11,14.1,03005
3,6,91,19,20.88,22,24.18,11,12.09,5,5.49,5,5.49,14,15.38,15,16.48,03006
3,7,121,37,30.58,21,17.36,19,15.7,13,10.74,12,9.92,4,3.31,15,12.4,03007
3,8,32,8,25.0,4,12.5,4,12.5,3,9.38,6,18.75,4,12.5,3,9.38,03008
3,9,114,27,23.68,23,20.18,11,9.65,4,3.51,23,20.18,9,7.89,17,14.91,03009
3,10,80,12,15.0,12,15.0,15,18.75,5,6.25,23,28.75,5,6.25,8,10.0,03010
3,11,75,8,10.67,10,13.33,5,6.67,3,4.0,28,37.33,6,8.0,15,20.0,03011
3,12,162,33,20.37,25,15.43,12,7.41,11,6.79,47,29.01,10,6.17,24,14.81,03012
3,13,103,14,13.59,25,24.27,16,15.53,6,5.83,3,2.91,11,10.68,28,27.18,03013
3,14,56,7,12.5,10,17.86,5,8.93,7,12.5,11,19.64,7,12.5,9,16.07,03014
3,15,145,33,22.76,35,24.14,18,12.41,9,6.21,25,17.24,8,5.52,17,11.72,03015
3,16,270,47,17.41,34,12.59,26,9.63,21,7.78,105,38.89,9,3.33,28,10.37,03016
3,17,114,21,18.42,20,17.54,15,13.16,8,7.02,30,26.32,7,6.14,13,11.4,03017
3,18,106,16,15.09,15,14.15,6,5.66,6,5.66,43,40.57,8,7.55,12,11.32,03018
3,19,18,6,33.33,3,16.67,5,27.78,0,0.0,1,5.56,2,11.11,1,5.56,03019
3,20,9,1,11.11,3,33.33,3,33.33,0,0.0,0,0.0,1,11.11,1,11.11,03020
3,21,91,15,16.48,19,20.88,12,13.19,4,4.4,21,23.08,8,8.79,12,13.19,03021
3,22,93,22,23.66,16,17.2,4,4.3,3,3.23,42,45.16,3,3.23,3,3.23,03022
3,23,22,6,27.27,8,36.36,2,9.09,4,18.18,0,0.0,1,4.55,1,4.55,03023
3,24,119,17,14.29,17,14.29,12,10.08,7,5.88,41,34.45,5,4.2,20,16.81,03024
3,25,21,5,23.81,7,33.33,1,4.76,0,0.0,4,19.05,2,9.52,2,9.52,03025
3,26,102,10,9.8,16,15.69,9,8.82,7,6.86,42,41.18,10,9.8,8,7.84,03026
3,27,5,0,0.0,2,40.0,0,0.0,0,0.0,0,0.0,1,20.0,2,40.0,03027
3,28,69,15,21.74,12,17.39,8,11.59,10,14.49,6,8.7,4,5.8,14,20.29,03028
3,29,98,22,22.45,17,17.35,16,16.33,6,6.12,16,16.33,8,8.16,13,13.27,03029
3,30,105,16,15.24,13,12.38,14,13.33,7,6.67,32,30.48,9,8.57,14,13.33,03030
3,31,200,45,22.5,41,20.5,21,10.5,9,4.5,46,23.0,16,8.0,22,11.0,03031
3,32,98,15,15.31,25,25.51,9,9.18,6,6.12,19,19.39,6,6.12,18,18.37,03032
3,33,173,42,24.28,37,21.39,17,9.83,10,5.78,34,19.65,9,5.2,24,13.87,03033
3,34,102,15,14.71,5,4.9,18,17.65,5,4.9,38,37.25,3,2.94,18,17.65,03034
3,35,124,19,15.32,22,17.74,18,14.52,5,4.03,26,20.97,8,6.45,26,20.97,03035
3,36,78,15,19.23,15,19.23,8,10.26,8,10.26,9,11.54,6,7.69,17,21.79,03036
3,37,71,14,19.72,12,16.9,5,7.04,4,5.63,14,19.72,9,12.68,13,18.31,03037
3,38,34,6,17.65,5,14.71,4,11.76,0,0.0,11,32.35,2,5.88,6,17.65,03038
3,39,217,40,18.43,28,12.9,23,10.6,7,3.23,72,33.18,13,5.99,34,15.67,03039
3,40,120,14,11.67,22,18.33,18,15.0,11,9.17,29,24.17,12,10.0,14,11.67,03040
3,41,134,25,18.66,19,14.18,20,14.93,7,5.22,37,27.61,10,7.46,16,11.94,03041
3,42,108,29,26.85,20,18.52,15,13.89,3,2.78,23,21.3,5,4.63,13,12.04,03042
3,43,65,7,10.77,5,7.69,5,7.69,4,6.15,42,64.62,0,0.0,2,3.08,03043
3,44,64,16,25.0,11,17.19,5,7.81,3,4.69,8,12.5,4,6.25,17,26.56,03044
3,45,60,13,21.67,14,23.33,5,8.33,3,5.0,2,3.33,6,10.0,17,28.33,03045
3,46,133,23,17.29,25,18.8,22,16.54,6,4.51,30,22.56,7,5.26,20,15.04,03046
3,47,92,22,23.91,16,17.39,9,9.78,6,6.52,20,21.74,11,11.96,8,8.7,03047
3,48,103,20,19.42,17,16.5,10,9.71,3,2.91,26,25.24,9,8.74,18,17.48,03048
3,49,35,2,5.71,8,22.86,2,5.71,2,5.71,14,40.0,4,11.43,3,8.57,03049
3,50,141,20,14.18,18,12.77,7,4.96,8,5.67,69,48.94,5,3.55,14,9.93,03050
3,51,43,8,18.6,9,20.93,8,18.6,5,11.63,1,2.33,6,13.95,6,13.95,03051
3,52,64,7,10.94,15,23.44,7,10.94,1,1.56,23,35.94,3,4.69,8,12.5,03052
3,53,110,17,15.45,16,14.55,9,8.18,25,22.73,23,20.91,8,7.27,12,10.91,03053
3,54,99,20,20.2,7,7.07,15,15.15,4,4.04,32,32.32,13,13.13,8,8.08,03054
3,55,105,21,20.0,21,20.0,7,6.67,4,3.81,31,29.52,6,5.71,15,14.29,03055
3,56,105,18,17.14,25,23.81,8,7.62,10,9.52,25,23.81,7,6.67,12,11.43,03056
3,57,165,40,24.24,28,16.97,16,9.7,6,3.64,39,23.64,18,10.91,18,10.91,03057
3,58,44,10,22.73,4,9.09,7,15.91,3,6.82,15,34.09,1,2.27,4,9.09,03058
3,59,64,10,15.63,21,32.81,11,17.19,4,6.25,8,12.5,4,6.25,6,9.38,03059
3,60,132,19,14.39,28,21.21,19,14.39,12,9.09,31,23.48,4,3.03,19,14.39,03060
3,61,106,27,25.47,19,17.92,16,15.09,11,10.38,10,9.43,12,11.32,11,10.38,03061
3,62,68,13,19.12,16,23.53,8,11.76,0,0.0,13,19.12,7,10.29,11,16.18,03062
3,63,63,11,17.46,4,6.35,11,17.46,5,7.94,23,36.51,3,4.76,6,9.52,03063
4,1,160,21,13.13,21,13.13,21,13.13,23,14.38,50,31.25,9,5.63,15,9.38,04001
4,2,222,26,11.71,31,13.96,40,18.02,17,7.66,58,26.13,13,5.86,37,16.67,04002
4,3,227,28,12.33,34,14.98,25,11.01,23,10.13,79,34.8,13,5.73,25,11.01,04003
4,4,215,35,16.28,36,16.74,25,11.63,13,6.05,63,29.3,14,6.51,29,13.49,04004
4,5,184,26,14.13,31,16.85,26,14.13,20,10.87,48,26.09,12,6.52,21,11.41,04005
4,6,80,8,10.0,12,15.0,7,8.75,6,7.5,30,37.5,5,6.25,12,15.0,04006
4,7,122,19,15.57,20,16.39,13,10.66,4,3.28,42,34.43,10,8.2,14,11.48,04007
4,8,179,29,16.2,26,14.53,22,12.29,14,7.82,54,30.17,12,6.7,22,12.29,04008
4,9,342,45,13.16,44,12.87,51,14.91,27,7.89,114,33.33,12,3.51,49,14.33,04009
4,10,197,21,10.66,29,14.72,31,15.74,17,8.63,59,29.95,11,5.58,29,14.72,04010
4,11,212,38,17.92,39,18.4,17,8.02,6,2.83,58,27.36,18,8.49,36,16.98,04011
4,12,100,16,16.0,19,19.0,20,20.0,5,5.0,23,23.0,6,6.0,11,11.0,04012
4,13,168,28,16.67,26,15.48,28,16.67,16,9.52,42,25.0,12,7.14,16,9.52,04013
4,14,105,24,22.86,15,14.29,13,12.38,7,6.67,24,22.86,8,7.62,14,13.33,04014
4,15,105,13,12.38,19,18.1,10,9.52,7,6.67,31,29.52,9,8.57,16,15.24,04015
4,16,245,37,15.1,44,17.96,28,11.43,16,6.53,65,26.53,20,8.16,35,14.29,04016
4,17,187,35,18.72,14,7.49,32,17.11,13,6.95,58,31.02,13,6.95,22,11.76,04017
4,18,188,23,12.23,26,13.83,21,11.17,8,4.26,90,47.87,7,3.72,13,6.91,04018
4,19,208,35,16.83,34,16.35,21,10.1,18,8.65,54,25.96,10,4.81,36,17.31,04019
4,20,58,9,15.52,9,15.52,8,13.79,4,6.9,16,27.59,4,6.9,8,13.79,04020
4,21,237,42,17.72,20,8.44,33,13.92,22,9.28,72,30.38,15,6.33,33,13.92,04021
4,22,242,21,8.68,27,11.16,30,12.4,27,11.16,105,43.39,6,2.48,26,10.74,04022
4,23,137,20,14.6,15,10.95,20,14.6,11,8.03,53,38.69,3,2.19,15,10.95,04023
4,24,237,40,16.88,31,13.08,22,9.28,20,8.44,84,35.44,13,5.49,27,11.39,04024
4,25,180,28,15.56,18,10.0,21,11.67,12,6.67,72,40.0,7,3.89,22,12.22,04025
4,26,174,29,16.67,35,20.11,22,12.64,10,5.75,49,28.16,8,4.6,21,12.07,04026
4,27,228,43,18.86,33,14.47,30,13.16,16,7.02,53,23.25,15,6.58,38,16.67,04027
4,28,124,20,16.13,10,8.06,17,13.71,11,8.87,51,41.13,8,6.45,7,5.65,04028
4,29,147,19,12.93,15,10.2,22,14.97,18,12.24,55,37.41,8,5.44,10,6.8,04029
4,30,49,11,22.45,12,24.49,6,12.24,1,2.04,5,10.2,3,6.12,11,22.45,04030
4,31,41,6,14.63,5,12.2,5,12.2,5,12.2,8,19.51,3,7.32,9,21.95,04031
4,32,211,29,13.74,11,5.21,16,7.58,33,15.64,104,49.29,7,3.32,11,5.21,04032
4,33,76,14,18.42,9,11.84,10,13.16,1,1.32,27,35.53,7,9.21,8,10.53,04033
4,34,131,14,10.69,7,5.34,14,10.69,13,9.92,75,57.25,1,0.76,7,5.34,04034
4,35,102,17,16.67,20,19.61,9,8.82,11,10.78,21,20.59,9,8.82,15,14.71,04035
4,36,80,16,20.0,16,20.0,9,11.25,5,6.25,15,18.75,9,11.25,10,12.5,04036
4,37,82,18,21.95,24,29.27,3,3.66,6,7.32,9,10.98,6,7.32,16,19.51,04037
4,38,267,41,15.36,18,6.74,33,12.36,18,6.74,121,45.32,6,2.25,30,11.24,04038
4,39,78,9,11.54,13,16.67,6,7.69,2,2.56,22,28.21,9,11.54,17,21.79,04039
4,40,160,23,14.38,20,12.5,22,13.75,11,6.88,49,30.63,8,5.0,27,16.88,04040
4,41,89,19,21.35,4,4.49,14,15.73,9,10.11,34,38.2,1,1.12,8,8.99,04041
4,42,192,42,21.88,28,14.58,25,13.02,14,7.29,46,23.96,13,6.77,24,12.5,04042
4,43,127,13,10.24,5,3.94,12,9.45,14,11.02,62,48.82,7,5.51,14,11.02,04043
4,44,119,10,8.4,11,9.24,14,11.76,15,12.61,50,42.02,7,5.88,12,10.08,04044
4,45,301,34,11.3,29,9.63,21,6.98,27,8.97,162,53.82,9,2.99,19,6.31,04045
4,46,164,25,15.24,14,8.54,23,14.02,11,6.71,54,32.93,12,7.32,25,15.24,04046
4,47,278,37,13.31,22,7.91,41,14.75,16,5.76,126,45.32,11,3.96,25,8.99,04047
4,48,260,40,15.38,20,7.69,34,13.08,41,15.77,99,38.08,8,3.08,18,6.92,04048
4,49,76,21,27.63,9,11.84,13,17.11,1,1.32,20,26.32,4,5.26,8,10.53,04049
4,50,157,24,15.29,26,16.56,24,15.29,5,3.18,37,23.57,13,8.28,28,17.83,04050
4,51,203,40,19.7,32,15.76,26,12.81,8,3.94,55,27.09,13,6.4,29,14.29,04051
4,52,31,9,29.03,7,22.58,5,16.13,0,0.0,3,9.68,2,6.45,5,16.13,04052
4,53,175,39,22.29,23,13.14,23,13.14,11,6.29,42,24.0,19,10.86,18,10.29,04053
4,54,86,12,13.95,8,9.3,9,10.47,8,9.3,38,44.19,2,2.33,9,10.47,04054
4,55,128,15,11.72,8,6.25,13,10.16,23,17.97,63,49.22,1,0.78,5,3.91,04055
4,56,222,36,16.22,43,19.37,32,14.41,15,6.76,47,21.17,13,5.86,36,16.22,04056
4,57,111,16,14.41,14,12.61,20,18.02,12,10.81,31,27.93,3,2.7,15,13.51,04057
5,1,152,26,17.11,26,17.11,12,7.89,12,7.89,47,30.92,13,8.55,16,10.53,05001
5,2,173,40,23.12,31,17.92,25,14.45,15,8.67,28,16.18,14,8.09,20,11.56,05002
5,3,103,18,17.48,5,4.85,19,18.45,16,15.53,25,24.27,6,5.83,14,13.59,05003
5,4,152,27,17.76,32,21.05,17,11.18,12,7.89,30,19.74,11,7.24,23,15.13,05004
5,5,149,30,20.13,28,18.79,17,11.41,15,10.07,33,22.15,12,8.05,14,9.4,05005
5,6,193,31,16.06,39,20.21,26,13.47,11,5.7,35,18.13,18,9.33,33,17.1,05006
5,7,220,23,10.45,18,8.18,28,12.73,13,5.91,100,45.45,11,5.0,27,12.27,05007
5,8,224,35,15.63,7,3.13,22,9.82,80,35.71,60,26.79,10,4.46,10,4.46,05008
5,9,194,32,16.49,26,13.4,21,10.82,12,6.19,63,32.47,16,8.25,24,12.37,05009
5,10,177,27,15.25,31,17.51,21,11.86,10,5.65,52,29.38,10,5.65,26,14.69,05010
5,11,206,20,9.71,14,6.8,28,13.59,51,24.76,71,34.47,9,4.37,13,6.31,05011
5,12,124,26,20.97,28,22.58,13,10.48,9,7.26,13,10.48,17,13.71,18,14.52,05012
5,13,148,32,21.62,30,20.27,18,12.16,11,7.43,30,20.27,9,6.08,18,12.16,05013
5,14,235,40,17.02,15,6.38,34,14.47,47,20.0,67,28.51,8,3.4,24,10.21,05014
5,15,166,35,21.08,26,15.66,21,12.65,26,15.66,39,23.49,10,6.02,9,5.42,05015
5,16,134,23,17.16,24,17.91,22,16.42,6,4.48,14,10.45,18,13.43,27,20.15,05016
5,17,189,35,18.52,41,21.69,22,11.64,10,5.29,34,17.99,17,8.99,30,15.87,05017
5,18,209,49,23.44,35,16.75,23,11.0,9,4.31,48,22.97,13,6.22,32,15.31,05018
5,19,78,15,19.23,8,10.26,4,5.13,6,7.69,25,32.05,6,7.69,14,17.95,05019
5,20,63,16,25.4,12,19.05,7,11.11,3,4.76,8,12.7,8,12.7,9,14.29,05020
5,21,211,45,21.33,45,21.33,29,13.74,16,7.58,23,10.9,18,8.53,35,16.59,05021
5,22,182,41,22.53,35,19.23,27,14.84,6,3.3,24,13.19,14,7.69,35,19.23,05022
5,23,142,33,23.24,23,16.2,27,19.01,12,8.45,24,16.9,11,7.75,12,8.45,05023
5,24,137,28,20.44,16,11.68,16,11.68,18,13.14,43,31.39,7,5.11,9,6.57,05024
5,25,170,20,11.76,25,14.71,24,14.12,14,8.24,32,18.82,19,11.18,36,21.18,05025
5,26,177,30,16.95,33,18.64,21,11.86,18,10.17,34,19.21,16,9.04,25,14.12,05026
5,27,205,25,12.2,8,3.9,22,10.73,72,35.12,61,29.76,4,1.95,13,6.34,05027
5,28,186,29,15.59,40,21.51,30,16.13,7,3.76,38,20.43,20,10.75,22,11.83,05028
5,29,191,38,19.9,34,17.8,32,16.75,16,8.38,37,19.37,10,5.24,24,12.57,05029
5,30,130,18,13.85,5,3.85,8,6.15,57,43.85,30,23.08,4,3.08,8,6.15,05030
5,31,154,30,19.48,32,20.78,17,11.04,6,3.9,27,17.53,13,8.44,29,18.83,05031
5,32,237,38,16.03,44,18.57,27,11.39,13,5.49,74,31.22,14,5.91,27,11.39,05032
5,33,118,24,20.34,16,13.56,16,13.56,13,11.02,13,11.02,9,7.63,27,22.88,05033
5,34,178,31,17.42,31,17.42,22,12.36,28,15.73,30,16.85,7,3.93,29,16.29,05034
5,35,126,25,19.84,12,9.52,10,7.94,22,17.46,40,31.75,5,3.97,12,9.52,05035
5,36,121,23,19.01,21,17.36,16,13.22,8,6.61,19,15.7,14,11.57,20,16.53,05036
5,37,140,33,23.57,11,7.86,21,15.0,17,12.14,38,27.14,4,2.86,16,11.43,05037
5,38,166,28,16.87,11,6.63,23,13.86,32,19.28,56,33.73,4,2.41,12,7.23,05038
5,39,182,19,10.44,7,3.85,17,9.34,54,29.67,65,35.71,8,4.4,12,6.59,05039
5,40,202,38,18.81,35,17.33,29,14.36,17,8.42,31,15.35,18,8.91,34,16.83,05040
5,41,120,15,12.5,7,5.83,16,13.33,33,27.5,34,28.33,4,3.33,11,9.17,05041
5,42,194,36,18.56,37,19.07,30,15.46,14,7.22,32,16.49,20,10.31,25,12.89,05042
5,43,191,29,15.18,37,19.37,27,14.14,15,7.85,40,20.94,11,5.76,32,16.75,05043
5,44,198,31,15.66,38,19.19,35,17.68,17,8.59,36,18.18,12,6.06,29,14.65,05044
5,45,109,19,17.43,25,22.94,13,11.93,7,6.42,19,17.43,10,9.17,16,14.68,05045
5,46,182,33,18.13,20,10.99,18,9.89,33,18.13,55,30.22,8,4.4,15,8.24,05046
5,47,137,21,15.33,22,16.06,28,20.44,9,6.57,24,17.52,7,5.11,26,18.98,05047
