ward,precinct,total,Annie O'Donnell,Annie O'Donnell Percent,Charles Fitzgerald,Charles Fitzgerald Percent,Amy Marie Corrigan,Amy Marie Corrigan Percent,Denise Y. Staniec,Denise Y. Staniec Percent,Laurence J. Dunford,Laurence J. Dunford Percent,Michael Patrick Casey,Michael Patrick Casey Percent,Patrick D. Flanagan,Patrick D. Flanagan Percent,precinct_id
38,16,143,19,13.29,11,7.69,17,11.89,15,10.49,55,38.46,9,6.29,17,11.89,38016
38,17,104,15,14.42,16,15.38,17,16.35,11,10.58,19,18.27,3,2.88,23,22.12,38017
38,18,112,19,16.96,15,13.39,13,11.61,11,9.82,11,9.82,15,13.39,28,25.0,38018
38,19,142,32,22.54,17,11.97,12,8.45,19,13.38,24,16.9,10,7.04,28,19.72,38019
38,20,146,35,23.97,18,12.33,13,8.9,13,8.9,33,22.6,14,9.59,20,13.7,38020
38,21,110,19,17.27,12,10.91,18,16.36,20,18.18,9,8.18,10,9.09,22,20.0,38021
38,22,119,26,21.85,16,13.45,10,8.4,22,18.49,11,9.24,10,8.4,24,20.17,38022
38,23,82,18,21.95,6,7.32,6,7.32,10,12.2,7,8.54,12,14.63,23,28.05,38023
38,24,59,9,15.25,11,18.64,2,3.39,7,11.86,9,15.25,4,6.78,17,28.81,38024
38,25,83,16,19.28,5,6.02,8,9.64,16,19.28,10,12.05,12,14.46,16,19.28,38025
38,26,82,18,21.95,8,9.76,6,7.32,12,14.63,8,9.76,8,9.76,22,26.83,38026
38,27,55,9,16.36,9,16.36,9,16.36,9,16.36,4,7.27,5,9.09,10,18.18,38027
38,28,77,11,14.29,7,9.09,5,6.49,11,14.29,14,18.18,6,7.79,23,29.87,38028
38,29,83,17,20.48,11,13.25,10,12.05,14,16.87,7,8.43,4,4.82,20,24.1,38029
38,30,98,18,18.37,15,15.31,22,22.45,7,7.14,13,13.27,2,2.04,21,21.43,38030
38,31,134,23,17.16,16,11.94,17,12.69,19,14.18,18,13.43,12,8.96,29,21.64,38031
38,32,133,28,21.05,9,6.77,12,9.02,19,14.29,24,18.05,14,10.53,27,20.3,38032
38,33,98,20,20.41,10,10.2,6,6.12,14,14.29,16,16.33,10,10.2,22,22.45,38033
38,34,67,12,17.91,8,11.94,8,11.94,4,5.97,8,11.94,6,8.96,21,31.34,38034
38,35,135,28,20.74,13,9.63,15,11.11,20,14.81,22,16.3,10,7.41,27,20.0,38035
38,36,109,12,11.01,17,15.6,15,13.76,12,11.01,25,22.94,8,7.34,20,18.35,38036
38,37,123,22,17.89,20,16.26,15,12.2,23,18.7,9,7.32,9,7.32,25,20.33,38037
38,38,136,24,17.65,18,13.24,17,12.5,17,12.5,18,13.24,11,8.09,31,22.79,38038
38,39,127,18,14.17,12,9.45,10,7.87,28,22.05,27,21.26,8,6.3,24,18.9,38039
38,40,89,17,19.1,9,10.11,7,7.87,8,8.99,17,19.1,17,19.1,14,15.73,38040
38,41,178,25,14.04,18,10.11,21,11.8,25,14.04,35,19.66,11,6.18,43,24.16,38041
38,42,146,27,18.49,17,11.64,18,12.33,18,12.33,23,15.75,9,6.16,34,23.29,38042
38,43,133,23,17.29,16,12.03,20,15.04,9,6.77,18,13.53,15,11.28,32,24.06,38043
38,44,116,18,15.52,15,12.93,14,12.07,18,15.52,18,15.52,6,5.17,27,23.28,38044
38,45,106,22,20.75,16,15.09,8,7.55,11,10.38,12,11.32,7,6.6,30,28.3,38045
38,46,91,17,18.68,13,14.29,6,6.59,9,9.89,11,12.09,14,15.38,21,23.08,38046
38,47,118,22,18.64,10,8.47,21,17.8,13,11.02,22,18.64,9,7.63,21,17.8,38047
38,48,127,24,18.9,12,9.45,13,10.24,19,14.96,19,14.96,13,10.24,27,21.26,38048
38,49,87,22,25.29,7,8.05,11,12.64,11,12.64,9,10.34,10,11.49,17,19.54,38049
38,50,122,16,13.11,19,15.57,13,10.66,16,13.11,16,13.11,12,9.84,30,24.59,38050
38,51,93,17,18.28,10,10.75,14,15.05,8,8.6,15,16.13,13,13.98,16,17.2,38051
38,52,122,14,11.48,15,12.3,18,14.75,16,13.11,22,18.03,12,9.84,25,20.49,38052
38,53,21,3,14.29,3,14.29,2,9.52,7,33.33,0,0.0,0,0.0,6,28.57,38053
39,1,132,33,25.0,6,4.55,15,11.36,19,14.39,18,13.64,15,11.36,26,19.7,39001
39,2,217,33,15.21,19,8.76,28,12.9,25,11.52,61,28.11,22,10.14,29,13.36,39002
39,3,161,36,22.36,13,8.07,12,7.45,26,16.15,42,26.09,12,7.45,20,12.42,39003
39,4,97,22,22.68,7,7.22,17,17.53,10,10.31,21,21.65,9,9.28,11,11.34,39004
39,5,92,23,25.0,11,11.96,11,11.96,5,5.43,14,15.22,8,8.7,20,21.74,39005
39,6,131,27,20.61,13,9.92,29,22.14,7,5.34,15,11.45,8,6.11,32,24.43,39006
39,7,111,18,16.22,8,7.21,12,10.81,7,6.31,43,38.74,1,0.9,22,19.82,39007
39,8,169,26,15.38,13,7.69,15,8.88,14,8.28,67,39.64,8,4.73,26,15.38,39008
39,9,186,33,17.74,16,8.6,23,12.37,15,8.06,65,34.95,13,6.99,21,11.29,39009
39,10,127,23,18.11,15,11.81,16,12.6,9,7.09,34,26.77,5,3.94,25,19.69,39010
39,11,199,28,14.07,14,7.04,23,11.56,18,9.05,66,33.17,15,7.54,35,17.59,39011
39,12,81,23,28.4,16,19.75,17,20.99,7,8.64,1,1.23,2,2.47,15,18.52,39012
39,13,71,12,16.9,7,9.86,14,19.72,9,12.68,13,18.31,7,9.86,9,12.68,39013
39,14,106,20,18.87,18,16.98,15,14.15,13,12.26,16,15.09,8,7.55,16,15.09,39014
39,15,112,23,20.54,7,6.25,11,9.82,9,8.04,29,25.89,9,8.04,24,21.43,39015
39,16,71,15,21.13,5,7.04,10,14.08,4,5.63,22,30.99,2,2.82,13,18.31,39016
39,17,85,22,25.88,9,10.59,9,10.59,4,4.71,19,22.35,6,7.06,16,18.82,39017
39,18,139,27,19.42,17,12.23,19,13.67,16,11.51,31,22.3,5,3.6,24,17.27,39018
39,19,104,18,17.31,13,12.5,18,17.31,8,7.69,26,25.0,6,5.77,15,14.42,39019
39,20,108,21,19.44,5,4.63,12,11.11,17,15.74,26,24.07,5,4.63,22,20.37,39020
39,21,90,19,21.11,6,6.67,12,13.33,8,8.89,15,16.67,7,7.78,23,25.56,39021
39,22,98,14,14.29,16,16.33,13,13.27,8,8.16,32,32.65,1,1.02,14,14.29,39022
39,23,86,22,25.58,6,6.98,10,11.63,7,8.14,19,22.09,2,2.33,20,23.26,39023
39,24,120,29,24.17,14,11.67,14,11.67,7,5.83,29,24.17,8,6.67,19,15.83,39024
39,25,124,24,19.35,17,13.71,12,9.68,19,15.32,20,16.13,9,7.26,23,18.55,39025
39,26,155,25,16.13,15,9.68,9,5.81,22,14.19,37,23.87,11,7.1,36,23.23,39026
39,27,114,25,21.93,17,14.91,13,11.4,14,12.28,18,15.79,6,5.26,21,18.42,39027
39,28,122,21,17.21,25,20.49,16,13.11,11,9.02,16,13.11,5,4.1,28,22.95,39028
39,29,132,21,15.91,15,11.36,16,12.12,13,9.85,29,21.97,6,4.55,32,24.24,39029
39,30,77,18,23.38,11,14.29,14,18.18,7,9.09,8,10.39,6,7.79,13,16.88,39030
39,31,64,12,18.75,12,18.75,16,25.0,5,7.81,5,7.81,2,3.13,12,18.75,39031
39,32,99,25,25.25,9,9.09,11,11.11,11,11.11,11,11.11,5,5.05,27,27.27,39032
39,33,125,25,20.0,14,11.2,14,11.2,15,12.0,23,18.4,4,3.2,30,24.0,39033
39,34,129,18,13.95,15,11.63,12,9.3,21,16.28,22,17.05,10,7.75,31,24.03,39034
39,35,124,23,18.55,5,4.03,16,12.9,23,18.55,38,30.65,3,2.42,16,12.9,39035
39,36,178,29,16.29,14,7.87,18,10.11,13,7.3,64,35.96,18,10.11,22,12.36,39036
39,37,197,45,22.84,19,9.64,27,13.71,18,9.14,41,20.81,16,8.12,31,15.74,39037
39,38,111,24,21.62,8,7.21,18,16.22,13,11.71,22,19.82,9,8.11,17,15.32,39038
39,39,64,20,31.25,9,14.06,9,14.06,6,9.38,7,10.94,4,6.25,9,14.06,39039
39,40,93,18,19.35,10,10.75,14,15.05,10,10.75,11,11.83,8,8.6,22,23.66,39040
39,41,41,8,19.51,2,4.88,5,12.2,6,14.63,9,21.95,4,9.76,7,17.07,39041
39,42,157,29,18.47,13,8.28,13,8.28,21,13.38,30,19.11,19,12.1,32,20.38,39042
39,43,91,21,23.08,8,8.79,21,23.08,3,3.3,20,21.98,5,5.49,13,14.29,39043
39,44,143,28,19.58,14,9.79,18,12.59,19,13.29,14,9.79,12,8.39,38,26.57,39044
39,45,66,13,19.7,6,9.09,8,12.12,7,10.61,13,19.7,4,6.06,15,22.73,39045
39,46,85,32,37.65,7,8.24,5,5.88,6,7.06,15,17.65,4,4.71,16,18.82,39046
39,47,88,13,14.77,10,11.36,7,7.95,12,13.64,20,22.73,13,14.77,13,14.77,39047
40,1,76,16,21.05,6,7.89,9,11.84,6,7.89,18,23.68,4,5.26,17,22.37,40001
40,2,88,18,20.45,5,5.68,11,12.5,12,13.64,15,17.05,4,4.55,23,26.14,40002
40,3,102,25,24.51,4,3.92,15,14.71,15,14.71,25,24.51,4,3.92,14,13.73,40003
40,4,125,30,24.0,4,3.2,16,12.8,26,20.8,29,23.2,6,4.8,14,11.2,40004
40,5,113,17,15.04,8,7.08,13,11.5,10,8.85,48,42.48,4,3.54,13,11.5,40005
40,6,109,23,21.1,6,5.5,13,11.93,20,18.35,28,25.69,0,0.0,19,17.43,40006
40,7,108,23,21.3,11,10.19,10,9.26,12,11.11,25,23.15,4,3.7,23,21.3,40007
40,8,38,11,28.95,3,7.89,3,7.89,4,10.53,7,18.42,3,7.89,7,18.42,40008
40,9,72,11,15.28,8,11.11,10,13.89,13,18.06,13,18.06,5,6.94,12,16.67,40009
40,10,139,23,16.55,10,7.19,18,12.95,23,16.55,32,23.02,11,7.91,22,15.83,40010
40,11,104,26,25.0,6,5.77,10,9.62,18,17.31,27,25.96,3,2.88,14,13.46,40011
40,12,102,15,14.71,10,9.8,6,5.88,15,14.71,33,32.35,8,7.84,15,14.71,40012
40,13,137,27,19.71,12,8.76,18,13.14,18,13.14,39,28.47,8,5.84,15,10.95,40013
40,14,83,21,25.3,10,12.05,9,10.84,8,9.64,14,16.87,3,3.61,18,21.69,40014
40,15,130,18,13.85,7,5.38,19,14.62,13,10.0,33,25.38,13,10.0,27,20.77,40015
40,16,105,30,28.57,6,5.71,14,13.33,10,9.52,25,23.81,5,4.76,15,14.29,40016
40,17,65,16,24.62,8,12.31,4,6.15,7,10.77,11,16.92,10,15.38,9,13.85,40017
40,18,143,16,11.19,21,14.69,21,14.69,16,11.19,36,25.17,10,6.99,23,16.08,40018
40,19,91,22,24.18,9,9.89,7,7.69,12,13.19,19,20.88,7,7.69,15,16.48,40019
40,20,91,17,18.68,7,7.69,11,12.09,12,13.19,27,29.67,3,3.3,14,15.38,40020
40,21,124,25,20.16,9,7.26,22,17.74,13,10.48,25,20.16,9,7.26,21,16.94,40021
40,22,42,10,23.81,4,9.52,6,14.29,4,9.52,9,21.43,1,2.38,8,19.05,40022
40,23,169,42,24.85,14,8.28,28,16.57,18,10.65,30,17.75,10,5.92,27,15.98,40023
40,24,60,15,25.0,10,16.67,4,6.67,7,11.67,13,21.67,3,5.0,8,13.33,40024
40,25,90,21,23.33,11,12.22,9,10.0,12,13.33,21,23.33,6,6.67,10,11.11,40025
40,26,146,14,9.59,10,6.85,13,8.9,13,8.9,64,43.84,5,3.42,27,18.49,40026
40,27,98,20,20.41,14,14.29,14,14.29,9,9.18,21,21.43,9,9.18,11,11.22,40027
40,28,117,24,20.51,15,12.82,9,7.69,17,14.53,30,25.64,4,3.42,18,15.38,40028
40,29,150,20,13.33,13,8.67,15,10.0,15,10.0,42,28.0,9,6.0,36,24.0,40029
40,30,161,15,9.32,5,3.11,11,6.83,19,11.8,91,56.52,2,1.24,18,11.18,40030
40,31,130,13,10.0,9,6.92,7,5.38,6,4.62,63,48.46,12,9.23,20,15.38,40031
40,32,69,11,15.94,13,18.84,6,8.7,8,11.59,12,17.39,6,8.7,13,18.84,40032
40,33,114,23,20.18,13,11.4,19,16.67,14,12.28,21,18.42,6,5.26,18,15.79,40033
40,34,98,18,18.37,13,13.27,16,16.33,3,3.06,23,23.47,5,5.1,20,20.41,40034
40,35,108,27,25.0,15,13.89,14,12.96,11,10.19,27,25.0,3,2.78,11,10.19,40035
40,36,138,16,11.59,11,7.97,10,7.25,7,5.07,76,55.07,6,4.35,12,8.7,40036
40,37,83,19,22.89,10,12.05,15,18.07,11,13.25,16,19.28,1,1.2,11,13.25,40037
40,38,54,15,27.78,8,14.81,6,11.11,6,11.11,4,7.41,2,3.7,13,24.07,40038
40,39,100,28,28.0,6,6.0,11,11.0,13,13.0,17,17.0,4,4.0,21,21.0,40039
40,40,85,15,17.65,8,9.41,13,15.29,16,18.82,13,15.29,3,3.53,17,20.0,40040
40,41,128,19,14.84,6,4.69,22,17.19,19,14.84,30,23.44,5,3.91,27,21.09,40041
40,42,150,24,16.0,13,8.67,23,15.33,18,12.0,29,19.33,11,7.33,32,21.33,40042
40,43,131,29,22.14,7,5.34,24,18.32,20,15.27,20,15.27,9,6.87,22,16.79,40043
40,44,87,22,25.29,14,16.09,16,18.39,9,10.34,12,13.79,3,3.45,11,12.64,40044
40,45,181,40,22.1,18,9.94,25,13.81,15,8.29,39,21.55,11,6.08,33,18.23,40045
40,46,132,26,19.7,24,18.18,17,12.88,16,12.12,26,19.7,4,3.03,19,14.39,40046
40,47,153,34,22.22,8,5.23,18,11.76,28,18.3,37,24.18,6,3.92,22,14.38,40047
40,48,76,15,19.74,13,17.11,9,11.84,4,5.26,15,19.74,4,5.26,16,21.05,40048
40,49,64,18,28.13,5,7.81,13,20.31,7,10.94,8,12.5,2,3.13,11,17.19,40049
41,1,78,24,30.77,10,12.82,7,8.97,8,10.26,8,10.26,8,10.26,13,16.67,41001
41,2,179,38,21.23,17,9.5,14,7.82,23,12.85,12,6.7,35,19.55,40,22.35,41002
41,3,82,17,20.73,11,13.41,9,10.98,12,14.63,7,8.54,8,9.76,18,21.95,41003
41,4,121,26,21.49,5,4.13,11,9.09,16,13.22,17,14.05,21,17.36,25,20.66,41004
41,5,141,32,22.7,9,6.38,13,9.22,22,15.6,18,12.77,16,11.35,31,21.99,41005
41,6,119,19,15.97,16,13.45,11,9.24,8,6.72,14,11.76,24,20.17,27,22.69,41006
41,7,161,31,19.25,15,9.32,12,7.45,22,13.66,21,13.04,17,10.56,43,26.71,41007
41,8,128,19,14.84,20,15.63,12,9.38,20,15.63,10,7.81,20,15.63,27,21.09,41008
41,9,104,14,13.46,12,11.54,6,5.77,21,20.19,13,12.5,12,11.54,26,25.0,41009
41,10,120,13,10.83,6,5.0,18,15.0,23,19.17,20,16.67,13,10.83,27,22.5,41010
41,11,84,5,5.95,17,20.24,14,16.67,12,14.29,4,4.76,12,14.29,20,23.81,41011
41,12,144,26,18.06,25,17.36,11,7.64,20,13.89,24,16.67,17,11.81,21,14.58,41012
41,13,94,16,17.02,13,13.83,8,8.51,16,17.02,15,15.96,11,11.7,15,15.96,41013
41,14,189,27,14.29,16,8.47,24,12.7,28,14.81,35,18.52,21,11.11,38,20.11,41014
41,15,76,12,15.79,6,7.89,8,10.53,14,18.42,6,7.89,11,14.47,19,25.0,41015
41,16,131,29,22.14,11,8.4,17,12.98,17,12.98,22,16.79,12,9.16,23,17.56,41016
41,17,135,21,15.56,6,4.44,14,10.37,20,14.81,23,17.04,14,10.37,37,27.41,41017
41,18,98,20,20.41,13,13.27,8,8.16,21,21.43,5,5.1,10,10.2,21,21.43,41018
41,19,106,22,20.75,7,6.6,14,13.21,18,16.98,9,8.49,13,12.26,23,21.7,41019
41,20,172,35,20.35,24,13.95,17,9.88,29,16.86,21,12.21,23,13.37,23,13.37,41020
41,21,131,23,17.56,17,12.98,12,9.16,19,14.5,14,10.69,14,10.69,32,24.43,41021
41,22,119,28,23.53,13,10.92,17,14.29,20,16.81,14,11.76,9,7.56,18,15.13,41022
41,23,122,19,15.57,8,6.56,15,12.3,28,22.95,14,11.48,14,11.48,24,19.67,41023
41,24,84,20,23.81,6,7.14,13,15.48,13,15.48,11,13.1,7,8.33,14,16.67,41024
41,25,41,4,9.76,8,19.51,5,12.2,6,14.63,4,9.76,3,7.32,11,26.83,41025
41,26,63,13,20.63,5,7.94,12,19.05,8,12.7,7,11.11,4,6.35,14,22.22,41026
41,27,43,6,13.95,7,16.28,5,11.63,11,25.58,4,9.3,4,9.3,6,13.95,41027
41,28,69,12,17.39,7,10.14,13,18.84,5,7.25,6,8.7,13,18.84,13,18.84,41028
41,29,39,9,23.08,6,15.38,3,7.69,5,12.82,2,5.13,3,7.69,11,28.21,41029
41,30,104,16,15.38,19,18.27,11,10.58,12,11.54,13,12.5,7,6.73,26,25.0,41030
41,31,131,35,26.72,9,6.87,12,9.16,17,12.98,9,6.87,17,12.98,32,24.43,41031
41,32,93,17,18.28,15,16.13,16,17.2,10,10.75,7,7.53,14,15.05,14,15.05,41032
41,33,84,10,11.9,11,13.1,8,9.52,13,15.48,9,10.71,8,9.52,25,29.76,41033
41,34,75,16,21.33,10,13.33,10,13.33,5,6.67,8,10.67,11,14.67,15,20.0,41034
41,35,117,18,15.38,9,7.69,15,12.82,20,17.09,16,13.68,11,9.4,28,23.93,41035
41,36,121,20,16.53,11,9.09,20,16.53,20,16.53,20,16.53,6,4.96,24,19.83,41036
41,37,115,16,13.91,11,9.57,9,7.83,16,13.91,30,26.09,15,13.04,18,15.65,41037
41,38,75,13,17.33,8,10.67,7,9.33,11,14.67,10,13.33,7,9.33,19,25.33,41038
41,39,76,16,21.05,8,10.53,10,13.16,7,9.21,11,14.47,11,14.47,13,17.11,41039
41,40,99,24,24.24,12,12.12,6,6.06,12,12.12,13,13.13,10,10.1,22,22.22,41040
41,41,97,10,10.31,10,10.31,13,13.4,14,14.43,7,7.22,15,15.46,28,28.87,41041
41,42,97,17,17.53,8,8.25,13,13.4,13,13.4,12,12.37,11,11.34,23,23.71,41042
41,43,90,25,27.78,8,8.89,11,12.22,11,12.22,5,5.56,8,8.89,22,24.44,41043
41,44,97,15,15.46,10,10.31,10,10.31,16,16.49,19,19.59,9,9.28,18,18.56,41044
41,45,93,13,13.98,14,15.05,11,11.83,10,10.75,12,12.9,7,7.53,26,27.96,41045
41,46,112,18,16.07,12,10.71,17,15.18,23,20.54,10,8.93,13,11.61,19,16.96,41046
41,47,150,26,17.33,10,6.67,25,16.67,25,16.67,32,21.33,10,6.67,22,14.67,41047
41,48,64,8,12.5,7,10.94,8,12.5,9,14.06,8,12.5,8,12.5,16,25.0,41048
41,49,91,14,15.38,5,5.49,8,8.79,16,17.58,9,9.89,18,19.78,21,23.08,41049
41,50,119,21,17.65,20,16.81,9,7.56,20,16.81,15,12.61,11,9.24,23,19.33,41050
41,51,99,26,26.26,8,8.08,11,11.11,22,22.22,10,10.1,8,8.08,14,14.14,41051
41,52,141,30,21.28,10,7.09,8,5.67,35,24.82,17,12.06,14,9.93,27,19.15,41052
41,53,114,21,18.42,16,14.04,12,10.53,21,18.42,11,9.65,14,12.28,19,16.67,41053
41,54,128,17,13.28,15,11.72,13,10.16,20,15.63,33,25.78,14,10.94,16,12.5,41054
41,55,81,16,19.75,9,11.11,12,14.81,9,11.11,7,8.64,10,12.35,18,22.22,41055
41,56,137,31,22.63,10,7.3,18,13.14,14,10.22,12,8.76,24,17.52,28,20.44,41056
41,57,107,17,15.89,10,9.35,16,14.95,29,27.1,13,12.15,5,4.67,17,15.89,41057
41,58,79,15,18.99,8,10.13,9,11.39,11,13.92,5,6.33,14,17.72,17,21.52,41058
41,59,115,15,13.04,8,6.96,18,15.65,22,19.13,11,9.57,14,12.17,27,23.48,41059
41,60,87,22,25.29,6,6.9,10,11.49,17,19.54,13,14.94,6,6.9,13,14.94,41060
41,61,160,26,16.25,12,7.5,18,11.25,20,12.5,27,16.88,26,16.25,31,19.38,41061
41,62,119,27,22.69,14,11.76,14,11.76,18,15.13,12,10.08,16,13.45,18,15.13,41062
41,63,121,18,14.88,9,7.44,11,9.09,17,14.05,16,13.22,13,10.74,37,30.58,41063
41,64,130,25,19.23,16,12.31,15,11.54,23,17.69,20,15.38,14,10.77,17,13.08,41064
41,65,164,32,19.51,19,11.59,21,12.8,22,13.41,20,12.2,16,9.76,34,20.73,41065
41,66,138,15,10.87,14,10.14,11,7.97,32,23.19,26,18.84,13,9.42,27,19.57,41066
41,67,95,17,17.89,9,9.47,16,16.84,18,18.95,12,12.63,8,8.42,15,15.79,41067
41,68,111,22,19.82,12,10.81,19,17.12,11,9.91,9,8.11,11,9.91,27,24.32,41068
41,69,200,38,19.0,14,7.0,27,13.5,30,15.0,37,18.5,17,8.5,37,18.5,41069
41,70,111,25,22.52,5,4.5,15,13.51,14,12.61,19,17.12,14,12.61,19,17.12,41070
41,71,79,15,18.99,2,2.53,14,17.72,19,24.05,16,20.25,3,3.8,10,12.66,41071
42,1,119,31,26.05,13,10.92,16,13.45,5,4.2,36,30.25,3,2.52,15,12.61,42001
42,2,74,14,18.92,10,13.51,9,12.16,15,20.27,17,22.97,1,1.35,8,10.81,42002
42,3,75,17,22.67,5,6.67,12,16.0,11,14.67,15,20.0,9,12.0,6,8.0,42003
42,4,108,23,21.3,15,13.89,17,15.74,10,9.26,23,21.3,7,6.48,13,12.04,42004
42,5,98,18,18.37,4,4.08,12,12.24,10,10.2,38,38.78,7,7.14,9,9.18,42005
42,6,217,37,17.05,18,8.29,27,12.44,32,14.75,56,25.81,24,11.06,23,10.6,42006
42,7,115,21,18.26,11,9.57,19,16.52,21,18.26,25,21.74,10,8.7,8,6.96,42007
42,8,152,35,23.03,13,8.55,17,11.18,12,7.89,52,34.21,9,5.92,14,9.21,42008
42,9,117,22,18.8,13,11.11,16,13.68,17,14.53,27,23.08,7,5.98,15,12.82,42009
42,10,61,12,19.67,4,6.56,9,14.75,9,14.75,20,32.79,4,6.56,3,4.92,42010
42,11,96,27,28.13,9,9.38,12,12.5,8,8.33,23,23.96,5,5.21,12,12.5,42011
42,12,66,13,19.7,7,10.61,8,12.12,10,15.15,15,22.73,6,9.09,7,10.61,42012
42,13,205,25,12.2,14,6.83,31,15.12,34,16.59,66,32.2,13,6.34,22,10.73,42013
42,14,95,15,15.79,8,8.42,16,16.84,20,21.05,13,13.68,7,7.37,16,16.84,42014
42,15,121,19,15.7,12,9.92,9,7.44,20,16.53,40,33.06,4,3.31,17,14.05,42015
42,16,54,8,14.81,2,3.7,8,14.81,7,12.96,24,44.44,1,1.85,4,7.41,42016
42,17,104,26,25.0,10,9.62,12,11.54,16,15.38,25,24.04,10,9.62,5,4.81,42017
42,18,91,22,24.18,3,3.3,6,6.59,17,18.68,26,28.57,6,6.59,11,12.09,42018
42,19,33,10,30.3,1,3.03,6,18.18,2,6.06,9,27.27,2,6.06,3,9.09,42019
42,20,64,10,15.63,11,17.19,12,18.75,5,7.81,9,14.06,5,7.81,12,18.75,42020
42,21,48,7,14.58,6,12.5,8,16.67,8,16.67,12,25.0,2,4.17,5,10.42,42021
42,22,74,16,21.62,12,16.22,7,9.46,9,12.16,14,18.92,10,13.51,6,8.11,42022
42,23,128,16,12.5,5,3.91,15,11.72,21,16.41,50,39.06,4,3.13,17,13.28,42023
42,24,129,27,20.93,11,8.53,17,13.18,23,17.83,26,20.16,4,3.1,21,16.28,42024
42,25,102,16,15.69,10,9.8,18,17.65,10,9.8,27,26.47,4,3.92,17,16.67,42025
42,26,117,20,17.09,17,14.53,19,16.24,15,12.82,16,13.68,10,8.55,20,17.09,42026
42,27,173,34,19.65,22,12.72,15,8.67,21,12.14,39,22.54,12,6.94,30,17.34,42027
42,28,132,18,13.64,8,6.06,24,18.18,16,12.12,41,31.06,8,6.06,17,12.88,42028
42,29,100,19,19.0,9,9.0,22,22.0,13,13.0,26,26.0,4,4.0,7,7.0,42029
42,30,58,11,18.97,7,12.07,7,12.07,6,10.34,15,25.86,5,8.62,7,12.07,42030
42,31,56,13,23.21,4,7.14,15,26.79,6,10.71,12,21.43,1,1.79,5,8.93,42031
42,32,135,23,17.04,20,14.81,24,17.78,11,8.15,23,17.04,12,8.89,22,16.3,42032
42,33,167,32,19.16,14,8.38,22,13.17,26,15.57,49,29.34,4,2.4,20,11.98,42033
42,34,115,27,23.48,11,9.57,11,9.57,12,10.43,32,27.83,6,5.22,16,13.91,42034
42,35,85,14,16.47,5,5.88,9,10.59,8,9.41,38,44.71,4,4.71,7,8.24,42035
42,36,83,21,25.3,6,7.23,13,15.66,11,13.25,18,21.69,6,7.23,8,9.64,42036
42,37,114,24,21.05,7,6.14,13,11.4,16,14.04,39,34.21,4,3.51,11,9.65,42037
42,38,99,18,18.18,14,14.14,12,12.12,21,21.21,22,22.22,4,4.04,8,8.08,42038
42,39,118,38,32.2,22,18.64,12,10.17,12,10.17,14,11.86,7,5.93,13,11.02,42039
42,40,82,20,24.39,2,2.44,9,10.98,17,20.73,21,25.61,6,7.32,7,8.54,42040
42,41,110,27,24.55,6,5.45,16,14.55,13,11.82,25,22.73,9,8.18,14,12.73,42041
42,42,59,12,20.34,5,8.47,12,20.34,6,10.17,13,22.03,2,3.39,9,15.25,42042
42,43,109,22,20.18,7,6.42,10,9.17,13,11.93,33,30.28,10,9.17,14,12.84,42043
42,44,114,28,24.56,8,7.02,15,13.16,20,17.54,18,15.79,10,8.77,15,13.16,42044
42,45,85,15,17.65,3,3.53,14,16.47,9,10.59,29,34.12,5,5.88,10,11.76,42045
42,46,78,10,12.82,6,7.69,14,17.95,9,11.54,12,15.38,13,16.67,14,17.95,42046
42,47,61,11,18.03,3,4.92,9,14.75,11,18.03,17,27.87,7,11.48,3,4.92,42047
42,48,77,16,20.78,5,6.49,7,9.09,10,12.99,23,29.87,5,6.49,11,14.29,42048
42,49,48,13,27.08,5,10.42,7,14.58,4,8.33,4,8.33,6,12.5,9,18.75,42049
42,50,84,15,17.86,6,7.14,18,21.43,11,13.1,20,23.81,7,8.33,7,8.33,42050
42,51,102,25,24.51,11,10.78,9,8.82,15,14.71,26,25.49,2,1.96,14,13.73,42051
42,52,61,8,13.11,6,9.84,15,24.59,5,8.2,15,24.59,1,1.64,11,18.03,42052
42,53,73,16,21.92,2,2.74,12,16.44,6,8.22,14,19.18,4,5.48,19,26.03,42053
42,54,74,16,21.62,6,8.11,15,20.27,6,8.11,18,24.32,4,5.41,9,12.16,42054
42,55,98,21,21.43,8,8.16,15,15.31,8,8.16,27,27.55,7,7.14,12,12.24,42055
42,56,77,14,18.18,11,14.29,7,9.09,12,15.58,23,29.87,3,3.9,7,9.09,42056
42,57,71,18,25.35,9,12.68,13,18.31,12,16.9,6,8.45,2,2.82,11,15.49,42057
42,58,46,6,13.04,2,4.35,6,13.04,5,10.87,13,28.26,4,8.7,10,21.74,42058
42,59,21,6,28.57,2,9.52,2,9.52,2,9.52,3,14.29,1,4.76,5,23.81,42059
42,60,66,16,24.24,13,19.7,12,18.18,3,4.55,7,10.61,3,4.55,12,18.18,42060
42,61,39,5,12.82,0,0.0,7,17.95,5,12.82,13,33.33,3,7.69,6,15.38,42061
42,62,70,15,21.43,10,14.29,13,18.57,8,11.43,11,15.71,3,4.29,10,14.29,42062
42,63,104,16,15.38,7,6.73,17,16.35,13,12.5,38,36.54,4,3.85,9,8.65,42063
42,64,55,16,29.09,3,5.45,8,14.55,10,18.18,8,14.55,2,3.64,8,14.55,42064
42,65,84,16,19.05,6,7.14,13,15.48,10,11.9,20,23.81,5,5.95,14,16.67,42065
