ward,precinct,total,Richard J. Durbin,Richard J. Durbin Percent,Mark C. Curran Jr.,Mark C. Curran Jr. Percent,Willie L. Wilson,Willie L. Wilson Percent,Danny Malouf,Danny Malouf Percent,precinct_id
41,40,703,302,42.96,290,41.25,102,14.51,6,0.85,41040
41,41,663,310,46.76,259,39.06,86,12.97,6,0.9,41041
41,42,647,298,46.06,267,41.27,72,11.13,5,0.77,41042
41,43,653,345,52.83,231,35.38,69,10.57,5,0.77,41043
41,44,648,278,42.9,267,41.2,94,14.51,6,0.93,41044
41,45,609,318,52.22,229,37.6,55,9.03,4,0.66,41045
41,46,623,318,51.04,216,34.67,83,13.32,3,0.48,41046
41,47,706,355,50.28,231,32.72,107,15.16,4,0.57,41047
42,1,651,445,68.36,189,29.03,11,1.69,4,0.61,42001
42,2,958,719,75.05,210,21.92,17,1.77,5,0.52,42002
42,3,767,593,77.31,135,17.6,20,2.61,13,1.69,42003
42,4,1878,1301,69.28,501,26.68,46,2.45,21,1.12,42004
42,5,648,468,72.22,164,25.31,3,0.46,10,1.54,42005
42,6,681,474,69.6,168,24.67,32,4.7,5,0.73,42006
42,7,893,630,70.55,236,26.43,16,1.79,5,0.56,42007
42,8,635,479,75.43,121,19.06,24,3.78,6,0.94,42008
42,9,973,731,75.13,169,17.37,35,3.6,24,2.47,42009
42,10,1046,752,71.89,245,23.42,20,1.91,16,1.53,42010
42,11,521,339,65.07,158,30.33,12,2.3,9,1.73,42011
42,12,637,434,68.13,177,27.79,19,2.98,2,0.31,42012
42,13,570,386,67.72,154,27.02,19,3.33,6,1.05,42013
42,14,1062,700,65.91,311,29.28,22,2.07,21,1.98,42014
42,15,1104,736,66.67,326,29.53,24,2.17,10,0.91,42015
42,16,773,568,73.48,160,20.7,20,2.59,12,1.55,42016
42,17,1271,825,64.91,401,31.55,23,1.81,15,1.18,42017
42,18,1019,733,71.93,252,24.73,13,1.28,16,1.57,42018
42,19,988,675,68.32,282,28.54,13,1.32,12,1.21,42019
42,20,1005,662,65.87,304,30.25,19,1.89,15,1.49,42020
42,21,940,734,78.09,178,18.94,10,1.06,11,1.17,42021
42,22,441,289,65.53,136,30.84,9,2.04,2,0.45,42022
42,23,876,572,65.3,281,32.08,12,1.37,8,0.91,42023
42,24,734,513,69.89,195,26.57,13,1.77,7,0.95,42024
42,25,917,605,65.98,274,29.88,22,2.4,8,0.87,42025
42,26,1313,908,69.15,363,27.65,18,1.37,20,1.52,42026
42,27,519,374,72.06,114,21.97,17,3.28,6,1.16,42027
42,28,747,543,72.69,166,22.22,28,3.75,9,1.2,42028
42,29,913,618,67.69,263,28.81,12,1.31,14,1.53,42029
42,30,576,403,69.97,160,27.78,12,2.08,0,0.0,42030
42,31,940,659,70.11,252,26.81,16,1.7,8,0.85,42031
42,32,946,623,65.86,279,29.49,22,2.33,15,1.59,42032
42,33,833,646,77.55,132,15.85,29,3.48,17,2.04,42033
42,34,628,425,67.68,179,28.5,16,2.55,7,1.11,42034
42,35,953,703,73.77,212,22.25,20,2.1,9,0.94,42035
42,36,1380,992,71.88,341,24.71,22,1.59,21,1.52,42036
42,37,619,424,68.5,173,27.95,9,1.45,10,1.62,42037
42,38,781,514,65.81,230,29.45,8,1.02,16,2.05,42038
42,39,1433,989,69.02,395,27.56,24,1.67,16,1.12,42039
42,40,1150,821,71.39,257,22.35,35,3.04,19,1.65,42040
42,41,793,611,77.05,151,19.04,20,2.52,4,0.5,42041
42,42,1352,1034,76.48,277,20.49,15,1.11,15,1.11,42042
43,1,390,287,73.59,80,20.51,19,4.87,2,0.51,43001
43,2,792,587,74.12,176,22.22,16,2.02,10,1.26,43002
43,3,729,512,70.23,186,25.51,15,2.06,10,1.37,43003
43,4,957,669,69.91,253,26.44,9,0.94,18,1.88,43004
43,5,695,519,74.68,156,22.45,8,1.15,10,1.44,43005
43,6,572,440,76.92,109,19.06,12,2.1,2,0.35,43006
43,7,491,355,72.3,97,19.76,29,5.91,4,0.81,43007
43,8,564,403,71.45,137,24.29,15,2.66,4,0.71,43008
43,9,735,523,71.16,169,22.99,32,4.35,5,0.68,43009
43,10,912,686,75.22,194,21.27,16,1.75,8,0.88,43010
43,11,702,477,67.95,201,28.63,11,1.57,11,1.57,43011
43,12,478,368,76.99,93,19.46,5,1.05,5,1.05,43012
43,13,703,553,78.66,123,17.5,11,1.56,8,1.14,43013
43,14,722,536,74.24,160,22.16,12,1.66,11,1.52,43014
43,15,768,553,72.01,184,23.96,12,1.56,14,1.82,43015
43,16,1077,800,74.28,237,22.01,13,1.21,19,1.76,43016
43,17,579,399,68.91,158,27.29,9,1.55,5,0.86,43017
43,18,860,627,72.91,204,23.72,17,1.98,7,0.81,43018
43,19,749,556,74.23,162,21.63,14,1.87,9,1.2,43019
43,20,912,697,76.43,179,19.63,9,0.99,17,1.86,43020
43,21,854,633,74.12,183,21.43,15,1.76,12,1.41,43021
43,22,538,411,76.39,111,20.63,6,1.12,5,0.93,43022
43,23,529,385,72.78,126,23.82,10,1.89,5,0.95,43023
43,24,575,412,71.65,138,24.0,12,2.09,10,1.74,43024
43,25,612,476,77.78,116,18.95,7,1.14,10,1.63,43025
43,26,447,343,76.73,87,19.46,11,2.46,4,0.89,43026
43,27,680,504,74.12,156,22.94,12,1.76,5,0.74,43027
43,28,924,678,73.38,207,22.4,20,2.16,11,1.19,43028
43,29,1054,779,73.91,233,22.11,26,2.47,7,0.66,43029
43,30,761,577,75.82,158,20.76,12,1.58,6,0.79,43030
43,31,724,512,70.72,155,21.41,44,6.08,5,0.69,43031
43,32,772,612,79.27,133,17.23,9,1.17,12,1.55,43032
43,33,732,514,70.22,200,27.32,12,1.64,1,0.14,43033
43,34,474,363,76.58,94,19.83,9,1.9,4,0.84,43034
43,35,782,548,70.08,203,25.96,19,2.43,9,1.15,43035
43,36,490,371,75.71,105,21.43,3,0.61,7,1.43,43036
43,37,838,658,78.52,144,17.18,13,1.55,12,1.43,43037
43,38,563,388,68.92,158,28.06,12,2.13,1,0.18,43038
43,39,594,418,70.37,143,24.07,18,3.03,7,1.18,43039
43,40,547,436,79.71,89,16.27,8,1.46,5,0.91,43040
43,41,880,659,74.89,186,21.14,12,1.36,12,1.36,43041
43,42,710,562,79.15,116,16.34,12,1.69,14,1.97,43042
43,43,774,537,69.38,214,27.65,12,1.55,6,0.78,43043
43,44,740,559,75.54,159,21.49,13,1.76,5,0.68,43044
43,45,427,325,76.11,87,20.37,9,2.11,2,0.47,43045
43,46,475,383,80.63,76,16.0,3,0.63,7,1.47,43046
44,1,1146,959,83.68,133,11.61,19,1.66,18,1.57,44001
44,2,821,630,76.74,160,19.49,15,1.83,9,1.1,44002
44,3,423,357,84.4,60,14.18,4,0.95,1,0.24,44003
44,4,633,510,80.57,110,17.38,4,0.63,6,0.95,44004
44,5,768,647,84.24,92,11.98,11,1.43,10,1.3,44005
44,6,1020,824,80.78,142,13.92,16,1.57,21,2.06,44006
44,7,514,383,74.51,114,22.18,6,1.17,4,0.78,44007
44,8,1061,892,84.07,130,12.25,13,1.23,9,0.85,44008
44,9,808,631,78.09,149,18.44,9,1.11,12,1.49,44009
44,10,847,673,79.46,144,17.0,12,1.42,8,0.94,44010
44,11,879,667,75.88,167,19.0,23,2.62,10,1.14,44011
44,12,813,672,82.66,122,15.01,12,1.48,6,0.74,44012
44,13,686,515,75.07,138,20.12,12,1.75,11,1.6,44013
44,14,741,595,80.3,125,16.87,8,1.08,8,1.08,44014
44,15,730,579,79.32,116,15.89,17,2.33,8,1.1,44015
44,16,907,722,79.6,152,16.76,14,1.54,8,0.88,44016
44,17,1002,857,85.53,119,11.88,12,1.2,4,0.4,44017
44,18,880,693,78.75,148,16.82,21,2.39,9,1.02,44018
44,19,928,776,83.62,134,14.44,8,0.86,4,0.43,44019
44,20,943,759,80.49,152,16.12,5,0.53,12,1.27,44020
44,21,905,776,85.75,91,10.06,12,1.33,9,0.99,44021
44,22,730,610,83.56,92,12.6,15,2.05,5,0.68,44022
44,23,730,606,83.01,90,12.33,11,1.51,13,1.78,44023
44,24,554,449,81.05,92,16.61,8,1.44,2,0.36,44024
44,25,811,674,83.11,111,13.69,9,1.11,12,1.48,44025
44,26,942,810,85.99,101,10.72,17,1.8,8,0.85,44026
44,27,908,712,78.41,152,16.74,17,1.87,14,1.54,44027
44,28,814,691,84.89,92,11.3,14,1.72,12,1.47,44028
44,29,933,729,78.14,150,16.08,23,2.47,17,1.82,44029
44,30,945,756,80.0,160,16.93,10,1.06,10,1.06,44030
44,31,696,538,77.3,118,16.95,22,3.16,12,1.72,44031
44,32,909,710,78.11,154,16.94,27,2.97,8,0.88,44032
44,33,803,718,89.41,64,7.97,6,0.75,8,1.0,44033
44,34,807,697,86.37,74,9.17,16,1.98,4,0.5,44034
44,35,896,711,79.35,139,15.51,21,2.34,14,1.56,44035
44,36,872,712,81.65,115,13.19,17,1.95,19,2.18,44036
44,37,855,740,86.55,87,10.18,13,1.52,7,0.82,44037
44,38,992,736,74.19,205,20.67,22,2.22,14,1.41,44038
44,39,836,667,79.78,143,17.11,5,0.6,11,1.32,44039
44,40,791,595,75.22,156,19.72,16,2.02,19,2.4,44040
44,41,1030,854,82.91,131,12.72,21,2.04,11,1.07,44041
45,1,496,415,83.67,42,8.47,23,4.64,8,1.61,45001
45,2,602,499,82.89,57,9.47,27,4.49,7,1.16,45002
45,3,559,440,78.71,79,14.13,26,4.65,4,0.72,45003
45,4,719,529,73.57,121,16.83,41,5.7,10,1.39,45004
45,5,636,486,76.42,100,15.72,31,4.87,10,1.57,45005
45,6,806,638,79.16,127,15.76,23,2.85,7,0.87,45006
45,7,861,647,75.15,155,18.0,43,4.99,4,0.46,45007
45,8,628,472,75.16,111,17.68,28,4.46,8,1.27,45008
45,9,620,447,72.1,109,17.58,48,7.74,5,0.81,45009
45,10,626,427,68.21,140,22.36,40,6.39,8,1.28,45010
45,11,474,340,71.73,90,18.99,35,7.38,6,1.27,45011
45,12,581,401,69.02,112,19.28,40,6.88,5,0.86,45012
45,13,503,359,71.37,84,16.7,43,8.55,4,0.8,45013
45,14,842,618,73.4,133,15.8,63,7.48,7,0.83,45014
45,15,698,537,76.93,99,14.18,50,7.16,7,1.0,45015
45,16,497,344,69.22,105,21.13,36,7.24,4,0.8,45016
45,17,686,451,65.74,164,23.91,47,6.85,15,2.19,45017
45,18,682,438,64.22,174,25.51,46,6.74,10,1.47,45018
45,19,363,239,65.84,89,24.52,17,4.68,7,1.93,45019
45,20,440,286,65.0,101,22.95,36,8.18,8,1.82,45020
45,21,561,345,61.5,167,29.77,39,6.95,4,0.71,45021
45,22,597,392,65.66,166,27.81,26,4.36,10,1.68,45022
45,23,582,337,57.9,174,29.9,60,10.31,5,0.86,45023
45,24,484,274,56.61,140,28.93,55,11.36,5,1.03,45024
45,25,390,222,56.92,121,31.03,37,9.49,6,1.54,45025
45,26,349,186,53.3,136,38.97,23,6.59,1,0.29,45026
45,27,596,337,56.54,191,32.05,58,9.73,5,0.84,45027
45,28,521,321,61.61,156,29.94,26,4.99,7,1.34,45028
45,29,402,239,59.45,121,30.1,35,8.71,5,1.24,45029
45,30,573,427,74.52,106,18.5,31,5.41,5,0.87,45030
45,31,500,344,68.8,101,20.2,43,8.6,5,1.0,45031
45,32,564,395,70.04,121,21.45,35,6.21,6,1.06,45032
45,33,421,311,73.87,80,19.0,24,5.7,5,1.19,45033
45,34,614,413,67.26,142,23.13,37,6.03,9,1.47,45034
45,35,651,443,68.05,139,21.35,49,7.53,10,1.54,45035
45,36,635,409,64.41,156,24.57,60,9.45,5,0.79,45036
45,37,593,356,60.03,164,27.66,57,9.61,7,1.18,45037
45,38,603,394,65.34,151,25.04,36,5.97,12,1.99,45038
45,39,600,354,59.0,185,30.83,48,8.0,7,1.17,45039
45,40,548,318,58.03,162,29.56,47,8.58,12,2.19,45040
45,41,554,319,57.58,153,27.62,64,11.55,11,1.99,45041
45,42,551,308,55.9,176,31.94,60,10.89,4,0.73,45042
45,43,611,305,49.92,229,37.48,61,9.98,8,1.31,45043
45,44,574,305,53.14,187,32.58,75,13.07,2,0.35,45044
45,45,408,197,48.28,162,39.71,40,9.8,5,1.23,45045
45,46,471,260,55.2,165,35.03,32,6.79,11,2.34,45046
45,47,438,238,54.34,146,33.33,44,10.05,4,0.91,45047
45,48,508,237,46.65,190,37.4,74,14.57,4,0.79,45048
46,1,512,415,81.05,50,9.77,32,6.25,6,1.17,46001
46,2,669,567,84.75,51,7.62,29,4.33,7,1.05,46002
46,3,823,679,82.5,104,12.64,23,2.79,4,0.49,46003
46,4,649,548,84.44,47,7.24,35,5.39,7,1.08,46004
46,5,942,767,81.42,122,12.95,22,2.34,15,1.59,46005
46,6,653,559,85.6,48,7.35,23,3.52,5,0.77,46006
46,7,732,589,80.46,114,15.57,20,2.73,2,0.27,46007
46,8,519,429,82.66,46,8.86,29,5.59,7,1.35,46008
46,9,769,667,86.74,64,8.32,15,1.95,7,0.91,46009
46,10,1233,1037,84.1,143,11.6,23,1.87,12,0.97,46010
46,11,738,559,75.75,127,17.21,36,4.88,8,1.08,46011
46,12,752,662,88.03,52,6.91,17,2.26,9,1.2,46012
46,13,750,626,83.47,81,10.8,24,3.2,9,1.2,46013
46,14,796,657,82.54,75,9.42,55,6.91,3,0.38,46014
46,15,748,623,83.29,98,13.1,8,1.07,14,1.87,46015
46,16,751,654,87.08,56,7.46,18,2.4,7,0.93,46016
46,17,776,616,79.38,108,13.92,34,4.38,7,0.9,46017
46,18,833,655,78.63,135,16.21,19,2.28,12,1.44,46018
46,19,499,395,79.16,79,15.83,14,2.81,7,1.4,46019
46,20,597,498,83.42,37,6.2,50,8.38,6,1.01,46020
46,21,545,419,76.88,80,14.68,21,3.85,11,2.02,46021
46,22,519,434,83.62,36,6.94,33,6.36,2,0.39,46022
46,23,615,534,86.83,34,5.53,40,6.5,2,0.33,46023
46,24,891,742,83.28,108,12.12,12,1.35,16,1.8,46024
46,25,663,575,86.73,37,5.58,36,5.43,3,0.45,46025
46,26,985,835,84.77,82,8.32,31,3.15,10,1.02,46026
46,27,916,763,83.3,99,10.81,24,2.62,13,1.42,46027
46,28,661,544,82.3,90,13.62,19,2.87,2,0.3,46028
46,29,585,470,80.34,72,12.31,25,4.27,7,1.2,46029
46,30,764,643,84.16,77,10.08,32,4.19,4,0.52,46030
46,31,734,638,86.92,66,8.99,16,2.18,9,1.23,46031
46,32,700,571,81.57,58,8.29,54,7.71,7,1.0,46032
46,33,774,653,84.37,93,12.02,10,1.29,6,0.78,46033
46,34,883,757,85.73,77,8.72,21,2.38,16,1.81,46034
46,35,808,689,85.27,68,8.42,33,4.08,8,0.99,46035
46,36,679,534,78.65,118,17.38,12,1.77,7,1.03,46036
46,37,592,503,84.97,46,7.77,31,5.24,4,0.68,46037
46,38,847,732,86.42,64,7.56,23,2.72,12,1.42,46038
46,39,699,558,79.83,113,16.17,12,1.72,6,0.86,46039
46,40,580,489,84.31,50,8.62,29,5.0,3,0.52,46040
47,1,508,409,80.51,77,15.16,7,1.38,9,1.77,47001
47,2,737,587,79.65,114,15.47,20,2.71,5,0.68,47002
47,3,682,544,79.77,104,15.25,20,2.93,10,1.47,47003
47,4,875,711,81.26,121,13.83,29,3.31,1,0.11,47004
47,5,770,644,83.64,76,9.87,25,3.25,5,0.65,47005
47,6,883,745,84.37,105,11.89,18,2.04,5,0.57,47006
47,7,695,557,80.14,100,14.39,21,3.02,6,0.86,47007
47,8,729,590,80.93,98,13.44,27,3.7,8,1.1,47008
47,9,733,578,78.85,112,15.28,18,2.46,11,1.5,47009
47,10,868,750,86.41,73,8.41,22,2.53,8,0.92,47010
47,11,771,619,80.29,113,14.66,25,3.24,7,0.91,47011
47,12,783,660,84.29,77,9.83,18,2.3,14,1.79,47012
47,13,696,570,81.9,79,11.35,16,2.3,10,1.44,47013
47,14,664,542,81.63,93,14.01,13,1.96,9,1.36,47014
47,15,853,771,90.39,50,5.86,9,1.06,6,0.7,47015
47,16,710,579,81.55,85,11.97,23,3.24,6,0.85,47016
47,17,729,577,79.15,112,15.36,20,2.74,6,0.82,47017
47,18,728,574,78.85,109,14.97,22,3.02,10,1.37,47018
47,19,1115,996,89.33,73,6.55,17,1.52,5,0.45,47019
47,20,729,623,85.46,73,10.01,16,2.19,9,1.23,47020
47,21,686,582,84.84,69,10.06,11,1.6,7,1.02,47021
47,22,769,634,82.44,91,11.83,28,3.64,7,0.91,47022
47,23,791,704,89.0,54,6.83,10,1.26,3,0.38,47023
47,24,795,675,84.91,85,10.69,15,1.89,6,0.75,47024
47,25,902,755,83.7,102,11.31,23,2.55,9,1.0,47025
47,26,954,853,89.41,58,6.08,17,1.78,13,1.36,47026
47,27,648,529,81.64,93,14.35,10,1.54,8,1.23,47027
47,28,678,561,82.74,85,12.54,14,2.06,7,1.03,47028
47,29,838,671,80.07,125,14.92,17,2.03,12,1.43,47029
47,30,885,779,88.02,68,7.68,21,2.37,7,0.79,47030
47,31,753,649,86.19,58,7.7,19,2.52,12,1.59,47031
47,32,865,764,88.32,62,7.17,14,1.62,8,0.92,47032
47,33,757,605,79.92,116,15.32,18,2.38,6,0.79,47033
47,34,742,626,84.37,71,9.57,17,2.29,7,0.94,47034
47,35,743,594,79.95,116,15.61,17,2.29,7,0.94,47035
47,36,810,701,86.54,77,9.51,9,1.11,8,0.99,47036
47,37,696,592,85.06,74,10.63,13,1.87,7,1.01,47037
47,38,743,609,81.97,81,10.9,18,2.42,15,2.02,47038
47,39,721,613,85.02,71,9.85,14,1.94,8,1.11,47039
47,40,681,581,85.32,61,8.96,21,3.08,6,0.88,47040
47,41,793,690,87.01,79,9.96,7,0.88,7,0.88,47041
47,42,682,590,86.51,53,7.77,20,2.93,5,0.73,47042
47,43,679,539,79.38,105,15.46,21,3.09,7,1.03,47043
47,44,712,556,78.09,100,14.04,36,5.06,11,1.54,47044
47,45,653,564,86.37,54,8.27,21,3.22,6,0.92,47045
47,46,768,586,76.3,138,17.97,25,3.26,9,1.17,47046
47,47,900,734,81.56,127,14.11,20,2.22,11,1.22,47047
47,48,59,43,72.88,8,13.56,7,11.86,1,1.69,47048
48,1,667,588,88.16,44,6.6,16,2.4,8,1.2,48001
48,2,308,255,82.79,36,11.69,10,3.25,3,0.97,48002
48,3,791,654,82.68,72,9.1,37,4.68,10,1.26,48003
48,4,664,597,89.91,40,6.02,7,1.05,2,0.3,48004
48,5,383,322,84.07,44,11.49,5,1.31,3,0.78,48005
48,6,832,694,83.41,78,9.38,35,4.21,10,1.2,48006
48,7,705,641,90.92,41,5.82,8,1.13,5,0.71,48007
48,8,362,293,80.94,55,15.19,5,1.38,2,0.55,48008
48,9,478,354,74.06,98,20.5,16,3.35,7,1.46,48009
48,10,922,843,91.43,50,5.42,11,1.19,2,0.22,48010
48,11,547,498,91.04,34,6.22,5,0.91,3,0.55,48011
48,12,839,728,86.77,63,7.51,33,3.93,5,0.6,48012
48,13,879,708,80.55,120,13.65,38,4.32,6,0.68,48013
48,14,338,264,78.11,55,16.27,14,4.14,3,0.89,48014
48,15,440,347,78.86,59,13.41,22,5.0,7,1.59,48015
48,16,744,609,81.85,69,9.27,51,6.85,8,1.08,48016
48,17,595,494,83.03,54,9.08,31,5.21,4,0.67,48017
48,18,489,378,77.3,57,11.66,42,8.59,7,1.43,48018
48,19,467,409,87.58,32,6.85,16,3.43,3,0.64,48019
48,20,705,620,87.94,49,6.95,18,2.55,3,0.43,48020
48,21,908,731,80.51,92,10.13,54,5.95,13,1.43,48021
48,22,544,434,79.78,84,15.44,14,2.57,2,0.37,48022
48,23,653,527,80.7,92,14.09,23,3.52,5,0.77,48023
48,24,829,596,71.89,169,20.39,43,5.19,5,0.6,48024
48,25,550,478,86.91,45,8.18,12,2.18,3,0.55,48025
48,26,336,274,81.55,44,13.1,10,2.98,2,0.6,48026
48,27,659,557,84.52,55,8.35,16,2.43,10,1.52,48027
48,28,847,597,70.48,186,21.96,43,5.08,5,0.59,48028
48,29,314,268,85.35,32,10.19,11,3.5,2,0.64,48029
48,30,563,499,88.63,40,7.1,15,2.66,5,0.89,48030
48,31,967,801,82.83,85,8.79,50,5.17,7,0.72,48031
48,32,739,624,84.44,63,8.53,31,4.19,8,1.08,48032
48,33,369,312,84.55,48,13.01,5,1.36,3,0.81,48033
48,34,587,509,86.71,42,7.16,19,3.24,6,1.02,48034
48,35,451,329,72.95,64,14.19,48,10.64,4,0.89,48035
48,36,384,317,82.55,54,14.06,8,2.08,3,0.78,48036
48,37,720,616,85.56,51,7.08,30,4.17,5,0.69,48037
48,38,679,581,85.57,66,9.72,19,2.8,5,0.74,48038
48,39,530,430,81.13,79,14.91,11,2.08,3,0.57,48039
48,40,585,523,89.4,37,6.32,8,1.37,8,1.37,48040
48,41,869,754,86.77,59,6.79,25,2.88,8,0.92,48041
48,42,724,665,91.85,25,3.45,12,1.66,5,0.69,48042
48,43,784,662,84.44,70,8.93,28,3.57,7,0.89,48043
48,44,823,746,90.64,55,6.68,5,0.61,2,0.24,48044
48,45,487,429,88.09,27,5.54,14,2.87,5,1.03,48045
48,46,444,371,83.56,56,12.61,13,2.93,0,0.0,48046
49,1,445,378,84.94,13,2.92,43,9.66,3,0.67,49001
49,2,418,376,89.95,16,3.83,13,3.11,2,0.48,49002
49,3,823,719,87.36,47,5.71,35,4.25,5,0.61,49003
49,4,867,742,85.58,49,5.65,32,3.69,13,1.5,49004
49,5,632,534,84.49,37,5.85,40,6.33,8,1.27,49005
49,6,598,512,85.62,40,6.69,22,3.68,6,1.0,49006
49,7,564,478,84.75,54,9.57,17,3.01,6,1.06,49007
49,8,605,512,84.63,43,7.11,40,6.61,6,0.99,49008
49,9,702,591,84.19,59,8.4,24,3.42,13,1.85,49009
49,10,749,625,83.44,64,8.54,31,4.14,11,1.47,49010
49,11,865,766,88.55,47,5.43,34,3.93,7,0.81,49011
49,12,819,702,85.71,64,7.81,23,2.81,8,0.98,49012
49,13,793,683,86.13,63,7.94,27,3.4,7,0.88,49013
49,14,556,477,85.79,39,7.01,27,4.86,3,0.54,49014
49,15,515,444,86.21,37,7.18,23,4.47,1,0.19,49015
49,16,655,543,82.9,48,7.33,34,5.19,8,1.22,49016
49,17,561,436,77.72,72,12.83,40,7.13,3,0.53,49017
49,18,838,732,87.35,47,5.61,32,3.82,4,0.48,49018
49,19,647,560,86.55,32,4.95,39,6.03,5,0.77,49019
49,20,1002,868,86.63,61,6.09,35,3.49,6,0.6,49020
49,21,431,361,83.76,40,9.28,24,5.57,5,1.16,49021
49,22,727,583,80.19,61,8.39,48,6.6,11,1.51,49022
49,23,877,730,83.24,69,7.87,37,4.22,13,1.48,49023
49,24,559,489,87.48,28,5.01,27,4.83,3,0.54,49024
49,25,859,745,86.73,71,8.27,22,2.56,8,0.93,49025
49,26,805,668,82.98,75,9.32,30,3.73,9,1.12,49026
49,27,773,663,85.77,53,6.86,31,4.01,11,1.42,49027
49,28,956,822,85.98,60,6.28,26,2.72,18,1.88,49028
49,29,820,696,84.88,58,7.07,36,4.39,7,0.85,49029
49,30,741,619,83.54,63,8.5,33,4.45,8,1.08,49030
49,31,514,415,80.74,34,6.61,52,10.12,6,1.17,49031
49,32,650,551,84.77,31,4.77,51,7.85,5,0.77,49032
49,33,531,449,84.56,32,6.03,35,6.59,7,1.32,49033
50,1,584,302,51.71,246,42.12,23,3.94,8,1.37,50001
50,2,367,215,58.58,129,35.15,9,2.45,8,2.18,50002
50,3,516,287,55.62,214,41.47,9,1.74,2,0.39,50003
50,4,648,456,70.37,153,23.61,28,4.32,5,0.77,50004
50,5,434,200,46.08,218,50.23,11,2.53,2,0.46,50005
50,6,600,445,74.17,115,19.17,25,4.17,8,1.33,50006
50,7,616,522,84.74,60,9.74,22,3.57,5,0.81,50007
50,8,549,447,81.42,59,10.75,32,5.83,3,0.55,50008
50,9,479,338,70.56,115,24.01,16,3.34,5,1.04,50009
50,10,655,350,53.44,261,39.85,26,3.97,8,1.22,50010
50,11,425,143,33.65,264,62.12,13,3.06,3,0.71,50011
50,12,260,149,57.31,94,36.15,10,3.85,5,1.92,50012
50,13,667,517,77.51,88,13.19,41,6.15,10,1.5,50013
50,14,198,104,52.53,82,41.41,8,4.04,3,1.52,50014
50,15,634,498,78.55,94,14.83,34,5.36,3,0.47,50015
50,16,196,113,57.65,76,38.78,2,1.02,2,1.02,50016
50,17,627,396,63.16,192,30.62,25,3.99,6,0.96,50017
50,18,111,55,49.55,49,44.14,2,1.8,3,2.7,50018
50,19,437,349,79.86,60,13.73,18,4.12,2,0.46,50019
50,20,572,431,75.35,118,20.63,13,2.27,3,0.52,50020
50,21,506,374,73.91,108,21.34,17,3.36,2,0.4,50021
50,22,546,314,57.51,206,37.73,15,2.75,4,0.73,50022
50,23,438,265,60.5,146,33.33,18,4.11,2,0.46,50023
50,24,483,195,40.37,264,54.66,17,3.52,4,0.83,50024
50,25,604,269,44.54,306,50.66,26,4.3,1,0.17,50025
50,26,635,439,69.13,157,24.72,34,5.35,3,0.47,50026
50,27,211,125,59.24,75,35.55,8,3.79,2,0.95,50027
50,28,589,456,77.42,82,13.92,37,6.28,5,0.85,50028
50,29,580,471,81.21,79,13.62,17,2.93,3,0.52,50029
50,30,451,368,81.6,51,11.31,20,4.43,6,1.33,50030
50,31,735,594,80.82,73,9.93,47,6.39,8,1.09,50031
50,32,664,546,82.23,76,11.45,26,3.92,10,1.51,50032
50,33,460,206,44.78,238,51.74,6,1.3,7,1.52,50033
50,34,742,489,65.9,208,28.03,25,3.37,11,1.48,50034
50,35,706,578,81.87,85,12.04,25,3.54,7,0.99,50035
50,36,557,420,75.4,105,18.85,18,3.23,2,0.36,50036
50,37,579,458,79.1,64,11.05,45,7.77,3,0.52,50037
50,38,236,148,62.71,74,31.36,7,2.97,4,1.69,50038
50,39,404,237,58.66,143,35.4,18,4.46,2,0.5,50039
50,40,593,218,36.76,355,59.87,15,2.53,2,0.34,50040
