ward,precinct,total,John G. Mulroe,John G. Mulroe Percent,precinct_id
40,2,466,466,100.0,40002
40,3,553,553,100.0,40003
40,4,264,264,100.0,40004
40,5,495,495,100.0,40005
40,6,529,529,100.0,40006
40,7,430,430,100.0,40007
40,10,339,339,100.0,40010
40,11,447,447,100.0,40011
40,12,391,391,100.0,40012
40,13,370,370,100.0,40013
40,14,388,388,100.0,40014
40,15,421,421,100.0,40015
40,16,592,592,100.0,40016
40,17,355,355,100.0,40017
40,18,68,68,100.0,40018
40,19,543,543,100.0,40019
40,20,465,465,100.0,40020
40,21,381,381,100.0,40021
40,24,395,395,100.0,40024
40,25,539,539,100.0,40025
40,29,449,449,100.0,40029
40,30,348,348,100.0,40030
40,34,376,376,100.0,40034
40,38,262,262,100.0,40038
40,39,178,178,100.0,40039
41,1,333,333,100.0,41001
41,2,398,398,100.0,41002
41,3,348,348,100.0,41003
41,4,384,384,100.0,41004
41,5,447,447,100.0,41005
41,6,211,211,100.0,41006
41,7,363,363,100.0,41007
41,8,356,356,100.0,41008
41,10,400,400,100.0,41010
41,11,352,352,100.0,41011
41,12,373,373,100.0,41012
41,13,380,380,100.0,41013
41,14,238,238,100.0,41014
41,15,482,482,100.0,41015
41,16,333,333,100.0,41016
41,17,339,339,100.0,41017
41,18,330,330,100.0,41018
41,20,244,244,100.0,41020
41,21,376,376,100.0,41021
41,22,399,399,100.0,41022
41,23,325,325,100.0,41023
41,24,321,321,100.0,41024
41,26,312,312,100.0,41026
41,30,345,345,100.0,41030
41,31,344,344,100.0,41031
41,32,308,308,100.0,41032
41,33,318,318,100.0,41033
41,34,325,325,100.0,41034
41,35,413,413,100.0,41035
41,36,330,330,100.0,41036
41,37,423,423,100.0,41037
41,38,342,342,100.0,41038
41,39,366,366,100.0,41039
41,40,390,390,100.0,41040
41,41,367,367,100.0,41041
41,42,366,366,100.0,41042
41,43,353,353,100.0,41043
41,44,369,369,100.0,41044
41,45,348,348,100.0,41045
41,46,365,365,100.0,41046
41,47,190,190,100.0,41047
45,1,324,324,100.0,45001
45,2,395,395,100.0,45002
45,3,344,344,100.0,45003
45,4,370,370,100.0,45004
45,5,84,84,100.0,45005
45,7,507,507,100.0,45007
45,8,357,357,100.0,45008
45,9,137,137,100.0,45009
45,10,225,225,100.0,45010
45,11,281,281,100.0,45011
45,12,349,349,100.0,45012
45,13,314,314,100.0,45013
45,14,549,549,100.0,45014
45,15,493,493,100.0,45015
45,16,335,335,100.0,45016
45,17,390,390,100.0,45017
45,18,393,393,100.0,45018
45,19,198,198,100.0,45019
45,20,257,257,100.0,45020
45,21,310,310,100.0,45021
45,22,355,355,100.0,45022
45,23,342,342,100.0,45023
45,24,264,264,100.0,45024
45,25,238,238,100.0,45025
45,26,190,190,100.0,45026
45,27,347,347,100.0,45027
45,28,289,289,100.0,45028
45,29,232,232,100.0,45029
45,30,360,360,100.0,45030
45,31,310,310,100.0,45031
45,32,326,326,100.0,45032
45,33,256,256,100.0,45033
45,34,375,375,100.0,45034
45,35,387,387,100.0,45035
45,36,367,367,100.0,45036
45,37,336,336,100.0,45037
45,38,352,352,100.0,45038
45,39,363,363,100.0,45039
45,40,345,345,100.0,45040
45,41,329,329,100.0,45041
45,42,342,342,100.0,45042
45,43,367,367,100.0,45043
45,44,328,328,100.0,45044
45,45,211,211,100.0,45045
45,46,259,259,100.0,45046
45,47,231,231,100.0,45047
45,48,254,254,100.0,45048
47,1,350,350,100.0,47001
47,2,482,482,100.0,47002
47,3,438,438,100.0,47003
47,4,606,606,100.0,47004
47,5,544,544,100.0,47005
47,6,631,631,100.0,47006
47,7,461,461,100.0,47007
47,8,474,474,100.0,47008
47,9,60,60,100.0,47009
47,10,605,605,100.0,47010
47,12,547,547,100.0,47012
47,13,366,366,100.0,47013
47,14,451,451,100.0,47014
47,16,482,482,100.0,47016
47,17,489,489,100.0,47017
47,20,522,522,100.0,47020
47,21,471,471,100.0,47021
47,22,534,534,100.0,47022
47,25,624,624,100.0,47025
47,26,723,723,100.0,47026
47,27,417,417,100.0,47027
47,28,455,455,100.0,47028
47,29,594,594,100.0,47029
47,30,636,636,100.0,47030
47,31,552,552,100.0,47031
47,32,628,628,100.0,47032
47,33,326,326,100.0,47033
47,34,526,526,100.0,47034
47,35,483,483,100.0,47035
47,36,586,586,100.0,47036
47,37,471,471,100.0,47037
47,38,480,480,100.0,47038
47,39,492,492,100.0,47039
47,40,240,240,100.0,47040
47,42,290,290,100.0,47042
47,43,452,452,100.0,47043
47,45,460,460,100.0,47045
47,46,490,490,100.0,47046
47,47,605,605,100.0,47047
47,48,26,26,100.0,47048
50,23,212,212,100.0,50023
50,24,21,21,100.0,50024
50,26,35,35,100.0,50026
50,30,73,73,100.0,50030
50,31,137,137,100.0,50031
