ward,precinct,total,Donald J. Trump & Michael R. Pence,Donald J. Trump & Michael R. Pence Percent,Howie Hawkins & Angela Walker,Howie Hawkins & Angela Walker Percent,Gloria La Riva & Leonard Peltier,Gloria La Riva & Leonard Peltier Percent,Brian Carroll & Amar Patel,Brian Carroll & Amar Patel Percent,Jo Jorgensen & Jeremy ''Spike'' Cohen,Jo Jorgensen & Jeremy ''Spike'' Cohen Percent,precinct_id
34,49,424,11,2.59,4,0.94,2,0.47,0,0.0,1,0.24,34049
34,50,373,13,3.49,2,0.54,0,0.0,0,0.0,0,0.0,34050
34,51,482,18,3.73,8,1.66,0,0.0,0,0.0,3,0.62,34051
34,52,338,13,3.85,2,0.59,0,0.0,0,0.0,1,0.3,34052
34,53,314,13,4.14,4,1.27,1,0.32,1,0.32,2,0.64,34053
35,1,660,80,12.12,13,1.97,0,0.0,0,0.0,6,0.91,35001
35,2,632,72,11.39,4,0.63,0,0.0,0,0.0,4,0.63,35002
35,3,564,75,13.3,3,0.53,2,0.35,0,0.0,6,1.06,35003
35,4,616,96,15.58,4,0.65,2,0.32,0,0.0,11,1.79,35004
35,5,548,62,11.31,2,0.36,3,0.55,0,0.0,4,0.73,35005
35,6,640,60,9.38,10,1.56,1,0.16,0,0.0,7,1.09,35006
35,7,640,47,7.34,3,0.47,2,0.31,1,0.16,2,0.31,35007
35,8,631,72,11.41,7,1.11,4,0.63,1,0.16,4,0.63,35008
35,9,634,138,21.77,5,0.79,1,0.16,1,0.16,1,0.16,35009
35,10,713,44,6.17,9,1.26,4,0.56,0,0.0,2,0.28,35010
35,11,726,86,11.85,4,0.55,4,0.55,1,0.14,7,0.96,35011
35,12,463,77,16.63,5,1.08,3,0.65,0,0.0,8,1.73,35012
35,13,498,74,14.86,3,0.6,2,0.4,0,0.0,3,0.6,35013
35,14,520,71,13.65,3,0.58,4,0.77,0,0.0,3,0.58,35014
35,15,740,70,9.46,9,1.22,10,1.35,1,0.14,8,1.08,35015
35,16,376,55,14.63,5,1.33,1,0.27,0,0.0,0,0.0,35016
35,17,652,59,9.05,2,0.31,2,0.31,0,0.0,5,0.77,35017
35,18,436,76,17.43,1,0.23,2,0.46,0,0.0,0,0.0,35018
35,19,431,71,16.47,2,0.46,3,0.7,0,0.0,0,0.0,35019
35,20,649,87,13.41,5,0.77,7,1.08,2,0.31,7,1.08,35020
35,21,636,56,8.81,4,0.63,3,0.47,0,0.0,5,0.79,35021
35,22,753,90,11.95,7,0.93,7,0.93,3,0.4,3,0.4,35022
35,23,653,94,14.4,8,1.23,5,0.77,0,0.0,6,0.92,35023
35,24,566,59,10.42,6,1.06,5,0.88,0,0.0,6,1.06,35024
35,25,640,66,10.31,7,1.09,3,0.47,3,0.47,7,1.09,35025
35,26,532,80,15.04,2,0.38,2,0.38,1,0.19,3,0.56,35026
35,27,583,74,12.69,4,0.69,6,1.03,1,0.17,7,1.2,35027
35,28,602,57,9.47,6,1.0,2,0.33,1,0.17,7,1.16,35028
35,29,639,126,19.72,3,0.47,4,0.63,4,0.63,5,0.78,35029
35,30,628,104,16.56,4,0.64,1,0.16,0,0.0,5,0.8,35030
35,31,670,102,15.22,6,0.9,3,0.45,2,0.3,7,1.04,35031
36,1,528,118,22.35,4,0.76,1,0.19,0,0.0,4,0.76,36001
36,2,543,97,17.86,6,1.1,1,0.18,0,0.0,1,0.18,36002
36,3,468,101,21.58,1,0.21,2,0.43,1,0.21,1,0.21,36003
36,4,571,105,18.39,2,0.35,1,0.18,0,0.0,1,0.18,36004
36,5,472,72,15.25,4,0.85,1,0.21,1,0.21,0,0.0,36005
36,6,500,111,22.2,1,0.2,2,0.4,0,0.0,1,0.2,36006
36,7,639,260,40.69,3,0.47,0,0.0,0,0.0,6,0.94,36007
36,8,446,71,15.92,4,0.9,0,0.0,0,0.0,1,0.22,36008
36,9,520,90,17.31,2,0.38,3,0.58,2,0.38,4,0.77,36009
36,10,697,184,26.4,3,0.43,0,0.0,1,0.14,5,0.72,36010
36,11,386,70,18.13,5,1.3,0,0.0,0,0.0,1,0.26,36011
36,12,392,72,18.37,4,1.02,3,0.77,0,0.0,0,0.0,36012
36,13,404,65,16.09,1,0.25,0,0.0,0,0.0,3,0.74,36013
36,14,594,145,24.41,0,0.0,2,0.34,0,0.0,4,0.67,36014
36,15,579,188,32.47,0,0.0,1,0.17,0,0.0,3,0.52,36015
36,16,545,134,24.59,3,0.55,1,0.18,0,0.0,4,0.73,36016
36,17,670,191,28.51,3,0.45,0,0.0,0,0.0,5,0.75,36017
36,18,614,184,29.97,4,0.65,0,0.0,1,0.16,6,0.98,36018
36,19,686,151,22.01,7,1.02,1,0.15,0,0.0,2,0.29,36019
36,20,620,179,28.87,3,0.48,1,0.16,0,0.0,1,0.16,36020
36,21,497,99,19.92,6,1.21,1,0.2,0,0.0,2,0.4,36021
36,22,477,95,19.92,1,0.21,0,0.0,0,0.0,1,0.21,36022
36,23,500,98,19.6,4,0.8,5,1.0,1,0.2,3,0.6,36023
36,24,663,206,31.07,2,0.3,5,0.75,0,0.0,6,0.9,36024
36,25,551,98,17.79,1,0.18,0,0.0,1,0.18,2,0.36,36025
36,26,559,228,40.79,4,0.72,2,0.36,0,0.0,0,0.0,36026
36,27,505,121,23.96,5,0.99,1,0.2,0,0.0,2,0.4,36027
36,28,575,207,36.0,2,0.35,1,0.17,2,0.35,2,0.35,36028
36,29,602,198,32.89,1,0.17,0,0.0,1,0.17,4,0.66,36029
36,30,542,148,27.31,3,0.55,0,0.0,0,0.0,4,0.74,36030
37,1,384,28,7.29,0,0.0,2,0.52,0,0.0,1,0.26,37001
37,2,385,27,7.01,2,0.52,1,0.26,0,0.0,1,0.26,37002
37,3,323,9,2.79,3,0.93,0,0.0,0,0.0,0,0.0,37003
37,4,363,33,9.09,0,0.0,0,0.0,3,0.83,1,0.28,37004
37,5,460,24,5.22,0,0.0,0,0.0,1,0.22,0,0.0,37005
37,6,476,27,5.67,2,0.42,3,0.63,2,0.42,0,0.0,37006
37,7,360,36,10.0,1,0.28,2,0.56,0,0.0,3,0.83,37007
37,8,335,29,8.66,1,0.3,4,1.19,0,0.0,1,0.3,37008
37,9,463,19,4.1,2,0.43,1,0.22,0,0.0,2,0.43,37009
37,10,560,46,8.21,3,0.54,0,0.0,0,0.0,2,0.36,37010
37,11,299,9,3.01,2,0.67,1,0.33,2,0.67,2,0.67,37011
37,12,417,34,8.15,0,0.0,0,0.0,3,0.72,1,0.24,37012
37,13,327,19,5.81,3,0.92,0,0.0,1,0.31,2,0.61,37013
37,14,474,21,4.43,2,0.42,1,0.21,1,0.21,1,0.21,37014
37,15,456,27,5.92,4,0.88,0,0.0,2,0.44,0,0.0,37015
37,16,520,24,4.62,6,1.15,1,0.19,1,0.19,3,0.58,37016
37,17,322,14,4.35,1,0.31,1,0.31,0,0.0,1,0.31,37017
37,18,389,22,5.66,2,0.51,1,0.26,0,0.0,0,0.0,37018
37,19,335,21,6.27,0,0.0,0,0.0,0,0.0,0,0.0,37019
37,20,393,25,6.36,1,0.25,0,0.0,2,0.51,0,0.0,37020
37,21,412,30,7.28,1,0.24,3,0.73,0,0.0,4,0.97,37021
37,22,428,42,9.81,3,0.7,4,0.93,0,0.0,0,0.0,37022
37,23,424,20,4.72,0,0.0,0,0.0,0,0.0,0,0.0,37023
37,24,463,30,6.48,4,0.86,0,0.0,0,0.0,0,0.0,37024
37,25,392,25,6.38,2,0.51,2,0.51,0,0.0,2,0.51,37025
37,26,581,55,9.47,3,0.52,3,0.52,1,0.17,1,0.17,37026
37,27,411,22,5.35,3,0.73,0,0.0,0,0.0,2,0.49,37027
37,28,401,31,7.73,2,0.5,1,0.25,0,0.0,1,0.25,37028
37,29,423,26,6.15,2,0.47,1,0.24,0,0.0,0,0.0,37029
37,30,430,21,4.88,2,0.47,1,0.23,0,0.0,1,0.23,37030
37,31,502,28,5.58,2,0.4,1,0.2,0,0.0,1,0.2,37031
37,32,388,22,5.67,0,0.0,2,0.52,0,0.0,0,0.0,37032
37,33,484,26,5.37,4,0.83,0,0.0,1,0.21,0,0.0,37033
37,34,391,15,3.84,1,0.26,2,0.51,1,0.26,1,0.26,37034
37,35,419,14,3.34,1,0.24,0,0.0,0,0.0,3,0.72,37035
37,36,424,20,4.72,1,0.24,1,0.24,1,0.24,0,0.0,37036
37,37,488,28,5.74,4,0.82,2,0.41,1,0.2,0,0.0,37037
37,38,469,32,6.82,2,0.43,1,0.21,0,0.0,1,0.21,37038
37,39,420,22,5.24,4,0.95,1,0.24,0,0.0,0,0.0,37039
37,40,462,20,4.33,2,0.43,0,0.0,0,0.0,0,0.0,37040
37,41,473,29,6.13,4,0.85,2,0.42,1,0.21,0,0.0,37041
38,1,541,132,24.4,8,1.48,2,0.37,6,1.11,8,1.48,38001
38,2,633,415,65.56,3,0.47,0,0.0,0,0.0,2,0.32,38002
38,3,634,290,45.74,4,0.63,0,0.0,0,0.0,2,0.32,38003
38,4,589,268,45.5,4,0.68,2,0.34,4,0.68,4,0.68,38004
38,5,631,268,42.47,4,0.63,1,0.16,0,0.0,3,0.48,38005
38,6,641,300,46.8,2,0.31,0,0.0,0,0.0,2,0.31,38006
38,7,581,290,49.91,2,0.34,2,0.34,0,0.0,6,1.03,38007
38,8,585,248,42.39,0,0.0,0,0.0,0,0.0,4,0.68,38008
38,9,679,332,48.9,7,1.03,0,0.0,1,0.15,4,0.59,38009
38,10,533,211,39.59,2,0.38,0,0.0,0,0.0,5,0.94,38010
38,11,528,183,34.66,1,0.19,0,0.0,1,0.19,9,1.7,38011
38,12,632,382,60.44,4,0.63,0,0.0,1,0.16,5,0.79,38012
38,13,675,302,44.74,2,0.3,3,0.44,1,0.15,5,0.74,38013
38,14,631,214,33.91,3,0.48,1,0.16,1,0.16,11,1.74,38014
38,15,571,183,32.05,4,0.7,2,0.35,0,0.0,10,1.75,38015
38,16,593,247,41.65,4,0.67,0,0.0,0,0.0,4,0.67,38016
38,17,727,380,52.27,5,0.69,1,0.14,1,0.14,8,1.1,38017
38,18,641,244,38.07,4,0.62,1,0.16,2,0.31,8,1.25,38018
38,19,683,276,40.41,5,0.73,0,0.0,1,0.15,6,0.88,38019
38,20,623,337,54.09,4,0.64,1,0.16,0,0.0,0,0.0,38020
38,21,573,177,30.89,1,0.17,1,0.17,1,0.17,6,1.05,38021
38,22,540,155,28.7,2,0.37,2,0.37,2,0.37,2,0.37,38022
38,23,603,190,31.51,6,1.0,0,0.0,1,0.17,5,0.83,38023
38,24,632,302,47.78,4,0.63,0,0.0,0,0.0,3,0.47,38024
38,25,566,222,39.22,6,1.06,0,0.0,1,0.18,6,1.06,38025
38,26,646,266,41.18,2,0.31,2,0.31,1,0.15,8,1.24,38026
38,27,629,285,45.31,5,0.79,0,0.0,0,0.0,2,0.32,38027
38,28,730,373,51.1,3,0.41,0,0.0,0,0.0,5,0.68,38028
38,29,627,248,39.55,4,0.64,1,0.16,0,0.0,3,0.48,38029
38,30,623,313,50.24,2,0.32,0,0.0,0,0.0,5,0.8,38030
38,31,576,146,25.35,5,0.87,0,0.0,5,0.87,8,1.39,38031
38,32,579,190,32.82,4,0.69,2,0.35,0,0.0,5,0.86,38032
38,33,591,185,31.3,2,0.34,1,0.17,1,0.17,3,0.51,38033
38,34,575,151,26.26,3,0.52,1,0.17,2,0.35,5,0.87,38034
38,35,585,134,22.91,4,0.68,1,0.17,2,0.34,9,1.54,38035
38,36,573,177,30.89,7,1.22,0,0.0,1,0.17,6,1.05,38036
38,37,596,191,32.05,4,0.67,1,0.17,0,0.0,7,1.17,38037
38,38,604,248,41.06,12,1.99,1,0.17,0,0.0,2,0.33,38038
38,39,631,177,28.05,2,0.32,1,0.16,1,0.16,7,1.11,38039
38,40,592,176,29.73,3,0.51,0,0.0,4,0.68,6,1.01,38040
38,41,523,95,18.16,0,0.0,5,0.96,1,0.19,3,0.57,38041
39,1,588,199,33.84,7,1.19,0,0.0,1,0.17,8,1.36,39001
39,2,568,235,41.37,2,0.35,1,0.18,1,0.18,3,0.53,39002
39,3,632,114,18.04,2,0.32,2,0.32,0,0.0,7,1.11,39003
39,4,577,204,35.36,3,0.52,0,0.0,3,0.52,5,0.87,39004
39,5,608,157,25.82,4,0.66,0,0.0,2,0.33,3,0.49,39005
39,6,605,133,21.98,5,0.83,4,0.66,0,0.0,1,0.17,39006
39,7,533,119,22.33,2,0.38,1,0.19,0,0.0,5,0.94,39007
39,8,653,162,24.81,4,0.61,1,0.15,0,0.0,3,0.46,39008
39,9,560,147,26.25,4,0.71,0,0.0,2,0.36,5,0.89,39009
39,10,280,42,15.0,3,1.07,0,0.0,0,0.0,0,0.0,39010
39,11,572,161,28.15,7,1.22,0,0.0,0,0.0,8,1.4,39011
39,12,803,128,15.94,11,1.37,2,0.25,3,0.37,6,0.75,39012
39,13,565,164,29.03,4,0.71,2,0.35,0,0.0,2,0.35,39013
39,14,590,130,22.03,6,1.02,2,0.34,0,0.0,6,1.02,39014
39,15,729,309,42.39,2,0.27,0,0.0,0,0.0,9,1.23,39015
39,16,614,146,23.78,2,0.33,3,0.49,3,0.49,6,0.98,39016
39,17,607,165,27.18,0,0.0,0,0.0,1,0.16,2,0.33,39017
39,18,585,156,26.67,1,0.17,1,0.17,0,0.0,2,0.34,39018
39,19,578,129,22.32,3,0.52,1,0.17,1,0.17,11,1.9,39019
39,20,744,314,42.2,6,0.81,0,0.0,1,0.13,4,0.54,39020
39,21,590,239,40.51,2,0.34,2,0.34,0,0.0,6,1.02,39021
39,22,629,151,24.01,6,0.95,2,0.32,0,0.0,4,0.64,39022
39,23,591,223,37.73,5,0.85,0,0.0,1,0.17,7,1.18,39023
39,24,741,306,41.3,2,0.27,1,0.13,0,0.0,6,0.81,39024
39,25,531,101,19.02,3,0.56,0,0.0,0,0.0,4,0.75,39025
39,26,595,229,38.49,2,0.34,1,0.17,0,0.0,4,0.67,39026
39,27,94,32,34.04,1,1.06,0,0.0,0,0.0,0,0.0,39027
39,28,718,102,14.21,8,1.11,0,0.0,1,0.14,4,0.56,39028
39,29,351,62,17.66,7,1.99,2,0.57,0,0.0,2,0.57,39029
39,30,703,109,15.5,6,0.85,2,0.28,2,0.28,0,0.0,39030
39,31,527,103,19.54,2,0.38,0,0.0,1,0.19,5,0.95,39031
39,32,584,255,43.66,3,0.51,1,0.17,1,0.17,1,0.17,39032
39,33,649,154,23.73,5,0.77,0,0.0,0,0.0,3,0.46,39033
39,34,721,138,19.14,10,1.39,3,0.42,2,0.28,8,1.11,39034
39,35,618,123,19.9,7,1.13,0,0.0,3,0.49,6,0.97,39035
39,36,156,43,27.56,2,1.28,0,0.0,0,0.0,1,0.64,39036
39,37,557,156,28.01,7,1.26,0,0.0,3,0.54,6,1.08,39037
39,38,308,84,27.27,0,0.0,0,0.0,0,0.0,1,0.32,39038
39,39,373,100,26.81,5,1.34,0,0.0,1,0.27,1,0.27,39039
39,40,627,222,35.41,0,0.0,1,0.16,0,0.0,8,1.28,39040
39,41,615,202,32.85,4,0.65,1,0.16,3,0.49,6,0.98,39041
39,42,621,238,38.33,1,0.16,1,0.16,1,0.16,6,0.97,39042
39,43,619,239,38.61,1,0.16,2,0.32,0,0.0,7,1.13,39043
39,44,484,176,36.36,3,0.62,0,0.0,0,0.0,5,1.03,39044
39,45,534,182,34.08,3,0.56,1,0.19,1,0.19,7,1.31,39045
40,1,640,186,29.06,4,0.63,1,0.16,0,0.0,3,0.47,40001
40,2,671,136,20.27,3,0.45,2,0.3,0,0.0,2,0.3,40002
40,3,797,94,11.79,4,0.5,2,0.25,0,0.0,5,0.63,40003
40,4,408,85,20.83,0,0.0,0,0.0,0,0.0,1,0.25,40004
40,5,715,119,16.64,2,0.28,5,0.7,0,0.0,5,0.7,40005
40,6,760,73,9.61,7,0.92,2,0.26,1,0.13,7,0.92,40006
40,7,622,62,9.97,6,0.96,0,0.0,4,0.64,9,1.45,40007
40,8,857,74,8.63,3,0.35,1,0.12,2,0.23,4,0.47,40008
40,9,564,127,22.52,6,1.06,1,0.18,0,0.0,2,0.35,40009
40,10,762,152,19.95,5,0.66,1,0.13,2,0.26,7,0.92,40010
40,11,647,64,9.89,4,0.62,1,0.15,0,0.0,10,1.55,40011
40,12,587,64,10.9,6,1.02,3,0.51,0,0.0,5,0.85,40012
40,13,935,70,7.49,6,0.64,5,0.53,0,0.0,3,0.32,40013
40,14,669,191,28.55,1,0.15,3,0.45,0,0.0,6,0.9,40014
40,15,678,144,21.24,3,0.44,5,0.74,3,0.44,1,0.15,40015
40,16,849,68,8.01,11,1.3,5,0.59,0,0.0,12,1.41,40016
40,17,548,113,20.62,2,0.36,2,0.36,2,0.36,1,0.18,40017
40,18,567,84,14.81,7,1.23,2,0.35,0,0.0,1,0.18,40018
40,19,813,169,20.79,7,0.86,1,0.12,0,0.0,6,0.74,40019
40,20,700,130,18.57,6,0.86,2,0.29,2,0.29,5,0.71,40020
40,21,722,65,9.0,3,0.42,0,0.0,0,0.0,9,1.25,40021
40,22,774,74,9.56,3,0.39,1,0.13,0,0.0,6,0.78,40022
40,23,765,72,9.41,6,0.78,2,0.26,2,0.26,5,0.65,40023
40,24,642,181,28.19,5,0.78,3,0.47,1,0.16,5,0.78,40024
40,25,760,66,8.68,2,0.26,2,0.26,0,0.0,5,0.66,40025
40,26,698,55,7.88,5,0.72,0,0.0,1,0.14,8,1.15,40026
40,27,849,122,14.37,6,0.71,2,0.24,2,0.24,5,0.59,40027
40,28,670,63,9.4,9,1.34,3,0.45,0,0.0,5,0.75,40028
40,29,656,145,22.1,5,0.76,2,0.3,0,0.0,3,0.46,40029
40,30,568,163,28.7,5,0.88,2,0.35,3,0.53,1,0.18,40030
40,31,715,55,7.69,5,0.7,1,0.14,0,0.0,5,0.7,40031
40,32,713,68,9.54,1,0.14,2,0.28,0,0.0,6,0.84,40032
40,33,628,40,6.37,3,0.48,2,0.32,0,0.0,4,0.64,40033
40,34,609,159,26.11,5,0.82,1,0.16,0,0.0,7,1.15,40034
40,35,504,111,22.02,7,1.39,1,0.2,2,0.4,4,0.79,40035
40,36,576,80,13.89,4,0.69,1,0.17,0,0.0,6,1.04,40036
40,37,692,97,14.02,5,0.72,2,0.29,0,0.0,3,0.43,40037
40,38,784,88,11.22,7,0.89,1,0.13,5,0.64,6,0.77,40038
40,39,285,76,26.67,0,0.0,0,0.0,1,0.35,0,0.0,40039
41,1,606,333,54.95,5,0.83,0,0.0,0,0.0,4,0.66,41001
41,2,651,375,57.6,3,0.46,0,0.0,0,0.0,5,0.77,41002
41,3,621,279,44.93,4,0.64,0,0.0,0,0.0,11,1.77,41003
41,4,607,269,44.32,3,0.49,1,0.16,1,0.16,3,0.49,41004
41,5,759,321,42.29,8,1.05,0,0.0,0,0.0,12,1.58,41005
41,6,694,282,40.63,2,0.29,0,0.0,0,0.0,12,1.73,41006
41,7,653,306,46.86,7,1.07,0,0.0,1,0.15,7,1.07,41007
41,8,636,300,47.17,3,0.47,1,0.16,0,0.0,10,1.57,41008
41,9,627,257,40.99,4,0.64,1,0.16,0,0.0,5,0.8,41009
41,10,629,262,41.65,2,0.32,0,0.0,2,0.32,9,1.43,41010
41,11,685,365,53.28,3,0.44,1,0.15,1,0.15,6,0.88,41011
41,12,696,373,53.59,0,0.0,1,0.14,1,0.14,2,0.29,41012
41,13,766,396,51.7,2,0.26,1,0.13,1,0.13,9,1.17,41013
41,14,669,219,32.74,3,0.45,0,0.0,1,0.15,13,1.94,41014
41,15,790,326,41.27,4,0.51,1,0.13,2,0.25,10,1.27,41015
41,16,605,285,47.11,5,0.83,0,0.0,1,0.17,2,0.33,41016
41,17,567,241,42.5,2,0.35,0,0.0,1,0.18,2,0.35,41017
41,18,590,266,45.08,2,0.34,1,0.17,1,0.17,2,0.34,41018
41,19,697,222,31.85,8,1.15,2,0.29,2,0.29,15,2.15,41019
41,20,468,221,47.22,2,0.43,0,0.0,0,0.0,9,1.92,41020
41,21,617,281,45.54,0,0.0,0,0.0,0,0.0,6,0.97,41021
41,22,686,328,47.81,1,0.15,0,0.0,1,0.15,6,0.87,41022
41,23,682,423,62.02,1,0.15,0,0.0,3,0.44,3,0.44,41023
41,24,611,330,54.01,3,0.49,1,0.16,3,0.49,8,1.31,41024
41,25,684,337,49.27,5,0.73,1,0.15,0,0.0,3,0.44,41025
41,26,542,240,44.28,0,0.0,0,0.0,1,0.18,13,2.4,41026
41,27,653,375,57.43,2,0.31,1,0.15,0,0.0,4,0.61,41027
41,28,734,285,38.83,4,0.54,2,0.27,1,0.14,4,0.54,41028
41,29,592,297,50.17,2,0.34,0,0.0,0,0.0,3,0.51,41029
41,30,607,257,42.34,1,0.16,0,0.0,0,0.0,5,0.82,41030
41,31,595,233,39.16,6,1.01,0,0.0,0,0.0,4,0.67,41031
41,32,534,256,47.94,3,0.56,0,0.0,0,0.0,5,0.94,41032
41,33,601,303,50.42,3,0.5,0,0.0,0,0.0,3,0.5,41033
41,34,586,300,51.19,2,0.34,0,0.0,2,0.34,3,0.51,41034
41,35,770,355,46.1,2,0.26,0,0.0,0,0.0,10,1.3,41035
41,36,626,286,45.69,3,0.48,0,0.0,3,0.48,7,1.12,41036
41,37,697,330,47.35,5,0.72,0,0.0,0,0.0,7,1.0,41037
41,38,626,293,46.81,3,0.48,1,0.16,1,0.16,5,0.8,41038
41,39,676,299,44.23,5,0.74,0,0.0,2,0.3,8,1.18,41039
41,40,713,400,56.1,1,0.14,1,0.14,0,0.0,5,0.7,41040
41,41,671,332,49.48,2,0.3,0,0.0,0,0.0,5,0.75,41041
41,42,658,338,51.37,1,0.15,0,0.0,3,0.46,7,1.06,41042
41,43,664,312,46.99,3,0.45,2,0.3,0,0.0,4,0.6,41043
41,44,651,347,53.3,8,1.23,1,0.15,1,0.15,7,1.08,41044
41,45,633,303,47.87,4,0.63,1,0.16,0,0.0,0,0.0,41045
41,46,628,284,45.22,3,0.48,0,0.0,2,0.32,5,0.8,41046
41,47,709,300,42.31,3,0.42,0,0.0,0,0.0,8,1.13,41047
42,1,656,179,27.29,2,0.3,0,0.0,0,0.0,4,0.61,42001
42,2,976,180,18.44,3,0.31,1,0.1,1,0.1,12,1.23,42002
42,3,772,121,15.67,2,0.26,0,0.0,0,0.0,10,1.3,42003
42,4,1892,413,21.83,4,0.21,1,0.05,2,0.11,15,0.79,42004
42,5,657,127,19.33,1,0.15,0,0.0,0,0.0,14,2.13,42005
42,6,681,174,25.55,5,0.73,1,0.15,0,0.0,6,0.88,42006
42,7,902,199,22.06,3,0.33,1,0.11,1,0.11,10,1.11,42007
42,8,641,127,19.81,2,0.31,0,0.0,0,0.0,4,0.62,42008
42,9,992,164,16.53,5,0.5,0,0.0,2,0.2,9,0.91,42009
42,10,1051,214,20.36,8,0.76,6,0.57,0,0.0,13,1.24,42010
42,11,524,142,27.1,2,0.38,0,0.0,1,0.19,6,1.15,42011
42,12,641,160,24.96,1,0.16,2,0.31,0,0.0,7,1.09,42012
42,13,573,160,27.92,3,0.52,3,0.52,0,0.0,4,0.7,42013
42,14,1068,223,20.88,3,0.28,0,0.0,3,0.28,23,2.15,42014
42,15,1112,272,24.46,3,0.27,0,0.0,1,0.09,11,0.99,42015
42,16,788,138,17.51,3,0.38,1,0.13,3,0.38,12,1.52,42016
42,17,1278,326,25.51,5,0.39,0,0.0,1,0.08,18,1.41,42017
42,18,1029,197,19.14,7,0.68,0,0.0,0,0.0,14,1.36,42018
42,19,1004,248,24.7,1,0.1,0,0.0,1,0.1,12,1.2,42019
42,20,1025,251,24.49,1,0.1,0,0.0,1,0.1,18,1.76,42020
42,21,945,129,13.65,3,0.32,0,0.0,0,0.0,8,0.85,42021
42,22,446,111,24.89,1,0.22,0,0.0,1,0.22,6,1.35,42022
42,23,884,243,27.49,2,0.23,0,0.0,1,0.11,6,0.68,42023
42,24,743,172,23.15,5,0.67,1,0.13,0,0.0,8,1.08,42024
42,25,928,251,27.05,2,0.22,4,0.43,0,0.0,6,0.65,42025
42,26,1322,316,23.9,2,0.15,0,0.0,3,0.23,10,0.76,42026
42,27,528,123,23.3,2,0.38,2,0.38,0,0.0,4,0.76,42027
42,28,758,177,23.35,1,0.13,0,0.0,0,0.0,5,0.66,42028
42,29,921,226,24.54,2,0.22,0,0.0,0,0.0,13,1.41,42029
42,30,574,128,22.3,0,0.0,0,0.0,0,0.0,4,0.7,42030
42,31,954,224,23.48,3,0.31,0,0.0,3,0.31,12,1.26,42031
42,32,955,228,23.87,3,0.31,1,0.1,0,0.0,15,1.57,42032
42,33,838,133,15.87,4,0.48,1,0.12,3,0.36,10,1.19,42033
42,34,629,154,24.48,6,0.95,0,0.0,0,0.0,6,0.95,42034
42,35,976,179,18.34,2,0.2,0,0.0,0,0.0,15,1.54,42035
42,36,1402,271,19.33,3,0.21,0,0.0,0,0.0,29,2.07,42036
42,37,624,145,23.24,0,0.0,0,0.0,2,0.32,14,2.24,42037
42,38,797,199,24.97,2,0.25,1,0.13,0,0.0,15,1.88,42038
42,39,1455,302,20.76,4,0.27,0,0.0,1,0.07,17,1.17,42039
42,40,1163,227,19.52,3,0.26,0,0.0,0,0.0,16,1.38,42040
42,41,798,136,17.04,2,0.25,0,0.0,0,0.0,8,1.0,42041
42,42,1357,220,16.21,5,0.37,1,0.07,0,0.0,17,1.25,42042
43,1,390,63,16.15,1,0.26,0,0.0,0,0.0,6,1.54,43001
43,2,796,120,15.08,3,0.38,1,0.13,0,0.0,9,1.13,43002
43,3,737,138,18.72,2,0.27,1,0.14,1,0.14,8,1.09,43003
43,4,963,186,19.31,3,0.31,0,0.0,0,0.0,16,1.66,43004
43,5,697,101,14.49,1,0.14,0,0.0,0,0.0,11,1.58,43005
43,6,577,69,11.96,1,0.17,0,0.0,0,0.0,13,2.25,43006
43,7,495,77,15.56,2,0.4,1,0.2,0,0.0,7,1.41,43007
43,8,569,113,19.86,3,0.53,0,0.0,0,0.0,1,0.18,43008
43,9,742,122,16.44,1,0.13,1,0.13,0,0.0,10,1.35,43009
43,10,910,133,14.62,1,0.11,0,0.0,0,0.0,21,2.31,43010
43,11,705,143,20.28,1,0.14,1,0.14,2,0.28,8,1.13,43011
43,12,487,73,14.99,4,0.82,0,0.0,0,0.0,2,0.41,43012
43,13,712,104,14.61,1,0.14,1,0.14,0,0.0,7,0.98,43013
43,14,720,107,14.86,1,0.14,0,0.0,0,0.0,15,2.08,43014
43,15,773,142,18.37,4,0.52,1,0.13,0,0.0,11,1.42,43015
43,16,1074,164,15.27,3,0.28,1,0.09,2,0.19,19,1.77,43016
43,17,583,111,19.04,3,0.51,0,0.0,1,0.17,7,1.2,43017
43,18,864,149,17.25,2,0.23,0,0.0,0,0.0,11,1.27,43018
43,19,748,132,17.65,3,0.4,0,0.0,0,0.0,9,1.2,43019
43,20,910,105,11.54,2,0.22,1,0.11,1,0.11,17,1.87,43020
43,21,857,147,17.15,7,0.82,1,0.12,4,0.47,12,1.4,43021
43,22,546,88,16.12,1,0.18,0,0.0,0,0.0,5,0.92,43022
43,23,525,87,16.57,3,0.57,0,0.0,0,0.0,7,1.33,43023
43,24,578,116,20.07,2,0.35,1,0.17,1,0.17,11,1.9,43024
43,25,618,107,17.31,0,0.0,0,0.0,0,0.0,7,1.13,43025
43,26,448,60,13.39,1,0.22,1,0.22,0,0.0,6,1.34,43026
43,27,673,125,18.57,0,0.0,1,0.15,0,0.0,8,1.19,43027
43,28,936,183,19.55,3,0.32,1,0.11,0,0.0,7,0.75,43028
43,29,1073,171,15.94,2,0.19,2,0.19,2,0.19,17,1.58,43029
43,30,770,116,15.06,3,0.39,0,0.0,0,0.0,12,1.56,43030
43,31,724,126,17.4,5,0.69,0,0.0,0,0.0,8,1.1,43031
43,32,771,109,14.14,4,0.52,0,0.0,0,0.0,9,1.17,43032
