ward,precinct,total,Michael B. Hyman,Michael B. Hyman Percent,precinct_id
6,20,277,277,100.0,06020
6,21,271,271,100.0,06021
6,22,242,242,100.0,06022
6,23,247,247,100.0,06023
6,24,308,308,100.0,06024
6,25,206,206,100.0,06025
6,26,340,340,100.0,06026
6,27,353,353,100.0,06027
6,28,488,488,100.0,06028
6,29,357,357,100.0,06029
6,30,295,295,100.0,06030
6,31,348,348,100.0,06031
6,32,338,338,100.0,06032
6,33,401,401,100.0,06033
6,34,291,291,100.0,06034
6,35,271,271,100.0,06035
6,36,201,201,100.0,06036
6,37,323,323,100.0,06037
6,38,350,350,100.0,06038
6,39,326,326,100.0,06039
6,40,197,197,100.0,06040
6,41,290,290,100.0,06041
6,42,206,206,100.0,06042
6,43,337,337,100.0,06043
6,44,319,319,100.0,06044
6,45,265,265,100.0,06045
6,46,307,307,100.0,06046
6,47,324,324,100.0,06047
6,48,299,299,100.0,06048
6,49,283,283,100.0,06049
6,50,304,304,100.0,06050
6,51,224,224,100.0,06051
6,52,240,240,100.0,06052
6,53,292,292,100.0,06053
6,54,275,275,100.0,06054
6,55,304,304,100.0,06055
6,56,233,233,100.0,06056
6,57,191,191,100.0,06057
6,58,324,324,100.0,06058
6,59,271,271,100.0,06059
6,60,204,204,100.0,06060
6,61,194,194,100.0,06061
6,62,328,328,100.0,06062
6,63,285,285,100.0,06063
6,64,316,316,100.0,06064
7,1,406,406,100.0,07001
7,2,314,314,100.0,07002
7,3,226,226,100.0,07003
7,4,212,212,100.0,07004
7,5,239,239,100.0,07005
7,6,244,244,100.0,07006
7,7,205,205,100.0,07007
7,8,115,115,100.0,07008
7,9,253,253,100.0,07009
7,10,202,202,100.0,07010
7,11,271,271,100.0,07011
7,12,195,195,100.0,07012
7,13,192,192,100.0,07013
7,14,327,327,100.0,07014
7,15,164,164,100.0,07015
7,16,249,249,100.0,07016
7,17,171,171,100.0,07017
7,18,230,230,100.0,07018
7,19,331,331,100.0,07019
7,20,169,169,100.0,07020
7,21,262,262,100.0,07021
7,22,205,205,100.0,07022
7,23,323,323,100.0,07023
7,24,242,242,100.0,07024
7,25,300,300,100.0,07025
7,26,335,335,100.0,07026
7,27,353,353,100.0,07027
7,28,368,368,100.0,07028
7,29,256,256,100.0,07029
7,30,217,217,100.0,07030
7,31,231,231,100.0,07031
7,32,239,239,100.0,07032
7,33,179,179,100.0,07033
7,34,234,234,100.0,07034
7,35,351,351,100.0,07035
7,36,269,269,100.0,07036
7,37,129,129,100.0,07037
7,38,191,191,100.0,07038
7,39,318,318,100.0,07039
7,40,322,322,100.0,07040
7,41,194,194,100.0,07041
7,42,383,383,100.0,07042
7,43,287,287,100.0,07043
7,44,418,418,100.0,07044
7,45,326,326,100.0,07045
7,46,86,86,100.0,07046
7,47,224,224,100.0,07047
7,48,232,232,100.0,07048
7,49,137,137,100.0,07049
7,50,163,163,100.0,07050
7,51,434,434,100.0,07051
7,52,190,190,100.0,07052
7,53,216,216,100.0,07053
7,54,134,134,100.0,07054
7,55,194,194,100.0,07055
7,56,250,250,100.0,07056
7,57,209,209,100.0,07057
7,58,250,250,100.0,07058
7,59,157,157,100.0,07059
7,60,169,169,100.0,07060
7,61,215,215,100.0,07061
8,1,278,278,100.0,08001
8,2,162,162,100.0,08002
8,3,316,316,100.0,08003
8,4,260,260,100.0,08004
8,5,264,264,100.0,08005
8,6,305,305,100.0,08006
8,7,248,248,100.0,08007
8,8,256,256,100.0,08008
8,9,296,296,100.0,08009
8,10,359,359,100.0,08010
8,11,232,232,100.0,08011
8,12,286,286,100.0,08012
8,13,241,241,100.0,08013
8,14,296,296,100.0,08014
8,15,226,226,100.0,08015
8,16,274,274,100.0,08016
8,17,211,211,100.0,08017
8,18,223,223,100.0,08018
8,19,306,306,100.0,08019
8,20,222,222,100.0,08020
8,21,193,193,100.0,08021
8,22,263,263,100.0,08022
8,23,271,271,100.0,08023
8,24,304,304,100.0,08024
8,25,277,277,100.0,08025
8,26,214,214,100.0,08026
8,27,320,320,100.0,08027
8,28,234,234,100.0,08028
8,29,370,370,100.0,08029
8,30,235,235,100.0,08030
8,31,184,184,100.0,08031
8,32,415,415,100.0,08032
8,33,307,307,100.0,08033
8,34,349,349,100.0,08034
8,35,282,282,100.0,08035
8,36,261,261,100.0,08036
8,37,347,347,100.0,08037
8,38,283,283,100.0,08038
8,39,300,300,100.0,08039
8,40,305,305,100.0,08040
8,41,224,224,100.0,08041
8,42,268,268,100.0,08042
8,43,230,230,100.0,08043
8,44,208,208,100.0,08044
8,45,248,248,100.0,08045
8,46,234,234,100.0,08046
8,47,240,240,100.0,08047
8,48,250,250,100.0,08048
8,49,333,333,100.0,08049
8,50,257,257,100.0,08050
8,51,339,339,100.0,08051
8,52,280,280,100.0,08052
8,53,269,269,100.0,08053
8,54,294,294,100.0,08054
8,55,366,366,100.0,08055
8,56,292,292,100.0,08056
8,57,278,278,100.0,08057
8,58,281,281,100.0,08058
8,59,166,166,100.0,08059
8,60,253,253,100.0,08060
8,61,246,246,100.0,08061
8,62,212,212,100.0,08062
8,63,282,282,100.0,08063
8,64,298,298,100.0,08064
8,65,192,192,100.0,08065
8,66,398,398,100.0,08066
8,67,182,182,100.0,08067
8,68,220,220,100.0,08068
8,69,210,210,100.0,08069
8,70,449,449,100.0,08070
9,1,309,309,100.0,09001
9,2,290,290,100.0,09002
9,3,172,172,100.0,09003
9,4,250,250,100.0,09004
9,5,298,298,100.0,09005
9,6,294,294,100.0,09006
9,7,274,274,100.0,09007
9,8,317,317,100.0,09008
9,9,306,306,100.0,09009
9,10,257,257,100.0,09010
9,11,206,206,100.0,09011
9,12,267,267,100.0,09012
9,13,272,272,100.0,09013
9,14,359,359,100.0,09014
9,15,297,297,100.0,09015
9,16,276,276,100.0,09016
9,17,273,273,100.0,09017
9,18,289,289,100.0,09018
9,19,285,285,100.0,09019
9,20,287,287,100.0,09020
9,21,302,302,100.0,09021
9,22,345,345,100.0,09022
9,23,224,224,100.0,09023
9,24,132,132,100.0,09024
9,25,218,218,100.0,09025
9,26,234,234,100.0,09026
9,27,258,258,100.0,09027
9,28,192,192,100.0,09028
9,29,287,287,100.0,09029
9,30,284,284,100.0,09030
9,31,245,245,100.0,09031
9,32,243,243,100.0,09032
9,33,205,205,100.0,09033
9,34,222,222,100.0,09034
9,35,315,315,100.0,09035
9,36,314,314,100.0,09036
9,37,213,213,100.0,09037
9,38,326,326,100.0,09038
9,39,313,313,100.0,09039
9,40,306,306,100.0,09040
9,41,301,301,100.0,09041
9,42,174,174,100.0,09042
9,43,211,211,100.0,09043
9,44,215,215,100.0,09044
9,45,230,230,100.0,09045
9,46,255,255,100.0,09046
9,47,313,313,100.0,09047
9,48,270,270,100.0,09048
9,49,227,227,100.0,09049
9,50,271,271,100.0,09050
9,51,150,150,100.0,09051
9,52,269,269,100.0,09052
9,53,170,170,100.0,09053
10,1,216,216,100.0,10001
10,2,136,136,100.0,10002
10,3,159,159,100.0,10003
10,4,219,219,100.0,10004
10,5,163,163,100.0,10005
10,6,231,231,100.0,10006
10,7,64,64,100.0,10007
10,8,156,156,100.0,10008
10,9,157,157,100.0,10009
10,10,149,149,100.0,10010
10,11,209,209,100.0,10011
10,12,180,180,100.0,10012
10,13,139,139,100.0,10013
10,14,194,194,100.0,10014
10,15,79,79,100.0,10015
10,16,164,164,100.0,10016
10,17,144,144,100.0,10017
10,18,261,261,100.0,10018
10,19,177,177,100.0,10019
10,20,158,158,100.0,10020
10,21,146,146,100.0,10021
10,22,210,210,100.0,10022
10,23,175,175,100.0,10023
10,24,134,134,100.0,10024
10,25,295,295,100.0,10025
10,26,179,179,100.0,10026
10,27,203,203,100.0,10027
10,28,148,148,100.0,10028
10,29,192,192,100.0,10029
10,30,197,197,100.0,10030
10,31,187,187,100.0,10031
10,32,186,186,100.0,10032
10,33,203,203,100.0,10033
10,34,166,166,100.0,10034
10,35,215,215,100.0,10035
10,36,240,240,100.0,10036
10,37,213,213,100.0,10037
10,38,206,206,100.0,10038
10,39,198,198,100.0,10039
10,40,146,146,100.0,10040
10,41,223,223,100.0,10041
10,42,177,177,100.0,10042
10,43,144,144,100.0,10043
10,44,214,214,100.0,10044
10,45,120,120,100.0,10045
10,46,197,197,100.0,10046
10,47,143,143,100.0,10047
10,48,209,209,100.0,10048
11,1,248,248,100.0,11001
11,2,214,214,100.0,11002
11,3,189,189,100.0,11003
11,4,236,236,100.0,11004
11,5,162,162,100.0,11005
11,6,263,263,100.0,11006
11,7,192,192,100.0,11007
11,8,205,205,100.0,11008
11,9,137,137,100.0,11009
11,10,149,149,100.0,11010
11,11,347,347,100.0,11011
11,12,164,164,100.0,11012
11,13,194,194,100.0,11013
11,14,168,168,100.0,11014
11,15,166,166,100.0,11015
11,16,259,259,100.0,11016
11,17,337,337,100.0,11017
11,18,154,154,100.0,11018
11,19,209,209,100.0,11019
11,20,154,154,100.0,11020
11,21,196,196,100.0,11021
11,22,172,172,100.0,11022
11,23,151,151,100.0,11023
11,24,347,347,100.0,11024
11,25,232,232,100.0,11025
11,26,304,304,100.0,11026
11,27,144,144,100.0,11027
11,28,147,147,100.0,11028
11,29,225,225,100.0,11029
11,30,205,205,100.0,11030
11,31,116,116,100.0,11031
11,32,129,129,100.0,11032
11,33,138,138,100.0,11033
11,34,105,105,100.0,11034
11,35,242,242,100.0,11035
11,36,49,49,100.0,11036
11,37,238,238,100.0,11037
11,38,281,281,100.0,11038
11,39,225,225,100.0,11039
11,40,116,116,100.0,11040
11,41,113,113,100.0,11041
11,42,147,147,100.0,11042
11,43,213,213,100.0,11043
11,44,213,213,100.0,11044
11,45,99,99,100.0,11045
11,46,68,68,100.0,11046
11,47,179,179,100.0,11047
11,48,69,69,100.0,11048
11,49,150,150,100.0,11049
11,50,140,140,100.0,11050
12,1,90,90,100.0,12001
12,2,141,141,100.0,12002
12,3,153,153,100.0,12003
12,4,123,123,100.0,12004
12,5,174,174,100.0,12005
12,6,138,138,100.0,12006
12,7,197,197,100.0,12007
12,8,234,234,100.0,12008
12,9,127,127,100.0,12009
12,10,176,176,100.0,12010
12,11,261,261,100.0,12011
12,12,145,145,100.0,12012
12,13,239,239,100.0,12013
12,14,179,179,100.0,12014
12,15,110,110,100.0,12015
12,16,162,162,100.0,12016
12,17,162,162,100.0,12017
12,18,184,184,100.0,12018
12,19,243,243,100.0,12019
12,20,155,155,100.0,12020
12,21,201,201,100.0,12021
12,22,130,130,100.0,12022
12,23,171,171,100.0,12023
12,24,201,201,100.0,12024
13,1,218,218,100.0,13001
13,2,165,165,100.0,13002
13,3,291,291,100.0,13003
13,4,338,338,100.0,13004
13,5,277,277,100.0,13005
13,6,244,244,100.0,13006
13,7,193,193,100.0,13007
13,8,233,233,100.0,13008
13,9,270,270,100.0,13009
13,10,191,191,100.0,13010
13,11,234,234,100.0,13011
13,12,212,212,100.0,13012
13,13,238,238,100.0,13013
13,14,227,227,100.0,13014
13,15,345,345,100.0,13015
13,16,298,298,100.0,13016
13,17,236,236,100.0,13017
13,18,226,226,100.0,13018
13,19,330,330,100.0,13019
13,20,251,251,100.0,13020
13,21,243,243,100.0,13021
13,22,213,213,100.0,13022
13,23,216,216,100.0,13023
13,24,207,207,100.0,13024
13,25,229,229,100.0,13025
13,26,230,230,100.0,13026
13,27,240,240,100.0,13027
13,28,197,197,100.0,13028
13,29,195,195,100.0,13029
13,30,351,351,100.0,13030
13,31,304,304,100.0,13031
13,32,269,269,100.0,13032
13,33,224,224,100.0,13033
13,34,319,319,100.0,13034
13,35,236,236,100.0,13035
13,36,162,162,100.0,13036
13,37,219,219,100.0,13037
13,38,285,285,100.0,13038
13,39,254,254,100.0,13039
13,40,282,282,100.0,13040
13,41,188,188,100.0,13041
13,42,205,205,100.0,13042
13,43,222,222,100.0,13043
13,44,232,232,100.0,13044
13,45,294,294,100.0,13045
13,46,241,241,100.0,13046
13,47,304,304,100.0,13047
14,1,143,143,100.0,14001
14,2,146,146,100.0,14002
14,3,206,206,100.0,14003
14,4,152,152,100.0,14004
14,5,228,228,100.0,14005
14,6,157,157,100.0,14006
14,7,168,168,100.0,14007
14,8,136,136,100.0,14008
14,9,161,161,100.0,14009
14,10,193,193,100.0,14010
14,11,140,140,100.0,14011
14,12,162,162,100.0,14012
14,13,203,203,100.0,14013
14,14,167,167,100.0,14014
14,15,227,227,100.0,14015
14,16,210,210,100.0,14016
14,17,161,161,100.0,14017
14,18,197,197,100.0,14018
14,19,267,267,100.0,14019
14,20,163,163,100.0,14020
14,21,156,156,100.0,14021
14,22,231,231,100.0,14022
14,23,261,261,100.0,14023
14,24,114,114,100.0,14024
14,25,157,157,100.0,14025
14,26,230,230,100.0,14026
14,27,229,229,100.0,14027
14,28,205,205,100.0,14028
14,29,217,217,100.0,14029
14,30,161,161,100.0,14030
14,31,177,177,100.0,14031
14,32,123,123,100.0,14032
14,33,131,131,100.0,14033
14,34,169,169,100.0,14034
14,35,225,225,100.0,14035
15,1,126,126,100.0,15001
15,2,156,156,100.0,15002
15,3,181,181,100.0,15003
15,4,192,192,100.0,15004
15,5,188,188,100.0,15005
15,6,238,238,100.0,15006
15,7,195,195,100.0,15007
15,8,289,289,100.0,15008
15,9,241,241,100.0,15009
15,10,174,174,100.0,15010
15,11,268,268,100.0,15011
15,12,128,128,100.0,15012
15,13,166,166,100.0,15013
15,14,213,213,100.0,15014
15,15,213,213,100.0,15015
15,16,143,143,100.0,15016
15,17,168,168,100.0,15017
15,18,128,128,100.0,15018
15,19,142,142,100.0,15019
15,20,133,133,100.0,15020
15,21,156,156,100.0,15021
15,22,283,283,100.0,15022
15,23,145,145,100.0,15023
15,24,182,182,100.0,15024
15,25,236,236,100.0,15025
15,26,183,183,100.0,15026
15,27,160,160,100.0,15027
15,28,225,225,100.0,15028
15,29,105,105,100.0,15029
15,30,224,224,100.0,15030
15,31,151,151,100.0,15031
15,32,239,239,100.0,15032
15,33,168,168,100.0,15033
15,34,149,149,100.0,15034
15,35,177,177,100.0,15035
15,36,186,186,100.0,15036
15,37,148,148,100.0,15037
15,38,184,184,100.0,15038
15,39,204,204,100.0,15039
15,40,212,212,100.0,15040
15,41,282,282,100.0,15041
15,42,149,149,100.0,15042
15,43,192,192,100.0,15043
15,44,205,205,100.0,15044
15,45,145,145,100.0,15045
15,46,151,151,100.0,15046
15,47,195,195,100.0,15047
15,48,131,131,100.0,15048
15,49,192,192,100.0,15049
15,50,149,149,100.0,15050
15,51,132,132,100.0,15051
15,52,162,162,100.0,15052
16,1,167,167,100.0,16001
16,2,146,146,100.0,16002
16,3,154,154,100.0,16003
16,4,177,177,100.0,16004
16,5,183,183,100.0,16005
16,6,67,67,100.0,16006
16,7,203,203,100.0,16007
16,8,224,224,100.0,16008
16,9,212,212,100.0,16009
16,10,319,319,100.0,16010
16,11,233,233,100.0,16011
16,12,163,163,100.0,16012
16,13,171,171,100.0,16013
16,14,194,194,100.0,16014
16,15,216,216,100.0,16015
16,16,204,204,100.0,16016
16,17,148,148,100.0,16017
16,18,168,168,100.0,16018
16,19,258,258,100.0,16019
16,20,153,153,100.0,16020
16,21,212,212,100.0,16021
16,22,199,199,100.0,16022
16,23,201,201,100.0,16023
16,24,75,75,100.0,16024
16,25,151,151,100.0,16025
16,26,189,189,100.0,16026
16,27,187,187,100.0,16027
16,28,224,224,100.0,16028
16,29,182,182,100.0,16029
16,30,205,205,100.0,16030
16,31,206,206,100.0,16031
16,32,181,181,100.0,16032
16,33,141,141,100.0,16033
16,34,173,173,100.0,16034
16,35,239,239,100.0,16035
16,36,221,221,100.0,16036
16,37,146,146,100.0,16037
16,38,156,156,100.0,16038
16,39,226,226,100.0,16039
16,40,191,191,100.0,16040
16,41,99,99,100.0,16041
16,42,189,189,100.0,16042
16,43,249,249,100.0,16043
16,44,198,198,100.0,16044
17,1,140,140,100.0,17001
17,2,275,275,100.0,17002
17,3,171,171,100.0,17003
17,4,326,326,100.0,17004
17,5,177,177,100.0,17005
17,6,199,199,100.0,17006
17,7,307,307,100.0,17007
17,8,179,179,100.0,17008
17,9,163,163,100.0,17009
17,10,234,234,100.0,17010
17,11,275,275,100.0,17011
17,12,300,300,100.0,17012
17,13,150,150,100.0,17013
17,14,203,203,100.0,17014
17,15,279,279,100.0,17015
17,16,201,201,100.0,17016
17,17,186,186,100.0,17017
17,18,240,240,100.0,17018
17,19,97,97,100.0,17019
17,20,229,229,100.0,17020
17,21,237,237,100.0,17021
17,22,258,258,100.0,17022
17,23,162,162,100.0,17023
17,24,256,256,100.0,17024
17,25,172,172,100.0,17025
17,26,319,319,100.0,17026
17,27,304,304,100.0,17027
17,28,205,205,100.0,17028
17,29,239,239,100.0,17029
17,30,262,262,100.0,17030
17,31,224,224,100.0,17031
17,32,239,239,100.0,17032
17,33,200,200,100.0,17033
17,34,187,187,100.0,17034
17,35,159,159,100.0,17035
17,36,146,146,100.0,17036
17,37,184,184,100.0,17037
17,38,272,272,100.0,17038
17,39,170,170,100.0,17039
17,40,201,201,100.0,17040
17,41,164,164,100.0,17041
17,42,190,190,100.0,17042
17,43,213,213,100.0,17043
17,44,155,155,100.0,17044
17,45,180,180,100.0,17045
17,46,231,231,100.0,17046
17,47,140,140,100.0,17047
17,48,251,251,100.0,17048
17,49,160,160,100.0,17049
17,50,216,216,100.0,17050
17,51,266,266,100.0,17051
17,52,296,296,100.0,17052
17,53,217,217,100.0,17053
17,54,261,261,100.0,17054
17,55,206,206,100.0,17055
17,56,230,230,100.0,17056
17,57,226,226,100.0,17057
17,58,173,173,100.0,17058
17,59,126,126,100.0,17059
17,60,269,269,100.0,17060
17,61,197,197,100.0,17061
17,62,154,154,100.0,17062
17,63,211,211,100.0,17063
17,64,172,172,100.0,17064
18,1,160,160,100.0,18001
18,2,260,260,100.0,18002
18,3,201,201,100.0,18003
18,4,294,294,100.0,18004
18,5,252,252,100.0,18005
18,6,223,223,100.0,18006
18,7,267,267,100.0,18007
18,8,132,132,100.0,18008
18,9,314,314,100.0,18009
18,10,419,419,100.0,18010
18,11,277,277,100.0,18011
18,12,326,326,100.0,18012
18,13,323,323,100.0,18013
18,14,296,296,100.0,18014
18,15,157,157,100.0,18015
18,16,306,306,100.0,18016
18,17,261,261,100.0,18017
18,18,205,205,100.0,18018
18,19,292,292,100.0,18019
18,20,252,252,100.0,18020
18,21,382,382,100.0,18021
18,22,335,335,100.0,18022
18,23,272,272,100.0,18023
18,24,293,293,100.0,18024
18,25,265,265,100.0,18025
18,26,209,209,100.0,18026
18,27,282,282,100.0,18027
18,28,211,211,100.0,18028
18,29,279,279,100.0,18029
18,30,238,238,100.0,18030
18,31,299,299,100.0,18031
18,32,312,312,100.0,18032
18,33,244,244,100.0,18033
18,34,330,330,100.0,18034
18,35,338,338,100.0,18035
18,36,214,214,100.0,18036
18,37,232,232,100.0,18037
18,38,298,298,100.0,18038
18,39,279,279,100.0,18039
18,40,333,333,100.0,18040
18,41,242,242,100.0,18041
18,42,243,243,100.0,18042
18,43,239,239,100.0,18043
18,44,186,186,100.0,18044
18,45,270,270,100.0,18045
18,46,284,284,100.0,18046
18,47,294,294,100.0,18047
18,48,169,169,100.0,18048
18,49,248,248,100.0,18049
18,50,280,280,100.0,18050
18,51,348,348,100.0,18051
18,52,265,265,100.0,18052
18,53,212,212,100.0,18053
