ward,precinct,total,Dorothy A. Brown,Dorothy A. Brown Percent,Diane Shapiro,Diane Shapiro Percent,Paloma Andrade,Paloma Andrade Percent,precinct_id
41,12,427,224,52.46,184,43.09,19,4.45,41012
41,13,264,122,46.21,128,48.48,14,5.3,41013
41,14,434,191,44.01,211,48.62,32,7.37,41014
41,15,509,276,54.22,216,42.44,17,3.34,41015
41,16,467,250,53.53,178,38.12,39,8.35,41016
41,17,450,233,51.78,193,42.89,24,5.33,41017
41,18,407,203,49.88,178,43.73,26,6.39,41018
41,19,457,219,47.92,219,47.92,19,4.16,41019
41,20,442,185,41.86,234,52.94,23,5.2,41020
41,21,496,252,50.81,219,44.15,25,5.04,41021
41,22,389,166,42.67,198,50.9,25,6.43,41022
41,23,381,190,49.87,177,46.46,14,3.67,41023
41,24,466,208,44.64,236,50.64,22,4.72,41024
41,25,304,195,64.14,87,28.62,22,7.24,41025
41,26,205,93,45.37,102,49.76,10,4.88,41026
41,27,193,123,63.73,60,31.09,10,5.18,41027
41,28,499,308,61.72,163,32.67,28,5.61,41028
41,29,302,193,63.91,95,31.46,14,4.64,41029
41,30,556,297,53.42,231,41.55,28,5.04,41030
41,31,493,264,53.55,212,43.0,17,3.45,41031
41,32,338,151,44.67,175,51.78,12,3.55,41032
41,33,364,191,52.47,158,43.41,15,4.12,41033
41,34,372,150,40.32,207,55.65,15,4.03,41034
41,35,481,225,46.78,234,48.65,22,4.57,41035
41,36,454,215,47.36,225,49.56,14,3.08,41036
41,37,509,239,46.95,250,49.12,20,3.93,41037
41,38,463,219,47.3,219,47.3,25,5.4,41038
41,39,322,169,52.48,137,42.55,16,4.97,41039
41,40,489,218,44.58,250,51.12,21,4.29,41040
41,41,483,237,49.07,221,45.76,25,5.18,41041
41,42,514,244,47.47,256,49.81,14,2.72,41042
41,43,457,232,50.77,203,44.42,22,4.81,41043
41,44,427,183,42.86,219,51.29,25,5.85,41044
41,45,442,236,53.39,180,40.72,26,5.88,41045
41,46,342,165,48.25,159,46.49,18,5.26,41046
41,47,380,175,46.05,191,50.26,14,3.68,41047
41,48,319,200,62.7,109,34.17,10,3.13,41048
41,49,526,242,46.01,260,49.43,24,4.56,41049
41,50,488,247,50.61,207,42.42,34,6.97,41050
41,51,317,172,54.26,131,41.32,14,4.42,41051
41,52,560,223,39.82,306,54.64,31,5.54,41052
41,53,444,219,49.32,195,43.92,30,6.76,41053
41,54,306,141,46.08,143,46.73,22,7.19,41054
41,55,442,218,49.32,201,45.48,23,5.2,41055
41,56,517,260,50.29,240,46.42,17,3.29,41056
41,57,371,168,45.28,176,47.44,27,7.28,41057
42,1,500,257,51.4,230,46.0,13,2.6,42001
42,2,358,247,68.99,104,29.05,7,1.96,42002
42,3,495,305,61.62,163,32.93,27,5.45,42003
42,4,412,189,45.87,207,50.24,16,3.88,42004
42,5,335,193,57.61,124,37.01,18,5.37,42005
42,6,605,300,49.59,265,43.8,40,6.61,42006
42,7,410,228,55.61,165,40.24,17,4.15,42007
42,8,528,273,51.7,220,41.67,35,6.63,42008
42,9,1195,715,59.83,374,31.3,106,8.87,42009
42,10,320,172,53.75,141,44.06,7,2.19,42010
42,11,440,194,44.09,227,51.59,19,4.32,42011
42,12,334,186,55.69,132,39.52,16,4.79,42012
42,13,548,269,49.09,254,46.35,25,4.56,42013
42,14,531,288,54.24,222,41.81,21,3.95,42014
42,15,463,244,52.7,188,40.6,31,6.7,42015
42,16,302,156,51.66,133,44.04,13,4.3,42016
42,17,767,514,67.01,218,28.42,35,4.56,42017
42,18,971,553,56.95,365,37.59,53,5.46,42018
42,19,273,154,56.41,108,39.56,11,4.03,42019
42,20,338,206,60.95,110,32.54,22,6.51,42020
42,21,400,229,57.25,139,34.75,32,8.0,42021
42,22,514,285,55.45,204,39.69,25,4.86,42022
42,23,441,201,45.58,225,51.02,15,3.4,42023
42,24,532,282,53.01,231,43.42,19,3.57,42024
42,25,364,188,51.65,154,42.31,22,6.04,42025
42,26,414,296,71.5,99,23.91,19,4.59,42026
42,27,492,284,57.72,173,35.16,35,7.11,42027
42,28,389,214,55.01,156,40.1,19,4.88,42028
42,29,439,194,44.19,237,53.99,8,1.82,42029
42,30,339,173,51.03,148,43.66,18,5.31,42030
42,31,452,241,53.32,192,42.48,19,4.2,42031
42,32,421,257,61.05,141,33.49,23,5.46,42032
42,33,481,273,56.76,180,37.42,28,5.82,42033
42,34,390,243,62.31,132,33.85,15,3.85,42034
42,35,311,149,47.91,153,49.2,9,2.89,42035
42,36,446,257,57.62,156,34.98,33,7.4,42036
42,37,338,161,47.63,168,49.7,9,2.66,42037
42,38,335,157,46.87,167,49.85,11,3.28,42038
42,39,205,121,59.02,75,36.59,9,4.39,42039
42,40,412,189,45.87,209,50.73,14,3.4,42040
42,41,714,382,53.5,299,41.88,33,4.62,42041
42,42,273,132,48.35,135,49.45,6,2.2,42042
42,43,372,176,47.31,185,49.73,11,2.96,42043
42,44,676,404,59.76,242,35.8,30,4.44,42044
42,45,412,224,54.37,171,41.5,17,4.13,42045
42,46,423,243,57.45,160,37.83,20,4.73,42046
42,47,245,128,52.24,108,44.08,9,3.67,42047
42,48,390,169,43.33,202,51.79,19,4.87,42048
42,49,214,64,29.91,145,67.76,5,2.34,42049
42,50,523,255,48.76,249,47.61,19,3.63,42050
42,51,571,298,52.19,244,42.73,29,5.08,42051
42,52,231,124,53.68,94,40.69,13,5.63,42052
42,53,522,296,56.7,197,37.74,29,5.56,42053
42,54,375,222,59.2,141,37.6,12,3.2,42054
42,55,529,290,54.82,208,39.32,31,5.86,42055
42,56,668,342,51.2,303,45.36,23,3.44,42056
42,57,416,269,64.66,128,30.77,19,4.57,42057
42,58,407,230,56.51,166,40.79,11,2.7,42058
42,59,760,432,56.84,290,38.16,38,5.0,42059
42,60,300,186,62.0,94,31.33,20,6.67,42060
42,61,316,131,41.46,176,55.7,9,2.85,42061
42,62,246,129,52.44,110,44.72,7,2.85,42062
42,63,364,169,46.43,180,49.45,15,4.12,42063
42,64,193,132,68.39,51,26.42,10,5.18,42064
42,65,495,271,54.75,200,40.4,24,4.85,42065
42,66,476,298,62.61,162,34.03,16,3.36,42066
42,67,1024,542,52.93,433,42.29,49,4.79,42067
42,68,558,288,51.61,242,43.37,28,5.02,42068
42,69,415,289,69.64,102,24.58,24,5.78,42069
43,1,542,338,62.36,174,32.1,30,5.54,43001
43,2,517,277,53.58,220,42.55,20,3.87,43002
43,3,483,256,53.0,208,43.06,19,3.93,43003
43,4,602,319,52.99,257,42.69,26,4.32,43004
43,5,475,255,53.68,201,42.32,19,4.0,43005
43,6,395,229,57.97,137,34.68,29,7.34,43006
43,7,482,301,62.45,160,33.2,21,4.36,43007
43,8,554,338,61.01,187,33.75,29,5.23,43008
43,9,485,249,51.34,207,42.68,29,5.98,43009
43,10,507,263,51.87,216,42.6,28,5.52,43010
43,11,422,237,56.16,160,37.91,25,5.92,43011
43,12,586,356,60.75,208,35.49,22,3.75,43012
43,13,311,194,62.38,109,35.05,8,2.57,43013
43,14,320,175,54.69,130,40.63,15,4.69,43014
43,15,386,205,53.11,163,42.23,18,4.66,43015
43,16,432,212,49.07,189,43.75,31,7.18,43016
43,17,563,282,50.09,246,43.69,35,6.22,43017
43,18,489,256,52.35,214,43.76,19,3.89,43018
43,19,433,245,56.58,159,36.72,29,6.7,43019
43,20,481,294,61.12,158,32.85,29,6.03,43020
43,21,466,267,57.3,171,36.7,28,6.01,43021
43,22,453,253,55.85,178,39.29,22,4.86,43022
43,23,368,215,58.42,125,33.97,28,7.61,43023
43,24,515,295,57.28,179,34.76,41,7.96,43024
43,25,449,305,67.93,121,26.95,23,5.12,43025
43,26,349,175,50.14,164,46.99,10,2.87,43026
43,27,373,193,51.74,152,40.75,28,7.51,43027
43,28,525,272,51.81,241,45.9,12,2.29,43028
43,29,447,260,58.17,160,35.79,27,6.04,43029
43,30,411,240,58.39,146,35.52,25,6.08,43030
43,31,523,298,56.98,193,36.9,32,6.12,43031
43,32,428,251,58.64,150,35.05,27,6.31,43032
43,33,426,235,55.16,167,39.2,24,5.63,43033
43,34,347,227,65.42,95,27.38,25,7.2,43034
43,35,491,221,45.01,253,51.53,17,3.46,43035
43,36,441,242,54.88,186,42.18,13,2.95,43036
43,37,483,278,57.56,176,36.44,29,6.0,43037
43,38,441,280,63.49,142,32.2,19,4.31,43038
43,39,309,143,46.28,153,49.51,13,4.21,43039
43,40,193,99,51.3,86,44.56,8,4.15,43040
43,41,293,162,55.29,113,38.57,18,6.14,43041
43,42,340,173,50.88,157,46.18,10,2.94,43042
43,43,390,221,56.67,157,40.26,12,3.08,43043
43,44,534,299,55.99,209,39.14,26,4.87,43044
43,45,165,108,65.45,51,30.91,6,3.64,43045
43,46,440,173,39.32,254,57.73,13,2.95,43046
43,47,394,195,49.49,173,43.91,26,6.6,43047
43,48,503,296,58.85,179,35.59,28,5.57,43048
43,49,432,240,55.56,166,38.43,26,6.02,43049
43,50,382,240,62.83,130,34.03,12,3.14,43050
43,51,499,344,68.94,124,24.85,31,6.21,43051
43,52,441,228,51.7,192,43.54,21,4.76,43052
43,53,488,302,61.89,156,31.97,30,6.15,43053
43,54,389,238,61.18,126,32.39,25,6.43,43054
43,55,404,290,71.78,95,23.51,19,4.7,43055
43,56,408,234,57.35,146,35.78,28,6.86,43056
43,57,441,264,59.86,147,33.33,30,6.8,43057
43,58,407,244,59.95,143,35.14,20,4.91,43058
43,59,361,195,54.02,152,42.11,14,3.88,43059
44,1,374,224,59.89,121,32.35,29,7.75,44001
44,2,336,215,63.99,99,29.46,22,6.55,44002
44,3,388,228,58.76,144,37.11,16,4.12,44003
44,4,371,247,66.58,105,28.3,19,5.12,44004
44,5,599,412,68.78,141,23.54,46,7.68,44005
44,6,604,378,62.58,185,30.63,41,6.79,44006
44,7,460,243,52.83,200,43.48,17,3.7,44007
44,8,281,193,68.68,72,25.62,16,5.69,44008
44,9,464,258,55.6,177,38.15,29,6.25,44009
44,10,447,282,63.09,144,32.21,21,4.7,44010
44,11,562,316,56.23,204,36.3,42,7.47,44011
44,12,358,228,63.69,116,32.4,14,3.91,44012
44,13,383,225,58.75,132,34.46,26,6.79,44013
44,14,485,307,63.3,140,28.87,38,7.84,44014
44,15,607,406,66.89,163,26.85,38,6.26,44015
44,16,594,393,66.16,167,28.11,34,5.72,44016
44,17,504,348,69.05,115,22.82,41,8.13,44017
44,18,438,255,58.22,160,36.53,23,5.25,44018
44,19,343,230,67.06,99,28.86,14,4.08,44019
44,20,590,377,63.9,161,27.29,52,8.81,44020
44,21,681,498,73.13,130,19.09,53,7.78,44021
44,22,475,301,63.37,148,31.16,26,5.47,44022
44,23,535,376,70.28,131,24.49,28,5.23,44023
44,24,404,272,67.33,107,26.49,25,6.19,44024
44,25,591,375,63.45,189,31.98,27,4.57,44025
44,26,466,317,68.03,117,25.11,32,6.87,44026
44,27,689,392,56.89,252,36.57,45,6.53,44027
44,28,442,246,55.66,160,36.2,36,8.14,44028
44,29,657,407,61.95,204,31.05,46,7.0,44029
44,30,457,338,73.96,76,16.63,43,9.41,44030
44,31,631,370,58.64,224,35.5,37,5.86,44031
44,32,386,260,67.36,99,25.65,27,6.99,44032
44,33,690,546,79.13,91,13.19,53,7.68,44033
44,34,386,259,67.1,104,26.94,23,5.96,44034
44,35,340,211,62.06,110,32.35,19,5.59,44035
44,36,604,395,65.4,177,29.3,32,5.3,44036
44,37,581,388,66.78,148,25.47,45,7.75,44037
44,38,537,303,56.42,200,37.24,34,6.33,44038
44,39,630,364,57.78,225,35.71,41,6.51,44039
44,40,579,336,58.03,210,36.27,33,5.7,44040
44,41,496,317,63.91,145,29.23,34,6.85,44041
44,42,663,457,68.93,156,23.53,50,7.54,44042
44,43,673,395,58.69,240,35.66,38,5.65,44043
44,44,585,423,72.31,126,21.54,36,6.15,44044
44,45,658,441,67.02,165,25.08,52,7.9,44045
44,46,359,238,66.3,96,26.74,25,6.96,44046
44,47,746,437,58.58,265,35.52,44,5.9,44047
44,48,276,152,55.07,106,38.41,18,6.52,44048
44,49,665,427,64.21,206,30.98,32,4.81,44049
44,50,587,353,60.14,207,35.26,27,4.6,44050
44,51,461,279,60.52,168,36.44,14,3.04,44051
45,1,353,247,69.97,82,23.23,24,6.8,45001
45,2,443,250,56.43,168,37.92,25,5.64,45002
45,3,398,248,62.31,128,32.16,22,5.53,45003
45,4,492,241,48.98,224,45.53,27,5.49,45004
45,5,444,191,43.02,228,51.35,25,5.63,45005
45,6,397,226,56.93,140,35.26,31,7.81,45006
45,7,442,276,62.44,120,27.15,46,10.41,45007
45,8,333,207,62.16,100,30.03,26,7.81,45008
45,9,429,252,58.74,157,36.6,20,4.66,45009
45,10,520,320,61.54,160,30.77,40,7.69,45010
45,11,378,233,61.64,130,34.39,15,3.97,45011
45,12,433,256,59.12,152,35.1,25,5.77,45012
45,13,418,249,59.57,144,34.45,25,5.98,45013
45,14,443,287,64.79,120,27.09,36,8.13,45014
45,15,431,231,53.6,179,41.53,21,4.87,45015
45,16,435,300,68.97,98,22.53,37,8.51,45016
45,17,324,178,54.94,124,38.27,22,6.79,45017
45,18,379,252,66.49,92,24.27,35,9.23,45018
45,19,375,202,53.87,152,40.53,21,5.6,45019
45,20,393,234,59.54,128,32.57,31,7.89,45020
45,21,361,203,56.23,149,41.27,9,2.49,45021
45,22,374,203,54.28,150,40.11,21,5.61,45022
45,23,411,244,59.37,138,33.58,29,7.06,45023
45,24,491,255,51.93,196,39.92,40,8.15,45024
45,25,421,283,67.22,112,26.6,26,6.18,45025
45,26,426,282,66.2,110,25.82,34,7.98,45026
45,27,352,229,65.06,111,31.53,12,3.41,45027
45,28,368,253,68.75,76,20.65,39,10.6,45028
45,29,465,300,64.52,131,28.17,34,7.31,45029
45,30,384,205,53.39,152,39.58,27,7.03,45030
45,31,427,283,66.28,100,23.42,44,10.3,45031
45,32,279,152,54.48,106,37.99,21,7.53,45032
45,33,352,186,52.84,136,38.64,30,8.52,45033
45,34,305,176,57.7,105,34.43,24,7.87,45034
45,35,388,216,55.67,138,35.57,34,8.76,45035
45,36,338,159,47.04,159,47.04,20,5.92,45036
45,37,446,264,59.19,144,32.29,38,8.52,45037
45,38,450,287,63.78,130,28.89,33,7.33,45038
45,39,463,298,64.36,130,28.08,35,7.56,45039
45,40,437,289,66.13,122,27.92,26,5.95,45040
45,41,284,186,65.49,77,27.11,21,7.39,45041
45,42,348,227,65.23,102,29.31,19,5.46,45042
45,43,342,214,62.57,102,29.82,26,7.6,45043
45,44,400,232,58.0,150,37.5,18,4.5,45044
45,45,314,191,60.83,101,32.17,22,7.01,45045
45,46,406,257,63.3,115,28.33,34,8.37,45046
45,47,403,242,60.05,134,33.25,27,6.7,45047
45,48,390,244,62.56,118,30.26,28,7.18,45048
45,49,354,216,61.02,117,33.05,21,5.93,45049
45,50,348,214,61.49,118,33.91,16,4.6,45050
45,51,389,208,53.47,157,40.36,24,6.17,45051
45,52,375,230,61.33,139,37.07,6,1.6,45052
45,53,323,185,57.28,110,34.06,28,8.67,45053
46,1,623,412,66.13,178,28.57,33,5.3,46001
46,2,494,344,69.64,80,16.19,70,14.17,46002
46,3,561,421,75.04,96,17.11,44,7.84,46003
46,4,451,343,76.05,79,17.52,29,6.43,46004
46,5,445,315,70.79,104,23.37,26,5.84,46005
46,6,509,402,78.98,78,15.32,29,5.7,46006
46,7,359,255,71.03,75,20.89,29,8.08,46007
46,8,462,369,79.87,67,14.5,26,5.63,46008
46,9,513,365,71.15,104,20.27,44,8.58,46009
46,10,427,282,66.04,104,24.36,41,9.6,46010
46,11,535,387,72.34,118,22.06,30,5.61,46011
46,12,533,404,75.8,70,13.13,59,11.07,46012
46,13,527,316,59.96,171,32.45,40,7.59,46013
46,14,408,288,70.59,56,13.73,64,15.69,46014
46,15,529,339,64.08,157,29.68,33,6.24,46015
46,16,405,281,69.38,78,19.26,46,11.36,46016
46,17,556,360,64.75,162,29.14,34,6.12,46017
46,18,479,302,63.05,150,31.32,27,5.64,46018
46,19,554,411,74.19,82,14.8,61,11.01,46019
46,20,353,277,78.47,46,13.03,30,8.5,46020
46,21,220,160,72.73,35,15.91,25,11.36,46021
46,22,350,246,70.29,72,20.57,32,9.14,46022
46,23,354,307,86.72,36,10.17,11,3.11,46023
46,24,505,347,68.71,121,23.96,37,7.33,46024
46,25,572,389,68.01,142,24.83,41,7.17,46025
46,26,501,393,78.44,72,14.37,36,7.19,46026
46,27,608,397,65.3,164,26.97,47,7.73,46027
46,28,591,386,65.31,176,29.78,29,4.91,46028
46,29,381,246,64.57,110,28.87,25,6.56,46029
46,30,492,329,66.87,137,27.85,26,5.28,46030
46,31,504,355,70.44,129,25.6,20,3.97,46031
46,32,350,258,73.71,63,18.0,29,8.29,46032
46,33,524,345,65.84,137,26.15,42,8.02,46033
46,34,516,425,82.36,61,11.82,30,5.81,46034
46,35,527,381,72.3,104,19.73,42,7.97,46035
46,36,414,246,59.42,138,33.33,30,7.25,46036
46,37,393,262,66.67,99,25.19,32,8.14,46037
46,38,368,302,82.07,41,11.14,25,6.79,46038
46,39,536,331,61.75,172,32.09,33,6.16,46039
46,40,357,271,75.91,68,19.05,18,5.04,46040
46,41,435,309,71.03,93,21.38,33,7.59,46041
46,42,498,374,75.1,77,15.46,47,9.44,46042
46,43,613,425,69.33,149,24.31,39,6.36,46043
46,44,438,348,79.45,71,16.21,19,4.34,46044
46,45,527,370,70.21,122,23.15,35,6.64,46045
46,46,397,303,76.32,61,15.37,33,8.31,46046
46,47,264,206,78.03,29,10.98,29,10.98,46047
47,1,574,402,70.03,108,18.82,64,11.15,47001
47,2,335,217,64.78,99,29.55,19,5.67,47002
47,3,365,233,63.84,102,27.95,30,8.22,47003
47,4,463,307,66.31,126,27.21,30,6.48,47004
47,5,516,338,65.5,130,25.19,48,9.3,47005
47,6,507,326,64.3,140,27.61,41,8.09,47006
47,7,449,266,59.24,150,33.41,33,7.35,47007
47,8,555,379,68.29,137,24.68,39,7.03,47008
47,9,343,235,68.51,83,24.2,25,7.29,47009
47,10,413,284,68.77,71,17.19,58,14.04,47010
47,11,805,593,73.66,136,16.89,76,9.44,47011
47,12,454,322,70.93,99,21.81,33,7.27,47012
47,13,591,401,67.85,132,22.34,58,9.81,47013
47,14,370,241,65.14,91,24.59,38,10.27,47014
47,15,551,417,75.68,70,12.7,64,11.62,47015
47,16,426,296,69.48,87,20.42,43,10.09,47016
47,17,457,305,66.74,121,26.48,31,6.78,47017
47,18,535,345,64.49,144,26.92,46,8.6,47018
47,19,490,339,69.18,95,19.39,56,11.43,47019
47,20,549,380,69.22,117,21.31,52,9.47,47020
47,21,475,313,65.89,113,23.79,49,10.32,47021
47,22,439,295,67.2,105,23.92,39,8.88,47022
47,23,254,184,72.44,50,19.69,20,7.87,47023
47,24,594,373,62.79,187,31.48,34,5.72,47024
47,25,626,412,65.81,175,27.96,39,6.23,47025
47,26,830,588,70.84,162,19.52,80,9.64,47026
47,27,495,333,67.27,118,23.84,44,8.89,47027
47,28,602,408,67.77,119,19.77,75,12.46,47028
47,29,552,357,64.67,151,27.36,44,7.97,47029
47,30,579,423,73.06,104,17.96,52,8.98,47030
47,31,539,392,72.73,91,16.88,56,10.39,47031
47,32,559,405,72.45,107,19.14,47,8.41,47032
47,33,476,330,69.33,100,21.01,46,9.66,47033
47,34,613,419,68.35,124,20.23,70,11.42,47034
47,35,712,471,66.15,180,25.28,61,8.57,47035
47,36,787,551,70.01,140,17.79,96,12.2,47036
47,37,639,437,68.39,146,22.85,56,8.76,47037
47,38,593,402,67.79,138,23.27,53,8.94,47038
47,39,522,357,68.39,117,22.41,48,9.2,47039
47,40,495,334,67.47,95,19.19,66,13.33,47040
47,41,846,620,73.29,166,19.62,60,7.09,47041
47,42,439,316,71.98,74,16.86,49,11.16,47042
47,43,348,208,59.77,113,32.47,27,7.76,47043
47,44,516,303,58.72,175,33.91,38,7.36,47044
47,45,493,330,66.94,106,21.5,57,11.56,47045
47,46,400,268,67.0,113,28.25,19,4.75,47046
47,47,437,284,64.99,113,25.86,40,9.15,47047
47,48,55,47,85.45,6,10.91,2,3.64,47048
47,49,329,205,62.31,100,30.4,24,7.29,47049
47,50,522,346,66.28,145,27.78,31,5.94,47050
47,51,282,187,66.31,71,25.18,24,8.51,47051
47,52,186,121,65.05,55,29.57,10,5.38,47052
48,1,477,348,72.96,78,16.35,51,10.69,48001
48,2,338,223,65.98,78,23.08,37,10.95,48002
48,3,631,506,80.19,73,11.57,52,8.24,48003
48,4,491,309,62.93,147,29.94,35,7.13,48004
48,5,329,191,58.05,110,33.43,28,8.51,48005
48,6,565,446,78.94,82,14.51,37,6.55,48006
48,7,365,255,69.86,62,16.99,48,13.15,48007
48,8,314,172,54.78,113,35.99,29,9.24,48008
48,9,381,232,60.89,119,31.23,30,7.87,48009
48,10,304,221,72.7,44,14.47,39,12.83,48010
48,11,476,336,70.59,86,18.07,54,11.34,48011
48,12,476,351,73.74,82,17.23,43,9.03,48012
48,13,366,237,64.75,101,27.6,28,7.65,48013
48,14,460,286,62.17,145,31.52,29,6.3,48014
48,15,341,263,77.13,56,16.42,22,6.45,48015
48,16,415,312,75.18,73,17.59,30,7.23,48016
48,17,527,361,68.5,123,23.34,43,8.16,48017
48,18,330,263,79.7,42,12.73,25,7.58,48018
48,19,325,239,73.54,62,19.08,24,7.38,48019
48,20,241,172,71.37,61,25.31,8,3.32,48020
48,21,450,351,78.0,65,14.44,34,7.56,48021
48,22,474,303,63.92,134,28.27,37,7.81,48022
48,23,343,242,70.55,74,21.57,27,7.87,48023
48,24,322,255,79.19,43,13.35,24,7.45,48024
48,25,458,333,72.71,100,21.83,25,5.46,48025
48,26,438,314,71.69,100,22.83,24,5.48,48026
48,27,266,195,73.31,57,21.43,14,5.26,48027
48,28,304,200,65.79,83,27.3,21,6.91,48028
48,29,268,178,66.42,79,29.48,11,4.1,48029
48,30,376,281,74.73,55,14.63,40,10.64,48030
48,31,411,344,83.7,35,8.52,32,7.79,48031
48,32,417,324,77.7,37,8.87,56,13.43,48032
48,33,292,185,63.36,92,31.51,15,5.14,48033
48,34,435,318,73.1,83,19.08,34,7.82,48034
48,35,181,126,69.61,40,22.1,15,8.29,48035
48,36,323,208,64.4,92,28.48,23,7.12,48036
48,37,403,287,71.22,69,17.12,47,11.66,48037
48,38,407,263,64.62,101,24.82,43,10.57,48038
48,39,323,223,69.04,80,24.77,20,6.19,48039
48,40,311,237,76.21,47,15.11,27,8.68,48040
48,41,354,262,74.01,56,15.82,36,10.17,48041
48,42,353,268,75.92,48,13.6,37,10.48,48042
48,43,549,405,73.77,91,16.58,53,9.65,48043
48,44,485,379,78.14,72,14.85,34,7.01,48044
48,45,336,258,76.79,54,16.07,24,7.14,48045
48,46,346,270,78.03,54,15.61,22,6.36,48046
48,47,458,376,82.1,44,9.61,38,8.3,48047
48,48,427,313,73.3,79,18.5,35,8.2,48048
48,49,197,144,73.1,30,15.23,23,11.68,48049
48,50,443,303,68.4,84,18.96,56,12.64,48050
48,51,509,332,65.23,128,25.15,49,9.63,48051
48,52,361,267,73.96,49,13.57,45,12.47,48052
48,53,228,173,75.88,37,16.23,18,7.89,48053
48,54,415,338,81.45,49,11.81,28,6.75,48054
49,1,472,425,90.04,21,4.45,26,5.51,49001
49,2,529,383,72.4,112,21.17,34,6.43,49002
49,3,293,222,75.77,43,14.68,28,9.56,49003
49,4,224,191,85.27,19,8.48,14,6.25,49004
49,5,457,389,85.12,43,9.41,25,5.47,49005
49,6,464,353,76.08,81,17.46,30,6.47,49006
49,7,342,257,75.15,53,15.5,32,9.36,49007
49,8,466,363,77.9,67,14.38,36,7.73,49008
49,9,339,246,72.57,50,14.75,43,12.68,49009
49,10,369,295,79.95,40,10.84,34,9.21,49010
49,11,316,261,82.59,33,10.44,22,6.96,49011
49,12,463,385,83.15,47,10.15,31,6.7,49012
49,13,482,356,73.86,75,15.56,51,10.58,49013
49,14,387,267,68.99,79,20.41,41,10.59,49014
49,15,403,352,87.34,34,8.44,17,4.22,49015
49,16,318,252,79.25,49,15.41,17,5.35,49016
49,17,139,102,73.38,28,20.14,9,6.47,49017
49,18,260,198,76.15,32,12.31,30,11.54,49018
49,19,374,318,85.03,30,8.02,26,6.95,49019
49,20,467,374,80.09,69,14.78,24,5.14,49020
49,21,134,91,67.91,33,24.63,10,7.46,49021
49,22,341,278,81.52,37,10.85,26,7.62,49022
49,23,388,311,80.15,37,9.54,40,10.31,49023
49,24,388,296,76.29,67,17.27,25,6.44,49024
49,25,480,362,75.42,63,13.13,55,11.46,49025
49,26,401,277,69.08,92,22.94,32,7.98,49026
49,27,691,567,82.05,64,9.26,60,8.68,49027
49,28,332,282,84.94,35,10.54,15,4.52,49028
49,29,514,383,74.51,81,15.76,50,9.73,49029
49,30,451,354,78.49,66,14.63,31,6.87,49030
49,31,337,255,75.67,43,12.76,39,11.57,49031
49,32,289,207,71.63,44,15.22,38,13.15,49032
49,33,328,264,80.49,47,14.33,17,5.18,49033
49,34,434,378,87.1,36,8.29,20,4.61,49034
49,35,491,346,70.47,95,19.35,50,10.18,49035
49,36,620,474,76.45,89,14.35,57,9.19,49036
49,37,628,477,75.96,80,12.74,71,11.31,49037
49,38,379,323,85.22,31,8.18,25,6.6,49038
49,39,435,342,78.62,47,10.8,46,10.57,49039
49,40,372,293,78.76,57,15.32,22,5.91,49040
49,41,395,316,80.0,59,14.94,20,5.06,49041
49,42,508,421,82.87,46,9.06,41,8.07,49042
50,1,426,221,51.88,193,45.31,12,2.82,50001
50,2,460,278,60.43,158,34.35,24,5.22,50002
50,3,347,188,54.18,138,39.77,21,6.05,50003
50,4,409,284,69.44,101,24.69,24,5.87,50004
50,5,398,196,49.25,179,44.97,23,5.78,50005
50,6,261,175,67.05,61,23.37,25,9.58,50006
50,7,409,270,66.01,107,26.16,32,7.82,50007
50,8,376,281,74.73,73,19.41,22,5.85,50008
50,9,330,233,70.61,80,24.24,17,5.15,50009
50,10,300,196,65.33,94,31.33,10,3.33,50010
50,11,366,150,40.98,211,57.65,5,1.37,50011
50,12,204,98,48.04,101,49.51,5,2.45,50012
50,13,468,339,72.44,91,19.44,38,8.12,50013
50,14,148,83,56.08,59,39.86,6,4.05,50014
50,15,431,280,64.97,98,22.74,53,12.3,50015
50,16,171,83,48.54,87,50.88,1,0.58,50016
50,17,338,232,68.64,83,24.56,23,6.8,50017
50,18,318,195,61.32,103,32.39,20,6.29,50018
50,19,350,240,68.57,84,24.0,26,7.43,50019
50,20,371,244,65.77,103,27.76,24,6.47,50020
50,21,370,231,62.43,106,28.65,33,8.92,50021
50,22,562,438,77.94,78,13.88,46,8.19,50022
50,23,312,184,58.97,112,35.9,16,5.13,50023
50,24,487,376,77.21,80,16.43,31,6.37,50024
50,25,349,167,47.85,172,49.28,10,2.87,50025
50,26,344,273,79.36,54,15.7,17,4.94,50026
50,27,132,76,57.58,52,39.39,4,3.03,50027
50,28,318,244,76.73,54,16.98,20,6.29,50028
50,29,437,342,78.26,70,16.02,25,5.72,50029
50,30,304,145,47.7,145,47.7,14,4.61,50030
50,31,106,55,51.89,50,47.17,1,0.94,50031
50,32,450,359,79.78,55,12.22,36,8.0,50032
50,33,332,222,66.87,97,29.22,13,3.92,50033
50,34,308,245,79.55,30,9.74,33,10.71,50034
50,35,463,319,68.9,98,21.17,46,9.94,50035
50,36,381,247,64.83,112,29.4,22,5.77,50036
50,37,405,279,68.89,91,22.47,35,8.64,50037
50,38,204,123,60.29,77,37.75,4,1.96,50038
50,39,323,208,64.4,101,31.27,14,4.33,50039
50,40,422,187,44.31,217,51.42,18,4.27,50040
50,41,431,197,45.71,212,49.19,22,5.1,50041
50,42,336,220,65.48,87,25.89,29,8.63,50042
