ward,precinct,total,John McCain & Sarah Palin,John McCain & Sarah Palin Percent,Cynthia McKinney & Rosa Clemente,Cynthia McKinney & Rosa Clemente Percent,Bob Barr & Wayne A. Root,Bob Barr & Wayne A. Root Percent,Charles O. Baldwin & Darrell L. Castle,Charles O. Baldwin & Darrell L. Castle Percent,Ralph Nader & Matt Gonzalez,Ralph Nader & Matt Gonzalez Percent,precinct_id
42,11,516,195,37.79,0,0.0,3,0.58,0,0.0,0,0.0,42011
42,12,367,94,25.61,1,0.27,3,0.82,0,0.0,1,0.27,42012
42,13,589,207,35.14,2,0.34,0,0.0,1,0.17,2,0.34,42013
42,14,635,172,27.09,0,0.0,7,1.1,0,0.0,1,0.16,42014
42,15,514,135,26.26,2,0.39,0,0.0,2,0.39,2,0.39,42015
42,16,350,98,28.0,1,0.29,2,0.57,0,0.0,0,0.0,42016
42,17,907,189,20.84,1,0.11,8,0.88,1,0.11,4,0.44,42017
42,18,1136,297,26.14,2,0.18,8,0.7,1,0.09,4,0.35,42018
42,19,333,96,28.83,0,0.0,1,0.3,1,0.3,0,0.0,42019
42,20,418,105,25.12,1,0.24,3,0.72,0,0.0,1,0.24,42020
42,21,456,99,21.71,0,0.0,2,0.44,1,0.22,0,0.0,42021
42,22,621,164,26.41,3,0.48,2,0.32,1,0.16,2,0.32,42022
42,23,513,158,30.8,1,0.19,4,0.78,1,0.19,1,0.19,42023
42,24,611,192,31.42,2,0.33,2,0.33,0,0.0,2,0.33,42024
42,25,427,128,29.98,0,0.0,3,0.7,0,0.0,0,0.0,42025
42,26,472,83,17.58,1,0.21,3,0.64,0,0.0,2,0.42,42026
42,27,550,153,27.82,0,0.0,3,0.55,1,0.18,1,0.18,42027
42,28,442,121,27.38,0,0.0,4,0.9,0,0.0,1,0.23,42028
42,29,490,168,34.29,1,0.2,0,0.0,0,0.0,0,0.0,42029
42,30,382,117,30.63,2,0.52,1,0.26,0,0.0,1,0.26,42030
42,31,517,152,29.4,0,0.0,2,0.39,0,0.0,0,0.0,42031
42,32,509,128,25.15,0,0.0,6,1.18,0,0.0,2,0.39,42032
42,33,521,122,23.42,2,0.38,0,0.0,0,0.0,2,0.38,42033
42,34,452,113,25.0,0,0.0,1,0.22,0,0.0,0,0.0,42034
42,35,351,103,29.34,0,0.0,2,0.57,0,0.0,0,0.0,42035
42,36,524,136,25.95,1,0.19,5,0.95,1,0.19,3,0.57,42036
42,37,395,126,31.9,0,0.0,2,0.51,0,0.0,3,0.76,42037
42,38,387,127,32.82,0,0.0,2,0.52,0,0.0,1,0.26,42038
42,39,234,94,40.17,0,0.0,0,0.0,1,0.43,0,0.0,42039
42,40,467,122,26.12,0,0.0,1,0.21,0,0.0,2,0.43,42040
42,41,860,246,28.6,1,0.12,5,0.58,0,0.0,2,0.23,42041
42,42,311,100,32.15,2,0.64,2,0.64,0,0.0,1,0.32,42042
42,43,408,138,33.82,0,0.0,2,0.49,1,0.25,1,0.25,42043
42,44,786,201,25.57,2,0.25,7,0.89,0,0.0,3,0.38,42044
42,45,469,112,23.88,1,0.21,2,0.43,1,0.21,1,0.21,42045
42,46,514,140,27.24,2,0.39,3,0.58,0,0.0,1,0.19,42046
42,47,282,80,28.37,1,0.35,0,0.0,0,0.0,1,0.35,42047
42,48,445,167,37.53,0,0.0,0,0.0,1,0.22,1,0.22,42048
42,49,277,190,68.59,0,0.0,3,1.08,5,1.81,0,0.0,42049
42,50,609,187,30.71,4,0.66,4,0.66,0,0.0,1,0.16,42050
42,51,636,199,31.29,3,0.47,5,0.79,0,0.0,2,0.31,42051
42,52,265,75,28.3,1,0.38,5,1.89,0,0.0,0,0.0,42052
42,53,598,160,26.76,2,0.33,0,0.0,0,0.0,3,0.5,42053
42,54,436,119,27.29,0,0.0,1,0.23,1,0.23,2,0.46,42054
42,55,610,180,29.51,0,0.0,5,0.82,1,0.16,3,0.49,42055
42,56,817,265,32.44,0,0.0,6,0.73,0,0.0,6,0.73,42056
42,57,498,111,22.29,0,0.0,2,0.4,0,0.0,0,0.0,42057
42,58,497,162,32.6,0,0.0,2,0.4,1,0.2,1,0.2,42058
42,59,870,211,24.25,0,0.0,4,0.46,0,0.0,3,0.34,42059
42,60,369,82,22.22,0,0.0,6,1.63,0,0.0,2,0.54,42060
42,61,359,134,37.33,0,0.0,1,0.28,0,0.0,2,0.56,42061
42,62,278,89,32.01,1,0.36,2,0.72,1,0.36,0,0.0,42062
42,63,400,112,28.0,1,0.25,1,0.25,2,0.5,0,0.0,42063
42,64,233,50,21.46,1,0.43,0,0.0,0,0.0,0,0.0,42064
42,65,571,154,26.97,2,0.35,2,0.35,0,0.0,2,0.35,42065
42,66,546,149,27.29,0,0.0,6,1.1,0,0.0,1,0.18,42066
42,67,1217,319,26.21,1,0.08,5,0.41,0,0.0,3,0.25,42067
42,68,676,161,23.82,0,0.0,9,1.33,1,0.15,3,0.44,42068
42,69,496,82,16.53,1,0.2,6,1.21,2,0.4,3,0.6,42069
43,1,613,128,20.88,0,0.0,1,0.16,0,0.0,3,0.49,43001
43,2,628,156,24.84,1,0.16,2,0.32,0,0.0,3,0.48,43002
43,3,572,154,26.92,0,0.0,5,0.87,0,0.0,0,0.0,43003
43,4,716,200,27.93,1,0.14,6,0.84,1,0.14,3,0.42,43004
43,5,549,138,25.14,0,0.0,6,1.09,0,0.0,4,0.73,43005
43,6,471,99,21.02,0,0.0,6,1.27,0,0.0,1,0.21,43006
43,7,584,136,23.29,1,0.17,4,0.68,1,0.17,0,0.0,43007
43,8,643,133,20.68,0,0.0,4,0.62,0,0.0,1,0.16,43008
43,9,598,145,24.25,1,0.17,2,0.33,0,0.0,2,0.33,43009
43,10,603,167,27.69,1,0.17,1,0.17,1,0.17,0,0.0,43010
43,11,516,133,25.78,1,0.19,3,0.58,0,0.0,1,0.19,43011
43,12,696,170,24.43,0,0.0,7,1.01,0,0.0,1,0.14,43012
43,13,356,88,24.72,0,0.0,3,0.84,0,0.0,1,0.28,43013
43,14,364,75,20.6,1,0.27,1,0.27,0,0.0,1,0.27,43014
43,15,448,108,24.11,0,0.0,4,0.89,0,0.0,2,0.45,43015
43,16,505,131,25.94,1,0.2,8,1.58,2,0.4,2,0.4,43016
43,17,657,194,29.53,2,0.3,5,0.76,1,0.15,2,0.3,43017
43,18,562,150,26.69,0,0.0,2,0.36,0,0.0,2,0.36,43018
43,19,534,135,25.28,0,0.0,3,0.56,0,0.0,5,0.94,43019
43,20,571,122,21.37,2,0.35,5,0.88,0,0.0,1,0.18,43020
43,21,587,129,21.98,1,0.17,3,0.51,1,0.17,1,0.17,43021
43,22,572,140,24.48,0,0.0,8,1.4,0,0.0,3,0.52,43022
43,23,425,66,15.53,2,0.47,5,1.18,0,0.0,1,0.24,43023
43,24,617,151,24.47,2,0.32,2,0.32,1,0.16,5,0.81,43024
43,25,517,91,17.6,1,0.19,4,0.77,0,0.0,2,0.39,43025
43,26,398,111,27.89,0,0.0,3,0.75,0,0.0,1,0.25,43026
43,27,453,108,23.84,0,0.0,2,0.44,1,0.22,5,1.1,43027
43,28,594,193,32.49,1,0.17,2,0.34,0,0.0,0,0.0,43028
43,29,537,124,23.09,1,0.19,1,0.19,0,0.0,2,0.37,43029
43,30,486,103,21.19,0,0.0,6,1.23,0,0.0,2,0.41,43030
43,31,652,159,24.39,0,0.0,3,0.46,2,0.31,1,0.15,43031
43,32,514,107,20.82,0,0.0,5,0.97,0,0.0,1,0.19,43032
43,33,535,134,25.05,0,0.0,5,0.93,0,0.0,4,0.75,43033
43,34,419,76,18.14,2,0.48,2,0.48,0,0.0,2,0.48,43034
43,35,572,186,32.52,0,0.0,1,0.17,1,0.17,1,0.17,43035
43,36,527,144,27.32,1,0.19,2,0.38,0,0.0,0,0.0,43036
43,37,573,143,24.96,2,0.35,7,1.22,0,0.0,4,0.7,43037
43,38,538,110,20.45,1,0.19,3,0.56,0,0.0,1,0.19,43038
43,39,355,117,32.96,0,0.0,2,0.56,0,0.0,0,0.0,43039
43,40,227,70,30.84,0,0.0,1,0.44,0,0.0,5,2.2,43040
43,41,362,86,23.76,0,0.0,1,0.28,0,0.0,2,0.55,43041
43,42,377,122,32.36,0,0.0,0,0.0,0,0.0,2,0.53,43042
43,43,477,138,28.93,0,0.0,4,0.84,0,0.0,2,0.42,43043
43,44,680,178,26.18,1,0.15,1,0.15,0,0.0,4,0.59,43044
43,45,200,45,22.5,0,0.0,1,0.5,0,0.0,0,0.0,43045
43,46,512,190,37.11,0,0.0,4,0.78,0,0.0,1,0.2,43046
43,47,469,132,28.14,0,0.0,3,0.64,1,0.21,2,0.43,43047
43,48,604,126,20.86,2,0.33,6,0.99,0,0.0,1,0.17,43048
43,49,521,113,21.69,0,0.0,2,0.38,0,0.0,5,0.96,43049
43,50,467,97,20.77,2,0.43,3,0.64,0,0.0,3,0.64,43050
43,51,569,103,18.1,1,0.18,2,0.35,0,0.0,0,0.0,43051
43,52,544,165,30.33,0,0.0,2,0.37,0,0.0,1,0.18,43052
43,53,577,134,23.22,1,0.17,4,0.69,0,0.0,3,0.52,43053
43,54,464,89,19.18,1,0.22,2,0.43,1,0.22,3,0.65,43054
43,55,459,73,15.9,3,0.65,1,0.22,0,0.0,2,0.44,43055
43,56,485,130,26.8,0,0.0,3,0.62,1,0.21,5,1.03,43056
43,57,541,114,21.07,0,0.0,3,0.55,0,0.0,2,0.37,43057
43,58,479,97,20.25,0,0.0,2,0.42,0,0.0,2,0.42,43058
43,59,424,95,22.41,3,0.71,3,0.71,1,0.24,2,0.47,43059
44,1,410,95,23.17,1,0.24,2,0.49,0,0.0,4,0.98,44001
44,2,389,69,17.74,1,0.26,1,0.26,1,0.26,2,0.51,44002
44,3,424,82,19.34,2,0.47,1,0.24,0,0.0,0,0.0,44003
44,4,448,79,17.63,2,0.45,0,0.0,2,0.45,2,0.45,44004
44,5,711,107,15.05,1,0.14,4,0.56,1,0.14,5,0.7,44005
44,6,739,122,16.51,0,0.0,4,0.54,1,0.14,4,0.54,44006
44,7,513,128,24.95,1,0.19,3,0.58,0,0.0,1,0.19,44007
44,8,365,50,13.7,0,0.0,3,0.82,3,0.82,2,0.55,44008
44,9,591,140,23.69,0,0.0,2,0.34,1,0.17,1,0.17,44009
44,10,541,110,20.33,3,0.55,5,0.92,0,0.0,2,0.37,44010
44,11,658,148,22.49,4,0.61,4,0.61,2,0.3,0,0.0,44011
44,12,411,85,20.68,0,0.0,3,0.73,0,0.0,1,0.24,44012
44,13,446,100,22.42,3,0.67,2,0.45,0,0.0,1,0.22,44013
44,14,588,121,20.58,2,0.34,3,0.51,0,0.0,3,0.51,44014
44,15,682,117,17.16,6,0.88,4,0.59,0,0.0,4,0.59,44015
44,16,710,128,18.03,0,0.0,4,0.56,2,0.28,0,0.0,44016
44,17,582,84,14.43,2,0.34,2,0.34,0,0.0,2,0.34,44017
44,18,527,120,22.77,1,0.19,3,0.57,0,0.0,2,0.38,44018
44,19,417,70,16.79,1,0.24,2,0.48,0,0.0,1,0.24,44019
44,20,723,122,16.87,1,0.14,5,0.69,1,0.14,2,0.28,44020
44,21,813,100,12.3,1,0.12,4,0.49,0,0.0,2,0.25,44021
44,22,573,89,15.53,2,0.35,5,0.87,0,0.0,4,0.7,44022
44,23,631,98,15.53,0,0.0,7,1.11,1,0.16,2,0.32,44023
44,24,506,93,18.38,1,0.2,3,0.59,0,0.0,1,0.2,44024
44,25,717,153,21.34,1,0.14,5,0.7,1,0.14,3,0.42,44025
44,26,581,86,14.8,2,0.34,3,0.52,0,0.0,6,1.03,44026
44,27,815,182,22.33,1,0.12,6,0.74,1,0.12,3,0.37,44027
44,28,526,135,25.67,1,0.19,4,0.76,0,0.0,6,1.14,44028
44,29,796,153,19.22,1,0.13,15,1.88,4,0.5,3,0.38,44029
44,30,552,61,11.05,2,0.36,2,0.36,0,0.0,4,0.72,44030
44,31,757,167,22.06,5,0.66,12,1.59,1,0.13,4,0.53,44031
44,32,448,62,13.84,0,0.0,1,0.22,1,0.22,1,0.22,44032
44,33,798,66,8.27,1,0.13,6,0.75,0,0.0,2,0.25,44033
44,34,447,78,17.45,0,0.0,3,0.67,0,0.0,4,0.89,44034
44,35,424,91,21.46,0,0.0,2,0.47,0,0.0,4,0.94,44035
44,36,750,137,18.27,0,0.0,9,1.2,0,0.0,5,0.67,44036
44,37,690,94,13.62,1,0.14,2,0.29,0,0.0,3,0.43,44037
44,38,672,146,21.73,3,0.45,8,1.19,1,0.15,2,0.3,44038
44,39,770,193,25.06,1,0.13,5,0.65,0,0.0,3,0.39,44039
44,40,693,148,21.36,1,0.14,3,0.43,0,0.0,3,0.43,44040
44,41,590,121,20.51,4,0.68,4,0.68,0,0.0,3,0.51,44041
44,42,797,126,15.81,5,0.63,7,0.88,1,0.13,5,0.63,44042
44,43,795,184,23.14,2,0.25,1,0.13,1,0.13,1,0.13,44043
44,44,672,86,12.8,4,0.6,3,0.45,1,0.15,1,0.15,44044
44,45,802,117,14.59,4,0.5,5,0.62,0,0.0,2,0.25,44045
44,46,418,62,14.83,1,0.24,4,0.96,0,0.0,2,0.48,44046
44,47,893,216,24.19,0,0.0,5,0.56,0,0.0,2,0.22,44047
44,48,317,77,24.29,3,0.95,4,1.26,0,0.0,1,0.32,44048
44,49,748,140,18.72,3,0.4,5,0.67,0,0.0,4,0.53,44049
44,50,714,168,23.53,3,0.42,11,1.54,0,0.0,2,0.28,44050
44,51,561,130,23.17,1,0.18,7,1.25,0,0.0,9,1.6,44051
45,1,385,76,19.74,1,0.26,0,0.0,1,0.26,3,0.78,45001
45,2,489,164,33.54,1,0.2,4,0.82,1,0.2,3,0.61,45002
45,3,436,167,38.3,0,0.0,2,0.46,1,0.23,4,0.92,45003
45,4,540,229,42.41,0,0.0,3,0.56,4,0.74,4,0.74,45004
45,5,492,222,45.12,0,0.0,0,0.0,1,0.2,5,1.02,45005
45,6,440,134,30.45,1,0.23,0,0.0,0,0.0,2,0.45,45006
45,7,483,117,24.22,4,0.83,0,0.0,1,0.21,5,1.04,45007
45,8,366,100,27.32,2,0.55,1,0.27,2,0.55,2,0.55,45008
45,9,470,169,35.96,0,0.0,1,0.21,2,0.43,1,0.21,45009
45,10,564,163,28.9,0,0.0,1,0.18,1,0.18,7,1.24,45010
45,11,417,151,36.21,0,0.0,1,0.24,0,0.0,5,1.2,45011
45,12,481,138,28.69,0,0.0,1,0.21,0,0.0,5,1.04,45012
45,13,467,166,35.55,0,0.0,0,0.0,0,0.0,0,0.0,45013
45,14,509,112,22.0,0,0.0,5,0.98,3,0.59,3,0.59,45014
45,15,454,189,41.63,0,0.0,1,0.22,3,0.66,9,1.98,45015
45,16,482,103,21.37,0,0.0,3,0.62,0,0.0,3,0.62,45016
45,17,366,122,33.33,1,0.27,1,0.27,1,0.27,1,0.27,45017
45,18,404,101,25.0,3,0.74,4,0.99,1,0.25,0,0.0,45018
45,19,431,153,35.5,3,0.7,4,0.93,0,0.0,1,0.23,45019
45,20,417,144,34.53,2,0.48,2,0.48,1,0.24,1,0.24,45020
45,21,431,156,36.19,2,0.46,1,0.23,0,0.0,1,0.23,45021
45,22,428,159,37.15,1,0.23,5,1.17,0,0.0,2,0.47,45022
45,23,458,163,35.59,0,0.0,1,0.22,1,0.22,3,0.66,45023
45,24,533,175,32.83,0,0.0,1,0.19,2,0.38,6,1.13,45024
45,25,466,119,25.54,1,0.21,2,0.43,1,0.21,8,1.72,45025
45,26,470,119,25.32,3,0.64,2,0.43,0,0.0,3,0.64,45026
45,27,400,127,31.75,0,0.0,1,0.25,0,0.0,3,0.75,45027
45,28,405,86,21.23,1,0.25,0,0.0,0,0.0,2,0.49,45028
45,29,524,159,30.34,0,0.0,1,0.19,2,0.38,6,1.15,45029
45,30,424,159,37.5,2,0.47,2,0.47,0,0.0,2,0.47,45030
45,31,496,97,19.56,1,0.2,1,0.2,0,0.0,5,1.01,45031
45,32,303,96,31.68,1,0.33,2,0.66,0,0.0,4,1.32,45032
45,33,382,140,36.65,3,0.79,1,0.26,0,0.0,6,1.57,45033
45,34,344,113,32.85,1,0.29,0,0.0,2,0.58,2,0.58,45034
45,35,445,157,35.28,1,0.22,1,0.22,0,0.0,5,1.12,45035
45,36,391,146,37.34,3,0.77,5,1.28,0,0.0,0,0.0,45036
45,37,491,127,25.87,0,0.0,3,0.61,0,0.0,4,0.81,45037
45,38,503,146,29.03,0,0.0,2,0.4,0,0.0,4,0.8,45038
45,39,494,132,26.72,1,0.2,1,0.2,2,0.4,7,1.42,45039
45,40,471,124,26.33,1,0.21,0,0.0,0,0.0,4,0.85,45040
45,41,319,74,23.2,1,0.31,1,0.31,0,0.0,2,0.63,45041
45,42,376,120,31.91,2,0.53,0,0.0,0,0.0,3,0.8,45042
45,43,388,121,31.19,3,0.77,2,0.52,0,0.0,2,0.52,45043
45,44,453,177,39.07,2,0.44,1,0.22,0,0.0,4,0.88,45044
45,45,354,120,33.9,1,0.28,2,0.56,0,0.0,4,1.13,45045
45,46,446,128,28.7,1,0.22,2,0.45,0,0.0,5,1.12,45046
45,47,444,127,28.6,2,0.45,5,1.13,0,0.0,1,0.23,45047
45,48,441,99,22.45,0,0.0,1,0.23,2,0.45,4,0.91,45048
45,49,398,128,32.16,1,0.25,2,0.5,0,0.0,2,0.5,45049
45,50,399,127,31.83,1,0.25,1,0.25,0,0.0,2,0.5,45050
45,51,438,183,41.78,1,0.23,0,0.0,0,0.0,7,1.6,45051
45,52,396,136,34.34,1,0.25,1,0.25,0,0.0,5,1.26,45052
45,53,346,106,30.64,2,0.58,2,0.58,0,0.0,2,0.58,45053
46,1,694,118,17.0,1,0.14,0,0.0,1,0.14,2,0.29,46001
46,2,561,52,9.27,5,0.89,1,0.18,1,0.18,1,0.18,46002
46,3,646,75,11.61,3,0.46,4,0.62,0,0.0,5,0.77,46003
46,4,522,59,11.3,1,0.19,5,0.96,0,0.0,3,0.57,46004
46,5,536,79,14.74,0,0.0,2,0.37,0,0.0,5,0.93,46005
46,6,645,87,13.49,1,0.16,3,0.47,1,0.16,2,0.31,46006
46,7,407,48,11.79,0,0.0,4,0.98,0,0.0,2,0.49,46007
46,8,608,98,16.12,3,0.49,0,0.0,1,0.16,4,0.66,46008
46,9,601,68,11.31,1,0.17,2,0.33,2,0.33,2,0.33,46009
46,10,502,73,14.54,0,0.0,3,0.6,0,0.0,3,0.6,46010
46,11,588,89,15.14,0,0.0,1,0.17,0,0.0,2,0.34,46011
46,12,607,41,6.75,3,0.49,1,0.16,1,0.16,1,0.16,46012
46,13,627,134,21.37,3,0.48,2,0.32,1,0.16,4,0.64,46013
46,14,487,41,8.42,4,0.82,0,0.0,0,0.0,2,0.41,46014
46,15,610,108,17.7,4,0.66,3,0.49,0,0.0,3,0.49,46015
46,16,486,57,11.73,2,0.41,2,0.41,0,0.0,5,1.03,46016
46,17,631,113,17.91,2,0.32,2,0.32,1,0.16,3,0.48,46017
46,18,535,113,21.12,1,0.19,4,0.75,0,0.0,1,0.19,46018
46,19,653,45,6.89,2,0.31,3,0.46,0,0.0,2,0.31,46019
46,20,459,58,12.64,1,0.22,0,0.0,0,0.0,1,0.22,46020
46,21,247,36,14.57,2,0.81,1,0.4,0,0.0,0,0.0,46021
46,22,468,79,16.88,2,0.43,3,0.64,0,0.0,6,1.28,46022
46,23,433,33,7.62,2,0.46,0,0.0,0,0.0,2,0.46,46023
46,24,591,99,16.75,3,0.51,1,0.17,1,0.17,4,0.68,46024
46,25,694,152,21.9,2,0.29,2,0.29,0,0.0,5,0.72,46025
46,26,574,53,9.23,1,0.17,0,0.0,1,0.17,4,0.7,46026
46,27,752,129,17.15,1,0.13,3,0.4,2,0.27,4,0.53,46027
46,28,712,124,17.42,1,0.14,3,0.42,0,0.0,2,0.28,46028
46,29,434,79,18.2,2,0.46,7,1.61,1,0.23,2,0.46,46029
46,30,560,115,20.54,1,0.18,3,0.54,0,0.0,4,0.71,46030
46,31,585,91,15.56,2,0.34,0,0.0,1,0.17,1,0.17,46031
46,32,416,60,14.42,3,0.72,2,0.48,2,0.48,0,0.0,46032
46,33,603,101,16.75,1,0.17,1,0.17,2,0.33,3,0.5,46033
46,34,609,57,9.36,1,0.16,2,0.33,0,0.0,2,0.33,46034
46,35,622,81,13.02,2,0.32,4,0.64,0,0.0,4,0.64,46035
46,36,494,108,21.86,0,0.0,1,0.2,2,0.4,5,1.01,46036
46,37,458,64,13.97,0,0.0,4,0.87,2,0.44,0,0.0,46037
46,38,460,56,12.17,4,0.87,0,0.0,0,0.0,1,0.22,46038
46,39,612,121,19.77,0,0.0,2,0.33,1,0.16,2,0.33,46039
46,40,429,97,22.61,1,0.23,1,0.23,0,0.0,2,0.47,46040
46,41,571,135,23.64,2,0.35,1,0.18,3,0.53,3,0.53,46041
46,42,578,55,9.52,1,0.17,3,0.52,0,0.0,2,0.35,46042
46,43,700,95,13.57,1,0.14,2,0.29,0,0.0,3,0.43,46043
46,44,539,60,11.13,1,0.19,2,0.37,0,0.0,2,0.37,46044
46,45,590,89,15.08,1,0.17,3,0.51,1,0.17,5,0.85,46045
46,46,455,34,7.47,2,0.44,3,0.66,1,0.22,1,0.22,46046
46,47,302,21,6.95,1,0.33,0,0.0,1,0.33,1,0.33,46047
47,1,654,86,13.15,4,0.61,2,0.31,0,0.0,4,0.61,47001
47,2,384,87,22.66,2,0.52,0,0.0,0,0.0,1,0.26,47002
47,3,410,89,21.71,0,0.0,1,0.24,0,0.0,2,0.49,47003
47,4,530,105,19.81,1,0.19,1,0.19,0,0.0,1,0.19,47004
47,5,576,100,17.36,2,0.35,6,1.04,0,0.0,3,0.52,47005
47,6,573,105,18.32,1,0.17,1,0.17,0,0.0,2,0.35,47006
47,7,527,109,20.68,3,0.57,2,0.38,0,0.0,3,0.57,47007
47,8,633,116,18.33,3,0.47,1,0.16,1,0.16,3,0.47,47008
47,9,374,83,22.19,0,0.0,1,0.27,0,0.0,2,0.53,47009
47,10,488,50,10.25,2,0.41,3,0.61,0,0.0,4,0.82,47010
47,11,877,103,11.74,4,0.46,3,0.34,0,0.0,11,1.25,47011
47,12,523,87,16.63,3,0.57,4,0.76,0,0.0,4,0.76,47012
47,13,657,93,14.16,0,0.0,2,0.3,2,0.3,5,0.76,47013
47,14,413,69,16.71,0,0.0,3,0.73,0,0.0,3,0.73,47014
47,15,615,59,9.59,3,0.49,1,0.16,1,0.16,2,0.33,47015
47,16,471,73,15.5,6,1.27,1,0.21,0,0.0,0,0.0,47016
47,17,502,99,19.72,2,0.4,1,0.2,0,0.0,4,0.8,47017
47,18,617,92,14.91,3,0.49,3,0.49,0,0.0,3,0.49,47018
47,19,556,79,14.21,1,0.18,2,0.36,1,0.18,2,0.36,47019
47,20,614,87,14.17,2,0.33,2,0.33,0,0.0,2,0.33,47020
47,21,519,82,15.8,1,0.19,0,0.0,0,0.0,7,1.35,47021
47,22,511,85,16.63,3,0.59,3,0.59,1,0.2,1,0.2,47022
47,23,288,46,15.97,0,0.0,1,0.35,0,0.0,0,0.0,47023
47,24,726,164,22.59,1,0.14,2,0.28,0,0.0,2,0.28,47024
47,25,720,146,20.28,2,0.28,4,0.56,0,0.0,6,0.83,47025
47,26,953,113,11.86,2,0.21,4,0.42,2,0.21,5,0.52,47026
47,27,566,98,17.31,1,0.18,5,0.88,0,0.0,3,0.53,47027
47,28,671,98,14.61,4,0.6,1,0.15,2,0.3,7,1.04,47028
47,29,627,128,20.41,0,0.0,3,0.48,2,0.32,2,0.32,47029
47,30,636,87,13.68,2,0.31,0,0.0,0,0.0,0,0.0,47030
47,31,591,55,9.31,0,0.0,4,0.68,0,0.0,3,0.51,47031
47,32,623,61,9.79,1,0.16,4,0.64,0,0.0,0,0.0,47032
47,33,522,70,13.41,1,0.19,2,0.38,1,0.19,3,0.57,47033
47,34,672,67,9.97,2,0.3,6,0.89,1,0.15,6,0.89,47034
47,35,806,139,17.25,4,0.5,2,0.25,2,0.25,6,0.74,47035
47,36,889,115,12.94,4,0.45,3,0.34,1,0.11,6,0.67,47036
47,37,745,113,15.17,2,0.27,10,1.34,0,0.0,8,1.07,47037
47,38,654,95,14.53,5,0.76,1,0.15,0,0.0,4,0.61,47038
47,39,592,93,15.71,3,0.51,4,0.68,0,0.0,3,0.51,47039
47,40,558,64,11.47,3,0.54,2,0.36,2,0.36,3,0.54,47040
47,41,917,106,11.56,3,0.33,8,0.87,2,0.22,1,0.11,47041
47,42,493,56,11.36,2,0.41,2,0.41,0,0.0,4,0.81,47042
47,43,402,82,20.4,0,0.0,2,0.5,1,0.25,1,0.25,47043
47,44,619,142,22.94,3,0.48,3,0.48,0,0.0,2,0.32,47044
47,45,557,72,12.93,4,0.72,2,0.36,1,0.18,3,0.54,47045
47,46,461,83,18.0,1,0.22,1,0.22,0,0.0,4,0.87,47046
47,47,527,97,18.41,2,0.38,1,0.19,2,0.38,2,0.38,47047
47,48,65,10,15.38,0,0.0,0,0.0,0,0.0,0,0.0,47048
47,49,382,74,19.37,2,0.52,5,1.31,0,0.0,3,0.79,47049
47,50,578,112,19.38,1,0.17,2,0.35,0,0.0,2,0.35,47050
47,51,337,57,16.91,3,0.89,2,0.59,0,0.0,3,0.89,47051
47,52,208,55,26.44,2,0.96,0,0.0,0,0.0,3,1.44,47052
48,1,538,61,11.34,4,0.74,2,0.37,1,0.19,1,0.19,48001
48,2,382,66,17.28,0,0.0,3,0.79,1,0.26,4,1.05,48002
48,3,725,79,10.9,2,0.28,0,0.0,0,0.0,1,0.14,48003
48,4,564,131,23.23,0,0.0,5,0.89,1,0.18,0,0.0,48004
48,5,371,82,22.1,3,0.81,4,1.08,0,0.0,7,1.89,48005
48,6,618,91,14.72,2,0.32,2,0.32,2,0.32,2,0.32,48006
48,7,411,40,9.73,2,0.49,1,0.24,0,0.0,2,0.49,48007
48,8,352,97,27.56,0,0.0,1,0.28,0,0.0,3,0.85,48008
48,9,421,104,24.7,3,0.71,1,0.24,0,0.0,1,0.24,48009
48,10,341,35,10.26,2,0.59,0,0.0,0,0.0,0,0.0,48010
48,11,531,51,9.6,1,0.19,1,0.19,0,0.0,1,0.19,48011
48,12,524,59,11.26,2,0.38,0,0.0,0,0.0,2,0.38,48012
48,13,397,70,17.63,0,0.0,1,0.25,0,0.0,3,0.76,48013
48,14,550,168,30.55,1,0.18,1,0.18,0,0.0,4,0.73,48014
48,15,409,42,10.27,1,0.24,4,0.98,2,0.49,2,0.49,48015
48,16,479,64,13.36,2,0.42,1,0.21,1,0.21,4,0.84,48016
48,17,601,79,13.14,2,0.33,4,0.67,1,0.17,8,1.33,48017
48,18,386,34,8.81,2,0.52,1,0.26,1,0.26,2,0.52,48018
48,19,387,42,10.85,0,0.0,0,0.0,0,0.0,0,0.0,48019
48,20,269,45,16.73,0,0.0,0,0.0,1,0.37,0,0.0,48020
48,21,528,55,10.42,3,0.57,3,0.57,2,0.38,0,0.0,48021
48,22,517,103,19.92,5,0.97,2,0.39,0,0.0,0,0.0,48022
48,23,382,52,13.61,2,0.52,2,0.52,0,0.0,4,1.05,48023
48,24,425,35,8.24,1,0.24,1,0.24,0,0.0,0,0.0,48024
48,25,497,78,15.69,1,0.2,0,0.0,0,0.0,3,0.6,48025
48,26,495,89,17.98,0,0.0,2,0.4,1,0.2,4,0.81,48026
48,27,301,46,15.28,0,0.0,0,0.0,0,0.0,2,0.66,48027
48,28,338,54,15.98,2,0.59,5,1.48,0,0.0,1,0.3,48028
48,29,307,71,23.13,1,0.33,0,0.0,0,0.0,3,0.98,48029
48,30,422,44,10.43,2,0.47,0,0.0,0,0.0,5,1.18,48030
48,31,458,23,5.02,1,0.22,1,0.22,0,0.0,0,0.0,48031
48,32,465,26,5.59,2,0.43,3,0.65,0,0.0,3,0.65,48032
