ward,precinct,total,RAHM EMANUEL,RAHM EMANUEL Percent,WILLIE WILSON,WILLIE WILSON Percent,ROBERT W. FIORETTI,ROBERT W. FIORETTI Percent,JESUS ''CHUY'' GARCIA,JESUS ''CHUY'' GARCIA Percent,"WILLIAM WALLS, III","WILLIAM WALLS, III Percent",precinct_id
43,40,141,78,55.32,5,3.55,8,5.67,43,30.5,7,4.96,43040
43,41,308,213,69.16,5,1.62,20,6.49,68,22.08,2,0.65,43041
43,42,223,150,67.26,4,1.79,11,4.93,54,24.22,4,1.79,43042
43,43,335,259,77.31,5,1.49,26,7.76,45,13.43,0,0.0,43043
43,44,255,186,72.94,6,2.35,15,5.88,47,18.43,1,0.39,43044
43,45,190,140,73.68,5,2.63,16,8.42,26,13.68,3,1.58,43045
43,46,111,76,68.47,5,4.5,4,3.6,26,23.42,0,0.0,43046
44,1,376,240,63.83,15,3.99,24,6.38,92,24.47,5,1.33,44001
44,2,203,123,60.59,5,2.46,18,8.87,57,28.08,0,0.0,44002
44,3,271,210,77.49,5,1.85,12,4.43,44,16.24,0,0.0,44003
44,4,323,248,76.78,4,1.24,14,4.33,57,17.65,0,0.0,44004
44,5,210,128,60.95,5,2.38,12,5.71,59,28.1,6,2.86,44005
44,6,217,131,60.37,6,2.76,16,7.37,63,29.03,1,0.46,44006
44,7,237,172,72.57,4,1.69,15,6.33,44,18.57,2,0.84,44007
44,8,268,158,58.96,7,2.61,22,8.21,80,29.85,1,0.37,44008
44,9,168,104,61.9,2,1.19,10,5.95,52,30.95,0,0.0,44009
44,10,162,98,60.49,6,3.7,12,7.41,46,28.4,0,0.0,44010
44,11,209,125,59.81,5,2.39,18,8.61,61,29.19,0,0.0,44011
44,12,265,170,64.15,4,1.51,15,5.66,75,28.3,1,0.38,44012
44,13,166,116,69.88,4,2.41,11,6.63,35,21.08,0,0.0,44013
44,14,174,107,61.49,2,1.15,7,4.02,57,32.76,1,0.57,44014
44,15,208,133,63.94,5,2.4,13,6.25,57,27.4,0,0.0,44015
44,16,228,133,58.33,4,1.75,12,5.26,75,32.89,4,1.75,44016
44,17,309,215,69.58,4,1.29,12,3.88,75,24.27,3,0.97,44017
44,18,199,135,67.84,7,3.52,12,6.03,44,22.11,1,0.5,44018
44,19,291,170,58.42,4,1.37,24,8.25,92,31.62,1,0.34,44019
44,20,146,78,53.42,6,4.11,16,10.96,46,31.51,0,0.0,44020
44,21,220,143,65.0,7,3.18,7,3.18,63,28.64,0,0.0,44021
44,22,290,190,65.52,8,2.76,23,7.93,67,23.1,2,0.69,44022
44,23,169,103,60.95,6,3.55,12,7.1,47,27.81,1,0.59,44023
44,24,288,192,66.67,3,1.04,14,4.86,78,27.08,1,0.35,44024
44,25,192,127,66.15,2,1.04,10,5.21,51,26.56,2,1.04,44025
44,26,206,131,63.59,4,1.94,8,3.88,62,30.1,1,0.49,44026
44,27,229,140,61.14,6,2.62,16,6.99,66,28.82,1,0.44,44027
44,28,249,160,64.26,5,2.01,19,7.63,64,25.7,1,0.4,44028
44,29,191,113,59.16,2,1.05,11,5.76,62,32.46,3,1.57,44029
44,30,206,129,62.62,6,2.91,12,5.83,58,28.16,1,0.49,44030
44,31,190,117,61.58,5,2.63,12,6.32,54,28.42,2,1.05,44031
44,32,258,161,62.4,3,1.16,13,5.04,79,30.62,2,0.78,44032
44,33,209,121,57.89,5,2.39,9,4.31,72,34.45,2,0.96,44033
44,34,267,168,62.92,7,2.62,13,4.87,78,29.21,1,0.37,44034
44,35,342,236,69.01,10,2.92,19,5.56,76,22.22,1,0.29,44035
44,36,196,125,63.78,3,1.53,5,2.55,62,31.63,1,0.51,44036
44,37,266,170,63.91,3,1.13,12,4.51,74,27.82,7,2.63,44037
44,38,191,124,64.92,2,1.05,14,7.33,48,25.13,3,1.57,44038
44,39,170,113,66.47,1,0.59,9,5.29,46,27.06,1,0.59,44039
44,40,230,149,64.78,6,2.61,8,3.48,67,29.13,0,0.0,44040
44,41,235,149,63.4,13,5.53,13,5.53,58,24.68,2,0.85,44041
45,1,209,89,42.58,5,2.39,21,10.05,93,44.5,1,0.48,45001
45,2,193,85,44.04,1,0.52,14,7.25,91,47.15,2,1.04,45002
45,3,231,113,48.92,4,1.73,18,7.79,95,41.13,1,0.43,45003
45,4,340,144,42.35,11,3.24,38,11.18,141,41.47,6,1.76,45004
45,5,316,168,53.16,12,3.8,23,7.28,108,34.18,5,1.58,45005
45,6,360,191,53.06,10,2.78,26,7.22,131,36.39,2,0.56,45006
45,7,394,190,48.22,13,3.3,38,9.64,153,38.83,0,0.0,45007
45,8,263,123,46.77,12,4.56,14,5.32,113,42.97,1,0.38,45008
45,9,266,115,43.23,5,1.88,30,11.28,114,42.86,2,0.75,45009
45,10,291,139,47.77,4,1.37,30,10.31,117,40.21,1,0.34,45010
45,11,187,76,40.64,12,6.42,17,9.09,81,43.32,1,0.53,45011
45,12,266,122,45.86,12,4.51,25,9.4,104,39.1,3,1.13,45012
45,13,292,131,44.86,7,2.4,47,16.1,105,35.96,2,0.68,45013
45,14,335,173,51.64,16,4.78,30,8.96,115,34.33,1,0.3,45014
45,15,425,203,47.76,6,1.41,49,11.53,161,37.88,6,1.41,45015
45,16,261,126,48.28,11,4.21,29,11.11,90,34.48,5,1.92,45016
45,17,312,160,51.28,10,3.21,39,12.5,97,31.09,6,1.92,45017
45,18,297,129,43.43,7,2.36,43,14.48,118,39.73,0,0.0,45018
45,19,163,90,55.21,4,2.45,18,11.04,48,29.45,3,1.84,45019
45,20,183,82,44.81,9,4.92,21,11.48,70,38.25,1,0.55,45020
45,21,299,150,50.17,6,2.01,35,11.71,107,35.79,1,0.33,45021
45,22,275,147,53.45,5,1.82,49,17.82,73,26.55,1,0.36,45022
45,23,293,157,53.58,8,2.73,44,15.02,83,28.33,1,0.34,45023
45,24,261,129,49.43,7,2.68,38,14.56,84,32.18,3,1.15,45024
45,25,214,99,46.26,6,2.8,42,19.63,67,31.31,0,0.0,45025
45,26,164,71,43.29,7,4.27,35,21.34,50,30.49,1,0.61,45026
45,27,266,110,41.35,10,3.76,44,16.54,99,37.22,3,1.13,45027
45,28,238,118,49.58,11,4.62,20,8.4,85,35.71,4,1.68,45028
45,29,193,96,49.74,6,3.11,30,15.54,51,26.42,10,5.18,45029
45,30,246,128,52.03,8,3.25,22,8.94,87,35.37,1,0.41,45030
45,31,245,129,52.65,10,4.08,23,9.39,81,33.06,2,0.82,45031
45,32,245,131,53.47,8,3.27,22,8.98,83,33.88,1,0.41,45032
45,33,175,88,50.29,6,3.43,12,6.86,67,38.29,2,1.14,45033
45,34,295,165,55.93,8,2.71,28,9.49,90,30.51,4,1.36,45034
45,35,338,153,45.27,18,5.33,55,16.27,107,31.66,5,1.48,45035
45,36,340,146,42.94,14,4.12,61,17.94,115,33.82,4,1.18,45036
45,37,281,149,53.02,11,3.91,24,8.54,97,34.52,0,0.0,45037
45,38,250,123,49.2,6,2.4,24,9.6,94,37.6,3,1.2,45038
45,39,279,129,46.24,7,2.51,46,16.49,95,34.05,2,0.72,45039
45,40,301,150,49.83,12,3.99,47,15.61,89,29.57,3,1.0,45040
45,41,307,147,47.88,7,2.28,58,18.89,93,30.29,2,0.65,45041
45,42,339,172,50.74,11,3.24,54,15.93,102,30.09,0,0.0,45042
45,43,345,146,42.32,8,2.32,68,19.71,121,35.07,2,0.58,45043
45,44,319,168,52.66,6,1.88,49,15.36,95,29.78,1,0.31,45044
45,45,221,97,43.89,10,4.52,52,23.53,61,27.6,1,0.45,45045
45,46,202,86,42.57,7,3.47,32,15.84,73,36.14,4,1.98,45046
45,47,240,98,40.83,8,3.33,49,20.42,84,35.0,1,0.42,45047
45,48,236,112,47.46,4,1.69,49,20.76,67,28.39,4,1.69,45048
46,1,269,134,49.81,15,5.58,19,7.06,95,35.32,6,2.23,46001
46,2,252,135,53.57,14,5.56,6,2.38,95,37.7,2,0.79,46002
46,3,328,221,67.38,11,3.35,11,3.35,82,25.0,3,0.91,46003
46,4,294,171,58.16,11,3.74,12,4.08,97,32.99,3,1.02,46004
46,5,222,126,56.76,8,3.6,14,6.31,72,32.43,2,0.9,46005
46,6,248,139,56.05,12,4.84,12,4.84,82,33.06,3,1.21,46006
46,7,410,271,66.1,14,3.41,22,5.37,97,23.66,6,1.46,46007
46,8,227,110,48.46,26,11.45,10,4.41,73,32.16,8,3.52,46008
46,9,255,144,56.47,4,1.57,15,5.88,89,34.9,3,1.18,46009
46,10,233,131,56.22,6,2.58,18,7.73,75,32.19,3,1.29,46010
46,11,257,167,64.98,19,7.39,11,4.28,59,22.96,1,0.39,46011
46,12,259,123,47.49,11,4.25,10,3.86,113,43.63,2,0.77,46012
46,13,244,139,56.97,4,1.64,16,6.56,81,33.2,4,1.64,46013
46,14,342,172,50.29,52,15.2,11,3.22,100,29.24,7,2.05,46014
46,15,251,162,64.54,6,2.39,12,4.78,67,26.69,4,1.59,46015
46,16,271,139,51.29,7,2.58,17,6.27,108,39.85,0,0.0,46016
46,17,340,221,65.0,15,4.41,17,5.0,84,24.71,3,0.88,46017
46,18,239,133,55.65,10,4.18,12,5.02,82,34.31,2,0.84,46018
46,19,213,138,64.79,2,0.94,14,6.57,56,26.29,3,1.41,46019
46,20,274,133,48.54,30,10.95,15,5.47,87,31.75,9,3.28,46020
46,21,184,107,58.15,5,2.72,12,6.52,58,31.52,2,1.09,46021
46,22,235,101,42.98,16,6.81,8,3.4,110,46.81,0,0.0,46022
46,23,217,126,58.06,20,9.22,8,3.69,60,27.65,3,1.38,46023
46,24,294,195,66.33,7,2.38,15,5.1,75,25.51,2,0.68,46024
46,25,270,119,44.07,16,5.93,10,3.7,123,45.56,2,0.74,46025
46,26,225,112,49.78,6,2.67,19,8.44,82,36.44,6,2.67,46026
46,27,257,151,58.75,13,5.06,15,5.84,75,29.18,3,1.17,46027
46,28,334,223,66.77,6,1.8,8,2.4,93,27.84,4,1.2,46028
46,29,243,142,58.44,7,2.88,11,4.53,80,32.92,3,1.23,46029
46,30,263,139,52.85,11,4.18,14,5.32,92,34.98,7,2.66,46030
46,31,214,113,52.8,5,2.34,13,6.07,81,37.85,2,0.93,46031
46,32,319,184,57.68,31,9.72,8,2.51,92,28.84,4,1.25,46032
46,33,306,198,64.71,7,2.29,14,4.58,87,28.43,0,0.0,46033
46,34,265,155,58.49,10,3.77,14,5.28,85,32.08,1,0.38,46034
46,35,301,184,61.13,15,4.98,14,4.65,83,27.57,5,1.66,46035
46,36,281,176,62.63,8,2.85,16,5.69,78,27.76,3,1.07,46036
46,37,209,138,66.03,22,10.53,6,2.87,42,20.1,1,0.48,46037
46,38,219,118,53.88,21,9.59,9,4.11,66,30.14,5,2.28,46038
46,39,234,147,62.82,6,2.56,17,7.26,64,27.35,0,0.0,46039
46,40,265,142,53.58,11,4.15,13,4.91,96,36.23,3,1.13,46040
47,1,120,59,49.17,4,3.33,8,6.67,49,40.83,0,0.0,47001
47,2,343,186,54.23,6,1.75,26,7.58,121,35.28,4,1.17,47002
47,3,376,263,69.95,9,2.39,13,3.46,91,24.2,0,0.0,47003
47,4,303,161,53.14,3,0.99,19,6.27,117,38.61,3,0.99,47004
47,5,266,146,54.89,9,3.38,14,5.26,95,35.71,2,0.75,47005
47,6,238,134,56.3,3,1.26,22,9.24,76,31.93,3,1.26,47006
47,7,219,109,49.77,9,4.11,15,6.85,83,37.9,3,1.37,47007
47,8,286,171,59.79,4,1.4,22,7.69,87,30.42,2,0.7,47008
47,9,191,93,48.69,5,2.62,14,7.33,78,40.84,1,0.52,47009
47,10,273,133,48.72,5,1.83,10,3.66,124,45.42,1,0.37,47010
47,11,183,97,53.01,3,1.64,16,8.74,62,33.88,5,2.73,47011
47,12,292,149,51.03,6,2.05,11,3.77,126,43.15,0,0.0,47012
47,13,265,118,44.53,3,1.13,16,6.04,124,46.79,4,1.51,47013
47,14,267,141,52.81,13,4.87,13,4.87,98,36.7,2,0.75,47014
47,15,281,96,34.16,7,2.49,18,6.41,159,56.58,1,0.36,47015
47,16,314,158,50.32,8,2.55,16,5.1,130,41.4,2,0.64,47016
47,17,238,128,53.78,5,2.1,18,7.56,86,36.13,1,0.42,47017
47,18,242,145,59.92,5,2.07,8,3.31,82,33.88,2,0.83,47018
47,19,264,121,45.83,7,2.65,12,4.55,123,46.59,1,0.38,47019
47,20,289,138,47.75,7,2.42,25,8.65,117,40.48,2,0.69,47020
47,21,258,121,46.9,5,1.94,14,5.43,114,44.19,4,1.55,47021
47,22,321,156,48.6,6,1.87,21,6.54,138,42.99,0,0.0,47022
47,23,248,97,39.11,8,3.23,17,6.85,126,50.81,0,0.0,47023
47,24,217,123,56.68,2,0.92,16,7.37,76,35.02,0,0.0,47024
47,25,238,114,47.9,10,4.2,4,1.68,109,45.8,1,0.42,47025
47,26,253,116,45.85,1,0.4,11,4.35,124,49.01,1,0.4,47026
47,27,226,127,56.19,2,0.88,14,6.19,81,35.84,2,0.88,47027
47,28,310,156,50.32,3,0.97,17,5.48,131,42.26,3,0.97,47028
47,29,267,140,52.43,6,2.25,15,5.62,104,38.95,2,0.75,47029
47,30,277,133,48.01,6,2.17,18,6.5,120,43.32,0,0.0,47030
47,31,250,110,44.0,1,0.4,14,5.6,125,50.0,0,0.0,47031
47,32,282,127,45.04,4,1.42,17,6.03,134,47.52,0,0.0,47032
47,33,222,144,64.86,3,1.35,9,4.05,63,28.38,3,1.35,47033
47,34,319,178,55.8,8,2.51,14,4.39,115,36.05,4,1.25,47034
47,35,249,138,55.42,7,2.81,19,7.63,83,33.33,2,0.8,47035
47,36,298,142,47.65,5,1.68,18,6.04,132,44.3,1,0.34,47036
47,37,291,157,53.95,6,2.06,13,4.47,115,39.52,0,0.0,47037
47,38,254,133,52.36,4,1.57,11,4.33,106,41.73,0,0.0,47038
47,39,283,165,58.3,2,0.71,19,6.71,95,33.57,2,0.71,47039
47,40,323,163,50.46,9,2.79,15,4.64,133,41.18,3,0.93,47040
47,41,294,131,44.56,6,2.04,15,5.1,136,46.26,6,2.04,47041
47,42,236,98,41.53,5,2.12,10,4.24,120,50.85,3,1.27,47042
47,43,219,124,56.62,7,3.2,18,8.22,68,31.05,2,0.91,47043
47,44,261,165,63.22,10,3.83,12,4.6,70,26.82,4,1.53,47044
47,45,272,128,47.06,7,2.57,23,8.46,112,41.18,2,0.74,47045
47,46,263,126,47.91,6,2.28,17,6.46,112,42.59,2,0.76,47046
47,47,255,131,51.37,5,1.96,14,5.49,103,40.39,2,0.78,47047
47,48,52,38,73.08,2,3.85,0,0.0,12,23.08,0,0.0,47048
48,1,220,82,37.27,3,1.36,13,5.91,117,53.18,5,2.27,48001
48,2,139,75,53.96,1,0.72,3,2.16,58,41.73,2,1.44,48002
48,3,254,120,47.24,13,5.12,21,8.27,97,38.19,3,1.18,48003
48,4,245,150,61.22,5,2.04,7,2.86,81,33.06,2,0.82,48004
48,5,213,122,57.28,3,1.41,9,4.23,75,35.21,4,1.88,48005
48,6,259,143,55.21,17,6.56,6,2.32,89,34.36,4,1.54,48006
48,7,219,93,42.47,4,1.83,11,5.02,110,50.23,1,0.46,48007
48,8,164,98,59.76,2,1.22,12,7.32,51,31.1,1,0.61,48008
48,9,206,128,62.14,9,4.37,15,7.28,50,24.27,4,1.94,48009
48,10,329,141,42.86,8,2.43,13,3.95,167,50.76,0,0.0,48010
48,11,247,124,50.2,6,2.43,15,6.07,102,41.3,0,0.0,48011
48,12,283,150,53.0,9,3.18,18,6.36,102,36.04,4,1.41,48012
48,13,367,229,62.4,20,5.45,16,4.36,96,26.16,6,1.63,48013
48,14,194,118,60.82,9,4.64,12,6.19,51,26.29,4,2.06,48014
48,15,166,95,57.23,8,4.82,6,3.61,51,30.72,6,3.61,48015
48,16,257,128,49.81,18,7.0,12,4.67,94,36.58,5,1.95,48016
48,17,279,161,57.71,11,3.94,8,2.87,95,34.05,4,1.43,48017
48,18,264,158,59.85,23,8.71,17,6.44,57,21.59,9,3.41,48018
48,19,183,92,50.27,4,2.19,9,4.92,77,42.08,1,0.55,48019
48,20,294,101,34.35,11,3.74,12,4.08,168,57.14,2,0.68,48020
48,21,317,162,51.1,37,11.67,15,4.73,99,31.23,4,1.26,48021
48,22,321,202,62.93,15,4.67,6,1.87,94,29.28,4,1.25,48022
48,23,368,203,55.16,18,4.89,25,6.79,116,31.52,6,1.63,48023
48,24,268,148,55.22,9,3.36,20,7.46,89,33.21,2,0.75,48024
48,25,263,116,44.11,4,1.52,9,3.42,133,50.57,1,0.38,48025
48,26,131,74,56.49,3,2.29,10,7.63,43,32.82,1,0.76,48026
48,27,197,97,49.24,5,2.54,12,6.09,79,40.1,4,2.03,48027
48,28,343,215,62.68,20,5.83,21,6.12,82,23.91,5,1.46,48028
48,29,227,181,79.74,2,0.88,10,4.41,32,14.1,2,0.88,48029
48,30,228,88,38.6,6,2.63,15,6.58,115,50.44,4,1.75,48030
48,31,297,146,49.16,23,7.74,12,4.04,110,37.04,6,2.02,48031
48,32,201,89,44.28,12,5.97,10,4.98,86,42.79,4,1.99,48032
48,33,220,152,69.09,3,1.36,9,4.09,54,24.55,2,0.91,48033
48,34,250,114,45.6,6,2.4,18,7.2,112,44.8,0,0.0,48034
48,35,212,132,62.26,21,9.91,10,4.72,47,22.17,2,0.94,48035
48,36,224,143,63.84,6,2.68,8,3.57,66,29.46,1,0.45,48036
48,37,227,77,33.92,4,1.76,6,2.64,137,60.35,3,1.32,48037
48,38,320,153,47.81,6,1.88,5,1.56,152,47.5,4,1.25,48038
48,39,247,156,63.16,10,4.05,8,3.24,70,28.34,3,1.21,48039
48,40,217,95,43.78,6,2.76,10,4.61,105,48.39,1,0.46,48040
48,41,242,111,45.87,13,5.37,19,7.85,95,39.26,4,1.65,48041
48,42,270,100,37.04,4,1.48,15,5.56,148,54.81,3,1.11,48042
48,43,277,147,53.07,15,5.42,17,6.14,91,32.85,7,2.53,48043
48,44,269,129,47.96,3,1.12,15,5.58,119,44.24,3,1.12,48044
48,45,170,61,35.88,6,3.53,7,4.12,93,54.71,3,1.76,48045
48,46,198,107,54.04,9,4.55,13,6.57,65,32.83,4,2.02,48046
49,1,159,78,49.06,19,11.95,4,2.52,51,32.08,7,4.4,49001
49,2,187,82,43.85,5,2.67,9,4.81,90,48.13,1,0.53,49002
49,3,316,127,40.19,18,5.7,11,3.48,154,48.73,6,1.9,49003
49,4,300,105,35.0,9,3.0,21,7.0,163,54.33,2,0.67,49004
49,5,292,135,46.23,31,10.62,20,6.85,98,33.56,8,2.74,49005
49,6,225,98,43.56,15,6.67,9,4.0,98,43.56,5,2.22,49006
49,7,250,122,48.8,7,2.8,17,6.8,102,40.8,2,0.8,49007
49,8,216,111,51.39,6,2.78,12,5.56,83,38.43,4,1.85,49008
49,9,270,123,45.56,12,4.44,17,6.3,114,42.22,4,1.48,49009
49,10,273,112,41.03,15,5.49,12,4.4,128,46.89,6,2.2,49010
49,11,313,124,39.62,14,4.47,19,6.07,149,47.6,7,2.24,49011
49,12,301,122,40.53,10,3.32,11,3.65,150,49.83,8,2.66,49012
49,13,315,129,40.95,13,4.13,16,5.08,155,49.21,2,0.63,49013
49,14,268,142,52.99,19,7.09,13,4.85,89,33.21,5,1.87,49014
49,15,190,84,44.21,11,5.79,10,5.26,80,42.11,5,2.63,49015
49,16,318,176,55.35,13,4.09,13,4.09,105,33.02,11,3.46,49016
49,17,248,145,58.47,11,4.44,12,4.84,78,31.45,2,0.81,49017
49,18,333,122,36.64,7,2.1,14,4.2,186,55.86,4,1.2,49018
49,19,222,110,49.55,9,4.05,6,2.7,91,40.99,6,2.7,49019
49,20,385,149,38.7,16,4.16,19,4.94,196,50.91,5,1.3,49020
49,21,172,94,54.65,7,4.07,10,5.81,56,32.56,5,2.91,49021
49,22,324,135,41.67,29,8.95,10,3.09,142,43.83,8,2.47,49022
49,23,293,111,37.88,9,3.07,17,5.8,149,50.85,7,2.39,49023
49,24,214,95,44.39,31,14.49,7,3.27,75,35.05,6,2.8,49024
49,25,334,128,38.32,10,2.99,21,6.29,171,51.2,4,1.2,49025
49,26,315,146,46.35,23,7.3,14,4.44,127,40.32,5,1.59,49026
49,27,266,118,44.36,22,8.27,5,1.88,111,41.73,10,3.76,49027
49,28,296,123,41.55,9,3.04,17,5.74,143,48.31,4,1.35,49028
49,29,313,123,39.3,11,3.51,16,5.11,153,48.88,10,3.19,49029
49,30,282,123,43.62,11,3.9,17,6.03,123,43.62,8,2.84,49030
49,31,225,116,51.56,22,9.78,10,4.44,72,32.0,5,2.22,49031
49,32,295,141,47.8,30,10.17,13,4.41,105,35.59,6,2.03,49032
49,33,226,92,40.71,18,7.96,9,3.98,106,46.9,1,0.44,49033
50,1,260,168,64.62,18,6.92,5,1.92,65,25.0,4,1.54,50001
50,2,149,86,57.72,6,4.03,18,12.08,39,26.17,0,0.0,50002
50,3,245,142,57.96,5,2.04,20,8.16,77,31.43,1,0.41,50003
50,4,257,137,53.31,6,2.33,11,4.28,97,37.74,6,2.33,50004
50,5,212,134,63.21,9,4.25,21,9.91,45,21.23,3,1.42,50005
50,6,265,150,56.6,12,4.53,26,9.81,72,27.17,5,1.89,50006
50,7,328,140,42.68,11,3.35,23,7.01,146,44.51,8,2.44,50007
50,8,192,89,46.35,12,6.25,5,2.6,82,42.71,4,2.08,50008
50,9,200,96,48.0,10,5.0,16,8.0,75,37.5,3,1.5,50009
50,10,202,123,60.89,7,3.47,19,9.41,52,25.74,1,0.5,50010
50,11,157,110,70.06,8,5.1,11,7.01,25,15.92,3,1.91,50011
50,12,131,98,74.81,7,5.34,8,6.11,16,12.21,2,1.53,50012
50,13,190,81,42.63,15,7.89,12,6.32,73,38.42,9,4.74,50013
50,14,90,66,73.33,5,5.56,2,2.22,17,18.89,0,0.0,50014
50,15,295,136,46.1,5,1.69,25,8.47,124,42.03,5,1.69,50015
50,16,100,75,75.0,0,0.0,6,6.0,19,19.0,0,0.0,50016
50,17,175,90,51.43,14,8.0,16,9.14,53,30.29,2,1.14,50017
50,18,74,66,89.19,0,0.0,3,4.05,4,5.41,1,1.35,50018
50,19,156,66,42.31,12,7.69,17,10.9,58,37.18,3,1.92,50019
50,20,255,102,40.0,10,3.92,15,5.88,128,50.2,0,0.0,50020
50,21,168,75,44.64,3,1.79,13,7.74,76,45.24,1,0.6,50021
50,22,178,113,63.48,9,5.06,16,8.99,36,20.22,4,2.25,50022
50,23,152,96,63.16,5,3.29,10,6.58,38,25.0,3,1.97,50023
50,24,210,140,66.67,4,1.9,19,9.05,46,21.9,1,0.48,50024
50,25,231,135,58.44,8,3.46,14,6.06,69,29.87,5,2.16,50025
50,26,210,114,54.29,9,4.29,11,5.24,74,35.24,2,0.95,50026
50,27,88,62,70.45,4,4.55,3,3.41,19,21.59,0,0.0,50027
50,28,234,132,56.41,17,7.26,12,5.13,69,29.49,4,1.71,50028
50,29,165,67,40.61,14,8.48,7,4.24,72,43.64,5,3.03,50029
50,30,169,86,50.89,6,3.55,10,5.92,66,39.05,1,0.59,50030
50,31,211,99,46.92,14,6.64,5,2.37,87,41.23,6,2.84,50031
50,32,209,103,49.28,16,7.66,15,7.18,74,35.41,1,0.48,50032
50,33,196,131,66.84,4,2.04,20,10.2,41,20.92,0,0.0,50033
50,34,297,149,50.17,12,4.04,15,5.05,118,39.73,3,1.01,50034
50,35,261,120,45.98,9,3.45,14,5.36,115,44.06,3,1.15,50035
50,36,239,116,48.54,4,1.67,20,8.37,98,41.0,1,0.42,50036
50,37,228,116,50.88,10,4.39,16,7.02,85,37.28,1,0.44,50037
50,38,153,111,72.55,6,3.92,11,7.19,22,14.38,3,1.96,50038
50,39,148,97,65.54,2,1.35,12,8.11,37,25.0,0,0.0,50039
50,40,260,173,66.54,13,5.0,26,10.0,48,18.46,0,0.0,50040
