ward,precinct,total,JA'MAL GREEN,JA'MAL GREEN Percent,SOPHIA KING,SOPHIA KING Percent,KAM BUCKNER,KAM BUCKNER Percent,WILLIE L. WILSON,WILLIE L. WILSON Percent,BRANDON JOHNSON,BRANDON JOHNSON Percent,PAUL VALLAS,PAUL VALLAS Percent,LORI E. LIGHTFOOT,LORI E. LIGHTFOOT Percent,RODERICK T. SAWYER,RODERICK T. SAWYER Percent,"JESUS """"CHUY"""" GARCIA","JESUS """"CHUY"""" GARCIA Percent",KEITH M. JUDGE (WRITE-IN),KEITH M. JUDGE (WRITE-IN) Percent,STEPHEN HODGE (WRITE-IN),STEPHEN HODGE (WRITE-IN) Percent,RYAN FRIEDMAN (WRITE-IN),RYAN FRIEDMAN (WRITE-IN) Percent,STEPHANIE ANN MUSTARI (WRITE-IN),STEPHANIE ANN MUSTARI (WRITE-IN) Percent,JOHNNY LOGALBO (WRITE-IN),JOHNNY LOGALBO (WRITE-IN) Percent,precinct_id
1,21,497,16,3.22,6,1.21,39,7.85,12,2.41,204,41.05,123,24.75,25,5.03,2,0.4,70,14.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,01021
1,22,654,16,2.45,2,0.31,29,4.43,19,2.91,257,39.3,191,29.2,60,9.17,4,0.61,76,11.62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,01022
1,23,329,2,0.61,2,0.61,19,5.78,6,1.82,123,37.39,119,36.17,18,5.47,4,1.22,36,10.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,01023
1,24,801,9,1.12,12,1.5,18,2.25,17,2.12,270,33.71,286,35.71,68,8.49,4,0.5,117,14.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,01024
1,25,682,10,1.47,3,0.44,25,3.67,22,3.23,210,30.79,257,37.68,41,6.01,2,0.29,112,16.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,01025
1,26,664,18,2.71,4,0.6,39,5.87,11,1.66,204,30.72,255,38.4,52,7.83,3,0.45,78,11.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,01026
2,1,538,7,1.3,4,0.74,14,2.6,21,3.9,51,9.48,309,57.43,76,14.13,7,1.3,49,9.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02001
2,2,803,4,0.5,14,1.74,20,2.49,26,3.24,85,10.59,500,62.27,88,10.96,9,1.12,57,7.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02002
2,3,401,4,1.0,7,1.75,19,4.74,11,2.74,59,14.71,203,50.62,47,11.72,2,0.5,49,12.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02003
2,4,442,4,0.9,5,1.13,16,3.62,11,2.49,48,10.86,252,57.01,68,15.38,0,0.0,38,8.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02004
2,5,546,6,1.1,7,1.28,15,2.75,11,2.01,54,9.89,362,66.3,50,9.16,1,0.18,40,7.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02005
2,6,823,5,0.61,12,1.46,8,0.97,18,2.19,78,9.48,507,61.6,141,17.13,0,0.0,54,6.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02006
2,7,742,2,0.27,4,0.54,16,2.16,15,2.02,65,8.76,515,69.41,72,9.7,3,0.4,50,6.74,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02007
2,8,590,0,0.0,5,0.85,6,1.02,7,1.19,52,8.81,414,70.17,68,11.53,1,0.17,37,6.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02008
2,9,777,6,0.77,13,1.67,9,1.16,12,1.54,69,8.88,530,68.21,75,9.65,3,0.39,60,7.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02009
2,10,310,5,1.61,3,0.97,5,1.61,12,3.87,35,11.29,177,57.1,43,13.87,3,0.97,27,8.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02010
2,11,462,2,0.43,7,1.52,18,3.9,12,2.6,73,15.8,254,54.98,54,11.69,3,0.65,39,8.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02011
2,12,481,5,1.04,4,0.83,7,1.46,18,3.74,77,16.01,242,50.31,74,15.38,2,0.42,51,10.6,0,0.0,0,0.0,0,0.0,0,0.0,1,0.21,02012
2,13,668,6,0.9,8,1.2,21,3.14,16,2.4,83,12.43,413,61.83,54,8.08,1,0.15,65,9.73,0,0.0,0,0.0,0,0.0,0,0.0,1,0.15,02013
2,14,410,5,1.22,5,1.22,15,3.66,12,2.93,57,13.9,242,59.02,36,8.78,1,0.24,37,9.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02014
2,15,599,8,1.34,10,1.67,11,1.84,6,1.0,46,7.68,408,68.11,59,9.85,4,0.67,47,7.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02015
2,16,687,7,1.02,9,1.31,15,2.18,21,3.06,56,8.15,456,66.38,77,11.21,0,0.0,46,6.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02016
2,17,864,10,1.16,12,1.39,21,2.43,21,2.43,121,14.0,512,59.26,90,10.42,1,0.12,76,8.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02017
2,18,462,10,2.16,4,0.87,19,4.11,14,3.03,92,19.91,238,51.52,42,9.09,1,0.22,42,9.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02018
2,19,284,4,1.41,3,1.06,7,2.46,6,2.11,37,13.03,164,57.75,25,8.8,1,0.35,37,13.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02019
2,20,397,2,0.5,5,1.26,9,2.27,10,2.52,48,12.09,262,65.99,31,7.81,2,0.5,28,7.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02020
2,21,134,3,2.24,3,2.24,4,2.99,1,0.75,23,17.16,78,58.21,11,8.21,0,0.0,11,8.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02021
2,22,431,4,0.93,8,1.86,19,4.41,16,3.71,74,17.17,214,49.65,50,11.6,0,0.0,45,10.44,0,0.0,0,0.0,0,0.0,1,0.23,0,0.0,02022
2,23,455,9,1.98,9,1.98,4,0.88,15,3.3,90,19.78,213,46.81,76,16.7,0,0.0,39,8.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02023
2,24,425,1,0.24,10,2.35,15,3.53,4,0.94,64,15.06,242,56.94,47,11.06,2,0.47,40,9.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02024
2,25,642,5,0.78,7,1.09,17,2.65,12,1.87,108,16.82,392,61.06,50,7.79,4,0.62,47,7.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02025
3,1,496,29,5.85,13,2.62,6,1.21,83,16.73,132,26.61,48,9.68,168,33.87,2,0.4,15,3.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03001
3,2,572,30,5.24,17,2.97,6,1.05,121,21.15,110,19.23,49,8.57,207,36.19,3,0.52,29,5.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03002
3,3,395,16,4.05,11,2.78,16,4.05,50,12.66,77,19.49,97,24.56,89,22.53,2,0.51,37,9.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03003
3,4,410,20,4.88,15,3.66,18,4.39,42,10.24,126,30.73,48,11.71,120,29.27,6,1.46,15,3.66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03004
3,5,112,2,1.79,2,1.79,1,0.89,27,24.11,24,21.43,8,7.14,45,40.18,0,0.0,3,2.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03005
3,6,472,20,4.24,9,1.91,12,2.54,35,7.42,102,21.61,120,25.42,130,27.54,2,0.42,42,8.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03006
3,7,306,10,3.27,12,3.92,2,0.65,80,26.14,40,13.07,38,12.42,95,31.05,2,0.65,27,8.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03007
3,8,399,22,5.51,7,1.75,6,1.5,95,23.81,100,25.06,29,7.27,123,30.83,2,0.5,15,3.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03008
3,9,246,3,1.22,4,1.63,15,6.1,11,4.47,93,37.8,61,24.8,38,15.45,1,0.41,20,8.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03009
3,10,363,3,0.83,10,2.75,13,3.58,8,2.2,77,21.21,155,42.7,53,14.6,1,0.28,43,11.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03010
3,11,601,47,7.82,15,2.5,10,1.66,127,21.13,134,22.3,53,8.82,194,32.28,4,0.67,17,2.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03011
3,12,537,23,4.28,10,1.86,10,1.86,80,14.9,127,23.65,40,7.45,216,40.22,3,0.56,28,5.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03012
3,13,748,9,1.2,30,4.01,28,3.74,17,2.27,116,15.51,334,44.65,135,18.05,3,0.4,76,10.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03013
3,14,684,11,1.61,16,2.34,27,3.95,14,2.05,186,27.19,249,36.4,96,14.04,4,0.58,81,11.84,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03014
3,15,434,22,5.07,14,3.23,6,1.38,106,24.42,104,23.96,43,9.91,121,27.88,0,0.0,18,4.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03015
3,16,322,6,1.86,10,3.11,7,2.17,53,16.46,50,15.53,70,21.74,101,31.37,1,0.31,24,7.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03016
3,17,147,6,4.08,3,2.04,2,1.36,38,25.85,21,14.29,8,5.44,65,44.22,1,0.68,3,2.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03017
3,18,151,11,7.28,1,0.66,2,1.32,39,25.83,28,18.54,12,7.95,43,28.48,0,0.0,15,9.93,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03018
3,19,802,13,1.62,15,1.87,32,3.99,15,1.87,121,15.09,391,48.75,144,17.96,2,0.25,69,8.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03019
3,20,546,24,4.4,9,1.65,13,2.38,93,17.03,132,24.18,52,9.52,191,34.98,5,0.92,27,4.95,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03020
3,21,414,11,2.66,9,2.17,13,3.14,20,4.83,94,22.71,136,32.85,84,20.29,0,0.0,47,11.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03021
3,22,366,11,3.01,6,1.64,16,4.37,26,7.1,109,29.78,88,24.04,87,23.77,0,0.0,23,6.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03022
3,23,294,12,4.08,9,3.06,1,0.34,75,25.51,46,15.65,40,13.61,92,31.29,2,0.68,17,5.78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03023
3,24,98,5,5.1,2,2.04,1,1.02,31,31.63,21,21.43,10,10.2,26,26.53,0,0.0,2,2.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03024
3,25,784,9,1.15,15,1.91,21,2.68,15,1.91,88,11.22,444,56.63,109,13.9,5,0.64,78,9.95,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03025
3,26,284,24,8.45,9,3.17,11,3.87,68,23.94,47,16.55,28,9.86,81,28.52,1,0.35,15,5.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03026
3,27,636,6,0.94,7,1.1,46,7.23,15,2.36,121,19.03,287,45.13,93,14.62,3,0.47,58,9.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03027
4,1,686,15,2.19,26,3.79,26,3.79,51,7.43,319,46.5,63,9.18,112,16.33,3,0.44,71,10.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04001
4,2,300,10,3.33,28,9.33,3,1.0,29,9.67,103,34.33,33,11.0,70,23.33,3,1.0,21,7.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04002
4,3,502,11,2.19,55,10.96,14,2.79,30,5.98,160,31.87,74,14.74,108,21.51,4,0.8,46,9.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04003
4,4,585,23,3.93,31,5.3,9,1.54,104,17.78,153,26.15,51,8.72,174,29.74,10,1.71,30,5.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04004
4,5,260,10,3.85,19,7.31,2,0.77,60,23.08,59,22.69,18,6.92,85,32.69,2,0.77,5,1.92,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04005
4,6,412,16,3.88,46,11.17,11,2.67,34,8.25,108,26.21,45,10.92,121,29.37,1,0.24,30,7.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04006
4,7,323,8,2.48,29,8.98,4,1.24,23,7.12,101,31.27,57,17.65,77,23.84,1,0.31,23,7.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04007
4,8,434,13,3.0,29,6.68,3,0.69,45,10.37,98,22.58,49,11.29,168,38.71,6,1.38,23,5.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04008
4,9,445,30,6.74,32,7.19,8,1.8,77,17.3,121,27.19,30,6.74,125,28.09,5,1.12,17,3.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04009
4,10,424,21,4.95,32,7.55,11,2.59,48,11.32,113,26.65,40,9.43,133,31.37,1,0.24,25,5.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04010
4,11,573,23,4.01,37,6.46,20,3.49,53,9.25,185,32.29,51,8.9,167,29.14,3,0.52,34,5.93,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04011
4,12,389,17,4.37,35,9.0,10,2.57,44,11.31,81,20.82,52,13.37,126,32.39,2,0.51,22,5.66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04012
4,13,392,16,4.08,20,5.1,5,1.28,103,26.28,71,18.11,31,7.91,131,33.42,0,0.0,15,3.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04013
4,14,377,10,2.65,28,7.43,9,2.39,58,15.38,102,27.06,35,9.28,108,28.65,1,0.27,26,6.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04014
4,15,335,14,4.18,15,4.48,9,2.69,41,12.24,104,31.04,35,10.45,94,28.06,3,0.9,20,5.97,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04015
4,16,468,23,4.91,34,7.26,14,2.99,100,21.37,108,23.08,43,9.19,120,25.64,3,0.64,23,4.91,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04016
4,17,614,32,5.21,42,6.84,8,1.3,134,21.82,114,18.57,58,9.45,204,33.22,2,0.33,20,3.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04017
4,18,183,18,9.84,8,4.37,7,3.83,62,33.88,20,10.93,11,6.01,49,26.78,1,0.55,7,3.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04018
4,19,424,10,2.36,18,4.25,14,3.3,42,9.91,105,24.76,79,18.63,134,31.6,0,0.0,22,5.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04019
4,20,565,23,4.07,29,5.13,13,2.3,67,11.86,128,22.65,75,13.27,198,35.04,8,1.42,24,4.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04020
4,21,369,14,3.79,29,7.86,3,0.81,42,11.38,80,21.68,43,11.65,130,35.23,3,0.81,25,6.78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04021
4,22,180,3,1.67,10,5.56,3,1.67,28,15.56,31,17.22,25,13.89,64,35.56,1,0.56,15,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04022
4,23,327,6,1.83,17,5.2,8,2.45,42,12.84,49,14.98,62,18.96,119,36.39,2,0.61,22,6.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04023
4,24,678,22,3.24,39,5.75,12,1.77,96,14.16,110,16.22,101,14.9,260,38.35,3,0.44,35,5.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04024
4,25,737,13,1.76,17,2.31,32,4.34,23,3.12,140,19.0,302,40.98,129,17.5,3,0.41,78,10.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04025
4,26,753,9,1.2,34,4.52,31,4.12,23,3.05,115,15.27,311,41.3,161,21.38,3,0.4,66,8.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04026
4,27,563,17,3.02,18,3.2,43,7.64,19,3.37,162,28.77,128,22.74,87,15.45,1,0.18,88,15.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04027
4,28,681,16,2.35,17,2.5,34,4.99,15,2.2,186,27.31,230,33.77,110,16.15,2,0.29,71,10.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04028
5,1,540,18,3.33,16,2.96,4,0.74,98,18.15,117,21.67,41,7.59,211,39.07,2,0.37,33,6.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05001
5,2,645,17,2.64,18,2.79,0,0.0,107,16.59,130,20.16,64,9.92,278,43.1,2,0.31,29,4.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05002
5,3,592,22,3.72,13,2.2,4,0.68,105,17.74,129,21.79,62,10.47,224,37.84,1,0.17,32,5.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05003
5,4,500,26,5.2,16,3.2,8,1.6,96,19.2,96,19.2,42,8.4,186,37.2,7,1.4,23,4.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05004
5,5,209,5,2.39,11,5.26,4,1.91,21,10.05,51,24.4,30,14.35,78,37.32,0,0.0,9,4.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05005
5,6,264,13,4.92,10,3.79,5,1.89,53,20.08,42,15.91,25,9.47,95,35.98,4,1.52,17,6.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05006
5,7,115,6,5.22,0,0.0,1,0.87,24,20.87,21,18.26,14,12.17,45,39.13,1,0.87,3,2.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05007
5,8,178,7,3.93,0,0.0,3,1.69,49,27.53,30,16.85,22,12.36,59,33.15,2,1.12,6,3.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05008
5,9,160,8,5.0,8,5.0,2,1.25,36,22.5,24,15.0,20,12.5,56,35.0,1,0.63,5,3.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05009
5,10,198,16,8.08,1,0.51,5,2.53,40,20.2,38,19.19,11,5.56,73,36.87,7,3.54,7,3.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05010
5,11,340,24,7.06,7,2.06,4,1.18,74,21.76,63,18.53,39,11.47,115,33.82,3,0.88,11,3.24,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05011
5,12,627,6,0.96,23,3.67,11,1.75,26,4.15,196,31.26,116,18.5,160,25.52,4,0.64,85,13.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05012
5,13,272,17,6.25,5,1.84,2,0.74,58,21.32,62,22.79,15,5.51,102,37.5,1,0.37,10,3.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05013
5,14,288,10,3.47,2,0.69,3,1.04,69,23.96,60,20.83,31,10.76,100,34.72,1,0.35,12,4.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05014
5,15,928,16,1.72,29,3.13,32,3.45,62,6.68,340,36.64,133,14.33,204,21.98,5,0.54,107,11.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05015
5,16,559,13,2.33,10,1.79,18,3.22,19,3.4,213,38.1,100,17.89,125,22.36,4,0.72,57,10.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05016
5,17,396,14,3.54,14,3.54,9,2.27,27,6.82,120,30.3,47,11.87,122,30.81,2,0.51,41,10.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05017
5,18,808,19,2.35,36,4.46,13,1.61,57,7.05,202,25.0,138,17.08,268,33.17,7,0.87,68,8.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05018
5,19,389,4,1.03,18,4.63,3,0.77,29,7.46,75,19.28,69,17.74,157,40.36,6,1.54,28,7.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05019
5,20,554,14,2.53,28,5.05,10,1.81,38,6.86,225,40.61,57,10.29,134,24.19,4,0.72,44,7.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05020
5,21,535,11,2.06,19,3.55,12,2.24,20,3.74,221,41.31,72,13.46,99,18.5,3,0.56,78,14.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05021
5,22,591,12,2.03,21,3.55,21,3.55,26,4.4,280,47.38,58,9.81,106,17.94,5,0.85,62,10.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05022
5,23,326,6,1.84,6,1.84,7,2.15,16,4.91,84,25.77,65,19.94,90,27.61,1,0.31,50,15.34,0,0.0,0,0.0,1,0.31,0,0.0,0,0.0,05023
5,24,317,13,4.1,13,4.1,9,2.84,4,1.26,113,35.65,60,18.93,60,18.93,0,0.0,45,14.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05024
5,25,900,15,1.67,39,4.33,26,2.89,18,2.0,345,38.33,166,18.44,176,19.56,4,0.44,111,12.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05025
6,1,201,15,7.46,4,1.99,0,0.0,82,40.8,24,11.94,12,5.97,56,27.86,1,0.5,7,3.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06001
6,2,242,10,4.13,2,0.83,5,2.07,90,37.19,21,8.68,20,8.26,83,34.3,0,0.0,11,4.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06002
6,3,64,3,4.69,2,3.13,0,0.0,19,29.69,7,10.94,7,10.94,24,37.5,1,1.56,1,1.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06003
6,4,164,10,6.1,2,1.22,4,2.44,39,23.78,22,13.41,12,7.32,65,39.63,6,3.66,4,2.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06004
6,5,297,16,5.39,4,1.35,3,1.01,100,33.67,25,8.42,30,10.1,102,34.34,8,2.69,9,3.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06005
6,6,286,23,8.04,3,1.05,0,0.0,61,21.33,49,17.13,26,9.09,113,39.51,5,1.75,6,2.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06006
6,7,336,10,2.98,0,0.0,2,0.6,82,24.4,59,17.56,24,7.14,135,40.18,6,1.79,18,5.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06007
6,8,233,14,6.01,4,1.72,1,0.43,57,24.46,44,18.88,24,10.3,76,32.62,4,1.72,9,3.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06008
