ward,precinct,total,MELISSA CONYEARS-ERVIN,MELISSA CONYEARS-ERVIN Percent,precinct_id
36,27,449,449,100.0,36027
37,1,274,274,100.0,37001
37,2,215,215,100.0,37002
37,3,266,266,100.0,37003
37,4,312,312,100.0,37004
37,5,203,203,100.0,37005
37,6,402,402,100.0,37006
37,7,220,220,100.0,37007
37,8,365,365,100.0,37008
37,9,133,133,100.0,37009
37,10,265,265,100.0,37010
37,11,234,234,100.0,37011
37,12,339,339,100.0,37012
37,13,178,178,100.0,37013
37,14,347,347,100.0,37014
37,15,327,327,100.0,37015
37,16,373,373,100.0,37016
37,17,213,213,100.0,37017
37,18,287,287,100.0,37018
37,19,203,203,100.0,37019
37,20,339,339,100.0,37020
37,21,207,207,100.0,37021
37,22,280,280,100.0,37022
38,1,555,555,100.0,38001
38,2,285,285,100.0,38002
38,3,401,401,100.0,38003
38,4,316,316,100.0,38004
38,5,488,488,100.0,38005
38,6,302,302,100.0,38006
38,7,396,396,100.0,38007
38,8,318,318,100.0,38008
38,9,326,326,100.0,38009
38,10,281,281,100.0,38010
38,11,383,383,100.0,38011
38,12,489,489,100.0,38012
38,13,232,232,100.0,38013
38,14,337,337,100.0,38014
38,15,284,284,100.0,38015
38,16,482,482,100.0,38016
38,17,428,428,100.0,38017
38,18,477,477,100.0,38018
38,19,496,496,100.0,38019
38,20,415,415,100.0,38020
38,21,520,520,100.0,38021
38,22,333,333,100.0,38022
38,23,499,499,100.0,38023
38,24,501,501,100.0,38024
38,25,591,591,100.0,38025
39,1,431,431,100.0,39001
39,2,229,229,100.0,39002
39,3,306,306,100.0,39003
39,4,411,411,100.0,39004
39,5,305,305,100.0,39005
39,6,223,223,100.0,39006
39,7,219,219,100.0,39007
39,8,237,237,100.0,39008
39,9,227,227,100.0,39009
39,10,299,299,100.0,39010
39,11,240,240,100.0,39011
39,12,358,358,100.0,39012
39,13,534,534,100.0,39013
39,14,537,537,100.0,39014
39,15,401,401,100.0,39015
39,16,261,261,100.0,39016
39,17,622,622,100.0,39017
39,18,282,282,100.0,39018
39,19,535,535,100.0,39019
39,20,362,362,100.0,39020
39,21,434,434,100.0,39021
39,22,239,239,100.0,39022
39,23,50,50,100.0,39023
39,24,346,346,100.0,39024
39,25,216,216,100.0,39025
39,26,208,208,100.0,39026
39,27,231,231,100.0,39027
39,28,248,248,100.0,39028
39,29,110,110,100.0,39029
39,30,215,215,100.0,39030
39,31,249,249,100.0,39031
39,32,617,617,100.0,39032
39,33,217,217,100.0,39033
39,34,262,262,100.0,39034
39,35,445,445,100.0,39035
40,1,391,391,100.0,40001
40,2,434,434,100.0,40002
40,3,401,401,100.0,40003
40,4,356,356,100.0,40004
40,5,332,332,100.0,40005
40,6,315,315,100.0,40006
40,7,392,392,100.0,40007
40,8,292,292,100.0,40008
40,9,483,483,100.0,40009
40,10,730,730,100.0,40010
40,11,480,480,100.0,40011
40,12,508,508,100.0,40012
40,13,517,517,100.0,40013
40,14,670,670,100.0,40014
40,15,489,489,100.0,40015
40,16,447,447,100.0,40016
40,17,505,505,100.0,40017
40,18,574,574,100.0,40018
40,19,529,529,100.0,40019
40,20,558,558,100.0,40020
40,21,500,500,100.0,40021
40,22,667,667,100.0,40022
40,23,728,728,100.0,40023
41,1,275,275,100.0,41001
41,2,162,162,100.0,41002
41,3,186,186,100.0,41003
41,4,293,293,100.0,41004
41,5,338,338,100.0,41005
41,6,326,326,100.0,41006
41,7,264,264,100.0,41007
41,8,279,279,100.0,41008
41,9,553,553,100.0,41009
41,10,460,460,100.0,41010
41,11,385,385,100.0,41011
41,12,201,201,100.0,41012
41,13,503,503,100.0,41013
41,14,545,545,100.0,41014
41,15,719,719,100.0,41015
41,16,268,268,100.0,41016
41,17,162,162,100.0,41017
41,18,543,543,100.0,41018
41,19,264,264,100.0,41019
41,20,311,311,100.0,41020
41,21,260,260,100.0,41021
41,22,251,251,100.0,41022
41,23,308,308,100.0,41023
41,24,523,523,100.0,41024
41,25,445,445,100.0,41025
41,26,553,553,100.0,41026
41,27,371,371,100.0,41027
41,28,636,636,100.0,41028
41,29,683,683,100.0,41029
41,30,529,529,100.0,41030
41,31,489,489,100.0,41031
42,1,209,209,100.0,42001
42,2,181,181,100.0,42002
42,3,513,513,100.0,42003
42,4,466,466,100.0,42004
42,5,639,639,100.0,42005
42,6,297,297,100.0,42006
42,7,399,399,100.0,42007
42,8,235,235,100.0,42008
42,9,437,437,100.0,42009
42,10,279,279,100.0,42010
42,11,235,235,100.0,42011
42,12,227,227,100.0,42012
42,13,193,193,100.0,42013
42,14,159,159,100.0,42014
42,15,99,99,100.0,42015
42,16,364,364,100.0,42016
42,17,493,493,100.0,42017
42,18,263,263,100.0,42018
42,19,436,436,100.0,42019
42,20,453,453,100.0,42020
42,21,461,461,100.0,42021
42,22,420,420,100.0,42022
42,23,519,519,100.0,42023
42,24,578,578,100.0,42024
43,1,532,532,100.0,43001
43,2,571,571,100.0,43002
43,3,222,222,100.0,43003
43,4,404,404,100.0,43004
43,5,615,615,100.0,43005
43,6,688,688,100.0,43006
43,7,655,655,100.0,43007
43,8,508,508,100.0,43008
43,9,632,632,100.0,43009
43,10,481,481,100.0,43010
43,11,336,336,100.0,43011
43,12,612,612,100.0,43012
43,13,483,483,100.0,43013
43,14,289,289,100.0,43014
43,15,653,653,100.0,43015
43,16,260,260,100.0,43016
43,17,562,562,100.0,43017
43,18,614,614,100.0,43018
43,19,625,625,100.0,43019
43,20,540,540,100.0,43020
43,21,250,250,100.0,43021
43,22,678,678,100.0,43022
43,23,463,463,100.0,43023
44,1,557,557,100.0,44001
44,2,447,447,100.0,44002
44,3,613,613,100.0,44003
44,4,734,734,100.0,44004
44,5,493,493,100.0,44005
44,6,475,475,100.0,44006
44,7,490,490,100.0,44007
44,8,484,484,100.0,44008
44,9,754,754,100.0,44009
44,10,755,755,100.0,44010
44,11,500,500,100.0,44011
44,12,677,677,100.0,44012
44,13,639,639,100.0,44013
44,14,599,599,100.0,44014
44,15,692,692,100.0,44015
44,16,664,664,100.0,44016
44,17,736,736,100.0,44017
44,18,479,479,100.0,44018
44,19,653,653,100.0,44019
44,20,415,415,100.0,44020
44,21,682,682,100.0,44021
45,1,679,679,100.0,45001
45,2,365,365,100.0,45002
45,3,203,203,100.0,45003
45,4,252,252,100.0,45004
45,5,371,371,100.0,45005
45,6,466,466,100.0,45006
45,7,459,459,100.0,45007
45,8,405,405,100.0,45008
45,9,379,379,100.0,45009
45,10,395,395,100.0,45010
45,11,521,521,100.0,45011
45,12,333,333,100.0,45012
45,13,511,511,100.0,45013
45,14,309,309,100.0,45014
45,15,350,350,100.0,45015
45,16,432,432,100.0,45016
45,17,475,475,100.0,45017
45,18,467,467,100.0,45018
45,19,288,288,100.0,45019
45,20,396,396,100.0,45020
45,21,345,345,100.0,45021
45,22,467,467,100.0,45022
45,23,447,447,100.0,45023
45,24,396,396,100.0,45024
45,25,498,498,100.0,45025
45,26,377,377,100.0,45026
45,27,520,520,100.0,45027
45,28,473,473,100.0,45028
45,29,423,423,100.0,45029
46,1,518,518,100.0,46001
46,2,502,502,100.0,46002
46,3,507,507,100.0,46003
46,4,645,645,100.0,46004
46,5,544,544,100.0,46005
46,6,747,747,100.0,46006
46,7,459,459,100.0,46007
46,8,571,571,100.0,46008
46,9,600,600,100.0,46009
46,10,585,585,100.0,46010
46,11,638,638,100.0,46011
46,12,774,774,100.0,46012
46,13,673,673,100.0,46013
46,14,354,354,100.0,46014
46,15,832,832,100.0,46015
46,16,512,512,100.0,46016
46,17,750,750,100.0,46017
46,18,640,640,100.0,46018
46,19,489,489,100.0,46019
46,20,448,448,100.0,46020
46,21,366,366,100.0,46021
46,22,443,443,100.0,46022
46,23,406,406,100.0,46023
47,1,505,505,100.0,47001
47,2,454,454,100.0,47002
47,3,483,483,100.0,47003
47,4,595,595,100.0,47004
47,5,700,700,100.0,47005
47,6,556,556,100.0,47006
47,7,863,863,100.0,47007
47,8,545,545,100.0,47008
47,9,674,674,100.0,47009
47,10,560,560,100.0,47010
47,11,522,522,100.0,47011
47,12,385,385,100.0,47012
47,13,402,402,100.0,47013
47,14,566,566,100.0,47014
47,15,588,588,100.0,47015
47,16,592,592,100.0,47016
47,17,500,500,100.0,47017
47,18,571,571,100.0,47018
47,19,593,593,100.0,47019
47,20,553,553,100.0,47020
47,21,556,556,100.0,47021
47,22,472,472,100.0,47022
47,23,525,525,100.0,47023
47,24,630,630,100.0,47024
47,25,505,505,100.0,47025
47,26,674,674,100.0,47026
47,27,604,604,100.0,47027
47,28,433,433,100.0,47028
48,1,639,639,100.0,48001
48,2,232,232,100.0,48002
48,3,318,318,100.0,48003
48,4,360,360,100.0,48004
48,5,238,238,100.0,48005
48,6,487,487,100.0,48006
48,7,495,495,100.0,48007
48,8,326,326,100.0,48008
48,9,235,235,100.0,48009
48,10,614,614,100.0,48010
48,11,409,409,100.0,48011
48,12,520,520,100.0,48012
48,13,407,407,100.0,48013
48,14,436,436,100.0,48014
48,15,331,331,100.0,48015
48,16,259,259,100.0,48016
48,17,152,152,100.0,48017
48,18,444,444,100.0,48018
48,19,284,284,100.0,48019
48,20,203,203,100.0,48020
48,21,440,440,100.0,48021
48,22,296,296,100.0,48022
48,23,367,367,100.0,48023
48,24,608,608,100.0,48024
48,25,482,482,100.0,48025
48,26,267,267,100.0,48026
48,27,290,290,100.0,48027
48,28,414,414,100.0,48028
48,29,174,174,100.0,48029
48,30,485,485,100.0,48030
48,31,452,452,100.0,48031
48,32,331,331,100.0,48032
48,33,198,198,100.0,48033
48,34,361,361,100.0,48034
48,35,601,601,100.0,48035
49,1,526,526,100.0,49001
49,2,438,438,100.0,49002
49,3,651,651,100.0,49003
49,4,606,606,100.0,49004
49,5,607,607,100.0,49005
49,6,40,40,100.0,49006
49,7,606,606,100.0,49007
49,8,747,747,100.0,49008
49,9,668,668,100.0,49009
49,10,445,445,100.0,49010
49,11,464,464,100.0,49011
49,12,411,411,100.0,49012
49,13,511,511,100.0,49013
49,14,699,699,100.0,49014
49,15,640,640,100.0,49015
49,16,557,557,100.0,49016
49,17,646,646,100.0,49017
50,1,302,302,100.0,50001
50,2,322,322,100.0,50002
50,3,261,261,100.0,50003
50,4,262,262,100.0,50004
50,5,450,450,100.0,50005
50,6,202,202,100.0,50006
50,7,533,533,100.0,50007
50,8,356,356,100.0,50008
50,9,98,98,100.0,50009
50,10,224,224,100.0,50010
50,11,289,289,100.0,50011
50,12,107,107,100.0,50012
50,13,407,407,100.0,50013
50,14,76,76,100.0,50014
50,15,404,404,100.0,50015
50,16,69,69,100.0,50016
50,17,163,163,100.0,50017
50,18,38,38,100.0,50018
50,19,170,170,100.0,50019
50,20,149,149,100.0,50020
50,21,307,307,100.0,50021
50,22,328,328,100.0,50022
50,23,263,263,100.0,50023
50,24,337,337,100.0,50024
50,25,79,79,100.0,50025
50,26,137,137,100.0,50026
50,27,75,75,100.0,50027
50,28,411,411,100.0,50028
