ward,precinct,total,Mark Steven Kirk,Mark Steven Kirk Percent,Tammy Duckworth,Tammy Duckworth Percent,Kenton McMillen,Kenton McMillen Percent,Scott Summers,Scott Summers Percent,precinct_id
2,4,585,94,16.07,457,78.12,16,2.74,18,3.08,02004
2,5,770,157,20.39,562,72.99,32,4.16,19,2.47,02005
2,6,646,114,17.65,486,75.23,25,3.87,21,3.25,02006
2,7,627,140,22.33,454,72.41,16,2.55,17,2.71,02007
2,8,772,163,21.11,555,71.89,25,3.24,29,3.76,02008
2,9,598,255,42.64,321,53.68,15,2.51,7,1.17,02009
2,10,581,234,40.28,334,57.49,7,1.2,6,1.03,02010
2,11,657,259,39.42,376,57.23,13,1.98,9,1.37,02011
2,12,602,122,20.27,461,76.58,11,1.83,8,1.33,02012
2,13,611,195,31.91,402,65.79,6,0.98,8,1.31,02013
2,14,670,130,19.4,491,73.28,23,3.43,26,3.88,02014
2,15,628,125,19.9,464,73.89,15,2.39,24,3.82,02015
2,16,603,104,17.25,477,79.1,14,2.32,8,1.33,02016
2,17,726,138,19.01,550,75.76,20,2.75,18,2.48,02017
2,18,651,213,32.72,419,64.36,11,1.69,8,1.23,02018
2,19,468,167,35.68,292,62.39,8,1.71,1,0.21,02019
2,20,759,240,31.62,494,65.09,14,1.84,11,1.45,02020
2,21,635,115,18.11,484,76.22,23,3.62,13,2.05,02021
2,22,700,264,37.71,419,59.86,11,1.57,6,0.86,02022
2,23,453,196,43.27,247,54.53,4,0.88,6,1.32,02023
2,24,627,178,28.39,419,66.83,19,3.03,11,1.75,02024
2,25,746,168,22.52,534,71.58,29,3.89,15,2.01,02025
2,26,587,155,26.41,406,69.17,16,2.73,10,1.7,02026
2,27,640,251,39.22,361,56.41,16,2.5,12,1.88,02027
2,28,748,270,36.1,445,59.49,23,3.07,10,1.34,02028
2,29,728,253,34.75,446,61.26,15,2.06,14,1.92,02029
2,30,561,214,38.15,329,58.65,8,1.43,10,1.78,02030
2,31,821,317,38.61,478,58.22,16,1.95,10,1.22,02031
2,32,604,209,34.6,361,59.77,26,4.3,8,1.32,02032
2,33,956,326,34.1,602,62.97,18,1.88,10,1.05,02033
2,34,537,197,36.69,333,62.01,4,0.74,3,0.56,02034
2,35,883,319,36.13,539,61.04,17,1.93,8,0.91,02035
2,36,543,181,33.33,342,62.98,15,2.76,5,0.92,02036
2,37,577,190,32.93,361,62.56,13,2.25,13,2.25,02037
2,38,629,269,42.77,341,54.21,12,1.91,7,1.11,02038
2,39,468,205,43.8,243,51.92,12,2.56,8,1.71,02039
2,40,791,257,32.49,493,62.33,18,2.28,23,2.91,02040
2,41,706,275,38.95,401,56.8,19,2.69,11,1.56,02041
2,42,752,246,32.71,481,63.96,19,2.53,6,0.8,02042
2,43,921,356,38.65,532,57.76,25,2.71,8,0.87,02043
2,44,432,175,40.51,242,56.02,8,1.85,7,1.62,02044
2,45,629,159,25.28,439,69.79,17,2.7,14,2.23,02045
2,46,409,144,35.21,243,59.41,15,3.67,7,1.71,02046
3,1,708,25,3.53,654,92.37,13,1.84,16,2.26,03001
3,2,667,20,3.0,637,95.5,5,0.75,5,0.75,03002
3,3,533,51,9.57,468,87.8,10,1.88,4,0.75,03003
3,4,634,26,4.1,594,93.69,4,0.63,10,1.58,03004
3,5,444,15,3.38,407,91.67,10,2.25,12,2.7,03005
3,6,754,206,27.32,505,66.98,28,3.71,15,1.99,03006
3,7,411,16,3.89,380,92.46,5,1.22,10,2.43,03007
3,8,597,16,2.68,557,93.3,10,1.68,14,2.35,03008
3,9,592,23,3.89,548,92.57,9,1.52,12,2.03,03009
3,10,349,15,4.3,324,92.84,5,1.43,5,1.43,03010
3,11,608,17,2.8,573,94.24,8,1.32,10,1.64,03011
3,12,554,29,5.23,509,91.88,3,0.54,13,2.35,03012
3,13,735,167,22.72,541,73.61,11,1.5,16,2.18,03013
3,14,667,122,18.29,514,77.06,19,2.85,12,1.8,03014
3,15,634,19,3.0,589,92.9,7,1.1,19,3.0,03015
3,16,586,17,2.9,554,94.54,6,1.02,9,1.54,03016
3,17,770,105,13.64,629,81.69,15,1.95,21,2.73,03017
3,18,875,54,6.17,790,90.29,11,1.26,20,2.29,03018
3,19,733,227,30.97,480,65.48,16,2.18,10,1.36,03019
3,20,624,19,3.04,583,93.43,14,2.24,8,1.28,03020
3,21,686,159,23.18,508,74.05,10,1.46,9,1.31,03021
3,22,870,179,20.57,656,75.4,18,2.07,17,1.95,03022
3,23,549,22,4.01,508,92.53,10,1.82,9,1.64,03023
3,24,549,24,4.37,505,91.99,9,1.64,11,2.0,03024
3,25,1017,281,27.63,704,69.22,16,1.57,16,1.57,03025
3,26,725,174,24.0,527,72.69,13,1.79,11,1.52,03026
3,27,789,196,24.84,558,70.72,23,2.92,12,1.52,03027
3,28,361,13,3.6,341,94.46,3,0.83,4,1.11,03028
3,29,693,35,5.05,638,92.06,10,1.44,10,1.44,03029
3,30,558,19,3.41,522,93.55,8,1.43,9,1.61,03030
3,31,746,20,2.68,700,93.83,17,2.28,9,1.21,03031
3,32,749,131,17.49,589,78.64,14,1.87,15,2.0,03032
3,33,779,170,21.82,579,74.33,16,2.05,14,1.8,03033
3,34,802,151,18.83,616,76.81,22,2.74,13,1.62,03034
3,35,306,14,4.58,282,92.16,8,2.61,2,0.65,03035
3,36,380,12,3.16,353,92.89,6,1.58,9,2.37,03036
3,37,549,15,2.73,516,93.99,9,1.64,9,1.64,03037
3,38,482,12,2.49,455,94.4,7,1.45,8,1.66,03038
3,39,854,184,21.55,633,74.12,21,2.46,16,1.87,03039
3,40,700,66,9.43,602,86.0,14,2.0,18,2.57,03040
3,41,491,45,9.16,405,82.48,18,3.67,23,4.68,03041
4,1,780,71,9.1,682,87.44,11,1.41,16,2.05,04001
4,2,783,175,22.35,579,73.95,15,1.92,14,1.79,04002
4,3,577,14,2.43,550,95.32,6,1.04,7,1.21,04003
4,4,809,46,5.69,744,91.97,8,0.99,11,1.36,04004
4,5,586,22,3.75,535,91.3,15,2.56,14,2.39,04005
4,6,702,42,5.98,639,91.03,8,1.14,13,1.85,04006
4,7,707,22,3.11,661,93.49,7,0.99,17,2.4,04007
4,8,668,15,2.25,617,92.37,11,1.65,25,3.74,04008
4,9,638,29,4.55,592,92.79,7,1.1,10,1.57,04009
4,10,664,38,5.72,596,89.76,18,2.71,12,1.81,04010
4,11,677,22,3.25,643,94.98,4,0.59,8,1.18,04011
4,12,661,21,3.18,610,92.28,17,2.57,13,1.97,04012
4,13,726,116,15.98,571,78.65,20,2.75,19,2.62,04013
4,14,630,30,4.76,575,91.27,16,2.54,9,1.43,04014
4,15,737,35,4.75,678,91.99,9,1.22,15,2.04,04015
4,16,915,167,18.25,695,75.96,30,3.28,23,2.51,04016
4,17,849,131,15.43,669,78.8,18,2.12,31,3.65,04017
4,18,544,26,4.78,503,92.46,4,0.74,11,2.02,04018
4,19,611,22,3.6,577,94.44,7,1.15,5,0.82,04019
4,20,552,95,17.21,427,77.36,15,2.72,15,2.72,04020
4,21,869,142,16.34,676,77.79,28,3.22,23,2.65,04021
4,22,617,45,7.29,559,90.6,8,1.3,5,0.81,04022
4,23,796,44,5.53,725,91.08,7,0.88,20,2.51,04023
4,24,565,37,6.55,503,89.03,11,1.95,14,2.48,04024
4,25,721,156,21.64,522,72.4,22,3.05,21,2.91,04025
4,26,609,19,3.12,575,94.42,7,1.15,8,1.31,04026
4,27,722,35,4.85,662,91.69,10,1.39,15,2.08,04027
4,28,564,43,7.62,500,88.65,12,2.13,9,1.6,04028
4,29,616,13,2.11,589,95.62,6,0.97,8,1.3,04029
4,30,845,23,2.72,794,93.96,10,1.18,18,2.13,04030
4,31,594,30,5.05,548,92.26,5,0.84,11,1.85,04031
4,32,654,16,2.45,615,94.04,11,1.68,12,1.83,04032
4,33,676,41,6.07,603,89.2,11,1.63,21,3.11,04033
4,34,563,29,5.15,513,91.12,7,1.24,14,2.49,04034
4,35,717,22,3.07,683,95.26,4,0.56,8,1.12,04035
4,36,664,33,4.97,614,92.47,6,0.9,11,1.66,04036
4,37,1014,203,20.02,759,74.85,28,2.76,24,2.37,04037
4,38,616,22,3.57,583,94.64,8,1.3,3,0.49,04038
5,1,554,29,5.23,511,92.24,4,0.72,10,1.81,05001
5,2,505,13,2.57,478,94.65,7,1.39,7,1.39,05002
5,3,636,50,7.86,563,88.52,2,0.31,21,3.3,05003
5,4,717,41,5.72,645,89.96,7,0.98,24,3.35,05004
5,5,561,19,3.39,530,94.47,6,1.07,6,1.07,05005
5,6,493,23,4.67,457,92.7,4,0.81,9,1.83,05006
5,7,562,52,9.25,491,87.37,11,1.96,8,1.42,05007
5,8,629,63,10.02,551,87.6,6,0.95,9,1.43,05008
5,9,678,42,6.19,613,90.41,12,1.77,11,1.62,05009
5,10,530,12,2.26,491,92.64,9,1.7,18,3.4,05010
5,11,610,49,8.03,533,87.38,13,2.13,15,2.46,05011
5,12,476,12,2.52,443,93.07,11,2.31,10,2.1,05012
5,13,508,19,3.74,466,91.73,11,2.17,12,2.36,05013
5,14,459,7,1.53,438,95.42,6,1.31,8,1.74,05014
5,15,575,35,6.09,511,88.87,11,1.91,18,3.13,05015
5,16,605,16,2.64,573,94.71,7,1.16,9,1.49,05016
5,17,542,19,3.51,505,93.17,8,1.48,10,1.85,05017
5,18,559,22,3.94,519,92.84,3,0.54,15,2.68,05018
5,19,578,50,8.65,504,87.2,7,1.21,17,2.94,05019
5,20,645,42,6.51,586,90.85,5,0.78,12,1.86,05020
5,21,628,39,6.21,559,89.01,12,1.91,18,2.87,05021
5,22,643,50,7.78,580,90.2,4,0.62,9,1.4,05022
5,23,1036,87,8.4,905,87.36,14,1.35,30,2.9,05023
5,24,659,39,5.92,595,90.29,7,1.06,18,2.73,05024
5,25,532,24,4.51,488,91.73,8,1.5,12,2.26,05025
5,26,618,20,3.24,575,93.04,9,1.46,14,2.27,05026
5,27,842,106,12.59,715,84.92,8,0.95,13,1.54,05027
5,28,592,19,3.21,557,94.09,8,1.35,8,1.35,05028
5,29,639,27,4.23,581,90.92,14,2.19,17,2.66,05029
5,30,487,10,2.05,469,96.3,4,0.82,4,0.82,05030
5,31,489,11,2.25,457,93.46,12,2.45,9,1.84,05031
5,32,613,18,2.94,574,93.64,10,1.63,11,1.79,05032
5,33,598,16,2.68,566,94.65,9,1.51,7,1.17,05033
5,34,772,79,10.23,667,86.4,7,0.91,19,2.46,05034
5,35,612,48,7.84,538,87.91,7,1.14,19,3.1,05035
5,36,382,10,2.62,352,92.15,8,2.09,12,3.14,05036
5,37,606,41,6.77,546,90.1,5,0.83,14,2.31,05037
5,38,569,13,2.28,540,94.9,6,1.05,10,1.76,05038
5,39,488,46,9.43,427,87.5,6,1.23,9,1.84,05039
5,40,459,12,2.61,439,95.64,3,0.65,5,1.09,05040
5,41,295,13,4.41,275,93.22,2,0.68,5,1.69,05041
6,1,508,17,3.35,484,95.28,4,0.79,3,0.59,06001
6,2,503,9,1.79,478,95.03,6,1.19,10,1.99,06002
6,3,506,10,1.98,484,95.65,6,1.19,6,1.19,06003
6,4,436,8,1.83,418,95.87,4,0.92,6,1.38,06004
6,5,400,12,3.0,380,95.0,4,1.0,4,1.0,06005
6,6,467,14,3.0,433,92.72,8,1.71,12,2.57,06006
6,7,499,20,4.01,464,92.99,6,1.2,9,1.8,06007
6,8,493,13,2.64,467,94.73,6,1.22,7,1.42,06008
6,9,563,19,3.37,526,93.43,7,1.24,11,1.95,06009
6,10,387,16,4.13,357,92.25,8,2.07,6,1.55,06010
6,11,476,15,3.15,448,94.12,3,0.63,10,2.1,06011
6,12,451,15,3.33,427,94.68,2,0.44,7,1.55,06012
6,13,383,17,4.44,354,92.43,7,1.83,5,1.31,06013
6,14,515,17,3.3,482,93.59,6,1.17,10,1.94,06014
6,15,508,17,3.35,482,94.88,2,0.39,7,1.38,06015
6,16,478,15,3.14,444,92.89,6,1.26,13,2.72,06016
6,17,421,11,2.61,396,94.06,6,1.43,8,1.9,06017
6,18,421,11,2.61,401,95.25,4,0.95,5,1.19,06018
6,19,476,9,1.89,453,95.17,9,1.89,5,1.05,06019
6,20,375,12,3.2,349,93.07,7,1.87,7,1.87,06020
6,21,354,7,1.98,338,95.48,4,1.13,5,1.41,06021
6,22,393,7,1.78,375,95.42,8,2.04,3,0.76,06022
6,23,338,15,4.44,317,93.79,5,1.48,1,0.3,06023
6,24,313,10,3.19,293,93.61,6,1.92,4,1.28,06024
6,25,332,6,1.81,314,94.58,4,1.2,8,2.41,06025
6,26,445,8,1.8,427,95.96,6,1.35,4,0.9,06026
6,27,352,12,3.41,328,93.18,5,1.42,7,1.99,06027
6,28,316,9,2.85,299,94.62,6,1.9,2,0.63,06028
6,29,500,18,3.6,474,94.8,2,0.4,6,1.2,06029
6,30,481,16,3.33,450,93.56,7,1.46,8,1.66,06030
6,31,475,22,4.63,441,92.84,5,1.05,7,1.47,06031
6,32,479,8,1.67,460,96.03,4,0.84,7,1.46,06032
6,33,501,21,4.19,468,93.41,4,0.8,8,1.6,06033
6,34,524,15,2.86,498,95.04,4,0.76,7,1.34,06034
6,35,441,6,1.36,427,96.83,6,1.36,2,0.45,06035
6,36,510,10,1.96,490,96.08,4,0.78,6,1.18,06036
6,37,475,19,4.0,439,92.42,6,1.26,11,2.32,06037
6,38,500,15,3.0,475,95.0,4,0.8,6,1.2,06038
6,39,478,15,3.14,450,94.14,8,1.67,5,1.05,06039
6,40,433,10,2.31,411,94.92,2,0.46,10,2.31,06040
6,41,495,17,3.43,470,94.95,4,0.81,4,0.81,06041
6,42,549,17,3.1,525,95.63,4,0.73,3,0.55,06042
6,43,452,14,3.1,426,94.25,6,1.33,6,1.33,06043
6,44,553,17,3.07,519,93.85,7,1.27,10,1.81,06044
6,45,548,20,3.65,513,93.61,8,1.46,7,1.28,06045
6,46,355,11,3.1,338,95.21,1,0.28,5,1.41,06046
6,47,408,14,3.43,386,94.61,3,0.74,5,1.23,06047
6,48,508,15,2.95,478,94.09,6,1.18,9,1.77,06048
7,1,489,15,3.07,460,94.07,7,1.43,7,1.43,07001
7,2,526,12,2.28,494,93.92,13,2.47,7,1.33,07002
7,3,452,16,3.54,425,94.03,6,1.33,5,1.11,07003
7,4,442,18,4.07,411,92.99,6,1.36,7,1.58,07004
7,5,425,12,2.82,397,93.41,6,1.41,10,2.35,07005
7,6,618,25,4.05,570,92.23,9,1.46,14,2.27,07006
7,7,536,21,3.92,499,93.1,7,1.31,9,1.68,07007
7,8,390,21,5.38,351,90.0,9,2.31,9,2.31,07008
7,9,772,29,3.76,718,93.01,9,1.17,16,2.07,07009
7,10,499,15,3.01,476,95.39,0,0.0,8,1.6,07010
7,11,577,19,3.29,540,93.59,8,1.39,10,1.73,07011
7,12,495,8,1.62,468,94.55,12,2.42,7,1.41,07012
7,13,313,9,2.88,286,91.37,8,2.56,10,3.19,07013
7,14,542,18,3.32,513,94.65,4,0.74,7,1.29,07014
7,15,477,12,2.52,448,93.92,9,1.89,8,1.68,07015
7,16,444,14,3.15,415,93.47,8,1.8,7,1.58,07016
7,17,425,19,4.47,389,91.53,10,2.35,7,1.65,07017
7,18,470,21,4.47,436,92.77,7,1.49,6,1.28,07018
7,19,458,24,5.24,415,90.61,11,2.4,8,1.75,07019
7,20,383,19,4.96,350,91.38,6,1.57,8,2.09,07020
7,21,419,16,3.82,385,91.89,10,2.39,8,1.91,07021
7,22,431,23,5.34,390,90.49,8,1.86,10,2.32,07022
7,23,446,5,1.12,429,96.19,4,0.9,8,1.79,07023
7,24,420,9,2.14,402,95.71,1,0.24,8,1.9,07024
7,25,472,31,6.57,417,88.35,13,2.75,11,2.33,07025
7,26,374,10,2.67,355,94.92,1,0.27,8,2.14,07026
7,27,397,10,2.52,377,94.96,7,1.76,3,0.76,07027
7,28,377,19,5.04,351,93.1,2,0.53,5,1.33,07028
7,29,405,13,3.21,379,93.58,7,1.73,6,1.48,07029
7,30,411,20,4.87,378,91.97,4,0.97,9,2.19,07030
7,31,318,18,5.66,290,91.19,7,2.2,3,0.94,07031
7,32,594,29,4.88,551,92.76,6,1.01,8,1.35,07032
7,33,542,13,2.4,512,94.46,8,1.48,9,1.66,07033
7,34,520,13,2.5,491,94.42,6,1.15,10,1.92,07034
7,35,481,22,4.57,445,92.52,5,1.04,9,1.87,07035
7,36,550,15,2.73,518,94.18,8,1.45,9,1.64,07036
7,37,491,17,3.46,460,93.69,7,1.43,7,1.43,07037
7,38,434,17,3.92,406,93.55,5,1.15,6,1.38,07038
7,39,422,14,3.32,398,94.31,5,1.18,5,1.18,07039
7,40,425,15,3.53,400,94.12,5,1.18,5,1.18,07040
7,41,456,11,2.41,435,95.39,3,0.66,7,1.54,07041
7,42,427,14,3.28,410,96.02,1,0.23,2,0.47,07042
7,43,450,18,4.0,420,93.33,6,1.33,6,1.33,07043
7,44,432,11,2.55,414,95.83,3,0.69,4,0.93,07044
7,45,524,23,4.39,486,92.75,8,1.53,7,1.34,07045
7,46,188,9,4.79,174,92.55,4,2.13,1,0.53,07046
8,1,416,11,2.64,395,94.95,4,0.96,6,1.44,08001
8,2,493,17,3.45,456,92.49,12,2.43,8,1.62,08002
8,3,480,11,2.29,457,95.21,3,0.63,9,1.88,08003
8,4,495,7,1.41,475,95.96,7,1.41,6,1.21,08004
8,5,483,14,2.9,457,94.62,3,0.62,9,1.86,08005
8,6,479,13,2.71,460,96.03,4,0.84,2,0.42,08006
8,7,548,12,2.19,524,95.62,6,1.09,6,1.09,08007
8,8,439,12,2.73,412,93.85,2,0.46,13,2.96,08008
8,9,322,15,4.66,294,91.3,7,2.17,6,1.86,08009
8,10,546,26,4.76,507,92.86,6,1.1,7,1.28,08010
8,11,441,19,4.31,406,92.06,6,1.36,10,2.27,08011
8,12,439,10,2.28,410,93.39,7,1.59,12,2.73,08012
8,13,565,24,4.25,531,93.98,1,0.18,9,1.59,08013
8,14,471,20,4.25,431,91.51,10,2.12,10,2.12,08014
8,15,487,15,3.08,462,94.87,4,0.82,6,1.23,08015
8,16,185,10,5.41,172,92.97,1,0.54,2,1.08,08016
8,17,393,8,2.04,378,96.18,2,0.51,5,1.27,08017
8,18,547,19,3.47,517,94.52,8,1.46,3,0.55,08018
8,19,496,13,2.62,472,95.16,5,1.01,6,1.21,08019
8,20,514,15,2.92,483,93.97,3,0.58,13,2.53,08020
8,21,645,10,1.55,622,96.43,6,0.93,7,1.09,08021
8,22,446,9,2.02,426,95.52,6,1.35,5,1.12,08022
8,23,438,11,2.51,417,95.21,4,0.91,6,1.37,08023
8,24,299,5,1.67,285,95.32,3,1.0,6,2.01,08024
8,25,508,16,3.15,481,94.69,3,0.59,8,1.57,08025
8,26,505,13,2.57,481,95.25,5,0.99,6,1.19,08026
8,27,508,18,3.54,471,92.72,8,1.57,11,2.17,08027
8,28,500,16,3.2,478,95.6,5,1.0,1,0.2,08028
8,29,571,14,2.45,543,95.1,4,0.7,10,1.75,08029
8,30,533,17,3.19,501,94.0,9,1.69,6,1.13,08030
8,31,383,17,4.44,353,92.17,4,1.04,9,2.35,08031
8,32,404,7,1.73,389,96.29,6,1.49,2,0.5,08032
8,33,475,14,2.95,447,94.11,6,1.26,8,1.68,08033
8,34,437,5,1.14,425,97.25,3,0.69,4,0.92,08034
8,35,487,18,3.7,450,92.4,7,1.44,12,2.46,08035
8,36,511,5,0.98,498,97.46,2,0.39,6,1.17,08036
8,37,380,15,3.95,358,94.21,1,0.26,6,1.58,08037
8,38,315,5,1.59,298,94.6,6,1.9,6,1.9,08038
8,39,496,12,2.42,471,94.96,2,0.4,11,2.22,08039
8,40,384,16,4.17,357,92.97,5,1.3,6,1.56,08040
8,41,533,10,1.88,512,96.06,2,0.38,9,1.69,08041
8,42,644,18,2.8,607,94.25,9,1.4,10,1.55,08042
8,43,280,9,3.21,260,92.86,8,2.86,3,1.07,08043
8,44,333,7,2.1,314,94.29,4,1.2,8,2.4,08044
8,45,528,12,2.27,502,95.08,5,0.95,9,1.7,08045
8,46,413,15,3.63,392,94.92,4,0.97,2,0.48,08046
8,47,406,13,3.2,380,93.6,6,1.48,7,1.72,08047
8,48,477,16,3.35,444,93.08,4,0.84,13,2.73,08048
8,49,443,10,2.26,421,95.03,6,1.35,6,1.35,08049
8,50,476,17,3.57,448,94.12,4,0.84,7,1.47,08050
8,51,522,19,3.64,493,94.44,6,1.15,4,0.77,08051
8,52,603,23,3.81,572,94.86,3,0.5,5,0.83,08052
8,53,272,7,2.57,259,95.22,2,0.74,4,1.47,08053
8,54,476,18,3.78,443,93.07,5,1.05,10,2.1,08054
8,55,374,10,2.67,357,95.45,5,1.34,2,0.53,08055
8,56,498,6,1.2,478,95.98,7,1.41,7,1.41,08056
9,1,488,15,3.07,457,93.65,11,2.25,5,1.02,09001
9,2,437,8,1.83,424,97.03,3,0.69,2,0.46,09002
9,3,467,6,1.28,453,97.0,4,0.86,4,0.86,09003
9,4,387,6,1.55,377,97.42,4,1.03,0,0.0,09004
9,5,415,5,1.2,401,96.63,4,0.96,5,1.2,09005
9,6,463,15,3.24,437,94.38,2,0.43,9,1.94,09006
9,7,376,17,4.52,348,92.55,7,1.86,4,1.06,09007
9,8,531,21,3.95,493,92.84,5,0.94,12,2.26,09008
9,9,528,17,3.22,495,93.75,6,1.14,10,1.89,09009
9,10,403,8,1.99,385,95.53,6,1.49,4,0.99,09010
9,11,387,16,4.13,363,93.8,2,0.52,6,1.55,09011
9,12,521,15,2.88,489,93.86,4,0.77,13,2.5,09012
9,13,486,13,2.67,464,95.47,6,1.23,3,0.62,09013
9,14,562,14,2.49,544,96.8,1,0.18,3,0.53,09014
9,15,613,22,3.59,558,91.03,15,2.45,18,2.94,09015
9,16,414,18,4.35,384,92.75,2,0.48,10,2.42,09016
9,17,445,13,2.92,413,92.81,10,2.25,9,2.02,09017
9,18,357,10,2.8,339,94.96,4,1.12,4,1.12,09018
9,19,445,14,3.15,423,95.06,6,1.35,2,0.45,09019
9,20,467,8,1.71,443,94.86,8,1.71,8,1.71,09020
9,21,429,14,3.26,403,93.94,6,1.4,6,1.4,09021
9,22,487,20,4.11,455,93.43,4,0.82,8,1.64,09022
9,23,499,10,2.0,479,95.99,6,1.2,4,0.8,09023
9,24,454,16,3.52,422,92.95,6,1.32,10,2.2,09024
9,25,461,13,2.82,435,94.36,5,1.08,8,1.74,09025
9,26,671,12,1.79,646,96.27,6,0.89,7,1.04,09026
9,27,450,8,1.78,435,96.67,2,0.44,5,1.11,09027
9,28,354,23,6.5,324,91.53,5,1.41,2,0.56,09028
9,29,487,23,4.72,457,93.84,2,0.41,5,1.03,09029
9,30,400,9,2.25,378,94.5,5,1.25,8,2.0,09030
9,31,400,17,4.25,372,93.0,5,1.25,6,1.5,09031
9,32,456,12,2.63,434,95.18,7,1.54,3,0.66,09032
9,33,402,13,3.23,381,94.78,5,1.24,3,0.75,09033
9,34,429,8,1.86,415,96.74,3,0.7,3,0.7,09034
9,35,444,11,2.48,426,95.95,3,0.68,4,0.9,09035
9,36,425,16,3.76,398,93.65,3,0.71,8,1.88,09036
9,37,588,76,12.93,486,82.65,8,1.36,18,3.06,09037
9,38,483,11,2.28,453,93.79,12,2.48,7,1.45,09038
9,39,502,9,1.79,482,96.02,4,0.8,7,1.39,09039
9,40,485,18,3.71,461,95.05,3,0.62,3,0.62,09040
9,41,391,15,3.84,366,93.61,5,1.28,5,1.28,09041
9,42,458,12,2.62,431,94.1,8,1.75,7,1.53,09042
9,43,485,9,1.86,463,95.46,4,0.82,9,1.86,09043
9,44,387,9,2.33,375,96.9,2,0.52,1,0.26,09044
9,45,444,13,2.93,420,94.59,3,0.68,8,1.8,09045
9,46,504,29,5.75,459,91.07,12,2.38,4,0.79,09046
9,47,488,13,2.66,466,95.49,3,0.61,6,1.23,09047
9,48,498,11,2.21,471,94.58,5,1.0,11,2.21,09048
9,49,495,10,2.02,475,95.96,4,0.81,6,1.21,09049
9,50,578,17,2.94,548,94.81,8,1.38,5,0.87,09050
9,51,446,20,4.48,417,93.5,4,0.9,5,1.12,09051
10,1,435,19,4.37,398,91.49,9,2.07,9,2.07,10001
10,2,434,139,32.03,270,62.21,13,3.0,12,2.76,10002
10,3,441,124,28.12,300,68.03,7,1.59,10,2.27,10003
10,4,440,27,6.14,390,88.64,11,2.5,12,2.73,10004
10,5,382,99,25.92,258,67.54,18,4.71,7,1.83,10005
10,6,402,74,18.41,302,75.12,15,3.73,11,2.74,10006
10,7,354,41,11.58,284,80.23,12,3.39,17,4.8,10007
