ward,precinct,total,Trump & Pence,Trump & Pence Percent,Clinton & Kaine,Clinton & Kaine Percent,Johnson & Weld,Johnson & Weld Percent,Stein & Baraka,Stein & Baraka Percent,precinct_id
41,44,591,283,47.88,268,45.35,36,6.09,4,0.68,41044
41,45,544,222,40.81,296,54.41,15,2.76,11,2.02,41045
41,46,563,251,44.58,281,49.91,23,4.09,8,1.42,41046
41,47,548,184,33.58,325,59.31,27,4.93,12,2.19,41047
42,1,626,162,25.88,443,70.77,13,2.08,8,1.28,42001
42,2,809,143,17.68,619,76.51,32,3.96,15,1.85,42002
42,3,750,122,16.27,581,77.47,38,5.07,9,1.2,42003
42,4,1249,253,20.26,930,74.46,48,3.84,18,1.44,42004
42,5,574,99,17.25,436,75.96,35,6.1,4,0.7,42005
42,6,653,156,23.89,462,70.75,25,3.83,10,1.53,42006
42,7,807,166,20.57,604,74.85,31,3.84,6,0.74,42007
42,8,622,114,18.33,477,76.69,17,2.73,14,2.25,42008
42,9,776,115,14.82,614,79.12,37,4.77,10,1.29,42009
42,10,897,162,18.06,690,76.92,33,3.68,12,1.34,42010
42,11,476,145,30.46,298,62.61,27,5.67,6,1.26,42011
42,12,559,113,20.21,412,73.7,31,5.55,3,0.54,42012
42,13,564,155,27.48,380,67.38,23,4.08,6,1.06,42013
42,14,877,186,21.21,648,73.89,40,4.56,3,0.34,42014
42,15,633,145,22.91,454,71.72,31,4.9,3,0.47,42015
42,16,727,124,17.06,554,76.2,38,5.23,11,1.51,42016
42,17,993,207,20.85,721,72.61,59,5.94,6,0.6,42017
42,18,891,172,19.3,646,72.5,68,7.63,5,0.56,42018
42,19,898,198,22.05,663,73.83,36,4.01,1,0.11,42019
42,20,791,170,21.49,583,73.7,33,4.17,5,0.63,42020
42,21,723,95,13.14,590,81.6,31,4.29,7,0.97,42021
42,22,392,93,23.72,275,70.15,18,4.59,6,1.53,42022
42,23,756,187,24.74,531,70.24,30,3.97,8,1.06,42023
42,24,699,142,20.31,529,75.68,21,3.0,7,1.0,42024
42,25,779,205,26.32,528,67.78,38,4.88,8,1.03,42025
42,26,830,169,20.36,615,74.1,33,3.98,13,1.57,42026
42,27,498,117,23.49,350,70.28,25,5.02,6,1.2,42027
42,28,797,195,24.47,565,70.89,27,3.39,10,1.25,42028
42,29,745,163,21.88,538,72.21,38,5.1,6,0.81,42029
42,30,558,127,22.76,398,71.33,25,4.48,8,1.43,42030
42,31,877,211,24.06,625,71.27,33,3.76,8,0.91,42031
42,32,777,169,21.75,552,71.04,47,6.05,9,1.16,42032
42,33,772,102,13.21,628,81.35,29,3.76,13,1.68,42033
42,34,616,159,25.81,418,67.86,28,4.55,11,1.79,42034
42,35,965,161,16.68,747,77.41,44,4.56,13,1.35,42035
42,36,1148,209,18.21,881,76.74,49,4.27,9,0.78,42036
42,37,528,109,20.64,388,73.48,25,4.73,6,1.14,42037
42,38,672,128,19.05,514,76.49,28,4.17,2,0.3,42038
42,39,835,157,18.8,623,74.61,46,5.51,9,1.08,42039
42,40,961,170,17.69,749,77.94,34,3.54,8,0.83,42040
42,41,722,102,14.13,575,79.64,37,5.12,8,1.11,42041
42,42,1126,147,13.06,913,81.08,51,4.53,15,1.33,42042
43,1,360,50,13.89,282,78.33,24,6.67,4,1.11,43001
43,2,697,115,16.5,530,76.04,40,5.74,12,1.72,43002
43,3,681,109,16.01,519,76.21,46,6.75,7,1.03,43003
43,4,922,178,19.31,689,74.73,49,5.31,6,0.65,43004
43,5,603,98,16.25,461,76.45,38,6.3,6,1.0,43005
43,6,508,68,13.39,398,78.35,39,7.68,3,0.59,43006
43,7,450,64,14.22,354,78.67,24,5.33,8,1.78,43007
43,8,545,92,16.88,425,77.98,24,4.4,4,0.73,43008
43,9,688,110,15.99,543,78.92,32,4.65,3,0.44,43009
43,10,773,132,17.08,590,76.33,42,5.43,9,1.16,43010
43,11,656,109,16.62,495,75.46,42,6.4,10,1.52,43011
43,12,497,74,14.89,393,79.07,25,5.03,5,1.01,43012
43,13,667,110,16.49,518,77.66,26,3.9,13,1.95,43013
43,14,639,90,14.08,501,78.4,37,5.79,11,1.72,43014
43,15,771,144,18.68,580,75.23,31,4.02,16,2.08,43015
43,16,801,117,14.61,603,75.28,70,8.74,11,1.37,43016
43,17,564,115,20.39,413,73.23,32,5.67,4,0.71,43017
43,18,743,124,16.69,565,76.04,43,5.79,11,1.48,43018
43,19,729,119,16.32,571,78.33,36,4.94,3,0.41,43019
43,20,745,113,15.17,591,79.33,32,4.3,9,1.21,43020
43,21,721,100,13.87,563,78.09,48,6.66,10,1.39,43021
43,22,488,69,14.14,390,79.92,21,4.3,8,1.64,43022
43,23,491,63,12.83,391,79.63,28,5.7,9,1.83,43023
43,24,571,120,21.02,428,74.96,15,2.63,8,1.4,43024
43,25,532,94,17.67,417,78.38,15,2.82,6,1.13,43025
43,26,426,51,11.97,352,82.63,18,4.23,5,1.17,43026
43,27,653,115,17.61,502,76.88,29,4.44,7,1.07,43027
43,28,874,149,17.05,669,76.54,41,4.69,15,1.72,43028
43,29,684,97,14.18,540,78.95,42,6.14,5,0.73,43029
43,30,865,110,12.72,693,80.12,52,6.01,10,1.16,43030
43,31,672,102,15.18,538,80.06,23,3.42,9,1.34,43031
43,32,761,100,13.14,608,79.89,38,4.99,15,1.97,43032
43,33,670,168,25.07,467,69.7,29,4.33,6,0.9,43033
43,34,490,83,16.94,377,76.94,25,5.1,5,1.02,43034
43,35,775,171,22.06,566,73.03,30,3.87,8,1.03,43035
43,36,405,77,19.01,304,75.06,21,5.19,3,0.74,43036
43,37,805,97,12.05,667,82.86,32,3.98,9,1.12,43037
43,38,565,118,20.88,408,72.21,33,5.84,6,1.06,43038
43,39,759,134,17.65,568,74.84,43,5.67,14,1.84,43039
43,40,547,70,12.8,441,80.62,29,5.3,7,1.28,43040
43,41,879,102,11.6,720,81.91,44,5.01,13,1.48,43041
43,42,646,82,12.69,515,79.72,44,6.81,5,0.77,43042
43,43,710,171,24.08,498,70.14,36,5.07,5,0.7,43043
43,44,650,109,16.77,508,78.15,24,3.69,9,1.38,43044
43,45,398,59,14.82,327,82.16,12,3.02,0,0.0,43045
43,46,404,55,13.61,313,77.48,30,7.43,6,1.49,43046
44,1,1104,120,10.87,933,84.51,36,3.26,15,1.36,44001
44,2,691,67,9.7,593,85.82,25,3.62,6,0.87,44002
44,3,436,77,17.66,345,79.13,10,2.29,4,0.92,44003
44,4,682,80,11.73,570,83.58,23,3.37,9,1.32,44004
44,5,789,79,10.01,671,85.04,32,4.06,7,0.89,44005
44,6,925,65,7.03,795,85.95,45,4.86,20,2.16,44006
44,7,517,118,22.82,376,72.73,16,3.09,7,1.35,44007
44,8,926,108,11.66,753,81.32,47,5.08,18,1.94,44008
44,9,674,87,12.91,533,79.08,45,6.68,9,1.34,44009
44,10,716,90,12.57,590,82.4,29,4.05,7,0.98,44010
44,11,775,98,12.65,624,80.52,38,4.9,15,1.94,44011
44,12,773,101,13.07,635,82.15,29,3.75,8,1.03,44012
44,13,621,66,10.63,505,81.32,44,7.09,6,0.97,44013
44,14,686,76,11.08,567,82.65,32,4.66,11,1.6,44014
44,15,655,101,15.42,523,79.85,20,3.05,11,1.68,44015
44,16,773,107,13.84,624,80.72,30,3.88,12,1.55,44016
44,17,929,79,8.5,814,87.62,23,2.48,13,1.4,44017
44,18,728,100,13.74,585,80.36,33,4.53,10,1.37,44018
44,19,849,98,11.54,712,83.86,25,2.94,14,1.65,44019
44,20,760,60,7.89,654,86.05,30,3.95,16,2.11,44020
44,21,851,71,8.34,741,87.07,32,3.76,7,0.82,44021
44,22,753,101,13.41,614,81.54,28,3.72,10,1.33,44022
44,23,728,67,9.2,610,83.79,33,4.53,18,2.47,44023
44,24,531,72,13.56,433,81.54,20,3.77,6,1.13,44024
44,25,724,79,10.91,587,81.08,45,6.22,13,1.8,44025
44,26,816,71,8.7,699,85.66,30,3.68,16,1.96,44026
44,27,805,74,9.19,669,83.11,54,6.71,8,0.99,44027
44,28,744,80,10.75,628,84.41,24,3.23,12,1.61,44028
44,29,815,110,13.5,659,80.86,41,5.03,5,0.61,44029
44,30,821,100,12.18,660,80.39,51,6.21,10,1.22,44030
44,31,641,77,12.01,517,80.66,38,5.93,9,1.4,44031
44,32,832,106,12.74,666,80.05,45,5.41,15,1.8,44032
44,33,738,46,6.23,664,89.97,16,2.17,12,1.63,44033
44,34,742,69,9.3,634,85.44,31,4.18,8,1.08,44034
44,35,843,114,13.52,676,80.19,40,4.74,13,1.54,44035
44,36,754,78,10.34,635,84.22,33,4.38,8,1.06,44036
44,37,780,62,7.95,680,87.18,30,3.85,8,1.03,44037
44,38,732,116,15.85,557,76.09,49,6.69,10,1.37,44038
44,39,714,91,12.75,566,79.27,50,7.0,7,0.98,44039
44,40,721,117,16.23,547,75.87,45,6.24,12,1.66,44040
44,41,935,114,12.19,774,82.78,33,3.53,14,1.5,44041
45,1,461,52,11.28,382,82.86,17,3.69,10,2.17,45001
45,2,459,42,9.15,388,84.53,14,3.05,15,3.27,45002
45,3,497,92,18.51,377,75.86,19,3.82,9,1.81,45003
45,4,640,104,16.25,502,78.44,15,2.34,19,2.97,45004
45,5,536,89,16.6,411,76.68,21,3.92,15,2.8,45005
45,6,646,103,15.94,499,77.24,32,4.95,12,1.86,45006
45,7,752,147,19.55,567,75.4,25,3.32,13,1.73,45007
45,8,554,106,19.13,419,75.63,14,2.53,15,2.71,45008
45,9,564,118,20.92,413,73.23,16,2.84,17,3.01,45009
45,10,585,137,23.42,415,70.94,23,3.93,10,1.71,45010
45,11,431,77,17.87,328,76.1,14,3.25,12,2.78,45011
45,12,517,116,22.44,366,70.79,18,3.48,17,3.29,45012
45,13,463,90,19.44,342,73.87,15,3.24,16,3.46,45013
45,14,699,154,22.03,511,73.1,17,2.43,17,2.43,45014
45,15,640,128,20.0,469,73.28,25,3.91,18,2.81,45015
45,16,453,119,26.27,310,68.43,13,2.87,11,2.43,45016
45,17,609,168,27.59,400,65.68,22,3.61,19,3.12,45017
45,18,563,171,30.37,366,65.01,14,2.49,12,2.13,45018
45,19,313,76,24.28,216,69.01,8,2.56,13,4.15,45019
45,20,420,113,26.9,289,68.81,15,3.57,3,0.71,45020
45,21,487,150,30.8,321,65.91,10,2.05,6,1.23,45021
45,22,525,150,28.57,345,65.71,15,2.86,15,2.86,45022
45,23,528,180,34.09,314,59.47,29,5.49,5,0.95,45023
45,24,425,153,36.0,252,59.29,17,4.0,3,0.71,45024
45,25,346,139,40.17,194,56.07,7,2.02,6,1.73,45025
45,26,304,131,43.09,159,52.3,7,2.3,7,2.3,45026
45,27,518,198,38.22,302,58.3,15,2.9,3,0.58,45027
45,28,456,147,32.24,283,62.06,17,3.73,9,1.97,45028
45,29,371,119,32.08,235,63.34,14,3.77,3,0.81,45029
45,30,509,83,16.31,401,78.78,13,2.55,12,2.36,45030
45,31,434,120,27.65,294,67.74,12,2.76,8,1.84,45031
45,32,462,116,25.11,325,70.35,13,2.81,8,1.73,45032
45,33,365,82,22.47,260,71.23,13,3.56,10,2.74,45033
45,34,561,127,22.64,405,72.19,16,2.85,13,2.32,45034
45,35,544,157,28.86,361,66.36,18,3.31,8,1.47,45035
45,36,536,174,32.46,341,63.62,14,2.61,7,1.31,45036
45,37,513,159,30.99,336,65.5,9,1.75,9,1.75,45037
45,38,464,140,30.17,302,65.09,16,3.45,6,1.29,45038
45,39,529,174,32.89,329,62.19,11,2.08,15,2.84,45039
45,40,526,176,33.46,334,63.5,11,2.09,5,0.95,45040
45,41,509,180,35.36,296,58.15,24,4.72,9,1.77,45041
45,42,523,193,36.9,303,57.93,18,3.44,9,1.72,45042
45,43,547,244,44.61,275,50.27,20,3.66,8,1.46,45043
45,44,514,189,36.77,296,57.59,24,4.67,5,0.97,45044
45,45,365,157,43.01,187,51.23,15,4.11,6,1.64,45045
45,46,437,177,40.5,230,52.63,21,4.81,9,2.06,45046
45,47,407,160,39.31,226,55.53,12,2.95,9,2.21,45047
45,48,431,210,48.72,206,47.8,11,2.55,4,0.93,45048
46,1,490,58,11.84,407,83.06,19,3.88,6,1.22,46001
46,2,578,43,7.44,499,86.33,18,3.11,18,3.11,46002
46,3,775,91,11.74,650,83.87,20,2.58,14,1.81,46003
46,4,590,33,5.59,528,89.49,15,2.54,14,2.37,46004
46,5,810,76,9.38,675,83.33,42,5.19,17,2.1,46005
46,6,644,40,6.21,575,89.29,8,1.24,21,3.26,46006
46,7,711,113,15.89,582,81.86,7,0.98,9,1.27,46007
46,8,504,58,11.51,434,86.11,3,0.6,9,1.79,46008
46,9,693,50,7.22,600,86.58,22,3.17,21,3.03,46009
46,10,1078,108,10.02,904,83.86,47,4.36,19,1.76,46010
46,11,668,140,20.96,505,75.6,16,2.4,7,1.05,46011
46,12,686,40,5.83,613,89.36,21,3.06,12,1.75,46012
46,13,656,65,9.91,551,83.99,25,3.81,15,2.29,46013
46,14,761,73,9.59,677,88.96,3,0.39,8,1.05,46014
46,15,704,85,12.07,589,83.66,19,2.7,11,1.56,46015
46,16,698,45,6.45,629,90.11,15,2.15,9,1.29,46016
46,17,746,108,14.48,602,80.7,17,2.28,19,2.55,46017
46,18,743,95,12.79,607,81.7,31,4.17,10,1.35,46018
46,19,455,67,14.73,369,81.1,12,2.64,7,1.54,46019
46,20,554,40,7.22,496,89.53,6,1.08,12,2.17,46020
46,21,507,79,15.58,411,81.07,6,1.18,11,2.17,46021
46,22,518,52,10.04,417,80.5,20,3.86,29,5.6,46022
46,23,490,37,7.55,434,88.57,10,2.04,9,1.84,46023
46,24,715,88,12.31,598,83.64,24,3.36,5,0.7,46024
46,25,626,33,5.27,559,89.3,17,2.72,17,2.72,46025
46,26,655,39,5.95,589,89.92,19,2.9,8,1.22,46026
46,27,821,67,8.16,710,86.48,29,3.53,15,1.83,46027
46,28,626,74,11.82,529,84.5,14,2.24,9,1.44,46028
46,29,579,63,10.88,494,85.32,15,2.59,7,1.21,46029
46,30,689,47,6.82,617,89.55,15,2.18,10,1.45,46030
46,31,715,45,6.29,628,87.83,30,4.2,12,1.68,46031
46,32,672,51,7.59,604,89.88,8,1.19,9,1.34,46032
46,33,757,89,11.76,637,84.15,21,2.77,10,1.32,46033
46,34,774,54,6.98,685,88.5,22,2.84,13,1.68,46034
46,35,800,63,7.88,709,88.63,20,2.5,8,1.0,46035
46,36,629,83,13.2,518,82.35,24,3.82,4,0.64,46036
46,37,501,39,7.78,448,89.42,3,0.6,11,2.2,46037
46,38,721,56,7.77,643,89.18,16,2.22,6,0.83,46038
46,39,657,93,14.16,533,81.13,21,3.2,10,1.52,46039
46,40,558,48,8.6,483,86.56,12,2.15,15,2.69,46040
47,1,418,47,11.24,351,83.97,14,3.35,6,1.44,47001
47,2,658,91,13.83,532,80.85,31,4.71,4,0.61,47002
47,3,638,99,15.52,504,79.0,27,4.23,8,1.25,47003
47,4,666,82,12.31,547,82.13,24,3.6,13,1.95,47004
47,5,693,57,8.23,600,86.58,23,3.32,13,1.88,47005
47,6,764,89,11.65,631,82.59,35,4.58,9,1.18,47006
47,7,598,74,12.37,496,82.94,16,2.68,12,2.01,47007
47,8,655,62,9.47,557,85.04,29,4.43,7,1.07,47008
47,9,618,72,11.65,501,81.07,29,4.69,16,2.59,47009
47,10,822,60,7.3,716,87.1,26,3.16,20,2.43,47010
47,11,682,65,9.53,573,84.02,33,4.84,11,1.61,47011
47,12,697,59,8.46,600,86.08,20,2.87,18,2.58,47012
47,13,603,55,9.12,524,86.9,12,1.99,12,1.99,47013
47,14,589,65,11.04,496,84.21,21,3.57,7,1.19,47014
47,15,785,43,5.48,698,88.92,20,2.55,24,3.06,47015
47,16,609,89,14.61,490,80.46,16,2.63,14,2.3,47016
47,17,624,97,15.54,480,76.92,32,5.13,15,2.4,47017
47,18,683,60,8.78,580,84.92,28,4.1,15,2.2,47018
47,19,822,37,4.5,746,90.75,20,2.43,19,2.31,47019
47,20,614,69,11.24,501,81.6,24,3.91,20,3.26,47020
47,21,599,70,11.69,497,82.97,20,3.34,12,2.0,47021
47,22,719,72,10.01,610,84.84,22,3.06,15,2.09,47022
47,23,697,41,5.88,626,89.81,12,1.72,18,2.58,47023
47,24,685,58,8.47,585,85.4,31,4.53,11,1.61,47024
47,25,772,71,9.2,657,85.1,34,4.4,10,1.3,47025
47,26,903,63,6.98,803,88.93,26,2.88,11,1.22,47026
47,27,592,58,9.8,490,82.77,31,5.24,13,2.2,47027
47,28,608,69,11.35,513,84.38,18,2.96,8,1.32,47028
47,29,683,87,12.74,555,81.26,27,3.95,14,2.05,47029
47,30,814,55,6.76,710,87.22,23,2.83,26,3.19,47030
47,31,642,53,8.26,548,85.36,19,2.96,22,3.43,47031
47,32,760,43,5.66,674,88.68,27,3.55,16,2.11,47032
47,33,661,82,12.41,539,81.54,32,4.84,8,1.21,47033
47,34,684,56,8.19,587,85.82,26,3.8,15,2.19,47034
47,35,670,81,12.09,550,82.09,24,3.58,15,2.24,47035
47,36,751,49,6.52,643,85.62,34,4.53,25,3.33,47036
47,37,704,74,10.51,597,84.8,16,2.27,17,2.41,47037
47,38,665,53,7.97,570,85.71,30,4.51,12,1.8,47038
47,39,654,58,8.87,559,85.47,21,3.21,16,2.45,47039
47,40,620,52,8.39,526,84.84,26,4.19,16,2.58,47040
47,41,758,62,8.18,656,86.54,27,3.56,13,1.72,47041
47,42,644,38,5.9,557,86.49,19,2.95,30,4.66,47042
47,43,648,98,15.12,509,78.55,30,4.63,11,1.7,47043
47,44,676,103,15.24,549,81.21,20,2.96,4,0.59,47044
47,45,625,57,9.12,533,85.28,20,3.2,15,2.4,47045
47,46,579,98,16.93,452,78.07,21,3.63,8,1.38,47046
47,47,798,98,12.28,653,81.83,33,4.14,14,1.75,47047
47,48,72,13,18.06,58,80.56,1,1.39,0,0.0,47048
48,1,579,37,6.39,509,87.91,8,1.38,25,4.32,48001
48,2,294,27,9.18,250,85.03,12,4.08,5,1.7,48002
48,3,774,65,8.4,688,88.89,10,1.29,11,1.42,48003
48,4,625,43,6.88,560,89.6,8,1.28,14,2.24,48004
48,5,335,30,8.96,288,85.97,5,1.49,12,3.58,48005
48,6,781,76,9.73,680,87.07,16,2.05,9,1.15,48006
48,7,627,32,5.1,577,92.03,10,1.59,8,1.28,48007
48,8,356,73,20.51,268,75.28,6,1.69,9,2.53,48008
48,9,454,82,18.06,353,77.75,8,1.76,11,2.42,48009
48,10,829,53,6.39,732,88.3,18,2.17,26,3.14,48010
48,11,490,24,4.9,446,91.02,11,2.24,9,1.84,48011
48,12,736,50,6.79,655,88.99,19,2.58,12,1.63,48012
48,13,778,116,14.91,637,81.88,11,1.41,14,1.8,48013
48,14,349,60,17.19,281,80.52,5,1.43,3,0.86,48014
48,15,442,47,10.63,367,83.03,13,2.94,15,3.39,48015
48,16,667,46,6.9,591,88.61,12,1.8,18,2.7,48016
48,17,592,42,7.09,525,88.68,10,1.69,15,2.53,48017
48,18,452,50,11.06,389,86.06,7,1.55,6,1.33,48018
48,19,418,22,5.26,369,88.28,13,3.11,14,3.35,48019
48,20,677,49,7.24,592,87.44,13,1.92,23,3.4,48020
48,21,808,79,9.78,699,86.51,17,2.1,13,1.61,48021
48,22,515,87,16.89,412,80.0,11,2.14,5,0.97,48022
48,23,708,97,13.7,594,83.9,12,1.69,5,0.71,48023
48,24,750,155,20.67,565,75.33,10,1.33,20,2.67,48024
48,25,535,28,5.23,485,90.65,10,1.87,12,2.24,48025
48,26,358,53,14.8,290,81.01,6,1.68,9,2.51,48026
48,27,1263,132,10.45,1058,83.77,40,3.17,33,2.61,48027
48,28,798,185,23.18,581,72.81,9,1.13,23,2.88,48028
48,29,304,41,13.49,255,83.88,7,2.3,1,0.33,48029
48,30,541,41,7.58,483,89.28,8,1.48,9,1.66,48030
48,31,928,74,7.97,800,86.21,26,2.8,28,3.02,48031
48,32,700,38,5.43,623,89.0,18,2.57,21,3.0,48032
48,33,345,54,15.65,281,81.45,2,0.58,8,2.32,48033
48,34,546,45,8.24,486,89.01,8,1.47,7,1.28,48034
48,35,444,70,15.77,356,80.18,6,1.35,12,2.7,48035
48,36,364,45,12.36,304,83.52,7,1.92,8,2.2,48036
48,37,648,36,5.56,579,89.35,16,2.47,17,2.62,48037
48,38,605,58,9.59,529,87.44,13,2.15,5,0.83,48038
48,39,514,87,16.93,411,79.96,7,1.36,9,1.75,48039
48,40,543,40,7.37,475,87.48,10,1.84,18,3.31,48040
48,41,811,50,6.17,720,88.78,16,1.97,25,3.08,48041
48,42,751,36,4.79,691,92.01,10,1.33,14,1.86,48042
48,43,644,60,9.32,550,85.4,9,1.4,25,3.88,48043
48,44,745,30,4.03,678,91.01,21,2.82,16,2.15,48044
48,45,474,38,8.02,422,89.03,8,1.69,6,1.27,48045
48,46,425,59,13.88,345,81.18,11,2.59,10,2.35,48046
49,1,470,23,4.89,421,89.57,5,1.06,21,4.47,49001
49,2,416,26,6.25,362,87.02,9,2.16,19,4.57,49002
49,3,696,45,6.47,617,88.65,15,2.16,19,2.73,49003
49,4,781,38,4.87,693,88.73,20,2.56,30,3.84,49004
49,5,627,40,6.38,570,90.91,6,0.96,11,1.75,49005
49,6,599,34,5.68,524,87.48,14,2.34,27,4.51,49006
49,7,708,78,11.02,588,83.05,23,3.25,19,2.68,49007
49,8,541,50,9.24,472,87.25,9,1.66,10,1.85,49008
49,9,673,62,9.21,582,86.48,16,2.38,13,1.93,49009
49,10,612,52,8.5,525,85.78,15,2.45,20,3.27,49010
49,11,762,48,6.3,677,88.85,11,1.44,26,3.41,49011
49,12,910,60,6.59,774,85.05,26,2.86,50,5.49,49012
49,13,771,66,8.56,666,86.38,24,3.11,15,1.95,49013
49,14,540,51,9.44,460,85.19,11,2.04,18,3.33,49014
49,15,517,39,7.54,452,87.43,9,1.74,17,3.29,49015
49,16,619,63,10.18,529,85.46,15,2.42,12,1.94,49016
49,17,501,77,15.37,393,78.44,15,2.99,16,3.19,49017
49,18,804,37,4.6,707,87.94,23,2.86,37,4.6,49018
49,19,614,21,3.42,569,92.67,9,1.47,15,2.44,49019
49,20,913,51,5.59,820,89.81,8,0.88,34,3.72,49020
49,21,406,39,9.61,355,87.44,5,1.23,7,1.72,49021
49,22,659,56,8.5,577,87.56,10,1.52,16,2.43,49022
49,23,757,37,4.89,670,88.51,14,1.85,36,4.76,49023
49,24,588,40,6.8,528,89.8,7,1.19,13,2.21,49024
49,25,860,65,7.56,749,87.09,18,2.09,28,3.26,49025
49,26,758,127,16.75,581,76.65,21,2.77,29,3.83,49026
49,27,794,61,7.68,688,86.65,20,2.52,25,3.15,49027
49,28,844,55,6.52,743,88.03,27,3.2,19,2.25,49028
49,29,745,46,6.17,645,86.58,17,2.28,37,4.97,49029
49,30,752,76,10.11,647,86.04,14,1.86,15,1.99,49030
49,31,526,45,8.56,466,88.59,1,0.19,14,2.66,49031
49,32,669,38,5.68,603,90.13,9,1.35,19,2.84,49032
49,33,558,30,5.38,503,90.14,11,1.97,14,2.51,49033
50,1,518,196,37.84,285,55.02,27,5.21,10,1.93,50001
50,2,342,128,37.43,199,58.19,8,2.34,7,2.05,50002
50,3,430,161,37.44,252,58.6,17,3.95,0,0.0,50003
50,4,571,111,19.44,436,76.36,15,2.63,9,1.58,50004
50,5,391,186,47.57,190,48.59,9,2.3,6,1.53,50005
50,6,584,115,19.69,437,74.83,18,3.08,14,2.4,50006
50,7,578,69,11.94,482,83.39,17,2.94,10,1.73,50007
50,8,556,58,10.43,478,85.97,7,1.26,13,2.34,50008
50,9,433,93,21.48,328,75.75,6,1.39,6,1.39,50009
50,10,594,202,34.01,361,60.77,18,3.03,13,2.19,50010
50,11,369,220,59.62,131,35.5,14,3.79,4,1.08,50011
50,12,246,80,32.52,150,60.98,12,4.88,4,1.63,50012
50,13,666,71,10.66,563,84.53,9,1.35,23,3.45,50013
50,14,178,70,39.33,100,56.18,6,3.37,2,1.12,50014
50,15,562,83,14.77,456,81.14,9,1.6,14,2.49,50015
50,16,180,72,40.0,105,58.33,3,1.67,0,0.0,50016
50,17,533,144,27.02,380,71.29,3,0.56,6,1.13,50017
50,18,117,54,46.15,57,48.72,5,4.27,1,0.85,50018
50,19,413,61,14.77,331,80.15,4,0.97,17,4.12,50019
50,20,563,79,14.03,450,79.93,14,2.49,20,3.55,50020
50,21,464,101,21.77,349,75.22,10,2.16,4,0.86,50021
50,22,504,196,38.89,287,56.94,10,1.98,11,2.18,50022
50,23,371,103,27.76,256,69.0,9,2.43,3,0.81,50023
50,24,467,267,57.17,185,39.61,12,2.57,3,0.64,50024
50,25,473,239,50.53,220,46.51,9,1.9,5,1.06,50025
50,26,621,126,20.29,480,77.29,9,1.45,6,0.97,50026
50,27,172,62,36.05,107,62.21,1,0.58,2,1.16,50027
50,28,645,104,16.12,525,81.4,4,0.62,12,1.86,50028
50,29,568,62,10.92,488,85.92,7,1.23,11,1.94,50029
50,30,406,42,10.34,350,86.21,6,1.48,8,1.97,50030
50,31,675,69,10.22,592,87.7,7,1.04,7,1.04,50031
50,32,684,60,8.77,594,86.84,15,2.19,15,2.19,50032
50,33,432,211,48.84,201,46.53,14,3.24,6,1.39,50033
50,34,671,161,23.99,476,70.94,22,3.28,12,1.79,50034
50,35,638,87,13.64,527,82.6,12,1.88,12,1.88,50035
50,36,476,96,20.17,363,76.26,13,2.73,4,0.84,50036
50,37,523,72,13.77,428,81.84,9,1.72,14,2.68,50037
50,38,220,60,27.27,154,70.0,4,1.82,2,0.91,50038
50,39,417,144,34.53,257,61.63,10,2.4,6,1.44,50039
50,40,537,299,55.68,217,40.41,12,2.23,9,1.68,50040
