ward,precinct,total,Rossana P. Fernandez,Rossana P. Fernandez Percent,precinct_id
2,31,499,499,100.0,02031
2,32,381,381,100.0,02032
2,33,611,611,100.0,02033
2,34,337,337,100.0,02034
2,35,583,583,100.0,02035
2,36,331,331,100.0,02036
2,37,393,393,100.0,02037
2,38,365,365,100.0,02038
2,39,272,272,100.0,02039
2,40,517,517,100.0,02040
2,41,468,468,100.0,02041
2,42,497,497,100.0,02042
2,43,610,610,100.0,02043
2,44,277,277,100.0,02044
2,45,423,423,100.0,02045
2,46,243,243,100.0,02046
3,1,520,520,100.0,03001
3,2,539,539,100.0,03002
3,3,359,359,100.0,03003
3,4,517,517,100.0,03004
3,5,342,342,100.0,03005
3,6,517,517,100.0,03006
3,7,283,283,100.0,03007
3,8,448,448,100.0,03008
3,9,452,452,100.0,03009
3,10,277,277,100.0,03010
3,11,477,477,100.0,03011
3,12,423,423,100.0,03012
3,13,521,521,100.0,03013
3,14,502,502,100.0,03014
3,15,484,484,100.0,03015
3,16,459,459,100.0,03016
3,17,583,583,100.0,03017
3,18,687,687,100.0,03018
3,19,492,492,100.0,03019
3,20,479,479,100.0,03020
3,21,470,470,100.0,03021
3,22,644,644,100.0,03022
3,23,409,409,100.0,03023
3,24,428,428,100.0,03024
3,25,709,709,100.0,03025
3,26,499,499,100.0,03026
3,27,557,557,100.0,03027
3,28,279,279,100.0,03028
3,29,529,529,100.0,03029
3,30,442,442,100.0,03030
3,31,563,563,100.0,03031
3,32,542,542,100.0,03032
3,33,562,562,100.0,03033
3,34,565,565,100.0,03034
3,35,247,247,100.0,03035
3,36,300,300,100.0,03036
3,37,427,427,100.0,03037
3,38,387,387,100.0,03038
3,39,631,631,100.0,03039
3,40,501,501,100.0,03040
3,41,360,360,100.0,03041
4,1,590,590,100.0,04001
4,2,574,574,100.0,04002
4,3,454,454,100.0,04003
4,4,625,625,100.0,04004
4,5,465,465,100.0,04005
4,6,544,544,100.0,04006
4,7,582,582,100.0,04007
4,8,545,545,100.0,04008
4,9,503,503,100.0,04009
4,10,538,538,100.0,04010
4,11,497,497,100.0,04011
4,12,553,553,100.0,04012
4,13,564,564,100.0,04013
4,14,490,490,100.0,04014
4,15,594,594,100.0,04015
4,16,679,679,100.0,04016
4,17,614,614,100.0,04017
4,18,425,425,100.0,04018
4,19,463,463,100.0,04019
4,20,371,371,100.0,04020
4,21,651,651,100.0,04021
4,22,474,474,100.0,04022
4,23,613,613,100.0,04023
4,24,437,437,100.0,04024
4,25,539,539,100.0,04025
4,26,459,459,100.0,04026
4,27,570,570,100.0,04027
4,28,449,449,100.0,04028
4,29,498,498,100.0,04029
4,30,625,625,100.0,04030
4,31,469,469,100.0,04031
4,32,545,545,100.0,04032
4,33,494,494,100.0,04033
4,34,437,437,100.0,04034
4,35,584,584,100.0,04035
4,36,543,543,100.0,04036
4,37,758,758,100.0,04037
4,38,510,510,100.0,04038
5,1,425,425,100.0,05001
5,2,399,399,100.0,05002
5,3,463,463,100.0,05003
5,4,563,563,100.0,05004
5,5,406,406,100.0,05005
5,6,392,392,100.0,05006
5,7,439,439,100.0,05007
5,8,460,460,100.0,05008
5,9,517,517,100.0,05009
5,10,393,393,100.0,05010
5,11,474,474,100.0,05011
5,12,372,372,100.0,05012
5,13,394,394,100.0,05013
5,14,364,364,100.0,05014
5,15,417,417,100.0,05015
5,16,449,449,100.0,05016
5,17,390,390,100.0,05017
5,18,450,450,100.0,05018
5,19,426,426,100.0,05019
5,20,503,503,100.0,05020
5,21,498,498,100.0,05021
5,22,483,483,100.0,05022
5,23,780,780,100.0,05023
5,24,491,491,100.0,05024
5,25,427,427,100.0,05025
5,26,482,482,100.0,05026
5,27,617,617,100.0,05027
5,28,469,469,100.0,05028
5,29,502,502,100.0,05029
5,30,362,362,100.0,05030
5,31,367,367,100.0,05031
5,32,484,484,100.0,05032
5,33,468,468,100.0,05033
5,34,550,550,100.0,05034
5,35,456,456,100.0,05035
5,36,280,280,100.0,05036
5,37,448,448,100.0,05037
5,38,437,437,100.0,05038
5,39,346,346,100.0,05039
5,40,339,339,100.0,05040
5,41,229,229,100.0,05041
6,1,375,375,100.0,06001
6,2,406,406,100.0,06002
6,3,399,399,100.0,06003
6,4,317,317,100.0,06004
6,5,311,311,100.0,06005
6,6,366,366,100.0,06006
6,7,398,398,100.0,06007
6,8,408,408,100.0,06008
6,9,400,400,100.0,06009
6,10,265,265,100.0,06010
6,11,329,329,100.0,06011
6,12,320,320,100.0,06012
6,13,288,288,100.0,06013
6,14,398,398,100.0,06014
6,15,365,365,100.0,06015
6,16,368,368,100.0,06016
6,17,308,308,100.0,06017
6,18,304,304,100.0,06018
6,19,361,361,100.0,06019
6,20,263,263,100.0,06020
6,21,257,257,100.0,06021
6,22,298,298,100.0,06022
6,23,220,220,100.0,06023
6,24,224,224,100.0,06024
6,25,235,235,100.0,06025
6,26,317,317,100.0,06026
6,27,261,261,100.0,06027
6,28,242,242,100.0,06028
6,29,391,391,100.0,06029
6,30,353,353,100.0,06030
6,31,395,395,100.0,06031
6,32,370,370,100.0,06032
6,33,390,390,100.0,06033
6,34,418,418,100.0,06034
6,35,366,366,100.0,06035
6,36,417,417,100.0,06036
6,37,390,390,100.0,06037
6,38,399,399,100.0,06038
6,39,360,360,100.0,06039
6,40,333,333,100.0,06040
6,41,389,389,100.0,06041
6,42,429,429,100.0,06042
6,43,338,338,100.0,06043
6,44,422,422,100.0,06044
6,45,428,428,100.0,06045
6,46,279,279,100.0,06046
6,47,297,297,100.0,06047
6,48,388,388,100.0,06048
7,1,356,356,100.0,07001
7,2,394,394,100.0,07002
7,3,364,364,100.0,07003
7,4,346,346,100.0,07004
7,5,307,307,100.0,07005
7,6,482,482,100.0,07006
7,7,399,399,100.0,07007
7,8,306,306,100.0,07008
7,9,590,590,100.0,07009
7,10,418,418,100.0,07010
7,11,451,451,100.0,07011
7,12,336,336,100.0,07012
7,13,230,230,100.0,07013
7,14,404,404,100.0,07014
7,15,373,373,100.0,07015
7,16,338,338,100.0,07016
7,17,331,331,100.0,07017
7,18,359,359,100.0,07018
7,19,339,339,100.0,07019
7,20,286,286,100.0,07020
7,21,320,320,100.0,07021
7,22,325,325,100.0,07022
7,23,364,364,100.0,07023
7,24,317,317,100.0,07024
7,25,366,366,100.0,07025
7,26,302,302,100.0,07026
7,27,309,309,100.0,07027
7,28,300,300,100.0,07028
7,29,323,323,100.0,07029
7,30,309,309,100.0,07030
7,31,243,243,100.0,07031
7,32,488,488,100.0,07032
7,33,461,461,100.0,07033
7,34,413,413,100.0,07034
7,35,378,378,100.0,07035
7,36,453,453,100.0,07036
7,37,385,385,100.0,07037
7,38,335,335,100.0,07038
7,39,344,344,100.0,07039
7,40,319,319,100.0,07040
7,41,347,347,100.0,07041
7,42,339,339,100.0,07042
7,43,354,354,100.0,07043
7,44,334,334,100.0,07044
7,45,401,401,100.0,07045
7,46,135,135,100.0,07046
8,1,303,303,100.0,08001
8,2,398,398,100.0,08002
8,3,395,395,100.0,08003
8,4,416,416,100.0,08004
8,5,405,405,100.0,08005
8,6,421,421,100.0,08006
8,7,434,434,100.0,08007
8,8,354,354,100.0,08008
8,9,265,265,100.0,08009
8,10,469,469,100.0,08010
8,11,361,361,100.0,08011
8,12,349,349,100.0,08012
8,13,429,429,100.0,08013
8,14,367,367,100.0,08014
8,15,383,383,100.0,08015
8,16,141,141,100.0,08016
8,17,325,325,100.0,08017
8,18,412,412,100.0,08018
8,19,428,428,100.0,08019
8,20,423,423,100.0,08020
8,21,517,517,100.0,08021
8,22,353,353,100.0,08022
8,23,363,363,100.0,08023
8,24,249,249,100.0,08024
8,25,409,409,100.0,08025
8,26,396,396,100.0,08026
8,27,418,418,100.0,08027
8,28,407,407,100.0,08028
8,29,483,483,100.0,08029
8,30,402,402,100.0,08030
8,31,297,297,100.0,08031
8,32,318,318,100.0,08032
8,33,361,361,100.0,08033
8,34,350,350,100.0,08034
8,35,401,401,100.0,08035
8,36,403,403,100.0,08036
8,37,309,309,100.0,08037
8,38,247,247,100.0,08038
8,39,385,385,100.0,08039
8,40,306,306,100.0,08040
8,41,401,401,100.0,08041
8,42,495,495,100.0,08042
8,43,207,207,100.0,08043
8,44,262,262,100.0,08044
8,45,402,402,100.0,08045
8,46,319,319,100.0,08046
8,47,327,327,100.0,08047
8,48,377,377,100.0,08048
8,49,368,368,100.0,08049
8,50,396,396,100.0,08050
8,51,410,410,100.0,08051
8,52,495,495,100.0,08052
8,53,215,215,100.0,08053
8,54,380,380,100.0,08054
8,55,303,303,100.0,08055
8,56,382,382,100.0,08056
9,1,399,399,100.0,09001
9,2,363,363,100.0,09002
9,3,329,329,100.0,09003
9,4,300,300,100.0,09004
9,5,312,312,100.0,09005
9,6,368,368,100.0,09006
9,7,278,278,100.0,09007
9,8,419,419,100.0,09008
9,9,400,400,100.0,09009
9,10,318,318,100.0,09010
9,11,299,299,100.0,09011
9,12,420,420,100.0,09012
9,13,390,390,100.0,09013
9,14,466,466,100.0,09014
9,15,418,418,100.0,09015
9,16,338,338,100.0,09016
9,17,349,349,100.0,09017
9,18,281,281,100.0,09018
9,19,362,362,100.0,09019
9,20,367,367,100.0,09020
9,21,336,336,100.0,09021
9,22,392,392,100.0,09022
9,23,407,407,100.0,09023
9,24,364,364,100.0,09024
9,25,384,384,100.0,09025
9,26,512,512,100.0,09026
9,27,349,349,100.0,09027
9,28,283,283,100.0,09028
9,29,350,350,100.0,09029
9,30,300,300,100.0,09030
9,31,301,301,100.0,09031
9,32,363,363,100.0,09032
9,33,311,311,100.0,09033
9,34,354,354,100.0,09034
9,35,366,366,100.0,09035
9,36,328,328,100.0,09036
9,37,442,442,100.0,09037
9,38,377,377,100.0,09038
9,39,417,417,100.0,09039
9,40,396,396,100.0,09040
9,41,314,314,100.0,09041
9,42,371,371,100.0,09042
9,43,372,372,100.0,09043
9,44,309,309,100.0,09044
9,45,340,340,100.0,09045
9,46,373,373,100.0,09046
9,47,403,403,100.0,09047
9,48,393,393,100.0,09048
9,49,388,388,100.0,09049
9,50,484,484,100.0,09050
9,51,386,386,100.0,09051
10,1,314,314,100.0,10001
10,2,288,288,100.0,10002
10,3,309,309,100.0,10003
10,4,337,337,100.0,10004
10,5,256,256,100.0,10005
10,6,294,294,100.0,10006
10,7,271,271,100.0,10007
10,8,280,280,100.0,10008
10,9,294,294,100.0,10009
10,10,337,337,100.0,10010
10,11,460,460,100.0,10011
10,12,249,249,100.0,10012
10,13,442,442,100.0,10013
10,14,449,449,100.0,10014
10,15,708,708,100.0,10015
10,16,268,268,100.0,10016
10,17,384,384,100.0,10017
10,18,259,259,100.0,10018
10,19,357,357,100.0,10019
10,20,338,338,100.0,10020
10,21,365,365,100.0,10021
10,22,243,243,100.0,10022
10,23,343,343,100.0,10023
10,24,310,310,100.0,10024
10,25,124,124,100.0,10025
10,26,306,306,100.0,10026
10,27,399,399,100.0,10027
10,28,407,407,100.0,10028
10,29,340,340,100.0,10029
10,30,357,357,100.0,10030
10,31,294,294,100.0,10031
10,32,351,351,100.0,10032
10,33,281,281,100.0,10033
10,34,276,276,100.0,10034
10,35,329,329,100.0,10035
10,36,80,80,100.0,10036
11,1,375,375,100.0,11001
11,2,63,63,100.0,11002
11,3,370,370,100.0,11003
11,4,346,346,100.0,11004
11,5,528,528,100.0,11005
11,6,562,562,100.0,11006
11,7,722,722,100.0,11007
11,8,356,356,100.0,11008
11,9,306,306,100.0,11009
11,10,322,322,100.0,11010
11,11,414,414,100.0,11011
11,12,456,456,100.0,11012
11,13,395,395,100.0,11013
11,14,178,178,100.0,11014
11,15,128,128,100.0,11015
11,16,236,236,100.0,11016
11,17,455,455,100.0,11017
11,18,299,299,100.0,11018
11,19,496,496,100.0,11019
11,20,248,248,100.0,11020
11,21,459,459,100.0,11021
11,22,447,447,100.0,11022
11,23,206,206,100.0,11023
11,24,425,425,100.0,11024
11,25,432,432,100.0,11025
11,26,420,420,100.0,11026
11,27,148,148,100.0,11027
11,28,167,167,100.0,11028
11,29,386,386,100.0,11029
11,30,172,172,100.0,11030
11,31,364,364,100.0,11031
11,32,170,170,100.0,11032
11,33,463,463,100.0,11033
11,34,105,105,100.0,11034
11,35,71,71,100.0,11035
11,36,167,167,100.0,11036
11,37,100,100,100.0,11037
11,38,197,197,100.0,11038
12,1,393,393,100.0,12001
12,2,303,303,100.0,12002
12,3,464,464,100.0,12003
12,4,380,380,100.0,12004
12,5,298,298,100.0,12005
12,6,371,371,100.0,12006
12,7,401,401,100.0,12007
12,8,381,381,100.0,12008
12,9,314,314,100.0,12009
12,10,454,454,100.0,12010
12,11,401,401,100.0,12011
12,12,391,391,100.0,12012
12,13,401,401,100.0,12013
12,14,358,358,100.0,12014
12,15,340,340,100.0,12015
12,16,362,362,100.0,12016
12,17,423,423,100.0,12017
12,18,325,325,100.0,12018
12,19,364,364,100.0,12019
12,20,483,483,100.0,12020
12,21,404,404,100.0,12021
12,22,364,364,100.0,12022
12,23,374,374,100.0,12023
13,1,260,260,100.0,13001
13,2,219,219,100.0,13002
13,3,257,257,100.0,13003
13,4,298,298,100.0,13004
13,5,391,391,100.0,13005
13,6,258,258,100.0,13006
13,7,280,280,100.0,13007
13,8,243,243,100.0,13008
13,9,333,333,100.0,13009
13,10,234,234,100.0,13010
13,11,307,307,100.0,13011
13,12,285,285,100.0,13012
13,13,325,325,100.0,13013
13,14,328,328,100.0,13014
13,15,517,517,100.0,13015
13,16,263,263,100.0,13016
13,17,282,282,100.0,13017
13,18,232,232,100.0,13018
13,19,381,381,100.0,13019
13,20,174,174,100.0,13020
13,21,303,303,100.0,13021
13,22,302,302,100.0,13022
13,23,286,286,100.0,13023
13,24,294,294,100.0,13024
13,25,317,317,100.0,13025
13,26,318,318,100.0,13026
13,27,297,297,100.0,13027
13,28,260,260,100.0,13028
13,29,291,291,100.0,13029
13,30,275,275,100.0,13030
13,31,283,283,100.0,13031
13,32,229,229,100.0,13032
13,33,269,269,100.0,13033
13,34,380,380,100.0,13034
13,35,295,295,100.0,13035
13,36,233,233,100.0,13036
13,37,388,388,100.0,13037
13,38,233,233,100.0,13038
13,39,339,339,100.0,13039
13,40,273,273,100.0,13040
13,41,406,406,100.0,13041
13,42,244,244,100.0,13042
13,43,328,328,100.0,13043
13,44,352,352,100.0,13044
13,45,334,334,100.0,13045
13,46,430,430,100.0,13046
13,47,390,390,100.0,13047
13,48,252,252,100.0,13048
14,1,309,309,100.0,14001
14,2,471,471,100.0,14002
14,3,421,421,100.0,14003
14,4,301,301,100.0,14004
14,5,520,520,100.0,14005
14,6,203,203,100.0,14006
14,7,470,470,100.0,14007
14,8,431,431,100.0,14008
14,9,373,373,100.0,14009
14,10,241,241,100.0,14010
14,11,202,202,100.0,14011
14,12,387,387,100.0,14012
14,13,306,306,100.0,14013
14,14,392,392,100.0,14014
14,15,437,437,100.0,14015
14,16,252,252,100.0,14016
14,17,324,324,100.0,14017
14,18,131,131,100.0,14018
14,19,392,392,100.0,14019
14,20,270,270,100.0,14020
14,21,346,346,100.0,14021
14,22,434,434,100.0,14022
14,23,252,252,100.0,14023
14,24,364,364,100.0,14024
14,25,225,225,100.0,14025
14,26,288,288,100.0,14026
14,27,373,373,100.0,14027
14,28,287,287,100.0,14028
14,29,318,318,100.0,14029
14,30,244,244,100.0,14030
14,31,231,231,100.0,14031
15,1,363,363,100.0,15001
15,2,251,251,100.0,15002
15,3,271,271,100.0,15003
15,4,364,364,100.0,15004
15,5,363,363,100.0,15005
15,6,405,405,100.0,15006
15,7,264,264,100.0,15007
15,8,356,356,100.0,15008
15,9,457,457,100.0,15009
15,10,503,503,100.0,15010
15,11,480,480,100.0,15011
15,12,470,470,100.0,15012
15,13,380,380,100.0,15013
15,14,363,363,100.0,15014
15,15,322,322,100.0,15015
15,16,404,404,100.0,15016
15,17,275,275,100.0,15017
15,18,279,279,100.0,15018
15,19,316,316,100.0,15019
15,20,220,220,100.0,15020
15,21,241,241,100.0,15021
15,22,276,276,100.0,15022
15,23,311,311,100.0,15023
15,24,282,282,100.0,15024
16,1,420,420,100.0,16001
16,2,327,327,100.0,16002
16,3,276,276,100.0,16003
16,4,304,304,100.0,16004
16,5,276,276,100.0,16005
16,6,317,317,100.0,16006
16,7,297,297,100.0,16007
16,8,243,243,100.0,16008
16,9,343,343,100.0,16009
16,10,293,293,100.0,16010
16,11,331,331,100.0,16011
16,12,281,281,100.0,16012
16,13,365,365,100.0,16013
16,14,281,281,100.0,16014
16,15,296,296,100.0,16015
16,16,288,288,100.0,16016
16,17,391,391,100.0,16017
16,18,313,313,100.0,16018
16,19,296,296,100.0,16019
16,20,282,282,100.0,16020
16,21,258,258,100.0,16021
16,22,308,308,100.0,16022
16,23,356,356,100.0,16023
16,24,160,160,100.0,16024
16,25,332,332,100.0,16025
16,26,254,254,100.0,16026
16,27,263,263,100.0,16027
16,28,268,268,100.0,16028
16,29,283,283,100.0,16029
16,30,276,276,100.0,16030
16,31,327,327,100.0,16031
16,32,405,405,100.0,16032
16,33,268,268,100.0,16033
16,34,293,293,100.0,16034
16,35,393,393,100.0,16035
16,36,248,248,100.0,16036
17,1,335,335,100.0,17001
17,2,332,332,100.0,17002
17,3,372,372,100.0,17003
17,4,455,455,100.0,17004
17,5,276,276,100.0,17005
17,6,337,337,100.0,17006
17,7,366,366,100.0,17007
17,8,342,342,100.0,17008
17,9,294,294,100.0,17009
17,10,465,465,100.0,17010
17,11,303,303,100.0,17011
17,12,476,476,100.0,17012
17,13,319,319,100.0,17013
17,14,385,385,100.0,17014
17,15,406,406,100.0,17015
17,16,381,381,100.0,17016
17,17,333,333,100.0,17017
17,18,362,362,100.0,17018
17,19,238,238,100.0,17019
17,20,451,451,100.0,17020
17,21,400,400,100.0,17021
17,22,316,316,100.0,17022
17,23,235,235,100.0,17023
17,24,388,388,100.0,17024
17,25,287,287,100.0,17025
17,26,387,387,100.0,17026
17,27,343,343,100.0,17027
17,28,270,270,100.0,17028
17,29,329,329,100.0,17029
17,30,310,310,100.0,17030
17,31,253,253,100.0,17031
17,32,327,327,100.0,17032
17,33,267,267,100.0,17033
17,34,271,271,100.0,17034
17,35,297,297,100.0,17035
17,36,369,369,100.0,17036
17,37,309,309,100.0,17037
17,38,363,363,100.0,17038
17,39,353,353,100.0,17039
17,40,366,366,100.0,17040
17,41,420,420,100.0,17041
18,1,362,362,100.0,18001
18,2,365,365,100.0,18002
18,3,297,297,100.0,18003
18,4,371,371,100.0,18004
18,5,262,262,100.0,18005
18,6,293,293,100.0,18006
18,7,388,388,100.0,18007
18,8,370,370,100.0,18008
18,9,344,344,100.0,18009
18,10,484,484,100.0,18010
18,11,301,301,100.0,18011
18,12,351,351,100.0,18012
18,13,400,400,100.0,18013
18,14,354,354,100.0,18014
18,15,423,423,100.0,18015
18,16,347,347,100.0,18016
18,17,396,396,100.0,18017
18,18,297,297,100.0,18018
18,19,353,353,100.0,18019
18,20,314,314,100.0,18020
18,21,439,439,100.0,18021
18,22,384,384,100.0,18022
18,23,351,351,100.0,18023
18,24,348,348,100.0,18024
18,25,370,370,100.0,18025
18,26,441,441,100.0,18026
18,27,291,291,100.0,18027
18,28,316,316,100.0,18028
18,29,416,416,100.0,18029
18,30,402,402,100.0,18030
18,31,408,408,100.0,18031
18,32,391,391,100.0,18032
18,33,278,278,100.0,18033
18,34,408,408,100.0,18034
18,35,403,403,100.0,18035
18,36,390,390,100.0,18036
18,37,416,416,100.0,18037
18,38,315,315,100.0,18038
18,39,335,335,100.0,18039
18,40,401,401,100.0,18040
18,41,423,423,100.0,18041
18,42,358,358,100.0,18042
18,43,276,276,100.0,18043
18,44,294,294,100.0,18044
18,45,382,382,100.0,18045
18,46,389,389,100.0,18046
18,47,322,322,100.0,18047
18,48,299,299,100.0,18048
18,49,255,255,100.0,18049
18,50,298,298,100.0,18050
19,1,273,273,100.0,19001
19,2,474,474,100.0,19002
19,3,202,202,100.0,19003
19,4,354,354,100.0,19004
19,5,358,358,100.0,19005
19,6,290,290,100.0,19006
19,7,310,310,100.0,19007
19,8,315,315,100.0,19008
19,9,262,262,100.0,19009
19,10,418,418,100.0,19010
19,11,282,282,100.0,19011
19,12,225,225,100.0,19012
19,13,491,491,100.0,19013
19,14,393,393,100.0,19014
19,15,378,378,100.0,19015
19,16,320,320,100.0,19016
19,17,291,291,100.0,19017
19,18,333,333,100.0,19018
19,19,413,413,100.0,19019
19,20,324,324,100.0,19020
19,21,316,316,100.0,19021
19,22,336,336,100.0,19022
19,23,315,315,100.0,19023
19,24,221,221,100.0,19024
19,25,314,314,100.0,19025
19,26,339,339,100.0,19026
19,27,371,371,100.0,19027
19,28,460,460,100.0,19028
19,29,318,318,100.0,19029
19,30,269,269,100.0,19030
19,31,293,293,100.0,19031
19,32,278,278,100.0,19032
19,33,310,310,100.0,19033
19,34,304,304,100.0,19034
19,35,309,309,100.0,19035
19,36,522,522,100.0,19036
19,37,376,376,100.0,19037
19,38,337,337,100.0,19038
19,39,186,186,100.0,19039
19,40,370,370,100.0,19040
19,41,267,267,100.0,19041
19,42,282,282,100.0,19042
19,43,531,531,100.0,19043
19,44,320,320,100.0,19044
19,45,320,320,100.0,19045
19,46,294,294,100.0,19046
19,47,572,572,100.0,19047
19,48,501,501,100.0,19048
19,49,465,465,100.0,19049
19,50,261,261,100.0,19050
19,51,361,361,100.0,19051
19,52,330,330,100.0,19052
19,53,321,321,100.0,19053
19,54,215,215,100.0,19054
19,55,228,228,100.0,19055
19,56,401,401,100.0,19056
19,57,305,305,100.0,19057
20,1,408,408,100.0,20001
20,2,168,168,100.0,20002
20,3,319,319,100.0,20003
20,4,189,189,100.0,20004
20,5,395,395,100.0,20005
20,6,202,202,100.0,20006
20,7,407,407,100.0,20007
20,8,332,332,100.0,20008
20,9,504,504,100.0,20009
20,10,321,321,100.0,20010
20,11,465,465,100.0,20011
20,12,325,325,100.0,20012
20,13,407,407,100.0,20013
20,14,201,201,100.0,20014
20,15,429,429,100.0,20015
20,16,407,407,100.0,20016
20,17,254,254,100.0,20017
20,18,300,300,100.0,20018
20,19,398,398,100.0,20019
20,20,344,344,100.0,20020
20,21,323,323,100.0,20021
20,22,404,404,100.0,20022
20,23,454,454,100.0,20023
20,24,383,383,100.0,20024
20,25,296,296,100.0,20025
20,26,411,411,100.0,20026
20,27,207,207,100.0,20027
20,28,239,239,100.0,20028
20,29,437,437,100.0,20029
20,30,195,195,100.0,20030
20,31,462,462,100.0,20031
20,32,351,351,100.0,20032
20,33,265,265,100.0,20033
20,34,559,559,100.0,20034
20,35,344,344,100.0,20035
20,36,148,148,100.0,20036
20,37,144,144,100.0,20037
20,38,164,164,100.0,20038
20,39,41,41,100.0,20039
21,1,354,354,100.0,21001
21,2,304,304,100.0,21002
21,3,404,404,100.0,21003
21,4,375,375,100.0,21004
21,5,418,418,100.0,21005
21,6,340,340,100.0,21006
21,7,380,380,100.0,21007
21,8,404,404,100.0,21008
21,9,405,405,100.0,21009
21,10,355,355,100.0,21010
21,11,335,335,100.0,21011
21,12,348,348,100.0,21012
21,13,376,376,100.0,21013
21,14,429,429,100.0,21014
21,15,358,358,100.0,21015
21,16,331,331,100.0,21016
21,17,339,339,100.0,21017
21,18,421,421,100.0,21018
21,19,406,406,100.0,21019
21,20,331,331,100.0,21020
21,21,328,328,100.0,21021
21,22,348,348,100.0,21022
21,23,345,345,100.0,21023
21,24,393,393,100.0,21024
21,25,334,334,100.0,21025
21,26,403,403,100.0,21026
21,27,374,374,100.0,21027
21,28,460,460,100.0,21028
21,29,420,420,100.0,21029
21,30,304,304,100.0,21030
21,31,266,266,100.0,21031
21,32,363,363,100.0,21032
21,33,369,369,100.0,21033
21,34,378,378,100.0,21034
21,35,376,376,100.0,21035
21,36,392,392,100.0,21036
21,37,318,318,100.0,21037
21,38,401,401,100.0,21038
21,39,304,304,100.0,21039
21,40,328,328,100.0,21040
21,41,337,337,100.0,21041
21,42,412,412,100.0,21042
21,43,383,383,100.0,21043
21,44,379,379,100.0,21044
21,45,330,330,100.0,21045
21,46,404,404,100.0,21046
21,47,375,375,100.0,21047
21,48,345,345,100.0,21048
21,49,426,426,100.0,21049
21,50,329,329,100.0,21050
21,51,374,374,100.0,21051
21,52,389,389,100.0,21052
21,53,289,289,100.0,21053
21,54,314,314,100.0,21054
22,1,216,216,100.0,22001
22,2,394,394,100.0,22002
22,3,526,526,100.0,22003
22,4,314,314,100.0,22004
22,5,376,376,100.0,22005
22,6,374,374,100.0,22006
22,7,277,277,100.0,22007
22,8,449,449,100.0,22008
22,9,331,331,100.0,22009
22,10,501,501,100.0,22010
22,11,326,326,100.0,22011
22,12,307,307,100.0,22012
22,13,357,357,100.0,22013
22,14,276,276,100.0,22014
22,15,334,334,100.0,22015
22,16,309,309,100.0,22016
22,17,376,376,100.0,22017
22,18,372,372,100.0,22018
22,19,202,202,100.0,22019
22,20,376,376,100.0,22020
22,21,404,404,100.0,22021
22,22,306,306,100.0,22022
22,23,436,436,100.0,22023
22,24,430,430,100.0,22024
22,25,368,368,100.0,22025
23,1,285,285,100.0,23001
23,2,267,267,100.0,23002
23,3,243,243,100.0,23003
23,4,333,333,100.0,23004
23,5,378,378,100.0,23005
23,6,396,396,100.0,23006
23,7,354,354,100.0,23007
23,8,399,399,100.0,23008
23,9,331,331,100.0,23009
23,10,419,419,100.0,23010
23,11,443,443,100.0,23011
23,12,268,268,100.0,23012
23,13,343,343,100.0,23013
23,14,246,246,100.0,23014
