ward,precinct,total,Patricia Van Pelt,Patricia Van Pelt Percent,precinct_id
25,31,788,788,100.0,25031
26,4,84,84,100.0,26004
26,17,271,271,100.0,26017
26,19,94,94,100.0,26019
26,28,362,362,100.0,26028
26,46,242,242,100.0,26046
27,1,580,580,100.0,27001
27,2,441,441,100.0,27002
27,3,278,278,100.0,27003
27,4,260,260,100.0,27004
27,5,320,320,100.0,27005
27,6,412,412,100.0,27006
27,8,375,375,100.0,27008
27,9,213,213,100.0,27009
27,10,456,456,100.0,27010
27,11,466,466,100.0,27011
27,13,392,392,100.0,27013
27,14,270,270,100.0,27014
27,15,317,317,100.0,27015
27,16,493,493,100.0,27016
27,17,473,473,100.0,27017
27,18,343,343,100.0,27018
27,19,282,282,100.0,27019
27,20,393,393,100.0,27020
27,21,419,419,100.0,27021
27,22,251,251,100.0,27022
27,23,338,338,100.0,27023
27,24,311,311,100.0,27024
27,25,381,381,100.0,27025
27,26,342,342,100.0,27026
27,27,537,537,100.0,27027
27,28,219,219,100.0,27028
27,29,336,336,100.0,27029
27,30,233,233,100.0,27030
27,31,352,352,100.0,27031
27,32,375,375,100.0,27032
27,33,428,428,100.0,27033
27,34,392,392,100.0,27034
27,35,449,449,100.0,27035
27,36,329,329,100.0,27036
27,37,451,451,100.0,27037
27,38,470,470,100.0,27038
27,39,300,300,100.0,27039
27,40,483,483,100.0,27040
27,41,383,383,100.0,27041
27,42,288,288,100.0,27042
27,43,353,353,100.0,27043
27,44,335,335,100.0,27044
27,45,802,802,100.0,27045
27,47,312,312,100.0,27047
27,48,721,721,100.0,27048
27,49,342,342,100.0,27049
27,50,431,431,100.0,27050
28,1,24,24,100.0,28001
28,2,376,376,100.0,28002
28,3,351,351,100.0,28003
28,4,322,322,100.0,28004
28,5,191,191,100.0,28005
28,6,175,175,100.0,28006
28,7,447,447,100.0,28007
28,8,393,393,100.0,28008
28,9,398,398,100.0,28009
28,10,473,473,100.0,28010
28,11,729,729,100.0,28011
28,13,365,365,100.0,28013
28,15,132,132,100.0,28015
28,16,282,282,100.0,28016
28,17,374,374,100.0,28017
28,18,292,292,100.0,28018
28,19,327,327,100.0,28019
28,20,387,387,100.0,28020
28,21,349,349,100.0,28021
28,22,358,358,100.0,28022
28,23,515,515,100.0,28023
28,24,353,353,100.0,28024
28,25,485,485,100.0,28025
28,26,479,479,100.0,28026
28,27,369,369,100.0,28027
28,28,423,423,100.0,28028
28,29,220,220,100.0,28029
28,30,60,60,100.0,28030
28,32,416,416,100.0,28032
28,33,490,490,100.0,28033
28,34,767,767,100.0,28034
28,35,462,462,100.0,28035
28,36,233,233,100.0,28036
28,37,541,541,100.0,28037
28,38,187,187,100.0,28038
28,40,515,515,100.0,28040
28,42,174,174,100.0,28042
28,44,301,301,100.0,28044
28,45,394,394,100.0,28045
28,46,634,634,100.0,28046
29,6,10,10,100.0,29006
32,2,554,554,100.0,32002
32,4,490,490,100.0,32004
32,5,516,516,100.0,32005
32,6,586,586,100.0,32006
32,29,429,429,100.0,32029
32,31,496,496,100.0,32031
32,32,514,514,100.0,32032
32,33,272,272,100.0,32033
32,34,483,483,100.0,32034
32,35,497,497,100.0,32035
32,36,512,512,100.0,32036
32,37,235,235,100.0,32037
37,2,339,339,100.0,37002
37,3,353,353,100.0,37003
37,4,366,366,100.0,37004
37,7,299,299,100.0,37007
37,8,340,340,100.0,37008
37,12,112,112,100.0,37012
37,13,351,351,100.0,37013
37,14,20,20,100.0,37014
37,19,375,375,100.0,37019
37,20,3,3,100.0,37020
37,21,366,366,100.0,37021
37,22,13,13,100.0,37022
37,27,6,6,100.0,37027
37,28,384,384,100.0,37028
37,30,177,177,100.0,37030
42,3,582,582,100.0,42003
42,9,5,5,100.0,42009
42,12,230,230,100.0,42012
42,16,563,563,100.0,42016
42,18,5,5,100.0,42018
42,21,166,166,100.0,42021
42,36,346,346,100.0,42036
42,41,191,191,100.0,42041
43,1,283,283,100.0,43001
43,3,481,481,100.0,43003
43,5,453,453,100.0,43005
43,7,325,325,100.0,43007
43,10,547,547,100.0,43010
43,11,474,474,100.0,43011
43,23,385,385,100.0,43023
43,45,319,319,100.0,43045
