ward,precinct,total,Eulalia De La Rosa,Eulalia De La Rosa Percent,precinct_id
35,27,364,364,100.0,35027
35,28,356,356,100.0,35028
36,6,280,280,100.0,36006
36,8,290,290,100.0,36008
36,9,305,305,100.0,36009
36,11,262,262,100.0,36011
36,12,208,208,100.0,36012
36,13,216,216,100.0,36013
36,21,228,228,100.0,36021
36,22,305,305,100.0,36022
36,23,107,107,100.0,36023
36,25,329,329,100.0,36025
37,2,263,263,100.0,37002
37,10,392,392,100.0,37010
37,12,260,260,100.0,37012
37,16,74,74,100.0,37016
37,22,267,267,100.0,37022
37,26,41,41,100.0,37026
37,41,137,137,100.0,37041
40,8,546,546,100.0,40008
40,38,276,276,100.0,40038
47,9,207,207,100.0,47009
47,13,113,113,100.0,47013
47,40,204,204,100.0,47040
47,42,178,178,100.0,47042
