ward,precinct,total,John Fitzgerald Lyke Jr.,John Fitzgerald Lyke Jr. Percent,precinct_id
23,14,260,260,100.0,23014
23,15,311,311,100.0,23015
23,16,264,264,100.0,23016
23,17,231,231,100.0,23017
23,18,264,264,100.0,23018
23,19,314,314,100.0,23019
23,20,236,236,100.0,23020
23,21,277,277,100.0,23021
23,22,310,310,100.0,23022
23,23,262,262,100.0,23023
23,24,315,315,100.0,23024
23,25,346,346,100.0,23025
23,26,331,331,100.0,23026
23,27,250,250,100.0,23027
23,28,305,305,100.0,23028
23,29,261,261,100.0,23029
23,30,404,404,100.0,23030
23,31,263,263,100.0,23031
23,32,362,362,100.0,23032
23,33,372,372,100.0,23033
23,34,348,348,100.0,23034
23,35,232,232,100.0,23035
23,36,270,270,100.0,23036
23,37,250,250,100.0,23037
23,38,257,257,100.0,23038
23,39,347,347,100.0,23039
24,1,303,303,100.0,24001
24,2,343,343,100.0,24002
24,3,370,370,100.0,24003
24,4,285,285,100.0,24004
24,5,209,209,100.0,24005
24,6,357,357,100.0,24006
24,7,206,206,100.0,24007
24,8,160,160,100.0,24008
24,9,363,363,100.0,24009
24,10,162,162,100.0,24010
24,11,404,404,100.0,24011
24,12,224,224,100.0,24012
24,13,212,212,100.0,24013
24,14,321,321,100.0,24014
24,15,220,220,100.0,24015
24,16,353,353,100.0,24016
24,17,267,267,100.0,24017
24,18,353,353,100.0,24018
24,19,412,412,100.0,24019
24,20,305,305,100.0,24020
24,21,189,189,100.0,24021
24,22,487,487,100.0,24022
24,23,336,336,100.0,24023
24,24,446,446,100.0,24024
24,25,275,275,100.0,24025
24,26,461,461,100.0,24026
24,27,362,362,100.0,24027
24,28,265,265,100.0,24028
24,29,252,252,100.0,24029
24,30,196,196,100.0,24030
24,31,380,380,100.0,24031
24,32,210,210,100.0,24032
24,33,216,216,100.0,24033
24,34,320,320,100.0,24034
24,35,355,355,100.0,24035
24,36,401,401,100.0,24036
24,37,228,228,100.0,24037
24,38,270,270,100.0,24038
24,39,377,377,100.0,24039
24,40,354,354,100.0,24040
24,41,254,254,100.0,24041
25,1,356,356,100.0,25001
25,2,398,398,100.0,25002
25,3,537,537,100.0,25003
25,4,420,420,100.0,25004
25,5,409,409,100.0,25005
25,6,106,106,100.0,25006
25,7,372,372,100.0,25007
25,8,463,463,100.0,25008
25,9,412,412,100.0,25009
25,10,591,591,100.0,25010
25,11,446,446,100.0,25011
25,12,381,381,100.0,25012
25,13,420,420,100.0,25013
25,14,204,204,100.0,25014
25,15,345,345,100.0,25015
25,16,556,556,100.0,25016
25,17,389,389,100.0,25017
25,18,197,197,100.0,25018
25,19,381,381,100.0,25019
25,20,302,302,100.0,25020
25,21,718,718,100.0,25021
25,22,405,405,100.0,25022
25,23,450,450,100.0,25023
25,24,424,424,100.0,25024
25,25,424,424,100.0,25025
25,26,374,374,100.0,25026
25,27,569,569,100.0,25027
25,28,432,432,100.0,25028
25,29,364,364,100.0,25029
25,30,394,394,100.0,25030
25,31,708,708,100.0,25031
25,32,322,322,100.0,25032
26,1,327,327,100.0,26001
26,2,282,282,100.0,26002
26,3,372,372,100.0,26003
26,4,240,240,100.0,26004
26,5,284,284,100.0,26005
26,6,261,261,100.0,26006
26,7,311,311,100.0,26007
26,8,176,176,100.0,26008
26,9,282,282,100.0,26009
26,10,294,294,100.0,26010
26,11,289,289,100.0,26011
26,12,318,318,100.0,26012
26,13,174,174,100.0,26013
26,14,246,246,100.0,26014
26,15,175,175,100.0,26015
26,16,194,194,100.0,26016
26,17,236,236,100.0,26017
26,18,259,259,100.0,26018
26,19,235,235,100.0,26019
26,20,266,266,100.0,26020
26,21,423,423,100.0,26021
26,22,198,198,100.0,26022
26,23,205,205,100.0,26023
26,24,301,301,100.0,26024
26,25,279,279,100.0,26025
26,26,221,221,100.0,26026
26,27,323,323,100.0,26027
26,28,411,411,100.0,26028
26,29,177,177,100.0,26029
26,30,253,253,100.0,26030
26,31,136,136,100.0,26031
26,32,378,378,100.0,26032
26,33,312,312,100.0,26033
26,34,337,337,100.0,26034
26,35,255,255,100.0,26035
26,36,319,319,100.0,26036
26,37,347,347,100.0,26037
26,38,160,160,100.0,26038
26,39,328,328,100.0,26039
26,40,218,218,100.0,26040
26,41,373,373,100.0,26041
26,42,245,245,100.0,26042
26,43,208,208,100.0,26043
26,44,177,177,100.0,26044
26,45,173,173,100.0,26045
26,46,218,218,100.0,26046
26,47,227,227,100.0,26047
26,48,316,316,100.0,26048
26,49,181,181,100.0,26049
27,1,513,513,100.0,27001
27,2,402,402,100.0,27002
27,3,243,243,100.0,27003
27,4,236,236,100.0,27004
27,5,295,295,100.0,27005
27,6,355,355,100.0,27006
27,7,550,550,100.0,27007
27,8,342,342,100.0,27008
27,9,178,178,100.0,27009
27,10,399,399,100.0,27010
27,11,440,440,100.0,27011
27,12,251,251,100.0,27012
27,13,482,482,100.0,27013
27,14,240,240,100.0,27014
27,15,292,292,100.0,27015
27,16,450,450,100.0,27016
27,17,435,435,100.0,27017
27,18,292,292,100.0,27018
27,19,246,246,100.0,27019
27,20,357,357,100.0,27020
27,21,384,384,100.0,27021
27,22,223,223,100.0,27022
27,23,328,328,100.0,27023
27,24,312,312,100.0,27024
27,25,363,363,100.0,27025
27,26,310,310,100.0,27026
27,27,502,502,100.0,27027
27,28,194,194,100.0,27028
27,29,314,314,100.0,27029
27,30,205,205,100.0,27030
27,31,321,321,100.0,27031
27,32,326,326,100.0,27032
27,33,403,403,100.0,27033
27,34,378,378,100.0,27034
27,35,413,413,100.0,27035
27,36,315,315,100.0,27036
27,37,402,402,100.0,27037
27,38,558,558,100.0,27038
27,39,273,273,100.0,27039
27,40,500,500,100.0,27040
27,41,367,367,100.0,27041
27,42,269,269,100.0,27042
27,43,321,321,100.0,27043
27,44,315,315,100.0,27044
27,45,733,733,100.0,27045
27,46,254,254,100.0,27046
27,47,279,279,100.0,27047
27,48,607,607,100.0,27048
27,49,304,304,100.0,27049
27,50,365,365,100.0,27050
28,1,320,320,100.0,28001
28,2,319,319,100.0,28002
28,3,306,306,100.0,28003
28,4,271,271,100.0,28004
28,5,178,178,100.0,28005
28,6,153,153,100.0,28006
28,7,390,390,100.0,28007
28,8,353,353,100.0,28008
28,9,361,361,100.0,28009
28,10,411,411,100.0,28010
28,11,659,659,100.0,28011
28,12,370,370,100.0,28012
28,13,321,321,100.0,28013
28,14,324,324,100.0,28014
28,15,112,112,100.0,28015
28,16,261,261,100.0,28016
28,17,319,319,100.0,28017
28,18,273,273,100.0,28018
28,19,306,306,100.0,28019
28,20,346,346,100.0,28020
28,21,305,305,100.0,28021
28,22,315,315,100.0,28022
28,23,443,443,100.0,28023
28,24,315,315,100.0,28024
28,25,424,424,100.0,28025
28,26,437,437,100.0,28026
28,27,323,323,100.0,28027
28,28,394,394,100.0,28028
28,29,196,196,100.0,28029
28,30,55,55,100.0,28030
28,31,461,461,100.0,28031
28,32,374,374,100.0,28032
28,33,420,420,100.0,28033
28,34,634,634,100.0,28034
28,35,401,401,100.0,28035
28,36,208,208,100.0,28036
28,37,479,479,100.0,28037
28,38,159,159,100.0,28038
28,39,269,269,100.0,28039
28,40,473,473,100.0,28040
28,41,287,287,100.0,28041
28,42,429,429,100.0,28042
28,43,453,453,100.0,28043
28,44,269,269,100.0,28044
28,45,354,354,100.0,28045
28,46,560,560,100.0,28046
29,1,464,464,100.0,29001
29,2,588,588,100.0,29002
29,3,493,493,100.0,29003
29,4,475,475,100.0,29004
29,5,396,396,100.0,29005
29,6,381,381,100.0,29006
29,7,387,387,100.0,29007
29,8,425,425,100.0,29008
29,9,388,388,100.0,29009
29,10,442,442,100.0,29010
29,11,264,264,100.0,29011
29,12,495,495,100.0,29012
29,13,456,456,100.0,29013
29,14,369,369,100.0,29014
29,15,489,489,100.0,29015
29,16,479,479,100.0,29016
29,17,415,415,100.0,29017
29,18,457,457,100.0,29018
29,19,498,498,100.0,29019
29,20,526,526,100.0,29020
29,21,546,546,100.0,29021
29,22,322,322,100.0,29022
29,23,389,389,100.0,29023
29,24,414,414,100.0,29024
29,25,476,476,100.0,29025
29,26,396,396,100.0,29026
29,27,345,345,100.0,29027
29,28,525,525,100.0,29028
29,29,348,348,100.0,29029
29,30,421,421,100.0,29030
29,31,328,328,100.0,29031
29,32,329,329,100.0,29032
29,33,264,264,100.0,29033
29,34,236,236,100.0,29034
29,35,336,336,100.0,29035
29,36,363,363,100.0,29036
29,37,390,390,100.0,29037
29,38,354,354,100.0,29038
29,39,334,334,100.0,29039
29,40,465,465,100.0,29040
29,41,362,362,100.0,29041
29,42,464,464,100.0,29042
29,43,455,455,100.0,29043
29,44,518,518,100.0,29044
30,1,425,425,100.0,30001
30,2,362,362,100.0,30002
30,3,291,291,100.0,30003
30,4,326,326,100.0,30004
30,5,277,277,100.0,30005
30,6,298,298,100.0,30006
30,7,396,396,100.0,30007
30,8,410,410,100.0,30008
30,9,295,295,100.0,30009
30,10,399,399,100.0,30010
30,11,339,339,100.0,30011
30,12,333,333,100.0,30012
30,13,327,327,100.0,30013
30,14,247,247,100.0,30014
30,15,295,295,100.0,30015
30,16,177,177,100.0,30016
30,17,359,359,100.0,30017
30,18,417,417,100.0,30018
30,19,373,373,100.0,30019
30,20,371,371,100.0,30020
30,21,267,267,100.0,30021
30,22,485,485,100.0,30022
30,23,414,414,100.0,30023
30,24,425,425,100.0,30024
30,25,452,452,100.0,30025
30,26,226,226,100.0,30026
30,27,248,248,100.0,30027
30,28,430,430,100.0,30028
30,29,243,243,100.0,30029
30,30,167,167,100.0,30030
30,31,236,236,100.0,30031
30,32,291,291,100.0,30032
31,1,246,246,100.0,31001
31,2,196,196,100.0,31002
31,3,235,235,100.0,31003
31,4,337,337,100.0,31004
31,5,266,266,100.0,31005
31,6,224,224,100.0,31006
31,7,425,425,100.0,31007
31,8,201,201,100.0,31008
31,9,273,273,100.0,31009
31,10,261,261,100.0,31010
31,11,226,226,100.0,31011
31,12,235,235,100.0,31012
31,13,262,262,100.0,31013
31,14,245,245,100.0,31014
31,15,205,205,100.0,31015
31,16,312,312,100.0,31016
31,17,238,238,100.0,31017
31,18,220,220,100.0,31018
31,19,234,234,100.0,31019
31,20,237,237,100.0,31020
31,21,247,247,100.0,31021
31,22,242,242,100.0,31022
31,23,252,252,100.0,31023
31,24,252,252,100.0,31024
31,25,235,235,100.0,31025
31,26,265,265,100.0,31026
31,27,259,259,100.0,31027
31,28,257,257,100.0,31028
31,29,234,234,100.0,31029
31,30,201,201,100.0,31030
31,31,213,213,100.0,31031
31,32,242,242,100.0,31032
31,33,236,236,100.0,31033
31,34,254,254,100.0,31034
31,35,266,266,100.0,31035
31,36,242,242,100.0,31036
31,37,241,241,100.0,31037
31,38,269,269,100.0,31038
31,39,266,266,100.0,31039
31,40,276,276,100.0,31040
31,41,242,242,100.0,31041
32,1,536,536,100.0,32001
32,2,504,504,100.0,32002
32,3,493,493,100.0,32003
32,4,441,441,100.0,32004
32,5,484,484,100.0,32005
32,6,542,542,100.0,32006
32,7,468,468,100.0,32007
32,8,549,549,100.0,32008
32,9,473,473,100.0,32009
32,10,440,440,100.0,32010
32,11,450,450,100.0,32011
32,12,326,326,100.0,32012
32,13,474,474,100.0,32013
32,14,505,505,100.0,32014
32,15,455,455,100.0,32015
32,16,435,435,100.0,32016
32,17,449,449,100.0,32017
32,18,386,386,100.0,32018
32,19,431,431,100.0,32019
32,20,461,461,100.0,32020
32,21,487,487,100.0,32021
32,22,624,624,100.0,32022
32,23,429,429,100.0,32023
32,24,355,355,100.0,32024
32,25,432,432,100.0,32025
32,26,506,506,100.0,32026
32,27,432,432,100.0,32027
32,28,450,450,100.0,32028
32,29,520,520,100.0,32029
32,30,430,430,100.0,32030
32,31,456,456,100.0,32031
32,32,459,459,100.0,32032
32,33,456,456,100.0,32033
32,34,488,488,100.0,32034
32,35,439,439,100.0,32035
32,36,470,470,100.0,32036
32,37,474,474,100.0,32037
32,38,435,435,100.0,32038
32,39,460,460,100.0,32039
32,40,458,458,100.0,32040
32,41,451,451,100.0,32041
32,42,417,417,100.0,32042
32,43,419,419,100.0,32043
33,1,490,490,100.0,33001
33,2,576,576,100.0,33002
33,3,549,549,100.0,33003
33,4,621,621,100.0,33004
33,5,435,435,100.0,33005
33,6,451,451,100.0,33006
33,7,503,503,100.0,33007
33,8,591,591,100.0,33008
33,9,524,524,100.0,33009
33,10,417,417,100.0,33010
33,11,516,516,100.0,33011
33,12,505,505,100.0,33012
33,13,475,475,100.0,33013
33,14,247,247,100.0,33014
33,15,546,546,100.0,33015
33,16,632,632,100.0,33016
33,17,533,533,100.0,33017
33,18,602,602,100.0,33018
33,19,513,513,100.0,33019
33,20,577,577,100.0,33020
33,21,536,536,100.0,33021
33,22,449,449,100.0,33022
33,23,515,515,100.0,33023
33,24,579,579,100.0,33024
33,25,549,549,100.0,33025
33,26,392,392,100.0,33026
33,27,514,514,100.0,33027
33,28,453,453,100.0,33028
34,1,426,426,100.0,34001
34,2,303,303,100.0,34002
34,3,350,350,100.0,34003
34,4,336,336,100.0,34004
34,5,379,379,100.0,34005
34,6,454,454,100.0,34006
34,7,448,448,100.0,34007
34,8,334,334,100.0,34008
34,9,338,338,100.0,34009
34,10,400,400,100.0,34010
34,11,373,373,100.0,34011
34,12,429,429,100.0,34012
34,13,424,424,100.0,34013
34,14,340,340,100.0,34014
34,15,390,390,100.0,34015
34,16,354,354,100.0,34016
34,17,504,504,100.0,34017
34,18,315,315,100.0,34018
34,19,490,490,100.0,34019
34,20,446,446,100.0,34020
34,21,446,446,100.0,34021
34,22,370,370,100.0,34022
34,23,316,316,100.0,34023
34,24,377,377,100.0,34024
34,25,419,419,100.0,34025
34,26,455,455,100.0,34026
34,27,349,349,100.0,34027
34,28,283,283,100.0,34028
34,29,317,317,100.0,34029
34,30,324,324,100.0,34030
34,31,359,359,100.0,34031
34,32,399,399,100.0,34032
34,33,382,382,100.0,34033
34,34,432,432,100.0,34034
34,35,466,466,100.0,34035
34,36,344,344,100.0,34036
34,37,272,272,100.0,34037
34,38,220,220,100.0,34038
34,39,299,299,100.0,34039
34,40,445,445,100.0,34040
34,41,298,298,100.0,34041
34,42,379,379,100.0,34042
34,43,344,344,100.0,34043
34,44,386,386,100.0,34044
34,45,414,414,100.0,34045
34,46,255,255,100.0,34046
34,47,401,401,100.0,34047
34,48,421,421,100.0,34048
34,49,494,494,100.0,34049
34,50,364,364,100.0,34050
34,51,401,401,100.0,34051
34,52,295,295,100.0,34052
34,53,317,317,100.0,34053
35,1,420,420,100.0,35001
35,2,406,406,100.0,35002
35,3,419,419,100.0,35003
35,4,391,391,100.0,35004
35,5,385,385,100.0,35005
35,6,397,397,100.0,35006
35,7,405,405,100.0,35007
35,8,405,405,100.0,35008
35,9,384,384,100.0,35009
35,10,530,530,100.0,35010
35,11,430,430,100.0,35011
35,12,288,288,100.0,35012
35,13,299,299,100.0,35013
35,14,329,329,100.0,35014
35,15,484,484,100.0,35015
35,16,260,260,100.0,35016
35,17,464,464,100.0,35017
35,18,321,321,100.0,35018
35,19,245,245,100.0,35019
35,20,397,397,100.0,35020
35,21,372,372,100.0,35021
35,22,494,494,100.0,35022
35,23,411,411,100.0,35023
35,24,375,375,100.0,35024
35,25,520,520,100.0,35025
35,26,361,361,100.0,35026
35,27,379,379,100.0,35027
35,28,387,387,100.0,35028
35,29,410,410,100.0,35029
35,30,418,418,100.0,35030
35,31,433,433,100.0,35031
36,1,364,364,100.0,36001
36,2,344,344,100.0,36002
36,3,296,296,100.0,36003
36,4,364,364,100.0,36004
36,5,341,341,100.0,36005
36,6,297,297,100.0,36006
36,7,344,344,100.0,36007
36,8,296,296,100.0,36008
36,9,339,339,100.0,36009
36,10,349,349,100.0,36010
36,11,278,278,100.0,36011
36,12,222,222,100.0,36012
36,13,231,231,100.0,36013
36,14,355,355,100.0,36014
36,15,363,363,100.0,36015
36,16,349,349,100.0,36016
36,17,356,356,100.0,36017
36,18,305,305,100.0,36018
36,19,403,403,100.0,36019
36,20,321,321,100.0,36020
36,21,274,274,100.0,36021
36,22,319,319,100.0,36022
36,23,325,325,100.0,36023
36,24,347,347,100.0,36024
36,25,354,354,100.0,36025
36,26,280,280,100.0,36026
36,27,298,298,100.0,36027
36,28,282,282,100.0,36028
36,29,356,356,100.0,36029
36,30,355,355,100.0,36030
37,1,297,297,100.0,37001
37,2,297,297,100.0,37002
37,3,308,308,100.0,37003
37,4,325,325,100.0,37004
37,5,387,387,100.0,37005
37,6,382,382,100.0,37006
37,7,248,248,100.0,37007
37,8,306,306,100.0,37008
37,9,426,426,100.0,37009
37,10,435,435,100.0,37010
37,11,318,318,100.0,37011
37,12,298,298,100.0,37012
37,13,307,307,100.0,37013
37,14,422,422,100.0,37014
37,15,426,426,100.0,37015
37,16,411,411,100.0,37016
37,17,347,347,100.0,37017
37,18,350,350,100.0,37018
37,19,346,346,100.0,37019
37,20,330,330,100.0,37020
37,21,330,330,100.0,37021
37,22,338,338,100.0,37022
37,23,378,378,100.0,37023
37,24,382,382,100.0,37024
37,25,371,371,100.0,37025
37,26,458,458,100.0,37026
37,27,403,403,100.0,37027
37,28,347,347,100.0,37028
37,29,383,383,100.0,37029
37,30,356,356,100.0,37030
37,31,403,403,100.0,37031
37,32,347,347,100.0,37032
37,33,460,460,100.0,37033
37,34,379,379,100.0,37034
37,35,401,401,100.0,37035
37,36,386,386,100.0,37036
37,37,448,448,100.0,37037
37,38,409,409,100.0,37038
37,39,364,364,100.0,37039
37,40,409,409,100.0,37040
37,41,350,350,100.0,37041
38,1,320,320,100.0,38001
38,2,271,271,100.0,38002
38,3,361,361,100.0,38003
38,4,303,303,100.0,38004
38,5,311,311,100.0,38005
38,6,326,326,100.0,38006
38,7,284,284,100.0,38007
38,8,312,312,100.0,38008
38,9,332,332,100.0,38009
38,10,319,319,100.0,38010
38,11,327,327,100.0,38011
38,12,272,272,100.0,38012
38,13,304,304,100.0,38013
38,14,356,356,100.0,38014
38,15,319,319,100.0,38015
38,16,333,333,100.0,38016
38,17,349,349,100.0,38017
38,18,356,356,100.0,38018
38,19,383,383,100.0,38019
38,20,328,328,100.0,38020
38,21,304,304,100.0,38021
38,22,305,305,100.0,38022
38,23,369,369,100.0,38023
38,24,350,350,100.0,38024
38,25,296,296,100.0,38025
38,26,337,337,100.0,38026
38,27,327,327,100.0,38027
38,28,382,382,100.0,38028
38,29,334,334,100.0,38029
38,30,310,310,100.0,38030
38,31,368,368,100.0,38031
38,32,332,332,100.0,38032
38,33,319,319,100.0,38033
38,34,333,333,100.0,38034
38,35,328,328,100.0,38035
38,36,312,312,100.0,38036
38,37,332,332,100.0,38037
38,38,297,297,100.0,38038
38,39,392,392,100.0,38039
38,40,329,329,100.0,38040
38,41,342,342,100.0,38041
39,1,335,335,100.0,39001
39,2,250,250,100.0,39002
39,3,393,393,100.0,39003
39,4,315,315,100.0,39004
39,5,393,393,100.0,39005
39,6,387,387,100.0,39006
39,7,331,331,100.0,39007
39,8,401,401,100.0,39008
39,9,378,378,100.0,39009
39,10,205,205,100.0,39010
39,11,336,336,100.0,39011
39,12,511,511,100.0,39012
39,13,303,303,100.0,39013
39,14,349,349,100.0,39014
39,15,372,372,100.0,39015
39,16,343,343,100.0,39016
39,17,379,379,100.0,39017
39,18,348,348,100.0,39018
39,19,349,349,100.0,39019
39,20,401,401,100.0,39020
39,21,334,334,100.0,39021
39,22,344,344,100.0,39022
39,23,341,341,100.0,39023
39,24,379,379,100.0,39024
39,25,347,347,100.0,39025
39,26,333,333,100.0,39026
39,27,56,56,100.0,39027
39,28,427,427,100.0,39028
39,29,231,231,100.0,39029
39,30,496,496,100.0,39030
39,31,360,360,100.0,39031
39,32,305,305,100.0,39032
39,33,466,466,100.0,39033
39,34,400,400,100.0,39034
39,35,363,363,100.0,39035
39,36,124,124,100.0,39036
39,37,330,330,100.0,39037
39,38,201,201,100.0,39038
39,39,226,226,100.0,39039
39,40,301,301,100.0,39040
39,41,383,383,100.0,39041
39,42,338,338,100.0,39042
39,43,349,349,100.0,39043
39,44,246,246,100.0,39044
39,45,299,299,100.0,39045
40,1,408,408,100.0,40001
40,2,398,398,100.0,40002
40,3,545,545,100.0,40003
40,4,240,240,100.0,40004
40,5,471,471,100.0,40005
40,6,532,532,100.0,40006
40,7,441,441,100.0,40007
40,8,572,572,100.0,40008
40,9,376,376,100.0,40009
40,10,467,467,100.0,40010
40,11,449,449,100.0,40011
40,12,345,345,100.0,40012
40,13,708,708,100.0,40013
40,14,379,379,100.0,40014
40,15,394,394,100.0,40015
40,16,569,569,100.0,40016
40,17,363,363,100.0,40017
40,18,397,397,100.0,40018
40,19,503,503,100.0,40019
40,20,420,420,100.0,40020
40,21,503,503,100.0,40021
40,22,443,443,100.0,40022
40,23,529,529,100.0,40023
40,24,389,389,100.0,40024
40,25,569,569,100.0,40025
40,26,451,451,100.0,40026
40,27,593,593,100.0,40027
40,28,522,522,100.0,40028
40,29,391,391,100.0,40029
40,30,332,332,100.0,40030
40,31,518,518,100.0,40031
40,32,505,505,100.0,40032
40,33,447,447,100.0,40033
40,34,390,390,100.0,40034
40,35,324,324,100.0,40035
40,36,404,404,100.0,40036
40,37,465,465,100.0,40037
40,38,562,562,100.0,40038
40,39,166,166,100.0,40039
41,1,307,307,100.0,41001
41,2,346,346,100.0,41002
41,3,328,328,100.0,41003
41,4,339,339,100.0,41004
41,5,386,386,100.0,41005
41,6,386,386,100.0,41006
41,7,348,348,100.0,41007
41,8,318,318,100.0,41008
41,9,344,344,100.0,41009
41,10,352,352,100.0,41010
41,11,356,356,100.0,41011
41,12,358,358,100.0,41012
41,13,361,361,100.0,41013
41,14,373,373,100.0,41014
41,15,430,430,100.0,41015
41,16,309,309,100.0,41016
41,17,357,357,100.0,41017
41,18,279,279,100.0,41018
41,19,342,342,100.0,41019
41,20,279,279,100.0,41020
41,21,352,352,100.0,41021
41,22,351,351,100.0,41022
41,23,330,330,100.0,41023
41,24,285,285,100.0,41024
41,25,324,324,100.0,41025
41,26,327,327,100.0,41026
41,27,297,297,100.0,41027
41,28,413,413,100.0,41028
41,29,304,304,100.0,41029
41,30,343,343,100.0,41030
41,31,341,341,100.0,41031
41,32,292,292,100.0,41032
41,33,307,307,100.0,41033
41,34,274,274,100.0,41034
41,35,385,385,100.0,41035
41,36,321,321,100.0,41036
41,37,388,388,100.0,41037
41,38,314,314,100.0,41038
41,39,374,374,100.0,41039
41,40,322,322,100.0,41040
41,41,329,329,100.0,41041
41,42,338,338,100.0,41042
41,43,353,353,100.0,41043
41,44,327,327,100.0,41044
41,45,323,323,100.0,41045
41,46,333,333,100.0,41046
41,47,335,335,100.0,41047
42,1,405,405,100.0,42001
42,2,539,539,100.0,42002
42,3,548,548,100.0,42003
42,4,830,830,100.0,42004
42,5,394,394,100.0,42005
42,6,432,432,100.0,42006
42,7,531,531,100.0,42007
42,8,408,408,100.0,42008
42,9,557,557,100.0,42009
42,10,609,609,100.0,42010
42,11,281,281,100.0,42011
42,12,351,351,100.0,42012
42,13,353,353,100.0,42013
42,14,556,556,100.0,42014
42,15,386,386,100.0,42015
42,16,503,503,100.0,42016
42,17,637,637,100.0,42017
42,18,596,596,100.0,42018
42,19,548,548,100.0,42019
42,20,497,497,100.0,42020
42,21,515,515,100.0,42021
42,22,242,242,100.0,42022
42,23,447,447,100.0,42023
42,24,424,424,100.0,42024
42,25,503,503,100.0,42025
42,26,570,570,100.0,42026
42,27,319,319,100.0,42027
42,28,533,533,100.0,42028
42,29,486,486,100.0,42029
42,30,347,347,100.0,42030
42,31,571,571,100.0,42031
42,32,495,495,100.0,42032
42,33,565,565,100.0,42033
42,34,377,377,100.0,42034
42,35,666,666,100.0,42035
42,36,774,774,100.0,42036
42,37,349,349,100.0,42037
42,38,447,447,100.0,42038
42,39,542,542,100.0,42039
42,40,665,665,100.0,42040
42,41,496,496,100.0,42041
42,42,793,793,100.0,42042
43,1,257,257,100.0,43001
43,2,460,460,100.0,43002
43,3,435,435,100.0,43003
43,4,582,582,100.0,43004
43,5,420,420,100.0,43005
43,6,379,379,100.0,43006
43,7,305,305,100.0,43007
43,8,359,359,100.0,43008
43,9,486,486,100.0,43009
43,10,496,496,100.0,43010
43,11,455,455,100.0,43011
43,12,327,327,100.0,43012
43,13,459,459,100.0,43013
43,14,431,431,100.0,43014
43,15,494,494,100.0,43015
43,16,545,545,100.0,43016
43,17,382,382,100.0,43017
43,18,508,508,100.0,43018
43,19,493,493,100.0,43019
43,20,485,485,100.0,43020
43,21,499,499,100.0,43021
43,22,344,344,100.0,43022
43,23,354,354,100.0,43023
43,24,374,374,100.0,43024
43,25,366,366,100.0,43025
43,26,292,292,100.0,43026
43,27,428,428,100.0,43027
43,28,593,593,100.0,43028
43,29,458,458,100.0,43029
43,30,612,612,100.0,43030
43,31,464,464,100.0,43031
43,32,532,532,100.0,43032
43,33,411,411,100.0,43033
43,34,328,328,100.0,43034
43,35,481,481,100.0,43035
43,36,302,302,100.0,43036
43,37,609,609,100.0,43037
43,38,325,325,100.0,43038
43,39,527,527,100.0,43039
43,40,364,364,100.0,43040
43,41,619,619,100.0,43041
43,42,435,435,100.0,43042
43,43,452,452,100.0,43043
43,44,445,445,100.0,43044
43,45,292,292,100.0,43045
43,46,276,276,100.0,43046
44,1,836,836,100.0,44001
44,2,472,472,100.0,44002
44,3,293,293,100.0,44003
44,4,452,452,100.0,44004
44,5,561,561,100.0,44005
44,6,646,646,100.0,44006
44,7,338,338,100.0,44007
44,8,671,671,100.0,44008
44,9,443,443,100.0,44009
44,10,507,507,100.0,44010
44,11,538,538,100.0,44011
44,12,554,554,100.0,44012
44,13,421,421,100.0,44013
44,14,477,477,100.0,44014
44,15,486,486,100.0,44015
44,16,536,536,100.0,44016
44,17,679,679,100.0,44017
44,18,513,513,100.0,44018
44,19,621,621,100.0,44019
44,20,580,580,100.0,44020
44,21,617,617,100.0,44021
44,22,543,543,100.0,44022
44,23,549,549,100.0,44023
44,24,382,382,100.0,44024
44,25,475,475,100.0,44025
44,26,582,582,100.0,44026
44,27,530,530,100.0,44027
44,28,555,555,100.0,44028
44,29,564,564,100.0,44029
44,30,570,570,100.0,44030
44,31,466,466,100.0,44031
44,32,580,580,100.0,44032
44,33,555,555,100.0,44033
44,34,561,561,100.0,44034
44,35,586,586,100.0,44035
44,36,545,545,100.0,44036
44,37,579,579,100.0,44037
44,38,514,514,100.0,44038
44,39,485,485,100.0,44039
44,40,468,468,100.0,44040
44,41,662,662,100.0,44041
45,1,323,323,100.0,45001
45,2,339,339,100.0,45002
45,3,334,334,100.0,45003
45,4,452,452,100.0,45004
45,5,364,364,100.0,45005
45,6,449,449,100.0,45006
45,7,526,526,100.0,45007
45,8,393,393,100.0,45008
45,9,393,393,100.0,45009
45,10,393,393,100.0,45010
45,11,302,302,100.0,45011
45,12,347,347,100.0,45012
45,13,311,311,100.0,45013
45,14,503,503,100.0,45014
45,15,478,478,100.0,45015
45,16,317,317,100.0,45016
45,17,441,441,100.0,45017
45,18,395,395,100.0,45018
45,19,207,207,100.0,45019
45,20,264,264,100.0,45020
45,21,302,302,100.0,45021
45,22,321,321,100.0,45022
45,23,329,329,100.0,45023
45,24,268,268,100.0,45024
45,25,209,209,100.0,45025
45,26,188,188,100.0,45026
45,27,312,312,100.0,45027
45,28,291,291,100.0,45028
45,29,217,217,100.0,45029
45,30,381,381,100.0,45030
45,31,295,295,100.0,45031
45,32,314,314,100.0,45032
45,33,244,244,100.0,45033
45,34,393,393,100.0,45034
45,35,344,344,100.0,45035
45,36,347,347,100.0,45036
45,37,331,331,100.0,45037
45,38,308,308,100.0,45038
45,39,341,341,100.0,45039
45,40,332,332,100.0,45040
45,41,303,303,100.0,45041
