ward,precinct,total,BYRON F. REED,BYRON F. REED Percent,ROBERT DALLAS,ROBERT DALLAS Percent,MARK TUNNEY,MARK TUNNEY Percent,precinct_id
42,60,13,2,15.38,5,38.46,6,46.15,42060
42,61,29,8,27.59,4,13.79,17,58.62,42061
42,62,26,4,15.38,5,19.23,17,65.38,42062
42,63,43,7,16.28,9,20.93,27,62.79,42063
42,64,21,3,14.29,7,33.33,11,52.38,42064
42,65,25,7,28.0,4,16.0,14,56.0,42065
42,66,18,5,27.78,4,22.22,9,50.0,42066
42,67,7,3,42.86,0,0.0,4,57.14,42067
42,68,29,5,17.24,5,17.24,19,65.52,42068
43,1,26,3,11.54,2,7.69,21,80.77,43001
43,3,17,5,29.41,5,29.41,7,41.18,43003
43,4,31,9,29.03,7,22.58,15,48.39,43004
43,5,22,6,27.27,4,18.18,12,54.55,43005
43,7,3,0,0.0,0,0.0,3,100.0,43007
43,9,12,3,25.0,3,25.0,6,50.0,43009
43,10,0,0,0.0,0,0.0,0,0.0,43010
43,11,27,7,25.93,6,22.22,14,51.85,43011
43,13,13,3,23.08,0,0.0,10,76.92,43013
43,15,16,4,25.0,3,18.75,9,56.25,43015
43,16,27,8,29.63,0,0.0,19,70.37,43016
43,18,46,28,60.87,4,8.7,14,30.43,43018
43,21,11,1,9.09,1,9.09,9,81.82,43021
43,23,21,3,14.29,5,23.81,13,61.9,43023
43,24,43,14,32.56,7,16.28,22,51.16,43024
43,25,16,5,31.25,4,25.0,7,43.75,43025
43,26,37,19,51.35,3,8.11,15,40.54,43026
43,28,25,4,16.0,5,20.0,16,64.0,43028
43,30,16,1,6.25,4,25.0,11,68.75,43030
43,36,31,12,38.71,5,16.13,14,45.16,43036
43,37,29,9,31.03,4,13.79,16,55.17,43037
43,40,17,4,23.53,0,0.0,13,76.47,43040
43,41,13,3,23.08,2,15.38,8,61.54,43041
43,42,30,15,50.0,8,26.67,7,23.33,43042
43,46,29,5,17.24,1,3.45,23,79.31,43046
43,47,23,7,30.43,5,21.74,11,47.83,43047
43,49,17,3,17.65,4,23.53,10,58.82,43049
43,52,34,10,29.41,6,17.65,18,52.94,43052
43,55,9,3,33.33,3,33.33,3,33.33,43055
