ward,precinct,total,Richard M. Daley,Richard M. Daley Percent,"William Walls, III","William Walls, III Percent",Dorothy A. Brown,Dorothy A. Brown Percent,precinct_id
40,33,120,86,71.67,8,6.67,26,21.67,40033
40,34,96,82,85.42,0,0.0,14,14.58,40034
40,35,193,167,86.53,10,5.18,16,8.29,40035
40,36,172,144,83.72,5,2.91,23,13.37,40036
40,37,122,93,76.23,8,6.56,21,17.21,40037
40,38,87,76,87.36,3,3.45,8,9.2,40038
40,39,120,95,79.17,12,10.0,13,10.83,40039
40,40,99,83,83.84,4,4.04,12,12.12,40040
40,41,154,121,78.57,8,5.19,25,16.23,40041
40,42,156,131,83.97,2,1.28,23,14.74,40042
40,43,129,100,77.52,10,7.75,19,14.73,40043
40,44,121,103,85.12,5,4.13,13,10.74,40044
40,45,216,169,78.24,8,3.7,39,18.06,40045
40,46,184,163,88.59,7,3.8,14,7.61,40046
40,47,120,79,65.83,13,10.83,28,23.33,40047
40,48,98,81,82.65,5,5.1,12,12.24,40048
40,49,85,72,84.71,4,4.71,9,10.59,40049
41,1,248,207,83.47,8,3.23,33,13.31,41001
41,2,313,260,83.07,14,4.47,39,12.46,41002
41,3,256,222,86.72,6,2.34,28,10.94,41003
41,4,273,221,80.95,15,5.49,37,13.55,41004
41,5,288,248,86.11,9,3.13,31,10.76,41005
41,6,192,160,83.33,11,5.73,21,10.94,41006
41,7,307,251,81.76,15,4.89,41,13.36,41007
41,8,288,247,85.76,14,4.86,27,9.38,41008
41,9,278,247,88.85,11,3.96,20,7.19,41009
41,10,194,157,80.93,5,2.58,32,16.49,41010
41,11,302,250,82.78,11,3.64,41,13.58,41011
41,12,257,227,88.33,4,1.56,26,10.12,41012
41,13,160,132,82.5,5,3.13,23,14.38,41013
41,14,248,205,82.66,8,3.23,35,14.11,41014
41,15,262,224,85.5,8,3.05,30,11.45,41015
41,16,277,201,72.56,17,6.14,59,21.3,41016
41,17,297,237,79.8,13,4.38,47,15.82,41017
41,18,259,217,83.78,11,4.25,31,11.97,41018
41,19,247,200,80.97,13,5.26,34,13.77,41019
41,20,377,345,91.51,12,3.18,20,5.31,41020
41,21,301,247,82.06,18,5.98,36,11.96,41021
41,22,238,184,77.31,18,7.56,36,15.13,41022
41,23,229,184,80.35,8,3.49,37,16.16,41023
41,24,291,255,87.63,10,3.44,26,8.93,41024
41,25,85,77,90.59,4,4.71,4,4.71,41025
41,26,136,119,87.5,4,2.94,13,9.56,41026
41,27,68,55,80.88,5,7.35,8,11.76,41027
41,28,130,102,78.46,7,5.38,21,16.15,41028
41,29,90,70,77.78,5,5.56,15,16.67,41029
41,30,301,253,84.05,13,4.32,35,11.63,41030
41,31,301,240,79.73,15,4.98,46,15.28,41031
41,32,202,164,81.19,15,7.43,23,11.39,41032
41,33,228,181,79.39,20,8.77,27,11.84,41033
41,34,226,196,86.73,6,2.65,24,10.62,41034
41,35,275,222,80.73,14,5.09,39,14.18,41035
41,36,284,243,85.56,12,4.23,29,10.21,41036
41,37,281,225,80.07,14,4.98,42,14.95,41037
41,38,272,225,82.72,11,4.04,36,13.24,41038
41,39,174,146,83.91,6,3.45,22,12.64,41039
41,40,304,238,78.29,13,4.28,53,17.43,41040
41,41,272,227,83.46,9,3.31,36,13.24,41041
41,42,309,246,79.61,19,6.15,44,14.24,41042
41,43,307,255,83.06,12,3.91,40,13.03,41043
41,44,212,177,83.49,13,6.13,22,10.38,41044
41,45,225,191,84.89,9,4.0,25,11.11,41045
41,46,211,155,73.46,14,6.64,42,19.91,41046
41,47,206,176,85.44,5,2.43,25,12.14,41047
41,48,153,128,83.66,3,1.96,22,14.38,41048
41,49,282,218,77.3,22,7.8,42,14.89,41049
41,50,247,216,87.45,8,3.24,23,9.31,41050
41,51,177,150,84.75,11,6.21,16,9.04,41051
41,52,374,274,73.26,23,6.15,77,20.59,41052
41,53,251,209,83.27,8,3.19,34,13.55,41053
41,54,170,135,79.41,11,6.47,24,14.12,41054
41,55,303,260,85.81,11,3.63,32,10.56,41055
41,56,291,241,82.82,12,4.12,38,13.06,41056
41,57,199,174,87.44,9,4.52,16,8.04,41057
42,1,287,272,94.77,7,2.44,8,2.79,42001
42,2,151,109,72.19,14,9.27,28,18.54,42002
42,3,196,162,82.65,10,5.1,24,12.24,42003
42,4,216,180,83.33,22,10.19,14,6.48,42004
42,5,203,189,93.1,5,2.46,9,4.43,42005
42,6,427,366,85.71,10,2.34,51,11.94,42006
42,7,205,180,87.8,11,5.37,14,6.83,42007
42,8,231,197,85.28,15,6.49,19,8.23,42008
42,9,277,234,84.48,13,4.69,30,10.83,42009
42,10,130,120,92.31,4,3.08,6,4.62,42010
42,11,249,225,90.36,8,3.21,16,6.43,42011
42,12,118,108,91.53,3,2.54,7,5.93,42012
42,13,400,339,84.75,17,4.25,44,11.0,42013
42,14,167,146,87.43,10,5.99,11,6.59,42014
42,15,244,213,87.3,7,2.87,24,9.84,42015
42,16,114,107,93.86,4,3.51,3,2.63,42016
42,17,324,249,76.85,23,7.1,52,16.05,42017
42,18,215,189,87.91,5,2.33,21,9.77,42018
42,19,70,54,77.14,4,5.71,12,17.14,42019
42,20,113,89,78.76,7,6.19,17,15.04,42020
42,21,89,75,84.27,3,3.37,11,12.36,42021
42,22,121,98,80.99,5,4.13,18,14.88,42022
42,23,269,240,89.22,7,2.6,22,8.18,42023
42,24,247,219,88.66,9,3.64,19,7.69,42024
42,25,201,170,84.58,8,3.98,23,11.44,42025
42,26,242,176,72.73,21,8.68,45,18.6,42026
42,27,281,239,85.05,16,5.69,26,9.25,42027
42,28,232,197,84.91,16,6.9,19,8.19,42028
42,29,245,225,91.84,10,4.08,10,4.08,42029
42,30,129,104,80.62,7,5.43,18,13.95,42030
42,31,128,114,89.06,3,2.34,11,8.59,42031
42,32,103,87,84.47,5,4.85,11,10.68,42032
42,33,290,250,86.21,20,6.9,20,6.9,42033
42,34,174,155,89.08,4,2.3,15,8.62,42034
42,35,193,183,94.82,6,3.11,4,2.07,42035
42,36,149,128,85.91,4,2.68,17,11.41,42036
42,37,187,177,94.65,7,3.74,3,1.6,42037
42,38,187,164,87.7,7,3.74,16,8.56,42038
42,39,168,156,92.86,5,2.98,7,4.17,42039
42,40,217,195,89.86,3,1.38,19,8.76,42040
42,41,161,146,90.68,7,4.35,8,4.97,42041
42,42,135,123,91.11,1,0.74,11,8.15,42042
42,43,231,220,95.24,5,2.16,6,2.6,42043
42,44,218,181,83.03,12,5.5,25,11.47,42044
42,45,186,163,87.63,8,4.3,15,8.06,42045
42,46,128,91,71.09,15,11.72,22,17.19,42046
42,47,157,133,84.71,9,5.73,15,9.55,42047
42,48,162,143,88.27,7,4.32,12,7.41,42048
42,49,97,83,85.57,4,4.12,10,10.31,42049
42,50,175,159,90.86,8,4.57,8,4.57,42050
42,51,226,200,88.5,7,3.1,19,8.41,42051
42,52,122,106,86.89,7,5.74,9,7.38,42052
42,53,191,160,83.77,7,3.66,24,12.57,42053
42,54,124,106,85.48,6,4.84,12,9.68,42054
42,55,216,172,79.63,14,6.48,30,13.89,42055
42,56,153,129,84.31,8,5.23,16,10.46,42056
42,57,121,95,78.51,3,2.48,23,19.01,42057
42,58,80,67,83.75,8,10.0,5,6.25,42058
42,59,193,165,85.49,13,6.74,15,7.77,42059
42,60,86,71,82.56,1,1.16,14,16.28,42060
42,61,140,131,93.57,2,1.43,7,5.0,42061
42,62,170,149,87.65,7,4.12,14,8.24,42062
42,63,225,199,88.44,9,4.0,17,7.56,42063
42,64,97,80,82.47,5,5.15,12,12.37,42064
42,65,194,169,87.11,10,5.15,15,7.73,42065
42,66,184,151,82.07,14,7.61,19,10.33,42066
42,67,243,219,90.12,11,4.53,13,5.35,42067
42,68,124,108,87.1,5,4.03,11,8.87,42068
42,69,123,85,69.11,14,11.38,24,19.51,42069
43,1,235,187,79.57,16,6.81,32,13.62,43001
43,2,173,147,84.97,7,4.05,19,10.98,43002
43,3,178,157,88.2,7,3.93,14,7.87,43003
43,4,235,198,84.26,7,2.98,30,12.77,43004
43,5,149,127,85.23,6,4.03,16,10.74,43005
43,6,136,118,86.76,4,2.94,14,10.29,43006
43,7,210,173,82.38,10,4.76,27,12.86,43007
43,8,257,217,84.44,15,5.84,25,9.73,43008
43,9,116,99,85.34,3,2.59,14,12.07,43009
43,10,137,111,81.02,12,8.76,14,10.22,43010
43,11,121,98,80.99,3,2.48,20,16.53,43011
43,12,239,204,85.36,11,4.6,24,10.04,43012
43,13,71,45,63.38,7,9.86,19,26.76,43013
43,14,185,162,87.57,8,4.32,15,8.11,43014
43,15,148,133,89.86,2,1.35,13,8.78,43015
43,16,173,152,87.86,12,6.94,9,5.2,43016
43,17,200,170,85.0,11,5.5,19,9.5,43017
43,18,222,203,91.44,6,2.7,13,5.86,43018
43,19,117,87,74.36,9,7.69,21,17.95,43019
43,20,194,166,85.57,9,4.64,19,9.79,43020
43,21,173,140,80.92,9,5.2,24,13.87,43021
43,22,121,99,81.82,7,5.79,15,12.4,43022
43,23,159,138,86.79,7,4.4,14,8.81,43023
43,24,200,167,83.5,7,3.5,26,13.0,43024
43,25,206,152,73.79,15,7.28,39,18.93,43025
43,26,159,138,86.79,7,4.4,14,8.81,43026
43,27,149,126,84.56,7,4.7,16,10.74,43027
43,28,215,197,91.63,6,2.79,12,5.58,43028
43,29,156,133,85.26,8,5.13,15,9.62,43029
43,30,97,80,82.47,7,7.22,10,10.31,43030
43,31,196,168,85.71,3,1.53,25,12.76,43031
43,32,187,160,85.56,8,4.28,19,10.16,43032
43,33,59,44,74.58,3,5.08,12,20.34,43033
43,34,85,62,72.94,9,10.59,14,16.47,43034
43,35,199,180,90.45,4,2.01,15,7.54,43035
43,36,145,125,86.21,7,4.83,13,8.97,43036
43,37,114,88,77.19,11,9.65,15,13.16,43037
43,38,129,102,79.07,8,6.2,19,14.73,43038
43,39,146,132,90.41,5,3.42,9,6.16,43039
43,40,69,59,85.51,1,1.45,9,13.04,43040
43,41,90,74,82.22,8,8.89,8,8.89,43041
43,42,201,182,90.55,7,3.48,12,5.97,43042
43,43,121,105,86.78,6,4.96,10,8.26,43043
43,44,162,140,86.42,4,2.47,18,11.11,43044
43,45,54,37,68.52,6,11.11,11,20.37,43045
43,46,239,222,92.89,2,0.84,15,6.28,43046
43,47,176,147,83.52,13,7.39,16,9.09,43047
43,48,131,97,74.05,9,6.87,25,19.08,43048
43,49,175,149,85.14,8,4.57,18,10.29,43049
43,50,129,109,84.5,3,2.33,17,13.18,43050
43,51,196,146,74.49,16,8.16,34,17.35,43051
43,52,112,94,83.93,7,6.25,11,9.82,43052
43,53,197,166,84.26,9,4.57,22,11.17,43053
43,54,131,104,79.39,7,5.34,20,15.27,43054
43,55,167,115,68.86,26,15.57,26,15.57,43055
43,56,91,74,81.32,5,5.49,12,13.19,43056
43,57,107,85,79.44,10,9.35,12,11.21,43057
43,58,125,115,92.0,4,3.2,6,4.8,43058
43,59,220,192,87.27,7,3.18,21,9.55,43059
44,1,149,122,81.88,6,4.03,21,14.09,44001
44,2,120,100,83.33,4,3.33,16,13.33,44002
44,3,247,223,90.28,8,3.24,16,6.48,44003
44,4,241,220,91.29,6,2.49,15,6.22,44004
44,5,150,126,84.0,7,4.67,17,11.33,44005
44,6,101,82,81.19,2,1.98,17,16.83,44006
44,7,207,183,88.41,7,3.38,17,8.21,44007
44,8,76,57,75.0,6,7.89,13,17.11,44008
44,9,85,70,82.35,5,5.88,10,11.76,44009
44,10,53,35,66.04,5,9.43,13,24.53,44010
44,11,107,87,81.31,3,2.8,17,15.89,44011
44,12,109,97,88.99,2,1.83,10,9.17,44012
44,13,86,70,81.4,4,4.65,12,13.95,44013
44,14,91,71,78.02,5,5.49,15,16.48,44014
44,15,175,139,79.43,9,5.14,27,15.43,44015
44,16,123,106,86.18,6,4.88,11,8.94,44016
44,17,139,112,80.58,8,5.76,19,13.67,44017
44,18,79,68,86.08,2,2.53,9,11.39,44018
44,19,82,68,82.93,4,4.88,10,12.2,44019
44,20,108,80,74.07,4,3.7,24,22.22,44020
44,21,113,87,76.99,3,2.65,23,20.35,44021
44,22,210,179,85.24,10,4.76,21,10.0,44022
44,23,100,80,80.0,5,5.0,15,15.0,44023
44,24,83,70,84.34,4,4.82,9,10.84,44024
44,25,112,94,83.93,4,3.57,14,12.5,44025
44,26,81,64,79.01,2,2.47,15,18.52,44026
44,27,129,109,84.5,5,3.88,15,11.63,44027
44,28,93,74,79.57,5,5.38,14,15.05,44028
44,29,115,97,84.35,8,6.96,10,8.7,44029
44,30,115,90,78.26,6,5.22,19,16.52,44030
44,31,116,89,76.72,7,6.03,20,17.24,44031
44,32,80,70,87.5,3,3.75,7,8.75,44032
44,33,133,109,81.95,6,4.51,18,13.53,44033
44,34,123,106,86.18,4,3.25,13,10.57,44034
44,35,174,146,83.91,5,2.87,23,13.22,44035
44,36,107,81,75.7,6,5.61,20,18.69,44036
44,37,173,153,88.44,6,3.47,14,8.09,44037
44,38,88,73,82.95,3,3.41,12,13.64,44038
44,39,105,89,84.76,7,6.67,9,8.57,44039
44,40,136,112,82.35,8,5.88,16,11.76,44040
44,41,171,142,83.04,9,5.26,20,11.7,44041
44,42,187,168,89.84,4,2.14,15,8.02,44042
44,43,141,112,79.43,10,7.09,19,13.48,44043
44,44,195,166,85.13,10,5.13,19,9.74,44044
44,45,133,115,86.47,5,3.76,13,9.77,44045
44,46,84,69,82.14,0,0.0,15,17.86,44046
44,47,162,130,80.25,12,7.41,20,12.35,44047
44,48,123,103,83.74,4,3.25,16,13.01,44048
44,49,249,208,83.53,13,5.22,28,11.24,44049
44,50,128,112,87.5,5,3.91,11,8.59,44050
44,51,85,67,78.82,8,9.41,10,11.76,44051
45,1,179,156,87.15,5,2.79,18,10.06,45001
45,2,253,211,83.4,10,3.95,32,12.65,45002
45,3,331,281,84.89,17,5.14,33,9.97,45003
45,4,277,228,82.31,8,2.89,41,14.8,45004
45,5,252,204,80.95,14,5.56,34,13.49,45005
45,6,243,211,86.83,10,4.12,22,9.05,45006
45,7,203,154,75.86,14,6.9,35,17.24,45007
45,8,193,162,83.94,12,6.22,19,9.84,45008
45,9,298,245,82.21,14,4.7,39,13.09,45009
45,10,288,238,82.64,17,5.9,33,11.46,45010
45,11,253,219,86.56,11,4.35,23,9.09,45011
45,12,259,220,84.94,12,4.63,27,10.42,45012
45,13,335,291,86.87,15,4.48,29,8.66,45013
45,14,242,208,85.95,7,2.89,27,11.16,45014
45,15,268,229,85.45,9,3.36,30,11.19,45015
45,16,218,178,81.65,14,6.42,26,11.93,45016
45,17,182,143,78.57,3,1.65,36,19.78,45017
45,18,274,239,87.23,7,2.55,28,10.22,45018
45,19,246,204,82.93,13,5.28,29,11.79,45019
45,20,234,196,83.76,11,4.7,27,11.54,45020
45,21,225,198,88.0,13,5.78,14,6.22,45021
45,22,235,186,79.15,17,7.23,32,13.62,45022
45,23,245,209,85.31,9,3.67,27,11.02,45023
45,24,316,267,84.49,13,4.11,36,11.39,45024
45,25,289,248,85.81,16,5.54,25,8.65,45025
45,26,285,243,85.26,13,4.56,29,10.18,45026
45,27,235,186,79.15,8,3.4,41,17.45,45027
45,28,200,177,88.5,5,2.5,18,9.0,45028
45,29,238,196,82.35,7,2.94,35,14.71,45029
45,30,282,241,85.46,16,5.67,25,8.87,45030
45,31,213,166,77.93,17,7.98,30,14.08,45031
45,32,168,139,82.74,7,4.17,22,13.1,45032
45,33,228,195,85.53,12,5.26,21,9.21,45033
45,34,198,170,85.86,8,4.04,20,10.1,45034
45,35,267,224,83.9,12,4.49,31,11.61,45035
45,36,211,167,79.15,15,7.11,29,13.74,45036
45,37,253,226,89.33,5,1.98,22,8.7,45037
45,38,294,245,83.33,20,6.8,29,9.86,45038
45,39,312,266,85.26,17,5.45,29,9.29,45039
45,40,280,240,85.71,8,2.86,32,11.43,45040
45,41,145,126,86.9,6,4.14,13,8.97,45041
45,42,250,213,85.2,10,4.0,27,10.8,45042
45,43,221,197,89.14,4,1.81,20,9.05,45043
45,44,293,243,82.94,16,5.46,34,11.6,45044
45,45,200,167,83.5,13,6.5,20,10.0,45045
45,46,245,203,82.86,12,4.9,30,12.24,45046
45,47,262,224,85.5,16,6.11,22,8.4,45047
45,48,250,210,84.0,9,3.6,31,12.4,45048
45,49,255,212,83.14,10,3.92,33,12.94,45049
45,50,217,180,82.95,17,7.83,20,9.22,45050
45,51,227,196,86.34,9,3.96,22,9.69,45051
45,52,257,220,85.6,11,4.28,26,10.12,45052
45,53,164,129,78.66,7,4.27,28,17.07,45053
46,1,422,355,84.12,23,5.45,44,10.43,46001
46,2,209,142,67.94,15,7.18,52,24.88,46002
46,3,235,175,74.47,8,3.4,52,22.13,46003
46,4,296,233,78.72,19,6.42,44,14.86,46004
46,5,128,99,77.34,8,6.25,21,16.41,46005
46,6,311,231,74.28,25,8.04,55,17.68,46006
46,7,143,115,80.42,7,4.9,21,14.69,46007
46,8,345,272,78.84,30,8.7,43,12.46,46008
46,9,291,226,77.66,13,4.47,52,17.87,46009
46,10,200,147,73.5,13,6.5,40,20.0,46010
46,11,286,238,83.22,17,5.94,31,10.84,46011
46,12,302,220,72.85,20,6.62,62,20.53,46012
46,13,206,170,82.52,12,5.83,24,11.65,46013
46,14,138,100,72.46,10,7.25,28,20.29,46014
46,15,246,204,82.93,8,3.25,34,13.82,46015
46,16,216,158,73.15,14,6.48,44,20.37,46016
46,17,294,259,88.1,9,3.06,26,8.84,46017
46,18,228,181,79.39,20,8.77,27,11.84,46018
46,19,174,133,76.44,11,6.32,30,17.24,46019
46,20,250,193,77.2,15,6.0,42,16.8,46020
46,21,45,30,66.67,5,11.11,10,22.22,46021
46,22,337,291,86.35,15,4.45,31,9.2,46022
46,23,247,176,71.26,16,6.48,55,22.27,46023
46,24,101,78,77.23,2,1.98,21,20.79,46024
46,25,352,299,84.94,12,3.41,41,11.65,46025
46,26,325,235,72.31,22,6.77,68,20.92,46026
46,27,266,222,83.46,13,4.89,31,11.65,46027
46,28,217,179,82.49,13,5.99,25,11.52,46028
46,29,208,184,88.46,9,4.33,15,7.21,46029
46,30,255,214,83.92,13,5.1,28,10.98,46030
46,31,204,170,83.33,8,3.92,26,12.75,46031
46,32,264,197,74.62,14,5.3,53,20.08,46032
46,33,280,235,83.93,12,4.29,33,11.79,46033
46,34,224,180,80.36,16,7.14,28,12.5,46034
46,35,354,269,75.99,21,5.93,64,18.08,46035
46,36,213,192,90.14,3,1.41,18,8.45,46036
46,37,120,99,82.5,4,3.33,17,14.17,46037
46,38,243,185,76.13,20,8.23,38,15.64,46038
46,39,244,213,87.3,4,1.64,27,11.07,46039
46,40,262,211,80.53,16,6.11,35,13.36,46040
46,41,290,217,74.83,27,9.31,46,15.86,46041
46,42,293,200,68.26,19,6.48,74,25.26,46042
46,43,235,186,79.15,11,4.68,38,16.17,46043
46,44,152,114,75.0,9,5.92,29,19.08,46044
46,45,225,177,78.67,14,6.22,34,15.11,46045
46,46,222,161,72.52,13,5.86,48,21.62,46046
46,47,101,70,69.31,9,8.91,22,21.78,46047
47,1,192,158,82.29,7,3.65,27,14.06,47001
47,2,172,136,79.07,13,7.56,23,13.37,47002
47,3,152,132,86.84,3,1.97,17,11.18,47003
47,4,219,188,85.84,8,3.65,23,10.5,47004
47,5,184,140,76.09,13,7.07,31,16.85,47005
47,6,226,187,82.74,8,3.54,31,13.72,47006
47,7,186,153,82.26,6,3.23,27,14.52,47007
47,8,278,240,86.33,8,2.88,30,10.79,47008
47,9,182,147,80.77,11,6.04,24,13.19,47009
47,10,103,72,69.9,10,9.71,21,20.39,47010
47,11,284,237,83.45,17,5.99,30,10.56,47011
47,12,166,140,84.34,6,3.61,20,12.05,47012
47,13,235,189,80.43,9,3.83,37,15.74,47013
47,14,140,109,77.86,10,7.14,21,15.0,47014
47,15,151,108,71.52,8,5.3,35,23.18,47015
47,16,186,150,80.65,13,6.99,23,12.37,47016
47,17,199,166,83.42,7,3.52,26,13.07,47017
47,18,159,134,84.28,5,3.14,20,12.58,47018
47,19,223,188,84.3,10,4.48,25,11.21,47019
47,20,174,136,78.16,12,6.9,26,14.94,47020
47,21,205,158,77.07,14,6.83,33,16.1,47021
47,22,203,166,81.77,5,2.46,32,15.76,47022
47,23,92,58,63.04,8,8.7,26,28.26,47023
47,24,139,115,82.73,2,1.44,22,15.83,47024
47,25,191,157,82.2,9,4.71,25,13.09,47025
47,26,206,160,77.67,12,5.83,34,16.5,47026
47,27,154,116,75.32,15,9.74,23,14.94,47027
47,28,243,201,82.72,10,4.12,32,13.17,47028
47,29,161,132,81.99,8,4.97,21,13.04,47029
47,30,180,145,80.56,7,3.89,28,15.56,47030
47,31,164,129,78.66,8,4.88,27,16.46,47031
47,32,150,110,73.33,7,4.67,33,22.0,47032
47,33,190,155,81.58,12,6.32,23,12.11,47033
47,34,221,165,74.66,20,9.05,36,16.29,47034
47,35,228,172,75.44,14,6.14,42,18.42,47035
47,36,248,182,73.39,17,6.85,49,19.76,47036
47,37,220,171,77.73,7,3.18,42,19.09,47037
47,38,210,172,81.9,9,4.29,29,13.81,47038
47,39,166,129,77.71,13,7.83,24,14.46,47039
47,40,160,109,68.13,13,8.13,38,23.75,47040
47,41,289,226,78.2,11,3.81,52,17.99,47041
47,42,136,93,68.38,14,10.29,29,21.32,47042
47,43,114,110,96.49,2,1.75,2,1.75,47043
47,44,203,178,87.68,8,3.94,17,8.37,47044
47,45,162,118,72.84,7,4.32,37,22.84,47045
47,46,113,94,83.19,6,5.31,13,11.5,47046
47,47,170,131,77.06,8,4.71,31,18.24,47047
47,48,65,62,95.38,2,3.08,1,1.54,47048
47,49,104,86,82.69,4,3.85,14,13.46,47049
47,50,141,115,81.56,5,3.55,21,14.89,47050
47,51,140,116,82.86,8,5.71,16,11.43,47051
47,52,90,88,97.78,0,0.0,2,2.22,47052
48,1,144,119,82.64,6,4.17,19,13.19,48001
48,2,166,117,70.48,11,6.63,38,22.89,48002
48,3,194,143,73.71,18,9.28,33,17.01,48003
48,4,193,146,75.65,9,4.66,38,19.69,48004
48,5,189,162,85.71,6,3.17,21,11.11,48005
48,6,205,156,76.1,16,7.8,33,16.1,48006
48,7,105,78,74.29,3,2.86,24,22.86,48007
48,8,117,101,86.32,3,2.56,13,11.11,48008
48,9,191,154,80.63,17,8.9,20,10.47,48009
48,10,81,59,72.84,7,8.64,15,18.52,48010
48,11,165,135,81.82,6,3.64,24,14.55,48011
48,12,123,89,72.36,7,5.69,27,21.95,48012
48,13,140,121,86.43,8,5.71,11,7.86,48013
48,14,266,239,89.85,8,3.01,19,7.14,48014
48,15,76,60,78.95,4,5.26,12,15.79,48015
48,16,150,112,74.67,11,7.33,27,18.0,48016
48,17,167,126,75.45,15,8.98,26,15.57,48017
48,18,106,82,77.36,10,9.43,14,13.21,48018
48,19,141,106,75.18,12,8.51,23,16.31,48019
48,20,87,64,73.56,2,2.3,21,24.14,48020
48,21,64,46,71.88,6,9.38,12,18.75,48021
48,22,285,241,84.56,13,4.56,31,10.88,48022
48,23,186,130,69.89,12,6.45,44,23.66,48023
48,24,240,193,80.42,7,2.92,40,16.67,48024
48,25,209,179,85.65,8,3.83,22,10.53,48025
48,26,153,121,79.08,9,5.88,23,15.03,48026
48,27,138,112,81.16,5,3.62,21,15.22,48027
48,28,178,151,84.83,11,6.18,16,8.99,48028
48,29,199,174,87.44,5,2.51,20,10.05,48029
48,30,132,86,65.15,9,6.82,37,28.03,48030
48,31,149,92,61.74,14,9.4,43,28.86,48031
48,32,108,74,68.52,7,6.48,27,25.0,48032
48,33,177,158,89.27,6,3.39,13,7.34,48033
48,34,137,118,86.13,6,4.38,13,9.49,48034
48,35,123,95,77.24,7,5.69,21,17.07,48035
48,36,196,159,81.12,11,5.61,26,13.27,48036
48,37,86,66,76.74,8,9.3,12,13.95,48037
48,38,190,162,85.26,6,3.16,22,11.58,48038
48,39,151,122,80.79,8,5.3,21,13.91,48039
48,40,89,69,77.53,6,6.74,14,15.73,48040
48,41,98,73,74.49,5,5.1,20,20.41,48041
48,42,101,61,60.4,10,9.9,30,29.7,48042
48,43,147,107,72.79,8,5.44,32,21.77,48043
48,44,117,82,70.09,5,4.27,30,25.64,48044
48,45,133,101,75.94,4,3.01,28,21.05,48045
48,46,111,80,72.07,11,9.91,20,18.02,48046
48,47,121,74,61.16,12,9.92,35,28.93,48047
48,48,148,110,74.32,9,6.08,29,19.59,48048
48,49,73,63,86.3,0,0.0,10,13.7,48049
48,50,188,144,76.6,9,4.79,35,18.62,48050
48,51,200,149,74.5,10,5.0,41,20.5,48051
48,52,99,80,80.81,8,8.08,11,11.11,48052
48,53,139,96,69.06,12,8.63,31,22.3,48053
48,54,102,59,57.84,6,5.88,37,36.27,48054
48,55,94,73,77.66,3,3.19,18,19.15,48055
48,56,149,103,69.13,14,9.4,32,21.48,48056
49,1,180,106,58.89,6,3.33,68,37.78,49001
49,2,287,234,81.53,13,4.53,40,13.94,49002
49,3,144,107,74.31,9,6.25,28,19.44,49003
49,4,126,89,70.63,8,6.35,29,23.02,49004
49,5,229,171,74.67,14,6.11,44,19.21,49005
49,6,203,133,65.52,12,5.91,58,28.57,49006
49,7,148,111,75.0,9,6.08,28,18.92,49007
49,8,189,130,68.78,21,11.11,38,20.11,49008
49,9,158,107,67.72,15,9.49,36,22.78,49009
49,10,168,109,64.88,27,16.07,32,19.05,49010
49,11,145,104,71.72,8,5.52,33,22.76,49011
49,12,211,127,60.19,25,11.85,59,27.96,49012
49,13,210,148,70.48,13,6.19,49,23.33,49013
49,14,173,118,68.21,11,6.36,44,25.43,49014
49,15,123,78,63.41,13,10.57,32,26.02,49015
49,16,159,114,71.7,10,6.29,35,22.01,49016
49,17,18,12,66.67,1,5.56,5,27.78,49017
49,18,144,110,76.39,8,5.56,26,18.06,49018
49,19,207,123,59.42,13,6.28,71,34.3,49019
49,20,247,171,69.23,17,6.88,59,23.89,49020
49,21,63,45,71.43,6,9.52,12,19.05,49021
49,22,183,120,65.57,16,8.74,47,25.68,49022
49,23,145,78,53.79,22,15.17,45,31.03,49023
49,24,216,159,73.61,17,7.87,40,18.52,49024
49,25,204,139,68.14,19,9.31,46,22.55,49025
49,26,234,182,77.78,22,9.4,30,12.82,49026
49,27,207,134,64.73,21,10.14,52,25.12,49027
49,28,152,96,63.16,14,9.21,42,27.63,49028
49,29,213,153,71.83,22,10.33,38,17.84,49029
49,30,211,145,68.72,17,8.06,49,23.22,49030
49,31,142,80,56.34,26,18.31,36,25.35,49031
49,32,116,72,62.07,11,9.48,33,28.45,49032
49,33,142,88,61.97,11,7.75,43,30.28,49033
49,34,187,110,58.82,17,9.09,60,32.09,49034
49,35,246,179,72.76,19,7.72,48,19.51,49035
49,36,232,151,65.09,22,9.48,59,25.43,49036
49,37,200,142,71.0,11,5.5,47,23.5,49037
49,38,134,87,64.93,20,14.93,27,20.15,49038
49,39,171,115,67.25,15,8.77,41,23.98,49039
49,40,139,102,73.38,11,7.91,26,18.71,49040
49,41,173,132,76.3,7,4.05,34,19.65,49041
49,42,203,129,63.55,22,10.84,52,25.62,49042
50,1,345,302,87.54,15,4.35,28,8.12,50001
50,2,325,281,86.46,8,2.46,36,11.08,50002
50,3,265,235,88.68,5,1.89,25,9.43,50003
50,4,241,213,88.38,6,2.49,22,9.13,50004
50,5,317,283,89.27,14,4.42,20,6.31,50005
50,6,200,168,84.0,7,3.5,25,12.5,50006
50,7,283,229,80.92,18,6.36,36,12.72,50007
50,8,160,127,79.38,12,7.5,21,13.13,50008
50,9,219,172,78.54,9,4.11,38,17.35,50009
50,10,192,170,88.54,2,1.04,20,10.42,50010
50,11,282,255,90.43,8,2.84,19,6.74,50011
50,12,191,182,95.29,3,1.57,6,3.14,50012
