ward,precinct,total,"Elizabeth """"Beth"""" Ryan","Elizabeth """"Beth"""" Ryan Percent",Yolanda Harris Sayre,Yolanda Harris Sayre Percent,precinct_id
7,38,106,33,31.13,73,68.87,07038
7,39,112,34,30.36,78,69.64,07039
7,40,110,31,28.18,79,71.82,07040
7,41,91,25,27.47,66,72.53,07041
7,42,116,34,29.31,82,70.69,07042
7,43,111,33,29.73,78,70.27,07043
7,44,99,24,24.24,75,75.76,07044
7,45,66,30,45.45,36,54.55,07045
7,46,56,24,42.86,32,57.14,07046
8,1,94,24,25.53,70,74.47,08001
8,2,95,21,22.11,74,77.89,08002
8,3,209,34,16.27,175,83.73,08003
8,4,180,42,23.33,138,76.67,08004
8,5,191,45,23.56,146,76.44,08005
8,6,168,48,28.57,120,71.43,08006
8,7,191,41,21.47,150,78.53,08007
8,8,195,60,30.77,135,69.23,08008
8,9,82,26,31.71,56,68.29,08009
8,10,248,57,22.98,191,77.02,08010
8,11,94,21,22.34,73,77.66,08011
8,12,111,31,27.93,80,72.07,08012
8,13,135,29,21.48,106,78.52,08013
8,14,50,16,32.0,34,68.0,08014
8,15,108,32,29.63,76,70.37,08015
8,16,30,10,33.33,20,66.67,08016
8,17,138,31,22.46,107,77.54,08017
8,18,63,19,30.16,44,69.84,08018
8,19,205,48,23.41,157,76.59,08019
8,20,182,50,27.47,132,72.53,08020
8,21,162,35,21.6,127,78.4,08021
8,22,140,39,27.86,101,72.14,08022
8,23,81,31,38.27,50,61.73,08023
8,24,97,22,22.68,75,77.32,08024
8,25,123,36,29.27,87,70.73,08025
8,26,89,31,34.83,58,65.17,08026
8,27,222,50,22.52,172,77.48,08027
8,28,144,31,21.53,113,78.47,08028
8,29,178,44,24.72,134,75.28,08029
8,30,155,40,25.81,115,74.19,08030
8,31,105,33,31.43,72,68.57,08031
8,32,108,21,19.44,87,80.56,08032
8,33,108,32,29.63,76,70.37,08033
8,34,143,42,29.37,101,70.63,08034
8,35,167,38,22.75,129,77.25,08035
8,36,143,27,18.88,116,81.12,08036
8,37,131,34,25.95,97,74.05,08037
8,38,97,21,21.65,76,78.35,08038
8,39,131,35,26.72,96,73.28,08039
8,40,97,31,31.96,66,68.04,08040
8,41,128,31,24.22,97,75.78,08041
8,42,174,49,28.16,125,71.84,08042
8,43,49,14,28.57,35,71.43,08043
8,44,93,28,30.11,65,69.89,08044
8,45,58,14,24.14,44,75.86,08045
8,46,104,25,24.04,79,75.96,08046
8,47,122,41,33.61,81,66.39,08047
8,48,128,46,35.94,82,64.06,08048
8,49,140,29,20.71,111,79.29,08049
8,50,159,40,25.16,119,74.84,08050
8,51,168,48,28.57,120,71.43,08051
8,52,233,68,29.18,165,70.82,08052
8,53,68,14,20.59,54,79.41,08053
8,54,64,15,23.44,49,76.56,08054
8,55,134,43,32.09,91,67.91,08055
8,56,169,38,22.49,131,77.51,08056
9,1,117,31,26.5,86,73.5,09001
9,2,93,28,30.11,65,69.89,09002
9,3,47,20,42.55,27,57.45,09003
9,4,94,36,38.3,58,61.7,09004
9,5,141,41,29.08,100,70.92,09005
9,6,105,24,22.86,81,77.14,09006
9,7,63,25,39.68,38,60.32,09007
9,8,75,15,20.0,60,80.0,09008
9,9,156,55,35.26,101,64.74,09009
9,10,81,18,22.22,63,77.78,09010
9,11,89,22,24.72,67,75.28,09011
9,12,164,45,27.44,119,72.56,09012
9,13,153,46,30.07,107,69.93,09013
9,14,156,48,30.77,108,69.23,09014
9,15,45,18,40.0,27,60.0,09015
9,16,119,33,27.73,86,72.27,09016
9,17,58,17,29.31,41,70.69,09017
9,18,100,31,31.0,69,69.0,09018
9,19,102,31,30.39,71,69.61,09019
9,20,113,30,26.55,83,73.45,09020
9,21,97,23,23.71,74,76.29,09021
9,22,128,47,36.72,81,63.28,09022
9,23,157,35,22.29,122,77.71,09023
9,24,161,47,29.19,114,70.81,09024
9,25,117,24,20.51,93,79.49,09025
9,26,64,19,29.69,45,70.31,09026
9,27,111,33,29.73,78,70.27,09027
9,28,44,15,34.09,29,65.91,09028
9,29,56,21,37.5,35,62.5,09029
9,30,83,22,26.51,61,73.49,09030
9,31,74,24,32.43,50,67.57,09031
9,32,122,28,22.95,94,77.05,09032
9,33,75,23,30.67,52,69.33,09033
9,34,83,26,31.33,57,68.67,09034
9,35,141,32,22.7,109,77.3,09035
9,36,85,26,30.59,59,69.41,09036
9,37,180,74,41.11,106,58.89,09037
9,38,100,34,34.0,66,66.0,09038
9,39,146,39,26.71,107,73.29,09039
9,40,171,45,26.32,126,73.68,09040
9,41,99,30,30.3,69,69.7,09041
9,42,169,34,20.12,135,79.88,09042
9,43,88,30,34.09,58,65.91,09043
9,44,119,32,26.89,87,73.11,09044
9,45,86,34,39.53,52,60.47,09045
9,46,121,45,37.19,76,62.81,09046
9,47,163,37,22.7,126,77.3,09047
9,48,151,40,26.49,111,73.51,09048
9,49,165,33,20.0,132,80.0,09049
9,50,203,32,15.76,171,84.24,09050
9,51,156,33,21.15,123,78.85,09051
10,1,105,39,37.14,66,62.86,10001
10,2,73,49,67.12,24,32.88,10002
10,3,84,48,57.14,36,42.86,10003
10,4,50,21,42.0,29,58.0,10004
10,5,60,43,71.67,17,28.33,10005
10,6,74,45,60.81,29,39.19,10006
10,7,40,17,42.5,23,57.5,10007
10,8,29,17,58.62,12,41.38,10008
10,9,60,40,66.67,20,33.33,10009
10,10,86,51,59.3,35,40.7,10010
10,11,79,51,64.56,28,35.44,10011
10,12,45,28,62.22,17,37.78,10012
10,13,79,51,64.56,28,35.44,10013
10,14,86,57,66.28,29,33.72,10014
10,15,202,54,26.73,148,73.27,10015
10,16,51,35,68.63,16,31.37,10016
10,17,113,73,64.6,40,35.4,10017
10,18,38,16,42.11,22,57.89,10018
10,19,58,35,60.34,23,39.66,10019
10,20,75,50,66.67,25,33.33,10020
10,21,72,40,55.56,32,44.44,10021
10,22,25,11,44.0,14,56.0,10022
10,23,66,33,50.0,33,50.0,10023
10,24,70,42,60.0,28,40.0,10024
10,25,31,16,51.61,15,48.39,10025
10,26,55,22,40.0,33,60.0,10026
10,27,58,27,46.55,31,53.45,10027
10,28,79,55,69.62,24,30.38,10028
10,29,65,29,44.62,36,55.38,10029
10,30,51,28,54.9,23,45.1,10030
10,31,51,30,58.82,21,41.18,10031
10,32,70,40,57.14,30,42.86,10032
10,33,57,33,57.89,24,42.11,10033
10,34,35,15,42.86,20,57.14,10034
10,35,94,55,58.51,39,41.49,10035
10,36,32,14,43.75,18,56.25,10036
11,1,136,87,63.97,49,36.03,11001
11,2,5,4,80.0,1,20.0,11002
11,3,150,90,60.0,60,40.0,11003
11,4,109,74,67.89,35,32.11,11004
11,5,149,103,69.13,46,30.87,11005
11,6,187,99,52.94,88,47.06,11006
11,7,88,40,45.45,48,54.55,11007
11,8,118,76,64.41,42,35.59,11008
11,9,89,65,73.03,24,26.97,11009
11,10,92,73,79.35,19,20.65,11010
11,11,115,77,66.96,38,33.04,11011
11,12,135,112,82.96,23,17.04,11012
11,13,124,100,80.65,24,19.35,11013
11,14,41,33,80.49,8,19.51,11014
11,15,52,40,76.92,12,23.08,11015
11,16,72,49,68.06,23,31.94,11016
11,17,184,133,72.28,51,27.72,11017
11,18,93,60,64.52,33,35.48,11018
11,19,194,131,67.53,63,32.47,11019
11,20,85,58,68.24,27,31.76,11020
11,21,195,142,72.82,53,27.18,11021
11,22,145,97,66.9,48,33.1,11022
11,23,79,57,72.15,22,27.85,11023
11,24,230,188,81.74,42,18.26,11024
11,25,165,109,66.06,56,33.94,11025
11,26,152,122,80.26,30,19.74,11026
11,27,34,28,82.35,6,17.65,11027
11,28,49,35,71.43,14,28.57,11028
11,29,149,119,79.87,30,20.13,11029
11,30,66,50,75.76,16,24.24,11030
11,31,103,70,67.96,33,32.04,11031
11,32,56,45,80.36,11,19.64,11032
11,33,145,70,48.28,75,51.72,11033
11,34,48,39,81.25,9,18.75,11034
11,35,34,25,73.53,9,26.47,11035
11,36,44,31,70.45,13,29.55,11036
11,37,33,15,45.45,18,54.55,11037
11,38,65,44,67.69,21,32.31,11038
12,1,110,68,61.82,42,38.18,12001
12,2,67,39,58.21,28,41.79,12002
12,3,164,100,60.98,64,39.02,12003
12,4,123,77,62.6,46,37.4,12004
12,5,108,69,63.89,39,36.11,12005
12,6,112,80,71.43,32,28.57,12006
12,7,65,38,58.46,27,41.54,12007
12,8,114,73,64.04,41,35.96,12008
12,9,83,56,67.47,27,32.53,12009
12,10,96,48,50.0,48,50.0,12010
12,11,60,28,46.67,32,53.33,12011
12,12,71,41,57.75,30,42.25,12012
12,13,83,46,55.42,37,44.58,12013
12,14,66,35,53.03,31,46.97,12014
12,15,66,30,45.45,36,54.55,12015
12,16,39,21,53.85,18,46.15,12016
12,17,71,46,64.79,25,35.21,12017
12,18,45,24,53.33,21,46.67,12018
12,19,84,48,57.14,36,42.86,12019
12,20,80,45,56.25,35,43.75,12020
12,21,95,49,51.58,46,48.42,12021
12,22,66,35,53.03,31,46.97,12022
12,23,126,70,55.56,56,44.44,12023
13,1,84,49,58.33,35,41.67,13001
13,2,74,45,60.81,29,39.19,13002
13,3,37,22,59.46,15,40.54,13003
13,4,82,51,62.2,31,37.8,13004
13,5,62,41,66.13,21,33.87,13005
13,6,88,59,67.05,29,32.95,13006
13,7,44,26,59.09,18,40.91,13007
13,8,55,37,67.27,18,32.73,13008
13,9,62,33,53.23,29,46.77,13009
13,10,83,56,67.47,27,32.53,13010
13,11,83,58,69.88,25,30.12,13011
13,12,67,45,67.16,22,32.84,13012
13,13,77,41,53.25,36,46.75,13013
13,14,77,39,50.65,38,49.35,13014
13,15,85,46,54.12,39,45.88,13015
13,16,41,28,68.29,13,31.71,13016
13,17,80,50,62.5,30,37.5,13017
13,18,67,41,61.19,26,38.81,13018
13,19,61,39,63.93,22,36.07,13019
13,20,46,35,76.09,11,23.91,13020
13,21,101,73,72.28,28,27.72,13021
13,22,91,66,72.53,25,27.47,13022
13,23,56,35,62.5,21,37.5,13023
13,24,71,39,54.93,32,45.07,13024
13,25,55,35,63.64,20,36.36,13025
13,26,83,53,63.86,30,36.14,13026
13,27,69,41,59.42,28,40.58,13027
13,28,55,34,61.82,21,38.18,13028
13,29,50,34,68.0,16,32.0,13029
13,30,35,24,68.57,11,31.43,13030
13,31,99,66,66.67,33,33.33,13031
13,32,72,35,48.61,37,51.39,13032
13,33,98,65,66.33,33,33.67,13033
13,34,71,39,54.93,32,45.07,13034
13,35,62,35,56.45,27,43.55,13035
13,36,29,11,37.93,18,62.07,13036
13,37,134,64,47.76,70,52.24,13037
13,38,55,42,76.36,13,23.64,13038
13,39,71,35,49.3,36,50.7,13039
13,40,42,27,64.29,15,35.71,13040
13,41,84,39,46.43,45,53.57,13041
13,42,102,66,64.71,36,35.29,13042
13,43,81,60,74.07,21,25.93,13043
13,44,55,31,56.36,24,43.64,13044
13,45,75,44,58.67,31,41.33,13045
13,46,59,38,64.41,21,35.59,13046
13,47,83,42,50.6,41,49.4,13047
13,48,75,42,56.0,33,44.0,13048
14,1,129,86,66.67,43,33.33,14001
14,2,79,48,60.76,31,39.24,14002
14,3,47,23,48.94,24,51.06,14003
14,4,70,47,67.14,23,32.86,14004
14,5,56,31,55.36,25,44.64,14005
14,6,25,16,64.0,9,36.0,14006
14,7,76,35,46.05,41,53.95,14007
14,8,69,32,46.38,37,53.62,14008
14,9,75,51,68.0,24,32.0,14009
14,10,44,29,65.91,15,34.09,14010
14,11,25,19,76.0,6,24.0,14011
14,12,77,30,38.96,47,61.04,14012
14,13,63,34,53.97,29,46.03,14013
14,14,67,37,55.22,30,44.78,14014
14,15,47,31,65.96,16,34.04,14015
14,16,55,36,65.45,19,34.55,14016
14,17,33,20,60.61,13,39.39,14017
14,18,30,18,60.0,12,40.0,14018
14,19,63,37,58.73,26,41.27,14019
14,20,50,31,62.0,19,38.0,14020
14,21,40,22,55.0,18,45.0,14021
14,22,91,61,67.03,30,32.97,14022
14,23,60,35,58.33,25,41.67,14023
14,24,96,71,73.96,25,26.04,14024
14,25,29,22,75.86,7,24.14,14025
14,26,57,33,57.89,24,42.11,14026
14,27,63,42,66.67,21,33.33,14027
14,28,43,23,53.49,20,46.51,14028
14,29,46,29,63.04,17,36.96,14029
14,30,38,21,55.26,17,44.74,14030
14,31,39,17,43.59,22,56.41,14031
15,1,72,45,62.5,27,37.5,15001
15,2,58,18,31.03,40,68.97,15002
15,3,62,17,27.42,45,72.58,15003
15,4,47,24,51.06,23,48.94,15004
15,5,44,26,59.09,18,40.91,15005
15,6,52,31,59.62,21,40.38,15006
15,7,43,13,30.23,30,69.77,15007
15,8,53,31,58.49,22,41.51,15008
15,9,74,47,63.51,27,36.49,15009
15,10,110,67,60.91,43,39.09,15010
15,11,66,38,57.58,28,42.42,15011
15,12,61,41,67.21,20,32.79,15012
15,13,69,36,52.17,33,47.83,15013
15,14,41,27,65.85,14,34.15,15014
15,15,53,31,58.49,22,41.51,15015
15,16,60,29,48.33,31,51.67,15016
15,17,67,27,40.3,40,59.7,15017
15,18,42,10,23.81,32,76.19,15018
15,19,72,44,61.11,28,38.89,15019
15,20,64,19,29.69,45,70.31,15020
15,21,51,11,21.57,40,78.43,15021
15,22,70,23,32.86,47,67.14,15022
15,23,86,35,40.7,51,59.3,15023
15,24,43,10,23.26,33,76.74,15024
16,1,78,44,56.41,34,43.59,16001
16,2,77,27,35.06,50,64.94,16002
16,3,62,19,30.65,43,69.35,16003
16,4,65,21,32.31,44,67.69,16004
16,5,54,24,44.44,30,55.56,16005
16,6,65,21,32.31,44,67.69,16006
16,7,74,30,40.54,44,59.46,16007
16,8,38,20,52.63,18,47.37,16008
16,9,69,16,23.19,53,76.81,16009
16,10,81,28,34.57,53,65.43,16010
16,11,57,28,49.12,29,50.88,16011
16,12,40,9,22.5,31,77.5,16012
16,13,24,11,45.83,13,54.17,16013
16,14,56,19,33.93,37,66.07,16014
16,15,65,19,29.23,46,70.77,16015
16,16,82,22,26.83,60,73.17,16016
16,17,58,26,44.83,32,55.17,16017
16,18,63,21,33.33,42,66.67,16018
16,19,70,26,37.14,44,62.86,16019
16,20,55,13,23.64,42,76.36,16020
16,21,47,16,34.04,31,65.96,16021
16,22,52,22,42.31,30,57.69,16022
16,23,46,15,32.61,31,67.39,16023
16,24,37,14,37.84,23,62.16,16024
16,25,88,27,30.68,61,69.32,16025
16,26,46,17,36.96,29,63.04,16026
16,27,33,9,27.27,24,72.73,16027
16,28,78,30,38.46,48,61.54,16028
16,29,46,12,26.09,34,73.91,16029
16,30,60,23,38.33,37,61.67,16030
16,31,62,21,33.87,41,66.13,16031
16,32,60,36,60.0,24,40.0,16032
16,33,53,19,35.85,34,64.15,16033
16,34,63,20,31.75,43,68.25,16034
16,35,50,22,44.0,28,56.0,16035
16,36,39,8,20.51,31,79.49,16036
17,1,60,33,55.0,27,45.0,17001
17,2,86,23,26.74,63,73.26,17002
17,3,101,43,42.57,58,57.43,17003
17,4,130,37,28.46,93,71.54,17004
17,5,81,29,35.8,52,64.2,17005
17,6,68,27,39.71,41,60.29,17006
17,7,64,24,37.5,40,62.5,17007
17,8,67,26,38.81,41,61.19,17008
17,9,83,27,32.53,56,67.47,17009
17,10,123,39,31.71,84,68.29,17010
17,11,61,17,27.87,44,72.13,17011
