ward,precinct,total,Mariyana T. Spyropoulos,Mariyana T. Spyropoulos Percent,Yumeka Brown,Yumeka Brown Percent,Patricia Theresa Flynn,Patricia Theresa Flynn Percent,Frank Avila,Frank Avila Percent,Rick Garcia,Rick Garcia Percent,Cristina P. Nonato,Cristina P. Nonato Percent,Precious W. Brady-Davis,Precious W. Brady-Davis Percent,Sharon Waller,Sharon Waller Percent,precinct_id
29,33,229,41,17.9,48,20.96,37,16.16,16,6.99,17,7.42,6,2.62,32,13.97,32,13.97,29033
29,34,167,34,20.36,32,19.16,28,16.77,11,6.59,14,8.38,4,2.4,22,13.17,22,13.17,29034
29,35,167,22,13.17,38,22.75,33,19.76,13,7.78,12,7.19,7,4.19,18,10.78,24,14.37,29035
29,36,286,45,15.73,65,22.73,43,15.03,13,4.55,16,5.59,6,2.1,41,14.34,57,19.93,29036
29,37,228,36,15.79,53,23.25,38,16.67,13,5.7,10,4.39,10,4.39,25,10.96,43,18.86,29037
29,38,254,44,17.32,24,9.45,42,16.54,38,14.96,28,11.02,21,8.27,27,10.63,30,11.81,29038
29,39,225,50,22.22,26,11.56,42,18.67,35,15.56,27,12.0,16,7.11,13,5.78,16,7.11,29039
29,40,365,55,15.07,82,22.47,56,15.34,30,8.22,13,3.56,16,4.38,51,13.97,62,16.99,29040
29,41,233,41,17.6,57,24.46,53,22.75,15,6.44,11,4.72,4,1.72,27,11.59,25,10.73,29041
29,42,263,52,19.77,52,19.77,58,22.05,12,4.56,15,5.7,3,1.14,33,12.55,38,14.45,29042
29,43,495,91,18.38,94,18.99,96,19.39,47,9.49,32,6.46,21,4.24,53,10.71,61,12.32,29043
29,44,354,57,16.1,90,25.42,73,20.62,17,4.8,9,2.54,13,3.67,48,13.56,47,13.28,29044
30,1,391,90,23.02,35,8.95,63,16.11,48,12.28,41,10.49,30,7.67,40,10.23,44,11.25,30001
30,2,235,47,20.0,15,6.38,32,13.62,36,15.32,36,15.32,31,13.19,16,6.81,22,9.36,30002
30,3,353,100,28.33,32,9.07,41,11.61,25,7.08,23,6.52,14,3.97,54,15.3,64,18.13,30003
30,4,275,62,22.55,26,9.45,29,10.55,39,14.18,25,9.09,26,9.45,32,11.64,36,13.09,30004
30,5,128,20,15.63,9,7.03,22,17.19,16,12.5,22,17.19,20,15.63,9,7.03,10,7.81,30005
30,6,195,37,18.97,13,6.67,27,13.85,31,15.9,35,17.95,18,9.23,12,6.15,22,11.28,30006
30,7,330,76,23.03,39,11.82,38,11.52,32,9.7,20,6.06,27,8.18,50,15.15,48,14.55,30007
30,8,451,115,25.5,39,8.65,52,11.53,34,7.54,31,6.87,24,5.32,73,16.19,83,18.4,30008
30,9,229,57,24.89,17,7.42,35,15.28,38,16.59,19,8.3,18,7.86,20,8.73,25,10.92,30009
30,10,224,42,18.75,16,7.14,49,21.88,42,18.75,33,14.73,15,6.7,13,5.8,14,6.25,30010
30,11,173,32,18.5,20,11.56,20,11.56,38,21.97,31,17.92,18,10.4,6,3.47,8,4.62,30011
30,12,134,32,23.88,14,10.45,24,17.91,18,13.43,22,16.42,8,5.97,9,6.72,7,5.22,30012
30,13,255,50,19.61,24,9.41,48,18.82,49,19.22,25,9.8,16,6.27,20,7.84,23,9.02,30013
30,14,114,17,14.91,4,3.51,20,17.54,25,21.93,26,22.81,5,4.39,7,6.14,10,8.77,30014
30,15,492,119,24.19,48,9.76,51,10.37,51,10.37,38,7.72,23,4.67,78,15.85,84,17.07,30015
30,16,99,12,12.12,11,11.11,15,15.15,13,13.13,11,11.11,12,12.12,12,12.12,13,13.13,30016
30,17,273,63,23.08,31,11.36,41,15.02,31,11.36,27,9.89,19,6.96,30,10.99,31,11.36,30017
30,18,408,104,25.49,31,7.6,38,9.31,35,8.58,34,8.33,26,6.37,70,17.16,70,17.16,30018
30,19,160,32,20.0,19,11.88,29,18.13,25,15.63,19,11.88,13,8.13,15,9.38,8,5.0,30019
30,20,353,93,26.35,29,8.22,44,12.46,31,8.78,27,7.65,19,5.38,43,12.18,67,18.98,30020
30,21,203,40,19.7,21,10.34,35,17.24,35,17.24,30,14.78,13,6.4,11,5.42,18,8.87,30021
30,22,511,132,25.83,49,9.59,55,10.76,42,8.22,23,4.5,28,5.48,96,18.79,86,16.83,30022
30,23,309,69,22.33,29,9.39,31,10.03,43,13.92,31,10.03,12,3.88,48,15.53,46,14.89,30023
30,24,521,134,25.72,41,7.87,43,8.25,43,8.25,30,5.76,33,6.33,97,18.62,100,19.19,30024
30,25,455,114,25.05,45,9.89,51,11.21,37,8.13,37,8.13,22,4.84,74,16.26,75,16.48,30025
30,26,194,45,23.2,13,6.7,20,10.31,17,8.76,17,8.76,11,5.67,33,17.01,38,19.59,30026
30,27,205,56,27.32,24,11.71,23,11.22,31,15.12,15,7.32,13,6.34,21,10.24,22,10.73,30027
30,28,450,116,25.78,37,8.22,59,13.11,47,10.44,28,6.22,34,7.56,63,14.0,66,14.67,30028
30,29,135,19,14.07,16,11.85,16,11.85,26,19.26,24,17.78,14,10.37,10,7.41,10,7.41,30029
30,30,114,25,21.93,8,7.02,13,11.4,26,22.81,14,12.28,11,9.65,6,5.26,11,9.65,30030
30,31,140,28,20.0,12,8.57,21,15.0,22,15.71,13,9.29,7,5.0,13,9.29,24,17.14,30031
30,32,310,68,21.94,22,7.1,42,13.55,36,11.61,21,6.77,20,6.45,44,14.19,57,18.39,30032
31,1,117,24,20.51,14,11.97,10,8.55,23,19.66,16,13.68,10,8.55,9,7.69,11,9.4,31001
31,2,111,18,16.22,13,11.71,15,13.51,18,16.22,9,8.11,9,8.11,12,10.81,17,15.32,31002
31,3,114,24,21.05,12,10.53,14,12.28,22,19.3,22,19.3,14,12.28,3,2.63,3,2.63,31003
31,4,289,66,22.84,30,10.38,26,9.0,16,5.54,17,5.88,16,5.54,58,20.07,60,20.76,31004
31,5,202,45,22.28,17,8.42,31,15.35,24,11.88,26,12.87,13,6.44,25,12.38,21,10.4,31005
31,6,126,21,16.67,15,11.9,19,15.08,22,17.46,21,16.67,12,9.52,6,4.76,10,7.94,31006
31,7,397,98,24.69,34,8.56,33,8.31,33,8.31,20,5.04,16,4.03,82,20.65,81,20.4,31007
31,8,131,30,22.9,11,8.4,14,10.69,17,12.98,14,10.69,12,9.16,15,11.45,18,13.74,31008
31,9,149,29,19.46,19,12.75,23,15.44,22,14.77,20,13.42,12,8.05,14,9.4,10,6.71,31009
31,10,213,51,23.94,16,7.51,27,12.68,26,12.21,22,10.33,12,5.63,24,11.27,35,16.43,31010
31,11,150,25,16.67,20,13.33,19,12.67,21,14.0,14,9.33,14,9.33,18,12.0,19,12.67,31011
31,12,171,35,20.47,23,13.45,28,16.37,21,12.28,12,7.02,10,5.85,24,14.04,18,10.53,31012
31,13,156,32,20.51,9,5.77,14,8.97,32,20.51,29,18.59,11,7.05,14,8.97,15,9.62,31013
31,14,169,36,21.3,15,8.88,35,20.71,19,11.24,22,13.02,13,7.69,14,8.28,15,8.88,31014
31,15,114,26,22.81,12,10.53,9,7.89,20,17.54,17,14.91,12,10.53,7,6.14,11,9.65,31015
31,16,308,82,26.62,18,5.84,20,6.49,32,10.39,28,9.09,19,6.17,55,17.86,54,17.53,31016
31,17,144,31,21.53,15,10.42,18,12.5,20,13.89,20,13.89,8,5.56,18,12.5,14,9.72,31017
31,18,192,38,19.79,15,7.81,23,11.98,35,18.23,32,16.67,18,9.38,14,7.29,17,8.85,31018
31,19,143,29,20.28,14,9.79,24,16.78,23,16.08,18,12.59,11,7.69,11,7.69,13,9.09,31019
31,20,137,29,21.17,12,8.76,15,10.95,21,15.33,25,18.25,16,11.68,6,4.38,13,9.49,31020
31,21,114,22,19.3,10,8.77,16,14.04,25,21.93,15,13.16,12,10.53,8,7.02,6,5.26,31021
31,22,120,26,21.67,15,12.5,13,10.83,16,13.33,20,16.67,1,0.83,16,13.33,13,10.83,31022
31,23,213,53,24.88,22,10.33,25,11.74,26,12.21,16,7.51,12,5.63,31,14.55,28,13.15,31023
31,24,227,50,22.03,21,9.25,37,16.3,35,15.42,31,13.66,14,6.17,21,9.25,18,7.93,31024
31,25,133,31,23.31,14,10.53,21,15.79,22,16.54,16,12.03,9,6.77,6,4.51,14,10.53,31025
31,26,223,48,21.52,15,6.73,35,15.7,33,14.8,30,13.45,20,8.97,19,8.52,23,10.31,31026
31,27,162,27,16.67,6,3.7,23,14.2,29,17.9,32,19.75,16,9.88,10,6.17,19,11.73,31027
31,28,90,20,22.22,12,13.33,19,21.11,13,14.44,8,8.89,5,5.56,7,7.78,6,6.67,31028
31,29,150,27,18.0,12,8.0,12,8.0,31,20.67,26,17.33,10,6.67,13,8.67,19,12.67,31029
31,30,133,30,22.56,18,13.53,13,9.77,15,11.28,15,11.28,12,9.02,15,11.28,15,11.28,31030
31,31,127,23,18.11,11,8.66,27,21.26,22,17.32,18,14.17,11,8.66,6,4.72,9,7.09,31031
31,32,75,17,22.67,8,10.67,10,13.33,10,13.33,10,13.33,5,6.67,7,9.33,8,10.67,31032
31,33,137,25,18.25,13,9.49,22,16.06,17,12.41,14,10.22,14,10.22,12,8.76,20,14.6,31033
31,34,207,43,20.77,26,12.56,37,17.87,22,10.63,20,9.66,18,8.7,20,9.66,21,10.14,31034
31,35,157,36,22.93,17,10.83,22,14.01,24,15.29,11,7.01,10,6.37,16,10.19,21,13.38,31035
31,36,167,29,17.37,13,7.78,13,7.78,36,21.56,27,16.17,16,9.58,15,8.98,18,10.78,31036
31,37,106,16,15.09,10,9.43,13,12.26,20,18.87,15,14.15,3,2.83,11,10.38,18,16.98,31037
31,38,92,17,18.48,5,5.43,15,16.3,18,19.57,15,16.3,8,8.7,4,4.35,10,10.87,31038
31,39,176,39,22.16,11,6.25,11,6.25,22,12.5,12,6.82,12,6.82,39,22.16,30,17.05,31039
31,40,175,34,19.43,13,7.43,14,8.0,27,15.43,22,12.57,14,8.0,28,16.0,23,13.14,31040
31,41,149,30,20.13,15,10.07,11,7.38,24,16.11,17,11.41,14,9.4,18,12.08,20,13.42,31041
32,1,471,120,25.48,55,11.68,62,13.16,49,10.4,34,7.22,22,4.67,61,12.95,68,14.44,32001
32,2,390,101,25.9,44,11.28,53,13.59,33,8.46,14,3.59,25,6.41,58,14.87,62,15.9,32002
32,3,517,138,26.69,65,12.57,60,11.61,32,6.19,22,4.26,25,4.84,95,18.38,80,15.47,32003
32,4,418,123,29.43,48,11.48,45,10.77,34,8.13,25,5.98,23,5.5,61,14.59,59,14.11,32004
32,5,440,113,25.68,59,13.41,53,12.05,39,8.86,29,6.59,21,4.77,60,13.64,66,15.0,32005
32,6,475,131,27.58,70,14.74,47,9.89,29,6.11,11,2.32,18,3.79,79,16.63,90,18.95,32006
32,7,396,111,28.03,50,12.63,41,10.35,28,7.07,15,3.79,17,4.29,59,14.9,75,18.94,32007
32,8,422,111,26.3,55,13.03,58,13.74,29,6.87,20,4.74,27,6.4,56,13.27,66,15.64,32008
32,9,340,79,23.24,41,12.06,48,14.12,39,11.47,29,8.53,14,4.12,41,12.06,49,14.41,32009
32,10,376,99,26.33,38,10.11,55,14.63,34,9.04,20,5.32,23,6.12,49,13.03,58,15.43,32010
32,11,437,115,26.32,37,8.47,36,8.24,26,5.95,21,4.81,25,5.72,85,19.45,92,21.05,32011
32,12,349,94,26.93,43,12.32,32,9.17,17,4.87,17,4.87,15,4.3,65,18.62,66,18.91,32012
32,13,371,87,23.45,59,15.9,55,14.82,31,8.36,21,5.66,30,8.09,38,10.24,50,13.48,32013
32,14,550,154,28.0,50,9.09,46,8.36,31,5.64,15,2.73,24,4.36,112,20.36,118,21.45,32014
32,15,401,125,31.17,45,11.22,56,13.97,15,3.74,16,3.99,15,3.74,60,14.96,69,17.21,32015
32,16,418,112,26.79,45,10.77,49,11.72,33,7.89,18,4.31,28,6.7,56,13.4,77,18.42,32016
32,17,489,133,27.2,38,7.77,58,11.86,33,6.75,21,4.29,19,3.89,95,19.43,92,18.81,32017
32,18,355,88,24.79,55,15.49,57,16.06,29,8.17,14,3.94,22,6.2,38,10.7,52,14.65,32018
32,19,368,99,26.9,46,12.5,40,10.87,22,5.98,21,5.71,20,5.43,58,15.76,62,16.85,32019
32,20,464,117,25.22,44,9.48,35,7.54,31,6.68,20,4.31,23,4.96,96,20.69,98,21.12,32020
32,21,514,145,28.21,58,11.28,67,13.04,24,4.67,22,4.28,21,4.09,88,17.12,89,17.32,32021
32,22,667,190,28.49,54,8.1,57,8.55,35,5.25,23,3.45,22,3.3,145,21.74,141,21.14,32022
32,23,394,102,25.89,46,11.68,44,11.17,40,10.15,23,5.84,21,5.33,54,13.71,64,16.24,32023
32,24,319,94,29.47,48,15.05,43,13.48,15,4.7,10,3.13,14,4.39,43,13.48,52,16.3,32024
32,25,443,109,24.6,72,16.25,68,15.35,36,8.13,20,4.51,18,4.06,53,11.96,67,15.12,32025
32,26,594,172,28.96,44,7.41,60,10.1,47,7.91,31,5.22,27,4.55,112,18.86,101,17.0,32026
32,27,314,84,26.75,55,17.52,53,16.88,22,7.01,10,3.18,21,6.69,34,10.83,35,11.15,32027
32,28,486,149,30.66,33,6.79,30,6.17,37,7.61,20,4.12,20,4.12,95,19.55,102,20.99,32028
32,29,375,99,26.4,48,12.8,39,10.4,28,7.47,15,4.0,25,6.67,57,15.2,64,17.07,32029
32,30,321,86,26.79,53,16.51,51,15.89,27,8.41,18,5.61,13,4.05,26,8.1,47,14.64,32030
32,31,370,97,26.22,39,10.54,49,13.24,33,8.92,16,4.32,16,4.32,51,13.78,69,18.65,32031
32,32,471,125,26.54,69,14.65,62,13.16,32,6.79,20,4.25,22,4.67,75,15.92,66,14.01,32032
32,33,428,114,26.64,53,12.38,52,12.15,31,7.24,17,3.97,25,5.84,62,14.49,74,17.29,32033
32,34,438,127,29.0,50,11.42,54,12.33,23,5.25,21,4.79,19,4.34,65,14.84,79,18.04,32034
32,35,372,107,28.76,45,12.1,53,14.25,27,7.26,20,5.38,21,5.65,45,12.1,54,14.52,32035
32,36,384,102,26.56,47,12.24,42,10.94,21,5.47,16,4.17,26,6.77,62,16.15,68,17.71,32036
32,37,403,119,29.53,39,9.68,44,10.92,29,7.2,18,4.47,20,4.96,62,15.38,72,17.87,32037
32,38,397,111,27.96,61,15.37,50,12.59,23,5.79,17,4.28,21,5.29,50,12.59,64,16.12,32038
32,39,379,101,26.65,36,9.5,63,16.62,34,8.97,13,3.43,27,7.12,38,10.03,67,17.68,32039
32,40,399,102,25.56,47,11.78,62,15.54,24,6.02,17,4.26,30,7.52,46,11.53,71,17.79,32040
32,41,393,102,25.95,57,14.5,48,12.21,31,7.89,16,4.07,24,6.11,51,12.98,64,16.28,32041
32,42,320,77,24.06,39,12.19,52,16.25,30,9.38,27,8.44,20,6.25,37,11.56,38,11.88,32042
32,43,567,144,25.4,69,12.17,54,9.52,39,6.88,24,4.23,28,4.94,112,19.75,97,17.11,32043
33,1,517,134,25.92,60,11.61,44,8.51,31,6.0,24,4.64,31,6.0,106,20.5,87,16.83,33001
33,2,606,156,25.74,59,9.74,60,9.9,47,7.76,29,4.79,42,6.93,112,18.48,101,16.67,33002
33,3,701,169,24.11,75,10.7,85,12.13,57,8.13,36,5.14,36,5.14,114,16.26,129,18.4,33003
33,4,582,135,23.2,68,11.68,72,12.37,66,11.34,48,8.25,33,5.67,82,14.09,78,13.4,33004
33,5,383,84,21.93,41,10.7,44,11.49,40,10.44,36,9.4,23,6.01,55,14.36,60,15.67,33005
33,6,342,82,23.98,32,9.36,54,15.79,31,9.06,29,8.48,22,6.43,48,14.04,44,12.87,33006
33,7,498,128,25.7,43,8.63,50,10.04,39,7.83,29,5.82,23,4.62,91,18.27,95,19.08,33007
33,8,817,237,29.01,69,8.45,110,13.46,38,4.65,31,3.79,36,4.41,130,15.91,166,20.32,33008
33,9,525,133,25.33,62,11.81,79,15.05,42,8.0,31,5.9,29,5.52,72,13.71,77,14.67,33009
33,10,365,88,24.11,43,11.78,63,17.26,31,8.49,30,8.22,16,4.38,45,12.33,49,13.42,33010
33,11,515,115,22.33,49,9.51,54,10.49,49,9.51,45,8.74,22,4.27,81,15.73,100,19.42,33011
33,12,413,86,20.82,48,11.62,62,15.01,40,9.69,37,8.96,29,7.02,54,13.08,57,13.8,33012
33,13,446,114,25.56,42,9.42,46,10.31,34,7.62,27,6.05,23,5.16,77,17.26,83,18.61,33013
33,14,222,57,25.68,23,10.36,24,10.81,20,9.01,10,4.5,17,7.66,31,13.96,40,18.02,33014
33,15,546,136,24.91,74,13.55,71,13.0,40,7.33,36,6.59,32,5.86,72,13.19,85,15.57,33015
33,16,598,140,23.41,77,12.88,84,14.05,63,10.54,42,7.02,32,5.35,77,12.88,83,13.88,33016
33,17,513,117,22.81,61,11.89,72,14.04,43,8.38,36,7.02,33,6.43,71,13.84,80,15.59,33017
33,18,614,153,24.92,56,9.12,64,10.42,36,5.86,25,4.07,42,6.84,108,17.59,130,21.17,33018
33,19,458,120,26.2,44,9.61,50,10.92,38,8.3,22,4.8,19,4.15,83,18.12,82,17.9,33019
33,20,700,185,26.43,56,8.0,67,9.57,45,6.43,46,6.57,37,5.29,124,17.71,140,20.0,33020
33,21,518,125,24.13,54,10.42,64,12.36,49,9.46,36,6.95,28,5.41,79,15.25,83,16.02,33021
33,22,458,122,26.64,58,12.66,75,16.38,45,9.83,40,8.73,18,3.93,43,9.39,57,12.45,33022
33,23,622,158,25.4,68,10.93,61,9.81,50,8.04,37,5.95,38,6.11,107,17.2,103,16.56,33023
33,24,857,248,28.94,98,11.44,120,14.0,52,6.07,37,4.32,32,3.73,118,13.77,152,17.74,33024
33,25,563,149,26.47,54,9.59,77,13.68,66,11.72,32,5.68,30,5.33,65,11.55,90,15.99,33025
33,26,333,90,27.03,28,8.41,30,9.01,20,6.01,17,5.11,13,3.9,66,19.82,69,20.72,33026
33,27,456,120,26.32,50,10.96,45,9.87,23,5.04,27,5.92,18,3.95,85,18.64,88,19.3,33027
33,28,432,121,28.01,41,9.49,37,8.56,29,6.71,10,2.31,24,5.56,85,19.68,85,19.68,33028
34,1,432,65,15.05,124,28.7,87,20.14,25,5.79,17,3.94,10,2.31,55,12.73,49,11.34,34001
34,2,345,59,17.1,91,26.38,65,18.84,18,5.22,18,5.22,11,3.19,45,13.04,38,11.01,34002
34,3,346,52,15.03,84,24.28,67,19.36,21,6.07,23,6.65,6,1.73,45,13.01,48,13.87,34003
34,4,202,34,16.83,39,19.31,46,22.77,19,9.41,11,5.45,8,3.96,20,9.9,25,12.38,34004
34,5,266,38,14.29,59,22.18,50,18.8,21,7.89,12,4.51,5,1.88,42,15.79,39,14.66,34005
34,6,375,57,15.2,99,26.4,87,23.2,17,4.53,16,4.27,13,3.47,44,11.73,42,11.2,34006
34,7,401,79,19.7,105,26.18,85,21.2,32,7.98,16,3.99,11,2.74,33,8.23,40,9.98,34007
34,8,226,31,13.72,59,26.11,36,15.93,14,6.19,11,4.87,4,1.77,38,16.81,33,14.6,34008
34,9,193,32,16.58,48,24.87,39,20.21,13,6.74,12,6.22,2,1.04,25,12.95,22,11.4,34009
34,10,372,69,18.55,102,27.42,81,21.77,18,4.84,10,2.69,9,2.42,40,10.75,43,11.56,34010
34,11,190,35,18.42,41,21.58,35,18.42,12,6.32,11,5.79,4,2.11,21,11.05,31,16.32,34011
34,12,402,64,15.92,108,26.87,79,19.65,21,5.22,18,4.48,9,2.24,49,12.19,54,13.43,34012
34,13,279,49,17.56,73,26.16,58,20.79,16,5.73,14,5.02,5,1.79,38,13.62,26,9.32,34013
34,14,218,26,11.93,49,22.48,36,16.51,18,8.26,26,11.93,6,2.75,31,14.22,26,11.93,34014
34,15,250,40,16.0,58,23.2,51,20.4,18,7.2,12,4.8,5,2.0,27,10.8,39,15.6,34015
34,16,257,42,16.34,60,23.35,49,19.07,9,3.5,22,8.56,8,3.11,35,13.62,32,12.45,34016
34,17,434,87,20.05,119,27.42,84,19.35,27,6.22,11,2.53,12,2.76,44,10.14,50,11.52,34017
34,18,177,30,16.95,41,23.16,32,18.08,13,7.34,11,6.21,5,2.82,23,12.99,22,12.43,34018
34,19,286,55,19.23,86,30.07,48,16.78,15,5.24,12,4.2,5,1.75,35,12.24,30,10.49,34019
34,20,488,84,17.21,141,28.89,94,19.26,26,5.33,21,4.3,7,1.43,53,10.86,62,12.7,34020
34,21,543,91,16.76,159,29.28,102,18.78,21,3.87,22,4.05,7,1.29,72,13.26,69,12.71,34021
34,22,409,83,20.29,111,27.14,93,22.74,16,3.91,11,2.69,8,1.96,51,12.47,36,8.8,34022
34,23,242,47,19.42,63,26.03,44,18.18,16,6.61,17,7.02,5,2.07,24,9.92,26,10.74,34023
34,24,244,47,19.26,59,24.18,49,20.08,13,5.33,15,6.15,7,2.87,26,10.66,28,11.48,34024
34,25,537,87,16.2,135,25.14,97,18.06,32,5.96,26,4.84,13,2.42,80,14.9,67,12.48,34025
34,26,405,77,19.01,101,24.94,83,20.49,21,5.19,13,3.21,8,1.98,51,12.59,51,12.59,34026
34,27,181,33,18.23,40,22.1,34,18.78,14,7.73,9,4.97,5,2.76,22,12.15,24,13.26,34027
34,28,116,22,18.97,25,21.55,18,15.52,6,5.17,11,9.48,6,5.17,11,9.48,17,14.66,34028
34,29,235,49,20.85,58,24.68,43,18.3,9,3.83,14,5.96,8,3.4,28,11.91,26,11.06,34029
34,30,447,76,17.0,121,27.07,92,20.58,19,4.25,23,5.15,9,2.01,53,11.86,54,12.08,34030
34,31,204,42,20.59,43,21.08,43,21.08,17,8.33,10,4.9,2,0.98,24,11.76,23,11.27,34031
34,32,285,48,16.84,77,27.02,52,18.25,21,7.37,9,3.16,8,2.81,35,12.28,35,12.28,34032
34,33,214,29,13.55,46,21.5,32,14.95,13,6.07,14,6.54,7,3.27,34,15.89,39,18.22,34033
34,34,358,68,18.99,98,27.37,74,20.67,18,5.03,22,6.15,4,1.12,38,10.61,36,10.06,34034
34,35,394,60,15.23,107,27.16,70,17.77,20,5.08,28,7.11,11,2.79,53,13.45,45,11.42,34035
34,36,350,72,20.57,99,28.29,61,17.43,21,6.0,13,3.71,8,2.29,37,10.57,39,11.14,34036
34,37,105,17,16.19,29,27.62,16,15.24,4,3.81,8,7.62,3,2.86,13,12.38,15,14.29,34037
34,38,98,20,20.41,23,23.47,15,15.31,7,7.14,5,5.1,5,5.1,9,9.18,14,14.29,34038
34,39,145,24,16.55,33,22.76,24,16.55,15,10.34,10,6.9,3,2.07,21,14.48,15,10.34,34039
34,40,308,50,16.23,80,25.97,61,19.81,19,6.17,12,3.9,6,1.95,27,8.77,53,17.21,34040
34,41,170,31,18.24,44,25.88,29,17.06,9,5.29,8,4.71,8,4.71,22,12.94,19,11.18,34041
34,42,364,59,16.21,89,24.45,63,17.31,19,5.22,23,6.32,12,3.3,47,12.91,52,14.29,34042
34,43,429,90,20.98,120,27.97,92,21.45,17,3.96,16,3.73,10,2.33,40,9.32,44,10.26,34043
34,44,352,61,17.33,87,24.72,57,16.19,28,7.95,11,3.13,4,1.14,49,13.92,55,15.63,34044
34,45,322,58,18.01,80,24.84,63,19.57,20,6.21,14,4.35,6,1.86,39,12.11,42,13.04,34045
34,46,276,50,18.12,66,23.91,48,17.39,19,6.88,17,6.16,4,1.45,40,14.49,32,11.59,34046
34,47,236,42,17.8,63,26.69,42,17.8,15,6.36,9,3.81,4,1.69,34,14.41,27,11.44,34047
34,48,443,89,20.09,119,26.86,78,17.61,18,4.06,22,4.97,11,2.48,47,10.61,59,13.32,34048
34,49,383,60,15.67,107,27.94,66,17.23,26,6.79,17,4.44,4,1.04,54,14.1,49,12.79,34049
34,50,263,45,17.11,70,26.62,41,15.59,14,5.32,17,6.46,4,1.52,32,12.17,40,15.21,34050
34,51,419,68,16.23,117,27.92,82,19.57,29,6.92,15,3.58,6,1.43,55,13.13,47,11.22,34051
34,52,298,53,17.79,87,29.19,60,20.13,13,4.36,6,2.01,6,2.01,40,13.42,33,11.07,34052
34,53,179,27,15.08,48,26.82,37,20.67,12,6.7,9,5.03,6,3.35,17,9.5,23,12.85,34053
35,1,438,111,25.34,37,8.45,40,9.13,38,8.68,32,7.31,21,4.79,77,17.58,82,18.72,35001
35,2,493,136,27.59,47,9.53,42,8.52,35,7.1,27,5.48,24,4.87,86,17.44,96,19.47,35002
35,3,320,82,25.63,34,10.63,28,8.75,21,6.56,22,6.88,22,6.88,63,19.69,48,15.0,35003
35,4,401,92,22.94,38,9.48,58,14.46,39,9.73,36,8.98,17,4.24,53,13.22,68,16.96,35004
35,5,336,84,25.0,35,10.42,22,6.55,33,9.82,29,8.63,18,5.36,61,18.15,54,16.07,35005
35,6,402,102,25.37,32,7.96,41,10.2,26,6.47,19,4.73,20,4.98,77,19.15,85,21.14,35006
35,7,471,127,26.96,45,9.55,43,9.13,40,8.49,21,4.46,22,4.67,95,20.17,78,16.56,35007
35,8,393,116,29.52,35,8.91,30,7.63,25,6.36,13,3.31,20,5.09,78,19.85,76,19.34,35008
35,9,271,67,24.72,28,10.33,35,12.92,28,10.33,22,8.12,15,5.54,40,14.76,36,13.28,35009
35,10,525,148,28.19,43,8.19,30,5.71,21,4.0,11,2.1,17,3.24,135,25.71,120,22.86,35010
35,11,510,129,25.29,39,7.65,33,6.47,24,4.71,26,5.1,29,5.69,116,22.75,114,22.35,35011
35,12,151,22,14.57,12,7.95,13,8.61,32,21.19,25,16.56,13,8.61,15,9.93,19,12.58,35012
35,13,167,27,16.17,22,13.17,13,7.78,22,13.17,28,16.77,12,7.19,27,16.17,16,9.58,35013
35,14,252,46,18.25,32,12.7,17,6.75,40,15.87,32,12.7,25,9.92,33,13.1,27,10.71,35014
35,15,524,137,26.15,44,8.4,52,9.92,38,7.25,25,4.77,26,4.96,98,18.7,104,19.85,35015
35,16,86,11,12.79,9,10.47,9,10.47,19,22.09,13,15.12,9,10.47,5,5.81,11,12.79,35016
35,17,475,129,27.16,37,7.79,41,8.63,28,5.89,25,5.26,29,6.11,102,21.47,84,17.68,35017
35,18,183,39,21.31,23,12.57,25,13.66,16,8.74,18,9.84,12,6.56,27,14.75,23,12.57,35018
35,19,131,23,17.56,11,8.4,13,9.92,21,16.03,23,17.56,9,6.87,15,11.45,16,12.21,35019
35,20,297,66,22.22,28,9.43,33,11.11,29,9.76,30,10.1,18,6.06,43,14.48,50,16.84,35020
35,21,397,102,25.69,39,9.82,40,10.08,38,9.57,26,6.55,28,7.05,58,14.61,66,16.62,35021
35,22,445,105,23.6,50,11.24,52,11.69,26,5.84,23,5.17,24,5.39,79,17.75,86,19.33,35022
35,23,421,92,21.85,59,14.01,52,12.35,37,8.79,29,6.89,32,7.6,53,12.59,67,15.91,35023
35,24,310,80,25.81,30,9.68,42,13.55,29,9.35,26,8.39,16,5.16,43,13.87,44,14.19,35024
35,25,399,108,27.07,29,7.27,27,6.77,22,5.51,16,4.01,21,5.26,95,23.81,81,20.3,35025
35,26,284,63,22.18,20,7.04,38,13.38,38,13.38,33,11.62,20,7.04,33,11.62,39,13.73,35026
35,27,336,77,22.92,32,9.52,41,12.2,33,9.82,39,11.61,20,5.95,45,13.39,49,14.58,35027
35,28,431,114,26.45,39,9.05,42,9.74,36,8.35,32,7.42,25,5.8,74,17.17,69,16.01,35028
35,29,296,59,19.93,41,13.85,35,11.82,33,11.15,21,7.09,21,7.09,33,11.15,53,17.91,35029
35,30,265,73,27.55,30,11.32,27,10.19,21,7.92,28,10.57,14,5.28,42,15.85,30,11.32,35030
35,31,443,117,26.41,43,9.71,51,11.51,30,6.77,32,7.22,28,6.32,70,15.8,72,16.25,35031
36,1,224,45,20.09,15,6.7,26,11.61,51,22.77,32,14.29,16,7.14,18,8.04,21,9.38,36001
