ward,precinct,total,Kerrie Maloney Laytin,Kerrie Maloney Laytin Percent,precinct_id
26,33,115,76,66.09,26033
26,34,131,97,74.05,26034
26,35,85,38,44.71,26035
26,36,113,77,68.14,26036
26,37,110,73,66.36,26037
26,38,43,14,32.56,26038
26,39,124,83,66.94,26039
26,40,51,30,58.82,26040
26,41,121,81,66.94,26041
26,42,99,64,64.65,26042
26,43,49,12,24.49,26043
26,44,45,15,33.33,26044
26,45,39,18,46.15,26045
26,47,45,20,44.44,26047
26,48,119,88,73.95,26048
26,49,43,21,48.84,26049
27,1,182,128,70.33,27001
27,5,0,0,0.0,27005
27,7,139,100,71.94,27007
27,11,60,41,68.33,27011
27,13,178,94,52.81,27013
27,16,2,1,50.0,27016
27,24,4,2,50.0,27024
27,27,4,1,25.0,27027
27,33,19,14,73.68,27033
27,35,26,21,80.77,27035
27,40,99,64,64.65,27040
27,43,7,7,100.0,27043
27,45,9,6,66.67,27045
30,14,49,10,20.41,30014
30,19,70,23,32.86,30019
31,1,52,15,28.85,31001
31,2,43,21,48.84,31002
31,4,113,76,67.26,31004
31,5,84,44,52.38,31005
31,6,58,20,34.48,31006
31,7,157,119,75.8,31007
31,10,83,40,48.19,31010
31,13,75,26,34.67,31013
31,16,122,84,68.85,31016
31,17,39,17,43.59,31017
31,18,67,20,29.85,31018
31,20,57,24,42.11,31020
31,21,47,12,25.53,31021
31,22,51,22,43.14,31022
31,23,83,47,56.63,31023
31,24,86,35,40.7,31024
31,26,86,40,46.51,31026
31,27,73,28,38.36,31027
31,28,38,14,36.84,31028
31,29,60,20,33.33,31029
31,30,57,34,59.65,31030
31,32,27,10,37.04,31032
31,35,31,17,54.84,31035
31,36,70,28,40.0,31036
31,37,49,23,46.94,31037
31,38,37,14,37.84,31038
31,39,73,39,53.42,31039
31,40,79,38,48.1,31040
31,41,62,24,38.71,31041
32,1,178,123,69.1,32001
32,2,137,105,76.64,32002
32,3,185,149,80.54,32003
32,4,151,105,69.54,32004
32,5,152,122,80.26,32005
32,6,181,141,77.9,32006
32,9,141,106,75.18,32009
32,11,169,132,78.11,32011
32,12,138,102,73.91,32012
32,13,94,71,75.53,32013
32,14,206,166,80.58,32014
32,15,152,125,82.24,32015
32,16,152,119,78.29,32016
32,17,193,147,76.17,32017
32,19,15,13,86.67,32019
32,20,173,131,75.72,32020
32,21,21,15,71.43,32021
32,22,264,205,77.65,32022
32,24,113,94,83.19,32024
32,25,24,20,83.33,32025
32,26,225,169,75.11,32026
32,27,100,77,77.0,32027
32,28,187,145,77.54,32028
32,29,154,122,79.22,32029
32,30,113,84,74.34,32030
32,31,132,96,72.73,32031
32,32,182,143,78.57,32032
32,33,150,115,76.67,32033
32,34,156,117,75.0,32034
32,35,144,117,81.25,32035
32,36,132,107,81.06,32036
32,37,150,114,76.0,32037
32,38,143,113,79.02,32038
32,40,148,114,77.03,32040
32,41,156,112,71.79,32041
32,42,121,84,69.42,32042
32,43,216,164,75.93,32043
33,1,198,143,72.22,33001
33,3,259,184,71.04,33003
33,4,234,146,62.39,33004
33,5,144,86,59.72,33005
33,6,133,89,66.92,33006
33,8,303,254,83.83,33008
33,9,199,127,63.82,33009
33,10,137,85,62.04,33010
33,11,204,132,64.71,33011
33,12,166,95,57.23,33012
33,13,173,118,68.21,33013
33,14,89,66,74.16,33014
33,15,215,142,66.05,33015
33,16,228,132,57.89,33016
33,17,192,124,64.58,33017
33,19,170,122,71.76,33019
33,20,253,184,72.73,33020
33,21,202,130,64.36,33021
33,22,163,90,55.21,33022
33,23,228,175,76.75,33023
33,24,314,247,78.66,33024
33,25,211,140,66.35,33025
33,26,133,99,74.44,33026
33,27,179,125,69.83,33027
33,28,171,135,78.95,33028
35,1,181,121,66.85,35001
35,2,201,129,64.18,35002
35,3,122,83,68.03,35003
35,4,156,97,62.18,35004
35,5,140,92,65.71,35005
35,6,143,94,65.73,35006
35,7,186,139,74.73,35007
35,8,158,117,74.05,35008
35,10,186,144,77.42,35010
35,11,199,142,71.36,35011
35,12,76,32,42.11,35012
35,13,68,29,42.65,35013
35,14,100,39,39.0,35014
35,15,190,135,71.05,35015
35,16,34,9,26.47,35016
35,17,183,129,70.49,35017
35,18,80,38,47.5,35018
35,19,60,21,35.0,35019
35,20,119,73,61.34,35020
35,21,157,102,64.97,35021
35,23,85,54,63.53,35023
35,24,133,85,63.91,35024
35,25,146,124,84.93,35025
35,26,109,64,58.72,35026
35,27,135,93,68.89,35027
35,28,165,107,64.85,35028
36,6,59,18,30.51,36006
36,8,51,16,31.37,36008
36,9,66,25,37.88,36009
36,11,59,19,32.2,36011
36,12,59,15,25.42,36012
36,13,67,18,26.87,36013
36,21,69,15,21.74,36021
36,22,48,16,33.33,36022
36,23,10,0,0.0,36023
36,25,68,16,23.53,36025
37,2,56,21,37.5,37002
37,10,104,39,37.5,37010
37,12,59,20,33.9,37012
37,16,24,12,50.0,37016
37,22,45,21,46.67,37022
37,26,0,0,0.0,37026
37,41,19,8,42.11,37041
40,8,314,266,84.71,40008
40,38,118,104,88.14,40038
47,9,85,70,82.35,47009
47,13,56,47,83.93,47013
47,40,137,104,75.91,47040
47,42,85,72,84.71,47042
