ward,precinct,total,Chris Butler,Chris Butler Percent,Pat Dowell,Pat Dowell Percent,Jahmal Cole,Jahmal Cole Percent,Jonathan L. Jackson,Jonathan L. Jackson Percent,Michael A. Thompson Jr.,Michael A. Thompson Jr. Percent,Karin Norington-Reaves,Karin Norington-Reaves Percent,Marcus Lewis,Marcus Lewis Percent,Cassandra Goodrum,Cassandra Goodrum Percent,"Jacqueline """"Jacqui"""" Collins","Jacqueline """"Jacqui"""" Collins Percent",Terre Layng Rosner,Terre Layng Rosner Percent,Robert A. Palmer,Robert A. Palmer Percent,Kirby Birgans,Kirby Birgans Percent,Steven DeJoie,Steven DeJoie Percent,Nykea Pippion McGriff,Nykea Pippion McGriff Percent,Ameena Matthews,Ameena Matthews Percent,Charise A. Williams,Charise A. Williams Percent,Jonathan T. Swain,Jonathan T. Swain Percent,precinct_id
5,14,239,7,2.93,54,22.59,11,4.6,76,31.8,7,2.93,26,10.88,2,0.84,8,3.35,29,12.13,1,0.42,1,0.42,0,0.0,0,0.0,3,1.26,1,0.42,6,2.51,7,2.93,05014
5,15,185,3,1.62,40,21.62,12,6.49,33,17.84,7,3.78,28,15.14,1,0.54,3,1.62,37,20.0,1,0.54,1,0.54,1,0.54,0,0.0,2,1.08,0,0.0,5,2.7,11,5.95,05015
5,16,162,2,1.23,30,18.52,9,5.56,44,27.16,5,3.09,18,11.11,5,3.09,4,2.47,23,14.2,0,0.0,0,0.0,0,0.0,1,0.62,3,1.85,2,1.23,6,3.7,10,6.17,05016
5,17,117,11,9.4,16,13.68,2,1.71,53,45.3,1,0.85,11,9.4,1,0.85,1,0.85,6,5.13,1,0.85,0,0.0,1,0.85,0,0.0,2,1.71,0,0.0,2,1.71,9,7.69,05017
5,19,236,2,0.85,43,18.22,32,13.56,30,12.71,2,0.85,37,15.68,0,0.0,0,0.0,48,20.34,1,0.42,1,0.42,2,0.85,2,0.85,0,0.0,7,2.97,5,2.12,24,10.17,05019
5,21,201,5,2.49,35,17.41,15,7.46,31,15.42,4,1.99,22,10.95,1,0.5,2,1.0,52,25.87,1,0.5,0,0.0,0,0.0,0,0.0,3,1.49,5,2.49,4,1.99,21,10.45,05021
5,24,239,5,2.09,39,16.32,38,15.9,29,12.13,1,0.42,25,10.46,1,0.42,6,2.51,57,23.85,2,0.84,2,0.84,2,0.84,1,0.42,1,0.42,7,2.93,2,0.84,21,8.79,05024
5,25,22,0,0.0,5,22.73,1,4.55,7,31.82,0,0.0,1,4.55,0,0.0,2,9.09,3,13.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,13.64,05025
5,27,181,1,0.55,28,15.47,15,8.29,12,6.63,3,1.66,40,22.1,0,0.0,1,0.55,56,30.94,0,0.0,2,1.1,0,0.0,1,0.55,2,1.1,2,1.1,2,1.1,16,8.84,05027
5,30,97,6,6.19,12,12.37,7,7.22,29,29.9,4,4.12,16,16.49,5,5.15,1,1.03,6,6.19,0,0.0,1,1.03,0,0.0,0,0.0,0,0.0,0,0.0,2,2.06,8,8.25,05030
5,33,204,11,5.39,21,10.29,9,4.41,107,52.45,8,3.92,23,11.27,2,0.98,0,0.0,13,6.37,1,0.49,2,0.98,0,0.0,0,0.0,0,0.0,0,0.0,2,0.98,5,2.45,05033
5,34,240,8,3.33,34,14.17,15,6.25,11,4.58,0,0.0,59,24.58,1,0.42,1,0.42,81,33.75,2,0.83,1,0.42,3,1.25,0,0.0,1,0.42,2,0.83,4,1.67,17,7.08,05034
5,35,111,1,0.9,13,11.71,12,10.81,6,5.41,0,0.0,16,14.41,0,0.0,0,0.0,44,39.64,4,3.6,1,0.9,1,0.9,2,1.8,2,1.8,3,2.7,0,0.0,6,5.41,05035
5,36,53,3,5.66,9,16.98,3,5.66,21,39.62,1,1.89,6,11.32,1,1.89,0,0.0,4,7.55,0,0.0,3,5.66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,3.77,05036
5,39,211,3,1.42,42,19.91,18,8.53,30,14.22,5,2.37,40,18.96,0,0.0,3,1.42,56,26.54,1,0.47,1,0.47,2,0.95,1,0.47,0,0.0,1,0.47,0,0.0,8,3.79,05039
6,1,186,4,2.15,31,16.67,12,6.45,71,38.17,1,0.54,27,14.52,1,0.54,1,0.54,21,11.29,0,0.0,0,0.0,0,0.0,0,0.0,3,1.61,2,1.08,2,1.08,10,5.38,06001
6,2,206,8,3.88,41,19.9,20,9.71,75,36.41,3,1.46,33,16.02,1,0.49,0,0.0,16,7.77,0,0.0,1,0.49,0,0.0,0,0.0,2,0.97,0,0.0,2,0.97,4,1.94,06002
6,3,161,14,8.7,23,14.29,6,3.73,68,42.24,3,1.86,24,14.91,2,1.24,3,1.86,14,8.7,0,0.0,0,0.0,0,0.0,0,0.0,1,0.62,1,0.62,1,0.62,1,0.62,06003
6,4,82,5,6.1,15,18.29,6,7.32,28,34.15,2,2.44,3,3.66,1,1.22,3,3.66,13,15.85,0,0.0,1,1.22,0,0.0,0,0.0,1,1.22,2,2.44,2,2.44,0,0.0,06004
6,5,81,4,4.94,17,20.99,3,3.7,27,33.33,3,3.7,4,4.94,3,3.7,1,1.23,13,16.05,0,0.0,1,1.23,0,0.0,0,0.0,0,0.0,0,0.0,2,2.47,3,3.7,06005
6,6,166,6,3.61,44,26.51,16,9.64,46,27.71,2,1.2,20,12.05,1,0.6,5,3.01,13,7.83,1,0.6,0,0.0,0,0.0,0,0.0,0,0.0,2,1.2,2,1.2,8,4.82,06006
6,7,95,3,3.16,14,14.74,4,4.21,34,35.79,0,0.0,11,11.58,1,1.05,2,2.11,17,17.89,0,0.0,1,1.05,2,2.11,0,0.0,3,3.16,1,1.05,0,0.0,2,2.11,06007
6,8,198,5,2.53,42,21.21,14,7.07,72,36.36,3,1.52,20,10.1,1,0.51,2,1.01,27,13.64,0,0.0,1,0.51,0,0.0,0,0.0,0,0.0,0,0.0,3,1.52,8,4.04,06008
6,9,99,9,9.09,20,20.2,7,7.07,25,25.25,1,1.01,13,13.13,2,2.02,0,0.0,14,14.14,0,0.0,3,3.03,1,1.01,0,0.0,0,0.0,0,0.0,2,2.02,2,2.02,06009
6,10,60,5,8.33,8,13.33,4,6.67,20,33.33,1,1.67,3,5.0,0,0.0,0,0.0,11,18.33,0,0.0,1,1.67,0,0.0,0,0.0,0,0.0,2,3.33,3,5.0,2,3.33,06010
6,11,107,5,4.67,11,10.28,6,5.61,37,34.58,2,1.87,16,14.95,1,0.93,1,0.93,19,17.76,0,0.0,1,0.93,0,0.0,0,0.0,1,0.93,1,0.93,2,1.87,4,3.74,06011
6,12,62,4,6.45,9,14.52,4,6.45,18,29.03,1,1.61,6,9.68,1,1.61,0,0.0,11,17.74,0,0.0,2,3.23,0,0.0,0,0.0,1,1.61,0,0.0,4,6.45,1,1.61,06012
6,13,136,5,3.68,23,16.91,7,5.15,50,36.76,4,2.94,16,11.76,2,1.47,3,2.21,16,11.76,0,0.0,2,1.47,0,0.0,0,0.0,0,0.0,0,0.0,2,1.47,6,4.41,06013
6,14,146,2,1.37,33,22.6,14,9.59,56,38.36,0,0.0,18,12.33,2,1.37,1,0.68,9,6.16,0,0.0,1,0.68,0,0.0,1,0.68,2,1.37,1,0.68,2,1.37,4,2.74,06014
6,15,80,6,7.5,17,21.25,3,3.75,26,32.5,3,3.75,9,11.25,3,3.75,0,0.0,7,8.75,1,1.25,0,0.0,1,1.25,0,0.0,0,0.0,0,0.0,1,1.25,3,3.75,06015
6,16,178,7,3.93,39,21.91,10,5.62,55,30.9,3,1.69,30,16.85,1,0.56,1,0.56,14,7.87,0,0.0,1,0.56,2,1.12,1,0.56,1,0.56,2,1.12,3,1.69,8,4.49,06016
6,17,75,4,5.33,11,14.67,3,4.0,25,33.33,0,0.0,4,5.33,1,1.33,0,0.0,19,25.33,0,0.0,0,0.0,0,0.0,0,0.0,2,2.67,2,2.67,0,0.0,4,5.33,06017
6,18,92,8,8.7,22,23.91,5,5.43,27,29.35,3,3.26,8,8.7,0,0.0,1,1.09,10,10.87,0,0.0,1,1.09,1,1.09,0,0.0,0,0.0,2,2.17,1,1.09,3,3.26,06018
6,19,97,3,3.09,26,26.8,2,2.06,37,38.14,2,2.06,5,5.15,1,1.03,1,1.03,10,10.31,0,0.0,3,3.09,0,0.0,1,1.03,1,1.03,1,1.03,2,2.06,2,2.06,06019
6,20,77,2,2.6,12,15.58,1,1.3,23,29.87,2,2.6,6,7.79,0,0.0,0,0.0,24,31.17,0,0.0,1,1.3,1,1.3,0,0.0,0,0.0,0,0.0,2,2.6,3,3.9,06020
6,25,35,1,2.86,2,5.71,5,14.29,12,34.29,0,0.0,5,14.29,0,0.0,0,0.0,9,25.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.86,06025
6,26,45,7,15.56,5,11.11,1,2.22,14,31.11,1,2.22,2,4.44,0,0.0,1,2.22,8,17.78,0,0.0,0,0.0,0,0.0,0,0.0,1,2.22,0,0.0,2,4.44,3,6.67,06026
6,28,29,0,0.0,4,13.79,1,3.45,18,62.07,0,0.0,1,3.45,0,0.0,0,0.0,3,10.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.9,06028
6,29,200,0,0.0,34,17.0,10,5.0,52,26.0,0,0.0,30,15.0,3,1.5,2,1.0,29,14.5,0,0.0,0,0.0,3,1.5,0,0.0,0,0.0,5,2.5,7,3.5,25,12.5,06029
6,30,95,4,4.21,14,14.74,9,9.47,30,31.58,1,1.05,9,9.47,0,0.0,0,0.0,12,12.63,0,0.0,0,0.0,3,3.16,0,0.0,1,1.05,0,0.0,6,6.32,6,6.32,06030
6,31,189,7,3.7,44,23.28,13,6.88,63,33.33,2,1.06,36,19.05,0,0.0,1,0.53,13,6.88,0,0.0,0,0.0,0,0.0,0,0.0,2,1.06,0,0.0,2,1.06,6,3.17,06031
6,32,147,5,3.4,30,20.41,4,2.72,55,37.41,1,0.68,11,7.48,2,1.36,1,0.68,22,14.97,0,0.0,1,0.68,0,0.0,1,0.68,3,2.04,2,1.36,2,1.36,7,4.76,06032
6,33,155,6,3.87,31,20.0,13,8.39,51,32.9,2,1.29,18,11.61,3,1.94,1,0.65,22,14.19,0,0.0,1,0.65,0,0.0,1,0.65,0,0.0,0,0.0,3,1.94,3,1.94,06033
6,34,146,4,2.74,23,15.75,10,6.85,57,39.04,1,0.68,26,17.81,0,0.0,1,0.68,14,9.59,0,0.0,1,0.68,2,1.37,1,0.68,1,0.68,2,1.37,0,0.0,3,2.05,06034
6,35,168,10,5.95,22,13.1,14,8.33,60,35.71,8,4.76,26,15.48,2,1.19,0,0.0,14,8.33,0,0.0,0,0.0,1,0.6,0,0.0,2,1.19,0,0.0,5,2.98,4,2.38,06035
6,36,203,7,3.45,28,13.79,9,4.43,82,40.39,2,0.99,38,18.72,1,0.49,1,0.49,18,8.87,1,0.49,1,0.49,1,0.49,1,0.49,0,0.0,0,0.0,7,3.45,6,2.96,06036
6,37,225,3,1.33,26,11.56,21,9.33,63,28.0,6,2.67,61,27.11,4,1.78,2,0.89,21,9.33,0,0.0,2,0.89,0,0.0,0,0.0,2,0.89,1,0.44,4,1.78,9,4.0,06037
6,38,197,3,1.52,30,15.23,13,6.6,60,30.46,2,1.02,47,23.86,0,0.0,1,0.51,17,8.63,0,0.0,1,0.51,0,0.0,5,2.54,2,1.02,1,0.51,5,2.54,10,5.08,06038
6,39,123,9,7.32,16,13.01,6,4.88,42,34.15,1,0.81,9,7.32,1,0.81,0,0.0,17,13.82,0,0.0,1,0.81,7,5.69,0,0.0,1,0.81,5,4.07,4,3.25,4,3.25,06039
6,40,118,5,4.24,25,21.19,4,3.39,36,30.51,4,3.39,14,11.86,3,2.54,2,1.69,9,7.63,0,0.0,1,0.85,2,1.69,1,0.85,1,0.85,3,2.54,5,4.24,3,2.54,06040
6,41,167,3,1.8,29,17.37,17,10.18,53,31.74,0,0.0,28,16.77,1,0.6,2,1.2,23,13.77,0,0.0,3,1.8,1,0.6,0,0.0,1,0.6,0,0.0,2,1.2,4,2.4,06041
6,42,124,5,4.03,20,16.13,7,5.65,46,37.1,0,0.0,16,12.9,1,0.81,0,0.0,20,16.13,0,0.0,1,0.81,0,0.0,0,0.0,1,0.81,0,0.0,3,2.42,4,3.23,06042
6,43,133,4,3.01,22,16.54,9,6.77,50,37.59,6,4.51,21,15.79,1,0.75,1,0.75,13,9.77,0,0.0,0,0.0,0,0.0,0,0.0,2,1.5,0,0.0,3,2.26,1,0.75,06043
6,44,140,10,7.14,25,17.86,7,5.0,52,37.14,2,1.43,21,15.0,1,0.71,2,1.43,10,7.14,1,0.71,1,0.71,0,0.0,0,0.0,3,2.14,0,0.0,2,1.43,3,2.14,06044
6,45,166,2,1.2,20,12.05,13,7.83,58,34.94,6,3.61,37,22.29,1,0.6,2,1.2,14,8.43,0,0.0,0,0.0,2,1.2,2,1.2,1,0.6,1,0.6,3,1.81,4,2.41,06045
6,46,115,7,6.09,16,13.91,8,6.96,41,35.65,1,0.87,18,15.65,5,4.35,2,1.74,9,7.83,1,0.87,1,0.87,1,0.87,0,0.0,3,2.61,0,0.0,2,1.74,0,0.0,06046
6,47,117,7,5.98,22,18.8,3,2.56,47,40.17,4,3.42,13,11.11,1,0.85,0,0.0,10,8.55,1,0.85,4,3.42,1,0.85,0,0.0,1,0.85,1,0.85,0,0.0,2,1.71,06047
6,48,124,1,0.81,28,22.58,13,10.48,38,30.65,1,0.81,17,13.71,3,2.42,3,2.42,13,10.48,0,0.0,0,0.0,0,0.0,1,0.81,0,0.0,1,0.81,1,0.81,4,3.23,06048
7,1,100,6,6.0,17,17.0,12,12.0,41,41.0,1,1.0,6,6.0,1,1.0,2,2.0,6,6.0,0,0.0,2,2.0,1,1.0,0,0.0,1,1.0,0,0.0,4,4.0,0,0.0,07001
7,2,106,8,7.55,13,12.26,8,7.55,32,30.19,3,2.83,8,7.55,1,0.94,3,2.83,10,9.43,0,0.0,1,0.94,3,2.83,0,0.0,2,1.89,1,0.94,6,5.66,7,6.6,07002
7,3,132,4,3.03,20,15.15,4,3.03,56,42.42,3,2.27,10,7.58,0,0.0,15,11.36,10,7.58,0,0.0,1,0.76,0,0.0,1,0.76,2,1.52,2,1.52,0,0.0,4,3.03,07003
7,4,126,3,2.38,28,22.22,5,3.97,52,41.27,1,0.79,11,8.73,0,0.0,5,3.97,7,5.56,0,0.0,0,0.0,0,0.0,0,0.0,2,1.59,1,0.79,2,1.59,9,7.14,07004
7,10,184,3,1.63,25,13.59,10,5.43,67,36.41,4,2.17,20,10.87,4,2.17,5,2.72,23,12.5,0,0.0,1,0.54,1,0.54,1,0.54,4,2.17,2,1.09,7,3.8,7,3.8,07010
7,15,141,10,7.09,17,12.06,11,7.8,43,30.5,0,0.0,20,14.18,4,2.84,5,3.55,19,13.48,0,0.0,0,0.0,0,0.0,0,0.0,5,3.55,0,0.0,3,2.13,4,2.84,07015
7,19,117,2,1.71,18,15.38,4,3.42,42,35.9,1,0.85,15,12.82,2,1.71,5,4.27,16,13.68,0,0.0,2,1.71,0,0.0,1,0.85,1,0.85,1,0.85,3,2.56,4,3.42,07019
7,20,66,1,1.52,6,9.09,2,3.03,28,42.42,0,0.0,12,18.18,3,4.55,1,1.52,8,12.12,0,0.0,0,0.0,1,1.52,0,0.0,0,0.0,1,1.52,1,1.52,2,3.03,07020
7,23,153,12,7.84,16,10.46,12,7.84,65,42.48,1,0.65,30,19.61,3,1.96,5,3.27,5,3.27,0,0.0,0,0.0,1,0.65,1,0.65,2,1.31,0,0.0,0,0.0,0,0.0,07023
7,24,84,4,4.76,15,17.86,3,3.57,25,29.76,4,4.76,7,8.33,0,0.0,1,1.19,18,21.43,0,0.0,2,2.38,0,0.0,0,0.0,0,0.0,2,2.38,2,2.38,1,1.19,07024
