ward,precinct,total,Chris Butler,Chris Butler Percent,Pat Dowell,Pat Dowell Percent,Jahmal Cole,Jahmal Cole Percent,Jonathan L. Jackson,Jonathan L. Jackson Percent,Michael A. Thompson Jr.,Michael A. Thompson Jr. Percent,Karin Norington-Reaves,Karin Norington-Reaves Percent,Marcus Lewis,Marcus Lewis Percent,Cassandra Goodrum,Cassandra Goodrum Percent,"Jacqueline """"Jacqui"""" Collins","Jacqueline """"Jacqui"""" Collins Percent",Terre Layng Rosner,Terre Layng Rosner Percent,Robert A. Palmer,Robert A. Palmer Percent,Kirby Birgans,Kirby Birgans Percent,Steven DeJoie,Steven DeJoie Percent,Nykea Pippion McGriff,Nykea Pippion McGriff Percent,Ameena Matthews,Ameena Matthews Percent,Charise A. Williams,Charise A. Williams Percent,Jonathan T. Swain,Jonathan T. Swain Percent,precinct_id
18,9,181,19,10.5,31,17.13,12,6.63,57,31.49,7,3.87,19,10.5,0,0.0,2,1.1,27,14.92,1,0.55,0,0.0,1,0.55,0,0.0,0,0.0,1,0.55,1,0.55,3,1.66,18009
18,10,245,13,5.31,41,16.73,6,2.45,70,28.57,4,1.63,42,17.14,2,0.82,2,0.82,49,20.0,0,0.0,2,0.82,0,0.0,0,0.0,2,0.82,0,0.0,8,3.27,4,1.63,18010
18,11,111,10,9.01,14,12.61,0,0.0,26,23.42,0,0.0,11,9.91,1,0.9,1,0.9,38,34.23,1,0.9,2,1.8,2,1.8,0,0.0,2,1.8,1,0.9,1,0.9,1,0.9,18011
18,12,144,12,8.33,18,12.5,5,3.47,52,36.11,1,0.69,18,12.5,2,1.39,7,4.86,21,14.58,0,0.0,1,0.69,0,0.0,1,0.69,0,0.0,1,0.69,3,2.08,2,1.39,18012
18,13,114,4,3.51,26,22.81,10,8.77,29,25.44,1,0.88,20,17.54,1,0.88,2,1.75,16,14.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.75,3,2.63,18013
18,14,172,8,4.65,24,13.95,6,3.49,51,29.65,3,1.74,16,9.3,0,0.0,3,1.74,39,22.67,1,0.58,0,0.0,2,1.16,1,0.58,1,0.58,1,0.58,11,6.4,5,2.91,18014
18,16,142,9,6.34,32,22.54,2,1.41,45,31.69,3,2.11,17,11.97,1,0.7,0,0.0,30,21.13,0,0.0,0,0.0,0,0.0,0,0.0,1,0.7,0,0.0,2,1.41,0,0.0,18016
18,17,103,4,3.88,23,22.33,4,3.88,26,25.24,2,1.94,9,8.74,3,2.91,0,0.0,23,22.33,1,0.97,1,0.97,0,0.0,0,0.0,0,0.0,1,0.97,3,2.91,3,2.91,18017
18,18,172,11,6.4,35,20.35,0,0.0,63,36.63,12,6.98,17,9.88,4,2.33,0,0.0,20,11.63,0,0.0,1,0.58,0,0.0,0,0.0,1,0.58,0,0.0,4,2.33,4,2.33,18018
18,19,152,5,3.29,27,17.76,11,7.24,61,40.13,1,0.66,19,12.5,0,0.0,0,0.0,22,14.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,2.63,2,1.32,18019
18,20,102,7,6.86,23,22.55,6,5.88,33,32.35,2,1.96,9,8.82,2,1.96,1,0.98,11,10.78,0,0.0,0,0.0,1,0.98,1,0.98,0,0.0,1,0.98,2,1.96,3,2.94,18020
18,21,195,9,4.62,30,15.38,10,5.13,47,24.1,3,1.54,47,24.1,4,2.05,1,0.51,38,19.49,1,0.51,0,0.0,0,0.0,1,0.51,0,0.0,0,0.0,1,0.51,3,1.54,18021
18,22,184,9,4.89,32,17.39,7,3.8,69,37.5,4,2.17,21,11.41,4,2.17,2,1.09,23,12.5,1,0.54,1,0.54,1,0.54,0,0.0,0,0.0,0,0.0,3,1.63,7,3.8,18022
18,23,119,7,5.88,13,10.92,8,6.72,36,30.25,8,6.72,11,9.24,1,0.84,0,0.0,31,26.05,0,0.0,1,0.84,0,0.0,1,0.84,0,0.0,1,0.84,0,0.0,1,0.84,18023
18,26,222,10,4.5,42,18.92,6,2.7,66,29.73,2,0.9,31,13.96,1,0.45,4,1.8,45,20.27,1,0.45,0,0.0,0,0.0,1,0.45,1,0.45,1,0.45,6,2.7,5,2.25,18026
18,27,98,5,5.1,15,15.31,4,4.08,28,28.57,1,1.02,17,17.35,3,3.06,2,2.04,21,21.43,0,0.0,0,0.0,0,0.0,0,0.0,1,1.02,0,0.0,1,1.02,0,0.0,18027
18,29,129,6,4.65,21,16.28,10,7.75,26,20.16,2,1.55,14,10.85,1,0.78,2,1.55,39,30.23,1,0.78,2,1.55,0,0.0,0,0.0,1,0.78,0,0.0,1,0.78,3,2.33,18029
18,31,126,6,4.76,19,15.08,8,6.35,36,28.57,2,1.59,21,16.67,1,0.79,3,2.38,22,17.46,1,0.79,2,1.59,2,1.59,0,0.0,0,0.0,1,0.79,2,1.59,0,0.0,18031
18,32,160,10,6.25,22,13.75,9,5.63,58,36.25,5,3.13,22,13.75,1,0.63,1,0.63,20,12.5,0,0.0,0,0.0,1,0.63,0,0.0,2,1.25,0,0.0,4,2.5,5,3.13,18032
18,34,217,18,8.29,47,21.66,3,1.38,81,37.33,5,2.3,33,15.21,1,0.46,1,0.46,10,4.61,1,0.46,2,0.92,0,0.0,0,0.0,3,1.38,0,0.0,6,2.76,6,2.76,18034
18,35,191,10,5.24,43,22.51,8,4.19,52,27.23,4,2.09,17,8.9,0,0.0,0,0.0,38,19.9,0,0.0,1,0.52,0,0.0,1,0.52,5,2.62,0,0.0,4,2.09,8,4.19,18035
18,36,90,6,6.67,16,17.78,2,2.22,28,31.11,3,3.33,12,13.33,4,4.44,0,0.0,11,12.22,0,0.0,1,1.11,0,0.0,2,2.22,0,0.0,0,0.0,1,1.11,4,4.44,18036
18,37,197,23,11.68,46,23.35,9,4.57,48,24.37,2,1.02,26,13.2,2,1.02,0,0.0,28,14.21,0,0.0,0,0.0,0,0.0,0,0.0,1,0.51,0,0.0,6,3.05,6,3.05,18037
18,38,128,6,4.69,21,16.41,5,3.91,34,26.56,3,2.34,24,18.75,3,2.34,1,0.78,23,17.97,0,0.0,0,0.0,0,0.0,2,1.56,2,1.56,1,0.78,1,0.78,2,1.56,18038
18,39,85,6,7.06,8,9.41,5,5.88,24,28.24,1,1.18,10,11.76,1,1.18,0,0.0,22,25.88,0,0.0,0,0.0,1,1.18,0,0.0,3,3.53,1,1.18,2,2.35,1,1.18,18039
18,41,206,8,3.88,45,21.84,7,3.4,52,25.24,5,2.43,24,11.65,6,2.91,0,0.0,41,19.9,0,0.0,0,0.0,0,0.0,1,0.49,5,2.43,3,1.46,7,3.4,2,0.97,18041
18,42,90,10,11.11,17,18.89,6,6.67,20,22.22,4,4.44,12,13.33,0,0.0,1,1.11,14,15.56,0,0.0,1,1.11,1,1.11,0,0.0,0,0.0,0,0.0,2,2.22,2,2.22,18042
18,45,87,8,9.2,17,19.54,3,3.45,19,21.84,2,2.3,10,11.49,4,4.6,0,0.0,12,13.79,1,1.15,4,4.6,4,4.6,0,0.0,2,2.3,0,0.0,0,0.0,1,1.15,18045
18,47,84,4,4.76,11,13.1,6,7.14,32,38.1,0,0.0,4,4.76,1,1.19,1,1.19,19,22.62,0,0.0,0,0.0,1,1.19,0,0.0,1,1.19,0,0.0,2,2.38,2,2.38,18047
18,49,67,4,5.97,12,17.91,5,7.46,23,34.33,3,4.48,5,7.46,0,0.0,0,0.0,9,13.43,0,0.0,0,0.0,0,0.0,1,1.49,2,2.99,0,0.0,2,2.99,1,1.49,18049
18,50,78,2,2.56,10,12.82,4,5.13,34,43.59,1,1.28,6,7.69,2,2.56,0,0.0,14,17.95,0,0.0,1,1.28,0,0.0,0,0.0,0,0.0,0,0.0,2,2.56,2,2.56,18050
19,10,31,2,6.45,9,29.03,2,6.45,5,16.13,0,0.0,4,12.9,1,3.23,0,0.0,4,12.9,0,0.0,0,0.0,1,3.23,0,0.0,0,0.0,0,0.0,1,3.23,2,6.45,19010
19,11,8,1,12.5,2,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,2,25.0,19011
19,13,237,7,2.95,38,16.03,21,8.86,75,31.65,9,3.8,20,8.44,4,1.69,1,0.42,20,8.44,1,0.42,6,2.53,1,0.42,0,0.0,1,0.42,1,0.42,21,8.86,11,4.64,19013
19,14,211,12,5.69,62,29.38,18,8.53,27,12.8,4,1.9,51,24.17,2,0.95,2,0.95,19,9.0,1,0.47,2,0.95,1,0.47,0,0.0,0,0.0,1,0.47,2,0.95,7,3.32,19014
19,20,190,10,5.26,55,28.95,16,8.42,37,19.47,8,4.21,31,16.32,2,1.05,2,1.05,10,5.26,0,0.0,4,2.11,0,0.0,2,1.05,4,2.11,2,1.05,4,2.11,3,1.58,19020
19,25,54,10,18.52,9,16.67,2,3.7,9,16.67,1,1.85,19,35.19,1,1.85,0,0.0,2,3.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.85,19025
19,27,197,15,7.61,38,19.29,25,12.69,48,24.37,5,2.54,24,12.18,1,0.51,0,0.0,25,12.69,0,0.0,1,0.51,1,0.51,1,0.51,0,0.0,3,1.52,2,1.02,8,4.06,19027
19,28,234,10,4.27,61,26.07,13,5.56,65,27.78,0,0.0,24,10.26,3,1.28,3,1.28,29,12.39,0,0.0,2,0.85,0,0.0,1,0.43,4,1.71,2,0.85,11,4.7,6,2.56,19028
19,36,239,22,9.21,67,28.03,9,3.77,51,21.34,9,3.77,24,10.04,2,0.84,4,1.67,28,11.72,1,0.42,4,1.67,0,0.0,0,0.0,1,0.42,2,0.84,8,3.35,7,2.93,19036
19,37,231,7,3.03,96,41.56,14,6.06,31,13.42,2,0.87,29,12.55,2,0.87,6,2.6,24,10.39,1,0.43,0,0.0,1,0.43,0,0.0,1,0.43,2,0.87,6,2.6,9,3.9,19037
19,38,191,21,10.99,56,29.32,14,7.33,42,21.99,3,1.57,16,8.38,1,0.52,1,0.52,18,9.42,0,0.0,1,0.52,0,0.0,0,0.0,1,0.52,2,1.05,6,3.14,9,4.71,19038
19,39,44,1,2.27,10,22.73,4,9.09,11,25.0,2,4.55,8,18.18,0,0.0,0,0.0,5,11.36,0,0.0,0,0.0,0,0.0,0,0.0,1,2.27,0,0.0,2,4.55,0,0.0,19039
19,40,193,16,8.29,48,24.87,24,12.44,28,14.51,2,1.04,35,18.13,2,1.04,3,1.55,18,9.33,1,0.52,2,1.04,1,0.52,1,0.52,1,0.52,0,0.0,4,2.07,7,3.63,19040
19,42,160,10,6.25,51,31.88,10,6.25,42,26.25,0,0.0,20,12.5,0,0.0,2,1.25,10,6.25,0,0.0,0,0.0,1,0.63,1,0.63,2,1.25,0,0.0,4,2.5,7,4.38,19042
19,43,230,14,6.09,48,20.87,9,3.91,85,36.96,6,2.61,36,15.65,3,1.3,2,0.87,9,3.91,0,0.0,2,0.87,0,0.0,0,0.0,6,2.61,1,0.43,4,1.74,5,2.17,19043
19,47,317,27,8.52,63,19.87,14,4.42,74,23.34,9,2.84,41,12.93,6,1.89,5,1.58,38,11.99,1,0.32,6,1.89,3,0.95,2,0.63,9,2.84,1,0.32,13,4.1,5,1.58,19047
19,48,175,10,5.71,46,26.29,3,1.71,60,34.29,6,3.43,20,11.43,3,1.71,2,1.14,13,7.43,0,0.0,1,0.57,3,1.71,0,0.0,0,0.0,1,0.57,5,2.86,2,1.14,19048
19,49,261,5,1.92,64,24.52,14,5.36,69,26.44,1,0.38,57,21.84,4,1.53,3,1.15,21,8.05,4,1.53,1,0.38,0,0.0,0,0.0,5,1.92,1,0.38,6,2.3,6,2.3,19049
19,57,4,0,0.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19057
20,1,145,6,4.14,33,22.76,15,10.34,44,30.34,4,2.76,12,8.28,4,2.76,6,4.14,11,7.59,0,0.0,0,0.0,0,0.0,0,0.0,2,1.38,1,0.69,3,2.07,4,2.76,20001
20,3,121,7,5.79,31,25.62,7,5.79,29,23.97,6,4.96,13,10.74,1,0.83,0,0.0,13,10.74,0,0.0,0,0.0,2,1.65,0,0.0,1,0.83,1,0.83,7,5.79,3,2.48,20003
20,5,127,3,2.36,14,11.02,19,14.96,29,22.83,4,3.15,21,16.54,1,0.79,0,0.0,18,14.17,0,0.0,0,0.0,3,2.36,1,0.79,3,2.36,0,0.0,2,1.57,9,7.09,20005
20,8,110,2,1.82,25,22.73,2,1.82,39,35.45,5,4.55,16,14.55,3,2.73,1,0.91,10,9.09,0,0.0,0,0.0,0,0.0,0,0.0,2,1.82,0,0.0,1,0.91,4,3.64,20008
20,9,200,5,2.5,35,17.5,21,10.5,53,26.5,3,1.5,26,13.0,1,0.5,5,2.5,19,9.5,1,0.5,1,0.5,1,0.5,2,1.0,3,1.5,6,3.0,5,2.5,13,6.5,20009
20,10,74,1,1.35,21,28.38,5,6.76,22,29.73,1,1.35,4,5.41,0,0.0,0,0.0,9,12.16,0,0.0,0,0.0,0,0.0,0,0.0,1,1.35,1,1.35,1,1.35,8,10.81,20010
20,13,114,5,4.39,32,28.07,3,2.63,36,31.58,1,0.88,12,10.53,4,3.51,1,0.88,9,7.89,1,0.88,2,1.75,1,0.88,0,0.0,0,0.0,2,1.75,4,3.51,1,0.88,20013
20,14,89,6,6.74,18,20.22,4,4.49,23,25.84,2,2.25,15,16.85,2,2.25,2,2.25,11,12.36,0,0.0,0,0.0,0,0.0,0,0.0,2,2.25,1,1.12,1,1.12,2,2.25,20014
20,16,162,10,6.17,29,17.9,17,10.49,38,23.46,1,0.62,28,17.28,1,0.62,2,1.23,15,9.26,2,1.23,1,0.62,1,0.62,0,0.0,7,4.32,1,0.62,4,2.47,5,3.09,20016
20,18,85,4,4.71,13,15.29,6,7.06,33,38.82,1,1.18,13,15.29,2,2.35,0,0.0,8,9.41,0,0.0,0,0.0,0,0.0,0,0.0,1,1.18,1,1.18,2,2.35,1,1.18,20018
20,19,83,1,1.2,18,21.69,4,4.82,27,32.53,3,3.61,13,15.66,1,1.2,0,0.0,10,12.05,0,0.0,1,1.2,0,0.0,0,0.0,0,0.0,0,0.0,2,2.41,3,3.61,20019
20,22,216,8,3.7,38,17.59,30,13.89,45,20.83,6,2.78,33,15.28,2,0.93,0,0.0,23,10.65,0,0.0,0,0.0,0,0.0,3,1.39,4,1.85,4,1.85,8,3.7,12,5.56,20022
20,24,159,7,4.4,32,20.13,14,8.81,29,18.24,2,1.26,21,13.21,1,0.63,1,0.63,30,18.87,0,0.0,1,0.63,0,0.0,0,0.0,2,1.26,4,2.52,5,3.14,10,6.29,20024
20,26,151,13,8.61,31,20.53,17,11.26,29,19.21,5,3.31,18,11.92,3,1.99,0,0.0,19,12.58,0,0.0,1,0.66,1,0.66,1,0.66,1,0.66,1,0.66,2,1.32,9,5.96,20026
20,28,69,3,4.35,14,20.29,5,7.25,32,46.38,0,0.0,5,7.25,0,0.0,0,0.0,7,10.14,0,0.0,1,1.45,0,0.0,0,0.0,0,0.0,2,2.9,0,0.0,0,0.0,20028
20,29,152,13,8.55,30,19.74,9,5.92,52,34.21,5,3.29,16,10.53,2,1.32,1,0.66,13,8.55,0,0.0,2,1.32,3,1.97,0,0.0,0,0.0,0,0.0,2,1.32,4,2.63,20029
20,33,69,3,4.35,20,28.99,3,4.35,19,27.54,1,1.45,5,7.25,1,1.45,1,1.45,8,11.59,1,1.45,1,1.45,1,1.45,1,1.45,3,4.35,0,0.0,0,0.0,1,1.45,20033
20,34,151,8,5.3,22,14.57,21,13.91,28,18.54,1,0.66,15,9.93,0,0.0,2,1.32,24,15.89,0,0.0,0,0.0,3,1.99,0,0.0,3,1.99,2,1.32,12,7.95,10,6.62,20034
20,35,31,2,6.45,6,19.35,0,0.0,8,25.81,1,3.23,0,0.0,1,3.23,1,3.23,4,12.9,0,0.0,1,3.23,3,9.68,0,0.0,0,0.0,0,0.0,3,9.68,1,3.23,20035
21,1,172,8,4.65,42,24.42,7,4.07,64,37.21,3,1.74,21,12.21,3,1.74,0,0.0,13,7.56,0,0.0,1,0.58,0,0.0,0,0.0,1,0.58,3,1.74,2,1.16,4,2.33,21001
21,2,66,2,3.03,19,28.79,3,4.55,17,25.76,1,1.52,6,9.09,2,3.03,3,4.55,7,10.61,1,1.52,1,1.52,0,0.0,0,0.0,1,1.52,1,1.52,1,1.52,1,1.52,21002
21,3,175,8,4.57,32,18.29,7,4.0,66,37.71,4,2.29,19,10.86,3,1.71,2,1.14,22,12.57,1,0.57,1,0.57,1,0.57,1,0.57,1,0.57,1,0.57,1,0.57,5,2.86,21003
21,4,136,9,6.62,18,13.24,9,6.62,53,38.97,1,0.74,11,8.09,2,1.47,1,0.74,20,14.71,1,0.74,1,0.74,0,0.0,0,0.0,2,1.47,0,0.0,3,2.21,5,3.68,21004
21,5,174,10,5.75,37,21.26,7,4.02,66,37.93,4,2.3,15,8.62,3,1.72,0,0.0,13,7.47,0,0.0,2,1.15,2,1.15,0,0.0,1,0.57,2,1.15,5,2.87,7,4.02,21005
21,6,103,11,10.68,18,17.48,4,3.88,36,34.95,2,1.94,10,9.71,2,1.94,2,1.94,15,14.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,2.91,21006
21,7,185,11,5.95,29,15.68,12,6.49,70,37.84,7,3.78,28,15.14,0,0.0,4,2.16,15,8.11,0,0.0,1,0.54,1,0.54,0,0.0,1,0.54,0,0.0,3,1.62,3,1.62,21007
21,8,150,9,6.0,27,18.0,7,4.67,68,45.33,2,1.33,17,11.33,2,1.33,3,2.0,8,5.33,0,0.0,1,0.67,0,0.0,0,0.0,2,1.33,1,0.67,2,1.33,1,0.67,21008
21,9,168,7,4.17,34,20.24,9,5.36,67,39.88,2,1.19,16,9.52,1,0.6,1,0.6,14,8.33,0,0.0,1,0.6,0,0.0,0,0.0,3,1.79,1,0.6,6,3.57,6,3.57,21009
21,10,131,4,3.05,23,17.56,5,3.82,72,54.96,1,0.76,13,9.92,0,0.0,1,0.76,2,1.53,0,0.0,1,0.76,0,0.0,1,0.76,1,0.76,1,0.76,2,1.53,4,3.05,21010
21,11,125,3,2.4,28,22.4,11,8.8,39,31.2,1,0.8,18,14.4,3,2.4,1,0.8,12,9.6,1,0.8,1,0.8,2,1.6,0,0.0,1,0.8,0,0.0,1,0.8,3,2.4,21011
21,12,105,7,6.67,21,20.0,4,3.81,35,33.33,0,0.0,19,18.1,1,0.95,0,0.0,14,13.33,0,0.0,1,0.95,0,0.0,0,0.0,1,0.95,0,0.0,0,0.0,2,1.9,21012
21,13,110,5,4.55,17,15.45,9,8.18,50,45.45,4,3.64,5,4.55,1,0.91,2,1.82,8,7.27,0,0.0,2,1.82,0,0.0,0,0.0,2,1.82,1,0.91,3,2.73,1,0.91,21013
21,14,159,15,9.43,24,15.09,9,5.66,70,44.03,6,3.77,10,6.29,1,0.63,1,0.63,15,9.43,0,0.0,1,0.63,0,0.0,0,0.0,2,1.26,0,0.0,2,1.26,3,1.89,21014
21,15,116,7,6.03,17,14.66,8,6.9,32,27.59,6,5.17,11,9.48,3,2.59,0,0.0,28,24.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.86,3,2.59,21015
21,16,102,3,2.94,18,17.65,8,7.84,47,46.08,0,0.0,7,6.86,4,3.92,1,0.98,12,11.76,0,0.0,0,0.0,0,0.0,0,0.0,1,0.98,0,0.0,0,0.0,1,0.98,21016
21,17,109,6,5.5,24,22.02,6,5.5,37,33.94,1,0.92,11,10.09,2,1.83,1,0.92,14,12.84,0,0.0,1,0.92,1,0.92,0,0.0,3,2.75,1,0.92,1,0.92,0,0.0,21017
21,18,169,7,4.14,27,15.98,4,2.37,79,46.75,5,2.96,16,9.47,3,1.78,3,1.78,14,8.28,0,0.0,1,0.59,0,0.0,0,0.0,3,1.78,0,0.0,2,1.18,5,2.96,21018
21,19,159,5,3.14,35,22.01,9,5.66,61,38.36,0,0.0,16,10.06,1,0.63,3,1.89,8,5.03,0,0.0,0,0.0,0,0.0,0,0.0,2,1.26,3,1.89,7,4.4,9,5.66,21019
21,20,147,11,7.48,26,17.69,7,4.76,52,35.37,1,0.68,16,10.88,3,2.04,1,0.68,27,18.37,0,0.0,1,0.68,1,0.68,0,0.0,0,0.0,0,0.0,1,0.68,0,0.0,21020
21,21,135,7,5.19,37,27.41,10,7.41,35,25.93,2,1.48,20,14.81,2,1.48,1,0.74,11,8.15,0,0.0,0,0.0,1,0.74,0,0.0,2,1.48,1,0.74,4,2.96,2,1.48,21021
21,22,135,4,2.96,30,22.22,3,2.22,57,42.22,3,2.22,10,7.41,1,0.74,5,3.7,11,8.15,0,0.0,0,0.0,1,0.74,0,0.0,0,0.0,0,0.0,3,2.22,7,5.19,21022
21,23,139,5,3.6,35,25.18,8,5.76,45,32.37,1,0.72,13,9.35,0,0.0,2,1.44,20,14.39,0,0.0,0,0.0,0,0.0,0,0.0,1,0.72,0,0.0,5,3.6,4,2.88,21023
21,24,159,3,1.89,23,14.47,6,3.77,68,42.77,4,2.52,26,16.35,3,1.89,1,0.63,8,5.03,0,0.0,2,1.26,1,0.63,1,0.63,1,0.63,1,0.63,3,1.89,8,5.03,21024
21,25,150,6,4.0,36,24.0,7,4.67,65,43.33,1,0.67,17,11.33,0,0.0,0,0.0,10,6.67,0,0.0,1,0.67,0,0.0,0,0.0,3,2.0,1,0.67,1,0.67,2,1.33,21025
21,26,85,9,10.59,19,22.35,3,3.53,28,32.94,0,0.0,9,10.59,0,0.0,0,0.0,9,10.59,0,0.0,1,1.18,0,0.0,0,0.0,0,0.0,3,3.53,1,1.18,3,3.53,21026
21,27,150,2,1.33,28,18.67,11,7.33,55,36.67,1,0.67,25,16.67,1,0.67,5,3.33,10,6.67,0,0.0,1,0.67,0,0.0,1,0.67,4,2.67,1,0.67,3,2.0,2,1.33,21027
21,28,151,9,5.96,25,16.56,4,2.65,62,41.06,6,3.97,10,6.62,2,1.32,0,0.0,22,14.57,0,0.0,1,0.66,0,0.0,0,0.0,2,1.32,1,0.66,5,3.31,2,1.32,21028
21,29,153,5,3.27,25,16.34,6,3.92,65,42.48,0,0.0,22,14.38,2,1.31,2,1.31,16,10.46,0,0.0,1,0.65,1,0.65,1,0.65,2,1.31,0,0.0,3,1.96,2,1.31,21029
21,30,109,4,3.67,20,18.35,5,4.59,32,29.36,2,1.83,11,10.09,2,1.83,0,0.0,29,26.61,0,0.0,1,0.92,0,0.0,0,0.0,0,0.0,0,0.0,1,0.92,2,1.83,21030
21,31,143,0,0.0,26,18.18,10,6.99,44,30.77,0,0.0,30,20.98,0,0.0,3,2.1,17,11.89,0,0.0,0,0.0,1,0.7,1,0.7,2,1.4,3,2.1,1,0.7,5,3.5,21031
21,32,122,8,6.56,20,16.39,3,2.46,50,40.98,7,5.74,12,9.84,2,1.64,0,0.0,14,11.48,2,1.64,1,0.82,0,0.0,0,0.0,0,0.0,0,0.0,2,1.64,1,0.82,21032
21,33,113,5,4.42,16,14.16,4,3.54,50,44.25,2,1.77,14,12.39,2,1.77,0,0.0,14,12.39,1,0.88,1,0.88,0,0.0,0,0.0,2,1.77,0,0.0,0,0.0,2,1.77,21033
21,34,101,3,2.97,12,11.88,4,3.96,44,43.56,1,0.99,14,13.86,1,0.99,1,0.99,15,14.85,0,0.0,1,0.99,0,0.0,0,0.0,0,0.0,0,0.0,3,2.97,2,1.98,21034
21,35,163,9,5.52,32,19.63,8,4.91,55,33.74,3,1.84,22,13.5,0,0.0,3,1.84,16,9.82,1,0.61,1,0.61,0,0.0,0,0.0,2,1.23,0,0.0,2,1.23,9,5.52,21035
21,36,129,7,5.43,16,12.4,5,3.88,54,41.86,5,3.88,18,13.95,1,0.78,1,0.78,8,6.2,0,0.0,1,0.78,0,0.0,0,0.0,2,1.55,3,2.33,1,0.78,7,5.43,21036
21,37,111,5,4.5,27,24.32,3,2.7,44,39.64,1,0.9,10,9.01,1,0.9,1,0.9,12,10.81,1,0.9,1,0.9,0,0.0,0,0.0,1,0.9,0,0.0,3,2.7,1,0.9,21037
21,38,103,7,6.8,22,21.36,4,3.88,40,38.83,0,0.0,12,11.65,0,0.0,1,0.97,11,10.68,1,0.97,1,0.97,0,0.0,0,0.0,0,0.0,1,0.97,0,0.0,3,2.91,21038
21,39,82,5,6.1,18,21.95,5,6.1,23,28.05,2,2.44,8,9.76,5,6.1,2,2.44,9,10.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.22,1,1.22,3,3.66,21039
21,40,130,3,2.31,27,20.77,4,3.08,48,36.92,4,3.08,21,16.15,2,1.54,1,0.77,13,10.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.77,1,0.77,1,0.77,4,3.08,21040
21,41,159,5,3.14,39,24.53,6,3.77,53,33.33,3,1.89,22,13.84,2,1.26,1,0.63,17,10.69,0,0.0,0,0.0,1,0.63,0,0.0,3,1.89,0,0.0,4,2.52,3,1.89,21041
21,42,161,11,6.83,25,15.53,7,4.35,66,40.99,1,0.62,20,12.42,4,2.48,4,2.48,15,9.32,0,0.0,0,0.0,0,0.0,2,1.24,1,0.62,0,0.0,3,1.86,2,1.24,21042
21,43,137,7,5.11,17,12.41,12,8.76,32,23.36,3,2.19,24,17.52,1,0.73,0,0.0,27,19.71,0,0.0,2,1.46,0,0.0,0,0.0,1,0.73,0,0.0,4,2.92,7,5.11,21043
21,44,151,9,5.96,23,15.23,10,6.62,53,35.1,5,3.31,21,13.91,4,2.65,3,1.99,10,6.62,0,0.0,0,0.0,0,0.0,0,0.0,2,1.32,1,0.66,6,3.97,4,2.65,21044
21,45,121,9,7.44,20,16.53,4,3.31,39,32.23,5,4.13,13,10.74,2,1.65,3,2.48,11,9.09,0,0.0,2,1.65,1,0.83,0,0.0,0,0.0,0,0.0,3,2.48,9,7.44,21045
21,46,143,6,4.2,25,17.48,6,4.2,58,40.56,0,0.0,20,13.99,2,1.4,2,1.4,16,11.19,1,0.7,1,0.7,0,0.0,1,0.7,1,0.7,0,0.0,0,0.0,4,2.8,21046
21,47,106,6,5.66,10,9.43,7,6.6,44,41.51,1,0.94,12,11.32,0,0.0,4,3.77,12,11.32,0,0.0,0,0.0,0,0.0,0,0.0,2,1.89,1,0.94,2,1.89,5,4.72,21047
21,48,139,6,4.32,16,11.51,10,7.19,62,44.6,1,0.72,15,10.79,3,2.16,2,1.44,16,11.51,0,0.0,1,0.72,0,0.0,0,0.0,1,0.72,0,0.0,3,2.16,3,2.16,21048
21,49,163,13,7.98,26,15.95,5,3.07,65,39.88,4,2.45,17,10.43,3,1.84,1,0.61,21,12.88,0,0.0,0,0.0,3,1.84,0,0.0,0,0.0,2,1.23,0,0.0,3,1.84,21049
21,50,107,6,5.61,27,25.23,9,8.41,32,29.91,3,2.8,12,11.21,2,1.87,0,0.0,9,8.41,0,0.0,2,1.87,0,0.0,0,0.0,2,1.87,0,0.0,2,1.87,1,0.93,21050
21,51,165,2,1.21,28,16.97,4,2.42,65,39.39,5,3.03,12,7.27,0,0.0,3,1.82,36,21.82,1,0.61,0,0.0,1,0.61,0,0.0,1,0.61,3,1.82,3,1.82,1,0.61,21051
21,52,148,7,4.73,23,15.54,8,5.41,54,36.49,4,2.7,9,6.08,5,3.38,1,0.68,26,17.57,1,0.68,1,0.68,0,0.0,1,0.68,4,2.7,1,0.68,1,0.68,2,1.35,21052
21,53,111,4,3.6,19,17.12,5,4.5,34,30.63,1,0.9,17,15.32,0,0.0,0,0.0,21,18.92,0,0.0,1,0.9,0,0.0,0,0.0,0,0.0,0,0.0,3,2.7,6,5.41,21053
