ward,precinct,total,"Daniel """"Pogo"""" Pogorzelski","Daniel """"Pogo"""" Pogorzelski Percent",Elizabeth Joyce,Elizabeth Joyce Percent,Chakena D. Perry,Chakena D. Perry Percent,precinct_id
38,26,128,64,50.0,42,32.81,22,17.19,38026
38,27,99,53,53.54,31,31.31,15,15.15,38027
38,28,113,55,48.67,44,38.94,14,12.39,38028
38,29,126,66,52.38,43,34.13,17,13.49,38029
38,30,94,52,55.32,29,30.85,13,13.83,38030
38,31,169,89,52.66,46,27.22,34,20.12,38031
38,32,112,61,54.46,27,24.11,24,21.43,38032
38,33,94,36,38.3,29,30.85,29,30.85,38033
38,34,133,57,42.86,34,25.56,42,31.58,38034
38,35,117,32,27.35,61,52.14,24,20.51,38035
38,36,123,60,48.78,44,35.77,19,15.45,38036
38,37,121,58,47.93,43,35.54,20,16.53,38037
38,38,112,48,42.86,42,37.5,22,19.64,38038
38,39,151,61,40.4,55,36.42,35,23.18,38039
38,40,155,66,42.58,61,39.35,28,18.06,38040
38,41,170,90,52.94,50,29.41,30,17.65,38041
39,1,118,46,38.98,51,43.22,21,17.8,39001
39,2,129,47,36.43,64,49.61,18,13.95,39002
39,3,174,62,35.63,50,28.74,62,35.63,39003
39,4,139,71,51.08,53,38.13,15,10.79,39004
39,5,160,65,40.63,47,29.38,48,30.0,39005
39,6,136,57,41.91,34,25.0,45,33.09,39006
39,7,134,63,47.01,40,29.85,31,23.13,39007
39,8,179,52,29.05,95,53.07,32,17.88,39008
39,9,116,52,44.83,38,32.76,26,22.41,39009
39,10,89,19,21.35,26,29.21,44,49.44,39010
39,11,151,55,36.42,57,37.75,39,25.83,39011
39,12,188,59,31.38,48,25.53,81,43.09,39012
39,13,111,37,33.33,38,34.23,36,32.43,39013
39,14,157,58,36.94,57,36.31,42,26.75,39014
39,15,140,62,44.29,62,44.29,16,11.43,39015
39,16,83,28,33.73,26,31.33,29,34.94,39016
39,17,210,79,37.62,58,27.62,73,34.76,39017
39,18,148,46,31.08,58,39.19,44,29.73,39018
39,19,173,54,31.21,76,43.93,43,24.86,39019
39,20,175,92,52.57,58,33.14,25,14.29,39020
39,21,138,62,44.93,57,41.3,19,13.77,39021
39,22,94,23,24.47,37,39.36,34,36.17,39022
39,23,143,75,52.45,38,26.57,30,20.98,39023
39,24,183,77,42.08,70,38.25,36,19.67,39024
39,25,90,43,47.78,21,23.33,26,28.89,39025
39,26,107,37,34.58,38,35.51,32,29.91,39026
39,27,30,19,63.33,9,30.0,2,6.67,39027
39,28,215,76,35.35,67,31.16,72,33.49,39028
39,29,69,22,31.88,24,34.78,23,33.33,39029
39,30,157,59,37.58,44,28.03,54,34.39,39030
39,31,101,33,32.67,34,33.66,34,33.66,39031
39,32,131,56,42.75,44,33.59,31,23.66,39032
39,33,128,43,33.59,39,30.47,46,35.94,39033
39,34,141,51,36.17,30,21.28,60,42.55,39034
39,35,160,51,31.88,52,32.5,57,35.63,39035
39,36,46,17,36.96,23,50.0,6,13.04,39036
39,37,168,71,42.26,63,37.5,34,20.24,39037
39,38,130,70,53.85,39,30.0,21,16.15,39038
39,39,87,34,39.08,36,41.38,17,19.54,39039
39,40,128,50,39.06,62,48.44,16,12.5,39040
39,41,163,73,44.79,39,23.93,51,31.29,39041
39,42,170,58,34.12,94,55.29,18,10.59,39042
39,43,140,58,41.43,52,37.14,30,21.43,39043
39,44,113,43,38.05,50,44.25,20,17.7,39044
39,45,150,61,40.67,68,45.33,21,14.0,39045
40,1,123,36,29.27,43,34.96,44,35.77,40001
40,2,159,47,29.56,56,35.22,56,35.22,40002
40,3,248,70,28.23,59,23.79,119,47.98,40003
40,4,99,42,42.42,24,24.24,33,33.33,40004
40,5,217,60,27.65,46,21.2,111,51.15,40005
40,6,240,58,24.17,56,23.33,126,52.5,40006
40,7,219,40,18.26,49,22.37,130,59.36,40007
40,8,311,81,26.05,63,20.26,167,53.7,40008
40,9,109,43,39.45,34,31.19,32,29.36,40009
40,10,127,49,38.58,34,26.77,44,34.65,40010
40,11,215,35,16.28,55,25.58,125,58.14,40011
40,12,170,49,28.82,38,22.35,83,48.82,40012
40,13,316,60,18.99,66,20.89,190,60.13,40013
40,14,131,37,28.24,41,31.3,53,40.46,40014
40,15,132,60,45.45,45,34.09,27,20.45,40015
40,16,289,62,21.45,53,18.34,174,60.21,40016
40,17,178,45,25.28,49,27.53,84,47.19,40017
40,18,105,40,38.1,35,33.33,30,28.57,40018
40,19,179,48,26.82,61,34.08,70,39.11,40019
40,20,142,39,27.46,45,31.69,58,40.85,40020
40,21,259,70,27.03,72,27.8,117,45.17,40021
40,22,274,91,33.21,57,20.8,126,45.99,40022
40,23,319,75,23.51,77,24.14,167,52.35,40023
40,24,126,50,39.68,37,29.37,39,30.95,40024
40,25,268,60,22.39,62,23.13,146,54.48,40025
40,26,233,51,21.89,64,27.47,118,50.64,40026
40,27,210,64,30.48,63,30.0,83,39.52,40027
40,28,210,48,22.86,32,15.24,130,61.9,40028
40,29,185,67,36.22,43,23.24,75,40.54,40029
40,30,156,58,37.18,36,23.08,62,39.74,40030
40,31,276,69,25.0,55,19.93,152,55.07,40031
40,32,219,56,25.57,53,24.2,110,50.23,40032
40,33,250,66,26.4,48,19.2,136,54.4,40033
40,34,147,34,23.13,36,24.49,77,52.38,40034
40,35,73,30,41.1,27,36.99,16,21.92,40035
40,36,162,51,31.48,33,20.37,78,48.15,40036
40,37,161,52,32.3,43,26.71,66,40.99,40037
40,38,249,52,20.88,51,20.48,146,58.63,40038
40,39,34,5,14.71,9,26.47,20,58.82,40039
41,1,127,57,44.88,55,43.31,15,11.81,41001
41,2,131,65,49.62,58,44.27,8,6.11,41002
41,3,128,54,42.19,46,35.94,28,21.88,41003
41,4,135,73,54.07,41,30.37,21,15.56,41004
41,5,136,64,47.06,52,38.24,20,14.71,41005
41,6,194,74,38.14,101,52.06,19,9.79,41006
41,7,118,41,34.75,60,50.85,17,14.41,41007
41,8,118,60,50.85,44,37.29,14,11.86,41008
41,9,115,47,40.87,46,40.0,22,19.13,41009
41,10,182,92,50.55,73,40.11,17,9.34,41010
41,11,146,58,39.73,64,43.84,24,16.44,41011
41,12,110,53,48.18,49,44.55,8,7.27,41012
41,13,122,61,50.0,47,38.52,14,11.48,41013
41,14,191,70,36.65,82,42.93,39,20.42,41014
41,15,189,90,47.62,75,39.68,24,12.7,41015
41,16,113,55,48.67,46,40.71,12,10.62,41016
41,17,109,50,45.87,46,42.2,13,11.93,41017
41,18,109,56,51.38,39,35.78,14,12.84,41018
41,19,162,68,41.98,67,41.36,27,16.67,41019
41,20,75,31,41.33,34,45.33,10,13.33,41020
41,21,151,77,50.99,52,34.44,22,14.57,41021
41,22,169,78,46.15,71,42.01,20,11.83,41022
41,23,105,55,52.38,41,39.05,9,8.57,41023
41,24,103,44,42.72,40,38.83,19,18.45,41024
41,25,53,20,37.74,22,41.51,11,20.75,41025
41,26,124,66,53.23,48,38.71,10,8.06,41026
41,27,65,35,53.85,22,33.85,8,12.31,41027
41,28,77,27,35.06,34,44.16,16,20.78,41028
41,29,43,19,44.19,16,37.21,8,18.6,41029
41,30,131,50,38.17,57,43.51,24,18.32,41030
41,31,126,57,45.24,52,41.27,17,13.49,41031
41,32,116,57,49.14,38,32.76,21,18.1,41032
41,33,109,49,44.95,46,42.2,14,12.84,41033
41,34,107,54,50.47,37,34.58,16,14.95,41034
41,35,180,84,46.67,79,43.89,17,9.44,41035
41,36,126,64,50.79,46,36.51,16,12.7,41036
41,37,153,66,43.14,66,43.14,21,13.73,41037
41,38,118,60,50.85,45,38.14,13,11.02,41038
41,39,168,69,41.07,76,45.24,23,13.69,41039
41,40,150,74,49.33,68,45.33,8,5.33,41040
41,41,104,43,41.35,50,48.08,11,10.58,41041
41,42,109,53,48.62,43,39.45,13,11.93,41042
41,43,125,56,44.8,46,36.8,23,18.4,41043
41,44,127,53,41.73,62,48.82,12,9.45,41044
41,45,130,54,41.54,50,38.46,26,20.0,41045
41,46,148,71,47.97,63,42.57,14,9.46,41046
41,47,176,68,38.64,87,49.43,21,11.93,41047
42,1,162,63,38.89,66,40.74,33,20.37,42001
42,2,91,29,31.87,21,23.08,41,45.05,42002
42,3,148,45,30.41,49,33.11,54,36.49,42003
42,4,239,86,35.98,75,31.38,78,32.64,42004
42,5,120,53,44.17,36,30.0,31,25.83,42005
42,6,195,57,29.23,79,40.51,59,30.26,42006
42,7,166,64,38.55,52,31.33,50,30.12,42007
42,8,157,55,35.03,59,37.58,43,27.39,42008
42,9,130,36,27.69,43,33.08,51,39.23,42009
42,10,177,64,36.16,59,33.33,54,30.51,42010
42,11,118,38,32.2,52,44.07,28,23.73,42011
42,12,133,51,38.35,49,36.84,33,24.81,42012
42,13,182,84,46.15,67,36.81,31,17.03,42013
42,14,128,34,26.56,47,36.72,47,36.72,42014
42,15,131,48,36.64,42,32.06,41,31.3,42015
42,16,138,45,32.61,41,29.71,52,37.68,42016
42,17,144,54,37.5,33,22.92,57,39.58,42017
42,18,104,32,30.77,34,32.69,38,36.54,42018
42,19,200,71,35.5,78,39.0,51,25.5,42019
42,20,107,45,42.06,30,28.04,32,29.91,42020
42,21,135,48,35.56,30,22.22,57,42.22,42021
42,22,57,25,43.86,13,22.81,19,33.33,42022
42,23,130,54,41.54,42,32.31,34,26.15,42023
42,24,125,43,34.4,48,38.4,34,27.2,42024
42,25,126,41,32.54,45,35.71,40,31.75,42025
42,26,175,69,39.43,53,30.29,53,30.29,42026
42,27,118,41,34.75,42,35.59,35,29.66,42027
42,28,199,67,33.67,73,36.68,59,29.65,42028
42,29,204,71,34.8,67,32.84,66,32.35,42029
42,30,152,45,29.61,65,42.76,42,27.63,42030
42,31,152,51,33.55,57,37.5,44,28.95,42031
42,32,92,27,29.35,31,33.7,34,36.96,42032
42,33,182,50,27.47,58,31.87,74,40.66,42033
42,34,137,48,35.04,54,39.42,35,25.55,42034
42,35,183,77,42.08,67,36.61,39,21.31,42035
42,36,158,47,29.75,37,23.42,74,46.84,42036
42,37,85,29,34.12,31,36.47,25,29.41,42037
42,38,105,35,33.33,39,37.14,31,29.52,42038
42,39,123,47,38.21,32,26.02,44,35.77,42039
42,40,137,47,34.31,45,32.85,45,32.85,42040
42,41,149,52,34.9,40,26.85,57,38.26,42041
42,42,227,75,33.04,66,29.07,86,37.89,42042
43,1,79,21,26.58,21,26.58,37,46.84,43001
43,2,162,41,25.31,46,28.4,75,46.3,43002
43,3,137,47,34.31,45,32.85,45,32.85,43003
43,4,133,61,45.86,36,27.07,36,27.07,43004
43,5,146,49,33.56,35,23.97,62,42.47,43005
43,6,115,31,26.96,32,27.83,52,45.22,43006
43,7,122,38,31.15,42,34.43,42,34.43,43007
43,8,102,34,33.33,34,33.33,34,33.33,43008
43,9,153,36,23.53,45,29.41,72,47.06,43009
43,10,178,61,34.27,47,26.4,70,39.33,43010
43,11,89,31,34.83,19,21.35,39,43.82,43011
43,12,83,28,33.73,28,33.73,27,32.53,43012
43,13,167,60,35.93,45,26.95,62,37.13,43013
43,14,147,51,34.69,38,25.85,58,39.46,43014
43,15,130,43,33.08,41,31.54,46,35.38,43015
43,16,158,41,25.95,39,24.68,78,49.37,43016
43,17,123,51,41.46,39,31.71,33,26.83,43017
43,18,156,56,35.9,41,26.28,59,37.82,43018
43,19,148,43,29.05,46,31.08,59,39.86,43019
43,20,200,69,34.5,45,22.5,86,43.0,43020
43,21,131,44,33.59,40,30.53,47,35.88,43021
43,22,110,25,22.73,33,30.0,52,47.27,43022
43,23,95,38,40.0,23,24.21,34,35.79,43023
43,24,131,42,32.06,44,33.59,45,34.35,43024
43,25,171,60,35.09,62,36.26,49,28.65,43025
43,26,131,39,29.77,40,30.53,52,39.69,43026
43,27,149,49,32.89,38,25.5,62,41.61,43027
43,28,131,41,31.3,40,30.53,50,38.17,43028
43,29,184,54,29.35,45,24.46,85,46.2,43029
43,30,145,50,34.48,51,35.17,44,30.34,43030
43,31,154,46,29.87,58,37.66,50,32.47,43031
43,32,131,37,28.24,36,27.48,58,44.27,43032
43,33,179,60,33.52,72,40.22,47,26.26,43033
43,34,105,44,41.9,24,22.86,37,35.24,43034
43,35,171,70,40.94,43,25.15,58,33.92,43035
43,36,71,16,22.54,15,21.13,40,56.34,43036
43,37,132,36,27.27,31,23.48,65,49.24,43037
43,38,115,41,35.65,30,26.09,44,38.26,43038
43,39,74,26,35.14,26,35.14,22,29.73,43039
43,40,100,34,34.0,28,28.0,38,38.0,43040
43,41,150,48,32.0,44,29.33,58,38.67,43041
43,42,146,37,25.34,46,31.51,63,43.15,43042
43,43,164,63,38.41,54,32.93,47,28.66,43043
43,44,134,40,29.85,39,29.1,55,41.04,43044
43,45,105,38,36.19,30,28.57,37,35.24,43045
43,46,80,19,23.75,18,22.5,43,53.75,43046
44,1,272,107,39.34,75,27.57,90,33.09,44001
44,2,156,62,39.74,32,20.51,62,39.74,44002
44,3,140,59,42.14,57,40.71,24,17.14,44003
44,4,143,49,34.27,47,32.87,47,32.87,44004
44,5,162,50,30.86,44,27.16,68,41.98,44005
44,6,190,54,28.42,47,24.74,89,46.84,44006
44,7,140,56,40.0,48,34.29,36,25.71,44007
44,8,209,64,30.62,50,23.92,95,45.45,44008
44,9,130,38,29.23,36,27.69,56,43.08,44009
44,10,138,42,30.43,32,23.19,64,46.38,44010
44,11,154,41,26.62,32,20.78,81,52.6,44011
44,12,220,80,36.36,65,29.55,75,34.09,44012
44,13,119,34,28.57,35,29.41,50,42.02,44013
44,14,151,45,29.8,35,23.18,71,47.02,44014
44,15,175,57,32.57,48,27.43,70,40.0,44015
44,16,175,48,27.43,44,25.14,83,47.43,44016
44,17,244,72,29.51,68,27.87,104,42.62,44017
44,18,169,58,34.32,46,27.22,65,38.46,44018
44,19,238,81,34.03,68,28.57,89,37.39,44019
44,20,187,46,24.6,48,25.67,93,49.73,44020
44,21,184,47,25.54,47,25.54,90,48.91,44021
44,22,162,55,33.95,50,30.86,57,35.19,44022
44,23,152,51,33.55,36,23.68,65,42.76,44023
44,24,150,53,35.33,63,42.0,34,22.67,44024
44,25,207,48,23.19,59,28.5,100,48.31,44025
44,26,206,64,31.07,64,31.07,78,37.86,44026
44,27,178,56,31.46,51,28.65,71,39.89,44027
44,28,172,60,34.88,41,23.84,71,41.28,44028
44,29,186,67,36.02,43,23.12,76,40.86,44029
44,30,200,55,27.5,51,25.5,94,47.0,44030
44,31,115,24,20.87,31,26.96,60,52.17,44031
44,32,158,48,30.38,35,22.15,75,47.47,44032
44,33,192,49,25.52,47,24.48,96,50.0,44033
44,34,194,65,33.51,55,28.35,74,38.14,44034
44,35,207,82,39.61,70,33.82,55,26.57,44035
44,36,166,48,28.92,37,22.29,81,48.8,44036
44,37,235,64,27.23,57,24.26,114,48.51,44037
44,38,142,41,28.87,45,31.69,56,39.44,44038
44,39,179,62,34.64,51,28.49,66,36.87,44039
44,40,156,48,30.77,43,27.56,65,41.67,44040
44,41,211,55,26.07,63,29.86,93,44.08,44041
45,1,160,76,47.5,35,21.88,49,30.63,45001
45,2,186,63,33.87,45,24.19,78,41.94,45002
45,3,171,63,36.84,53,30.99,55,32.16,45003
45,4,208,75,36.06,56,26.92,77,37.02,45004
45,5,178,65,36.52,58,32.58,55,30.9,45005
45,6,266,90,33.83,63,23.68,113,42.48,45006
45,7,245,104,42.45,73,29.8,68,27.76,45007
45,8,148,61,41.22,43,29.05,44,29.73,45008
45,9,127,41,32.28,49,38.58,37,29.13,45009
45,10,161,63,39.13,53,32.92,45,27.95,45010
45,11,84,39,46.43,23,27.38,22,26.19,45011
45,12,123,56,45.53,32,26.02,35,28.46,45012
45,13,134,39,29.1,50,37.31,45,33.58,45013
45,14,206,86,41.75,68,33.01,52,25.24,45014
45,15,236,118,50.0,68,28.81,50,21.19,45015
45,16,159,72,45.28,39,24.53,48,30.19,45016
45,17,165,69,41.82,42,25.45,54,32.73,45017
45,18,153,69,45.1,56,36.6,28,18.3,45018
45,19,69,19,27.54,28,40.58,22,31.88,45019
45,20,91,39,42.86,32,35.16,20,21.98,45020
45,21,136,59,43.38,45,33.09,32,23.53,45021
45,22,94,52,55.32,25,26.6,17,18.09,45022
45,23,114,48,42.11,36,31.58,30,26.32,45023
45,24,86,45,52.33,28,32.56,13,15.12,45024
45,25,97,35,36.08,47,48.45,15,15.46,45025
45,26,74,35,47.3,31,41.89,8,10.81,45026
45,27,121,51,42.15,42,34.71,28,23.14,45027
45,28,104,39,37.5,34,32.69,31,29.81,45028
45,29,98,39,39.8,37,37.76,22,22.45,45029
45,30,120,43,35.83,47,39.17,30,25.0,45030
45,31,120,55,45.83,38,31.67,27,22.5,45031
45,32,123,52,42.28,45,36.59,26,21.14,45032
45,33,112,40,35.71,43,38.39,29,25.89,45033
45,34,143,53,37.06,50,34.97,40,27.97,45034
45,35,168,77,45.83,50,29.76,41,24.4,45035
45,36,170,75,44.12,57,33.53,38,22.35,45036
45,37,150,62,41.33,63,42.0,25,16.67,45037
45,38,123,55,44.72,43,34.96,25,20.33,45038
45,39,133,59,44.36,42,31.58,32,24.06,45039
45,40,125,49,39.2,56,44.8,20,16.0,45040
45,41,109,43,39.45,39,35.78,27,24.77,45041
45,42,153,72,47.06,58,37.91,23,15.03,45042
45,43,122,45,36.89,52,42.62,25,20.49,45043
45,44,160,69,43.13,71,44.38,20,12.5,45044
45,45,67,34,50.75,25,37.31,8,11.94,45045
45,46,81,37,45.68,38,46.91,6,7.41,45046
45,47,90,38,42.22,41,45.56,11,12.22,45047
45,48,93,39,41.94,45,48.39,9,9.68,45048
46,1,140,39,27.86,43,30.71,58,41.43,46001
46,2,214,53,24.77,52,24.3,109,50.93,46002
46,3,256,74,28.91,79,30.86,103,40.23,46003
46,4,207,59,28.5,55,26.57,93,44.93,46004
46,5,207,49,23.67,46,22.22,112,54.11,46005
46,6,181,47,25.97,55,30.39,79,43.65,46006
46,7,249,110,44.18,91,36.55,48,19.28,46007
46,8,134,36,26.87,46,34.33,52,38.81,46008
46,9,216,61,28.24,50,23.15,105,48.61,46009
46,10,249,64,25.7,58,23.29,127,51.0,46010
46,11,168,44,26.19,42,25.0,82,48.81,46011
46,12,236,48,20.34,45,19.07,143,60.59,46012
46,13,205,60,29.27,56,27.32,89,43.41,46013
46,14,138,42,30.43,54,39.13,42,30.43,46014
46,15,180,64,35.56,52,28.89,64,35.56,46015
46,16,270,73,27.04,52,19.26,145,53.7,46016
46,17,216,81,37.5,72,33.33,63,29.17,46017
46,18,194,70,36.08,61,31.44,63,32.47,46018
46,19,156,76,48.72,51,32.69,29,18.59,46019
46,20,167,39,23.35,48,28.74,80,47.9,46020
46,21,91,21,23.08,26,28.57,44,48.35,46021
46,22,121,34,28.1,29,23.97,58,47.93,46022
46,23,175,50,28.57,45,25.71,80,45.71,46023
46,24,296,106,35.81,81,27.36,109,36.82,46024
46,25,201,42,20.9,49,24.38,110,54.73,46025
46,26,228,61,26.75,48,21.05,119,52.19,46026
46,27,211,48,22.75,46,21.8,117,55.45,46027
46,28,180,74,41.11,50,27.78,56,31.11,46028
46,29,148,56,37.84,46,31.08,46,31.08,46029
46,30,181,47,25.97,46,25.41,88,48.62,46030
46,31,188,47,25.0,58,30.85,83,44.15,46031
46,32,82,24,29.27,26,31.71,32,39.02,46032
46,33,203,85,41.87,64,31.53,54,26.6,46033
46,34,239,58,24.27,58,24.27,123,51.46,46034
46,35,149,48,32.21,52,34.9,49,32.89,46035
46,36,209,81,38.76,72,34.45,56,26.79,46036
46,37,124,35,28.23,30,24.19,59,47.58,46037
46,38,178,50,28.09,61,34.27,67,37.64,46038
46,39,174,59,33.91,61,35.06,54,31.03,46039
46,40,212,64,30.19,63,29.72,85,40.09,46040
47,1,143,48,33.57,20,13.99,75,52.45,47001
47,2,173,68,39.31,50,28.9,55,31.79,47002
47,3,193,90,46.63,70,36.27,33,17.1,47003
47,4,215,77,35.81,63,29.3,75,34.88,47004
47,5,259,82,31.66,58,22.39,119,45.95,47005
47,6,219,81,36.99,56,25.57,82,37.44,47006
47,7,166,51,30.72,57,34.34,58,34.94,47007
47,8,207,78,37.68,49,23.67,80,38.65,47008
47,9,153,48,31.37,40,26.14,65,42.48,47009
47,10,294,81,27.55,52,17.69,161,54.76,47010
47,11,181,65,35.91,51,28.18,65,35.91,47011
47,12,216,88,40.74,49,22.69,79,36.57,47012
47,13,258,82,31.78,47,18.22,129,50.0,47013
47,14,195,85,43.59,47,24.1,63,32.31,47014
47,15,294,69,23.47,43,14.63,182,61.9,47015
47,16,187,66,35.29,61,32.62,60,32.09,47016
47,17,214,78,36.45,70,32.71,66,30.84,47017
47,18,193,65,33.68,40,20.73,88,45.6,47018
47,19,354,101,28.53,59,16.67,194,54.8,47019
47,20,226,87,38.5,63,27.88,76,33.63,47020
47,21,260,91,35.0,54,20.77,115,44.23,47021
47,22,267,113,42.32,50,18.73,104,38.95,47022
47,23,241,54,22.41,44,18.26,143,59.34,47023
47,24,241,96,39.83,49,20.33,96,39.83,47024
47,25,240,98,40.83,42,17.5,100,41.67,47025
47,26,289,79,27.34,57,19.72,153,52.94,47026
47,27,208,73,35.1,48,23.08,87,41.83,47027
47,28,209,74,35.41,53,25.36,82,39.23,47028
47,29,231,85,36.8,52,22.51,94,40.69,47029
47,30,273,96,35.16,56,20.51,121,44.32,47030
47,31,251,91,36.25,57,22.71,103,41.04,47031
47,32,312,109,34.94,43,13.78,160,51.28,47032
47,33,172,50,29.07,44,25.58,78,45.35,47033
47,34,229,72,31.44,49,21.4,108,47.16,47034
47,35,151,75,49.67,26,17.22,50,33.11,47035
47,36,273,78,28.57,50,18.32,145,53.11,47036
47,37,218,82,37.61,32,14.68,104,47.71,47037
47,38,233,80,34.33,43,18.45,110,47.21,47038
47,39,266,108,40.6,64,24.06,94,35.34,47039
47,40,182,75,41.21,35,19.23,72,39.56,47040
47,41,251,84,33.47,46,18.33,121,48.21,47041
47,42,224,66,29.46,34,15.18,124,55.36,47042
47,43,163,72,44.17,48,29.45,43,26.38,47043
47,44,183,54,29.51,73,39.89,56,30.6,47044
47,45,256,98,38.28,49,19.14,109,42.58,47045
47,46,96,40,41.67,23,23.96,33,34.38,47046
47,47,202,78,38.61,44,21.78,80,39.6,47047
47,48,25,10,40.0,11,44.0,4,16.0,47048
48,1,234,62,26.5,53,22.65,119,50.85,48001
48,2,90,33,36.67,19,21.11,38,42.22,48002
48,3,200,55,27.5,58,29.0,87,43.5,48003
48,4,239,78,32.64,73,30.54,88,36.82,48004
48,5,181,81,44.75,49,27.07,51,28.18,48005
48,6,202,68,33.66,40,19.8,94,46.53,48006
48,7,259,86,33.2,47,18.15,126,48.65,48007
48,8,120,51,42.5,45,37.5,24,20.0,48008
48,9,143,57,39.86,46,32.17,40,27.97,48009
48,10,332,86,25.9,54,16.27,192,57.83,48010
48,11,191,49,25.65,42,21.99,100,52.36,48011
48,12,260,71,27.31,56,21.54,133,51.15,48012
48,13,263,93,35.36,99,37.64,71,27.0,48013
48,14,105,38,36.19,40,38.1,27,25.71,48014
48,15,100,41,41.0,30,30.0,29,29.0,48015
48,16,202,56,27.72,52,25.74,94,46.53,48016
48,17,210,58,27.62,87,41.43,65,30.95,48017
48,18,132,47,35.61,58,43.94,27,20.45,48018
48,19,183,60,32.79,51,27.87,72,39.34,48019
48,20,253,65,25.69,68,26.88,120,47.43,48020
48,21,240,51,21.25,65,27.08,124,51.67,48021
48,22,211,85,40.28,87,41.23,39,18.48,48022
48,23,256,98,38.28,81,31.64,77,30.08,48023
48,24,185,57,30.81,68,36.76,60,32.43,48024
48,25,195,58,29.74,44,22.56,93,47.69,48025
48,26,83,19,22.89,28,33.73,36,43.37,48026
48,27,120,36,30.0,34,28.33,50,41.67,48027
48,28,213,48,22.54,100,46.95,65,30.52,48028
48,29,135,42,31.11,64,47.41,29,21.48,48029
48,30,213,67,31.46,46,21.6,100,46.95,48030
48,31,210,60,28.57,66,31.43,84,40.0,48031
48,32,175,54,30.86,44,25.14,77,44.0,48032
48,33,119,53,44.54,30,25.21,36,30.25,48033
48,34,175,59,33.71,37,21.14,79,45.14,48034
48,35,115,30,26.09,47,40.87,38,33.04,48035
48,36,132,53,40.15,50,37.88,29,21.97,48036
48,37,226,48,21.24,64,28.32,114,50.44,48037
48,38,249,79,31.73,77,30.92,93,37.35,48038
48,39,176,72,40.91,50,28.41,54,30.68,48039
48,40,189,58,30.69,40,21.16,91,48.15,48040
48,41,206,46,22.33,46,22.33,114,55.34,48041
48,42,262,65,24.81,56,21.37,141,53.82,48042
48,43,232,77,33.19,74,31.9,81,34.91,48043
48,44,262,69,26.34,52,19.85,141,53.82,48044
48,45,147,36,24.49,41,27.89,70,47.62,48045
48,46,144,68,47.22,46,31.94,30,20.83,48046
49,1,107,29,27.1,34,31.78,44,41.12,49001
49,2,126,38,30.16,27,21.43,61,48.41,49002
49,3,222,62,27.93,58,26.13,102,45.95,49003
49,4,228,48,21.05,44,19.3,136,59.65,49004
49,5,196,63,32.14,49,25.0,84,42.86,49005
49,6,156,41,26.28,44,28.21,71,45.51,49006
49,7,148,47,31.76,44,29.73,57,38.51,49007
49,8,136,51,37.5,36,26.47,49,36.03,49008
49,9,200,51,25.5,32,16.0,117,58.5,49009
49,10,200,58,29.0,49,24.5,93,46.5,49010
49,11,217,50,23.04,51,23.5,116,53.46,49011
49,12,204,51,25.0,60,29.41,93,45.59,49012
49,13,227,71,31.28,54,23.79,102,44.93,49013
49,14,132,36,27.27,35,26.52,61,46.21,49014
49,15,126,35,27.78,42,33.33,49,38.89,49015
49,16,182,61,33.52,50,27.47,71,39.01,49016
49,17,144,46,31.94,55,38.19,43,29.86,49017
49,18,239,66,27.62,45,18.83,128,53.56,49018
49,19,131,44,33.59,38,29.01,49,37.4,49019
49,20,284,69,24.3,40,14.08,175,61.62,49020
49,21,81,29,35.8,32,39.51,20,24.69,49021
49,22,190,56,29.47,48,25.26,86,45.26,49022
49,23,221,56,25.34,47,21.27,118,53.39,49023
49,24,116,31,26.72,32,27.59,53,45.69,49024
49,25,224,66,29.46,41,18.3,117,52.23,49025
49,26,201,38,18.91,50,24.88,113,56.22,49026
49,27,162,28,17.28,32,19.75,102,62.96,49027
49,28,274,62,22.63,47,17.15,165,60.22,49028
49,29,227,60,26.43,43,18.94,124,54.63,49029
49,30,183,49,26.78,53,28.96,81,44.26,49030
49,31,114,29,25.44,26,22.81,59,51.75,49031
49,32,182,54,29.67,50,27.47,78,42.86,49032
49,33,159,46,28.93,42,26.42,71,44.65,49033
50,1,115,60,52.17,33,28.7,22,19.13,50001
50,2,71,27,38.03,25,35.21,19,26.76,50002
50,3,127,49,38.58,47,37.01,31,24.41,50003
50,4,147,59,40.14,42,28.57,46,31.29,50004
50,5,93,51,54.84,28,30.11,14,15.05,50005
50,6,148,60,40.54,55,37.16,33,22.3,50006
50,7,211,78,36.97,72,34.12,61,28.91,50007
50,8,115,34,29.57,38,33.04,43,37.39,50008
50,9,113,31,27.43,46,40.71,36,31.86,50009
50,10,88,27,30.68,42,47.73,19,21.59,50010
50,11,72,37,51.39,25,34.72,10,13.89,50011
50,12,56,25,44.64,22,39.29,9,16.07,50012
50,13,124,36,29.03,45,36.29,43,34.68,50013
50,14,47,25,53.19,14,29.79,8,17.02,50014
50,15,214,86,40.19,62,28.97,66,30.84,50015
50,16,46,17,36.96,23,50.0,6,13.04,50016
50,17,88,25,28.41,34,38.64,29,32.95,50017
50,18,23,4,17.39,13,56.52,6,26.09,50018
50,19,73,25,34.25,31,42.47,17,23.29,50019
50,20,152,54,35.53,45,29.61,53,34.87,50020
50,21,125,43,34.4,47,37.6,35,28.0,50021
50,22,95,33,34.74,37,38.95,25,26.32,50022
50,23,57,20,35.09,26,45.61,11,19.3,50023
