ward,precinct,total,"Howard B. Brookins, Jr.","Howard B. Brookins, Jr. Percent",Ubi O. O'Neal,Ubi O. O'Neal Percent,Lisa Michelle Taylor,Lisa Michelle Taylor Percent,precinct_id
25,32,82,22,26.83,13,15.85,47,57.32,25032
26,1,115,30,26.09,15,13.04,70,60.87,26001
26,2,84,16,19.05,11,13.1,57,67.86,26002
26,3,128,34,26.56,8,6.25,86,67.19,26003
26,4,53,14,26.42,10,18.87,29,54.72,26004
26,5,96,16,16.67,8,8.33,72,75.0,26005
26,6,67,7,10.45,10,14.93,50,74.63,26006
26,7,98,14,14.29,8,8.16,76,77.55,26007
26,8,46,7,15.22,6,13.04,33,71.74,26008
26,9,102,23,22.55,15,14.71,64,62.75,26009
26,10,86,18,20.93,14,16.28,54,62.79,26010
26,11,103,26,25.24,10,9.71,67,65.05,26011
26,12,124,32,25.81,8,6.45,84,67.74,26012
26,13,43,14,32.56,7,16.28,22,51.16,26013
26,14,81,24,29.63,7,8.64,50,61.73,26014
26,15,44,21,47.73,5,11.36,18,40.91,26015
26,16,34,8,23.53,2,5.88,24,70.59,26016
26,17,123,33,26.83,10,8.13,80,65.04,26017
26,18,59,16,27.12,5,8.47,38,64.41,26018
26,19,44,16,36.36,8,18.18,20,45.45,26019
26,20,111,24,21.62,11,9.91,76,68.47,26020
26,21,124,28,22.58,12,9.68,84,67.74,26021
26,22,23,6,26.09,4,17.39,13,56.52,26022
26,23,49,16,32.65,3,6.12,30,61.22,26023
26,24,78,6,7.69,13,16.67,59,75.64,26024
26,25,82,22,26.83,4,4.88,56,68.29,26025
26,26,75,13,17.33,5,6.67,57,76.0,26026
26,27,135,34,25.19,22,16.3,79,58.52,26027
26,28,156,36,23.08,16,10.26,104,66.67,26028
26,29,65,15,23.08,6,9.23,44,67.69,26029
26,30,112,11,9.82,11,9.82,90,80.36,26030
26,31,51,14,27.45,6,11.76,31,60.78,26031
26,32,111,30,27.03,12,10.81,69,62.16,26032
26,33,123,27,21.95,17,13.82,79,64.23,26033
26,34,134,30,22.39,8,5.97,96,71.64,26034
26,35,88,20,22.73,14,15.91,54,61.36,26035
26,36,113,22,19.47,11,9.73,80,70.8,26036
26,37,111,14,12.61,7,6.31,90,81.08,26037
26,38,42,8,19.05,4,9.52,30,71.43,26038
26,39,129,34,26.36,11,8.53,84,65.12,26039
26,40,53,11,20.75,6,11.32,36,67.92,26040
26,41,122,26,21.31,11,9.02,85,69.67,26041
26,42,102,18,17.65,13,12.75,71,69.61,26042
26,43,47,13,27.66,7,14.89,27,57.45,26043
26,44,45,16,35.56,10,22.22,19,42.22,26044
26,45,34,14,41.18,6,17.65,14,41.18,26045
26,46,92,19,20.65,11,11.96,62,67.39,26046
26,47,46,15,32.61,8,17.39,23,50.0,26047
26,48,121,23,19.01,9,7.44,89,73.55,26048
26,49,44,13,29.55,4,9.09,27,61.36,26049
27,1,200,71,35.5,17,8.5,112,56.0,27001
27,2,148,73,49.32,7,4.73,68,45.95,27002
27,3,53,27,50.94,6,11.32,20,37.74,27003
27,4,71,36,50.7,10,14.08,25,35.21,27004
27,5,71,32,45.07,11,15.49,28,39.44,27005
27,6,126,66,52.38,11,8.73,49,38.89,27006
27,7,152,37,24.34,11,7.24,104,68.42,27007
27,8,72,37,51.39,10,13.89,25,34.72,27008
27,9,52,10,19.23,3,5.77,39,75.0,27009
27,10,126,73,57.94,17,13.49,36,28.57,27010
27,11,96,32,33.33,3,3.13,61,63.54,27011
27,12,86,31,36.05,6,6.98,49,56.98,27012
27,13,198,114,57.58,23,11.62,61,30.81,27013
27,14,52,26,50.0,9,17.31,17,32.69,27014
27,15,47,28,59.57,3,6.38,16,34.04,27015
27,16,83,31,37.35,6,7.23,46,55.42,27016
27,17,100,47,47.0,9,9.0,44,44.0,27017
27,18,70,24,34.29,9,12.86,37,52.86,27018
27,19,52,27,51.92,5,9.62,20,38.46,27019
27,20,44,23,52.27,6,13.64,15,34.09,27020
27,21,121,44,36.36,7,5.79,70,57.85,27021
27,22,62,29,46.77,10,16.13,23,37.1,27022
27,23,81,44,54.32,11,13.58,26,32.1,27023
27,24,47,17,36.17,7,14.89,23,48.94,27024
27,25,108,41,37.96,12,11.11,55,50.93,27025
27,26,77,35,45.45,9,11.69,33,42.86,27026
27,27,140,51,36.43,25,17.86,64,45.71,27027
27,28,153,69,45.1,13,8.5,71,46.41,27028
27,29,73,33,45.21,10,13.7,30,41.1,27029
27,30,41,27,65.85,3,7.32,11,26.83,27030
27,31,63,24,38.1,4,6.35,35,55.56,27031
27,32,102,43,42.16,14,13.73,45,44.12,27032
27,33,121,46,38.02,7,5.79,68,56.2,27033
27,34,61,34,55.74,6,9.84,21,34.43,27034
27,35,154,45,29.22,11,7.14,98,63.64,27035
27,36,75,36,48.0,6,8.0,33,44.0,27036
27,37,129,59,45.74,14,10.85,56,43.41,27037
27,38,205,99,48.29,22,10.73,84,40.98,27038
27,39,98,53,54.08,9,9.18,36,36.73,27039
27,40,111,36,32.43,13,11.71,62,55.86,27040
27,41,109,53,48.62,14,12.84,42,38.53,27041
27,42,102,40,39.22,15,14.71,47,46.08,27042
27,43,76,29,38.16,8,10.53,39,51.32,27043
27,44,64,31,48.44,5,7.81,28,43.75,27044
27,45,234,52,22.22,16,6.84,166,70.94,27045
27,46,92,37,40.22,3,3.26,52,56.52,27046
27,47,100,60,60.0,12,12.0,28,28.0,27047
27,48,163,62,38.04,15,9.2,86,52.76,27048
27,49,89,48,53.93,10,11.24,31,34.83,27049
27,50,98,49,50.0,17,17.35,32,32.65,27050
28,1,37,21,56.76,2,5.41,14,37.84,28001
28,2,75,36,48.0,9,12.0,30,40.0,28002
28,3,49,36,73.47,5,10.2,8,16.33,28003
28,4,63,19,30.16,6,9.52,38,60.32,28004
28,5,60,35,58.33,5,8.33,20,33.33,28005
28,6,56,31,55.36,5,8.93,20,35.71,28006
28,7,50,34,68.0,8,16.0,8,16.0,28007
28,8,127,40,31.5,3,2.36,84,66.14,28008
28,9,63,33,52.38,11,17.46,19,30.16,28009
28,10,115,38,33.04,13,11.3,64,55.65,28010
28,11,165,53,32.12,14,8.48,98,59.39,28011
28,12,70,42,60.0,3,4.29,25,35.71,28012
28,13,143,97,67.83,11,7.69,35,24.48,28013
28,14,59,38,64.41,6,10.17,15,25.42,28014
28,15,38,15,39.47,7,18.42,16,42.11,28015
28,16,50,36,72.0,3,6.0,11,22.0,28016
28,17,67,40,59.7,7,10.45,20,29.85,28017
28,18,80,36,45.0,14,17.5,30,37.5,28018
28,19,73,27,36.99,9,12.33,37,50.68,28019
28,20,51,28,54.9,3,5.88,20,39.22,28020
28,21,73,44,60.27,7,9.59,22,30.14,28021
28,22,92,43,46.74,11,11.96,38,41.3,28022
28,23,78,43,55.13,11,14.1,24,30.77,28023
28,24,56,36,64.29,11,19.64,9,16.07,28024
28,25,141,84,59.57,13,9.22,44,31.21,28025
28,26,85,48,56.47,7,8.24,30,35.29,28026
28,27,93,38,40.86,7,7.53,48,51.61,28027
28,28,123,47,38.21,16,13.01,60,48.78,28028
28,29,29,20,68.97,2,6.9,7,24.14,28029
28,30,22,16,72.73,2,9.09,4,18.18,28030
28,31,111,55,49.55,11,9.91,45,40.54,28031
28,32,83,52,62.65,14,16.87,17,20.48,28032
28,33,90,62,68.89,11,12.22,17,18.89,28033
28,34,106,65,61.32,16,15.09,25,23.58,28034
28,35,59,30,50.85,5,8.47,24,40.68,28035
28,36,44,29,65.91,1,2.27,14,31.82,28036
28,37,82,48,58.54,10,12.2,24,29.27,28037
28,38,33,24,72.73,2,6.06,7,21.21,28038
28,39,44,33,75.0,4,9.09,7,15.91,28039
28,40,105,73,69.52,10,9.52,22,20.95,28040
28,41,62,37,59.68,7,11.29,18,29.03,28041
28,42,66,41,62.12,4,6.06,21,31.82,28042
28,43,97,57,58.76,8,8.25,32,32.99,28043
28,44,55,41,74.55,5,9.09,9,16.36,28044
28,45,124,45,36.29,12,9.68,67,54.03,28045
28,46,195,68,34.87,22,11.28,105,53.85,28046
29,1,196,82,41.84,15,7.65,99,50.51,29001
29,2,139,95,68.35,17,12.23,27,19.42,29002
29,3,117,77,65.81,9,7.69,31,26.5,29003
29,4,141,77,54.61,20,14.18,44,31.21,29004
29,5,58,25,43.1,10,17.24,23,39.66,29005
29,6,78,50,64.1,6,7.69,22,28.21,29006
29,7,148,87,58.78,14,9.46,47,31.76,29007
29,8,66,33,50.0,8,12.12,25,37.88,29008
29,9,175,83,47.43,18,10.29,74,42.29,29009
29,10,220,107,48.64,19,8.64,94,42.73,29010
29,11,88,57,64.77,9,10.23,22,25.0,29011
29,12,151,93,61.59,19,12.58,39,25.83,29012
29,13,129,72,55.81,12,9.3,45,34.88,29013
29,14,115,71,61.74,9,7.83,35,30.43,29014
29,15,147,89,60.54,14,9.52,44,29.93,29015
29,16,100,51,51.0,9,9.0,40,40.0,29016
29,17,95,57,60.0,13,13.68,25,26.32,29017
29,18,109,64,58.72,10,9.17,35,32.11,29018
29,19,150,95,63.33,13,8.67,42,28.0,29019
29,20,109,65,59.63,6,5.5,38,34.86,29020
29,21,107,58,54.21,14,13.08,35,32.71,29021
29,22,106,53,50.0,18,16.98,35,33.02,29022
29,23,121,51,42.15,10,8.26,60,49.59,29023
29,24,111,71,63.96,4,3.6,36,32.43,29024
29,25,165,94,56.97,13,7.88,58,35.15,29025
29,26,132,89,67.42,13,9.85,30,22.73,29026
29,27,104,75,72.12,3,2.88,26,25.0,29027
29,28,135,84,62.22,9,6.67,42,31.11,29028
29,29,112,31,27.68,21,18.75,60,53.57,29029
29,30,196,96,48.98,19,9.69,81,41.33,29030
29,31,84,34,40.48,13,15.48,37,44.05,29031
29,32,94,27,28.72,16,17.02,51,54.26,29032
29,33,106,60,56.6,12,11.32,34,32.08,29033
29,34,75,38,50.67,8,10.67,29,38.67,29034
29,35,79,44,55.7,13,16.46,22,27.85,29035
29,36,114,65,57.02,12,10.53,37,32.46,29036
29,37,83,48,57.83,14,16.87,21,25.3,29037
29,38,96,27,28.13,20,20.83,49,51.04,29038
29,39,85,39,45.88,9,10.59,37,43.53,29039
29,40,151,93,61.59,17,11.26,41,27.15,29040
29,41,89,58,65.17,7,7.87,24,26.97,29041
29,42,120,70,58.33,12,10.0,38,31.67,29042
29,43,191,93,48.69,18,9.42,80,41.88,29043
29,44,151,94,62.25,15,9.93,42,27.81,29044
30,1,160,47,29.38,19,11.88,94,58.75,30001
30,2,100,28,28.0,17,17.0,55,55.0,30002
30,3,138,26,18.84,17,12.32,95,68.84,30003
30,4,104,28,26.92,20,19.23,56,53.85,30004
30,5,51,11,21.57,7,13.73,33,64.71,30005
30,6,80,25,31.25,14,17.5,41,51.25,30006
30,7,140,25,17.86,20,14.29,95,67.86,30007
30,8,186,36,19.35,16,8.6,134,72.04,30008
30,9,89,31,34.83,7,7.87,51,57.3,30009
30,10,100,29,29.0,19,19.0,52,52.0,30010
30,11,71,25,35.21,15,21.13,31,43.66,30011
30,12,57,16,28.07,12,21.05,29,50.88,30012
30,13,95,32,33.68,12,12.63,51,53.68,30013
30,14,51,18,35.29,5,9.8,28,54.9,30014
30,15,184,51,27.72,17,9.24,116,63.04,30015
30,16,47,12,25.53,8,17.02,27,57.45,30016
30,17,108,31,28.7,10,9.26,67,62.04,30017
30,18,175,27,15.43,11,6.29,137,78.29,30018
30,19,74,18,24.32,9,12.16,47,63.51,30019
30,20,136,38,27.94,16,11.76,82,60.29,30020
30,21,79,29,36.71,7,8.86,43,54.43,30021
30,22,200,43,21.5,11,5.5,146,73.0,30022
30,23,130,29,22.31,16,12.31,85,65.38,30023
30,24,205,28,13.66,17,8.29,160,78.05,30024
30,25,189,31,16.4,29,15.34,129,68.25,30025
30,26,76,15,19.74,6,7.89,55,72.37,30026
30,27,72,19,26.39,7,9.72,46,63.89,30027
30,28,168,38,22.62,10,5.95,120,71.43,30028
30,29,53,19,35.85,6,11.32,28,52.83,30029
30,30,42,14,33.33,2,4.76,26,61.9,30030
30,31,57,14,24.56,8,14.04,35,61.4,30031
30,32,127,26,20.47,11,8.66,90,70.87,30032
31,1,52,21,40.38,5,9.62,26,50.0,31001
31,2,44,14,31.82,6,13.64,24,54.55,31002
31,3,40,19,47.5,6,15.0,15,37.5,31003
31,4,115,16,13.91,8,6.96,91,79.13,31004
31,5,84,21,25.0,17,20.24,46,54.76,31005
31,6,58,16,27.59,11,18.97,31,53.45,31006
31,7,164,23,14.02,16,9.76,125,76.22,31007
31,8,54,16,29.63,3,5.56,35,64.81,31008
31,9,56,19,33.93,5,8.93,32,57.14,31009
31,10,86,21,24.42,9,10.47,56,65.12,31010
31,11,66,12,18.18,9,13.64,45,68.18,31011
31,12,71,26,36.62,7,9.86,38,53.52,31012
31,13,73,20,27.4,12,16.44,41,56.16,31013
31,14,64,20,31.25,6,9.38,38,59.38,31014
31,15,56,13,23.21,10,17.86,33,58.93,31015
31,16,130,20,15.38,9,6.92,101,77.69,31016
31,17,57,17,29.82,12,21.05,28,49.12,31017
31,18,73,17,23.29,8,10.96,48,65.75,31018
31,19,64,27,42.19,5,7.81,32,50.0,31019
31,20,58,18,31.03,9,15.52,31,53.45,31020
31,21,45,13,28.89,7,15.56,25,55.56,31021
31,22,52,16,30.77,4,7.69,32,61.54,31022
31,23,89,20,22.47,6,6.74,63,70.79,31023
31,24,88,35,39.77,13,14.77,40,45.45,31024
31,25,55,22,40.0,9,16.36,24,43.64,31025
31,26,87,21,24.14,6,6.9,60,68.97,31026
31,27,71,23,32.39,15,21.13,33,46.48,31027
31,28,39,15,38.46,0,0.0,24,61.54,31028
31,29,60,18,30.0,9,15.0,33,55.0,31029
31,30,56,20,35.71,5,8.93,31,55.36,31030
31,31,47,13,27.66,7,14.89,27,57.45,31031
31,32,28,7,25.0,6,21.43,15,53.57,31032
31,33,60,13,21.67,5,8.33,42,70.0,31033
31,34,83,25,30.12,13,15.66,45,54.22,31034
31,35,63,18,28.57,8,12.7,37,58.73,31035
31,36,68,14,20.59,9,13.24,45,66.18,31036
31,37,47,14,29.79,4,8.51,29,61.7,31037
31,38,33,7,21.21,5,15.15,21,63.64,31038
31,39,74,14,18.92,5,6.76,55,74.32,31039
31,40,81,20,24.69,17,20.99,44,54.32,31040
31,41,62,13,20.97,10,16.13,39,62.9,31041
32,1,179,43,24.02,14,7.82,122,68.16,32001
32,2,150,39,26.0,8,5.33,103,68.67,32002
32,3,192,45,23.44,10,5.21,137,71.35,32003
32,4,155,43,27.74,16,10.32,96,61.94,32004
32,5,166,44,26.51,13,7.83,109,65.66,32005
32,6,192,53,27.6,11,5.73,128,66.67,32006
32,7,171,51,29.82,11,6.43,109,63.74,32007
32,8,165,50,30.3,15,9.09,100,60.61,32008
32,9,148,43,29.05,19,12.84,86,58.11,32009
32,10,155,40,25.81,10,6.45,105,67.74,32010
32,11,174,22,12.64,17,9.77,135,77.59,32011
32,12,147,39,26.53,10,6.8,98,66.67,32012
32,13,154,45,29.22,8,5.19,101,65.58,32013
32,14,210,36,17.14,14,6.67,160,76.19,32014
32,15,158,61,38.61,13,8.23,84,53.16,32015
32,16,162,48,29.63,7,4.32,107,66.05,32016
32,17,191,48,25.13,5,2.62,138,72.25,32017
32,18,138,36,26.09,15,10.87,87,63.04,32018
32,19,153,35,22.88,15,9.8,103,67.32,32019
32,20,184,31,16.85,14,7.61,139,75.54,32020
32,21,193,60,31.09,9,4.66,124,64.25,32021
32,22,267,45,16.85,22,8.24,200,74.91,32022
32,23,154,41,26.62,11,7.14,102,66.23,32023
32,24,125,42,33.6,6,4.8,77,61.6,32024
32,25,167,55,32.93,8,4.79,104,62.28,32025
32,26,230,62,26.96,9,3.91,159,69.13,32026
32,27,121,44,36.36,7,5.79,70,57.85,32027
32,28,194,37,19.07,16,8.25,141,72.68,32028
32,29,160,45,28.13,7,4.38,108,67.5,32029
32,30,123,36,29.27,13,10.57,74,60.16,32030
32,31,140,39,27.86,6,4.29,95,67.86,32031
32,32,187,52,27.81,12,6.42,123,65.78,32032
32,33,174,47,27.01,15,8.62,112,64.37,32033
32,34,164,33,20.12,7,4.27,124,75.61,32034
32,35,150,38,25.33,9,6.0,103,68.67,32035
32,36,144,36,25.0,7,4.86,101,70.14,32036
32,37,164,46,28.05,15,9.15,103,62.8,32037
32,38,151,52,34.44,13,8.61,86,56.95,32038
32,39,152,49,32.24,7,4.61,96,63.16,32039
32,40,162,46,28.4,7,4.32,109,67.28,32040
32,41,163,48,29.45,14,8.59,101,61.96,32041
32,42,130,40,30.77,10,7.69,80,61.54,32042
32,43,214,42,19.63,17,7.94,155,72.43,32043
33,1,206,36,17.48,18,8.74,152,73.79,33001
33,2,223,51,22.87,21,9.42,151,67.71,33002
33,3,263,59,22.43,22,8.37,182,69.2,33003
33,4,246,58,23.58,25,10.16,163,66.26,33004
33,5,146,42,28.77,12,8.22,92,63.01,33005
33,6,137,34,24.82,23,16.79,80,58.39,33006
33,7,209,47,22.49,19,9.09,143,68.42,33007
33,8,314,83,26.43,13,4.14,218,69.43,33008
33,9,206,43,20.87,19,9.22,144,69.9,33009
33,10,144,37,25.69,14,9.72,93,64.58,33010
33,11,220,59,26.82,18,8.18,143,65.0,33011
33,12,171,52,30.41,21,12.28,98,57.31,33012
33,13,176,42,23.86,17,9.66,117,66.48,33013
33,14,87,21,24.14,14,16.09,52,59.77,33014
33,15,218,52,23.85,20,9.17,146,66.97,33015
33,16,233,65,27.9,35,15.02,133,57.08,33016
33,17,192,47,24.48,20,10.42,125,65.1,33017
33,18,236,48,20.34,26,11.02,162,68.64,33018
33,19,183,42,22.95,17,9.29,124,67.76,33019
33,20,276,58,21.01,19,6.88,199,72.1,33020
33,21,206,55,26.7,14,6.8,137,66.5,33021
33,22,179,64,35.75,13,7.26,102,56.98,33022
33,23,245,51,20.82,18,7.35,176,71.84,33023
33,24,326,90,27.61,16,4.91,220,67.48,33024
33,25,212,57,26.89,21,9.91,134,63.21,33025
33,26,135,16,11.85,10,7.41,109,80.74,33026
33,27,194,45,23.2,13,6.7,136,70.1,33027
33,28,166,36,21.69,7,4.22,123,74.1,33028
34,1,180,132,73.33,14,7.78,34,18.89,34001
34,2,141,101,71.63,11,7.8,29,20.57,34002
34,3,139,86,61.87,11,7.91,42,30.22,34003
34,4,84,58,69.05,4,4.76,22,26.19,34004
34,5,109,82,75.23,6,5.5,21,19.27,34005
34,6,161,127,78.88,9,5.59,25,15.53,34006
34,7,178,137,76.97,11,6.18,30,16.85,34007
34,8,93,62,66.67,4,4.3,27,29.03,34008
34,9,81,51,62.96,7,8.64,23,28.4,34009
34,10,162,118,72.84,8,4.94,36,22.22,34010
34,11,76,50,65.79,6,7.89,20,26.32,34011
34,12,179,125,69.83,16,8.94,38,21.23,34012
34,13,124,82,66.13,13,10.48,29,23.39,34013
34,14,99,70,70.71,6,6.06,23,23.23,34014
34,15,115,79,68.7,4,3.48,32,27.83,34015
34,16,112,75,66.96,5,4.46,32,28.57,34016
34,17,183,142,77.6,9,4.92,32,17.49,34017
34,18,74,40,54.05,5,6.76,29,39.19,34018
34,19,124,97,78.23,4,3.23,23,18.55,34019
34,20,196,145,73.98,12,6.12,39,19.9,34020
34,21,222,164,73.87,15,6.76,43,19.37,34021
34,22,149,111,74.5,8,5.37,30,20.13,34022
34,23,105,77,73.33,4,3.81,24,22.86,34023
34,24,101,75,74.26,6,5.94,20,19.8,34024
34,25,226,175,77.43,10,4.42,41,18.14,34025
34,26,159,111,69.81,16,10.06,32,20.13,34026
34,27,79,58,73.42,6,7.59,15,18.99,34027
34,28,49,31,63.27,5,10.2,13,26.53,34028
34,29,107,76,71.03,11,10.28,20,18.69,34029
34,30,186,150,80.65,7,3.76,29,15.59,34030
34,31,86,56,65.12,8,9.3,22,25.58,34031
34,32,114,80,70.18,8,7.02,26,22.81,34032
34,33,92,65,70.65,6,6.52,21,22.83,34033
34,34,164,115,70.12,13,7.93,36,21.95,34034
34,35,178,138,77.53,13,7.3,27,15.17,34035
34,36,138,105,76.09,3,2.17,30,21.74,34036
34,37,42,25,59.52,2,4.76,15,35.71,34037
34,38,44,22,50.0,5,11.36,17,38.64,34038
34,39,66,45,68.18,6,9.09,15,22.73,34039
34,40,128,93,72.66,11,8.59,24,18.75,34040
34,41,72,56,77.78,4,5.56,12,16.67,34041
34,42,144,99,68.75,6,4.17,39,27.08,34042
34,43,156,126,80.77,8,5.13,22,14.1,34043
34,44,148,108,72.97,7,4.73,33,22.3,34044
34,45,145,112,77.24,7,4.83,26,17.93,34045
34,46,119,76,63.87,8,6.72,35,29.41,34046
34,47,103,75,72.82,4,3.88,24,23.3,34047
34,48,178,123,69.1,12,6.74,43,24.16,34048
34,49,170,122,71.76,7,4.12,41,24.12,34049
34,50,96,62,64.58,8,8.33,26,27.08,34050
34,51,167,120,71.86,7,4.19,40,23.95,34051
34,52,129,89,68.99,7,5.43,33,25.58,34052
34,53,74,53,71.62,3,4.05,18,24.32,34053
35,1,178,22,12.36,23,12.92,133,74.72,35001
35,2,202,40,19.8,14,6.93,148,73.27,35002
35,3,127,21,16.54,13,10.24,93,73.23,35003
35,4,160,24,15.0,13,8.13,123,76.88,35004
35,5,138,32,23.19,15,10.87,91,65.94,35005
35,6,146,28,19.18,12,8.22,106,72.6,35006
35,7,191,36,18.85,23,12.04,132,69.11,35007
35,8,165,29,17.58,18,10.91,118,71.52,35008
35,9,120,34,28.33,15,12.5,71,59.17,35009
35,10,195,29,14.87,14,7.18,152,77.95,35010
35,11,202,35,17.33,11,5.45,156,77.23,35011
35,12,71,16,22.54,9,12.68,46,64.79,35012
35,13,70,13,18.57,13,18.57,44,62.86,35013
35,14,102,10,9.8,15,14.71,77,75.49,35014
35,15,200,38,19.0,17,8.5,145,72.5,35015
35,16,34,8,23.53,7,20.59,19,55.88,35016
35,17,193,32,16.58,20,10.36,141,73.06,35017
35,18,82,19,23.17,13,15.85,50,60.98,35018
35,19,60,12,20.0,11,18.33,37,61.67,35019
35,20,125,25,20.0,10,8.0,90,72.0,35020
35,21,161,36,22.36,9,5.59,116,72.05,35021
35,22,180,33,18.33,18,10.0,129,71.67,35022
35,23,162,44,27.16,28,17.28,90,55.56,35023
35,24,137,27,19.71,14,10.22,96,70.07,35024
35,25,153,21,13.73,11,7.19,121,79.08,35025
35,26,105,30,28.57,6,5.71,69,65.71,35026
35,27,141,28,19.86,15,10.64,98,69.5,35027
35,28,173,35,20.23,11,6.36,127,73.41,35028
35,29,109,20,18.35,15,13.76,74,67.89,35029
35,30,114,33,28.95,10,8.77,71,62.28,35030
35,31,169,41,24.26,16,9.47,112,66.27,35031
36,1,89,32,35.96,12,13.48,45,50.56,36001
36,2,76,24,31.58,12,15.79,40,52.63,36002
36,3,81,33,40.74,9,11.11,39,48.15,36003
36,4,74,25,33.78,11,14.86,38,51.35,36004
36,5,79,28,35.44,6,7.59,45,56.96,36005
36,6,58,16,27.59,12,20.69,30,51.72,36006
36,7,131,45,34.35,17,12.98,69,52.67,36007
36,8,52,19,36.54,7,13.46,26,50.0,36008
36,9,69,24,34.78,11,15.94,34,49.28,36009
36,10,93,28,30.11,20,21.51,45,48.39,36010
36,11,58,16,27.59,6,10.34,36,62.07,36011
36,12,57,16,28.07,11,19.3,30,52.63,36012
36,13,68,17,25.0,13,19.12,38,55.88,36013
36,14,125,33,26.4,8,6.4,84,67.2,36014
36,15,115,34,29.57,13,11.3,68,59.13,36015
36,16,109,28,25.69,14,12.84,67,61.47,36016
36,17,135,34,25.19,22,16.3,79,58.52,36017
36,18,132,37,28.03,16,12.12,79,59.85,36018
36,19,117,40,34.19,20,17.09,57,48.72,36019
36,20,108,25,23.15,17,15.74,66,61.11,36020
36,21,69,24,34.78,14,20.29,31,44.93,36021
36,22,48,11,22.92,9,18.75,28,58.33,36022
36,23,45,11,24.44,10,22.22,24,53.33,36023
36,24,104,32,30.77,17,16.35,55,52.88,36024
36,25,65,11,16.92,11,16.92,43,66.15,36025
36,26,82,30,36.59,15,18.29,37,45.12,36026
36,27,88,19,21.59,10,11.36,59,67.05,36027
36,28,81,19,23.46,14,17.28,48,59.26,36028
36,29,107,36,33.64,20,18.69,51,47.66,36029
36,30,100,31,31.0,16,16.0,53,53.0,36030
37,1,115,51,44.35,26,22.61,38,33.04,37001
37,2,60,33,55.0,9,15.0,18,30.0,37002
37,3,53,28,52.83,4,7.55,21,39.62,37003
37,4,61,31,50.82,9,14.75,21,34.43,37004
37,5,126,79,62.7,15,11.9,32,25.4,37005
37,6,106,55,51.89,12,11.32,39,36.79,37006
37,7,71,31,43.66,8,11.27,32,45.07,37007
37,8,56,40,71.43,3,5.36,13,23.21,37008
37,9,83,41,49.4,7,8.43,35,42.17,37009
37,10,118,69,58.47,10,8.47,39,33.05,37010
37,11,52,33,63.46,5,9.62,14,26.92,37011
37,12,65,32,49.23,5,7.69,28,43.08,37012
37,13,66,37,56.06,5,7.58,24,36.36,37013
37,14,104,64,61.54,8,7.69,32,30.77,37014
37,15,87,56,64.37,9,10.34,22,25.29,37015
37,16,123,74,60.16,13,10.57,36,29.27,37016
37,17,69,34,49.28,14,20.29,21,30.43,37017
37,18,83,48,57.83,5,6.02,30,36.14,37018
37,19,72,40,55.56,8,11.11,24,33.33,37019
37,20,64,37,57.81,3,4.69,24,37.5,37020
37,21,58,34,58.62,7,12.07,17,29.31,37021
37,22,67,35,52.24,9,13.43,23,34.33,37022
37,23,99,52,52.53,14,14.14,33,33.33,37023
37,24,113,67,59.29,12,10.62,34,30.09,37024
37,25,86,47,54.65,6,6.98,33,38.37,37025
37,26,137,75,54.74,18,13.14,44,32.12,37026
37,27,94,54,57.45,5,5.32,35,37.23,37027
37,28,74,43,58.11,7,9.46,24,32.43,37028
37,29,79,45,56.96,12,15.19,22,27.85,37029
37,30,71,40,56.34,12,16.9,19,26.76,37030
37,31,112,69,61.61,7,6.25,36,32.14,37031
37,32,97,57,58.76,12,12.37,28,28.87,37032
37,33,114,70,61.4,13,11.4,31,27.19,37033
37,34,91,50,54.95,10,10.99,31,34.07,37034
37,35,128,74,57.81,11,8.59,43,33.59,37035
37,36,70,37,52.86,6,8.57,27,38.57,37036
37,37,74,41,55.41,10,13.51,23,31.08,37037
37,38,134,84,62.69,13,9.7,37,27.61,37038
37,39,86,50,58.14,10,11.63,26,30.23,37039
37,40,112,68,60.71,8,7.14,36,32.14,37040
37,41,109,56,51.38,8,7.34,45,41.28,37041
38,1,123,55,44.72,7,5.69,61,49.59,38001
38,2,105,43,40.95,18,17.14,44,41.9,38002
38,3,93,32,34.41,11,11.83,50,53.76,38003
38,4,98,39,39.8,18,18.37,41,41.84,38004
38,5,92,45,48.91,17,18.48,30,32.61,38005
38,6,79,32,40.51,9,11.39,38,48.1,38006
38,7,96,37,38.54,13,13.54,46,47.92,38007
38,8,84,28,33.33,13,15.48,43,51.19,38008
38,9,124,44,35.48,19,15.32,61,49.19,38009
38,10,95,22,23.16,16,16.84,57,60.0,38010
38,11,110,46,41.82,11,10.0,53,48.18,38011
38,12,96,45,46.88,13,13.54,38,39.58,38012
38,13,112,38,33.93,14,12.5,60,53.57,38013
38,14,131,45,34.35,15,11.45,71,54.2,38014
38,15,109,31,28.44,18,16.51,60,55.05,38015
38,16,94,40,42.55,12,12.77,42,44.68,38016
38,17,108,31,28.7,18,16.67,59,54.63,38017
38,18,127,46,36.22,17,13.39,64,50.39,38018
38,19,142,56,39.44,16,11.27,70,49.3,38019
38,20,93,36,38.71,17,18.28,40,43.01,38020
38,21,122,30,24.59,18,14.75,74,60.66,38021
38,22,134,53,39.55,12,8.96,69,51.49,38022
38,23,133,47,35.34,13,9.77,73,54.89,38023
38,24,94,33,35.11,14,14.89,47,50.0,38024
38,25,109,32,29.36,12,11.01,65,59.63,38025
