ward,precinct,total,"Russell """"Russ"""" Hartigan","Russell """"Russ"""" Hartigan Percent",Dominique C. Ross,Dominique C. Ross Percent,Debra B. Walker,Debra B. Walker Percent,precinct_id
25,22,110,22,20.0,31,28.18,57,51.82,25022
25,23,162,24,14.81,52,32.1,86,53.09,25023
25,24,95,21,22.11,26,27.37,48,50.53,25024
25,25,117,31,26.5,29,24.79,57,48.72,25025
25,26,102,19,18.63,30,29.41,53,51.96,25026
25,27,158,50,31.65,40,25.32,68,43.04,25027
25,28,118,23,19.49,39,33.05,56,47.46,25028
25,29,109,19,17.43,33,30.28,57,52.29,25029
25,30,102,17,16.67,29,28.43,56,54.9,25030
25,31,182,36,19.78,41,22.53,105,57.69,25031
25,32,85,26,30.59,25,29.41,34,40.0,25032
26,1,116,14,12.07,32,27.59,70,60.34,26001
26,2,89,13,14.61,22,24.72,54,60.67,26002
26,3,133,18,13.53,33,24.81,82,61.65,26003
26,4,54,12,22.22,16,29.63,26,48.15,26004
26,5,98,10,10.2,24,24.49,64,65.31,26005
26,6,72,11,15.28,11,15.28,50,69.44,26006
26,7,99,13,13.13,15,15.15,71,71.72,26007
26,8,46,4,8.7,12,26.09,30,65.22,26008
26,9,100,18,18.0,29,29.0,53,53.0,26009
26,10,87,15,17.24,27,31.03,45,51.72,26010
26,11,103,22,21.36,29,28.16,52,50.49,26011
26,12,126,19,15.08,35,27.78,72,57.14,26012
26,13,43,11,25.58,11,25.58,21,48.84,26013
26,14,82,14,17.07,32,39.02,36,43.9,26014
26,15,46,14,30.43,18,39.13,14,30.43,26015
26,16,34,3,8.82,18,52.94,13,38.24,26016
26,17,124,21,16.94,29,23.39,74,59.68,26017
26,18,57,9,15.79,10,17.54,38,66.67,26018
26,19,43,6,13.95,12,27.91,25,58.14,26019
26,20,112,19,16.96,23,20.54,70,62.5,26020
26,21,127,14,11.02,27,21.26,86,67.72,26021
26,22,22,5,22.73,7,31.82,10,45.45,26022
26,23,50,13,26.0,14,28.0,23,46.0,26023
26,24,79,10,12.66,14,17.72,55,69.62,26024
26,25,83,14,16.87,17,20.48,52,62.65,26025
26,26,75,12,16.0,17,22.67,46,61.33,26026
26,27,139,28,20.14,38,27.34,73,52.52,26027
26,28,159,35,22.01,26,16.35,98,61.64,26028
26,29,68,11,16.18,18,26.47,39,57.35,26029
26,30,111,11,9.91,29,26.13,71,63.96,26030
26,31,54,6,11.11,20,37.04,28,51.85,26031
26,32,109,27,24.77,29,26.61,53,48.62,26032
26,33,130,25,19.23,34,26.15,71,54.62,26033
26,34,139,28,20.14,28,20.14,83,59.71,26034
26,35,87,9,10.34,34,39.08,44,50.57,26035
26,36,117,18,15.38,32,27.35,67,57.26,26036
26,37,118,11,9.32,31,26.27,76,64.41,26037
26,38,41,6,14.63,12,29.27,23,56.1,26038
26,39,130,23,17.69,30,23.08,77,59.23,26039
26,40,54,3,5.56,17,31.48,34,62.96,26040
26,41,127,19,14.96,32,25.2,76,59.84,26041
26,42,102,9,8.82,26,25.49,67,65.69,26042
26,43,48,19,39.58,13,27.08,16,33.33,26043
26,44,44,13,29.55,12,27.27,19,43.18,26044
26,45,38,10,26.32,6,15.79,22,57.89,26045
26,46,93,18,19.35,19,20.43,56,60.22,26046
26,47,46,12,26.09,13,28.26,21,45.65,26047
26,48,128,26,20.31,22,17.19,80,62.5,26048
26,49,44,15,34.09,10,22.73,19,43.18,26049
27,1,203,51,25.12,72,35.47,80,39.41,27001
27,2,148,34,22.97,42,28.38,72,48.65,27002
27,3,51,7,13.73,19,37.25,25,49.02,27003
27,4,71,9,12.68,32,45.07,30,42.25,27004
27,5,69,11,15.94,23,33.33,35,50.72,27005
27,6,124,22,17.74,51,41.13,51,41.13,27006
27,7,153,30,19.61,29,18.95,94,61.44,27007
27,8,73,12,16.44,29,39.73,32,43.84,27008
27,9,56,7,12.5,15,26.79,34,60.71,27009
27,10,122,27,22.13,45,36.89,50,40.98,27010
27,11,97,23,23.71,24,24.74,50,51.55,27011
27,12,89,18,20.22,22,24.72,49,55.06,27012
27,13,197,30,15.23,101,51.27,66,33.5,27013
27,14,51,7,13.73,19,37.25,25,49.02,27014
27,15,45,9,20.0,17,37.78,19,42.22,27015
27,16,84,15,17.86,30,35.71,39,46.43,27016
27,17,96,10,10.42,48,50.0,38,39.58,27017
27,18,66,10,15.15,23,34.85,33,50.0,27018
27,19,53,15,28.3,15,28.3,23,43.4,27019
27,20,43,7,16.28,22,51.16,14,32.56,27020
27,21,124,25,20.16,35,28.23,64,51.61,27021
27,22,62,11,17.74,28,45.16,23,37.1,27022
27,23,80,11,13.75,30,37.5,39,48.75,27023
27,24,47,5,10.64,24,51.06,18,38.3,27024
27,25,106,18,16.98,43,40.57,45,42.45,27025
27,26,73,7,9.59,23,31.51,43,58.9,27026
27,27,141,30,21.28,42,29.79,69,48.94,27027
27,28,158,27,17.09,62,39.24,69,43.67,27028
27,29,74,12,16.22,35,47.3,27,36.49,27029
27,30,38,11,28.95,9,23.68,18,47.37,27030
27,31,64,11,17.19,19,29.69,34,53.13,27031
27,32,105,19,18.1,47,44.76,39,37.14,27032
27,33,119,14,11.76,47,39.5,58,48.74,27033
27,34,58,7,12.07,22,37.93,29,50.0,27034
27,35,154,29,18.83,39,25.32,86,55.84,27035
27,36,75,7,9.33,36,48.0,32,42.67,27036
27,37,132,23,17.42,42,31.82,67,50.76,27037
27,38,203,48,23.65,70,34.48,85,41.87,27038
27,39,99,10,10.1,41,41.41,48,48.48,27039
27,40,113,25,22.12,31,27.43,57,50.44,27040
27,41,108,19,17.59,41,37.96,48,44.44,27041
27,42,98,13,13.27,34,34.69,51,52.04,27042
27,43,75,7,9.33,27,36.0,41,54.67,27043
27,44,66,11,16.67,18,27.27,37,56.06,27044
27,45,237,43,18.14,60,25.32,134,56.54,27045
27,46,92,26,28.26,14,15.22,52,56.52,27046
27,47,95,13,13.68,34,35.79,48,50.53,27047
27,48,169,26,15.38,63,37.28,80,47.34,27048
27,49,89,13,14.61,42,47.19,34,38.2,27049
27,50,97,18,18.56,47,48.45,32,32.99,27050
28,1,39,3,7.69,22,56.41,14,35.9,28001
28,2,74,9,12.16,35,47.3,30,40.54,28002
28,3,48,4,8.33,27,56.25,17,35.42,28003
28,4,63,15,23.81,13,20.63,35,55.56,28004
28,5,58,10,17.24,23,39.66,25,43.1,28005
28,6,56,4,7.14,18,32.14,34,60.71,28006
28,7,52,10,19.23,33,63.46,9,17.31,28007
28,8,128,20,15.63,34,26.56,74,57.81,28008
28,9,65,11,16.92,24,36.92,30,46.15,28009
28,10,112,20,17.86,35,31.25,57,50.89,28010
28,11,169,27,15.98,56,33.14,86,50.89,28011
28,12,69,8,11.59,33,47.83,28,40.58,28012
28,13,138,22,15.94,70,50.72,46,33.33,28013
28,14,57,14,24.56,26,45.61,17,29.82,28014
28,15,37,5,13.51,11,29.73,21,56.76,28015
28,16,52,5,9.62,33,63.46,14,26.92,28016
28,17,67,8,11.94,36,53.73,23,34.33,28017
28,18,71,11,15.49,31,43.66,29,40.85,28018
28,19,73,19,26.03,20,27.4,34,46.58,28019
28,20,52,11,21.15,21,40.38,20,38.46,28020
28,21,73,7,9.59,33,45.21,33,45.21,28021
28,22,96,14,14.58,39,40.63,43,44.79,28022
28,23,74,8,10.81,36,48.65,30,40.54,28023
28,24,57,7,12.28,34,59.65,16,28.07,28024
28,25,144,19,13.19,80,55.56,45,31.25,28025
28,26,87,8,9.2,51,58.62,28,32.18,28026
28,27,95,23,24.21,27,28.42,45,47.37,28027
28,28,124,32,25.81,35,28.23,57,45.97,28028
28,29,26,2,7.69,15,57.69,9,34.62,28029
28,30,21,2,9.52,14,66.67,5,23.81,28030
28,31,107,23,21.5,36,33.64,48,44.86,28031
28,32,77,12,15.58,37,48.05,28,36.36,28032
28,33,91,9,9.89,46,50.55,36,39.56,28033
28,34,102,17,16.67,58,56.86,27,26.47,28034
28,35,59,9,15.25,28,47.46,22,37.29,28035
28,36,40,1,2.5,27,67.5,12,30.0,28036
28,37,81,10,12.35,50,61.73,21,25.93,28037
28,38,33,4,12.12,13,39.39,16,48.48,28038
28,39,46,7,15.22,18,39.13,21,45.65,28039
28,40,107,14,13.08,56,52.34,37,34.58,28040
28,41,64,8,12.5,27,42.19,29,45.31,28041
28,42,61,10,16.39,33,54.1,18,29.51,28042
28,43,96,11,11.46,51,53.13,34,35.42,28043
28,44,55,9,16.36,26,47.27,20,36.36,28044
28,45,125,31,24.8,39,31.2,55,44.0,28045
28,46,196,33,16.84,68,34.69,95,48.47,28046
29,1,201,45,22.39,72,35.82,84,41.79,29001
29,2,134,26,19.4,58,43.28,50,37.31,29002
29,3,114,16,14.04,56,49.12,42,36.84,29003
29,4,142,20,14.08,63,44.37,59,41.55,29004
29,5,58,10,17.24,22,37.93,26,44.83,29005
29,6,71,11,15.49,28,39.44,32,45.07,29006
29,7,150,35,23.33,60,40.0,55,36.67,29007
29,8,62,4,6.45,33,53.23,25,40.32,29008
29,9,180,52,28.89,60,33.33,68,37.78,29009
29,10,213,43,20.19,75,35.21,95,44.6,29010
29,11,83,14,16.87,35,42.17,34,40.96,29011
29,12,147,22,14.97,59,40.14,66,44.9,29012
29,13,130,14,10.77,54,41.54,62,47.69,29013
29,14,115,20,17.39,45,39.13,50,43.48,29014
29,15,147,9,6.12,62,42.18,76,51.7,29015
29,16,98,11,11.22,40,40.82,47,47.96,29016
29,17,92,13,14.13,48,52.17,31,33.7,29017
29,18,110,13,11.82,52,47.27,45,40.91,29018
29,19,148,18,12.16,66,44.59,64,43.24,29019
29,20,110,16,14.55,46,41.82,48,43.64,29020
29,21,106,12,11.32,42,39.62,52,49.06,29021
29,22,107,18,16.82,43,40.19,46,42.99,29022
29,23,122,29,23.77,47,38.52,46,37.7,29023
29,24,112,12,10.71,47,41.96,53,47.32,29024
29,25,163,25,15.34,72,44.17,66,40.49,29025
29,26,126,14,11.11,58,46.03,54,42.86,29026
29,27,102,10,9.8,41,40.2,51,50.0,29027
29,28,137,15,10.95,59,43.07,63,45.99,29028
29,29,114,31,27.19,39,34.21,44,38.6,29029
29,30,195,45,23.08,67,34.36,83,42.56,29030
29,31,88,39,44.32,22,25.0,27,30.68,29031
29,32,101,36,35.64,24,23.76,41,40.59,29032
29,33,99,14,14.14,33,33.33,52,52.53,29033
29,34,75,9,12.0,27,36.0,39,52.0,29034
29,35,80,14,17.5,31,38.75,35,43.75,29035
29,36,116,18,15.52,46,39.66,52,44.83,29036
29,37,84,16,19.05,34,40.48,34,40.48,29037
29,38,100,23,23.0,40,40.0,37,37.0,29038
29,39,85,24,28.24,32,37.65,29,34.12,29039
29,40,147,21,14.29,58,39.46,68,46.26,29040
29,41,88,12,13.64,36,40.91,40,45.45,29041
29,42,117,17,14.53,48,41.03,52,44.44,29042
29,43,194,36,18.56,87,44.85,71,36.6,29043
29,44,153,15,9.8,68,44.44,70,45.75,29044
30,1,163,37,22.7,46,28.22,80,49.08,30001
30,2,100,24,24.0,38,38.0,38,38.0,30002
30,3,139,26,18.71,31,22.3,82,58.99,30003
30,4,106,24,22.64,25,23.58,57,53.77,30004
30,5,52,16,30.77,18,34.62,18,34.62,30005
30,6,97,24,24.74,32,32.99,41,42.27,30006
30,7,142,35,24.65,30,21.13,77,54.23,30007
30,8,186,26,13.98,44,23.66,116,62.37,30008
30,9,90,27,30.0,29,32.22,34,37.78,30009
30,10,102,23,22.55,41,40.2,38,37.25,30010
30,11,71,13,18.31,31,43.66,27,38.03,30011
30,12,57,17,29.82,21,36.84,19,33.33,30012
30,13,97,25,25.77,34,35.05,38,39.18,30013
30,14,49,16,32.65,18,36.73,15,30.61,30014
30,15,188,40,21.28,26,13.83,122,64.89,30015
30,16,46,11,23.91,16,34.78,19,41.3,30016
30,17,107,35,32.71,26,24.3,46,42.99,30017
30,18,177,29,16.38,38,21.47,110,62.15,30018
30,19,72,13,18.06,28,38.89,31,43.06,30019
30,20,134,33,24.63,32,23.88,69,51.49,30020
30,21,80,20,25.0,24,30.0,36,45.0,30021
30,22,209,40,19.14,44,21.05,125,59.81,30022
30,23,128,23,17.97,36,28.13,69,53.91,30023
30,24,209,32,15.31,34,16.27,143,68.42,30024
30,25,197,25,12.69,39,19.8,133,67.51,30025
30,26,75,16,21.33,16,21.33,43,57.33,30026
30,27,78,18,23.08,18,23.08,42,53.85,30027
30,28,174,30,17.24,36,20.69,108,62.07,30028
30,29,55,11,20.0,19,34.55,25,45.45,30029
30,30,43,16,37.21,10,23.26,17,39.53,30030
30,31,57,15,26.32,16,28.07,26,45.61,30031
30,32,132,23,17.42,35,26.52,74,56.06,30032
31,1,52,13,25.0,17,32.69,22,42.31,31001
31,2,47,9,19.15,15,31.91,23,48.94,31002
31,3,40,13,32.5,14,35.0,13,32.5,31003
31,4,119,14,11.76,28,23.53,77,64.71,31004
31,5,83,18,21.69,26,31.33,39,46.99,31005
31,6,54,15,27.78,19,35.19,20,37.04,31006
31,7,161,27,16.77,31,19.25,103,63.98,31007
31,8,54,8,14.81,15,27.78,31,57.41,31008
31,9,57,16,28.07,18,31.58,23,40.35,31009
31,10,89,26,29.21,24,26.97,39,43.82,31010
31,11,64,17,26.56,13,20.31,34,53.13,31011
31,12,73,11,15.07,29,39.73,33,45.21,31012
31,13,76,21,27.63,22,28.95,33,43.42,31013
31,14,65,16,24.62,19,29.23,30,46.15,31014
31,15,58,11,18.97,25,43.1,22,37.93,31015
31,16,133,14,10.53,34,25.56,85,63.91,31016
31,17,57,14,24.56,19,33.33,24,42.11,31017
31,18,66,12,18.18,25,37.88,29,43.94,31018
31,19,62,13,20.97,26,41.94,23,37.1,31019
31,20,60,14,23.33,27,45.0,19,31.67,31020
31,21,47,14,29.79,15,31.91,18,38.3,31021
31,22,54,9,16.67,21,38.89,24,44.44,31022
31,23,88,16,18.18,23,26.14,49,55.68,31023
31,24,90,25,27.78,36,40.0,29,32.22,31024
31,25,53,12,22.64,22,41.51,19,35.85,31025
31,26,92,25,27.17,23,25.0,44,47.83,31026
31,27,70,20,28.57,23,32.86,27,38.57,31027
31,28,39,13,33.33,13,33.33,13,33.33,31028
31,29,61,12,19.67,20,32.79,29,47.54,31029
31,30,57,12,21.05,22,38.6,23,40.35,31030
31,31,46,16,34.78,14,30.43,16,34.78,31031
31,32,30,8,26.67,13,43.33,9,30.0,31032
31,33,59,14,23.73,14,23.73,31,52.54,31033
31,34,85,19,22.35,30,35.29,36,42.35,31034
31,35,63,17,26.98,15,23.81,31,49.21,31035
31,36,69,10,14.49,18,26.09,41,59.42,31036
31,37,47,7,14.89,14,29.79,26,55.32,31037
31,38,35,5,14.29,11,31.43,19,54.29,31038
31,39,75,10,13.33,19,25.33,46,61.33,31039
31,40,85,14,16.47,25,29.41,46,54.12,31040
31,41,65,13,20.0,21,32.31,31,47.69,31041
32,1,177,37,20.9,37,20.9,103,58.19,32001
32,2,150,33,22.0,21,14.0,96,64.0,32002
32,3,196,28,14.29,50,25.51,118,60.2,32003
32,4,159,52,32.7,25,15.72,82,51.57,32004
32,5,167,23,13.77,41,24.55,103,61.68,32005
32,6,195,37,18.97,40,20.51,118,60.51,32006
32,7,176,38,21.59,36,20.45,102,57.95,32007
32,8,172,32,18.6,31,18.02,109,63.37,32008
32,9,148,34,22.97,41,27.7,73,49.32,32009
32,10,157,41,26.11,31,19.75,85,54.14,32010
32,11,179,19,10.61,42,23.46,118,65.92,32011
32,12,154,25,16.23,31,20.13,98,63.64,32012
32,13,160,35,21.88,39,24.38,86,53.75,32013
32,14,215,36,16.74,47,21.86,132,61.4,32014
32,15,163,35,21.47,26,15.95,102,62.58,32015
32,16,163,45,27.61,29,17.79,89,54.6,32016
32,17,200,30,15.0,34,17.0,136,68.0,32017
32,18,139,29,20.86,36,25.9,74,53.24,32018
32,19,156,30,19.23,30,19.23,96,61.54,32019
32,20,186,23,12.37,33,17.74,130,69.89,32020
32,21,198,30,15.15,39,19.7,129,65.15,32021
32,22,277,39,14.08,50,18.05,188,67.87,32022
32,23,160,40,25.0,22,13.75,98,61.25,32023
32,24,126,22,17.46,29,23.02,75,59.52,32024
32,25,170,39,22.94,39,22.94,92,54.12,32025
32,26,232,47,20.26,42,18.1,143,61.64,32026
32,27,125,24,19.2,34,27.2,67,53.6,32027
32,28,195,27,13.85,34,17.44,134,68.72,32028
32,29,162,27,16.67,34,20.99,101,62.35,32029
32,30,128,28,21.88,28,21.88,72,56.25,32030
32,31,140,29,20.71,32,22.86,79,56.43,32031
32,32,191,35,18.32,44,23.04,112,58.64,32032
32,33,176,28,15.91,41,23.3,107,60.8,32033
32,34,168,31,18.45,36,21.43,101,60.12,32034
32,35,153,27,17.65,36,23.53,90,58.82,32035
32,36,150,20,13.33,33,22.0,97,64.67,32036
32,37,166,34,20.48,39,23.49,93,56.02,32037
32,38,150,23,15.33,36,24.0,91,60.67,32038
32,39,157,35,22.29,21,13.38,101,64.33,32039
32,40,163,35,21.47,36,22.09,92,56.44,32040
32,41,160,31,19.38,38,23.75,91,56.88,32041
32,42,130,28,21.54,33,25.38,69,53.08,32042
32,43,223,35,15.7,38,17.04,150,67.26,32043
33,1,210,39,18.57,42,20.0,129,61.43,33001
33,2,234,41,17.52,54,23.08,139,59.4,33002
33,3,271,50,18.45,55,20.3,166,61.25,33003
33,4,249,52,20.88,57,22.89,140,56.22,33004
33,5,149,28,18.79,31,20.81,90,60.4,33005
33,6,142,36,25.35,31,21.83,75,52.82,33006
33,7,209,32,15.31,48,22.97,129,61.72,33007
33,8,315,75,23.81,49,15.56,191,60.63,33008
33,9,207,41,19.81,53,25.6,113,54.59,33009
33,10,152,37,24.34,38,25.0,77,50.66,33010
33,11,221,49,22.17,37,16.74,135,61.09,33011
33,12,169,49,28.99,35,20.71,85,50.3,33012
33,13,177,37,20.9,41,23.16,99,55.93,33013
33,14,92,17,18.48,26,28.26,49,53.26,33014
33,15,224,48,21.43,48,21.43,128,57.14,33015
33,16,240,45,18.75,69,28.75,126,52.5,33016
33,17,204,41,20.1,47,23.04,116,56.86,33017
33,18,242,33,13.64,55,22.73,154,63.64,33018
33,19,183,29,15.85,46,25.14,108,59.02,33019
33,20,277,39,14.08,54,19.49,184,66.43,33020
33,21,207,37,17.87,46,22.22,124,59.9,33021
33,22,181,47,25.97,55,30.39,79,43.65,33022
33,23,243,37,15.23,47,19.34,159,65.43,33023
33,24,332,66,19.88,57,17.17,209,62.95,33024
33,25,218,48,22.02,46,21.1,124,56.88,33025
33,26,140,21,15.0,33,23.57,86,61.43,33026
33,27,186,28,15.05,46,24.73,112,60.22,33027
33,28,176,28,15.91,36,20.45,112,63.64,33028
34,1,179,11,6.15,112,62.57,56,31.28,34001
34,2,138,15,10.87,76,55.07,47,34.06,34002
34,3,137,12,8.76,67,48.91,58,42.34,34003
34,4,81,9,11.11,45,55.56,27,33.33,34004
34,5,108,5,4.63,63,58.33,40,37.04,34005
34,6,147,13,8.84,79,53.74,55,37.41,34006
34,7,173,27,15.61,93,53.76,53,30.64,34007
34,8,92,9,9.78,58,63.04,25,27.17,34008
34,9,77,11,14.29,46,59.74,20,25.97,34009
34,10,156,21,13.46,100,64.1,35,22.44,34010
34,11,73,8,10.96,40,54.79,25,34.25,34011
34,12,175,12,6.86,103,58.86,60,34.29,34012
34,13,116,15,12.93,63,54.31,38,32.76,34013
34,14,98,18,18.37,44,44.9,36,36.73,34014
34,15,113,17,15.04,46,40.71,50,44.25,34015
34,16,109,12,11.01,54,49.54,43,39.45,34016
34,17,182,13,7.14,105,57.69,64,35.16,34017
34,18,71,9,12.68,38,53.52,24,33.8,34018
34,19,119,17,14.29,69,57.98,33,27.73,34019
34,20,192,13,6.77,108,56.25,71,36.98,34020
34,21,215,22,10.23,120,55.81,73,33.95,34021
34,22,144,8,5.56,86,59.72,50,34.72,34022
34,23,99,8,8.08,56,56.57,35,35.35,34023
34,24,102,16,15.69,51,50.0,35,34.31,34024
34,25,217,19,8.76,113,52.07,85,39.17,34025
34,26,157,20,12.74,84,53.5,53,33.76,34026
34,27,78,8,10.26,40,51.28,30,38.46,34027
34,28,46,9,19.57,21,45.65,16,34.78,34028
34,29,104,14,13.46,56,53.85,34,32.69,34029
34,30,181,11,6.08,117,64.64,53,29.28,34030
34,31,84,12,14.29,50,59.52,22,26.19,34031
34,32,108,13,12.04,53,49.07,42,38.89,34032
34,33,92,12,13.04,39,42.39,41,44.57,34033
34,34,162,17,10.49,108,66.67,37,22.84,34034
34,35,171,20,11.7,101,59.06,50,29.24,34035
34,36,136,11,8.09,87,63.97,38,27.94,34036
34,37,40,5,12.5,21,52.5,14,35.0,34037
34,38,47,8,17.02,23,48.94,16,34.04,34038
34,39,66,9,13.64,33,50.0,24,36.36,34039
34,40,127,6,4.72,63,49.61,58,45.67,34040
34,41,73,13,17.81,27,36.99,33,45.21,34041
34,42,140,9,6.43,77,55.0,54,38.57,34042
34,43,156,19,12.18,98,62.82,39,25.0,34043
34,44,136,9,6.62,72,52.94,55,40.44,34044
34,45,137,11,8.03,81,59.12,45,32.85,34045
34,46,116,15,12.93,66,56.9,35,30.17,34046
34,47,99,18,18.18,56,56.57,25,25.25,34047
34,48,170,13,7.65,93,54.71,64,37.65,34048
34,49,163,16,9.82,97,59.51,50,30.67,34049
34,50,97,11,11.34,50,51.55,36,37.11,34050
34,51,163,13,7.98,101,61.96,49,30.06,34051
34,52,129,12,9.3,79,61.24,38,29.46,34052
34,53,73,8,10.96,37,50.68,28,38.36,34053
35,1,184,21,11.41,45,24.46,118,64.13,35001
35,2,205,23,11.22,45,21.95,137,66.83,35002
35,3,131,14,10.69,35,26.72,82,62.6,35003
35,4,165,36,21.82,30,18.18,99,60.0,35004
35,5,142,25,17.61,25,17.61,92,64.79,35005
35,6,144,25,17.36,22,15.28,97,67.36,35006
35,7,196,27,13.78,46,23.47,123,62.76,35007
35,8,173,27,15.61,31,17.92,115,66.47,35008
35,9,117,27,23.08,30,25.64,60,51.28,35009
35,10,198,17,8.59,51,25.76,130,65.66,35010
35,11,204,34,16.67,38,18.63,132,64.71,35011
35,12,72,13,18.06,25,34.72,34,47.22,35012
35,13,76,12,15.79,20,26.32,44,57.89,35013
35,14,104,22,21.15,43,41.35,39,37.5,35014
35,15,207,24,11.59,47,22.71,136,65.7,35015
35,16,36,6,16.67,13,36.11,17,47.22,35016
35,17,190,25,13.16,51,26.84,114,60.0,35017
35,18,84,14,16.67,33,39.29,37,44.05,35018
35,19,60,18,30.0,17,28.33,25,41.67,35019
35,20,126,27,21.43,28,22.22,71,56.35,35020
35,21,161,31,19.25,31,19.25,99,61.49,35021
35,22,179,28,15.64,31,17.32,120,67.04,35022
35,23,167,36,21.56,46,27.54,85,50.9,35023
35,24,142,27,19.01,36,25.35,79,55.63,35024
35,25,157,13,8.28,26,16.56,118,75.16,35025
35,26,112,20,17.86,28,25.0,64,57.14,35026
35,27,145,26,17.93,30,20.69,89,61.38,35027
35,28,175,24,13.71,40,22.86,111,63.43,35028
35,29,110,13,11.82,25,22.73,72,65.45,35029
35,30,113,22,19.47,27,23.89,64,56.64,35030
35,31,178,26,14.61,48,26.97,104,58.43,35031
36,1,91,21,23.08,25,27.47,45,49.45,36001
36,2,78,15,19.23,31,39.74,32,41.03,36002
36,3,82,24,29.27,28,34.15,30,36.59,36003
36,4,76,22,28.95,31,40.79,23,30.26,36004
36,5,78,11,14.1,28,35.9,39,50.0,36005
36,6,59,17,28.81,19,32.2,23,38.98,36006
36,7,132,42,31.82,32,24.24,58,43.94,36007
36,8,53,12,22.64,23,43.4,18,33.96,36008
36,9,69,19,27.54,24,34.78,26,37.68,36009
36,10,92,21,22.83,36,39.13,35,38.04,36010
36,11,59,8,13.56,24,40.68,27,45.76,36011
36,12,58,16,27.59,18,31.03,24,41.38,36012
36,13,69,10,14.49,29,42.03,30,43.48,36013
36,14,131,22,16.79,34,25.95,75,57.25,36014
36,15,113,37,32.74,34,30.09,42,37.17,36015
36,16,113,26,23.01,25,22.12,62,54.87,36016
36,17,139,32,23.02,39,28.06,68,48.92,36017
36,18,134,32,23.88,39,29.1,63,47.01,36018
36,19,117,26,22.22,38,32.48,53,45.3,36019
36,20,111,31,27.93,33,29.73,47,42.34,36020
36,21,71,20,28.17,23,32.39,28,39.44,36021
36,22,51,11,21.57,19,37.25,21,41.18,36022
36,23,44,8,18.18,22,50.0,14,31.82,36023
36,24,106,38,35.85,26,24.53,42,39.62,36024
36,25,70,16,22.86,31,44.29,23,32.86,36025
36,26,81,27,33.33,23,28.4,31,38.27,36026
36,27,85,25,29.41,25,29.41,35,41.18,36027
36,28,83,22,26.51,21,25.3,40,48.19,36028
36,29,111,42,37.84,31,27.93,38,34.23,36029
36,30,103,44,42.72,24,23.3,35,33.98,36030
37,1,110,25,22.73,40,36.36,45,40.91,37001
37,2,60,16,26.67,17,28.33,27,45.0,37002
37,3,53,7,13.21,28,52.83,18,33.96,37003
37,4,60,6,10.0,30,50.0,24,40.0,37004
37,5,123,16,13.01,63,51.22,44,35.77,37005
37,6,104,9,8.65,52,50.0,43,41.35,37006
37,7,67,15,22.39,19,28.36,33,49.25,37007
37,8,55,11,20.0,18,32.73,26,47.27,37008
37,9,81,12,14.81,40,49.38,29,35.8,37009
37,10,113,20,17.7,41,36.28,52,46.02,37010
37,11,53,5,9.43,27,50.94,21,39.62,37011
37,12,64,12,18.75,25,39.06,27,42.19,37012
37,13,63,7,11.11,32,50.79,24,38.1,37013
37,14,102,14,13.73,43,42.16,45,44.12,37014
37,15,85,9,10.59,43,50.59,33,38.82,37015
37,16,120,16,13.33,55,45.83,49,40.83,37016
37,17,65,9,13.85,32,49.23,24,36.92,37017
37,18,84,7,8.33,39,46.43,38,45.24,37018
37,19,72,15,20.83,29,40.28,28,38.89,37019
37,20,65,9,13.85,37,56.92,19,29.23,37020
37,21,58,7,12.07,24,41.38,27,46.55,37021
37,22,66,13,19.7,18,27.27,35,53.03,37022
37,23,93,9,9.68,39,41.94,45,48.39,37023
37,24,112,18,16.07,46,41.07,48,42.86,37024
37,25,85,12,14.12,32,37.65,41,48.24,37025
37,26,136,20,14.71,70,51.47,46,33.82,37026
37,27,89,14,15.73,35,39.33,40,44.94,37027
37,28,73,8,10.96,25,34.25,40,54.79,37028
37,29,75,7,9.33,35,46.67,33,44.0,37029
37,30,74,6,8.11,40,54.05,28,37.84,37030
37,31,109,14,12.84,47,43.12,48,44.04,37031
37,32,96,2,2.08,50,52.08,44,45.83,37032
37,33,111,13,11.71,49,44.14,49,44.14,37033
37,34,92,12,13.04,46,50.0,34,36.96,37034
37,35,129,17,13.18,58,44.96,54,41.86,37035
37,36,71,8,11.27,34,47.89,29,40.85,37036
37,37,71,12,16.9,31,43.66,28,39.44,37037
37,38,132,11,8.33,52,39.39,69,52.27,37038
37,39,81,13,16.05,41,50.62,27,33.33,37039
37,40,110,9,8.18,43,39.09,58,52.73,37040
37,41,111,18,16.22,49,44.14,44,39.64,37041
38,1,127,32,25.2,39,30.71,56,44.09,38001
38,2,106,47,44.34,23,21.7,36,33.96,38002
38,3,96,31,32.29,30,31.25,35,36.46,38003
38,4,102,33,32.35,31,30.39,38,37.25,38004
38,5,96,28,29.17,39,40.63,29,30.21,38005
38,6,81,23,28.4,27,33.33,31,38.27,38006
38,7,98,37,37.76,27,27.55,34,34.69,38007
38,8,84,22,26.19,18,21.43,44,52.38,38008
38,9,125,28,22.4,43,34.4,54,43.2,38009
38,10,97,30,30.93,26,26.8,41,42.27,38010
38,11,112,30,26.79,28,25.0,54,48.21,38011
38,12,91,43,47.25,24,26.37,24,26.37,38012
38,13,115,43,37.39,33,28.7,39,33.91,38013
38,14,133,40,30.08,35,26.32,58,43.61,38014
38,15,109,27,24.77,35,32.11,47,43.12,38015
