ward,precinct,total,"Marcus C. Evans, Jr.","Marcus C. Evans, Jr. Percent",Bobby L. Rush,Bobby L. Rush Percent,Anthony Hargrove,Anthony Hargrove Percent,Lamont J. Robinson,Lamont J. Robinson Percent,precinct_id
5,27,143,22,15.38,66,46.15,6,4.2,49,34.27,05027
5,30,93,9,9.68,66,70.97,5,5.38,13,13.98,05030
5,33,198,32,16.16,150,75.76,5,2.53,11,5.56,05033
5,34,182,28,15.38,96,52.75,16,8.79,42,23.08,05034
5,35,79,25,31.65,39,49.37,4,5.06,11,13.92,05035
5,36,52,6,11.54,43,82.69,3,5.77,0,0.0,05036
5,39,178,31,17.42,106,59.55,13,7.3,28,15.73,05039
6,1,180,26,14.44,133,73.89,9,5.0,12,6.67,06001
6,2,205,36,17.56,136,66.34,9,4.39,24,11.71,06002
6,3,163,33,20.25,114,69.94,4,2.45,12,7.36,06003
6,4,83,6,7.23,71,85.54,2,2.41,4,4.82,06004
6,5,82,7,8.54,68,82.93,0,0.0,7,8.54,06005
6,6,162,30,18.52,115,70.99,4,2.47,13,8.02,06006
6,7,93,15,16.13,71,76.34,3,3.23,4,4.3,06007
6,8,189,32,16.93,135,71.43,6,3.17,16,8.47,06008
6,9,100,16,16.0,70,70.0,3,3.0,11,11.0,06009
6,10,63,9,14.29,51,80.95,1,1.59,2,3.17,06010
6,11,109,12,11.01,82,75.23,4,3.67,11,10.09,06011
6,12,68,1,1.47,61,89.71,2,2.94,4,5.88,06012
6,13,134,26,19.4,97,72.39,2,1.49,9,6.72,06013
6,14,144,16,11.11,112,77.78,5,3.47,11,7.64,06014
6,15,83,7,8.43,59,71.08,4,4.82,13,15.66,06015
6,16,169,32,18.93,117,69.23,5,2.96,15,8.88,06016
6,17,77,9,11.69,58,75.32,4,5.19,6,7.79,06017
6,18,93,12,12.9,71,76.34,4,4.3,6,6.45,06018
6,19,99,15,15.15,67,67.68,2,2.02,15,15.15,06019
6,20,74,9,12.16,56,75.68,1,1.35,8,10.81,06020
6,25,36,6,16.67,23,63.89,1,2.78,6,16.67,06025
6,26,45,4,8.89,32,71.11,3,6.67,6,13.33,06026
6,28,30,3,10.0,26,86.67,1,3.33,0,0.0,06028
6,29,193,28,14.51,149,77.2,5,2.59,11,5.7,06029
6,30,93,15,16.13,63,67.74,2,2.15,13,13.98,06030
6,31,181,32,17.68,133,73.48,5,2.76,11,6.08,06031
6,32,140,20,14.29,107,76.43,2,1.43,11,7.86,06032
6,33,156,25,16.03,113,72.44,3,1.92,15,9.62,06033
6,34,148,20,13.51,111,75.0,5,3.38,12,8.11,06034
6,35,164,30,18.29,119,72.56,4,2.44,11,6.71,06035
6,36,201,31,15.42,149,74.13,6,2.99,15,7.46,06036
6,37,221,50,22.62,141,63.8,13,5.88,17,7.69,06037
6,38,189,33,17.46,136,71.96,5,2.65,15,7.94,06038
6,39,124,20,16.13,85,68.55,4,3.23,15,12.1,06039
6,40,116,17,14.66,77,66.38,2,1.72,20,17.24,06040
6,41,168,34,20.24,117,69.64,4,2.38,13,7.74,06041
6,42,130,22,16.92,98,75.38,4,3.08,6,4.62,06042
6,43,125,29,23.2,86,68.8,3,2.4,7,5.6,06043
6,44,142,21,14.79,109,76.76,5,3.52,7,4.93,06044
6,45,161,38,23.6,108,67.08,4,2.48,11,6.83,06045
6,46,114,14,12.28,82,71.93,5,4.39,13,11.4,06046
6,47,117,16,13.68,85,72.65,6,5.13,10,8.55,06047
6,48,126,14,11.11,98,77.78,4,3.17,10,7.94,06048
7,1,93,13,13.98,68,73.12,2,2.15,10,10.75,07001
7,2,104,20,19.23,68,65.38,5,4.81,11,10.58,07002
7,3,126,33,26.19,76,60.32,7,5.56,10,7.94,07003
7,4,121,19,15.7,85,70.25,3,2.48,14,11.57,07004
7,10,179,33,18.44,121,67.6,8,4.47,17,9.5,07010
7,15,135,39,28.89,74,54.81,12,8.89,10,7.41,07015
7,19,110,18,16.36,86,78.18,3,2.73,3,2.73,07019
7,20,67,8,11.94,50,74.63,4,5.97,5,7.46,07020
7,23,147,38,25.85,92,62.59,6,4.08,11,7.48,07023
7,24,82,16,19.51,60,73.17,3,3.66,3,3.66,07024
7,26,127,50,39.37,65,51.18,5,3.94,7,5.51,07026
7,27,106,37,34.91,63,59.43,3,2.83,3,2.83,07027
7,28,77,19,24.68,56,72.73,0,0.0,2,2.6,07028
7,29,115,38,33.04,69,60.0,3,2.61,5,4.35,07029
7,30,81,29,35.8,44,54.32,2,2.47,6,7.41,07030
7,31,64,16,25.0,40,62.5,2,3.13,6,9.38,07031
7,32,241,62,25.73,162,67.22,2,0.83,15,6.22,07032
7,33,243,56,23.05,158,65.02,9,3.7,20,8.23,07033
7,34,191,43,22.51,126,65.97,6,3.14,16,8.38,07034
7,35,109,23,21.1,69,63.3,9,8.26,8,7.34,07035
7,36,183,66,36.07,101,55.19,7,3.83,9,4.92,07036
7,37,155,33,21.29,105,67.74,6,3.87,11,7.1,07037
7,38,112,39,34.82,66,58.93,3,2.68,4,3.57,07038
7,39,129,46,35.66,76,58.91,3,2.33,4,3.1,07039
7,40,124,56,45.16,67,54.03,0,0.0,1,0.81,07040
7,41,98,25,25.51,64,65.31,3,3.06,6,6.12,07041
7,42,118,32,27.12,78,66.1,1,0.85,7,5.93,07042
7,43,62,23,37.1,34,54.84,4,6.45,1,1.61,07043
7,44,25,8,32.0,16,64.0,0,0.0,1,4.0,07044
8,1,110,10,9.09,82,74.55,3,2.73,15,13.64,08001
8,2,103,15,14.56,74,71.84,3,2.91,11,10.68,08002
8,3,234,108,46.15,116,49.57,5,2.14,5,2.14,08003
8,4,199,95,47.74,92,46.23,3,1.51,9,4.52,08004
8,5,208,88,42.31,113,54.33,4,1.92,3,1.44,08005
8,6,177,64,36.16,102,57.63,4,2.26,7,3.95,08006
8,7,196,101,51.53,82,41.84,4,2.04,9,4.59,08007
8,8,215,125,58.14,84,39.07,1,0.47,5,2.33,08008
8,9,87,22,25.29,57,65.52,0,0.0,8,9.2,08009
8,10,274,140,51.09,108,39.42,8,2.92,18,6.57,08010
8,11,105,30,28.57,62,59.05,3,2.86,10,9.52,08011
8,12,119,44,36.97,67,56.3,4,3.36,4,3.36,08012
8,13,143,25,17.48,101,70.63,4,2.8,13,9.09,08013
8,14,55,16,29.09,36,65.45,1,1.82,2,3.64,08014
8,15,119,25,21.01,80,67.23,5,4.2,9,7.56,08015
8,16,33,6,18.18,24,72.73,1,3.03,2,6.06,08016
8,17,152,73,48.03,72,47.37,2,1.32,5,3.29,08017
8,18,66,8,12.12,50,75.76,3,4.55,5,7.58,08018
8,19,219,114,52.05,94,42.92,2,0.91,9,4.11,08019
8,20,192,51,26.56,106,55.21,8,4.17,27,14.06,08020
8,21,180,39,21.67,115,63.89,7,3.89,19,10.56,08021
8,22,140,27,19.29,99,70.71,6,4.29,8,5.71,08022
8,23,91,30,32.97,56,61.54,1,1.1,4,4.4,08023
8,24,97,38,39.18,51,52.58,2,2.06,6,6.19,08024
8,25,134,49,36.57,74,55.22,7,5.22,4,2.99,08025
8,26,94,18,19.15,58,61.7,5,5.32,13,13.83,08026
8,27,241,94,39.0,134,55.6,3,1.24,10,4.15,08027
8,28,153,41,26.8,92,60.13,2,1.31,18,11.76,08028
8,29,189,60,31.75,117,61.9,2,1.06,10,5.29,08029
8,30,170,68,40.0,90,52.94,5,2.94,7,4.12,08030
8,31,108,26,24.07,76,70.37,2,1.85,4,3.7,08031
8,32,118,21,17.8,83,70.34,6,5.08,8,6.78,08032
8,33,114,43,37.72,63,55.26,5,4.39,3,2.63,08033
8,34,147,34,23.13,100,68.03,6,4.08,7,4.76,08034
8,35,192,84,43.75,94,48.96,7,3.65,7,3.65,08035
8,36,156,70,44.87,76,48.72,4,2.56,6,3.85,08036
8,37,148,90,60.81,52,35.14,1,0.68,5,3.38,08037
8,38,106,32,30.19,59,55.66,5,4.72,10,9.43,08038
8,39,151,38,25.17,106,70.2,4,2.65,3,1.99,08039
8,40,114,37,32.46,62,54.39,6,5.26,9,7.89,08040
8,41,153,55,35.95,92,60.13,2,1.31,4,2.61,08041
8,42,179,35,19.55,122,68.16,10,5.59,12,6.7,08042
8,43,57,11,19.3,38,66.67,2,3.51,6,10.53,08043
8,44,107,37,34.58,64,59.81,2,1.87,4,3.74,08044
8,45,69,12,17.39,51,73.91,3,4.35,3,4.35,08045
8,46,112,43,38.39,61,54.46,2,1.79,6,5.36,08046
8,47,134,28,20.9,96,71.64,3,2.24,7,5.22,08047
8,48,136,40,29.41,82,60.29,5,3.68,9,6.62,08048
8,49,151,53,35.1,84,55.63,3,1.99,11,7.28,08049
8,50,172,70,40.7,87,50.58,6,3.49,9,5.23,08050
8,51,193,96,49.74,88,45.6,7,3.63,2,1.04,08051
8,52,259,164,63.32,82,31.66,3,1.16,10,3.86,08052
8,53,76,31,40.79,36,47.37,2,2.63,7,9.21,08053
8,54,76,10,13.16,55,72.37,5,6.58,6,7.89,08054
8,55,156,28,17.95,108,69.23,1,0.64,19,12.18,08055
8,56,189,71,37.57,110,58.2,4,2.12,4,2.12,08056
9,4,85,10,11.76,69,81.18,4,4.71,2,2.35,09004
9,6,101,17,16.83,74,73.27,2,1.98,8,7.92,09006
9,10,85,15,17.65,59,69.41,3,3.53,8,9.41,09010
9,11,63,13,20.63,48,76.19,0,0.0,2,3.17,09011
9,12,181,30,16.57,137,75.69,6,3.31,8,4.42,09012
9,16,98,14,14.29,76,77.55,3,3.06,5,5.1,09016
9,18,100,15,15.0,76,76.0,5,5.0,4,4.0,09018
9,19,115,13,11.3,97,84.35,2,1.74,3,2.61,09019
9,20,124,18,14.52,98,79.03,2,1.61,6,4.84,09020
9,21,103,12,11.65,84,81.55,3,2.91,4,3.88,09021
9,23,174,27,15.52,133,76.44,4,2.3,10,5.75,09023
9,24,173,21,12.14,135,78.03,4,2.31,13,7.51,09024
9,25,125,17,13.6,91,72.8,6,4.8,11,8.8,09025
9,27,119,22,18.49,82,68.91,7,5.88,8,6.72,09027
9,30,84,14,16.67,68,80.95,0,0.0,2,2.38,09030
9,36,100,14,14.0,80,80.0,3,3.0,3,3.0,09036
9,39,156,24,15.38,113,72.44,5,3.21,14,8.97,09039
9,42,177,26,14.69,122,68.93,7,3.95,22,12.43,09042
9,44,125,25,20.0,86,68.8,6,4.8,8,6.4,09044
9,47,179,35,19.55,120,67.04,5,2.79,19,10.61,09047
9,48,170,34,20.0,112,65.88,14,8.24,10,5.88,09048
9,49,172,29,16.86,117,68.02,11,6.4,15,8.72,09049
9,50,222,54,24.32,143,64.41,4,1.8,21,9.46,09050
9,51,169,30,17.75,114,67.46,10,5.92,15,8.88,09051
10,15,84,18,21.43,60,71.43,1,1.19,5,5.95,10015
17,2,101,9,8.91,79,78.22,3,2.97,10,9.9,17002
17,4,136,15,11.03,107,78.68,3,2.21,11,8.09,17004
17,9,93,21,22.58,62,66.67,2,2.15,8,8.6,17009
17,10,129,16,12.4,97,75.19,3,2.33,13,10.08,17010
17,15,118,18,15.25,91,77.12,2,1.69,7,5.93,17015
17,18,151,21,13.91,107,70.86,4,2.65,19,12.58,17018
17,20,161,18,11.18,126,78.26,3,1.86,14,8.7,17020
17,21,191,25,13.09,139,72.77,5,2.62,22,11.52,17021
17,22,105,16,15.24,74,70.48,4,3.81,11,10.48,17022
17,24,139,21,15.11,95,68.35,3,2.16,20,14.39,17024
17,26,121,17,14.05,87,71.9,3,2.48,14,11.57,17026
17,27,112,9,8.04,86,76.79,3,2.68,14,12.5,17027
17,29,120,14,11.67,88,73.33,3,2.5,15,12.5,17029
17,38,113,19,16.81,85,75.22,2,1.77,7,6.19,17038
17,39,113,10,8.85,91,80.53,0,0.0,12,10.62,17039
17,40,158,20,12.66,118,74.68,4,2.53,16,10.13,17040
17,41,152,15,9.87,112,73.68,5,3.29,20,13.16,17041
18,1,93,16,17.2,56,60.22,3,3.23,18,19.35,18001
18,2,61,14,22.95,32,52.46,1,1.64,14,22.95,18002
18,4,176,24,13.64,129,73.3,4,2.27,19,10.8,18004
18,7,98,22,22.45,53,54.08,4,4.08,19,19.39,18007
18,8,171,27,15.79,118,69.01,2,1.17,24,14.04,18008
18,9,184,28,15.22,129,70.11,8,4.35,19,10.33,18009
18,10,244,41,16.8,163,66.8,12,4.92,28,11.48,18010
18,11,110,18,16.36,80,72.73,5,4.55,7,6.36,18011
18,12,141,21,14.89,97,68.79,4,2.84,19,13.48,18012
18,13,116,21,18.1,83,71.55,2,1.72,10,8.62,18013
18,14,177,22,12.43,121,68.36,5,2.82,29,16.38,18014
18,16,145,24,16.55,91,62.76,7,4.83,23,15.86,18016
18,17,104,13,12.5,71,68.27,5,4.81,15,14.42,18017
18,18,172,30,17.44,113,65.7,6,3.49,23,13.37,18018
18,19,152,18,11.84,112,73.68,5,3.29,17,11.18,18019
18,20,102,18,17.65,66,64.71,4,3.92,14,13.73,18020
18,21,194,28,14.43,133,68.56,4,2.06,29,14.95,18021
18,22,185,28,15.14,130,70.27,2,1.08,25,13.51,18022
18,23,122,14,11.48,87,71.31,5,4.1,16,13.11,18023
18,26,222,39,17.57,155,69.82,3,1.35,25,11.26,18026
18,27,97,16,16.49,74,76.29,1,1.03,6,6.19,18027
18,29,129,24,18.6,83,64.34,6,4.65,16,12.4,18029
18,31,127,24,18.9,80,62.99,10,7.87,13,10.24,18031
18,32,161,32,19.88,109,67.7,3,1.86,17,10.56,18032
18,34,210,42,20.0,147,70.0,8,3.81,13,6.19,18034
18,35,185,23,12.43,129,69.73,4,2.16,29,15.68,18035
18,36,87,16,18.39,52,59.77,5,5.75,14,16.09,18036
18,37,193,24,12.44,127,65.8,12,6.22,30,15.54,18037
18,38,126,22,17.46,84,66.67,1,0.79,19,15.08,18038
18,39,86,16,18.6,63,73.26,2,2.33,5,5.81,18039
18,41,201,31,15.42,130,64.68,6,2.99,34,16.92,18041
18,42,92,22,23.91,63,68.48,2,2.17,5,5.43,18042
18,45,85,10,11.76,61,71.76,6,7.06,8,9.41,18045
18,47,77,11,14.29,51,66.23,2,2.6,13,16.88,18047
18,49,68,7,10.29,42,61.76,5,7.35,14,20.59,18049
18,50,84,11,13.1,63,75.0,2,2.38,8,9.52,18050
19,10,28,4,14.29,19,67.86,1,3.57,4,14.29,19010
19,11,10,2,20.0,4,40.0,4,40.0,0,0.0,19011
19,13,235,41,17.45,153,65.11,11,4.68,30,12.77,19013
19,14,189,38,20.11,117,61.9,14,7.41,20,10.58,19014
19,20,184,35,19.02,122,66.3,12,6.52,15,8.15,19020
19,25,49,11,22.45,23,46.94,9,18.37,6,12.24,19025
19,27,187,31,16.58,129,68.98,9,4.81,18,9.63,19027
19,28,221,38,17.19,145,65.61,17,7.69,21,9.5,19028
19,36,221,43,19.46,143,64.71,15,6.79,20,9.05,19036
19,37,213,34,15.96,131,61.5,16,7.51,32,15.02,19037
19,38,178,27,15.17,108,60.67,14,7.87,29,16.29,19038
19,39,41,5,12.2,34,82.93,1,2.44,1,2.44,19039
19,40,172,34,19.77,107,62.21,13,7.56,18,10.47,19040
19,42,145,19,13.1,91,62.76,19,13.1,16,11.03,19042
19,43,230,45,19.57,160,69.57,8,3.48,17,7.39,19043
19,47,301,67,22.26,197,65.45,17,5.65,20,6.64,19047
19,48,176,28,15.91,132,75.0,8,4.55,8,4.55,19048
19,49,243,33,13.58,174,71.6,12,4.94,24,9.88,19049
19,57,3,2,66.67,1,33.33,0,0.0,0,0.0,19057
20,1,147,12,8.16,107,72.79,4,2.72,24,16.33,20001
20,3,122,19,15.57,83,68.03,1,0.82,19,15.57,20003
20,5,122,24,19.67,71,58.2,7,5.74,20,16.39,20005
20,8,108,12,11.11,81,75.0,1,0.93,14,12.96,20008
20,9,189,26,13.76,133,70.37,5,2.65,25,13.23,20009
20,10,71,12,16.9,50,70.42,2,2.82,7,9.86,20010
20,13,112,15,13.39,81,72.32,5,4.46,11,9.82,20013
20,14,88,9,10.23,66,75.0,3,3.41,10,11.36,20014
20,16,155,18,11.61,111,71.61,5,3.23,21,13.55,20016
20,18,82,9,10.98,58,70.73,4,4.88,11,13.41,20018
20,19,85,9,10.59,62,72.94,3,3.53,11,12.94,20019
20,22,209,35,16.75,135,64.59,8,3.83,31,14.83,20022
20,24,151,27,17.88,98,64.9,3,1.99,23,15.23,20024
20,26,151,20,13.25,97,64.24,10,6.62,24,15.89,20026
20,28,69,10,14.49,54,78.26,2,2.9,3,4.35,20028
20,29,151,18,11.92,120,79.47,5,3.31,8,5.3,20029
20,33,68,8,11.76,44,64.71,2,2.94,14,20.59,20033
20,34,135,20,14.81,79,58.52,11,8.15,25,18.52,20034
20,35,37,5,13.51,26,70.27,2,5.41,4,10.81,20035
21,1,171,44,25.73,111,64.91,7,4.09,9,5.26,21001
21,2,72,9,12.5,54,75.0,1,1.39,8,11.11,21002
21,3,173,28,16.18,124,71.68,5,2.89,16,9.25,21003
21,4,135,17,12.59,101,74.81,6,4.44,11,8.15,21004
21,5,171,28,16.37,126,73.68,6,3.51,11,6.43,21005
21,6,100,5,5.0,90,90.0,2,2.0,3,3.0,21006
21,7,182,21,11.54,128,70.33,6,3.3,27,14.84,21007
21,8,154,22,14.29,121,78.57,1,0.65,10,6.49,21008
21,9,169,25,14.79,109,64.5,8,4.73,27,15.98,21009
21,10,132,18,13.64,104,78.79,1,0.76,9,6.82,21010
21,11,127,25,19.69,75,59.06,8,6.3,19,14.96,21011
21,12,104,16,15.38,86,82.69,1,0.96,1,0.96,21012
21,13,108,12,11.11,81,75.0,2,1.85,13,12.04,21013
21,14,163,22,13.5,127,77.91,5,3.07,9,5.52,21014
21,15,116,15,12.93,84,72.41,4,3.45,13,11.21,21015
21,16,103,10,9.71,85,82.52,2,1.94,6,5.83,21016
21,17,102,15,14.71,74,72.55,2,1.96,11,10.78,21017
21,18,174,18,10.34,141,81.03,2,1.15,13,7.47,21018
21,19,159,36,22.64,105,66.04,3,1.89,15,9.43,21019
21,20,144,23,15.97,100,69.44,6,4.17,15,10.42,21020
21,21,131,23,17.56,92,70.23,4,3.05,12,9.16,21021
21,22,133,15,11.28,114,85.71,1,0.75,3,2.26,21022
21,23,140,22,15.71,101,72.14,7,5.0,10,7.14,21023
21,24,160,25,15.63,122,76.25,6,3.75,7,4.38,21024
21,25,143,23,16.08,103,72.03,4,2.8,13,9.09,21025
21,26,85,11,12.94,61,71.76,3,3.53,10,11.76,21026
21,27,146,20,13.7,104,71.23,8,5.48,14,9.59,21027
21,28,146,14,9.59,118,80.82,2,1.37,12,8.22,21028
21,29,158,25,15.82,112,70.89,3,1.9,18,11.39,21029
21,30,102,11,10.78,77,75.49,5,4.9,9,8.82,21030
21,31,144,17,11.81,107,74.31,9,6.25,11,7.64,21031
21,32,120,12,10.0,94,78.33,6,5.0,8,6.67,21032
21,33,110,10,9.09,88,80.0,3,2.73,9,8.18,21033
21,34,104,10,9.62,81,77.88,5,4.81,8,7.69,21034
21,35,161,23,14.29,127,78.88,4,2.48,7,4.35,21035
21,36,135,13,9.63,104,77.04,8,5.93,10,7.41,21036
21,37,113,14,12.39,87,76.99,4,3.54,8,7.08,21037
21,38,107,12,11.21,84,78.5,3,2.8,8,7.48,21038
21,39,82,8,9.76,66,80.49,3,3.66,5,6.1,21039
21,40,128,19,14.84,99,77.34,3,2.34,7,5.47,21040
21,41,162,21,12.96,124,76.54,7,4.32,10,6.17,21041
21,42,157,25,15.92,121,77.07,2,1.27,9,5.73,21042
21,43,143,26,18.18,107,74.83,4,2.8,6,4.2,21043
21,44,151,21,13.91,112,74.17,7,4.64,11,7.28,21044
21,45,123,20,16.26,96,78.05,2,1.63,5,4.07,21045
21,46,147,21,14.29,111,75.51,5,3.4,10,6.8,21046
21,47,103,16,15.53,68,66.02,6,5.83,13,12.62,21047
21,48,136,28,20.59,97,71.32,2,1.47,9,6.62,21048
21,49,165,24,14.55,124,75.15,6,3.64,11,6.67,21049
21,50,109,15,13.76,82,75.23,5,4.59,7,6.42,21050
21,51,163,29,17.79,110,67.48,7,4.29,17,10.43,21051
21,52,154,14,9.09,115,74.68,1,0.65,24,15.58,21052
21,53,111,13,11.71,84,75.68,4,3.6,10,9.01,21053
21,54,123,10,8.13,90,73.17,7,5.69,16,13.01,21054
34,1,180,28,15.56,130,72.22,9,5.0,13,7.22,34001
34,2,142,28,19.72,104,73.24,4,2.82,6,4.23,34002
34,3,145,20,13.79,105,72.41,8,5.52,12,8.28,34003
34,4,92,16,17.39,69,75.0,2,2.17,5,5.43,34004
34,5,109,16,14.68,82,75.23,3,2.75,8,7.34,34005
34,6,157,24,15.29,120,76.43,2,1.27,11,7.01,34006
34,7,173,21,12.14,139,80.35,3,1.73,10,5.78,34007
34,8,98,16,16.33,69,70.41,3,3.06,10,10.2,34008
34,9,83,9,10.84,70,84.34,1,1.2,3,3.61,34009
34,10,161,22,13.66,123,76.4,6,3.73,10,6.21,34010
34,11,76,8,10.53,57,75.0,5,6.58,6,7.89,34011
34,12,174,24,13.79,128,73.56,10,5.75,12,6.9,34012
34,13,118,20,16.95,81,68.64,6,5.08,11,9.32,34013
34,14,103,12,11.65,80,77.67,3,2.91,8,7.77,34014
34,15,112,18,16.07,88,78.57,1,0.89,5,4.46,34015
34,16,111,13,11.71,83,74.77,6,5.41,9,8.11,34016
34,17,181,27,14.92,141,77.9,8,4.42,5,2.76,34017
34,18,72,13,18.06,56,77.78,1,1.39,2,2.78,34018
34,19,132,21,15.91,105,79.55,3,2.27,3,2.27,34019
34,20,196,33,16.84,150,76.53,4,2.04,9,4.59,34020
34,21,222,38,17.12,162,72.97,8,3.6,14,6.31,34021
34,22,147,20,13.61,107,72.79,4,2.72,16,10.88,34022
34,23,104,16,15.38,79,75.96,3,2.88,6,5.77,34023
34,24,102,13,12.75,84,82.35,2,1.96,3,2.94,34024
34,25,212,34,16.04,159,75.0,5,2.36,14,6.6,34025
34,26,158,16,10.13,133,84.18,6,3.8,3,1.9,34026
34,27,81,10,12.35,65,80.25,2,2.47,4,4.94,34027
34,28,48,7,14.58,38,79.17,2,4.17,1,2.08,34028
34,29,109,15,13.76,82,75.23,5,4.59,7,6.42,34029
34,30,182,40,21.98,130,71.43,3,1.65,9,4.95,34030
34,31,83,10,12.05,65,78.31,1,1.2,7,8.43,34031
34,32,115,22,19.13,86,74.78,5,4.35,2,1.74,34032
34,33,97,5,5.15,80,82.47,5,5.15,7,7.22,34033
34,34,162,24,14.81,126,77.78,5,3.09,7,4.32,34034
34,35,170,24,14.12,129,75.88,5,2.94,12,7.06,34035
34,36,131,20,15.27,99,75.57,3,2.29,9,6.87,34036
34,37,43,9,20.93,27,62.79,2,4.65,5,11.63,34037
34,38,47,10,21.28,31,65.96,5,10.64,1,2.13,34038
34,39,63,5,7.94,52,82.54,3,4.76,3,4.76,34039
34,40,138,19,13.77,100,72.46,7,5.07,12,8.7,34040
34,41,74,18,24.32,47,63.51,2,2.7,7,9.46,34041
34,42,147,33,22.45,100,68.03,4,2.72,10,6.8,34042
34,43,154,30,19.48,108,70.13,6,3.9,10,6.49,34043
34,44,147,22,14.97,109,74.15,6,4.08,10,6.8,34044
34,45,144,23,15.97,114,79.17,4,2.78,3,2.08,34045
34,46,115,16,13.91,83,72.17,2,1.74,14,12.17,34046
34,47,100,21,21.0,70,70.0,3,3.0,6,6.0,34047
34,48,171,20,11.7,137,80.12,3,1.75,11,6.43,34048
34,49,170,23,13.53,130,76.47,4,2.35,13,7.65,34049
34,50,101,10,9.9,83,82.18,2,1.98,6,5.94,34050
34,51,170,36,21.18,119,70.0,3,1.76,12,7.06,34051
34,52,120,25,20.83,88,73.33,1,0.83,6,5.0,34052
34,53,73,13,17.81,51,69.86,2,2.74,7,9.59,34053
