ward,precinct,total,Thomas More Donnelly,Thomas More Donnelly Percent,Claudia Silva-Hernandez,Claudia Silva-Hernandez Percent,precinct_id
2,28,139,108,77.7,20,14.39,02028
2,29,137,98,71.53,24,17.52,02029
2,30,111,82,73.87,21,18.92,02030
2,31,182,141,77.47,23,12.64,02031
2,32,77,57,74.03,13,16.88,02032
2,33,188,135,71.81,33,17.55,02033
2,34,139,114,82.01,12,8.63,02034
2,35,163,114,69.94,41,25.15,02035
2,36,139,91,65.47,37,26.62,02036
2,37,167,131,78.44,20,11.98,02037
2,38,123,91,73.98,17,13.82,02038
2,39,67,35,52.24,23,34.33,02039
2,40,145,95,65.52,37,25.52,02040
2,41,122,88,72.13,22,18.03,02041
2,42,117,74,63.25,28,23.93,02042
2,43,147,118,80.27,21,14.29,02043
2,44,151,117,77.48,26,17.22,02044
2,45,92,68,73.91,17,18.48,02045
2,46,82,61,74.39,12,14.63,02046
3,1,178,66,37.08,63,35.39,03001
3,2,256,110,42.97,92,35.94,03002
3,3,108,48,44.44,50,46.3,03003
3,4,215,106,49.3,83,38.6,03004
3,5,77,28,36.36,34,44.16,03005
3,6,229,155,67.69,58,25.33,03006
3,7,150,57,38.0,64,42.67,03007
3,8,100,42,42.0,44,44.0,03008
3,9,183,68,37.16,71,38.8,03009
3,10,61,31,50.82,22,36.07,03010
3,11,158,79,50.0,41,25.95,03011
3,12,232,88,37.93,97,41.81,03012
3,13,199,135,67.84,43,21.61,03013
3,14,180,105,58.33,53,29.44,03014
3,15,121,49,40.5,46,38.02,03015
3,16,126,61,48.41,44,34.92,03016
3,17,176,96,54.55,52,29.55,03017
3,18,213,104,48.83,77,36.15,03018
3,19,197,138,70.05,43,21.83,03019
3,20,171,65,38.01,70,40.94,03020
3,21,209,137,65.55,44,21.05,03021
3,22,210,132,62.86,59,28.1,03022
3,23,104,44,42.31,42,40.38,03023
3,24,113,43,38.05,41,36.28,03024
3,25,299,203,67.89,67,22.41,03025
3,26,225,157,69.78,49,21.78,03026
3,27,200,120,60.0,68,34.0,03027
3,28,122,53,43.44,43,35.25,03028
3,29,116,52,44.83,44,37.93,03029
3,30,159,81,50.94,55,34.59,03030
3,31,153,72,47.06,52,33.99,03031
3,32,204,112,54.9,58,28.43,03032
3,33,182,122,67.03,45,24.73,03033
3,34,228,130,57.02,63,27.63,03034
3,35,87,37,42.53,35,40.23,03035
3,36,61,25,40.98,27,44.26,03036
3,37,115,62,53.91,34,29.57,03037
3,38,161,76,47.2,56,34.78,03038
3,39,287,199,69.34,70,24.39,03039
3,40,141,75,53.19,45,31.91,03040
3,41,157,70,44.59,68,43.31,03041
4,1,261,185,70.88,50,19.16,04001
4,2,241,163,67.63,47,19.5,04002
4,3,108,53,49.07,31,28.7,04003
4,4,214,89,41.59,72,33.64,04004
4,5,206,107,51.94,60,29.13,04005
4,6,283,132,46.64,85,30.04,04006
4,7,238,119,50.0,81,34.03,04007
4,8,228,109,47.81,68,29.82,04008
4,9,304,165,54.28,73,24.01,04009
4,10,280,141,50.36,76,27.14,04010
4,11,100,61,61.0,25,25.0,04011
4,12,202,106,52.48,48,23.76,04012
4,13,119,73,61.34,34,28.57,04013
4,14,201,108,53.73,50,24.88,04014
4,15,217,105,48.39,65,29.95,04015
4,16,278,195,70.14,64,23.02,04016
4,17,222,156,70.27,54,24.32,04017
4,18,205,93,45.37,77,37.56,04018
4,19,86,45,52.33,29,33.72,04019
4,20,184,129,70.11,41,22.28,04020
4,21,158,113,71.52,32,20.25,04021
4,22,201,133,66.17,40,19.9,04022
4,23,266,195,73.31,47,17.67,04023
4,24,160,112,70.0,28,17.5,04024
4,25,239,166,69.46,52,21.76,04025
4,26,152,83,54.61,25,16.45,04026
4,27,245,174,71.02,47,19.18,04027
4,28,140,72,51.43,31,22.14,04028
4,29,182,96,52.75,52,28.57,04029
4,30,185,89,48.11,62,33.51,04030
4,31,271,139,51.29,69,25.46,04031
4,32,211,105,49.76,70,33.18,04032
4,33,158,97,61.39,38,24.05,04033
4,34,161,87,54.04,46,28.57,04034
4,35,239,113,47.28,80,33.47,04035
4,36,265,99,37.36,126,47.55,04036
4,37,318,230,72.33,66,20.75,04037
4,38,248,124,50.0,75,30.24,04038
5,1,108,53,49.07,33,30.56,05001
5,2,94,39,41.49,29,30.85,05002
5,3,173,130,75.14,25,14.45,05003
5,4,230,145,63.04,53,23.04,05004
5,5,125,56,44.8,50,40.0,05005
5,6,124,57,45.97,33,26.61,05006
5,7,180,104,57.78,53,29.44,05007
5,8,217,185,85.25,25,11.52,05008
5,9,245,149,60.82,57,23.27,05009
5,10,101,47,46.53,34,33.66,05010
5,11,202,138,68.32,40,19.8,05011
5,12,75,32,42.67,26,34.67,05012
5,13,127,61,48.03,39,30.71,05013
5,14,193,89,46.11,58,30.05,05014
5,15,157,94,59.87,41,26.11,05015
5,16,150,67,44.67,45,30.0,05016
5,17,107,49,45.79,35,32.71,05017
5,18,166,116,69.88,36,21.69,05018
5,19,205,161,78.54,34,16.59,05019
5,20,272,157,57.72,65,23.9,05020
5,21,182,117,64.29,43,23.63,05021
5,22,301,201,66.78,75,24.92,05022
5,23,320,232,72.5,61,19.06,05023
5,24,217,155,71.43,41,18.89,05024
5,25,170,109,64.12,33,19.41,05025
5,26,142,68,47.89,52,36.62,05026
5,27,163,142,87.12,15,9.2,05027
5,28,182,97,53.3,43,23.63,05028
5,29,167,73,43.71,53,31.74,05029
5,30,87,43,49.43,27,31.03,05030
5,31,97,44,45.36,38,39.18,05031
5,32,213,110,51.64,61,28.64,05032
5,33,176,85,48.3,50,28.41,05033
5,34,217,184,84.79,27,12.44,05034
5,35,266,191,71.8,51,19.17,05035
5,36,58,28,48.28,19,32.76,05036
5,37,246,182,73.98,44,17.89,05037
5,38,130,61,46.92,43,33.08,05038
5,39,183,133,72.68,31,16.94,05039
5,40,122,57,46.72,31,25.41,05040
5,41,146,91,62.33,35,23.97,05041
6,1,162,76,46.91,44,27.16,06001
6,2,189,89,47.09,56,29.63,06002
6,3,135,68,50.37,46,34.07,06003
6,4,74,35,47.3,26,35.14,06004
6,5,71,33,46.48,27,38.03,06005
6,6,152,73,48.03,36,23.68,06006
6,7,89,59,66.29,14,15.73,06007
6,8,175,79,45.14,51,29.14,06008
6,9,90,55,61.11,19,21.11,06009
6,10,62,26,41.94,19,30.65,06010
6,11,97,50,51.55,36,37.11,06011
6,12,58,30,51.72,14,24.14,06012
6,13,122,61,50.0,31,25.41,06013
6,14,132,55,41.67,57,43.18,06014
6,15,68,32,47.06,23,33.82,06015
6,16,151,80,52.98,38,25.17,06016
6,17,63,25,39.68,26,41.27,06017
6,18,82,36,43.9,33,40.24,06018
6,19,77,41,53.25,17,22.08,06019
6,20,73,35,47.95,26,35.62,06020
6,21,47,18,38.3,16,34.04,06021
6,22,54,22,40.74,19,35.19,06022
6,23,46,26,56.52,15,32.61,06023
6,24,54,28,51.85,15,27.78,06024
6,25,59,25,42.37,18,30.51,06025
6,26,60,23,38.33,21,35.0,06026
6,27,63,27,42.86,26,41.27,06027
6,28,40,20,50.0,8,20.0,06028
6,29,175,90,51.43,46,26.29,06029
6,30,82,36,43.9,26,31.71,06030
6,31,169,99,58.58,49,28.99,06031
6,32,124,48,38.71,51,41.13,06032
6,33,141,68,48.23,43,30.5,06033
6,34,129,59,45.74,34,26.36,06034
6,35,144,61,42.36,44,30.56,06035
6,36,183,95,51.91,49,26.78,06036
6,37,204,112,54.9,51,25.0,06037
6,38,163,88,53.99,36,22.09,06038
6,39,109,52,47.71,37,33.94,06039
6,40,103,54,52.43,24,23.3,06040
6,41,151,78,51.66,44,29.14,06041
6,42,117,56,47.86,39,33.33,06042
6,43,117,54,46.15,35,29.91,06043
6,44,122,52,42.62,38,31.15,06044
6,45,153,85,55.56,34,22.22,06045
6,46,96,45,46.88,33,34.38,06046
6,47,105,46,43.81,31,29.52,06047
6,48,109,53,48.62,30,27.52,06048
7,1,91,46,50.55,25,27.47,07001
7,2,93,37,39.78,32,34.41,07002
7,3,124,68,54.84,23,18.55,07003
7,4,112,60,53.57,30,26.79,07004
7,5,86,49,56.98,21,24.42,07005
7,6,167,92,55.09,41,24.55,07006
7,7,91,46,50.55,26,28.57,07007
7,8,98,42,42.86,35,35.71,07008
7,9,232,109,46.98,66,28.45,07009
7,10,170,93,54.71,37,21.76,07010
7,11,95,40,42.11,32,33.68,07011
7,12,72,33,45.83,23,31.94,07012
7,13,105,39,37.14,39,37.14,07013
7,14,104,53,50.96,31,29.81,07014
7,15,130,68,52.31,25,19.23,07015
7,16,79,33,41.77,20,25.32,07016
7,17,91,44,48.35,32,35.16,07017
7,18,102,54,52.94,20,19.61,07018
7,19,99,46,46.46,34,34.34,07019
7,20,65,32,49.23,20,30.77,07020
7,21,65,27,41.54,23,35.38,07021
7,22,97,45,46.39,33,34.02,07022
7,23,139,74,53.24,30,21.58,07023
7,24,80,39,48.75,25,31.25,07024
7,25,47,22,46.81,15,31.91,07025
7,26,110,49,44.55,26,23.64,07026
7,27,97,48,49.48,33,34.02,07027
7,28,67,38,56.72,18,26.87,07028
7,29,103,54,52.43,26,25.24,07029
7,30,71,40,56.34,18,25.35,07030
7,31,60,32,53.33,21,35.0,07031
7,32,219,110,50.23,59,26.94,07032
7,33,213,112,52.58,64,30.05,07033
7,34,164,77,46.95,52,31.71,07034
7,35,106,58,54.72,29,27.36,07035
7,36,166,81,48.8,45,27.11,07036
7,37,133,60,45.11,42,31.58,07037
7,38,103,58,56.31,24,23.3,07038
7,39,111,47,42.34,35,31.53,07039
7,40,110,62,56.36,29,26.36,07040
7,41,90,34,37.78,28,31.11,07041
7,42,112,53,47.32,34,30.36,07042
7,43,110,62,56.36,21,19.09,07043
7,44,98,58,59.18,24,24.49,07044
7,45,64,27,42.19,19,29.69,07045
7,46,53,26,49.06,19,35.85,07046
8,1,91,44,48.35,29,31.87,08001
8,2,93,43,46.24,33,35.48,08002
8,3,203,98,48.28,62,30.54,08003
8,4,171,75,43.86,54,31.58,08004
8,5,187,99,52.94,41,21.93,08005
8,6,163,85,52.15,46,28.22,08006
8,7,178,110,61.8,38,21.35,08007
8,8,194,101,52.06,45,23.2,08008
8,9,76,39,51.32,18,23.68,08009
8,10,244,135,55.33,60,24.59,08010
8,11,90,48,53.33,24,26.67,08011
8,12,109,56,51.38,32,29.36,08012
8,13,134,76,56.72,35,26.12,08013
8,14,50,17,34.0,20,40.0,08014
8,15,107,58,54.21,29,27.1,08015
8,16,30,11,36.67,9,30.0,08016
8,17,133,77,57.89,31,23.31,08017
8,18,62,31,50.0,23,37.1,08018
8,19,205,99,48.29,55,26.83,08019
8,20,177,85,48.02,48,27.12,08020
8,21,157,90,57.32,39,24.84,08021
8,22,135,76,56.3,35,25.93,08022
8,23,78,48,61.54,14,17.95,08023
8,24,98,36,36.73,46,46.94,08024
8,25,120,69,57.5,29,24.17,08025
8,26,86,43,50.0,30,34.88,08026
8,27,209,101,48.33,59,28.23,08027
8,28,140,66,47.14,44,31.43,08028
8,29,176,96,54.55,48,27.27,08029
8,30,145,69,47.59,46,31.72,08030
8,31,99,44,44.44,37,37.37,08031
8,32,106,64,60.38,21,19.81,08032
8,33,102,48,47.06,33,32.35,08033
8,34,145,87,60.0,38,26.21,08034
8,35,167,92,55.09,37,22.16,08035
8,36,143,75,52.45,42,29.37,08036
8,37,129,68,52.71,34,26.36,08037
8,38,94,44,46.81,33,35.11,08038
8,39,129,67,51.94,43,33.33,08039
8,40,97,45,46.39,32,32.99,08040
8,41,124,61,49.19,32,25.81,08041
8,42,168,90,53.57,42,25.0,08042
8,43,48,21,43.75,18,37.5,08043
8,44,88,42,47.73,24,27.27,08044
8,45,56,32,57.14,15,26.79,08045
8,46,102,45,44.12,25,24.51,08046
8,47,120,63,52.5,24,20.0,08047
8,48,129,64,49.61,35,27.13,08048
8,49,140,72,51.43,46,32.86,08049
8,50,153,84,54.9,31,20.26,08050
8,51,167,78,46.71,48,28.74,08051
8,52,217,117,53.92,67,30.88,08052
8,53,70,34,48.57,18,25.71,08053
8,54,63,29,46.03,20,31.75,08054
8,55,128,73,57.03,33,25.78,08055
8,56,168,95,56.55,38,22.62,08056
9,1,114,53,46.49,41,35.96,09001
9,2,91,45,49.45,29,31.87,09002
9,3,41,26,63.41,6,14.63,09003
9,4,86,47,54.65,19,22.09,09004
9,5,138,65,47.1,43,31.16,09005
9,6,100,52,52.0,22,22.0,09006
9,7,61,30,49.18,13,21.31,09007
9,8,80,30,37.5,29,36.25,09008
9,9,154,74,48.05,49,31.82,09009
9,10,81,38,46.91,26,32.1,09010
9,11,87,47,54.02,17,19.54,09011
9,12,165,79,47.88,44,26.67,09012
9,13,145,76,52.41,36,24.83,09013
9,14,154,78,50.65,37,24.03,09014
9,15,39,19,48.72,17,43.59,09015
9,16,119,68,57.14,31,26.05,09016
9,17,57,26,45.61,21,36.84,09017
9,18,100,51,51.0,31,31.0,09018
9,19,101,50,49.5,26,25.74,09019
9,20,115,55,47.83,40,34.78,09020
9,21,99,57,57.58,22,22.22,09021
9,22,121,67,55.37,33,27.27,09022
9,23,154,75,48.7,44,28.57,09023
9,24,160,80,50.0,48,30.0,09024
9,25,114,42,36.84,34,29.82,09025
9,26,59,28,47.46,18,30.51,09026
9,27,112,60,53.57,26,23.21,09027
9,28,43,16,37.21,14,32.56,09028
9,29,54,25,46.3,16,29.63,09029
9,30,82,41,50.0,22,26.83,09030
9,31,75,33,44.0,22,29.33,09031
9,32,109,63,57.8,21,19.27,09032
9,33,70,37,52.86,20,28.57,09033
9,34,82,41,50.0,22,26.83,09034
9,35,139,77,55.4,27,19.42,09035
9,36,82,43,52.44,18,21.95,09036
9,37,182,99,54.4,58,31.87,09037
9,38,94,39,41.49,32,34.04,09038
9,39,144,79,54.86,34,23.61,09039
9,40,168,87,51.79,45,26.79,09040
9,41,97,37,38.14,29,29.9,09041
9,42,166,92,55.42,47,28.31,09042
9,43,84,40,47.62,25,29.76,09043
9,44,118,49,41.53,29,24.58,09044
9,45,83,46,55.42,21,25.3,09045
9,46,119,61,51.26,29,24.37,09046
9,47,160,92,57.5,36,22.5,09047
9,48,155,57,36.77,52,33.55,09048
9,49,159,93,58.49,34,21.38,09049
9,50,196,106,54.08,40,20.41,09050
9,51,154,83,53.9,35,22.73,09051
10,1,106,39,36.79,46,43.4,10001
10,2,74,31,41.89,39,52.7,10002
10,3,87,34,39.08,40,45.98,10003
10,4,51,17,33.33,28,54.9,10004
10,5,63,22,34.92,34,53.97,10005
10,6,76,20,26.32,53,69.74,10006
10,7,40,11,27.5,27,67.5,10007
10,8,29,10,34.48,18,62.07,10008
10,9,61,32,52.46,24,39.34,10009
10,10,92,30,32.61,60,65.22,10010
10,11,80,23,28.75,55,68.75,10011
10,12,49,15,30.61,30,61.22,10012
10,13,85,20,23.53,58,68.24,10013
10,14,87,24,27.59,59,67.82,10014
10,15,205,107,52.2,57,27.8,10015
10,16,51,33,64.71,15,29.41,10016
10,17,110,53,48.18,44,40.0,10017
10,18,39,10,25.64,22,56.41,10018
10,19,58,19,32.76,33,56.9,10019
10,20,77,28,36.36,45,58.44,10020
10,21,74,20,27.03,52,70.27,10021
10,22,26,4,15.38,21,80.77,10022
10,23,68,25,36.76,40,58.82,10023
10,24,72,30,41.67,38,52.78,10024
10,25,34,10,29.41,20,58.82,10025
10,26,59,20,33.9,33,55.93,10026
10,27,54,23,42.59,25,46.3,10027
10,28,80,28,35.0,44,55.0,10028
10,29,65,15,23.08,47,72.31,10029
10,30,53,11,20.75,37,69.81,10030
10,31,50,20,40.0,29,58.0,10031
10,32,70,19,27.14,47,67.14,10032
10,33,57,17,29.82,38,66.67,10033
10,34,36,16,44.44,16,44.44,10034
10,35,100,39,39.0,58,58.0,10035
10,36,33,10,30.3,17,51.52,10036
11,1,139,92,66.19,40,28.78,11001
11,2,5,4,80.0,1,20.0,11002
11,3,154,94,61.04,51,33.12,11003
11,4,111,66,59.46,40,36.04,11004
11,5,156,103,66.03,46,29.49,11005
11,6,188,121,64.36,55,29.26,11006
11,7,86,55,63.95,20,23.26,11007
11,8,113,59,52.21,43,38.05,11008
11,9,89,62,69.66,20,22.47,11009
11,10,91,65,71.43,17,18.68,11010
11,11,117,69,58.97,38,32.48,11011
11,12,130,93,71.54,32,24.62,11012
11,13,119,69,57.98,43,36.13,11013
11,14,39,28,71.79,8,20.51,11014
11,15,54,32,59.26,18,33.33,11015
11,16,70,51,72.86,14,20.0,11016
11,17,188,126,67.02,52,27.66,11017
11,18,96,56,58.33,32,33.33,11018
11,19,194,130,67.01,57,29.38,11019
11,20,83,62,74.7,15,18.07,11020
11,21,179,128,71.51,47,26.26,11021
11,22,142,102,71.83,35,24.65,11022
11,23,77,60,77.92,16,20.78,11023
11,24,193,147,76.17,36,18.65,11024
11,25,163,104,63.8,41,25.15,11025
11,26,156,119,76.28,30,19.23,11026
11,27,37,18,48.65,18,48.65,11027
11,28,50,32,64.0,14,28.0,11028
11,29,148,102,68.92,35,23.65,11029
11,30,68,51,75.0,13,19.12,11030
11,31,104,50,48.08,48,46.15,11031
11,32,56,33,58.93,14,25.0,11032
11,33,146,79,54.11,50,34.25,11033
11,34,48,27,56.25,18,37.5,11034
11,35,34,22,64.71,6,17.65,11035
11,36,43,31,72.09,10,23.26,11036
11,37,33,17,51.52,15,45.45,11037
11,38,68,39,57.35,27,39.71,11038
12,1,117,55,47.01,54,46.15,12001
12,2,68,30,44.12,35,51.47,12002
12,3,168,97,57.74,65,38.69,12003
12,4,127,60,47.24,63,49.61,12004
12,5,114,58,50.88,53,46.49,12005
12,6,117,57,48.72,55,47.01,12006
12,7,70,33,47.14,37,52.86,12007
12,8,115,51,44.35,61,53.04,12008
12,9,80,34,42.5,41,51.25,12009
12,10,100,40,40.0,59,59.0,12010
12,11,62,17,27.42,43,69.35,12011
12,12,75,28,37.33,41,54.67,12012
12,13,85,34,40.0,44,51.76,12013
12,14,69,19,27.54,45,65.22,12014
12,15,68,24,35.29,38,55.88,12015
12,16,41,15,36.59,26,63.41,12016
12,17,75,35,46.67,38,50.67,12017
12,18,47,15,31.91,30,63.83,12018
12,19,87,39,44.83,43,49.43,12019
12,20,85,32,37.65,51,60.0,12020
12,21,101,43,42.57,55,54.46,12021
12,22,68,21,30.88,41,60.29,12022
12,23,123,64,52.03,51,41.46,12023
13,1,83,43,51.81,34,40.96,13001
13,2,74,45,60.81,25,33.78,13002
13,3,35,17,48.57,16,45.71,13003
13,4,76,39,51.32,31,40.79,13004
13,5,64,30,46.88,30,46.88,13005
13,6,92,42,45.65,41,44.57,13006
13,7,44,22,50.0,20,45.45,13007
13,8,58,33,56.9,23,39.66,13008
13,9,64,26,40.63,31,48.44,13009
13,10,85,41,48.24,32,37.65,13010
13,11,87,40,45.98,35,40.23,13011
13,12,66,32,48.48,30,45.45,13012
13,13,76,30,39.47,43,56.58,13013
13,14,78,37,47.44,36,46.15,13014
13,15,85,36,42.35,43,50.59,13015
13,16,43,13,30.23,28,65.12,13016
13,17,77,34,44.16,35,45.45,13017
13,18,64,30,46.88,27,42.19,13018
13,19,61,20,32.79,35,57.38,13019
13,20,46,25,54.35,15,32.61,13020
13,21,99,52,52.53,36,36.36,13021
13,22,87,46,52.87,27,31.03,13022
13,23,57,28,49.12,27,47.37,13023
13,24,74,35,47.3,34,45.95,13024
13,25,57,17,29.82,38,66.67,13025
13,26,85,33,38.82,47,55.29,13026
13,27,73,34,46.58,36,49.32,13027
13,28,55,21,38.18,33,60.0,13028
13,29,48,22,45.83,21,43.75,13029
13,30,34,12,35.29,20,58.82,13030
13,31,99,64,64.65,31,31.31,13031
13,32,67,32,47.76,31,46.27,13032
13,33,94,55,58.51,28,29.79,13033
13,34,73,31,42.47,39,53.42,13034
13,35,62,32,51.61,26,41.94,13035
13,36,31,15,48.39,16,51.61,13036
13,37,139,66,47.48,56,40.29,13037
13,38,52,29,55.77,20,38.46,13038
13,39,72,37,51.39,34,47.22,13039
13,40,45,15,33.33,27,60.0,13040
13,41,86,36,41.86,46,53.49,13041
13,42,100,60,60.0,33,33.0,13042
13,43,83,48,57.83,32,38.55,13043
13,44,57,32,56.14,24,42.11,13044
13,45,77,37,48.05,32,41.56,13045
13,46,61,29,47.54,30,49.18,13046
13,47,86,28,32.56,53,61.63,13047
13,48,68,39,57.35,25,36.76,13048
14,1,129,54,41.86,58,44.96,14001
14,2,81,42,51.85,30,37.04,14002
14,3,47,13,27.66,32,68.09,14003
14,4,65,38,58.46,21,32.31,14004
14,5,59,18,30.51,41,69.49,14005
14,6,25,9,36.0,16,64.0,14006
14,7,79,28,35.44,49,62.03,14007
14,8,71,18,25.35,51,71.83,14008
14,9,71,38,53.52,30,42.25,14009
14,10,45,16,35.56,27,60.0,14010
14,11,24,12,50.0,8,33.33,14011
14,12,80,34,42.5,42,52.5,14012
14,13,66,19,28.79,43,65.15,14013
14,14,71,23,32.39,43,60.56,14014
14,15,48,13,27.08,31,64.58,14015
14,16,57,22,38.6,28,49.12,14016
14,17,36,13,36.11,22,61.11,14017
14,18,32,9,28.13,16,50.0,14018
14,19,66,24,36.36,38,57.58,14019
14,20,51,19,37.25,31,60.78,14020
14,21,41,13,31.71,28,68.29,14021
14,22,91,44,48.35,39,42.86,14022
14,23,63,28,44.44,32,50.79,14023
14,24,99,49,49.49,40,40.4,14024
14,25,30,6,20.0,23,76.67,14025
14,26,59,23,38.98,35,59.32,14026
14,27,64,23,35.94,39,60.94,14027
14,28,46,14,30.43,30,65.22,14028
14,29,49,17,34.69,27,55.1,14029
14,30,40,19,47.5,20,50.0,14030
14,31,39,9,23.08,28,71.79,14031
15,1,76,18,23.68,57,75.0,15001
15,2,56,26,46.43,16,28.57,15002
15,3,60,22,36.67,24,40.0,15003
15,4,49,12,24.49,34,69.39,15004
15,5,44,16,36.36,24,54.55,15005
15,6,51,13,25.49,36,70.59,15006
15,7,43,20,46.51,15,34.88,15007
15,8,55,13,23.64,41,74.55,15008
15,9,76,20,26.32,51,67.11,15009
15,10,113,31,27.43,74,65.49,15010
15,11,67,25,37.31,38,56.72,15011
15,12,60,19,31.67,38,63.33,15012
15,13,70,21,30.0,45,64.29,15013
15,14,45,14,31.11,28,62.22,15014
15,15,53,14,26.42,37,69.81,15015
15,16,60,22,36.67,32,53.33,15016
15,17,71,33,46.48,21,29.58,15017
15,18,42,23,54.76,14,33.33,15018
15,19,74,32,43.24,34,45.95,15019
15,20,60,27,45.0,16,26.67,15020
15,21,50,26,52.0,14,28.0,15021
15,22,66,30,45.45,22,33.33,15022
15,23,79,35,44.3,23,29.11,15023
15,24,41,19,46.34,12,29.27,15024
16,1,81,29,35.8,47,58.02,16001
16,2,76,36,47.37,27,35.53,16002
16,3,60,28,46.67,15,25.0,16003
16,4,65,35,53.85,17,26.15,16004
16,5,53,24,45.28,17,32.08,16005
16,6,67,39,58.21,19,28.36,16006
16,7,73,34,46.58,28,38.36,16007
16,8,41,16,39.02,17,41.46,16008
16,9,66,29,43.94,18,27.27,16009
16,10,76,35,46.05,23,30.26,16010
16,11,57,28,49.12,22,38.6,16011
16,12,40,13,32.5,17,42.5,16012
16,13,24,11,45.83,10,41.67,16013
16,14,56,28,50.0,16,28.57,16014
16,15,66,35,53.03,16,24.24,16015
16,16,79,41,51.9,21,26.58,16016
16,17,58,19,32.76,25,43.1,16017
16,18,59,23,38.98,23,38.98,16018
16,19,68,31,45.59,24,35.29,16019
16,20,53,23,43.4,18,33.96,16020
16,21,46,20,43.48,14,30.43,16021
16,22,48,21,43.75,19,39.58,16022
16,23,47,15,31.91,26,55.32,16023
16,24,36,18,50.0,12,33.33,16024
16,25,87,43,49.43,27,31.03,16025
16,26,44,17,38.64,14,31.82,16026
16,27,32,11,34.38,14,43.75,16027
16,28,78,31,39.74,36,46.15,16028
16,29,49,24,48.98,14,28.57,16029
16,30,54,26,48.15,14,25.93,16030
16,31,61,29,47.54,15,24.59,16031
16,32,60,18,30.0,38,63.33,16032
16,33,52,18,34.62,17,32.69,16033
16,34,67,35,52.24,15,22.39,16034
16,35,52,10,19.23,36,69.23,16035
16,36,38,13,34.21,13,34.21,16036
17,1,58,25,43.1,23,39.66,17001
17,2,84,50,59.52,19,22.62,17002
17,3,98,50,51.02,25,25.51,17003
17,4,127,71,55.91,31,24.41,17004
17,5,81,43,53.09,21,25.93,17005
17,6,69,30,43.48,28,40.58,17006
17,7,64,20,31.25,33,51.56,17007
17,8,65,22,33.85,27,41.54,17008
17,9,80,46,57.5,20,25.0,17009
17,10,114,57,50.0,28,24.56,17010
17,11,59,32,54.24,14,23.73,17011
17,12,80,36,45.0,34,42.5,17012
