ward,precinct,total,Thomas More Donnelly,Thomas More Donnelly Percent,Claudia Silva-Hernandez,Claudia Silva-Hernandez Percent,precinct_id
32,36,137,107,78.1,19,13.87,32036
32,37,160,123,76.88,27,16.88,32037
32,38,150,108,72.0,37,24.67,32038
32,39,151,115,76.16,24,15.89,32039
32,40,156,118,75.64,29,18.59,32040
32,41,163,128,78.53,20,12.27,32041
32,42,127,89,70.08,26,20.47,32042
32,43,216,164,75.93,38,17.59,32043
33,1,203,140,68.97,52,25.62,33001
33,2,212,151,71.23,45,21.23,33002
33,3,261,186,71.26,59,22.61,33003
33,4,239,154,64.44,73,30.54,33004
33,5,148,100,67.57,46,31.08,33005
33,6,138,85,61.59,43,31.16,33006
33,7,198,129,65.15,51,25.76,33007
33,8,310,273,88.06,32,10.32,33008
33,9,206,141,68.45,52,25.24,33009
33,10,141,90,63.83,31,21.99,33010
33,11,215,144,66.98,52,24.19,33011
33,12,169,112,66.27,44,26.04,33012
33,13,178,124,69.66,46,25.84,33013
33,14,89,49,55.06,28,31.46,33014
33,15,217,133,61.29,74,34.1,33015
33,16,233,136,58.37,82,35.19,33016
33,17,192,125,65.1,51,26.56,33017
33,18,231,157,67.97,60,25.97,33018
33,19,175,110,62.86,56,32.0,33019
33,20,267,202,75.66,50,18.73,33020
33,21,205,147,71.71,52,25.37,33021
33,22,173,131,75.72,36,20.81,33022
33,23,235,169,71.91,48,20.43,33023
33,24,327,282,86.24,29,8.87,33024
33,25,214,138,64.49,62,28.97,33025
33,26,136,107,78.68,27,19.85,33026
33,27,185,141,76.22,31,16.76,33027
33,28,175,136,77.71,30,17.14,33028
34,1,178,98,55.06,41,23.03,34001
34,2,133,69,51.88,38,28.57,34002
34,3,135,73,54.07,40,29.63,34003
34,4,81,46,56.79,22,27.16,34004
34,5,106,52,49.06,33,31.13,34005
34,6,148,83,56.08,47,31.76,34006
34,7,166,103,62.05,32,19.28,34007
34,8,92,43,46.74,21,22.83,34008
34,9,77,50,64.94,17,22.08,34009
34,10,153,85,55.56,46,30.07,34010
34,11,76,41,53.95,24,31.58,34011
34,12,169,87,51.48,46,27.22,34012
34,13,118,60,50.85,30,25.42,34013
34,14,96,46,47.92,30,31.25,34014
34,15,115,56,48.7,27,23.48,34015
34,16,107,59,55.14,33,30.84,34016
34,17,176,95,53.98,48,27.27,34017
34,18,70,43,61.43,16,22.86,34018
34,19,110,64,58.18,28,25.45,34019
34,20,189,115,60.85,35,18.52,34020
34,21,207,114,55.07,54,26.09,34021
34,22,145,95,65.52,25,17.24,34022
34,23,101,52,51.49,29,28.71,34023
34,24,99,64,64.65,17,17.17,34024
34,25,213,118,55.4,59,27.7,34025
34,26,157,95,60.51,32,20.38,34026
34,27,76,40,52.63,19,25.0,34027
34,28,46,24,52.17,13,28.26,34028
34,29,99,48,48.48,30,30.3,34029
34,30,172,84,48.84,48,27.91,34030
34,31,77,44,57.14,16,20.78,34031
34,32,112,60,53.57,27,24.11,34032
34,33,87,36,41.38,21,24.14,34033
34,34,157,92,58.6,40,25.48,34034
34,35,167,91,54.49,42,25.15,34035
34,36,128,77,60.16,20,15.63,34036
34,37,38,20,52.63,11,28.95,34037
34,38,47,30,63.83,6,12.77,34038
34,39,65,38,58.46,13,20.0,34039
34,40,124,62,50.0,35,28.23,34040
34,41,70,45,64.29,11,15.71,34041
34,42,141,71,50.35,36,25.53,34042
34,43,151,104,68.87,26,17.22,34043
34,44,137,72,52.55,31,22.63,34044
34,45,136,67,49.26,40,29.41,34045
34,46,113,62,54.87,30,26.55,34046
34,47,100,59,59.0,27,27.0,34047
34,48,168,95,56.55,38,22.62,34048
34,49,162,78,48.15,44,27.16,34049
34,50,98,50,51.02,25,25.51,34050
34,51,158,89,56.33,39,24.68,34051
34,52,125,62,49.6,34,27.2,34052
34,53,71,43,60.56,18,25.35,34053
35,1,181,125,69.06,49,27.07,35001
35,2,222,167,75.23,44,19.82,35002
35,3,126,77,61.11,42,33.33,35003
35,4,163,109,66.87,45,27.61,35004
35,5,141,95,67.38,41,29.08,35005
35,6,148,118,79.73,23,15.54,35006
35,7,194,142,73.2,41,21.13,35007
35,8,167,121,72.46,40,23.95,35008
35,9,112,63,56.25,37,33.04,35009
35,10,209,162,77.51,39,18.66,35010
35,11,209,161,77.03,44,21.05,35011
35,12,74,26,35.14,44,59.46,35012
35,13,71,30,42.25,38,53.52,35013
35,14,104,41,39.42,59,56.73,35014
35,15,207,151,72.95,48,23.19,35015
35,16,35,7,20.0,25,71.43,35016
35,17,194,143,73.71,44,22.68,35017
35,18,82,34,41.46,40,48.78,35018
35,19,60,26,43.33,27,45.0,35019
35,20,122,66,54.1,45,36.89,35020
35,21,162,96,59.26,61,37.65,35021
35,22,171,121,70.76,40,23.39,35022
35,23,167,102,61.08,54,32.34,35023
35,24,141,102,72.34,33,23.4,35024
35,25,153,122,79.74,29,18.95,35025
35,26,117,81,69.23,24,20.51,35026
35,27,139,92,66.19,40,28.78,35027
35,28,177,126,71.19,44,24.86,35028
35,29,109,64,58.72,34,31.19,35029
35,30,111,64,57.66,36,32.43,35030
35,31,172,124,72.09,35,20.35,35031
36,1,92,32,34.78,54,58.7,36001
36,2,76,22,28.95,47,61.84,36002
36,3,78,39,50.0,32,41.03,36003
36,4,72,26,36.11,37,51.39,36004
36,5,81,34,41.98,40,49.38,36005
36,6,58,16,27.59,38,65.52,36006
36,7,129,77,59.69,37,28.68,36007
36,8,51,16,31.37,33,64.71,36008
36,9,65,18,27.69,39,60.0,36009
36,10,99,38,38.38,49,49.49,36010
36,11,56,16,28.57,38,67.86,36011
36,12,59,22,37.29,36,61.02,36012
36,13,68,20,29.41,46,67.65,36013
36,14,122,67,54.92,44,36.07,36014
36,15,115,61,53.04,45,39.13,36015
36,16,110,62,56.36,43,39.09,36016
36,17,135,63,46.67,61,45.19,36017
36,18,131,66,50.38,50,38.17,36018
36,19,114,53,46.49,50,43.86,36019
36,20,112,56,50.0,54,48.21,36020
36,21,72,16,22.22,50,69.44,36021
36,22,48,15,31.25,30,62.5,36022
36,23,43,11,25.58,30,69.77,36023
36,24,106,41,38.68,57,53.77,36024
36,25,67,14,20.9,50,74.63,36025
36,26,84,33,39.29,45,53.57,36026
36,27,84,28,33.33,45,53.57,36027
36,28,81,36,44.44,35,43.21,36028
36,29,106,55,51.89,44,41.51,36029
36,30,100,47,47.0,45,45.0,36030
37,1,109,61,55.96,33,30.28,37001
37,2,57,23,40.35,23,40.35,37002
37,3,50,23,46.0,18,36.0,37003
37,4,55,24,43.64,24,43.64,37004
37,5,115,70,60.87,25,21.74,37005
37,6,98,42,42.86,34,34.69,37006
37,7,68,44,64.71,16,23.53,37007
37,8,53,34,64.15,13,24.53,37008
37,9,78,39,50.0,25,32.05,37009
37,10,112,58,51.79,36,32.14,37010
37,11,50,28,56.0,13,26.0,37011
37,12,59,29,49.15,21,35.59,37012
37,13,62,34,54.84,19,30.65,37013
37,14,97,51,52.58,27,27.84,37014
37,15,82,49,59.76,18,21.95,37015
37,16,113,58,51.33,31,27.43,37016
37,17,62,36,58.06,11,17.74,37017
37,18,79,42,53.16,18,22.78,37018
37,19,68,41,60.29,19,27.94,37019
37,20,59,30,50.85,20,33.9,37020
37,21,55,31,56.36,18,32.73,37021
37,22,61,25,40.98,24,39.34,37022
37,23,91,34,37.36,35,38.46,37023
37,24,104,55,52.88,31,29.81,37024
37,25,83,43,51.81,23,27.71,37025
37,26,130,73,56.15,36,27.69,37026
37,27,87,44,50.57,21,24.14,37027
37,28,66,32,48.48,24,36.36,37028
37,29,72,37,51.39,23,31.94,37029
37,30,68,40,58.82,15,22.06,37030
37,31,96,56,58.33,17,17.71,37031
37,32,88,44,50.0,28,31.82,37032
37,33,100,59,59.0,24,24.0,37033
37,34,84,42,50.0,28,33.33,37034
37,35,117,58,49.57,35,29.91,37035
37,36,66,28,42.42,26,39.39,37036
37,37,63,29,46.03,17,26.98,37037
37,38,128,74,57.81,30,23.44,37038
37,39,81,48,59.26,19,23.46,37039
37,40,103,59,57.28,23,22.33,37040
37,41,103,54,52.43,28,27.18,37041
38,1,121,85,70.25,25,20.66,38001
38,2,101,61,60.4,27,26.73,38002
38,3,92,51,55.43,33,35.87,38003
38,4,102,56,54.9,40,39.22,38004
38,5,91,59,64.84,30,32.97,38005
38,6,74,41,55.41,27,36.49,38006
38,7,94,55,58.51,31,32.98,38007
38,8,83,40,48.19,26,31.33,38008
38,9,122,72,59.02,42,34.43,38009
38,10,92,40,43.48,38,41.3,38010
38,11,109,71,65.14,29,26.61,38011
38,12,90,53,58.89,26,28.89,38012
38,13,114,69,60.53,39,34.21,38013
38,14,129,88,68.22,31,24.03,38014
38,15,105,56,53.33,40,38.1,38015
38,16,95,58,61.05,31,32.63,38016
38,17,110,64,58.18,33,30.0,38017
38,18,122,79,64.75,30,24.59,38018
38,19,137,83,60.58,37,27.01,38019
38,20,90,55,61.11,27,30.0,38020
38,21,125,75,60.0,41,32.8,38021
38,22,127,83,65.35,36,28.35,38022
38,23,134,89,66.42,33,24.63,38023
38,24,98,57,58.16,29,29.59,38024
38,25,108,71,65.74,26,24.07,38025
38,26,115,67,58.26,32,27.83,38026
38,27,94,51,54.26,34,36.17,38027
38,28,104,62,59.62,33,31.73,38028
38,29,118,63,53.39,47,39.83,38029
38,30,88,54,61.36,25,28.41,38030
38,31,169,114,67.46,42,24.85,38031
38,32,105,71,67.62,27,25.71,38032
38,33,92,59,64.13,29,31.52,38033
38,34,132,91,68.94,31,23.48,38034
38,35,118,61,51.69,46,38.98,38035
38,36,108,69,63.89,29,26.85,38036
38,37,114,63,55.26,41,35.96,38037
38,38,107,56,52.34,41,38.32,38038
38,39,146,92,63.01,38,26.03,38039
38,40,153,88,57.52,51,33.33,38040
38,41,171,119,69.59,37,21.64,38041
39,1,127,79,62.2,33,25.98,39001
39,2,124,81,65.32,28,22.58,39002
39,3,176,135,76.7,30,17.05,39003
39,4,135,94,69.63,27,20.0,39004
39,5,159,111,69.81,39,24.53,39005
39,6,132,91,68.94,29,21.97,39006
39,7,133,97,72.93,29,21.8,39007
39,8,166,96,57.83,55,33.13,39008
39,9,105,54,51.43,41,39.05,39009
39,10,90,60,66.67,24,26.67,39010
39,11,133,89,66.92,32,24.06,39011
39,12,183,119,65.03,53,28.96,39012
39,13,112,70,62.5,34,30.36,39013
39,14,147,95,64.63,44,29.93,39014
39,15,138,87,63.04,27,19.57,39015
39,16,85,47,55.29,29,34.12,39016
39,17,211,153,72.51,43,20.38,39017
39,18,156,94,60.26,48,30.77,39018
39,19,163,107,65.64,36,22.09,39019
39,20,166,121,72.89,33,19.88,39020
39,21,121,75,61.98,37,30.58,39021
39,22,92,53,57.61,26,28.26,39022
39,23,136,99,72.79,27,19.85,39023
39,24,180,115,63.89,46,25.56,39024
39,25,91,69,75.82,17,18.68,39025
39,26,109,80,73.39,18,16.51,39026
39,27,30,20,66.67,5,16.67,39027
39,28,220,135,61.36,60,27.27,39028
39,29,68,43,63.24,18,26.47,39029
39,30,157,105,66.88,40,25.48,39030
39,31,95,61,64.21,28,29.47,39031
39,32,124,82,66.13,34,27.42,39032
39,33,134,93,69.4,31,23.13,39033
39,34,140,84,60.0,42,30.0,39034
39,35,159,120,75.47,29,18.24,39035
39,36,48,23,47.92,15,31.25,39036
39,37,162,112,69.14,23,14.2,39037
39,38,119,91,76.47,18,15.13,39038
39,39,81,45,55.56,24,29.63,39039
39,40,123,80,65.04,29,23.58,39040
39,41,161,125,77.64,23,14.29,39041
39,42,177,120,67.8,40,22.6,39042
39,43,137,101,73.72,28,20.44,39043
39,44,109,73,66.97,29,26.61,39044
39,45,147,94,63.95,31,21.09,39045
40,1,119,76,63.87,34,28.57,40001
40,2,154,106,68.83,32,20.78,40002
40,3,243,178,73.25,49,20.16,40003
40,4,92,68,73.91,23,25.0,40004
40,5,226,176,77.88,36,15.93,40005
40,6,254,193,75.98,48,18.9,40006
40,7,226,176,77.88,30,13.27,40007
40,8,325,237,72.92,72,22.15,40008
40,9,109,65,59.63,33,30.28,40009
40,10,117,79,67.52,31,26.5,40010
40,11,224,179,79.91,33,14.73,40011
40,12,172,125,72.67,36,20.93,40012
40,13,321,246,76.64,48,14.95,40013
40,14,130,80,61.54,37,28.46,40014
40,15,127,84,66.14,26,20.47,40015
40,16,297,228,76.77,57,19.19,40016
40,17,182,138,75.82,29,15.93,40017
40,18,98,61,62.24,25,25.51,40018
40,19,170,106,62.35,47,27.65,40019
40,20,141,95,67.38,31,21.99,40020
40,21,260,179,68.85,59,22.69,40021
40,22,260,206,79.23,34,13.08,40022
40,23,318,230,72.33,67,21.07,40023
40,24,125,83,66.4,34,27.2,40024
40,25,276,208,75.36,48,17.39,40025
40,26,227,172,75.77,40,17.62,40026
40,27,213,139,65.26,55,25.82,40027
40,28,202,159,78.71,30,14.85,40028
40,29,184,149,80.98,27,14.67,40029
40,30,166,136,81.93,23,13.86,40030
40,31,280,220,78.57,44,15.71,40031
40,32,222,174,78.38,34,15.32,40032
40,33,247,205,83.0,28,11.34,40033
40,34,143,104,72.73,28,19.58,40034
40,35,69,39,56.52,23,33.33,40035
40,36,168,132,78.57,19,11.31,40036
40,37,165,127,76.97,32,19.39,40037
40,38,247,200,80.97,32,12.96,40038
40,39,34,21,61.76,9,26.47,40039
41,1,109,64,58.72,28,25.69,41001
41,2,107,78,72.9,21,19.63,41002
41,3,120,73,60.83,38,31.67,41003
41,4,131,103,78.63,15,11.45,41004
41,5,134,89,66.42,34,25.37,41005
41,6,190,155,81.58,23,12.11,41006
41,7,114,81,71.05,20,17.54,41007
41,8,110,74,67.27,29,26.36,41008
41,9,107,60,56.07,35,32.71,41009
41,10,152,107,70.39,32,21.05,41010
41,11,126,83,65.87,30,23.81,41011
41,12,102,60,58.82,28,27.45,41012
41,13,108,63,58.33,27,25.0,41013
41,14,191,151,79.06,26,13.61,41014
41,15,169,119,70.41,38,22.49,41015
41,16,105,82,78.1,14,13.33,41016
41,17,106,64,60.38,29,27.36,41017
41,18,101,67,66.34,31,30.69,41018
41,19,160,123,76.88,27,16.88,41019
41,20,63,37,58.73,20,31.75,41020
41,21,126,80,63.49,37,29.37,41021
41,22,156,99,63.46,39,25.0,41022
41,23,96,61,63.54,21,21.88,41023
41,24,101,66,65.35,26,25.74,41024
41,25,53,34,64.15,14,26.42,41025
41,26,118,75,63.56,21,17.8,41026
41,27,61,36,59.02,20,32.79,41027
41,28,74,35,47.3,27,36.49,41028
41,29,43,23,53.49,12,27.91,41029
41,30,125,69,55.2,40,32.0,41030
41,31,116,89,76.72,16,13.79,41031
41,32,109,71,65.14,30,27.52,41032
41,33,94,64,68.09,21,22.34,41033
41,34,101,62,61.39,30,29.7,41034
41,35,150,99,66.0,35,23.33,41035
41,36,116,79,68.1,31,26.72,41036
41,37,142,100,70.42,29,20.42,41037
41,38,110,71,64.55,30,27.27,41038
41,39,143,101,70.63,30,20.98,41039
41,40,129,90,69.77,26,20.16,41040
41,41,96,58,60.42,27,28.13,41041
41,42,97,60,61.86,20,20.62,41042
41,43,111,66,59.46,35,31.53,41043
41,44,111,79,71.17,21,18.92,41044
41,45,125,87,69.6,24,19.2,41045
41,46,122,75,61.48,33,27.05,41046
41,47,148,98,66.22,32,21.62,41047
42,1,181,145,80.11,28,15.47,42001
42,2,106,78,73.58,21,19.81,42002
42,3,153,101,66.01,38,24.84,42003
42,4,252,171,67.86,55,21.83,42004
42,5,128,101,78.91,18,14.06,42005
42,6,207,137,66.18,50,24.15,42006
42,7,165,128,77.58,19,11.52,42007
42,8,162,103,63.58,42,25.93,42008
42,9,139,80,57.55,38,27.34,42009
42,10,202,149,73.76,35,17.33,42010
42,11,112,66,58.93,33,29.46,42011
42,12,141,105,74.47,25,17.73,42012
42,13,191,124,64.92,47,24.61,42013
42,14,146,102,69.86,33,22.6,42014
42,15,138,92,66.67,39,28.26,42015
42,16,142,99,69.72,31,21.83,42016
42,17,149,108,72.48,28,18.79,42017
42,18,113,80,70.8,28,24.78,42018
42,19,209,156,74.64,31,14.83,42019
42,20,117,97,82.91,15,12.82,42020
42,21,135,96,71.11,33,24.44,42021
42,22,64,55,85.94,9,14.06,42022
42,23,146,105,71.92,31,21.23,42023
42,24,134,97,72.39,20,14.93,42024
42,25,129,86,66.67,34,26.36,42025
42,26,184,122,66.3,47,25.54,42026
42,27,122,74,60.66,33,27.05,42027
42,28,199,127,63.82,51,25.63,42028
42,29,213,150,70.42,46,21.6,42029
42,30,166,115,69.28,31,18.67,42030
42,31,167,122,73.05,30,17.96,42031
42,32,99,69,69.7,21,21.21,42032
42,33,193,136,70.47,39,20.21,42033
42,34,140,105,75.0,22,15.71,42034
42,35,190,127,66.84,46,24.21,42035
42,36,165,127,76.97,32,19.39,42036
42,37,86,55,63.95,20,23.26,42037
42,38,103,76,73.79,21,20.39,42038
42,39,121,95,78.51,18,14.88,42039
42,40,146,87,59.59,48,32.88,42040
42,41,154,99,64.29,44,28.57,42041
42,42,234,160,68.38,53,22.65,42042
43,1,83,55,66.27,20,24.1,43001
43,2,176,148,84.09,24,13.64,43002
43,3,151,126,83.44,19,12.58,43003
43,4,141,111,78.72,26,18.44,43004
43,5,157,129,82.17,19,12.1,43005
43,6,122,87,71.31,31,25.41,43006
43,7,121,94,77.69,16,13.22,43007
43,8,112,88,78.57,21,18.75,43008
43,9,161,116,72.05,33,20.5,43009
43,10,185,148,80.0,27,14.59,43010
43,11,100,84,84.0,12,12.0,43011
43,12,89,66,74.16,13,14.61,43012
43,13,165,107,64.85,44,26.67,43013
43,14,159,133,83.65,24,15.09,43014
43,15,143,111,77.62,24,16.78,43015
43,16,177,131,74.01,35,19.77,43016
43,17,123,91,73.98,21,17.07,43017
43,18,171,131,76.61,22,12.87,43018
43,19,156,122,78.21,27,17.31,43019
43,20,201,160,79.6,34,16.92,43020
43,21,140,117,83.57,17,12.14,43021
43,22,119,85,71.43,22,18.49,43022
43,23,102,81,79.41,17,16.67,43023
43,24,129,79,61.24,35,27.13,43024
43,25,176,125,71.02,43,24.43,43025
43,26,144,105,72.92,30,20.83,43026
43,27,162,126,77.78,22,13.58,43027
43,28,139,96,69.06,33,23.74,43028
43,29,195,151,77.44,31,15.9,43029
43,30,150,115,76.67,28,18.67,43030
43,31,145,93,64.14,41,28.28,43031
43,32,144,113,78.47,25,17.36,43032
43,33,192,145,75.52,25,13.02,43033
43,34,106,85,80.19,12,11.32,43034
43,35,187,153,81.82,22,11.76,43035
43,36,73,52,71.23,18,24.66,43036
43,37,127,91,71.65,34,26.77,43037
43,38,128,99,77.34,16,12.5,43038
43,39,94,68,72.34,19,20.21,43039
43,40,97,62,63.92,24,24.74,43040
43,41,157,122,77.71,19,12.1,43041
43,42,144,101,70.14,25,17.36,43042
43,43,173,143,82.66,17,9.83,43043
43,44,146,110,75.34,28,19.18,43044
43,45,113,94,83.19,14,12.39,43045
43,46,82,76,92.68,4,4.88,43046
44,1,284,194,68.31,65,22.89,44001
44,2,174,132,75.86,29,16.67,44002
44,3,148,118,79.73,20,13.51,44003
44,4,171,132,77.19,32,18.71,44004
44,5,169,112,66.27,40,23.67,44005
44,6,204,166,81.37,27,13.24,44006
44,7,150,112,74.67,28,18.67,44007
44,8,217,160,73.73,41,18.89,44008
44,9,142,99,69.72,30,21.13,44009
44,10,147,113,76.87,29,19.73,44010
44,11,167,134,80.24,26,15.57,44011
44,12,236,172,72.88,47,19.92,44012
44,13,128,90,70.31,28,21.88,44013
44,14,161,124,77.02,26,16.15,44014
44,15,183,134,73.22,32,17.49,44015
44,16,191,153,80.1,28,14.66,44016
44,17,260,197,75.77,40,15.38,44017
44,18,176,123,69.89,29,16.48,44018
44,19,264,206,78.03,47,17.8,44019
44,20,189,139,73.54,36,19.05,44020
44,21,187,137,73.26,39,20.86,44021
44,22,179,129,72.07,39,21.79,44022
44,23,149,109,73.15,32,21.48,44023
44,24,161,122,75.78,27,16.77,44024
44,25,215,156,72.56,41,19.07,44025
44,26,211,144,68.25,54,25.59,44026
44,27,181,135,74.59,38,20.99,44027
44,28,179,133,74.3,35,19.55,44028
44,29,195,146,74.87,37,18.97,44029
44,30,202,147,72.77,42,20.79,44030
44,31,113,82,72.57,22,19.47,44031
44,32,163,122,74.85,33,20.25,44032
44,33,200,151,75.5,40,20.0,44033
44,34,214,148,69.16,49,22.9,44034
44,35,217,162,74.65,38,17.51,44035
44,36,172,132,76.74,36,20.93,44036
44,37,254,193,75.98,45,17.72,44037
44,38,155,100,64.52,38,24.52,44038
44,39,181,138,76.24,29,16.02,44039
44,40,165,131,79.39,31,18.79,44040
44,41,230,148,64.35,63,27.39,44041
45,1,163,121,74.23,32,19.63,45001
45,2,186,138,74.19,36,19.35,45002
45,3,177,121,68.36,44,24.86,45003
45,4,212,164,77.36,34,16.04,45004
45,5,182,130,71.43,38,20.88,45005
45,6,264,194,73.48,52,19.7,45006
45,7,253,178,70.36,57,22.53,45007
45,8,146,98,67.12,38,26.03,45008
45,9,132,77,58.33,44,33.33,45009
45,10,147,96,65.31,40,27.21,45010
45,11,81,50,61.73,26,32.1,45011
45,12,124,80,64.52,35,28.23,45012
45,13,136,85,62.5,29,21.32,45013
45,14,199,123,61.81,51,25.63,45014
45,15,219,156,71.23,41,18.72,45015
45,16,155,116,74.84,29,18.71,45016
45,17,159,120,75.47,30,18.87,45017
45,18,147,92,62.59,39,26.53,45018
45,19,65,43,66.15,21,32.31,45019
45,20,86,51,59.3,30,34.88,45020
45,21,126,79,62.7,36,28.57,45021
45,22,91,58,63.74,25,27.47,45022
45,23,106,83,78.3,15,14.15,45023
45,24,79,54,68.35,20,25.32,45024
45,25,94,57,60.64,29,30.85,45025
45,26,74,46,62.16,21,28.38,45026
45,27,116,77,66.38,22,18.97,45027
45,28,99,62,62.63,26,26.26,45028
45,29,83,50,60.24,23,27.71,45029
45,30,122,70,57.38,44,36.07,45030
45,31,117,76,64.96,32,27.35,45031
45,32,114,64,56.14,28,24.56,45032
45,33,112,72,64.29,29,25.89,45033
45,34,139,88,63.31,35,25.18,45034
45,35,156,117,75.0,28,17.95,45035
45,36,165,113,68.48,37,22.42,45036
45,37,136,89,65.44,37,27.21,45037
45,38,114,79,69.3,25,21.93,45038
45,39,130,83,63.85,39,30.0,45039
45,40,111,65,58.56,35,31.53,45040
45,41,106,65,61.32,25,23.58,45041
45,42,135,88,65.19,32,23.7,45042
45,43,113,65,57.52,33,29.2,45043
45,44,146,96,65.75,41,28.08,45044
45,45,59,31,52.54,17,28.81,45045
45,46,76,45,59.21,22,28.95,45046
45,47,85,52,61.18,26,30.59,45047
45,48,88,56,63.64,23,26.14,45048
46,1,141,92,65.25,36,25.53,46001
46,2,217,154,70.97,40,18.43,46002
46,3,262,196,74.81,45,17.18,46003
46,4,217,161,74.19,42,19.35,46004
46,5,215,163,75.81,41,19.07,46005
46,6,179,117,65.36,45,25.14,46006
46,7,243,162,66.67,63,25.93,46007
46,8,134,85,63.43,24,17.91,46008
46,9,225,164,72.89,43,19.11,46009
46,10,258,174,67.44,63,24.42,46010
46,11,168,110,65.48,44,26.19,46011
46,12,249,191,76.71,49,19.68,46012
46,13,220,158,71.82,46,20.91,46013
46,14,136,83,61.03,36,26.47,46014
46,15,188,144,76.6,33,17.55,46015
46,16,277,231,83.39,27,9.75,46016
46,17,215,137,63.72,61,28.37,46017
46,18,203,136,67.0,53,26.11,46018
46,19,153,102,66.67,39,25.49,46019
46,20,179,125,69.83,38,21.23,46020
46,21,94,64,68.09,21,22.34,46021
46,22,129,94,72.87,27,20.93,46022
46,23,175,124,70.86,36,20.57,46023
46,24,288,201,69.79,61,21.18,46024
46,25,210,157,74.76,40,19.05,46025
46,26,231,163,70.56,57,24.68,46026
46,27,220,158,71.82,45,20.45,46027
46,28,186,146,78.49,25,13.44,46028
46,29,148,102,68.92,32,21.62,46029
46,30,180,114,63.33,47,26.11,46030
46,31,195,139,71.28,45,23.08,46031
46,32,76,51,67.11,19,25.0,46032
46,33,222,158,71.17,46,20.72,46033
46,34,237,180,75.95,44,18.57,46034
46,35,160,108,67.5,39,24.38,46035
46,36,213,139,65.26,51,23.94,46036
46,37,135,85,62.96,33,24.44,46037
46,38,174,119,68.39,43,24.71,46038
46,39,169,98,57.99,53,31.36,46039
46,40,219,166,75.8,40,18.26,46040
47,1,146,121,82.88,15,10.27,47001
47,2,179,152,84.92,21,11.73,47002
47,3,190,136,71.58,40,21.05,47003
47,4,228,179,78.51,36,15.79,47004
47,5,263,212,80.61,35,13.31,47005
47,6,215,156,72.56,47,21.86,47006
47,7,176,123,69.89,37,21.02,47007
47,8,215,165,76.74,35,16.28,47008
47,9,165,130,78.79,27,16.36,47009
47,10,305,236,77.38,48,15.74,47010
47,11,189,127,67.2,44,23.28,47011
47,12,222,161,72.52,42,18.92,47012
47,13,256,209,81.64,38,14.84,47013
47,14,206,163,79.13,29,14.08,47014
47,15,292,237,81.16,42,14.38,47015
47,16,195,144,73.85,42,21.54,47016
47,17,216,147,68.06,51,23.61,47017
47,18,203,169,83.25,29,14.29,47018
47,19,367,276,75.2,60,16.35,47019
47,20,231,182,78.79,39,16.88,47020
47,21,258,202,78.29,33,12.79,47021
47,22,279,232,83.15,33,11.83,47022
47,23,258,193,74.81,57,22.09,47023
47,24,252,203,80.56,37,14.68,47024
47,25,251,194,77.29,44,17.53,47025
47,26,295,223,75.59,53,17.97,47026
47,27,220,171,77.73,33,15.0,47027
47,28,223,165,73.99,42,18.83,47028
47,29,238,176,73.95,47,19.75,47029
47,30,290,234,80.69,33,11.38,47030
47,31,252,193,76.59,48,19.05,47031
47,32,317,265,83.6,39,12.3,47032
47,33,181,138,76.24,31,17.13,47033
47,34,233,172,73.82,42,18.03,47034
47,35,144,111,77.08,28,19.44,47035
47,36,269,223,82.9,37,13.75,47036
47,37,212,172,81.13,28,13.21,47037
47,38,242,192,79.34,40,16.53,47038
47,39,276,213,77.17,36,13.04,47039
47,40,198,169,85.35,26,13.13,47040
47,41,259,205,79.15,43,16.6,47041
47,42,228,190,83.33,28,12.28,47042
47,43,174,127,72.99,37,21.26,47043
47,44,178,117,65.73,44,24.72,47044
47,45,262,214,81.68,34,12.98,47045
47,46,100,71,71.0,19,19.0,47046
47,47,219,169,77.17,42,19.18,47047
47,48,23,11,47.83,7,30.43,47048
48,1,244,187,76.64,42,17.21,48001
48,2,99,85,85.86,12,12.12,48002
48,3,208,149,71.63,34,16.35,48003
48,4,231,167,72.29,46,19.91,48004
48,5,198,166,83.84,23,11.62,48005
48,6,210,151,71.9,42,20.0,48006
48,7,272,222,81.62,35,12.87,48007
48,8,118,82,69.49,23,19.49,48008
48,9,148,95,64.19,37,25.0,48009
48,10,351,281,80.06,47,13.39,48010
48,11,204,166,81.37,27,13.24,48011
48,12,265,201,75.85,42,15.85,48012
48,13,261,177,67.82,57,21.84,48013
48,14,106,72,67.92,24,22.64,48014
48,15,102,64,62.75,32,31.37,48015
48,16,210,139,66.19,52,24.76,48016
48,17,224,149,66.52,48,21.43,48017
48,18,134,66,49.25,50,37.31,48018
48,19,191,145,75.92,32,16.75,48019
48,20,259,195,75.29,46,17.76,48020
48,21,236,167,70.76,51,21.61,48021
48,22,204,125,61.27,53,25.98,48022
48,23,270,192,71.11,56,20.74,48023
48,24,181,112,61.88,51,28.18,48024
48,25,211,169,80.09,26,12.32,48025
48,26,89,59,66.29,20,22.47,48026
48,27,128,91,71.09,20,15.63,48027
48,28,211,117,55.45,66,31.28,48028
48,29,127,78,61.42,30,23.62,48029
48,30,207,165,79.71,33,15.94,48030
48,31,207,137,66.18,52,25.12,48031
48,32,181,133,73.48,35,19.34,48032
48,33,122,84,68.85,25,20.49,48033
48,34,192,149,77.6,30,15.63,48034
48,35,115,70,60.87,31,26.96,48035
