ward,precinct,total,MATTHEW E. COGHLAN,MATTHEW E. COGHLAN Percent,THOMAS MORE DONNELLY,THOMAS MORE DONNELLY Percent,LAURA MARIE SULLIVAN,LAURA MARIE SULLIVAN Percent,BEVERLY SUSLER PARKHURST,BEVERLY SUSLER PARKHURST Percent,precinct_id
17,1,62,12,19.35,26,41.94,16,25.81,8,12.9,17001
17,2,153,14,9.15,94,61.44,23,15.03,22,14.38,17002
17,3,133,9,6.77,93,69.92,18,13.53,13,9.77,17003
17,4,218,27,12.39,148,67.89,24,11.01,19,8.72,17004
17,5,142,33,23.24,49,34.51,38,26.76,22,15.49,17005
17,6,126,24,19.05,82,65.08,14,11.11,6,4.76,17006
17,7,168,24,14.29,89,52.98,37,22.02,18,10.71,17007
17,8,92,22,23.91,42,45.65,22,23.91,6,6.52,17008
17,9,113,26,23.01,46,40.71,28,24.78,13,11.5,17009
17,10,160,21,13.13,81,50.63,42,26.25,16,10.0,17010
17,11,124,40,32.26,41,33.06,27,21.77,16,12.9,17011
17,12,152,14,9.21,93,61.18,34,22.37,11,7.24,17012
17,13,122,17,13.93,52,42.62,30,24.59,23,18.85,17013
17,14,125,16,12.8,67,53.6,31,24.8,11,8.8,17014
17,15,158,23,14.56,75,47.47,43,27.22,17,10.76,17015
17,16,144,22,15.28,74,51.39,32,22.22,16,11.11,17016
17,17,108,15,13.89,51,47.22,33,30.56,9,8.33,17017
17,18,144,23,15.97,87,60.42,22,15.28,12,8.33,17018
17,19,73,13,17.81,36,49.32,16,21.92,8,10.96,17019
17,20,140,21,15.0,82,58.57,20,14.29,17,12.14,17020
17,21,217,20,9.22,127,58.53,40,18.43,30,13.82,17021
17,22,139,9,6.47,97,69.78,22,15.83,11,7.91,17022
17,23,126,15,11.9,79,62.7,22,17.46,10,7.94,17023
17,24,140,13,9.29,93,66.43,22,15.71,12,8.57,17024
17,25,85,12,14.12,44,51.76,17,20.0,12,14.12,17025
17,26,167,24,14.37,65,38.92,54,32.34,24,14.37,17026
17,27,163,20,12.27,96,58.9,36,22.09,11,6.75,17027
17,28,119,23,19.33,51,42.86,30,25.21,15,12.61,17028
17,29,153,20,13.07,84,54.9,28,18.3,21,13.73,17029
17,30,145,19,13.1,76,52.41,38,26.21,12,8.28,17030
17,31,83,10,12.05,39,46.99,29,34.94,5,6.02,17031
17,32,132,27,20.45,58,43.94,40,30.3,7,5.3,17032
17,33,131,15,11.45,85,64.89,17,12.98,14,10.69,17033
17,34,124,36,29.03,55,44.35,17,13.71,16,12.9,17034
17,35,93,18,19.35,45,48.39,17,18.28,13,13.98,17035
17,36,100,22,22.0,40,40.0,27,27.0,11,11.0,17036
17,37,138,17,12.32,67,48.55,37,26.81,17,12.32,17037
17,38,126,21,16.67,61,48.41,31,24.6,13,10.32,17038
17,39,122,15,12.3,72,59.02,27,22.13,8,6.56,17039
17,40,104,15,14.42,44,42.31,35,33.65,10,9.62,17040
17,41,100,28,28.0,34,34.0,23,23.0,15,15.0,17041
17,42,79,12,15.19,44,55.7,17,21.52,6,7.59,17042
17,43,94,16,17.02,51,54.26,14,14.89,13,13.83,17043
17,44,162,21,12.96,102,62.96,26,16.05,13,8.02,17044
17,45,258,54,20.93,120,46.51,66,25.58,18,6.98,17045
17,46,140,28,20.0,67,47.86,36,25.71,9,6.43,17046
17,47,110,15,13.64,71,64.55,13,11.82,11,10.0,17047
17,48,121,15,12.4,66,54.55,27,22.31,13,10.74,17048
17,49,98,12,12.24,64,65.31,14,14.29,8,8.16,17049
17,50,120,23,19.17,46,38.33,37,30.83,14,11.67,17050
17,51,138,22,15.94,70,50.72,29,21.01,17,12.32,17051
17,52,205,36,17.56,100,48.78,50,24.39,19,9.27,17052
17,53,170,18,10.59,116,68.24,22,12.94,14,8.24,17053
17,54,188,22,11.7,107,56.91,37,19.68,22,11.7,17054
17,55,106,18,16.98,60,56.6,24,22.64,4,3.77,17055
18,1,131,72,54.96,28,21.37,18,13.74,13,9.92,18001
18,2,149,86,57.72,24,16.11,24,16.11,15,10.07,18002
18,3,144,61,42.36,39,27.08,30,20.83,14,9.72,18003
18,4,210,85,40.48,49,23.33,50,23.81,26,12.38,18004
18,5,104,33,31.73,26,25.0,27,25.96,18,17.31,18005
18,6,145,60,41.38,38,26.21,33,22.76,14,9.66,18006
18,7,94,55,58.51,16,17.02,18,19.15,5,5.32,18007
18,8,101,29,28.71,25,24.75,34,33.66,13,12.87,18008
18,9,155,66,42.58,27,17.42,29,18.71,33,21.29,18009
18,10,231,86,37.23,52,22.51,61,26.41,32,13.85,18010
18,11,112,53,47.32,31,27.68,18,16.07,10,8.93,18011
18,12,157,59,37.58,49,31.21,35,22.29,14,8.92,18012
18,13,173,58,33.53,40,23.12,55,31.79,20,11.56,18013
18,14,201,96,47.76,34,16.92,51,25.37,20,9.95,18014
18,15,111,47,42.34,33,29.73,23,20.72,8,7.21,18015
18,16,143,62,43.36,32,22.38,29,20.28,20,13.99,18016
18,17,173,99,57.23,34,19.65,34,19.65,6,3.47,18017
18,18,203,48,23.65,73,35.96,52,25.62,30,14.78,18018
18,19,92,46,50.0,25,27.17,16,17.39,5,5.43,18019
18,20,149,41,27.52,42,28.19,46,30.87,20,13.42,18020
18,21,178,82,46.07,34,19.1,47,26.4,15,8.43,18021
18,22,142,62,43.66,27,19.01,36,25.35,17,11.97,18022
18,23,129,69,53.49,24,18.6,28,21.71,8,6.2,18023
18,24,171,58,33.92,44,25.73,46,26.9,23,13.45,18024
18,25,157,43,27.39,65,41.4,30,19.11,19,12.1,18025
18,26,185,39,21.08,76,41.08,47,25.41,23,12.43,18026
18,27,114,34,29.82,34,29.82,24,21.05,22,19.3,18027
18,28,105,49,46.67,20,19.05,22,20.95,14,13.33,18028
18,29,102,47,46.08,25,24.51,21,20.59,9,8.82,18029
18,30,190,49,25.79,80,42.11,38,20.0,23,12.11,18030
18,31,101,41,40.59,22,21.78,29,28.71,9,8.91,18031
18,32,185,104,56.22,33,17.84,24,12.97,24,12.97,18032
18,33,125,59,47.2,22,17.6,26,20.8,18,14.4,18033
18,34,219,95,43.38,45,20.55,48,21.92,31,14.16,18034
18,35,184,94,51.09,44,23.91,33,17.93,13,7.07,18035
18,36,100,53,53.0,19,19.0,22,22.0,6,6.0,18036
18,37,97,47,48.45,23,23.71,20,20.62,7,7.22,18037
18,38,173,51,29.48,59,34.1,50,28.9,13,7.51,18038
18,39,140,35,25.0,41,29.29,40,28.57,24,17.14,18039
18,40,192,78,40.63,53,27.6,38,19.79,23,11.98,18040
18,41,133,44,33.08,44,33.08,30,22.56,15,11.28,18041
18,42,119,42,35.29,40,33.61,27,22.69,10,8.4,18042
18,43,115,40,34.78,43,37.39,20,17.39,12,10.43,18043
18,44,154,55,35.71,37,24.03,44,28.57,18,11.69,18044
18,45,179,51,28.49,56,31.28,40,22.35,32,17.88,18045
18,46,128,43,33.59,37,28.91,23,17.97,25,19.53,18046
18,47,203,72,35.47,59,29.06,44,21.67,28,13.79,18047
18,48,97,41,42.27,25,25.77,19,19.59,12,12.37,18048
18,49,99,48,48.48,19,19.19,22,22.22,10,10.1,18049
18,50,107,39,36.45,30,28.04,22,20.56,16,14.95,18050
18,51,149,40,26.85,59,39.6,30,20.13,20,13.42,18051
18,52,132,42,31.82,47,35.61,28,21.21,15,11.36,18052
18,53,134,27,20.15,44,32.84,38,28.36,25,18.66,18053
18,54,195,84,43.08,41,21.03,44,22.56,26,13.33,18054
18,55,163,63,38.65,53,32.52,29,17.79,18,11.04,18055
18,56,141,57,40.43,32,22.7,31,21.99,21,14.89,18056
18,57,178,79,44.38,47,26.4,31,17.42,21,11.8,18057
18,58,93,38,40.86,21,22.58,26,27.96,8,8.6,18058
18,59,150,65,43.33,41,27.33,37,24.67,7,4.67,18059
18,60,123,68,55.28,17,13.82,25,20.33,13,10.57,18060
18,61,131,31,23.66,48,36.64,36,27.48,16,12.21,18061
18,62,120,44,36.67,40,33.33,25,20.83,11,9.17,18062
18,63,54,24,44.44,12,22.22,10,18.52,8,14.81,18063
19,1,259,181,69.88,44,16.99,22,8.49,12,4.63,19001
19,2,188,81,43.09,41,21.81,34,18.09,32,17.02,19002
19,3,202,117,57.92,42,20.79,33,16.34,10,4.95,19003
19,4,201,120,59.7,33,16.42,38,18.91,10,4.98,19004
19,5,191,95,49.74,34,17.8,35,18.32,27,14.14,19005
19,6,214,130,60.75,34,15.89,43,20.09,7,3.27,19006
19,7,232,152,65.52,36,15.52,32,13.79,12,5.17,19007
19,8,94,63,67.02,10,10.64,20,21.28,1,1.06,19008
19,9,158,77,48.73,27,17.09,47,29.75,7,4.43,19009
19,10,258,146,56.59,50,19.38,31,12.02,31,12.02,19010
19,11,220,122,55.45,47,21.36,41,18.64,10,4.55,19011
19,12,186,96,51.61,43,23.12,36,19.35,11,5.91,19012
19,13,155,55,35.48,33,21.29,36,23.23,31,20.0,19013
19,14,144,87,60.42,22,15.28,28,19.44,7,4.86,19014
19,15,117,68,58.12,20,17.09,19,16.24,10,8.55,19015
19,16,273,188,68.86,44,16.12,30,10.99,11,4.03,19016
19,17,219,148,67.58,34,15.53,28,12.79,9,4.11,19017
19,18,265,171,64.53,44,16.6,24,9.06,26,9.81,19018
19,19,229,113,49.34,39,17.03,48,20.96,29,12.66,19019
19,20,164,52,31.71,43,26.22,39,23.78,30,18.29,19020
19,21,181,111,61.33,42,23.2,24,13.26,4,2.21,19021
19,22,230,107,46.52,40,17.39,54,23.48,29,12.61,19022
19,23,292,225,77.05,28,9.59,32,10.96,7,2.4,19023
19,24,201,116,57.71,34,16.92,45,22.39,6,2.99,19024
19,25,235,112,47.66,45,19.15,45,19.15,33,14.04,19025
19,26,210,141,67.14,26,12.38,24,11.43,19,9.05,19026
19,27,153,49,32.03,24,15.69,40,26.14,40,26.14,19027
19,28,226,82,36.28,48,21.24,54,23.89,42,18.58,19028
19,29,205,112,54.63,40,19.51,46,22.44,7,3.41,19029
19,30,189,109,57.67,43,22.75,30,15.87,7,3.7,19030
19,31,207,99,47.83,59,28.5,26,12.56,23,11.11,19031
19,32,253,158,62.45,42,16.6,36,14.23,17,6.72,19032
19,33,233,138,59.23,45,19.31,42,18.03,8,3.43,19033
19,34,197,89,45.18,49,24.87,34,17.26,25,12.69,19034
19,35,229,115,50.22,42,18.34,36,15.72,36,15.72,19035
19,36,148,45,30.41,38,25.68,28,18.92,37,25.0,19036
19,37,180,94,52.22,22,12.22,38,21.11,26,14.44,19037
19,38,204,80,39.22,39,19.12,43,21.08,42,20.59,19038
19,39,81,41,50.62,15,18.52,16,19.75,9,11.11,19039
19,40,206,105,50.97,37,17.96,44,21.36,20,9.71,19040
19,41,200,111,55.5,41,20.5,34,17.0,14,7.0,19041
19,42,136,48,35.29,33,24.26,27,19.85,28,20.59,19042
19,43,162,47,29.01,33,20.37,46,28.4,36,22.22,19043
19,44,192,110,57.29,33,17.19,40,20.83,9,4.69,19044
19,45,269,181,67.29,41,15.24,34,12.64,13,4.83,19045
19,46,281,210,74.73,38,13.52,22,7.83,11,3.91,19046
19,47,152,79,51.97,30,19.74,28,18.42,15,9.87,19047
19,48,178,53,29.78,40,22.47,44,24.72,41,23.03,19048
19,49,230,99,43.04,45,19.57,44,19.13,42,18.26,19049
19,50,137,46,33.58,37,27.01,32,23.36,22,16.06,19050
19,51,192,123,64.06,30,15.63,30,15.63,9,4.69,19051
19,52,159,78,49.06,37,23.27,35,22.01,9,5.66,19052
19,53,229,151,65.94,36,15.72,29,12.66,13,5.68,19053
19,54,145,76,52.41,35,24.14,29,20.0,5,3.45,19054
19,55,195,112,57.44,33,16.92,44,22.56,6,3.08,19055
19,56,222,111,50.0,50,22.52,27,12.16,34,15.32,19056
19,57,217,108,49.77,28,12.9,46,21.2,35,16.13,19057
19,58,200,118,59.0,40,20.0,29,14.5,13,6.5,19058
19,59,264,191,72.35,28,10.61,36,13.64,9,3.41,19059
19,60,147,47,31.97,27,18.37,44,29.93,29,19.73,19060
19,61,283,189,66.78,43,15.19,44,15.55,7,2.47,19061
19,62,246,171,69.51,29,11.79,27,10.98,19,7.72,19062
19,63,138,67,48.55,21,15.22,32,23.19,18,13.04,19063
19,64,287,130,45.3,56,19.51,57,19.86,44,15.33,19064
19,65,226,92,40.71,40,17.7,60,26.55,34,15.04,19065
20,1,126,45,35.71,38,30.16,31,24.6,12,9.52,20001
20,2,92,24,26.09,27,29.35,28,30.43,13,14.13,20002
20,3,130,53,40.77,24,18.46,31,23.85,22,16.92,20003
20,4,121,64,52.89,27,22.31,20,16.53,10,8.26,20004
20,5,78,19,24.36,22,28.21,25,32.05,12,15.38,20005
20,6,125,42,33.6,39,31.2,28,22.4,16,12.8,20006
20,7,66,18,27.27,16,24.24,25,37.88,7,10.61,20007
20,8,85,39,45.88,22,25.88,11,12.94,13,15.29,20008
20,9,121,55,45.45,20,16.53,26,21.49,20,16.53,20009
20,10,131,38,29.01,37,28.24,38,29.01,18,13.74,20010
20,11,80,22,27.5,26,32.5,21,26.25,11,13.75,20011
20,12,95,37,38.95,25,26.32,22,23.16,11,11.58,20012
20,13,52,30,57.69,11,21.15,6,11.54,5,9.62,20013
20,14,194,60,30.93,64,32.99,42,21.65,28,14.43,20014
20,15,88,37,42.05,20,22.73,22,25.0,9,10.23,20015
20,16,67,27,40.3,18,26.87,17,25.37,5,7.46,20016
20,17,93,42,45.16,23,24.73,22,23.66,6,6.45,20017
20,18,129,45,34.88,32,24.81,36,27.91,16,12.4,20018
20,19,91,27,29.67,26,28.57,27,29.67,11,12.09,20019
20,20,90,26,28.89,33,36.67,27,30.0,4,4.44,20020
20,21,88,45,51.14,23,26.14,12,13.64,8,9.09,20021
20,22,96,48,50.0,24,25.0,17,17.71,7,7.29,20022
20,23,103,43,41.75,23,22.33,25,24.27,12,11.65,20023
20,24,115,32,27.83,27,23.48,36,31.3,20,17.39,20024
20,25,90,47,52.22,19,21.11,15,16.67,9,10.0,20025
20,26,167,38,22.75,35,20.96,68,40.72,26,15.57,20026
20,27,41,9,21.95,12,29.27,16,39.02,4,9.76,20027
20,28,128,76,59.38,18,14.06,20,15.63,14,10.94,20028
20,29,86,28,32.56,18,20.93,27,31.4,13,15.12,20029
20,30,125,60,48.0,25,20.0,30,24.0,10,8.0,20030
20,31,72,31,43.06,18,25.0,12,16.67,11,15.28,20031
20,32,163,57,34.97,41,25.15,50,30.67,15,9.2,20032
20,33,101,43,42.57,23,22.77,25,24.75,10,9.9,20033
20,34,147,35,23.81,35,23.81,50,34.01,27,18.37,20034
20,35,54,21,38.89,7,12.96,19,35.19,7,12.96,20035
20,36,103,34,33.01,22,21.36,33,32.04,14,13.59,20036
20,37,81,26,32.1,15,18.52,25,30.86,15,18.52,20037
20,38,173,59,34.1,48,27.75,45,26.01,21,12.14,20038
20,39,100,34,34.0,24,24.0,23,23.0,19,19.0,20039
20,40,80,12,15.0,24,30.0,28,35.0,16,20.0,20040
20,41,19,9,47.37,2,10.53,6,31.58,2,10.53,20041
20,42,33,11,33.33,10,30.3,9,27.27,3,9.09,20042
20,43,158,51,32.28,44,27.85,41,25.95,22,13.92,20043
20,44,124,72,58.06,17,13.71,19,15.32,16,12.9,20044
20,45,33,10,30.3,8,24.24,11,33.33,4,12.12,20045
20,46,56,23,41.07,13,23.21,15,26.79,5,8.93,20046
20,47,75,30,40.0,12,16.0,18,24.0,15,20.0,20047
20,48,66,31,46.97,13,19.7,18,27.27,4,6.06,20048
20,49,101,36,35.64,28,27.72,28,27.72,9,8.91,20049
20,50,88,26,29.55,21,23.86,31,35.23,10,11.36,20050
20,51,110,70,63.64,11,10.0,21,19.09,8,7.27,20051
20,52,34,11,32.35,11,32.35,8,23.53,4,11.76,20052
21,1,209,32,15.31,69,33.01,62,29.67,46,22.01,21001
21,2,70,19,27.14,26,37.14,18,25.71,7,10.0,21002
21,3,217,28,12.9,94,43.32,58,26.73,37,17.05,21003
21,4,186,29,15.59,83,44.62,44,23.66,30,16.13,21004
21,5,139,33,23.74,39,28.06,43,30.94,24,17.27,21005
21,6,126,29,23.02,41,32.54,44,34.92,12,9.52,21006
21,7,156,23,14.74,77,49.36,30,19.23,26,16.67,21007
21,8,131,22,16.79,57,43.51,34,25.95,18,13.74,21008
21,9,124,20,16.13,44,35.48,36,29.03,24,19.35,21009
21,10,101,16,15.84,43,42.57,25,24.75,17,16.83,21010
21,11,157,19,12.1,77,49.04,39,24.84,22,14.01,21011
21,12,144,19,13.19,62,43.06,42,29.17,21,14.58,21012
21,13,89,15,16.85,32,35.96,26,29.21,16,17.98,21013
21,14,159,33,20.75,58,36.48,47,29.56,21,13.21,21014
21,15,86,16,18.6,33,38.37,25,29.07,12,13.95,21015
21,16,45,5,11.11,17,37.78,10,22.22,13,28.89,21016
21,17,80,12,15.0,29,36.25,26,32.5,13,16.25,21017
21,18,140,25,17.86,64,45.71,33,23.57,18,12.86,21018
21,19,111,12,10.81,50,45.05,26,23.42,23,20.72,21019
21,20,45,5,11.11,17,37.78,13,28.89,10,22.22,21020
21,21,139,15,10.79,83,59.71,26,18.71,15,10.79,21021
21,22,173,25,14.45,96,55.49,30,17.34,22,12.72,21022
21,23,114,15,13.16,36,31.58,40,35.09,23,20.18,21023
21,24,179,28,15.64,68,37.99,56,31.28,27,15.08,21024
21,25,123,20,16.26,39,31.71,38,30.89,26,21.14,21025
21,26,115,15,13.04,44,38.26,39,33.91,17,14.78,21026
21,27,180,31,17.22,63,35.0,54,30.0,32,17.78,21027
21,28,99,26,26.26,31,31.31,28,28.28,14,14.14,21028
21,29,94,14,14.89,33,35.11,25,26.6,22,23.4,21029
21,30,81,6,7.41,51,62.96,15,18.52,9,11.11,21030
21,31,194,44,22.68,77,39.69,40,20.62,33,17.01,21031
21,32,74,12,16.22,31,41.89,17,22.97,14,18.92,21032
21,33,158,32,20.25,53,33.54,48,30.38,25,15.82,21033
21,34,147,27,18.37,63,42.86,38,25.85,19,12.93,21034
21,35,96,17,17.71,44,45.83,23,23.96,12,12.5,21035
21,36,162,28,17.28,77,47.53,39,24.07,18,11.11,21036
21,37,94,27,28.72,37,39.36,24,25.53,6,6.38,21037
21,38,154,23,14.94,87,56.49,32,20.78,12,7.79,21038
21,39,101,13,12.87,44,43.56,27,26.73,17,16.83,21039
21,40,162,19,11.73,77,47.53,39,24.07,27,16.67,21040
21,41,97,15,15.46,40,41.24,28,28.87,14,14.43,21041
21,42,170,26,15.29,68,40.0,47,27.65,29,17.06,21042
21,43,107,27,25.23,27,25.23,34,31.78,19,17.76,21043
21,44,127,22,17.32,59,46.46,34,26.77,12,9.45,21044
21,45,122,15,12.3,57,46.72,27,22.13,23,18.85,21045
21,46,120,20,16.67,60,50.0,25,20.83,15,12.5,21046
21,47,218,43,19.72,78,35.78,52,23.85,45,20.64,21047
21,48,176,32,18.18,54,30.68,60,34.09,30,17.05,21048
21,49,188,38,20.21,63,33.51,56,29.79,31,16.49,21049
21,50,125,19,15.2,59,47.2,27,21.6,20,16.0,21050
21,51,155,35,22.58,54,34.84,38,24.52,28,18.06,21051
21,52,164,22,13.41,79,48.17,40,24.39,23,14.02,21052
21,53,139,23,16.55,65,46.76,34,24.46,17,12.23,21053
21,54,174,20,11.49,82,47.13,51,29.31,21,12.07,21054
21,55,151,18,11.92,72,47.68,39,25.83,22,14.57,21055
21,56,70,11,15.71,30,42.86,13,18.57,16,22.86,21056
21,57,74,15,20.27,28,37.84,24,32.43,7,9.46,21057
21,58,100,17,17.0,43,43.0,28,28.0,12,12.0,21058
21,59,183,27,14.75,84,45.9,56,30.6,16,8.74,21059
21,60,141,21,14.89,53,37.59,43,30.5,24,17.02,21060
21,61,187,41,21.93,84,44.92,43,22.99,19,10.16,21061
21,62,151,30,19.87,58,38.41,45,29.8,18,11.92,21062
21,63,148,19,12.84,65,43.92,38,25.68,26,17.57,21063
21,64,94,19,20.21,28,29.79,31,32.98,16,17.02,21064
21,65,140,25,17.86,60,42.86,37,26.43,18,12.86,21065
21,66,124,18,14.52,66,53.23,30,24.19,10,8.06,21066
21,67,113,18,15.93,60,53.1,21,18.58,14,12.39,21067
21,68,79,13,16.46,40,50.63,13,16.46,13,16.46,21068
21,69,97,13,13.4,44,45.36,22,22.68,18,18.56,21069
21,70,105,17,16.19,36,34.29,33,31.43,19,18.1,21070
22,1,62,16,25.81,21,33.87,21,33.87,4,6.45,22001
22,2,124,21,16.94,28,22.58,67,54.03,8,6.45,22002
22,3,141,22,15.6,35,24.82,70,49.65,14,9.93,22003
22,4,131,36,27.48,31,23.66,54,41.22,10,7.63,22004
22,5,197,33,16.75,41,20.81,91,46.19,32,16.24,22005
22,6,148,19,12.84,36,24.32,42,28.38,51,34.46,22006
22,7,108,24,22.22,17,15.74,22,20.37,45,41.67,22007
22,8,143,40,27.97,31,21.68,32,22.38,40,27.97,22008
22,9,173,25,14.45,40,23.12,72,41.62,36,20.81,22009
22,10,194,25,12.89,52,26.8,89,45.88,28,14.43,22010
22,11,143,23,16.08,40,27.97,64,44.76,16,11.19,22011
22,12,97,26,26.8,21,21.65,25,25.77,25,25.77,22012
22,13,119,19,15.97,29,24.37,57,47.9,14,11.76,22013
22,14,75,19,25.33,21,28.0,23,30.67,12,16.0,22014
22,15,120,31,25.83,34,28.33,36,30.0,19,15.83,22015
22,16,146,28,19.18,33,22.6,70,47.95,15,10.27,22016
22,17,163,30,18.4,45,27.61,67,41.1,21,12.88,22017
22,18,111,27,24.32,25,22.52,46,41.44,13,11.71,22018
22,19,81,14,17.28,27,33.33,24,29.63,16,19.75,22019
22,20,85,19,22.35,20,23.53,21,24.71,25,29.41,22020
22,21,171,37,21.64,50,29.24,39,22.81,45,26.32,22021
22,22,61,17,27.87,20,32.79,16,26.23,8,13.11,22022
22,23,137,26,18.98,32,23.36,63,45.99,16,11.68,22023
22,24,144,22,15.28,26,18.06,84,58.33,12,8.33,22024
22,25,147,20,13.61,40,27.21,62,42.18,25,17.01,22025
22,26,91,19,20.88,27,29.67,39,42.86,6,6.59,22026
22,27,174,34,19.54,42,24.14,72,41.38,26,14.94,22027
22,28,130,26,20.0,26,20.0,34,26.15,44,33.85,22028
22,29,65,6,9.23,23,35.38,27,41.54,9,13.85,22029
23,1,159,100,62.89,21,13.21,31,19.5,7,4.4,23001
23,2,255,186,72.94,26,10.2,35,13.73,8,3.14,23002
23,3,153,64,41.83,38,24.84,37,24.18,14,9.15,23003
23,4,138,79,57.25,21,15.22,30,21.74,8,5.8,23004
23,5,132,45,34.09,38,28.79,36,27.27,13,9.85,23005
23,6,188,106,56.38,38,20.21,32,17.02,12,6.38,23006
23,7,83,23,27.71,19,22.89,32,38.55,9,10.84,23007
23,8,146,54,36.99,34,23.29,42,28.77,16,10.96,23008
23,9,85,36,42.35,18,21.18,26,30.59,5,5.88,23009
23,10,205,108,52.68,54,26.34,28,13.66,15,7.32,23010
23,11,199,106,53.27,40,20.1,39,19.6,14,7.04,23011
23,12,110,66,60.0,17,15.45,19,17.27,8,7.27,23012
23,13,244,132,54.1,49,20.08,49,20.08,14,5.74,23013
23,14,168,108,64.29,22,13.1,31,18.45,7,4.17,23014
23,15,174,99,56.9,28,16.09,38,21.84,9,5.17,23015
23,16,174,98,56.32,24,13.79,35,20.11,17,9.77,23016
23,17,202,103,50.99,37,18.32,44,21.78,18,8.91,23017
23,18,145,76,52.41,35,24.14,24,16.55,10,6.9,23018
23,19,188,95,50.53,38,20.21,37,19.68,18,9.57,23019
23,20,157,76,48.41,24,15.29,49,31.21,8,5.1,23020
23,21,129,73,56.59,21,16.28,29,22.48,6,4.65,23021
23,22,99,30,30.3,20,20.2,38,38.38,11,11.11,23022
23,23,123,49,39.84,24,19.51,42,34.15,8,6.5,23023
23,24,89,23,25.84,25,28.09,25,28.09,16,17.98,23024
23,25,124,60,48.39,21,16.94,35,28.23,8,6.45,23025
23,26,174,72,41.38,38,21.84,56,32.18,8,4.6,23026
23,27,101,46,45.54,27,26.73,21,20.79,7,6.93,23027
23,28,161,56,34.78,41,25.47,52,32.3,12,7.45,23028
23,29,118,44,37.29,27,22.88,41,34.75,6,5.08,23029
23,30,191,100,52.36,37,19.37,35,18.32,19,9.95,23030
23,31,159,97,61.01,23,14.47,23,14.47,16,10.06,23031
23,32,182,76,41.76,36,19.78,48,26.37,22,12.09,23032
23,33,249,137,55.02,37,14.86,60,24.1,15,6.02,23033
23,34,117,35,29.91,26,22.22,45,38.46,11,9.4,23034
23,35,107,28,26.17,20,18.69,42,39.25,17,15.89,23035
23,36,180,109,60.56,39,21.67,26,14.44,6,3.33,23036
23,37,100,36,36.0,19,19.0,30,30.0,15,15.0,23037
23,38,164,88,53.66,23,14.02,42,25.61,11,6.71,23038
23,39,162,93,57.41,30,18.52,29,17.9,10,6.17,23039
23,40,173,92,53.18,39,22.54,35,20.23,7,4.05,23040
23,41,117,53,45.3,25,21.37,31,26.5,8,6.84,23041
23,42,147,65,44.22,34,23.13,40,27.21,8,5.44,23042
23,43,182,105,57.69,30,16.48,30,16.48,17,9.34,23043
23,44,187,99,52.94,30,16.04,44,23.53,14,7.49,23044
23,45,166,98,59.04,24,14.46,34,20.48,10,6.02,23045
23,46,146,71,48.63,29,19.86,36,24.66,10,6.85,23046
23,47,198,82,41.41,34,17.17,68,34.34,14,7.07,23047
23,48,148,72,48.65,30,20.27,33,22.3,13,8.78,23048
23,49,120,67,55.83,21,17.5,27,22.5,5,4.17,23049
23,50,121,62,51.24,23,19.01,25,20.66,11,9.09,23050
23,51,181,92,50.83,33,18.23,46,25.41,10,5.52,23051
23,52,195,120,61.54,25,12.82,29,14.87,21,10.77,23052
23,53,131,76,58.02,15,11.45,24,18.32,16,12.21,23053
23,54,202,101,50.0,35,17.33,47,23.27,19,9.41,23054
23,55,234,147,62.82,18,7.69,57,24.36,12,5.13,23055
23,56,146,66,45.21,28,19.18,37,25.34,15,10.27,23056
23,57,148,72,48.65,18,12.16,39,26.35,19,12.84,23057
23,58,271,166,61.25,31,11.44,57,21.03,17,6.27,23058
23,59,122,67,54.92,23,18.85,23,18.85,9,7.38,23059
23,60,170,71,41.76,38,22.35,47,27.65,14,8.24,23060
23,61,162,93,57.41,34,20.99,27,16.67,8,4.94,23061
23,62,160,84,52.5,30,18.75,35,21.88,11,6.88,23062
24,1,105,17,16.19,57,54.29,21,20.0,10,9.52,24001
24,2,103,17,16.5,60,58.25,17,16.5,9,8.74,24002
24,3,77,17,22.08,25,32.47,23,29.87,12,15.58,24003
24,4,91,25,27.47,39,42.86,20,21.98,7,7.69,24004
24,5,85,17,20.0,45,52.94,15,17.65,8,9.41,24005
24,6,116,19,16.38,51,43.97,31,26.72,15,12.93,24006
24,7,99,40,40.4,30,30.3,23,23.23,6,6.06,24007
24,8,115,19,16.52,51,44.35,23,20.0,22,19.13,24008
24,9,114,24,21.05,43,37.72,29,25.44,18,15.79,24009
24,10,115,22,19.13,52,45.22,21,18.26,20,17.39,24010
24,11,51,9,17.65,25,49.02,11,21.57,6,11.76,24011
24,12,62,15,24.19,21,33.87,17,27.42,9,14.52,24012
24,13,79,16,20.25,35,44.3,22,27.85,6,7.59,24013
24,14,124,22,17.74,77,62.1,20,16.13,5,4.03,24014
24,15,79,20,25.32,31,39.24,24,30.38,4,5.06,24015
24,16,88,24,27.27,38,43.18,20,22.73,6,6.82,24016
24,17,91,23,25.27,30,32.97,31,34.07,7,7.69,24017
24,18,55,17,30.91,16,29.09,13,23.64,9,16.36,24018
24,19,79,31,39.24,21,26.58,19,24.05,8,10.13,24019
24,20,90,14,15.56,40,44.44,26,28.89,10,11.11,24020
24,21,69,16,23.19,22,31.88,25,36.23,6,8.7,24021
24,22,105,20,19.05,42,40.0,29,27.62,14,13.33,24022
24,23,85,11,12.94,39,45.88,20,23.53,15,17.65,24023
