ward,precinct,total,MATTHEW E. COGHLAN,MATTHEW E. COGHLAN Percent,THOMAS MORE DONNELLY,THOMAS MORE DONNELLY Percent,LAURA MARIE SULLIVAN,LAURA MARIE SULLIVAN Percent,BEVERLY SUSLER PARKHURST,BEVERLY SUSLER PARKHURST Percent,precinct_id
41,47,107,26,24.3,38,35.51,28,26.17,15,14.02,41047
41,48,55,10,18.18,14,25.45,21,38.18,10,18.18,41048
41,49,89,29,32.58,32,35.96,15,16.85,13,14.61,41049
41,50,98,37,37.76,24,24.49,21,21.43,16,16.33,41050
41,51,46,12,26.09,14,30.43,14,30.43,6,13.04,41051
41,52,110,36,32.73,27,24.55,23,20.91,24,21.82,41052
41,53,90,29,32.22,18,20.0,32,35.56,11,12.22,41053
41,54,99,18,18.18,34,34.34,24,24.24,23,23.23,41054
41,55,73,22,30.14,21,28.77,21,28.77,9,12.33,41055
41,56,105,34,32.38,29,27.62,27,25.71,15,14.29,41056
41,57,101,31,30.69,25,24.75,27,26.73,18,17.82,41057
41,58,64,12,18.75,18,28.13,22,34.38,12,18.75,41058
41,59,84,24,28.57,20,23.81,25,29.76,15,17.86,41059
41,60,67,16,23.88,16,23.88,17,25.37,18,26.87,41060
41,61,133,41,30.83,45,33.83,25,18.8,22,16.54,41061
41,62,93,17,18.28,31,33.33,34,36.56,11,11.83,41062
41,63,81,29,35.8,29,35.8,18,22.22,5,6.17,41063
41,64,113,40,35.4,28,24.78,31,27.43,14,12.39,41064
41,65,84,23,27.38,23,27.38,25,29.76,13,15.48,41065
41,66,116,29,25.0,47,40.52,24,20.69,16,13.79,41066
42,1,81,18,22.22,29,35.8,16,19.75,18,22.22,42001
42,2,54,10,18.52,12,22.22,12,22.22,20,37.04,42002
42,3,57,10,17.54,11,19.3,24,42.11,12,21.05,42003
42,4,83,13,15.66,27,32.53,21,25.3,22,26.51,42004
42,5,52,10,19.23,16,30.77,10,19.23,16,30.77,42005
42,6,169,37,21.89,50,29.59,39,23.08,43,25.44,42006
42,7,73,23,31.51,14,19.18,18,24.66,18,24.66,42007
42,8,82,23,28.05,17,20.73,19,23.17,23,28.05,42008
42,9,70,11,15.71,14,20.0,23,32.86,22,31.43,42009
42,10,61,12,19.67,17,27.87,9,14.75,23,37.7,42010
42,11,75,14,18.67,14,18.67,19,25.33,28,37.33,42011
42,12,68,28,41.18,17,25.0,12,17.65,11,16.18,42012
42,13,170,38,22.35,49,28.82,38,22.35,45,26.47,42013
42,14,78,13,16.67,22,28.21,21,26.92,22,28.21,42014
42,15,71,9,12.68,17,23.94,17,23.94,28,39.44,42015
42,16,91,12,13.19,19,20.88,21,23.08,39,42.86,42016
42,17,17,3,17.65,5,29.41,7,41.18,2,11.76,42017
42,18,125,30,24.0,39,31.2,31,24.8,25,20.0,42018
42,19,61,13,21.31,14,22.95,13,21.31,21,34.43,42019
42,20,40,6,15.0,8,20.0,15,37.5,11,27.5,42020
42,21,66,18,27.27,13,19.7,16,24.24,19,28.79,42021
42,22,45,9,20.0,14,31.11,13,28.89,9,20.0,42022
42,23,88,12,13.64,34,38.64,16,18.18,26,29.55,42023
42,24,105,27,25.71,19,18.1,34,32.38,25,23.81,42024
42,25,106,10,9.43,22,20.75,23,21.7,51,48.11,42025
42,26,43,4,9.3,13,30.23,14,32.56,12,27.91,42026
42,27,141,44,31.21,38,26.95,32,22.7,27,19.15,42027
42,28,96,10,10.42,28,29.17,28,29.17,30,31.25,42028
42,29,67,10,14.93,25,37.31,12,17.91,20,29.85,42029
42,30,61,11,18.03,13,21.31,14,22.95,23,37.7,42030
42,31,30,14,46.67,4,13.33,8,26.67,4,13.33,42031
42,32,101,50,49.5,12,11.88,16,15.84,23,22.77,42032
42,33,134,28,20.9,30,22.39,37,27.61,39,29.1,42033
42,34,64,14,21.88,15,23.44,22,34.38,13,20.31,42034
42,35,56,13,23.21,14,25.0,6,10.71,23,41.07,42035
42,36,93,16,17.2,25,26.88,19,20.43,33,35.48,42036
42,37,72,12,16.67,21,29.17,12,16.67,27,37.5,42037
42,38,83,7,8.43,25,30.12,17,20.48,34,40.96,42038
42,39,106,30,28.3,30,28.3,22,20.75,24,22.64,42039
42,40,56,6,10.71,17,30.36,11,19.64,22,39.29,42040
42,41,42,4,9.52,13,30.95,12,28.57,13,30.95,42041
42,42,70,13,18.57,22,31.43,16,22.86,19,27.14,42042
42,43,94,13,13.83,27,28.72,13,13.83,41,43.62,42043
42,44,73,10,13.7,23,31.51,14,19.18,26,35.62,42044
42,45,57,9,15.79,16,28.07,11,19.3,21,36.84,42045
42,46,60,11,18.33,21,35.0,15,25.0,13,21.67,42046
42,47,53,11,20.75,12,22.64,9,16.98,21,39.62,42047
42,48,44,14,31.82,6,13.64,13,29.55,11,25.0,42048
42,49,76,19,25.0,21,27.63,26,34.21,10,13.16,42049
42,50,62,8,12.9,19,30.65,21,33.87,14,22.58,42050
42,51,35,5,14.29,8,22.86,12,34.29,10,28.57,42051
42,52,65,10,15.38,19,29.23,18,27.69,18,27.69,42052
42,53,66,13,19.7,9,13.64,23,34.85,21,31.82,42053
42,54,58,14,24.14,11,18.97,17,29.31,16,27.59,42054
42,55,68,13,19.12,23,33.82,15,22.06,17,25.0,42055
42,56,55,8,14.55,28,50.91,9,16.36,10,18.18,42056
42,57,47,7,14.89,15,31.91,18,38.3,7,14.89,42057
42,58,122,31,25.41,30,24.59,34,27.87,27,22.13,42058
42,59,65,16,24.62,21,32.31,20,30.77,8,12.31,42059
42,60,34,3,8.82,11,32.35,15,44.12,5,14.71,42060
42,61,13,3,23.08,2,15.38,3,23.08,5,38.46,42061
42,62,43,10,23.26,8,18.6,9,20.93,16,37.21,42062
42,63,73,7,9.59,18,24.66,20,27.4,28,38.36,42063
42,64,44,5,11.36,9,20.45,20,45.45,10,22.73,42064
42,65,35,4,11.43,11,31.43,12,34.29,8,22.86,42065
42,66,54,10,18.52,15,27.78,18,33.33,11,20.37,42066
42,67,145,35,24.14,38,26.21,50,34.48,22,15.17,42067
43,1,37,8,21.62,9,24.32,12,32.43,8,21.62,43001
43,2,37,9,24.32,9,24.32,10,27.03,9,24.32,43002
43,3,39,7,17.95,8,20.51,6,15.38,18,46.15,43003
43,4,46,8,17.39,10,21.74,11,23.91,17,36.96,43004
43,5,58,7,12.07,20,34.48,9,15.52,22,37.93,43005
43,6,52,7,13.46,12,23.08,12,23.08,21,40.38,43006
43,7,64,12,18.75,14,21.88,14,21.88,24,37.5,43007
43,8,69,16,23.19,14,20.29,14,20.29,25,36.23,43008
43,9,32,9,28.13,8,25.0,3,9.38,12,37.5,43009
43,10,43,2,4.65,11,25.58,8,18.6,22,51.16,43010
43,11,52,16,30.77,15,28.85,9,17.31,12,23.08,43011
43,12,79,8,10.13,23,29.11,19,24.05,29,36.71,43012
43,13,33,5,15.15,10,30.3,7,21.21,11,33.33,43013
43,14,47,2,4.26,21,44.68,5,10.64,19,40.43,43014
43,15,57,14,24.56,14,24.56,14,24.56,15,26.32,43015
43,16,39,7,17.95,9,23.08,11,28.21,12,30.77,43016
43,17,61,7,11.48,12,19.67,12,19.67,30,49.18,43017
43,18,92,16,17.39,29,31.52,18,19.57,29,31.52,43018
43,19,76,9,11.84,16,21.05,15,19.74,36,47.37,43019
43,20,75,17,22.67,17,22.67,14,18.67,27,36.0,43020
43,21,30,8,26.67,8,26.67,4,13.33,10,33.33,43021
43,22,32,6,18.75,12,37.5,11,34.38,3,9.38,43022
43,23,61,12,19.67,18,29.51,10,16.39,21,34.43,43023
43,24,50,13,26.0,11,22.0,13,26.0,13,26.0,43024
43,25,57,12,21.05,14,24.56,16,28.07,15,26.32,43025
43,26,59,6,10.17,16,27.12,20,33.9,17,28.81,43026
43,27,53,10,18.87,13,24.53,12,22.64,18,33.96,43027
43,28,34,7,20.59,9,26.47,5,14.71,13,38.24,43028
43,29,40,8,20.0,12,30.0,7,17.5,13,32.5,43029
43,30,35,2,5.71,10,28.57,10,28.57,13,37.14,43030
43,31,78,17,21.79,23,29.49,17,21.79,21,26.92,43031
43,32,47,7,14.89,14,29.79,7,14.89,19,40.43,43032
43,33,28,4,14.29,4,14.29,6,21.43,14,50.0,43033
43,34,33,5,15.15,13,39.39,5,15.15,10,30.3,43034
43,35,54,4,7.41,24,44.44,7,12.96,19,35.19,43035
43,36,59,10,16.95,15,25.42,9,15.25,25,42.37,43036
43,37,49,11,22.45,11,22.45,11,22.45,16,32.65,43037
43,38,40,9,22.5,5,12.5,12,30.0,14,35.0,43038
43,39,31,6,19.35,11,35.48,6,19.35,8,25.81,43039
43,40,63,9,14.29,20,31.75,14,22.22,20,31.75,43040
43,41,36,7,19.44,7,19.44,7,19.44,15,41.67,43041
43,42,49,9,18.37,10,20.41,9,18.37,21,42.86,43042
43,43,53,13,24.53,16,30.19,14,26.42,10,18.87,43043
43,44,58,8,13.79,14,24.14,9,15.52,27,46.55,43044
43,45,30,2,6.67,8,26.67,7,23.33,13,43.33,43045
43,46,69,8,11.59,13,18.84,10,14.49,38,55.07,43046
43,47,72,28,38.89,19,26.39,15,20.83,10,13.89,43047
43,48,33,5,15.15,10,30.3,5,15.15,13,39.39,43048
43,49,36,8,22.22,11,30.56,7,19.44,10,27.78,43049
43,50,42,8,19.05,5,11.9,9,21.43,20,47.62,43050
43,51,32,4,12.5,4,12.5,7,21.88,17,53.13,43051
43,52,69,12,17.39,18,26.09,10,14.49,29,42.03,43052
43,53,78,14,17.95,25,32.05,22,28.21,17,21.79,43053
43,54,21,1,4.76,5,23.81,5,23.81,10,47.62,43054
43,55,67,12,17.91,16,23.88,22,32.84,17,25.37,43055
43,56,52,5,9.62,23,44.23,3,5.77,21,40.38,43056
43,57,24,4,16.67,8,33.33,5,20.83,7,29.17,43057
43,58,48,11,22.92,16,33.33,9,18.75,12,25.0,43058
43,59,95,21,22.11,27,28.42,17,17.89,30,31.58,43059
43,60,76,15,19.74,19,25.0,29,38.16,13,17.11,43060
44,1,105,18,17.14,25,23.81,26,24.76,36,34.29,44001
44,2,55,9,16.36,17,30.91,12,21.82,17,30.91,44002
44,3,98,24,24.49,21,21.43,21,21.43,32,32.65,44003
44,4,136,21,15.44,29,21.32,23,16.91,63,46.32,44004
44,5,71,14,19.72,16,22.54,14,19.72,27,38.03,44005
44,6,56,8,14.29,10,17.86,16,28.57,22,39.29,44006
44,7,104,23,22.12,18,17.31,20,19.23,43,41.35,44007
44,8,108,23,21.3,31,28.7,25,23.15,29,26.85,44008
44,9,88,22,25.0,22,25.0,27,30.68,17,19.32,44009
44,10,122,26,21.31,27,22.13,21,17.21,48,39.34,44010
44,11,72,18,25.0,23,31.94,12,16.67,19,26.39,44011
44,12,56,6,10.71,17,30.36,13,23.21,20,35.71,44012
44,13,97,25,25.77,27,27.84,21,21.65,24,24.74,44013
44,14,87,11,12.64,36,41.38,16,18.39,24,27.59,44014
44,15,80,17,21.25,21,26.25,13,16.25,29,36.25,44015
44,16,66,8,12.12,31,46.97,11,16.67,16,24.24,44016
44,17,85,17,20.0,18,21.18,14,16.47,36,42.35,44017
44,18,30,4,13.33,7,23.33,17,56.67,2,6.67,44018
44,19,45,6,13.33,12,26.67,9,20.0,18,40.0,44019
44,20,72,16,22.22,17,23.61,11,15.28,28,38.89,44020
44,21,63,10,15.87,15,23.81,8,12.7,30,47.62,44021
44,22,49,12,24.49,13,26.53,11,22.45,13,26.53,44022
44,23,53,13,24.53,7,13.21,13,24.53,20,37.74,44023
44,24,61,6,9.84,5,8.2,21,34.43,29,47.54,44024
44,25,63,10,15.87,20,31.75,19,30.16,14,22.22,44025
44,26,67,8,11.94,18,26.87,20,29.85,21,31.34,44026
44,27,76,10,13.16,29,38.16,14,18.42,23,30.26,44027
44,28,59,15,25.42,12,20.34,18,30.51,14,23.73,44028
44,29,51,7,13.73,16,31.37,12,23.53,16,31.37,44029
44,30,58,11,18.97,16,27.59,14,24.14,17,29.31,44030
44,31,79,26,32.91,23,29.11,14,17.72,16,20.25,44031
44,32,32,5,15.63,12,37.5,4,12.5,11,34.38,44032
44,33,91,18,19.78,18,19.78,24,26.37,31,34.07,44033
44,34,64,12,18.75,14,21.88,16,25.0,22,34.38,44034
44,35,87,23,26.44,19,21.84,19,21.84,26,29.89,44035
44,36,68,13,19.12,10,14.71,13,19.12,32,47.06,44036
44,37,116,26,22.41,21,18.1,19,16.38,50,43.1,44037
44,38,73,13,17.81,28,38.36,14,19.18,18,24.66,44038
44,39,68,16,23.53,19,27.94,20,29.41,13,19.12,44039
44,40,69,12,17.39,22,31.88,10,14.49,25,36.23,44040
44,41,86,18,20.93,27,31.4,19,22.09,22,25.58,44041
44,42,71,15,21.13,14,19.72,15,21.13,27,38.03,44042
44,43,86,14,16.28,21,24.42,20,23.26,31,36.05,44043
44,44,126,27,21.43,35,27.78,28,22.22,36,28.57,44044
44,45,83,15,18.07,23,27.71,28,33.73,17,20.48,44045
44,46,45,9,20.0,19,42.22,5,11.11,12,26.67,44046
44,47,64,15,23.44,13,20.31,15,23.44,21,32.81,44047
44,48,64,10,15.63,20,31.25,14,21.88,20,31.25,44048
44,49,72,17,23.61,17,23.61,12,16.67,26,36.11,44049
44,50,58,6,10.34,22,37.93,12,20.69,18,31.03,44050
45,1,69,31,44.93,14,20.29,16,23.19,8,11.59,45001
45,2,105,44,41.9,19,18.1,26,24.76,16,15.24,45002
45,3,249,162,65.06,41,16.47,34,13.65,12,4.82,45003
45,4,111,28,25.23,29,26.13,32,28.83,22,19.82,45004
45,5,68,21,30.88,15,22.06,20,29.41,12,17.65,45005
45,6,116,63,54.31,18,15.52,18,15.52,17,14.66,45006
45,7,126,49,38.89,33,26.19,31,24.6,13,10.32,45007
45,8,103,42,40.78,20,19.42,27,26.21,14,13.59,45008
45,9,157,61,38.85,40,25.48,39,24.84,17,10.83,45009
45,10,191,122,63.87,30,15.71,25,13.09,14,7.33,45010
45,11,110,47,42.73,27,24.55,31,28.18,5,4.55,45011
45,12,137,47,34.31,39,28.47,36,26.28,15,10.95,45012
45,13,203,109,53.69,41,20.2,41,20.2,12,5.91,45013
45,14,140,58,41.43,31,22.14,31,22.14,20,14.29,45014
45,15,179,91,50.84,30,16.76,39,21.79,19,10.61,45015
45,16,181,98,54.14,29,16.02,34,18.78,20,11.05,45016
45,17,139,51,36.69,34,24.46,36,25.9,18,12.95,45017
45,18,149,77,51.68,28,18.79,35,23.49,9,6.04,45018
45,19,217,126,58.06,31,14.29,39,17.97,21,9.68,45019
45,20,124,42,33.87,36,29.03,31,25.0,15,12.1,45020
45,21,138,47,34.06,29,21.01,45,32.61,17,12.32,45021
45,22,127,47,37.01,30,23.62,32,25.2,18,14.17,45022
45,23,103,43,41.75,26,25.24,24,23.3,10,9.71,45023
45,24,142,38,26.76,35,24.65,38,26.76,31,21.83,45024
45,25,139,46,33.09,48,34.53,32,23.02,13,9.35,45025
45,26,170,76,44.71,26,15.29,51,30.0,17,10.0,45026
45,27,130,70,53.85,26,20.0,24,18.46,10,7.69,45027
45,28,227,149,65.64,35,15.42,32,14.1,11,4.85,45028
45,29,134,61,45.52,23,17.16,31,23.13,19,14.18,45029
45,30,137,44,32.12,44,32.12,34,24.82,15,10.95,45030
45,31,115,37,32.17,34,29.57,32,27.83,12,10.43,45031
45,32,107,40,37.38,25,23.36,30,28.04,12,11.21,45032
45,33,152,54,35.53,43,28.29,39,25.66,16,10.53,45033
45,34,109,46,42.2,23,21.1,29,26.61,11,10.09,45034
45,35,115,44,38.26,33,28.7,27,23.48,11,9.57,45035
45,36,138,39,28.26,49,35.51,32,23.19,18,13.04,45036
45,37,98,32,32.65,24,24.49,32,32.65,10,10.2,45037
45,38,217,107,49.31,46,21.2,47,21.66,17,7.83,45038
45,39,152,51,33.55,44,28.95,45,29.61,12,7.89,45039
45,40,198,105,53.03,36,18.18,45,22.73,12,6.06,45040
45,41,101,34,33.66,22,21.78,38,37.62,7,6.93,45041
45,42,149,76,51.01,27,18.12,34,22.82,12,8.05,45042
45,43,117,51,43.59,26,22.22,28,23.93,12,10.26,45043
45,44,136,51,37.5,37,27.21,31,22.79,17,12.5,45044
45,45,92,30,32.61,29,31.52,20,21.74,13,14.13,45045
45,46,173,69,39.88,36,20.81,46,26.59,22,12.72,45046
45,47,170,77,45.29,35,20.59,41,24.12,17,10.0,45047
45,48,97,45,46.39,21,21.65,21,21.65,10,10.31,45048
45,49,122,38,31.15,34,27.87,34,27.87,16,13.11,45049
45,50,121,51,42.15,27,22.31,35,28.93,8,6.61,45050
45,51,139,60,43.17,24,17.27,44,31.65,11,7.91,45051
45,52,106,49,46.23,24,22.64,22,20.75,11,10.38,45052
45,53,139,59,42.45,32,23.02,35,25.18,13,9.35,45053
45,54,129,50,38.76,31,24.03,29,22.48,19,14.73,45054
45,55,113,51,45.13,25,22.12,25,22.12,12,10.62,45055
45,56,92,25,27.17,27,29.35,28,30.43,12,13.04,45056
45,57,150,48,32.0,41,27.33,41,27.33,20,13.33,45057
45,58,68,31,45.59,11,16.18,12,17.65,14,20.59,45058
46,1,194,40,20.62,56,28.87,42,21.65,56,28.87,46001
46,2,80,11,13.75,18,22.5,17,21.25,34,42.5,46002
46,3,103,16,15.53,25,24.27,39,37.86,23,22.33,46003
46,4,95,19,20.0,31,32.63,23,24.21,22,23.16,46004
46,5,55,5,9.09,17,30.91,12,21.82,21,38.18,46005
46,6,72,19,26.39,19,26.39,23,31.94,11,15.28,46006
46,7,118,22,18.64,36,30.51,29,24.58,31,26.27,46007
46,8,93,27,29.03,26,27.96,20,21.51,20,21.51,46008
46,9,94,20,21.28,24,25.53,33,35.11,17,18.09,46009
46,10,76,12,15.79,16,21.05,24,31.58,24,31.58,46010
46,11,114,16,14.04,27,23.68,35,30.7,36,31.58,46011
46,12,101,20,19.8,31,30.69,28,27.72,22,21.78,46012
46,13,94,15,15.96,29,30.85,20,21.28,30,31.91,46013
46,14,65,7,10.77,17,26.15,23,35.38,18,27.69,46014
46,15,110,21,19.09,30,27.27,25,22.73,34,30.91,46015
46,16,165,31,18.79,50,30.3,56,33.94,28,16.97,46016
46,17,133,27,20.3,37,27.82,23,17.29,46,34.59,46017
46,18,109,15,13.76,28,25.69,30,27.52,36,33.03,46018
46,19,127,10,7.87,32,25.2,41,32.28,44,34.65,46019
46,20,90,13,14.44,20,22.22,41,45.56,16,17.78,46020
46,21,29,4,13.79,7,24.14,10,34.48,8,27.59,46021
46,22,79,27,34.18,17,21.52,26,32.91,9,11.39,46022
46,23,93,22,23.66,23,24.73,35,37.63,13,13.98,46023
46,24,81,3,3.7,16,19.75,18,22.22,44,54.32,46024
46,25,93,27,29.03,24,25.81,27,29.03,15,16.13,46025
46,26,137,36,26.28,35,25.55,40,29.2,26,18.98,46026
46,27,128,29,22.66,24,18.75,50,39.06,25,19.53,46027
46,28,126,17,13.49,35,27.78,39,30.95,35,27.78,46028
46,29,122,30,24.59,29,23.77,30,24.59,33,27.05,46029
46,30,129,18,13.95,31,24.03,54,41.86,26,20.16,46030
46,31,109,10,9.17,25,22.94,29,26.61,45,41.28,46031
46,32,129,23,17.83,43,33.33,36,27.91,27,20.93,46032
46,33,89,17,19.1,18,20.22,32,35.96,22,24.72,46033
46,34,100,22,22.0,29,29.0,30,30.0,19,19.0,46034
46,35,126,27,21.43,31,24.6,48,38.1,20,15.87,46035
46,36,132,23,17.42,31,23.48,36,27.27,42,31.82,46036
46,37,114,17,14.91,31,27.19,42,36.84,24,21.05,46037
46,38,95,25,26.32,22,23.16,29,30.53,19,20.0,46038
46,39,73,10,13.7,21,28.77,17,23.29,25,34.25,46039
47,1,64,8,12.5,24,37.5,19,29.69,13,20.31,47001
47,2,218,42,19.27,73,33.49,71,32.57,32,14.68,47002
47,3,160,37,23.13,39,24.38,59,36.88,25,15.63,47003
47,4,209,43,20.57,60,28.71,64,30.62,42,20.1,47004
47,5,89,6,6.74,29,32.58,22,24.72,32,35.96,47005
47,6,178,39,21.91,59,33.15,44,24.72,36,20.22,47006
47,7,161,30,18.63,39,24.22,56,34.78,36,22.36,47007
47,8,215,32,14.88,61,28.37,76,35.35,46,21.4,47008
47,9,176,44,25.0,51,28.98,59,33.52,22,12.5,47009
47,10,138,18,13.04,39,28.26,53,38.41,28,20.29,47010
47,11,254,52,20.47,72,28.35,79,31.1,51,20.08,47011
47,12,164,30,18.29,58,35.37,47,28.66,29,17.68,47012
47,13,219,23,10.5,108,49.32,49,22.37,39,17.81,47013
47,14,205,35,17.07,74,36.1,61,29.76,35,17.07,47014
47,15,94,18,19.15,30,31.91,28,29.79,18,19.15,47015
47,16,123,22,17.89,41,33.33,34,27.64,26,21.14,47016
47,17,180,36,20.0,65,36.11,59,32.78,20,11.11,47017
47,18,130,16,12.31,30,23.08,43,33.08,41,31.54,47018
47,19,164,33,20.12,51,31.1,38,23.17,42,25.61,47019
47,20,177,23,12.99,73,41.24,52,29.38,29,16.38,47020
47,21,97,12,12.37,26,26.8,33,34.02,26,26.8,47021
47,22,113,16,14.16,44,38.94,36,31.86,17,15.04,47022
47,23,52,10,19.23,10,19.23,22,42.31,10,19.23,47023
47,24,73,8,10.96,15,20.55,24,32.88,26,35.62,47024
47,25,119,17,14.29,27,22.69,37,31.09,38,31.93,47025
47,26,140,23,16.43,30,21.43,48,34.29,39,27.86,47026
47,27,139,31,22.3,45,32.37,41,29.5,22,15.83,47027
47,28,220,34,15.45,59,26.82,71,32.27,56,25.45,47028
47,29,141,34,24.11,42,29.79,46,32.62,19,13.48,47029
47,30,74,11,14.86,16,21.62,25,33.78,22,29.73,47030
47,31,136,19,13.97,35,25.74,44,32.35,38,27.94,47031
47,32,195,24,12.31,39,20.0,63,32.31,69,35.38,47032
47,33,132,26,19.7,46,34.85,34,25.76,26,19.7,47033
47,34,144,32,22.22,41,28.47,48,33.33,23,15.97,47034
47,35,179,33,18.44,57,31.84,65,36.31,24,13.41,47035
47,36,140,20,14.29,35,25.0,43,30.71,42,30.0,47036
47,37,147,20,13.61,48,32.65,45,30.61,34,23.13,47037
47,38,159,23,14.47,57,35.85,36,22.64,43,27.04,47038
47,39,113,11,9.73,35,30.97,38,33.63,29,25.66,47039
47,40,145,19,13.1,54,37.24,40,27.59,32,22.07,47040
47,41,79,14,17.72,17,21.52,25,31.65,23,29.11,47041
47,42,176,28,15.91,53,30.11,45,25.57,50,28.41,47042
47,43,185,41,22.16,42,22.7,64,34.59,38,20.54,47043
47,44,112,38,33.93,34,30.36,23,20.54,17,15.18,47044
47,45,167,29,17.37,54,32.34,43,25.75,41,24.55,47045
48,1,132,15,11.36,46,34.85,34,25.76,37,28.03,48001
48,2,119,20,16.81,38,31.93,32,26.89,29,24.37,48002
48,3,100,20,20.0,34,34.0,26,26.0,20,20.0,48003
48,4,106,16,15.09,31,29.25,27,25.47,32,30.19,48004
48,5,125,22,17.6,49,39.2,25,20.0,29,23.2,48005
48,6,139,29,20.86,48,34.53,43,30.94,19,13.67,48006
48,7,115,10,8.7,41,35.65,26,22.61,38,33.04,48007
48,8,92,15,16.3,34,36.96,22,23.91,21,22.83,48008
48,9,88,9,10.23,23,26.14,34,38.64,22,25.0,48009
48,10,61,5,8.2,22,36.07,19,31.15,15,24.59,48010
48,11,143,11,7.69,42,29.37,33,23.08,57,39.86,48011
48,12,68,8,11.76,11,16.18,24,35.29,25,36.76,48012
48,13,91,13,14.29,33,36.26,22,24.18,23,25.27,48013
48,14,118,27,22.88,41,34.75,30,25.42,20,16.95,48014
48,15,83,12,14.46,35,42.17,18,21.69,18,21.69,48015
48,16,102,36,35.29,32,31.37,19,18.63,15,14.71,48016
48,17,94,22,23.4,15,15.96,28,29.79,29,30.85,48017
48,18,80,10,12.5,33,41.25,24,30.0,13,16.25,48018
48,19,118,21,17.8,35,29.66,21,17.8,41,34.75,48019
48,20,86,13,15.12,23,26.74,15,17.44,35,40.7,48020
48,21,116,27,23.28,37,31.9,37,31.9,15,12.93,48021
48,22,195,31,15.9,71,36.41,51,26.15,42,21.54,48022
48,23,89,17,19.1,26,29.21,18,20.22,28,31.46,48023
48,24,87,18,20.69,19,21.84,27,31.03,23,26.44,48024
48,25,80,13,16.25,17,21.25,28,35.0,22,27.5,48025
48,26,113,22,19.47,35,30.97,28,24.78,28,24.78,48026
48,27,78,17,21.79,27,34.62,15,19.23,19,24.36,48027
48,28,108,13,12.04,22,20.37,30,27.78,43,39.81,48028
48,29,133,18,13.53,45,33.83,25,18.8,45,33.83,48029
48,30,84,9,10.71,27,32.14,17,20.24,31,36.9,48030
48,31,83,12,14.46,29,34.94,24,28.92,18,21.69,48031
48,32,78,10,12.82,24,30.77,30,38.46,14,17.95,48032
48,33,99,7,7.07,36,36.36,24,24.24,32,32.32,48033
48,34,98,14,14.29,36,36.73,32,32.65,16,16.33,48034
48,35,74,14,18.92,15,20.27,20,27.03,25,33.78,48035
48,36,92,18,19.57,22,23.91,28,30.43,24,26.09,48036
48,37,118,16,13.56,38,32.2,41,34.75,23,19.49,48037
48,38,140,14,10.0,64,45.71,31,22.14,31,22.14,48038
48,39,84,19,22.62,21,25.0,21,25.0,23,27.38,48039
48,40,89,18,20.22,29,32.58,29,32.58,13,14.61,48040
48,41,59,5,8.47,23,38.98,24,40.68,7,11.86,48041
48,42,131,13,9.92,37,28.24,37,28.24,44,33.59,48042
48,43,71,4,5.63,29,40.85,21,29.58,17,23.94,48043
48,44,81,14,17.28,15,18.52,34,41.98,18,22.22,48044
48,45,53,17,32.08,12,22.64,11,20.75,13,24.53,48045
48,46,67,10,14.93,18,26.87,20,29.85,19,28.36,48046
48,47,70,14,20.0,22,31.43,18,25.71,16,22.86,48047
48,48,79,6,7.59,22,27.85,31,39.24,20,25.32,48048
49,1,133,21,15.79,35,26.32,38,28.57,39,29.32,49001
49,2,132,32,24.24,36,27.27,34,25.76,30,22.73,49002
49,3,118,15,12.71,23,19.49,42,35.59,38,32.2,49003
49,4,76,16,21.05,18,23.68,28,36.84,14,18.42,49004
49,5,69,8,11.59,12,17.39,26,37.68,23,33.33,49005
49,6,69,10,14.49,13,18.84,17,24.64,29,42.03,49006
49,7,78,13,16.67,19,24.36,17,21.79,29,37.18,49007
49,8,78,12,15.38,18,23.08,18,23.08,30,38.46,49008
49,9,87,13,14.94,28,32.18,21,24.14,25,28.74,49009
49,10,123,17,13.82,22,17.89,32,26.02,52,42.28,49010
49,11,129,19,14.73,27,20.93,36,27.91,47,36.43,49011
49,12,82,18,21.95,20,24.39,28,34.15,16,19.51,49012
49,13,105,9,8.57,27,25.71,35,33.33,34,32.38,49013
49,14,105,13,12.38,18,17.14,26,24.76,48,45.71,49014
49,15,69,13,18.84,14,20.29,24,34.78,18,26.09,49015
49,16,90,14,15.56,12,13.33,28,31.11,36,40.0,49016
49,17,31,5,16.13,9,29.03,8,25.81,9,29.03,49017
49,18,101,13,12.87,25,24.75,35,34.65,28,27.72,49018
49,19,69,8,11.59,15,21.74,13,18.84,33,47.83,49019
49,20,127,19,14.96,24,18.9,40,31.5,44,34.65,49020
49,21,66,2,3.03,16,24.24,23,34.85,25,37.88,49021
49,22,99,13,13.13,20,20.2,35,35.35,31,31.31,49022
49,23,87,13,14.94,10,11.49,32,36.78,32,36.78,49023
49,24,105,13,12.38,26,24.76,29,27.62,37,35.24,49024
49,25,77,11,14.29,15,19.48,19,24.68,32,41.56,49025
49,26,149,32,21.48,25,16.78,38,25.5,54,36.24,49026
49,27,107,14,13.08,21,19.63,43,40.19,29,27.1,49027
49,28,85,6,7.06,23,27.06,34,40.0,22,25.88,49028
49,29,50,3,6.0,12,24.0,16,32.0,19,38.0,49029
49,30,93,16,17.2,24,25.81,16,17.2,37,39.78,49030
49,31,80,5,6.25,21,26.25,26,32.5,28,35.0,49031
49,32,92,14,15.22,12,13.04,20,21.74,46,50.0,49032
