ward,precinct,total,FRANCIS JOSEPH DOLAN,FRANCIS JOSEPH DOLAN Percent,EILEEN MARIE GEARY,EILEEN MARIE GEARY Percent,BONNIE CAROL MCGRATH,BONNIE CAROL MCGRATH Percent,JANICE L. BERMAN,JANICE L. BERMAN Percent,precinct_id
2,2,202,37,18.32,44,21.78,67,33.17,54,26.73,02002
2,3,85,14,16.47,11,12.94,32,37.65,28,32.94,02003
2,4,18,4,22.22,1,5.56,7,38.89,6,33.33,02004
2,5,43,4,9.3,6,13.95,24,55.81,9,20.93,02005
2,6,55,9,16.36,11,20.0,25,45.45,10,18.18,02006
2,7,151,32,21.19,29,19.21,40,26.49,50,33.11,02007
2,8,102,0,0.0,33,32.35,35,34.31,34,33.33,02008
2,9,55,9,16.36,13,23.64,23,41.82,10,18.18,02009
2,10,62,13,20.97,10,16.13,22,35.48,17,27.42,02010
2,11,202,68,33.66,47,23.27,57,28.22,30,14.85,02011
2,12,122,19,15.57,27,22.13,44,36.07,32,26.23,02012
2,13,183,33,18.03,37,20.22,70,38.25,43,23.5,02013
2,14,101,15,14.85,23,22.77,28,27.72,35,34.65,02014
2,15,35,11,31.43,6,17.14,14,40.0,4,11.43,02015
2,16,68,13,19.12,15,22.06,29,42.65,11,16.18,02016
2,17,93,16,17.2,21,22.58,31,33.33,25,26.88,02017
2,18,163,37,22.7,34,20.86,57,34.97,35,21.47,02018
2,19,54,9,16.67,13,24.07,21,38.89,11,20.37,02019
2,20,133,22,16.54,21,15.79,62,46.62,28,21.05,02020
2,21,136,21,15.44,26,19.12,55,40.44,34,25.0,02021
2,22,196,44,22.45,24,12.24,102,52.04,26,13.27,02022
2,23,64,16,25.0,10,15.63,20,31.25,18,28.13,02023
2,24,58,9,15.52,11,18.97,23,39.66,15,25.86,02024
2,25,32,12,37.5,3,9.38,9,28.13,8,25.0,02025
2,26,73,21,28.77,11,15.07,20,27.4,21,28.77,02026
2,27,19,5,26.32,6,31.58,6,31.58,2,10.53,02027
2,28,126,32,25.4,19,15.08,36,28.57,39,30.95,02028
2,29,59,10,16.95,17,28.81,17,28.81,15,25.42,02029
2,30,77,19,24.68,16,20.78,23,29.87,19,24.68,02030
2,31,142,30,21.13,26,18.31,42,29.58,44,30.99,02031
2,32,66,17,25.76,12,18.18,23,34.85,14,21.21,02032
2,33,179,24,13.41,37,20.67,90,50.28,28,15.64,02033
2,34,84,21,25.0,18,21.43,22,26.19,23,27.38,02034
2,35,23,7,30.43,5,21.74,3,13.04,8,34.78,02035
2,36,59,11,18.64,9,15.25,20,33.9,19,32.2,02036
2,37,67,16,23.88,15,22.39,19,28.36,17,25.37,02037
2,38,92,22,23.91,21,22.83,20,21.74,29,31.52,02038
2,39,79,8,10.13,21,26.58,28,35.44,22,27.85,02039
2,40,111,27,24.32,23,20.72,34,30.63,27,24.32,02040
2,41,42,9,21.43,12,28.57,8,19.05,13,30.95,02041
2,42,32,10,31.25,11,34.38,9,28.13,2,6.25,02042
2,43,148,46,31.08,33,22.3,30,20.27,39,26.35,02043
2,44,116,15,12.93,27,23.28,45,38.79,29,25.0,02044
2,45,49,10,20.41,11,22.45,13,26.53,15,30.61,02045
2,46,199,26,13.07,52,26.13,63,31.66,58,29.15,02046
2,47,89,16,17.98,15,16.85,38,42.7,20,22.47,02047
2,48,142,21,14.79,34,23.94,56,39.44,31,21.83,02048
2,49,39,14,35.9,10,25.64,8,20.51,7,17.95,02049
2,50,59,16,27.12,12,20.34,19,32.2,12,20.34,02050
2,51,87,34,39.08,16,18.39,18,20.69,19,21.84,02051
2,52,76,18,23.68,21,27.63,22,28.95,15,19.74,02052
2,53,51,8,15.69,10,19.61,18,35.29,15,29.41,02053
2,54,116,30,25.86,19,16.38,33,28.45,34,29.31,02054
3,1,113,23,20.35,21,18.58,40,35.4,29,25.66,03001
3,2,120,18,15.0,27,22.5,40,33.33,35,29.17,03002
3,3,33,6,18.18,10,30.3,11,33.33,6,18.18,03003
3,4,48,10,20.83,12,25.0,16,33.33,10,20.83,03004
3,5,34,12,35.29,3,8.82,12,35.29,7,20.59,03005
3,6,26,5,19.23,8,30.77,7,26.92,6,23.08,03006
3,7,13,3,23.08,2,15.38,6,46.15,2,15.38,03007
3,8,44,11,25.0,12,27.27,13,29.55,8,18.18,03008
3,9,66,14,21.21,20,30.3,10,15.15,22,33.33,03009
3,10,108,28,25.93,23,21.3,33,30.56,24,22.22,03010
3,11,47,4,8.51,11,23.4,16,34.04,16,34.04,03011
3,12,67,15,22.39,11,16.42,25,37.31,16,23.88,03012
3,13,16,4,25.0,4,25.0,8,50.0,0,0.0,03013
3,14,43,13,30.23,10,23.26,10,23.26,10,23.26,03014
3,15,59,19,32.2,12,20.34,9,15.25,19,32.2,03015
3,16,98,21,21.43,23,23.47,24,24.49,30,30.61,03016
3,17,53,12,22.64,13,24.53,12,22.64,16,30.19,03017
3,18,60,9,15.0,12,20.0,26,43.33,13,21.67,03018
3,19,40,8,20.0,7,17.5,18,45.0,7,17.5,03019
3,20,25,5,20.0,6,24.0,8,32.0,6,24.0,03020
3,21,36,9,25.0,13,36.11,4,11.11,10,27.78,03021
3,22,68,11,16.18,21,30.88,16,23.53,20,29.41,03022
3,23,18,2,11.11,7,38.89,6,33.33,3,16.67,03023
3,24,76,17,22.37,20,26.32,20,26.32,19,25.0,03024
3,25,14,0,0.0,4,28.57,6,42.86,4,28.57,03025
3,26,49,10,20.41,16,32.65,14,28.57,9,18.37,03026
3,27,12,5,41.67,4,33.33,3,25.0,0,0.0,03027
3,28,86,15,17.44,22,25.58,25,29.07,24,27.91,03028
3,29,12,1,8.33,2,16.67,5,41.67,4,33.33,03029
3,30,73,14,19.18,14,19.18,25,34.25,20,27.4,03030
3,31,58,9,15.52,16,27.59,12,20.69,21,36.21,03031
3,32,83,12,14.46,24,28.92,24,28.92,23,27.71,03032
3,33,70,17,24.29,15,21.43,16,22.86,22,31.43,03033
3,34,18,4,22.22,4,22.22,3,16.67,7,38.89,03034
3,35,65,16,24.62,15,23.08,18,27.69,16,24.62,03035
3,36,33,9,27.27,7,21.21,10,30.3,7,21.21,03036
3,37,70,14,20.0,22,31.43,13,18.57,21,30.0,03037
3,38,112,24,21.43,28,25.0,28,25.0,32,28.57,03038
3,39,126,25,19.84,32,25.4,36,28.57,33,26.19,03039
3,40,61,19,31.15,9,14.75,14,22.95,19,31.15,03040
3,41,60,14,23.33,14,23.33,17,28.33,15,25.0,03041
3,42,27,3,11.11,9,33.33,9,33.33,6,22.22,03042
3,43,15,2,13.33,3,20.0,6,40.0,4,26.67,03043
3,44,38,9,23.68,10,26.32,11,28.95,8,21.05,03044
3,45,32,5,15.63,9,28.13,11,34.38,7,21.88,03045
3,46,9,4,44.44,3,33.33,1,11.11,1,11.11,03046
3,47,55,11,20.0,19,34.55,8,14.55,17,30.91,03047
3,48,46,9,19.57,11,23.91,11,23.91,15,32.61,03048
3,49,45,7,15.56,9,20.0,16,35.56,13,28.89,03049
3,50,65,13,20.0,14,21.54,22,33.85,16,24.62,03050
3,51,46,15,32.61,9,19.57,10,21.74,12,26.09,03051
3,52,77,19,24.68,16,20.78,21,27.27,21,27.27,03052
4,1,117,23,19.66,25,21.37,44,37.61,25,21.37,04001
4,2,26,4,15.38,5,19.23,8,30.77,9,34.62,04002
4,3,139,28,20.14,31,22.3,49,35.25,31,22.3,04003
4,4,136,29,21.32,32,23.53,44,32.35,31,22.79,04004
4,5,118,22,18.64,28,23.73,42,35.59,26,22.03,04005
4,6,3,1,33.33,0,0.0,0,0.0,2,66.67,04006
4,7,88,15,17.05,17,19.32,38,43.18,18,20.45,04007
4,8,143,25,17.48,40,27.97,44,30.77,34,23.78,04008
4,9,239,35,14.64,50,20.92,89,37.24,65,27.2,04009
4,10,160,20,12.5,37,23.13,57,35.63,46,28.75,04010
4,11,98,21,21.43,17,17.35,31,31.63,29,29.59,04011
4,12,85,14,16.47,21,24.71,23,27.06,27,31.76,04012
4,13,150,26,17.33,29,19.33,62,41.33,33,22.0,04013
4,14,82,13,15.85,13,15.85,36,43.9,20,24.39,04014
4,15,71,16,22.54,15,21.13,30,42.25,10,14.08,04015
4,16,134,13,9.7,29,21.64,54,40.3,38,28.36,04016
4,17,143,28,19.58,30,20.98,48,33.57,37,25.87,04017
4,18,97,21,21.65,22,22.68,35,36.08,19,19.59,04018
4,19,26,7,26.92,3,11.54,12,46.15,4,15.38,04019
4,20,53,13,24.53,3,5.66,19,35.85,18,33.96,04020
4,21,120,20,16.67,32,26.67,42,35.0,26,21.67,04021
4,22,177,27,15.25,31,17.51,82,46.33,37,20.9,04022
4,23,100,16,16.0,23,23.0,40,40.0,21,21.0,04023
4,24,143,33,23.08,35,24.48,44,30.77,31,21.68,04024
4,25,136,23,16.91,31,22.79,51,37.5,31,22.79,04025
4,26,96,18,18.75,15,15.63,31,32.29,32,33.33,04026
4,27,177,34,19.21,37,20.9,68,38.42,38,21.47,04027
4,28,132,20,15.15,24,18.18,70,53.03,18,13.64,04028
4,29,123,29,23.58,27,21.95,39,31.71,28,22.76,04029
4,30,27,5,18.52,4,14.81,11,40.74,7,25.93,04030
4,31,40,5,12.5,8,20.0,17,42.5,10,25.0,04031
4,32,153,27,17.65,20,13.07,67,43.79,39,25.49,04032
4,33,41,11,26.83,5,12.2,13,31.71,12,29.27,04033
4,34,122,25,20.49,23,18.85,59,48.36,15,12.3,04034
4,35,81,17,20.99,10,12.35,35,43.21,19,23.46,04035
4,36,158,20,12.66,29,18.35,74,46.84,35,22.15,04036
4,37,69,17,24.64,11,15.94,26,37.68,15,21.74,04037
4,38,186,40,21.51,38,20.43,68,36.56,40,21.51,04038
4,39,55,9,16.36,12,21.82,17,30.91,17,30.91,04039
4,40,116,28,24.14,21,18.1,43,37.07,24,20.69,04040
4,41,97,13,13.4,22,22.68,38,39.18,24,24.74,04041
4,42,77,11,14.29,19,24.68,31,40.26,16,20.78,04042
4,43,96,10,10.42,21,21.88,48,50.0,17,17.71,04043
4,44,87,8,9.2,29,33.33,30,34.48,20,22.99,04044
4,45,218,45,20.64,50,22.94,75,34.4,48,22.02,04045
4,46,115,21,18.26,27,23.48,34,29.57,33,28.7,04046
4,47,166,31,18.67,24,14.46,61,36.75,50,30.12,04047
4,48,185,30,16.22,34,18.38,75,40.54,46,24.86,04048
4,49,23,5,21.74,3,13.04,9,39.13,6,26.09,04049
4,50,104,18,17.31,30,28.85,32,30.77,24,23.08,04050
4,51,155,42,27.1,26,16.77,53,34.19,34,21.94,04051
4,52,34,6,17.65,4,11.76,14,41.18,10,29.41,04052
4,53,28,6,21.43,5,17.86,11,39.29,6,21.43,04053
4,54,74,11,14.86,17,22.97,35,47.3,11,14.86,04054
4,55,103,17,16.5,15,14.56,61,59.22,10,9.71,04055
5,1,123,18,14.63,25,20.33,54,43.9,26,21.14,05001
5,2,101,22,21.78,17,16.83,36,35.64,26,25.74,05002
5,3,127,21,16.54,26,20.47,46,36.22,34,26.77,05003
5,4,163,42,25.77,39,23.93,41,25.15,41,25.15,05004
5,5,101,19,18.81,23,22.77,32,31.68,27,26.73,05005
5,6,146,21,14.38,31,21.23,40,27.4,54,36.99,05006
5,7,125,16,12.8,17,13.6,71,56.8,21,16.8,05007
5,8,176,27,15.34,26,14.77,108,61.36,15,8.52,05008
5,9,120,25,20.83,25,20.83,42,35.0,28,23.33,05009
5,10,73,14,19.18,15,20.55,25,34.25,19,26.03,05010
5,11,52,11,21.15,15,28.85,20,38.46,6,11.54,05011
5,12,130,32,24.62,22,16.92,41,31.54,35,26.92,05012
5,13,125,23,18.4,24,19.2,51,40.8,27,21.6,05013
5,14,113,30,26.55,17,15.04,44,38.94,22,19.47,05014
5,15,82,20,24.39,15,18.29,24,29.27,23,28.05,05015
5,16,82,10,12.2,20,24.39,25,30.49,27,32.93,05016
5,17,79,18,22.78,15,18.99,32,40.51,14,17.72,05017
5,18,80,18,22.5,14,17.5,32,40.0,16,20.0,05018
5,19,93,18,19.35,21,22.58,25,26.88,29,31.18,05019
5,20,85,17,20.0,9,10.59,34,40.0,25,29.41,05020
5,21,161,31,19.25,35,21.74,41,25.47,54,33.54,05021
5,22,135,29,21.48,37,27.41,37,27.41,32,23.7,05022
5,23,106,19,17.92,26,24.53,42,39.62,19,17.92,05023
5,24,119,17,14.29,22,18.49,50,42.02,30,25.21,05024
5,25,95,16,16.84,17,17.89,31,32.63,31,32.63,05025
5,26,70,6,8.57,10,14.29,32,45.71,22,31.43,05026
5,27,43,8,18.6,8,18.6,18,41.86,9,20.93,05027
5,28,159,37,23.27,34,21.38,55,34.59,33,20.75,05028
5,29,82,18,21.95,16,19.51,26,31.71,22,26.83,05029
5,30,134,23,17.16,24,17.91,74,55.22,13,9.7,05030
5,31,82,10,12.2,12,14.63,35,42.68,25,30.49,05031
5,32,171,25,14.62,37,21.64,62,36.26,47,27.49,05032
5,33,113,19,16.81,23,20.35,42,37.17,29,25.66,05033
5,34,86,12,13.95,23,26.74,30,34.88,21,24.42,05034
5,35,79,15,18.99,17,21.52,33,41.77,14,17.72,05035
5,36,136,21,15.44,21,15.44,60,44.12,34,25.0,05036
5,37,87,28,32.18,18,20.69,30,34.48,11,12.64,05037
5,38,157,46,29.3,19,12.1,67,42.68,25,15.92,05038
5,39,136,51,37.5,25,18.38,51,37.5,9,6.62,05039
5,40,91,16,17.58,17,18.68,31,34.07,27,29.67,05040
5,41,91,23,25.27,17,18.68,35,38.46,16,17.58,05041
5,42,124,32,25.81,19,15.32,34,27.42,39,31.45,05042
5,43,124,28,22.58,29,23.39,39,31.45,28,22.58,05043
5,44,116,21,18.1,26,22.41,33,28.45,36,31.03,05044
5,45,83,20,24.1,16,19.28,25,30.12,22,26.51,05045
5,46,128,31,24.22,23,17.97,44,34.38,30,23.44,05046
5,47,86,15,17.44,18,20.93,27,31.4,26,30.23,05047
5,48,117,25,21.37,24,20.51,40,34.19,28,23.93,05048
5,49,133,34,25.56,14,10.53,72,54.14,13,9.77,05049
5,50,74,19,25.68,13,17.57,23,31.08,19,25.68,05050
5,51,102,17,16.67,27,26.47,25,24.51,33,32.35,05051
5,52,73,13,17.81,13,17.81,22,30.14,25,34.25,05052
5,53,93,10,10.75,19,20.43,38,40.86,26,27.96,05053
5,54,68,7,10.29,11,16.18,33,48.53,17,25.0,05054
5,55,130,14,10.77,25,19.23,63,48.46,28,21.54,05055
5,56,79,11,13.92,26,32.91,26,32.91,16,20.25,05056
5,57,129,24,18.6,24,18.6,45,34.88,36,27.91,05057
5,58,71,16,22.54,12,16.9,22,30.99,21,29.58,05058
5,59,65,7,10.77,20,30.77,20,30.77,18,27.69,05059
6,1,152,34,22.37,38,25.0,38,25.0,42,27.63,06001
6,2,160,31,19.38,39,24.38,47,29.38,43,26.88,06002
6,3,130,24,18.46,35,26.92,27,20.77,44,33.85,06003
6,4,88,27,30.68,16,18.18,24,27.27,21,23.86,06004
6,5,66,11,16.67,21,31.82,20,30.3,14,21.21,06005
6,6,151,36,23.84,32,21.19,36,23.84,47,31.13,06006
6,7,101,23,22.77,25,24.75,29,28.71,24,23.76,06007
6,8,149,23,15.44,42,28.19,44,29.53,40,26.85,06008
6,9,146,28,19.18,31,21.23,37,25.34,50,34.25,06009
6,10,184,44,23.91,40,21.74,45,24.46,55,29.89,06010
6,11,124,23,18.55,35,28.23,24,19.35,42,33.87,06011
6,12,95,27,28.42,17,17.89,26,27.37,25,26.32,06012
6,13,126,24,19.05,30,23.81,40,31.75,32,25.4,06013
6,14,131,29,22.14,22,16.79,45,34.35,35,26.72,06014
6,15,64,11,17.19,21,32.81,18,28.13,14,21.88,06015
6,16,149,27,18.12,35,23.49,40,26.85,47,31.54,06016
6,17,176,44,25.0,41,23.3,41,23.3,50,28.41,06017
6,18,47,10,21.28,11,23.4,12,25.53,14,29.79,06018
6,19,122,19,15.57,27,22.13,35,28.69,41,33.61,06019
6,20,41,11,26.83,11,26.83,5,12.2,14,34.15,06020
6,21,147,28,19.05,51,34.69,37,25.17,31,21.09,06021
6,22,132,24,18.18,29,21.97,49,37.12,30,22.73,06022
6,23,97,21,21.65,17,17.53,27,27.84,32,32.99,06023
6,24,125,31,24.8,21,16.8,35,28.0,38,30.4,06024
6,25,132,28,21.21,24,18.18,47,35.61,33,25.0,06025
6,26,119,24,20.17,24,20.17,36,30.25,35,29.41,06026
6,27,169,34,20.12,37,21.89,45,26.63,53,31.36,06027
6,28,160,36,22.5,31,19.38,49,30.63,44,27.5,06028
6,29,144,29,20.14,23,15.97,53,36.81,39,27.08,06029
6,30,114,23,20.18,27,23.68,34,29.82,30,26.32,06030
6,31,169,36,21.3,36,21.3,47,27.81,50,29.59,06031
6,32,143,29,20.28,28,19.58,41,28.67,45,31.47,06032
6,33,147,29,19.73,35,23.81,39,26.53,44,29.93,06033
6,34,115,22,19.13,28,24.35,33,28.7,32,27.83,06034
6,35,166,28,16.87,44,26.51,42,25.3,52,31.33,06035
6,36,75,15,20.0,17,22.67,19,25.33,24,32.0,06036
6,37,157,28,17.83,40,25.48,43,27.39,46,29.3,06037
6,38,177,44,24.86,39,22.03,46,25.99,48,27.12,06038
6,39,69,12,17.39,21,30.43,13,18.84,23,33.33,06039
6,40,61,19,31.15,17,27.87,13,21.31,12,19.67,06040
6,41,141,30,21.28,36,25.53,39,27.66,36,25.53,06041
6,42,87,19,21.84,20,22.99,30,34.48,18,20.69,06042
6,43,163,36,22.09,31,19.02,50,30.67,46,28.22,06043
6,44,113,23,20.35,22,19.47,36,31.86,32,28.32,06044
6,45,76,16,21.05,20,26.32,18,23.68,22,28.95,06045
6,46,104,15,14.42,27,25.96,30,28.85,32,30.77,06046
6,47,156,28,17.95,50,32.05,32,20.51,46,29.49,06047
6,48,145,35,24.14,36,24.83,26,17.93,48,33.1,06048
6,49,114,27,23.68,25,21.93,36,31.58,26,22.81,06049
6,50,151,30,19.87,41,27.15,37,24.5,43,28.48,06050
6,51,95,27,28.42,20,21.05,20,21.05,28,29.47,06051
6,52,115,14,12.17,22,19.13,39,33.91,40,34.78,06052
6,53,105,23,21.9,30,28.57,21,20.0,31,29.52,06053
6,54,110,17,15.45,24,21.82,32,29.09,37,33.64,06054
6,55,91,22,24.18,23,25.27,22,24.18,24,26.37,06055
6,56,88,26,29.55,17,19.32,30,34.09,15,17.05,06056
6,57,69,25,36.23,8,11.59,24,34.78,12,17.39,06057
6,58,135,29,21.48,31,22.96,41,30.37,34,25.19,06058
6,59,127,32,25.2,28,22.05,33,25.98,34,26.77,06059
6,60,88,15,17.05,20,22.73,22,25.0,31,35.23,06060
6,61,89,18,20.22,21,23.6,23,25.84,27,30.34,06061
6,62,152,22,14.47,35,23.03,48,31.58,47,30.92,06062
6,63,107,21,19.63,28,26.17,28,26.17,30,28.04,06063
6,64,166,30,18.07,45,27.11,38,22.89,53,31.93,06064
7,1,201,88,43.78,31,15.42,31,15.42,51,25.37,07001
7,2,143,49,34.27,24,16.78,41,28.67,29,20.28,07002
7,3,123,48,39.02,19,15.45,24,19.51,32,26.02,07003
7,4,120,51,42.5,19,15.83,29,24.17,21,17.5,07004
7,5,103,53,51.46,18,17.48,17,16.5,15,14.56,07005
7,6,115,56,48.7,14,12.17,22,19.13,23,20.0,07006
7,7,107,48,44.86,19,17.76,21,19.63,19,17.76,07007
7,8,99,43,43.43,20,20.2,23,23.23,13,13.13,07008
7,9,128,44,34.38,15,11.72,38,29.69,31,24.22,07009
7,10,155,46,29.68,33,21.29,35,22.58,41,26.45,07010
7,11,129,44,34.11,21,16.28,31,24.03,33,25.58,07011
7,12,134,59,44.03,23,17.16,31,23.13,21,15.67,07012
7,13,68,20,29.41,17,25.0,12,17.65,19,27.94,07013
7,14,122,29,23.77,18,14.75,32,26.23,43,35.25,07014
7,15,183,70,38.25,24,13.11,49,26.78,40,21.86,07015
7,16,130,45,34.62,28,21.54,26,20.0,31,23.85,07016
7,17,122,38,31.15,27,22.13,24,19.67,33,27.05,07017
7,18,136,72,52.94,22,16.18,20,14.71,22,16.18,07018
7,19,163,48,29.45,31,19.02,40,24.54,44,26.99,07019
7,20,30,7,23.33,3,10.0,11,36.67,9,30.0,07020
7,21,143,61,42.66,19,13.29,36,25.17,27,18.88,07021
7,22,120,33,27.5,27,22.5,26,21.67,34,28.33,07022
7,23,125,53,42.4,22,17.6,21,16.8,29,23.2,07023
7,24,179,84,46.93,17,9.5,36,20.11,42,23.46,07024
7,25,116,54,46.55,20,17.24,22,18.97,20,17.24,07025
7,26,146,63,43.15,28,19.18,29,19.86,26,17.81,07026
7,27,135,33,24.44,23,17.04,34,25.19,45,33.33,07027
7,28,114,36,31.58,24,21.05,25,21.93,29,25.44,07028
7,29,79,40,50.63,9,11.39,16,20.25,14,17.72,07029
7,30,201,71,35.32,31,15.42,53,26.37,46,22.89,07030
7,31,169,55,32.54,33,19.53,39,23.08,42,24.85,07031
7,32,117,37,31.62,21,17.95,29,24.79,30,25.64,07032
7,33,139,55,39.57,23,16.55,27,19.42,34,24.46,07033
7,34,98,32,32.65,21,21.43,15,15.31,30,30.61,07034
7,35,161,53,32.92,32,19.88,41,25.47,35,21.74,07035
7,36,213,77,36.15,41,19.25,40,18.78,55,25.82,07036
7,37,156,48,30.77,32,20.51,36,23.08,40,25.64,07037
7,38,142,52,36.62,24,16.9,35,24.65,31,21.83,07038
7,39,118,31,26.27,24,20.34,30,25.42,33,27.97,07039
7,40,98,31,31.63,17,17.35,19,19.39,31,31.63,07040
7,41,164,46,28.05,33,20.12,47,28.66,38,23.17,07041
7,42,131,46,35.11,26,19.85,36,27.48,23,17.56,07042
7,43,147,56,38.1,22,14.97,37,25.17,32,21.77,07043
7,44,176,77,43.75,25,14.2,39,22.16,35,19.89,07044
7,45,183,76,41.53,30,16.39,38,20.77,39,21.31,07045
7,46,50,15,30.0,12,24.0,12,24.0,11,22.0,07046
8,1,166,46,27.71,40,24.1,46,27.71,34,20.48,08001
8,2,106,34,32.08,24,22.64,21,19.81,27,25.47,08002
8,3,199,74,37.19,36,18.09,45,22.61,44,22.11,08003
8,4,156,71,45.51,18,11.54,38,24.36,29,18.59,08004
8,5,191,64,33.51,40,20.94,42,21.99,45,23.56,08005
8,6,168,45,26.79,37,22.02,41,24.4,45,26.79,08006
8,7,92,24,26.09,21,22.83,22,23.91,25,27.17,08007
8,8,173,59,34.1,31,17.92,37,21.39,46,26.59,08008
8,9,188,41,21.81,35,18.62,51,27.13,61,32.45,08009
8,10,177,39,22.03,40,22.6,50,28.25,48,27.12,08010
8,11,103,28,27.18,20,19.42,31,30.1,24,23.3,08011
8,12,127,45,35.43,32,25.2,27,21.26,23,18.11,08012
8,13,102,40,39.22,17,16.67,21,20.59,24,23.53,08013
8,14,119,44,36.97,24,20.17,29,24.37,22,18.49,08014
8,15,110,42,38.18,19,17.27,20,18.18,29,26.36,08015
8,16,176,43,24.43,37,21.02,52,29.55,44,25.0,08016
8,17,133,53,39.85,30,22.56,20,15.04,30,22.56,08017
8,18,96,25,26.04,22,22.92,28,29.17,21,21.88,08018
8,19,199,59,29.65,45,22.61,40,20.1,55,27.64,08019
8,20,122,42,34.43,26,21.31,22,18.03,32,26.23,08020
8,21,124,54,43.55,21,16.94,21,16.94,28,22.58,08021
8,22,140,49,35.0,19,13.57,35,25.0,37,26.43,08022
8,23,123,42,34.15,13,10.57,28,22.76,40,32.52,08023
8,24,156,55,35.26,28,17.95,38,24.36,35,22.44,08024
8,25,137,41,29.93,33,24.09,29,21.17,34,24.82,08025
8,26,78,20,25.64,20,25.64,17,21.79,21,26.92,08026
8,27,159,55,34.59,27,16.98,39,24.53,38,23.9,08027
8,28,136,54,39.71,28,20.59,21,15.44,33,24.26,08028
8,29,133,43,32.33,33,24.81,27,20.3,30,22.56,08029
8,30,127,38,29.92,23,18.11,31,24.41,35,27.56,08030
8,31,128,45,35.16,24,18.75,33,25.78,26,20.31,08031
8,32,222,60,27.03,38,17.12,54,24.32,70,31.53,08032
8,33,93,52,55.91,11,11.83,15,16.13,15,16.13,08033
8,34,168,49,29.17,33,19.64,42,25.0,44,26.19,08034
8,35,212,66,31.13,46,21.7,50,23.58,50,23.58,08035
8,36,141,43,30.5,35,24.82,28,19.86,35,24.82,08036
8,37,120,40,33.33,22,18.33,35,29.17,23,19.17,08037
8,38,150,70,46.67,21,14.0,40,26.67,19,12.67,08038
8,39,148,50,33.78,19,12.84,42,28.38,37,25.0,08039
8,40,143,45,31.47,27,18.88,37,25.87,34,23.78,08040
8,41,138,38,27.54,37,26.81,22,15.94,41,29.71,08041
8,42,138,40,28.99,19,13.77,36,26.09,43,31.16,08042
8,43,80,34,42.5,11,13.75,13,16.25,22,27.5,08043
8,44,166,69,41.57,30,18.07,35,21.08,32,19.28,08044
8,45,142,43,30.28,27,19.01,35,24.65,37,26.06,08045
8,46,126,38,30.16,33,26.19,28,22.22,27,21.43,08046
8,47,154,67,43.51,29,18.83,26,16.88,32,20.78,08047
8,48,154,40,25.97,25,16.23,53,34.42,36,23.38,08048
8,49,179,52,29.05,42,23.46,44,24.58,41,22.91,08049
