ward,precinct,total,ROBERT D. QUINLIVAN,ROBERT D. QUINLIVAN Percent,RICHARD ANTHONY STEVENS,RICHARD ANTHONY STEVENS Percent,MARJORIE E. MCCOLLOM,MARJORIE E. MCCOLLOM Percent,JOAN MARGARET O'BRIEN,JOAN MARGARET O'BRIEN Percent,precinct_id
41,65,75,22,29.33,14,18.67,10,13.33,29,38.67,41065
41,66,104,28,26.92,17,16.35,16,15.38,43,41.35,41066
42,1,78,19,24.36,31,39.74,13,16.67,15,19.23,42001
42,2,49,7,14.29,13,26.53,11,22.45,18,36.73,42002
42,3,53,14,26.42,3,5.66,15,28.3,21,39.62,42003
42,4,76,17,22.37,29,38.16,9,11.84,21,27.63,42004
42,5,46,11,23.91,15,32.61,6,13.04,14,30.43,42005
42,6,159,37,23.27,43,27.04,26,16.35,53,33.33,42006
42,7,62,17,27.42,20,32.26,7,11.29,18,29.03,42007
42,8,73,24,32.88,20,27.4,10,13.7,19,26.03,42008
42,9,65,11,16.92,15,23.08,13,20.0,26,40.0,42009
42,10,51,8,15.69,18,35.29,9,17.65,16,31.37,42010
42,11,70,11,15.71,21,30.0,12,17.14,26,37.14,42011
42,12,69,28,40.58,20,28.99,10,14.49,11,15.94,42012
42,13,153,30,19.61,40,26.14,29,18.95,54,35.29,42013
42,14,76,14,18.42,18,23.68,19,25.0,25,32.89,42014
42,15,62,10,16.13,21,33.87,10,16.13,21,33.87,42015
42,16,82,16,19.51,26,31.71,21,25.61,19,23.17,42016
42,17,14,4,28.57,2,14.29,3,21.43,5,35.71,42017
42,18,113,33,29.2,23,20.35,26,23.01,31,27.43,42018
42,19,56,9,16.07,19,33.93,10,17.86,18,32.14,42019
42,20,36,5,13.89,7,19.44,5,13.89,19,52.78,42020
42,21,63,20,31.75,17,26.98,8,12.7,18,28.57,42021
42,22,47,14,29.79,16,34.04,7,14.89,10,21.28,42022
42,23,82,13,15.85,32,39.02,13,15.85,24,29.27,42023
42,24,96,27,28.13,24,25.0,15,15.63,30,31.25,42024
42,25,90,18,20.0,23,25.56,12,13.33,37,41.11,42025
42,26,41,2,4.88,18,43.9,6,14.63,15,36.59,42026
42,27,135,40,29.63,30,22.22,24,17.78,41,30.37,42027
42,28,86,16,18.6,27,31.4,14,16.28,29,33.72,42028
42,29,59,11,18.64,18,30.51,15,25.42,15,25.42,42029
42,30,50,10,20.0,16,32.0,11,22.0,13,26.0,42030
42,31,31,11,35.48,8,25.81,7,22.58,5,16.13,42031
42,32,93,23,24.73,38,40.86,12,12.9,20,21.51,42032
42,33,122,27,22.13,36,29.51,17,13.93,42,34.43,42033
42,34,65,18,27.69,16,24.62,9,13.85,22,33.85,42034
42,35,53,15,28.3,23,43.4,8,15.09,7,13.21,42035
42,36,91,27,29.67,16,17.58,20,21.98,28,30.77,42036
42,37,70,19,27.14,18,25.71,14,20.0,19,27.14,42037
42,38,73,11,15.07,20,27.4,13,17.81,29,39.73,42038
42,39,105,28,26.67,18,17.14,15,14.29,44,41.9,42039
42,40,53,12,22.64,17,32.08,7,13.21,17,32.08,42040
42,41,40,4,10.0,12,30.0,10,25.0,14,35.0,42041
42,42,64,13,20.31,17,26.56,8,12.5,26,40.63,42042
42,43,78,14,17.95,36,46.15,9,11.54,19,24.36,42043
42,44,69,20,28.99,18,26.09,14,20.29,17,24.64,42044
42,45,51,8,15.69,22,43.14,3,5.88,18,35.29,42045
42,46,55,14,25.45,21,38.18,6,10.91,14,25.45,42046
42,47,49,12,24.49,16,32.65,9,18.37,12,24.49,42047
42,48,40,10,25.0,6,15.0,6,15.0,18,45.0,42048
42,49,69,13,18.84,18,26.09,13,18.84,25,36.23,42049
42,50,56,7,12.5,13,23.21,14,25.0,22,39.29,42050
42,51,33,6,18.18,7,21.21,14,42.42,6,18.18,42051
42,52,58,8,13.79,20,34.48,14,24.14,16,27.59,42052
42,53,64,14,21.88,13,20.31,17,26.56,20,31.25,42053
42,54,57,13,22.81,14,24.56,15,26.32,15,26.32,42054
42,55,64,13,20.31,20,31.25,10,15.63,21,32.81,42055
42,56,55,22,40.0,12,21.82,5,9.09,16,29.09,42056
42,57,51,8,15.69,14,27.45,7,13.73,22,43.14,42057
42,58,118,31,26.27,31,26.27,23,19.49,33,27.97,42058
42,59,74,25,33.78,18,24.32,12,16.22,19,25.68,42059
42,60,32,5,15.63,8,25.0,6,18.75,13,40.63,42060
42,61,12,3,25.0,2,16.67,1,8.33,6,50.0,42061
42,62,38,11,28.95,9,23.68,7,18.42,11,28.95,42062
42,63,67,13,19.4,24,35.82,9,13.43,21,31.34,42063
42,64,37,8,21.62,8,21.62,10,27.03,11,29.73,42064
42,65,28,3,10.71,10,35.71,4,14.29,11,39.29,42065
42,66,47,15,31.91,7,14.89,12,25.53,13,27.66,42066
42,67,144,31,21.53,40,27.78,20,13.89,53,36.81,42067
43,1,35,6,17.14,7,20.0,6,17.14,16,45.71,43001
43,2,31,12,38.71,1,3.23,6,19.35,12,38.71,43002
43,3,32,7,21.88,7,21.88,5,15.63,13,40.63,43003
43,4,46,8,17.39,13,28.26,5,10.87,20,43.48,43004
43,5,57,17,29.82,16,28.07,8,14.04,16,28.07,43005
43,6,52,9,17.31,21,40.38,9,17.31,13,25.0,43006
43,7,57,17,29.82,12,21.05,11,19.3,17,29.82,43007
43,8,58,16,27.59,22,37.93,8,13.79,12,20.69,43008
43,9,31,8,25.81,10,32.26,3,9.68,10,32.26,43009
43,10,36,9,25.0,17,47.22,5,13.89,5,13.89,43010
43,11,48,10,20.83,17,35.42,10,20.83,11,22.92,43011
43,12,68,12,17.65,15,22.06,14,20.59,27,39.71,43012
43,13,30,8,26.67,7,23.33,4,13.33,11,36.67,43013
43,14,48,12,25.0,22,45.83,5,10.42,9,18.75,43014
43,15,51,9,17.65,12,23.53,12,23.53,18,35.29,43015
43,16,38,8,21.05,13,34.21,6,15.79,11,28.95,43016
43,17,66,19,28.79,13,19.7,10,15.15,24,36.36,43017
43,18,86,14,16.28,41,47.67,9,10.47,22,25.58,43018
43,19,66,14,21.21,21,31.82,8,12.12,23,34.85,43019
43,20,69,15,21.74,20,28.99,13,18.84,21,30.43,43020
43,21,28,10,35.71,6,21.43,6,21.43,6,21.43,43021
43,22,30,5,16.67,13,43.33,4,13.33,8,26.67,43022
43,23,54,19,35.19,12,22.22,11,20.37,12,22.22,43023
43,24,42,7,16.67,9,21.43,5,11.9,21,50.0,43024
43,25,56,13,23.21,21,37.5,12,21.43,10,17.86,43025
43,26,58,9,15.52,10,17.24,15,25.86,24,41.38,43026
43,27,50,9,18.0,20,40.0,7,14.0,14,28.0,43027
43,28,35,15,42.86,9,25.71,4,11.43,7,20.0,43028
43,29,35,11,31.43,12,34.29,2,5.71,10,28.57,43029
43,30,32,8,25.0,11,34.38,5,15.63,8,25.0,43030
43,31,71,23,32.39,13,18.31,17,23.94,18,25.35,43031
43,32,48,12,25.0,18,37.5,7,14.58,11,22.92,43032
43,33,24,5,20.83,11,45.83,2,8.33,6,25.0,43033
43,34,29,5,17.24,4,13.79,5,17.24,15,51.72,43034
43,35,49,13,26.53,21,42.86,3,6.12,12,24.49,43035
43,36,50,16,32.0,16,32.0,7,14.0,11,22.0,43036
43,37,47,11,23.4,11,23.4,7,14.89,18,38.3,43037
43,38,31,7,22.58,6,19.35,5,16.13,13,41.94,43038
43,39,28,5,17.86,10,35.71,2,7.14,11,39.29,43039
43,40,57,11,19.3,16,28.07,8,14.04,22,38.6,43040
43,41,36,14,38.89,8,22.22,5,13.89,9,25.0,43041
43,42,51,12,23.53,16,31.37,10,19.61,13,25.49,43042
43,43,51,15,29.41,13,25.49,6,11.76,17,33.33,43043
43,44,52,11,21.15,16,30.77,9,17.31,16,30.77,43044
43,45,27,2,7.41,14,51.85,2,7.41,9,33.33,43045
43,46,57,17,29.82,20,35.09,7,12.28,13,22.81,43046
43,47,75,33,44.0,14,18.67,10,13.33,18,24.0,43047
43,48,28,5,17.86,13,46.43,5,17.86,5,17.86,43048
43,49,28,7,25.0,7,25.0,4,14.29,10,35.71,43049
43,50,44,13,29.55,12,27.27,6,13.64,13,29.55,43050
43,51,23,7,30.43,4,17.39,5,21.74,7,30.43,43051
43,52,54,11,20.37,14,25.93,10,18.52,19,35.19,43052
43,53,73,16,21.92,14,19.18,14,19.18,29,39.73,43053
43,54,19,5,26.32,5,26.32,3,15.79,6,31.58,43054
43,55,67,11,16.42,22,32.84,17,25.37,17,25.37,43055
43,56,39,14,35.9,11,28.21,4,10.26,10,25.64,43056
43,57,20,3,15.0,4,20.0,5,25.0,8,40.0,43057
43,58,48,17,35.42,12,25.0,8,16.67,11,22.92,43058
43,59,91,22,24.18,31,34.07,17,18.68,21,23.08,43059
43,60,69,23,33.33,11,15.94,15,21.74,20,28.99,43060
44,1,98,21,21.43,24,24.49,17,17.35,36,36.73,44001
44,2,53,10,18.87,20,37.74,12,22.64,11,20.75,44002
44,3,91,27,29.67,31,34.07,10,10.99,23,25.27,44003
44,4,121,28,23.14,50,41.32,12,9.92,31,25.62,44004
44,5,65,21,32.31,20,30.77,10,15.38,14,21.54,44005
44,6,51,13,25.49,19,37.25,8,15.69,11,21.57,44006
44,7,101,30,29.7,26,25.74,8,7.92,37,36.63,44007
44,8,96,37,38.54,26,27.08,10,10.42,23,23.96,44008
44,9,77,17,22.08,19,24.68,9,11.69,32,41.56,44009
44,10,107,23,21.5,35,32.71,17,15.89,32,29.91,44010
44,11,64,22,34.38,13,20.31,8,12.5,21,32.81,44011
44,12,53,7,13.21,21,39.62,6,11.32,19,35.85,44012
44,13,91,21,23.08,23,25.27,15,16.48,32,35.16,44013
44,14,81,16,19.75,27,33.33,10,12.35,28,34.57,44014
44,15,69,17,24.64,21,30.43,11,15.94,20,28.99,44015
44,16,60,11,18.33,21,35.0,7,11.67,21,35.0,44016
44,17,82,21,25.61,23,28.05,10,12.2,28,34.15,44017
44,18,26,6,23.08,4,15.38,5,19.23,11,42.31,44018
44,19,39,5,12.82,11,28.21,5,12.82,18,46.15,44019
44,20,62,10,16.13,15,24.19,9,14.52,28,45.16,44020
44,21,63,12,19.05,21,33.33,12,19.05,18,28.57,44021
44,22,45,12,26.67,10,22.22,10,22.22,13,28.89,44022
44,23,47,22,46.81,4,8.51,9,19.15,12,25.53,44023
44,24,54,7,12.96,18,33.33,11,20.37,18,33.33,44024
44,25,53,11,20.75,21,39.62,9,16.98,12,22.64,44025
44,26,62,11,17.74,6,9.68,16,25.81,29,46.77,44026
44,27,71,13,18.31,23,32.39,12,16.9,23,32.39,44027
44,28,56,15,26.79,9,16.07,14,25.0,18,32.14,44028
44,29,49,7,14.29,17,34.69,7,14.29,18,36.73,44029
44,30,52,14,26.92,14,26.92,10,19.23,14,26.92,44030
44,31,71,23,32.39,16,22.54,15,21.13,17,23.94,44031
44,32,32,8,25.0,9,28.13,5,15.63,10,31.25,44032
44,33,84,29,34.52,20,23.81,12,14.29,23,27.38,44033
44,34,63,13,20.63,17,26.98,12,19.05,21,33.33,44034
44,35,89,32,35.96,22,24.72,13,14.61,22,24.72,44035
44,36,62,12,19.35,19,30.65,11,17.74,20,32.26,44036
44,37,107,25,23.36,43,40.19,13,12.15,26,24.3,44037
44,38,69,18,26.09,18,26.09,6,8.7,27,39.13,44038
44,39,62,11,17.74,17,27.42,9,14.52,25,40.32,44039
44,40,64,19,29.69,27,42.19,8,12.5,10,15.63,44040
44,41,81,17,20.99,29,35.8,15,18.52,20,24.69,44041
44,42,63,14,22.22,19,30.16,11,17.46,19,30.16,44042
44,43,83,18,21.69,26,31.33,15,18.07,24,28.92,44043
44,44,117,22,18.8,39,33.33,20,17.09,36,30.77,44044
44,45,80,21,26.25,13,16.25,15,18.75,31,38.75,44045
44,46,43,9,20.93,12,27.91,10,23.26,12,27.91,44046
44,47,60,12,20.0,11,18.33,12,20.0,25,41.67,44047
44,48,63,20,31.75,15,23.81,12,19.05,16,25.4,44048
44,49,63,16,25.4,20,31.75,12,19.05,15,23.81,44049
44,50,50,13,26.0,7,14.0,9,18.0,21,42.0,44050
45,1,63,20,31.75,14,22.22,8,12.7,21,33.33,45001
45,2,99,53,53.54,14,14.14,10,10.1,22,22.22,45002
45,3,236,154,65.25,15,6.36,16,6.78,51,21.61,45003
45,4,104,22,21.15,17,16.35,10,9.62,55,52.88,45004
45,5,65,25,38.46,7,10.77,9,13.85,24,36.92,45005
45,6,110,65,59.09,11,10.0,10,9.09,24,21.82,45006
45,7,120,51,42.5,17,14.17,12,10.0,40,33.33,45007
45,8,96,36,37.5,14,14.58,8,8.33,38,39.58,45008
45,9,138,52,37.68,7,5.07,22,15.94,57,41.3,45009
45,10,180,109,60.56,20,11.11,9,5.0,42,23.33,45010
45,11,106,46,43.4,15,14.15,15,14.15,30,28.3,45011
45,12,132,53,40.15,15,11.36,12,9.09,52,39.39,45012
45,13,190,108,56.84,17,8.95,16,8.42,49,25.79,45013
45,14,119,35,29.41,17,14.29,14,11.76,53,44.54,45014
45,15,166,87,52.41,11,6.63,16,9.64,52,31.33,45015
45,16,179,97,54.19,21,11.73,21,11.73,40,22.35,45016
45,17,134,38,28.36,25,18.66,23,17.16,48,35.82,45017
45,18,144,67,46.53,20,13.89,12,8.33,45,31.25,45018
45,19,205,124,60.49,32,15.61,12,5.85,37,18.05,45019
45,20,120,43,35.83,21,17.5,12,10.0,44,36.67,45020
45,21,130,41,31.54,18,13.85,18,13.85,53,40.77,45021
45,22,120,37,30.83,14,11.67,19,15.83,50,41.67,45022
45,23,94,45,47.87,8,8.51,6,6.38,35,37.23,45023
45,24,135,40,29.63,26,19.26,21,15.56,48,35.56,45024
45,25,130,42,32.31,22,16.92,8,6.15,58,44.62,45025
45,26,159,67,42.14,23,14.47,19,11.95,50,31.45,45026
45,27,127,60,47.24,15,11.81,10,7.87,42,33.07,45027
45,28,214,146,68.22,19,8.88,14,6.54,35,16.36,45028
45,29,133,62,46.62,16,12.03,9,6.77,46,34.59,45029
45,30,136,44,32.35,28,20.59,16,11.76,48,35.29,45030
45,31,108,42,38.89,16,14.81,12,11.11,38,35.19,45031
45,32,96,42,43.75,5,5.21,9,9.38,40,41.67,45032
45,33,139,54,38.85,11,7.91,13,9.35,61,43.88,45033
45,34,103,48,46.6,12,11.65,16,15.53,27,26.21,45034
45,35,106,39,36.79,13,12.26,7,6.6,47,44.34,45035
45,36,137,45,32.85,34,24.82,13,9.49,45,32.85,45036
45,37,94,28,29.79,19,20.21,15,15.96,32,34.04,45037
45,38,202,107,52.97,27,13.37,20,9.9,48,23.76,45038
45,39,146,51,34.93,22,15.07,22,15.07,51,34.93,45039
45,40,197,101,51.27,13,6.6,21,10.66,62,31.47,45040
45,41,94,39,41.49,11,11.7,14,14.89,30,31.91,45041
45,42,145,70,48.28,13,8.97,9,6.21,53,36.55,45042
45,43,118,47,39.83,16,13.56,21,17.8,34,28.81,45043
45,44,126,49,38.89,14,11.11,17,13.49,46,36.51,45044
45,45,84,28,33.33,20,23.81,11,13.1,25,29.76,45045
45,46,164,67,40.85,17,10.37,22,13.41,58,35.37,45046
45,47,159,59,37.11,18,11.32,22,13.84,60,37.74,45047
45,48,95,38,40.0,16,16.84,16,16.84,25,26.32,45048
45,49,119,23,19.33,32,26.89,11,9.24,53,44.54,45049
45,50,110,42,38.18,16,14.55,11,10.0,41,37.27,45050
45,51,132,60,45.45,15,11.36,14,10.61,43,32.58,45051
45,52,97,39,40.21,19,19.59,10,10.31,29,29.9,45052
45,53,139,59,42.45,20,14.39,16,11.51,44,31.65,45053
45,54,123,43,34.96,19,15.45,12,9.76,49,39.84,45054
45,55,103,45,43.69,13,12.62,10,9.71,35,33.98,45055
45,56,85,20,23.53,7,8.24,19,22.35,39,45.88,45056
45,57,143,61,42.66,21,14.69,11,7.69,50,34.97,45057
45,58,64,25,39.06,12,18.75,3,4.69,24,37.5,45058
46,1,179,40,22.35,57,31.84,27,15.08,55,30.73,46001
46,2,75,8,10.67,29,38.67,14,18.67,24,32.0,46002
46,3,94,13,13.83,28,29.79,18,19.15,35,37.23,46003
46,4,86,14,16.28,23,26.74,14,16.28,35,40.7,46004
46,5,49,5,10.2,17,34.69,8,16.33,19,38.78,46005
46,6,65,12,18.46,15,23.08,13,20.0,25,38.46,46006
46,7,106,21,19.81,36,33.96,17,16.04,32,30.19,46007
46,8,85,17,20.0,22,25.88,16,18.82,30,35.29,46008
46,9,80,10,12.5,18,22.5,22,27.5,30,37.5,46009
46,10,70,7,10.0,20,28.57,17,24.29,26,37.14,46010
46,11,93,14,15.05,32,34.41,25,26.88,22,23.66,46011
46,12,95,15,15.79,20,21.05,20,21.05,40,42.11,46012
46,13,88,14,15.91,16,18.18,24,27.27,34,38.64,46013
46,14,53,8,15.09,12,22.64,12,22.64,21,39.62,46014
46,15,104,24,23.08,32,30.77,15,14.42,33,31.73,46015
46,16,149,29,19.46,42,28.19,24,16.11,54,36.24,46016
46,17,118,22,18.64,33,27.97,20,16.95,43,36.44,46017
46,18,103,15,14.56,41,39.81,18,17.48,29,28.16,46018
46,19,107,17,15.89,36,33.64,29,27.1,25,23.36,46019
46,20,78,18,23.08,18,23.08,15,19.23,27,34.62,46020
46,21,26,5,19.23,9,34.62,6,23.08,6,23.08,46021
46,22,68,15,22.06,16,23.53,15,22.06,22,32.35,46022
46,23,84,10,11.9,18,21.43,33,39.29,23,27.38,46023
46,24,71,13,18.31,29,40.85,7,9.86,22,30.99,46024
46,25,81,21,25.93,24,29.63,15,18.52,21,25.93,46025
46,26,129,23,17.83,48,37.21,27,20.93,31,24.03,46026
46,27,115,24,20.87,24,20.87,21,18.26,46,40.0,46027
46,28,110,19,17.27,23,20.91,33,30.0,35,31.82,46028
46,29,111,23,20.72,34,30.63,12,10.81,42,37.84,46029
46,30,120,16,13.33,29,24.17,25,20.83,50,41.67,46030
46,31,93,10,10.75,27,29.03,23,24.73,33,35.48,46031
46,32,114,16,14.04,34,29.82,23,20.18,41,35.96,46032
46,33,73,13,17.81,16,21.92,16,21.92,28,38.36,46033
46,34,90,12,13.33,29,32.22,18,20.0,31,34.44,46034
46,35,118,17,14.41,33,27.97,23,19.49,45,38.14,46035
46,36,113,24,21.24,20,17.7,21,18.58,48,42.48,46036
46,37,96,16,16.67,15,15.63,22,22.92,43,44.79,46037
46,38,83,16,19.28,21,25.3,13,15.66,33,39.76,46038
46,39,70,11,15.71,15,21.43,17,24.29,27,38.57,46039
47,1,63,15,23.81,12,19.05,12,19.05,24,38.1,47001
47,2,242,31,12.81,58,23.97,70,28.93,83,34.3,47002
47,3,158,33,20.89,24,15.19,50,31.65,51,32.28,47003
47,4,200,38,19.0,37,18.5,53,26.5,72,36.0,47004
47,5,75,19,25.33,16,21.33,12,16.0,28,37.33,47005
47,6,180,47,26.11,34,18.89,25,13.89,74,41.11,47006
47,7,153,32,20.92,31,20.26,23,15.03,67,43.79,47007
47,8,218,36,16.51,35,16.06,77,35.32,70,32.11,47008
47,9,156,49,31.41,26,16.67,23,14.74,58,37.18,47009
47,10,129,27,20.93,24,18.6,33,25.58,45,34.88,47010
47,11,234,59,25.21,41,17.52,50,21.37,84,35.9,47011
47,12,155,36,23.23,36,23.23,31,20.0,52,33.55,47012
47,13,185,42,22.7,37,20.0,28,15.14,78,42.16,47013
47,14,187,37,19.79,36,19.25,37,19.79,77,41.18,47014
47,15,86,13,15.12,20,23.26,19,22.09,34,39.53,47015
47,16,100,20,20.0,19,19.0,11,11.0,50,50.0,47016
47,17,160,33,20.63,26,16.25,27,16.88,74,46.25,47017
47,18,122,23,18.85,31,25.41,22,18.03,46,37.7,47018
47,19,147,27,18.37,32,21.77,27,18.37,61,41.5,47019
47,20,158,33,20.89,30,18.99,28,17.72,67,42.41,47020
47,21,86,16,18.6,18,20.93,24,27.91,28,32.56,47021
47,22,112,24,21.43,18,16.07,26,23.21,44,39.29,47022
47,23,47,9,19.15,11,23.4,7,14.89,20,42.55,47023
47,24,71,16,22.54,20,28.17,15,21.13,20,28.17,47024
47,25,121,25,20.66,27,22.31,26,21.49,43,35.54,47025
47,26,126,16,12.7,24,19.05,34,26.98,52,41.27,47026
47,27,126,28,22.22,26,20.63,21,16.67,51,40.48,47027
47,28,209,32,15.31,39,18.66,64,30.62,74,35.41,47028
47,29,139,32,23.02,24,17.27,21,15.11,62,44.6,47029
47,30,71,18,25.35,13,18.31,16,22.54,24,33.8,47030
47,31,123,24,19.51,32,26.02,27,21.95,40,32.52,47031
47,32,177,35,19.77,42,23.73,34,19.21,66,37.29,47032
47,33,116,27,23.28,20,17.24,36,31.03,33,28.45,47033
47,34,128,30,23.44,36,28.13,23,17.97,39,30.47,47034
47,35,178,33,18.54,23,12.92,64,35.96,58,32.58,47035
47,36,127,31,24.41,20,15.75,32,25.2,44,34.65,47036
47,37,131,20,15.27,27,20.61,36,27.48,48,36.64,47037
47,38,138,22,15.94,33,23.91,31,22.46,52,37.68,47038
47,39,102,26,25.49,23,22.55,20,19.61,33,32.35,47039
47,40,127,30,23.62,27,21.26,30,23.62,40,31.5,47040
47,41,76,9,11.84,15,19.74,24,31.58,28,36.84,47041
47,42,163,36,22.09,31,19.02,34,20.86,62,38.04,47042
47,43,172,28,16.28,32,18.6,26,15.12,86,50.0,47043
47,44,111,44,39.64,14,12.61,16,14.41,37,33.33,47044
47,45,150,39,26.0,24,16.0,26,17.33,61,40.67,47045
48,1,114,18,15.79,34,29.82,20,17.54,42,36.84,48001
48,2,112,25,22.32,22,19.64,22,19.64,43,38.39,48002
48,3,92,16,17.39,19,20.65,21,22.83,36,39.13,48003
48,4,93,17,18.28,25,26.88,18,19.35,33,35.48,48004
48,5,116,24,20.69,30,25.86,17,14.66,45,38.79,48005
48,6,110,30,27.27,17,15.45,22,20.0,41,37.27,48006
48,7,96,19,19.79,23,23.96,20,20.83,34,35.42,48007
48,8,75,18,24.0,18,24.0,13,17.33,26,34.67,48008
48,9,83,14,16.87,23,27.71,10,12.05,36,43.37,48009
48,10,52,10,19.23,10,19.23,7,13.46,25,48.08,48010
48,11,123,20,16.26,38,30.89,23,18.7,42,34.15,48011
48,12,63,8,12.7,24,38.1,13,20.63,18,28.57,48012
48,13,86,21,24.42,21,24.42,16,18.6,28,32.56,48013
48,14,101,24,23.76,31,30.69,15,14.85,31,30.69,48014
48,15,67,13,19.4,19,28.36,16,23.88,19,28.36,48015
48,16,86,40,46.51,9,10.47,16,18.6,21,24.42,48016
48,17,80,16,20.0,20,25.0,17,21.25,27,33.75,48017
48,18,68,8,11.76,15,22.06,17,25.0,28,41.18,48018
48,19,106,18,16.98,29,27.36,14,13.21,45,42.45,48019
48,20,80,21,26.25,24,30.0,5,6.25,30,37.5,48020
48,21,100,19,19.0,22,22.0,23,23.0,36,36.0,48021
48,22,166,24,14.46,54,32.53,35,21.08,53,31.93,48022
48,23,77,15,19.48,21,27.27,11,14.29,30,38.96,48023
48,24,77,22,28.57,15,19.48,17,22.08,23,29.87,48024
48,25,70,19,27.14,18,25.71,14,20.0,19,27.14,48025
48,26,101,19,18.81,34,33.66,15,14.85,33,32.67,48026
48,27,74,18,24.32,17,22.97,13,17.57,26,35.14,48027
48,28,100,15,15.0,29,29.0,24,24.0,32,32.0,48028
48,29,97,11,11.34,30,30.93,21,21.65,35,36.08,48029
48,30,67,10,14.93,21,31.34,14,20.9,22,32.84,48030
48,31,76,10,13.16,22,28.95,12,15.79,32,42.11,48031
48,32,75,13,17.33,13,17.33,22,29.33,27,36.0,48032
48,33,94,10,10.64,30,31.91,16,17.02,38,40.43,48033
48,34,87,25,28.74,16,18.39,14,16.09,32,36.78,48034
48,35,66,10,15.15,24,36.36,16,24.24,16,24.24,48035
48,36,86,16,18.6,24,27.91,14,16.28,32,37.21,48036
48,37,103,19,18.45,21,20.39,31,30.1,32,31.07,48037
48,38,113,27,23.89,19,16.81,22,19.47,45,39.82,48038
48,39,72,19,26.39,14,19.44,12,16.67,27,37.5,48039
48,40,76,15,19.74,16,21.05,13,17.11,32,42.11,48040
48,41,50,7,14.0,12,24.0,9,18.0,22,44.0,48041
48,42,112,11,9.82,34,30.36,24,21.43,43,38.39,48042
48,43,62,3,4.84,12,19.35,15,24.19,32,51.61,48043
48,44,74,16,21.62,11,14.86,12,16.22,35,47.3,48044
48,45,52,15,28.85,9,17.31,9,17.31,19,36.54,48045
48,46,63,7,11.11,17,26.98,20,31.75,19,30.16,48046
48,47,62,13,20.97,16,25.81,12,19.35,21,33.87,48047
48,48,67,6,8.96,16,23.88,20,29.85,25,37.31,48048
49,1,124,15,12.1,50,40.32,26,20.97,33,26.61,49001
49,2,129,35,27.13,27,20.93,16,12.4,51,39.53,49002
49,3,110,17,15.45,35,31.82,22,20.0,36,32.73,49003
49,4,75,12,16.0,17,22.67,9,12.0,37,49.33,49004
49,5,71,11,15.49,26,36.62,18,25.35,16,22.54,49005
49,6,66,13,19.7,21,31.82,9,13.64,23,34.85,49006
49,7,67,14,20.9,24,35.82,9,13.43,20,29.85,49007
49,8,74,17,22.97,22,29.73,8,10.81,27,36.49,49008
49,9,74,11,14.86,16,21.62,12,16.22,35,47.3,49009
49,10,117,14,11.97,48,41.03,14,11.97,41,35.04,49010
49,11,122,30,24.59,40,32.79,16,13.11,36,29.51,49011
49,12,74,12,16.22,23,31.08,14,18.92,25,33.78,49012
49,13,104,19,18.27,36,34.62,24,23.08,25,24.04,49013
49,14,98,13,13.27,34,34.69,18,18.37,33,33.67,49014
49,15,67,9,13.43,17,25.37,20,29.85,21,31.34,49015
49,16,87,12,13.79,23,26.44,20,22.99,32,36.78,49016
49,17,29,4,13.79,13,44.83,2,6.9,10,34.48,49017
49,18,102,25,24.51,23,22.55,24,23.53,30,29.41,49018
49,19,63,9,14.29,21,33.33,12,19.05,21,33.33,49019
49,20,119,10,8.4,41,34.45,30,25.21,38,31.93,49020
49,21,59,7,11.86,9,15.25,14,23.73,29,49.15,49021
49,22,98,16,16.33,31,31.63,25,25.51,26,26.53,49022
49,23,78,13,16.67,27,34.62,19,24.36,19,24.36,49023
49,24,93,10,10.75,34,36.56,15,16.13,34,36.56,49024
49,25,68,11,16.18,21,30.88,7,10.29,29,42.65,49025
49,26,142,38,26.76,44,30.99,24,16.9,36,25.35,49026
49,27,102,12,11.76,34,33.33,30,29.41,26,25.49,49027
49,28,76,12,15.79,21,27.63,22,28.95,21,27.63,49028
49,29,41,10,24.39,10,24.39,11,26.83,10,24.39,49029
49,30,85,14,16.47,32,37.65,14,16.47,25,29.41,49030
49,31,73,13,17.81,25,34.25,17,23.29,18,24.66,49031
49,32,81,8,9.88,27,33.33,14,17.28,32,39.51,49032
49,33,64,12,18.75,21,32.81,9,14.06,22,34.38,49033
49,34,67,11,16.42,21,31.34,19,28.36,16,23.88,49034
49,35,85,11,12.94,20,23.53,16,18.82,38,44.71,49035
49,36,68,8,11.76,27,39.71,15,22.06,18,26.47,49036
49,37,65,19,29.23,13,20.0,10,15.38,23,35.38,49037
50,1,71,15,21.13,14,19.72,12,16.9,30,42.25,50001
50,2,95,19,20.0,22,23.16,19,20.0,35,36.84,50002
50,3,60,11,18.33,18,30.0,3,5.0,28,46.67,50003
50,4,90,31,34.44,23,25.56,4,4.44,32,35.56,50004
50,5,78,18,23.08,21,26.92,16,20.51,23,29.49,50005
50,6,59,9,15.25,13,22.03,11,18.64,26,44.07,50006
50,7,112,31,27.68,21,18.75,15,13.39,45,40.18,50007
50,8,78,18,23.08,15,19.23,11,14.1,34,43.59,50008
50,9,67,13,19.4,22,32.84,5,7.46,27,40.3,50009
50,10,56,16,28.57,21,37.5,5,8.93,14,25.0,50010
50,11,64,20,31.25,14,21.88,12,18.75,18,28.13,50011
50,12,65,16,24.62,16,24.62,11,16.92,22,33.85,50012
50,13,52,18,34.62,13,25.0,10,19.23,11,21.15,50013
