ward,precinct,total,LOVANA S. JONES (GORE),LOVANA S. JONES (GORE) Percent,TODD H. STROGER (GORE),TODD H. STROGER (GORE) Percent,VIRGINIA A. RUGAI (GORE),VIRGINIA A. RUGAI (GORE) Percent,JERRY BUTLER (GORE),JERRY BUTLER (GORE) Percent,NORMA J. WHITE (GORE),NORMA J. WHITE (GORE) Percent,HENRY M. WILLIAMSON (GORE),HENRY M. WILLIAMSON (GORE) Percent,ROSEMARY M. BILECKI (GORE),ROSEMARY M. BILECKI (GORE) Percent,"SPENCER LEAK, JR. (GORE)","SPENCER LEAK, JR. (GORE) Percent","JOSEPH G. BERTRAND,JR. (BRADLEY)","JOSEPH G. BERTRAND,JR. (BRADLEY) Percent",DELMARIE L. COBB (BRADLEY),DELMARIE L. COBB (BRADLEY) Percent,HOWARD KENNER (BRADLEY),HOWARD KENNER (BRADLEY) Percent,DORIS DAVENPORT (BRADLEY),DORIS DAVENPORT (BRADLEY) Percent,CARLTON E. HULL (BRADLEY),CARLTON E. HULL (BRADLEY) Percent,DENISE ELIGAN (BRADLEY),DENISE ELIGAN (BRADLEY) Percent,MYRON F. MCCOY (BRADLEY),MYRON F. MCCOY (BRADLEY) Percent,CELESTINE M. FULCHON (BRADLEY),CELESTINE M. FULCHON (BRADLEY) Percent,precinct_id
18,37,605,56,9.26,69,11.4,53,8.76,68,11.24,53,8.76,44,7.27,60,9.92,57,9.42,18,2.98,19,3.14,18,2.98,25,4.13,11,1.82,21,3.47,17,2.81,16,2.64,18037
18,40,1241,134,10.8,148,11.93,102,8.22,169,13.62,121,9.75,101,8.14,87,7.01,131,10.56,34,2.74,32,2.58,34,2.74,37,2.98,23,1.85,27,2.18,33,2.66,28,2.26,18040
18,54,1227,129,10.51,136,11.08,90,7.33,166,13.53,117,9.54,94,7.66,86,7.01,130,10.59,30,2.44,35,2.85,36,2.93,49,3.99,30,2.44,28,2.28,38,3.1,33,2.69,18054
19,1,1482,99,6.68,139,9.38,250,16.87,118,7.96,96,6.48,104,7.02,240,16.19,101,6.82,50,3.37,29,1.96,43,2.9,47,3.17,34,2.29,49,3.31,40,2.7,43,2.9,19001
19,2,1343,122,9.08,140,10.42,177,13.18,149,11.09,119,8.86,96,7.15,138,10.28,117,8.71,42,3.13,29,2.16,32,2.38,46,3.43,21,1.56,32,2.38,43,3.2,40,2.98,19002
19,3,1084,69,6.37,89,8.21,172,15.87,90,8.3,74,6.83,66,6.09,142,13.1,67,6.18,47,4.34,27,2.49,37,3.41,39,3.6,27,2.49,48,4.43,47,4.34,43,3.97,19003
19,4,1183,89,7.52,117,9.89,175,14.79,111,9.38,97,8.2,95,8.03,144,12.17,88,7.44,35,2.96,25,2.11,26,2.2,38,3.21,29,2.45,36,3.04,43,3.63,35,2.96,19004
19,5,1248,117,9.38,146,11.7,168,13.46,138,11.06,112,8.97,100,8.01,138,11.06,113,9.05,29,2.32,24,1.92,29,2.32,31,2.48,16,1.28,33,2.64,28,2.24,26,2.08,19005
19,6,1365,101,7.4,137,10.04,205,15.02,126,9.23,113,8.28,103,7.55,191,13.99,101,7.4,38,2.78,25,1.83,38,2.78,42,3.08,23,1.68,45,3.3,43,3.15,34,2.49,19006
19,7,1324,98,7.4,126,9.52,207,15.63,110,8.31,105,7.93,90,6.8,181,13.67,84,6.34,47,3.55,35,2.64,39,2.95,43,3.25,33,2.49,49,3.7,35,2.64,42,3.17,19007
19,8,917,71,7.74,78,8.51,133,14.5,81,8.83,73,7.96,67,7.31,113,12.32,64,6.98,33,3.6,25,2.73,27,2.94,31,3.38,21,2.29,38,4.14,31,3.38,31,3.38,19008
19,9,943,57,6.04,69,7.32,153,16.22,71,7.53,60,6.36,55,5.83,137,14.53,48,5.09,36,3.82,26,2.76,41,4.35,42,4.45,31,3.29,45,4.77,35,3.71,37,3.92,19009
19,10,1880,148,7.87,183,9.73,224,11.91,174,9.26,159,8.46,140,7.45,172,9.15,153,8.14,77,4.1,59,3.14,67,3.56,80,4.26,50,2.66,65,3.46,62,3.3,67,3.56,19010
19,11,1288,93,7.22,111,8.62,204,15.84,108,8.39,105,8.15,94,7.3,157,12.19,88,6.83,48,3.73,36,2.8,39,3.03,47,3.65,30,2.33,47,3.65,39,3.03,42,3.26,19011
19,12,1137,81,7.12,103,9.06,173,15.22,93,8.18,90,7.92,75,6.6,127,11.17,76,6.68,42,3.69,33,2.9,37,3.25,36,3.17,32,2.81,47,4.13,45,3.96,47,4.13,19012
19,13,1065,109,10.23,121,11.36,105,9.86,134,12.58,103,9.67,81,7.61,80,7.51,112,10.52,31,2.91,33,3.1,27,2.54,41,3.85,19,1.78,27,2.54,18,1.69,24,2.25,19013
19,14,851,73,8.58,86,10.11,131,15.39,75,8.81,77,9.05,67,7.87,114,13.4,66,7.76,22,2.59,18,2.12,20,2.35,19,2.23,15,1.76,22,2.59,24,2.82,22,2.59,19014
19,15,693,48,6.93,74,10.68,98,14.14,66,9.52,51,7.36,46,6.64,86,12.41,50,7.22,23,3.32,19,2.74,16,2.31,17,2.45,20,2.89,26,3.75,30,4.33,23,3.32,19015
19,16,1539,127,8.25,149,9.68,254,16.5,148,9.62,139,9.03,124,8.06,236,15.33,124,8.06,35,2.27,20,1.3,25,1.62,33,2.14,25,1.62,39,2.53,30,1.95,31,2.01,19016
19,17,1286,88,6.84,120,9.33,213,16.56,105,8.16,95,7.39,91,7.08,169,13.14,78,6.07,46,3.58,31,2.41,33,2.57,46,3.58,33,2.57,49,3.81,43,3.34,46,3.58,19017
19,18,1753,142,8.1,168,9.58,235,13.41,170,9.7,143,8.16,139,7.93,187,10.67,139,7.93,67,3.82,43,2.45,58,3.31,52,2.97,42,2.4,62,3.54,60,3.42,46,2.62,19018
19,19,1481,101,6.82,134,9.05,213,14.38,122,8.24,108,7.29,84,5.67,160,10.8,100,6.75,68,4.59,52,3.51,55,3.71,68,4.59,45,3.04,61,4.12,52,3.51,58,3.92,19019
19,20,1242,107,8.62,122,9.82,139,11.19,131,10.55,108,8.7,93,7.49,103,8.29,110,8.86,43,3.46,40,3.22,40,3.22,45,3.62,30,2.42,47,3.78,41,3.3,43,3.46,19020
19,21,1126,95,8.44,111,9.86,162,14.39,105,9.33,101,8.97,98,8.7,126,11.19,91,8.08,34,3.02,24,2.13,32,2.84,27,2.4,24,2.13,36,3.2,32,2.84,28,2.49,19021
19,22,1511,113,7.48,155,10.26,232,15.35,145,9.6,111,7.35,90,5.96,177,11.71,108,7.15,59,3.9,38,2.51,51,3.38,52,3.44,36,2.38,54,3.57,43,2.85,47,3.11,19022
19,23,1670,127,7.6,155,9.28,259,15.51,159,9.52,133,7.96,134,8.02,247,14.79,126,7.54,46,2.75,32,1.92,41,2.46,42,2.51,33,1.98,47,2.81,47,2.81,42,2.51,19023
19,24,1272,104,8.18,129,10.14,173,13.6,111,8.73,105,8.25,98,7.7,143,11.24,100,7.86,46,3.62,32,2.52,42,3.3,38,2.99,28,2.2,45,3.54,42,3.3,36,2.83,19024
19,25,1457,105,7.21,135,9.27,189,12.97,138,9.47,106,7.28,89,6.11,137,9.4,99,6.79,73,5.01,50,3.43,63,4.32,60,4.12,48,3.29,56,3.84,55,3.77,54,3.71,19025
19,26,1277,93,7.28,112,8.77,187,14.64,116,9.08,98,7.67,83,6.5,145,11.35,94,7.36,51,3.99,39,3.05,43,3.37,44,3.45,37,2.9,46,3.6,49,3.84,40,3.13,19026
19,27,1160,108,9.31,124,10.69,117,10.09,131,11.29,116,10.0,91,7.84,97,8.36,112,9.66,34,2.93,36,3.1,32,2.76,41,3.53,23,1.98,37,3.19,32,2.76,29,2.5,19027
19,28,1551,159,10.25,184,11.86,154,9.93,195,12.57,143,9.22,129,8.32,123,7.93,167,10.77,42,2.71,38,2.45,44,2.84,50,3.22,26,1.68,32,2.06,30,1.93,35,2.26,19028
19,29,1137,99,8.71,105,9.23,162,14.25,110,9.67,87,7.65,86,7.56,131,11.52,74,6.51,45,3.96,23,2.02,32,2.81,39,3.43,26,2.29,40,3.52,42,3.69,36,3.17,19029
19,30,1135,87,7.67,118,10.4,164,14.45,109,9.6,99,8.72,87,7.67,141,12.42,81,7.14,34,3.0,25,2.2,25,2.2,28,2.47,23,2.03,44,3.88,39,3.44,31,2.73,19030
19,31,1280,110,8.59,140,10.94,179,13.98,134,10.47,115,8.98,102,7.97,144,11.25,104,8.13,43,3.36,27,2.11,32,2.5,35,2.73,24,1.88,29,2.27,29,2.27,33,2.58,19031
19,32,1512,100,6.61,138,9.13,220,14.55,129,8.53,115,7.61,109,7.21,180,11.9,102,6.75,57,3.77,35,2.31,45,2.98,61,4.03,42,2.78,70,4.63,55,3.64,54,3.57,19032
19,33,1450,92,6.34,124,8.55,227,15.66,122,8.41,107,7.38,96,6.62,178,12.28,97,6.69,49,3.38,33,2.28,43,2.97,57,3.93,47,3.24,61,4.21,64,4.41,53,3.66,19033
19,34,1317,84,6.38,112,8.5,172,13.06,109,8.28,99,7.52,81,6.15,138,10.48,81,6.15,61,4.63,54,4.1,48,3.64,57,4.33,38,2.89,71,5.39,46,3.49,66,5.01,19034
19,35,1430,116,8.11,150,10.49,195,13.64,145,10.14,111,7.76,97,6.78,154,10.77,115,8.04,50,3.5,41,2.87,49,3.43,52,3.64,33,2.31,44,3.08,40,2.8,38,2.66,19035
19,36,1038,110,10.6,116,11.18,121,11.66,120,11.56,95,9.15,80,7.71,101,9.73,107,10.31,24,2.31,31,2.99,21,2.02,29,2.79,17,1.64,19,1.83,24,2.31,23,2.22,19036
19,37,1303,124,9.52,150,11.51,167,12.82,149,11.44,123,9.44,114,8.75,136,10.44,122,9.36,27,2.07,27,2.07,21,1.61,36,2.76,20,1.53,28,2.15,30,2.3,29,2.23,19037
19,38,1404,136,9.69,144,10.26,177,12.61,157,11.18,122,8.69,112,7.98,136,9.69,132,9.4,41,2.92,38,2.71,37,2.64,41,2.92,23,1.64,41,2.92,29,2.07,38,2.71,19038
19,39,581,62,10.67,71,12.22,68,11.7,75,12.91,58,9.98,49,8.43,53,9.12,58,9.98,11,1.89,9,1.55,11,1.89,14,2.41,8,1.38,9,1.55,12,2.07,13,2.24,19039
19,40,1341,111,8.28,129,9.62,174,12.98,124,9.25,109,8.13,100,7.46,127,9.47,105,7.83,51,3.8,44,3.28,43,3.21,49,3.65,40,2.98,48,3.58,43,3.21,44,3.28,19040
19,41,1245,88,7.07,120,9.64,181,14.54,107,8.59,91,7.31,98,7.87,144,11.57,89,7.15,47,3.78,29,2.33,36,2.89,36,2.89,33,2.65,55,4.42,50,4.02,41,3.29,19041
19,42,970,91,9.38,108,11.13,101,10.41,112,11.55,89,9.18,68,7.01,87,8.97,89,9.18,33,3.4,27,2.78,24,2.47,36,3.71,23,2.37,26,2.68,26,2.68,30,3.09,19042
19,44,1139,86,7.55,115,10.1,182,15.98,102,8.96,94,8.25,81,7.11,137,12.03,74,6.5,37,3.25,27,2.37,26,2.28,40,3.51,24,2.11,39,3.42,36,3.16,39,3.42,19044
19,45,1620,107,6.6,147,9.07,259,15.99,143,8.83,128,7.9,117,7.22,230,14.2,115,7.1,60,3.7,32,1.98,48,2.96,48,2.96,30,1.85,59,3.64,45,2.78,52,3.21,19045
19,46,1725,135,7.83,171,9.91,273,15.83,149,8.64,131,7.59,124,7.19,243,14.09,121,7.01,48,2.78,40,2.32,47,2.72,53,3.07,39,2.26,54,3.13,51,2.96,46,2.67,19046
19,47,939,91,9.69,108,11.5,127,13.53,106,11.29,89,9.48,74,7.88,94,10.01,88,9.37,18,1.92,17,1.81,23,2.45,24,2.56,15,1.6,15,1.6,26,2.77,24,2.56,19047
19,49,1542,140,9.08,169,10.96,170,11.02,184,11.93,138,8.95,114,7.39,110,7.13,147,9.53,56,3.63,46,2.98,44,2.85,51,3.31,40,2.59,37,2.4,50,3.24,46,2.98,19049
19,51,1258,103,8.19,120,9.54,184,14.63,120,9.54,106,8.43,95,7.55,160,12.72,89,7.07,39,3.1,26,2.07,28,2.23,43,3.42,21,1.67,45,3.58,38,3.02,41,3.26,19051
19,52,994,68,6.84,94,9.46,134,13.48,89,8.95,75,7.55,69,6.94,111,11.17,58,5.84,41,4.12,29,2.92,36,3.62,37,3.72,29,2.92,45,4.53,38,3.82,41,4.12,19052
19,53,1335,83,6.22,120,8.99,228,17.08,103,7.72,90,6.74,83,6.22,195,14.61,85,6.37,52,3.9,43,3.22,42,3.15,38,2.85,42,3.15,50,3.75,40,3.0,41,3.07,19053
19,54,855,66,7.72,83,9.71,131,15.32,78,9.12,67,7.84,57,6.67,113,13.22,56,6.55,27,3.16,20,2.34,22,2.57,27,3.16,19,2.22,29,3.39,32,3.74,28,3.27,19054
19,55,1197,90,7.52,100,8.35,170,14.2,93,7.77,92,7.69,86,7.18,146,12.2,87,7.27,50,4.18,39,3.26,38,3.17,36,3.01,37,3.09,48,4.01,47,3.93,38,3.17,19055
19,56,1545,136,8.8,164,10.61,210,13.59,150,9.71,125,8.09,104,6.73,149,9.64,123,7.96,66,4.27,40,2.59,54,3.5,47,3.04,35,2.27,49,3.17,45,2.91,48,3.11,19056
19,57,1551,139,8.96,143,9.22,203,13.09,156,10.06,137,8.83,119,7.67,168,10.83,124,7.99,46,2.97,43,2.77,44,2.84,52,3.35,36,2.32,50,3.22,44,2.84,47,3.03,19057
19,58,1180,82,6.95,115,9.75,190,16.1,102,8.64,87,7.37,80,6.78,145,12.29,79,6.69,40,3.39,24,2.03,35,2.97,35,2.97,35,2.97,46,3.9,45,3.81,40,3.39,19058
19,59,1371,90,6.56,113,8.24,263,19.18,108,7.88,91,6.64,86,6.27,245,17.87,92,6.71,38,2.77,30,2.19,33,2.41,28,2.04,23,1.68,44,3.21,45,3.28,42,3.06,19059
19,61,1792,152,8.48,192,10.71,262,14.62,166,9.26,164,9.15,152,8.48,232,12.95,145,8.09,43,2.4,28,1.56,41,2.29,37,2.06,35,1.95,54,3.01,43,2.4,46,2.57,19061
19,62,1507,118,7.83,147,9.75,223,14.8,143,9.49,124,8.23,112,7.43,192,12.74,111,7.37,48,3.19,31,2.06,38,2.52,45,2.99,35,2.32,48,3.19,43,2.85,49,3.25,19062
19,63,883,79,8.95,93,10.53,119,13.48,101,11.44,85,9.63,65,7.36,92,10.42,80,9.06,19,2.15,22,2.49,20,2.27,21,2.38,12,1.36,30,3.4,24,2.72,21,2.38,19063
19,64,1924,179,9.3,201,10.45,229,11.9,208,10.81,172,8.94,153,7.95,183,9.51,184,9.56,61,3.17,49,2.55,54,2.81,59,3.07,43,2.23,50,2.6,52,2.7,47,2.44,19064
19,65,1384,121,8.74,137,9.9,182,13.15,132,9.54,120,8.67,108,7.8,132,9.54,107,7.73,52,3.76,36,2.6,46,3.32,51,3.68,31,2.24,40,2.89,47,3.4,42,3.03,19065
20,1,735,79,10.75,95,12.93,58,7.89,117,15.92,73,9.93,64,8.71,59,8.03,77,10.48,11,1.5,13,1.77,27,3.67,16,2.18,10,1.36,17,2.31,10,1.36,9,1.22,20001
20,2,549,55,10.02,69,12.57,38,6.92,88,16.03,49,8.93,47,8.56,43,7.83,68,12.39,15,2.73,14,2.55,20,3.64,10,1.82,10,1.82,5,0.91,15,2.73,3,0.55,20002
20,3,713,80,11.22,92,12.9,62,8.7,100,14.03,71,9.96,58,8.13,52,7.29,82,11.5,18,2.52,13,1.82,23,3.23,17,2.38,6,0.84,9,1.26,18,2.52,12,1.68,20003
20,5,453,50,11.04,62,13.69,29,6.4,76,16.78,40,8.83,36,7.95,30,6.62,54,11.92,12,2.65,11,2.43,8,1.77,12,2.65,4,0.88,6,1.32,13,2.87,10,2.21,20005
20,6,744,81,10.89,90,12.1,58,7.8,105,14.11,72,9.68,60,8.06,62,8.33,76,10.22,20,2.69,17,2.28,24,3.23,17,2.28,16,2.15,16,2.15,14,1.88,16,2.15,20006
20,7,301,29,9.63,38,12.62,20,6.64,47,15.61,23,7.64,23,7.64,24,7.97,29,9.63,6,1.99,11,3.65,11,3.65,9,2.99,4,1.33,11,3.65,7,2.33,9,2.99,20007
20,9,544,63,11.58,72,13.24,47,8.64,84,15.44,51,9.38,47,8.64,39,7.17,59,10.85,14,2.57,14,2.57,10,1.84,13,2.39,5,0.92,8,1.47,10,1.84,8,1.47,20009
20,10,742,83,11.19,92,12.4,61,8.22,123,16.58,75,10.11,57,7.68,59,7.95,79,10.65,10,1.35,22,2.96,17,2.29,15,2.02,7,0.94,11,1.48,17,2.29,14,1.89,20010
20,11,375,41,10.93,49,13.07,36,9.6,59,15.73,41,10.93,30,8.0,35,9.33,41,10.93,6,1.6,5,1.33,5,1.33,9,2.4,2,0.53,6,1.6,5,1.33,5,1.33,20011
20,12,526,60,11.41,62,11.79,41,7.79,77,14.64,54,10.27,42,7.98,49,9.32,64,12.17,12,2.28,7,1.33,20,3.8,10,1.9,5,0.95,5,0.95,9,1.71,9,1.71,20012
20,13,223,31,13.9,35,15.7,20,8.97,31,13.9,22,9.87,22,9.87,19,8.52,17,7.62,1,0.45,3,1.35,2,0.9,6,2.69,2,0.9,4,1.79,3,1.35,5,2.24,20013
20,14,1140,131,11.49,140,12.28,88,7.72,179,15.7,99,8.68,86,7.54,87,7.63,124,10.88,30,2.63,26,2.28,40,3.51,22,1.93,21,1.84,22,1.93,24,2.11,21,1.84,20014
20,16,350,34,9.71,45,12.86,25,7.14,48,13.71,35,10.0,23,6.57,26,7.43,30,8.57,11,3.14,10,2.86,7,2.0,13,3.71,10,2.86,12,3.43,9,2.57,12,3.43,20016
20,17,468,52,11.11,64,13.68,37,7.91,69,14.74,43,9.19,35,7.48,33,7.05,46,9.83,11,2.35,9,1.92,23,4.91,13,2.78,2,0.43,12,2.56,7,1.5,12,2.56,20017
20,18,775,88,11.35,98,12.65,55,7.1,118,15.23,76,9.81,69,8.9,53,6.84,86,11.1,16,2.06,18,2.32,21,2.71,19,2.45,11,1.42,11,1.42,19,2.45,17,2.19,20018
20,19,461,56,12.15,69,14.97,36,7.81,67,14.53,42,9.11,38,8.24,33,7.16,48,10.41,9,1.95,8,1.74,12,2.6,10,2.17,7,1.52,6,1.3,11,2.39,9,1.95,20019
20,20,495,53,10.71,62,12.53,44,8.89,69,13.94,50,10.1,46,9.29,38,7.68,56,11.31,8,1.62,8,1.62,11,2.22,15,3.03,5,1.01,8,1.62,8,1.62,14,2.83,20020
20,22,522,58,11.11,71,13.6,42,8.05,83,15.9,56,10.73,44,8.43,43,8.24,53,10.15,13,2.49,14,2.68,13,2.49,10,1.92,2,0.38,6,1.15,8,1.53,6,1.15,20022
20,23,482,50,10.37,58,12.03,34,7.05,76,15.77,44,9.13,40,8.3,35,7.26,55,11.41,11,2.28,10,2.07,15,3.11,17,3.53,4,0.83,10,2.07,14,2.9,9,1.87,20023
20,24,748,90,12.03,93,12.43,60,8.02,112,14.97,71,9.49,64,8.56,57,7.62,84,11.23,17,2.27,18,2.41,20,2.67,18,2.41,9,1.2,15,2.01,8,1.07,12,1.6,20024
20,25,455,52,11.43,52,11.43,34,7.47,64,14.07,40,8.79,33,7.25,36,7.91,50,10.99,11,2.42,15,3.3,13,2.86,13,2.86,9,1.98,12,2.64,9,1.98,12,2.64,20025
20,26,1004,108,10.76,128,12.75,63,6.27,157,15.64,92,9.16,73,7.27,71,7.07,117,11.65,25,2.49,29,2.89,25,2.49,36,3.59,18,1.79,17,1.69,21,2.09,24,2.39,20026
20,28,636,72,11.32,83,13.05,50,7.86,90,14.15,63,9.91,53,8.33,49,7.7,68,10.69,16,2.52,15,2.36,15,2.36,9,1.42,12,1.89,15,2.36,9,1.42,17,2.67,20028
20,29,592,66,11.15,74,12.5,43,7.26,83,14.02,56,9.46,44,7.43,40,6.76,62,10.47,18,3.04,18,3.04,21,3.55,18,3.04,13,2.2,11,1.86,12,2.03,13,2.2,20029
20,30,792,87,10.98,100,12.63,74,9.34,110,13.89,80,10.1,67,8.46,68,8.59,93,11.74,9,1.14,17,2.15,15,1.89,18,2.27,13,1.64,8,1.01,17,2.15,16,2.02,20030
20,32,1062,119,11.21,134,12.62,92,8.66,150,14.12,109,10.26,93,8.76,92,8.66,114,10.73,17,1.6,21,1.98,27,2.54,24,2.26,16,1.51,19,1.79,22,2.07,13,1.22,20032
20,33,572,66,11.54,76,13.29,43,7.52,91,15.91,55,9.62,43,7.52,46,8.04,64,11.19,5,0.87,11,1.92,28,4.9,12,2.1,7,1.22,9,1.57,9,1.57,7,1.22,20033
20,34,901,88,9.77,102,11.32,69,7.66,122,13.54,80,8.88,64,7.1,68,7.55,82,9.1,32,3.55,36,4.0,26,2.89,31,3.44,23,2.55,24,2.66,28,3.11,26,2.89,20034
20,35,286,38,13.29,34,11.89,23,8.04,40,13.99,27,9.44,24,8.39,20,6.99,30,10.49,4,1.4,7,2.45,9,3.15,9,3.15,3,1.05,6,2.1,5,1.75,7,2.45,20035
20,36,618,68,11.0,75,12.14,54,8.74,95,15.37,57,9.22,53,8.58,46,7.44,66,10.68,10,1.62,13,2.1,15,2.43,22,3.56,9,1.46,11,1.78,12,1.94,12,1.94,20036
20,37,421,49,11.64,55,13.06,32,7.6,63,14.96,38,9.03,28,6.65,29,6.89,44,10.45,8,1.9,9,2.14,12,2.85,17,4.04,7,1.66,8,1.9,16,3.8,6,1.43,20037
20,38,971,109,11.23,114,11.74,78,8.03,155,15.96,94,9.68,75,7.72,68,7.0,105,10.81,18,1.85,24,2.47,25,2.57,28,2.88,14,1.44,16,1.65,28,2.88,20,2.06,20038
20,39,588,71,12.07,77,13.1,49,8.33,80,13.61,57,9.69,50,8.5,48,8.16,67,11.39,10,1.7,12,2.04,18,3.06,14,2.38,8,1.36,5,0.85,11,1.87,11,1.87,20039
20,40,555,58,10.45,72,12.97,38,6.85,72,12.97,54,9.73,39,7.03,44,7.93,58,10.45,16,2.88,11,1.98,13,2.34,21,3.78,11,1.98,13,2.34,21,3.78,14,2.52,20040
20,41,112,14,12.5,14,12.5,7,6.25,15,13.39,10,8.93,11,9.82,8,7.14,12,10.71,2,1.79,4,3.57,3,2.68,3,2.68,1,0.89,2,1.79,3,2.68,3,2.68,20041
20,42,169,16,9.47,20,11.83,9,5.33,23,13.61,13,7.69,9,5.33,9,5.33,21,12.43,7,4.14,7,4.14,8,4.73,7,4.14,6,3.55,3,1.78,6,3.55,5,2.96,20042
20,43,1030,119,11.55,139,13.5,83,8.06,142,13.79,104,10.1,83,8.06,84,8.16,124,12.04,23,2.23,20,1.94,19,1.84,26,2.52,15,1.46,15,1.46,15,1.46,19,1.84,20043
20,44,617,64,10.37,77,12.48,41,6.65,94,15.24,56,9.08,45,7.29,41,6.65,68,11.02,17,2.76,17,2.76,13,2.11,24,3.89,10,1.62,15,2.43,18,2.92,17,2.76,20044
20,45,173,18,10.4,18,10.4,15,8.67,26,15.03,16,9.25,14,8.09,15,8.67,21,12.14,4,2.31,5,2.89,6,3.47,6,3.47,1,0.58,3,1.73,2,1.16,3,1.73,20045
20,46,243,30,12.35,33,13.58,21,8.64,44,18.11,23,9.47,22,9.05,20,8.23,23,9.47,5,2.06,4,1.65,8,3.29,2,0.82,1,0.41,2,0.82,1,0.41,4,1.65,20046
20,47,472,53,11.23,61,12.92,37,7.84,71,15.04,45,9.53,41,8.69,40,8.47,54,11.44,11,2.33,5,1.06,12,2.54,9,1.91,9,1.91,9,1.91,8,1.69,7,1.48,20047
20,49,555,56,10.09,72,12.97,46,8.29,85,15.32,58,10.45,46,8.29,41,7.39,62,11.17,10,1.8,12,2.16,11,1.98,16,2.88,12,2.16,8,1.44,10,1.8,10,1.8,20049
20,50,501,54,10.78,67,13.37,36,7.19,77,15.37,43,8.58,35,6.99,31,6.19,51,10.18,9,1.8,13,2.59,26,5.19,17,3.39,9,1.8,9,1.8,12,2.4,12,2.4,20050
20,51,558,65,11.65,78,13.98,48,8.6,83,14.87,47,8.42,49,8.78,44,7.89,59,10.57,11,1.97,14,2.51,13,2.33,14,2.51,7,1.25,7,1.25,11,1.97,8,1.43,20051
20,52,174,21,12.07,23,13.22,14,8.05,24,13.79,18,10.34,15,8.62,13,7.47,22,12.64,4,2.3,2,1.15,6,3.45,1,0.57,1,0.57,4,2.3,3,1.72,3,1.72,20052
21,2,475,54,11.37,55,11.58,44,9.26,65,13.68,46,9.68,40,8.42,42,8.84,58,12.21,11,2.32,11,2.32,8,1.68,9,1.89,6,1.26,8,1.68,10,2.11,8,1.68,21002
21,5,922,102,11.06,120,13.02,73,7.92,127,13.77,94,10.2,71,7.7,65,7.05,99,10.74,19,2.06,20,2.17,25,2.71,24,2.6,17,1.84,24,2.6,23,2.49,19,2.06,21005
21,11,858,91,10.61,107,12.47,66,7.69,123,14.34,86,10.02,75,8.74,63,7.34,93,10.84,16,1.86,20,2.33,23,2.68,26,3.03,12,1.4,14,1.63,23,2.68,20,2.33,21011
21,12,1020,114,11.18,124,12.16,77,7.55,145,14.22,99,9.71,84,8.24,74,7.25,114,11.18,18,1.76,26,2.55,29,2.84,26,2.55,21,2.06,21,2.06,29,2.84,19,1.86,21012
21,13,592,70,11.82,73,12.33,48,8.11,79,13.34,63,10.64,51,8.61,51,8.61,64,10.81,8,1.35,10,1.69,12,2.03,16,2.7,7,1.18,9,1.52,18,3.04,13,2.2,21013
21,17,559,56,10.02,68,12.16,48,8.59,70,12.52,56,10.02,45,8.05,44,7.87,64,11.45,18,3.22,16,2.86,13,2.33,13,2.33,12,2.15,6,1.07,17,3.04,13,2.33,21017
21,20,222,25,11.26,28,12.61,21,9.46,36,16.22,23,10.36,14,6.31,15,6.76,22,9.91,3,1.35,4,1.8,2,0.9,8,3.6,3,1.35,5,2.25,8,3.6,5,2.25,21020
21,23,735,87,11.84,94,12.79,49,6.67,105,14.29,72,9.8,51,6.94,39,5.31,84,11.43,18,2.45,19,2.59,25,3.4,29,3.95,5,0.68,17,2.31,22,2.99,19,2.59,21023
21,24,1149,131,11.4,145,12.62,90,7.83,155,13.49,118,10.27,95,8.27,89,7.75,126,10.97,21,1.83,30,2.61,20,1.74,35,3.05,22,1.91,24,2.09,35,3.05,13,1.13,21024
21,25,867,93,10.73,111,12.8,68,7.84,117,13.49,89,10.27,76,8.77,68,7.84,100,11.53,21,2.42,23,2.65,19,2.19,23,2.65,13,1.5,15,1.73,20,2.31,11,1.27,21025
21,26,681,74,10.87,100,14.68,53,7.78,95,13.95,70,10.28,55,8.08,50,7.34,76,11.16,23,3.38,10,1.47,17,2.5,15,2.2,11,1.62,9,1.32,13,1.91,10,1.47,21026
21,27,1193,133,11.15,148,12.41,91,7.63,163,13.66,113,9.47,97,8.13,84,7.04,134,11.23,32,2.68,34,2.85,24,2.01,49,4.11,19,1.59,21,1.76,30,2.51,21,1.76,21027
21,31,1226,136,11.09,145,11.83,98,7.99,171,13.95,120,9.79,103,8.4,90,7.34,127,10.36,31,2.53,24,1.96,29,2.37,38,3.1,20,1.63,22,1.79,41,3.34,31,2.53,21031
21,32,490,53,10.82,65,13.27,40,8.16,70,14.29,51,10.41,45,9.18,36,7.35,61,12.45,6,1.22,11,2.24,10,2.04,10,2.04,6,1.22,6,1.22,11,2.24,9,1.84,21032
21,37,543,60,11.05,75,13.81,51,9.39,80,14.73,54,9.94,43,7.92,48,8.84,61,11.23,7,1.29,10,1.84,11,2.03,10,1.84,5,0.92,8,1.47,10,1.84,10,1.84,21037
21,42,1142,123,10.77,150,13.13,81,7.09,153,13.4,115,10.07,89,7.79,78,6.83,130,11.38,29,2.54,22,1.93,30,2.63,41,3.59,17,1.49,22,1.93,37,3.24,25,2.19,21042
21,43,706,76,10.76,95,13.46,52,7.37,95,13.46,67,9.49,53,7.51,52,7.37,80,11.33,19,2.69,19,2.69,20,2.83,18,2.55,15,2.12,12,1.7,15,2.12,18,2.55,21043
