ward,precinct,total,JOANNE GUILLEMETTE,JOANNE GUILLEMETTE Percent,MICHAEL T. HEALY,MICHAEL T. HEALY Percent,MICHAEL L. MCGRATH,MICHAEL L. MCGRATH Percent,precinct_id
3,33,76,35,46.05,31,40.79,10,13.16,03033
3,34,21,14,66.67,4,19.05,3,14.29,03034
3,35,69,28,40.58,30,43.48,11,15.94,03035
3,36,30,11,36.67,9,30.0,10,33.33,03036
3,37,72,34,47.22,22,30.56,16,22.22,03037
3,38,108,46,42.59,39,36.11,23,21.3,03038
3,39,133,58,43.61,46,34.59,29,21.8,03039
3,40,66,39,59.09,16,24.24,11,16.67,03040
3,41,63,25,39.68,26,41.27,12,19.05,03041
3,42,29,14,48.28,9,31.03,6,20.69,03042
3,43,14,10,71.43,2,14.29,2,14.29,03043
3,44,39,17,43.59,13,33.33,9,23.08,03044
3,45,32,8,25.0,15,46.88,9,28.13,03045
3,46,10,4,40.0,4,40.0,2,20.0,03046
3,47,59,23,38.98,24,40.68,12,20.34,03047
3,48,57,24,42.11,18,31.58,15,26.32,03048
3,49,40,19,47.5,14,35.0,7,17.5,03049
3,50,66,20,30.3,30,45.45,16,24.24,03050
3,51,45,17,37.78,21,46.67,7,15.56,03051
3,52,79,31,39.24,36,45.57,12,15.19,03052
4,1,117,56,47.86,46,39.32,15,12.82,04001
4,2,27,9,33.33,11,40.74,7,25.93,04002
4,3,140,69,49.29,47,33.57,24,17.14,04003
4,4,132,53,40.15,56,42.42,23,17.42,04004
4,5,125,62,49.6,45,36.0,18,14.4,04005
4,6,4,2,50.0,1,25.0,1,25.0,04006
4,7,90,35,38.89,41,45.56,14,15.56,04007
4,8,146,74,50.68,45,30.82,27,18.49,04008
4,9,250,126,50.4,97,38.8,27,10.8,04009
4,10,165,70,42.42,67,40.61,28,16.97,04010
4,11,98,37,37.76,37,37.76,24,24.49,04011
4,12,91,44,48.35,36,39.56,11,12.09,04012
4,13,157,64,40.76,71,45.22,22,14.01,04013
4,14,81,33,40.74,26,32.1,22,27.16,04014
4,15,79,28,35.44,28,35.44,23,29.11,04015
4,16,131,62,47.33,55,41.98,14,10.69,04016
4,17,157,78,49.68,64,40.76,15,9.55,04017
4,18,103,51,49.51,25,24.27,27,26.21,04018
4,19,31,14,45.16,14,45.16,3,9.68,04019
4,20,43,20,46.51,12,27.91,11,25.58,04020
4,21,130,58,44.62,59,45.38,13,10.0,04021
4,22,171,67,39.18,90,52.63,14,8.19,04022
4,23,97,40,41.24,45,46.39,12,12.37,04023
4,24,145,60,41.38,58,40.0,27,18.62,04024
4,25,139,68,48.92,46,33.09,25,17.99,04025
4,26,102,50,49.02,40,39.22,12,11.76,04026
4,27,187,74,39.57,88,47.06,25,13.37,04027
4,28,133,53,39.85,71,53.38,9,6.77,04028
4,29,117,54,46.15,48,41.03,15,12.82,04029
4,30,30,13,43.33,12,40.0,5,16.67,04030
4,31,33,13,39.39,16,48.48,4,12.12,04031
4,32,153,60,39.22,81,52.94,12,7.84,04032
4,33,44,17,38.64,18,40.91,9,20.45,04033
4,34,115,28,24.35,77,66.96,10,8.7,04034
4,35,79,28,35.44,38,48.1,13,16.46,04035
4,36,157,71,45.22,66,42.04,20,12.74,04036
4,37,63,25,39.68,18,28.57,20,31.75,04037
4,38,191,84,43.98,79,41.36,28,14.66,04038
4,39,59,24,40.68,29,49.15,6,10.17,04039
4,40,112,51,45.54,43,38.39,18,16.07,04040
4,41,93,29,31.18,51,54.84,13,13.98,04041
4,42,78,45,57.69,25,32.05,8,10.26,04042
4,43,96,30,31.25,58,60.42,8,8.33,04043
4,44,85,38,44.71,31,36.47,16,18.82,04044
4,45,225,96,42.67,104,46.22,25,11.11,04045
4,46,119,68,57.14,31,26.05,20,16.81,04046
4,47,160,68,42.5,71,44.38,21,13.13,04047
4,48,182,71,39.01,90,49.45,21,11.54,04048
4,49,27,7,25.93,10,37.04,10,37.04,04049
4,50,104,40,38.46,41,39.42,23,22.12,04050
4,51,156,64,41.03,66,42.31,26,16.67,04051
4,52,28,10,35.71,15,53.57,3,10.71,04052
4,53,33,13,39.39,17,51.52,3,9.09,04053
4,54,73,34,46.58,32,43.84,7,9.59,04054
4,55,96,35,36.46,57,59.38,4,4.17,04055
5,1,128,64,50.0,52,40.63,12,9.38,05001
5,2,102,34,33.33,46,45.1,22,21.57,05002
5,3,132,56,42.42,55,41.67,21,15.91,05003
5,4,162,82,50.62,55,33.95,25,15.43,05004
5,5,103,45,43.69,34,33.01,24,23.3,05005
5,6,146,76,52.05,43,29.45,27,18.49,05006
5,7,124,42,33.87,69,55.65,13,10.48,05007
5,8,164,30,18.29,125,76.22,9,5.49,05008
5,9,116,50,43.1,50,43.1,16,13.79,05009
5,10,75,33,44.0,33,44.0,9,12.0,05010
5,11,49,11,22.45,33,67.35,5,10.2,05011
5,12,127,52,40.94,51,40.16,24,18.9,05012
5,13,133,59,44.36,48,36.09,26,19.55,05013
5,14,108,42,38.89,54,50.0,12,11.11,05014
5,15,81,34,41.98,27,33.33,20,24.69,05015
5,16,82,41,50.0,29,35.37,12,14.63,05016
5,17,69,26,37.68,33,47.83,10,14.49,05017
5,18,81,24,29.63,41,50.62,16,19.75,05018
5,19,99,51,51.52,33,33.33,15,15.15,05019
5,20,84,31,36.9,30,35.71,23,27.38,05020
5,21,163,81,49.69,63,38.65,19,11.66,05021
5,22,139,63,45.32,48,34.53,28,20.14,05022
5,23,102,43,42.16,40,39.22,19,18.63,05023
5,24,113,46,40.71,60,53.1,7,6.19,05024
5,25,91,46,50.55,30,32.97,15,16.48,05025
5,26,74,25,33.78,37,50.0,12,16.22,05026
5,27,40,11,27.5,24,60.0,5,12.5,05027
5,28,160,67,41.88,72,45.0,21,13.13,05028
5,29,87,51,58.62,26,29.89,10,11.49,05029
5,30,122,17,13.93,97,79.51,8,6.56,05030
5,31,80,27,33.75,37,46.25,16,20.0,05031
5,32,171,82,47.95,73,42.69,16,9.36,05032
5,33,116,42,36.21,44,37.93,30,25.86,05033
5,34,88,28,31.82,44,50.0,16,18.18,05034
5,35,74,27,36.49,33,44.59,14,18.92,05035
5,36,127,55,43.31,48,37.8,24,18.9,05036
5,37,80,23,28.75,43,53.75,14,17.5,05037
5,38,144,37,25.69,92,63.89,15,10.42,05038
5,39,127,27,21.26,96,75.59,4,3.15,05039
5,40,93,41,44.09,36,38.71,16,17.2,05040
5,41,87,28,32.18,50,57.47,9,10.34,05041
5,42,112,49,43.75,38,33.93,25,22.32,05042
5,43,130,76,58.46,38,29.23,16,12.31,05043
5,44,118,50,42.37,43,36.44,25,21.19,05044
5,45,80,24,30.0,32,40.0,24,30.0,05045
5,46,123,41,33.33,68,55.28,14,11.38,05046
5,47,90,35,38.89,34,37.78,21,23.33,05047
5,48,122,41,33.61,58,47.54,23,18.85,05048
5,49,128,22,17.19,96,75.0,10,7.81,05049
5,50,77,30,38.96,28,36.36,19,24.68,05050
5,51,89,32,35.96,33,37.08,24,26.97,05051
5,52,73,32,43.84,22,30.14,19,26.03,05052
5,53,97,40,41.24,38,39.18,19,19.59,05053
5,54,67,33,49.25,23,34.33,11,16.42,05054
5,55,121,44,36.36,62,51.24,15,12.4,05055
5,56,76,33,43.42,25,32.89,18,23.68,05056
5,57,132,65,49.24,52,39.39,15,11.36,05057
5,58,73,24,32.88,31,42.47,18,24.66,05058
5,59,67,35,52.24,17,25.37,15,22.39,05059
6,1,185,113,61.08,39,21.08,33,17.84,06001
6,2,176,84,47.73,56,31.82,36,20.45,06002
6,3,149,101,67.79,26,17.45,22,14.77,06003
6,4,94,41,43.62,26,27.66,27,28.72,06004
6,5,68,25,36.76,21,30.88,22,32.35,06005
6,6,168,90,53.57,48,28.57,30,17.86,06006
6,7,103,52,50.49,29,28.16,22,21.36,06007
6,8,171,96,56.14,47,27.49,28,16.37,06008
6,9,166,94,56.63,42,25.3,30,18.07,06009
6,10,209,128,61.24,42,20.1,39,18.66,06010
6,11,140,73,52.14,46,32.86,21,15.0,06011
6,12,97,46,47.42,34,35.05,17,17.53,06012
6,13,146,81,55.48,45,30.82,20,13.7,06013
6,14,137,72,52.55,34,24.82,31,22.63,06014
6,15,70,35,50.0,16,22.86,19,27.14,06015
6,16,170,91,53.53,56,32.94,23,13.53,06016
6,17,205,129,62.93,52,25.37,24,11.71,06017
6,18,47,21,44.68,11,23.4,15,31.91,06018
6,19,135,79,58.52,43,31.85,13,9.63,06019
6,20,41,26,63.41,11,26.83,4,9.76,06020
6,21,153,74,48.37,57,37.25,22,14.38,06021
6,22,137,70,51.09,42,30.66,25,18.25,06022
6,23,101,45,44.55,30,29.7,26,25.74,06023
6,24,134,69,51.49,36,26.87,29,21.64,06024
6,25,134,73,54.48,36,26.87,25,18.66,06025
6,26,142,83,58.45,35,24.65,24,16.9,06026
6,27,193,116,60.1,51,26.42,26,13.47,06027
6,28,186,111,59.68,42,22.58,33,17.74,06028
6,29,184,125,67.93,34,18.48,25,13.59,06029
6,30,114,61,53.51,34,29.82,19,16.67,06030
6,31,206,129,62.62,43,20.87,34,16.5,06031
6,32,152,77,50.66,44,28.95,31,20.39,06032
6,33,156,85,54.49,48,30.77,23,14.74,06033
6,34,131,72,54.96,40,30.53,19,14.5,06034
6,35,185,100,54.05,49,26.49,36,19.46,06035
6,36,77,38,49.35,23,29.87,16,20.78,06036
6,37,198,139,70.2,33,16.67,26,13.13,06037
6,38,193,95,49.22,63,32.64,35,18.13,06038
6,39,83,44,53.01,22,26.51,17,20.48,06039
6,40,65,31,47.69,25,38.46,9,13.85,06040
6,41,181,129,71.27,30,16.57,22,12.15,06041
6,42,89,41,46.07,35,39.33,13,14.61,06042
6,43,186,111,59.68,58,31.18,17,9.14,06043
6,44,131,82,62.6,34,25.95,15,11.45,06044
6,45,84,51,60.71,21,25.0,12,14.29,06045
6,46,121,79,65.29,24,19.83,18,14.88,06046
6,47,182,114,62.64,41,22.53,27,14.84,06047
6,48,157,92,58.6,48,30.57,17,10.83,06048
6,49,118,51,43.22,45,38.14,22,18.64,06049
6,50,167,95,56.89,48,28.74,24,14.37,06050
6,51,96,45,46.88,35,36.46,16,16.67,06051
6,52,119,59,49.58,29,24.37,31,26.05,06052
6,53,121,71,58.68,31,25.62,19,15.7,06053
6,54,123,66,53.66,32,26.02,25,20.33,06054
6,55,99,47,47.47,31,31.31,21,21.21,06055
6,56,107,68,63.55,23,21.5,16,14.95,06056
6,57,80,43,53.75,23,28.75,14,17.5,06057
6,58,179,125,69.83,38,21.23,16,8.94,06058
6,59,142,94,66.2,32,22.54,16,11.27,06059
6,60,92,46,50.0,27,29.35,19,20.65,06060
6,61,88,30,34.09,44,50.0,14,15.91,06061
6,62,163,83,50.92,47,28.83,33,20.25,06062
6,63,126,64,50.79,30,23.81,32,25.4,06063
6,64,167,72,43.11,62,37.13,33,19.76,06064
7,1,211,91,43.13,97,45.97,23,10.9,07001
7,2,145,47,32.41,69,47.59,29,20.0,07002
7,3,124,44,35.48,58,46.77,22,17.74,07003
7,4,112,34,30.36,55,49.11,23,20.54,07004
7,5,99,31,31.31,54,54.55,14,14.14,07005
7,6,116,36,31.03,60,51.72,20,17.24,07006
7,7,108,27,25.0,59,54.63,22,20.37,07007
7,8,101,44,43.56,42,41.58,15,14.85,07008
7,9,125,38,30.4,63,50.4,24,19.2,07009
7,10,160,70,43.75,63,39.38,27,16.88,07010
7,11,141,62,43.97,64,45.39,15,10.64,07011
7,12,130,34,26.15,74,56.92,22,16.92,07012
7,13,71,35,49.3,29,40.85,7,9.86,07013
7,14,123,60,48.78,43,34.96,20,16.26,07014
7,15,186,71,38.17,81,43.55,34,18.28,07015
7,16,118,46,38.98,43,36.44,29,24.58,07016
7,17,126,46,36.51,55,43.65,25,19.84,07017
7,18,131,31,23.66,84,64.12,16,12.21,07018
7,19,173,69,39.88,73,42.2,31,17.92,07019
7,20,28,6,21.43,11,39.29,11,39.29,07020
7,21,142,36,25.35,82,57.75,24,16.9,07021
7,22,126,51,40.48,53,42.06,22,17.46,07022
7,23,134,52,38.81,61,45.52,21,15.67,07023
7,24,181,52,28.73,95,52.49,34,18.78,07024
7,25,116,33,28.45,65,56.03,18,15.52,07025
7,26,139,52,37.41,62,44.6,25,17.99,07026
7,27,140,59,42.14,50,35.71,31,22.14,07027
7,28,114,42,36.84,50,43.86,22,19.3,07028
7,29,80,24,30.0,51,63.75,5,6.25,07029
7,30,218,105,48.17,81,37.16,32,14.68,07030
7,31,176,58,32.95,85,48.3,33,18.75,07031
7,32,123,47,38.21,46,37.4,30,24.39,07032
7,33,134,50,37.31,60,44.78,24,17.91,07033
7,34,105,56,53.33,32,30.48,17,16.19,07034
7,35,173,76,43.93,68,39.31,29,16.76,07035
7,36,224,96,42.86,93,41.52,35,15.63,07036
7,37,163,67,41.1,62,38.04,34,20.86,07037
7,38,151,55,36.42,68,45.03,28,18.54,07038
7,39,126,55,43.65,54,42.86,17,13.49,07039
7,40,100,50,50.0,31,31.0,19,19.0,07040
7,41,166,65,39.16,62,37.35,39,23.49,07041
7,42,131,43,32.82,58,44.27,30,22.9,07042
7,43,154,56,36.36,66,42.86,32,20.78,07043
7,44,176,59,33.52,87,49.43,30,17.05,07044
7,45,192,68,35.42,101,52.6,23,11.98,07045
7,46,46,16,34.78,19,41.3,11,23.91,07046
8,1,177,101,57.06,50,28.25,26,14.69,08001
8,2,107,50,46.73,37,34.58,20,18.69,08002
8,3,211,117,55.45,61,28.91,33,15.64,08003
8,4,169,86,50.89,61,36.09,22,13.02,08004
8,5,206,116,56.31,65,31.55,25,12.14,08005
8,6,170,97,57.06,55,32.35,18,10.59,08006
8,7,92,45,48.91,30,32.61,17,18.48,08007
8,8,185,122,65.95,45,24.32,18,9.73,08008
8,9,197,95,48.22,68,34.52,34,17.26,08009
8,10,199,130,65.33,48,24.12,21,10.55,08010
8,11,109,51,46.79,37,33.94,21,19.27,08011
8,12,139,72,51.8,39,28.06,28,20.14,08012
8,13,92,41,44.57,30,32.61,21,22.83,08013
8,14,115,48,41.74,47,40.87,20,17.39,08014
8,15,114,58,50.88,32,28.07,24,21.05,08015
8,16,184,126,68.48,31,16.85,27,14.67,08016
8,17,123,64,52.03,47,38.21,12,9.76,08017
8,18,97,51,52.58,25,25.77,21,21.65,08018
8,19,224,130,58.04,57,25.45,37,16.52,08019
8,20,127,61,48.03,46,36.22,20,15.75,08020
8,21,120,72,60.0,31,25.83,17,14.17,08021
8,22,138,73,52.9,50,36.23,15,10.87,08022
8,23,126,65,51.59,42,33.33,19,15.08,08023
8,24,156,80,51.28,51,32.69,25,16.03,08024
8,25,136,76,55.88,43,31.62,17,12.5,08025
8,26,75,42,56.0,21,28.0,12,16.0,08026
8,27,178,106,59.55,42,23.6,30,16.85,08027
8,28,124,62,50.0,51,41.13,11,8.87,08028
8,29,136,62,45.59,47,34.56,27,19.85,08029
8,30,139,80,57.55,45,32.37,14,10.07,08030
8,31,123,60,48.78,46,37.4,17,13.82,08031
8,32,213,115,53.99,63,29.58,35,16.43,08032
8,33,91,38,41.76,38,41.76,15,16.48,08033
8,34,166,68,40.96,62,37.35,36,21.69,08034
8,35,217,114,52.53,69,31.8,34,15.67,08035
8,36,137,75,54.74,41,29.93,21,15.33,08036
8,37,125,72,57.6,36,28.8,17,13.6,08037
8,38,152,86,56.58,48,31.58,18,11.84,08038
8,39,151,78,51.66,46,30.46,27,17.88,08039
8,40,141,79,56.03,36,25.53,26,18.44,08040
8,41,137,79,57.66,37,27.01,21,15.33,08041
8,42,136,73,53.68,46,33.82,17,12.5,08042
8,43,83,37,44.58,28,33.73,18,21.69,08043
8,44,174,94,54.02,58,33.33,22,12.64,08044
8,45,138,67,48.55,39,28.26,32,23.19,08045
8,46,125,57,45.6,44,35.2,24,19.2,08046
8,47,165,73,44.24,59,35.76,33,20.0,08047
8,48,159,79,49.69,48,30.19,32,20.13,08048
8,49,174,82,47.13,60,34.48,32,18.39,08049
8,50,145,76,52.41,51,35.17,18,12.41,08050
8,51,136,61,44.85,53,38.97,22,16.18,08051
8,52,166,101,60.84,40,24.1,25,15.06,08052
8,53,158,88,55.7,48,30.38,22,13.92,08053
8,54,162,92,56.79,44,27.16,26,16.05,08054
8,55,121,52,42.98,52,42.98,17,14.05,08055
8,56,102,61,59.8,26,25.49,15,14.71,08056
8,57,150,79,52.67,54,36.0,17,11.33,08057
8,58,162,82,50.62,56,34.57,24,14.81,08058
8,59,127,66,51.97,49,38.58,12,9.45,08059
8,60,183,80,43.72,66,36.07,37,20.22,08060
8,61,125,63,50.4,45,36.0,17,13.6,08061
8,62,191,116,60.73,45,23.56,30,15.71,08062
8,63,176,91,51.7,61,34.66,24,13.64,08063
8,64,79,40,50.63,25,31.65,14,17.72,08064
8,65,144,82,56.94,40,27.78,22,15.28,08065
8,66,204,91,44.61,70,34.31,43,21.08,08066
9,1,163,92,56.44,38,23.31,33,20.25,09001
9,2,138,63,45.65,53,38.41,22,15.94,09002
9,3,77,49,63.64,17,22.08,11,14.29,09003
9,4,152,83,54.61,48,31.58,21,13.82,09004
9,5,133,64,48.12,47,35.34,22,16.54,09005
9,6,121,53,43.8,43,35.54,25,20.66,09006
9,7,131,52,39.69,48,36.64,31,23.66,09007
9,8,120,50,41.67,38,31.67,32,26.67,09008
9,9,152,83,54.61,45,29.61,24,15.79,09009
9,10,141,58,41.13,51,36.17,32,22.7,09010
9,11,96,54,56.25,22,22.92,20,20.83,09011
9,12,124,64,51.61,40,32.26,20,16.13,09012
9,13,184,91,49.46,57,30.98,36,19.57,09013
9,14,204,120,58.82,57,27.94,27,13.24,09014
9,15,64,37,57.81,15,23.44,12,18.75,09015
9,16,146,92,63.01,33,22.6,21,14.38,09016
9,17,133,60,45.11,47,35.34,26,19.55,09017
9,18,124,67,54.03,32,25.81,25,20.16,09018
9,19,153,73,47.71,45,29.41,35,22.88,09019
9,20,155,69,44.52,58,37.42,28,18.06,09020
9,21,117,68,58.12,31,26.5,18,15.38,09021
9,22,158,96,60.76,42,26.58,20,12.66,09022
9,23,102,47,46.08,32,31.37,23,22.55,09023
9,24,68,43,63.24,20,29.41,5,7.35,09024
9,25,67,39,58.21,17,25.37,11,16.42,09025
9,26,102,57,55.88,29,28.43,16,15.69,09026
9,27,98,54,55.1,27,27.55,17,17.35,09027
9,28,90,42,46.67,29,32.22,19,21.11,09028
9,29,125,62,49.6,42,33.6,21,16.8,09029
9,30,145,68,46.9,44,30.34,33,22.76,09030
9,31,85,56,65.88,21,24.71,8,9.41,09031
9,32,128,65,50.78,29,22.66,34,26.56,09032
9,33,96,48,50.0,27,28.13,21,21.88,09033
9,34,104,56,53.85,30,28.85,18,17.31,09034
9,35,138,61,44.2,45,32.61,32,23.19,09035
9,36,59,30,50.85,20,33.9,9,15.25,09036
9,37,139,60,43.17,47,33.81,32,23.02,09037
9,38,123,70,56.91,33,26.83,20,16.26,09038
9,39,127,71,55.91,35,27.56,21,16.54,09039
9,40,149,85,57.05,41,27.52,23,15.44,09040
9,41,153,77,50.33,51,33.33,25,16.34,09041
9,42,101,54,53.47,30,29.7,17,16.83,09042
9,43,70,35,50.0,18,25.71,17,24.29,09043
9,44,106,62,58.49,24,22.64,20,18.87,09044
9,45,148,83,56.08,37,25.0,28,18.92,09045
9,46,118,62,52.54,32,27.12,24,20.34,09046
9,47,82,46,56.1,26,31.71,10,12.2,09047
9,48,147,77,52.38,44,29.93,26,17.69,09048
9,49,59,34,57.63,13,22.03,12,20.34,09049
9,50,150,93,62.0,42,28.0,15,10.0,09050
9,51,100,59,59.0,27,27.0,14,14.0,09051
9,52,140,63,45.0,52,37.14,25,17.86,09052
10,1,67,25,37.31,17,25.37,25,37.31,10001
10,2,90,33,36.67,23,25.56,34,37.78,10002
10,3,140,42,30.0,31,22.14,67,47.86,10003
10,4,139,52,37.41,49,35.25,38,27.34,10004
10,5,98,37,37.76,28,28.57,33,33.67,10005
10,6,136,46,33.82,57,41.91,33,24.26,10006
10,7,40,20,50.0,13,32.5,7,17.5,10007
10,8,131,33,25.19,41,31.3,57,43.51,10008
10,9,117,30,25.64,39,33.33,48,41.03,10009
10,10,115,59,51.3,33,28.7,23,20.0,10010
10,11,122,47,38.52,33,27.05,42,34.43,10011
10,12,108,39,36.11,23,21.3,46,42.59,10012
10,13,141,43,30.5,50,35.46,48,34.04,10013
10,14,26,11,42.31,7,26.92,8,30.77,10014
10,15,58,14,24.14,19,32.76,25,43.1,10015
10,16,117,38,32.48,32,27.35,47,40.17,10016
10,17,96,26,27.08,19,19.79,51,53.13,10017
10,18,97,49,50.52,28,28.87,20,20.62,10018
10,19,185,49,26.49,53,28.65,83,44.86,10019
10,20,202,73,36.14,61,30.2,68,33.66,10020
10,21,88,29,32.95,20,22.73,39,44.32,10021
10,22,33,10,30.3,6,18.18,17,51.52,10022
10,23,137,53,38.69,43,31.39,41,29.93,10023
10,24,123,29,23.58,41,33.33,53,43.09,10024
10,25,144,62,43.06,38,26.39,44,30.56,10025
10,26,86,27,31.4,27,31.4,32,37.21,10026
