ward,precinct,total,"WILLIAM COUSINS, JR.","WILLIAM COUSINS, JR. Percent",THOMAS R. FITZGERALD,THOMAS R. FITZGERALD Percent,MORTON ZWICK,MORTON ZWICK Percent,CHRISTINE PATRICIA CURRAN,CHRISTINE PATRICIA CURRAN Percent,precinct_id
41,66,140,11,7.86,109,77.86,11,7.86,9,6.43,41066
42,1,114,14,12.28,64,56.14,30,26.32,6,5.26,42001
42,2,73,28,38.36,32,43.84,5,6.85,8,10.96,42002
42,3,64,18,28.13,30,46.88,8,12.5,8,12.5,42003
42,4,100,17,17.0,57,57.0,12,12.0,14,14.0,42004
42,5,68,7,10.29,47,69.12,4,5.88,10,14.71,42005
42,6,212,61,28.77,109,51.42,17,8.02,25,11.79,42006
42,7,86,11,12.79,59,68.6,8,9.3,8,9.3,42007
42,8,99,13,13.13,72,72.73,9,9.09,5,5.05,42008
42,9,78,22,28.21,37,47.44,10,12.82,9,11.54,42009
42,10,75,11,14.67,52,69.33,9,12.0,3,4.0,42010
42,11,93,14,15.05,49,52.69,10,10.75,20,21.51,42011
42,12,79,23,29.11,48,60.76,3,3.8,5,6.33,42012
42,13,197,54,27.41,100,50.76,23,11.68,20,10.15,42013
42,14,87,22,25.29,39,44.83,11,12.64,15,17.24,42014
42,15,85,22,25.88,47,55.29,12,14.12,4,4.71,42015
42,16,122,11,9.02,81,66.39,23,18.85,7,5.74,42016
42,17,21,3,14.29,12,57.14,4,19.05,2,9.52,42017
42,18,154,54,35.06,65,42.21,12,7.79,23,14.94,42018
42,19,65,16,24.62,37,56.92,7,10.77,5,7.69,42019
42,20,42,14,33.33,24,57.14,2,4.76,2,4.76,42020
42,21,78,20,25.64,44,56.41,7,8.97,7,8.97,42021
42,22,58,28,48.28,19,32.76,7,12.07,4,6.9,42022
42,23,114,15,13.16,77,67.54,12,10.53,10,8.77,42023
42,24,128,22,17.19,70,54.69,21,16.41,15,11.72,42024
42,25,120,12,10.0,65,54.17,21,17.5,22,18.33,42025
42,26,50,12,24.0,26,52.0,6,12.0,6,12.0,42026
42,27,166,42,25.3,86,51.81,15,9.04,23,13.86,42027
42,28,113,16,14.16,76,67.26,10,8.85,11,9.73,42028
42,29,85,17,20.0,48,56.47,15,17.65,5,5.88,42029
42,30,77,17,22.08,45,58.44,11,14.29,4,5.19,42030
42,31,33,7,21.21,21,63.64,2,6.06,3,9.09,42031
42,32,102,17,16.67,36,35.29,41,40.2,8,7.84,42032
42,33,160,19,11.88,109,68.13,14,8.75,18,11.25,42033
42,34,79,13,16.46,52,65.82,5,6.33,9,11.39,42034
42,35,75,11,14.67,46,61.33,13,17.33,5,6.67,42035
42,36,112,26,23.21,59,52.68,11,9.82,16,14.29,42036
42,37,99,12,12.12,68,68.69,13,13.13,6,6.06,42037
42,38,106,18,16.98,65,61.32,14,13.21,9,8.49,42038
42,39,131,30,22.9,77,58.78,9,6.87,15,11.45,42039
42,40,72,14,19.44,37,51.39,10,13.89,11,15.28,42040
42,41,51,13,25.49,24,47.06,5,9.8,9,17.65,42041
42,42,85,12,14.12,47,55.29,17,20.0,9,10.59,42042
42,43,111,16,14.41,70,63.06,13,11.71,12,10.81,42043
42,44,81,17,20.99,46,56.79,12,14.81,6,7.41,42044
42,45,71,14,19.72,45,63.38,7,9.86,5,7.04,42045
42,46,66,26,39.39,31,46.97,2,3.03,7,10.61,42046
42,47,65,5,7.69,41,63.08,13,20.0,6,9.23,42047
42,48,51,6,11.76,23,45.1,12,23.53,10,19.61,42048
42,49,104,40,38.46,49,47.12,8,7.69,7,6.73,42049
42,50,81,21,25.93,46,56.79,4,4.94,10,12.35,42050
42,51,47,14,29.79,22,46.81,4,8.51,7,14.89,42051
42,52,87,20,22.99,24,27.59,38,43.68,5,5.75,42052
42,53,78,21,26.92,36,46.15,9,11.54,12,15.38,42053
42,54,68,26,38.24,34,50.0,2,2.94,6,8.82,42054
42,55,82,8,9.76,52,63.41,10,12.2,12,14.63,42055
42,56,62,8,12.9,42,67.74,7,11.29,5,8.06,42056
42,57,54,13,24.07,27,50.0,7,12.96,7,12.96,42057
42,58,140,57,40.71,53,37.86,12,8.57,18,12.86,42058
42,59,83,45,54.22,31,37.35,2,2.41,5,6.02,42059
42,60,41,10,24.39,19,46.34,3,7.32,9,21.95,42060
42,61,20,2,10.0,13,65.0,3,15.0,2,10.0,42061
42,62,56,9,16.07,30,53.57,11,19.64,6,10.71,42062
42,63,88,10,11.36,50,56.82,17,19.32,11,12.5,42063
42,64,47,18,38.3,17,36.17,4,8.51,8,17.02,42064
42,65,46,13,28.26,29,63.04,1,2.17,3,6.52,42065
42,66,64,30,46.88,17,26.56,6,9.38,11,17.19,42066
42,67,204,157,76.96,33,16.18,4,1.96,10,4.9,42067
43,1,49,6,12.24,35,71.43,3,6.12,5,10.2,43001
43,2,43,5,11.63,34,79.07,1,2.33,3,6.98,43002
43,3,53,12,22.64,32,60.38,4,7.55,5,9.43,43003
43,4,59,13,22.03,34,57.63,7,11.86,5,8.47,43004
43,5,68,11,16.18,47,69.12,3,4.41,7,10.29,43005
43,6,67,21,31.34,36,53.73,4,5.97,6,8.96,43006
43,7,81,27,33.33,42,51.85,6,7.41,6,7.41,43007
43,8,73,19,26.03,43,58.9,10,13.7,1,1.37,43008
43,9,45,9,20.0,32,71.11,2,4.44,2,4.44,43009
43,10,48,15,31.25,23,47.92,5,10.42,5,10.42,43010
43,11,61,12,19.67,43,70.49,4,6.56,2,3.28,43011
43,12,98,21,21.43,56,57.14,10,10.2,11,11.22,43012
43,13,41,13,31.71,21,51.22,2,4.88,5,12.2,43013
43,14,61,14,22.95,42,68.85,4,6.56,1,1.64,43014
43,15,69,11,15.94,44,63.77,10,14.49,4,5.8,43015
43,16,57,5,8.77,43,75.44,3,5.26,6,10.53,43016
43,17,83,17,20.48,58,69.88,2,2.41,6,7.23,43017
43,18,109,20,18.35,67,61.47,11,10.09,11,10.09,43018
43,19,92,18,19.57,59,64.13,8,8.7,7,7.61,43019
43,20,95,17,17.89,57,60.0,14,14.74,7,7.37,43020
43,21,38,4,10.53,27,71.05,3,7.89,4,10.53,43021
43,22,37,4,10.81,24,64.86,6,16.22,3,8.11,43022
43,23,72,10,13.89,53,73.61,1,1.39,8,11.11,43023
43,24,68,12,17.65,42,61.76,11,16.18,3,4.41,43024
43,25,71,26,36.62,38,53.52,4,5.63,3,4.23,43025
43,26,81,12,14.81,42,51.85,13,16.05,14,17.28,43026
43,27,67,13,19.4,42,62.69,3,4.48,9,13.43,43027
43,28,46,5,10.87,29,63.04,8,17.39,4,8.7,43028
43,29,50,5,10.0,36,72.0,7,14.0,2,4.0,43029
43,30,41,4,9.76,30,73.17,2,4.88,5,12.2,43030
43,31,93,23,24.73,52,55.91,8,8.6,10,10.75,43031
43,32,60,10,16.67,36,60.0,6,10.0,8,13.33,43032
43,33,29,9,31.03,15,51.72,4,13.79,1,3.45,43033
43,34,34,7,20.59,19,55.88,4,11.76,4,11.76,43034
43,35,68,11,16.18,49,72.06,4,5.88,4,5.88,43035
43,36,82,10,12.2,62,75.61,4,4.88,6,7.32,43036
43,37,61,14,22.95,34,55.74,7,11.48,6,9.84,43037
43,38,44,5,11.36,25,56.82,7,15.91,7,15.91,43038
43,39,38,2,5.26,28,73.68,4,10.53,4,10.53,43039
43,40,79,32,40.51,40,50.63,6,7.59,1,1.27,43040
43,41,49,8,16.33,32,65.31,5,10.2,4,8.16,43041
43,42,73,10,13.7,39,53.42,20,27.4,4,5.48,43042
43,43,61,7,11.48,40,65.57,8,13.11,6,9.84,43043
43,44,66,12,18.18,43,65.15,6,9.09,5,7.58,43044
43,45,37,15,40.54,18,48.65,1,2.7,3,8.11,43045
43,46,88,5,5.68,64,72.73,17,19.32,2,2.27,43046
43,47,88,33,37.5,38,43.18,9,10.23,8,9.09,43047
43,48,45,12,26.67,23,51.11,4,8.89,6,13.33,43048
43,49,41,6,14.63,28,68.29,3,7.32,4,9.76,43049
43,50,53,10,18.87,35,66.04,4,7.55,4,7.55,43050
43,51,36,8,22.22,21,58.33,3,8.33,4,11.11,43051
43,52,90,15,16.67,58,64.44,9,10.0,8,8.89,43052
43,53,93,18,19.35,50,53.76,11,11.83,14,15.05,43053
43,54,25,6,24.0,8,32.0,7,28.0,4,16.0,43054
43,55,81,48,59.26,15,18.52,7,8.64,11,13.58,43055
43,56,57,15,26.32,39,68.42,1,1.75,2,3.51,43056
43,57,30,2,6.67,19,63.33,6,20.0,3,10.0,43057
43,58,60,4,6.67,41,68.33,4,6.67,11,18.33,43058
43,59,121,18,14.88,73,60.33,21,17.36,9,7.44,43059
43,60,84,31,36.9,37,44.05,5,5.95,11,13.1,43060
44,1,122,28,22.95,58,47.54,20,16.39,16,13.11,44001
44,2,73,15,20.55,36,49.32,12,16.44,10,13.7,44002
44,3,119,14,11.76,78,65.55,19,15.97,8,6.72,44003
44,4,161,24,14.91,112,69.57,18,11.18,7,4.35,44004
44,5,85,15,17.65,49,57.65,12,14.12,9,10.59,44005
44,6,68,17,25.0,33,48.53,7,10.29,11,16.18,44006
44,7,121,18,14.88,76,62.81,18,14.88,9,7.44,44007
44,8,127,18,14.17,83,65.35,13,10.24,13,10.24,44008
44,9,105,9,8.57,76,72.38,4,3.81,16,15.24,44009
44,10,146,32,21.92,82,56.16,20,13.7,12,8.22,44010
44,11,90,16,17.78,61,67.78,5,5.56,8,8.89,44011
44,12,64,13,20.31,39,60.94,9,14.06,3,4.69,44012
44,13,109,18,16.51,72,66.06,7,6.42,12,11.01,44013
44,14,91,14,15.38,66,72.53,3,3.3,8,8.79,44014
44,15,84,18,21.43,48,57.14,9,10.71,9,10.71,44015
44,16,70,14,20.0,46,65.71,3,4.29,7,10.0,44016
44,17,102,27,26.47,60,58.82,8,7.84,7,6.86,44017
44,18,37,8,21.62,18,48.65,5,13.51,6,16.22,44018
44,19,54,14,25.93,30,55.56,4,7.41,6,11.11,44019
44,20,80,16,20.0,49,61.25,7,8.75,8,10.0,44020
44,21,69,10,14.49,44,63.77,3,4.35,12,17.39,44021
44,22,60,13,21.67,32,53.33,11,18.33,4,6.67,44022
44,23,72,20,27.78,37,51.39,6,8.33,9,12.5,44023
44,24,75,18,24.0,35,46.67,7,9.33,15,20.0,44024
44,25,75,9,12.0,50,66.67,6,8.0,10,13.33,44025
44,26,75,12,16.0,45,60.0,5,6.67,13,17.33,44026
44,27,86,9,10.47,61,70.93,8,9.3,8,9.3,44027
44,28,70,14,20.0,38,54.29,11,15.71,7,10.0,44028
44,29,56,14,25.0,33,58.93,3,5.36,6,10.71,44029
44,30,75,18,24.0,41,54.67,11,14.67,5,6.67,44030
44,31,97,15,15.46,66,68.04,9,9.28,7,7.22,44031
44,32,46,10,21.74,30,65.22,4,8.7,2,4.35,44032
44,33,102,25,24.51,59,57.84,10,9.8,8,7.84,44033
44,34,74,19,25.68,38,51.35,3,4.05,14,18.92,44034
44,35,105,17,16.19,68,64.76,11,10.48,9,8.57,44035
44,36,82,17,20.73,52,63.41,6,7.32,7,8.54,44036
44,37,137,22,16.06,91,66.42,13,9.49,11,8.03,44037
44,38,91,19,20.88,62,68.13,8,8.79,2,2.2,44038
44,39,75,13,17.33,45,60.0,5,6.67,12,16.0,44039
44,40,84,10,11.9,60,71.43,7,8.33,7,8.33,44040
44,41,109,32,29.36,57,52.29,7,6.42,13,11.93,44041
44,42,88,13,14.77,60,68.18,2,2.27,13,14.77,44042
44,43,106,30,28.3,51,48.11,11,10.38,14,13.21,44043
44,44,133,24,18.05,75,56.39,10,7.52,24,18.05,44044
44,45,90,12,13.33,56,62.22,5,5.56,17,18.89,44045
44,46,55,10,18.18,34,61.82,7,12.73,4,7.27,44046
44,47,73,6,8.22,56,76.71,3,4.11,8,10.96,44047
44,48,78,13,16.67,48,61.54,11,14.1,6,7.69,44048
44,49,74,14,18.92,44,59.46,7,9.46,9,12.16,44049
44,50,69,12,17.39,40,57.97,6,8.7,11,15.94,44050
45,1,79,5,6.33,59,74.68,8,10.13,7,8.86,45001
45,2,114,12,10.53,84,73.68,8,7.02,10,8.77,45002
45,3,253,10,3.95,207,81.82,15,5.93,21,8.3,45003
45,4,133,13,9.77,100,75.19,6,4.51,14,10.53,45004
45,5,87,5,5.75,65,74.71,12,13.79,5,5.75,45005
45,6,125,9,7.2,89,71.2,12,9.6,15,12.0,45006
45,7,136,13,9.56,93,68.38,18,13.24,12,8.82,45007
45,8,114,13,11.4,69,60.53,17,14.91,15,13.16,45008
45,9,169,10,5.92,114,67.46,18,10.65,27,15.98,45009
45,10,197,18,9.14,144,73.1,19,9.64,16,8.12,45010
45,11,123,10,8.13,95,77.24,7,5.69,11,8.94,45011
45,12,161,21,13.04,108,67.08,15,9.32,17,10.56,45012
45,13,223,16,7.17,177,79.37,14,6.28,16,7.17,45013
45,14,143,13,9.09,91,63.64,14,9.79,25,17.48,45014
45,15,179,11,6.15,139,77.65,14,7.82,15,8.38,45015
45,16,213,21,9.86,150,70.42,15,7.04,27,12.68,45016
45,17,163,8,4.91,120,73.62,15,9.2,20,12.27,45017
45,18,163,13,7.98,127,77.91,8,4.91,15,9.2,45018
45,19,243,17,7.0,192,79.01,20,8.23,14,5.76,45019
45,20,134,10,7.46,99,73.88,7,5.22,18,13.43,45020
45,21,151,15,9.93,96,63.58,17,11.26,23,15.23,45021
45,22,140,9,6.43,100,71.43,15,10.71,16,11.43,45022
45,23,111,9,8.11,80,72.07,12,10.81,10,9.01,45023
45,24,165,18,10.91,108,65.45,23,13.94,16,9.7,45024
45,25,157,20,12.74,101,64.33,18,11.46,18,11.46,45025
45,26,183,16,8.74,131,71.58,16,8.74,20,10.93,45026
45,27,148,5,3.38,115,77.7,16,10.81,12,8.11,45027
45,28,233,18,7.73,184,78.97,16,6.87,15,6.44,45028
45,29,143,13,9.09,103,72.03,12,8.39,15,10.49,45029
45,30,157,7,4.46,114,72.61,13,8.28,23,14.65,45030
45,31,121,12,9.92,83,68.6,12,9.92,14,11.57,45031
45,32,116,11,9.48,77,66.38,12,10.34,16,13.79,45032
45,33,161,13,8.07,116,72.05,15,9.32,17,10.56,45033
45,34,113,8,7.08,78,69.03,9,7.96,18,15.93,45034
45,35,114,8,7.02,87,76.32,13,11.4,6,5.26,45035
45,36,176,8,4.55,130,73.86,17,9.66,21,11.93,45036
45,37,101,13,12.87,64,63.37,11,10.89,13,12.87,45037
45,38,231,20,8.66,179,77.49,10,4.33,22,9.52,45038
45,39,159,16,10.06,105,66.04,18,11.32,20,12.58,45039
45,40,206,13,6.31,153,74.27,14,6.8,26,12.62,45040
45,41,109,12,11.01,70,64.22,5,4.59,22,20.18,45041
45,42,162,12,7.41,116,71.6,21,12.96,13,8.02,45042
45,43,132,10,7.58,95,71.97,12,9.09,15,11.36,45043
45,44,162,6,3.7,127,78.4,12,7.41,17,10.49,45044
45,45,105,10,9.52,76,72.38,10,9.52,9,8.57,45045
45,46,188,20,10.64,132,70.21,18,9.57,18,9.57,45046
45,47,196,22,11.22,142,72.45,14,7.14,18,9.18,45047
45,48,104,9,8.65,76,73.08,10,9.62,9,8.65,45048
45,49,145,13,8.97,103,71.03,17,11.72,12,8.28,45049
45,50,133,8,6.02,100,75.19,12,9.02,13,9.77,45050
45,51,163,12,7.36,119,73.01,17,10.43,15,9.2,45051
45,52,117,2,1.71,85,72.65,15,12.82,15,12.82,45052
45,53,161,20,12.42,114,70.81,15,9.32,12,7.45,45053
45,54,158,13,8.23,106,67.09,20,12.66,19,12.03,45054
45,55,117,19,16.24,70,59.83,13,11.11,15,12.82,45055
45,56,105,15,14.29,60,57.14,16,15.24,14,13.33,45056
45,57,156,6,3.85,116,74.36,16,10.26,18,11.54,45057
45,58,83,8,9.64,60,72.29,8,9.64,7,8.43,45058
46,1,257,65,25.29,123,47.86,47,18.29,22,8.56,46001
46,2,98,41,41.84,44,44.9,5,5.1,8,8.16,46002
46,3,124,53,42.74,34,27.42,11,8.87,26,20.97,46003
46,4,105,36,34.29,41,39.05,15,14.29,13,12.38,46004
46,5,64,16,25.0,26,40.63,8,12.5,14,21.88,46005
46,6,90,45,50.0,24,26.67,5,5.56,16,17.78,46006
46,7,152,52,34.21,64,42.11,22,14.47,14,9.21,46007
46,8,110,58,52.73,32,29.09,7,6.36,13,11.82,46008
46,9,115,36,31.3,53,46.09,11,9.57,15,13.04,46009
46,10,98,31,31.63,38,38.78,12,12.24,17,17.35,46010
46,11,130,38,29.23,58,44.62,15,11.54,19,14.62,46011
46,12,130,46,35.38,52,40.0,19,14.62,13,10.0,46012
46,13,121,24,19.83,54,44.63,31,25.62,12,9.92,46013
46,14,86,22,25.58,49,56.98,4,4.65,11,12.79,46014
46,15,132,30,22.73,72,54.55,17,12.88,13,9.85,46015
46,16,196,73,37.24,74,37.76,19,9.69,30,15.31,46016
46,17,161,46,28.57,86,53.42,18,11.18,11,6.83,46017
46,18,139,43,30.94,65,46.76,9,6.47,22,15.83,46018
46,19,143,46,32.17,62,43.36,15,10.49,20,13.99,46019
46,20,115,75,65.22,24,20.87,10,8.7,6,5.22,46020
46,21,28,12,42.86,8,28.57,2,7.14,6,21.43,46021
46,22,98,38,38.78,39,39.8,10,10.2,11,11.22,46022
46,23,107,62,57.94,24,22.43,6,5.61,15,14.02,46023
46,24,93,33,35.48,45,48.39,7,7.53,8,8.6,46024
46,25,107,32,29.91,53,49.53,8,7.48,14,13.08,46025
46,26,161,100,62.11,35,21.74,12,7.45,14,8.7,46026
46,27,152,49,32.24,65,42.76,14,9.21,24,15.79,46027
46,28,145,37,25.52,65,44.83,18,12.41,25,17.24,46028
46,29,149,33,22.15,84,56.38,16,10.74,16,10.74,46029
46,30,151,55,36.42,60,39.74,9,5.96,27,17.88,46030
46,31,132,30,22.73,72,54.55,14,10.61,16,12.12,46031
46,32,185,90,48.65,61,32.97,14,7.57,20,10.81,46032
46,33,118,35,29.66,59,50.0,5,4.24,19,16.1,46033
46,34,125,54,43.2,42,33.6,13,10.4,16,12.8,46034
46,35,150,50,33.33,64,42.67,14,9.33,22,14.67,46035
46,36,149,30,20.13,79,53.02,13,8.72,27,18.12,46036
46,37,136,65,47.79,41,30.15,12,8.82,18,13.24,46037
46,38,114,42,36.84,49,42.98,11,9.65,12,10.53,46038
46,39,102,30,29.41,50,49.02,8,7.84,14,13.73,46039
47,1,73,11,15.07,50,68.49,3,4.11,9,12.33,47001
47,2,263,30,11.41,163,61.98,40,15.21,30,11.41,47002
47,3,183,27,14.75,107,58.47,19,10.38,30,16.39,47003
47,4,247,30,12.15,160,64.78,21,8.5,36,14.57,47004
47,5,103,15,14.56,71,68.93,8,7.77,9,8.74,47005
47,6,230,31,13.48,157,68.26,16,6.96,26,11.3,47006
47,7,189,23,12.17,132,69.84,10,5.29,24,12.7,47007
47,8,263,44,16.73,157,59.7,16,6.08,46,17.49,47008
47,9,199,24,12.06,122,61.31,21,10.55,32,16.08,47009
47,10,169,34,20.12,89,52.66,20,11.83,26,15.38,47010
47,11,284,47,16.55,169,59.51,18,6.34,50,17.61,47011
47,12,193,27,13.99,115,59.59,18,9.33,33,17.1,47012
47,13,238,40,16.81,154,64.71,16,6.72,28,11.76,47013
47,14,247,37,14.98,153,61.94,17,6.88,40,16.19,47014
47,15,113,22,19.47,64,56.64,9,7.96,18,15.93,47015
47,16,145,33,22.76,84,57.93,8,5.52,20,13.79,47016
47,17,206,24,11.65,139,67.48,14,6.8,29,14.08,47017
47,18,165,25,15.15,100,60.61,11,6.67,29,17.58,47018
47,19,199,27,13.57,119,59.8,19,9.55,34,17.09,47019
47,20,205,33,16.1,128,62.44,15,7.32,29,14.15,47020
47,21,119,25,21.01,55,46.22,13,10.92,26,21.85,47021
47,22,147,22,14.97,91,61.9,10,6.8,24,16.33,47022
47,23,63,17,26.98,30,47.62,5,7.94,11,17.46,47023
47,24,99,16,16.16,57,57.58,15,15.15,11,11.11,47024
47,25,155,30,19.35,92,59.35,11,7.1,22,14.19,47025
47,26,178,34,19.1,101,56.74,9,5.06,34,19.1,47026
47,27,158,20,12.66,103,65.19,11,6.96,24,15.19,47027
47,28,266,41,15.41,170,63.91,19,7.14,36,13.53,47028
47,29,169,25,14.79,107,63.31,16,9.47,21,12.43,47029
47,30,92,23,25.0,48,52.17,5,5.43,16,17.39,47030
47,31,163,32,19.63,88,53.99,12,7.36,31,19.02,47031
47,32,226,49,21.68,124,54.87,19,8.41,34,15.04,47032
47,33,156,24,15.38,95,60.9,16,10.26,21,13.46,47033
47,34,160,35,21.88,86,53.75,16,10.0,23,14.38,47034
47,35,229,26,11.35,137,59.83,25,10.92,41,17.9,47035
47,36,169,35,20.71,101,59.76,12,7.1,21,12.43,47036
47,37,185,30,16.22,108,58.38,15,8.11,32,17.3,47037
47,38,170,34,20.0,99,58.24,17,10.0,20,11.76,47038
47,39,134,30,22.39,78,58.21,9,6.72,17,12.69,47039
47,40,175,32,18.29,95,54.29,15,8.57,33,18.86,47040
47,41,91,19,20.88,43,47.25,10,10.99,19,20.88,47041
47,42,208,40,19.23,124,59.62,16,7.69,28,13.46,47042
47,43,231,44,19.05,141,61.04,18,7.79,28,12.12,47043
47,44,129,25,19.38,81,62.79,15,11.63,8,6.2,47044
47,45,186,28,15.05,115,61.83,16,8.6,27,14.52,47045
48,1,157,37,23.57,63,40.13,22,14.01,35,22.29,48001
48,2,141,37,26.24,67,47.52,15,10.64,22,15.6,48002
48,3,116,43,37.07,50,43.1,9,7.76,14,12.07,48003
48,4,123,44,35.77,60,48.78,6,4.88,13,10.57,48004
48,5,146,30,20.55,99,67.81,5,3.42,12,8.22,48005
48,6,154,56,36.36,69,44.81,9,5.84,20,12.99,48006
48,7,129,21,16.28,85,65.89,5,3.88,18,13.95,48007
48,8,113,28,24.78,61,53.98,13,11.5,11,9.73,48008
48,9,109,31,28.44,51,46.79,12,11.01,15,13.76,48009
48,10,73,13,17.81,47,64.38,4,5.48,9,12.33,48010
48,11,178,36,20.22,113,63.48,7,3.93,22,12.36,48011
48,12,80,40,50.0,18,22.5,5,6.25,17,21.25,48012
48,13,110,25,22.73,54,49.09,18,16.36,13,11.82,48013
48,14,170,60,35.29,49,28.82,49,28.82,12,7.06,48014
48,15,97,28,28.87,53,54.64,8,8.25,8,8.25,48015
48,16,116,33,28.45,61,52.59,10,8.62,12,10.34,48016
48,17,105,47,44.76,37,35.24,9,8.57,12,11.43,48017
48,18,95,31,32.63,38,40.0,10,10.53,16,16.84,48018
48,19,137,34,24.82,70,51.09,14,10.22,19,13.87,48019
48,20,110,33,30.0,61,55.45,10,9.09,6,5.45,48020
48,21,129,57,44.19,46,35.66,13,10.08,13,10.08,48021
48,22,225,68,30.22,102,45.33,26,11.56,29,12.89,48022
48,23,106,32,30.19,56,52.83,5,4.72,13,12.26,48023
48,24,97,37,38.14,31,31.96,14,14.43,15,15.46,48024
48,25,122,52,42.62,51,41.8,7,5.74,12,9.84,48025
48,26,134,38,28.36,73,54.48,13,9.7,10,7.46,48026
48,27,92,29,31.52,39,42.39,13,14.13,11,11.96,48027
48,28,133,34,25.56,64,48.12,16,12.03,19,14.29,48028
48,29,146,28,19.18,73,50.0,33,22.6,12,8.22,48029
48,30,100,22,22.0,55,55.0,8,8.0,15,15.0,48030
48,31,105,47,44.76,34,32.38,15,14.29,9,8.57,48031
48,32,106,34,32.08,37,34.91,14,13.21,21,19.81,48032
48,33,115,20,17.39,72,62.61,18,15.65,5,4.35,48033
48,34,116,29,25.0,58,50.0,16,13.79,13,11.21,48034
48,35,86,37,43.02,30,34.88,6,6.98,13,15.12,48035
48,36,112,31,27.68,52,46.43,14,12.5,15,13.39,48036
48,37,123,30,24.39,65,52.85,7,5.69,21,17.07,48037
48,38,169,23,13.61,122,72.19,13,7.69,11,6.51,48038
48,39,102,28,27.45,55,53.92,15,14.71,4,3.92,48039
48,40,103,31,30.1,50,48.54,5,4.85,17,16.5,48040
48,41,73,29,39.73,32,43.84,7,9.59,5,6.85,48041
48,42,143,44,30.77,58,40.56,18,12.59,23,16.08,48042
48,43,88,9,10.23,53,60.23,12,13.64,14,15.91,48043
48,44,90,25,27.78,39,43.33,5,5.56,21,23.33,48044
48,45,62,15,24.19,32,51.61,8,12.9,7,11.29,48045
48,46,75,34,45.33,27,36.0,6,8.0,8,10.67,48046
48,47,75,32,42.67,27,36.0,5,6.67,11,14.67,48047
48,48,86,20,23.26,44,51.16,6,6.98,16,18.6,48048
49,1,147,96,65.31,25,17.01,9,6.12,17,11.56,49001
49,2,153,50,32.68,66,43.14,14,9.15,23,15.03,49002
49,3,131,64,48.85,42,32.06,6,4.58,19,14.5,49003
49,4,84,37,44.05,33,39.29,6,7.14,8,9.52,49004
49,5,79,36,45.57,24,30.38,5,6.33,14,17.72,49005
49,6,85,36,42.35,34,40.0,3,3.53,12,14.12,49006
49,7,86,32,37.21,40,46.51,5,5.81,9,10.47,49007
49,8,95,26,27.37,46,48.42,6,6.32,17,17.89,49008
49,9,103,37,35.92,50,48.54,8,7.77,8,7.77,49009
49,10,150,58,38.67,66,44.0,12,8.0,14,9.33,49010
49,11,148,65,43.92,52,35.14,9,6.08,22,14.86,49011
49,12,89,35,39.33,32,35.96,7,7.87,15,16.85,49012
49,13,119,49,41.18,46,38.66,10,8.4,14,11.76,49013
49,14,118,38,32.2,47,39.83,12,10.17,21,17.8,49014
49,15,81,34,41.98,20,24.69,10,12.35,17,20.99,49015
49,16,105,32,30.48,36,34.29,9,8.57,28,26.67,49016
49,17,35,14,40.0,13,37.14,4,11.43,4,11.43,49017
49,18,123,52,42.28,40,32.52,9,7.32,22,17.89,49018
49,19,88,48,54.55,27,30.68,6,6.82,7,7.95,49019
49,20,151,64,42.38,57,37.75,12,7.95,18,11.92,49020
49,21,78,11,14.1,39,50.0,3,3.85,25,32.05,49021
49,22,115,44,38.26,45,39.13,9,7.83,17,14.78,49022
49,23,98,36,36.73,37,37.76,7,7.14,18,18.37,49023
49,24,123,56,45.53,34,27.64,12,9.76,21,17.07,49024
49,25,92,52,56.52,28,30.43,7,7.61,5,5.43,49025
49,26,157,70,44.59,48,30.57,17,10.83,22,14.01,49026
49,27,125,62,49.6,30,24.0,12,9.6,21,16.8,49027
49,28,97,55,56.7,23,23.71,3,3.09,16,16.49,49028
49,29,64,27,42.19,23,35.94,5,7.81,9,14.06,49029
49,30,102,59,57.84,29,28.43,5,4.9,9,8.82,49030
49,31,92,53,57.61,20,21.74,7,7.61,12,13.04,49031
49,32,112,36,32.14,43,38.39,11,9.82,22,19.64,49032
49,33,82,33,40.24,40,48.78,1,1.22,8,9.76,49033
49,34,95,49,51.58,32,33.68,6,6.32,8,8.42,49034
49,35,101,35,34.65,43,42.57,7,6.93,16,15.84,49035
49,36,82,39,47.56,23,28.05,9,10.98,11,13.41,49036
49,37,75,23,30.67,40,53.33,7,9.33,5,6.67,49037
50,1,87,30,34.48,43,49.43,6,6.9,8,9.2,50001
50,2,111,33,29.73,59,53.15,11,9.91,8,7.21,50002
50,3,91,21,23.08,54,59.34,10,10.99,6,6.59,50003
50,4,145,17,11.72,98,67.59,20,13.79,10,6.9,50004
50,5,116,9,7.76,63,54.31,40,34.48,4,3.45,50005
50,6,75,24,32.0,36,48.0,5,6.67,10,13.33,50006
50,7,170,35,20.59,114,67.06,10,5.88,11,6.47,50007
50,8,108,15,13.89,61,56.48,10,9.26,22,20.37,50008
50,9,95,11,11.58,59,62.11,16,16.84,9,9.47,50009
50,10,136,11,8.09,53,38.97,62,45.59,10,7.35,50010
50,11,98,9,9.18,62,63.27,19,19.39,8,8.16,50011
50,12,165,19,11.52,115,69.7,28,16.97,3,1.82,50012
50,13,78,16,20.51,38,48.72,13,16.67,11,14.1,50013
50,14,138,18,13.04,104,75.36,12,8.7,4,2.9,50014
