ward,precinct,total,NANCY A. DONAHOE,NANCY A. DONAHOE Percent,LAWRENCE A. SCORDINO,LAWRENCE A. SCORDINO Percent,ROBERT RONALD TEPPER,ROBERT RONALD TEPPER Percent,"P. SCOTT NEVILLE, JR.","P. SCOTT NEVILLE, JR. Percent",DEBORAH JEAN GUBIN,DEBORAH JEAN GUBIN Percent,JOHN JOSEPH DOWNEY,JOHN JOSEPH DOWNEY Percent,precinct_id
14,4,92,22,23.91,4,4.35,6,6.52,39,42.39,11,11.96,10,10.87,14004
14,5,196,23,11.73,8,4.08,4,2.04,145,73.98,12,6.12,4,2.04,14005
14,6,120,24,20.0,11,9.17,9,7.5,51,42.5,11,9.17,14,11.67,14006
14,7,138,41,29.71,7,5.07,3,2.17,54,39.13,12,8.7,21,15.22,14007
14,8,96,35,36.46,12,12.5,8,8.33,24,25.0,7,7.29,10,10.42,14008
14,9,133,23,17.29,14,10.53,5,3.76,65,48.87,10,7.52,16,12.03,14009
14,10,52,12,23.08,0,0.0,1,1.92,31,59.62,2,3.85,6,11.54,14010
14,11,130,32,24.62,9,6.92,7,5.38,68,52.31,5,3.85,9,6.92,14011
14,12,91,23,25.27,4,4.4,2,2.2,54,59.34,4,4.4,4,4.4,14012
14,13,93,45,48.39,8,8.6,7,7.53,10,10.75,10,10.75,13,13.98,14013
14,14,95,25,26.32,12,12.63,8,8.42,37,38.95,2,2.11,11,11.58,14014
14,15,46,5,10.87,5,10.87,2,4.35,24,52.17,4,8.7,6,13.04,14015
14,16,114,30,26.32,11,9.65,6,5.26,47,41.23,8,7.02,12,10.53,14016
14,17,92,13,14.13,4,4.35,4,4.35,54,58.7,8,8.7,9,9.78,14017
14,18,87,20,22.99,8,9.2,4,4.6,42,48.28,7,8.05,6,6.9,14018
14,19,177,27,15.25,7,3.95,7,3.95,122,68.93,6,3.39,8,4.52,14019
14,20,76,29,38.16,8,10.53,3,3.95,14,18.42,10,13.16,12,15.79,14020
14,21,191,35,18.32,11,5.76,10,5.24,109,57.07,15,7.85,11,5.76,14021
14,22,165,29,17.58,9,5.45,11,6.67,89,53.94,11,6.67,16,9.7,14022
14,23,114,31,27.19,8,7.02,6,5.26,46,40.35,9,7.89,14,12.28,14023
14,24,115,38,33.04,8,6.96,7,6.09,40,34.78,15,13.04,7,6.09,14024
14,25,91,33,36.26,5,5.49,9,9.89,26,28.57,9,9.89,9,9.89,14025
14,26,117,30,25.64,5,4.27,6,5.13,54,46.15,14,11.97,8,6.84,14026
14,27,201,31,15.42,10,4.98,9,4.48,117,58.21,18,8.96,16,7.96,14027
14,28,105,32,30.48,8,7.62,5,4.76,34,32.38,15,14.29,11,10.48,14028
14,29,167,31,18.56,13,7.78,4,2.4,80,47.9,20,11.98,19,11.38,14029
14,30,122,37,30.33,12,9.84,4,3.28,51,41.8,11,9.02,7,5.74,14030
14,31,109,25,22.94,8,7.34,6,5.5,58,53.21,5,4.59,7,6.42,14031
14,32,120,41,34.17,10,8.33,6,5.0,37,30.83,9,7.5,17,14.17,14032
14,33,117,24,20.51,1,0.85,4,3.42,77,65.81,7,5.98,4,3.42,14033
14,34,122,33,27.05,4,3.28,3,2.46,66,54.1,9,7.38,7,5.74,14034
14,35,65,11,16.92,4,6.15,6,9.23,28,43.08,5,7.69,11,16.92,14035
14,36,148,45,30.41,9,6.08,16,10.81,53,35.81,9,6.08,16,10.81,14036
14,37,109,18,16.51,8,7.34,3,2.75,67,61.47,7,6.42,6,5.5,14037
14,38,109,28,25.69,7,6.42,6,5.5,46,42.2,8,7.34,14,12.84,14038
14,39,124,38,30.65,9,7.26,3,2.42,62,50.0,6,4.84,6,4.84,14039
14,40,98,21,21.43,7,7.14,8,8.16,42,42.86,10,10.2,10,10.2,14040
14,41,165,35,21.21,12,7.27,6,3.64,92,55.76,8,4.85,12,7.27,14041
14,42,102,24,23.53,6,5.88,3,2.94,54,52.94,5,4.9,10,9.8,14042
14,43,145,26,17.93,11,7.59,7,4.83,68,46.9,11,7.59,22,15.17,14043
14,44,133,35,26.32,6,4.51,6,4.51,58,43.61,12,9.02,16,12.03,14044
14,45,110,30,27.27,8,7.27,9,8.18,39,35.45,10,9.09,14,12.73,14045
14,46,144,33,22.92,9,6.25,4,2.78,72,50.0,9,6.25,17,11.81,14046
14,47,231,5,2.16,1,0.43,1,0.43,222,96.1,2,0.87,0,0.0,14047
14,48,75,24,32.0,8,10.67,9,12.0,13,17.33,9,12.0,12,16.0,14048
15,1,119,31,26.05,4,3.36,5,4.2,44,36.97,18,15.13,17,14.29,15001
15,2,111,29,26.13,4,3.6,8,7.21,29,26.13,22,19.82,19,17.12,15002
15,3,139,27,19.42,9,6.47,11,7.91,53,38.13,24,17.27,15,10.79,15003
15,4,104,25,24.04,3,2.88,10,9.62,37,35.58,12,11.54,17,16.35,15004
15,5,124,25,20.16,3,2.42,15,12.1,46,37.1,22,17.74,13,10.48,15005
15,6,81,22,27.16,8,9.88,9,11.11,17,20.99,12,14.81,13,16.05,15006
15,7,103,16,15.53,7,6.8,9,8.74,40,38.83,13,12.62,18,17.48,15007
15,8,80,20,25.0,2,2.5,6,7.5,26,32.5,16,20.0,10,12.5,15008
15,9,93,24,25.81,3,3.23,10,10.75,30,32.26,9,9.68,17,18.28,15009
15,10,129,27,20.93,7,5.43,11,8.53,46,35.66,16,12.4,22,17.05,15010
15,11,94,16,17.02,6,6.38,10,10.64,37,39.36,17,18.09,8,8.51,15011
15,12,112,45,40.18,16,14.29,6,5.36,24,21.43,9,8.04,12,10.71,15012
15,13,73,15,20.55,2,2.74,7,9.59,25,34.25,13,17.81,11,15.07,15013
15,14,40,11,27.5,6,15.0,3,7.5,11,27.5,4,10.0,5,12.5,15014
15,15,62,16,25.81,3,4.84,5,8.06,19,30.65,6,9.68,13,20.97,15015
15,16,169,34,20.12,3,1.78,17,10.06,58,34.32,34,20.12,23,13.61,15016
15,17,90,26,28.89,2,2.22,8,8.89,27,30.0,15,16.67,12,13.33,15017
15,18,124,32,25.81,6,4.84,8,6.45,41,33.06,20,16.13,17,13.71,15018
15,19,94,23,24.47,3,3.19,4,4.26,41,43.62,14,14.89,9,9.57,15019
15,20,82,14,17.07,5,6.1,10,12.2,24,29.27,19,23.17,10,12.2,15020
15,21,125,33,26.4,4,3.2,15,12.0,38,30.4,18,14.4,17,13.6,15021
15,22,165,47,28.48,8,4.85,13,7.88,39,23.64,28,16.97,30,18.18,15022
15,23,80,14,17.5,2,2.5,7,8.75,28,35.0,14,17.5,15,18.75,15023
15,24,122,37,30.33,6,4.92,5,4.1,32,26.23,26,21.31,16,13.11,15024
15,25,108,22,20.37,7,6.48,6,5.56,44,40.74,18,16.67,11,10.19,15025
15,26,104,26,25.0,7,6.73,11,10.58,28,26.92,18,17.31,14,13.46,15026
15,27,102,31,30.39,4,3.92,11,10.78,24,23.53,19,18.63,13,12.75,15027
15,28,166,37,22.29,8,4.82,12,7.23,59,35.54,21,12.65,29,17.47,15028
15,29,120,29,24.17,13,10.83,8,6.67,31,25.83,18,15.0,21,17.5,15029
15,30,94,20,21.28,5,5.32,7,7.45,32,34.04,16,17.02,14,14.89,15030
15,31,117,33,28.21,7,5.98,13,11.11,31,26.5,12,10.26,21,17.95,15031
15,32,100,23,23.0,8,8.0,13,13.0,31,31.0,12,12.0,13,13.0,15032
15,33,97,23,23.71,3,3.09,6,6.19,33,34.02,19,19.59,13,13.4,15033
15,34,73,16,21.92,6,8.22,4,5.48,29,39.73,9,12.33,9,12.33,15034
15,35,135,25,18.52,7,5.19,15,11.11,46,34.07,25,18.52,17,12.59,15035
15,36,100,28,28.0,0,0.0,9,9.0,31,31.0,21,21.0,11,11.0,15036
15,37,112,29,25.89,5,4.46,10,8.93,31,27.68,22,19.64,15,13.39,15037
15,38,93,24,25.81,6,6.45,6,6.45,39,41.94,11,11.83,7,7.53,15038
15,39,95,22,23.16,6,6.32,11,11.58,22,23.16,19,20.0,15,15.79,15039
15,40,115,32,27.83,8,6.96,9,7.83,36,31.3,17,14.78,13,11.3,15040
15,41,130,28,21.54,5,3.85,11,8.46,35,26.92,34,26.15,17,13.08,15041
15,42,91,28,30.77,9,9.89,5,5.49,30,32.97,10,10.99,9,9.89,15042
15,43,69,16,23.19,8,11.59,6,8.7,25,36.23,3,4.35,11,15.94,15043
15,44,88,29,32.95,4,4.55,7,7.95,24,27.27,16,18.18,8,9.09,15044
15,45,127,41,32.28,10,7.87,8,6.3,33,25.98,19,14.96,16,12.6,15045
15,46,94,22,23.4,5,5.32,8,8.51,27,28.72,16,17.02,16,17.02,15046
15,47,117,14,11.97,6,5.13,7,5.98,52,44.44,20,17.09,18,15.38,15047
15,48,81,31,38.27,1,1.23,1,1.23,24,29.63,12,14.81,12,14.81,15048
16,1,70,20,28.57,11,15.71,5,7.14,15,21.43,8,11.43,11,15.71,16001
16,2,40,9,22.5,2,5.0,3,7.5,10,25.0,8,20.0,8,20.0,16002
16,3,100,20,20.0,4,4.0,7,7.0,46,46.0,15,15.0,8,8.0,16003
16,4,14,5,35.71,0,0.0,0,0.0,6,42.86,1,7.14,2,14.29,16004
16,5,98,29,29.59,3,3.06,12,12.24,32,32.65,9,9.18,13,13.27,16005
16,6,81,16,19.75,4,4.94,8,9.88,33,40.74,11,13.58,9,11.11,16006
16,7,83,17,20.48,5,6.02,10,12.05,21,25.3,17,20.48,13,15.66,16007
16,8,88,18,20.45,7,7.95,6,6.82,36,40.91,12,13.64,9,10.23,16008
16,9,154,36,23.38,7,4.55,10,6.49,51,33.12,25,16.23,25,16.23,16009
16,10,102,25,24.51,3,2.94,8,7.84,34,33.33,15,14.71,17,16.67,16010
16,11,101,29,28.71,6,5.94,7,6.93,31,30.69,10,9.9,18,17.82,16011
16,12,66,14,21.21,1,1.52,4,6.06,25,37.88,15,22.73,7,10.61,16012
16,13,65,22,33.85,5,7.69,7,10.77,15,23.08,9,13.85,7,10.77,16013
16,14,81,17,20.99,5,6.17,7,8.64,32,39.51,10,12.35,10,12.35,16014
16,15,97,19,19.59,6,6.19,11,11.34,30,30.93,13,13.4,18,18.56,16015
16,16,41,11,26.83,1,2.44,1,2.44,10,24.39,9,21.95,9,21.95,16016
16,17,31,11,35.48,0,0.0,5,16.13,10,32.26,2,6.45,3,9.68,16017
16,18,56,15,26.79,1,1.79,3,5.36,18,32.14,12,21.43,7,12.5,16018
16,19,80,20,25.0,3,3.75,7,8.75,21,26.25,18,22.5,11,13.75,16019
16,20,101,31,30.69,4,3.96,5,4.95,33,32.67,19,18.81,9,8.91,16020
16,21,74,26,35.14,10,13.51,8,10.81,11,14.86,11,14.86,8,10.81,16021
16,22,89,21,23.6,1,1.12,3,3.37,33,37.08,15,16.85,16,17.98,16022
16,23,97,36,37.11,7,7.22,4,4.12,20,20.62,18,18.56,12,12.37,16023
16,24,64,19,29.69,6,9.38,8,12.5,13,20.31,11,17.19,7,10.94,16024
16,25,62,10,16.13,2,3.23,5,8.06,32,51.61,6,9.68,7,11.29,16025
16,26,115,30,26.09,2,1.74,12,10.43,53,46.09,12,10.43,6,5.22,16026
16,27,64,18,28.13,4,6.25,7,10.94,19,29.69,7,10.94,9,14.06,16027
16,28,107,24,22.43,6,5.61,11,10.28,40,37.38,11,10.28,15,14.02,16028
16,29,84,21,25.0,5,5.95,3,3.57,30,35.71,15,17.86,10,11.9,16029
16,30,142,36,25.35,9,6.34,14,9.86,43,30.28,22,15.49,18,12.68,16030
16,31,93,17,18.28,3,3.23,7,7.53,39,41.94,13,13.98,14,15.05,16031
16,32,28,11,39.29,2,7.14,3,10.71,6,21.43,3,10.71,3,10.71,16032
16,33,78,24,30.77,2,2.56,13,16.67,17,21.79,12,15.38,10,12.82,16033
16,34,85,21,24.71,3,3.53,8,9.41,32,37.65,10,11.76,11,12.94,16034
16,35,59,11,18.64,1,1.69,6,10.17,32,54.24,3,5.08,6,10.17,16035
16,36,110,22,20.0,9,8.18,5,4.55,50,45.45,11,10.0,13,11.82,16036
16,37,45,11,24.44,3,6.67,5,11.11,16,35.56,5,11.11,5,11.11,16037
16,38,131,34,25.95,8,6.11,14,10.69,42,32.06,18,13.74,15,11.45,16038
16,39,84,21,25.0,5,5.95,5,5.95,21,25.0,17,20.24,15,17.86,16039
16,40,128,27,21.09,6,4.69,9,7.03,48,37.5,22,17.19,16,12.5,16040
16,41,60,16,26.67,6,10.0,10,16.67,11,18.33,6,10.0,11,18.33,16041
16,42,142,50,35.21,18,12.68,12,8.45,30,21.13,11,7.75,21,14.79,16042
17,1,61,14,22.95,2,3.28,5,8.2,18,29.51,8,13.11,14,22.95,17001
17,2,150,25,16.67,4,2.67,9,6.0,92,61.33,11,7.33,9,6.0,17002
17,3,131,12,9.16,4,3.05,6,4.58,87,66.41,13,9.92,9,6.87,17003
17,4,213,36,16.9,5,2.35,13,6.1,129,60.56,11,5.16,19,8.92,17004
17,5,138,33,23.91,8,5.8,16,11.59,50,36.23,15,10.87,16,11.59,17005
17,6,131,24,18.32,3,2.29,7,5.34,77,58.78,7,5.34,13,9.92,17006
17,7,156,17,10.9,3,1.92,12,7.69,89,57.05,17,10.9,18,11.54,17007
17,8,85,14,16.47,2,2.35,4,4.71,43,50.59,9,10.59,13,15.29,17008
17,9,109,21,19.27,6,5.5,8,7.34,45,41.28,19,17.43,10,9.17,17009
17,10,158,26,16.46,3,1.9,9,5.7,79,50.0,22,13.92,19,12.03,17010
17,11,124,25,20.16,7,5.65,11,8.87,43,34.68,21,16.94,17,13.71,17011
17,12,150,22,14.67,2,1.33,9,6.0,92,61.33,10,6.67,15,10.0,17012
17,13,119,22,18.49,5,4.2,11,9.24,47,39.5,17,14.29,17,14.29,17013
17,14,121,19,15.7,3,2.48,9,7.44,61,50.41,18,14.88,11,9.09,17014
17,15,150,19,12.67,7,4.67,12,8.0,65,43.33,24,16.0,23,15.33,17015
17,16,139,33,23.74,6,4.32,7,5.04,59,42.45,18,12.95,16,11.51,17016
17,17,108,16,14.81,3,2.78,6,5.56,57,52.78,18,16.67,8,7.41,17017
17,18,144,21,14.58,6,4.17,14,9.72,87,60.42,7,4.86,9,6.25,17018
17,19,76,11,14.47,0,0.0,2,2.63,48,63.16,10,13.16,5,6.58,17019
17,20,125,22,17.6,4,3.2,8,6.4,73,58.4,13,10.4,5,4.0,17020
17,21,215,28,13.02,3,1.4,15,6.98,139,64.65,13,6.05,17,7.91,17021
17,22,145,16,11.03,2,1.38,8,5.52,104,71.72,8,5.52,7,4.83,17022
17,23,125,18,14.4,6,4.8,7,5.6,73,58.4,8,6.4,13,10.4,17023
17,24,138,22,15.94,6,4.35,6,4.35,85,61.59,9,6.52,10,7.25,17024
17,25,85,16,18.82,3,3.53,3,3.53,42,49.41,13,15.29,8,9.41,17025
17,26,174,37,21.26,4,2.3,17,9.77,61,35.06,33,18.97,22,12.64,17026
17,27,160,27,16.88,2,1.25,9,5.63,91,56.88,16,10.0,15,9.38,17027
17,28,123,22,17.89,4,3.25,9,7.32,57,46.34,14,11.38,17,13.82,17028
17,29,148,36,24.32,3,2.03,10,6.76,72,48.65,11,7.43,16,10.81,17029
17,30,148,28,18.92,5,3.38,6,4.05,82,55.41,14,9.46,13,8.78,17030
17,31,84,13,15.48,2,2.38,9,10.71,39,46.43,12,14.29,9,10.71,17031
17,32,127,24,18.9,6,4.72,11,8.66,53,41.73,18,14.17,15,11.81,17032
17,33,142,27,19.01,2,1.41,4,2.82,90,63.38,9,6.34,10,7.04,17033
17,34,123,29,23.58,9,7.32,14,11.38,48,39.02,11,8.94,12,9.76,17034
17,35,91,14,15.38,1,1.1,12,13.19,39,42.86,8,8.79,17,18.68,17035
17,36,98,23,23.47,1,1.02,7,7.14,44,44.9,12,12.24,11,11.22,17036
17,37,126,29,23.02,3,2.38,13,10.32,53,42.06,13,10.32,15,11.9,17037
17,38,123,34,27.64,3,2.44,8,6.5,45,36.59,18,14.63,15,12.2,17038
17,39,121,16,13.22,3,2.48,7,5.79,71,58.68,14,11.57,10,8.26,17039
17,40,106,23,21.7,5,4.72,9,8.49,34,32.08,19,17.92,16,15.09,17040
17,41,97,23,23.71,4,4.12,8,8.25,38,39.18,11,11.34,13,13.4,17041
17,42,76,17,22.37,5,6.58,5,6.58,32,42.11,8,10.53,9,11.84,17042
17,43,90,15,16.67,5,5.56,3,3.33,52,57.78,11,12.22,4,4.44,17043
17,44,163,28,17.18,2,1.23,7,4.29,106,65.03,10,6.13,10,6.13,17044
17,45,237,30,12.66,12,5.06,12,5.06,123,51.9,30,12.66,30,12.66,17045
17,46,143,27,18.88,4,2.8,15,10.49,60,41.96,21,14.69,16,11.19,17046
17,47,98,12,12.24,5,5.1,5,5.1,59,60.2,8,8.16,9,9.18,17047
17,48,123,23,18.7,3,2.44,7,5.69,57,46.34,16,13.01,17,13.82,17048
17,49,93,12,12.9,2,2.15,6,6.45,59,63.44,10,10.75,4,4.3,17049
17,50,115,24,20.87,2,1.74,14,12.17,41,35.65,22,19.13,12,10.43,17050
17,51,124,23,18.55,4,3.23,7,5.65,59,47.58,18,14.52,13,10.48,17051
17,52,203,37,18.23,3,1.48,10,4.93,103,50.74,30,14.78,20,9.85,17052
17,53,162,21,12.96,6,3.7,8,4.94,96,59.26,15,9.26,16,9.88,17053
17,54,193,27,13.99,1,0.52,8,4.15,131,67.88,14,7.25,12,6.22,17054
17,55,101,16,15.84,3,2.97,7,6.93,56,55.45,10,9.9,9,8.91,17055
18,1,133,30,22.56,7,5.26,7,5.26,18,13.53,3,2.26,68,51.13,18001
18,2,156,25,16.03,5,3.21,10,6.41,18,11.54,20,12.82,78,50.0,18002
18,3,135,22,16.3,3,2.22,7,5.19,33,24.44,16,11.85,54,40.0,18003
18,4,224,37,16.52,5,2.23,14,6.25,69,30.8,27,12.05,72,32.14,18004
18,5,101,29,28.71,4,3.96,5,4.95,21,20.79,16,15.84,26,25.74,18005
18,6,144,34,23.61,2,1.39,9,6.25,41,28.47,14,9.72,44,30.56,18006
18,7,92,15,16.3,5,5.43,5,5.43,6,6.52,3,3.26,58,63.04,18007
18,8,94,23,24.47,5,5.32,5,5.32,18,19.15,15,15.96,28,29.79,18008
18,9,162,30,18.52,9,5.56,12,7.41,32,19.75,16,9.88,63,38.89,18009
18,10,234,50,21.37,8,3.42,20,8.55,51,21.79,33,14.1,72,30.77,18010
18,11,109,20,18.35,6,5.5,6,5.5,14,12.84,7,6.42,56,51.38,18011
18,12,145,24,16.55,1,0.69,5,3.45,32,22.07,21,14.48,62,42.76,18012
18,13,179,48,26.82,10,5.59,7,3.91,36,20.11,27,15.08,51,28.49,18013
18,14,202,35,17.33,3,1.49,10,4.95,47,23.27,16,7.92,91,45.05,18014
18,15,107,19,17.76,2,1.87,6,5.61,21,19.63,10,9.35,49,45.79,18015
18,16,143,24,16.78,5,3.5,9,6.29,41,28.67,15,10.49,49,34.27,18016
18,17,166,37,22.29,12,7.23,7,4.22,14,8.43,7,4.22,89,53.61,18017
18,18,205,47,22.93,4,1.95,9,4.39,71,34.63,22,10.73,52,25.37,18018
18,19,97,16,16.49,1,1.03,6,6.19,25,25.77,5,5.15,44,45.36,18019
18,20,151,29,19.21,6,3.97,11,7.28,53,35.1,17,11.26,35,23.18,18020
18,21,169,36,21.3,2,1.18,10,5.92,24,14.2,20,11.83,77,45.56,18021
18,22,147,31,21.09,5,3.4,5,3.4,43,29.25,17,11.56,46,31.29,18022
18,23,125,28,22.4,3,2.4,6,4.8,15,12.0,14,11.2,59,47.2,18023
18,24,173,25,14.45,1,0.58,5,2.89,60,34.68,27,15.61,55,31.79,18024
18,25,159,24,15.09,4,2.52,8,5.03,68,42.77,18,11.32,37,23.27,18025
18,26,195,39,20.0,6,3.08,15,7.69,58,29.74,28,14.36,49,25.13,18026
18,27,120,21,17.5,4,3.33,8,6.67,42,35.0,14,11.67,31,25.83,18027
18,28,107,22,20.56,1,0.93,7,6.54,21,19.63,10,9.35,46,42.99,18028
18,29,100,23,23.0,8,8.0,3,3.0,13,13.0,12,12.0,41,41.0,18029
18,30,192,30,15.63,1,0.52,12,6.25,81,42.19,25,13.02,43,22.4,18030
18,31,102,19,18.63,8,7.84,10,9.8,17,16.67,11,10.78,37,36.27,18031
18,32,176,21,11.93,5,2.84,9,5.11,31,17.61,18,10.23,92,52.27,18032
18,33,126,14,11.11,4,3.17,6,4.76,25,19.84,21,16.67,56,44.44,18033
18,34,235,40,17.02,3,1.28,11,4.68,82,34.89,22,9.36,77,32.77,18034
18,35,176,43,24.43,8,4.55,8,4.55,32,18.18,17,9.66,68,38.64,18035
18,36,94,14,14.89,3,3.19,6,6.38,7,7.45,9,9.57,55,58.51,18036
18,37,101,17,16.83,10,9.9,2,1.98,23,22.77,15,14.85,34,33.66,18037
18,38,163,28,17.18,2,1.23,11,6.75,61,37.42,16,9.82,45,27.61,18038
18,39,133,32,24.06,5,3.76,14,10.53,41,30.83,18,13.53,23,17.29,18039
18,40,201,33,16.42,6,2.99,19,9.45,58,28.86,20,9.95,65,32.34,18040
18,41,126,28,22.22,4,3.17,12,9.52,36,28.57,19,15.08,27,21.43,18041
18,42,119,18,15.13,5,4.2,8,6.72,34,28.57,16,13.45,38,31.93,18042
18,43,104,23,22.12,4,3.85,4,3.85,39,37.5,15,14.42,19,18.27,18043
18,44,151,32,21.19,4,2.65,11,7.28,49,32.45,17,11.26,38,25.17,18044
18,45,171,43,25.15,3,1.75,15,8.77,49,28.65,16,9.36,45,26.32,18045
18,46,131,20,15.27,3,2.29,4,3.05,49,37.4,14,10.69,41,31.3,18046
18,47,195,38,19.49,1,0.51,18,9.23,62,31.79,18,9.23,58,29.74,18047
18,48,95,17,17.89,1,1.05,3,3.16,21,22.11,12,12.63,41,43.16,18048
18,49,95,20,21.05,5,5.26,3,3.16,12,12.63,7,7.37,48,50.53,18049
18,50,111,18,16.22,2,1.8,5,4.5,32,28.83,13,11.71,41,36.94,18050
18,51,149,30,20.13,1,0.67,5,3.36,60,40.27,32,21.48,21,14.09,18051
18,52,136,19,13.97,3,2.21,8,5.88,47,34.56,20,14.71,39,28.68,18052
18,53,139,28,20.14,5,3.6,15,10.79,47,33.81,16,11.51,28,20.14,18053
18,54,193,27,13.99,5,2.59,19,9.84,45,23.32,21,10.88,76,39.38,18054
18,55,157,15,9.55,3,1.91,6,3.82,50,31.85,17,10.83,66,42.04,18055
18,56,138,27,19.57,4,2.9,9,6.52,44,31.88,10,7.25,44,31.88,18056
18,57,172,27,15.7,3,1.74,10,5.81,41,23.84,21,12.21,70,40.7,18057
18,58,90,15,16.67,5,5.56,8,8.89,21,23.33,10,11.11,31,34.44,18058
18,59,141,23,16.31,4,2.84,9,6.38,35,24.82,10,7.09,60,42.55,18059
18,60,125,16,12.8,2,1.6,11,8.8,27,21.6,14,11.2,55,44.0,18060
18,61,127,26,20.47,4,3.15,10,7.87,43,33.86,18,14.17,26,20.47,18061
18,62,122,26,21.31,3,2.46,6,4.92,38,31.15,10,8.2,39,31.97,18062
18,63,56,10,17.86,1,1.79,3,5.36,12,21.43,5,8.93,25,44.64,18063
19,1,229,77,33.62,5,2.18,6,2.62,93,40.61,15,6.55,33,14.41,19001
19,2,180,54,30.0,8,4.44,9,5.0,64,35.56,22,12.22,23,12.78,19002
19,3,189,55,29.1,10,5.29,4,2.12,62,32.8,10,5.29,48,25.4,19003
19,4,185,59,31.89,8,4.32,4,2.16,64,34.59,10,5.41,40,21.62,19004
19,5,173,32,18.5,3,1.73,8,4.62,75,43.35,32,18.5,23,13.29,19005
19,6,195,62,31.79,9,4.62,1,0.51,90,46.15,8,4.1,25,12.82,19006
19,7,215,69,32.09,5,2.33,5,2.33,69,32.09,10,4.65,57,26.51,19007
19,8,141,43,30.5,9,6.38,3,2.13,55,39.01,6,4.26,25,17.73,19008
19,9,155,68,43.87,11,7.1,7,4.52,27,17.42,11,7.1,31,20.0,19009
19,10,237,72,30.38,10,4.22,10,4.22,96,40.51,28,11.81,21,8.86,19010
19,11,202,73,36.14,10,4.95,4,1.98,59,29.21,13,6.44,43,21.29,19011
19,12,175,72,41.14,8,4.57,6,3.43,48,27.43,11,6.29,30,17.14,19012
19,13,151,29,19.21,4,2.65,8,5.3,74,49.01,19,12.58,17,11.26,19013
19,14,136,49,36.03,7,5.15,3,2.21,52,38.24,5,3.68,20,14.71,19014
19,15,105,31,29.52,2,1.9,2,1.9,43,40.95,7,6.67,20,19.05,19015
19,16,257,64,24.9,9,3.5,4,1.56,136,52.92,7,2.72,37,14.4,19016
19,17,198,61,30.81,10,5.05,4,2.02,72,36.36,19,9.6,32,16.16,19017
19,18,241,58,24.07,13,5.39,8,3.32,95,39.42,37,15.35,30,12.45,19018
19,19,203,68,33.5,9,4.43,9,4.43,63,31.03,31,15.27,23,11.33,19019
19,20,170,37,21.76,4,2.35,3,1.76,66,38.82,34,20.0,26,15.29,19020
19,21,165,49,29.7,6,3.64,9,5.45,66,40.0,6,3.64,29,17.58,19021
19,22,214,58,27.1,10,4.67,10,4.67,85,39.72,26,12.15,25,11.68,19022
19,23,257,71,27.63,13,5.06,7,2.72,112,43.58,14,5.45,40,15.56,19023
19,24,190,53,27.89,8,4.21,5,2.63,64,33.68,16,8.42,44,23.16,19024
19,25,206,55,26.7,9,4.37,8,3.88,75,36.41,26,12.62,33,16.02,19025
19,26,187,54,28.88,10,5.35,11,5.88,75,40.11,18,9.63,19,10.16,19026
19,27,147,35,23.81,6,4.08,11,7.48,54,36.73,24,16.33,17,11.56,19027
19,28,231,49,21.21,13,5.63,14,6.06,111,48.05,21,9.09,23,9.96,19028
19,29,190,58,30.53,13,6.84,8,4.21,68,35.79,9,4.74,34,17.89,19029
19,30,174,52,29.89,5,2.87,11,6.32,61,35.06,16,9.2,29,16.67,19030
19,31,180,43,23.89,9,5.0,3,1.67,76,42.22,33,18.33,16,8.89,19031
19,32,222,78,35.14,13,5.86,7,3.15,63,28.38,21,9.46,40,18.02,19032
19,33,212,67,31.6,15,7.08,14,6.6,60,28.3,14,6.6,42,19.81,19033
19,34,183,59,32.24,6,3.28,4,2.19,55,30.05,28,15.3,31,16.94,19034
19,35,211,60,28.44,10,4.74,9,4.27,68,32.23,38,18.01,26,12.32,19035
19,36,147,35,23.81,8,5.44,7,4.76,41,27.89,25,17.01,31,21.09,19036
19,37,174,41,23.56,5,2.87,11,6.32,82,47.13,19,10.92,16,9.2,19037
19,38,201,52,25.87,7,3.48,10,4.98,75,37.31,28,13.93,29,14.43,19038
19,39,79,17,21.52,6,7.59,5,6.33,28,35.44,7,8.86,16,20.25,19039
19,40,197,54,27.41,4,2.03,9,4.57,74,37.56,37,18.78,19,9.64,19040
19,41,189,60,31.75,14,7.41,5,2.65,66,34.92,8,4.23,36,19.05,19041
19,42,133,27,20.3,5,3.76,4,3.01,55,41.35,26,19.55,16,12.03,19042
19,43,154,38,24.68,5,3.25,13,8.44,54,35.06,28,18.18,16,10.39,19043
19,44,181,63,34.81,10,5.52,8,4.42,57,31.49,12,6.63,31,17.13,19044
19,45,250,65,26.0,14,5.6,5,2.0,104,41.6,16,6.4,46,18.4,19045
19,46,243,68,27.98,7,2.88,4,1.65,114,46.91,17,7.0,33,13.58,19046
19,47,142,48,33.8,4,2.82,4,2.82,45,31.69,13,9.15,28,19.72,19047
19,48,171,25,14.62,7,4.09,7,4.09,84,49.12,25,14.62,23,13.45,19048
19,49,211,50,23.7,7,3.32,6,2.84,102,48.34,26,12.32,20,9.48,19049
19,50,138,37,26.81,5,3.62,13,9.42,51,36.96,17,12.32,15,10.87,19050
19,51,179,68,37.99,5,2.79,3,1.68,70,39.11,10,5.59,23,12.85,19051
19,52,152,60,39.47,8,5.26,4,2.63,40,26.32,8,5.26,32,21.05,19052
19,53,205,73,35.61,13,6.34,11,5.37,58,28.29,22,10.73,28,13.66,19053
