ward,precinct,total,MARK MCGUIRE,MARK MCGUIRE Percent,MARTHA A. MILLS,MARTHA A. MILLS Percent,DENNIS J. BURKE,DENNIS J. BURKE Percent,MICHAEL THOMAS O'MALLEY,MICHAEL THOMAS O'MALLEY Percent,ROSEMARY GRANT HIGGINS,ROSEMARY GRANT HIGGINS Percent,precinct_id
14,28,104,12,11.54,9,8.65,24,23.08,8,7.69,16,15.38,14028
14,29,171,23,13.45,14,8.19,27,15.79,14,8.19,21,12.28,14029
14,30,124,16,12.9,14,11.29,29,23.39,9,7.26,17,13.71,14030
14,31,114,15,13.16,7,6.14,12,10.53,12,10.53,9,7.89,14031
14,32,121,13,10.74,7,5.79,32,26.45,17,14.05,10,8.26,14032
14,33,119,5,4.2,7,5.88,23,19.33,6,5.04,7,5.88,14033
14,34,120,11,9.17,8,6.67,19,15.83,10,8.33,4,3.33,14034
14,35,57,7,12.28,1,1.75,10,17.54,8,14.04,6,10.53,14035
14,36,149,18,12.08,13,8.72,45,30.2,16,10.74,8,5.37,14036
14,37,104,8,7.69,5,4.81,17,16.35,6,5.77,10,9.62,14037
14,38,113,14,12.39,9,7.96,21,18.58,10,8.85,14,12.39,14038
14,39,124,11,8.87,6,4.84,17,13.71,11,8.87,18,14.52,14039
14,40,101,14,13.86,5,4.95,16,15.84,9,8.91,13,12.87,14040
14,41,165,13,7.88,8,4.85,27,16.36,7,4.24,14,8.48,14041
14,42,108,10,9.26,10,9.26,17,15.74,4,3.7,12,11.11,14042
14,43,147,18,12.24,7,4.76,38,25.85,10,6.8,9,6.12,14043
14,44,137,17,12.41,13,9.49,20,14.6,16,11.68,14,10.22,14044
14,45,105,16,15.24,9,8.57,13,12.38,14,13.33,12,11.43,14045
14,46,149,14,9.4,13,8.72,29,19.46,15,10.07,13,8.72,14046
14,47,225,5,2.22,2,0.89,2,0.89,0,0.0,1,0.44,14047
14,48,75,10,13.33,9,12.0,18,24.0,15,20.0,10,13.33,14048
15,1,117,21,17.95,19,16.24,14,11.97,10,8.55,33,28.21,15001
15,2,111,23,20.72,24,21.62,18,16.22,16,14.41,22,19.82,15002
15,3,138,16,11.59,39,28.26,13,9.42,14,10.14,34,24.64,15003
15,4,98,17,17.35,23,23.47,16,16.33,13,13.27,17,17.35,15004
15,5,121,10,8.26,31,25.62,14,11.57,11,9.09,33,27.27,15005
15,6,83,13,15.66,23,27.71,14,16.87,18,21.69,8,9.64,15006
15,7,106,12,11.32,28,26.42,6,5.66,21,19.81,23,21.7,15007
15,8,84,16,19.05,25,29.76,4,4.76,9,10.71,18,21.43,15008
15,9,94,11,11.7,26,27.66,12,12.77,17,18.09,17,18.09,15009
15,10,136,17,12.5,24,17.65,13,9.56,25,18.38,33,24.26,15010
15,11,98,14,14.29,28,28.57,8,8.16,14,14.29,25,25.51,15011
15,12,115,12,10.43,17,14.78,15,13.04,21,18.26,20,17.39,15012
15,13,71,9,12.68,14,19.72,10,14.08,16,22.54,18,25.35,15013
15,14,41,6,14.63,6,14.63,4,9.76,10,24.39,9,21.95,15014
15,15,57,7,12.28,13,22.81,4,7.02,7,12.28,17,29.82,15015
15,16,165,19,11.52,30,18.18,26,15.76,30,18.18,41,24.85,15016
15,17,91,17,18.68,18,19.78,6,6.59,19,20.88,20,21.98,15017
15,18,122,24,19.67,28,22.95,17,13.93,14,11.48,18,14.75,15018
15,19,98,18,18.37,31,31.63,7,7.14,12,12.24,18,18.37,15019
15,20,85,16,18.82,22,25.88,14,16.47,13,15.29,10,11.76,15020
15,21,125,22,17.6,29,23.2,12,9.6,25,20.0,25,20.0,15021
15,22,163,25,15.34,28,17.18,21,12.88,34,20.86,34,20.86,15022
15,23,76,15,19.74,18,23.68,10,13.16,10,13.16,18,23.68,15023
15,24,118,23,19.49,20,16.95,18,15.25,20,16.95,24,20.34,15024
15,25,109,13,11.93,33,30.28,14,12.84,12,11.01,23,21.1,15025
15,26,108,17,15.74,26,24.07,17,15.74,13,12.04,25,23.15,15026
15,27,114,17,14.91,24,21.05,13,11.4,21,18.42,29,25.44,15027
15,28,163,37,22.7,33,20.25,21,12.88,22,13.5,39,23.93,15028
15,29,119,17,14.29,25,21.01,13,10.92,23,19.33,30,25.21,15029
15,30,95,14,14.74,19,20.0,9,9.47,18,18.95,24,25.26,15030
15,31,121,13,10.74,26,21.49,14,11.57,30,24.79,23,19.01,15031
15,32,99,12,12.12,26,26.26,9,9.09,14,14.14,27,27.27,15032
15,33,104,19,18.27,18,17.31,13,12.5,15,14.42,23,22.12,15033
15,34,70,6,8.57,19,27.14,13,18.57,8,11.43,15,21.43,15034
15,35,133,15,11.28,34,25.56,12,9.02,18,13.53,29,21.8,15035
15,36,102,13,12.75,23,22.55,13,12.75,10,9.8,35,34.31,15036
15,37,111,18,16.22,23,20.72,16,14.41,13,11.71,34,30.63,15037
15,38,96,14,14.58,27,28.13,10,10.42,21,21.88,15,15.63,15038
15,39,101,14,13.86,32,31.68,8,7.92,20,19.8,16,15.84,15039
15,40,114,15,13.16,33,28.95,18,15.79,16,14.04,16,14.04,15040
15,41,124,10,8.06,37,29.84,27,21.77,18,14.52,24,19.35,15041
15,42,83,21,25.3,16,19.28,3,3.61,12,14.46,19,22.89,15042
15,43,70,14,20.0,13,18.57,9,12.86,13,18.57,10,14.29,15043
15,44,95,15,15.79,24,25.26,11,11.58,16,16.84,23,24.21,15044
15,45,131,14,10.69,22,16.79,21,16.03,30,22.9,24,18.32,15045
15,46,95,14,14.74,27,28.42,13,13.68,17,17.89,17,17.89,15046
15,47,113,8,7.08,31,27.43,9,7.96,25,22.12,24,21.24,15047
15,48,85,9,10.59,23,27.06,11,12.94,13,15.29,22,25.88,15048
16,1,68,14,20.59,10,14.71,7,10.29,15,22.06,18,26.47,16001
16,2,37,4,10.81,4,10.81,7,18.92,4,10.81,16,43.24,16002
16,3,103,15,14.56,15,14.56,6,5.83,11,10.68,45,43.69,16003
16,4,10,0,0.0,3,30.0,0,0.0,2,20.0,3,30.0,16004
16,5,101,22,21.78,16,15.84,7,6.93,16,15.84,32,31.68,16005
16,6,83,12,14.46,14,16.87,12,14.46,8,9.64,32,38.55,16006
16,7,80,13,16.25,14,17.5,19,23.75,13,16.25,16,20.0,16007
16,8,87,13,14.94,8,9.2,9,10.34,13,14.94,37,42.53,16008
16,9,158,26,16.46,34,21.52,15,9.49,22,13.92,57,36.08,16009
16,10,99,17,17.17,12,12.12,10,10.1,12,12.12,35,35.35,16010
16,11,101,17,16.83,13,12.87,19,18.81,20,19.8,29,28.71,16011
16,12,63,11,17.46,9,14.29,7,11.11,9,14.29,23,36.51,16012
16,13,70,7,10.0,9,12.86,12,17.14,18,25.71,13,18.57,16013
16,14,82,9,10.98,9,10.98,12,14.63,15,18.29,28,34.15,16014
16,15,96,14,14.58,15,15.63,15,15.63,19,19.79,29,30.21,16015
16,16,41,3,7.32,14,34.15,5,12.2,5,12.2,11,26.83,16016
16,17,26,2,7.69,6,23.08,4,15.38,4,15.38,7,26.92,16017
16,18,54,8,14.81,8,14.81,4,7.41,9,16.67,20,37.04,16018
16,19,78,5,6.41,14,17.95,17,21.79,17,21.79,23,29.49,16019
16,20,102,15,14.71,16,15.69,11,10.78,19,18.63,37,36.27,16020
16,21,73,10,13.7,12,16.44,20,27.4,12,16.44,11,15.07,16021
16,22,89,12,13.48,16,17.98,2,2.25,12,13.48,37,41.57,16022
16,23,93,11,11.83,11,11.83,19,20.43,19,20.43,21,22.58,16023
16,24,63,15,23.81,9,14.29,10,15.87,7,11.11,15,23.81,16024
16,25,57,9,15.79,6,10.53,6,10.53,9,15.79,27,47.37,16025
16,26,118,25,21.19,12,10.17,11,9.32,10,8.47,54,45.76,16026
16,27,68,12,17.65,14,20.59,12,17.65,11,16.18,15,22.06,16027
16,28,108,17,15.74,10,9.26,23,21.3,12,11.11,40,37.04,16028
16,29,86,15,17.44,12,13.95,7,8.14,17,19.77,31,36.05,16029
16,30,148,26,17.57,24,16.22,17,11.49,26,17.57,47,31.76,16030
16,31,93,10,10.75,14,15.05,9,9.68,15,16.13,40,43.01,16031
16,32,31,5,16.13,2,6.45,7,22.58,6,19.35,8,25.81,16032
16,33,69,12,17.39,12,17.39,5,7.25,16,23.19,20,28.99,16033
16,34,79,18,22.78,12,15.19,6,7.59,9,11.39,24,30.38,16034
16,35,61,7,11.48,9,14.75,7,11.48,9,14.75,26,42.62,16035
16,36,109,23,21.1,12,11.01,9,8.26,10,9.17,52,47.71,16036
16,37,42,9,21.43,7,16.67,3,7.14,8,19.05,12,28.57,16037
16,38,127,16,12.6,22,17.32,15,11.81,25,19.69,43,33.86,16038
16,39,78,14,17.95,12,15.38,12,15.38,7,8.97,25,32.05,16039
16,40,128,19,14.84,23,17.97,13,10.16,17,13.28,50,39.06,16040
16,41,57,10,17.54,10,17.54,9,15.79,10,17.54,13,22.81,16041
16,42,138,21,15.22,22,15.94,21,15.22,35,25.36,25,18.12,16042
17,1,60,11,18.33,5,8.33,8,13.33,13,21.67,17,28.33,17001
17,2,148,17,11.49,20,13.51,8,5.41,12,8.11,28,18.92,17002
17,3,124,13,10.48,13,10.48,5,4.03,13,10.48,12,9.68,17003
17,4,212,24,11.32,28,13.21,10,4.72,19,8.96,26,12.26,17004
17,5,132,22,16.67,33,25.0,11,8.33,19,14.39,23,17.42,17005
17,6,121,9,7.44,10,8.26,9,7.44,12,9.92,15,12.4,17006
17,7,151,18,11.92,21,13.91,10,6.62,14,9.27,22,14.57,17007
17,8,90,13,14.44,8,8.89,6,6.67,15,16.67,9,10.0,17008
17,9,108,14,12.96,21,19.44,7,6.48,12,11.11,24,22.22,17009
17,10,153,17,11.11,22,14.38,8,5.23,18,11.76,48,31.37,17010
17,11,119,16,13.45,21,17.65,14,11.76,12,10.08,33,27.73,17011
17,12,145,8,5.52,18,12.41,6,4.14,11,7.59,30,20.69,17012
17,13,114,13,11.4,21,18.42,15,13.16,6,5.26,32,28.07,17013
17,14,128,13,10.16,14,10.94,12,9.38,20,15.63,27,21.09,17014
17,15,151,19,12.58,20,13.25,9,5.96,20,13.25,36,23.84,17015
17,16,145,14,9.66,23,15.86,11,7.59,20,13.79,35,24.14,17016
17,17,111,13,11.71,19,17.12,10,9.01,13,11.71,29,26.13,17017
17,18,137,12,8.76,17,12.41,9,6.57,16,11.68,13,9.49,17018
17,19,64,7,10.94,6,9.38,4,6.25,5,7.81,9,14.06,17019
17,20,125,17,13.6,9,7.2,4,3.2,12,9.6,19,15.2,17020
17,21,211,25,11.85,32,15.17,10,4.74,11,5.21,37,17.54,17021
17,22,138,10,7.25,14,10.14,9,6.52,5,3.62,23,16.67,17022
17,23,121,19,15.7,15,12.4,11,9.09,14,11.57,13,10.74,17023
17,24,133,16,12.03,12,9.02,4,3.01,15,11.28,19,14.29,17024
17,25,88,7,7.95,17,19.32,7,7.95,11,12.5,16,18.18,17025
17,26,166,27,16.27,22,13.25,20,12.05,26,15.66,48,28.92,17026
17,27,148,19,12.84,13,8.78,16,10.81,18,12.16,15,10.14,17027
17,28,115,23,20.0,15,13.04,12,10.43,13,11.3,26,22.61,17028
17,29,155,22,14.19,20,12.9,11,7.1,18,11.61,36,23.23,17029
17,30,140,20,14.29,17,12.14,7,5.0,17,12.14,27,19.29,17030
17,31,77,9,11.69,15,19.48,6,7.79,11,14.29,12,15.58,17031
17,32,120,16,13.33,14,11.67,15,12.5,19,15.83,23,19.17,17032
17,33,126,15,11.9,16,12.7,11,8.73,9,7.14,15,11.9,17033
17,34,119,25,21.01,16,13.45,8,6.72,25,21.01,18,15.13,17034
17,35,88,11,12.5,16,18.18,8,9.09,4,4.55,19,21.59,17035
17,36,91,18,19.78,6,6.59,9,9.89,19,20.88,17,18.68,17036
17,37,129,22,17.05,20,15.5,9,6.98,15,11.63,23,17.83,17037
17,38,117,15,12.82,23,19.66,8,6.84,9,7.69,24,20.51,17038
17,39,121,13,10.74,14,11.57,4,3.31,11,9.09,18,14.88,17039
17,40,107,14,13.08,32,29.91,6,5.61,10,9.35,27,25.23,17040
17,41,103,23,22.33,10,9.71,13,12.62,13,12.62,16,15.53,17041
17,42,78,12,15.38,11,14.1,6,7.69,12,15.38,12,15.38,17042
17,43,88,7,7.95,14,15.91,10,11.36,6,6.82,16,18.18,17043
17,44,159,16,10.06,9,5.66,12,7.55,20,12.58,24,15.09,17044
17,45,249,45,18.07,27,10.84,24,9.64,45,18.07,33,13.25,17045
17,46,139,17,12.23,17,12.23,14,10.07,22,15.83,24,17.27,17046
17,47,99,8,8.08,8,8.08,10,10.1,12,12.12,6,6.06,17047
17,48,118,14,11.86,19,16.1,6,5.08,16,13.56,21,17.8,17048
17,49,96,9,9.38,8,8.33,14,14.58,4,4.17,9,9.38,17049
17,50,116,18,15.52,18,15.52,12,10.34,15,12.93,19,16.38,17050
17,51,128,16,12.5,16,12.5,4,3.13,16,12.5,28,21.88,17051
17,52,197,30,15.23,31,15.74,18,9.14,26,13.2,39,19.8,17052
17,53,162,14,8.64,18,11.11,9,5.56,12,7.41,22,13.58,17053
17,54,184,19,10.33,21,11.41,16,8.7,14,7.61,32,17.39,17054
17,55,101,9,8.91,17,16.83,5,4.95,15,14.85,22,21.78,17055
18,1,128,12,9.38,12,9.38,12,9.38,19,14.84,15,11.72,18001
18,2,153,23,15.03,15,9.8,8,5.23,17,11.11,14,9.15,18002
18,3,132,17,12.88,22,16.67,10,7.58,15,11.36,24,18.18,18003
18,4,216,16,7.41,32,14.81,24,11.11,24,11.11,67,31.02,18004
18,5,95,21,22.11,18,18.95,7,7.37,14,14.74,21,22.11,18005
18,6,137,15,10.95,20,14.6,12,8.76,19,13.87,27,19.71,18006
18,7,85,9,10.59,4,4.71,5,5.88,13,15.29,11,12.94,18007
18,8,90,5,5.56,12,13.33,6,6.67,17,18.89,22,24.44,18008
18,9,163,14,8.59,15,9.2,9,5.52,16,9.82,74,45.4,18009
18,10,233,22,9.44,32,13.73,14,6.01,41,17.6,63,27.04,18010
18,11,114,13,11.4,14,12.28,8,7.02,22,19.3,11,9.65,18011
18,12,158,16,10.13,12,7.59,7,4.43,19,12.03,62,39.24,18012
18,13,178,30,16.85,24,13.48,19,10.67,35,19.66,32,17.98,18013
18,14,194,21,10.82,22,11.34,9,4.64,18,9.28,58,29.9,18014
18,15,100,10,10.0,19,19.0,4,4.0,14,14.0,19,19.0,18015
18,16,137,18,13.14,11,8.03,12,8.76,22,16.06,29,21.17,18016
18,17,164,18,10.98,8,4.88,15,9.15,24,14.63,23,14.02,18017
18,18,194,22,11.34,34,17.53,14,7.22,30,15.46,54,27.84,18018
18,19,86,10,11.63,9,10.47,6,6.98,11,12.79,8,9.3,18019
18,20,142,32,22.54,28,19.72,11,7.75,14,9.86,38,26.76,18020
18,21,169,16,9.47,17,10.06,20,11.83,21,12.43,29,17.16,18021
18,22,150,13,8.67,26,17.33,14,9.33,12,8.0,36,24.0,18022
18,23,125,12,9.6,12,9.6,11,8.8,19,15.2,19,15.2,18023
18,24,176,25,14.2,23,13.07,12,6.82,17,9.66,51,28.98,18024
18,25,155,20,12.9,23,14.84,10,6.45,20,12.9,33,21.29,18025
18,26,193,22,11.4,30,15.54,20,10.36,24,12.44,64,33.16,18026
18,27,117,12,10.26,26,22.22,7,5.98,19,16.24,25,21.37,18027
18,28,103,22,21.36,10,9.71,7,6.8,8,7.77,19,18.45,18028
18,29,97,10,10.31,6,6.19,11,11.34,24,24.74,16,16.49,18029
18,30,191,16,8.38,30,15.71,14,7.33,18,9.42,48,25.13,18030
18,31,94,11,11.7,11,11.7,7,7.45,17,18.09,14,14.89,18031
18,32,177,15,8.47,22,12.43,7,3.95,11,6.21,28,15.82,18032
18,33,126,11,8.73,21,16.67,12,9.52,8,6.35,22,17.46,18033
18,34,242,17,7.02,24,9.92,8,3.31,13,5.37,128,52.89,18034
18,35,185,28,15.14,20,10.81,17,9.19,25,13.51,22,11.89,18035
18,36,87,5,5.75,6,6.9,4,4.6,18,20.69,20,22.99,18036
18,37,99,9,9.09,12,12.12,3,3.03,15,15.15,33,33.33,18037
18,38,167,27,16.17,27,16.17,16,9.58,21,12.57,34,20.36,18038
18,39,133,19,14.29,28,21.05,10,7.52,17,12.78,30,22.56,18039
18,40,192,23,11.98,23,11.98,19,9.9,20,10.42,55,28.65,18040
18,41,129,16,12.4,26,20.16,9,6.98,24,18.6,29,22.48,18041
18,42,112,14,12.5,20,17.86,10,8.93,19,16.96,21,18.75,18042
18,43,105,17,16.19,19,18.1,5,4.76,8,7.62,20,19.05,18043
18,44,159,25,15.72,26,16.35,8,5.03,20,12.58,41,25.79,18044
18,45,180,33,18.33,26,14.44,16,8.89,13,7.22,48,26.67,18045
18,46,143,15,10.49,27,18.88,15,10.49,12,8.39,28,19.58,18046
18,47,195,25,12.82,26,13.33,9,4.62,23,11.79,49,25.13,18047
18,48,88,11,12.5,21,23.86,4,4.55,5,5.68,17,19.32,18048
18,49,93,7,7.53,7,7.53,5,5.38,23,24.73,23,24.73,18049
18,50,110,13,11.82,17,15.45,7,6.36,11,10.0,26,23.64,18050
18,51,148,22,14.86,28,18.92,11,7.43,17,11.49,31,20.95,18051
18,52,133,19,14.29,20,15.04,7,5.26,10,7.52,29,21.8,18052
18,53,128,13,10.16,29,22.66,10,7.81,22,17.19,30,23.44,18053
18,54,188,16,8.51,31,16.49,18,9.57,20,10.64,43,22.87,18054
18,55,148,12,8.11,23,15.54,5,3.38,18,12.16,27,18.24,18055
18,56,137,12,8.76,24,17.52,8,5.84,21,15.33,33,24.09,18056
18,57,162,15,9.26,25,15.43,10,6.17,17,10.49,37,22.84,18057
18,58,83,14,16.87,8,9.64,4,4.82,8,9.64,19,22.89,18058
18,59,136,15,11.03,29,21.32,5,3.68,13,9.56,26,19.12,18059
18,60,125,12,9.6,15,12.0,10,8.0,15,12.0,23,18.4,18060
18,61,132,11,8.33,28,21.21,14,10.61,20,15.15,35,26.52,18061
18,62,115,15,13.04,12,10.43,2,1.74,14,12.17,23,20.0,18062
18,63,55,7,12.73,9,16.36,6,10.91,9,16.36,9,16.36,18063
19,1,236,14,5.93,7,2.97,20,8.47,48,20.34,60,25.42,19001
19,2,195,15,7.69,25,12.82,25,12.82,31,15.9,68,34.87,19002
19,3,190,22,11.58,4,2.11,25,13.16,58,30.53,34,17.89,19003
19,4,190,22,11.58,2,1.05,15,7.89,48,25.26,40,21.05,19004
19,5,180,14,7.78,25,13.89,28,15.56,17,9.44,42,23.33,19005
19,6,206,21,10.19,4,1.94,11,5.34,38,18.45,48,23.3,19006
19,7,224,19,8.48,7,3.13,12,5.36,34,15.18,90,40.18,19007
19,8,147,9,6.12,9,6.12,10,6.8,28,19.05,24,16.33,19008
19,9,168,17,10.12,7,4.17,23,13.69,46,27.38,51,30.36,19009
19,10,269,9,3.35,29,10.78,32,11.9,21,7.81,130,48.33,19010
19,11,215,28,13.02,4,1.86,16,7.44,40,18.6,73,33.95,19011
19,12,184,25,13.59,8,4.35,17,9.24,38,20.65,42,22.83,19012
19,13,157,15,9.55,34,21.66,9,5.73,13,8.28,63,40.13,19013
19,14,148,11,7.43,6,4.05,16,10.81,35,23.65,33,22.3,19014
19,15,108,6,5.56,5,4.63,14,12.96,23,21.3,22,20.37,19015
19,16,255,21,8.24,5,1.96,25,9.8,36,14.12,53,20.78,19016
19,17,234,12,5.13,4,1.71,35,14.96,40,17.09,79,33.76,19017
19,18,257,19,7.39,25,9.73,28,10.89,31,12.06,90,35.02,19018
19,19,224,14,6.25,22,9.82,28,12.5,38,16.96,91,40.63,19019
19,20,177,20,11.3,20,11.3,20,11.3,15,8.47,76,42.94,19020
19,21,179,13,7.26,3,1.68,15,8.38,41,22.91,33,18.44,19021
19,22,222,19,8.56,23,10.36,16,7.21,26,11.71,78,35.14,19022
19,23,271,11,4.06,6,2.21,31,11.44,43,15.87,68,25.09,19023
19,24,198,18,9.09,7,3.54,23,11.62,45,22.73,27,13.64,19024
19,25,228,15,6.58,18,7.89,32,14.04,34,14.91,89,39.04,19025
19,26,216,16,7.41,8,3.7,30,13.89,30,13.89,72,33.33,19026
19,27,151,24,15.89,24,15.89,16,10.6,8,5.3,51,33.77,19027
19,28,215,24,11.16,39,18.14,15,6.98,22,10.23,73,33.95,19028
19,29,203,27,13.3,13,6.4,15,7.39,49,24.14,36,17.73,19029
19,30,180,22,12.22,4,2.22,12,6.67,46,25.56,35,19.44,19030
19,31,204,17,8.33,16,7.84,35,17.16,24,11.76,50,24.51,19031
19,32,257,17,6.61,7,2.72,21,8.17,44,17.12,117,45.53,19032
19,33,235,26,11.06,6,2.55,27,11.49,54,22.98,58,24.68,19033
19,34,197,14,7.11,8,4.06,28,14.21,34,17.26,78,39.59,19034
19,35,220,18,8.18,30,13.64,24,10.91,16,7.27,95,43.18,19035
19,36,156,12,7.69,22,14.1,20,12.82,22,14.1,56,35.9,19036
19,37,174,13,7.47,20,11.49,19,10.92,23,13.22,47,27.01,19037
19,38,196,16,8.16,32,16.33,15,7.65,23,11.73,65,33.16,19038
19,39,80,7,8.75,13,16.25,7,8.75,13,16.25,14,17.5,19039
19,40,204,20,9.8,15,7.35,30,14.71,30,14.71,51,25.0,19040
19,41,196,19,9.69,6,3.06,17,8.67,49,25.0,47,23.98,19041
19,42,133,9,6.77,22,16.54,13,9.77,17,12.78,46,34.59,19042
19,43,151,15,9.93,27,17.88,8,5.3,18,11.92,62,41.06,19043
19,44,187,15,8.02,10,5.35,14,7.49,47,25.13,44,23.53,19044
19,45,255,24,9.41,6,2.35,33,12.94,49,19.22,44,17.25,19045
19,46,275,20,7.27,8,2.91,32,11.64,45,16.36,66,24.0,19046
19,47,147,17,11.56,14,9.52,13,8.84,18,12.24,48,32.65,19047
19,48,165,14,8.48,36,21.82,8,4.85,13,7.88,55,33.33,19048
19,49,215,21,9.77,35,16.28,18,8.37,30,13.95,66,30.7,19049
19,50,141,23,16.31,19,13.48,12,8.51,19,13.48,42,29.79,19050
19,51,188,20,10.64,10,5.32,10,5.32,37,19.68,43,22.87,19051
19,52,148,26,17.57,3,2.03,15,10.14,41,27.7,32,21.62,19052
19,53,215,25,11.63,4,1.86,22,10.23,41,19.07,66,30.7,19053
19,54,149,14,9.4,2,1.34,13,8.72,32,21.48,38,25.5,19054
19,55,184,27,14.67,5,2.72,18,9.78,49,26.63,26,14.13,19055
19,56,221,21,9.5,27,12.22,24,10.86,20,9.05,79,35.75,19056
19,57,232,20,8.62,25,10.78,11,4.74,20,8.62,119,51.29,19057
19,58,191,18,9.42,8,4.19,16,8.38,45,23.56,40,20.94,19058
19,59,253,16,6.32,5,1.98,17,6.72,33,13.04,55,21.74,19059
19,60,142,19,13.38,36,25.35,9,6.34,8,5.63,45,31.69,19060
19,61,283,19,6.71,16,5.65,37,13.07,33,11.66,83,29.33,19061
19,62,232,18,7.76,8,3.45,12,5.17,31,13.36,95,40.95,19062
19,63,142,14,9.86,10,7.04,6,4.23,20,14.08,50,35.21,19063
19,64,260,23,8.85,27,10.38,29,11.15,36,13.85,78,30.0,19064
19,65,215,33,15.35,26,12.09,21,9.77,36,16.74,61,28.37,19065
20,1,118,14,11.86,20,16.95,10,8.47,12,10.17,24,20.34,20001
20,2,95,14,14.74,14,14.74,10,10.53,10,10.53,32,33.68,20002
20,3,115,16,13.91,17,14.78,11,9.57,11,9.57,32,27.83,20003
20,4,121,10,8.26,9,7.44,7,5.79,15,12.4,24,19.83,20004
20,5,74,11,14.86,15,20.27,7,9.46,8,10.81,22,29.73,20005
20,6,121,22,18.18,19,15.7,12,9.92,15,12.4,25,20.66,20006
20,7,66,12,18.18,8,12.12,6,9.09,16,24.24,11,16.67,20007
20,8,76,7,9.21,11,14.47,9,11.84,8,10.53,12,15.79,20008
20,9,114,19,16.67,18,15.79,12,10.53,14,12.28,16,14.04,20009
20,10,131,23,17.56,17,12.98,13,9.92,16,12.21,36,27.48,20010
20,11,72,11,15.28,8,11.11,11,15.28,13,18.06,18,25.0,20011
20,12,84,12,14.29,20,23.81,6,7.14,9,10.71,11,13.1,20012
20,13,47,8,17.02,5,10.64,4,8.51,5,10.64,7,14.89,20013
20,14,176,32,18.18,25,14.2,16,9.09,23,13.07,41,23.3,20014
20,15,90,17,18.89,17,18.89,9,10.0,10,11.11,17,18.89,20015
20,16,69,13,18.84,6,8.7,13,18.84,12,17.39,13,18.84,20016
20,17,85,7,8.24,11,12.94,6,7.06,9,10.59,22,25.88,20017
20,18,134,28,20.9,16,11.94,13,9.7,13,9.7,29,21.64,20018
20,19,90,17,18.89,17,18.89,7,7.78,9,10.0,23,25.56,20019
20,20,89,11,12.36,26,29.21,10,11.24,11,12.36,17,19.1,20020
20,21,78,8,10.26,9,11.54,6,7.69,17,21.79,15,19.23,20021
20,22,89,12,13.48,10,11.24,6,6.74,9,10.11,18,20.22,20022
20,23,106,12,11.32,18,16.98,16,15.09,8,7.55,21,19.81,20023
20,24,115,10,8.7,24,20.87,5,4.35,21,18.26,34,29.57,20024
20,25,83,7,8.43,6,7.23,9,10.84,11,13.25,16,19.28,20025
20,26,165,30,18.18,28,16.97,14,8.48,18,10.91,46,27.88,20026
20,27,42,5,11.9,4,9.52,11,26.19,6,14.29,8,19.05,20027
20,28,116,12,10.34,11,9.48,13,11.21,8,6.9,16,13.79,20028
20,29,76,11,14.47,14,18.42,9,11.84,13,17.11,16,21.05,20029
20,30,125,12,9.6,17,13.6,17,13.6,12,9.6,22,17.6,20030
20,31,68,10,14.71,8,11.76,8,11.76,6,8.82,19,27.94,20031
20,32,154,26,16.88,23,14.94,10,6.49,22,14.29,36,23.38,20032
20,33,99,15,15.15,15,15.15,7,7.07,10,10.1,14,14.14,20033
20,34,140,20,14.29,29,20.71,19,13.57,18,12.86,32,22.86,20034
20,35,52,3,5.77,8,15.38,5,9.62,8,15.38,10,19.23,20035
20,36,100,18,18.0,16,16.0,8,8.0,12,12.0,25,25.0,20036
20,37,71,6,8.45,18,25.35,9,12.68,14,19.72,16,22.54,20037
20,38,168,30,17.86,35,20.83,11,6.55,22,13.1,36,21.43,20038
20,39,104,18,17.31,22,21.15,5,4.81,9,8.65,26,25.0,20039
20,40,83,12,14.46,16,19.28,2,2.41,14,16.87,29,34.94,20040
20,41,19,3,15.79,2,10.53,2,10.53,1,5.26,6,31.58,20041
20,42,29,3,10.34,9,31.03,1,3.45,3,10.34,7,24.14,20042
20,43,157,21,13.38,38,24.2,19,12.1,16,10.19,28,17.83,20043
20,44,120,7,5.83,15,12.5,12,10.0,11,9.17,21,17.5,20044
20,45,29,7,24.14,6,20.69,3,10.34,5,17.24,2,6.9,20045
20,46,53,8,15.09,11,20.75,3,5.66,7,13.21,11,20.75,20046
20,47,74,7,9.46,9,12.16,5,6.76,7,9.46,21,28.38,20047
20,48,59,8,13.56,9,15.25,6,10.17,5,8.47,9,15.25,20048
20,49,95,15,15.79,20,21.05,7,7.37,11,11.58,17,17.89,20049
20,50,85,11,12.94,22,25.88,5,5.88,13,15.29,13,15.29,20050
20,51,114,14,12.28,9,7.89,8,7.02,9,7.89,20,17.54,20051
20,52,35,7,20.0,2,5.71,3,8.57,6,17.14,12,34.29,20052
21,1,207,40,19.32,38,18.36,23,11.11,30,14.49,53,25.6,21001
21,2,72,10,13.89,11,15.28,9,12.5,11,15.28,17,23.61,21002
21,3,202,28,13.86,45,22.28,18,8.91,21,10.4,46,22.77,21003
21,4,182,34,18.68,33,18.13,15,8.24,23,12.64,41,22.53,21004
21,5,128,23,17.97,15,11.72,15,11.72,15,11.72,46,35.94,21005
21,6,124,27,21.77,25,20.16,12,9.68,15,12.1,36,29.03,21006
21,7,162,27,16.67,24,14.81,18,11.11,16,9.88,29,17.9,21007
21,8,130,18,13.85,19,14.62,15,11.54,13,10.0,37,28.46,21008
