ward,precinct,total,MARK MCGUIRE,MARK MCGUIRE Percent,MARTHA A. MILLS,MARTHA A. MILLS Percent,DENNIS J. BURKE,DENNIS J. BURKE Percent,MICHAEL THOMAS O'MALLEY,MICHAEL THOMAS O'MALLEY Percent,ROSEMARY GRANT HIGGINS,ROSEMARY GRANT HIGGINS Percent,precinct_id
3,29,14,1,7.14,2,14.29,2,14.29,4,28.57,2,14.29,03029
3,30,91,11,12.09,16,17.58,7,7.69,8,8.79,20,21.98,03030
3,31,94,11,11.7,7,7.45,7,7.45,10,10.64,22,23.4,03031
3,32,117,22,18.8,20,17.09,10,8.55,12,10.26,21,17.95,03032
3,33,91,14,15.38,19,20.88,7,7.69,13,14.29,21,23.08,03033
3,34,23,3,13.04,5,21.74,1,4.35,1,4.35,6,26.09,03034
3,35,82,19,23.17,16,19.51,12,14.63,8,9.76,9,10.98,03035
3,36,33,7,21.21,4,12.12,5,15.15,4,12.12,6,18.18,03036
3,37,80,11,13.75,9,11.25,13,16.25,12,15.0,18,22.5,03037
3,38,129,22,17.05,22,17.05,13,10.08,17,13.18,30,23.26,03038
3,39,171,31,18.13,42,24.56,14,8.19,9,5.26,42,24.56,03039
3,40,79,13,16.46,13,16.46,3,3.8,11,13.92,23,29.11,03040
3,41,71,15,21.13,10,14.08,5,7.04,12,16.9,22,30.99,03041
3,42,32,5,15.63,8,25.0,3,9.38,6,18.75,6,18.75,03042
3,43,15,1,6.67,0,0.0,2,13.33,6,40.0,6,40.0,03043
3,44,63,11,17.46,7,11.11,4,6.35,6,9.52,10,15.87,03044
3,45,34,7,20.59,4,11.76,8,23.53,7,20.59,5,14.71,03045
3,46,11,0,0.0,1,9.09,0,0.0,2,18.18,5,45.45,03046
3,47,65,17,26.15,11,16.92,8,12.31,5,7.69,12,18.46,03047
3,48,69,12,17.39,13,18.84,7,10.14,9,13.04,17,24.64,03048
3,49,55,9,16.36,7,12.73,5,9.09,7,12.73,11,20.0,03049
3,50,93,6,6.45,18,19.35,15,16.13,15,16.13,12,12.9,03050
3,51,46,8,17.39,9,19.57,6,13.04,6,13.04,6,13.04,03051
3,52,105,14,13.33,21,20.0,10,9.52,10,9.52,27,25.71,03052
4,1,125,17,13.6,51,40.8,8,6.4,9,7.2,35,28.0,04001
4,2,26,6,23.08,6,23.08,3,11.54,4,15.38,7,26.92,04002
4,3,143,27,18.88,27,18.88,19,13.29,20,13.99,43,30.07,04003
4,4,145,25,17.24,40,27.59,10,6.9,21,14.48,37,25.52,04004
4,5,129,23,17.83,34,26.36,11,8.53,17,13.18,38,29.46,04005
4,6,3,1,33.33,0,0.0,0,0.0,1,33.33,1,33.33,04006
4,7,99,15,15.15,45,45.45,4,4.04,7,7.07,27,27.27,04007
4,8,161,30,18.63,35,21.74,16,9.94,16,9.94,47,29.19,04008
4,9,267,25,9.36,97,36.33,7,2.62,18,6.74,102,38.2,04009
4,10,167,24,14.37,57,34.13,10,5.99,20,11.98,48,28.74,04010
4,11,107,13,12.15,35,32.71,13,12.15,15,14.02,26,24.3,04011
4,12,91,15,16.48,30,32.97,6,6.59,11,12.09,25,27.47,04012
4,13,157,20,12.74,67,42.68,15,9.55,11,7.01,38,24.2,04013
4,14,89,19,21.35,20,22.47,7,7.87,13,14.61,23,25.84,04014
4,15,84,14,16.67,23,27.38,7,8.33,13,15.48,21,25.0,04015
4,16,144,34,23.61,39,27.08,11,7.64,16,11.11,38,26.39,04016
4,17,160,18,11.25,65,40.63,14,8.75,11,6.88,45,28.13,04017
4,18,108,23,21.3,26,24.07,10,9.26,13,12.04,31,28.7,04018
4,19,26,5,19.23,10,38.46,2,7.69,5,19.23,3,11.54,04019
4,20,56,9,16.07,12,21.43,4,7.14,7,12.5,16,28.57,04020
4,21,130,14,10.77,47,36.15,15,11.54,12,9.23,34,26.15,04021
4,22,183,20,10.93,85,46.45,10,5.46,12,6.56,50,27.32,04022
4,23,105,11,10.48,45,42.86,5,4.76,5,4.76,30,28.57,04023
4,24,153,22,14.38,55,35.95,9,5.88,22,14.38,36,23.53,04024
4,25,147,25,17.01,38,25.85,11,7.48,9,6.12,51,34.69,04025
4,26,105,11,10.48,29,27.62,5,4.76,17,16.19,38,36.19,04026
4,27,192,35,18.23,65,33.85,17,8.85,20,10.42,39,20.31,04027
4,28,145,9,6.21,86,59.31,13,8.97,7,4.83,28,19.31,04028
4,29,121,24,19.83,35,28.93,22,18.18,6,4.96,26,21.49,04029
4,30,27,8,29.63,3,11.11,1,3.7,4,14.81,10,37.04,04030
4,31,41,5,12.2,3,7.32,3,7.32,10,24.39,12,29.27,04031
4,32,160,15,9.38,81,50.63,15,9.38,11,6.88,32,20.0,04032
4,33,42,6,14.29,11,26.19,7,16.67,6,14.29,8,19.05,04033
4,34,127,10,7.87,66,51.97,10,7.87,9,7.09,25,19.69,04034
4,35,88,11,12.5,29,32.95,13,14.77,11,12.5,20,22.73,04035
4,36,169,20,11.83,50,29.59,13,7.69,19,11.24,54,31.95,04036
4,37,84,17,20.24,12,14.29,10,11.9,23,27.38,14,16.67,04037
4,38,182,16,8.79,69,37.91,20,10.99,9,4.95,51,28.02,04038
4,39,59,7,11.86,19,32.2,7,11.86,11,18.64,11,18.64,04039
4,40,123,16,13.01,33,26.83,9,7.32,16,13.01,43,34.96,04040
4,41,100,10,10.0,41,41.0,8,8.0,2,2.0,31,31.0,04041
4,42,87,18,20.69,25,28.74,5,5.75,7,8.05,28,32.18,04042
4,43,100,7,7.0,50,50.0,8,8.0,13,13.0,18,18.0,04043
4,44,96,11,11.46,33,34.38,4,4.17,13,13.54,27,28.13,04044
4,45,235,15,6.38,99,42.13,24,10.21,14,5.96,69,29.36,04045
4,46,119,21,17.65,34,28.57,10,8.4,9,7.56,41,34.45,04046
4,47,171,20,11.7,69,40.35,15,8.77,15,8.77,45,26.32,04047
4,48,182,18,9.89,81,44.51,10,5.49,16,8.79,50,27.47,04048
4,49,35,5,14.29,7,20.0,2,5.71,11,31.43,6,17.14,04049
4,50,107,25,23.36,27,25.23,11,10.28,15,14.02,26,24.3,04050
4,51,168,17,10.12,71,42.26,17,10.12,14,8.33,41,24.4,04051
4,52,39,4,10.26,13,33.33,4,10.26,4,10.26,8,20.51,04052
4,53,29,8,27.59,7,24.14,4,13.79,3,10.34,3,10.34,04053
4,54,74,10,13.51,25,33.78,8,10.81,13,17.57,15,20.27,04054
4,55,105,3,2.86,72,68.57,7,6.67,2,1.9,17,16.19,04055
5,1,134,8,5.97,36,26.87,5,3.73,11,8.21,40,29.85,05001
5,2,105,19,18.1,21,20.0,8,7.62,15,14.29,29,27.62,05002
5,3,134,21,15.67,23,17.16,8,5.97,17,12.69,41,30.6,05003
5,4,180,26,14.44,42,23.33,18,10.0,16,8.89,71,39.44,05004
5,5,104,15,14.42,19,18.27,8,7.69,28,26.92,26,25.0,05005
5,6,160,20,12.5,40,25.0,11,6.88,20,12.5,52,32.5,05006
5,7,129,16,12.4,23,17.83,10,7.75,9,6.98,29,22.48,05007
5,8,178,3,1.69,83,46.63,13,7.3,6,3.37,23,12.92,05008
5,9,133,21,15.79,30,22.56,10,7.52,15,11.28,32,24.06,05009
5,10,80,14,17.5,11,13.75,8,10.0,10,12.5,23,28.75,05010
5,11,52,5,9.62,15,28.85,17,32.69,0,0.0,9,17.31,05011
5,12,142,29,20.42,31,21.83,12,8.45,21,14.79,33,23.24,05012
5,13,139,18,12.95,40,28.78,18,12.95,14,10.07,32,23.02,05013
5,14,116,2,1.72,45,38.79,7,6.03,16,13.79,22,18.97,05014
5,15,85,18,21.18,15,17.65,7,8.24,8,9.41,28,32.94,05015
5,16,89,12,13.48,14,15.73,12,13.48,12,13.48,31,34.83,05016
5,17,83,16,19.28,16,19.28,10,12.05,6,7.23,24,28.92,05017
5,18,86,14,16.28,21,24.42,6,6.98,8,9.3,21,24.42,05018
5,19,107,18,16.82,23,21.5,11,10.28,16,14.95,29,27.1,05019
5,20,102,15,14.71,19,18.63,13,12.75,21,20.59,20,19.61,05020
5,21,177,32,18.08,35,19.77,11,6.21,20,11.3,53,29.94,05021
5,22,140,27,19.29,20,14.29,14,10.0,24,17.14,48,34.29,05022
5,23,110,25,22.73,17,15.45,5,4.55,11,10.0,35,31.82,05023
5,24,115,8,6.96,43,37.39,9,7.83,5,4.35,29,25.22,05024
5,25,95,13,13.68,18,18.95,6,6.32,19,20.0,29,30.53,05025
5,26,74,10,13.51,11,14.86,3,4.05,11,14.86,24,32.43,05026
5,27,42,5,11.9,18,42.86,2,4.76,7,16.67,7,16.67,05027
5,28,178,20,11.24,43,24.16,21,11.8,21,11.8,51,28.65,05028
5,29,93,14,15.05,20,21.51,5,5.38,10,10.75,31,33.33,05029
5,30,139,7,5.04,62,44.6,14,10.07,3,2.16,15,10.79,05030
5,31,85,11,12.94,12,14.12,6,7.06,8,9.41,22,25.88,05031
5,32,182,22,12.09,41,22.53,7,3.85,13,7.14,69,37.91,05032
5,33,124,17,13.71,34,27.42,8,6.45,11,8.87,39,31.45,05033
5,34,93,10,10.75,23,24.73,10,10.75,12,12.9,23,24.73,05034
5,35,80,4,5.0,24,30.0,9,11.25,4,5.0,24,30.0,05035
5,36,139,19,13.67,27,19.42,14,10.07,20,14.39,35,25.18,05036
5,37,84,6,7.14,26,30.95,9,10.71,8,9.52,18,21.43,05037
5,38,154,7,4.55,75,48.7,15,9.74,9,5.84,20,12.99,05038
5,39,128,2,1.56,55,42.97,24,18.75,5,3.91,15,11.72,05039
5,40,93,19,20.43,18,19.35,9,9.68,11,11.83,17,18.28,05040
5,41,94,6,6.38,39,41.49,13,13.83,8,8.51,19,20.21,05041
5,42,135,26,19.26,22,16.3,13,9.63,21,15.56,38,28.15,05042
5,43,136,17,12.5,40,29.41,11,8.09,13,9.56,40,29.41,05043
5,44,124,26,20.97,30,24.19,10,8.06,14,11.29,34,27.42,05044
5,45,88,11,12.5,16,18.18,7,7.95,15,17.05,25,28.41,05045
5,46,132,10,7.58,39,29.55,12,9.09,16,12.12,35,26.52,05046
5,47,96,13,13.54,20,20.83,15,15.63,10,10.42,24,25.0,05047
5,48,123,14,11.38,46,37.4,9,7.32,15,12.2,28,22.76,05048
5,49,140,4,2.86,56,40.0,17,12.14,10,7.14,15,10.71,05049
5,50,87,16,18.39,23,26.44,14,16.09,13,14.94,14,16.09,05050
5,51,104,23,22.12,20,19.23,9,8.65,15,14.42,25,24.04,05051
5,52,80,15,18.75,12,15.0,6,7.5,15,18.75,28,35.0,05052
5,53,98,22,22.45,21,21.43,12,12.24,8,8.16,22,22.45,05053
5,54,76,16,21.05,15,19.74,5,6.58,5,6.58,21,27.63,05054
5,55,130,14,10.77,23,17.69,10,7.69,5,3.85,37,28.46,05055
5,56,82,12,14.63,18,21.95,6,7.32,11,13.41,24,29.27,05056
5,57,133,12,9.02,42,31.58,15,11.28,13,9.77,38,28.57,05057
5,58,78,11,14.1,12,15.38,9,11.54,13,16.67,20,25.64,05058
5,59,71,9,12.68,14,19.72,8,11.27,12,16.9,23,32.39,05059
6,1,181,20,11.05,35,19.34,19,10.5,17,9.39,52,28.73,06001
6,2,173,28,16.18,51,29.48,15,8.67,22,12.72,41,23.7,06002
6,3,153,23,15.03,23,15.03,6,3.92,15,9.8,43,28.1,06003
6,4,95,17,17.89,12,12.63,8,8.42,22,23.16,28,29.47,06004
6,5,78,15,19.23,12,15.38,8,10.26,11,14.1,14,17.95,06005
6,6,174,30,17.24,41,23.56,11,6.32,18,10.34,50,28.74,06006
6,7,108,14,12.96,25,23.15,10,9.26,14,12.96,31,28.7,06007
6,8,179,30,16.76,48,26.82,19,10.61,14,7.82,37,20.67,06008
6,9,173,20,11.56,32,18.5,16,9.25,20,11.56,51,29.48,06009
6,10,210,33,15.71,50,23.81,10,4.76,19,9.05,70,33.33,06010
6,11,141,19,13.48,42,29.79,16,11.35,10,7.09,32,22.7,06011
6,12,109,15,13.76,24,22.02,7,6.42,21,19.27,20,18.35,06012
6,13,146,18,12.33,34,23.29,17,11.64,18,12.33,36,24.66,06013
6,14,146,23,15.75,26,17.81,16,10.96,23,15.75,36,24.66,06014
6,15,82,11,13.41,10,12.2,12,14.63,14,17.07,15,18.29,06015
6,16,166,25,15.06,47,28.31,17,10.24,18,10.84,36,21.69,06016
6,17,210,34,16.19,38,18.1,18,8.57,15,7.14,58,27.62,06017
6,18,52,14,26.92,13,25.0,10,19.23,4,7.69,11,21.15,06018
6,19,150,21,14.0,34,22.67,10,6.67,15,10.0,39,26.0,06019
6,20,47,7,14.89,15,31.91,2,4.26,8,17.02,5,10.64,06020
6,21,158,23,14.56,39,24.68,20,12.66,18,11.39,45,28.48,06021
6,22,143,25,17.48,41,28.67,8,5.59,20,13.99,37,25.87,06022
6,23,104,16,15.38,21,20.19,13,12.5,16,15.38,26,25.0,06023
6,24,138,22,15.94,28,20.29,10,7.25,18,13.04,47,34.06,06024
6,25,142,16,11.27,35,24.65,15,10.56,17,11.97,39,27.46,06025
6,26,143,19,13.29,24,16.78,14,9.79,17,11.89,41,28.67,06026
6,27,195,26,13.33,40,20.51,15,7.69,21,10.77,45,23.08,06027
6,28,192,27,14.06,31,16.15,13,6.77,14,7.29,48,25.0,06028
6,29,178,32,17.98,29,16.29,13,7.3,13,7.3,36,20.22,06029
6,30,132,20,15.15,27,20.45,14,10.61,11,8.33,35,26.52,06030
6,31,207,28,13.53,46,22.22,17,8.21,11,5.31,47,22.71,06031
6,32,158,20,12.66,41,25.95,14,8.86,24,15.19,38,24.05,06032
6,33,154,21,13.64,36,23.38,16,10.39,16,10.39,51,33.12,06033
6,34,134,16,11.94,24,17.91,13,9.7,17,12.69,37,27.61,06034
6,35,201,21,10.45,49,24.38,22,10.95,22,10.95,53,26.37,06035
6,36,84,17,20.24,11,13.1,5,5.95,11,13.1,29,34.52,06036
6,37,204,19,9.31,45,22.06,12,5.88,10,4.9,41,20.1,06037
6,38,200,30,15.0,39,19.5,20,10.0,25,12.5,52,26.0,06038
6,39,89,16,17.98,20,22.47,6,6.74,7,7.87,17,19.1,06039
6,40,74,14,18.92,19,25.68,3,4.05,8,10.81,22,29.73,06040
6,41,172,19,11.05,34,19.77,8,4.65,13,7.56,46,26.74,06041
6,42,89,18,20.22,14,15.73,6,6.74,13,14.61,26,29.21,06042
6,43,188,22,11.7,24,12.77,13,6.91,22,11.7,56,29.79,06043
6,44,138,16,11.59,30,21.74,12,8.7,14,10.14,37,26.81,06044
6,45,87,16,18.39,22,25.29,7,8.05,6,6.9,26,29.89,06045
6,46,122,19,15.57,28,22.95,5,4.1,10,8.2,39,31.97,06046
6,47,192,24,12.5,40,20.83,23,11.98,18,9.38,54,28.13,06047
6,48,174,27,15.52,41,23.56,11,6.32,20,11.49,40,22.99,06048
6,49,123,16,13.01,32,26.02,10,8.13,15,12.2,39,31.71,06049
6,50,169,26,15.38,38,22.49,16,9.47,17,10.06,60,35.5,06050
6,51,107,17,15.89,23,21.5,14,13.08,13,12.15,23,21.5,06051
6,52,122,17,13.93,29,23.77,11,9.02,11,9.02,41,33.61,06052
6,53,126,21,16.67,28,22.22,12,9.52,16,12.7,27,21.43,06053
6,54,115,17,14.78,25,21.74,14,12.17,8,6.96,35,30.43,06054
6,55,109,12,11.01,25,22.94,6,5.5,14,12.84,32,29.36,06055
6,56,114,26,22.81,20,17.54,3,2.63,7,6.14,30,26.32,06056
6,57,80,12,15.0,11,13.75,11,13.75,8,10.0,30,37.5,06057
6,58,175,15,8.57,40,22.86,12,6.86,10,5.71,48,27.43,06058
6,59,140,24,17.14,33,23.57,11,7.86,11,7.86,45,32.14,06059
6,60,97,13,13.4,24,24.74,6,6.19,11,11.34,25,25.77,06060
6,61,92,11,11.96,23,25.0,8,8.7,16,17.39,27,29.35,06061
6,62,166,24,14.46,43,25.9,20,12.05,13,7.83,47,28.31,06062
6,63,124,18,14.52,29,23.39,11,8.87,26,20.97,30,24.19,06063
6,64,186,32,17.2,52,27.96,15,8.06,21,11.29,54,29.03,06064
7,1,211,22,10.43,55,26.07,13,6.16,16,7.58,53,25.12,07001
7,2,137,14,10.22,31,22.63,11,8.03,12,8.76,31,22.63,07002
7,3,117,15,12.82,23,19.66,10,8.55,10,8.55,29,24.79,07003
7,4,111,16,14.41,7,6.31,12,10.81,16,14.41,30,27.03,07004
7,5,92,9,9.78,10,10.87,9,9.78,11,11.96,22,23.91,07005
7,6,106,8,7.55,15,14.15,12,11.32,9,8.49,24,22.64,07006
7,7,97,11,11.34,13,13.4,3,3.09,15,15.46,22,22.68,07007
7,8,96,12,12.5,23,23.96,10,10.42,15,15.63,22,22.92,07008
7,9,125,15,12.0,25,20.0,5,4.0,12,9.6,33,26.4,07009
7,10,143,12,8.39,31,21.68,16,11.19,22,15.38,50,34.97,07010
7,11,130,8,6.15,35,26.92,5,3.85,6,4.62,45,34.62,07011
7,12,134,18,13.43,24,17.91,10,7.46,6,4.48,34,25.37,07012
7,13,69,12,17.39,16,23.19,6,8.7,6,8.7,20,28.99,07013
7,14,116,23,19.83,20,17.24,14,12.07,14,12.07,39,33.62,07014
7,15,182,23,12.64,29,15.93,14,7.69,20,10.99,55,30.22,07015
7,16,123,15,12.2,24,19.51,15,12.2,11,8.94,31,25.2,07016
7,17,117,10,8.55,30,25.64,7,5.98,16,13.68,28,23.93,07017
7,18,129,16,12.4,14,10.85,8,6.2,11,8.53,24,18.6,07018
7,19,157,19,12.1,34,21.66,11,7.01,19,12.1,44,28.03,07019
7,20,30,4,13.33,7,23.33,3,10.0,6,20.0,7,23.33,07020
7,21,133,13,9.77,26,19.55,9,6.77,12,9.02,28,21.05,07021
7,22,116,15,12.93,17,14.66,11,9.48,12,10.34,38,32.76,07022
7,23,119,13,10.92,20,16.81,13,10.92,14,11.76,26,21.85,07023
7,24,170,15,8.82,26,15.29,15,8.82,19,11.18,39,22.94,07024
7,25,115,17,14.78,13,11.3,8,6.96,14,12.17,26,22.61,07025
7,26,139,23,16.55,24,17.27,12,8.63,13,9.35,35,25.18,07026
7,27,133,23,17.29,30,22.56,8,6.02,21,15.79,42,31.58,07027
7,28,110,21,19.09,17,15.45,10,9.09,15,13.64,30,27.27,07028
7,29,69,5,7.25,14,20.29,1,1.45,7,10.14,17,24.64,07029
7,30,200,23,11.5,39,19.5,15,7.5,18,9.0,67,33.5,07030
