ward,precinct,total,BARACK OBAMA,BARACK OBAMA Percent,GEORGE C. ROBY,GEORGE C. ROBY Percent,DONNE E. TROTTER,DONNE E. TROTTER Percent,BOBBY L. RUSH,BOBBY L. RUSH Percent,precinct_id
4,26,150,29,19.33,2,1.33,10,6.67,109,72.67,04026
4,27,263,75,28.52,0,0.0,15,5.7,173,65.78,04027
4,28,204,118,57.84,1,0.49,5,2.45,80,39.22,04028
4,29,176,86,48.86,0,0.0,2,1.14,88,50.0,04029
4,30,48,2,4.17,1,2.08,1,2.08,44,91.67,04030
4,31,73,7,9.59,0,0.0,1,1.37,65,89.04,04031
4,32,220,137,62.27,1,0.45,5,2.27,77,35.0,04032
4,33,72,13,18.06,1,1.39,3,4.17,55,76.39,04033
4,34,187,118,63.1,3,1.6,5,2.67,61,32.62,04034
4,35,114,40,35.09,0,0.0,7,6.14,67,58.77,04035
4,36,220,82,37.27,1,0.45,8,3.64,129,58.64,04036
4,37,118,15,12.71,4,3.39,5,4.24,94,79.66,04037
4,38,266,141,53.01,1,0.38,9,3.38,115,43.23,04038
4,39,96,23,23.96,0,0.0,0,0.0,73,76.04,04039
4,40,204,47,23.04,1,0.49,8,3.92,148,72.55,04040
4,41,151,82,54.3,0,0.0,10,6.62,59,39.07,04041
4,42,121,28,23.14,1,0.83,9,7.44,83,68.6,04042
4,43,144,80,55.56,3,2.08,1,0.69,60,41.67,04043
4,44,155,72,46.45,0,0.0,4,2.58,79,50.97,04044
4,45,349,145,41.55,1,0.29,32,9.17,171,49.0,04045
4,46,178,45,25.28,1,0.56,10,5.62,122,68.54,04046
4,47,259,110,42.47,3,1.16,15,5.79,131,50.58,04047
4,48,281,145,51.6,2,0.71,13,4.63,121,43.06,04048
4,49,75,19,25.33,1,1.33,1,1.33,54,72.0,04049
4,50,177,39,22.03,0,0.0,3,1.69,135,76.27,04050
4,51,231,102,44.16,3,1.3,14,6.06,112,48.48,04051
4,52,59,5,8.47,1,1.69,3,5.08,50,84.75,04052
4,53,44,10,22.73,1,2.27,1,2.27,32,72.73,04053
4,54,105,57,54.29,1,0.95,2,1.9,45,42.86,04054
4,55,144,95,65.97,0,0.0,1,0.69,48,33.33,04055
5,1,189,52,27.51,0,0.0,11,5.82,126,66.67,05001
5,2,175,29,16.57,2,1.14,8,4.57,136,77.71,05002
5,3,202,56,27.72,0,0.0,14,6.93,132,65.35,05003
5,4,251,61,24.3,1,0.4,32,12.75,157,62.55,05004
5,5,150,29,19.33,1,0.67,12,8.0,108,72.0,05005
5,6,210,56,26.67,2,0.95,22,10.48,130,61.9,05006
5,7,169,63,37.28,1,0.59,12,7.1,93,55.03,05007
5,8,249,191,76.71,3,1.2,4,1.61,51,20.48,05008
5,9,173,42,24.28,2,1.16,19,10.98,110,63.58,05009
5,10,123,20,16.26,3,2.44,9,7.32,91,73.98,05010
5,11,80,61,76.25,0,0.0,1,1.25,18,22.5,05011
5,12,187,21,11.23,1,0.53,22,11.76,143,76.47,05012
5,13,184,30,16.3,1,0.54,16,8.7,137,74.46,05013
5,14,172,109,63.37,0,0.0,4,2.33,59,34.3,05014
5,15,128,14,10.94,1,0.78,11,8.59,102,79.69,05015
5,16,138,20,14.49,2,1.45,6,4.35,110,79.71,05016
5,17,141,17,12.06,2,1.42,7,4.96,115,81.56,05017
5,18,118,24,20.34,0,0.0,10,8.47,84,71.19,05018
5,19,139,20,14.39,1,0.72,9,6.47,109,78.42,05019
5,20,125,16,12.8,0,0.0,8,6.4,101,80.8,05020
5,21,235,57,24.26,0,0.0,13,5.53,165,70.21,05021
5,22,194,28,14.43,1,0.52,12,6.19,153,78.87,05022
5,23,160,30,18.75,1,0.63,5,3.13,124,77.5,05023
5,24,191,108,56.54,3,1.57,9,4.71,71,37.17,05024
5,25,134,31,23.13,1,0.75,9,6.72,93,69.4,05025
5,26,115,23,20.0,2,1.74,7,6.09,83,72.17,05026
5,27,69,46,66.67,1,1.45,2,2.9,20,28.99,05027
5,28,241,69,28.63,1,0.41,12,4.98,159,65.98,05028
5,29,138,34,24.64,0,0.0,10,7.25,94,68.12,05029
5,30,181,147,81.22,0,0.0,1,0.55,33,18.23,05030
5,31,132,30,22.73,2,1.52,14,10.61,86,65.15,05031
5,32,270,59,21.85,1,0.37,33,12.22,177,65.56,05032
5,33,192,37,19.27,2,1.04,11,5.73,142,73.96,05033
5,34,125,28,22.4,1,0.8,10,8.0,86,68.8,05034
5,35,124,77,62.1,0,0.0,6,4.84,41,33.06,05035
5,36,174,42,24.14,2,1.15,14,8.05,116,66.67,05036
5,37,130,80,61.54,3,2.31,6,4.62,41,31.54,05037
5,38,227,146,64.32,2,0.88,9,3.96,70,30.84,05038
5,39,204,169,82.84,1,0.49,3,1.47,31,15.2,05039
5,40,125,22,17.6,2,1.6,10,8.0,91,72.8,05040
5,41,169,128,75.74,0,0.0,12,7.1,29,17.16,05041
5,42,189,39,20.63,1,0.53,23,12.17,126,66.67,05042
5,43,212,69,32.55,0,0.0,12,5.66,131,61.79,05043
5,44,179,38,21.23,0,0.0,22,12.29,119,66.48,05044
5,45,136,34,25.0,2,1.47,9,6.62,91,66.91,05045
5,46,192,117,60.94,0,0.0,3,1.56,72,37.5,05046
5,47,125,47,37.6,0,0.0,5,4.0,73,58.4,05047
5,48,170,71,41.76,2,1.18,7,4.12,90,52.94,05048
5,49,200,155,77.5,0,0.0,3,1.5,42,21.0,05049
5,50,110,12,10.91,0,0.0,20,18.18,78,70.91,05050
5,51,133,23,17.29,1,0.75,4,3.01,105,78.95,05051
5,52,129,23,17.83,0,0.0,8,6.2,98,75.97,05052
5,53,132,27,20.45,2,1.52,10,7.58,93,70.45,05053
5,54,114,38,33.33,1,0.88,13,11.4,62,54.39,05054
5,55,181,64,35.36,2,1.1,13,7.18,102,56.35,05055
5,56,113,29,25.66,0,0.0,6,5.31,78,69.03,05056
5,57,193,91,47.15,2,1.04,10,5.18,90,46.63,05057
5,58,111,23,20.72,5,4.5,7,6.31,76,68.47,05058
5,59,97,18,18.56,2,2.06,9,9.28,68,70.1,05059
6,1,269,43,15.99,0,0.0,26,9.67,200,74.35,06001
6,2,258,38,14.73,4,1.55,30,11.63,186,72.09,06002
6,3,214,35,16.36,1,0.47,15,7.01,163,76.17,06003
6,4,138,15,10.87,2,1.45,9,6.52,112,81.16,06004
6,5,103,10,9.71,5,4.85,3,2.91,85,82.52,06005
6,6,227,42,18.5,3,1.32,17,7.49,165,72.69,06006
6,7,161,19,11.8,2,1.24,7,4.35,133,82.61,06007
6,8,227,49,21.59,2,0.88,22,9.69,154,67.84,06008
6,9,252,39,15.48,3,1.19,14,5.56,196,77.78,06009
6,10,279,54,19.35,3,1.08,18,6.45,204,73.12,06010
6,11,182,51,28.02,1,0.55,13,7.14,117,64.29,06011
6,12,140,24,17.14,1,0.71,10,7.14,105,75.0,06012
6,13,199,36,18.09,1,0.5,19,9.55,143,71.86,06013
6,14,219,41,18.72,5,2.28,10,4.57,163,74.43,06014
6,15,144,9,6.25,0,0.0,3,2.08,132,91.67,06015
6,16,248,40,16.13,0,0.0,19,7.66,189,76.21,06016
6,17,278,47,16.91,5,1.8,19,6.83,207,74.46,06017
6,19,186,41,22.04,0,0.0,13,6.99,132,70.97,06019
6,20,61,9,14.75,2,3.28,2,3.28,48,78.69,06020
6,21,234,32,13.68,2,0.85,41,17.52,159,67.95,06021
6,22,193,42,21.76,2,1.04,19,9.84,130,67.36,06022
6,23,158,19,12.03,2,1.27,12,7.59,125,79.11,06023
6,24,188,28,14.89,1,0.53,21,11.17,138,73.4,06024
6,25,188,27,14.36,3,1.6,18,9.57,140,74.47,06025
6,26,219,29,13.24,2,0.91,27,12.33,161,73.52,06026
6,27,279,42,15.05,3,1.08,23,8.24,211,75.63,06027
6,28,254,57,22.44,0,0.0,23,9.06,174,68.5,06028
6,29,260,65,25.0,1,0.38,22,8.46,172,66.15,06029
6,30,167,26,15.57,2,1.2,8,4.79,131,78.44,06030
6,31,274,72,26.28,3,1.09,13,4.74,186,67.88,06031
6,32,225,43,19.11,4,1.78,9,4.0,169,75.11,06032
6,33,246,53,21.54,0,0.0,9,3.66,184,74.8,06033
6,34,176,30,17.05,2,1.14,19,10.8,125,71.02,06034
6,35,267,42,15.73,3,1.12,17,6.37,205,76.78,06035
6,36,116,11,9.48,0,0.0,6,5.17,99,85.34,06036
6,37,254,49,19.29,3,1.18,34,13.39,168,66.14,06037
6,38,269,48,17.84,0,0.0,15,5.58,206,76.58,06038
6,39,123,17,13.82,1,0.81,8,6.5,97,78.86,06039
6,40,108,13,12.04,0,0.0,3,2.78,92,85.19,06040
6,41,235,45,19.15,4,1.7,22,9.36,164,69.79,06041
6,42,121,13,10.74,2,1.65,4,3.31,102,84.3,06042
6,43,257,42,16.34,0,0.0,29,11.28,186,72.37,06043
6,44,199,40,20.1,0,0.0,19,9.55,140,70.35,06044
6,45,131,17,12.98,0,0.0,15,11.45,99,75.57,06045
6,46,167,35,20.96,1,0.6,18,10.78,113,67.66,06046
6,47,255,60,23.53,4,1.57,24,9.41,167,65.49,06047
6,48,232,59,25.43,3,1.29,17,7.33,153,65.95,06048
6,49,190,23,12.11,2,1.05,18,9.47,147,77.37,06049
6,50,241,40,16.6,0,0.0,34,14.11,167,69.29,06050
6,51,160,25,15.63,1,0.63,13,8.13,121,75.63,06051
6,52,163,30,18.4,3,1.84,7,4.29,123,75.46,06052
6,53,173,26,15.03,1,0.58,19,10.98,127,73.41,06053
6,54,165,28,16.97,2,1.21,12,7.27,123,74.55,06054
6,55,143,28,19.58,1,0.7,13,9.09,101,70.63,06055
6,56,157,30,19.11,3,1.91,13,8.28,111,70.7,06056
6,57,121,27,22.31,1,0.83,17,14.05,76,62.81,06057
6,58,258,47,18.22,4,1.55,19,7.36,188,72.87,06058
6,59,192,46,23.96,0,0.0,14,7.29,132,68.75,06059
6,60,135,20,14.81,0,0.0,8,5.93,107,79.26,06060
6,61,128,29,22.66,0,0.0,8,6.25,91,71.09,06061
6,62,224,30,13.39,0,0.0,23,10.27,171,76.34,06062
6,63,183,37,20.22,2,1.09,20,10.93,124,67.76,06063
6,64,246,49,19.92,2,0.81,32,13.01,163,66.26,06064
7,1,249,35,14.06,2,0.8,29,11.65,183,73.49,07001
7,9,165,40,24.24,2,1.21,11,6.67,112,67.88,07009
7,13,83,13,15.66,0,0.0,8,9.64,62,74.7,07013
7,22,170,48,28.24,0,0.0,13,7.65,109,64.12,07022
7,25,147,22,14.97,1,0.68,17,11.56,107,72.79,07025
7,30,263,51,19.39,2,0.76,28,10.65,182,69.2,07030
7,34,96,19,19.79,2,2.08,12,12.5,63,65.63,07034
7,36,278,33,11.87,0,0.0,30,10.79,215,77.34,07036
7,37,193,21,10.88,2,1.04,18,9.33,152,78.76,07037
7,38,191,22,11.52,3,1.57,15,7.85,151,79.06,07038
7,41,213,32,15.02,4,1.88,27,12.68,150,70.42,07041
7,43,199,20,10.05,3,1.51,34,17.09,142,71.36,07043
8,1,240,40,16.67,4,1.67,38,15.83,158,65.83,08001
8,2,149,14,9.4,1,0.67,22,14.77,112,75.17,08002
8,3,308,52,16.88,2,0.65,28,9.09,226,73.38,08003
8,4,220,59,26.82,0,0.0,24,10.91,137,62.27,08004
8,5,263,65,24.71,5,1.9,26,9.89,167,63.5,08005
8,6,228,38,16.67,1,0.44,26,11.4,163,71.49,08006
8,7,121,19,15.7,1,0.83,25,20.66,76,62.81,08007
8,8,297,38,12.79,2,0.67,29,9.76,228,76.77,08008
8,9,265,39,14.72,11,4.15,28,10.57,187,70.57,08009
8,10,258,53,20.54,2,0.78,32,12.4,171,66.28,08010
8,11,147,16,10.88,2,1.36,20,13.61,109,74.15,08011
8,12,195,34,17.44,3,1.54,11,5.64,147,75.38,08012
8,13,152,20,13.16,0,0.0,14,9.21,118,77.63,08013
8,14,159,17,10.69,2,1.26,19,11.95,121,76.1,08014
8,15,181,19,10.5,0,0.0,45,24.86,117,64.64,08015
8,16,235,46,19.57,2,0.85,32,13.62,155,65.96,08016
8,17,196,25,12.76,2,1.02,25,12.76,144,73.47,08017
8,18,140,16,11.43,0,0.0,9,6.43,115,82.14,08018
8,19,270,36,13.33,3,1.11,45,16.67,186,68.89,08019
8,20,157,24,15.29,3,1.91,20,12.74,110,70.06,08020
8,21,164,22,13.41,0,0.0,21,12.8,121,73.78,08021
8,22,200,15,7.5,1,0.5,21,10.5,163,81.5,08022
8,23,175,28,16.0,0,0.0,12,6.86,135,77.14,08023
8,24,218,31,14.22,1,0.46,20,9.17,166,76.15,08024
8,25,196,22,11.22,0,0.0,36,18.37,138,70.41,08025
8,26,124,22,17.74,0,0.0,11,8.87,91,73.39,08026
8,27,227,32,14.1,1,0.44,35,15.42,159,70.04,08027
8,28,184,19,10.33,0,0.0,29,15.76,136,73.91,08028
8,29,215,23,10.7,0,0.0,22,10.23,170,79.07,08029
8,30,205,21,10.24,3,1.46,25,12.2,156,76.1,08030
8,31,191,29,15.18,0,0.0,27,14.14,135,70.68,08031
8,32,325,48,14.77,0,0.0,53,16.31,224,68.92,08032
8,33,115,12,10.43,3,2.61,14,12.17,86,74.78,08033
8,34,236,27,11.44,1,0.42,28,11.86,180,76.27,08034
8,35,279,41,14.7,1,0.36,45,16.13,192,68.82,08035
8,36,195,24,12.31,1,0.51,33,16.92,137,70.26,08036
8,37,157,20,12.74,0,0.0,9,5.73,128,81.53,08037
8,38,194,23,11.86,3,1.55,13,6.7,155,79.9,08038
8,39,218,28,12.84,0,0.0,32,14.68,158,72.48,08039
8,40,211,23,10.9,1,0.47,19,9.0,168,79.62,08040
8,41,192,31,16.15,0,0.0,25,13.02,136,70.83,08041
8,42,189,32,16.93,0,0.0,13,6.88,144,76.19,08042
8,43,135,12,8.89,0,0.0,6,4.44,117,86.67,08043
8,44,239,22,9.21,1,0.42,34,14.23,182,76.15,08044
8,45,195,28,14.36,3,1.54,16,8.21,148,75.9,08045
8,46,190,19,10.0,1,0.53,52,27.37,118,62.11,08046
8,47,211,28,13.27,0,0.0,25,11.85,158,74.88,08047
8,48,231,40,17.32,4,1.73,30,12.99,157,67.97,08048
8,49,244,31,12.7,1,0.41,33,13.52,179,73.36,08049
8,50,224,38,16.96,1,0.45,37,16.52,148,66.07,08050
8,51,208,26,12.5,2,0.96,27,12.98,153,73.56,08051
8,52,220,30,13.64,5,2.27,25,11.36,160,72.73,08052
8,53,228,40,17.54,0,0.0,28,12.28,160,70.18,08053
8,54,217,39,17.97,3,1.38,33,15.21,142,65.44,08054
8,55,178,11,6.18,1,0.56,20,11.24,146,82.02,08055
8,56,160,22,13.75,0,0.0,21,13.13,117,73.13,08056
8,57,219,35,15.98,2,0.91,27,12.33,155,70.78,08057
8,58,230,40,17.39,0,0.0,27,11.74,163,70.87,08058
8,59,180,13,7.22,2,1.11,25,13.89,140,77.78,08059
8,60,250,53,21.2,0,0.0,39,15.6,158,63.2,08060
8,61,179,30,16.76,0,0.0,21,11.73,128,71.51,08061
8,62,280,83,29.64,0,0.0,22,7.86,175,62.5,08062
8,63,243,38,15.64,2,0.82,44,18.11,159,65.43,08063
8,64,107,14,13.08,0,0.0,8,7.48,85,79.44,08064
8,65,194,34,17.53,0,0.0,17,8.76,143,73.71,08065
8,66,283,35,12.37,2,0.71,39,13.78,207,73.14,08066
9,2,232,28,12.07,0,0.0,22,9.48,182,78.45,09002
9,10,201,18,8.96,1,0.5,27,13.43,155,77.11,09010
9,12,186,20,10.75,2,1.08,17,9.14,147,79.03,09012
9,13,290,43,14.83,3,1.03,46,15.86,198,68.28,09013
9,14,324,63,19.44,4,1.23,38,11.73,219,67.59,09014
9,17,194,25,12.89,1,0.52,8,4.12,160,82.47,09017
9,20,220,28,12.73,2,0.91,21,9.55,169,76.82,09020
9,21,153,18,11.76,1,0.65,9,5.88,125,81.7,09021
9,27,147,16,10.88,2,1.36,8,5.44,121,82.31,09027
9,35,234,42,17.95,2,0.85,20,8.55,170,72.65,09035
9,51,144,15,10.42,1,0.69,8,5.56,120,83.33,09051
9,52,217,34,15.67,2,0.92,13,5.99,168,77.42,09052
10,6,170,11,6.47,3,1.76,15,8.82,141,82.94,10006
10,40,0,0,0.0,0,0.0,0,0.0,0,0.0,10040
11,22,67,19,28.36,7,10.45,15,22.39,26,38.81,11022
11,27,50,11,22.0,15,30.0,7,14.0,17,34.0,11027
11,31,52,15,28.85,10,19.23,8,15.38,19,36.54,11031
11,33,87,15,17.24,3,3.45,5,5.75,64,73.56,11033
11,36,69,27,39.13,11,15.94,7,10.14,24,34.78,11036
11,54,71,30,42.25,0,0.0,1,1.41,40,56.34,11054
12,5,43,9,20.93,8,18.6,11,25.58,15,34.88,12005
12,10,56,16,28.57,15,26.79,4,7.14,21,37.5,12010
12,17,40,15,37.5,2,5.0,3,7.5,20,50.0,12017
12,24,38,13,34.21,6,15.79,6,15.79,13,34.21,12024
12,27,48,15,31.25,8,16.67,6,12.5,19,39.58,12027
14,5,152,104,68.42,7,4.61,13,8.55,28,18.42,14005
14,8,94,25,26.6,16,17.02,18,19.15,35,37.23,14008
14,10,51,12,23.53,0,0.0,3,5.88,36,70.59,14010
14,15,53,11,20.75,4,7.55,3,5.66,35,66.04,14015
14,18,90,32,35.56,12,13.33,4,4.44,42,46.67,14018
14,19,177,40,22.6,8,4.52,23,12.99,106,59.89,14019
14,23,110,22,20.0,14,12.73,8,7.27,66,60.0,14023
14,30,125,51,40.8,18,14.4,10,8.0,46,36.8,14030
14,31,118,25,21.19,9,7.63,11,9.32,73,61.86,14031
14,33,112,15,13.39,4,3.57,11,9.82,82,73.21,14033
14,36,154,61,39.61,13,8.44,11,7.14,69,44.81,14036
14,37,108,29,26.85,4,3.7,12,11.11,63,58.33,14037
14,41,159,113,71.07,2,1.26,3,1.89,41,25.79,14041
14,48,80,16,20.0,9,11.25,3,3.75,52,65.0,14048
15,1,166,28,16.87,1,0.6,5,3.01,132,79.52,15001
15,2,150,24,16.0,1,0.67,9,6.0,116,77.33,15002
15,3,170,33,19.41,6,3.53,3,1.76,128,75.29,15003
15,4,148,20,13.51,2,1.35,7,4.73,119,80.41,15004
15,5,143,26,18.18,1,0.7,9,6.29,107,74.83,15005
15,8,130,27,20.77,0,0.0,5,3.85,98,75.38,15008
15,9,115,32,27.83,2,1.74,2,1.74,79,68.7,15009
15,10,167,34,20.36,2,1.2,7,4.19,124,74.25,15010
15,11,131,34,25.95,2,1.53,5,3.82,90,68.7,15011
15,14,55,21,38.18,1,1.82,2,3.64,31,56.36,15014
15,16,217,42,19.35,2,0.92,9,4.15,164,75.58,15016
15,17,113,16,14.16,1,0.88,8,7.08,88,77.88,15017
15,20,114,20,17.54,4,3.51,9,7.89,81,71.05,15020
15,23,99,14,14.14,1,1.01,7,7.07,77,77.78,15023
15,25,140,40,28.57,2,1.43,10,7.14,88,62.86,15025
15,26,157,19,12.1,4,2.55,1,0.64,133,84.71,15026
15,27,144,41,28.47,2,1.39,14,9.72,87,60.42,15027
15,28,218,47,21.56,4,1.83,13,5.96,154,70.64,15028
15,29,134,23,17.16,2,1.49,9,6.72,100,74.63,15029
15,30,119,15,12.61,2,1.68,12,10.08,90,75.63,15030
15,32,118,20,16.95,0,0.0,6,5.08,92,77.97,15032
15,33,149,25,16.78,1,0.67,9,6.04,114,76.51,15033
15,35,165,23,13.94,1,0.61,7,4.24,134,81.21,15035
15,36,133,20,15.04,3,2.26,5,3.76,105,78.95,15036
15,37,147,39,26.53,4,2.72,6,4.08,98,66.67,15037
15,38,95,29,30.53,1,1.05,4,4.21,61,64.21,15038
15,41,149,53,35.57,4,2.68,4,2.68,88,59.06,15041
15,42,104,12,11.54,0,0.0,6,5.77,86,82.69,15042
15,43,96,12,12.5,0,0.0,4,4.17,80,83.33,15043
15,48,108,29,26.85,1,0.93,2,1.85,76,70.37,15048
16,2,58,10,17.24,0,0.0,4,6.9,44,75.86,16002
16,3,127,10,7.87,2,1.57,6,4.72,109,85.83,16003
16,4,17,1,5.88,0,0.0,1,5.88,15,88.24,16004
16,5,129,14,10.85,1,0.78,8,6.2,106,82.17,16005
16,6,106,16,15.09,1,0.94,1,0.94,88,83.02,16006
16,7,89,13,14.61,1,1.12,2,2.25,73,82.02,16007
16,8,105,9,8.57,3,2.86,9,8.57,84,80.0,16008
16,9,203,27,13.3,2,0.99,13,6.4,161,79.31,16009
16,11,0,0,0.0,0,0.0,0,0.0,0,0.0,16011
16,12,76,4,5.26,0,0.0,7,9.21,65,85.53,16012
16,14,130,4,3.08,1,0.77,8,6.15,117,90.0,16014
16,15,132,13,9.85,1,0.76,8,6.06,110,83.33,16015
16,19,107,16,14.95,4,3.74,6,5.61,81,75.7,16019
16,20,134,13,9.7,1,0.75,6,4.48,114,85.07,16020
16,21,0,0,0.0,0,0.0,0,0.0,0,0.0,16021
16,22,115,13,11.3,3,2.61,8,6.96,91,79.13,16022
16,24,82,9,10.98,2,2.44,6,7.32,65,79.27,16024
16,25,70,7,10.0,2,2.86,4,5.71,57,81.43,16025
16,26,156,11,7.05,1,0.64,7,4.49,137,87.82,16026
16,27,97,15,15.46,1,1.03,8,8.25,73,75.26,16027
16,29,96,8,8.33,1,1.04,5,5.21,82,85.42,16029
16,30,186,20,10.75,2,1.08,12,6.45,152,81.72,16030
16,31,128,10,7.81,0,0.0,8,6.25,110,85.94,16031
16,33,111,8,7.21,1,0.9,3,2.7,99,89.19,16033
16,34,106,7,6.6,1,0.94,8,7.55,90,84.91,16034
16,35,85,6,7.06,5,5.88,3,3.53,71,83.53,16035
16,36,139,7,5.04,0,0.0,0,0.0,132,94.96,16036
16,37,71,7,9.86,1,1.41,6,8.45,57,80.28,16037
16,38,169,26,15.38,1,0.59,12,7.1,130,76.92,16038
16,39,111,9,8.11,2,1.8,10,9.01,90,81.08,16039
16,40,175,22,12.57,1,0.57,17,9.71,135,77.14,16040
17,2,181,63,34.81,0,0.0,5,2.76,113,62.43,17002
17,15,195,58,29.74,2,1.03,8,4.1,127,65.13,17015
17,21,263,91,34.6,1,0.38,12,4.56,159,60.46,17021
17,25,108,35,32.41,2,1.85,4,3.7,67,62.04,17025
17,35,126,44,34.92,1,0.79,5,3.97,76,60.32,17035
17,38,157,56,35.67,0,0.0,7,4.46,94,59.87,17038
17,44,191,96,50.26,0,0.0,4,2.09,91,47.64,17044
17,48,150,70,46.67,1,0.67,2,1.33,77,51.33,17048
17,50,162,52,32.1,0,0.0,3,1.85,107,66.05,17050
17,53,184,93,50.54,2,1.09,6,3.26,83,45.11,17053
17,54,228,106,46.49,1,0.44,13,5.7,108,47.37,17054
18,4,259,63,24.32,4,1.54,25,9.65,167,64.48,18004
18,5,119,12,10.08,4,3.36,5,4.2,98,82.35,18005
18,8,107,35,32.71,1,0.93,5,4.67,66,61.68,18008
18,9,200,39,19.5,3,1.5,19,9.5,139,69.5,18009
18,12,177,66,37.29,6,3.39,13,7.34,92,51.98,18012
18,14,235,52,22.13,7,2.98,13,5.53,163,69.36,18014
18,16,178,39,21.91,5,2.81,16,8.99,118,66.29,18016
18,18,281,29,10.32,3,1.07,15,5.34,234,83.27,18018
18,22,181,39,21.55,1,0.55,15,8.29,126,69.61,18022
18,33,145,18,12.41,1,0.69,5,3.45,121,83.45,18033
18,34,279,64,22.94,5,1.79,22,7.89,188,67.38,18034
18,35,212,61,28.77,3,1.42,8,3.77,140,66.04,18035
18,37,115,40,34.78,7,6.09,4,3.48,64,55.65,18037
18,40,244,65,26.64,7,2.87,10,4.1,162,66.39,18040
18,54,234,36,15.38,3,1.28,20,8.55,175,74.79,18054
19,1,277,224,80.87,4,1.44,6,2.17,43,15.52,19001
