ward,precinct,total,Kathaleen Theresa Lanahan,Kathaleen Theresa Lanahan Percent,Jonathan Clark Green,Jonathan Clark Green Percent,Michael I. O'Malley,Michael I. O'Malley Percent,Lori Ann Roper,Lori Ann Roper Percent,precinct_id
31,11,72,28,38.89,6,8.33,25,34.72,13,18.06,31011
31,12,81,28,34.57,14,17.28,25,30.86,14,17.28,31012
31,13,113,37,32.74,23,20.35,34,30.09,19,16.81,31013
31,14,96,36,37.5,15,15.63,32,33.33,13,13.54,31014
31,15,93,31,33.33,16,17.2,29,31.18,17,18.28,31015
31,16,152,76,50.0,22,14.47,22,14.47,32,21.05,31016
31,17,94,36,38.3,12,12.77,32,34.04,14,14.89,31017
31,18,95,32,33.68,23,24.21,22,23.16,18,18.95,31018
31,19,82,23,28.05,17,20.73,24,29.27,18,21.95,31019
31,20,100,35,35.0,19,19.0,33,33.0,13,13.0,31020
31,21,97,31,31.96,17,17.53,35,36.08,14,14.43,31021
31,22,83,25,30.12,18,21.69,26,31.33,14,16.87,31022
31,23,93,30,32.26,18,19.35,28,30.11,17,18.28,31023
31,24,144,33,22.92,58,40.28,35,24.31,18,12.5,31024
31,25,90,36,40.0,18,20.0,23,25.56,13,14.44,31025
31,26,110,40,36.36,25,22.73,32,29.09,13,11.82,31026
31,27,106,42,39.62,15,14.15,36,33.96,13,12.26,31027
31,28,80,37,46.25,17,21.25,15,18.75,11,13.75,31028
31,29,107,32,29.91,25,23.36,35,32.71,15,14.02,31029
31,30,72,37,51.39,13,18.06,10,13.89,12,16.67,31030
31,31,78,19,24.36,18,23.08,29,37.18,12,15.38,31031
31,32,61,24,39.34,11,18.03,18,29.51,8,13.11,31032
31,33,80,24,30.0,12,15.0,24,30.0,20,25.0,31033
31,34,98,40,40.82,18,18.37,27,27.55,13,13.27,31034
31,35,94,35,37.23,18,19.15,26,27.66,15,15.96,31035
31,36,129,46,35.66,28,21.71,30,23.26,25,19.38,31036
31,37,90,32,35.56,15,16.67,32,35.56,11,12.22,31037
31,38,78,29,37.18,20,25.64,18,23.08,11,14.1,31038
31,39,115,61,53.04,18,15.65,16,13.91,20,17.39,31039
31,40,109,41,37.61,18,16.51,18,16.51,32,29.36,31040
31,41,98,25,25.51,20,20.41,34,34.69,19,19.39,31041
32,1,216,107,49.54,38,17.59,32,14.81,39,18.06,32001
32,2,171,78,45.61,41,23.98,24,14.04,28,16.37,32002
32,3,255,132,51.76,48,18.82,23,9.02,52,20.39,32003
32,4,182,98,53.85,44,24.18,20,10.99,20,10.99,32004
32,5,186,96,51.61,35,18.82,21,11.29,34,18.28,32005
32,6,181,102,56.35,26,14.36,27,14.92,26,14.36,32006
32,7,182,101,55.49,44,24.18,19,10.44,18,9.89,32007
32,8,180,97,53.89,31,17.22,26,14.44,26,14.44,32008
32,9,165,71,43.03,24,14.55,37,22.42,33,20.0,32009
32,10,180,99,55.0,25,13.89,26,14.44,30,16.67,32010
32,11,239,135,56.49,42,17.57,28,11.72,34,14.23,32011
32,12,178,83,46.63,37,20.79,30,16.85,28,15.73,32012
32,13,156,81,51.92,30,19.23,16,10.26,29,18.59,32013
32,14,232,134,57.76,51,21.98,18,7.76,29,12.5,32014
32,15,174,86,49.43,33,18.97,29,16.67,26,14.94,32015
32,16,198,97,48.99,45,22.73,19,9.6,37,18.69,32016
32,17,226,122,53.98,35,15.49,24,10.62,45,19.91,32017
32,18,140,72,51.43,25,17.86,24,17.14,19,13.57,32018
32,19,156,83,53.21,25,16.03,17,10.9,31,19.87,32019
32,20,234,126,53.85,46,19.66,20,8.55,42,17.95,32020
32,21,203,94,46.31,44,21.67,21,10.34,44,21.67,32021
32,22,307,172,56.03,56,18.24,31,10.1,48,15.64,32022
32,23,152,82,53.95,26,17.11,19,12.5,25,16.45,32023
32,24,94,51,54.26,18,19.15,12,12.77,13,13.83,32024
32,25,181,90,49.72,31,17.13,23,12.71,37,20.44,32025
32,26,261,145,55.56,52,19.92,29,11.11,35,13.41,32026
32,27,167,96,57.49,27,16.17,16,9.58,28,16.77,32027
32,28,235,138,58.72,36,15.32,22,9.36,39,16.6,32028
32,29,219,108,49.32,41,18.72,32,14.61,38,17.35,32029
32,30,123,57,46.34,28,22.76,8,6.5,30,24.39,32030
32,31,180,88,48.89,41,22.78,28,15.56,23,12.78,32031
32,32,195,102,52.31,40,20.51,26,13.33,27,13.85,32032
32,33,193,91,47.15,38,19.69,32,16.58,32,16.58,32033
32,34,179,89,49.72,34,18.99,19,10.61,37,20.67,32034
32,35,149,86,57.72,21,14.09,14,9.4,28,18.79,32035
32,36,201,106,52.74,51,25.37,16,7.96,28,13.93,32036
32,37,160,66,41.25,33,20.63,22,13.75,39,24.38,32037
32,38,153,63,41.18,21,13.73,30,19.61,39,25.49,32038
32,39,177,83,46.89,28,15.82,32,18.08,34,19.21,32039
32,40,204,115,56.37,39,19.12,20,9.8,30,14.71,32040
32,41,176,90,51.14,27,15.34,21,11.93,38,21.59,32041
32,42,153,82,53.59,28,18.3,17,11.11,26,16.99,32042
32,43,194,102,52.58,34,17.53,26,13.4,32,16.49,32043
33,1,224,111,49.55,43,19.2,36,16.07,34,15.18,33001
33,2,275,135,49.09,47,17.09,38,13.82,55,20.0,33002
33,3,282,142,50.35,49,17.38,43,15.25,48,17.02,33003
33,4,256,114,44.53,45,17.58,42,16.41,55,21.48,33004
33,5,142,58,40.85,30,21.13,26,18.31,28,19.72,33005
33,6,192,84,43.75,31,16.15,46,23.96,31,16.15,33006
33,7,225,110,48.89,39,17.33,30,13.33,46,20.44,33007
33,8,338,200,59.17,46,13.61,35,10.36,57,16.86,33008
33,9,251,113,45.02,42,16.73,40,15.94,56,22.31,33009
33,10,206,86,41.75,31,15.05,48,23.3,41,19.9,33010
33,11,218,99,45.41,34,15.6,46,21.1,39,17.89,33011
33,12,196,83,42.35,34,17.35,50,25.51,29,14.8,33012
33,13,205,112,54.63,16,7.8,41,20.0,36,17.56,33013
33,14,90,50,55.56,12,13.33,11,12.22,17,18.89,33014
33,15,257,129,50.19,41,15.95,38,14.79,49,19.07,33015
33,16,288,132,45.83,46,15.97,61,21.18,49,17.01,33016
33,17,234,112,47.86,38,16.24,40,17.09,44,18.8,33017
33,18,249,107,42.97,51,20.48,42,16.87,49,19.68,33018
33,19,205,92,44.88,36,17.56,38,18.54,39,19.02,33019
33,20,240,121,50.42,41,17.08,31,12.92,47,19.58,33020
33,21,253,127,50.2,34,13.44,47,18.58,45,17.79,33021
33,22,219,96,43.84,40,18.26,44,20.09,39,17.81,33022
33,23,241,133,55.19,40,16.6,23,9.54,45,18.67,33023
33,24,402,234,58.21,51,12.69,48,11.94,69,17.16,33024
33,25,255,122,47.84,33,12.94,54,21.18,46,18.04,33025
33,26,148,83,56.08,20,13.51,23,15.54,22,14.86,33026
33,27,217,122,56.22,34,15.67,22,10.14,39,17.97,33027
33,28,192,104,54.17,24,12.5,21,10.94,43,22.4,33028
34,1,227,48,21.15,98,43.17,31,13.66,50,22.03,34001
34,2,173,43,24.86,70,40.46,25,14.45,35,20.23,34002
34,3,184,56,30.43,71,38.59,27,14.67,30,16.3,34003
34,4,133,36,27.07,44,33.08,23,17.29,30,22.56,34004
34,5,172,35,20.35,69,40.12,29,16.86,39,22.67,34005
34,6,219,45,20.55,78,35.62,29,13.24,67,30.59,34006
34,7,227,67,29.52,94,41.41,33,14.54,33,14.54,34007
34,8,160,42,26.25,56,35.0,23,14.38,39,24.38,34008
34,9,140,30,21.43,55,39.29,27,19.29,28,20.0,34009
34,10,205,60,29.27,81,39.51,23,11.22,41,20.0,34010
34,11,144,41,28.47,53,36.81,23,15.97,27,18.75,34011
34,12,204,46,22.55,101,49.51,22,10.78,35,17.16,34012
34,13,203,55,27.09,68,33.5,28,13.79,52,25.62,34013
34,14,145,49,33.79,49,33.79,27,18.62,20,13.79,34014
34,15,148,32,21.62,54,36.49,33,22.3,29,19.59,34015
34,16,166,50,30.12,54,32.53,26,15.66,36,21.69,34016
34,17,245,50,20.41,96,39.18,47,19.18,52,21.22,34017
34,18,159,46,28.93,54,33.96,36,22.64,23,14.47,34018
34,19,182,48,26.37,71,39.01,28,15.38,35,19.23,34019
34,20,250,45,18.0,124,49.6,28,11.2,53,21.2,34020
34,21,261,49,18.77,126,48.28,26,9.96,60,22.99,34021
34,22,203,42,20.69,89,43.84,29,14.29,43,21.18,34022
34,23,157,45,28.66,70,44.59,18,11.46,24,15.29,34023
34,24,170,36,21.18,63,37.06,32,18.82,39,22.94,34024
34,25,312,65,20.83,149,47.76,40,12.82,58,18.59,34025
34,26,224,55,24.55,93,41.52,32,14.29,44,19.64,34026
34,27,166,50,30.12,63,37.95,28,16.87,25,15.06,34027
34,28,120,30,25.0,62,51.67,21,17.5,7,5.83,34028
34,29,156,42,26.92,67,42.95,16,10.26,31,19.87,34029
34,30,219,62,28.31,74,33.79,24,10.96,59,26.94,34030
34,31,149,44,29.53,57,38.26,21,14.09,27,18.12,34031
34,32,175,47,26.86,64,36.57,34,19.43,30,17.14,34032
34,33,159,41,25.79,60,37.74,34,21.38,24,15.09,34033
34,34,224,49,21.88,91,40.63,38,16.96,46,20.54,34034
34,35,205,59,28.78,79,38.54,29,14.15,38,18.54,34035
34,36,201,40,19.9,99,49.25,24,11.94,38,18.91,34036
34,37,108,16,14.81,59,54.63,14,12.96,19,17.59,34037
34,38,73,13,17.81,32,43.84,19,26.03,9,12.33,34038
34,39,135,24,17.78,58,42.96,29,21.48,24,17.78,34039
34,40,210,60,28.57,81,38.57,32,15.24,37,17.62,34040
34,41,134,31,23.13,63,47.01,14,10.45,26,19.4,34041
34,42,227,66,29.07,91,40.09,26,11.45,44,19.38,34042
34,43,222,39,17.57,115,51.8,21,9.46,47,21.17,34043
34,44,225,61,27.11,109,48.44,24,10.67,31,13.78,34044
34,45,206,42,20.39,91,44.17,33,16.02,40,19.42,34045
34,46,148,29,19.59,68,45.95,30,20.27,21,14.19,34046
34,47,169,48,28.4,68,40.24,28,16.57,25,14.79,34047
34,48,246,53,21.54,109,44.31,31,12.6,53,21.54,34048
34,49,201,35,17.41,100,49.75,24,11.94,42,20.9,34049
34,50,143,35,24.48,59,41.26,29,20.28,20,13.99,34050
34,51,232,50,21.55,98,42.24,31,13.36,53,22.84,34051
34,52,165,42,25.45,77,46.67,15,9.09,31,18.79,34052
34,53,105,23,21.9,45,42.86,15,14.29,22,20.95,34053
35,1,169,88,52.07,30,17.75,24,14.2,27,15.98,35001
35,2,239,117,48.95,47,19.67,26,10.88,49,20.5,35002
35,3,180,89,49.44,34,18.89,23,12.78,34,18.89,35003
35,4,164,73,44.51,35,21.34,33,20.12,23,14.02,35004
35,5,158,63,39.87,29,18.35,36,22.78,30,18.99,35005
35,6,185,94,50.81,29,15.68,27,14.59,35,18.92,35006
35,7,194,101,52.06,31,15.98,21,10.82,41,21.13,35007
35,8,204,103,50.49,27,13.24,24,11.76,50,24.51,35008
35,9,156,66,42.31,32,20.51,37,23.72,21,13.46,35009
35,10,265,139,52.45,41,15.47,26,9.81,59,22.26,35010
35,11,192,106,55.21,37,19.27,22,11.46,27,14.06,35011
35,12,125,37,29.6,32,25.6,40,32.0,16,12.8,35012
35,13,122,33,27.05,23,18.85,41,33.61,25,20.49,35013
35,14,128,40,31.25,33,25.78,28,21.88,27,21.09,35014
35,15,207,92,44.44,41,19.81,36,17.39,38,18.36,35015
35,16,102,38,37.25,20,19.61,26,25.49,18,17.65,35016
35,17,187,109,58.29,25,13.37,18,9.63,35,18.72,35017
35,18,119,49,41.18,16,13.45,34,28.57,20,16.81,35018
35,19,87,28,32.18,16,18.39,24,27.59,19,21.84,35019
35,20,153,72,47.06,30,19.61,34,22.22,17,11.11,35020
35,21,161,70,43.48,28,17.39,37,22.98,26,16.15,35021
35,22,217,103,47.47,42,19.35,40,18.43,32,14.75,35022
35,23,188,82,43.62,36,19.15,32,17.02,38,20.21,35023
35,24,149,75,50.34,32,21.48,22,14.77,20,13.42,35024
35,25,201,112,55.72,22,10.95,22,10.95,45,22.39,35025
35,26,151,58,38.41,31,20.53,34,22.52,28,18.54,35026
35,27,159,73,45.91,25,15.72,30,18.87,31,19.5,35027
35,28,164,95,57.93,27,16.46,16,9.76,26,15.85,35028
35,29,121,45,37.19,20,16.53,28,23.14,28,23.14,35029
35,30,152,59,38.82,24,15.79,42,27.63,27,17.76,35030
35,31,198,83,41.92,29,14.65,44,22.22,42,21.21,35031
36,1,131,49,37.4,16,12.21,40,30.53,26,19.85,36001
36,2,110,37,33.64,27,24.55,32,29.09,14,12.73,36002
36,3,125,43,34.4,24,19.2,38,30.4,20,16.0,36003
36,4,102,34,33.33,18,17.65,33,32.35,17,16.67,36004
36,5,120,44,36.67,21,17.5,36,30.0,19,15.83,36005
36,6,101,37,36.63,11,10.89,33,32.67,20,19.8,36006
36,7,176,70,39.77,34,19.32,46,26.14,26,14.77,36007
36,8,98,34,34.69,12,12.24,29,29.59,23,23.47,36008
36,9,111,31,27.93,29,26.13,35,31.53,16,14.41,36009
36,10,150,61,40.67,24,16.0,35,23.33,30,20.0,36010
36,11,80,27,33.75,12,15.0,24,30.0,17,21.25,36011
36,12,72,30,41.67,10,13.89,29,40.28,3,4.17,36012
36,13,70,14,20.0,15,21.43,28,40.0,13,18.57,36013
36,14,145,59,40.69,14,9.66,39,26.9,33,22.76,36014
36,15,184,60,32.61,32,17.39,56,30.43,36,19.57,36015
36,16,156,67,42.95,26,16.67,40,25.64,23,14.74,36016
36,17,166,57,34.34,24,14.46,57,34.34,28,16.87,36017
36,18,145,53,36.55,26,17.93,39,26.9,27,18.62,36018
36,19,158,54,34.18,24,15.19,50,31.65,30,18.99,36019
36,20,134,55,41.04,21,15.67,27,20.15,31,23.13,36020
36,21,107,37,34.58,26,24.3,30,28.04,14,13.08,36021
36,22,90,22,24.44,23,25.56,25,27.78,20,22.22,36022
36,23,83,29,34.94,19,22.89,26,31.33,9,10.84,36023
36,24,111,33,29.73,20,18.02,35,31.53,23,20.72,36024
36,25,108,28,25.93,21,19.44,37,34.26,22,20.37,36025
36,26,109,39,35.78,23,21.1,36,33.03,11,10.09,36026
36,27,130,41,31.54,20,15.38,39,30.0,30,23.08,36027
36,28,97,44,45.36,8,8.25,28,28.87,17,17.53,36028
36,29,142,47,33.1,20,14.08,50,35.21,25,17.61,36029
36,30,122,41,33.61,17,13.93,43,35.25,21,17.21,36030
37,1,112,31,27.68,42,37.5,24,21.43,15,13.39,37001
37,2,100,28,28.0,35,35.0,25,25.0,12,12.0,37002
37,3,103,28,27.18,33,32.04,26,25.24,16,15.53,37003
37,4,110,26,23.64,44,40.0,26,23.64,14,12.73,37004
37,5,195,36,18.46,88,45.13,36,18.46,35,17.95,37005
37,6,155,35,22.58,56,36.13,33,21.29,31,20.0,37006
37,7,109,34,31.19,29,26.61,30,27.52,16,14.68,37007
37,8,108,24,22.22,33,30.56,38,35.19,13,12.04,37008
37,9,166,47,28.31,55,33.13,41,24.7,23,13.86,37009
37,10,164,40,24.39,63,38.41,31,18.9,30,18.29,37010
37,11,92,22,23.91,35,38.04,21,22.83,14,15.22,37011
37,12,94,26,27.66,24,25.53,26,27.66,18,19.15,37012
37,13,112,27,24.11,47,41.96,19,16.96,19,16.96,37013
37,14,164,52,31.71,61,37.2,26,15.85,25,15.24,37014
37,15,174,39,22.41,72,41.38,33,18.97,30,17.24,37015
37,16,163,41,25.15,64,39.26,31,19.02,27,16.56,37016
37,17,133,42,31.58,43,32.33,20,15.04,28,21.05,37017
37,18,153,32,20.92,58,37.91,38,24.84,25,16.34,37018
37,19,122,27,22.13,44,36.07,22,18.03,29,23.77,37019
37,20,122,32,26.23,45,36.89,31,25.41,14,11.48,37020
37,21,139,28,20.14,49,35.25,35,25.18,27,19.42,37021
37,22,111,37,33.33,32,28.83,31,27.93,11,9.91,37022
37,23,167,42,25.15,68,40.72,31,18.56,26,15.57,37023
37,24,185,51,27.57,58,31.35,50,27.03,26,14.05,37024
37,25,151,43,28.48,54,35.76,31,20.53,23,15.23,37025
37,26,214,56,26.17,83,38.79,44,20.56,31,14.49,37026
37,27,152,35,23.03,62,40.79,29,19.08,26,17.11,37027
37,28,127,31,24.41,57,44.88,25,19.69,14,11.02,37028
37,29,145,42,28.97,60,41.38,23,15.86,20,13.79,37029
37,30,141,40,28.37,43,30.5,29,20.57,29,20.57,37030
37,31,155,37,23.87,70,45.16,27,17.42,21,13.55,37031
37,32,156,40,25.64,66,42.31,20,12.82,30,19.23,37032
37,33,191,47,24.61,61,31.94,50,26.18,33,17.28,37033
37,34,139,44,31.65,51,36.69,37,26.62,7,5.04,37034
37,35,196,48,24.49,67,34.18,46,23.47,35,17.86,37035
37,36,135,33,24.44,42,31.11,34,25.19,26,19.26,37036
37,37,203,58,28.57,70,34.48,39,19.21,36,17.73,37037
37,38,196,42,21.43,95,48.47,33,16.84,26,13.27,37038
37,39,128,32,25.0,38,29.69,37,28.91,21,16.41,37039
37,40,186,49,26.34,70,37.63,39,20.97,28,15.05,37040
37,41,144,30,20.83,59,40.97,29,20.14,26,18.06,37041
38,1,140,62,44.29,24,17.14,32,22.86,22,15.71,38001
38,2,153,42,27.45,24,15.69,66,43.14,21,13.73,38002
38,3,130,42,32.31,21,16.15,45,34.62,22,16.92,38003
38,4,135,40,29.63,21,15.56,44,32.59,30,22.22,38004
38,5,132,43,32.58,17,12.88,59,44.7,13,9.85,38005
38,6,114,38,33.33,9,7.89,46,40.35,21,18.42,38006
38,7,125,29,23.2,29,23.2,48,38.4,19,15.2,38007
38,8,126,50,39.68,16,12.7,40,31.75,20,15.87,38008
38,9,155,61,39.35,20,12.9,49,31.61,25,16.13,38009
38,10,116,39,33.62,24,20.69,36,31.03,17,14.66,38010
38,11,161,56,34.78,36,22.36,50,31.06,19,11.8,38011
38,12,132,39,29.55,11,8.33,61,46.21,21,15.91,38012
38,13,156,49,31.41,22,14.1,55,35.26,30,19.23,38013
38,14,159,65,40.88,26,16.35,44,27.67,24,15.09,38014
38,15,132,44,33.33,31,23.48,39,29.55,18,13.64,38015
38,16,143,47,32.87,23,16.08,48,33.57,25,17.48,38016
38,17,156,46,29.49,21,13.46,68,43.59,21,13.46,38017
38,18,153,62,40.52,26,16.99,53,34.64,12,7.84,38018
38,19,195,68,34.87,25,12.82,70,35.9,32,16.41,38019
38,20,146,40,27.4,19,13.01,66,45.21,21,14.38,38020
38,21,135,54,40.0,20,14.81,43,31.85,18,13.33,38021
38,22,168,73,43.45,34,20.24,39,23.21,22,13.1,38022
38,23,169,62,36.69,29,17.16,48,28.4,30,17.75,38023
38,24,140,60,42.86,14,10.0,48,34.29,18,12.86,38024
38,25,127,55,43.31,8,6.3,45,35.43,19,14.96,38025
38,26,147,56,38.1,19,12.93,52,35.37,20,13.61,38026
38,27,130,45,34.62,13,10.0,43,33.08,29,22.31,38027
38,28,164,58,35.37,18,10.98,60,36.59,28,17.07,38028
38,29,157,47,29.94,31,19.75,52,33.12,27,17.2,38029
38,30,136,39,28.68,21,15.44,50,36.76,26,19.12,38030
38,31,177,65,36.72,32,18.08,51,28.81,29,16.38,38031
38,32,126,37,29.37,32,25.4,36,28.57,21,16.67,38032
38,33,148,63,42.57,17,11.49,47,31.76,21,14.19,38033
38,34,145,71,48.97,20,13.79,29,20.0,25,17.24,38034
38,35,150,60,40.0,20,13.33,49,32.67,21,14.0,38035
38,36,134,53,39.55,24,17.91,39,29.1,18,13.43,38036
38,37,150,55,36.67,15,10.0,58,38.67,22,14.67,38037
38,38,132,55,41.67,16,12.12,37,28.03,24,18.18,38038
38,39,184,77,41.85,21,11.41,56,30.43,30,16.3,38039
38,40,172,54,31.4,24,13.95,55,31.98,39,22.67,38040
38,41,193,78,40.41,33,17.1,56,29.02,26,13.47,38041
39,1,200,90,45.0,21,10.5,61,30.5,28,14.0,39001
39,2,185,70,37.84,66,35.68,30,16.22,19,10.27,39002
39,3,232,106,45.69,44,18.97,40,17.24,42,18.1,39003
39,4,191,73,38.22,30,15.71,59,30.89,29,15.18,39004
39,5,171,75,43.86,41,23.98,36,21.05,19,11.11,39005
39,6,190,73,38.42,31,16.32,57,30.0,29,15.26,39006
39,7,145,55,37.93,33,22.76,40,27.59,17,11.72,39007
39,8,181,68,37.57,28,15.47,60,33.15,25,13.81,39008
39,9,161,64,39.75,26,16.15,48,29.81,23,14.29,39009
39,10,94,41,43.62,7,7.45,23,24.47,23,24.47,39010
39,11,149,47,31.54,29,19.46,56,37.58,17,11.41,39011
39,12,219,97,44.29,35,15.98,45,20.55,42,19.18,39012
39,13,123,37,30.08,30,24.39,36,29.27,20,16.26,39013
39,14,141,50,35.46,29,20.57,34,24.11,28,19.86,39014
39,15,177,65,36.72,26,14.69,65,36.72,21,11.86,39015
39,16,128,47,36.72,32,25.0,30,23.44,19,14.84,39016
39,17,229,115,50.22,40,17.47,40,17.47,34,14.85,39017
39,18,194,84,43.3,42,21.65,33,17.01,35,18.04,39018
39,19,192,74,38.54,33,17.19,50,26.04,35,18.23,39019
39,20,210,65,30.95,34,16.19,85,40.48,26,12.38,39020
39,21,153,45,29.41,19,12.42,72,47.06,17,11.11,39021
39,22,128,46,35.94,34,26.56,22,17.19,26,20.31,39022
39,23,202,88,43.56,37,18.32,53,26.24,24,11.88,39023
39,24,206,78,37.86,27,13.11,75,36.41,26,12.62,39024
39,25,148,69,46.62,22,14.86,29,19.59,28,18.92,39025
39,26,145,41,28.28,28,19.31,58,40.0,18,12.41,39026
39,27,42,20,47.62,7,16.67,11,26.19,4,9.52,39027
39,28,263,120,45.63,50,19.01,47,17.87,46,17.49,39028
39,29,93,34,36.56,21,22.58,24,25.81,14,15.05,39029
39,30,221,112,50.68,50,22.62,24,10.86,35,15.84,39030
39,31,165,69,41.82,27,16.36,37,22.42,32,19.39,39031
39,32,142,44,30.99,25,17.61,49,34.51,24,16.9,39032
39,33,189,95,50.26,35,18.52,35,18.52,24,12.7,39033
39,34,175,76,43.43,30,17.14,39,22.29,30,17.14,39034
39,35,167,65,38.92,53,31.74,28,16.77,21,12.57,39035
39,36,55,26,47.27,9,16.36,14,25.45,6,10.91,39036
39,37,226,120,53.1,37,16.37,44,19.47,25,11.06,39037
39,38,124,44,35.48,30,24.19,28,22.58,22,17.74,39038
39,39,106,44,41.51,17,16.04,22,20.75,23,21.7,39039
39,40,160,67,41.88,30,18.75,42,26.25,21,13.13,39040
39,41,202,90,44.55,43,21.29,50,24.75,19,9.41,39041
39,42,238,95,39.92,27,11.34,100,42.02,16,6.72,39042
39,43,202,84,41.58,38,18.81,57,28.22,23,11.39,39043
39,44,138,64,46.38,29,21.01,33,23.91,12,8.7,39044
39,45,187,71,37.97,29,15.51,57,30.48,30,16.04,39045
40,1,155,60,38.71,29,18.71,41,26.45,25,16.13,40001
40,2,181,79,43.65,33,18.23,35,19.34,34,18.78,40002
40,3,284,151,53.17,62,21.83,34,11.97,37,13.03,40003
40,4,115,54,46.96,29,25.22,19,16.52,13,11.3,40004
40,5,234,108,46.15,58,24.79,30,12.82,38,16.24,40005
40,6,260,167,64.23,26,10.0,22,8.46,45,17.31,40006
40,7,251,129,51.39,46,18.33,37,14.74,39,15.54,40007
40,8,299,171,57.19,54,18.06,26,8.7,48,16.05,40008
40,9,147,46,31.29,32,21.77,40,27.21,29,19.73,40009
40,10,160,74,46.25,34,21.25,34,21.25,18,11.25,40010
40,11,224,96,42.86,56,25.0,28,12.5,44,19.64,40011
40,12,154,84,54.55,38,24.68,13,8.44,19,12.34,40012
40,13,342,180,52.63,75,21.93,28,8.19,59,17.25,40013
40,14,130,42,32.31,25,19.23,37,28.46,26,20.0,40014
40,15,181,77,42.54,42,23.2,29,16.02,33,18.23,40015
40,16,282,172,60.99,53,18.79,19,6.74,38,13.48,40016
40,17,193,99,51.3,34,17.62,31,16.06,29,15.03,40017
40,18,138,54,39.13,33,23.91,23,16.67,28,20.29,40018
40,19,219,92,42.01,44,20.09,38,17.35,45,20.55,40019
40,20,173,76,43.93,40,23.12,30,17.34,27,15.61,40020
40,21,267,140,52.43,38,14.23,37,13.86,52,19.48,40021
40,22,224,129,57.59,39,17.41,35,15.63,21,9.38,40022
40,23,281,152,54.09,57,20.28,24,8.54,48,17.08,40023
40,24,144,64,44.44,27,18.75,29,20.14,24,16.67,40024
40,25,263,150,57.03,46,17.49,13,4.94,54,20.53,40025
40,26,234,123,52.56,37,15.81,34,14.53,40,17.09,40026
40,27,276,128,46.38,51,18.48,46,16.67,51,18.48,40027
40,28,250,96,38.4,84,33.6,30,12.0,40,16.0,40028
40,29,221,115,52.04,40,18.1,33,14.93,33,14.93,40029
40,30,204,85,41.67,61,29.9,33,16.18,25,12.25,40030
40,31,267,131,49.06,55,20.6,23,8.61,58,21.72,40031
40,32,262,137,52.29,52,19.85,27,10.31,46,17.56,40032
40,33,274,142,51.82,57,20.8,26,9.49,49,17.88,40033
40,34,155,78,50.32,34,21.94,23,14.84,20,12.9,40034
40,35,116,45,38.79,29,25.0,25,21.55,17,14.66,40035
40,36,192,81,42.19,55,28.65,25,13.02,31,16.15,40036
40,37,201,84,41.79,46,22.89,41,20.4,30,14.93,40037
40,38,298,173,58.05,49,16.44,23,7.72,53,17.79,40038
40,39,46,13,28.26,7,15.22,16,34.78,10,21.74,40039
41,1,139,43,30.94,22,15.83,58,41.73,16,11.51,41001
41,2,175,51,29.14,25,14.29,83,47.43,16,9.14,41002
41,3,170,59,34.71,24,14.12,61,35.88,26,15.29,41003
41,4,204,74,36.27,26,12.75,81,39.71,23,11.27,41004
41,5,183,63,34.43,25,13.66,67,36.61,28,15.3,41005
41,6,241,102,42.32,31,12.86,78,32.37,30,12.45,41006
41,7,191,74,38.74,30,15.71,69,36.13,18,9.42,41007
41,8,169,48,28.4,23,13.61,69,40.83,29,17.16,41008
41,9,159,74,46.54,14,8.81,47,29.56,24,15.09,41009
41,10,246,85,34.55,35,14.23,101,41.06,25,10.16,41010
41,11,191,55,28.8,35,18.32,85,44.5,16,8.38,41011
41,12,147,46,31.29,39,26.53,46,31.29,16,10.88,41012
41,13,162,65,40.12,16,9.88,60,37.04,21,12.96,41013
41,14,214,95,44.39,23,10.75,64,29.91,32,14.95,41014
41,15,226,64,28.32,43,19.03,97,42.92,22,9.73,41015
41,16,144,47,32.64,27,18.75,51,35.42,19,13.19,41016
41,17,188,55,29.26,27,14.36,74,39.36,32,17.02,41017
41,18,147,39,26.53,18,12.24,72,48.98,18,12.24,41018
41,19,210,103,49.05,28,13.33,54,25.71,25,11.9,41019
41,20,127,45,35.43,13,10.24,43,33.86,26,20.47,41020
41,21,174,62,35.63,15,8.62,72,41.38,25,14.37,41021
41,22,224,72,32.14,36,16.07,88,39.29,28,12.5,41022
41,23,133,38,28.57,15,11.28,62,46.62,18,13.53,41023
41,24,120,38,31.67,16,13.33,52,43.33,14,11.67,41024
41,25,77,30,38.96,14,18.18,23,29.87,10,12.99,41025
41,26,184,77,41.85,23,12.5,57,30.98,27,14.67,41026
41,27,98,24,24.49,16,16.33,39,39.8,19,19.39,41027
41,28,117,36,30.77,22,18.8,32,27.35,27,23.08,41028
41,29,87,40,45.98,17,19.54,19,21.84,11,12.64,41029
41,30,155,66,42.58,13,8.39,51,32.9,25,16.13,41030
41,31,208,83,39.9,12,5.77,74,35.58,39,18.75,41031
41,32,151,46,30.46,23,15.23,63,41.72,19,12.58,41032
41,33,146,49,33.56,17,11.64,63,43.15,17,11.64,41033
41,34,156,52,33.33,18,11.54,65,41.67,21,13.46,41034
41,35,220,70,31.82,23,10.45,96,43.64,31,14.09,41035
41,36,173,76,43.93,16,9.25,54,31.21,27,15.61,41036
41,37,184,54,29.35,29,15.76,78,42.39,23,12.5,41037
41,38,160,59,36.88,18,11.25,63,39.38,20,12.5,41038
