ward,precinct,total,Danny K. Davis,Danny K. Davis Percent,Anthony V. Clark,Anthony V. Clark Percent,precinct_id
3,21,312,244,78.21,68,21.79,03021
3,22,249,161,64.66,88,35.34,03022
3,23,172,146,84.88,26,15.12,03023
3,24,241,204,84.65,37,15.35,03024
3,25,363,248,68.32,115,31.68,03025
3,26,336,249,74.11,87,25.89,03026
3,27,263,174,66.16,89,33.84,03027
3,28,191,169,88.48,22,11.52,03028
3,29,244,202,82.79,42,17.21,03029
3,30,123,104,84.55,19,15.45,03030
3,31,282,233,82.62,49,17.38,03031
3,32,262,195,74.43,67,25.57,03032
3,33,221,130,58.82,91,41.18,03033
3,34,293,193,65.87,100,34.13,03034
3,35,6,5,83.33,1,16.67,03035
3,36,136,116,85.29,20,14.71,03036
3,37,208,167,80.29,41,19.71,03037
3,39,297,182,61.28,115,38.72,03039
3,40,270,222,82.22,48,17.78,03040
4,2,284,184,64.79,100,35.21,04002
4,4,331,279,84.29,52,15.71,04004
4,5,301,234,77.74,67,22.26,04005
4,6,380,317,83.42,63,16.58,04006
4,7,403,330,81.89,73,18.11,04007
4,8,39,34,87.18,5,12.82,04008
4,10,366,285,77.87,81,22.13,04010
4,11,147,130,88.44,17,11.56,04011
4,13,174,97,55.75,77,44.25,04013
4,14,42,39,92.86,3,7.14,04014
4,15,96,70,72.92,26,27.08,04015
4,16,313,207,66.13,106,33.87,04016
4,17,295,168,56.95,127,43.05,04017
4,20,258,165,63.95,93,36.05,04020
4,21,251,162,64.54,89,35.46,04021
4,22,11,9,81.82,2,18.18,04022
4,25,263,176,66.92,87,33.08,04025
4,28,169,137,81.07,32,18.93,04028
4,29,72,59,81.94,13,18.06,04029
4,30,38,27,71.05,11,28.95,04030
4,34,271,222,81.92,49,18.08,04034
4,35,356,286,80.34,70,19.66,04035
4,36,155,125,80.65,30,19.35,04036
4,37,352,214,60.8,138,39.2,04037
6,21,98,85,86.73,13,13.27,06021
11,2,16,13,81.25,3,18.75,11002
11,6,252,146,57.94,106,42.06,11006
11,7,172,113,65.7,59,34.3,11007
11,14,82,54,65.85,28,34.15,11014
11,30,99,63,63.64,36,36.36,11030
11,33,201,125,62.19,76,37.81,11033
11,34,81,45,55.56,36,44.44,11034
11,35,51,36,70.59,15,29.41,11035
11,36,76,42,55.26,34,44.74,11036
11,37,47,38,80.85,9,19.15,11037
12,10,33,20,60.61,13,39.39,12010
12,15,99,70,70.71,29,29.29,12015
12,18,8,5,62.5,3,37.5,12018
15,2,107,89,83.18,18,16.82,15002
15,3,114,94,82.46,20,17.54,15003
15,7,111,85,76.58,26,23.42,15007
15,13,14,10,71.43,4,28.57,15013
15,14,21,10,47.62,11,52.38,15014
15,16,2,1,50.0,1,50.0,15016
15,17,152,132,86.84,20,13.16,15017
15,18,95,85,89.47,10,10.53,15018
15,20,115,98,85.22,17,14.78,15020
15,21,124,110,88.71,14,11.29,15021
15,22,115,90,78.26,25,21.74,15022
15,23,134,114,85.07,20,14.93,15023
15,24,110,98,89.09,12,10.91,15024
16,2,157,129,82.17,28,17.83,16002
16,3,112,97,86.61,15,13.39,16003
16,4,123,104,84.55,19,15.45,16004
16,5,104,84,80.77,20,19.23,16005
16,6,145,123,84.83,22,15.17,16006
16,7,125,99,79.2,26,20.8,16007
16,8,92,72,78.26,20,21.74,16008
16,9,13,11,84.62,2,15.38,16009
16,10,120,102,85.0,18,15.0,16010
16,11,112,91,81.25,21,18.75,16011
16,12,106,90,84.91,16,15.09,16012
16,13,108,80,74.07,28,25.93,16013
16,14,115,98,85.22,17,14.78,16014
16,15,153,128,83.66,25,16.34,16015
16,16,156,141,90.38,15,9.62,16016
16,17,131,96,73.28,35,26.72,16017
16,18,128,110,85.94,18,14.06,16018
16,19,113,88,77.88,25,22.12,16019
16,20,125,104,83.2,21,16.8,16020
16,21,118,95,80.51,23,19.49,16021
16,22,113,105,92.92,8,7.08,16022
16,23,9,5,55.56,4,44.44,16023
16,24,80,70,87.5,10,12.5,16024
16,25,165,135,81.82,30,18.18,16025
16,26,135,117,86.67,18,13.33,16026
16,27,121,101,83.47,20,16.53,16027
16,29,115,94,81.74,21,18.26,16029
16,31,131,121,92.37,10,7.63,16031
16,33,123,99,80.49,24,19.51,16033
16,34,85,74,87.06,11,12.94,16034
16,35,113,71,62.83,42,37.17,16035
16,36,112,94,83.93,18,16.07,16036
17,6,87,71,81.61,16,18.39,17006
17,7,112,82,73.21,30,26.79,17007
17,8,0,0,0.0,0,0.0,17008
17,12,171,117,68.42,54,31.58,17012
17,13,161,139,86.34,22,13.66,17013
17,14,182,131,71.98,51,28.02,17014
17,16,42,31,73.81,11,26.19,17016
17,19,108,87,80.56,21,19.44,17019
17,25,3,3,100.0,0,0.0,17025
17,31,102,91,89.22,11,10.78,17031
17,33,54,40,74.07,14,25.93,17033
17,35,107,90,84.11,17,15.89,17035
17,36,32,27,84.38,5,15.63,17036
20,2,76,65,85.53,11,14.47,20002
20,4,61,51,83.61,10,16.39,20004
20,6,79,69,87.34,10,12.66,20006
20,11,162,128,79.01,34,20.99,20011
20,15,50,34,68.0,16,32.0,20015
20,17,91,73,80.22,18,19.78,20017
20,20,109,69,63.3,40,36.7,20020
20,21,108,84,77.78,24,22.22,20021
20,25,130,111,85.38,19,14.62,20025
20,27,23,18,78.26,5,21.74,20027
20,30,91,74,81.32,17,18.68,20030
20,31,160,130,81.25,30,18.75,20031
20,32,156,140,89.74,16,10.26,20032
20,36,59,48,81.36,11,18.64,20036
20,37,0,0,0.0,0,0.0,20037
20,38,63,50,79.37,13,20.63,20038
20,39,18,17,94.44,1,5.56,20039
22,14,70,51,72.86,19,27.14,22014
22,15,7,2,28.57,5,71.43,22015
22,19,37,31,83.78,6,16.22,22019
22,21,188,168,89.36,20,10.64,22021
23,17,31,22,70.97,9,29.03,23017
23,19,45,28,62.22,17,37.78,23019
23,31,53,30,56.6,23,43.4,23031
24,1,151,131,86.75,20,13.25,24001
24,2,146,133,91.1,13,8.9,24002
24,3,144,125,86.81,19,13.19,24003
24,4,119,104,87.39,15,12.61,24004
24,5,81,72,88.89,9,11.11,24005
24,6,163,143,87.73,20,12.27,24006
24,7,92,48,52.17,44,47.83,24007
24,8,79,70,88.61,9,11.39,24008
24,9,124,100,80.65,24,19.35,24009
24,10,73,65,89.04,8,10.96,24010
24,11,158,135,85.44,23,14.56,24011
24,12,87,70,80.46,17,19.54,24012
24,13,64,58,90.63,6,9.38,24013
24,14,131,117,89.31,14,10.69,24014
24,15,69,65,94.2,4,5.8,24015
24,16,71,51,71.83,20,28.17,24016
24,17,132,115,87.12,17,12.88,24017
24,18,171,156,91.23,15,8.77,24018
24,19,200,176,88.0,24,12.0,24019
24,20,118,106,89.83,12,10.17,24020
24,21,67,55,82.09,12,17.91,24021
24,22,191,162,84.82,29,15.18,24022
24,23,121,99,81.82,22,18.18,24023
24,24,178,151,84.83,27,15.17,24024
24,25,122,116,95.08,6,4.92,24025
24,26,267,243,91.01,24,8.99,24026
24,27,169,141,83.43,28,16.57,24027
24,28,129,111,86.05,18,13.95,24028
24,29,131,114,87.02,17,12.98,24029
24,30,96,82,85.42,14,14.58,24030
24,31,173,151,87.28,22,12.72,24031
24,32,89,75,84.27,14,15.73,24032
24,33,86,74,86.05,12,13.95,24033
24,34,139,122,87.77,17,12.23,24034
24,35,124,109,87.9,15,12.1,24035
24,36,198,165,83.33,33,16.67,24036
24,37,92,86,93.48,6,6.52,24037
24,38,143,118,82.52,25,17.48,24038
24,39,196,163,83.16,33,16.84,24039
24,40,158,139,87.97,19,12.03,24040
24,41,134,117,87.31,17,12.69,24041
25,3,198,105,53.03,93,46.97,25003
25,4,173,122,70.52,51,29.48,25004
25,6,63,51,80.95,12,19.05,25006
25,10,203,126,62.07,77,37.93,25010
25,14,88,65,73.86,23,26.14,25014
25,16,173,97,56.07,76,43.93,25016
25,18,96,67,69.79,29,30.21,25018
25,20,135,108,80.0,27,20.0,25020
25,21,305,182,59.67,123,40.33,25021
25,25,165,111,67.27,54,32.73,25025
25,27,152,89,58.55,63,41.45,25027
25,29,197,151,76.65,46,23.35,25029
25,31,191,123,64.4,68,35.6,25031
26,1,89,46,51.69,43,48.31,26001
26,3,180,97,53.89,83,46.11,26003
26,4,96,65,67.71,31,32.29,26004
26,10,105,71,67.62,34,32.38,26010
26,17,113,56,49.56,57,50.44,26017
26,19,94,68,72.34,26,27.66,26019
26,21,173,106,61.27,67,38.73,26021
26,27,82,44,53.66,38,46.34,26027
26,28,95,52,54.74,43,45.26,26028
26,33,157,95,60.51,62,39.49,26033
26,36,86,46,53.49,40,46.51,26036
26,39,82,48,58.54,34,41.46,26039
26,45,7,6,85.71,1,14.29,26045
26,46,89,48,53.93,41,46.07,26046
27,1,178,110,61.8,68,38.2,27001
27,2,195,142,72.82,53,27.18,27002
27,3,114,94,82.46,20,17.54,27003
27,4,104,69,66.35,35,33.65,27004
27,5,144,123,85.42,21,14.58,27005
27,6,160,113,70.63,47,29.38,27006
27,8,129,96,74.42,33,25.58,27008
27,9,81,54,66.67,27,33.33,27009
27,10,241,214,88.8,27,11.2,27010
27,11,145,92,63.45,53,36.55,27011
27,13,215,188,87.44,27,12.56,27013
27,14,89,76,85.39,13,14.61,27014
27,15,94,77,81.91,17,18.09,27015
27,16,113,66,58.41,47,41.59,27016
27,17,167,140,83.83,27,16.17,27017
27,18,137,108,78.83,29,21.17,27018
27,19,78,64,82.05,14,17.95,27019
27,20,97,75,77.32,22,22.68,27020
27,21,134,94,70.15,40,29.85,27021
27,22,117,99,84.62,18,15.38,27022
27,23,157,139,88.54,18,11.46,27023
27,24,101,84,83.17,17,16.83,27024
27,25,173,123,71.1,50,28.9,27025
27,26,172,145,84.3,27,15.7,27026
27,27,173,135,78.03,38,21.97,27027
27,28,96,69,71.88,27,28.13,27028
27,29,101,85,84.16,16,15.84,27029
27,30,102,88,86.27,14,13.73,27030
27,31,167,139,83.23,28,16.77,27031
27,32,157,115,73.25,42,26.75,27032
27,33,147,102,69.39,45,30.61,27033
27,34,148,135,91.22,13,8.78,27034
27,35,155,98,63.23,57,36.77,27035
27,36,145,116,80.0,29,20.0,27036
27,37,208,172,82.69,36,17.31,27037
27,38,296,219,73.99,77,26.01,27038
27,39,158,133,84.18,25,15.82,27039
27,40,163,110,67.48,53,32.52,27040
27,41,201,182,90.55,19,9.45,27041
27,42,78,70,89.74,8,10.26,27042
27,43,109,91,83.49,18,16.51,27043
27,44,119,102,85.71,17,14.29,27044
27,45,233,149,63.95,84,36.05,27045
27,47,157,135,85.99,22,14.01,27047
27,48,242,180,74.38,62,25.62,27048
27,49,135,116,85.93,19,14.07,27049
27,50,184,160,86.96,24,13.04,27050
28,1,111,95,85.59,16,14.41,28001
28,2,138,111,80.43,27,19.57,28002
28,3,130,113,86.92,17,13.08,28003
28,4,99,57,57.58,42,42.42,28004
28,5,121,103,85.12,18,14.88,28005
28,6,111,84,75.68,27,24.32,28006
28,7,144,130,90.28,14,9.72,28007
28,8,119,75,63.03,44,36.97,28008
28,9,152,126,82.89,26,17.11,28009
28,10,204,149,73.04,55,26.96,28010
28,11,242,143,59.09,99,40.91,28011
28,12,159,142,89.31,17,10.69,28012
28,13,173,153,88.44,20,11.56,28013
28,14,147,131,89.12,16,10.88,28014
28,15,50,47,94.0,3,6.0,28015
28,16,101,84,83.17,17,16.83,28016
28,17,121,104,85.95,17,14.05,28017
28,18,144,123,85.42,21,14.58,28018
28,19,141,97,68.79,44,31.21,28019
28,20,155,128,82.58,27,17.42,28020
28,21,138,119,86.23,19,13.77,28021
28,22,145,120,82.76,25,17.24,28022
28,23,172,156,90.7,16,9.3,28023
28,24,136,115,84.56,21,15.44,28024
28,25,249,221,88.76,28,11.24,28025
28,26,169,149,88.17,20,11.83,28026
28,27,155,101,65.16,54,34.84,28027
28,28,200,128,64.0,72,36.0,28028
28,29,67,57,85.07,10,14.93,28029
28,30,38,37,97.37,1,2.63,28030
28,31,272,229,84.19,43,15.81,28031
28,32,150,128,85.33,22,14.67,28032
28,33,181,157,86.74,24,13.26,28033
28,34,220,191,86.82,29,13.18,28034
28,35,162,148,91.36,14,8.64,28035
28,36,83,74,89.16,9,10.84,28036
28,37,195,170,87.18,25,12.82,28037
28,38,76,68,89.47,8,10.53,28038
28,39,104,89,85.58,15,14.42,28039
28,40,204,182,89.22,22,10.78,28040
28,41,120,102,85.0,18,15.0,28041
28,42,170,144,84.71,26,15.29,28042
28,43,197,169,85.79,28,14.21,28043
28,44,119,108,90.76,11,9.24,28044
28,45,122,78,63.93,44,36.07,28045
28,46,249,159,63.86,90,36.14,28046
29,1,298,213,71.48,85,28.52,29001
29,2,297,258,86.87,39,13.13,29002
29,3,201,162,80.6,39,19.4,29003
29,4,256,225,87.89,31,12.11,29004
29,5,150,129,86.0,21,14.0,29005
29,6,171,151,88.3,20,11.7,29006
29,7,242,187,77.27,55,22.73,29007
29,8,139,115,82.73,24,17.27,29008
29,9,3,2,66.67,1,33.33,29009
29,10,287,176,61.32,111,38.68,29010
29,11,133,108,81.2,25,18.8,29011
29,12,262,215,82.06,47,17.94,29012
29,13,216,193,89.35,23,10.65,29013
29,14,197,171,86.8,26,13.2,29014
29,15,255,213,83.53,42,16.47,29015
29,16,232,160,68.97,72,31.03,29016
29,17,214,186,86.92,28,13.08,29017
29,18,219,175,79.91,44,20.09,29018
29,19,233,181,77.68,52,22.32,29019
29,20,253,208,82.21,45,17.79,29020
29,21,233,205,87.98,28,12.02,29021
29,22,170,132,77.65,38,22.35,29022
29,24,208,171,82.21,37,17.79,29024
29,25,278,223,80.22,55,19.78,29025
29,26,241,192,79.67,49,20.33,29026
29,27,191,155,81.15,36,18.85,29027
29,28,258,213,82.56,45,17.44,29028
29,33,202,167,82.67,35,17.33,29033
29,34,113,81,71.68,32,28.32,29034
29,35,160,130,81.25,30,18.75,29035
29,36,195,155,79.49,40,20.51,29036
29,37,218,181,83.03,37,16.97,29037
29,40,260,222,85.38,38,14.62,29040
29,41,155,129,83.23,26,16.77,29041
29,42,217,197,90.78,20,9.22,29042
29,43,186,130,69.89,56,30.11,29043
29,44,269,227,84.39,42,15.61,29044
36,5,125,81,64.8,44,35.2,36005
36,21,80,56,70.0,24,30.0,36021
37,1,142,102,71.83,40,28.17,37001
37,2,114,85,74.56,29,25.44,37002
37,3,118,96,81.36,22,18.64,37003
37,4,125,101,80.8,24,19.2,37004
37,5,207,174,84.06,33,15.94,37005
37,6,179,152,84.92,27,15.08,37006
37,7,118,87,73.73,31,26.27,37007
37,8,120,98,81.67,22,18.33,37008
37,9,190,159,83.68,31,16.32,37009
37,10,181,147,81.22,34,18.78,37010
37,11,108,94,87.04,14,12.96,37011
37,12,103,81,78.64,22,21.36,37012
37,13,129,109,84.5,20,15.5,37013
37,14,196,172,87.76,24,12.24,37014
37,15,195,176,90.26,19,9.74,37015
37,16,184,149,80.98,35,19.02,37016
37,17,157,137,87.26,20,12.74,37017
37,18,178,151,84.83,27,15.17,37018
37,19,140,114,81.43,26,18.57,37019
37,20,135,123,91.11,12,8.89,37020
37,21,168,144,85.71,24,14.29,37021
37,22,130,105,80.77,25,19.23,37022
37,23,188,160,85.11,28,14.89,37023
37,24,200,173,86.5,27,13.5,37024
37,25,168,146,86.9,22,13.1,37025
37,26,228,197,86.4,31,13.6,37026
37,27,178,154,86.52,24,13.48,37027
37,28,152,121,79.61,31,20.39,37028
37,29,177,136,76.84,41,23.16,37029
37,30,167,141,84.43,26,15.57,37030
37,31,177,148,83.62,29,16.38,37031
37,32,175,147,84.0,28,16.0,37032
37,33,218,192,88.07,26,11.93,37033
37,34,156,137,87.82,19,12.18,37034
37,35,211,178,84.36,33,15.64,37035
37,36,154,135,87.66,19,12.34,37036
37,37,230,195,84.78,35,15.22,37037
37,38,222,192,86.49,30,13.51,37038
37,39,160,135,84.38,25,15.63,37039
37,40,206,178,86.41,28,13.59,37040
37,41,165,141,85.45,24,14.55,37041
42,1,209,156,74.64,53,25.36,42001
42,2,150,101,67.33,49,32.67,42002
42,3,196,125,63.78,71,36.22,42003
42,4,257,166,64.59,91,35.41,42004
42,5,141,87,61.7,54,38.3,42005
42,6,280,182,65.0,98,35.0,42006
42,7,226,149,65.93,77,34.07,42007
42,8,206,136,66.02,70,33.98,42008
42,9,181,101,55.8,80,44.2,42009
42,10,229,146,63.76,83,36.24,42010
42,11,144,101,70.14,43,29.86,42011
42,12,206,126,61.17,80,38.83,42012
42,13,243,162,66.67,81,33.33,42013
42,14,158,100,63.29,58,36.71,42014
42,15,134,86,64.18,48,35.82,42015
42,16,197,132,67.01,65,32.99,42016
42,17,234,148,63.25,86,36.75,42017
42,18,127,77,60.63,50,39.37,42018
42,19,246,171,69.51,75,30.49,42019
42,20,132,75,56.82,57,43.18,42020
42,21,151,87,57.62,64,42.38,42021
42,22,84,53,63.1,31,36.9,42022
42,23,181,116,64.09,65,35.91,42023
42,24,188,132,70.21,56,29.79,42024
42,25,152,88,57.89,64,42.11,42025
42,26,190,120,63.16,70,36.84,42026
42,27,173,120,69.36,53,30.64,42027
42,28,258,176,68.22,82,31.78,42028
42,29,177,99,55.93,78,44.07,42029
42,30,199,121,60.8,78,39.2,42030
42,31,190,129,67.89,61,32.11,42031
42,32,119,75,63.03,44,36.97,42032
42,33,206,125,60.68,81,39.32,42033
42,34,173,113,65.32,60,34.68,42034
42,35,267,170,63.67,97,36.33,42035
42,36,239,134,56.07,105,43.93,42036
42,37,106,70,66.04,36,33.96,42037
42,38,141,97,68.79,44,31.21,42038
42,39,164,103,62.8,61,37.2,42039
42,40,215,133,61.86,82,38.14,42040
42,41,173,111,64.16,62,35.84,42041
42,42,250,159,63.6,91,36.4,42042
43,1,120,86,71.67,34,28.33,43001
43,5,20,13,65.0,7,35.0,43005
43,9,26,18,69.23,8,30.77,43009
43,33,233,155,66.52,78,33.48,43033
43,35,256,172,67.19,84,32.81,43035
43,45,133,86,64.66,47,35.34,43045
