ward,precinct,total,Michael J. Madigan,Michael J. Madigan Percent,precinct_id
22,2,177,177,100.0,22002
22,8,175,175,100.0,22008
22,12,134,134,100.0,22012
22,23,192,192,100.0,22023
23,1,137,137,100.0,23001
23,2,127,127,100.0,23002
23,3,129,129,100.0,23003
23,4,157,157,100.0,23004
23,5,143,143,100.0,23005
23,6,129,129,100.0,23006
23,7,120,120,100.0,23007
23,8,163,163,100.0,23008
23,9,60,60,100.0,23009
23,10,176,176,100.0,23010
23,11,152,152,100.0,23011
23,12,118,118,100.0,23012
23,14,116,116,100.0,23014
23,15,100,100,100.0,23015
23,16,140,140,100.0,23016
23,17,47,47,100.0,23017
23,18,109,109,100.0,23018
23,19,81,81,100.0,23019
23,20,70,70,100.0,23020
23,21,130,130,100.0,23021
23,22,131,131,100.0,23022
23,23,126,126,100.0,23023
23,25,123,123,100.0,23025
23,26,136,136,100.0,23026
23,27,107,107,100.0,23027
23,28,133,133,100.0,23028
23,29,130,130,100.0,23029
23,30,173,173,100.0,23030
23,31,55,55,100.0,23031
23,32,138,138,100.0,23032
23,33,140,140,100.0,23033
23,34,74,74,100.0,23034
23,35,83,83,100.0,23035
23,36,122,122,100.0,23036
23,37,122,122,100.0,23037
23,38,112,112,100.0,23038
23,39,8,8,100.0,23039
