ward,precinct,total,Amanda Moira Pillsbury,Amanda Moira Pillsbury Percent,Preston Jones Jr.,Preston Jones Jr. Percent,Keely Patricia Hillison,Keely Patricia Hillison Percent,Ioana Salajanu,Ioana Salajanu Percent,precinct_id
20,22,221,31,14.03,124,56.11,37,16.74,29,13.12,20022
20,23,159,40,25.16,76,47.8,30,18.87,13,8.18,20023
20,24,165,25,15.15,92,55.76,26,15.76,22,13.33,20024
20,25,102,20,19.61,52,50.98,20,19.61,10,9.8,20025
20,26,215,31,14.42,134,62.33,32,14.88,18,8.37,20026
20,27,83,22,26.51,42,50.6,10,12.05,9,10.84,20027
20,28,114,21,18.42,60,52.63,22,19.3,11,9.65,20028
20,29,229,40,17.47,129,56.33,44,19.21,16,6.99,20029
20,30,82,19,23.17,43,52.44,13,15.85,7,8.54,20030
20,31,170,40,23.53,79,46.47,29,17.06,22,12.94,20031
20,32,126,23,18.25,68,53.97,22,17.46,13,10.32,20032
20,33,135,30,22.22,59,43.7,38,28.15,8,5.93,20033
20,34,203,29,14.29,116,57.14,39,19.21,19,9.36,20034
20,35,65,18,27.69,27,41.54,13,20.0,7,10.77,20035
20,36,52,11,21.15,21,40.38,15,28.85,5,9.62,20036
20,37,56,6,10.71,31,55.36,10,17.86,9,16.07,20037
20,38,53,8,15.09,25,47.17,13,24.53,7,13.21,20038
20,39,19,4,21.05,11,57.89,2,10.53,2,10.53,20039
21,1,209,25,11.96,145,69.38,31,14.83,8,3.83,21001
21,2,137,26,18.98,87,63.5,19,13.87,5,3.65,21002
21,3,217,33,15.21,133,61.29,42,19.35,9,4.15,21003
21,4,187,31,16.58,109,58.29,37,19.79,10,5.35,21004
21,5,239,36,15.06,166,69.46,23,9.62,14,5.86,21005
21,6,156,32,20.51,86,55.13,29,18.59,9,5.77,21006
21,7,219,32,14.61,155,70.78,27,12.33,5,2.28,21007
21,8,209,37,17.7,131,62.68,33,15.79,8,3.83,21008
21,9,233,38,16.31,153,65.67,32,13.73,10,4.29,21009
21,10,177,26,14.69,117,66.1,26,14.69,8,4.52,21010
21,11,171,29,16.96,120,70.18,16,9.36,6,3.51,21011
21,12,165,22,13.33,119,72.12,18,10.91,6,3.64,21012
21,13,193,41,21.24,112,58.03,30,15.54,10,5.18,21013
21,14,247,32,12.96,162,65.59,45,18.22,8,3.24,21014
21,15,160,24,15.0,98,61.25,32,20.0,6,3.75,21015
21,16,176,30,17.05,120,68.18,20,11.36,6,3.41,21016
21,17,152,19,12.5,106,69.74,20,13.16,7,4.61,21017
21,18,215,28,13.02,138,64.19,37,17.21,12,5.58,21018
21,19,208,26,12.5,139,66.83,33,15.87,10,4.81,21019
21,20,152,39,25.66,79,51.97,22,14.47,12,7.89,21020
21,21,175,22,12.57,118,67.43,26,14.86,9,5.14,21021
21,22,181,29,16.02,121,66.85,23,12.71,8,4.42,21022
21,23,176,26,14.77,120,68.18,22,12.5,8,4.55,21023
21,24,218,26,11.93,150,68.81,26,11.93,16,7.34,21024
21,25,187,21,11.23,126,67.38,30,16.04,10,5.35,21025
21,26,169,33,19.53,93,55.03,32,18.93,11,6.51,21026
21,27,180,20,11.11,124,68.89,26,14.44,10,5.56,21027
21,28,230,34,14.78,149,64.78,39,16.96,8,3.48,21028
21,29,214,34,15.89,135,63.08,35,16.36,10,4.67,21029
21,30,158,15,9.49,103,65.19,30,18.99,10,6.33,21030
21,31,162,25,15.43,113,69.75,19,11.73,5,3.09,21031
21,32,191,32,16.75,127,66.49,26,13.61,6,3.14,21032
21,33,174,26,14.94,120,68.97,20,11.49,8,4.6,21033
21,34,167,31,18.56,106,63.47,20,11.98,10,5.99,21034
21,35,243,28,11.52,176,72.43,30,12.35,9,3.7,21035
21,36,197,31,15.74,125,63.45,33,16.75,8,4.06,21036
21,37,173,25,14.45,112,64.74,32,18.5,4,2.31,21037
21,38,172,35,20.35,99,57.56,22,12.79,16,9.3,21038
21,39,129,23,17.83,75,58.14,22,17.05,9,6.98,21039
21,40,178,26,14.61,122,68.54,23,12.92,7,3.93,21040
21,41,189,30,15.87,128,67.72,21,11.11,10,5.29,21041
21,42,217,44,20.28,130,59.91,34,15.67,9,4.15,21042
21,43,186,38,20.43,123,66.13,18,9.68,7,3.76,21043
21,44,196,23,11.73,137,69.9,24,12.24,12,6.12,21044
21,45,167,21,12.57,122,73.05,16,9.58,8,4.79,21045
21,46,207,35,16.91,143,69.08,24,11.59,5,2.42,21046
21,47,151,23,15.23,88,58.28,29,19.21,11,7.28,21047
21,48,182,32,17.58,107,58.79,32,17.58,11,6.04,21048
21,49,238,33,13.87,160,67.23,37,15.55,8,3.36,21049
21,50,168,27,16.07,104,61.9,27,16.07,10,5.95,21050
21,51,184,19,10.33,128,69.57,28,15.22,9,4.89,21051
21,52,193,39,20.21,120,62.18,32,16.58,2,1.04,21052
21,53,153,27,17.65,100,65.36,22,14.38,4,2.61,21053
21,54,177,39,22.03,96,54.24,36,20.34,6,3.39,21054
22,1,126,22,17.46,77,61.11,19,15.08,8,6.35,22001
22,2,218,85,38.99,63,28.9,39,17.89,31,14.22,22002
22,3,222,97,43.69,57,25.68,41,18.47,27,12.16,22003
22,4,132,53,40.15,47,35.61,20,15.15,12,9.09,22004
22,5,125,42,33.6,46,36.8,27,21.6,10,8.0,22005
22,6,135,56,41.48,42,31.11,20,14.81,17,12.59,22006
22,7,98,35,35.71,31,31.63,16,16.33,16,16.33,22007
22,8,226,71,31.42,80,35.4,53,23.45,22,9.73,22008
22,9,111,49,44.14,35,31.53,15,13.51,12,10.81,22009
22,10,192,77,40.1,71,36.98,27,14.06,17,8.85,22010
22,11,129,56,43.41,39,30.23,18,13.95,16,12.4,22011
22,12,166,68,40.96,38,22.89,38,22.89,22,13.25,22012
22,13,153,62,40.52,50,32.68,30,19.61,11,7.19,22013
22,14,130,50,38.46,48,36.92,21,16.15,11,8.46,22014
22,15,107,51,47.66,28,26.17,20,18.69,8,7.48,22015
22,16,104,42,40.38,37,35.58,16,15.38,9,8.65,22016
22,17,176,56,31.82,73,41.48,27,15.34,20,11.36,22017
22,18,125,55,44.0,41,32.8,15,12.0,14,11.2,22018
22,19,55,13,23.64,30,54.55,8,14.55,4,7.27,22019
22,20,138,62,44.93,27,19.57,30,21.74,19,13.77,22020
22,21,169,30,17.75,109,64.5,24,14.2,6,3.55,22021
22,22,125,52,41.6,35,28.0,24,19.2,14,11.2,22022
22,23,242,42,17.36,153,63.22,31,12.81,16,6.61,22023
22,24,158,72,45.57,47,29.75,27,17.09,12,7.59,22024
22,25,146,62,42.47,41,28.08,26,17.81,17,11.64,22025
23,1,155,69,44.52,45,29.03,27,17.42,14,9.03,23001
23,2,141,70,49.65,31,21.99,25,17.73,15,10.64,23002
23,3,153,73,47.71,28,18.3,34,22.22,18,11.76,23003
23,4,178,75,42.13,36,20.22,42,23.6,25,14.04,23004
23,5,156,67,42.95,35,22.44,32,20.51,22,14.1,23005
23,6,154,61,39.61,41,26.62,35,22.73,17,11.04,23006
23,7,132,64,48.48,27,20.45,25,18.94,16,12.12,23007
23,8,182,84,46.15,43,23.63,32,17.58,23,12.64,23008
23,9,143,56,39.16,44,30.77,21,14.69,22,15.38,23009
23,10,185,91,49.19,44,23.78,36,19.46,14,7.57,23010
23,11,161,72,44.72,43,26.71,29,18.01,17,10.56,23011
23,12,158,69,43.67,46,29.11,22,13.92,21,13.29,23012
23,13,123,54,43.9,40,32.52,14,11.38,15,12.2,23013
23,14,148,64,43.24,35,23.65,31,20.95,18,12.16,23014
23,15,136,62,45.59,33,24.26,32,23.53,9,6.62,23015
23,16,162,83,51.23,29,17.9,30,18.52,20,12.35,23016
23,17,78,37,47.44,18,23.08,16,20.51,7,8.97,23017
23,18,127,72,56.69,19,14.96,21,16.54,15,11.81,23018
23,19,132,54,40.91,32,24.24,25,18.94,21,15.91,23019
23,20,91,39,42.86,20,21.98,20,21.98,12,13.19,23020
23,21,172,93,54.07,28,16.28,35,20.35,16,9.3,23021
23,22,154,61,39.61,36,23.38,39,25.32,18,11.69,23022
23,23,147,63,42.86,33,22.45,37,25.17,14,9.52,23023
23,24,137,56,40.88,40,29.2,26,18.98,15,10.95,23024
23,25,139,62,44.6,30,21.58,29,20.86,18,12.95,23025
23,26,160,63,39.38,36,22.5,37,23.13,24,15.0,23026
23,27,154,68,44.16,32,20.78,36,23.38,18,11.69,23027
23,28,147,71,48.3,34,23.13,30,20.41,12,8.16,23028
23,29,134,62,46.27,29,21.64,30,22.39,13,9.7,23029
23,30,179,87,48.6,48,26.82,32,17.88,12,6.7,23030
23,31,112,49,43.75,23,20.54,23,20.54,17,15.18,23031
23,32,158,61,38.61,51,32.28,32,20.25,14,8.86,23032
23,33,157,78,49.68,33,21.02,28,17.83,18,11.46,23033
23,34,130,63,48.46,33,25.38,16,12.31,18,13.85,23034
23,35,101,38,37.62,20,19.8,23,22.77,20,19.8,23035
23,36,142,58,40.85,39,27.46,29,20.42,16,11.27,23036
23,37,164,73,44.51,38,23.17,34,20.73,19,11.59,23037
23,38,125,71,56.8,12,9.6,30,24.0,12,9.6,23038
23,39,148,62,41.89,35,23.65,23,15.54,28,18.92,23039
24,1,127,25,19.69,76,59.84,18,14.17,8,6.3,24001
24,2,120,21,17.5,67,55.83,28,23.33,4,3.33,24002
24,3,103,21,20.39,59,57.28,18,17.48,5,4.85,24003
24,4,107,29,27.1,53,49.53,21,19.63,4,3.74,24004
24,5,62,16,25.81,36,58.06,6,9.68,4,6.45,24005
24,6,126,18,14.29,82,65.08,20,15.87,6,4.76,24006
24,7,86,32,37.21,32,37.21,10,11.63,12,13.95,24007
24,8,62,9,14.52,38,61.29,13,20.97,2,3.23,24008
24,9,100,19,19.0,46,46.0,29,29.0,6,6.0,24009
24,10,64,6,9.38,40,62.5,15,23.44,3,4.69,24010
24,11,116,25,21.55,65,56.03,20,17.24,6,5.17,24011
24,12,66,9,13.64,40,60.61,11,16.67,6,9.09,24012
24,13,52,11,21.15,27,51.92,12,23.08,2,3.85,24013
24,14,92,15,16.3,49,53.26,22,23.91,6,6.52,24014
24,15,52,10,19.23,31,59.62,9,17.31,2,3.85,24015
24,16,183,60,32.79,65,35.52,29,15.85,29,15.85,24016
24,17,104,20,19.23,61,58.65,21,20.19,2,1.92,24017
24,18,145,28,19.31,83,57.24,29,20.0,5,3.45,24018
24,19,176,25,14.2,99,56.25,42,23.86,10,5.68,24019
24,20,102,22,21.57,55,53.92,16,15.69,9,8.82,24020
24,21,57,17,29.82,28,49.12,10,17.54,2,3.51,24021
24,22,154,40,25.97,74,48.05,30,19.48,10,6.49,24022
24,23,96,22,22.92,47,48.96,23,23.96,4,4.17,24023
24,24,152,36,23.68,75,49.34,34,22.37,7,4.61,24024
24,25,102,21,20.59,61,59.8,15,14.71,5,4.9,24025
24,26,215,49,22.79,125,58.14,34,15.81,7,3.26,24026
24,27,153,26,16.99,106,69.28,18,11.76,3,1.96,24027
24,28,103,20,19.42,63,61.17,16,15.53,4,3.88,24028
24,29,107,16,14.95,68,63.55,15,14.02,8,7.48,24029
24,30,78,12,15.38,45,57.69,15,19.23,6,7.69,24030
24,31,128,16,12.5,82,64.06,24,18.75,6,4.69,24031
24,32,70,8,11.43,45,64.29,15,21.43,2,2.86,24032
24,33,77,12,15.58,47,61.04,14,18.18,4,5.19,24033
24,34,118,24,20.34,61,51.69,27,22.88,6,5.08,24034
24,35,107,23,21.5,61,57.01,21,19.63,2,1.87,24035
24,36,169,27,15.98,102,60.36,36,21.3,4,2.37,24036
24,37,77,10,12.99,53,68.83,11,14.29,3,3.9,24037
24,38,122,21,17.21,75,61.48,20,16.39,6,4.92,24038
24,39,164,46,28.05,76,46.34,32,19.51,10,6.1,24039
24,40,128,26,20.31,82,64.06,17,13.28,3,2.34,24040
24,41,107,14,13.08,68,63.55,22,20.56,3,2.8,24041
25,1,167,71,42.51,49,29.34,15,8.98,32,19.16,25001
25,2,202,59,29.21,76,37.62,25,12.38,42,20.79,25002
25,3,171,41,23.98,84,49.12,17,9.94,29,16.96,25003
25,4,140,35,25.0,69,49.29,25,17.86,11,7.86,25004
25,5,197,59,29.95,61,30.96,27,13.71,50,25.38,25005
25,6,60,19,31.67,22,36.67,12,20.0,7,11.67,25006
25,7,186,72,38.71,64,34.41,9,4.84,41,22.04,25007
25,8,189,79,41.8,45,23.81,27,14.29,38,20.11,25008
25,9,161,54,33.54,60,37.27,21,13.04,26,16.15,25009
25,10,173,40,23.12,97,56.07,22,12.72,14,8.09,25010
25,11,201,69,34.33,67,33.33,28,13.93,37,18.41,25011
25,12,169,51,30.18,61,36.09,18,10.65,39,23.08,25012
25,13,179,68,37.99,63,35.2,21,11.73,27,15.08,25013
25,14,87,19,21.84,43,49.43,12,13.79,13,14.94,25014
25,15,138,55,39.86,38,27.54,21,15.22,24,17.39,25015
25,16,149,36,24.16,88,59.06,14,9.4,11,7.38,25016
25,17,210,70,33.33,76,36.19,32,15.24,32,15.24,25017
25,18,65,21,32.31,25,38.46,10,15.38,9,13.85,25018
25,19,193,71,36.79,67,34.72,21,10.88,34,17.62,25019
25,20,99,25,25.25,43,43.43,16,16.16,15,15.15,25020
25,21,257,67,26.07,124,48.25,26,10.12,40,15.56,25021
25,22,162,61,37.65,47,29.01,23,14.2,31,19.14,25022
25,23,236,81,34.32,81,34.32,34,14.41,40,16.95,25023
25,24,182,61,33.52,64,35.16,21,11.54,36,19.78,25024
25,25,147,42,28.57,66,44.9,18,12.24,21,14.29,25025
25,26,159,61,38.36,51,32.08,21,13.21,26,16.35,25026
25,27,141,37,26.24,75,53.19,12,8.51,17,12.06,25027
25,28,208,71,34.13,72,34.62,27,12.98,38,18.27,25028
25,29,160,37,23.13,83,51.88,28,17.5,12,7.5,25029
25,30,181,75,41.44,52,28.73,20,11.05,34,18.78,25030
25,31,153,45,29.41,63,41.18,23,15.03,22,14.38,25031
25,32,149,68,45.64,34,22.82,22,14.77,25,16.78,25032
26,1,159,47,29.56,74,46.54,15,9.43,23,14.47,26001
26,2,141,42,29.79,64,45.39,20,14.18,15,10.64,26002
26,3,169,35,20.71,84,49.7,22,13.02,28,16.57,26003
26,4,91,35,38.46,27,29.67,15,16.48,14,15.38,26004
26,5,132,30,22.73,54,40.91,19,14.39,29,21.97,26005
26,6,111,39,35.14,45,40.54,10,9.01,17,15.32,26006
26,7,142,34,23.94,67,47.18,20,14.08,21,14.79,26007
26,8,74,20,27.03,30,40.54,9,12.16,15,20.27,26008
26,9,130,51,39.23,41,31.54,14,10.77,24,18.46,26009
26,10,127,29,22.83,60,47.24,10,7.87,28,22.05,26010
26,11,136,49,36.03,41,30.15,21,15.44,25,18.38,26011
26,12,134,40,29.85,52,38.81,11,8.21,31,23.13,26012
26,13,65,28,43.08,20,30.77,7,10.77,10,15.38,26013
26,14,98,32,32.65,35,35.71,11,11.22,20,20.41,26014
26,15,59,27,45.76,15,25.42,8,13.56,9,15.25,26015
26,16,74,38,51.35,25,33.78,10,13.51,1,1.35,26016
26,17,99,25,25.25,48,48.48,11,11.11,15,15.15,26017
26,18,90,32,35.56,28,31.11,21,23.33,9,10.0,26018
26,19,83,32,38.55,33,39.76,12,14.46,6,7.23,26019
26,20,120,33,27.5,53,44.17,16,13.33,18,15.0,26020
26,21,159,38,23.9,79,49.69,17,10.69,25,15.72,26021
26,22,55,21,38.18,17,30.91,7,12.73,10,18.18,26022
26,23,81,35,43.21,20,24.69,9,11.11,17,20.99,26023
26,24,123,46,37.4,44,35.77,15,12.2,18,14.63,26024
26,25,118,32,27.12,55,46.61,16,13.56,15,12.71,26025
26,26,80,8,10.0,37,46.25,18,22.5,17,21.25,26026
26,27,173,37,21.39,87,50.29,17,9.83,32,18.5,26027
26,28,198,63,31.82,94,47.47,18,9.09,23,11.62,26028
26,29,89,25,28.09,34,38.2,14,15.73,16,17.98,26029
26,30,104,26,25.0,51,49.04,14,13.46,13,12.5,26030
26,31,63,28,44.44,21,33.33,4,6.35,10,15.87,26031
26,32,143,44,30.77,53,37.06,18,12.59,28,19.58,26032
26,33,143,44,30.77,55,38.46,24,16.78,20,13.99,26033
26,34,182,44,24.18,88,48.35,20,10.99,30,16.48,26034
26,35,133,39,29.32,53,39.85,17,12.78,24,18.05,26035
26,36,108,17,15.74,56,51.85,12,11.11,23,21.3,26036
26,37,126,32,25.4,59,46.83,17,13.49,18,14.29,26037
26,38,49,17,34.69,17,34.69,11,22.45,4,8.16,26038
26,39,138,35,25.36,64,46.38,21,15.22,18,13.04,26039
26,40,91,27,29.67,35,38.46,10,10.99,19,20.88,26040
26,41,135,43,31.85,57,42.22,13,9.63,22,16.3,26041
26,42,106,34,32.08,43,40.57,10,9.43,19,17.92,26042
26,43,60,29,48.33,13,21.67,10,16.67,8,13.33,26043
26,44,90,42,46.67,27,30.0,12,13.33,9,10.0,26044
26,45,52,15,28.85,22,42.31,10,19.23,5,9.62,26045
26,46,78,22,28.21,32,41.03,14,17.95,10,12.82,26046
26,47,68,28,41.18,24,35.29,8,11.76,8,11.76,26047
26,48,129,38,29.46,47,36.43,18,13.95,26,20.16,26048
26,49,63,27,42.86,18,28.57,9,14.29,9,14.29,26049
27,1,158,28,17.72,91,57.59,21,13.29,18,11.39,27001
27,2,147,32,21.77,75,51.02,28,19.05,12,8.16,27002
27,3,83,21,25.3,49,59.04,10,12.05,3,3.61,27003
27,4,85,15,17.65,41,48.24,16,18.82,13,15.29,27004
27,5,124,31,25.0,69,55.65,16,12.9,8,6.45,27005
27,6,138,32,23.19,76,55.07,16,11.59,14,10.14,27006
27,7,207,54,26.09,94,45.41,21,10.14,38,18.36,27007
27,8,112,25,22.32,65,58.04,17,15.18,5,4.46,27008
27,9,66,16,24.24,30,45.45,8,12.12,12,18.18,27009
27,10,201,39,19.4,107,53.23,46,22.89,9,4.48,27010
27,11,125,30,24.0,61,48.8,18,14.4,16,12.8,27011
27,12,85,14,16.47,49,57.65,13,15.29,9,10.59,27012
27,13,267,63,23.6,130,48.69,49,18.35,25,9.36,27013
27,14,74,15,20.27,41,55.41,14,18.92,4,5.41,27014
27,15,80,21,26.25,40,50.0,14,17.5,5,6.25,27015
27,16,86,26,30.23,38,44.19,6,6.98,16,18.6,27016
27,17,138,26,18.84,70,50.72,27,19.57,15,10.87,27017
27,18,108,25,23.15,54,50.0,23,21.3,6,5.56,27018
27,19,67,11,16.42,36,53.73,17,25.37,3,4.48,27019
27,20,88,24,27.27,46,52.27,13,14.77,5,5.68,27020
27,21,117,34,29.06,60,51.28,12,10.26,11,9.4,27021
27,22,94,21,22.34,47,50.0,23,24.47,3,3.19,27022
27,23,137,30,21.9,79,57.66,23,16.79,5,3.65,27023
27,24,97,23,23.71,51,52.58,14,14.43,9,9.28,27024
27,25,143,35,24.48,75,52.45,24,16.78,9,6.29,27025
27,26,136,19,13.97,75,55.15,31,22.79,11,8.09,27026
27,27,162,32,19.75,91,56.17,29,17.9,10,6.17,27027
27,28,87,30,34.48,32,36.78,18,20.69,7,8.05,27028
27,29,93,23,24.73,47,50.54,12,12.9,11,11.83,27029
27,30,83,19,22.89,41,49.4,15,18.07,8,9.64,27030
27,31,138,30,21.74,74,53.62,28,20.29,6,4.35,27031
27,32,130,24,18.46,68,52.31,24,18.46,14,10.77,27032
27,33,134,24,17.91,78,58.21,17,12.69,15,11.19,27033
27,34,113,23,20.35,66,58.41,19,16.81,5,4.42,27034
27,35,153,28,18.3,84,54.9,14,9.15,27,17.65,27035
27,36,134,17,12.69,82,61.19,22,16.42,13,9.7,27036
27,37,162,44,27.16,81,50.0,26,16.05,11,6.79,27037
27,38,260,75,28.85,116,44.62,47,18.08,22,8.46,27038
27,39,139,25,17.99,85,61.15,20,14.39,9,6.47,27039
27,40,182,39,21.43,102,56.04,20,10.99,21,11.54,27040
27,41,170,37,21.76,101,59.41,27,15.88,5,2.94,27041
27,42,112,20,17.86,69,61.61,15,13.39,8,7.14,27042
27,43,100,26,26.0,47,47.0,17,17.0,10,10.0,27043
27,44,112,21,18.75,68,60.71,15,13.39,8,7.14,27044
27,45,195,49,25.13,97,49.74,24,12.31,25,12.82,27045
27,46,81,26,32.1,39,48.15,9,11.11,7,8.64,27046
27,47,129,27,20.93,75,58.14,21,16.28,6,4.65,27047
27,48,199,42,21.11,100,50.25,39,19.6,18,9.05,27048
27,49,113,25,22.12,61,53.98,23,20.35,4,3.54,27049
27,50,143,27,18.88,85,59.44,24,16.78,7,4.9,27050
28,1,89,17,19.1,56,62.92,11,12.36,5,5.62,28001
28,2,113,21,18.58,69,61.06,18,15.93,5,4.42,28002
28,3,110,14,12.73,63,57.27,25,22.73,8,7.27,28003
28,4,80,19,23.75,35,43.75,13,16.25,13,16.25,28004
28,5,106,30,28.3,51,48.11,19,17.92,6,5.66,28005
28,6,90,17,18.89,53,58.89,9,10.0,11,12.22,28006
28,7,122,20,16.39,75,61.48,25,20.49,2,1.64,28007
28,8,102,23,22.55,46,45.1,17,16.67,16,15.69,28008
28,9,137,27,19.71,76,55.47,30,21.9,4,2.92,28009
28,10,169,42,24.85,87,51.48,18,10.65,22,13.02,28010
28,11,212,56,26.42,95,44.81,29,13.68,32,15.09,28011
28,12,133,28,21.05,80,60.15,19,14.29,6,4.51,28012
28,13,123,18,14.63,71,57.72,29,23.58,5,4.07,28013
28,14,127,31,24.41,78,61.42,16,12.6,2,1.57,28014
28,15,38,8,21.05,21,55.26,7,18.42,2,5.26,28015
28,16,86,15,17.44,53,61.63,16,18.6,2,2.33,28016
28,17,101,16,15.84,72,71.29,9,8.91,4,3.96,28017
28,18,104,24,23.08,62,59.62,15,14.42,3,2.88,28018
28,19,123,37,30.08,51,41.46,17,13.82,18,14.63,28019
28,20,119,30,25.21,66,55.46,15,12.61,8,6.72,28020
28,21,114,21,18.42,66,57.89,19,16.67,8,7.02,28021
28,22,122,26,21.31,71,58.2,18,14.75,7,5.74,28022
28,23,140,23,16.43,90,64.29,22,15.71,5,3.57,28023
28,24,116,21,18.1,63,54.31,24,20.69,8,6.9,28024
28,25,210,39,18.57,132,62.86,32,15.24,7,3.33,28025
28,26,142,27,19.01,85,59.86,25,17.61,5,3.52,28026
28,27,129,21,16.28,68,52.71,12,9.3,28,21.71,28027
28,28,173,45,26.01,82,47.4,18,10.4,28,16.18,28028
28,29,61,10,16.39,37,60.66,11,18.03,3,4.92,28029
28,30,32,5,15.63,17,53.13,10,31.25,0,0.0,28030
28,31,227,52,22.91,113,49.78,47,20.7,15,6.61,28031
28,32,121,20,16.53,67,55.37,25,20.66,9,7.44,28032
28,33,152,26,17.11,96,63.16,26,17.11,4,2.63,28033
28,34,189,38,20.11,112,59.26,22,11.64,17,8.99,28034
28,35,146,29,19.86,97,66.44,17,11.64,3,2.05,28035
28,36,60,9,15.0,39,65.0,10,16.67,2,3.33,28036
28,37,167,31,18.56,109,65.27,17,10.18,10,5.99,28037
28,38,55,8,14.55,36,65.45,10,18.18,1,1.82,28038
28,39,84,19,22.62,49,58.33,15,17.86,1,1.19,28039
28,40,187,31,16.58,124,66.31,26,13.9,6,3.21,28040
28,41,119,26,21.85,72,60.5,13,10.92,8,6.72,28041
28,42,138,31,22.46,84,60.87,21,15.22,2,1.45,28042
28,43,147,29,19.73,88,59.86,25,17.01,5,3.4,28043
28,44,96,18,18.75,50,52.08,22,22.92,6,6.25,28044
28,45,104,22,21.15,51,49.04,15,14.42,16,15.38,28045
28,46,217,43,19.82,115,53.0,23,10.6,36,16.59,28046
29,1,265,65,24.53,127,47.92,45,16.98,28,10.57,29001
29,2,261,42,16.09,152,58.24,48,18.39,19,7.28,29002
29,3,176,46,26.14,91,51.7,29,16.48,10,5.68,29003
29,4,219,46,21.0,128,58.45,33,15.07,12,5.48,29004
29,5,129,22,17.05,69,53.49,31,24.03,7,5.43,29005
29,6,146,40,27.4,78,53.42,23,15.75,5,3.42,29006
29,7,214,34,15.89,130,60.75,35,16.36,15,7.01,29007
29,8,120,29,24.17,66,55.0,17,14.17,8,6.67,29008
29,9,218,59,27.06,101,46.33,30,13.76,28,12.84,29009
29,10,239,53,22.18,108,45.19,43,17.99,35,14.64,29010
29,11,106,25,23.58,54,50.94,16,15.09,11,10.38,29011
29,12,234,48,20.51,137,58.55,26,11.11,23,9.83,29012
29,13,172,32,18.6,102,59.3,32,18.6,6,3.49,29013
29,14,178,28,15.73,118,66.29,28,15.73,4,2.25,29014
29,15,235,38,16.17,152,64.68,33,14.04,12,5.11,29015
29,16,210,42,20.0,138,65.71,18,8.57,12,5.71,29016
29,17,194,37,19.07,123,63.4,25,12.89,9,4.64,29017
29,18,193,40,20.73,114,59.07,31,16.06,8,4.15,29018
29,19,208,37,17.79,139,66.83,23,11.06,9,4.33,29019
29,20,210,33,15.71,128,60.95,38,18.1,11,5.24,29020
29,21,188,35,18.62,101,53.72,36,19.15,16,8.51,29021
29,22,146,33,22.6,72,49.32,18,12.33,23,15.75,29022
29,23,179,61,34.08,58,32.4,37,20.67,23,12.85,29023
29,24,180,30,16.67,107,59.44,35,19.44,8,4.44,29024
29,25,228,45,19.74,134,58.77,37,16.23,12,5.26,29025
29,26,204,43,21.08,122,59.8,31,15.2,8,3.92,29026
29,27,160,33,20.63,95,59.38,27,16.88,5,3.13,29027
29,28,228,41,17.98,136,59.65,39,17.11,12,5.26,29028
29,29,136,58,42.65,37,27.21,17,12.5,24,17.65,29029
29,30,247,73,29.55,109,44.13,45,18.22,20,8.1,29030
29,31,125,43,34.4,48,38.4,23,18.4,11,8.8,29031
29,32,103,46,44.66,28,27.18,19,18.45,10,9.71,29032
29,33,148,30,20.27,85,57.43,21,14.19,12,8.11,29033
29,34,95,31,32.63,42,44.21,13,13.68,9,9.47,29034
29,35,132,25,18.94,76,57.58,25,18.94,6,4.55,29035
29,36,168,33,19.64,111,66.07,17,10.12,7,4.17,29036
29,37,185,33,17.84,122,65.95,22,11.89,8,4.32,29037
29,38,131,52,39.69,38,29.01,20,15.27,21,16.03,29038
29,39,130,54,41.54,36,27.69,21,16.15,19,14.62,29039
29,40,221,47,21.27,121,54.75,41,18.55,12,5.43,29040
29,41,136,30,22.06,81,59.56,19,13.97,6,4.41,29041
29,42,180,37,20.56,105,58.33,29,16.11,9,5.0,29042
29,43,239,56,23.43,119,49.79,47,19.67,17,7.11,29043
29,44,243,41,16.87,150,61.73,36,14.81,16,6.58,29044
30,1,186,61,32.8,60,32.26,32,17.2,33,17.74,30001
30,2,116,49,42.24,24,20.69,25,21.55,18,15.52,30002
30,3,135,26,19.26,64,47.41,18,13.33,27,20.0,30003
30,4,121,39,32.23,34,28.1,31,25.62,17,14.05,30004
30,5,78,31,39.74,18,23.08,12,15.38,17,21.79,30005
30,6,121,44,36.36,46,38.02,13,10.74,18,14.88,30006
30,7,143,41,28.67,56,39.16,17,11.89,29,20.28,30007
30,8,190,47,24.74,75,39.47,22,11.58,46,24.21,30008
30,9,100,37,37.0,34,34.0,12,12.0,17,17.0,30009
30,10,127,53,41.73,36,28.35,18,14.17,20,15.75,30010
30,11,115,49,42.61,30,26.09,22,19.13,14,12.17,30011
30,12,87,41,47.13,21,24.14,14,16.09,11,12.64,30012
30,13,111,38,34.23,45,40.54,16,14.41,12,10.81,30013
30,14,73,39,53.42,14,19.18,13,17.81,7,9.59,30014
30,15,187,47,25.13,86,45.99,27,14.44,27,14.44,30015
30,16,49,20,40.82,16,32.65,8,16.33,5,10.2,30016
30,17,154,56,36.36,57,37.01,22,14.29,19,12.34,30017
30,18,165,44,26.67,79,47.88,21,12.73,21,12.73,30018
30,19,127,58,45.67,34,26.77,25,19.69,10,7.87,30019
30,20,147,48,32.65,49,33.33,22,14.97,28,19.05,30020
30,21,101,35,34.65,32,31.68,20,19.8,14,13.86,30021
30,22,192,49,25.52,92,47.92,26,13.54,25,13.02,30022
