ward,precinct,total,Tom Sam Sianis,Tom Sam Sianis Percent,Timothy John Leeming,Timothy John Leeming Percent,Corri Diane Fetman,Corri Diane Fetman Percent,precinct_id
2,40,167,49,29.34,56,33.53,62,37.13,02040
2,41,114,33,28.95,33,28.95,48,42.11,02041
2,42,135,34,25.19,45,33.33,56,41.48,02042
2,43,155,42,27.1,65,41.94,48,30.97,02043
2,44,105,29,27.62,46,43.81,30,28.57,02044
2,45,178,54,30.34,51,28.65,73,41.01,02045
2,46,85,22,25.88,33,38.82,30,35.29,02046
3,1,284,120,42.25,72,25.35,92,32.39,03001
3,2,347,149,42.94,87,25.07,111,31.99,03002
3,3,178,67,37.64,54,30.34,57,32.02,03003
3,4,248,95,38.31,50,20.16,103,41.53,03004
3,5,127,59,46.46,37,29.13,31,24.41,03005
3,6,212,71,33.49,78,36.79,63,29.72,03006
3,7,186,74,39.78,47,25.27,65,34.95,03007
3,8,158,50,31.65,50,31.65,58,36.71,03008
3,9,217,85,39.17,34,15.67,98,45.16,03009
3,10,101,49,48.51,30,29.7,22,21.78,03010
3,11,219,81,36.99,64,29.22,74,33.79,03011
3,12,272,106,38.97,68,25.0,98,36.03,03012
3,13,259,92,35.52,95,36.68,72,27.8,03013
3,14,185,59,31.89,66,35.68,60,32.43,03014
3,15,199,74,37.19,61,30.65,64,32.16,03015
3,16,187,73,39.04,45,24.06,69,36.9,03016
3,17,210,79,37.62,58,27.62,73,34.76,03017
3,18,267,83,31.09,86,32.21,98,36.7,03018
3,19,206,69,33.5,67,32.52,70,33.98,03019
3,20,221,92,41.63,60,27.15,69,31.22,03020
3,21,249,92,36.95,79,31.73,78,31.33,03021
3,22,218,70,32.11,65,29.82,83,38.07,03022
3,23,168,64,38.1,41,24.4,63,37.5,03023
3,24,199,72,36.18,59,29.65,68,34.17,03024
3,25,300,103,34.33,99,33.0,98,32.67,03025
3,26,278,99,35.61,93,33.45,86,30.94,03026
3,27,227,65,28.63,66,29.07,96,42.29,03027
3,28,162,53,32.72,43,26.54,66,40.74,03028
3,29,211,81,38.39,61,28.91,69,32.7,03029
3,30,225,97,43.11,52,23.11,76,33.78,03030
3,31,252,99,39.29,65,25.79,88,34.92,03031
3,32,217,63,29.03,77,35.48,77,35.48,03032
3,33,196,69,35.2,57,29.08,70,35.71,03033
3,34,246,83,33.74,89,36.18,74,30.08,03034
3,35,78,34,43.59,23,29.49,21,26.92,03035
3,36,123,47,38.21,42,34.15,34,27.64,03036
3,37,175,58,33.14,53,30.29,64,36.57,03037
3,38,243,93,38.27,57,23.46,93,38.27,03038
3,39,248,79,31.85,94,37.9,75,30.24,03039
3,40,245,88,35.92,86,35.1,71,28.98,03040
3,41,195,80,41.03,48,24.62,67,34.36,03041
4,1,318,104,32.7,115,36.16,99,31.13,04001
4,2,254,76,29.92,85,33.46,93,36.61,04002
4,3,202,63,31.19,54,26.73,85,42.08,04003
4,4,306,110,35.95,87,28.43,109,35.62,04004
4,5,258,87,33.72,66,25.58,105,40.7,04005
4,6,300,118,39.33,74,24.67,108,36.0,04006
4,7,333,126,37.84,83,24.92,124,37.24,04007
4,8,286,127,44.41,69,24.13,90,31.47,04008
4,9,326,140,42.94,79,24.23,107,32.82,04009
4,10,301,114,37.87,80,26.58,107,35.55,04010
4,11,216,79,36.57,66,30.56,71,32.87,04011
4,12,253,82,32.41,61,24.11,110,43.48,04012
4,13,156,41,26.28,57,36.54,58,37.18,04013
4,14,258,96,37.21,61,23.64,101,39.15,04014
4,15,299,115,38.46,69,23.08,115,38.46,04015
4,16,279,82,29.39,104,37.28,93,33.33,04016
4,17,254,63,24.8,95,37.4,96,37.8,04017
4,18,261,92,35.25,73,27.97,96,36.78,04018
4,19,166,68,40.96,46,27.71,52,31.33,04019
4,20,222,66,29.73,87,39.19,69,31.08,04020
4,21,212,76,35.85,67,31.6,69,32.55,04021
4,22,229,101,44.1,82,35.81,46,20.09,04022
4,23,342,116,33.92,132,38.6,94,27.49,04023
4,24,232,111,47.84,61,26.29,60,25.86,04024
4,25,225,74,32.89,73,32.44,78,34.67,04025
4,26,230,101,43.91,56,24.35,73,31.74,04026
4,27,294,99,33.67,99,33.67,96,32.65,04027
4,28,201,69,34.33,51,25.37,81,40.3,04028
4,29,211,77,36.49,59,27.96,75,35.55,04029
4,30,272,93,34.19,78,28.68,101,37.13,04030
4,31,317,119,37.54,79,24.92,119,37.54,04031
4,32,256,102,39.84,62,24.22,92,35.94,04032
4,33,244,95,38.93,73,29.92,76,31.15,04033
4,34,207,72,34.78,50,24.15,85,41.06,04034
4,35,297,123,41.41,73,24.58,101,34.01,04035
4,36,283,102,36.04,73,25.8,108,38.16,04036
4,37,302,86,28.48,127,42.05,89,29.47,04037
4,38,290,121,41.72,69,23.79,100,34.48,04038
5,1,171,51,29.82,51,29.82,69,40.35,05001
5,2,137,42,30.66,41,29.93,54,39.42,05002
5,3,212,53,25.0,95,44.81,64,30.19,05003
5,4,267,91,34.08,83,31.09,93,34.83,05004
5,5,192,63,32.81,70,36.46,59,30.73,05005
5,6,182,64,35.16,49,26.92,69,37.91,05006
5,7,229,72,31.44,61,26.64,96,41.92,05007
5,8,259,95,36.68,128,49.42,36,13.9,05008
5,9,288,96,33.33,90,31.25,102,35.42,05009
5,10,169,50,29.59,50,29.59,69,40.83,05010
5,11,282,94,33.33,109,38.65,79,28.01,05011
5,12,140,47,33.57,38,27.14,55,39.29,05012
5,13,170,44,25.88,59,34.71,67,39.41,05013
5,14,217,73,33.64,57,26.27,87,40.09,05014
5,15,196,43,21.94,89,45.41,64,32.65,05015
5,16,180,53,29.44,57,31.67,70,38.89,05016
5,17,165,52,31.52,46,27.88,67,40.61,05017
5,18,224,74,33.04,87,38.84,63,28.13,05018
5,19,249,74,29.72,117,46.99,58,23.29,05019
5,20,263,96,36.5,70,26.62,97,36.88,05020
5,21,211,65,30.81,81,38.39,65,30.81,05021
5,22,297,93,31.31,107,36.03,97,32.66,05022
5,23,391,110,28.13,164,41.94,117,29.92,05023
5,24,255,73,28.63,98,38.43,84,32.94,05024
5,25,234,87,37.18,67,28.63,80,34.19,05025
5,26,235,72,30.64,73,31.06,90,38.3,05026
5,27,198,58,29.29,91,45.96,49,24.75,05027
5,28,259,84,32.43,79,30.5,96,37.07,05028
5,29,226,75,33.19,67,29.65,84,37.17,05029
5,30,148,40,27.03,47,31.76,61,41.22,05030
5,31,167,55,32.93,51,30.54,61,36.53,05031
5,32,293,102,34.81,89,30.38,102,34.81,05032
5,33,247,82,33.2,74,29.96,91,36.84,05033
5,34,234,71,30.34,116,49.57,47,20.09,05034
5,35,266,87,32.71,104,39.1,75,28.2,05035
5,36,121,46,38.02,43,35.54,32,26.45,05036
5,37,268,83,30.97,90,33.58,95,35.45,05037
5,38,204,60,29.41,65,31.86,79,38.73,05038
5,39,215,64,29.77,101,46.98,50,23.26,05039
5,40,177,64,36.16,52,29.38,61,34.46,05040
5,41,152,57,37.5,51,33.55,44,28.95,05041
6,1,230,84,36.52,60,26.09,86,37.39,06001
6,2,201,79,39.3,62,30.85,60,29.85,06002
6,3,225,90,40.0,64,28.44,71,31.56,06003
6,4,114,50,43.86,35,30.7,29,25.44,06004
6,5,105,40,38.1,41,39.05,24,22.86,06005
6,6,211,80,37.91,52,24.64,79,37.44,06006
6,7,192,73,38.02,44,22.92,75,39.06,06007
6,8,191,68,35.6,47,24.61,76,39.79,06008
6,9,144,45,31.25,51,35.42,48,33.33,06009
6,10,105,33,31.43,29,27.62,43,40.95,06010
6,11,151,42,27.81,52,34.44,57,37.75,06011
6,12,109,30,27.52,44,40.37,35,32.11,06012
6,13,137,58,42.34,34,24.82,45,32.85,06013
6,14,185,55,29.73,58,31.35,72,38.92,06014
6,15,113,35,30.97,38,33.63,40,35.4,06015
6,16,226,74,32.74,64,28.32,88,38.94,06016
6,17,111,35,31.53,32,28.83,44,39.64,06017
6,18,96,28,29.17,34,35.42,34,35.42,06018
6,19,160,64,40.0,47,29.38,49,30.63,06019
6,20,97,36,37.11,34,35.05,27,27.84,06020
6,21,83,24,28.92,30,36.14,29,34.94,06021
6,22,103,36,34.95,28,27.18,39,37.86,06022
6,23,65,28,43.08,21,32.31,16,24.62,06023
6,24,102,32,31.37,29,28.43,41,40.2,06024
6,25,91,22,24.18,32,35.16,37,40.66,06025
6,26,115,26,22.61,34,29.57,55,47.83,06026
6,27,88,30,34.09,24,27.27,34,38.64,06027
6,28,88,27,30.68,29,32.95,32,36.36,06028
6,29,232,92,39.66,63,27.16,77,33.19,06029
6,30,135,39,28.89,41,30.37,55,40.74,06030
6,31,244,94,38.52,62,25.41,88,36.07,06031
6,32,187,80,42.78,56,29.95,51,27.27,06032
6,33,184,62,33.7,49,26.63,73,39.67,06033
6,34,208,70,33.65,54,25.96,84,40.38,06034
6,35,188,67,35.64,52,27.66,69,36.7,06035
6,36,255,99,38.82,56,21.96,100,39.22,06036
6,37,234,91,38.89,68,29.06,75,32.05,06037
6,38,216,75,34.72,61,28.24,80,37.04,06038
6,39,147,50,34.01,47,31.97,50,34.01,06039
6,40,166,48,28.92,59,35.54,59,35.54,06040
6,41,199,79,39.7,55,27.64,65,32.66,06041
6,42,154,44,28.57,48,31.17,62,40.26,06042
6,43,156,54,34.62,49,31.41,53,33.97,06043
6,44,154,59,38.31,41,26.62,54,35.06,06044
6,45,195,78,40.0,47,24.1,70,35.9,06045
6,46,118,53,44.92,27,22.88,38,32.2,06046
6,47,141,51,36.17,39,27.66,51,36.17,06047
6,48,187,52,27.81,67,35.83,68,36.36,06048
7,1,162,60,37.04,44,27.16,58,35.8,07001
7,2,148,49,33.11,40,27.03,59,39.86,07002
7,3,234,75,32.05,74,31.62,85,36.32,07003
7,4,191,69,36.13,52,27.23,70,36.65,07004
7,5,151,40,26.49,46,30.46,65,43.05,07005
7,6,231,88,38.1,72,31.17,71,30.74,07006
7,7,154,52,33.77,46,29.87,56,36.36,07007
7,8,144,48,33.33,35,24.31,61,42.36,07008
7,9,310,98,31.61,76,24.52,136,43.87,07009
7,10,212,91,42.92,58,27.36,63,29.72,07010
7,11,148,43,29.05,46,31.08,59,39.86,07011
7,12,151,49,32.45,44,29.14,58,38.41,07012
7,13,119,35,29.41,40,33.61,44,36.97,07013
7,14,182,67,36.81,55,30.22,60,32.97,07014
7,15,190,76,40.0,52,27.37,62,32.63,07015
7,16,140,52,37.14,33,23.57,55,39.29,07016
7,17,129,52,40.31,44,34.11,33,25.58,07017
7,18,135,36,26.67,41,30.37,58,42.96,07018
7,19,194,71,36.6,65,33.51,58,29.9,07019
7,20,127,34,26.77,48,37.8,45,35.43,07020
7,21,140,54,38.57,43,30.71,43,30.71,07021
7,22,160,44,27.5,46,28.75,70,43.75,07022
7,23,219,79,36.07,60,27.4,80,36.53,07023
7,24,148,46,31.08,39,26.35,63,42.57,07024
7,25,114,40,35.09,40,35.09,34,29.82,07025
7,26,157,60,38.22,41,26.11,56,35.67,07026
7,27,163,60,36.81,43,26.38,60,36.81,07027
7,28,106,29,27.36,37,34.91,40,37.74,07028
7,29,145,42,28.97,49,33.79,54,37.24,07029
7,30,116,43,37.07,26,22.41,47,40.52,07030
7,31,97,41,42.27,28,28.87,28,28.87,07031
7,32,312,124,39.74,74,23.72,114,36.54,07032
7,33,305,134,43.93,81,26.56,90,29.51,07033
7,34,231,70,30.3,63,27.27,98,42.42,07034
7,35,184,58,31.52,61,33.15,65,35.33,07035
7,36,253,83,32.81,64,25.3,106,41.9,07036
7,37,198,69,34.85,44,22.22,85,42.93,07037
7,38,154,54,35.06,43,27.92,57,37.01,07038
7,39,173,62,35.84,47,27.17,64,36.99,07039
7,40,156,67,42.95,41,26.28,48,30.77,07040
7,41,160,60,37.5,39,24.38,61,38.13,07041
7,42,177,61,34.46,61,34.46,55,31.07,07042
7,43,187,64,34.22,50,26.74,73,39.04,07043
7,44,139,38,27.34,39,28.06,62,44.6,07044
7,45,140,45,32.14,50,35.71,45,32.14,07045
7,46,97,39,40.21,21,21.65,37,38.14,07046
8,1,157,63,40.13,54,34.39,40,25.48,08001
8,2,168,51,30.36,52,30.95,65,38.69,08002
8,3,254,119,46.85,59,23.23,76,29.92,08003
8,4,239,97,40.59,59,24.69,83,34.73,08004
8,5,234,106,45.3,59,25.21,69,29.49,08005
8,6,224,104,46.43,48,21.43,72,32.14,08006
8,7,260,102,39.23,64,24.62,94,36.15,08007
8,8,238,120,50.42,55,23.11,63,26.47,08008
8,9,156,61,39.1,31,19.87,64,41.03,08009
8,10,300,114,38.0,87,29.0,99,33.0,08010
8,11,187,93,49.73,39,20.86,55,29.41,08011
8,12,165,75,45.45,31,18.79,59,35.76,08012
8,13,205,84,40.98,45,21.95,76,37.07,08013
8,14,109,27,24.77,33,30.28,49,44.95,08014
8,15,174,59,33.91,52,29.89,63,36.21,08015
8,16,58,20,34.48,17,29.31,21,36.21,08016
8,17,193,74,38.34,55,28.5,64,33.16,08017
8,18,136,54,39.71,40,29.41,42,30.88,08018
8,19,261,123,47.13,50,19.16,88,33.72,08019
8,20,244,98,40.16,73,29.92,73,29.92,08020
8,21,235,98,41.7,67,28.51,70,29.79,08021
8,22,191,78,40.84,52,27.23,61,31.94,08022
8,23,164,62,37.8,45,27.44,57,34.76,08023
8,24,147,55,37.41,40,27.21,52,35.37,08024
8,25,180,75,41.67,42,23.33,63,35.0,08025
8,26,187,65,34.76,55,29.41,67,35.83,08026
8,27,234,75,32.05,56,23.93,103,44.02,08027
8,28,210,71,33.81,65,30.95,74,35.24,08028
8,29,251,95,37.85,66,26.29,90,35.86,08029
8,30,191,77,40.31,53,27.75,61,31.94,08030
8,31,159,65,40.88,38,23.9,56,35.22,08031
8,32,151,53,35.1,32,21.19,66,43.71,08032
8,33,195,80,41.03,45,23.08,70,35.9,08033
8,34,204,77,37.75,56,27.45,71,34.8,08034
8,35,228,85,37.28,66,28.95,77,33.77,08035
8,36,219,78,35.62,51,23.29,90,41.1,08036
8,37,192,77,40.1,49,25.52,66,34.38,08037
8,38,125,40,32.0,43,34.4,42,33.6,08038
8,39,191,86,45.03,39,20.42,66,34.55,08039
8,40,163,52,31.9,49,30.06,62,38.04,08040
8,41,200,75,37.5,50,25.0,75,37.5,08041
8,42,236,85,36.02,66,27.97,85,36.02,08042
8,43,82,29,35.37,18,21.95,35,42.68,08043
8,44,122,39,31.97,31,25.41,52,42.62,08044
8,45,144,48,33.33,45,31.25,51,35.42,08045
8,46,141,52,36.88,42,29.79,47,33.33,08046
8,47,166,76,45.78,41,24.7,49,29.52,08047
8,48,170,72,42.35,45,26.47,53,31.18,08048
8,49,185,78,42.16,42,22.7,65,35.14,08049
8,50,227,107,47.14,51,22.47,69,30.4,08050
8,51,240,113,47.08,59,24.58,68,28.33,08051
8,52,293,135,46.08,60,20.48,98,33.45,08052
8,53,111,40,36.04,30,27.03,41,36.94,08053
8,54,123,44,35.77,31,25.2,48,39.02,08054
8,55,185,80,43.24,40,21.62,65,35.14,08055
8,56,222,106,47.75,46,20.72,70,31.53,08056
9,1,174,46,26.44,42,24.14,86,49.43,09001
9,2,172,51,29.65,56,32.56,65,37.79,09002
9,3,119,37,31.09,38,31.93,44,36.97,09003
9,4,132,43,32.58,35,26.52,54,40.91,09004
9,5,185,65,35.14,45,24.32,75,40.54,09005
9,6,170,60,35.29,45,26.47,65,38.24,09006
9,7,146,54,36.99,39,26.71,53,36.3,09007
9,8,151,43,28.48,37,24.5,71,47.02,09008
9,9,216,88,40.74,59,27.31,69,31.94,09009
9,10,137,52,37.96,42,30.66,43,31.39,09010
9,11,139,36,25.9,51,36.69,52,37.41,09011
9,12,227,82,36.12,68,29.96,77,33.92,09012
9,13,224,90,40.18,41,18.3,93,41.52,09013
9,14,246,88,35.77,59,23.98,99,40.24,09014
9,15,107,28,26.17,35,32.71,44,41.12,09015
9,16,165,65,39.39,46,27.88,54,32.73,09016
9,17,124,46,37.1,40,32.26,38,30.65,09017
9,18,125,48,38.4,26,20.8,51,40.8,09018
9,19,170,55,32.35,48,28.24,67,39.41,09019
9,20,202,79,39.11,49,24.26,74,36.63,09020
9,21,166,50,30.12,56,33.73,60,36.14,09021
9,22,189,72,38.1,42,22.22,75,39.68,09022
9,23,227,82,36.12,49,21.59,96,42.29,09023
9,24,186,82,44.09,44,23.66,60,32.26,09024
9,25,185,65,35.14,46,24.86,74,40.0,09025
9,26,130,50,38.46,33,25.38,47,36.15,09026
9,27,166,77,46.39,36,21.69,53,31.93,09027
9,28,101,43,42.57,28,27.72,30,29.7,09028
9,29,140,41,29.29,41,29.29,58,41.43,09029
9,30,135,47,34.81,45,33.33,43,31.85,09030
9,31,122,41,33.61,29,23.77,52,42.62,09031
9,32,181,81,44.75,47,25.97,53,29.28,09032
9,33,130,52,40.0,26,20.0,52,40.0,09033
9,34,131,36,27.48,43,32.82,52,39.69,09034
9,35,193,78,40.41,50,25.91,65,33.68,09035
9,36,156,63,40.38,46,29.49,47,30.13,09036
9,37,247,91,36.84,68,27.53,88,35.63,09037
9,38,165,54,32.73,43,26.06,68,41.21,09038
9,39,209,76,36.36,61,29.19,72,34.45,09039
9,40,219,77,35.16,62,28.31,80,36.53,09040
9,41,149,56,37.58,39,26.17,54,36.24,09041
9,42,215,95,44.19,54,25.12,66,30.7,09042
9,43,152,53,34.87,39,25.66,60,39.47,09043
9,44,173,78,45.09,45,26.01,50,28.9,09044
9,45,132,50,37.88,39,29.55,43,32.58,09045
9,46,181,68,37.57,48,26.52,65,35.91,09046
9,47,235,88,37.45,62,26.38,85,36.17,09047
9,48,198,72,36.36,48,24.24,78,39.39,09048
9,49,194,89,45.88,45,23.2,60,30.93,09049
9,50,280,118,42.14,84,30.0,78,27.86,09050
9,51,195,77,39.49,52,26.67,66,33.85,09051
10,1,125,39,31.2,42,33.6,44,35.2,10001
10,2,131,56,42.75,25,19.08,50,38.17,10002
10,3,110,43,39.09,28,25.45,39,35.45,10003
10,4,111,37,33.33,40,36.04,34,30.63,10004
10,5,94,38,40.43,24,25.53,32,34.04,10005
10,6,104,49,47.12,18,17.31,37,35.58,10006
10,7,83,28,33.73,28,33.73,27,32.53,10007
10,8,76,16,21.05,21,27.63,39,51.32,10008
10,9,107,35,32.71,34,31.78,38,35.51,10009
10,10,133,51,38.35,34,25.56,48,36.09,10010
10,11,141,55,39.01,38,26.95,48,34.04,10011
10,12,81,35,43.21,20,24.69,26,32.1,10012
10,13,130,54,41.54,31,23.85,45,34.62,10013
10,14,151,68,45.03,38,25.17,45,29.8,10014
10,15,380,146,38.42,101,26.58,133,35.0,10015
10,16,90,30,33.33,29,32.22,31,34.44,10016
10,17,161,66,40.99,42,26.09,53,32.92,10017
10,18,85,34,40.0,19,22.35,32,37.65,10018
10,19,116,43,37.07,30,25.86,43,37.07,10019
10,20,124,44,35.48,41,33.06,39,31.45,10020
10,21,97,41,42.27,25,25.77,31,31.96,10021
10,22,83,36,43.37,22,26.51,25,30.12,10022
10,23,106,40,37.74,22,20.75,44,41.51,10023
10,24,105,37,35.24,37,35.24,31,29.52,10024
10,25,45,17,37.78,12,26.67,16,35.56,10025
10,26,82,31,37.8,25,30.49,26,31.71,10026
10,27,137,42,30.66,44,32.12,51,37.23,10027
10,28,128,39,30.47,45,35.16,44,34.38,10028
10,29,107,39,36.45,33,30.84,35,32.71,10029
10,30,115,38,33.04,29,25.22,48,41.74,10030
10,31,87,32,36.78,27,31.03,28,32.18,10031
10,32,108,38,35.19,27,25.0,43,39.81,10032
10,33,94,32,34.04,32,34.04,30,31.91,10033
10,34,77,26,33.77,21,27.27,30,38.96,10034
10,35,138,59,42.75,32,23.19,47,34.06,10035
10,36,40,17,42.5,6,15.0,17,42.5,10036
11,1,200,91,45.5,46,23.0,63,31.5,11001
11,2,13,2,15.38,7,53.85,4,30.77,11002
11,3,142,58,40.85,35,24.65,49,34.51,11003
11,4,183,92,50.27,44,24.04,47,25.68,11004
11,5,238,84,35.29,74,31.09,80,33.61,11005
11,6,205,71,34.63,63,30.73,71,34.63,11006
11,7,141,48,34.04,50,35.46,43,30.5,11007
11,8,168,68,40.48,52,30.95,48,28.57,11008
11,9,155,69,44.52,46,29.68,40,25.81,11009
11,10,168,90,53.57,39,23.21,39,23.21,11010
11,11,189,83,43.92,51,26.98,55,29.1,11011
11,12,288,178,61.81,63,21.88,47,16.32,11012
11,13,261,163,62.45,59,22.61,39,14.94,11013
11,14,74,46,62.16,14,18.92,14,18.92,11014
11,15,77,40,51.95,16,20.78,21,27.27,11015
11,16,127,77,60.63,23,18.11,27,21.26,11016
11,17,227,90,39.65,70,30.84,67,29.52,11017
11,18,158,94,59.49,30,18.99,34,21.52,11018
11,19,232,83,35.78,67,28.88,82,35.34,11019
11,20,133,81,60.9,29,21.8,23,17.29,11020
11,21,301,169,56.15,69,22.92,63,20.93,11021
11,22,218,95,43.58,60,27.52,63,28.9,11022
11,23,141,87,61.7,27,19.15,27,19.15,11023
11,24,314,221,70.38,51,16.24,42,13.38,11024
11,25,211,90,42.65,64,30.33,57,27.01,11025
11,26,261,133,50.96,72,27.59,56,21.46,11026
11,27,69,32,46.38,17,24.64,20,28.99,11027
11,28,85,43,50.59,31,36.47,11,12.94,11028
11,29,287,201,70.03,43,14.98,43,14.98,11029
11,30,84,53,63.1,19,22.62,12,14.29,11030
11,31,204,102,50.0,61,29.9,41,20.1,11031
11,32,111,77,69.37,11,9.91,23,20.72,11032
11,33,172,58,33.72,43,25.0,71,41.28,11033
11,34,61,36,59.02,15,24.59,10,16.39,11034
11,35,44,29,65.91,10,22.73,5,11.36,11035
11,36,71,30,42.25,22,30.99,19,26.76,11036
11,37,42,12,28.57,17,40.48,13,30.95,11037
11,38,83,37,44.58,22,26.51,24,28.92,11038
12,1,186,75,40.32,54,29.03,57,30.65,12001
12,2,133,49,36.84,45,33.83,39,29.32,12002
12,3,232,79,34.05,71,30.6,82,35.34,12003
12,4,208,82,39.42,70,33.65,56,26.92,12004
12,5,155,54,34.84,48,30.97,53,34.19,12005
12,6,155,63,40.65,54,34.84,38,24.52,12006
12,7,143,44,30.77,53,37.06,46,32.17,12007
12,8,184,74,40.22,55,29.89,55,29.89,12008
12,9,149,54,36.24,49,32.89,46,30.87,12009
12,10,183,71,38.8,42,22.95,70,38.25,12010
12,11,159,53,33.33,58,36.48,48,30.19,12011
12,12,144,47,32.64,54,37.5,43,29.86,12012
12,13,168,66,39.29,47,27.98,55,32.74,12013
12,14,144,54,37.5,50,34.72,40,27.78,12014
12,15,135,52,38.52,37,27.41,46,34.07,12015
12,16,113,34,30.09,33,29.2,46,40.71,12016
12,17,147,46,31.29,47,31.97,54,36.73,12017
12,18,106,28,26.42,34,32.08,44,41.51,12018
12,19,153,47,30.72,60,39.22,46,30.07,12019
12,20,180,49,27.22,67,37.22,64,35.56,12020
12,21,158,47,29.75,52,32.91,59,37.34,12021
12,22,117,34,29.06,44,37.61,39,33.33,12022
12,23,184,56,30.43,51,27.72,77,41.85,12023
13,1,155,82,52.9,31,20.0,42,27.1,13001
13,2,178,92,51.69,45,25.28,41,23.03,13002
13,3,140,59,42.14,38,27.14,43,30.71,13003
13,4,178,82,46.07,55,30.9,41,23.03,13004
