ward,precinct,total,Tom Sam Sianis,Tom Sam Sianis Percent,Timothy John Leeming,Timothy John Leeming Percent,Corri Diane Fetman,Corri Diane Fetman Percent,precinct_id
38,30,128,48,37.5,38,29.69,42,32.81,38030
38,31,175,65,37.14,58,33.14,52,29.71,38031
38,32,129,57,44.19,33,25.58,39,30.23,38032
38,33,144,39,27.08,47,32.64,58,40.28,38033
38,34,145,46,31.72,42,28.97,57,39.31,38034
38,35,147,57,38.78,46,31.29,44,29.93,38035
38,36,129,42,32.56,42,32.56,45,34.88,38036
38,37,143,49,34.27,40,27.97,54,37.76,38037
38,38,126,42,33.33,39,30.95,45,35.71,38038
38,39,184,63,34.24,66,35.87,55,29.89,38039
38,40,170,51,30.0,60,35.29,59,34.71,38040
38,41,186,74,39.78,58,31.18,54,29.03,38041
39,1,194,72,37.11,77,39.69,45,23.2,39001
39,2,178,80,44.94,51,28.65,47,26.4,39002
39,3,225,73,32.44,74,32.89,78,34.67,39003
39,4,190,75,39.47,71,37.37,44,23.16,39004
39,5,167,66,39.52,61,36.53,40,23.95,39005
39,6,182,65,35.71,68,37.36,49,26.92,39006
39,7,146,60,41.1,46,31.51,40,27.4,39007
39,8,182,87,47.8,55,30.22,40,21.98,39008
39,9,153,60,39.22,47,30.72,46,30.07,39009
39,10,101,34,33.66,37,36.63,30,29.7,39010
39,11,143,58,40.56,46,32.17,39,27.27,39011
39,12,211,79,37.44,66,31.28,66,31.28,39012
39,13,122,62,50.82,25,20.49,35,28.69,39013
39,14,143,56,39.16,43,30.07,44,30.77,39014
39,15,177,94,53.11,45,25.42,38,21.47,39015
39,16,120,53,44.17,35,29.17,32,26.67,39016
39,17,218,82,37.61,71,32.57,65,29.82,39017
39,18,190,65,34.21,70,36.84,55,28.95,39018
39,19,187,63,33.69,54,28.88,70,37.43,39019
39,20,198,83,41.92,65,32.83,50,25.25,39020
39,21,155,70,45.16,54,34.84,31,20.0,39021
39,22,128,44,34.38,40,31.25,44,34.38,39022
39,23,203,86,42.36,73,35.96,44,21.67,39023
39,24,199,87,43.72,69,34.67,43,21.61,39024
39,25,144,52,36.11,45,31.25,47,32.64,39025
39,26,144,51,35.42,54,37.5,39,27.08,39026
39,27,41,14,34.15,16,39.02,11,26.83,39027
39,28,261,82,31.42,85,32.57,94,36.02,39028
39,29,92,21,22.83,38,41.3,33,35.87,39029
39,30,216,78,36.11,83,38.43,55,25.46,39030
39,31,162,58,35.8,56,34.57,48,29.63,39031
39,32,143,60,41.96,40,27.97,43,30.07,39032
39,33,186,58,31.18,69,37.1,59,31.72,39033
39,34,175,60,34.29,44,25.14,71,40.57,39034
39,35,164,67,40.85,53,32.32,44,26.83,39035
39,36,54,21,38.89,14,25.93,19,35.19,39036
39,37,218,92,42.2,76,34.86,50,22.94,39037
39,38,125,54,43.2,35,28.0,36,28.8,39038
39,39,101,30,29.7,33,32.67,38,37.62,39039
39,40,155,71,45.81,39,25.16,45,29.03,39040
39,41,196,84,42.86,70,35.71,42,21.43,39041
39,42,232,107,46.12,78,33.62,47,20.26,39042
39,43,189,73,38.62,68,35.98,48,25.4,39043
39,44,135,54,40.0,51,37.78,30,22.22,39044
39,45,187,73,39.04,63,33.69,51,27.27,39045
40,1,167,71,42.51,47,28.14,49,29.34,40001
40,2,182,54,29.67,54,29.67,74,40.66,40002
40,3,283,110,38.87,97,34.28,76,26.86,40003
40,4,111,52,46.85,36,32.43,23,20.72,40004
40,5,232,98,42.24,77,33.19,57,24.57,40005
40,6,261,83,31.8,88,33.72,90,34.48,40006
40,7,248,104,41.94,84,33.87,60,24.19,40007
40,8,289,95,32.87,114,39.45,80,27.68,40008
40,9,142,49,34.51,42,29.58,51,35.92,40009
40,10,157,62,39.49,50,31.85,45,28.66,40010
40,11,219,95,43.38,57,26.03,67,30.59,40011
40,12,148,63,42.57,44,29.73,41,27.7,40012
40,13,345,112,32.46,141,40.87,92,26.67,40013
40,14,124,45,36.29,47,37.9,32,25.81,40014
40,15,171,76,44.44,45,26.32,50,29.24,40015
40,16,276,95,34.42,96,34.78,85,30.8,40016
40,17,186,70,37.63,65,34.95,51,27.42,40017
40,18,143,51,35.66,47,32.87,45,31.47,40018
40,19,219,92,42.01,62,28.31,65,29.68,40019
40,20,166,69,41.57,48,28.92,49,29.52,40020
40,21,270,91,33.7,84,31.11,95,35.19,40021
40,22,221,87,39.37,77,34.84,57,25.79,40022
40,23,274,96,35.04,87,31.75,91,33.21,40023
40,24,142,43,30.28,52,36.62,47,33.1,40024
40,25,260,76,29.23,102,39.23,82,31.54,40025
40,26,233,76,32.62,86,36.91,71,30.47,40026
40,27,273,82,30.04,90,32.97,101,37.0,40027
40,28,252,110,43.65,81,32.14,61,24.21,40028
40,29,227,79,34.8,85,37.44,63,27.75,40029
40,30,212,111,52.36,58,27.36,43,20.28,40030
40,31,267,91,34.08,92,34.46,84,31.46,40031
40,32,254,101,39.76,71,27.95,82,32.28,40032
40,33,280,90,32.14,116,41.43,74,26.43,40033
40,34,154,59,38.31,54,35.06,41,26.62,40034
40,35,109,38,34.86,29,26.61,42,38.53,40035
40,36,188,78,41.49,75,39.89,35,18.62,40036
40,37,199,79,39.7,60,30.15,60,30.15,40037
40,38,299,115,38.46,92,30.77,92,30.77,40038
40,39,47,8,17.02,20,42.55,19,40.43,40039
41,1,133,64,48.12,36,27.07,33,24.81,41001
41,2,165,92,55.76,45,27.27,28,16.97,41002
41,3,159,68,42.77,52,32.7,39,24.53,41003
41,4,189,75,39.68,66,34.92,48,25.4,41004
41,5,176,69,39.2,51,28.98,56,31.82,41005
41,6,229,90,39.3,84,36.68,55,24.02,41006
41,7,174,76,43.68,56,32.18,42,24.14,41007
41,8,157,67,42.68,39,24.84,51,32.48,41008
41,9,160,63,39.38,60,37.5,37,23.13,41009
41,10,219,95,43.38,86,39.27,38,17.35,41010
41,11,179,85,47.49,52,29.05,42,23.46,41011
41,12,146,67,45.89,45,30.82,34,23.29,41012
41,13,150,63,42.0,40,26.67,47,31.33,41013
41,14,208,87,41.83,66,31.73,55,26.44,41014
41,15,215,111,51.63,61,28.37,43,20.0,41015
41,16,134,63,47.01,42,31.34,29,21.64,41016
41,17,181,71,39.23,57,31.49,53,29.28,41017
41,18,138,70,50.72,43,31.16,25,18.12,41018
41,19,210,87,41.43,82,39.05,41,19.52,41019
41,20,115,38,33.04,40,34.78,37,32.17,41020
41,21,164,53,32.32,65,39.63,46,28.05,41021
41,22,215,93,43.26,70,32.56,52,24.19,41022
41,23,131,55,41.98,36,27.48,40,30.53,41023
41,24,116,52,44.83,37,31.9,27,23.28,41024
41,25,77,29,37.66,21,27.27,27,35.06,41025
41,26,184,73,39.67,66,35.87,45,24.46,41026
41,27,94,27,28.72,35,37.23,32,34.04,41027
41,28,113,37,32.74,22,19.47,54,47.79,41028
41,29,79,34,43.04,19,24.05,26,32.91,41029
41,30,151,54,35.76,51,33.77,46,30.46,41030
41,31,189,66,34.92,62,32.8,61,32.28,41031
41,32,145,65,44.83,46,31.72,34,23.45,41032
41,33,139,67,48.2,42,30.22,30,21.58,41033
41,34,141,43,30.5,56,39.72,42,29.79,41034
41,35,200,72,36.0,78,39.0,50,25.0,41035
41,36,167,62,37.13,55,32.93,50,29.94,41036
41,37,179,86,48.04,55,30.73,38,21.23,41037
41,38,157,52,33.12,57,36.31,48,30.57,41038
41,39,194,65,33.51,65,33.51,64,32.99,41039
41,40,193,106,54.92,45,23.32,42,21.76,41040
41,41,134,63,47.01,29,21.64,42,31.34,41041
41,42,141,71,50.35,41,29.08,29,20.57,41042
41,43,142,60,42.25,36,25.35,46,32.39,41043
41,44,169,75,44.38,54,31.95,40,23.67,41044
41,45,131,58,44.27,46,35.11,27,20.61,41045
41,46,197,83,42.13,67,34.01,47,23.86,41046
41,47,176,75,42.61,62,35.23,39,22.16,41047
42,1,184,64,34.78,67,36.41,53,28.8,42001
42,2,119,31,26.05,45,37.82,43,36.13,42002
42,3,167,55,32.93,76,45.51,36,21.56,42003
42,4,223,65,29.15,76,34.08,82,36.77,42004
42,5,129,39,30.23,46,35.66,44,34.11,42005
42,6,237,79,33.33,77,32.49,81,34.18,42006
42,7,187,50,26.74,70,37.43,67,35.83,42007
42,8,167,58,34.73,55,32.93,54,32.34,42008
42,9,165,55,33.33,60,36.36,50,30.3,42009
42,10,195,64,32.82,80,41.03,51,26.15,42010
42,11,122,29,23.77,54,44.26,39,31.97,42011
42,12,169,56,33.14,64,37.87,49,28.99,42012
42,13,198,69,34.85,76,38.38,53,26.77,42013
42,14,142,45,31.69,58,40.85,39,27.46,42014
42,15,129,39,30.23,47,36.43,43,33.33,42015
42,16,162,47,29.01,66,40.74,49,30.25,42016
42,17,197,48,24.37,89,45.18,60,30.46,42017
42,18,118,40,33.9,40,33.9,38,32.2,42018
42,19,208,62,29.81,82,39.42,64,30.77,42019
42,20,110,34,30.91,35,31.82,41,37.27,42020
42,21,123,35,28.46,48,39.02,40,32.52,42021
42,22,66,17,25.76,31,46.97,18,27.27,42022
42,23,148,50,33.78,48,32.43,50,33.78,42023
42,24,156,48,30.77,44,28.21,64,41.03,42024
42,25,130,47,36.15,45,34.62,38,29.23,42025
42,26,152,47,30.92,55,36.18,50,32.89,42026
42,27,151,51,33.77,43,28.48,57,37.75,42027
42,28,215,68,31.63,67,31.16,80,37.21,42028
42,29,154,40,25.97,70,45.45,44,28.57,42029
42,30,174,45,25.86,74,42.53,55,31.61,42030
42,31,172,46,26.74,61,35.47,65,37.79,42031
42,32,105,32,30.48,30,28.57,43,40.95,42032
42,33,179,37,20.67,75,41.9,67,37.43,42033
42,34,154,50,32.47,61,39.61,43,27.92,42034
42,35,226,58,25.66,85,37.61,83,36.73,42035
42,36,209,71,33.97,72,34.45,66,31.58,42036
42,37,90,30,33.33,36,40.0,24,26.67,42037
42,38,125,37,29.6,42,33.6,46,36.8,42038
42,39,143,49,34.27,45,31.47,49,34.27,42039
42,40,177,46,25.99,62,35.03,69,38.98,42040
42,41,145,56,38.62,46,31.72,43,29.66,42041
42,42,221,74,33.48,75,33.94,72,32.58,42042
43,1,101,27,26.73,44,43.56,30,29.7,43001
43,2,147,40,27.21,64,43.54,43,29.25,43002
43,3,175,51,29.14,86,49.14,38,21.71,43003
43,4,165,40,24.24,75,45.45,50,30.3,43004
43,5,152,47,30.92,77,50.66,28,18.42,43005
43,6,114,38,33.33,44,38.6,32,28.07,43006
43,7,122,47,38.52,46,37.7,29,23.77,43007
43,8,145,36,24.83,63,43.45,46,31.72,43008
43,9,207,65,31.4,86,41.55,56,27.05,43009
43,10,205,56,27.32,101,49.27,48,23.41,43010
43,11,93,28,30.11,50,53.76,15,16.13,43011
43,12,128,31,24.22,58,45.31,39,30.47,43012
43,13,159,44,27.67,55,34.59,60,37.74,43013
43,14,202,51,25.25,103,50.99,48,23.76,43014
43,15,162,44,27.16,61,37.65,57,35.19,43015
43,16,118,29,24.58,52,44.07,37,31.36,43016
43,17,135,43,31.85,66,48.89,26,19.26,43017
43,18,187,71,37.97,63,33.69,53,28.34,43018
43,19,194,48,24.74,100,51.55,46,23.71,43019
43,20,156,48,30.77,71,45.51,37,23.72,43020
43,21,160,46,28.75,71,44.38,43,26.88,43021
43,22,107,28,26.17,51,47.66,28,26.17,43022
43,23,124,35,28.23,39,31.45,50,40.32,43023
43,24,119,32,26.89,42,35.29,45,37.82,43024
43,25,171,42,24.56,73,42.69,56,32.75,43025
43,26,138,36,26.09,76,55.07,26,18.84,43026
43,27,169,45,26.63,69,40.83,55,32.54,43027
43,28,192,53,27.6,67,34.9,72,37.5,43028
43,29,150,42,28.0,77,51.33,31,20.67,43029
43,30,160,45,28.13,77,48.13,38,23.75,43030
43,31,201,58,28.86,76,37.81,67,33.33,43031
43,32,177,39,22.03,86,48.59,52,29.38,43032
43,33,207,54,26.09,96,46.38,57,27.54,43033
43,34,142,45,31.69,59,41.55,38,26.76,43034
43,35,233,68,29.18,98,42.06,67,28.76,43035
43,36,72,24,33.33,25,34.72,23,31.94,43036
43,37,149,38,25.5,50,33.56,61,40.94,43037
43,38,130,36,27.69,56,43.08,38,29.23,43038
43,39,115,39,33.91,40,34.78,36,31.3,43039
43,40,122,33,27.05,42,34.43,47,38.52,43040
43,41,235,70,29.79,109,46.38,56,23.83,43041
43,42,163,49,30.06,60,36.81,54,33.13,43042
43,43,203,50,24.63,97,47.78,56,27.59,43043
43,44,159,35,22.01,75,47.17,49,30.82,43044
43,45,117,34,29.06,53,45.3,30,25.64,43045
43,46,76,13,17.11,38,50.0,25,32.89,43046
44,1,298,102,34.23,99,33.22,97,32.55,44001
44,2,176,46,26.14,75,42.61,55,31.25,44002
44,3,180,81,45.0,55,30.56,44,24.44,44003
44,4,194,58,29.9,63,32.47,73,37.63,44004
44,5,193,58,30.05,64,33.16,71,36.79,44005
44,6,231,70,30.3,100,43.29,61,26.41,44006
44,7,160,52,32.5,62,38.75,46,28.75,44007
44,8,255,78,30.59,78,30.59,99,38.82,44008
44,9,157,55,35.03,54,34.39,48,30.57,44009
44,10,156,55,35.26,52,33.33,49,31.41,44010
44,11,183,59,32.24,66,36.07,58,31.69,44011
44,12,219,77,35.16,81,36.99,61,27.85,44012
44,13,134,37,27.61,57,42.54,40,29.85,44013
44,14,142,41,28.87,43,30.28,58,40.85,44014
44,15,188,58,30.85,83,44.15,47,25.0,44015
44,16,204,56,27.45,87,42.65,61,29.9,44016
44,17,305,99,32.46,110,36.07,96,31.48,44017
44,18,174,54,31.03,59,33.91,61,35.06,44018
44,19,260,91,35.0,88,33.85,81,31.15,44019
44,20,180,61,33.89,65,36.11,54,30.0,44020
44,21,216,77,35.65,70,32.41,69,31.94,44021
44,22,243,80,32.92,87,35.8,76,31.28,44022
44,23,187,61,32.62,68,36.36,58,31.02,44023
44,24,173,56,32.37,71,41.04,46,26.59,44024
44,25,184,50,27.17,79,42.93,55,29.89,44025
44,26,202,67,33.17,75,37.13,60,29.7,44026
44,27,228,84,36.84,90,39.47,54,23.68,44027
44,28,199,63,31.66,60,30.15,76,38.19,44028
44,29,162,60,37.04,58,35.8,44,27.16,44029
44,30,199,57,28.64,69,34.67,73,36.68,44030
44,31,136,48,35.29,45,33.09,43,31.62,44031
44,32,195,59,30.26,81,41.54,55,28.21,44032
44,33,188,53,28.19,65,34.57,70,37.23,44033
44,34,218,89,40.83,80,36.7,49,22.48,44034
44,35,264,77,29.17,85,32.2,102,38.64,44035
44,36,182,70,38.46,68,37.36,44,24.18,44036
44,37,220,63,28.64,87,39.55,70,31.82,44037
44,38,132,44,33.33,54,40.91,34,25.76,44038
44,39,172,55,31.98,71,41.28,46,26.74,44039
44,40,137,30,21.9,66,48.18,41,29.93,44040
44,41,229,76,33.19,80,34.93,73,31.88,44041
45,1,154,46,29.87,55,35.71,53,34.42,45001
45,2,177,60,33.9,57,32.2,60,33.9,45002
45,3,190,60,31.58,58,30.53,72,37.89,45003
45,4,240,101,42.08,84,35.0,55,22.92,45004
45,5,215,75,34.88,72,33.49,68,31.63,45005
45,6,259,90,34.75,102,39.38,67,25.87,45006
45,7,284,110,38.73,91,32.04,83,29.23,45007
45,8,168,66,39.29,53,31.55,49,29.17,45008
45,9,163,67,41.1,41,25.15,55,33.74,45009
45,10,172,53,30.81,61,35.47,58,33.72,45010
45,11,117,49,41.88,31,26.5,37,31.62,45011
45,12,188,65,34.57,59,31.38,64,34.04,45012
45,13,170,66,38.82,56,32.94,48,28.24,45013
45,14,210,80,38.1,77,36.67,53,25.24,45014
45,15,264,120,45.45,70,26.52,74,28.03,45015
45,16,179,70,39.11,50,27.93,59,32.96,45016
45,17,172,57,33.14,55,31.98,60,34.88,45017
45,18,162,42,25.93,73,45.06,47,29.01,45018
45,19,75,29,38.67,19,25.33,27,36.0,45019
45,20,119,33,27.73,45,37.82,41,34.45,45020
45,21,161,60,37.27,65,40.37,36,22.36,45021
45,22,151,63,41.72,46,30.46,42,27.81,45022
45,23,139,55,39.57,48,34.53,36,25.9,45023
45,24,142,66,46.48,40,28.17,36,25.35,45024
45,25,112,35,31.25,40,35.71,37,33.04,45025
45,26,88,24,27.27,30,34.09,34,38.64,45026
45,27,127,45,35.43,36,28.35,46,36.22,45027
45,28,101,32,31.68,32,31.68,37,36.63,45028
45,29,108,49,45.37,33,30.56,26,24.07,45029
45,30,162,56,34.57,48,29.63,58,35.8,45030
45,31,140,59,42.14,38,27.14,43,30.71,45031
45,32,132,51,38.64,39,29.55,42,31.82,45032
45,33,119,48,40.34,37,31.09,34,28.57,45033
45,34,184,61,33.15,60,32.61,63,34.24,45034
45,35,189,68,35.98,77,40.74,44,23.28,45035
45,36,177,50,28.25,74,41.81,53,29.94,45036
45,37,158,57,36.08,59,37.34,42,26.58,45037
45,38,131,52,39.69,42,32.06,37,28.24,45038
45,39,135,57,42.22,44,32.59,34,25.19,45039
45,40,159,49,30.82,47,29.56,63,39.62,45040
45,41,140,55,39.29,41,29.29,44,31.43,45041
45,42,164,73,44.51,42,25.61,49,29.88,45042
45,43,173,78,45.09,46,26.59,49,28.32,45043
45,44,142,60,42.25,42,29.58,40,28.17,45044
45,45,80,28,35.0,26,32.5,26,32.5,45045
45,46,115,38,33.04,37,32.17,40,34.78,45046
45,47,109,50,45.87,28,25.69,31,28.44,45047
45,48,103,38,36.89,32,31.07,33,32.04,45048
46,1,172,52,30.23,60,34.88,60,34.88,46001
46,2,199,71,35.68,56,28.14,72,36.18,46002
46,3,290,111,38.28,113,38.97,66,22.76,46003
46,4,203,92,45.32,45,22.17,66,32.51,46004
46,5,200,70,35.0,72,36.0,58,29.0,46005
46,6,166,61,36.75,49,29.52,56,33.73,46006
46,7,267,100,37.45,76,28.46,91,34.08,46007
46,8,157,59,37.58,50,31.85,48,30.57,46008
46,9,230,75,32.61,75,32.61,80,34.78,46009
46,10,244,82,33.61,85,34.84,77,31.56,46010
46,11,174,51,29.31,58,33.33,65,37.36,46011
46,12,246,76,30.89,84,34.15,86,34.96,46012
46,13,206,76,36.89,75,36.41,55,26.7,46013
46,14,218,84,38.53,67,30.73,67,30.73,46014
46,15,195,58,29.74,72,36.92,65,33.33,46015
46,16,257,96,37.35,93,36.19,68,26.46,46016
46,17,260,107,41.15,80,30.77,73,28.08,46017
46,18,214,60,28.04,66,30.84,88,41.12,46018
46,19,183,55,30.05,71,38.8,57,31.15,46019
46,20,184,73,39.67,62,33.7,49,26.63,46020
46,21,131,38,29.01,51,38.93,42,32.06,46021
46,22,125,42,33.6,40,32.0,43,34.4,46022
46,23,168,64,38.1,33,19.64,71,42.26,46023
46,24,234,94,40.17,61,26.07,79,33.76,46024
46,25,188,60,31.91,70,37.23,58,30.85,46025
46,26,212,84,39.62,63,29.72,65,30.66,46026
46,27,244,76,31.15,76,31.15,92,37.7,46027
46,28,257,77,29.96,90,35.02,90,35.02,46028
46,29,186,70,37.63,61,32.8,55,29.57,46029
46,30,187,58,31.02,54,28.88,75,40.11,46030
46,31,194,70,36.08,68,35.05,56,28.87,46031
46,32,188,65,34.57,65,34.57,58,30.85,46032
46,33,231,67,29.0,90,38.96,74,32.03,46033
46,34,210,67,31.9,60,28.57,83,39.52,46034
46,35,194,65,33.51,77,39.69,52,26.8,46035
46,36,217,88,40.55,64,29.49,65,29.95,46036
46,37,163,62,38.04,48,29.45,53,32.52,46037
46,38,160,57,35.63,45,28.13,58,36.25,46038
46,39,205,68,33.17,60,29.27,77,37.56,46039
46,40,222,87,39.19,81,36.49,54,24.32,46040
47,1,117,47,40.17,43,36.75,27,23.08,47001
47,2,244,100,40.98,80,32.79,64,26.23,47002
47,3,276,120,43.48,82,29.71,74,26.81,47003
47,4,287,132,45.99,83,28.92,72,25.09,47004
47,5,281,114,40.57,86,30.6,81,28.83,47005
47,6,224,86,38.39,69,30.8,69,30.8,47006
47,7,188,71,37.77,57,30.32,60,31.91,47007
47,8,247,113,45.75,80,32.39,54,21.86,47008
47,9,198,77,38.89,69,34.85,52,26.26,47009
47,10,308,129,41.88,96,31.17,83,26.95,47010
47,11,190,79,41.58,64,33.68,47,24.74,47011
47,12,288,112,38.89,92,31.94,84,29.17,47012
47,13,243,102,41.98,87,35.8,54,22.22,47013
47,14,233,106,45.49,70,30.04,57,24.46,47014
47,15,335,113,33.73,114,34.03,108,32.24,47015
47,16,267,107,40.07,90,33.71,70,26.22,47016
47,17,216,87,40.28,62,28.7,67,31.02,47017
47,18,226,81,35.84,86,38.05,59,26.11,47018
47,19,283,99,34.98,98,34.63,86,30.39,47019
47,20,243,92,37.86,82,33.74,69,28.4,47020
47,21,258,110,42.64,75,29.07,73,28.29,47021
47,22,282,115,40.78,104,36.88,63,22.34,47022
47,23,299,109,36.45,112,37.46,78,26.09,47023
47,24,229,73,31.88,98,42.79,58,25.33,47024
47,25,243,102,41.98,70,28.81,71,29.22,47025
47,26,272,101,37.13,84,30.88,87,31.99,47026
47,27,216,91,42.13,72,33.33,53,24.54,47027
47,28,244,108,44.26,71,29.1,65,26.64,47028
47,29,254,120,47.24,73,28.74,61,24.02,47029
47,30,285,112,39.3,77,27.02,96,33.68,47030
47,31,217,86,39.63,73,33.64,58,26.73,47031
47,32,302,126,41.72,104,34.44,72,23.84,47032
47,33,177,72,40.68,59,33.33,46,25.99,47033
47,34,264,81,30.68,107,40.53,76,28.79,47034
47,35,223,89,39.91,76,34.08,58,26.01,47035
47,36,288,119,41.32,88,30.56,81,28.13,47036
47,37,249,103,41.37,81,32.53,65,26.1,47037
47,38,238,90,37.82,77,32.35,71,29.83,47038
47,39,259,94,36.29,94,36.29,71,27.41,47039
47,40,313,115,36.74,127,40.58,71,22.68,47040
47,41,276,96,34.78,90,32.61,90,32.61,47041
47,42,250,96,38.4,88,35.2,66,26.4,47042
47,43,208,71,34.13,74,35.58,63,30.29,47043
47,44,159,56,35.22,50,31.45,53,33.33,47044
47,45,249,105,42.17,92,36.95,52,20.88,47045
47,46,239,84,35.15,80,33.47,75,31.38,47046
47,47,234,95,40.6,83,35.47,56,23.93,47047
47,48,27,9,33.33,3,11.11,15,55.56,47048
48,1,228,79,34.65,84,36.84,65,28.51,48001
48,2,139,40,28.78,77,55.4,22,15.83,48002
48,3,240,79,32.92,77,32.08,84,35.0,48003
48,4,225,71,31.56,76,33.78,78,34.67,48004
48,5,169,65,38.46,66,39.05,38,22.49,48005
48,6,276,89,32.25,95,34.42,92,33.33,48006
48,7,262,98,37.4,98,37.4,66,25.19,48007
48,8,136,44,32.35,47,34.56,45,33.09,48008
48,9,151,44,29.14,57,37.75,50,33.11,48009
48,10,356,125,35.11,133,37.36,98,27.53,48010
48,11,230,83,36.09,87,37.83,60,26.09,48011
48,12,288,84,29.17,111,38.54,93,32.29,48012
48,13,296,96,32.43,82,27.7,118,39.86,48013
48,14,126,39,30.95,37,29.37,50,39.68,48014
48,15,131,39,29.77,39,29.77,53,40.46,48015
48,16,232,81,34.91,81,34.91,70,30.17,48016
48,17,240,86,35.83,81,33.75,73,30.42,48017
48,18,186,53,28.49,60,32.26,73,39.25,48018
48,19,221,79,35.75,95,42.99,47,21.27,48019
48,20,306,95,31.05,119,38.89,92,30.07,48020
48,21,246,67,27.24,81,32.93,98,39.84,48021
48,22,260,104,40.0,75,28.85,81,31.15,48022
48,23,269,69,25.65,115,42.75,85,31.6,48023
48,24,231,75,32.47,69,29.87,87,37.66,48024
48,25,270,88,32.59,112,41.48,70,25.93,48025
48,26,94,35,37.23,26,27.66,33,35.11,48026
48,27,231,71,30.74,66,28.57,94,40.69,48027
48,28,244,70,28.69,66,27.05,108,44.26,48028
48,29,146,44,30.14,36,24.66,66,45.21,48029
48,30,235,80,34.04,94,40.0,61,25.96,48030
48,31,246,85,34.55,69,28.05,92,37.4,48031
48,32,218,58,26.61,72,33.03,88,40.37,48032
48,33,160,64,40.0,48,30.0,48,30.0,48033
48,34,209,64,30.62,79,37.8,66,31.58,48034
48,35,150,56,37.33,47,31.33,47,31.33,48035
48,36,165,59,35.76,49,29.7,57,34.55,48036
48,37,251,72,28.69,87,34.66,92,36.65,48037
48,38,308,107,34.74,143,46.43,58,18.83,48038
48,39,197,60,30.46,58,29.44,79,40.1,48039
48,40,231,89,38.53,77,33.33,65,28.14,48040
48,41,235,75,31.91,86,36.6,74,31.49,48041
48,42,321,113,35.2,124,38.63,84,26.17,48042
48,43,236,62,26.27,87,36.86,87,36.86,48043
48,44,308,116,37.66,94,30.52,98,31.82,48044
48,45,191,77,40.31,58,30.37,56,29.32,48045
48,46,155,57,36.77,43,27.74,55,35.48,48046
49,1,148,64,43.24,40,27.03,44,29.73,49001
49,2,159,75,47.17,35,22.01,49,30.82,49002
49,3,261,123,47.13,72,27.59,66,25.29,49003
49,4,277,116,41.88,86,31.05,75,27.08,49004
49,5,277,127,45.85,54,19.49,96,34.66,49005
49,6,207,89,43.0,46,22.22,72,34.78,49006
49,7,229,94,41.05,66,28.82,69,30.13,49007
49,8,176,69,39.2,52,29.55,55,31.25,49008
49,9,226,82,36.28,56,24.78,88,38.94,49009
49,10,282,134,47.52,66,23.4,82,29.08,49010
49,11,320,134,41.88,73,22.81,113,35.31,49011
49,12,339,158,46.61,98,28.91,83,24.48,49012
49,13,293,137,46.76,67,22.87,89,30.38,49013
49,14,208,87,41.83,61,29.33,60,28.85,49014
49,15,170,89,52.35,38,22.35,43,25.29,49015
49,16,255,108,42.35,66,25.88,81,31.76,49016
49,17,125,45,36.0,40,32.0,40,32.0,49017
49,18,314,142,45.22,95,30.25,77,24.52,49018
49,19,187,89,47.59,39,20.86,59,31.55,49019
49,20,370,167,45.14,107,28.92,96,25.95,49020
49,21,129,61,47.29,30,23.26,38,29.46,49021
49,22,262,128,48.85,63,24.05,71,27.1,49022
49,23,301,137,45.51,57,18.94,107,35.55,49023
49,24,159,74,46.54,36,22.64,49,30.82,49024
49,25,302,115,38.08,89,29.47,98,32.45,49025
49,26,261,113,43.3,75,28.74,73,27.97,49026
49,27,254,99,38.98,67,26.38,88,34.65,49027
49,28,289,114,39.45,90,31.14,85,29.41,49028
49,29,303,133,43.89,74,24.42,96,31.68,49029
49,30,283,116,40.99,79,27.92,88,31.1,49030
49,31,195,75,38.46,67,34.36,53,27.18,49031
49,32,239,107,44.77,56,23.43,76,31.8,49032
49,33,202,95,47.03,42,20.79,65,32.18,49033
50,1,147,51,34.69,49,33.33,47,31.97,50001
50,2,98,38,38.78,27,27.55,33,33.67,50002
50,3,161,58,36.02,53,32.92,50,31.06,50003
50,4,175,64,36.57,50,28.57,61,34.86,50004
50,5,103,41,39.81,29,28.16,33,32.04,50005
50,6,199,56,28.14,63,31.66,80,40.2,50006
50,7,253,102,40.32,95,37.55,56,22.13,50007
50,8,143,47,32.87,38,26.57,58,40.56,50008
50,9,146,45,30.82,60,41.1,41,28.08,50009
50,10,108,41,37.96,29,26.85,38,35.19,50010
50,11,86,22,25.58,34,39.53,30,34.88,50011
50,12,82,27,32.93,21,25.61,34,41.46,50012
50,13,150,39,26.0,49,32.67,62,41.33,50013
50,14,49,12,24.49,8,16.33,29,59.18,50014
50,15,222,74,33.33,91,40.99,57,25.68,50015
50,16,57,10,17.54,19,33.33,28,49.12,50016
50,17,97,36,37.11,25,25.77,36,37.11,50017
50,18,37,5,13.51,12,32.43,20,54.05,50018
50,19,100,42,42.0,33,33.0,25,25.0,50019
50,20,166,61,36.75,60,36.14,45,27.11,50020
50,21,152,54,35.53,62,40.79,36,23.68,50021
50,22,90,38,42.22,25,27.78,27,30.0,50022
50,23,92,32,34.78,33,35.87,27,29.35,50023
50,24,100,34,34.0,30,30.0,36,36.0,50024
50,25,117,29,24.79,38,32.48,50,42.74,50025
50,26,123,46,37.4,34,27.64,43,34.96,50026
50,27,50,22,44.0,16,32.0,12,24.0,50027
50,28,123,47,38.21,36,29.27,40,32.52,50028
