ward,precinct,total,Cynthia M. Santos,Cynthia M. Santos Percent,Melissa Lindberg,Melissa Lindberg Percent,precinct_id
43,5,130,62,47.69,68,52.31,43005
43,6,113,62,54.87,51,45.13,43006
43,7,120,66,55.0,54,45.0,43007
43,8,140,84,60.0,56,40.0,43008
43,9,183,111,60.66,72,39.34,43009
43,10,210,110,52.38,100,47.62,43010
43,11,97,45,46.39,52,53.61,43011
43,12,125,65,52.0,60,48.0,43012
43,13,183,120,65.57,63,34.43,43013
43,14,185,87,47.03,98,52.97,43014
43,15,159,91,57.23,68,42.77,43015
43,16,117,64,54.7,53,45.3,43016
43,17,131,64,48.85,67,51.15,43017
43,18,185,122,65.95,63,34.05,43018
43,19,195,108,55.38,87,44.62,43019
43,20,158,84,53.16,74,46.84,43020
43,21,169,98,57.99,71,42.01,43021
43,22,102,63,61.76,39,38.24,43022
43,23,123,65,52.85,58,47.15,43023
43,24,128,75,58.59,53,41.41,43024
43,25,170,87,51.18,83,48.82,43025
43,26,126,55,43.65,71,56.35,43026
43,27,157,79,50.32,78,49.68,43027
43,28,195,105,53.85,90,46.15,43028
43,29,144,70,48.61,74,51.39,43029
43,30,152,77,50.66,75,49.34,43030
43,31,206,127,61.65,79,38.35,43031
43,32,193,108,55.96,85,44.04,43032
43,34,149,71,47.65,78,52.35,43034
43,36,71,43,60.56,28,39.44,43036
43,37,161,88,54.66,73,45.34,43037
43,38,148,76,51.35,72,48.65,43038
43,39,115,65,56.52,50,43.48,43039
43,40,127,73,57.48,54,42.52,43040
43,41,232,122,52.59,110,47.41,43041
43,42,174,100,57.47,74,42.53,43042
43,43,188,107,56.91,81,43.09,43043
43,44,142,68,47.89,74,52.11,43044
43,46,76,40,52.63,36,47.37,43046
44,1,313,181,57.83,132,42.17,44001
44,2,198,120,60.61,78,39.39,44002
44,5,197,110,55.84,87,44.16,44005
44,6,234,145,61.97,89,38.03,44006
44,8,257,156,60.7,101,39.3,44008
44,9,157,80,50.96,77,49.04,44009
44,10,150,70,46.67,80,53.33,44010
44,11,194,116,59.79,78,40.21,44011
44,12,217,112,51.61,105,48.39,44012
44,13,131,71,54.2,60,45.8,44013
44,14,145,84,57.93,61,42.07,44014
44,15,186,105,56.45,81,43.55,44015
44,16,190,122,64.21,68,35.79,44016
44,17,306,181,59.15,125,40.85,44017
44,18,184,119,64.67,65,35.33,44018
44,19,256,149,58.2,107,41.8,44019
44,20,184,118,64.13,66,35.87,44020
44,21,218,130,59.63,88,40.37,44021
44,22,250,151,60.4,99,39.6,44022
44,23,179,105,58.66,74,41.34,44023
44,25,175,100,57.14,75,42.86,44025
44,26,206,129,62.62,77,37.38,44026
44,27,220,132,60.0,88,40.0,44027
44,28,208,130,62.5,78,37.5,44028
44,29,167,110,65.87,57,34.13,44029
44,30,197,127,64.47,70,35.53,44030
44,31,138,81,58.7,57,41.3,44031
44,32,209,123,58.85,86,41.15,44032
44,33,201,131,65.17,70,34.83,44033
44,34,223,134,60.09,89,39.91,44034
44,36,179,110,61.45,69,38.55,44036
44,37,227,133,58.59,94,41.41,44037
44,38,138,85,61.59,53,38.41,44038
44,39,167,92,55.09,75,44.91,44039
44,40,143,77,53.85,66,46.15,44040
44,41,227,151,66.52,76,33.48,44041
45,3,201,126,62.69,75,37.31,45003
45,4,260,152,58.46,108,41.54,45004
45,5,233,146,62.66,87,37.34,45005
45,6,273,162,59.34,111,40.66,45006
45,7,309,197,63.75,112,36.25,45007
45,8,12,8,66.67,4,33.33,45008
45,11,134,88,65.67,46,34.33,45011
45,12,201,122,60.7,79,39.3,45012
45,13,185,94,50.81,91,49.19,45013
45,14,232,139,59.91,93,40.09,45014
45,15,274,176,64.23,98,35.77,45015
45,16,185,108,58.38,77,41.62,45016
45,17,195,115,58.97,80,41.03,45017
45,18,168,108,64.29,60,35.71,45018
45,19,91,59,64.84,32,35.16,45019
45,20,124,75,60.48,49,39.52,45020
45,21,179,109,60.89,70,39.11,45021
45,22,162,113,69.75,49,30.25,45022
45,23,163,115,70.55,48,29.45,45023
45,24,147,94,63.95,53,36.05,45024
45,25,120,75,62.5,45,37.5,45025
45,26,94,53,56.38,41,43.62,45026
45,27,143,99,69.23,44,30.77,45027
45,28,119,70,58.82,49,41.18,45028
45,29,112,74,66.07,38,33.93,45029
45,30,179,109,60.89,70,39.11,45030
45,31,151,92,60.93,59,39.07,45031
45,32,139,88,63.31,51,36.69,45032
45,33,127,80,62.99,47,37.01,45033
45,34,198,118,59.6,80,40.4,45034
45,35,210,125,59.52,85,40.48,45035
45,36,196,122,62.24,74,37.76,45036
45,37,173,95,54.91,78,45.09,45037
45,38,149,104,69.8,45,30.2,45038
45,39,161,97,60.25,64,39.75,45039
45,40,184,117,63.59,67,36.41,45040
45,41,162,98,60.49,64,39.51,45041
45,42,180,111,61.67,69,38.33,45042
45,43,181,125,69.06,56,30.94,45043
45,44,160,80,50.0,80,50.0,45044
45,45,91,59,64.84,32,35.16,45045
45,46,120,77,64.17,43,35.83,45046
45,47,117,73,62.39,44,37.61,45047
45,48,112,79,70.54,33,29.46,45048
46,3,282,161,57.09,121,42.91,46003
46,5,195,121,62.05,74,37.95,46005
46,10,247,160,64.78,87,35.22,46010
46,12,38,29,76.32,9,23.68,46012
46,16,119,80,67.23,39,32.77,46016
46,19,187,129,68.98,58,31.02,46019
46,24,68,39,57.35,29,42.65,46024
46,28,254,155,61.02,99,38.98,46028
46,30,206,143,69.42,63,30.58,46030
46,31,206,124,60.19,82,39.81,46031
46,33,231,131,56.71,100,43.29,46033
46,36,218,129,59.17,89,40.83,46036
46,38,141,94,66.67,47,33.33,46038
46,39,202,139,68.81,63,31.19,46039
47,1,108,51,47.22,57,52.78,47001
47,2,234,141,60.26,93,39.74,47002
47,3,274,176,64.23,98,35.77,47003
47,4,273,164,60.07,109,39.93,47004
47,5,268,151,56.34,117,43.66,47005
47,6,239,146,61.09,93,38.91,47006
47,7,208,119,57.21,89,42.79,47007
47,8,234,135,57.69,99,42.31,47008
47,9,197,117,59.39,80,40.61,47009
47,10,313,195,62.3,118,37.7,47010
47,11,190,109,57.37,81,42.63,47011
47,12,278,141,50.72,137,49.28,47012
47,13,253,152,60.08,101,39.92,47013
47,14,222,130,58.56,92,41.44,47014
47,16,262,153,58.4,109,41.6,47016
47,17,230,140,60.87,90,39.13,47017
47,18,221,120,54.3,101,45.7,47018
47,20,240,127,52.92,113,47.08,47020
47,21,254,156,61.42,98,38.58,47021
47,22,275,139,50.55,136,49.45,47022
47,24,225,138,61.33,87,38.67,47024
47,25,233,135,57.94,98,42.06,47025
47,26,277,178,64.26,99,35.74,47026
47,27,206,119,57.77,87,42.23,47027
47,28,238,140,58.82,98,41.18,47028
47,29,238,154,64.71,84,35.29,47029
47,30,143,94,65.73,49,34.27,47030
47,31,217,124,57.14,93,42.86,47031
47,32,308,162,52.6,146,47.4,47032
47,33,170,101,59.41,69,40.59,47033
47,34,271,147,54.24,124,45.76,47034
47,35,222,122,54.95,100,45.05,47035
47,36,280,159,56.79,121,43.21,47036
47,37,240,152,63.33,88,36.67,47037
47,38,229,130,56.77,99,43.23,47038
47,39,242,149,61.57,93,38.43,47039
47,40,299,164,54.85,135,45.15,47040
47,41,276,169,61.23,107,38.77,47041
47,42,248,120,48.39,128,51.61,47042
47,43,199,121,60.8,78,39.2,47043
47,44,172,119,69.19,53,30.81,47044
47,45,243,136,55.97,107,44.03,47045
47,46,232,135,58.19,97,41.81,47046
47,47,235,132,56.17,103,43.83,47047
47,48,29,19,65.52,10,34.48,47048
50,24,117,59,50.43,58,49.57,50024
50,25,12,3,25.0,9,75.0,50025
