ward,precinct,total,Michelle A. Harris,Michelle A. Harris Percent,precinct_id
6,9,129,129,100.0,06009
6,10,96,96,100.0,06010
6,11,131,131,100.0,06011
6,12,105,105,100.0,06012
6,13,138,138,100.0,06013
6,14,177,177,100.0,06014
6,15,106,106,100.0,06015
6,16,204,204,100.0,06016
6,17,99,99,100.0,06017
6,18,90,90,100.0,06018
6,19,151,151,100.0,06019
6,20,90,90,100.0,06020
6,21,3,3,100.0,06021
6,22,94,94,100.0,06022
6,23,61,61,100.0,06023
6,24,90,90,100.0,06024
6,25,78,78,100.0,06025
6,26,99,99,100.0,06026
6,27,86,86,100.0,06027
6,28,73,73,100.0,06028
6,29,244,244,100.0,06029
6,30,120,120,100.0,06030
6,31,242,242,100.0,06031
6,32,184,184,100.0,06032
6,33,177,177,100.0,06033
6,34,201,201,100.0,06034
6,35,182,182,100.0,06035
6,36,243,243,100.0,06036
6,37,238,238,100.0,06037
6,38,220,220,100.0,06038
6,39,132,132,100.0,06039
6,40,149,149,100.0,06040
6,41,194,194,100.0,06041
6,42,162,162,100.0,06042
6,43,150,150,100.0,06043
6,44,152,152,100.0,06044
6,45,187,187,100.0,06045
6,46,113,113,100.0,06046
6,47,130,130,100.0,06047
6,48,180,180,100.0,06048
7,1,135,135,100.0,07001
8,1,155,155,100.0,08001
8,2,166,166,100.0,08002
8,3,267,267,100.0,08003
8,4,94,94,100.0,08004
8,5,248,248,100.0,08005
8,6,217,217,100.0,08006
8,8,240,240,100.0,08008
8,10,311,311,100.0,08010
8,11,186,186,100.0,08011
8,12,156,156,100.0,08012
8,13,203,203,100.0,08013
8,14,92,92,100.0,08014
8,15,175,175,100.0,08015
8,16,52,52,100.0,08016
8,18,131,131,100.0,08018
8,19,258,258,100.0,08019
8,20,249,249,100.0,08020
8,21,235,235,100.0,08021
8,22,187,187,100.0,08022
8,23,169,169,100.0,08023
8,24,146,146,100.0,08024
8,25,164,164,100.0,08025
8,26,180,180,100.0,08026
8,27,56,56,100.0,08027
8,29,250,250,100.0,08029
8,30,208,208,100.0,08030
8,31,156,156,100.0,08031
8,33,192,192,100.0,08033
8,34,200,200,100.0,08034
8,35,226,226,100.0,08035
8,37,187,187,100.0,08037
8,38,108,108,100.0,08038
8,40,150,150,100.0,08040
8,41,197,197,100.0,08041
8,43,87,87,100.0,08043
8,44,128,128,100.0,08044
8,45,145,145,100.0,08045
8,47,171,171,100.0,08047
8,48,164,164,100.0,08048
8,49,185,185,100.0,08049
8,50,136,136,100.0,08050
8,51,224,224,100.0,08051
8,52,289,289,100.0,08052
8,54,120,120,100.0,08054
8,55,193,193,100.0,08055
8,56,237,237,100.0,08056
9,12,218,218,100.0,09012
9,23,224,224,100.0,09023
9,24,184,184,100.0,09024
9,25,181,181,100.0,09025
9,36,141,141,100.0,09036
9,42,204,204,100.0,09042
9,47,230,230,100.0,09047
9,48,192,192,100.0,09048
9,49,175,175,100.0,09049
9,50,294,294,100.0,09050
9,51,207,207,100.0,09051
13,19,127,127,100.0,13019
13,41,32,32,100.0,13041
16,6,0,0,0.0,16006
16,9,113,113,100.0,16009
16,27,5,5,100.0,16027
16,28,108,108,100.0,16028
16,30,86,86,100.0,16030
16,31,21,21,100.0,16031
16,34,26,26,100.0,16034
17,1,125,125,100.0,17001
17,2,123,123,100.0,17002
17,3,126,126,100.0,17003
17,4,185,185,100.0,17004
17,5,107,107,100.0,17005
17,6,51,51,100.0,17006
17,8,95,95,100.0,17008
17,9,115,115,100.0,17009
17,10,190,190,100.0,17010
17,11,92,92,100.0,17011
17,12,17,17,100.0,17012
17,13,0,0,0.0,17013
17,15,146,146,100.0,17015
17,16,77,77,100.0,17016
17,17,124,124,100.0,17017
17,18,175,175,100.0,17018
17,20,224,224,100.0,17020
17,21,217,217,100.0,17021
17,22,123,123,100.0,17022
17,23,98,98,100.0,17023
17,24,160,160,100.0,17024
17,25,93,93,100.0,17025
17,26,150,150,100.0,17026
17,27,136,136,100.0,17027
17,28,105,105,100.0,17028
17,29,111,111,100.0,17029
17,30,84,84,100.0,17030
17,32,95,95,100.0,17032
17,33,35,35,100.0,17033
17,34,100,100,100.0,17034
17,35,14,14,100.0,17035
17,36,112,112,100.0,17036
17,37,121,121,100.0,17037
17,38,119,119,100.0,17038
17,39,152,152,100.0,17039
17,40,176,176,100.0,17040
17,41,203,203,100.0,17041
18,1,133,133,100.0,18001
18,2,115,115,100.0,18002
18,3,117,117,100.0,18003
18,4,221,221,100.0,18004
18,5,103,103,100.0,18005
18,6,138,138,100.0,18006
18,7,153,153,100.0,18007
18,8,185,185,100.0,18008
18,9,216,216,100.0,18009
18,10,276,276,100.0,18010
18,11,143,143,100.0,18011
18,12,162,162,100.0,18012
18,13,203,203,100.0,18013
18,14,183,183,100.0,18014
18,15,2,2,100.0,18015
18,16,158,158,100.0,18016
18,17,162,162,100.0,18017
18,18,171,171,100.0,18018
18,19,190,190,100.0,18019
18,20,129,129,100.0,18020
18,21,228,228,100.0,18021
18,22,221,221,100.0,18022
18,23,151,151,100.0,18023
18,26,229,229,100.0,18026
18,27,118,118,100.0,18027
18,28,131,131,100.0,18028
18,29,178,178,100.0,18029
18,31,181,181,100.0,18031
18,32,193,193,100.0,18032
18,33,138,138,100.0,18033
18,34,232,232,100.0,18034
18,35,237,237,100.0,18035
18,36,166,166,100.0,18036
18,37,222,222,100.0,18037
18,38,172,172,100.0,18038
18,39,124,124,100.0,18039
18,41,212,212,100.0,18041
18,42,130,130,100.0,18042
18,44,134,134,100.0,18044
18,45,127,127,100.0,18045
18,47,113,113,100.0,18047
18,48,140,140,100.0,18048
18,49,95,95,100.0,18049
18,50,113,113,100.0,18050
19,2,263,263,100.0,19002
19,5,185,185,100.0,19005
19,10,42,42,100.0,19010
19,11,8,8,100.0,19011
19,13,307,307,100.0,19013
19,14,235,235,100.0,19014
19,20,226,226,100.0,19020
19,25,65,65,100.0,19025
19,27,237,237,100.0,19027
19,28,265,265,100.0,19028
19,31,195,195,100.0,19031
19,36,278,278,100.0,19036
19,37,247,247,100.0,19037
19,38,202,202,100.0,19038
19,39,61,61,100.0,19039
19,40,221,221,100.0,19040
19,42,164,164,100.0,19042
19,43,285,285,100.0,19043
19,47,343,343,100.0,19047
19,48,230,230,100.0,19048
19,49,306,306,100.0,19049
19,57,23,23,100.0,19057
20,1,169,169,100.0,20001
20,3,134,134,100.0,20003
20,5,183,183,100.0,20005
20,7,126,126,100.0,20007
20,8,159,159,100.0,20008
20,9,222,222,100.0,20009
20,10,114,114,100.0,20010
20,11,58,58,100.0,20011
20,12,90,90,100.0,20012
20,13,158,158,100.0,20013
20,14,83,83,100.0,20014
20,16,174,174,100.0,20016
20,18,108,108,100.0,20018
20,19,110,110,100.0,20019
20,22,227,227,100.0,20022
20,23,142,142,100.0,20023
20,24,160,160,100.0,20024
20,26,200,200,100.0,20026
20,27,58,58,100.0,20027
20,28,103,103,100.0,20028
20,29,203,203,100.0,20029
20,30,2,2,100.0,20030
20,31,34,34,100.0,20031
20,33,128,128,100.0,20033
20,34,199,199,100.0,20034
20,35,63,63,100.0,20035
20,37,48,48,100.0,20037
21,1,207,207,100.0,21001
21,2,124,124,100.0,21002
21,3,202,202,100.0,21003
21,4,169,169,100.0,21004
21,5,209,209,100.0,21005
21,6,135,135,100.0,21006
21,7,204,204,100.0,21007
21,8,184,184,100.0,21008
21,9,216,216,100.0,21009
21,10,156,156,100.0,21010
21,11,155,155,100.0,21011
21,12,151,151,100.0,21012
21,13,170,170,100.0,21013
21,14,233,233,100.0,21014
21,15,146,146,100.0,21015
21,16,156,156,100.0,21016
21,17,136,136,100.0,21017
21,18,186,186,100.0,21018
21,19,193,193,100.0,21019
21,20,137,137,100.0,21020
21,21,161,161,100.0,21021
21,22,160,160,100.0,21022
21,23,157,157,100.0,21023
21,24,191,191,100.0,21024
21,25,170,170,100.0,21025
21,26,145,145,100.0,21026
21,27,157,157,100.0,21027
21,28,206,206,100.0,21028
21,29,197,197,100.0,21029
21,30,138,138,100.0,21030
21,31,151,151,100.0,21031
21,32,161,161,100.0,21032
21,33,149,149,100.0,21033
21,34,147,147,100.0,21034
21,35,231,231,100.0,21035
21,36,163,163,100.0,21036
21,37,153,153,100.0,21037
21,38,149,149,100.0,21038
21,39,116,116,100.0,21039
21,40,160,160,100.0,21040
21,41,168,168,100.0,21041
21,42,193,193,100.0,21042
21,43,181,181,100.0,21043
21,44,182,182,100.0,21044
21,45,146,146,100.0,21045
21,46,195,195,100.0,21046
21,47,141,141,100.0,21047
21,48,156,156,100.0,21048
21,49,224,224,100.0,21049
21,50,149,149,100.0,21050
21,51,161,161,100.0,21051
21,52,169,169,100.0,21052
21,53,144,144,100.0,21053
21,54,150,150,100.0,21054
34,1,207,207,100.0,34001
34,2,114,114,100.0,34002
34,3,168,168,100.0,34003
34,5,152,152,100.0,34005
34,6,199,199,100.0,34006
34,7,198,198,100.0,34007
34,8,133,133,100.0,34008
34,9,125,125,100.0,34009
34,10,192,192,100.0,34010
34,11,121,121,100.0,34011
34,12,173,173,100.0,34012
34,13,179,179,100.0,34013
34,14,125,125,100.0,34014
34,15,123,123,100.0,34015
34,16,149,149,100.0,34016
34,17,223,223,100.0,34017
34,19,168,168,100.0,34019
34,20,217,217,100.0,34020
34,21,221,221,100.0,34021
34,22,50,50,100.0,34022
34,25,287,287,100.0,34025
34,26,210,210,100.0,34026
34,29,138,138,100.0,34029
34,30,69,69,100.0,34030
34,31,138,138,100.0,34031
34,32,145,145,100.0,34032
34,33,127,127,100.0,34033
34,34,192,192,100.0,34034
34,35,181,181,100.0,34035
34,40,192,192,100.0,34040
34,41,4,4,100.0,34041
34,42,218,218,100.0,34042
34,43,191,191,100.0,34043
34,44,202,202,100.0,34044
34,45,177,177,100.0,34045
34,46,137,137,100.0,34046
34,47,148,148,100.0,34047
34,48,222,222,100.0,34048
34,49,193,193,100.0,34049
34,50,122,122,100.0,34050
34,51,209,209,100.0,34051
34,52,153,153,100.0,34052
