ward,precinct,total,CHRISTINE RADOGNO (BUSH),CHRISTINE RADOGNO (BUSH) Percent,ANNE ZICKUS (BUSH),ANNE ZICKUS (BUSH) Percent,EILEEN LYONS (BUSH),EILEEN LYONS (BUSH) Percent,CHRISTOPHER SOULSBY (KEYES),CHRISTOPHER SOULSBY (KEYES) Percent,EARL F. GOUGH (FORBES),EARL F. GOUGH (FORBES) Percent,DEAN STUMP (FORBES),DEAN STUMP (FORBES) Percent,RICHARD P. CARO (FORBES),RICHARD P. CARO (FORBES) Percent,JACK O'CONNOR (McCAIN),JACK O'CONNOR (McCAIN) Percent,FRANK A. BERTUCCI (McCAIN),FRANK A. BERTUCCI (McCAIN) Percent,THERESA KERN (McCAIN),THERESA KERN (McCAIN) Percent,precinct_id
13,57,39,7,17.95,6,15.38,7,17.95,0,0.0,1,2.56,1,2.56,1,2.56,7,17.95,5,12.82,4,10.26,13057
13,58,9,2,22.22,2,22.22,2,22.22,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,2,22.22,0,0.0,13058
13,59,20,2,10.0,5,25.0,4,20.0,0,0.0,0,0.0,0,0.0,0,0.0,3,15.0,2,10.0,4,20.0,13059
13,60,16,4,25.0,3,18.75,1,6.25,1,6.25,1,6.25,0,0.0,1,6.25,1,6.25,2,12.5,2,12.5,13060
13,61,23,8,34.78,8,34.78,6,26.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.35,0,0.0,13061
13,62,17,3,17.65,4,23.53,3,17.65,3,17.65,0,0.0,0,0.0,0,0.0,1,5.88,1,5.88,2,11.76,13062
13,63,36,8,22.22,10,27.78,6,16.67,3,8.33,0,0.0,0,0.0,0,0.0,3,8.33,5,13.89,1,2.78,13063
14,1,34,8,23.53,7,20.59,10,29.41,2,5.88,4,11.76,0,0.0,0,0.0,1,2.94,1,2.94,1,2.94,14001
14,2,30,8,26.67,6,20.0,7,23.33,1,3.33,1,3.33,0,0.0,0,0.0,2,6.67,3,10.0,2,6.67,14002
14,3,18,3,16.67,4,22.22,3,16.67,0,0.0,1,5.56,0,0.0,0,0.0,3,16.67,3,16.67,1,5.56,14003
14,4,32,8,25.0,5,15.63,6,18.75,3,9.38,1,3.13,2,6.25,3,9.38,0,0.0,0,0.0,4,12.5,14004
14,9,18,3,16.67,2,11.11,3,16.67,1,5.56,2,11.11,0,0.0,1,5.56,3,16.67,2,11.11,1,5.56,14009
14,11,15,1,6.67,3,20.0,3,20.0,1,6.67,0,0.0,0,0.0,2,13.33,2,13.33,2,13.33,1,6.67,14011
14,13,41,6,14.63,7,17.07,6,14.63,4,9.76,0,0.0,0,0.0,1,2.44,8,19.51,6,14.63,3,7.32,14013
14,16,33,8,24.24,8,24.24,9,27.27,0,0.0,0,0.0,0,0.0,0,0.0,2,6.06,2,6.06,4,12.12,14016
14,27,38,7,18.42,7,18.42,5,13.16,7,18.42,2,5.26,3,7.89,2,5.26,2,5.26,2,5.26,1,2.63,14027
14,28,35,5,14.29,6,17.14,3,8.57,2,5.71,0,0.0,1,2.86,0,0.0,7,20.0,6,17.14,5,14.29,14028
14,34,8,2,25.0,2,25.0,2,25.0,1,12.5,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,14034
14,35,19,1,5.26,2,10.53,2,10.53,0,0.0,1,5.26,2,10.53,2,10.53,4,21.05,2,10.53,3,15.79,14035
14,39,57,16,28.07,10,17.54,13,22.81,5,8.77,2,3.51,0,0.0,1,1.75,6,10.53,3,5.26,1,1.75,14039
14,40,10,1,10.0,1,10.0,2,20.0,1,10.0,0,0.0,0,0.0,0,0.0,2,20.0,1,10.0,2,20.0,14040
14,43,32,8,25.0,6,18.75,6,18.75,1,3.13,1,3.13,0,0.0,0,0.0,4,12.5,2,6.25,4,12.5,14043
14,44,27,4,14.81,3,11.11,5,18.52,0,0.0,2,7.41,1,3.7,1,3.7,5,18.52,3,11.11,3,11.11,14044
14,45,13,5,38.46,4,30.77,3,23.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,14045
14,47,13,4,30.77,3,23.08,2,15.38,0,0.0,1,7.69,0,0.0,0,0.0,1,7.69,1,7.69,1,7.69,14047
15,12,26,6,23.08,5,19.23,5,19.23,0,0.0,0,0.0,0,0.0,1,3.85,3,11.54,2,7.69,4,15.38,15012
15,45,8,2,25.0,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,50.0,15045
18,1,15,3,20.0,2,13.33,3,20.0,1,6.67,1,6.67,0,0.0,1,6.67,1,6.67,2,13.33,1,6.67,18001
18,2,9,3,33.33,3,33.33,2,22.22,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18002
18,7,7,2,28.57,2,28.57,1,14.29,0,0.0,0,0.0,1,14.29,0,0.0,1,14.29,0,0.0,0,0.0,18007
18,10,21,4,19.05,4,19.05,3,14.29,1,4.76,0,0.0,0,0.0,1,4.76,2,9.52,3,14.29,3,14.29,18010
18,11,32,5,15.63,5,15.63,8,25.0,1,3.13,0,0.0,1,3.13,0,0.0,5,15.63,4,12.5,3,9.38,18011
18,13,19,6,31.58,6,31.58,4,21.05,2,10.53,0,0.0,0,0.0,0,0.0,1,5.26,0,0.0,0,0.0,18013
18,17,14,3,21.43,2,14.29,4,28.57,1,7.14,0,0.0,1,7.14,0,0.0,1,7.14,0,0.0,2,14.29,18017
18,21,25,5,20.0,7,28.0,5,20.0,1,4.0,0,0.0,0,0.0,0,0.0,3,12.0,1,4.0,3,12.0,18021
18,23,1,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18023
18,29,53,12,22.64,13,24.53,11,20.75,3,5.66,1,1.89,2,3.77,1,1.89,2,3.77,5,9.43,3,5.66,18029
18,31,9,3,33.33,2,22.22,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,18031
18,36,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18036
18,49,12,3,25.0,3,25.0,3,25.0,0,0.0,0,0.0,1,8.33,0,0.0,1,8.33,0,0.0,1,8.33,18049
22,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22001
22,15,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22015
22,22,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22022
23,1,45,7,15.56,6,13.33,11,24.44,1,2.22,0,0.0,1,2.22,1,2.22,4,8.89,7,15.56,7,15.56,23001
23,2,13,3,23.08,2,15.38,1,7.69,2,15.38,1,7.69,0,0.0,2,15.38,2,15.38,0,0.0,0,0.0,23002
23,3,59,11,18.64,13,22.03,14,23.73,3,5.08,0,0.0,1,1.69,1,1.69,4,6.78,7,11.86,5,8.47,23003
23,4,40,5,12.5,8,20.0,4,10.0,2,5.0,1,2.5,0,0.0,1,2.5,6,15.0,6,15.0,7,17.5,23004
23,5,25,7,28.0,6,24.0,2,8.0,3,12.0,0,0.0,0,0.0,1,4.0,3,12.0,1,4.0,2,8.0,23005
23,6,48,15,31.25,14,29.17,11,22.92,0,0.0,2,4.17,0,0.0,0,0.0,2,4.17,3,6.25,1,2.08,23006
23,7,33,7,21.21,5,15.15,5,15.15,2,6.06,1,3.03,2,6.06,0,0.0,2,6.06,6,18.18,3,9.09,23007
23,8,29,6,20.69,6,20.69,6,20.69,0,0.0,3,10.34,2,6.9,2,6.9,2,6.9,2,6.9,0,0.0,23008
23,9,25,7,28.0,6,24.0,6,24.0,0,0.0,1,4.0,1,4.0,0,0.0,1,4.0,2,8.0,1,4.0,23009
23,10,32,7,21.88,5,15.63,7,21.88,0,0.0,1,3.13,0,0.0,1,3.13,4,12.5,3,9.38,4,12.5,23010
23,11,45,7,15.56,8,17.78,12,26.67,2,4.44,1,2.22,1,2.22,0,0.0,4,8.89,5,11.11,5,11.11,23011
23,12,30,5,16.67,6,20.0,9,30.0,1,3.33,0,0.0,0,0.0,2,6.67,2,6.67,2,6.67,3,10.0,23012
23,13,42,8,19.05,9,21.43,9,21.43,2,4.76,1,2.38,1,2.38,0,0.0,4,9.52,4,9.52,4,9.52,23013
23,14,27,5,18.52,5,18.52,7,25.93,0,0.0,1,3.7,1,3.7,1,3.7,2,7.41,4,14.81,1,3.7,23014
23,15,44,12,27.27,10,22.73,11,25.0,1,2.27,1,2.27,3,6.82,0,0.0,2,4.55,1,2.27,3,6.82,23015
23,16,39,8,20.51,9,23.08,12,30.77,3,7.69,0,0.0,1,2.56,0,0.0,3,7.69,1,2.56,2,5.13,23016
23,17,22,5,22.73,5,22.73,5,22.73,2,9.09,1,4.55,1,4.55,0,0.0,1,4.55,1,4.55,1,4.55,23017
23,18,35,9,25.71,10,28.57,9,25.71,0,0.0,0,0.0,0,0.0,0,0.0,4,11.43,1,2.86,2,5.71,23018
23,19,36,9,25.0,8,22.22,10,27.78,0,0.0,1,2.78,2,5.56,0,0.0,2,5.56,4,11.11,0,0.0,23019
23,20,38,10,26.32,10,26.32,8,21.05,0,0.0,0,0.0,0,0.0,0,0.0,2,5.26,3,7.89,5,13.16,23020
23,21,55,12,21.82,10,18.18,11,20.0,1,1.82,1,1.82,2,3.64,2,3.64,5,9.09,7,12.73,4,7.27,23021
23,22,26,5,19.23,6,23.08,5,19.23,2,7.69,0,0.0,0,0.0,1,3.85,3,11.54,1,3.85,3,11.54,23022
23,23,45,12,26.67,8,17.78,9,20.0,5,11.11,1,2.22,0,0.0,1,2.22,4,8.89,2,4.44,3,6.67,23023
23,24,26,4,15.38,7,26.92,5,19.23,1,3.85,0,0.0,0,0.0,1,3.85,4,15.38,2,7.69,2,7.69,23024
23,25,14,2,14.29,3,21.43,2,14.29,0,0.0,0,0.0,0,0.0,1,7.14,2,14.29,1,7.14,3,21.43,23025
23,26,38,9,23.68,8,21.05,8,21.05,1,2.63,1,2.63,1,2.63,2,5.26,5,13.16,2,5.26,1,2.63,23026
23,27,51,12,23.53,12,23.53,11,21.57,1,1.96,0,0.0,0,0.0,1,1.96,5,9.8,4,7.84,5,9.8,23027
23,28,47,12,25.53,10,21.28,9,19.15,1,2.13,0,0.0,1,2.13,1,2.13,3,6.38,6,12.77,4,8.51,23028
23,29,17,5,29.41,4,23.53,4,23.53,0,0.0,1,5.88,0,0.0,0,0.0,1,5.88,2,11.76,0,0.0,23029
23,30,33,3,9.09,6,18.18,6,18.18,1,3.03,1,3.03,0,0.0,0,0.0,7,21.21,4,12.12,5,15.15,23030
23,31,38,7,18.42,9,23.68,6,15.79,3,7.89,3,7.89,1,2.63,0,0.0,2,5.26,5,13.16,2,5.26,23031
23,32,24,6,25.0,5,20.83,6,25.0,1,4.17,0,0.0,0,0.0,0,0.0,2,8.33,2,8.33,2,8.33,23032
23,33,37,5,13.51,6,16.22,7,18.92,1,2.7,3,8.11,1,2.7,1,2.7,5,13.51,3,8.11,5,13.51,23033
23,34,52,14,26.92,10,19.23,11,21.15,2,3.85,1,1.92,1,1.92,1,1.92,4,7.69,5,9.62,3,5.77,23034
23,35,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23035
23,36,42,8,19.05,10,23.81,14,33.33,0,0.0,0,0.0,0,0.0,1,2.38,3,7.14,3,7.14,3,7.14,23036
23,37,14,2,14.29,0,0.0,0,0.0,3,21.43,2,14.29,2,14.29,0,0.0,3,21.43,1,7.14,1,7.14,23037
23,38,9,3,33.33,3,33.33,3,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23038
23,39,26,4,15.38,3,11.54,5,19.23,2,7.69,2,7.69,2,7.69,2,7.69,3,11.54,1,3.85,2,7.69,23039
23,40,49,12,24.49,11,22.45,14,28.57,2,4.08,0,0.0,0,0.0,0,0.0,4,8.16,5,10.2,1,2.04,23040
23,41,30,4,13.33,7,23.33,5,16.67,3,10.0,0,0.0,0,0.0,1,3.33,4,13.33,2,6.67,4,13.33,23041
23,42,10,2,20.0,0,0.0,1,10.0,2,20.0,0,0.0,2,20.0,0,0.0,0,0.0,0,0.0,3,30.0,23042
23,43,27,5,18.52,5,18.52,6,22.22,1,3.7,0,0.0,0,0.0,0,0.0,3,11.11,4,14.81,3,11.11,23043
23,44,49,12,24.49,9,18.37,7,14.29,2,4.08,0,0.0,0,0.0,0,0.0,2,4.08,7,14.29,10,20.41,23044
23,45,39,10,25.64,8,20.51,6,15.38,0,0.0,1,2.56,3,7.69,1,2.56,3,7.69,4,10.26,3,7.69,23045
23,46,36,5,13.89,5,13.89,9,25.0,3,8.33,0,0.0,2,5.56,2,5.56,4,11.11,4,11.11,2,5.56,23046
23,47,53,15,28.3,10,18.87,14,26.42,2,3.77,1,1.89,1,1.89,0,0.0,4,7.55,3,5.66,3,5.66,23047
23,48,19,4,21.05,2,10.53,4,21.05,3,15.79,0,0.0,0,0.0,0,0.0,1,5.26,5,26.32,0,0.0,23048
23,49,27,6,22.22,5,18.52,4,14.81,1,3.7,1,3.7,1,3.7,1,3.7,1,3.7,4,14.81,3,11.11,23049
23,50,16,4,25.0,4,25.0,2,12.5,1,6.25,0,0.0,0,0.0,0,0.0,2,12.5,2,12.5,1,6.25,23050
23,51,19,2,10.53,1,5.26,2,10.53,0,0.0,0,0.0,0,0.0,1,5.26,6,31.58,3,15.79,4,21.05,23051
23,52,19,5,26.32,2,10.53,4,21.05,0,0.0,0,0.0,0,0.0,1,5.26,3,15.79,3,15.79,1,5.26,23052
23,53,16,5,31.25,3,18.75,2,12.5,0,0.0,0,0.0,0,0.0,0,0.0,2,12.5,1,6.25,3,18.75,23053
23,54,21,2,9.52,5,23.81,3,14.29,2,9.52,1,4.76,1,4.76,0,0.0,1,4.76,3,14.29,3,14.29,23054
23,55,30,8,26.67,6,20.0,7,23.33,4,13.33,0,0.0,0,0.0,0,0.0,2,6.67,1,3.33,2,6.67,23055
23,56,37,10,27.03,10,27.03,8,21.62,0,0.0,0,0.0,0,0.0,1,2.7,3,8.11,3,8.11,2,5.41,23056
23,57,60,13,21.67,12,20.0,12,20.0,6,10.0,2,3.33,1,1.67,0,0.0,7,11.67,5,8.33,2,3.33,23057
23,58,28,4,14.29,3,10.71,6,21.43,1,3.57,1,3.57,1,3.57,1,3.57,5,17.86,5,17.86,1,3.57,23058
23,59,26,6,23.08,8,30.77,6,23.08,2,7.69,0,0.0,0,0.0,0,0.0,2,7.69,0,0.0,2,7.69,23059
23,60,20,5,25.0,5,25.0,7,35.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0,1,5.0,1,5.0,23060
23,61,43,7,16.28,11,25.58,8,18.6,1,2.33,1,2.33,0,0.0,1,2.33,5,11.63,4,9.3,5,11.63,23061
23,62,40,10,25.0,10,25.0,10,25.0,1,2.5,1,2.5,1,2.5,0,0.0,2,5.0,3,7.5,2,5.0,23062
29,22,40,9,22.5,9,22.5,9,22.5,0,0.0,0,0.0,0,0.0,1,2.5,3,7.5,5,12.5,4,10.0,29022
29,34,31,8,25.81,5,16.13,5,16.13,0,0.0,1,3.23,0,0.0,1,3.23,6,19.35,3,9.68,2,6.45,29034
