ward,precinct,total,MICHAEL P. MCAULIFFE (BUSH),MICHAEL P. MCAULIFFE (BUSH) Percent,TRIPTI SHAH KASAL (BUSH),TRIPTI SHAH KASAL (BUSH) Percent,EDWARD GREEN (KEYES),EDWARD GREEN (KEYES) Percent,LAWRENCE HANISH (FORBES),LAWRENCE HANISH (FORBES) Percent,JAMES E. ABBOTT (McCAIN),JAMES E. ABBOTT (McCAIN) Percent,precinct_id
30,28,34,17,50.0,7,20.59,5,14.71,1,2.94,4,11.76,30028
30,29,28,11,39.29,7,25.0,5,17.86,2,7.14,3,10.71,30029
30,30,8,5,62.5,2,25.0,0,0.0,1,12.5,0,0.0,30030
30,31,18,6,33.33,2,11.11,1,5.56,2,11.11,7,38.89,30031
30,32,35,15,42.86,11,31.43,3,8.57,2,5.71,4,11.43,30032
30,33,5,3,60.0,1,20.0,0,0.0,0,0.0,1,20.0,30033
30,34,31,14,45.16,9,29.03,2,6.45,0,0.0,6,19.35,30034
30,35,12,4,33.33,4,33.33,0,0.0,2,16.67,2,16.67,30035
30,36,26,10,38.46,11,42.31,1,3.85,2,7.69,2,7.69,30036
30,37,7,3,42.86,3,42.86,0,0.0,0,0.0,1,14.29,30037
30,38,11,4,36.36,2,18.18,0,0.0,2,18.18,3,27.27,30038
30,39,25,10,40.0,7,28.0,2,8.0,1,4.0,5,20.0,30039
30,40,14,5,35.71,3,21.43,3,21.43,1,7.14,2,14.29,30040
30,41,13,6,46.15,2,15.38,3,23.08,1,7.69,1,7.69,30041
30,42,23,11,47.83,11,47.83,0,0.0,0,0.0,1,4.35,30042
30,43,29,12,41.38,10,34.48,6,20.69,0,0.0,1,3.45,30043
30,44,32,13,40.63,6,18.75,6,18.75,2,6.25,5,15.63,30044
30,45,10,5,50.0,3,30.0,0,0.0,0,0.0,2,20.0,30045
31,6,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,31006
31,18,4,3,75.0,1,25.0,0,0.0,0,0.0,0,0.0,31018
31,31,17,5,29.41,5,29.41,3,17.65,1,5.88,3,17.65,31031
31,32,10,6,60.0,4,40.0,0,0.0,0,0.0,0,0.0,31032
32,7,22,9,40.91,7,31.82,1,4.55,1,4.55,4,18.18,32007
32,8,36,16,44.44,8,22.22,3,8.33,0,0.0,9,25.0,32008
32,9,19,6,31.58,4,21.05,2,10.53,1,5.26,6,31.58,32009
32,10,24,9,37.5,6,25.0,0,0.0,2,8.33,7,29.17,32010
32,13,23,13,56.52,5,21.74,2,8.7,1,4.35,2,8.7,32013
32,15,12,6,50.0,3,25.0,0,0.0,1,8.33,2,16.67,32015
32,18,18,4,22.22,3,16.67,3,16.67,1,5.56,7,38.89,32018
32,19,28,10,35.71,9,32.14,0,0.0,1,3.57,8,28.57,32019
32,21,17,8,47.06,5,29.41,0,0.0,0,0.0,4,23.53,32021
32,22,17,8,47.06,2,11.76,3,17.65,0,0.0,4,23.53,32022
32,23,29,10,34.48,11,37.93,2,6.9,0,0.0,6,20.69,32023
32,25,14,6,42.86,5,35.71,1,7.14,0,0.0,2,14.29,32025
32,27,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,32027
32,32,27,12,44.44,8,29.63,3,11.11,0,0.0,4,14.81,32032
32,37,9,3,33.33,3,33.33,1,11.11,0,0.0,2,22.22,32037
32,38,29,14,48.28,10,34.48,1,3.45,0,0.0,4,13.79,32038
32,39,21,9,42.86,6,28.57,0,0.0,0,0.0,6,28.57,32039
32,40,36,15,41.67,12,33.33,0,0.0,3,8.33,6,16.67,32040
32,41,48,20,41.67,18,37.5,3,6.25,1,2.08,6,12.5,32041
32,42,31,13,41.94,10,32.26,1,3.23,1,3.23,6,19.35,32042
32,43,44,19,43.18,15,34.09,3,6.82,2,4.55,5,11.36,32043
32,44,18,9,50.0,6,33.33,1,5.56,0,0.0,2,11.11,32044
32,46,7,4,57.14,3,42.86,0,0.0,0,0.0,0,0.0,32046
32,48,26,14,53.85,4,15.38,2,7.69,0,0.0,6,23.08,32048
33,1,9,5,55.56,3,33.33,1,11.11,0,0.0,0,0.0,33001
33,5,11,5,45.45,2,18.18,1,9.09,0,0.0,3,27.27,33005
33,6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33006
33,7,17,4,23.53,3,17.65,2,11.76,1,5.88,7,41.18,33007
33,8,12,5,41.67,4,33.33,1,8.33,0,0.0,2,16.67,33008
33,9,10,6,60.0,4,40.0,0,0.0,0,0.0,0,0.0,33009
33,10,22,10,45.45,9,40.91,0,0.0,0,0.0,3,13.64,33010
33,11,22,7,31.82,6,27.27,5,22.73,0,0.0,4,18.18,33011
33,12,19,9,47.37,5,26.32,1,5.26,0,0.0,4,21.05,33012
33,14,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33014
33,16,29,16,55.17,8,27.59,2,6.9,0,0.0,3,10.34,33016
33,17,15,4,26.67,3,20.0,3,20.0,2,13.33,3,20.0,33017
33,18,25,11,44.0,6,24.0,3,12.0,4,16.0,1,4.0,33018
33,22,10,3,30.0,2,20.0,3,30.0,0,0.0,2,20.0,33022
33,23,16,6,37.5,5,31.25,1,6.25,2,12.5,2,12.5,33023
33,24,20,8,40.0,7,35.0,0,0.0,0,0.0,5,25.0,33024
33,25,10,4,40.0,2,20.0,2,20.0,1,10.0,1,10.0,33025
33,26,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33026
33,27,17,8,47.06,3,17.65,6,35.29,0,0.0,0,0.0,33027
33,28,15,6,40.0,5,33.33,0,0.0,0,0.0,4,26.67,33028
33,29,11,6,54.55,1,9.09,0,0.0,2,18.18,2,18.18,33029
33,30,28,8,28.57,4,14.29,9,32.14,2,7.14,5,17.86,33030
33,32,5,1,20.0,1,20.0,0,0.0,1,20.0,2,40.0,33032
33,36,8,3,37.5,3,37.5,2,25.0,0,0.0,0,0.0,33036
33,37,29,14,48.28,9,31.03,3,10.34,0,0.0,3,10.34,33037
33,38,21,9,42.86,5,23.81,2,9.52,2,9.52,3,14.29,33038
35,6,22,9,40.91,7,31.82,3,13.64,2,9.09,1,4.55,35006
35,11,7,3,42.86,2,28.57,1,14.29,1,14.29,0,0.0,35011
36,1,43,21,48.84,12,27.91,3,6.98,1,2.33,6,13.95,36001
36,2,22,13,59.09,3,13.64,4,18.18,1,4.55,1,4.55,36002
36,3,6,1,16.67,0,0.0,3,50.0,1,16.67,1,16.67,36003
36,5,20,9,45.0,6,30.0,1,5.0,1,5.0,3,15.0,36005
36,6,17,8,47.06,5,29.41,1,5.88,1,5.88,2,11.76,36006
36,7,40,19,47.5,7,17.5,5,12.5,3,7.5,6,15.0,36007
36,8,34,17,50.0,8,23.53,3,8.82,0,0.0,6,17.65,36008
36,9,43,26,60.47,10,23.26,4,9.3,0,0.0,3,6.98,36009
36,10,20,12,60.0,7,35.0,0,0.0,0,0.0,1,5.0,36010
36,11,25,16,64.0,6,24.0,0,0.0,1,4.0,2,8.0,36011
36,12,35,20,57.14,9,25.71,1,2.86,0,0.0,5,14.29,36012
36,13,23,10,43.48,6,26.09,3,13.04,1,4.35,3,13.04,36013
36,14,28,16,57.14,9,32.14,1,3.57,0,0.0,2,7.14,36014
36,15,53,23,43.4,14,26.42,7,13.21,2,3.77,7,13.21,36015
36,17,25,16,64.0,8,32.0,0,0.0,0,0.0,1,4.0,36017
36,18,22,9,40.91,7,31.82,3,13.64,1,4.55,2,9.09,36018
36,19,31,13,41.94,7,22.58,6,19.35,1,3.23,4,12.9,36019
36,20,30,11,36.67,9,30.0,4,13.33,0,0.0,6,20.0,36020
36,21,8,3,37.5,2,25.0,1,12.5,1,12.5,1,12.5,36021
36,22,35,15,42.86,10,28.57,5,14.29,0,0.0,5,14.29,36022
36,25,18,11,61.11,6,33.33,0,0.0,0,0.0,1,5.56,36025
36,27,33,16,48.48,8,24.24,2,6.06,1,3.03,6,18.18,36027
36,28,43,20,46.51,14,32.56,4,9.3,1,2.33,4,9.3,36028
36,29,19,11,57.89,5,26.32,2,10.53,0,0.0,1,5.26,36029
36,30,36,18,50.0,11,30.56,2,5.56,1,2.78,4,11.11,36030
36,31,42,24,57.14,10,23.81,2,4.76,2,4.76,4,9.52,36031
36,32,22,10,45.45,4,18.18,4,18.18,1,4.55,3,13.64,36032
36,34,16,7,43.75,4,25.0,1,6.25,2,12.5,2,12.5,36034
36,35,19,10,52.63,4,21.05,2,10.53,1,5.26,2,10.53,36035
36,36,10,6,60.0,2,20.0,0,0.0,0,0.0,2,20.0,36036
36,37,18,9,50.0,7,38.89,1,5.56,0,0.0,1,5.56,36037
36,38,31,17,54.84,7,22.58,1,3.23,1,3.23,5,16.13,36038
36,39,31,17,54.84,4,12.9,6,19.35,0,0.0,4,12.9,36039
36,40,19,10,52.63,3,15.79,1,5.26,1,5.26,4,21.05,36040
36,41,19,9,47.37,4,21.05,4,21.05,0,0.0,2,10.53,36041
36,42,25,13,52.0,6,24.0,2,8.0,1,4.0,3,12.0,36042
36,46,37,17,45.95,11,29.73,5,13.51,1,2.7,3,8.11,36046
36,47,12,8,66.67,2,16.67,0,0.0,0,0.0,2,16.67,36047
36,48,14,7,50.0,4,28.57,0,0.0,1,7.14,2,14.29,36048
36,49,27,12,44.44,10,37.04,1,3.7,1,3.7,3,11.11,36049
36,50,16,6,37.5,2,12.5,5,31.25,0,0.0,3,18.75,36050
36,51,13,7,53.85,5,38.46,0,0.0,0,0.0,1,7.69,36051
36,52,17,5,29.41,5,29.41,2,11.76,1,5.88,4,23.53,36052
36,53,30,14,46.67,11,36.67,1,3.33,1,3.33,3,10.0,36053
36,56,30,15,50.0,7,23.33,3,10.0,1,3.33,4,13.33,36056
38,1,10,5,50.0,4,40.0,0,0.0,0,0.0,1,10.0,38001
38,2,46,20,43.48,13,28.26,6,13.04,1,2.17,6,13.04,38002
38,3,21,12,57.14,5,23.81,0,0.0,0,0.0,4,19.05,38003
38,4,13,4,30.77,2,15.38,3,23.08,1,7.69,3,23.08,38004
38,5,20,8,40.0,5,25.0,3,15.0,0,0.0,4,20.0,38005
38,6,18,8,44.44,5,27.78,4,22.22,0,0.0,1,5.56,38006
38,7,19,9,47.37,2,10.53,5,26.32,0,0.0,3,15.79,38007
38,8,62,29,46.77,17,27.42,9,14.52,1,1.61,6,9.68,38008
38,9,25,11,44.0,7,28.0,1,4.0,1,4.0,5,20.0,38009
38,10,35,15,42.86,12,34.29,2,5.71,0,0.0,6,17.14,38010
38,11,28,15,53.57,9,32.14,1,3.57,0,0.0,3,10.71,38011
38,12,5,3,60.0,2,40.0,0,0.0,0,0.0,0,0.0,38012
38,13,21,8,38.1,4,19.05,2,9.52,2,9.52,5,23.81,38013
38,14,27,16,59.26,7,25.93,1,3.7,1,3.7,2,7.41,38014
38,15,12,3,25.0,3,25.0,2,16.67,0,0.0,4,33.33,38015
38,16,25,11,44.0,4,16.0,2,8.0,4,16.0,4,16.0,38016
38,17,15,6,40.0,5,33.33,3,20.0,0,0.0,1,6.67,38017
38,18,51,28,54.9,18,35.29,1,1.96,0,0.0,4,7.84,38018
38,19,29,15,51.72,8,27.59,2,6.9,1,3.45,3,10.34,38019
38,20,23,10,43.48,8,34.78,2,8.7,0,0.0,3,13.04,38020
38,21,35,17,48.57,10,28.57,3,8.57,1,2.86,4,11.43,38021
38,22,32,19,59.38,7,21.88,1,3.13,0,0.0,5,15.63,38022
38,23,8,4,50.0,1,12.5,1,12.5,0,0.0,2,25.0,38023
38,24,4,2,50.0,1,25.0,1,25.0,0,0.0,0,0.0,38024
38,25,10,3,30.0,0,0.0,3,30.0,1,10.0,3,30.0,38025
38,26,24,10,41.67,3,12.5,7,29.17,1,4.17,3,12.5,38026
38,27,33,13,39.39,7,21.21,3,9.09,3,9.09,7,21.21,38027
38,28,28,16,57.14,9,32.14,1,3.57,0,0.0,2,7.14,38028
38,29,34,16,47.06,11,32.35,1,2.94,2,5.88,4,11.76,38029
38,30,24,8,33.33,5,20.83,1,4.17,5,20.83,5,20.83,38030
38,31,18,7,38.89,3,16.67,5,27.78,1,5.56,2,11.11,38031
38,32,57,31,54.39,14,24.56,4,7.02,5,8.77,3,5.26,38032
38,33,11,7,63.64,2,18.18,0,0.0,1,9.09,1,9.09,38033
38,34,6,2,33.33,2,33.33,0,0.0,0,0.0,2,33.33,38034
38,35,37,15,40.54,10,27.03,6,16.22,3,8.11,3,8.11,38035
38,36,14,6,42.86,2,14.29,2,14.29,0,0.0,4,28.57,38036
38,37,23,10,43.48,5,21.74,4,17.39,1,4.35,3,13.04,38037
38,38,21,11,52.38,6,28.57,2,9.52,0,0.0,2,9.52,38038
38,39,17,7,41.18,4,23.53,4,23.53,0,0.0,2,11.76,38039
38,40,31,14,45.16,11,35.48,2,6.45,0,0.0,4,12.9,38040
38,41,36,17,47.22,10,27.78,2,5.56,3,8.33,4,11.11,38041
38,42,30,15,50.0,12,40.0,0,0.0,2,6.67,1,3.33,38042
38,43,21,10,47.62,5,23.81,5,23.81,0,0.0,1,4.76,38043
38,44,36,17,47.22,11,30.56,3,8.33,0,0.0,5,13.89,38044
38,45,25,9,36.0,7,28.0,3,12.0,3,12.0,3,12.0,38045
38,46,33,16,48.48,12,36.36,2,6.06,0,0.0,3,9.09,38046
38,47,20,8,40.0,6,30.0,3,15.0,1,5.0,2,10.0,38047
38,48,33,13,39.39,9,27.27,4,12.12,2,6.06,5,15.15,38048
38,49,24,13,54.17,6,25.0,2,8.33,0,0.0,3,12.5,38049
38,50,20,8,40.0,6,30.0,0,0.0,1,5.0,5,25.0,38050
38,51,11,5,45.45,3,27.27,0,0.0,0,0.0,3,27.27,38051
38,52,22,9,40.91,8,36.36,3,13.64,1,4.55,1,4.55,38052
38,53,21,9,42.86,5,23.81,3,14.29,1,4.76,3,14.29,38053
38,54,15,7,46.67,5,33.33,3,20.0,0,0.0,0,0.0,38054
38,55,49,22,44.9,16,32.65,3,6.12,1,2.04,7,14.29,38055
38,56,9,5,55.56,2,22.22,0,0.0,1,11.11,1,11.11,38056
39,2,35,13,37.14,8,22.86,5,14.29,2,5.71,7,20.0,39002
39,4,27,10,37.04,5,18.52,3,11.11,1,3.7,8,29.63,39004
39,5,26,10,38.46,6,23.08,4,15.38,1,3.85,5,19.23,39005
39,6,77,27,35.06,19,24.68,16,20.78,2,2.6,13,16.88,39006
39,7,13,6,46.15,4,30.77,2,15.38,0,0.0,1,7.69,39007
39,8,11,2,18.18,3,27.27,3,27.27,1,9.09,2,18.18,39008
39,9,20,9,45.0,6,30.0,2,10.0,1,5.0,2,10.0,39009
39,10,18,10,55.56,6,33.33,1,5.56,0,0.0,1,5.56,39010
39,11,14,7,50.0,7,50.0,0,0.0,0,0.0,0,0.0,39011
39,12,17,8,47.06,7,41.18,0,0.0,1,5.88,1,5.88,39012
39,13,9,4,44.44,2,22.22,2,22.22,0,0.0,1,11.11,39013
39,14,30,13,43.33,10,33.33,1,3.33,2,6.67,4,13.33,39014
39,16,14,9,64.29,3,21.43,1,7.14,0,0.0,1,7.14,39016
39,17,10,4,40.0,5,50.0,0,0.0,0,0.0,1,10.0,39017
39,18,12,4,33.33,2,16.67,2,16.67,0,0.0,4,33.33,39018
39,19,21,10,47.62,4,19.05,1,4.76,3,14.29,3,14.29,39019
39,21,4,2,50.0,1,25.0,1,25.0,0,0.0,0,0.0,39021
39,22,7,4,57.14,1,14.29,1,14.29,1,14.29,0,0.0,39022
39,24,12,4,33.33,4,33.33,0,0.0,0,0.0,4,33.33,39024
39,25,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,39025
39,30,23,7,30.43,4,17.39,4,17.39,4,17.39,4,17.39,39030
39,31,9,3,33.33,3,33.33,0,0.0,1,11.11,2,22.22,39031
39,33,22,8,36.36,7,31.82,4,18.18,0,0.0,3,13.64,39033
39,35,25,10,40.0,9,36.0,1,4.0,1,4.0,4,16.0,39035
39,39,12,6,50.0,2,16.67,2,16.67,1,8.33,1,8.33,39039
39,41,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,39041
39,43,34,9,26.47,10,29.41,7,20.59,1,2.94,7,20.59,39043
39,44,14,6,42.86,2,14.29,4,28.57,1,7.14,1,7.14,39044
39,45,53,20,37.74,15,28.3,10,18.87,2,3.77,6,11.32,39045
39,46,26,13,50.0,8,30.77,1,3.85,2,7.69,2,7.69,39046
39,48,18,8,44.44,4,22.22,2,11.11,2,11.11,2,11.11,39048
39,49,6,3,50.0,2,33.33,1,16.67,0,0.0,0,0.0,39049
40,1,25,11,44.0,8,32.0,2,8.0,2,8.0,2,8.0,40001
40,2,11,4,36.36,5,45.45,0,0.0,1,9.09,1,9.09,40002
40,5,18,7,38.89,4,22.22,3,16.67,2,11.11,2,11.11,40005
40,6,14,5,35.71,3,21.43,0,0.0,2,14.29,4,28.57,40006
40,10,8,2,25.0,1,12.5,2,25.0,1,12.5,2,25.0,40010
40,14,17,7,41.18,5,29.41,1,5.88,3,17.65,1,5.88,40014
40,17,9,5,55.56,4,44.44,0,0.0,0,0.0,0,0.0,40017
40,19,26,9,34.62,7,26.92,4,15.38,0,0.0,6,23.08,40019
40,20,17,7,41.18,5,29.41,1,5.88,0,0.0,4,23.53,40020
40,21,25,9,36.0,8,32.0,3,12.0,1,4.0,4,16.0,40021
40,23,20,9,45.0,6,30.0,2,10.0,2,10.0,1,5.0,40023
40,24,19,9,47.37,7,36.84,1,5.26,0,0.0,2,10.53,40024
40,25,7,4,57.14,2,28.57,0,0.0,0,0.0,1,14.29,40025
40,29,28,12,42.86,11,39.29,1,3.57,2,7.14,2,7.14,40029
40,30,14,4,28.57,5,35.71,2,14.29,2,14.29,1,7.14,40030
40,31,23,7,30.43,7,30.43,4,17.39,1,4.35,4,17.39,40031
40,32,21,9,42.86,6,28.57,1,4.76,1,4.76,4,19.05,40032
40,34,11,4,36.36,4,36.36,1,9.09,0,0.0,2,18.18,40034
40,36,40,14,35.0,13,32.5,4,10.0,3,7.5,6,15.0,40036
40,38,15,4,26.67,3,20.0,1,6.67,2,13.33,5,33.33,40038
40,40,18,9,50.0,7,38.89,0,0.0,0,0.0,2,11.11,40040
40,44,17,8,47.06,5,29.41,1,5.88,0,0.0,3,17.65,40044
41,13,17,10,58.82,4,23.53,1,5.88,0,0.0,2,11.76,41013
41,25,27,13,48.15,6,22.22,5,18.52,0,0.0,3,11.11,41025
41,26,32,17,53.13,7,21.88,1,3.13,1,3.13,6,18.75,41026
41,27,24,11,45.83,7,29.17,1,4.17,1,4.17,4,16.67,41027
41,28,30,14,46.67,8,26.67,3,10.0,1,3.33,4,13.33,41028
41,29,27,14,51.85,10,37.04,1,3.7,0,0.0,2,7.41,41029
41,32,44,23,52.27,12,27.27,6,13.64,1,2.27,2,4.55,41032
41,33,80,39,48.75,20,25.0,4,5.0,4,5.0,13,16.25,41033
41,38,38,20,52.63,15,39.47,1,2.63,0,0.0,2,5.26,41038
41,48,39,22,56.41,9,23.08,1,2.56,0,0.0,7,17.95,41048
41,55,73,43,58.9,15,20.55,0,0.0,3,4.11,12,16.44,41055
42,1,37,13,35.14,11,29.73,2,5.41,2,5.41,9,24.32,42001
42,5,51,19,37.25,16,31.37,3,5.88,2,3.92,11,21.57,42005
42,7,57,20,35.09,17,29.82,3,5.26,2,3.51,15,26.32,42007
42,8,62,30,48.39,22,35.48,4,6.45,2,3.23,4,6.45,42008
42,10,71,30,42.25,18,25.35,5,7.04,3,4.23,15,21.13,42010
42,15,65,26,40.0,22,33.85,5,7.69,3,4.62,9,13.85,42015
42,16,91,36,39.56,32,35.16,6,6.59,7,7.69,10,10.99,42016
42,23,66,30,45.45,20,30.3,6,9.09,1,1.52,9,13.64,42023
42,24,56,25,44.64,18,32.14,4,7.14,5,8.93,4,7.14,42024
42,28,74,28,37.84,18,24.32,9,12.16,1,1.35,18,24.32,42028
42,29,65,25,38.46,19,29.23,4,6.15,3,4.62,14,21.54,42029
42,30,45,18,40.0,16,35.56,2,4.44,1,2.22,8,17.78,42030
42,33,66,26,39.39,17,25.76,9,13.64,2,3.03,12,18.18,42033
42,35,43,17,39.53,14,32.56,2,4.65,3,6.98,7,16.28,42035
42,42,53,25,47.17,18,33.96,4,7.55,4,7.55,2,3.77,42042
42,44,76,33,43.42,21,27.63,3,3.95,2,2.63,17,22.37,42044
42,61,19,8,42.11,6,31.58,1,5.26,1,5.26,3,15.79,42061
43,1,39,14,35.9,12,30.77,4,10.26,2,5.13,7,17.95,43001
43,2,18,8,44.44,7,38.89,1,5.56,0,0.0,2,11.11,43002
43,3,27,12,44.44,9,33.33,2,7.41,0,0.0,4,14.81,43003
43,4,38,17,44.74,11,28.95,3,7.89,2,5.26,5,13.16,43004
43,5,30,12,40.0,10,33.33,1,3.33,1,3.33,6,20.0,43005
43,6,20,7,35.0,4,20.0,1,5.0,2,10.0,6,30.0,43006
43,7,9,3,33.33,4,44.44,1,11.11,0,0.0,1,11.11,43007
43,8,16,7,43.75,5,31.25,1,6.25,0,0.0,3,18.75,43008
43,9,7,2,28.57,3,42.86,1,14.29,0,0.0,1,14.29,43009
43,10,29,13,44.83,8,27.59,2,6.9,2,6.9,4,13.79,43010
43,11,49,22,44.9,16,32.65,1,2.04,3,6.12,7,14.29,43011
43,12,64,24,37.5,20,31.25,5,7.81,3,4.69,12,18.75,43012
43,13,5,2,40.0,1,20.0,0,0.0,0,0.0,2,40.0,43013
43,14,40,16,40.0,13,32.5,2,5.0,2,5.0,7,17.5,43014
43,15,32,14,43.75,8,25.0,2,6.25,1,3.13,7,21.88,43015
43,16,19,8,42.11,7,36.84,1,5.26,0,0.0,3,15.79,43016
43,17,22,10,45.45,6,27.27,0,0.0,1,4.55,5,22.73,43017
43,18,100,42,42.0,30,30.0,7,7.0,5,5.0,16,16.0,43018
43,19,55,18,32.73,15,27.27,6,10.91,3,5.45,13,23.64,43019
43,20,47,16,34.04,7,14.89,6,12.77,2,4.26,16,34.04,43020
43,21,15,6,40.0,2,13.33,4,26.67,0,0.0,3,20.0,43021
43,22,13,5,38.46,3,23.08,4,30.77,1,7.69,0,0.0,43022
43,23,35,11,31.43,7,20.0,6,17.14,1,2.86,10,28.57,43023
43,24,59,22,37.29,17,28.81,6,10.17,4,6.78,10,16.95,43024
43,26,68,27,39.71,26,38.24,5,7.35,1,1.47,9,13.24,43026
43,27,37,16,43.24,9,24.32,3,8.11,1,2.7,8,21.62,43027
43,28,19,8,42.11,8,42.11,1,5.26,0,0.0,2,10.53,43028
43,29,25,11,44.0,9,36.0,3,12.0,0,0.0,2,8.0,43029
43,30,21,9,42.86,8,38.1,2,9.52,0,0.0,2,9.52,43030
43,31,44,19,43.18,13,29.55,3,6.82,2,4.55,7,15.91,43031
43,32,35,14,40.0,8,22.86,6,17.14,1,2.86,6,17.14,43032
43,33,23,10,43.48,9,39.13,3,13.04,0,0.0,1,4.35,43033
43,34,36,11,30.56,7,19.44,1,2.78,5,13.89,12,33.33,43034
43,35,20,9,45.0,3,15.0,1,5.0,0,0.0,7,35.0,43035
43,36,74,29,39.19,21,28.38,6,8.11,5,6.76,13,17.57,43036
43,37,34,10,29.41,11,32.35,2,5.88,2,5.88,9,26.47,43037
43,38,21,8,38.1,6,28.57,2,9.52,1,4.76,4,19.05,43038
43,39,18,6,33.33,4,22.22,1,5.56,1,5.56,6,33.33,43039
43,41,27,11,40.74,9,33.33,2,7.41,0,0.0,5,18.52,43041
43,42,46,20,43.48,18,39.13,1,2.17,0,0.0,7,15.22,43042
43,43,47,21,44.68,15,31.91,3,6.38,1,2.13,7,14.89,43043
43,44,49,22,44.9,19,38.78,3,6.12,1,2.04,4,8.16,43044
43,45,15,7,46.67,4,26.67,1,6.67,0,0.0,3,20.0,43045
43,46,69,25,36.23,21,30.43,4,5.8,3,4.35,16,23.19,43046
43,47,40,18,45.0,16,40.0,0,0.0,2,5.0,4,10.0,43047
43,48,18,6,33.33,5,27.78,0,0.0,1,5.56,6,33.33,43048
43,49,27,9,33.33,8,29.63,1,3.7,0,0.0,9,33.33,43049
43,50,26,11,42.31,9,34.62,2,7.69,0,0.0,4,15.38,43050
43,51,19,8,42.11,5,26.32,1,5.26,1,5.26,4,21.05,43051
43,52,56,26,46.43,22,39.29,2,3.57,1,1.79,5,8.93,43052
43,53,45,20,44.44,18,40.0,2,4.44,1,2.22,4,8.89,43053
43,54,9,2,22.22,2,22.22,0,0.0,1,11.11,4,44.44,43054
43,55,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,43055
43,56,7,3,42.86,3,42.86,0,0.0,1,14.29,0,0.0,43056
43,57,31,10,32.26,9,29.03,3,9.68,3,9.68,6,19.35,43057
43,58,22,8,36.36,3,13.64,1,4.55,3,13.64,7,31.82,43058
43,59,66,27,40.91,18,27.27,7,10.61,1,1.52,13,19.7,43059
43,60,27,11,40.74,10,37.04,0,0.0,3,11.11,3,11.11,43060
44,9,35,14,40.0,12,34.29,4,11.43,2,5.71,3,8.57,44009
44,11,26,10,38.46,8,30.77,3,11.54,0,0.0,5,19.23,44011
