ward,precinct,total,JAMES R. THOMPSON (BUSH),JAMES R. THOMPSON (BUSH) Percent,"ANGELO """"SKIP"""" SAVIANO (BUSH)","ANGELO """"SKIP"""" SAVIANO (BUSH) Percent",PETER D. ROGAKOS (UNCOMM),PETER D. ROGAKOS (UNCOMM) Percent,GUS GRAMAS (UNCOMM),GUS GRAMAS (UNCOMM) Percent,JACK J. MCINERNEY (KEYES),JACK J. MCINERNEY (KEYES) Percent,ALAN SPITZ (KEYES),ALAN SPITZ (KEYES) Percent,WILLIAM DAMMEIER (FORBES),WILLIAM DAMMEIER (FORBES) Percent,ERIC WIEMERS (FORBES),ERIC WIEMERS (FORBES) Percent,JOHN G. FOGARTY (McCAIN),JOHN G. FOGARTY (McCAIN) Percent,WESLEY R. FOWLER (McCAIN),WESLEY R. FOWLER (McCAIN) Percent,precinct_id
30,14,18,8,44.44,6,33.33,1,5.56,1,5.56,1,5.56,1,5.56,0,0.0,0,0.0,0,0.0,0,0.0,30014
30,15,11,4,36.36,4,36.36,0,0.0,0,0.0,1,9.09,1,9.09,0,0.0,0,0.0,1,9.09,0,0.0,30015
30,16,30,13,43.33,12,40.0,0,0.0,0,0.0,1,3.33,2,6.67,1,3.33,1,3.33,0,0.0,0,0.0,30016
30,18,17,6,35.29,5,29.41,0,0.0,0,0.0,2,11.76,2,11.76,0,0.0,0,0.0,1,5.88,1,5.88,30018
30,19,14,5,35.71,3,21.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,21.43,3,21.43,30019
30,21,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30021
30,22,27,9,33.33,6,22.22,1,3.7,1,3.7,3,11.11,2,7.41,0,0.0,1,3.7,2,7.41,2,7.41,30022
30,23,10,3,30.0,4,40.0,0,0.0,1,10.0,0,0.0,1,10.0,0,0.0,0,0.0,0,0.0,1,10.0,30023
30,24,11,4,36.36,2,18.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,27.27,2,18.18,30024
30,25,9,4,44.44,2,22.22,0,0.0,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,30025
30,26,15,5,33.33,3,20.0,0,0.0,0,0.0,3,20.0,2,13.33,0,0.0,0,0.0,1,6.67,1,6.67,30026
30,27,22,8,36.36,5,22.73,0,0.0,1,4.55,1,4.55,3,13.64,1,4.55,0,0.0,2,9.09,1,4.55,30027
30,28,38,15,39.47,11,28.95,0,0.0,0,0.0,1,2.63,0,0.0,1,2.63,1,2.63,6,15.79,3,7.89,30028
30,29,29,9,31.03,7,24.14,1,3.45,3,10.34,2,6.9,2,6.9,0,0.0,0,0.0,3,10.34,2,6.9,30029
30,30,6,3,50.0,1,16.67,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,30030
30,31,22,6,27.27,2,9.09,1,4.55,0,0.0,1,4.55,1,4.55,0,0.0,0,0.0,6,27.27,5,22.73,30031
30,32,42,12,28.57,12,28.57,0,0.0,1,2.38,2,4.76,5,11.9,1,2.38,0,0.0,5,11.9,4,9.52,30032
30,33,8,4,50.0,3,37.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,30033
30,34,33,10,30.3,10,30.3,1,3.03,1,3.03,1,3.03,2,6.06,0,0.0,0,0.0,4,12.12,4,12.12,30034
30,35,13,4,30.77,3,23.08,2,15.38,0,0.0,1,7.69,0,0.0,0,0.0,0,0.0,2,15.38,1,7.69,30035
30,36,30,13,43.33,12,40.0,1,3.33,0,0.0,1,3.33,0,0.0,1,3.33,0,0.0,1,3.33,1,3.33,30036
30,37,9,3,33.33,3,33.33,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,30037
30,38,13,3,23.08,3,23.08,0,0.0,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,4,30.77,2,15.38,30038
30,39,26,9,34.62,7,26.92,0,0.0,1,3.85,1,3.85,2,7.69,0,0.0,0,0.0,4,15.38,2,7.69,30039
30,40,14,5,35.71,2,14.29,0,0.0,0,0.0,3,21.43,2,14.29,0,0.0,1,7.14,1,7.14,0,0.0,30040
30,41,16,5,31.25,3,18.75,0,0.0,0,0.0,3,18.75,1,6.25,0,0.0,0,0.0,2,12.5,2,12.5,30041
30,42,23,12,52.17,8,34.78,0,0.0,0,0.0,1,4.35,0,0.0,0,0.0,2,8.7,0,0.0,0,0.0,30042
30,43,28,12,42.86,8,28.57,1,3.57,1,3.57,1,3.57,2,7.14,1,3.57,0,0.0,0,0.0,2,7.14,30043
30,44,38,13,34.21,8,21.05,1,2.63,1,2.63,4,10.53,3,7.89,1,2.63,0,0.0,4,10.53,3,7.89,30044
30,45,11,5,45.45,4,36.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,1,9.09,30045
31,6,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31006
31,18,3,2,66.67,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31018
31,31,20,9,45.0,6,30.0,0,0.0,1,5.0,2,10.0,1,5.0,0,0.0,0,0.0,0,0.0,1,5.0,31031
31,32,10,5,50.0,5,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31032
32,7,29,12,41.38,6,20.69,0,0.0,1,3.45,1,3.45,1,3.45,1,3.45,0,0.0,4,13.79,3,10.34,32007
32,8,45,15,33.33,10,22.22,0,0.0,1,2.22,3,6.67,3,6.67,0,0.0,0,0.0,7,15.56,6,13.33,32008
32,9,27,5,18.52,6,22.22,0,0.0,0,0.0,3,11.11,2,7.41,0,0.0,0,0.0,6,22.22,5,18.52,32009
32,10,27,9,33.33,8,29.63,1,3.7,1,3.7,0,0.0,0,0.0,1,3.7,0,0.0,4,14.81,3,11.11,32010
32,13,27,10,37.04,10,37.04,0,0.0,2,7.41,1,3.7,1,3.7,0,0.0,0,0.0,1,3.7,2,7.41,32013
32,15,14,6,42.86,3,21.43,0,0.0,0,0.0,0,0.0,0,0.0,1,7.14,1,7.14,2,14.29,1,7.14,32015
32,18,21,6,28.57,4,19.05,1,4.76,1,4.76,0,0.0,0,0.0,0,0.0,0,0.0,6,28.57,3,14.29,32018
32,19,31,11,35.48,7,22.58,0,0.0,0,0.0,0,0.0,0,0.0,1,3.23,1,3.23,7,22.58,4,12.9,32019
32,21,22,8,36.36,6,27.27,0,0.0,0,0.0,1,4.55,0,0.0,1,4.55,0,0.0,3,13.64,3,13.64,32021
32,22,18,7,38.89,3,16.67,0,0.0,0,0.0,1,5.56,1,5.56,0,0.0,0,0.0,4,22.22,2,11.11,32022
32,23,38,15,39.47,8,21.05,2,5.26,1,2.63,2,5.26,1,2.63,0,0.0,0,0.0,5,13.16,4,10.53,32023
32,25,16,4,25.0,4,25.0,1,6.25,1,6.25,2,12.5,2,12.5,0,0.0,0,0.0,1,6.25,1,6.25,32025
32,27,3,2,66.67,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32027
32,32,31,13,41.94,9,29.03,0,0.0,0,0.0,2,6.45,1,3.23,0,0.0,0,0.0,3,9.68,3,9.68,32032
32,37,9,2,22.22,2,22.22,0,0.0,0,0.0,1,11.11,2,22.22,0,0.0,0,0.0,1,11.11,1,11.11,32037
32,38,31,12,38.71,10,32.26,0,0.0,0,0.0,1,3.23,1,3.23,0,0.0,1,3.23,4,12.9,2,6.45,32038
32,39,30,10,33.33,7,23.33,0,0.0,0,0.0,2,6.67,1,3.33,0,0.0,0,0.0,6,20.0,4,13.33,32039
32,40,40,14,35.0,11,27.5,1,2.5,2,5.0,2,5.0,0,0.0,2,5.0,1,2.5,5,12.5,2,5.0,32040
32,41,53,21,39.62,21,39.62,0,0.0,0,0.0,3,5.66,1,1.89,0,0.0,0,0.0,4,7.55,3,5.66,32041
32,42,38,18,47.37,11,28.95,0,0.0,0,0.0,1,2.63,0,0.0,0,0.0,0,0.0,4,10.53,4,10.53,32042
32,43,54,19,35.19,17,31.48,0,0.0,0,0.0,2,3.7,6,11.11,1,1.85,2,3.7,4,7.41,3,5.56,32043
32,44,20,8,40.0,6,30.0,1,5.0,0,0.0,2,10.0,1,5.0,0,0.0,0,0.0,1,5.0,1,5.0,32044
32,46,7,4,57.14,3,42.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32046
32,48,31,8,25.81,6,19.35,0,0.0,0,0.0,2,6.45,1,3.23,0,0.0,0,0.0,7,22.58,7,22.58,32048
33,1,8,4,50.0,2,25.0,0,0.0,0,0.0,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,33001
33,5,11,4,36.36,3,27.27,1,9.09,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,1,9.09,1,9.09,33005
33,6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33006
33,7,21,5,23.81,3,14.29,0,0.0,0,0.0,0,0.0,2,9.52,0,0.0,0,0.0,5,23.81,6,28.57,33007
33,8,14,5,35.71,5,35.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,14.29,2,14.29,33008
33,9,10,6,60.0,4,40.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33009
33,10,26,9,34.62,10,38.46,1,3.85,1,3.85,0,0.0,0,0.0,0,0.0,0,0.0,2,7.69,3,11.54,33010
33,11,24,5,20.83,6,25.0,0,0.0,0,0.0,2,8.33,3,12.5,1,4.17,1,4.17,3,12.5,3,12.5,33011
33,12,20,8,40.0,6,30.0,0,0.0,1,5.0,0,0.0,0,0.0,1,5.0,0,0.0,1,5.0,3,15.0,33012
33,14,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,100.0,33014
33,16,37,17,45.95,10,27.03,2,5.41,1,2.7,2,5.41,2,5.41,0,0.0,0,0.0,2,5.41,1,2.7,33016
33,17,21,6,28.57,5,23.81,0,0.0,1,4.76,2,9.52,2,9.52,1,4.76,0,0.0,2,9.52,2,9.52,33017
33,18,23,8,34.78,7,30.43,0,0.0,2,8.7,1,4.35,2,8.7,0,0.0,0,0.0,1,4.35,2,8.7,33018
33,22,12,2,16.67,4,33.33,0,0.0,0,0.0,2,16.67,2,16.67,0,0.0,0,0.0,1,8.33,1,8.33,33022
33,23,17,8,47.06,5,29.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,11.76,2,11.76,33023
33,24,23,10,43.48,8,34.78,0,0.0,0,0.0,1,4.35,0,0.0,0,0.0,0,0.0,2,8.7,2,8.7,33024
33,25,12,4,33.33,3,25.0,0,0.0,0,0.0,1,8.33,0,0.0,1,8.33,0,0.0,2,16.67,1,8.33,33025
33,26,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33026
33,27,18,4,22.22,3,16.67,0,0.0,0,0.0,5,27.78,6,33.33,0,0.0,0,0.0,0,0.0,0,0.0,33027
33,28,19,6,31.58,5,26.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,21.05,4,21.05,33028
33,29,11,5,45.45,1,9.09,0,0.0,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,3,27.27,1,9.09,33029
33,30,32,7,21.88,6,18.75,1,3.13,0,0.0,4,12.5,5,15.63,1,3.13,1,3.13,3,9.38,4,12.5,33030
33,32,6,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.33,2,33.33,33032
33,36,8,3,37.5,2,25.0,1,12.5,0,0.0,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,33036
33,37,28,11,39.29,8,28.57,0,0.0,0,0.0,1,3.57,1,3.57,1,3.57,0,0.0,4,14.29,2,7.14,33037
33,38,28,11,39.29,6,21.43,1,3.57,1,3.57,3,10.71,1,3.57,0,0.0,2,7.14,1,3.57,2,7.14,33038
35,6,22,6,27.27,6,27.27,0,0.0,1,4.55,2,9.09,3,13.64,1,4.55,0,0.0,2,9.09,1,4.55,35006
35,11,11,3,27.27,4,36.36,0,0.0,0,0.0,2,18.18,1,9.09,0,0.0,0,0.0,1,9.09,0,0.0,35011
36,1,49,19,38.78,18,36.73,0,0.0,0,0.0,4,8.16,2,4.08,0,0.0,0,0.0,4,8.16,2,4.08,36001
36,2,25,5,20.0,11,44.0,0,0.0,0,0.0,3,12.0,2,8.0,1,4.0,0,0.0,1,4.0,2,8.0,36002
36,3,8,2,25.0,1,12.5,0,0.0,0,0.0,3,37.5,2,25.0,0,0.0,0,0.0,0,0.0,0,0.0,36003
36,5,22,8,36.36,7,31.82,0,0.0,1,4.55,0,0.0,1,4.55,0,0.0,0,0.0,2,9.09,3,13.64,36005
36,6,18,8,44.44,5,27.78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,16.67,2,11.11,36006
36,7,43,15,34.88,9,20.93,0,0.0,1,2.33,1,2.33,3,6.98,2,4.65,1,2.33,6,13.95,5,11.63,36007
36,8,36,16,44.44,12,33.33,0,0.0,0,0.0,1,2.78,2,5.56,0,0.0,0,0.0,3,8.33,2,5.56,36008
36,9,49,21,42.86,16,32.65,0,0.0,0,0.0,4,8.16,1,2.04,2,4.08,0,0.0,4,8.16,1,2.04,36009
36,10,19,9,47.37,8,42.11,0,0.0,0,0.0,1,5.26,0,0.0,0,0.0,0,0.0,1,5.26,0,0.0,36010
36,11,27,11,40.74,11,40.74,1,3.7,2,7.41,1,3.7,0,0.0,0,0.0,1,3.7,0,0.0,0,0.0,36011
36,12,39,18,46.15,13,33.33,0,0.0,0,0.0,0,0.0,1,2.56,1,2.56,0,0.0,3,7.69,3,7.69,36012
36,13,26,11,42.31,7,26.92,0,0.0,1,3.85,0,0.0,1,3.85,1,3.85,0,0.0,3,11.54,2,7.69,36013
36,14,29,13,44.83,13,44.83,1,3.45,0,0.0,2,6.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36014
36,15,60,26,43.33,16,26.67,1,1.67,3,5.0,6,10.0,3,5.0,0,0.0,1,1.67,3,5.0,1,1.67,36015
36,17,27,9,33.33,10,37.04,0,0.0,1,3.7,1,3.7,0,0.0,1,3.7,0,0.0,3,11.11,2,7.41,36017
36,18,31,10,32.26,10,32.26,1,3.23,0,0.0,3,9.68,3,9.68,0,0.0,0,0.0,2,6.45,2,6.45,36018
36,19,33,10,30.3,7,21.21,0,0.0,0,0.0,4,12.12,4,12.12,1,3.03,0,0.0,5,15.15,2,6.06,36019
36,20,32,9,28.13,9,28.13,1,3.13,0,0.0,5,15.63,4,12.5,1,3.13,0,0.0,2,6.25,1,3.13,36020
36,21,13,3,23.08,6,46.15,2,15.38,0,0.0,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,36021
36,22,41,12,29.27,13,31.71,0,0.0,1,2.44,4,9.76,3,7.32,0,0.0,0,0.0,5,12.2,3,7.32,36022
36,25,15,8,53.33,7,46.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36025
36,27,39,14,35.9,12,30.77,1,2.56,3,7.69,1,2.56,1,2.56,2,5.13,0,0.0,2,5.13,3,7.69,36027
36,28,50,22,44.0,14,28.0,2,4.0,1,2.0,4,8.0,4,8.0,0,0.0,1,2.0,1,2.0,1,2.0,36028
36,29,27,12,44.44,10,37.04,0,0.0,0,0.0,2,7.41,1,3.7,0,0.0,0,0.0,1,3.7,1,3.7,36029
36,30,43,17,39.53,15,34.88,0,0.0,2,4.65,1,2.33,0,0.0,0,0.0,0,0.0,5,11.63,3,6.98,36030
36,31,45,18,40.0,20,44.44,0,0.0,0,0.0,1,2.22,1,2.22,3,6.67,1,2.22,1,2.22,0,0.0,36031
36,32,21,5,23.81,6,28.57,1,4.76,1,4.76,3,14.29,2,9.52,0,0.0,0,0.0,2,9.52,1,4.76,36032
36,34,17,5,29.41,6,35.29,0,0.0,0,0.0,1,5.88,1,5.88,0,0.0,0,0.0,2,11.76,2,11.76,36034
36,35,23,7,30.43,6,26.09,0,0.0,0,0.0,1,4.35,2,8.7,0,0.0,0,0.0,3,13.04,4,17.39,36035
36,36,10,4,40.0,5,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,0,0.0,36036
36,37,24,11,45.83,8,33.33,1,4.17,1,4.17,1,4.17,0,0.0,0,0.0,1,4.17,0,0.0,1,4.17,36037
36,38,29,9,31.03,11,37.93,0,0.0,0,0.0,1,3.45,1,3.45,0,0.0,0,0.0,4,13.79,3,10.34,36038
36,39,32,10,31.25,9,28.13,0,0.0,0,0.0,4,12.5,1,3.13,1,3.13,0,0.0,4,12.5,3,9.38,36039
36,40,20,8,40.0,6,30.0,0,0.0,2,10.0,1,5.0,3,15.0,0,0.0,0,0.0,0,0.0,0,0.0,36040
36,41,20,7,35.0,7,35.0,0,0.0,0,0.0,2,10.0,2,10.0,1,5.0,0,0.0,1,5.0,0,0.0,36041
36,42,29,13,44.83,10,34.48,1,3.45,1,3.45,1,3.45,0,0.0,0,0.0,0,0.0,1,3.45,2,6.9,36042
36,46,45,17,37.78,11,24.44,0,0.0,2,4.44,5,11.11,2,4.44,1,2.22,0,0.0,4,8.89,3,6.67,36046
36,47,16,7,43.75,5,31.25,2,12.5,0,0.0,0,0.0,1,6.25,1,6.25,0,0.0,0,0.0,0,0.0,36047
36,48,16,6,37.5,5,31.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,12.5,3,18.75,36048
36,49,28,9,32.14,9,32.14,0,0.0,0,0.0,3,10.71,2,7.14,0,0.0,0,0.0,3,10.71,2,7.14,36049
36,50,21,5,23.81,6,28.57,0,0.0,0,0.0,4,19.05,2,9.52,0,0.0,0,0.0,2,9.52,2,9.52,36050
36,51,12,6,50.0,5,41.67,0,0.0,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36051
36,52,19,7,36.84,4,21.05,1,5.26,0,0.0,0,0.0,0,0.0,1,5.26,1,5.26,3,15.79,2,10.53,36052
36,53,32,13,40.63,13,40.63,0,0.0,0,0.0,1,3.13,1,3.13,1,3.13,0,0.0,2,6.25,1,3.13,36053
36,56,33,11,33.33,9,27.27,0,0.0,1,3.03,4,12.12,2,6.06,1,3.03,1,3.03,2,6.06,2,6.06,36056
38,1,12,5,41.67,4,33.33,0,0.0,0,0.0,2,16.67,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,38001
38,2,51,19,37.25,14,27.45,2,3.92,1,1.96,1,1.96,1,1.96,3,5.88,1,1.96,6,11.76,3,5.88,38002
38,3,25,9,36.0,10,40.0,0,0.0,1,4.0,0,0.0,0,0.0,1,4.0,0,0.0,3,12.0,1,4.0,38003
38,4,14,3,21.43,2,14.29,0,0.0,0,0.0,2,14.29,1,7.14,1,7.14,0,0.0,3,21.43,2,14.29,38004
38,5,23,7,30.43,3,13.04,0,0.0,2,8.7,2,8.7,4,17.39,0,0.0,0,0.0,2,8.7,3,13.04,38005
38,6,20,8,40.0,8,40.0,0,0.0,0,0.0,2,10.0,0,0.0,0,0.0,0,0.0,1,5.0,1,5.0,38006
38,7,24,10,41.67,7,29.17,0,0.0,0,0.0,3,12.5,2,8.33,0,0.0,0,0.0,1,4.17,1,4.17,38007
38,8,65,21,32.31,19,29.23,2,3.08,0,0.0,6,9.23,5,7.69,0,0.0,1,1.54,7,10.77,4,6.15,38008
38,9,26,11,42.31,7,26.92,0,0.0,1,3.85,0,0.0,0,0.0,1,3.85,1,3.85,1,3.85,4,15.38,38009
38,10,38,11,28.95,13,34.21,2,5.26,1,2.63,1,2.63,1,2.63,0,0.0,0,0.0,5,13.16,4,10.53,38010
38,11,28,13,46.43,10,35.71,0,0.0,0,0.0,1,3.57,0,0.0,0,0.0,0,0.0,2,7.14,2,7.14,38011
38,12,6,2,33.33,3,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,38012
38,13,21,7,33.33,5,23.81,1,4.76,0,0.0,0,0.0,0,0.0,1,4.76,1,4.76,3,14.29,3,14.29,38013
38,14,29,14,48.28,8,27.59,1,3.45,1,3.45,1,3.45,2,6.9,1,3.45,0,0.0,1,3.45,0,0.0,38014
38,15,16,5,31.25,3,18.75,0,0.0,0,0.0,2,12.5,2,12.5,0,0.0,0,0.0,2,12.5,2,12.5,38015
38,16,22,7,31.82,6,27.27,2,9.09,1,4.55,1,4.55,0,0.0,1,4.55,1,4.55,1,4.55,2,9.09,38016
38,17,21,8,38.1,6,28.57,0,0.0,0,0.0,3,14.29,2,9.52,0,0.0,0,0.0,2,9.52,0,0.0,38017
38,18,47,20,42.55,19,40.43,0,0.0,0,0.0,1,2.13,2,4.26,0,0.0,2,4.26,1,2.13,2,4.26,38018
38,19,27,12,44.44,10,37.04,0,0.0,0,0.0,1,3.7,1,3.7,0,0.0,0,0.0,2,7.41,1,3.7,38019
38,20,25,10,40.0,9,36.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,12.0,3,12.0,38020
38,21,37,16,43.24,10,27.03,1,2.7,2,5.41,4,10.81,2,5.41,1,2.7,0,0.0,0,0.0,1,2.7,38021
38,22,34,12,35.29,8,23.53,1,2.94,3,8.82,2,5.88,1,2.94,1,2.94,2,5.88,1,2.94,3,8.82,38022
38,23,9,1,11.11,2,22.22,0,0.0,0,0.0,2,22.22,1,11.11,0,0.0,0,0.0,2,22.22,1,11.11,38023
38,24,4,1,25.0,2,50.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38024
38,25,11,2,18.18,0,0.0,0,0.0,0,0.0,2,18.18,3,27.27,0,0.0,0,0.0,2,18.18,2,18.18,38025
38,26,30,7,23.33,5,16.67,0,0.0,0,0.0,5,16.67,6,20.0,2,6.67,0,0.0,4,13.33,1,3.33,38026
38,27,32,6,18.75,7,21.88,0,0.0,0,0.0,2,6.25,4,12.5,1,3.13,0,0.0,7,21.88,5,15.63,38027
38,28,33,13,39.39,12,36.36,1,3.03,0,0.0,0,0.0,2,6.06,1,3.03,0,0.0,2,6.06,2,6.06,38028
38,29,37,14,37.84,9,24.32,1,2.7,1,2.7,0,0.0,2,5.41,0,0.0,0,0.0,6,16.22,4,10.81,38029
38,30,26,9,34.62,6,23.08,0,0.0,1,3.85,1,3.85,2,7.69,0,0.0,0,0.0,4,15.38,3,11.54,38030
38,31,17,5,29.41,4,23.53,0,0.0,2,11.76,3,17.65,1,5.88,0,0.0,0,0.0,1,5.88,1,5.88,38031
38,32,53,19,35.85,18,33.96,3,5.66,0,0.0,3,5.66,1,1.89,3,5.66,1,1.89,3,5.66,2,3.77,38032
38,33,14,5,35.71,3,21.43,0,0.0,0,0.0,1,7.14,0,0.0,1,7.14,0,0.0,3,21.43,1,7.14,38033
38,34,10,4,40.0,4,40.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,1,10.0,38034
38,35,42,14,33.33,11,26.19,0,0.0,1,2.38,4,9.52,3,7.14,0,0.0,0,0.0,5,11.9,4,9.52,38035
38,36,17,9,52.94,4,23.53,0,0.0,0,0.0,1,5.88,0,0.0,0,0.0,0,0.0,2,11.76,1,5.88,38036
38,37,27,10,37.04,6,22.22,2,7.41,1,3.7,1,3.7,2,7.41,1,3.7,0,0.0,3,11.11,1,3.7,38037
38,38,23,8,34.78,4,17.39,0,0.0,2,8.7,2,8.7,1,4.35,0,0.0,1,4.35,4,17.39,1,4.35,38038
38,39,21,8,38.1,4,19.05,0,0.0,0,0.0,4,19.05,3,14.29,1,4.76,0,0.0,1,4.76,0,0.0,38039
38,40,37,13,35.14,12,32.43,2,5.41,1,2.7,3,8.11,1,2.7,1,2.7,0,0.0,2,5.41,2,5.41,38040
38,41,37,15,40.54,10,27.03,0,0.0,0,0.0,2,5.41,3,8.11,0,0.0,0,0.0,3,8.11,4,10.81,38041
