ward,precinct,total,John Cameron (Obama),John Cameron (Obama) Percent,Dan Montgomery (Obama),Dan Montgomery (Obama) Percent,Lakshmi Lakshmanan (Obama),Lakshmi Lakshmanan (Obama) Percent,Debra Shore (Obama),Debra Shore (Obama) Percent,Josina Morita (Obama),Josina Morita (Obama) Percent,Modesto Valle (Obama),Modesto Valle (Obama) Percent,Lou Lang (Obama),Lou Lang (Obama) Percent,Heather Steans (Obama),Heather Steans (Obama) Percent,Tom Tunney (Obama),Tom Tunney (Obama) Percent,precinct_id
40,41,1130,123,10.88,120,10.62,122,10.8,135,11.95,117,10.35,123,10.88,120,10.62,139,12.3,131,11.59,40041
41,1,402,47,11.69,48,11.94,40,9.95,49,12.19,44,10.95,41,10.2,41,10.2,44,10.95,48,11.94,41001
41,2,843,96,11.39,96,11.39,92,10.91,95,11.27,90,10.68,89,10.56,94,11.15,90,10.68,101,11.98,41002
41,4,513,54,10.53,59,11.5,53,10.33,62,12.09,51,9.94,51,9.94,56,10.92,58,11.31,69,13.45,41004
41,5,613,71,11.58,69,11.26,65,10.6,69,11.26,66,10.77,64,10.44,69,11.26,64,10.44,76,12.4,41005
41,7,633,74,11.69,70,11.06,69,10.9,69,10.9,67,10.58,69,10.9,68,10.74,69,10.9,78,12.32,41007
41,8,368,43,11.68,38,10.33,37,10.05,45,12.23,37,10.05,38,10.33,39,10.6,43,11.68,48,13.04,41008
41,11,514,58,11.28,55,10.7,52,10.12,58,11.28,58,11.28,55,10.7,58,11.28,58,11.28,62,12.06,41011
41,13,36,4,11.11,4,11.11,4,11.11,4,11.11,4,11.11,4,11.11,4,11.11,4,11.11,4,11.11,41013
41,15,472,54,11.44,59,12.5,47,9.96,55,11.65,49,10.38,45,9.53,52,11.02,48,10.17,63,13.35,41015
41,16,224,26,11.61,24,10.71,26,11.61,25,11.16,22,9.82,23,10.27,25,11.16,23,10.27,30,13.39,41016
41,18,593,67,11.3,68,11.47,66,11.13,70,11.8,63,10.62,63,10.62,64,10.79,64,10.79,68,11.47,41018
41,20,720,81,11.25,79,10.97,77,10.69,87,12.08,78,10.83,77,10.69,76,10.56,80,11.11,85,11.81,41020
41,25,150,19,12.67,17,11.33,16,10.67,19,12.67,17,11.33,15,10.0,15,10.0,16,10.67,16,10.67,41025
41,28,374,44,11.76,43,11.5,38,10.16,44,11.76,39,10.43,38,10.16,42,11.23,40,10.7,46,12.3,41028
41,29,161,20,12.42,18,11.18,17,10.56,18,11.18,18,11.18,17,10.56,18,11.18,16,9.94,19,11.8,41029
41,31,652,77,11.81,73,11.2,68,10.43,71,10.89,70,10.74,67,10.28,70,10.74,74,11.35,82,12.58,41031
41,32,211,24,11.37,21,9.95,24,11.37,24,11.37,22,10.43,23,10.9,22,10.43,25,11.85,26,12.32,41032
41,33,3,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,1,33.33,0,0.0,1,33.33,41033
41,34,481,54,11.23,54,11.23,52,10.81,57,11.85,52,10.81,51,10.6,53,11.02,53,11.02,55,11.43,41034
41,36,623,68,10.91,68,10.91,66,10.59,73,11.72,68,10.91,65,10.43,69,11.08,71,11.4,75,12.04,41036
41,37,526,64,12.17,54,10.27,53,10.08,65,12.36,55,10.46,56,10.65,60,11.41,55,10.46,64,12.17,41037
41,40,578,66,11.42,69,11.94,62,10.73,65,11.25,61,10.55,62,10.73,62,10.73,63,10.9,68,11.76,41040
41,41,430,46,10.7,46,10.7,45,10.47,48,11.16,49,11.4,49,11.4,49,11.4,47,10.93,51,11.86,41041
41,42,721,84,11.65,81,11.23,76,10.54,82,11.37,73,10.12,73,10.12,80,11.1,78,10.82,94,13.04,41042
41,43,438,46,10.5,53,12.1,48,10.96,50,11.42,47,10.73,49,11.19,46,10.5,48,10.96,51,11.64,41043
41,45,478,57,11.92,55,11.51,48,10.04,54,11.3,50,10.46,49,10.25,52,10.88,55,11.51,58,12.13,41045
41,48,306,37,12.09,32,10.46,31,10.13,32,10.46,34,11.11,34,11.11,34,11.11,33,10.78,39,12.75,41048
41,49,556,62,11.15,59,10.61,59,10.61,66,11.87,60,10.79,56,10.07,61,10.97,60,10.79,73,13.13,41049
41,55,157,21,13.38,18,11.46,16,10.19,18,11.46,18,11.46,16,10.19,17,10.83,16,10.19,17,10.83,41055
41,56,688,80,11.63,77,11.19,72,10.47,77,11.19,74,10.76,72,10.47,77,11.19,74,10.76,85,12.35,41056
44,3,954,106,11.11,102,10.69,104,10.9,107,11.22,103,10.8,104,10.9,107,11.22,108,11.32,113,11.84,44003
44,4,992,109,10.99,108,10.89,106,10.69,112,11.29,105,10.58,105,10.58,110,11.09,110,11.09,127,12.8,44004
44,7,679,75,11.05,75,11.05,74,10.9,79,11.63,73,10.75,72,10.6,72,10.6,75,11.05,84,12.37,44007
44,18,21,2,9.52,2,9.52,2,9.52,2,9.52,3,14.29,2,9.52,2,9.52,2,9.52,4,19.05,44018
44,24,1036,117,11.29,114,11.0,115,11.1,124,11.97,109,10.52,109,10.52,111,10.71,114,11.0,123,11.87,44024
44,35,1282,142,11.08,141,11.0,133,10.37,151,11.78,140,10.92,136,10.61,142,11.08,141,11.0,156,12.17,44035
46,1,1394,151,10.83,150,10.76,150,10.76,166,11.91,149,10.69,153,10.98,151,10.83,159,11.41,165,11.84,46001
46,2,555,63,11.35,57,10.27,62,11.17,64,11.53,59,10.63,59,10.63,58,10.45,67,12.07,66,11.89,46002
46,4,463,52,11.23,54,11.66,49,10.58,55,11.88,50,10.8,48,10.37,50,10.8,52,11.23,53,11.45,46004
46,6,573,67,11.69,65,11.34,61,10.65,63,10.99,60,10.47,61,10.65,60,10.47,69,12.04,67,11.69,46006
46,7,450,49,10.89,47,10.44,48,10.67,53,11.78,48,10.67,50,11.11,48,10.67,56,12.44,51,11.33,46007
46,8,573,71,12.39,65,11.34,57,9.95,72,12.57,60,10.47,56,9.77,58,10.12,69,12.04,65,11.34,46008
46,9,492,53,10.77,52,10.57,52,10.57,57,11.59,52,10.57,54,10.98,52,10.57,60,12.2,60,12.2,46009
46,10,311,36,11.58,33,10.61,34,10.93,37,11.9,34,10.93,33,10.61,34,10.93,34,10.93,36,11.58,46010
46,11,600,69,11.5,65,10.83,62,10.33,69,11.5,65,10.83,65,10.83,63,10.5,70,11.67,72,12.0,46011
46,12,624,67,10.74,66,10.58,65,10.42,76,12.18,65,10.42,65,10.42,66,10.58,76,12.18,78,12.5,46012
46,14,405,45,11.11,44,10.86,44,10.86,48,11.85,46,11.36,42,10.37,43,10.62,47,11.6,46,11.36,46014
46,15,649,69,10.63,69,10.63,70,10.79,78,12.02,69,10.63,71,10.94,70,10.79,73,11.25,80,12.33,46015
46,16,436,47,10.78,46,10.55,44,10.09,54,12.39,43,9.86,47,10.78,44,10.09,55,12.61,56,12.84,46016
46,19,668,70,10.48,70,10.48,73,10.93,80,11.98,70,10.48,72,10.78,74,11.08,81,12.13,78,11.68,46019
46,20,521,63,12.09,52,9.98,57,10.94,66,12.67,52,9.98,55,10.56,54,10.36,59,11.32,63,12.09,46020
46,21,147,16,10.88,16,10.88,16,10.88,16,10.88,16,10.88,16,10.88,17,11.56,18,12.24,16,10.88,46021
46,22,643,76,11.82,71,11.04,69,10.73,71,11.04,67,10.42,66,10.26,70,10.89,81,12.6,72,11.2,46022
46,23,520,64,12.31,57,10.96,56,10.77,62,11.92,57,10.96,55,10.58,53,10.19,61,11.73,55,10.58,46023
46,25,586,69,11.77,63,10.75,64,10.92,69,11.77,62,10.58,62,10.58,63,10.75,66,11.26,68,11.6,46025
46,26,521,59,11.32,55,10.56,56,10.75,67,12.86,54,10.36,54,10.36,55,10.56,63,12.09,58,11.13,46026
46,27,535,64,11.96,57,10.65,53,9.91,62,11.59,57,10.65,58,10.84,57,10.65,62,11.59,65,12.15,46027
46,28,644,69,10.71,68,10.56,70,10.87,76,11.8,68,10.56,70,10.87,71,11.02,74,11.49,78,12.11,46028
46,30,692,79,11.42,72,10.4,79,11.42,80,11.56,72,10.4,76,10.98,76,10.98,75,10.84,83,11.99,46030
46,32,489,60,12.27,55,11.25,51,10.43,61,12.47,46,9.41,50,10.22,51,10.43,59,12.07,56,11.45,46032
46,33,694,78,11.24,75,10.81,74,10.66,81,11.67,70,10.09,74,10.66,80,11.53,79,11.38,83,11.96,46033
46,34,623,72,11.56,70,11.24,65,10.43,79,12.68,67,10.75,65,10.43,68,10.91,70,11.24,67,10.75,46034
46,35,706,79,11.19,76,10.76,76,10.76,81,11.47,74,10.48,74,10.48,76,10.76,84,11.9,86,12.18,46035
46,37,480,60,12.5,47,9.79,53,11.04,61,12.71,50,10.42,47,9.79,49,10.21,59,12.29,54,11.25,46037
46,38,510,59,11.57,55,10.78,52,10.2,61,11.96,55,10.78,53,10.39,55,10.78,60,11.76,60,11.76,46038
46,39,950,109,11.47,103,10.84,103,10.84,106,11.16,102,10.74,103,10.84,102,10.74,108,11.37,114,12.0,46039
46,40,343,43,12.54,38,11.08,35,10.2,38,11.08,36,10.5,33,9.62,34,9.91,46,13.41,40,11.66,46040
46,41,444,55,12.39,48,10.81,47,10.59,52,11.71,48,10.81,48,10.81,46,10.36,52,11.71,48,10.81,46041
46,42,676,81,11.98,72,10.65,70,10.36,81,11.98,70,10.36,71,10.5,71,10.5,83,12.28,77,11.39,46042
46,45,567,60,10.58,63,11.11,59,10.41,69,12.17,61,10.76,61,10.76,59,10.41,67,11.82,68,11.99,46045
48,1,631,66,10.46,67,10.62,67,10.62,73,11.57,67,10.62,70,11.09,67,10.62,79,12.52,75,11.89,48001
48,2,709,79,11.14,77,10.86,73,10.3,82,11.57,75,10.58,77,10.86,77,10.86,86,12.13,83,11.71,48002
48,3,910,98,10.77,93,10.22,96,10.55,112,12.31,97,10.66,94,10.33,93,10.22,115,12.64,112,12.31,48003
48,4,722,82,11.36,80,11.08,77,10.66,85,11.77,77,10.66,76,10.53,78,10.8,82,11.36,85,11.77,48004
48,5,953,106,11.12,103,10.81,101,10.6,117,12.28,103,10.81,105,11.02,99,10.39,111,11.65,108,11.33,48005
48,6,828,92,11.11,89,10.75,85,10.27,105,12.68,91,10.99,89,10.75,85,10.27,103,12.44,89,10.75,48006
48,7,534,56,10.49,55,10.3,58,10.86,61,11.42,55,10.3,56,10.49,55,10.3,73,13.67,65,12.17,48007
48,8,548,60,10.95,59,10.77,59,10.77,67,12.23,59,10.77,58,10.58,57,10.4,66,12.04,63,11.5,48008
48,9,765,84,10.98,82,10.72,79,10.33,93,12.16,82,10.72,82,10.72,82,10.72,93,12.16,88,11.5,48009
48,10,426,46,10.8,45,10.56,47,11.03,51,11.97,46,10.8,46,10.8,46,10.8,50,11.74,49,11.5,48010
48,11,1014,108,10.65,105,10.36,111,10.95,118,11.64,109,10.75,109,10.75,106,10.45,129,12.72,119,11.74,48011
48,12,633,67,10.58,64,10.11,70,11.06,74,11.69,69,10.9,66,10.43,71,11.22,80,12.64,72,11.37,48012
48,13,718,77,10.72,78,10.86,76,10.58,82,11.42,76,10.58,76,10.58,80,11.14,89,12.4,84,11.7,48013
48,14,728,86,11.81,80,10.99,79,10.85,92,12.64,79,10.85,77,10.58,73,10.03,83,11.4,79,10.85,48014
48,15,348,35,10.06,37,10.63,38,10.92,44,12.64,37,10.63,38,10.92,34,9.77,44,12.64,41,11.78,48015
48,16,583,65,11.15,64,10.98,66,11.32,65,11.15,65,11.15,62,10.63,62,10.63,68,11.66,66,11.32,48016
48,17,733,80,10.91,79,10.78,80,10.91,84,11.46,78,10.64,82,11.19,80,10.91,86,11.73,84,11.46,48017
48,18,564,64,11.35,62,10.99,57,10.11,67,11.88,60,10.64,58,10.28,61,10.82,68,12.06,67,11.88,48018
48,19,720,74,10.28,74,10.28,73,10.14,89,12.36,77,10.69,77,10.69,75,10.42,93,12.92,88,12.22,48019
48,20,609,64,10.51,66,10.84,66,10.84,71,11.66,63,10.34,65,10.67,65,10.67,80,13.14,69,11.33,48020
48,21,753,96,12.75,81,10.76,80,10.62,96,12.75,81,10.76,74,9.83,74,9.83,92,12.22,79,10.49,48021
48,22,1329,146,10.99,143,10.76,140,10.53,153,11.51,141,10.61,144,10.84,145,10.91,161,12.11,156,11.74,48022
48,23,757,87,11.49,84,11.1,81,10.7,90,11.89,84,11.1,79,10.44,83,10.96,85,11.23,84,11.1,48023
48,24,418,46,11.0,44,10.53,44,10.53,55,13.16,46,11.0,45,10.77,46,11.0,47,11.24,45,10.77,48024
48,25,704,88,12.5,81,11.51,73,10.37,81,11.51,73,10.37,75,10.65,72,10.23,81,11.51,80,11.36,48025
48,26,799,87,10.89,85,10.64,87,10.89,92,11.51,87,10.89,88,11.01,87,10.89,93,11.64,93,11.64,48026
48,27,814,94,11.55,90,11.06,85,10.44,95,11.67,88,10.81,85,10.44,86,10.57,100,12.29,91,11.18,48027
48,28,843,94,11.15,88,10.44,90,10.68,102,12.1,90,10.68,86,10.2,89,10.56,105,12.46,99,11.74,48028
48,29,1144,131,11.45,123,10.75,121,10.58,137,11.98,121,10.58,120,10.49,124,10.84,139,12.15,128,11.19,48029
48,30,903,98,10.85,97,10.74,101,11.18,102,11.3,99,10.96,96,10.63,98,10.85,108,11.96,104,11.52,48030
48,31,593,70,11.8,64,10.79,65,10.96,72,12.14,63,10.62,64,10.79,62,10.46,68,11.47,65,10.96,48031
48,32,482,54,11.2,52,10.79,50,10.37,56,11.62,49,10.17,50,10.37,47,9.75,65,13.49,59,12.24,48032
48,33,937,104,11.1,104,11.1,102,10.89,107,11.42,101,10.78,100,10.67,102,10.89,111,11.85,106,11.31,48033
48,34,671,75,11.18,73,10.88,72,10.73,79,11.77,71,10.58,71,10.58,73,10.88,80,11.92,77,11.48,48034
48,35,641,73,11.39,69,10.76,66,10.3,77,12.01,72,11.23,67,10.45,67,10.45,78,12.17,72,11.23,48035
48,36,775,83,10.71,83,10.71,79,10.19,93,12.0,79,10.19,87,11.23,86,11.1,96,12.39,89,11.48,48036
48,37,504,55,10.91,54,10.71,55,10.91,57,11.31,55,10.91,57,11.31,55,10.91,61,12.1,55,10.91,48037
48,38,1136,119,10.48,118,10.39,125,11.0,135,11.88,120,10.56,122,10.74,124,10.92,141,12.41,132,11.62,48038
48,39,715,78,10.91,78,10.91,77,10.77,86,12.03,75,10.49,77,10.77,76,10.63,88,12.31,80,11.19,48039
48,40,482,53,11.0,50,10.37,51,10.58,61,12.66,52,10.79,50,10.37,52,10.79,60,12.45,53,11.0,48040
48,41,370,43,11.62,44,11.89,38,10.27,42,11.35,38,10.27,38,10.27,40,10.81,46,12.43,41,11.08,48041
48,42,671,71,10.58,68,10.13,71,10.58,84,12.52,71,10.58,70,10.43,69,10.28,85,12.67,82,12.22,48042
48,43,796,85,10.68,86,10.8,87,10.93,93,11.68,85,10.68,92,11.56,84,10.55,95,11.93,89,11.18,48043
48,44,798,86,10.78,85,10.65,89,11.15,93,11.65,84,10.53,87,10.9,84,10.53,97,12.16,93,11.65,48044
48,45,544,56,10.29,60,11.03,59,10.85,63,11.58,57,10.48,57,10.48,57,10.48,67,12.32,68,12.5,48045
48,46,907,103,11.36,98,10.8,101,11.14,104,11.47,97,10.69,96,10.58,97,10.69,109,12.02,102,11.25,48046
48,47,528,58,10.98,58,10.98,57,10.8,65,12.31,53,10.04,55,10.42,56,10.61,67,12.69,59,11.17,48047
48,48,808,86,10.64,86,10.64,90,11.14,94,11.63,88,10.89,87,10.77,86,10.64,96,11.88,95,11.76,48048
48,49,195,23,11.79,20,10.26,20,10.26,24,12.31,21,10.77,22,11.28,21,10.77,22,11.28,22,11.28,48049
48,50,916,100,10.92,97,10.59,99,10.81,109,11.9,97,10.59,100,10.92,95,10.37,111,12.12,108,11.79,48050
48,51,1191,130,10.92,127,10.66,126,10.58,138,11.59,127,10.66,124,10.41,129,10.83,147,12.34,143,12.01,48051
48,52,532,59,11.09,57,10.71,59,11.09,63,11.84,59,11.09,61,11.47,55,10.34,60,11.28,59,11.09,48052
49,1,710,77,10.85,78,10.99,74,10.42,88,12.39,75,10.56,76,10.7,80,11.27,84,11.83,78,10.99,49001
49,2,1004,110,10.96,111,11.06,110,10.96,122,12.15,104,10.36,109,10.86,105,10.46,120,11.95,113,11.25,49002
49,3,668,75,11.23,72,10.78,71,10.63,78,11.68,73,10.93,74,11.08,69,10.33,83,12.43,73,10.93,49003
49,4,391,43,11.0,42,10.74,41,10.49,51,13.04,40,10.23,40,10.23,42,10.74,47,12.02,45,11.51,49004
49,5,990,115,11.62,112,11.31,104,10.51,115,11.62,105,10.61,108,10.91,108,10.91,114,11.52,109,11.01,49005
49,6,816,90,11.03,88,10.78,89,10.91,99,12.13,88,10.78,84,10.29,89,10.91,93,11.4,96,11.76,49006
49,7,1301,142,10.91,139,10.68,143,10.99,151,11.61,137,10.53,141,10.84,137,10.53,159,12.22,152,11.68,49007
49,8,806,90,11.17,86,10.67,89,11.04,92,11.41,85,10.55,86,10.67,84,10.42,105,13.03,89,11.04,49008
49,9,672,75,11.16,71,10.57,73,10.86,80,11.9,71,10.57,72,10.71,73,10.86,81,12.05,76,11.31,49009
49,10,732,86,11.75,79,10.79,77,10.52,85,11.61,81,11.07,76,10.38,79,10.79,89,12.16,80,10.93,49010
49,11,648,73,11.27,70,10.8,70,10.8,75,11.57,69,10.65,69,10.65,71,10.96,76,11.73,75,11.57,49011
49,12,912,104,11.4,98,10.75,98,10.75,106,11.62,96,10.53,99,10.86,100,10.96,106,11.62,105,11.51,49012
49,13,977,106,10.85,102,10.44,103,10.54,117,11.98,104,10.64,106,10.85,101,10.34,126,12.9,112,11.46,49013
49,14,744,82,11.02,80,10.75,84,11.29,90,12.1,79,10.62,80,10.75,77,10.35,84,11.29,88,11.83,49014
49,15,681,79,11.6,76,11.16,75,11.01,82,12.04,70,10.28,71,10.43,74,10.87,82,12.04,72,10.57,49015
49,16,667,72,10.79,72,10.79,73,10.94,82,12.29,67,10.04,69,10.34,71,10.64,80,11.99,81,12.14,49016
49,17,128,14,10.94,14,10.94,14,10.94,15,11.72,13,10.16,13,10.16,15,11.72,16,12.5,14,10.94,49017
49,18,559,62,11.09,62,11.09,62,11.09,65,11.63,59,10.55,60,10.73,61,10.91,65,11.63,63,11.27,49018
49,19,994,109,10.97,106,10.66,107,10.76,129,12.98,103,10.36,102,10.26,104,10.46,126,12.68,108,10.87,49019
49,20,984,121,12.3,105,10.67,110,11.18,118,11.99,104,10.57,102,10.37,105,10.67,111,11.28,108,10.98,49020
49,21,618,72,11.65,67,10.84,66,10.68,71,11.49,65,10.52,67,10.84,72,11.65,66,10.68,72,11.65,49021
49,22,901,101,11.21,98,10.88,95,10.54,114,12.65,94,10.43,90,9.99,98,10.88,108,11.99,103,11.43,49022
49,23,550,59,10.73,59,10.73,57,10.36,69,12.55,61,11.09,58,10.55,58,10.55,72,13.09,57,10.36,49023
49,24,1408,157,11.15,153,10.87,153,10.87,165,11.72,150,10.65,146,10.37,160,11.36,164,11.65,160,11.36,49024
49,25,775,88,11.35,82,10.58,81,10.45,91,11.74,81,10.45,79,10.19,80,10.32,99,12.77,94,12.13,49025
49,26,794,93,11.71,88,11.08,85,10.71,90,11.34,80,10.08,84,10.58,82,10.33,100,12.59,92,11.59,49026
49,27,766,82,10.7,83,10.84,80,10.44,99,12.92,80,10.44,78,10.18,80,10.44,97,12.66,87,11.36,49027
49,28,501,53,10.58,53,10.58,52,10.38,60,11.98,52,10.38,53,10.58,57,11.38,65,12.97,56,11.18,49028
49,29,776,86,11.08,81,10.44,85,10.95,91,11.73,82,10.57,82,10.57,85,10.95,97,12.5,87,11.21,49029
49,30,880,97,11.02,95,10.8,92,10.45,108,12.27,92,10.45,91,10.34,94,10.68,106,12.05,105,11.93,49030
49,31,720,76,10.56,78,10.83,82,11.39,86,11.94,74,10.28,74,10.28,76,10.56,95,13.19,79,10.97,49031
49,32,771,80,10.38,82,10.64,82,10.64,94,12.19,84,10.89,84,10.89,84,10.89,95,12.32,86,11.15,49032
49,33,657,74,11.26,69,10.5,71,10.81,80,12.18,65,9.89,67,10.2,74,11.26,84,12.79,73,11.11,49033
49,34,731,84,11.49,78,10.67,75,10.26,88,12.04,81,11.08,79,10.81,81,11.08,84,11.49,81,11.08,49034
49,35,873,98,11.23,94,10.77,95,10.88,104,11.91,93,10.65,88,10.08,94,10.77,110,12.6,97,11.11,49035
49,36,925,102,11.03,96,10.38,102,11.03,109,11.78,101,10.92,95,10.27,98,10.59,119,12.86,103,11.14,49036
49,37,933,99,10.61,98,10.5,96,10.29,112,12.0,100,10.72,100,10.72,96,10.29,124,13.29,108,11.58,49037
49,38,638,70,10.97,70,10.97,70,10.97,70,10.97,67,10.5,67,10.5,71,11.13,81,12.7,72,11.29,49038
50,1,490,52,10.61,52,10.61,53,10.82,58,11.84,54,11.02,51,10.41,63,12.86,54,11.02,53,10.82,50001
50,2,638,68,10.66,67,10.5,69,10.82,77,12.07,68,10.66,67,10.5,77,12.07,72,11.29,73,11.44,50002
50,3,538,59,10.97,57,10.59,58,10.78,65,12.08,57,10.59,55,10.22,67,12.45,59,10.97,61,11.34,50003
50,4,603,66,10.95,65,10.78,65,10.78,72,11.94,63,10.45,63,10.45,73,12.11,68,11.28,68,11.28,50004
50,5,381,43,11.29,42,11.02,40,10.5,46,12.07,38,9.97,40,10.5,49,12.86,42,11.02,41,10.76,50005
50,6,673,82,12.18,79,11.74,75,11.14,79,11.74,72,10.7,70,10.4,74,11.0,70,10.4,72,10.7,50006
50,7,736,80,10.87,78,10.6,75,10.19,87,11.82,77,10.46,77,10.46,91,12.36,82,11.14,89,12.09,50007
50,8,283,32,11.31,31,10.95,29,10.25,33,11.66,31,10.95,32,11.31,31,10.95,33,11.66,31,10.95,50008
50,9,434,51,11.75,47,10.83,46,10.6,57,13.13,44,10.14,46,10.6,52,11.98,47,10.83,44,10.14,50009
50,10,278,30,10.79,29,10.43,29,10.43,32,11.51,31,11.15,30,10.79,35,12.59,30,10.79,32,11.51,50010
50,11,386,42,10.88,41,10.62,41,10.62,49,12.69,41,10.62,41,10.62,47,12.18,43,11.14,41,10.62,50011
50,12,450,51,11.33,49,10.89,44,9.78,58,12.89,47,10.44,46,10.22,56,12.44,51,11.33,48,10.67,50012
50,13,541,59,10.91,60,11.09,58,10.72,64,11.83,61,11.28,57,10.54,62,11.46,63,11.65,57,10.54,50013
50,14,304,34,11.18,33,10.86,33,10.86,43,14.14,31,10.2,33,10.86,34,11.18,30,9.87,33,10.86,50014
50,15,749,80,10.68,81,10.81,79,10.55,86,11.48,80,10.68,77,10.28,91,12.15,87,11.62,88,11.75,50015
50,16,390,42,10.77,39,10.0,42,10.77,51,13.08,37,9.49,38,9.74,51,13.08,43,11.03,47,12.05,50016
50,17,227,24,10.57,24,10.57,24,10.57,31,13.66,22,9.69,23,10.13,32,14.1,23,10.13,24,10.57,50017
50,18,438,50,11.42,46,10.5,46,10.5,52,11.87,47,10.73,44,10.05,57,13.01,46,10.5,50,11.42,50018
50,19,341,38,11.14,36,10.56,37,10.85,41,12.02,36,10.56,37,10.85,41,12.02,37,10.85,38,11.14,50019
50,20,558,69,12.37,58,10.39,57,10.22,67,12.01,59,10.57,56,10.04,65,11.65,63,11.29,64,11.47,50020
50,21,598,71,11.87,62,10.37,64,10.7,75,12.54,66,11.04,61,10.2,66,11.04,65,10.87,68,11.37,50021
50,22,362,41,11.33,39,10.77,40,11.05,43,11.88,38,10.5,38,10.5,44,12.15,37,10.22,42,11.6,50022
50,23,337,37,10.98,37,10.98,33,9.79,42,12.46,35,10.39,36,10.68,40,11.87,38,11.28,39,11.57,50023
50,24,328,41,12.5,37,11.28,32,9.76,45,13.72,31,9.45,35,10.67,35,10.67,36,10.98,36,10.98,50024
50,25,262,29,11.07,29,11.07,30,11.45,33,12.6,28,10.69,28,10.69,28,10.69,29,11.07,28,10.69,50025
50,26,254,29,11.42,27,10.63,26,10.24,30,11.81,28,11.02,26,10.24,29,11.42,29,11.42,30,11.81,50026
50,27,286,34,11.89,31,10.84,31,10.84,35,12.24,29,10.14,30,10.49,36,12.59,29,10.14,31,10.84,50027
50,28,564,67,11.88,63,11.17,58,10.28,74,13.12,57,10.11,59,10.46,61,10.82,62,10.99,63,11.17,50028
50,29,466,53,11.37,50,10.73,49,10.52,58,12.45,50,10.73,52,11.16,52,11.16,50,10.73,52,11.16,50029
50,30,361,39,10.8,39,10.8,37,10.25,42,11.63,37,10.25,35,9.7,48,13.3,41,11.36,43,11.91,50030
50,31,127,14,11.02,13,10.24,13,10.24,15,11.81,14,11.02,13,10.24,16,12.6,14,11.02,15,11.81,50031
50,32,475,55,11.58,54,11.37,52,10.95,59,12.42,49,10.32,50,10.53,52,10.95,53,11.16,51,10.74,50032
